Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,LGTR,LTHII
152,0.00402421,0.00119683,0.00820737,0.0163121,0.0136536,0.00370944,0,0,0.00439882,0,0.0216717,0.00280894,0.0175173,0.0214509,0.00851347,0.00243341,0.00413713,0.00612585,0.00985971,0.0450208,0.0053363,0.00662694,0.00563279,0.0141824,0.00779967,0.00687952,0.00891533,0.0011589,0.0477869,0.0224965,0.0253922,0.00600288,0.00344604,0,0,0.0096812,0,0.0189461,0.00435611,0.0617347,0.0214691,0.0271778,0.0329873,0.00345118,0.00604813,0.0305418,0.0655679,0.0306367,0.0380159,0.0236577,0.0240842,0.011209,0.0209341,0.0506703,0.0093672,0.012026,0.00578097,0.000544306,0.00375157,0,0,0,0,0,0,0,0,0,0,0.0468389,0.00501993
153,0.00368685,0.00116426,0.00753422,0.0160925,0.0130334,0.00298081,0,0,0.00488365,0,0.0216262,0.00300377,0.0176003,0.0220358,0.00862245,0.00268538,0.00421485,0.00629318,0.0102504,0.0448633,0.00555022,0.00768802,0.00508901,0.0140396,0.00768601,0.00715349,0.00889685,0.000955595,0.0501397,0.0227692,0.0247479,0.00602694,0.00331298,0,0,0.0124179,0,0.019187,0.00528889,0.061721,0.0187979,0.0267709,0.0334227,0.00353107,0.00700514,0.0305184,0.0653743,0.0308123,0.0385062,0.0260048,0.024395,0.0112673,0.0238666,0.054506,0.0125267,0.0135835,0.00626047,0.000892601,0.00407633,0,0,0,0,0,0,0,0,0,0,0.0470984,0.00443328
154,0.00343128,0.00118666,0.007027,0.0159249,0.0123703,0.00248469,0,0,0.00510189,0,0.0216068,0.00306621,0.017501,0.0226145,0.00842863,0.00290852,0.00439687,0.00642343,0.0105381,0.0446721,0.00543825,0.00807718,0.00465511,0.0141647,0.00774706,0.00719203,0.00889073,0.000848427,0.0520045,0.0229583,0.024007,0.0060016,0.00303373,0,0,0.0145886,0,0.0194518,0.00603911,0.0616573,0.0173014,0.0263825,0.0337699,0.00370838,0.00790822,0.030064,0.0650304,0.03078,0.038463,0.0281752,0.0247239,0.0113246,0.0266798,0.0577535,0.0151533,0.014499,0.00665101,0.0012156,0.00427911,0,0,0,0,0,0,0,0,0,0,0.0472704,0.00359461
155,0.00332943,0.00122563,0.0066095,0.0157955,0.0116856,0.00220729,0,0,0.00512297,0,0.0216165,0.0029506,0.0170401,0.0231206,0.0078151,0.00306791,0.00459,0.00662242,0.0105124,0.0444732,0.00502655,0.00778384,0.004526,0.0144771,0.00776625,0.00715858,0.00889424,0.000842909,0.053199,0.0230454,0.023206,0.00589415,0.00266278,0,0,0.0160771,0,0.0197539,0.00654633,0.0618408,0.0166117,0.0260429,0.0339385,0.00399016,0.00857918,0.0292136,0.0645689,0.0306118,0.0380848,0.0299311,0.0249668,0.0113389,0.0291191,0.0600748,0.0171396,0.0148097,0.00688342,0.00146565,0.00418013,0,0,0,0,0,0,0,0,0,0,0.0474454,0.00269466
156,0.00342388,0.00131554,0.00627511,0.0157043,0.0109297,0.00179549,0,0,0.00498169,0,0.0216602,0.00276211,0.0167144,0.0235281,0.00693193,0.00325356,0.00485468,0.00682001,0.0104021,0.0443129,0.00463512,0.00735267,0.00453466,0.0148362,0.00787737,0.00706963,0.00892094,0.000820364,0.053538,0.0231061,0.0222096,0.00576945,0.002295,0,0,0.0170698,0,0.0199688,0.00685549,0.0619069,0.0162532,0.0253472,0.0339371,0.0043221,0.00893709,0.0281494,0.0640161,0.0302663,0.037247,0.0314175,0.0251094,0.0113961,0.031378,0.0614531,0.018509,0.0145876,0.00679637,0.00168872,0.00385452,0,0,0,0,0,0,0,0,0,0,0.0474283,0.0021847
157,0.00332046,0.00130702,0.00610955,0.0156066,0.00999799,0.00128222,0,0,0.00465025,0,0.0216941,0.00247351,0.0165112,0.0239593,0.00582236,0.00339898,0.00497473,0.0070969,0.0101982,0.0441441,0.00448934,0.00710604,0.00473176,0.015117,0.00834126,0.00685968,0.00895152,0.000717232,0.0529353,0.023063,0.0209955,0.00570694,0.00195975,0,0,0.0177076,0,0.0200514,0.00698788,0.0621641,0.0165789,0.0247511,0.0339284,0.00471771,0.00900934,0.0269686,0.0634945,0.0298727,0.0360565,0.0327602,0.0252326,0.0117301,0.0334879,0.0616739,0.0192493,0.0140809,0.00636493,0.00175199,0.00344092,0,0,0,0,0,0,0,0,0,0,0.0472559,0.00204765
158,0.00313136,0.00133715,0.00601889,0.0154994,0.00925035,0.00147305,0,0,0.00403985,0,0.0217706,0.00207087,0.0164105,0.0243462,0.00474218,0.00348262,0.00482756,0.00716084,0.00988767,0.0439531,0.00460128,0.00712656,0.00494153,0.0153042,0.00932013,0.00629237,0.00903354,0.000595727,0.0519922,0.0229138,0.0199187,0.00557291,0.00176782,0,0,0.0185853,0,0.0197858,0.00736236,0.0624558,0.0179317,0.0242905,0.0336935,0.00516401,0.00900316,0.0256276,0.0628799,0.0293014,0.0344092,0.0339821,0.0253771,0.0121823,0.0351212,0.0613412,0.019921,0.0138934,0.00550421,0.00187217,0.00310543,0,0,0,0,0,0,0,0,0,0,0.0470806,0.00227437
159,0.00182932,0.000848813,0.00611435,0.0151251,0.008745,0.00106774,0,0,0.00380481,0,0.022047,0.00144506,0.0158523,0.0247724,0.00319238,0.00316335,0.00391172,0.00667945,0.0084161,0.043782,0.00475375,0.00703845,0.00513538,0.0155851,0.00939111,0.0057344,0.00918541,0.000223168,0.0535298,0.0224699,0.0130227,0.0038833,0.00103763,0,0,0.0176177,0,0.0198207,0.00674893,0.0654865,0.0181141,0.0253375,0.0173307,0.00679632,0.00827585,0.0159013,0.0552766,0.0133933,0.0239506,0.030759,0.0276664,0.0128062,0.0348992,0.0663998,0.0185108,0.0123515,0.00463537,0.00146888,0.00183162,0,0,0,0,0,0,0,0,0,0,0.0471096,0.00293292
160,0.00255315,0.00138842,0.00716959,0.0154988,0.00836218,0.00222374,0,0,0.00417019,0,0.0220382,0.00198222,0.0166213,0.0249796,0.00304282,0.00352458,0.00456314,0.00700946,0.00872159,0.0435306,0.00509821,0.00751536,0.00540299,0.0155216,0.0114005,0.00599031,0.00920558,0.00072577,0.0502935,0.0223328,0.0186603,0.00511361,0.00132145,0,0,0.0158632,0,0.0194011,0.00595094,0.0631867,0.0218324,0.0235339,0.0329187,0.00599635,0.00739724,0.0225494,0.0618259,0.0279485,0.0306603,0.0352937,0.0256938,0.0126508,0.0371157,0.06043,0.0164744,0.0115249,0.00399154,0.00222547,0.00313646,0,0,0,0,0,0,0,0,0,0,0.0468137,0.00338291
161,0.00120648,0.00105116,0.00716449,0.0152679,0.00815122,0.00151084,0,0,0.00362475,0,0.0221723,0.00134724,0.0156605,0.0254154,0.00172392,0.00364423,0.00357404,0.00633436,0.00675379,0.0434891,0.0053637,0.00733685,0.00564675,0.0158043,0.011197,0.0053162,0.00919886,0.000400024,0.0527769,0.0217537,0.0128262,0.00304321,0.000653411,0,0,0.0131216,0,0.0194299,0.00453862,0.0657708,0.0216569,0.024618,0.016452,0.00780096,0.00596829,0.0126847,0.0543659,0.0119169,0.0199385,0.0311852,0.0280589,0.0130541,0.0357735,0.0662209,0.0131221,0.00966325,0.00302157,0.0018884,0.00219297,0,0,0,0,0,0,0,0,0,0,0.0469239,0.00426592
162,0.00225432,0.00173443,0.00908867,0.0156935,0.00764542,0.00272559,0,0,0.0042838,0,0.0220132,0.0019607,0.0164049,0.0257389,0.00237644,0.00406831,0.00449599,0.00669456,0.00759081,0.0433509,0.00569021,0.00795131,0.00606726,0.0158325,0.0141516,0.00584764,0.00913757,0.000898982,0.0494109,0.0213915,0.0197453,0.00402469,0.00107367,0,0,0.0099379,0,0.0190124,0.0032881,0.063305,0.0244115,0.0224262,0.0323656,0.00654376,0.00487226,0.0194623,0.061093,0.027058,0.0263866,0.034925,0.0257449,0.0127476,0.0365662,0.0590145,0.00967898,0.00867095,0.00253361,0.00261947,0.00336108,0,0,0,0,0,0,0,0,0,0,0.0464861,0.00442128
163,0.00123183,0.00148602,0.009246,0.0154303,0.00737838,0.00202786,0,0,0.0035745,0,0.0223025,0.00125469,0.0155755,0.0262182,0.00244426,0.00418956,0.00355523,0.00588548,0.00598266,0.0431754,0.00598611,0.00774696,0.00634877,0.0161349,0.0141999,0.00496371,0.00927836,0.000554986,0.052154,0.0204606,0.0136142,0.00167113,0.000709668,0,0,0.00864813,0,0.0189084,0.00333916,0.065705,0.0207166,0.0241017,0.0154025,0.00851677,0.00369446,0.00941851,0.0533918,0.0108094,0.0156751,0.0302385,0.0286246,0.0132647,0.033858,0.0648737,0.00694473,0.00707706,0.00214422,0.00203802,0.00224078,0,0,0,0,0,0,0,0,0,0,0.0465938,0.00538954
164,0.00220684,0.00209493,0.0113959,0.0159482,0.00686315,0.00335882,0,0,0.00429582,0,0.0224483,0.00183467,0.0163711,0.0265147,0.00317158,0.00452095,0.0046802,0.00635904,0.0068996,0.0428986,0.00630119,0.00819551,0.00675181,0.0162156,0.0173597,0.00566701,0.00936583,0.00103623,0.0474658,0.0198477,0.0207218,0.00343728,0.00143876,0,0,0.00755164,0,0.0184286,0.00393317,0.0635577,0.0241592,0.0220306,0.0314995,0.00692585,0.00343788,0.0164256,0.06047,0.0263447,0.0219325,0.0325941,0.0257435,0.0123839,0.033266,0.0555681,0.0049804,0.00633447,0.00244075,0.0026784,0.00305483,0,0,0,0,0,0,0,0,0,0,0.0461941,0.00577738
165,0.00239105,0.00233246,0.012164,0.016069,0.00658686,0.00385071,0,0,0.00418656,0,0.0225621,0.00180486,0.0162333,0.0269516,0.00396815,0.00495639,0.00488002,0.00635439,0.0065239,0.0426566,0.00663498,0.00819518,0.00708378,0.0164452,0.018605,0.00553466,0.0093448,0.00109572,0.0459489,0.0191175,0.0210683,0.00328389,0.00176454,0,0,0.00833118,0,0.0182253,0.00513175,0.0637568,0.0236301,0.021756,0.0308414,0.00690267,0.00333289,0.015059,0.060195,0.0259133,0.0196751,0.0308962,0.0257385,0.0122904,0.030864,0.0531801,0.00509563,0.00553877,0.00288597,0.00280823,0.00279944,0,0,0,0,0,0,0,0,0,0,0.0460649,0.00651177
166,0.0023146,0.00226182,0.0117903,0.0157934,0.00658635,0.00334868,0,0,0.00384928,0,0.022629,0.0012159,0.0154738,0.027559,0.00518849,0.00559386,0.00407895,0.00586843,0.0050537,0.0424414,0.00702177,0.00787951,0.00733868,0.0168379,0.0181049,0.00506054,0.00930399,0.000847647,0.0491846,0.0184191,0.0134385,0.00116023,0.00202374,0,0,0.0084366,0,0.018552,0.00575716,0.0659303,0.0148605,0.0238796,0.0119121,0.00900541,0.00352648,0.00495014,0.0518538,0.00873399,0.00926386,0.0255089,0.0294294,0.0140299,0.0273822,0.0599261,0.00512546,0.00352465,0.00312951,0.0022889,0.00221293,0,0,0,0,0,0,0,0,0,0,0.0462443,0.00758501
167,0.00288545,0.00280229,0.0138337,0.01625,0.00624799,0.00453257,0,0,0.00425503,0,0.0224462,0.00164267,0.0158837,0.027787,0.00592686,0.00569121,0.00498778,0.00649209,0.00627953,0.0421638,0.00729058,0.0082401,0.00769698,0.0171132,0.0209165,0.0054923,0.00921846,0.00139408,0.0414707,0.0182622,0.0201864,0.0032616,0.00247817,0,0,0.00785555,0,0.0183529,0.00580664,0.0641001,0.0221969,0.0215229,0.0285051,0.0069865,0.00355804,0.0126637,0.0595489,0.0245179,0.0154094,0.0267661,0.0259093,0.0121068,0.0254735,0.0471107,0.00437695,0.00392688,0.00349971,0.00304499,0.00287916,0,0,0,0,0,0,0,0,0,0,0.0459069,0.00809619
168,0.0030421,0.00274983,0.0130006,0.0159281,0.00650642,0.00400208,0,0,0.00334345,0,0.022648,0.000377238,0.0147743,0.0284547,0.00739855,0.00615867,0.00358022,0.00577342,0.00458799,0.0420381,0.00774763,0.00788284,0.00795819,0.01762,0.0196907,0.00449286,0.00932318,0.000889592,0.0455892,0.0178383,0.0127284,0.00244766,0.00291436,0,0,0.00983498,0,0.0185174,0.00700007,0.0662958,0.0111851,0.024042,0.00847039,0.00968019,0.00323374,0.00463473,0.0509341,0.00824834,0.0069886,0.0214476,0.0296683,0.0147303,0.0224276,0.0549872,0.00562108,0.00472193,0.0041491,0.00228965,0.00283318,0,0,0,0,0,0,0,0,0,0,0.0459787,0.0092519
169,0.00323532,0.00308588,0.0150924,0.0164331,0.00640392,0.00499506,0,0,0.00434689,0,0.0226097,0.000858688,0.0152131,0.0286162,0.00815515,0.00601244,0.00438615,0.00602256,0.00553395,0.041834,0.00792493,0.00796332,0.0082476,0.0178785,0.0223412,0.005066,0.00927625,0.00116792,0.0332036,0.0178839,0.0169095,0.00369044,0.00308884,0,0,0.00958932,0,0.0184149,0.00674992,0.0643184,0.0174881,0.0216473,0.0250268,0.00750233,0.00339014,0.0113454,0.0589925,0.0227039,0.0119874,0.0222748,0.0262102,0.0110351,0.0203009,0.0372378,0.00542008,0.0047543,0.00406757,0.00302538,0.00333265,0,0,0,0,0,0,0,0,0,0,0.045651,0.00984957
170,0.00343232,0.00302706,0.0145178,0.0160961,0.00687141,0.00475158,0,0,0.00364961,0,0.0228224,0.000361442,0.0144254,0.0291764,0.00973794,0.00655948,0.00332037,0.00519945,0.00361129,0.0418002,0.00843336,0.00751014,0.0084364,0.0183149,0.0210875,0.00374126,0.0093628,0.000748147,0.0390899,0.017683,0.0120371,0.00399831,0.00360323,0,0,0.0114043,0,0.0185378,0.0074549,0.0663339,0.0103492,0.0242073,0.00912402,0.0101354,0.0032273,0.00787708,0.0501835,0.0114098,0.00961287,0.0173381,0.0291614,0.0146824,0.0193517,0.0467894,0.00664447,0.00499605,0.00431306,0.00236224,0.00341637,0,0,0,0,0,0,0,0,0,0,0.0456842,0.0110437
171,0.00317134,0.00318133,0.0167883,0.0164897,0.00676778,0.00523376,0,0,0.00476673,0,0.0227537,0.000964776,0.0146429,0.0290247,0.0106845,0.00623439,0.00395136,0.00504372,0.00411602,0.0415973,0.00849423,0.00743982,0.00850864,0.0184933,0.0236466,0.00414525,0.00930509,0.00111259,0.0208265,0.0179076,0.00815253,0.00437247,0.00360825,0,0,0.0109643,0,0.0184702,0.00691491,0.0642739,0.00641945,0.0222584,0.0184821,0.00809026,0.0033692,0.0111168,0.056683,0.0186599,0.0107897,0.0173504,0.0262626,0.0103455,0.0169032,0.0244403,0.0063726,0.00455673,0.00392625,0.00304505,0.00378354,0,0,0,0,0,0,0,0,0,0,0.0456152,0.0118751
172,0.00317121,0.00320007,0.017211,0.0164777,0.00691401,0.00518966,0,0,0.00514568,0,0.0228064,0.00103859,0.0138751,0.0290108,0.0119869,0.00635175,0.00363758,0.00461642,0.00326319,0.0414364,0.00870386,0.00711704,0.00850515,0.018678,0.0240245,0.00364188,0.00930575,0.00105562,0.014784,0.017985,0.00469055,0.00434825,0.00387269,0,0,0.0115376,0,0.0184477,0.0068143,0.0647054,0.00677604,0.0228656,0.0164042,0.00849588,0.00340722,0.0119267,0.0548885,0.0173018,0.0125889,0.0152348,0.0256535,0.0107148,0.0170884,0.0189272,0.00678971,0.00415746,0.00367092,0.00305619,0.00397379,0,0,0,0,0,0,0,0,0,0,0.0457216,0.0129583
173,0.00337601,0.00313896,0.0171009,0.0163076,0.00707784,0.0054351,0,0,0.00517784,0,0.0229042,0.00098378,0.0133368,0.0292243,0.0129972,0.00661272,0.00290738,0.00443,0.00268352,0.0413151,0.00895814,0.00686757,0.00860482,0.0189211,0.0240786,0.00336914,0.0093825,0.000782018,0.0249523,0.0181144,0.0104518,0.00428381,0.00408638,0,0,0.0121979,0,0.0184663,0.00676768,0.0671479,0.0128841,0.0237747,0.0171692,0.0099055,0.00337954,0.012316,0.0497172,0.0174667,0.015049,0.011613,0.0243876,0.0123852,0.0168033,0.0299033,0.0072996,0.00383093,0.0034033,0.00268387,0.00398703,0,0,0,0,0,0,0,0,0,0,0.0455205,0.0135874
174,0.00320039,0.00321507,0.018037,0.016374,0.00712346,0.00542882,0,0,0.0062745,0,0.0229426,0.00152727,0.0127864,0.0291041,0.0138371,0.00627382,0.00283688,0.00444156,0.00278306,0.0410928,0.00898583,0.00651997,0.00845846,0.019001,0.0253034,0.00345941,0.00939354,0.0008423,0.0190945,0.0182888,0.00883738,0.0037478,0.00404899,0,0,0.0102815,0,0.0185691,0.00628854,0.0672656,0.0126944,0.0235372,0.0182448,0.00957686,0.00341088,0.0122081,0.0491495,0.0176667,0.0149484,0.0100911,0.0222779,0.0108101,0.0156965,0.0234556,0.00596981,0.0033415,0.00314141,0.00291166,0.00393451,0,0,0,0,0,0,0,0,0,0,0.0455715,0.0143034
175,0.00317697,0.00328359,0.0189522,0.0163748,0.00719883,0.00522367,0,0,0.0068683,0,0.022959,0.00174247,0.012135,0.0288788,0.014646,0.0056194,0.00267116,0.00457852,0.00308066,0.0408734,0.00898342,0.0061506,0.00825207,0.0189437,0.0262993,0.00358173,0.0094368,0.000913073,0.0130011,0.0185437,0.00746429,0.00281719,0.00420586,0,0,0.0114289,0,0.0185407,0.00590954,0.0674541,0.0130656,0.0233519,0.0182505,0.00926527,0.00329537,0.0112073,0.0484191,0.0167137,0.0137727,0.00868585,0.0201961,0.00892952,0.0142305,0.0171441,0.00635132,0.00304511,0.00307739,0.00307878,0.00412375,0,0,0,0,0,0,0,0,0,0,0.0456785,0.0151407
176,0.00310008,0.00340677,0.019954,0.0163797,0.00720602,0.00482752,0,0,0.00781013,0,0.0230024,0.00213594,0.0116544,0.0286531,0.0153182,0.0049439,0.00257148,0.00493358,0.00358909,0.0405871,0.00890173,0.00573034,0.00799996,0.0188383,0.0272275,0.00461422,0.00950139,0.00104338,0.00844906,0.0187348,0.00757485,0.00177727,0.00434378,0,0,0.0114272,0,0.0186643,0.00572295,0.0676263,0.0144613,0.023319,0.0173693,0.00896493,0.00335548,0.00962493,0.0475444,0.0148498,0.0116282,0.0074618,0.018366,0.00683193,0.0124138,0.01076,0.00618345,0.00265907,0.00301737,0.00333172,0.00422231,0,0,0,0,0,0,0,0,0,0,0.0458749,0.0159425
177,0.0031382,0.00352555,0.0209131,0.0163051,0.00717596,0.00447247,0,0,0.00844879,0,0.0229816,0.00249338,0.0111507,0.0281829,0.0159161,0.0042579,0.00252057,0.00545068,0.00422371,0.0401837,0.00881939,0.00526638,0.00785026,0.0187628,0.0281758,0.00541198,0.0095476,0.00118066,0.00707559,0.0189286,0.00955915,0.00161284,0.00450471,0,0,0.0122538,0,0.018734,0.00560618,0.0676953,0.016858,0.023493,0.0164208,0.00858332,0.00343829,0.00818527,0.0467024,0.0127692,0.00916414,0.0069832,0.016969,0.00503577,0.0108526,0.00723167,0.00663972,0.00261749,0.00302217,0.00360555,0.00438051,0,0,0,0,0,0,0,0,0,0,0.046104,0.0163585
178,0.00330873,0.00359389,0.0220695,0.016165,0.00708603,0.00427358,0,0,0.0092714,0,0.0229474,0.00305722,0.0109207,0.0276501,0.0163712,0.00380164,0.00263361,0.00614342,0.00496341,0.039718,0.00874303,0.00479922,0.00762017,0.0185718,0.0294879,0.00591606,0.00968129,0.00144749,0.0139154,0.0190883,0.0124657,0.00240566,0.00467988,0,0,0.0123121,0,0.0188843,0.00526439,0.0672919,0.0205425,0.0237649,0.0144201,0.00828221,0.00348627,0.00776861,0.0461752,0.0101356,0.00668197,0.00841575,0.0154226,0.00494621,0.00939546,0.0173525,0.00669035,0.00230717,0.00294323,0.00377984,0.00460883,0,0,0,0,0,0,0,0,0,0,0.0463383,0.0165852
179,0.00266576,0.0036822,0.0238916,0.0159456,0.00691074,0.00408507,0,0,0.00811643,0,0.0229975,0.00210633,0.0105707,0.0267564,0.0166514,0.00322408,0.00220604,0.0067135,0.0058164,0.0391601,0.00861818,0.00439782,0.00751514,0.0184723,0.0311498,0.00470471,0.00959549,0.00153999,0.0304019,0.0191081,0.0240584,0.00382014,0.00444039,0,0,0.0155283,0,0.0186538,0.00903424,0.0666175,0.0318011,0.0241432,0.012348,0.0079362,0.00543043,0.00957739,0.0459174,0.00935734,0.00735184,0.0122827,0.0166173,0.0121222,0.0122029,0.0341512,0.0106579,0.00215857,0.00418805,0.00424135,0.00427795,0,0,0,0,0,0,0,0,0,0,0.0464943,0.0171131
180,0.002671,0.00369109,0.0256584,0.0157424,0.00686649,0.0038992,0,0,0.00867152,0,0.0229976,0.00228274,0.0111196,0.0261312,0.0165965,0.00295147,0.00230254,0.00730218,0.00663373,0.0385314,0.00836642,0.00423492,0.00734542,0.0183307,0.0328524,0.00478748,0.00967499,0.00169111,0.0453025,0.0191555,0.0357718,0.00450681,0.00461494,0,0,0.0166035,0,0.0187473,0.00967267,0.0657189,0.0432293,0.0245925,0.0118248,0.00779024,0.00598835,0.0128353,0.0462184,0.0118609,0.0113384,0.0164787,0.0200657,0.019326,0.0169609,0.0488597,0.0116022,0.00217119,0.00437956,0.00454542,0.00438802,0,0,0,0,0,0,0,0,0,0,0.0465547,0.0173868
181,0.00282882,0.00379657,0.0269954,0.015453,0.00666165,0.00377795,0,0,0.00902067,0,0.0229129,0.0024245,0.0116193,0.0257232,0.0162546,0.00276937,0.00238587,0.00778595,0.00735259,0.0379597,0.00796876,0.00427676,0.00725981,0.0181262,0.0343423,0.00499928,0.00977516,0.00188728,0.0577219,0.0191028,0.0453419,0.00486358,0.00491417,0,0,0.0175839,0,0.0188972,0.0102622,0.06505,0.0522961,0.0251842,0.0122983,0.00783246,0.00671643,0.0160233,0.0468392,0.0154011,0.0154778,0.019888,0.0239543,0.0251486,0.0212864,0.0604256,0.012861,0.00233515,0.00408345,0.00485293,0.00455963,0,0,0,0,0,0,0,0,0,0,0.0465035,0.0173859
182,0.00321715,0.00400166,0.0276843,0.0150698,0.00643837,0.00375946,0,0,0.00910482,0,0.0227181,0.00268362,0.011856,0.025524,0.0156102,0.00270994,0.00249329,0.00815997,0.00790918,0.0374983,0.00750519,0.00448219,0.00711692,0.0178307,0.035386,0.00504294,0.00987362,0.00229132,0.0667203,0.0189713,0.0521769,0.00490983,0.00536086,0,0,0.0182323,0,0.0192189,0.0106012,0.0645583,0.0589076,0.0256801,0.0127705,0.00805227,0.00750864,0.0183165,0.0475023,0.0179938,0.0182245,0.0218252,0.0269595,0.0288769,0.0239124,0.0688412,0.0137531,0.00256892,0.00335791,0.00513273,0.00480002,0,0,0,0,0,0,0,0,0,0,0.046284,0.0170714
183,0.00361403,0.00404027,0.028856,0.0148749,0.00639868,0.00404411,0,0,0.010061,0,0.0226967,0.00343691,0.0126688,0.0254056,0.0147575,0.00269133,0.00265222,0.00823047,0.00872601,0.0372637,0.00684532,0.00522129,0.00721658,0.0177178,0.0369652,0.00543494,0.00990882,0.00251567,0.0708251,0.0188309,0.0549739,0.00449843,0.00587102,0,0,0.0173375,0,0.0194145,0.00716713,0.0643244,0.0618683,0.0258488,0.0129699,0.00814522,0.00506529,0.0192327,0.0478231,0.0185829,0.0192896,0.0221488,0.0281847,0.0300633,0.0244726,0.072637,0.00887489,0.0020808,0.0021447,0.00526747,0.00501014,0,0,0,0,0,0,0,0,0,0,0.0458882,0.0163949
184,0.00391197,0.00432652,0.0288121,0.0145933,0.00614857,0.00421189,0,0,0.0103591,0,0.0226631,0.00380864,0.0132428,0.0255701,0.0136017,0.00294354,0.00264227,0.00845487,0.00930562,0.0371971,0.00630899,0.00575532,0.00700541,0.0173276,0.0374343,0.00536201,0.00997441,0.00292406,0.0692541,0.0185165,0.0534176,0.00390156,0.006351,0,0,0.017276,0,0.0197236,0.00701274,0.0645608,0.0603865,0.0258248,0.0128916,0.00819133,0.00553414,0.0186138,0.0475578,0.0172509,0.0181949,0.0211543,0.0275145,0.028838,0.0233196,0.0716348,0.00902581,0.00184627,0.00218562,0.00557659,0.00511949,0,0,0,0,0,0,0,0,0,0,0.0455624,0.0154906
185,0.00425199,0.0045693,0.0291047,0.0144086,0.00608293,0.00441372,0,0,0.0101807,0,0.0227118,0.00382144,0.0142998,0.0259933,0.0124633,0.00335239,0.00255038,0.00853292,0.0102402,0.0372485,0.00579298,0.00645443,0.00696511,0.0170695,0.0381739,0.00504232,0.010016,0.00304087,0.0623551,0.0182265,0.0479191,0.00302445,0.00680117,0,0,0.0177266,0,0.0199545,0.00717521,0.0651111,0.0540331,0.0256882,0.0126742,0.00811893,0.00596968,0.0169975,0.04683,0.0150659,0.0159974,0.0194135,0.025407,0.0256757,0.0210854,0.0652373,0.00940511,0.00183233,0.00231516,0.00581708,0.00512579,0,0,0,0,0,0,0,0,0,0,0.045294,0.0142968
186,0.00473281,0.00476002,0.0292382,0.0143193,0.00574271,0.00461668,0,0,0.00990637,0,0.0227955,0.00369208,0.0154691,0.0264604,0.0113541,0.00386748,0.00247324,0.00869189,0.0112783,0.0374418,0.00545167,0.00705001,0.00699215,0.0167337,0.0388538,0.00465093,0.0100486,0.00307802,0.0511307,0.0180493,0.039369,0.00215726,0.00706684,0,0,0.0182883,0,0.0201312,0.00735963,0.065709,0.0446307,0.0255189,0.0125309,0.0080171,0.00633962,0.0150878,0.0459445,0.0130197,0.013525,0.0172805,0.0226759,0.02109,0.0179195,0.0542386,0.00956351,0.00192151,0.00244443,0.00595044,0.00509002,0,0,0,0,0,0,0,0,0,0,0.0449081,0.0128875
187,0.0048135,0.00486288,0.0292815,0.0141524,0.0053709,0.00490387,0,0,0.00956668,0,0.0227063,0.00356976,0.0163276,0.0269037,0.0100189,0.00433757,0.00237975,0.00908241,0.01239,0.0378885,0.00537694,0.00758348,0.00697401,0.0163271,0.0392717,0.00422638,0.0100126,0.00312992,0.0382216,0.0180052,0.0293136,0.00166971,0.00720692,0,0,0.0188454,0,0.0202778,0.00744643,0.0662026,0.0350868,0.0253717,0.0126041,0.00803971,0.00645684,0.0132729,0.045217,0.0115268,0.0114205,0.0152372,0.0205413,0.0161309,0.0148848,0.041003,0.00965428,0.00204555,0.00245997,0.00593846,0.00507593,0,0,0,0,0,0,0,0,0,0,0.0444007,0.0111897
188,0.00471121,0.00480646,0.0402482,0.0140674,0.0162103,0.0044201,0,0,0.00913185,0,0.0226193,0.00337552,0.00742384,0.027422,0.005827,0.00465066,0.00222912,0.0109365,0.0146657,0.039139,0.00810263,0.0158644,0.00635329,0.0149964,0.0517087,0.0039494,0.00993757,0.0031348,0.0257949,0.0181123,0.0208841,0.00208807,0.00710994,0,0,0.0193387,0,0.0203235,0.00746815,0.0661912,0.0275234,0.0256996,0.0127475,0.00831469,0.00634958,0.011153,0.0447984,0.0103302,0.00909124,0.0138461,0.0201084,0.0125933,0.0132372,0.0287449,0.00977382,0.00221149,0.00232643,0.00576056,0.0049464,0,0,0,0,0,0,0,0,0,0,0.0436292,0.00725683
