Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,LGTR,LTHII
78,0.00552502,0.00610057,0.058951,0.0146102,0.0122448,0.00589409,0,0,0.0110394,0,0.0219111,0.00326087,0.0144816,0.0264382,0.0121503,0.00450203,0.00708482,0.0090543,0.00730951,0.0372636,0.00860577,0.00389305,0.00667603,0.0158447,0.0719596,0.00741293,0.00900159,0.000884601,0.0378744,0.0177342,0.0296895,0.00458145,0.00951654,0,0,0.024278,0,0.0204431,0.0121059,0.0674712,0.03528,0.0256141,0.0133499,0.00962341,0.00884897,0.0151476,0.0440779,0.0124806,0.0108747,0.0150064,0.020152,0.0165655,0.0154482,0.0411179,0.0156021,0.00265388,0.00372859,0.00839025,0.00700565,0,0,0,0,0,0,0,0,0,0,0.0464925,0.0136665
79,0.00507749,0.00569413,0.0599736,0.0144583,0.0124411,0.00573913,0,0,0.0110787,0,0.021899,0.0034031,0.0138754,0.0267436,0.00868359,0.00446969,0.0065845,0.00839865,0.00726734,0.0381603,0.00723241,0.00436399,0.00568972,0.0149239,0.0738997,0.00727043,0.00899615,0.000977568,0.0306051,0.0179939,0.0253464,0.0055271,0.00893751,0,0,0.0239622,0,0.0202656,0.0117241,0.0674337,0.0291353,0.0260653,0.0140259,0.00999395,0.00821128,0.0137714,0.0439796,0.0119467,0.00898068,0.0149884,0.0205044,0.0151802,0.0150152,0.0334309,0.0152339,0.00226215,0.00340565,0.00780083,0.00614336,0,0,0,0,0,0,0,0,0,0,0.0455011,0.0106122
80,0.0044931,0.00523006,0.0622533,0.0144279,0.0128096,0.00609176,0,0,0.0108064,0,0.0219631,0.00351512,0.0108898,0.0271513,0.00499986,0.00466624,0.00596346,0.00823777,0.00820658,0.0394731,0.00532435,0.00528872,0.00319319,0.0142916,0.0770841,0.00671139,0.00893576,0.0010519,0.0218448,0.0181786,0.0211132,0.00695535,0.0082581,0,0,0.0238274,0,0.0201029,0.0113863,0.0672593,0.0238917,0.0269247,0.0149151,0.0102725,0.00762937,0.0116851,0.0440624,0.0112501,0.00696724,0.0165009,0.0220094,0.0158128,0.0164813,0.0245465,0.0149675,0.00185039,0.00321404,0.00716635,0.00523003,0,0,0,0,0,0,0,0,0,0,0.0445866,0.00767132
81,0.00424387,0.00492426,0.0644155,0.0143489,0.0134126,0.00597088,0,0,0.0105957,0,0.0219227,0.00375254,0.0105168,0.0273059,0.00389528,0.00469465,0.00562515,0.00888827,0.0100728,0.0408186,0.00403793,0.00669687,0.00181061,0.015368,0.0816163,0.00631042,0.00895787,0.00112027,0.0184118,0.0181319,0.0196589,0.00828675,0.00762993,0,0,0.0233708,0,0.0201793,0.0108427,0.066734,0.0234649,0.0287184,0.0128505,0.0100689,0.0071836,0.00628483,0.0442313,0.00724104,0.00338873,0.018053,0.025043,0.0172673,0.019379,0.0196782,0.0145407,0.00141007,0.0029661,0.00675292,0.00461927,0,0,0,0,0,0,0,0,0,0,0.044396,0.00693433
82,0.00393207,0.00432915,0.0639762,0.0141024,0.0129755,0.00545587,0,0,0.0100259,0,0.022022,0.0040199,0.0111369,0.028817,0.00634144,0.00561155,0.00498394,0.00972335,0.0119779,0.0433343,0.00426839,0.00683407,0.00317974,0.016827,0.0823733,0.00541107,0.00897819,0.00146772,0.0115343,0.0184476,0.0142014,0.0100358,0.00663099,0,0,0.0227461,0,0.0200949,0.0103307,0.0678012,0.017429,0.028962,0.019312,0.00990702,0.0062481,0.00851877,0.0435913,0.0123618,0.00539916,0.0213206,0.0225667,0.0161291,0.0212059,0.00886083,0.0139539,0.0014631,0.00275911,0.00558682,0.00344366,0,0,0,0,0,0,0,0,0,0,0.0430808,0.00842842
83,0.00399613,0.00412171,0.0616663,0.0138272,0.0118552,0.00450216,0,0,0.00973871,0,0.0220758,0.00430175,0.0147209,0.0297109,0.0100158,0.00565315,0.00484424,0.0110885,0.014131,0.0457503,0.00452224,0.00632395,0.00459759,0.018688,0.0825522,0.0049551,0.00903352,0.00178905,0.0153141,0.018549,0.0174337,0.0104739,0.00584513,0,0,0.0217624,0,0.0201623,0.00965931,0.068612,0.0241306,0.0296524,0.0219984,0.00995446,0.0055167,0.00802625,0.0425318,0.0137831,0.00604523,0.0211322,0.0207651,0.0134541,0.0212675,0.00910089,0.01321,0.00136522,0.0025582,0.00479781,0.0028515,0,0,0,0,0,0,0,0,0,0,0.0426143,0.0114715
84,0.0041315,0.00404321,0.0588187,0.0135454,0.0103936,0.00341691,0,0,0.00963287,0,0.0221075,0.00451088,0.0167188,0.0306101,0.0133359,0.00530229,0.00473977,0.0123066,0.0157766,0.0484432,0.00529949,0.00580097,0.00601804,0.0207976,0.0808785,0.0047511,0.00909441,0.00206948,0.0201282,0.0187323,0.0206477,0.0103016,0.00534613,0,0,0.0208251,0,0.0200403,0.00915045,0.0692357,0.0285957,0.0300708,0.0229262,0.0103551,0.0050315,0.00825196,0.0413699,0.0151571,0.00780105,0.0192235,0.0190298,0.010983,0.0196089,0.0141174,0.0125062,0.00163034,0.00228609,0.0040635,0.00297924,0,0,0,0,0,0,0,0,0,0,0.042426,0.0145578
85,0.00443979,0.00407379,0.0554706,0.013508,0.00919403,0.00306181,0,0,0.00921727,0,0.0222216,0.00451302,0.0198308,0.031313,0.0158803,0.00453573,0.00463834,0.0133839,0.0170577,0.0513616,0.0067476,0.00596432,0.00778149,0.023013,0.0786286,0.00428253,0.00915095,0.00216259,0.0203724,0.0189744,0.0205473,0.0097664,0.00530137,0,0,0.0199156,0,0.0199862,0.00853533,0.0695332,0.0284929,0.0302766,0.0216042,0.0110596,0.00474252,0.00982748,0.0405459,0.0161892,0.0100741,0.0166438,0.0179614,0.00914772,0.0167547,0.0152811,0.0117578,0.00239683,0.00191134,0.00351111,0.00339149,0,0,0,0,0,0,0,0,0,0,0.042216,0.0174003
86,0.00475669,0.0040712,0.0519388,0.0135742,0.00866675,0.00419977,0,0,0.0084689,0,0.0222895,0.00425686,0.0234725,0.0317823,0.0180412,0.00365287,0.00435395,0.0143744,0.0179578,0.0543117,0.00855447,0.00683783,0.00979676,0.0251695,0.0757531,0.0036403,0.00919134,0.00209146,0.0210464,0.0192844,0.0207046,0.00922328,0.00539663,0,0,0.0188679,0,0.0199427,0.00788937,0.0696736,0.0282885,0.0302515,0.0198276,0.0118781,0.00460208,0.0114502,0.0402038,0.0174242,0.0123346,0.0142372,0.0173614,0.00748528,0.013981,0.0173909,0.0109824,0.00368807,0.00164061,0.00317579,0.00345092,0,0,0,0,0,0,0,0,0,0,0.041648,0.0198582
87,0.00471483,0.00394647,0.0484022,0.013788,0.0088171,0.0067565,0,0,0.00759235,0,0.0223671,0.00375138,0.0273814,0.0319713,0.0196902,0.00298376,0.0038008,0.0155342,0.0188353,0.0571305,0.0105032,0.00831594,0.0113942,0.0272187,0.0714769,0.00305729,0.0091912,0.00193046,0.0221641,0.0196186,0.0210082,0.0088283,0.00535994,0,0,0.0176522,0,0.0198044,0.00710675,0.0697538,0.0276609,0.0300399,0.0185977,0.0126713,0.00455975,0.0126174,0.0403772,0.0183841,0.0140361,0.0126956,0.017222,0.00657072,0.0123224,0.0197876,0.0101149,0.00529194,0.00173744,0.0030267,0.00312014,0,0,0,0,0,0,0,0,0,0,0.0406451,0.0220472
88,0.00422794,0.00366738,0.0449297,0.0141169,0.00977851,0.00810002,0,0,0.00688418,0,0.0223714,0.00317996,0.0316014,0.0319904,0.0210306,0.00255072,0.00305264,0.0167401,0.0195424,0.0595973,0.0124263,0.0100576,0.0129984,0.0291476,0.065737,0.00260636,0.00912892,0.00156223,0.0227874,0.0200024,0.021476,0.00847363,0.00511743,0,0,0.0167621,0,0.0197232,0.00646697,0.0696948,0.0270518,0.0297387,0.0182462,0.0133747,0.00458426,0.0132217,0.0410693,0.018571,0.0145993,0.011999,0.0175641,0.00647837,0.0118802,0.0211897,0.00944404,0.00703765,0.00211074,0.00304314,0.00275667,0,0,0,0,0,0,0,0,0,0,0.0393269,0.0238978
89,0.00338727,0.00321572,0.0421736,0.0146317,0.0112869,0.00869987,0,0,0.00670024,0,0.0223681,0.00285162,0.0351831,0.0319936,0.0218431,0.00242731,0.00231631,0.0177493,0.0195878,0.0616267,0.0140228,0.0115408,0.0144825,0.0306585,0.0578947,0.00284053,0.0090122,0.00107734,0.0229119,0.0203184,0.0221242,0.00824133,0.00466572,0,0,0.0158814,0,0.0195064,0.00589201,0.0695393,0.0267574,0.0293665,0.0185381,0.013939,0.00446368,0.0130252,0.0421416,0.0183901,0.0141498,0.0120381,0.0181426,0.00701419,0.0123461,0.0207902,0.00884815,0.00878488,0.00248184,0.00311944,0.00256564,0,0,0,0,0,0,0,0,0,0,0.0379093,0.0251437
90,0.00258426,0.00269844,0.0401106,0.0149876,0.0135436,0.00918491,0,0,0.00341117,0,0.0222518,0.00165667,0.0391344,0.0320023,0.0222079,0.0026835,0.00199574,0.0181942,0.0191486,0.0631785,0.0151864,0.0128063,0.0158254,0.0318143,0.0492397,0.00144784,0.00890924,0.00105003,0.0217847,0.0205898,0.0226454,0.00840043,0.00422372,0,0,0.0147972,0,0.0195955,0.00518427,0.069425,0.0270239,0.0288817,0.0189193,0.0140198,0.00385366,0.0118062,0.0432417,0.0175916,0.013132,0.0126124,0.0185456,0.00779024,0.0132279,0.0191728,0.00798517,0.00926153,0.00310977,0.00322047,0.00275715,0,0,0,0,0,0,0,0,0,0,0.0366276,0.0258954
91,0.00203151,0.002338,0.0397607,0.0152543,0.0153279,0.00942741,0,0,0.00226705,0,0.0221661,0.00133414,0.040347,0.0320211,0.0218817,0.00315756,0.00208471,0.0177576,0.0175425,0.0640344,0.0155209,0.0132202,0.016507,0.0323805,0.0409967,0.00137384,0.00883233,0.000966529,0.0209398,0.020739,0.0232605,0.00869941,0.00378185,0,0,0.0143892,0,0.0195903,0.00510536,0.0692826,0.0275039,0.0284272,0.0192957,0.0133331,0.00364556,0.0107058,0.0440859,0.0164689,0.0120366,0.0134313,0.0186538,0.00840048,0.0141439,0.0170327,0.007798,0.00991158,0.00331539,0.00350264,0.00319666,0,0,0,0,0,0,0,0,0,0,0.0360481,0.0257829
92,0.00186891,0.00216108,0.0392143,0.015432,0.0171718,0.00936936,0,0,0.00195376,0,0.022147,0.00138509,0.0414084,0.0319085,0.0215566,0.00363233,0.00227557,0.016975,0.0155694,0.064531,0.0153428,0.0131655,0.0168258,0.0327224,0.0359196,0.00171864,0.00876258,0.000951947,0.0204064,0.0207626,0.0237996,0.00903897,0.00351867,0,0,0.0144404,0,0.0196514,0.00534986,0.06906,0.0279847,0.0281756,0.0195655,0.0120536,0.00362235,0.00965203,0.0444919,0.0154594,0.0110413,0.0143396,0.0185077,0.00877672,0.0149934,0.0152471,0.0080055,0.0100753,0.00340134,0.00373332,0.0035932,0,0,0,0,0,0,0,0,0,0,0.0359907,0.0255132
93,0.00189011,0.00217162,0.0378734,0.0154616,0.018689,0.0094395,0,0,0.00199506,0,0.0221847,0.00168239,0.0412276,0.0317631,0.0202598,0.00400053,0.00224658,0.0155219,0.012947,0.064883,0.0148611,0.0127382,0.0169789,0.0329577,0.032024,0.00212577,0.00875431,0.00104521,0.0188364,0.0206571,0.0235022,0.00916224,0.0034758,0,0,0.0148638,0,0.0197144,0.00570396,0.0686548,0.0273481,0.0280786,0.0179889,0.0108426,0.00382412,0.00816798,0.0446432,0.013261,0.00926659,0.0142677,0.0186354,0.00854166,0.0147965,0.0124145,0.00841282,0.00986744,0.00328946,0.00374988,0.00355221,0,0,0,0,0,0,0,0,0,0,0.0363181,0.0249194
94,0.00188806,0.00225198,0.0356535,0.0152049,0.0187597,0.00953177,0,0,0.00220192,0,0.0222414,0.00206859,0.038401,0.0316299,0.0175718,0.00413525,0.00195862,0.0138072,0.0103292,0.0653533,0.014435,0.0121032,0.0170408,0.0333167,0.0275034,0.00229877,0.00886,0.00121802,0.0158189,0.0205492,0.0210193,0.00904413,0.00363111,0,0,0.015033,0,0.0197611,0.00596877,0.0682446,0.0243481,0.027977,0.0132965,0.010003,0.00410495,0.00616403,0.0448943,0.00897283,0.00639166,0.0128877,0.0193174,0.00737978,0.013323,0.00808065,0.008842,0.00935496,0.00304109,0.00347332,0.00291152,0,0,0,0,0,0,0,0,0,0,0.0369566,0.023951
95,0.00199399,0.00233292,0.0319184,0.0147842,0.017529,0.00935181,0,0,0.00270363,0,0.0222872,0.0024895,0.034646,0.0314189,0.0149657,0.00404444,0.00155997,0.0122299,0.00903221,0.0659033,0.0147329,0.0120331,0.017255,0.0341256,0.0232005,0.0025179,0.00901699,0.00139685,0.0139361,0.0204525,0.0174379,0.00875355,0.00387291,0,0,0.0147826,0,0.0197511,0.00604807,0.0682763,0.0212795,0.0278802,0.00832788,0.00942953,0.00436581,0.00506446,0.0454065,0.00528017,0.00501741,0.011667,0.0195524,0.00610581,0.0128067,0.00605667,0.00912106,0.0083017,0.00276305,0.00311567,0.00191826,0,0,0,0,0,0,0,0,0,0,0.0376929,0.0230705
96,0.00209852,0.00193268,0.0531007,0.0148164,0.0432814,0.00648721,0,0,0.00150486,0,0.022233,0.00187505,0.0469106,0.0307465,0.032215,0.00632577,0.00128457,0.0236753,0.0256633,0.067867,0.00871027,0.0105679,0.0194811,0.0258926,0.0515287,0.00160942,0.00908482,0.00120967,0.014683,0.0209685,0.0137916,0.0104748,0.00281347,0,0,0.0111602,0,0.019398,0.00393696,0.0689433,0.0215161,0.0277592,0.00416504,0.00811714,0.00341799,0.00510778,0.045836,0.00453256,0.00681997,0.0115173,0.0198528,0.00581317,0.0147664,0.010416,0.00709617,0.00737346,0.00280987,0.00204197,0.00150601,0,0,0,0,0,0,0,0,0,0,0.035392,0.0343207
97,0.00190095,0.00209851,0.0549636,0.0146357,0.044325,0.00588161,0,0,0.0017897,0,0.0223704,0.00158682,0.0448933,0.0302632,0.0305349,0.00650616,0.00104985,0.0224873,0.0231241,0.068131,0.0106997,0.0131897,0.0205149,0.0263693,0.0541124,0.00177496,0.00918551,0.00137388,0.0164245,0.0208485,0.0110957,0.0102621,0.00285623,0,0,0.0107708,0,0.0191237,0.00402586,0.0686885,0.0222989,0.027358,0.00326418,0.00713802,0.00352508,0.00523505,0.046913,0.00618246,0.00878562,0.0108351,0.019639,0.00540192,0.0156146,0.0143657,0.00704146,0.00614774,0.00210872,0.00215718,0.00183606,0,0,0,0,0,0,0,0,0,0,0.0359418,0.0335292
98,0.0018988,0.00228181,0.0574953,0.0144127,0.0452574,0.00524956,0,0,0.00178068,0,0.0223997,0.000898417,0.0433708,0.0296464,0.0284466,0.0068058,0.00132271,0.0212142,0.02063,0.0680026,0.0126453,0.0160135,0.0209029,0.0266505,0.0574949,0.00190158,0.00925598,0.00148007,0.0186,0.0208238,0.00901741,0.0100903,0.0030002,0,0,0.0092545,0,0.0191662,0.00324438,0.0683191,0.0239061,0.0268452,0.00569293,0.00598143,0.00312656,0.00550635,0.0480084,0.00839444,0.0107466,0.010597,0.0193401,0.00548568,0.0167459,0.0181921,0.00603888,0.00422725,0.00200228,0.00210062,0.00225516,0,0,0,0,0,0,0,0,0,0,0.0364594,0.0322975
99,0.00173946,0.00236092,0.060992,0.014409,0.0458587,0.00464062,0,0,0.00224679,0,0.0224648,0.000492726,0.0422071,0.0289944,0.0263145,0.00705078,0.00168595,0.019729,0.0181976,0.0675204,0.0143806,0.0188141,0.0208643,0.026861,0.0613987,0.00234005,0.00928012,0.00148186,0.0202003,0.0207483,0.00814506,0.00993226,0.00296856,0,0,0.00807894,0,0.0189914,0.00288253,0.0681219,0.0253619,0.0265099,0.00749995,0.00506438,0.0026246,0.00561262,0.0486507,0.00964716,0.011951,0.0111152,0.0188313,0.00602424,0.0180507,0.0207316,0.00515332,0.00285207,0.00158915,0.00215339,0.00244482,0,0,0,0,0,0,0,0,0,0,0.036948,0.0305718
100,0.00150585,0.00228284,0.0638383,0.0145378,0.0459692,0.00377501,0,0,0.00297178,0,0.0225459,0.000597432,0.0408814,0.0284088,0.0241412,0.00702284,0.00195338,0.0180326,0.0158899,0.0667426,0.0157889,0.0213215,0.0206568,0.0270405,0.0653151,0.00294846,0.00928247,0.00124569,0.0208548,0.020693,0.00830307,0.00969032,0.00288343,0,0,0.007044,0,0.018878,0.00277941,0.068202,0.0267661,0.0264995,0.00808706,0.00460184,0.00198611,0.00563156,0.0490838,0.00987613,0.0124757,0.0120916,0.0182031,0.00685755,0.0194268,0.0221494,0.00435609,0.00157055,0.00121037,0.00212843,0.00231519,0,0,0,0,0,0,0,0,0,0,0.0373839,0.0287216
101,0.00115886,0.00212753,0.0657944,0.0147838,0.0455705,0.00323429,0,0,0.00365135,0,0.0226582,0.000967729,0.0390835,0.0278746,0.0221137,0.00679435,0.00213335,0.0162726,0.0138001,0.065778,0.0168139,0.0232392,0.0201665,0.0271637,0.0687047,0.00353268,0.0093045,0.000884044,0.0212493,0.0206427,0.00863749,0.00933926,0.0028688,0,0,0.00616852,0,0.0187943,0.00275629,0.0680097,0.0279566,0.0264759,0.00854248,0.00425344,0.00139034,0.00572363,0.0494875,0.0099849,0.0129444,0.0129667,0.0177212,0.00758036,0.0206417,0.0231877,0.00377146,0.000680979,0.000948718,0.00210481,0.00206532,0,0,0,0,0,0,0,0,0,0,0.0382091,0.0271505
102,0.000731218,0.00194593,0.0669876,0.0150277,0.0446981,0.00284321,0,0,0.004204,0,0.0228435,0.00136197,0.0370965,0.0272967,0.0204295,0.00656644,0.00229073,0.0145476,0.0121397,0.0646532,0.0174481,0.024418,0.0195759,0.0272099,0.0713763,0.00388762,0.00941217,0.000660269,0.0215715,0.0205772,0.00855677,0.00926966,0.0028898,0,0,0.00510862,0,0.0186845,0.00247037,0.0675198,0.0285911,0.026299,0.00893514,0.00402699,0.000962864,0.0061802,0.0496905,0.0100925,0.0135004,0.0137412,0.0172863,0.00819564,0.021669,0.0240202,0.00332636,0.00124888,0.00096519,0.00213804,0.0019547,0,0,0,0,0,0,0,0,0,0,0.0389721,0.0256549
103,0.000484579,0.00176913,0.0676474,0.0154603,0.043024,0.00222456,0,0,0.00452008,0,0.0229338,0.00166238,0.0349116,0.0266753,0.0189237,0.00625145,0.0024202,0.012689,0.0107609,0.0634231,0.017707,0.0250431,0.0187945,0.0272302,0.0734157,0.00403301,0.00949176,0.000753088,0.0220033,0.0205065,0.00851931,0.00937076,0.00286573,0,0,0.00396938,0,0.0185572,0.002236,0.0671516,0.029009,0.0260177,0.00925049,0.00389901,0.000969058,0.00690736,0.0498383,0.0101488,0.0141257,0.0146525,0.0168497,0.00879706,0.0226857,0.0250373,0.00324047,0.00190267,0.0011224,0.00221332,0.00196628,0,0,0,0,0,0,0,0,0,0,0.0394238,0.0240846
104,0.000340711,0.00157772,0.067912,0.0158086,0.0409352,0.00209471,0,0,0.00458834,0,0.0229146,0.00175521,0.0324592,0.0261264,0.017481,0.00570835,0.00251401,0.010853,0.0095177,0.0621196,0.0177182,0.0252817,0.0177766,0.0273387,0.0749048,0.00414284,0.00947397,0.00108773,0.0225369,0.0204563,0.00863669,0.00932165,0.00283595,0,0,0.003225,0,0.0182988,0.00227759,0.0669048,0.029632,0.0259749,0.00958294,0.00357517,0.00116168,0.00745595,0.0498111,0.0101861,0.014877,0.015485,0.0163881,0.00938962,0.0236862,0.0264843,0.0032438,0.00242697,0.00155556,0.00213011,0.00197025,0,0,0,0,0,0,0,0,0,0,0.0397396,0.0224103
105,0.000427185,0.00146767,0.0676081,0.0158972,0.0388343,0.0017837,0,0,0.00675859,0,0.0226763,0.00282833,0.0304723,0.0256838,0.0163839,0.0051012,0.00262789,0.00942907,0.00870071,0.0608512,0.017619,0.0251757,0.01677,0.0274562,0.0758025,0.00531074,0.00936096,0.00149759,0.0235153,0.0203943,0.00864182,0.00927639,0.00289282,0,0,0.00281491,0,0.0184607,0.00129005,0.0666722,0.029838,0.0260653,0.009833,0.00323667,0.0014852,0.00746423,0.0496776,0.0100917,0.0156718,0.0162738,0.0159292,0.00986608,0.0245011,0.0277827,0.00448806,0.00373667,0.00131331,0.00198298,0.0021873,0,0,0,0,0,0,0,0,0,0,0.0403416,0.0209123
106,0.000364413,0.00142221,0.0667801,0.0160089,0.0367326,0.00159088,0,0,0.00675461,0,0.0226522,0.00281272,0.0284857,0.0252554,0.0157728,0.0046328,0.00270585,0.00867114,0.00844648,0.0595763,0.0175015,0.0247796,0.0158742,0.027603,0.0763111,0.0052767,0.00923456,0.00175864,0.0241392,0.0203204,0.00859204,0.00914372,0.00295135,0,0,0.00292455,0,0.0184251,0.000917283,0.066431,0.029986,0.0260839,0.0102168,0.00299243,0.00147808,0.00770348,0.0494814,0.0100391,0.0164609,0.0170854,0.0154723,0.0104074,0.0252754,0.0291928,0.00480746,0.00405505,0.00133839,0.001907,0.00205218,0,0,0,0,0,0,0,0,0,0,0.040846,0.0197657
107,0.000348511,0.0013624,0.0652705,0.0160854,0.0344201,0.00150529,0,0,0.00645851,0,0.0226808,0.00262835,0.0265222,0.0249442,0.0156995,0.00420566,0.0026605,0.00828892,0.00871861,0.0585121,0.0172091,0.0240326,0.0150195,0.0276386,0.0760547,0.00509638,0.00924655,0.00178079,0.0248102,0.0202515,0.00847326,0.00889023,0.00303819,0,0,0.00316769,0,0.0184238,0.000546938,0.0662798,0.0299509,0.026094,0.0106628,0.00283363,0.00140102,0.00814785,0.0492457,0.0100952,0.0171203,0.0178571,0.0150308,0.0108538,0.0259347,0.0309062,0.00496466,0.00397679,0.0012704,0.00177176,0.00182314,0,0,0,0,0,0,0,0,0,0,0.0415036,0.0189731
108,0.000417267,0.00131625,0.0634786,0.0160172,0.0318313,0.00143949,0,0,0.00593469,0,0.0227101,0.00232739,0.0245101,0.0245967,0.0158579,0.00384492,0.00239618,0.00761485,0.00918078,0.0575246,0.0167904,0.0229619,0.0141201,0.0275195,0.0749149,0.00474728,0.00938904,0.0016577,0.0257054,0.0201641,0.0084613,0.00860297,0.00310534,0,0,0.00354262,0,0.0183927,0.000160537,0.0662085,0.0300737,0.0261268,0.0111434,0.00263468,0.00143081,0.00857901,0.0490821,0.0103083,0.0177541,0.0186841,0.0145851,0.0113653,0.0266842,0.0327357,0.00512323,0.00361446,0.00119714,0.00159116,0.00164736,0,0,0,0,0,0,0,0,0,0,0.0420342,0.0182439
109,0.000717297,0.00130049,0.0536414,0.0157249,0.0171183,0.00202804,0,0,0.00544798,0,0.0227359,0.00201145,0.0178981,0.0246328,0.0132808,0.00358711,0.00207928,0.00491381,0.00921229,0.0562849,0.0169161,0.0201945,0.0114866,0.031338,0.0698158,0.00450465,0.00959435,0.00143929,0.0260796,0.0200258,0.00811623,0.00781122,0.00336761,0,0,0.00402965,0,0.0184235,0.000390096,0.0659919,0.029555,0.0261208,0.0116051,0.00234903,0.00144912,0.00871967,0.0488524,0.0105291,0.0178203,0.019048,0.0142269,0.0115293,0.026757,0.0336179,0.00527422,0.00304942,0.00107916,0.00133592,0.00175902,0,0,0,0,0,0,0,0,0,0,0.0430403,0.0158488
110,0.000891137,0.00125569,0.0497237,0.0156812,0.0125742,0.00190465,0,0,0.00511768,0,0.0227459,0.00176511,0.018482,0.0242396,0.0139282,0.00344695,0.00191541,0.004536,0.0102787,0.0553471,0.0160717,0.0181216,0.0117182,0.0321331,0.0665052,0.00427196,0.009715,0.00139461,0.0269519,0.019953,0.00826044,0.00751973,0.00338864,0,0,0.00432762,0,0.0184009,0.000600663,0.0658531,0.0299878,0.0261208,0.0123638,0.0022376,0.00150569,0.00900109,0.0486113,0.010571,0.0182859,0.0197007,0.0139261,0.0119014,0.0274566,0.0355207,0.0052911,0.0028964,0.000910399,0.00116419,0.00199061,0,0,0,0,0,0,0,0,0,0,0.0435921,0.0157577
111,0.000928547,0.00122825,0.0473554,0.0157221,0.010322,0.00156157,0,0,0.00503369,0,0.0227656,0.00175662,0.018025,0.0238161,0.0148567,0.0034065,0.0019564,0.00495935,0.0108713,0.0545001,0.0145841,0.0159946,0.011263,0.0313414,0.062824,0.00394892,0.00978339,0.00125815,0.0283771,0.0199188,0.00849015,0.00736904,0.00325035,0,0,0.00477097,0,0.0184305,0.000763552,0.0657738,0.0305953,0.0262249,0.0130272,0.00213573,0.00159269,0.00928306,0.0484422,0.0105866,0.0187637,0.0204892,0.0135912,0.012309,0.0283373,0.0374884,0.00540551,0.00289458,0.000703227,0.0011542,0.00222885,0,0,0,0,0,0,0,0,0,0,0.0438588,0.0159245
112,0.000780052,0.0013606,0.0550358,0.0158867,0.0311764,0.00261258,0,0,0.0038807,0,0.0228054,0.00141069,0.025647,0.022716,0.0193601,0.00333758,0.00187921,0.0100177,0.0161733,0.0534361,0.0117358,0.0169747,0.0151429,0.0240137,0.0614172,0.00317388,0.00978778,0.0010803,0.031224,0.0199406,0.00924779,0.00847302,0.00281287,0,0,0.00513132,0,0.0184138,0.00083685,0.0659844,0.0325198,0.0266722,0.0139781,0.00311815,0.00195182,0.0103857,0.0484645,0.0114145,0.0203208,0.0221245,0.0130267,0.0135078,0.0305227,0.0413667,0.00527517,0.002415,0.000413864,0.00159144,0.00234163,0,0,0,0,0,0,0,0,0,0,0.0436569,0.0173202
113,0.000893435,0.00115851,0.0382611,0.0155988,0.00631285,0.00146084,0,0,0.00587646,0,0.022778,0.00219807,0.0159395,0.0234325,0.0168898,0.00306635,0.00194281,0.00623641,0.0123425,0.052911,0.0110345,0.010592,0.0100812,0.0287593,0.0510551,0.00416154,0.00983765,0.00109576,0.0311234,0.0197983,0.0089738,0.00736761,0.00279645,0,0,0.00509518,0,0.0184989,0.000710299,0.0654653,0.0319692,0.0268908,0.0142089,0.00192274,0.00166065,0.00998717,0.0482507,0.0115797,0.0196002,0.022026,0.0129673,0.0134836,0.0301389,0.0415039,0.00502307,0.00228449,0.000515842,0.000915755,0.00214956,0,0,0,0,0,0,0,0,0,0,0.0445802,0.0167343
114,0.000811875,0.00107532,0.032436,0.0156832,0.00506054,0.00176809,0,0,0.0059809,0,0.0228252,0.00227258,0.0141581,0.0231242,0.0172992,0.00302017,0.00191229,0.00674574,0.0130931,0.0520523,0.00889294,0.00787852,0.00911153,0.0269306,0.0435047,0.0042289,0.00984371,0.00123825,0.0325331,0.0197978,0.00923024,0.00757503,0.00255048,0,0,0.00519222,0,0.0185559,0.000696032,0.0652296,0.0326365,0.0269608,0.0148358,0.00207364,0.00184702,0.0104071,0.0481488,0.0119463,0.0200321,0.0226161,0.0127584,0.0139186,0.0309149,0.0434944,0.00486528,0.00204599,0.000539247,0.00100997,0.00198196,0,0,0,0,0,0,0,0,0,0,0.0450185,0.0166644
