Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75
351,0.0526889,0.0659979,0,0,0,0,0,0,0.0247882,0,0.0155614,0.0668661,0,0,0.0394942,0,0,0.0339636,0.0673764,0.0213568,0.00569155,0.0126161,0.0439791,0.0532535,0.029301,0.04355,0.0546041,0.0355865,0.0130653,0.014541,0.0250832,0.026754,0.0215393,0.0177737,0.00863272,0.0233683,0.0360378,0,0.00945026,0.0551172,0.0350034,0,0,0.0232022,0,0,0.046022,0.0572134,0.0294425,0.0286414,0.0100244,0.0580686,0.0611762,0.0402343,0.125139,0.0453099,0.0317963,0.066923,0.0435255,0.0502751,0.0826443,0.018783,0.0298767,0.0118498,0.0230119,0.0441812,0.0264072,0,0,0,0,0,0,0,0,0
352,0.052588,0.0660615,0,0,0,0,0,0,0.024649,0,0.0155712,0.0669006,0,0,0.0393788,0,0,0.0339519,0.0676535,0.0214194,0.00556554,0.0120263,0.0436636,0.0534067,0.0288854,0.043348,0.054067,0.0351099,0.0132782,0.0144983,0.024896,0.0269501,0.0221422,0.0178953,0.00863576,0.0232557,0.0357634,0,0.00940235,0.0550567,0.0349445,0,0,0.0229101,0,0,0.045912,0.0572325,0.0296878,0.028587,0.0101206,0.0578677,0.0607609,0.0402315,0.125074,0.0453927,0.0317682,0.0669049,0.0434856,0.0498908,0.0825672,0.01901,0.0295549,0.0118464,0.0228786,0.0441424,0.0266091,0,0,0,0,0,0,0,0,0
353,0.0525066,0.0661625,0,0,0,0,0,0,0.0244594,0,0.0156313,0.0669773,0,0,0.0392754,0,0,0.0339314,0.0680558,0.0214131,0.00537558,0.0114589,0.0431268,0.0535329,0.0281737,0.0430462,0.0535461,0.0344707,0.0136022,0.0147016,0.0246295,0.0269278,0.022349,0.0180346,0.00860093,0.0232133,0.0355595,0,0.00941803,0.0549951,0.034854,0,0,0.0226167,0,0,0.0457586,0.0572359,0.0298825,0.0285085,0.0102133,0.057629,0.0603505,0.040238,0.124983,0.0454799,0.0317123,0.0668629,0.0434762,0.0496918,0.0824967,0.0191771,0.0292481,0.0116949,0.0228124,0.0441244,0.0267109,0,0,0,0,0,0,0,0,0
354,0.0525117,0.0662335,0,0,0,0,0,0,0.0244904,0,0.0156553,0.0671074,0,0,0.0391447,0,0,0.0339284,0.0684863,0.0214801,0.00506743,0.0113347,0.04246,0.0535826,0.0273596,0.0426198,0.0531827,0.0338075,0.0136082,0.0148449,0.0246452,0.0268817,0.0221545,0.0181089,0.00855075,0.0232537,0.0355475,0,0.00941507,0.0549224,0.034709,0,0,0.0222904,0,0,0.0456389,0.0572193,0.0300482,0.0284755,0.0102799,0.0573676,0.0600671,0.0402732,0.124936,0.0454218,0.0316193,0.0668103,0.0434728,0.0497925,0.0824184,0.0192122,0.0289867,0.0116021,0.0226734,0.0440724,0.0268462,0,0,0,0,0,0,0,0,0
355,0.0525702,0.0663438,0,0,0,0,0,0,0.0247975,0,0.0156424,0.0672476,0,0,0.0389956,0,0,0.0339217,0.068861,0.0216288,0.00455018,0.0118204,0.0418023,0.0535366,0.0266794,0.0421935,0.0529765,0.0333617,0.0136606,0.0148984,0.0248884,0.0269527,0.0216744,0.01813,0.00847582,0.0233116,0.0356343,0,0.00939309,0.0548752,0.0346116,0,0,0.0219621,0,0,0.045536,0.0571834,0.0302203,0.0284767,0.0103132,0.0571252,0.0598292,0.0403192,0.124905,0.0454288,0.031498,0.0667691,0.0434447,0.0501612,0.0823173,0.0191681,0.0287761,0.0116,0.0225177,0.0440406,0.0269277,0,0,0,0,0,0,0,0,0
356,0.0526353,0.0664398,0,0,0,0,0,0,0.025239,0,0.0156236,0.0675191,0,0,0.0388396,0,0,0.0338862,0.0690355,0.0218366,0.00432003,0.0124796,0.0411805,0.0534321,0.0263236,0.0419479,0.0527907,0.0330687,0.0139295,0.0150234,0.0251253,0.0270887,0.0210421,0.0181494,0.00837607,0.0233938,0.0357401,0,0.00935481,0.0547656,0.0345631,0,0,0.0216528,0,0,0.0454625,0.0571846,0.0303225,0.0284787,0.0103315,0.0568545,0.0596542,0.0403605,0.124892,0.0454929,0.0314135,0.066751,0.0434129,0.0503137,0.0822571,0.0190868,0.0286177,0.0116388,0.0223983,0.0440107,0.0269326,0,0,0,0,0,0,0,0,0
357,0.0526571,0.0665112,0,0,0,0,0,0,0.0256886,0,0.0156688,0.0678287,0,0,0.0386636,0,0,0.0338082,0.0690719,0.0219532,0.00414556,0.0128009,0.0406474,0.0533068,0.0262374,0.0417117,0.0526293,0.0330042,0.0139668,0.0152759,0.0252026,0.0271569,0.0204565,0.0181593,0.00830959,0.0234163,0.0358707,0,0.0093277,0.0545994,0.0345298,0,0,0.0213799,0,0,0.0454184,0.057229,0.0303772,0.0284577,0.0103321,0.0566002,0.0595426,0.0403474,0.124818,0.0454838,0.0313729,0.0667727,0.0434018,0.0501898,0.0822672,0.0189944,0.0285289,0.0117002,0.0222943,0.0439542,0.0269397,0,0,0,0,0,0,0,0,0
358,0.0526247,0.0665269,0,0,0,0,0,0,0.0260924,0,0.0158111,0.0681637,0,0,0.038456,0,0,0.0337914,0.069061,0.0220239,0.00395684,0.0128097,0.0402332,0.0531576,0.0263117,0.0415582,0.0525323,0.0331551,0.014252,0.0154018,0.0251297,0.0271094,0.0200003,0.0181476,0.00835028,0.0232984,0.0360051,0,0.00928034,0.0544223,0.0345183,0,0,0.0211012,0,0,0.0454167,0.0573268,0.0303864,0.0284394,0.0103276,0.0564129,0.0595015,0.0402954,0.124766,0.045483,0.0313469,0.0668038,0.0434271,0.0499617,0.082287,0.0188813,0.0285178,0.0116874,0.0222446,0.0438498,0.0269837,0,0,0,0,0,0,0,0,0
359,0.0525638,0.0665019,0,0,0,0,0,0,0.0264182,0,0.0159944,0.0684245,0,0,0.0382366,0,0,0.0338196,0.0691461,0.0220778,0.00381423,0.0128039,0.0398865,0.0529631,0.0264732,0.0413827,0.0524791,0.0333291,0.0148093,0.0153293,0.025063,0.0270354,0.0196194,0.0181199,0.00841904,0.0231784,0.0361808,0,0.00922484,0.0543002,0.0345116,0,0,0.0207962,0,0,0.0454344,0.0574335,0.0304007,0.0284744,0.0103683,0.0563221,0.0595039,0.0401931,0.124765,0.0454216,0.0312246,0.0668223,0.0434809,0.0500961,0.0822608,0.0187214,0.028577,0.0116157,0.022235,0.0437117,0.0270358,0,0,0,0,0,0,0,0,0
360,0.0525368,0.0665275,0,0,0,0,0,0,0.0266985,0,0.0161529,0.0687202,0,0,0.0380223,0,0,0.0338909,0.0692817,0.0220978,0.00375171,0.0129093,0.0395555,0.0527267,0.0266642,0.0411644,0.0524438,0.0333783,0.0148817,0.0153984,0.0250528,0.0269961,0.0192393,0.0180946,0.00845981,0.0231298,0.0362394,0,0.00917804,0.0541843,0.0344505,0,0,0.0204867,0,0,0.045304,0.0575755,0.0303924,0.0285084,0.0104283,0.0562339,0.0594755,0.0400443,0.124769,0.0452645,0.0311237,0.0668555,0.0435246,0.0498879,0.0823645,0.0186363,0.0286745,0.0114672,0.0222036,0.0436178,0.0270407,0,0,0,0,0,0,0,0,0
361,0.0524821,0.0665847,0,0,0,0,0,0,0.0269952,0,0.0162872,0.0689594,0,0,0.0378042,0,0,0.033994,0.0694482,0.0220629,0.0037352,0.013062,0.0392819,0.0524848,0.0268091,0.040913,0.0523327,0.0332839,0.0145402,0.0154033,0.0250651,0.0270208,0.0188675,0.0180707,0.00849508,0.0230946,0.0363519,0,0.00915739,0.0541371,0.0343201,0,0,0.0201668,0,0,0.0451753,0.0577437,0.0303847,0.0285098,0.0105147,0.0561419,0.0594361,0.0399034,0.12475,0.0450515,0.0311262,0.0668907,0.0435889,0.0497695,0.0826202,0.0185421,0.0287677,0.0113879,0.0221455,0.0435369,0.0270411,0,0,0,0,0,0,0,0,0
362,0.0523872,0.0666431,0,0,0,0,0,0,0.0273141,0,0.0164162,0.0691045,0,0,0.0375562,0,0,0.0339753,0.0696276,0.0220422,0.00378475,0.0132019,0.0390324,0.0522277,0.0268791,0.0407015,0.0521512,0.0331422,0.0144262,0.0153603,0.0250444,0.0270504,0.0185934,0.0180273,0.0085174,0.0229812,0.0364958,0,0.00913581,0.0541374,0.034199,0,0,0.0198581,0,0,0.0451992,0.057897,0.0304076,0.0284549,0.0105909,0.0560386,0.0594066,0.039788,0.12473,0.0449119,0.031139,0.0669595,0.0436634,0.0497911,0.0827721,0.0184435,0.0288598,0.0114324,0.0220922,0.0434497,0.0270007,0,0,0,0,0,0,0,0,0
363,0.0522725,0.0666827,0,0,0,0,0,0,0.0275916,0,0.016521,0.0692727,0,0,0.0372959,0,0,0.0340543,0.0697385,0.0220291,0.00379354,0.013225,0.0387385,0.0519691,0.0268513,0.0405896,0.0519543,0.0329708,0.0145568,0.0153605,0.0249994,0.0270557,0.0184475,0.0179982,0.00857532,0.0228779,0.0365782,0,0.00910858,0.0541652,0.0341167,0,0,0.019576,0,0,0.0451573,0.0578432,0.0304576,0.0283983,0.0106448,0.0558526,0.0593989,0.0396749,0.1247,0.0448107,0.0311483,0.0670454,0.0437303,0.0498645,0.082784,0.0183686,0.0289433,0.0115778,0.02186,0.0433567,0.0269224,0,0,0,0,0,0,0,0,0
364,0.0521908,0.0667451,0,0,0,0,0,0,0.0277984,0,0.0166394,0.0693829,0,0,0.0370481,0,0,0.0340323,0.0697766,0.0219671,0.0039106,0.0131906,0.0384382,0.0516767,0.0267035,0.0404722,0.0517656,0.0328167,0.0147789,0.0153671,0.0249529,0.0270082,0.0182329,0.0179579,0.00862263,0.0227332,0.036623,0,0.00906682,0.054189,0.0340716,0,0,0.0192912,0,0,0.0448935,0.0574669,0.030494,0.0283545,0.0106777,0.0556376,0.0593864,0.0395558,0.124669,0.0447244,0.0311532,0.0671563,0.0437873,0.0499281,0.0827785,0.0183103,0.0290271,0.0116298,0.0214712,0.0432966,0.0268233,0,0,0,0,0,0,0,0,0
365,0.0521082,0.0667746,0,0,0,0,0,0,0.0279051,0,0.0167395,0.0694954,0,0,0.0367947,0,0,0.0338805,0.0698055,0.0219116,0.00401774,0.013198,0.0381288,0.0513907,0.0265297,0.0403336,0.0516065,0.0326763,0.0149802,0.0153872,0.0249079,0.0269294,0.0180011,0.01791,0.00865726,0.0224778,0.0366288,0,0.00900916,0.054265,0.0340195,0,0,0.0189736,0,0,0.0445895,0.0573124,0.0305342,0.0283307,0.0106935,0.0553847,0.0594131,0.0394913,0.124615,0.0446768,0.031122,0.0672223,0.043818,0.0498335,0.0828282,0.0182733,0.0291107,0.0114508,0.0213099,0.0431837,0.0267516,0,0,0,0,0,0,0,0,0
366,0.0520442,0.0668491,0,0,0,0,0,0,0.0280571,0,0.0168202,0.0695757,0,0,0.0365147,0,0,0.0337967,0.0698739,0.021896,0.00404376,0.0132751,0.0377876,0.0511148,0.0263545,0.0401821,0.0514537,0.0325276,0.0151736,0.0153895,0.0248825,0.0268297,0.0178481,0.0178324,0.00868669,0.0222421,0.0366224,0,0.00897623,0.0543716,0.0339466,0,0,0.0186662,0,0,0.0444368,0.057354,0.030578,0.0283098,0.010728,0.0551138,0.0594343,0.0394546,0.124547,0.0446492,0.031045,0.0672477,0.0438455,0.0496327,0.0829109,0.018257,0.0291626,0.0113351,0.0212631,0.0430368,0.0266905,0,0,0,0,0,0,0,0,0
367,0.052003,0.0669554,0,0,0,0,0,0,0.0282161,0,0.0168929,0.0696495,0,0,0.0362587,0,0,0.033822,0.0699753,0.0218874,0.00408769,0.0134192,0.0374017,0.0508312,0.0261875,0.0400266,0.0513381,0.0323677,0.015365,0.0154016,0.0248545,0.0267643,0.0176431,0.0177061,0.0086972,0.0221596,0.0367652,0,0.00897028,0.0544721,0.0338471,0,0,0.0183674,0,0,0.0443891,0.0573885,0.030642,0.0282738,0.0108052,0.0548565,0.0594134,0.0394127,0.124473,0.0446498,0.0309473,0.0672384,0.0438828,0.0498934,0.0829232,0.0181476,0.0291826,0.0113239,0.0212314,0.0428684,0.0266305,0,0,0,0,0,0,0,0,0
368,0.0519597,0.0670419,0,0,0,0,0,0,0.0283956,0,0.0169492,0.0697537,0,0,0.0359849,0,0,0.0338419,0.0700962,0.021826,0.00420054,0.0135668,0.0369567,0.0505204,0.0260145,0.0399335,0.0512614,0.0321999,0.0155108,0.0154641,0.0248086,0.026737,0.0174031,0.0175698,0.00870451,0.0221118,0.0368604,0,0.00893664,0.0545905,0.0337587,0,0,0.0180457,0,0,0.0443668,0.0574006,0.0306538,0.0282329,0.0108826,0.054603,0.0593237,0.0393343,0.124424,0.0446241,0.0308524,0.0672194,0.0439195,0.0500985,0.0829378,0.0180403,0.0291711,0.0113849,0.0211687,0.0426973,0.0265457,0,0,0,0,0,0,0,0,0
369,0.0518757,0.067101,0,0,0,0,0,0,0.0285512,0,0.01698,0.0698878,0,0,0.0356684,0,0,0.0338281,0.0702767,0.0217259,0.00435556,0.0136852,0.0364616,0.0501697,0.0258138,0.039925,0.0511973,0.0320529,0.0155859,0.0155686,0.0247192,0.0267233,0.0171478,0.0174374,0.00874687,0.022023,0.0368829,0,0.00892044,0.0547055,0.0336899,0,0,0.0176619,0,0,0.044281,0.0574235,0.030704,0.0281978,0.010925,0.0543442,0.0591635,0.0392553,0.124406,0.044555,0.0307653,0.0672481,0.0439603,0.0501538,0.0829863,0.0179818,0.0291465,0.0114484,0.02107,0.04255,0.0264661,0,0,0,0,0,0,0,0,0
370,0.0517503,0.0671381,0,0,0,0,0,0,0.0287281,0,0.0170249,0.0699742,0,0,0.0353203,0,0,0.0338336,0.0704702,0.0216203,0.00454493,0.0137728,0.035918,0.0497835,0.0256294,0.0397965,0.0509894,0.0319082,0.0155882,0.0155869,0.0246426,0.0266814,0.0168277,0.0172952,0.0088524,0.0217974,0.0369116,0,0.008903,0.0548108,0.0336199,0,0,0.0172107,0,0,0.0441726,0.0575429,0.0307542,0.0281737,0.0109263,0.0540644,0.0589072,0.0391893,0.124381,0.0444462,0.0307216,0.0672364,0.0440168,0.0500558,0.0830461,0.0179169,0.0291042,0.0115184,0.0209366,0.0424077,0.0264078,0,0,0,0,0,0,0,0,0
371,0.0516313,0.0669982,0,0,0,0,0,0,0.0289186,0,0.017104,0.0701212,0,0,0.0349668,0,0,0.0340273,0.0706982,0.0215312,0.00479292,0.0138047,0.0352765,0.0493914,0.0254465,0.0395435,0.0507595,0.031751,0.0156131,0.0154244,0.0245585,0.0266236,0.0166212,0.0171057,0.00906369,0.0215366,0.0370419,0,0.008906,0.0549157,0.0334126,0,0,0.0165555,0,0,0.0440515,0.0577622,0.0307576,0.0282163,0.010952,0.0537716,0.0588105,0.039114,0.124312,0.0444429,0.0307172,0.0674002,0.0440699,0.0499028,0.0830861,0.0178466,0.0292023,0.0116417,0.0207076,0.0421398,0.0264988,0,0,0,0,0,0,0,0,0
372,0.0514662,0.0670241,0,0,0,0,0,0,0.0290569,0,0.0171703,0.0702983,0,0,0.0345784,0,0,0.0340924,0.0708629,0.021445,0.00500593,0.0138341,0.0347679,0.0489769,0.0253246,0.0393371,0.0506121,0.031687,0.0156913,0.0150971,0.0245047,0.0265783,0.0164737,0.0169439,0.00911266,0.0213284,0.03718,0,0.00895497,0.0550073,0.0333348,0,0,0.015882,0,0,0.0439531,0.0578227,0.0307303,0.0281978,0.0110221,0.0534493,0.0584031,0.0390005,0.124252,0.0444395,0.0306873,0.0674566,0.0441454,0.0500546,0.083123,0.0178049,0.0291212,0.011723,0.0205503,0.0420213,0.0264418,0,0,0,0,0,0,0,0,0
373,0.0512556,0.0670364,0,0,0,0,0,0,0.0292187,0,0.0172612,0.0705326,0,0,0.0340924,0,0,0.0340765,0.0709986,0.0213615,0.00524806,0.013878,0.0342602,0.0485686,0.0252118,0.0391715,0.0504716,0.0316731,0.0158003,0.0150332,0.0244306,0.0264689,0.0162815,0.0167944,0.00907634,0.0211695,0.0371936,0,0.00897642,0.0550926,0.0332712,0,0,0.0151815,0,0,0.0437146,0.0577706,0.0306745,0.0281637,0.0110646,0.0530948,0.0579209,0.0388441,0.124195,0.0443413,0.0306671,0.0673444,0.0442159,0.0499792,0.0832112,0.0178138,0.0290297,0.0116557,0.020462,0.0418941,0.0263809,0,0,0,0,0,0,0,0,0
374,0.0510384,0.0670509,0,0,0,0,0,0,0.0294409,0,0.0173893,0.0707082,0,0,0.0335892,0,0,0.0341194,0.0711119,0.021288,0.005485,0.0139402,0.0337535,0.0481579,0.0250948,0.0390703,0.0503354,0.0316433,0.0159278,0.0152044,0.0243473,0.0263418,0.0160604,0.0166117,0.0090995,0.0209769,0.037266,0,0.00897772,0.0552022,0.0332094,0,0,0.0144738,0,0,0.0436201,0.0576424,0.0306067,0.0281392,0.0111085,0.0527244,0.0574083,0.0387243,0.124151,0.044211,0.030685,0.0673249,0.044288,0.0499524,0.0832962,0.0177552,0.0289062,0.0115834,0.0205534,0.0417912,0.0262876,0,0,0,0,0,0,0,0,0
375,0.0508553,0.0670598,0,0,0,0,0,0,0.0296122,0,0.0174965,0.0708396,0,0,0.0331088,0,0,0.0342252,0.0712549,0.021182,0.00569339,0.0139538,0.0332635,0.047757,0.0249827,0.0389373,0.050199,0.0315525,0.0158254,0.0152993,0.0242835,0.0262878,0.0158978,0.0164534,0.00914636,0.0208061,0.0373999,0,0.00897358,0.0553588,0.0331544,0,0,0.0137826,0,0,0.043565,0.0576416,0.0305657,0.0281069,0.0111744,0.0523334,0.0569312,0.0386451,0.124107,0.0441396,0.0307048,0.067379,0.044375,0.0500373,0.0833787,0.0176481,0.0287953,0.0114789,0.0206935,0.0417019,0.0261478,0,0,0,0,0,0,0,0,0
376,0.050669,0.0670991,0,0,0,0,0,0,0.0297657,0,0.0175899,0.0709332,0,0,0.032665,0,0,0.034184,0.0713742,0.0210789,0.00594222,0.013948,0.0328046,0.0473563,0.0248421,0.0387577,0.0500499,0.0314292,0.0158017,0.0153109,0.0242325,0.0262502,0.0157144,0.016318,0.00917041,0.0205707,0.0375589,0,0.00896728,0.0555321,0.0331045,0,0,0.0131579,0,0,0.0433687,0.0577242,0.0305495,0.0280723,0.0112144,0.0519424,0.0565064,0.0385351,0.124078,0.0440603,0.030706,0.0674411,0.0444388,0.0501508,0.0834403,0.0175424,0.0287241,0.0115501,0.0205059,0.0416255,0.0259591,0,0,0,0,0,0,0,0,0
377,0.0505088,0.0671577,0,0,0,0,0,0,0.0298187,0,0.0176797,0.0710239,0,0,0.0322401,0,0,0.0339998,0.0714646,0.020996,0.00626492,0.0139946,0.0323784,0.0470019,0.0246865,0.0385777,0.0499241,0.0313901,0.0159144,0.0152872,0.0241751,0.0261827,0.0154936,0.0161817,0.00911757,0.0203398,0.0376685,0,0.00898311,0.0556781,0.033024,0,0,0.0126145,0,0,0.0431925,0.0578387,0.0305197,0.0280331,0.0112232,0.051557,0.0561375,0.038435,0.124055,0.0439613,0.0306924,0.0674951,0.0445047,0.0502379,0.0835214,0.017483,0.0286546,0.0116276,0.0203184,0.0415849,0.0257948,0,0,0,0,0,0,0,0,0
378,0.0503824,0.067239,0,0,0,0,0,0,0.0303521,0,0.0174868,0.0711902,0,0,0.0318463,0,0,0.0339096,0.0715649,0.0216731,0.00654365,0.0140377,0.0319828,0.0467053,0.0245391,0.038412,0.0498087,0.0312549,0.0160971,0.015293,0.023748,0.0258531,0.0150132,0.0160799,0.00909333,0.02023,0.0376549,0,0.00902247,0.0557369,0.0328546,0,0,0.0121456,0,0,0.0431321,0.0580114,0.0304681,0.0279994,0.0112253,0.0512725,0.0557962,0.0383495,0.123985,0.044087,0.0307116,0.0675657,0.0445887,0.0503169,0.0836378,0.017475,0.0285691,0.0117626,0.0201844,0.041577,0.025667,0,0,0,0,0,0,0,0,0
379,0.0502617,0.0673188,0,0,0,0,0,0,0.0310194,0,0.0172349,0.0713439,0,0,0.0315154,0,0,0.0339159,0.071673,0.0224926,0.00676643,0.0140585,0.0316021,0.046471,0.0244165,0.0382403,0.0496938,0.0311491,0.0158731,0.015349,0.0232721,0.0255063,0.0145297,0.0160625,0.00907746,0.020151,0.0376779,0,0.00906482,0.0557082,0.0326287,0,0,0.0117307,0,0,0.043015,0.0581803,0.0304473,0.0280028,0.011233,0.051017,0.0554919,0.0382963,0.123911,0.0442645,0.0307311,0.0676212,0.0446645,0.0503932,0.083742,0.0174594,0.028446,0.0117663,0.0200917,0.041552,0.025481,0,0,0,0,0,0,0,0,0
380,0.0501399,0.0674169,0,0,0,0,0,0,0.0316423,0,0.0170586,0.0714226,0,0,0.0312245,0,0,0.0339732,0.0717764,0.0232472,0.00696708,0.0140638,0.0312313,0.0463003,0.0242963,0.0381141,0.0495961,0.0311263,0.0155909,0.0154111,0.0228976,0.0251923,0.0142919,0.0160536,0.00904842,0.0200627,0.037741,0,0.0090906,0.0557233,0.0323411,0,0,0.0113855,0,0,0.042867,0.0583096,0.030495,0.0279768,0.0112509,0.050775,0.0551918,0.0382752,0.123852,0.0443143,0.0307034,0.0676646,0.0447316,0.0504625,0.0837689,0.0174525,0.0283324,0.0117399,0.0199329,0.0415344,0.0253768,0,0,0,0,0,0,0,0,0
381,0.0500587,0.0675315,0,0,0,0,0,0,0.0323138,0,0.0169078,0.0715394,0,0,0.0309899,0,0,0.0339995,0.0718533,0.0240979,0.00717253,0.014067,0.0309133,0.0461622,0.0241917,0.0380054,0.0495087,0.0311854,0.0156918,0.015467,0.0224357,0.0248319,0.0141472,0.0160157,0.00900582,0.0199681,0.0378312,0,0.00908826,0.055786,0.0320355,0,0,0.0110961,0,0,0.0427585,0.0584092,0.030551,0.0279793,0.011269,0.0505931,0.0549011,0.0382452,0.123805,0.0442865,0.0306632,0.0676886,0.0447893,0.0505428,0.0837602,0.0174707,0.0282145,0.0115804,0.0199079,0.0415421,0.02523,0,0,0,0,0,0,0,0,0
382,0.0500174,0.0676372,0,0,0,0,0,0,0.0330067,0,0.0168061,0.0717139,0,0,0.0307837,0,0,0.0339661,0.0719306,0.0249548,0.00732419,0.0140754,0.0306108,0.0460242,0.0241107,0.0379163,0.0494253,0.0312031,0.0159018,0.0155301,0.0219549,0.0244738,0.013951,0.0159808,0.00899351,0.0199061,0.0379522,0,0.00908623,0.055849,0.0317519,0,0,0.0108563,0,0,0.0426618,0.0585068,0.0305557,0.0280333,0.0112904,0.0504295,0.0546346,0.0382009,0.123791,0.0442537,0.0306096,0.0677119,0.0448333,0.0506267,0.0837661,0.0174039,0.0280886,0.0115534,0.0197668,0.0415717,0.0250495,0,0,0,0,0,0,0,0,0
383,0.049987,0.0677211,0,0,0,0,0,0,0.0335797,0,0.0167516,0.0718164,0,0,0.0305972,0,0,0.0339416,0.0720244,0.025607,0.00749371,0.0140774,0.03029,0.0458878,0.0240312,0.0378333,0.0493416,0.0311666,0.0158885,0.0155937,0.0215713,0.0242137,0.0137716,0.0159162,0.00899042,0.0198454,0.0380206,0,0.00911057,0.0558564,0.0314924,0,0,0.0106217,0,0,0.0425836,0.0585832,0.0305639,0.0280411,0.0113199,0.0502599,0.0544164,0.0381679,0.123796,0.0442516,0.0306012,0.0677294,0.0448665,0.0506909,0.0837914,0.0173475,0.0279727,0.011487,0.0196854,0.0416021,0.0248788,0,0,0,0,0,0,0,0,0
384,0.0499506,0.0677977,0,0,0,0,0,0,0.0340622,0,0.0167199,0.0718639,0,0,0.0304385,0,0,0.0339117,0.072119,0.0261862,0.00770562,0.0141115,0.029995,0.0457342,0.0239219,0.0377441,0.049268,0.0311082,0.0160076,0.015661,0.0212512,0.0239664,0.0135596,0.0158049,0.00893709,0.0198417,0.038083,0,0.00915446,0.0558433,0.0312905,0,0,0.0103806,0,0,0.0426026,0.0586279,0.0305847,0.0280082,0.0113487,0.0500971,0.0542613,0.0381298,0.123735,0.0442584,0.0306021,0.0677295,0.0448795,0.0507503,0.0838268,0.0172132,0.0278601,0.0112592,0.0197991,0.0416634,0.0247241,0,0,0,0,0,0,0,0,0
385,0.0499328,0.0678426,0,0,0,0,0,0,0.0344701,0,0.0167042,0.0719618,0,0,0.0302247,0,0,0.0338669,0.0722184,0.0266964,0.00786789,0.0141658,0.0296976,0.0456203,0.023795,0.0376387,0.049211,0.0310594,0.0161094,0.0157195,0.0209646,0.0237335,0.0133731,0.0156962,0.00890454,0.0198133,0.0382305,0,0.00918716,0.0559006,0.0311669,0,0,0.0101657,0,0,0.0427151,0.0586454,0.0305576,0.0280023,0.0114037,0.0499174,0.054132,0.0380356,0.123665,0.044262,0.0305584,0.0677615,0.0449096,0.0508176,0.083855,0.0170466,0.0278104,0.0110016,0.0199911,0.041745,0.0245165,0,0,0,0,0,0,0,0,0
386,0.0499555,0.0678834,0,0,0,0,0,0,0.0347729,0,0.0167157,0.072053,0,0,0.0300696,0,0,0.0338537,0.072321,0.0270756,0.00799945,0.0142229,0.0294254,0.0455314,0.0236932,0.037585,0.0491706,0.0310244,0.0162141,0.0157429,0.0207306,0.0235568,0.0133306,0.0156454,0.00892046,0.0198213,0.0384073,0,0.0092104,0.056018,0.0310731,0,0,0.00999405,0,0,0.0427342,0.0586493,0.0305532,0.0280216,0.0114587,0.0497514,0.0539873,0.0379015,0.123603,0.0442755,0.0305056,0.0677573,0.0449525,0.0508929,0.0838437,0.0169497,0.0277857,0.010815,0.0200457,0.0418541,0.0242376,0,0,0,0,0,0,0,0,0
387,0.0499817,0.0679374,0,0,0,0,0,0,0.0351362,0,0.016734,0.0721388,0,0,0.0298992,0,0,0.0339078,0.0724018,0.0273653,0.00814911,0.0142276,0.0291557,0.0454767,0.0236346,0.0375741,0.0491137,0.0310168,0.0163992,0.0157473,0.0205187,0.0234019,0.0133131,0.0155826,0.00896155,0.0198487,0.0385318,0,0.00918966,0.0561005,0.0310173,0,0,0.00984804,0,0,0.0425917,0.0586546,0.0305845,0.0280208,0.0114763,0.0496523,0.0538544,0.0378445,0.123578,0.044251,0.0304928,0.0677832,0.0449891,0.0509568,0.0838459,0.0169262,0.0277694,0.0107276,0.0199195,0.0419742,0.0240351,0,0,0,0,0,0,0,0,0
388,0.0499999,0.0679961,0,0,0,0,0,0,0.0354112,0,0.0167463,0.0722519,0,0,0.0297074,0,0,0.0339965,0.0724703,0.0274176,0.00824406,0.0141659,0.028889,0.0454808,0.0236083,0.0375956,0.049067,0.0310204,0.0164338,0.0157396,0.0204291,0.0233675,0.0133164,0.0155149,0.00902651,0.019846,0.0386,0,0.00914736,0.0561973,0.0309604,0,0,0.00975001,0,0,0.0425026,0.0586622,0.0306002,0.0280171,0.0114977,0.0495879,0.053742,0.0378617,0.123566,0.0442264,0.0304824,0.0679677,0.0450265,0.0510142,0.0838592,0.0169404,0.0277367,0.0106879,0.0198234,0.0420855,0.0239026,0,0,0,0,0,0,0,0,0
