Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,RTIBA,x75
All Timesteps RMSE,0.055008,0.0610861,0,0,0,0,0,0,0.0309938,0,0.0188424,0.0709354,0,0,0.0240895,0,0,0.0381479,0.0715868,0.0243022,0.0110503,0.0123024,0.0311295,0.0412389,0.0246271,0.0397809,0.0501867,0.031681,0.0151705,0.0152568,0.0249212,0.026766,0.0195803,0.0204132,0.0110164,0.0214505,0.0408228,0,0.0103747,0.0587787,0.0406911,0,0,0.017747,0,0,0.0426738,0.0613008,0.0319144,0.0278982,0.0120218,0.0511258,0.0459749,0.0368108,0.123106,0.042616,0.0315574,0.0680783,0.050935,0.0838003,0.0201692,0.0245041,0.0119885,0.0211068,0.0387933,0.0216377,0,0,0,0,0,0,0,0,0.0448712,0
0,0.0528924,0.0678134,0,0,0,0,0,0,0.0348313,0,0.0172933,0.0694343,0,0,0.0201295,0,0,0.0408825,0.0718625,0.0277164,0.00859322,0.013134,0.0333815,0.0492053,0.0230862,0.0380044,0.0490304,0.0296582,0.0156367,0.0153156,0.0208096,0.0228489,0.0155857,0.0216061,0.0105123,0.019953,0.0457213,0,0.0119882,0.0557237,0.030377,0,0,0.0125713,0,0,0.0428185,0.0614833,0.0295426,0.0257283,0.01297,0.0514084,0.0476164,0.0365469,0.121979,0.0427191,0.0298463,0.0692153,0.0516376,0.0844276,0.0160668,0.0271013,0.0123399,0.0196637,0.043979,0.0189993,0,0,0,0,0,0,0,0,0,0
1,0.052813,0.0676684,0,0,0,0,0,0,0.0351159,0,0.0173799,0.0698821,0,0,0.0195895,0,0,0.0407262,0.071955,0.0278646,0.00788772,0.0131432,0.0325688,0.0489148,0.023042,0.0378337,0.0488697,0.0295186,0.0153231,0.0153621,0.0206218,0.0226939,0.0154569,0.021465,0.0104321,0.0196193,0.0459635,0,0.0120107,0.0556801,0.0305303,0,0,0.0121387,0,0,0.0426865,0.0616328,0.029486,0.0256886,0.0129963,0.0509302,0.0470376,0.0363803,0.121822,0.0428013,0.029755,0.0692635,0.0517012,0.0845278,0.0161759,0.027542,0.0125275,0.0191805,0.0437853,0.0185936,0,0,0,0,0,0,0,0,0,0
2,0.0527038,0.0674618,0,0,0,0,0,0,0.0355733,0,0.0175116,0.0702032,0,0,0.0189552,0,0,0.0404701,0.0720946,0.0281878,0.00773605,0.0131562,0.0318216,0.0485572,0.0232568,0.0375249,0.0486676,0.0294313,0.0154173,0.0154146,0.0203434,0.0224594,0.0152684,0.0210933,0.0101951,0.0196512,0.0461774,0,0.0121391,0.0558077,0.0306735,0,0,0.0116323,0,0,0.0424632,0.0616813,0.0293843,0.0256907,0.0130228,0.0504977,0.046485,0.0363389,0.121712,0.0427468,0.0297378,0.0694594,0.0518403,0.084623,0.0161836,0.0273863,0.0125358,0.0189006,0.0435633,0.0182844,0,0,0,0,0,0,0,0,0,0
3,0.0525856,0.0673949,0,0,0,0,0,0,0.0315831,0,0.0179898,0.0708662,0,0,0.0186405,0,0,0.0412668,0.07212,0.0219453,0.00781636,0.0114051,0.030539,0.0479943,0.0230737,0.0370905,0.0485042,0.0295467,0.0163956,0.0154785,0.0246485,0.0262806,0.0147258,0.020557,0.00964774,0.0188168,0.0418538,0,0.0100013,0.0560957,0.0307083,0,0,0.0113082,0,0,0.0424787,0.0620311,0.0302736,0.025362,0.0119176,0.0491341,0.0460846,0.0356962,0.121685,0.0415384,0.0302876,0.070195,0.0526186,0.0854666,0.0153282,0.0268373,0.0122099,0.0184415,0.0435295,0.0179846,0,0,0,0,0,0,0,0,0,0
4,0.0525005,0.0673591,0,0,0,0,0,0,0.0319047,0,0.0180375,0.0711148,0,0,0.0178958,0,0,0.0412564,0.0722908,0.0219416,0.00798126,0.0113824,0.0298399,0.0476012,0.0228691,0.0368103,0.048312,0.029537,0.016293,0.0156335,0.0245885,0.0262427,0.0144385,0.0201393,0.00968526,0.0185325,0.0420342,0,0.0101115,0.0562308,0.0309311,0,0,0.0108995,0,0,0.0423834,0.0620429,0.0301804,0.0253854,0.0120072,0.0487349,0.0456211,0.0354988,0.12159,0.0415169,0.0301831,0.0705599,0.0527131,0.0855515,0.0151629,0.0269352,0.0123563,0.018307,0.0433931,0.0178273,0,0,0,0,0,0,0,0,0,0
5,0.0523788,0.0673015,0,0,0,0,0,0,0.0320621,0,0.0181902,0.0714263,0,0,0.0172293,0,0,0.0410335,0.0724785,0.0217283,0.00818036,0.0112839,0.0291716,0.0472892,0.0225258,0.0365534,0.0480881,0.0294991,0.0157507,0.015654,0.0246649,0.0263371,0.0141321,0.0196335,0.00985761,0.0182317,0.0418256,0,0.0101146,0.0562457,0.0312011,0,0,0.0105536,0,0,0.0422208,0.0622117,0.0299803,0.0253701,0.0119917,0.0484546,0.04519,0.0352747,0.12154,0.0413477,0.0301934,0.0703311,0.0528259,0.0857629,0.0152,0.0272771,0.0126538,0.0181819,0.0431223,0.017699,0,0,0,0,0,0,0,0,0,0
6,0.0523032,0.0673696,0,0,0,0,0,0,0.032172,0,0.0182033,0.0716244,0,0,0.0166078,0,0,0.0407286,0.0725974,0.021687,0.00832923,0.0113751,0.0284899,0.046925,0.0223526,0.0363433,0.048004,0.0294454,0.015565,0.015686,0.0245307,0.0262676,0.0139485,0.0193569,0.0096826,0.0179532,0.0417217,0,0.0101606,0.0563952,0.0314236,0,0,0.0104631,0,0,0.0422388,0.0623085,0.0298604,0.0253382,0.012147,0.0480581,0.0448282,0.0352039,0.121441,0.0412933,0.0301578,0.0698881,0.0528373,0.0858667,0.0152611,0.0273535,0.0129863,0.0178673,0.0429279,0.0175437,0,0,0,0,0,0,0,0,0,0
7,0.052256,0.0674854,0,0,0,0,0,0,0.0323274,0,0.0182487,0.0718202,0,0,0.0160505,0,0,0.0404589,0.0728529,0.0215646,0.00848551,0.0112652,0.0278841,0.0466456,0.02218,0.0361179,0.0479229,0.0293864,0.0156556,0.015758,0.0244686,0.0262584,0.0137247,0.0191931,0.00959422,0.0179287,0.0415862,0,0.0101963,0.05651,0.03164,0,0,0.0103995,0,0,0.0421506,0.0623743,0.0297343,0.0253116,0.012301,0.047725,0.0445998,0.0351723,0.121351,0.0412132,0.0303014,0.0698083,0.0528917,0.0859238,0.0153696,0.0274493,0.0131841,0.0176955,0.042738,0.0173599,0,0,0,0,0,0,0,0,0,0
8,0.0522609,0.0676561,0,0,0,0,0,0,0.0326349,0,0.0182212,0.0720397,0,0,0.0156088,0,0,0.0403605,0.0729479,0.0216711,0.00864057,0.0112268,0.0272314,0.0463338,0.0220994,0.0359849,0.0477896,0.0293,0.0158782,0.0158935,0.0242539,0.0260468,0.013473,0.0189768,0.00942819,0.017755,0.041726,0,0.0102052,0.0567595,0.0318339,0,0,0.0103804,0,0,0.0421271,0.0623344,0.0297444,0.0253539,0.0125486,0.0473315,0.0443716,0.0351722,0.121194,0.0413866,0.030329,0.0698713,0.0529104,0.0859237,0.0152544,0.0273369,0.0132818,0.0173445,0.042593,0.0171044,0,0,0,0,0,0,0,0,0,0
9,0.0522909,0.0675799,0,0,0,0,0,0,0.0327409,0,0.0183361,0.072282,0,0,0.015317,0,0,0.0401282,0.0728621,0.0216364,0.00871331,0.0110835,0.0267214,0.0462232,0.0217989,0.0357831,0.0476672,0.0293501,0.0163598,0.0159631,0.0243765,0.0261402,0.01337,0.018688,0.00952757,0.0177103,0.0414884,0,0.0102797,0.0567191,0.0319725,0,0,0.0103588,0,0,0.0418437,0.0624062,0.0295951,0.025248,0.0126046,0.0470807,0.0442858,0.0350252,0.121223,0.0412852,0.0302671,0.0699781,0.0530293,0.0860191,0.0153423,0.0272787,0.0133179,0.0175637,0.0422072,0.0169257,0,0,0,0,0,0,0,0,0,0
10,0.0523706,0.0675185,0,0,0,0,0,0,0.0329266,0,0.0183727,0.0724722,0,0,0.0150932,0,0,0.039941,0.0729497,0.0216703,0.00885198,0.0110797,0.0262545,0.0460785,0.0215824,0.0357689,0.0475699,0.0293713,0.0166338,0.0158816,0.0243606,0.0261465,0.0133011,0.0183471,0.00953263,0.0175852,0.0413453,0,0.010352,0.0567301,0.0321167,0,0,0.0105469,0,0,0.0417323,0.0624383,0.0295439,0.0251888,0.0126447,0.0468277,0.0441094,0.0349568,0.121196,0.0412424,0.0301199,0.0700485,0.0531189,0.0860633,0.0152364,0.0272801,0.0135503,0.0175862,0.041911,0.016705,0,0,0,0,0,0,0,0,0,0
11,0.0524293,0.0674849,0,0,0,0,0,0,0.0330055,0,0.0184359,0.0726649,0,0,0.0149993,0,0,0.0398069,0.0730441,0.0216915,0.00907362,0.0110833,0.0258044,0.0458999,0.0213985,0.035704,0.0475225,0.0293224,0.0163637,0.0157478,0.0242707,0.0261274,0.0132195,0.0180549,0.0095222,0.0174177,0.0413814,0,0.0103026,0.0569069,0.0322829,0,0,0.0107662,0,0,0.0417203,0.0624752,0.0295827,0.0251917,0.0126827,0.0466401,0.0438892,0.0348376,0.121097,0.0412558,0.0300588,0.0700585,0.0531542,0.0860721,0.0152234,0.0273402,0.013792,0.017478,0.041644,0.0164746,0,0,0,0,0,0,0,0,0,0
12,0.052512,0.0673991,0,0,0,0,0,0,0.0329991,0,0.0184197,0.0727548,0,0,0.014908,0,0,0.0396539,0.0731226,0.0217129,0.00923219,0.0111414,0.0254372,0.0458068,0.021277,0.0354994,0.0474448,0.0293234,0.0166012,0.0158312,0.0242026,0.0261248,0.0132718,0.0178645,0.00952349,0.0172866,0.0414884,0,0.010384,0.0571987,0.0323863,0,0,0.0109475,0,0,0.0417045,0.0624647,0.0295922,0.0251368,0.0128857,0.0464151,0.0436663,0.0345336,0.121066,0.0412635,0.0301743,0.0700527,0.0531098,0.086035,0.0153792,0.0275151,0.0141212,0.0173069,0.0414193,0.0163147,0,0,0,0,0,0,0,0,0,0
13,0.0525971,0.0672999,0,0,0,0,0,0,0.0330592,0,0.0185187,0.072883,0,0,0.0149243,0,0,0.0394503,0.0731397,0.0217645,0.00934817,0.0110698,0.0250621,0.0457837,0.0210873,0.035301,0.0473795,0.0293281,0.0169488,0.0158965,0.0242239,0.0261743,0.0132164,0.0176774,0.00962639,0.0171816,0.0414059,0,0.010369,0.0571487,0.0325276,0,0,0.0109876,0,0,0.041659,0.0624965,0.0295692,0.025185,0.0129785,0.0462907,0.0433366,0.0342365,0.121041,0.0412567,0.0303485,0.0700597,0.053106,0.0860728,0.0154746,0.0280359,0.0142943,0.0172906,0.0412144,0.0161803,0,0,0,0,0,0,0,0,0,0
14,0.0526741,0.0672609,0,0,0,0,0,0,0.0332347,0,0.0185875,0.0730835,0,0,0.0149689,0,0,0.0392403,0.0731492,0.0219088,0.009432,0.0110254,0.0246446,0.0457274,0.0209144,0.0352549,0.0472777,0.0292917,0.0169311,0.0158957,0.0241408,0.0261244,0.0131692,0.0175385,0.00968597,0.0170522,0.0413772,0,0.0103257,0.0571119,0.0326385,0,0,0.0109639,0,0,0.0415849,0.0625295,0.0295769,0.025226,0.013001,0.0461262,0.0429584,0.0344523,0.121005,0.04124,0.0301997,0.0701143,0.0531743,0.0861068,0.0152896,0.0282129,0.0143671,0.0171646,0.0411292,0.0160882,0,0,0,0,0,0,0,0,0,0
15,0.0527287,0.0671508,0,0,0,0,0,0,0.0332583,0,0.0186614,0.0732461,0,0,0.0150508,0,0,0.0391085,0.0731807,0.021952,0.00949733,0.0108074,0.0242793,0.0457221,0.0207323,0.0351703,0.047107,0.0292399,0.0169479,0.0159163,0.0241419,0.0261494,0.0131413,0.0173962,0.00978261,0.0169992,0.0414031,0,0.0102866,0.0571071,0.032719,0,0,0.0109929,0,0,0.0415367,0.0625613,0.0295685,0.025244,0.0130043,0.0459913,0.0426201,0.0346304,0.120994,0.0411592,0.0301352,0.0702134,0.0532221,0.0861187,0.015328,0.0281975,0.0143959,0.0171852,0.0411037,0.0160513,0,0,0,0,0,0,0,0,0,0
16,0.0527645,0.0670175,0,0,0,0,0,0,0.0332421,0,0.0186863,0.07325,0,0,0.0151606,0,0,0.0389005,0.073281,0.0219164,0.00994462,0.0105959,0.0239837,0.0457768,0.0206313,0.0350197,0.0469444,0.029224,0.0171575,0.0160568,0.0241659,0.0262247,0.0131411,0.0171323,0.00985995,0.0169855,0.0414497,0,0.0102696,0.0572222,0.032817,0,0,0.0111015,0,0,0.0415194,0.0625336,0.0295779,0.0252943,0.0130827,0.0458937,0.0422558,0.0346331,0.120994,0.0410591,0.0301529,0.0703196,0.0532815,0.0861233,0.015465,0.0281092,0.0145091,0.0172073,0.0411074,0.0160582,0,0,0,0,0,0,0,0,0,0
17,0.0528298,0.0668388,0,0,0,0,0,0,0.0331148,0,0.0186478,0.0729251,0,0,0.0151915,0,0,0.0387264,0.0734323,0.0218139,0.0107253,0.0105597,0.023877,0.0459655,0.0205032,0.034641,0.046897,0.0294186,0.0175658,0.0162153,0.0242934,0.0264502,0.0133392,0.0170343,0.0100202,0.0169905,0.0415077,0,0.010436,0.0574177,0.0328249,0,0,0.0113738,0,0,0.0413505,0.0624795,0.0293617,0.025246,0.0132023,0.0458208,0.0418836,0.0344223,0.121088,0.0408683,0.030273,0.0703985,0.0533512,0.08617,0.0156658,0.0281491,0.0147953,0.0173019,0.0411067,0.016168,0,0,0,0,0,0,0,0,0,0
18,0.0529471,0.0670621,0,0,0,0,0,0,0.0334878,0,0.0188121,0.0731128,0,0,0.0153909,0,0,0.0386752,0.0733928,0.0222015,0.011443,0.0106485,0.023524,0.0457543,0.0204668,0.0347163,0.0469748,0.0292721,0.0174393,0.0159007,0.0240866,0.0262662,0.013088,0.0165189,0.0100884,0.0168983,0.0416653,0,0.0102128,0.0575604,0.0330881,0,0,0.0112797,0,0,0.0414269,0.0624629,0.0295684,0.0254957,0.0132132,0.0458239,0.0412747,0.0344379,0.120991,0.0409412,0.030155,0.0704018,0.0534575,0.0861992,0.0154206,0.0279522,0.0146918,0.017151,0.0414887,0.0160407,0,0,0,0,0,0,0,0,0,0
19,0.0531057,0.0671189,0,0,0,0,0,0,0.0331778,0,0.0187581,0.0729511,0,0,0.0154509,0,0,0.0385615,0.0735031,0.0220032,0.0112329,0.0105543,0.0235609,0.0457123,0.0204029,0.0343779,0.0468427,0.0294432,0.0177115,0.01611,0.0242701,0.0265099,0.0133734,0.016432,0.0101876,0.0169048,0.041861,0,0.0103761,0.0576476,0.0331199,0,0,0.0114509,0,0,0.0412883,0.0624312,0.0293515,0.0252969,0.0132853,0.045751,0.0409605,0.0342516,0.121141,0.0407213,0.0304423,0.0704402,0.0535858,0.0862366,0.0156615,0.0279092,0.0148941,0.0174059,0.0417271,0.0161373,0,0,0,0,0,0,0,0,0,0
20,0.0532819,0.0676518,0,0,0,0,0,0,0.0334696,0,0.018771,0.0730909,0,0,0.0157071,0,0,0.0387263,0.0734631,0.0223994,0.0114717,0.0106396,0.0232241,0.045422,0.0205919,0.0346961,0.0468124,0.0292573,0.017391,0.0159687,0.0239314,0.0261987,0.0132516,0.0158979,0.0102345,0.0165509,0.0421592,0,0.0101639,0.0576636,0.0335371,0,0,0.0113308,0,0,0.0415453,0.0623331,0.0296533,0.0256113,0.0133311,0.0456999,0.0401629,0.0344184,0.120968,0.0409545,0.0303031,0.0703983,0.0535818,0.0861818,0.0152188,0.0272441,0.0148775,0.017225,0.0423221,0.0158895,0,0,0,0,0,0,0,0,0,0
21,0.0534158,0.0674735,0,0,0,0,0,0,0.0333772,0,0.0189263,0.0732307,0,0,0.0158799,0,0,0.0385769,0.0735047,0.0222466,0.0115613,0.0104689,0.023084,0.0453601,0.0204171,0.0346858,0.0466906,0.0292848,0.0171617,0.0159689,0.0240975,0.0264016,0.0132917,0.0157248,0.00996613,0.017272,0.0420269,0,0.0100922,0.0574808,0.0335215,0,0,0.0112602,0,0,0.0415816,0.0624124,0.0295743,0.0257298,0.0132168,0.0458806,0.0404075,0.0343663,0.121013,0.0407601,0.030316,0.0704248,0.0536123,0.0862846,0.0153552,0.0275299,0.0151382,0.0173356,0.0422121,0.0159766,0,0,0,0,0,0,0,0,0,0
22,0.0535511,0.067573,0,0,0,0,0,0,0.0332973,0,0.0189359,0.0732777,0,0,0.0159797,0,0,0.0384861,0.0735204,0.0222675,0.0115795,0.0105009,0.0229979,0.045341,0.0204042,0.0346959,0.0466395,0.0292626,0.0171595,0.0159688,0.0240893,0.026425,0.0134218,0.0155406,0.00988615,0.0177128,0.0422025,0,0.0100881,0.0574986,0.0336077,0,0,0.0112312,0,0,0.0416391,0.0623863,0.0295638,0.025792,0.0131926,0.0459038,0.0401407,0.0343174,0.12104,0.0407341,0.0302637,0.0704223,0.0535563,0.0862967,0.0154096,0.0273869,0.0153175,0.0173694,0.0423063,0.0159832,0,0,0,0,0,0,0,0,0,0
23,0.0536851,0.0676403,0,0,0,0,0,0,0.0332065,0,0.0189478,0.0733035,0,0,0.0160789,0,0,0.0385091,0.0735366,0.0222891,0.0115762,0.0105255,0.0228914,0.0453581,0.0204167,0.0346589,0.0466631,0.0292392,0.0172511,0.0159513,0.0241106,0.0264016,0.0135576,0.0153204,0.00993278,0.0176998,0.0423124,0,0.0100979,0.05751,0.0336294,0,0,0.011156,0,0,0.0416274,0.0623272,0.0295189,0.0258927,0.0131482,0.0459005,0.0398493,0.0342868,0.121069,0.0407058,0.0302829,0.0704239,0.0534881,0.0863198,0.0153119,0.0272433,0.0152709,0.017453,0.0423164,0.0159839,0,0,0,0,0,0,0,0,0,0
24,0.053792,0.0676785,0,0,0,0,0,0,0.0331471,0,0.018988,0.073292,0,0,0.016127,0,0,0.0386929,0.0735648,0.0222477,0.0115823,0.0105434,0.0227984,0.0453753,0.0204054,0.0346162,0.0467083,0.0292139,0.0173062,0.0159818,0.0241435,0.0263958,0.0136879,0.0152562,0.0100364,0.0175137,0.042384,0,0.010086,0.0574762,0.0336196,0,0,0.0110659,0,0,0.0415642,0.0622628,0.0294983,0.0259863,0.013134,0.0459222,0.039606,0.0342814,0.121104,0.0406449,0.0303345,0.0704525,0.0535177,0.0863411,0.0153281,0.0271691,0.0151781,0.0175635,0.0422862,0.0159904,0,0,0,0,0,0,0,0,0,0
25,0.053904,0.0677553,0,0,0,0,0,0,0.0330386,0,0.0190058,0.0732889,0,0,0.0160672,0,0,0.0389593,0.0736002,0.0222431,0.0116153,0.0106289,0.022763,0.0452551,0.0204342,0.034714,0.0466275,0.0291627,0.0172422,0.0158486,0.024096,0.0263207,0.0138053,0.0152724,0.0101714,0.0175165,0.0425513,0,0.0100653,0.0576288,0.0336541,0,0,0.0109645,0,0,0.0415954,0.0622224,0.0295191,0.0260173,0.0131675,0.0458953,0.0393233,0.0342775,0.121091,0.0406262,0.0303312,0.0704762,0.0535862,0.0863649,0.015296,0.0269911,0.0152692,0.017593,0.0423114,0.0159885,0,0,0,0,0,0,0,0,0,0
26,0.0539475,0.067694,0,0,0,0,0,0,0.0326656,0,0.0190535,0.0731688,0,0,0.0159243,0,0,0.0389979,0.0736762,0.0219486,0.0114596,0.0105591,0.0228779,0.0451403,0.020337,0.0346172,0.0464792,0.0292698,0.0172507,0.0159786,0.0243373,0.0265387,0.014086,0.0154415,0.0102339,0.0178138,0.0425397,0,0.0101602,0.0576311,0.0336227,0,0,0.0110042,0,0,0.041493,0.0622479,0.0292522,0.0258892,0.0131366,0.0459423,0.0392042,0.0341183,0.121201,0.0403985,0.0305549,0.0705407,0.0536313,0.0864746,0.0154744,0.0269508,0.0156455,0.0177839,0.0421702,0.0161108,0,0,0,0,0,0,0,0,0,0
27,0.053998,0.0677007,0,0,0,0,0,0,0.0326644,0,0.0190934,0.0731849,0,0,0.0157377,0,0,0.0390009,0.073708,0.0219081,0.0115177,0.0105442,0.0227509,0.0448442,0.0203743,0.0346738,0.0464676,0.0292285,0.0171607,0.0159812,0.0243598,0.0265443,0.0141508,0.0153362,0.0101678,0.0179463,0.0426756,0,0.0101506,0.0577205,0.0337174,0,0,0.010899,0,0,0.0414305,0.0622213,0.0292184,0.0259454,0.0131159,0.0459528,0.0389027,0.0340821,0.121199,0.0403478,0.0306023,0.0705698,0.0537084,0.0865152,0.015458,0.0268848,0.0159384,0.0175509,0.0420875,0.0161203,0,0,0,0,0,0,0,0,0,0
28,0.0540145,0.0676812,0,0,0,0,0,0,0.0326483,0,0.0191189,0.0731771,0,0,0.0155311,0,0,0.0388631,0.0737337,0.0218715,0.0115546,0.0105596,0.0226157,0.0445531,0.0203691,0.0347706,0.0465955,0.0292352,0.0171677,0.0159337,0.0243857,0.026547,0.0142527,0.0150919,0.00999454,0.0181995,0.0428577,0,0.0101423,0.0578471,0.033837,0,0,0.0108003,0,0,0.0414348,0.0622186,0.0292032,0.0259779,0.0131158,0.045925,0.0386426,0.0340661,0.1212,0.0402857,0.0306407,0.0706015,0.0537625,0.086558,0.0155294,0.0267311,0.0160903,0.0172772,0.0420441,0.0161535,0,0,0,0,0,0,0,0,0,0
29,0.0540261,0.0676568,0,0,0,0,0,0,0.0325803,0,0.0191627,0.0731736,0,0,0.0153733,0,0,0.0387965,0.0737503,0.0218819,0.0115673,0.010587,0.0225073,0.0442907,0.0203726,0.0348764,0.0465833,0.0292214,0.0171691,0.0158736,0.0244185,0.0265607,0.0143283,0.0147593,0.00989919,0.0185234,0.0429446,0,0.0101205,0.0579548,0.0340062,0,0,0.0106483,0,0,0.0414421,0.0622399,0.0291877,0.0259925,0.013116,0.0458583,0.0384867,0.0339929,0.121194,0.0402137,0.03067,0.070616,0.0537984,0.086608,0.0154747,0.02657,0.0161314,0.0171677,0.0420541,0.0161806,0,0,0,0,0,0,0,0,0,0
30,0.0540196,0.0676109,0,0,0,0,0,0,0.0325942,0,0.0191652,0.0731667,0,0,0.0152456,0,0,0.0388489,0.0737534,0.021866,0.0115792,0.0106274,0.0223818,0.044153,0.0204196,0.0349334,0.0464971,0.0292227,0.0171652,0.0158699,0.024412,0.0265775,0.014271,0.0145142,0.00994224,0.0187896,0.0429756,0,0.0101359,0.0580603,0.0341977,0,0,0.0105278,0,0,0.0414551,0.0622042,0.0291673,0.0260012,0.0131229,0.045766,0.0383793,0.033957,0.121186,0.0402161,0.0306875,0.0705958,0.0538022,0.0866528,0.0154242,0.0264604,0.0161299,0.0172224,0.0421236,0.0161788,0,0,0,0,0,0,0,0,0,0
31,0.0540679,0.0676495,0,0,0,0,0,0,0.0325975,0,0.0191821,0.0731458,0,0,0.0152353,0,0,0.0390167,0.073718,0.0218833,0.0116028,0.0106202,0.0224042,0.0439714,0.0204674,0.0348517,0.0464079,0.0292092,0.0172842,0.0158764,0.0244238,0.0266215,0.0142577,0.0143211,0.0102149,0.0188472,0.0430679,0,0.0100772,0.0580365,0.0343588,0,0,0.0102878,0,0,0.0415434,0.0622419,0.029168,0.0259892,0.0131125,0.0457941,0.0382848,0.0339803,0.121191,0.040185,0.0306905,0.0706078,0.0537869,0.0866978,0.0154285,0.0264312,0.0160057,0.0175123,0.0422976,0.0161616,0,0,0,0,0,0,0,0,0,0
32,0.0541186,0.067684,0,0,0,0,0,0,0.0325283,0,0.019195,0.0731109,0,0,0.015335,0,0,0.0391388,0.0737034,0.0219417,0.0115975,0.0105754,0.0224195,0.0439356,0.0205145,0.0350941,0.0463815,0.02924,0.0173682,0.0159275,0.0244175,0.0266479,0.0142932,0.0142026,0.0103146,0.0189996,0.0431864,0,0.0100745,0.0580493,0.03449,0,0,0.010236,0,0,0.041673,0.0622293,0.0291738,0.0260164,0.0131007,0.0458312,0.0381772,0.0339757,0.12119,0.0401854,0.0306913,0.0706171,0.0538232,0.0867167,0.0154819,0.0264269,0.0157583,0.0179111,0.0423956,0.0161373,0,0,0,0,0,0,0,0,0,0
33,0.0541813,0.0676753,0,0,0,0,0,0,0.0324909,0,0.0192043,0.0731224,0,0,0.0155586,0,0,0.0390966,0.0736795,0.0219846,0.0115653,0.0105319,0.0224295,0.0439441,0.0205146,0.0349485,0.0464204,0.029235,0.0173113,0.0159213,0.0244119,0.0266669,0.0142888,0.0139966,0.0101347,0.0191324,0.0432976,0,0.0100871,0.0579987,0.034594,0,0,0.0102543,0,0,0.0417255,0.0621962,0.0291858,0.0260461,0.0130958,0.0458727,0.0379733,0.033972,0.121201,0.0401885,0.0307111,0.0706557,0.0538758,0.0867181,0.0155852,0.0264968,0.0154452,0.0180784,0.0424225,0.0161297,0,0,0,0,0,0,0,0,0,0
34,0.0542455,0.0676485,0,0,0,0,0,0,0.0324086,0,0.0191963,0.073133,0,0,0.0157877,0,0,0.03901,0.0736525,0.0220739,0.0115391,0.0105687,0.0224499,0.0439365,0.0204913,0.0347744,0.0464317,0.0292351,0.017222,0.0158933,0.0244034,0.026685,0.0144072,0.013719,0.00995581,0.019177,0.0433153,0,0.0100908,0.0580026,0.0347019,0,0,0.0103492,0,0,0.041699,0.0621388,0.0291902,0.0260298,0.0131161,0.045837,0.0377265,0.0339871,0.121214,0.0401975,0.0307315,0.0706668,0.0539062,0.0867205,0.015561,0.0265707,0.015232,0.0181999,0.0424562,0.0161134,0,0,0,0,0,0,0,0,0,0
35,0.0542864,0.0676433,0,0,0,0,0,0,0.0322541,0,0.0192446,0.0730857,0,0,0.0159684,0,0,0.0389078,0.0736521,0.022232,0.0115199,0.0106897,0.0224664,0.0438947,0.0204885,0.0352876,0.046439,0.029278,0.0172137,0.0158978,0.0244154,0.0266863,0.0147267,0.0135254,0.0099811,0.0192131,0.0432114,0,0.0100701,0.0580846,0.0347954,0,0,0.0105003,0,0,0.0416305,0.0621033,0.0291959,0.0260003,0.013148,0.0457733,0.037568,0.0339317,0.121217,0.0401999,0.0307391,0.0706534,0.0539205,0.0867391,0.0154189,0.0264644,0.0150771,0.0182677,0.042511,0.0160977,0,0,0,0,0,0,0,0,0,0
36,0.0543163,0.0678707,0,0,0,0,0,0,0.0321673,0,0.0193008,0.0730589,0,0,0.0162107,0,0,0.0388635,0.0736609,0.0223393,0.0115095,0.0106489,0.022499,0.0435162,0.0205215,0.0357301,0.0464782,0.0293427,0.0173197,0.0158933,0.0244142,0.0266877,0.0149563,0.0131829,0.0100365,0.0193244,0.0431477,0,0.0100408,0.0581127,0.0348743,0,0,0.0106565,0,0,0.0415856,0.0620954,0.0292049,0.0260107,0.0131607,0.0457615,0.037307,0.033895,0.121205,0.0402012,0.0307336,0.0706688,0.0539261,0.0867562,0.0154002,0.0261656,0.0149777,0.0184112,0.0427276,0.0160356,0,0,0,0,0,0,0,0,0,0
37,0.0543695,0.0680586,0,0,0,0,0,0,0.0320409,0,0.0193313,0.0730283,0,0,0.0163996,0,0,0.0388216,0.0736946,0.0223804,0.0114513,0.010494,0.0225217,0.0431421,0.0205569,0.0359533,0.0465261,0.0293713,0.017477,0.0158759,0.0243829,0.0266817,0.0151076,0.012815,0.00998951,0.0194928,0.0430806,0,0.0100423,0.058135,0.0349627,0,0,0.0107199,0,0,0.0415002,0.0620928,0.0292318,0.0259934,0.0131763,0.0457384,0.0371169,0.0338658,0.121192,0.0402145,0.030742,0.0706845,0.0539298,0.0867657,0.0154358,0.0257212,0.0149542,0.0185663,0.0429045,0.0159799,0,0,0,0,0,0,0,0,0,0
