Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,RTIBA,x75
1623,0.0564427,0.0648739,0,0,0,0,0,0,0.0346252,0,0.0175396,0.0709917,0,0,0.0215531,0,0,0.0377227,0.0729355,0.0254477,0.00895773,0.0137695,0.028633,0.0390823,0.0231517,0.0381213,0.0486705,0.0298858,0.0142282,0.0155758,0.0228546,0.0245741,0.0126811,0.0102269,0.0125404,0.0241769,0.0434857,0,0.0107828,0.0579224,0.0400623,0,0,0.0135972,0,0,0.0422176,0.0593918,0.0296209,0.0286955,0.0109796,0.0496066,0.0410353,0.037552,0.12308,0.0435334,0.0308543,0.0691718,0.0510046,0.0841797,0.0159045,0.0204619,0.0131587,0.0237104,0.0412687,0.0170293,0,0,0,0,0,0,0,0,0.0459317,0
1624,0.0564675,0.0647573,0,0,0,0,0,0,0.034602,0,0.0176097,0.071025,0,0,0.0213252,0,0,0.0376438,0.0730083,0.0252951,0.00902672,0.0137671,0.0284194,0.0387076,0.0230879,0.0381605,0.0486039,0.029865,0.0142746,0.0155677,0.0228238,0.0246119,0.0126706,0.0102902,0.0125366,0.0241553,0.0435267,0,0.0107785,0.0579791,0.0402115,0,0,0.013548,0,0,0.0422111,0.0594113,0.0295885,0.0286833,0.0109831,0.0494689,0.0407331,0.0375127,0.123048,0.0434939,0.030865,0.0691958,0.0510643,0.0842107,0.0158887,0.0204276,0.0131454,0.0237177,0.0411921,0.0170261,0,0,0,0,0,0,0,0,0.0459276,0
1625,0.0564805,0.0646866,0,0,0,0,0,0,0.0346396,0,0.0176812,0.0710622,0,0,0.0210736,0,0,0.0376144,0.0730765,0.0252762,0.00909375,0.0137668,0.0282016,0.0383053,0.0230293,0.0381974,0.0485428,0.0298186,0.0142847,0.0155642,0.022843,0.0245756,0.0126135,0.0103643,0.0124985,0.0241389,0.04357,0,0.0107473,0.058033,0.0403562,0,0,0.0134518,0,0,0.042183,0.0594293,0.0295513,0.0286773,0.010963,0.0493155,0.040452,0.037449,0.123019,0.0434522,0.0308666,0.0691369,0.0511088,0.0842639,0.0158751,0.0203929,0.013118,0.0236924,0.0411258,0.0170151,0,0,0,0,0,0,0,0,0.0459473,0
1626,0.0564947,0.0646353,0,0,0,0,0,0,0.0346883,0,0.017771,0.0711041,0,0,0.0207963,0,0,0.0375376,0.0731387,0.0251999,0.00914023,0.0137485,0.027952,0.0378778,0.0229887,0.03803,0.0484752,0.0297668,0.0142781,0.0155267,0.0229934,0.0245509,0.0124816,0.0104776,0.0124885,0.0241228,0.0436504,0,0.0107037,0.0580818,0.0405306,0,0,0.0132804,0,0,0.0420477,0.0594716,0.0295284,0.0286416,0.0109345,0.0491356,0.0401899,0.0373916,0.123019,0.0433847,0.0308757,0.069047,0.0511504,0.0843199,0.0158617,0.0203682,0.0131023,0.0236091,0.0410668,0.017015,0,0,0,0,0,0,0,0,0.0459983,0
1627,0.0565145,0.0645836,0,0,0,0,0,0,0.0346931,0,0.017856,0.0711563,0,0,0.0205299,0,0,0.0374243,0.0731808,0.0249198,0.00921278,0.0136905,0.0276856,0.0374134,0.0229047,0.0376522,0.0484315,0.0297302,0.0142866,0.0154706,0.0231563,0.0246346,0.0122716,0.0105982,0.0124951,0.0241412,0.0437112,0,0.0106647,0.0581145,0.0407271,0,0,0.0131074,0,0,0.0419515,0.059517,0.0294817,0.0285115,0.0109519,0.0489801,0.0398714,0.0373468,0.123003,0.0433215,0.0308849,0.0689843,0.0512195,0.0844031,0.0158427,0.0203554,0.0130818,0.0235367,0.0410022,0.0170005,0,0,0,0,0,0,0,0,0.0459969,0
1628,0.0565734,0.0645188,0,0,0,0,0,0,0.0346606,0,0.01795,0.0712115,0,0,0.0202548,0,0,0.0373256,0.0732072,0.0244985,0.00929173,0.0136112,0.0274257,0.0369218,0.0227593,0.0372886,0.0484129,0.0297033,0.0143021,0.0153848,0.0232873,0.0248249,0.0120582,0.0107111,0.0124881,0.0241953,0.0437244,0,0.0105913,0.0581519,0.0409272,0,0,0.012932,0,0,0.041917,0.0595554,0.0293985,0.0283649,0.0109879,0.0488434,0.0396068,0.0373054,0.122941,0.0432839,0.0309008,0.0689035,0.0513266,0.0845112,0.0158338,0.0203058,0.0130178,0.0235308,0.0409389,0.016964,0,0,0,0,0,0,0,0,0.0460073,0
1629,0.0566014,0.0644422,0,0,0,0,0,0,0.0346143,0,0.0179929,0.0712472,0,0,0.0200173,0,0,0.0372754,0.0732852,0.024259,0.00933912,0.0135607,0.0271902,0.0364482,0.0226976,0.0371367,0.0483602,0.0296648,0.0143629,0.015299,0.0232645,0.0249174,0.0119892,0.0107936,0.0124021,0.0241856,0.0437142,0,0.0105083,0.0581771,0.0411204,0,0,0.0127495,0,0,0.0419212,0.0595745,0.0293142,0.0283665,0.0110282,0.0486524,0.0394243,0.037247,0.122894,0.0432752,0.0309217,0.0688912,0.0514154,0.084555,0.0158328,0.0202331,0.0129381,0.0235749,0.0408719,0.0169672,0,0,0,0,0,0,0,0,0.046043,0
1630,0.056579,0.0643373,0,0,0,0,0,0,0.0346498,0,0.0180233,0.0712633,0,0,0.0198083,0,0,0.0372053,0.0733884,0.0242443,0.0093755,0.0135362,0.0270127,0.0359738,0.0227013,0.0370729,0.048273,0.0296078,0.0144084,0.0152681,0.0232877,0.0248936,0.0119369,0.0108416,0.01231,0.0241272,0.0438256,0,0.0106021,0.0581805,0.0412991,0,0,0.012588,0,0,0.0419214,0.0596143,0.0292784,0.028306,0.0110644,0.0484855,0.0392375,0.0371692,0.122856,0.0432786,0.030902,0.0689646,0.0514443,0.0845274,0.0158095,0.0202174,0.0129246,0.0235774,0.0407858,0.017003,0,0,0,0,0,0,0,0,0.0460935,0
1631,0.0565623,0.0642445,0,0,0,0,0,0,0.0347363,0,0.0179967,0.0713047,0,0,0.0196409,0,0,0.0370844,0.0734793,0.0243742,0.00945324,0.0135892,0.0268195,0.0355131,0.0227397,0.0370051,0.0482189,0.0296067,0.0144433,0.0154063,0.023119,0.0247888,0.0119218,0.0109205,0.0122173,0.0240523,0.0439871,0,0.0106323,0.0582136,0.0414769,0,0,0.0124574,0,0,0.0418996,0.0596803,0.0292072,0.0282177,0.0110876,0.0483235,0.0390151,0.0371162,0.122832,0.0432744,0.0308552,0.069013,0.051495,0.0845646,0.0158133,0.020241,0.0129225,0.0235509,0.0406978,0.0170439,0,0,0,0,0,0,0,0,0.0461433,0
1632,0.0565431,0.0641667,0,0,0,0,0,0,0.0348534,0,0.017913,0.0713945,0,0,0.0194953,0,0,0.0369484,0.0735239,0.0246287,0.00957096,0.0137071,0.0265735,0.0350434,0.0227493,0.0369379,0.0481902,0.0297199,0.0144489,0.015472,0.0228438,0.0246217,0.011929,0.0110177,0.0121869,0.0240168,0.0440057,0,0.0105391,0.0582527,0.0416699,0,0,0.0123841,0,0,0.0418465,0.0597546,0.0291106,0.0281515,0.0111091,0.0481603,0.0387812,0.0370736,0.122785,0.0432333,0.030861,0.0690422,0.0515654,0.0846328,0.0158527,0.0202856,0.0128912,0.0234807,0.0406009,0.0170325,0,0,0,0,0,0,0,0,0.0462071,0
1633,0.0565257,0.0640771,0,0,0,0,0,0,0.0350982,0,0.0178657,0.0714239,0,0,0.0192971,0,0,0.0367908,0.0735672,0.0249055,0.00963931,0.0137799,0.0263511,0.0345646,0.0227242,0.0368721,0.048163,0.0297752,0.0144194,0.0154973,0.0226812,0.0244321,0.0117957,0.0111554,0.0122315,0.0239593,0.0438528,0,0.0105376,0.0582729,0.0418499,0,0,0.0122484,0,0,0.0418175,0.0598133,0.0290918,0.0280922,0.0111374,0.0480273,0.0385682,0.0370163,0.122768,0.0432264,0.0308666,0.0690789,0.0516231,0.0846786,0.0158608,0.0203315,0.0128807,0.0234619,0.0405136,0.0170198,0,0,0,0,0,0,0,0,0.0462728,0
1634,0.0565022,0.0639939,0,0,0,0,0,0,0.0353231,0,0.0178432,0.0714772,0,0,0.0190977,0,0,0.0366947,0.0736045,0.0250229,0.00968814,0.013843,0.0261091,0.0340691,0.0226767,0.0367821,0.0481419,0.0297755,0.0144131,0.0156191,0.0225812,0.0243385,0.0116107,0.0113594,0.0121851,0.0239001,0.0438069,0,0.010628,0.0583314,0.0420331,0,0,0.0121025,0,0,0.0418342,0.0598298,0.029078,0.0280148,0.0111457,0.0478194,0.0383503,0.0369563,0.122749,0.0431252,0.0308701,0.0691103,0.0516218,0.0847187,0.0158275,0.0203653,0.0128038,0.0235201,0.0404263,0.0170136,0,0,0,0,0,0,0,0,0.0463219,0
1635,0.0564933,0.0638875,0,0,0,0,0,0,0.0355027,0,0.0178462,0.0715411,0,0,0.018893,0,0,0.0366857,0.0736486,0.0250107,0.00964681,0.0138516,0.0258704,0.0335409,0.0226073,0.0366671,0.0480874,0.0297537,0.0144386,0.0156447,0.0225884,0.0243061,0.0114376,0.0116358,0.0121493,0.0238216,0.0437763,0,0.010574,0.0583697,0.0422041,0,0,0.0119881,0,0,0.0418669,0.0598503,0.0290344,0.027921,0.0111725,0.0476205,0.0381442,0.036892,0.122713,0.0430712,0.0308989,0.0691533,0.0516685,0.0847736,0.0158239,0.0203597,0.0127476,0.0235836,0.0403309,0.0170327,0,0,0,0,0,0,0,0,0.0463802,0
1636,0.0564986,0.0637642,0,0,0,0,0,0,0.0357845,0,0.0178438,0.0716295,0,0,0.0186724,0,0,0.0366897,0.0736886,0.0250863,0.00953001,0.0138396,0.0255875,0.0330003,0.0225461,0.0365981,0.048046,0.0297457,0.0144491,0.0155708,0.0227951,0.0241967,0.0112385,0.0119468,0.0121022,0.0237036,0.043733,0,0.0105541,0.0583852,0.0423664,0,0,0.0119612,0,0,0.0418408,0.0598705,0.029006,0.0277712,0.0112254,0.0474187,0.0379911,0.0367793,0.122637,0.0430725,0.0309399,0.0691818,0.0517167,0.0848446,0.015831,0.0203288,0.0127162,0.0235644,0.0402288,0.0170376,0,0,0,0,0,0,0,0,0.0464389,0
1637,0.0565105,0.0636078,0,0,0,0,0,0,0.0360051,0,0.0178503,0.071667,0,0,0.0184385,0,0,0.0366195,0.07376,0.0251285,0.00954927,0.0138165,0.0252897,0.0324634,0.022474,0.0365135,0.047984,0.029736,0.0145033,0.0155036,0.0226693,0.0240279,0.0110725,0.0122025,0.0120362,0.0236076,0.0435974,0,0.0105586,0.0584431,0.0425088,0,0,0.0119655,0,0,0.0418375,0.0599079,0.0289131,0.027561,0.0113123,0.0472235,0.0378157,0.0366553,0.122561,0.0430713,0.0309249,0.0691661,0.0517769,0.0849167,0.0158127,0.0203336,0.0126809,0.0235808,0.0401121,0.0170408,0,0,0,0,0,0,0,0,0.0465021,0
1638,0.0565021,0.0634857,0,0,0,0,0,0,0.0360253,0,0.0178419,0.0716895,0,0,0.0182199,0,0,0.0364932,0.0738407,0.0250484,0.00968058,0.0137671,0.0250671,0.0319486,0.0224005,0.0364306,0.0479023,0.0297239,0.0144415,0.0154587,0.0224081,0.023859,0.0110048,0.0124231,0.0119829,0.0235609,0.0434074,0,0.0105793,0.0585106,0.0426804,0,0,0.0118797,0,0,0.0418435,0.0599618,0.0288594,0.0274213,0.011352,0.0470415,0.0376518,0.0366152,0.122542,0.0430315,0.0308958,0.069182,0.0518665,0.0849644,0.0157703,0.0203541,0.0126299,0.0236133,0.0400092,0.0170816,0,0,0,0,0,0,0,0,0.0465692,0
1639,0.056224,0.0637768,0,0,0,0,0,0,0.0358637,0,0.0178575,0.0717621,0,0,0.0180348,0,0,0.0364069,0.0739374,0.0249397,0.00984404,0.0136936,0.0248307,0.0317383,0.0223231,0.0362967,0.0477937,0.0296926,0.014201,0.0153978,0.0222377,0.0237936,0.0109988,0.0128295,0.0119563,0.023539,0.0434192,0,0.0106583,0.058589,0.0431865,0,0,0.0118587,0,0,0.0417372,0.0599979,0.0288175,0.027393,0.0114134,0.0468585,0.037143,0.0366542,0.122522,0.0429962,0.0308657,0.0692465,0.0519644,0.0849897,0.0157554,0.0195779,0.0124509,0.0236548,0.0401207,0.0167096,0,0,0,0,0,0,0,0,0.0466227,0
1640,0.0561769,0.0636917,0,0,0,0,0,0,0.0358027,0,0.0178885,0.0717922,0,0,0.0178678,0,0,0.0362861,0.0739992,0.0249485,0.00991588,0.0136239,0.0246525,0.0312979,0.0223046,0.0361882,0.0477316,0.0296675,0.0140739,0.01532,0.0221204,0.0238181,0.0110159,0.013025,0.0119046,0.0235344,0.0435252,0,0.010757,0.0586327,0.0434354,0,0,0.0117755,0,0,0.0417045,0.0600316,0.028789,0.0273709,0.0114609,0.0466606,0.0369877,0.0366874,0.122475,0.0429397,0.0308514,0.069332,0.0520359,0.0850354,0.0157697,0.0194721,0.0124342,0.0235984,0.0400575,0.0167062,0,0,0,0,0,0,0,0,0.0466763,0
1641,0.0561557,0.0635598,0,0,0,0,0,0,0.0361105,0,0.0179155,0.0718048,0,0,0.0177343,0,0,0.0361585,0.0740299,0.0252942,0.00993871,0.0136196,0.0245109,0.0308686,0.0223166,0.0361545,0.0477431,0.0296485,0.0145618,0.0152097,0.0218383,0.0237297,0.0109265,0.0132172,0.0118266,0.0234807,0.0435919,0,0.0108037,0.0586814,0.0436414,0,0,0.0116922,0,0,0.041692,0.0600712,0.0287869,0.0274145,0.0114984,0.0464531,0.0368411,0.0366778,0.122454,0.0428693,0.0308836,0.0694114,0.052072,0.08508,0.0157909,0.0194043,0.0124024,0.0235894,0.0399659,0.0167253,0,0,0,0,0,0,0,0,0.0467303,0
1642,0.056135,0.0634136,0,0,0,0,0,0,0.0365703,0,0.0179272,0.0718282,0,0,0.017611,0,0,0.0361331,0.0740455,0.0256953,0.00998021,0.0135959,0.0243375,0.0304182,0.0223103,0.0361102,0.0477752,0.0297513,0.0149752,0.0150876,0.0215572,0.0234534,0.0108024,0.0134651,0.0117708,0.0233975,0.0436312,0,0.0107347,0.0587396,0.0438208,0,0,0.0116588,0,0,0.0416745,0.0601243,0.0287904,0.0273912,0.0115425,0.0462591,0.0366854,0.03664,0.122436,0.0428229,0.030983,0.0694004,0.0521069,0.085119,0.015799,0.0193458,0.0123442,0.0236188,0.0398313,0.0167536,0,0,0,0,0,0,0,0,0.0467978,0
1643,0.0560762,0.0632857,0,0,0,0,0,0,0.0368546,0,0.0179542,0.0718516,0,0,0.0174791,0,0,0.0360979,0.074078,0.0259204,0.0100368,0.0135599,0.024023,0.0299785,0.0222603,0.0360506,0.0477551,0.0298112,0.0150317,0.0150601,0.0213707,0.0232246,0.0108069,0.0137217,0.0117652,0.0232903,0.0437303,0,0.0105535,0.0587947,0.04397,0,0,0.0116591,0,0,0.0417001,0.0601935,0.0287717,0.0273224,0.0115792,0.0461079,0.0365415,0.0365857,0.12245,0.042771,0.0311474,0.0694162,0.0521388,0.085144,0.0157879,0.0192661,0.0122797,0.0236628,0.0397094,0.0167939,0,0,0,0,0,0,0,0,0.0468829,0
1644,0.0560228,0.0631615,0,0,0,0,0,0,0.0369475,0,0.0179529,0.0718692,0,0,0.0173421,0,0,0.0360482,0.0741382,0.0261022,0.0100795,0.0135403,0.0236283,0.029528,0.0221969,0.0359882,0.0477065,0.0298333,0.0149308,0.0151137,0.0212065,0.0230821,0.0108878,0.0140223,0.0117876,0.0231995,0.0437796,0,0.0103655,0.058846,0.0441078,0,0,0.0117106,0,0,0.0416233,0.0602362,0.0287468,0.0272534,0.0116587,0.0459379,0.0364433,0.0365211,0.122459,0.0427396,0.0310955,0.0694503,0.0521655,0.0852189,0.015738,0.0191981,0.0122456,0.0235976,0.0396187,0.016877,0,0,0,0,0,0,0,0,0.0469283,0
1645,0.0559917,0.0630184,0,0,0,0,0,0,0.0368161,0,0.0179504,0.0719375,0,0,0.017174,0,0,0.0359199,0.0742006,0.0262381,0.0101601,0.013513,0.0235641,0.0290602,0.0221287,0.0359399,0.0476434,0.0298304,0.0148143,0.0151969,0.0210942,0.0229588,0.0109994,0.0143476,0.0118071,0.0231258,0.0437566,0,0.0103374,0.0589249,0.044276,0,0,0.0117528,0,0,0.0415848,0.06026,0.0287361,0.0272295,0.0117438,0.0457462,0.0364024,0.0364635,0.122457,0.0427291,0.0310468,0.0694822,0.0521959,0.0853387,0.0156765,0.0191682,0.0121937,0.0235625,0.0395416,0.0169205,0,0,0,0,0,0,0,0,0.0469551,0
1646,0.0559598,0.0628547,0,0,0,0,0,0,0.0368388,0,0.0179678,0.0720067,0,0,0.01699,0,0,0.0357739,0.0742665,0.0264097,0.0102355,0.0135128,0.0234367,0.0286108,0.0220448,0.035877,0.0475669,0.029822,0.0147956,0.0152666,0.0209641,0.0227414,0.0110374,0.0146692,0.0118102,0.0230772,0.0438212,0,0.0103723,0.0589725,0.0444803,0,0,0.0117253,0,0,0.0415871,0.06028,0.0287363,0.0271944,0.0118027,0.0455523,0.036318,0.0364107,0.122464,0.0427036,0.031092,0.0695372,0.0522335,0.0853541,0.0156742,0.0191056,0.0121525,0.0235325,0.0394588,0.0169388,0,0,0,0,0,0,0,0,0.047014,0
1647,0.0558963,0.0626733,0,0,0,0,0,0,0.0370623,0,0.0180052,0.0720716,0,0,0.0168944,0,0,0.0356874,0.0743374,0.0265809,0.0103284,0.0135405,0.0231808,0.028236,0.0219852,0.0357775,0.0474932,0.029818,0.0148418,0.0152934,0.0208268,0.0224824,0.0109922,0.0149699,0.0118217,0.0228856,0.0439943,0,0.0103585,0.0590135,0.0447081,0,0,0.0117705,0,0,0.0415448,0.0603088,0.0287334,0.0271407,0.0118423,0.0453671,0.0361952,0.0363466,0.12247,0.0426523,0.0311998,0.069611,0.0522708,0.0853433,0.0157837,0.0190342,0.0122577,0.02342,0.0393533,0.0169549,0,0,0,0,0,0,0,0,0.0470778,0
1648,0.0558308,0.0624984,0,0,0,0,0,0,0.0371479,0,0.0180743,0.0721111,0,0,0.0167502,0,0,0.0356668,0.0744061,0.0266309,0.0104193,0.0135612,0.0229359,0.027845,0.0219764,0.0356588,0.0474264,0.0298163,0.0149098,0.0153002,0.0207551,0.0223099,0.0108956,0.0153187,0.011721,0.0228768,0.0440657,0,0.0103494,0.0590456,0.0449305,0,0,0.0116508,0,0,0.0414695,0.060366,0.0286987,0.0270893,0.0118882,0.0452083,0.0360668,0.0362916,0.122439,0.0426178,0.0312396,0.0696815,0.0523175,0.0854049,0.0158294,0.0189885,0.0121208,0.0234366,0.0392512,0.0170021,0,0,0,0,0,0,0,0,0.0471402,0
1649,0.0557866,0.0622939,0,0,0,0,0,0,0.0370687,0,0.0181348,0.0721687,0,0,0.0165909,0,0,0.0355263,0.0744683,0.0266075,0.0105223,0.0135937,0.0227001,0.0274605,0.0219944,0.0355641,0.0473699,0.029836,0.0149552,0.0153102,0.020718,0.0222977,0.0107795,0.0156479,0.0117006,0.0228943,0.0441831,0,0.0103428,0.0590915,0.0451203,0,0,0.0115266,0,0,0.0413608,0.0604219,0.0286761,0.0270459,0.0119278,0.0449943,0.0359086,0.0362291,0.122443,0.042569,0.031279,0.0697443,0.0523577,0.0854869,0.0158095,0.0189718,0.0120171,0.0234073,0.0391297,0.0170664,0,0,0,0,0,0,0,0,0.0471971,0
1650,0.0557336,0.0620573,0,0,0,0,0,0,0.0371995,0,0.0181796,0.0722353,0,0,0.0164744,0,0,0.0354299,0.0745247,0.0265832,0.0106306,0.0136414,0.0224469,0.0271214,0.0219504,0.0355394,0.0473284,0.0298697,0.014977,0.0152791,0.0206572,0.0224268,0.0106662,0.015963,0.0116492,0.0228397,0.0443289,0,0.0103432,0.0591288,0.0452882,0,0,0.0114377,0,0,0.0413112,0.0604891,0.0286683,0.0270158,0.0119454,0.0447424,0.0357355,0.0361726,0.12246,0.0424993,0.0313456,0.0697386,0.0523895,0.0855863,0.0157459,0.0189375,0.0119373,0.0233595,0.0389963,0.0171386,0,0,0,0,0,0,0,0,0.0472143,0
1651,0.0556433,0.0618256,0,0,0,0,0,0,0.0372871,0,0.0182569,0.0723332,0,0,0.0163593,0,0,0.0354112,0.0745804,0.0263999,0.0107571,0.0136405,0.0221957,0.0267953,0.021916,0.0354951,0.0472745,0.0298906,0.0149877,0.0152422,0.0206972,0.0225363,0.01051,0.0163304,0.0116076,0.0227444,0.0443925,0,0.0103555,0.0591941,0.0454219,0,0,0.0113362,0,0,0.0412815,0.0605366,0.0286412,0.0269756,0.0119857,0.0445461,0.0355865,0.0361303,0.122444,0.0424023,0.0314047,0.0698252,0.0524213,0.0856469,0.0157001,0.0188732,0.0118716,0.0232962,0.0388602,0.0172447,0,0,0,0,0,0,0,0,0.047184,0
1652,0.0555244,0.0616183,0,0,0,0,0,0,0.0371952,0,0.0183571,0.0725177,0,0,0.0162241,0,0,0.0353518,0.074646,0.0260536,0.0108897,0.0136437,0.0219341,0.0264848,0.0219058,0.0353706,0.047214,0.029899,0.0150052,0.0152132,0.0208191,0.0226121,0.0103399,0.0167325,0.0115961,0.0226336,0.0443862,0,0.0103657,0.0593285,0.0455294,0,0,0.0112701,0,0,0.0412163,0.0605762,0.0285854,0.0269599,0.012024,0.0443783,0.0354434,0.0361026,0.122412,0.042245,0.0314035,0.0698706,0.0524585,0.0856691,0.0157175,0.0188562,0.0118451,0.023192,0.0387279,0.0173716,0,0,0,0,0,0,0,0,0.0471983,0
1653,0.0554366,0.0614403,0,0,0,0,0,0,0.0369797,0,0.0184712,0.0727255,0,0,0.0161071,0,0,0.0352677,0.0747052,0.0256402,0.0110363,0.0136673,0.0216315,0.0262278,0.0218998,0.0351758,0.0471614,0.0299058,0.0150204,0.0151722,0.0209296,0.0227075,0.0102248,0.0171344,0.0115878,0.0225294,0.0444316,0,0.010369,0.0595165,0.0456354,0,0,0.0112392,0,0,0.0411571,0.0606273,0.0285482,0.0269506,0.01204,0.0442409,0.0352645,0.036046,0.122383,0.042008,0.0314028,0.069879,0.0524806,0.0856381,0.0158014,0.0188634,0.0117985,0.0231347,0.0385908,0.0174821,0,0,0,0,0,0,0,0,0.0472512,0
1654,0.05537,0.061261,0,0,0,0,0,0,0.0367527,0,0.0185889,0.0729681,0,0,0.0159827,0,0,0.0352624,0.0747669,0.0251989,0.0111729,0.0136894,0.0213606,0.0260019,0.0218775,0.0349019,0.0471441,0.0299,0.0150183,0.0151019,0.0209294,0.0228341,0.010189,0.0175504,0.0115967,0.0224696,0.0443878,0,0.0103752,0.0597542,0.0457417,0,0,0.0113014,0,0,0.0410637,0.0606923,0.0285384,0.0269234,0.01207,0.0440926,0.0350748,0.036005,0.122372,0.0419284,0.0314341,0.0699042,0.0524825,0.0856267,0.0158061,0.0189038,0.0117658,0.0230146,0.0384579,0.0175885,0,0,0,0,0,0,0,0,0.0473382,0
1655,0.0552932,0.061055,0,0,0,0,0,0,0.0364913,0,0.0187408,0.0733047,0,0,0.0158551,0,0,0.0352579,0.0748332,0.0246458,0.0112752,0.0136794,0.0212202,0.025823,0.0218322,0.0347974,0.0471494,0.029904,0.0150238,0.0150218,0.0209221,0.0230621,0.0101719,0.0179465,0.0115895,0.0223975,0.0444069,0,0.0103575,0.0598953,0.0458441,0,0,0.0113476,0,0,0.0410338,0.0607516,0.0285332,0.0269177,0.0121036,0.0439085,0.0348707,0.0359811,0.12236,0.0419836,0.0314672,0.0699372,0.0524782,0.0855978,0.0157729,0.0189035,0.0117236,0.0229231,0.0382937,0.0176729,0,0,0,0,0,0,0,0,0.0474286,0
1656,0.05519,0.0608143,0,0,0,0,0,0,0.0362255,0,0.0189188,0.0737084,0,0,0.0157893,0,0,0.0351765,0.0749169,0.0240262,0.0113796,0.013685,0.0211554,0.025708,0.0217567,0.0347982,0.0471829,0.029879,0.0150545,0.0149289,0.0211195,0.0232182,0.0101728,0.0182808,0.0115234,0.0222508,0.0443676,0,0.010354,0.0601139,0.0459423,0,0,0.0112889,0,0,0.0410389,0.0607979,0.0285446,0.026953,0.0121364,0.043744,0.0347332,0.0359311,0.122299,0.0421015,0.0314758,0.069976,0.0525087,0.0856168,0.0157506,0.01886,0.0117117,0.0228265,0.0380856,0.0177691,0,0,0,0,0,0,0,0,0.0474186,0
1657,0.0551146,0.0606401,0,0,0,0,0,0,0.0360227,0,0.0191112,0.0738309,0,0,0.0157761,0,0,0.0350703,0.0749708,0.0234843,0.0114949,0.013722,0.0208046,0.0254553,0.0216759,0.0348201,0.0472305,0.029854,0.0150337,0.0147905,0.0215647,0.023505,0.0102257,0.0185605,0.0114588,0.0220897,0.0442098,0,0.0103836,0.0602348,0.0459808,0,0,0.0112603,0,0,0.0409841,0.0608198,0.0286746,0.0269313,0.0121797,0.0436154,0.0345924,0.035875,0.122252,0.0422486,0.0314907,0.0699879,0.0525292,0.0856359,0.01577,0.0189558,0.0116867,0.0227109,0.0379316,0.0178725,0,0,0,0,0,0,0,0,0.0474513,0
1658,0.0550494,0.0604406,0,0,0,0,0,0,0.0356838,0,0.019312,0.0730278,0,0,0.0157643,0,0,0.0350482,0.0750084,0.0228688,0.0118866,0.0137303,0.02044,0.0251846,0.0215771,0.034872,0.0471349,0.0297337,0.0150041,0.0145944,0.0220494,0.0237727,0.010406,0.0188125,0.0114173,0.022051,0.0440648,0,0.0105688,0.0601894,0.0460266,0,0,0.0113774,0,0,0.0409882,0.0608513,0.0289334,0.0268403,0.0121842,0.0434451,0.0345059,0.0358863,0.122258,0.0423496,0.0315016,0.0699621,0.0525094,0.0856319,0.0158838,0.0190595,0.0116367,0.0226636,0.0377518,0.0179563,0,0,0,0,0,0,0,0,0.0475413,0
1659,0.0549843,0.0602513,0,0,0,0,0,0,0.0355045,0,0.0194133,0.0728157,0,0,0.0157597,0,0,0.0350581,0.0750441,0.0225195,0.0121277,0.013763,0.0202864,0.0249056,0.0214936,0.034938,0.0469565,0.029676,0.0149928,0.0144075,0.0223893,0.0238381,0.0103992,0.0190395,0.011355,0.0219831,0.0439591,0,0.0107011,0.0602256,0.046085,0,0,0.0113843,0,0,0.0409891,0.0608906,0.0290703,0.0267432,0.0122042,0.0433578,0.0344106,0.0358922,0.122255,0.0423038,0.0315077,0.06995,0.0524836,0.0856238,0.0159638,0.0190628,0.0116239,0.0225453,0.037602,0.0180803,0,0,0,0,0,0,0,0,0.0475826,0
1660,0.0549509,0.0600925,0,0,0,0,0,0,0.0355361,0,0.0194362,0.0731792,0,0,0.0157553,0,0,0.0350571,0.0751056,0.0224353,0.0121408,0.0138022,0.0200202,0.0246398,0.0214159,0.035084,0.0467143,0.0296881,0.0150158,0.0143203,0.0223675,0.0237616,0.0101649,0.019245,0.0112712,0.0218301,0.04383,0,0.0107495,0.0602989,0.0461344,0,0,0.0114103,0,0,0.0409693,0.0609216,0.0290875,0.0267919,0.0122644,0.0433495,0.0342734,0.0358527,0.12223,0.0420688,0.0315416,0.0699587,0.0524898,0.0855998,0.0159883,0.0190809,0.0115927,0.0224323,0.0374802,0.0182546,0,0,0,0,0,0,0,0,0.0475957,0
