Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75
87,0.0521644,0.0658915,0,0,0,0,0,0,0.0323697,0,0.0166773,0.06714,0,0,0.0202366,0,0,0.0394108,0.0706279,0.0279255,0.005849,0.0136857,0.0382821,0.054175,0.0263411,0.0405067,0.0515542,0.032553,0.0145605,0.0155454,0.0215415,0.0237657,0.0186758,0.0165171,0.0106606,0.020143,0.0434287,0,0.0147186,0.0581921,0.0296137,0,0,0.0178195,0,0,0.0472888,0.0600072,0.0253433,0.0320607,0.0139576,0.0561211,0.05741,0.0399312,0.12563,0.0445597,0.0330826,0.0705209,0.0476099,0.0532251,0.0861868,0.0176023,0.0307974,0.0182143,0.018731,0.0385151,0.0190631,0,0,0,0,0,0,0,0,0
88,0.0521569,0.06592,0,0,0,0,0,0,0.0324305,0,0.0167485,0.0671866,0,0,0.0199716,0,0,0.0394611,0.0707053,0.0280023,0.00584487,0.0136479,0.0380543,0.053782,0.0262786,0.0403541,0.0514534,0.0325024,0.0145869,0.0154372,0.0215828,0.0237392,0.0187695,0.016246,0.0106444,0.0202122,0.0436373,0,0.0148264,0.0583013,0.0295978,0,0,0.0176563,0,0,0.0470937,0.0600135,0.025188,0.0320866,0.0139487,0.055953,0.0571526,0.0398983,0.125639,0.0444587,0.0331149,0.070537,0.047665,0.0532649,0.0862264,0.0175552,0.030471,0.0178338,0.0187309,0.0386599,0.0190275,0,0,0,0,0,0,0,0,0
89,0.0521589,0.065935,0,0,0,0,0,0,0.0325093,0,0.0168263,0.0672119,0,0,0.0196476,0,0,0.0394183,0.0707804,0.0281236,0.00589923,0.0136588,0.0377603,0.0533118,0.0262072,0.040219,0.0513715,0.0324656,0.0146228,0.0155249,0.0215207,0.023655,0.0187858,0.0158861,0.0107394,0.0202132,0.0438228,0,0.0148587,0.058442,0.0295968,0,0,0.0174668,0,0,0.0468507,0.060022,0.025068,0.0321321,0.0139602,0.0557285,0.0568567,0.039717,0.125619,0.0443911,0.033141,0.0705713,0.0477059,0.0532891,0.0862683,0.0175381,0.0300898,0.017475,0.0187138,0.0386836,0.018968,0,0,0,0,0,0,0,0,0
90,0.0521634,0.065905,0,0,0,0,0,0,0.0325498,0,0.0169323,0.0672112,0,0,0.0192605,0,0,0.0392939,0.070866,0.0281532,0.00598148,0.0136935,0.0374004,0.0528345,0.0261344,0.040124,0.0512809,0.0324186,0.014672,0.0156951,0.0214446,0.0235906,0.0187494,0.0154758,0.0106996,0.0202601,0.044049,0,0.0149414,0.0585553,0.0296341,0,0,0.017226,0,0,0.0465861,0.0600547,0.0250478,0.0321002,0.0140234,0.0554897,0.0565413,0.0395941,0.125579,0.0443981,0.0331684,0.0706154,0.047766,0.0533165,0.0863141,0.0175503,0.0296849,0.0170568,0.0187256,0.0387443,0.018883,0,0,0,0,0,0,0,0,0
91,0.0521632,0.0658721,0,0,0,0,0,0,0.0326752,0,0.0170283,0.0672799,0,0,0.0188975,0,0,0.0391923,0.0709394,0.0281497,0.00597206,0.0137245,0.0370317,0.0523468,0.0260674,0.040054,0.0511578,0.0323674,0.0147385,0.0159651,0.0213309,0.0235644,0.0186577,0.0150444,0.0106382,0.0203453,0.0443059,0,0.015086,0.0586133,0.0297192,0,0,0.0169486,0,0,0.0463336,0.0600689,0.0250963,0.0320375,0.0141045,0.0552728,0.0562234,0.039553,0.125538,0.0444284,0.0331659,0.0706566,0.0478114,0.0533589,0.0863652,0.0175781,0.0293565,0.0168222,0.0185798,0.03888,0.0187808,0,0,0,0,0,0,0,0,0
92,0.0522354,0.065878,0,0,0,0,0,0,0.032857,0,0.0172651,0.0669931,0,0,0.0186139,0,0,0.0390749,0.0711775,0.0280115,0.00562565,0.0138674,0.0366215,0.0518816,0.0262173,0.0398721,0.0510363,0.0324612,0.0148578,0.0160639,0.0213079,0.0236012,0.0182535,0.014709,0.0105096,0.0204969,0.0434663,0,0.0100747,0.0591751,0.0298909,0,0,0.0166175,0,0,0.04616,0.0595178,0.0270099,0.0321932,0.012542,0.0549387,0.0558483,0.0397376,0.125759,0.0443585,0.0331997,0.0705401,0.0467494,0.0535314,0.087059,0.0181696,0.0290548,0.0166305,0.0184998,0.0390709,0.0186338,0,0,0,0,0,0,0,0,0
93,0.0522701,0.0658796,0,0,0,0,0,0,0.0328998,0,0.0173439,0.0671371,0,0,0.0183996,0,0,0.0390034,0.0712527,0.0279655,0.00566088,0.0138805,0.0363199,0.0514647,0.0261529,0.0397627,0.0509464,0.0323618,0.014908,0.0160369,0.0212104,0.0235649,0.0181709,0.0143551,0.0104032,0.0206923,0.0439465,0,0.0098904,0.059168,0.0300165,0,0,0.0164068,0,0,0.0460155,0.0594863,0.0271713,0.0321412,0.0124071,0.0547737,0.0556203,0.039674,0.125822,0.0442271,0.0332427,0.0705588,0.0468151,0.0535176,0.0870514,0.01811,0.0288966,0.0163124,0.0184448,0.0392245,0.0185656,0,0,0,0,0,0,0,0,0
94,0.0523098,0.0658348,0,0,0,0,0,0,0.0331739,0,0.0173773,0.0672732,0,0,0.0181913,0,0,0.0390175,0.0713101,0.0281519,0.00569533,0.0139581,0.035878,0.0511119,0.0261398,0.0395877,0.0509004,0.0323863,0.014959,0.0160276,0.0210266,0.0234302,0.017987,0.0140921,0.0103297,0.0209486,0.0433944,0,0.0102197,0.0593532,0.0301578,0,0,0.0162991,0,0,0.0458166,0.0595356,0.0267958,0.0322543,0.0126993,0.0544969,0.0555571,0.0396572,0.125715,0.0442864,0.0332554,0.0706472,0.0468128,0.0536288,0.0871902,0.0180566,0.0287968,0.015796,0.0185808,0.0392957,0.018463,0,0,0,0,0,0,0,0,0
95,0.0522883,0.0658927,0,0,0,0,0,0,0.0331669,0,0.0172574,0.0676974,0,0,0.0179849,0,0,0.0390647,0.0711948,0.0282394,0.00604168,0.0138504,0.035773,0.0507235,0.0258862,0.0395858,0.0508488,0.0321821,0.014967,0.0160605,0.0208122,0.0233387,0.018128,0.0137862,0.0104427,0.0209526,0.0442032,0,0.0150822,0.0588982,0.0302634,0,0,0.0163301,0,0,0.0456148,0.0601481,0.0247745,0.0319723,0.0143113,0.0545891,0.0554758,0.0393718,0.125424,0.0443231,0.0331762,0.0708679,0.0479807,0.0535813,0.0866231,0.0174804,0.0287458,0.0149887,0.0188084,0.039418,0.0183952,0,0,0,0,0,0,0,0,0
96,0.0524138,0.0659592,0,0,0,0,0,0,0.0332815,0,0.0174307,0.0673728,0,0,0.0178072,0,0,0.0392146,0.0714055,0.0281147,0.00566189,0.013954,0.0355535,0.0504346,0.0260712,0.0394954,0.0507791,0.0322906,0.015095,0.016101,0.0207913,0.0233687,0.0176647,0.0135742,0.0105889,0.0209915,0.0431505,0,0.0101117,0.0594435,0.0304315,0,0,0.0163011,0,0,0.0454446,0.0595664,0.0266708,0.0321487,0.0127466,0.0543267,0.0551804,0.0395323,0.125641,0.0442894,0.0331964,0.070714,0.046909,0.0537423,0.0872842,0.0182083,0.0286092,0.0144758,0.018845,0.0395258,0.018223,0,0,0,0,0,0,0,0,0
97,0.0524021,0.065907,0,0,0,0,0,0,0.0334075,0,0.0174726,0.0675473,0,0,0.0176546,0,0,0.0393128,0.0714243,0.0282713,0.00554072,0.0139645,0.0352556,0.0503099,0.0260086,0.0396059,0.0508519,0.0322787,0.0151173,0.0161446,0.0207117,0.0232989,0.0176412,0.0134493,0.0106388,0.0211495,0.043204,0,0.0100164,0.0594724,0.0305209,0,0,0.0163921,0,0,0.045368,0.0596141,0.0267131,0.0320673,0.0127301,0.0540984,0.0549655,0.0394827,0.125644,0.044261,0.0332094,0.0707092,0.0469494,0.053725,0.0872722,0.0182799,0.0284811,0.0145559,0.0186382,0.0394883,0.0181328,0,0,0,0,0,0,0,0,0
98,0.0523493,0.0659345,0,0,0,0,0,0,0.0335533,0,0.0174049,0.0680199,0,0,0.0175741,0,0,0.0392616,0.0712931,0.0284659,0.00586393,0.0137992,0.0352326,0.0499982,0.0257331,0.0396008,0.0510092,0.0321097,0.0150371,0.0161568,0.0206799,0.0231846,0.0177796,0.0132111,0.0105474,0.0211648,0.0440335,0,0.0148078,0.0590242,0.0305396,0,0,0.0164838,0,0,0.0454135,0.0602534,0.0248068,0.0317834,0.0142595,0.0541899,0.0547476,0.0392145,0.125358,0.0442569,0.0331038,0.0709299,0.0480841,0.0536179,0.0866518,0.0176404,0.028284,0.0147303,0.0184616,0.0395023,0.0181184,0,0,0,0,0,0,0,0,0
99,0.0523762,0.0659365,0,0,0,0,0,0,0.0339254,0,0.0174328,0.0681584,0,0,0.0174898,0,0,0.0392219,0.0713458,0.0287635,0.00606346,0.0138018,0.0351239,0.0497045,0.0256844,0.039523,0.0509632,0.0321019,0.0150462,0.0161822,0.0206169,0.0230106,0.0176869,0.0129649,0.0103887,0.0211716,0.0439474,0,0.014699,0.0591309,0.0306175,0,0,0.0165382,0,0,0.0453675,0.0602729,0.0248323,0.0317186,0.0142068,0.0541319,0.0544429,0.0391391,0.125324,0.0441874,0.0330279,0.0709598,0.0481025,0.053645,0.0866598,0.0176147,0.0279912,0.0145785,0.0186086,0.0395047,0.0180659,0,0,0,0,0,0,0,0,0
100,0.0524281,0.065921,0,0,0,0,0,0,0.0341971,0,0.0174497,0.0681204,0,0,0.0174256,0,0,0.0391469,0.0714043,0.0289734,0.00631391,0.0138171,0.0349664,0.0493576,0.0256137,0.0392928,0.0509078,0.0320507,0.0150791,0.0162123,0.0204884,0.022868,0.0175428,0.012807,0.0103606,0.0210572,0.0438528,0,0.01458,0.0591528,0.0306922,0,0,0.0166015,0,0,0.0451948,0.0602925,0.0248656,0.031661,0.0141513,0.0540375,0.054146,0.0390817,0.125286,0.0441092,0.032979,0.0709853,0.0481246,0.0536898,0.0866731,0.0176075,0.0276201,0.0141354,0.0188594,0.0394841,0.0180186,0,0,0,0,0,0,0,0,0
101,0.0524698,0.065888,0,0,0,0,0,0,0.0342244,0,0.0174862,0.0678477,0,0,0.0173421,0,0,0.0391315,0.0714856,0.0289821,0.00643474,0.0137725,0.0347292,0.0490293,0.0255198,0.0391665,0.0507663,0.031926,0.0150996,0.016236,0.0203249,0.0228533,0.017591,0.0127342,0.0105457,0.0209931,0.0437344,0,0.0144756,0.0590577,0.0307674,0,0,0.0166571,0,0,0.0450909,0.0603292,0.024897,0.0316223,0.014114,0.0538987,0.0538475,0.0390552,0.12526,0.0440699,0.032964,0.0710125,0.04812,0.0537087,0.0866826,0.0175884,0.027205,0.0137728,0.019056,0.0394513,0.0179722,0,0,0,0,0,0,0,0,0
102,0.0525521,0.0659048,0,0,0,0,0,0,0.0299592,0,0.0184136,0.0680388,0,0,0.0173939,0,0,0.0400792,0.071474,0.0225302,0.00665582,0.0119774,0.0341796,0.0485723,0.0252442,0.0389825,0.0505093,0.0320595,0.015579,0.0162746,0.0248007,0.0268695,0.0170673,0.0126188,0.0105828,0.0207436,0.0396885,0,0.0126116,0.0590938,0.0306754,0,0,0.0168657,0,0,0.0450408,0.0607699,0.0257507,0.0311749,0.0129686,0.0529708,0.0535845,0.0386335,0.125428,0.0432261,0.033448,0.0713508,0.0473983,0.0541201,0.0872523,0.0173632,0.02678,0.0135898,0.0188805,0.0394376,0.0178747,0,0,0,0,0,0,0,0,0
103,0.0526205,0.06584,0,0,0,0,0,0,0.0300636,0,0.0184052,0.0681008,0,0,0.0172362,0,0,0.0402336,0.0715217,0.0225611,0.00664493,0.0119668,0.0340159,0.0483183,0.0251836,0.038927,0.050366,0.0320023,0.0156556,0.016358,0.0247764,0.0268443,0.0170026,0.0125428,0.0107433,0.0209925,0.0396135,0,0.0125506,0.0591106,0.0307956,0,0,0.0168599,0,0,0.0450437,0.0607779,0.0258084,0.0311711,0.0129946,0.052879,0.0531945,0.038603,0.125425,0.0432478,0.033431,0.0713929,0.0474387,0.0541261,0.0872625,0.0174131,0.0263676,0.0136118,0.0188066,0.039416,0.0178219,0,0,0,0,0,0,0,0,0
104,0.052703,0.0657963,0,0,0,0,0,0,0.0301924,0,0.0184019,0.0681997,0,0,0.0172158,0,0,0.0402501,0.0715599,0.0225332,0.00665071,0.0119744,0.0338873,0.0480922,0.0251156,0.0387604,0.0503924,0.031995,0.0156973,0.0164298,0.0247549,0.0268996,0.0169736,0.0124683,0.0106196,0.021117,0.0396672,0,0.0125641,0.0590725,0.0309329,0,0,0.016793,0,0,0.0450166,0.0607556,0.0258228,0.0311871,0.0129992,0.0528257,0.052794,0.0386093,0.125442,0.0432542,0.0334324,0.0713931,0.0475081,0.0541304,0.0872543,0.0174073,0.026032,0.0134722,0.0188633,0.0394165,0.0178096,0,0,0,0,0,0,0,0,0
105,0.0527635,0.0657523,0,0,0,0,0,0,0.0303435,0,0.0183743,0.0682903,0,0,0.0173243,0,0,0.0403125,0.0716018,0.0224843,0.0067948,0.0119565,0.033757,0.0478787,0.0250524,0.038546,0.050544,0.0319831,0.0157286,0.0164759,0.0247168,0.0269123,0.0168655,0.0124272,0.0105561,0.0212086,0.0397755,0,0.012628,0.0590725,0.0310982,0,0,0.0167068,0,0,0.0449596,0.0607115,0.0258187,0.0312522,0.0130027,0.0527975,0.0524115,0.0386475,0.125455,0.0432854,0.0334532,0.0713751,0.047542,0.0541339,0.087234,0.0173291,0.025733,0.0131616,0.0190073,0.0394199,0.0178121,0,0,0,0,0,0,0,0,0
106,0.052834,0.0657072,0,0,0,0,0,0,0.0304331,0,0.0182957,0.0683455,0,0,0.0174527,0,0,0.0404676,0.0716209,0.0224946,0.00683252,0.0119204,0.0336534,0.047678,0.0249923,0.0384365,0.0505219,0.0319842,0.0157537,0.0164679,0.0247747,0.0268938,0.0167836,0.0124007,0.0105961,0.0212911,0.0398634,0,0.0126033,0.0590938,0.031267,0,0,0.0166419,0,0,0.0448876,0.0606827,0.0258095,0.0313086,0.0130114,0.052735,0.0520555,0.0386921,0.125468,0.0433297,0.0334797,0.071348,0.047566,0.0541236,0.0871985,0.0172773,0.0254965,0.0129361,0.0191066,0.0394202,0.0178005,0,0,0,0,0,0,0,0,0
107,0.0529702,0.0656668,0,0,0,0,0,0,0.0306301,0,0.0183878,0.0680508,0,0,0.0175944,0,0,0.0405835,0.0717683,0.0225483,0.00664355,0.012048,0.0335033,0.0475228,0.0251308,0.0382801,0.0503709,0.0321404,0.0158418,0.0164671,0.0247618,0.0269204,0.0165443,0.0123387,0.0108349,0.0213777,0.0391179,0,0.00832513,0.0596118,0.0315149,0,0,0.0165537,0,0,0.0448463,0.0600862,0.0280744,0.0315766,0.0115,0.0525535,0.0516261,0.038905,0.125766,0.0433174,0.0335502,0.0711841,0.0465375,0.0543018,0.0877863,0.018044,0.025306,0.0128832,0.0190841,0.0394157,0.0177124,0,0,0,0,0,0,0,0,0
108,0.0529472,0.0655167,0,0,0,0,0,0,0.0355175,0,0.0175681,0.0682499,0,0,0.0174947,0,0,0.0398238,0.0716429,0.0297877,0.00669787,0.0137782,0.0338884,0.0474525,0.0250275,0.0384843,0.0505176,0.0317515,0.0152549,0.016428,0.0195859,0.0224315,0.0175151,0.0120599,0.0110475,0.0222417,0.0439394,0,0.0142035,0.0589387,0.0318132,0,0,0.0163435,0,0,0.0448841,0.0602901,0.0247943,0.0317477,0.0140739,0.0535329,0.0513152,0.0390421,0.125352,0.0441834,0.0330289,0.0710275,0.0482202,0.053666,0.0866439,0.0176389,0.0253465,0.0131311,0.0192522,0.0393801,0.0177933,0,0,0,0,0,0,0,0,0
109,0.053053,0.0654697,0,0,0,0,0,0,0.0305692,0,0.0183076,0.0685212,0,0,0.0177698,0,0,0.0406332,0.0715583,0.0224351,0.00692803,0.011819,0.0334705,0.0470819,0.0247747,0.0380912,0.0505595,0.0319715,0.0158012,0.0162518,0.0246735,0.0270022,0.0166175,0.0117229,0.0108685,0.0216035,0.0399129,0,0.0123402,0.0590584,0.0318489,0,0,0.0166155,0,0,0.0450425,0.0607028,0.0256125,0.0313473,0.0129194,0.0526551,0.051018,0.0386708,0.125489,0.0433373,0.0334585,0.071344,0.0475488,0.0541289,0.0872258,0.0172818,0.0251908,0.0130652,0.0190428,0.0393243,0.0176844,0,0,0,0,0,0,0,0,0
110,0.0530639,0.0653058,0,0,0,0,0,0,0.0355223,0,0.0175739,0.0683394,0,0,0.0175869,0,0,0.0398819,0.0716249,0.0296704,0.00669959,0.013745,0.0337775,0.047,0.0250139,0.0383004,0.0505503,0.0317305,0.0153134,0.0159864,0.0195959,0.022467,0.0174617,0.0116041,0.010943,0.0224873,0.0439756,0,0.01426,0.0589244,0.0321847,0,0,0.0165007,0,0,0.0451814,0.0603143,0.0248381,0.0316879,0.0140845,0.0534446,0.0506544,0.0391166,0.125303,0.044194,0.0329941,0.0710521,0.0482419,0.0536953,0.0866832,0.017659,0.0251179,0.0131653,0.0194959,0.0393075,0.0177101,0,0,0,0,0,0,0,0,0
111,0.053155,0.0652841,0,0,0,0,0,0,0.0305811,0,0.0183556,0.0685902,0,0,0.0178632,0,0,0.0407784,0.0715502,0.022417,0.00693687,0.0118336,0.0333331,0.0465326,0.0247896,0.0380891,0.0504895,0.0319681,0.0158553,0.015913,0.0247303,0.0270017,0.0165997,0.0116194,0.010786,0.0218206,0.0400716,0,0.0125679,0.0590479,0.0321568,0,0,0.0168272,0,0,0.0452144,0.0607345,0.0258253,0.0312374,0.0129503,0.0525056,0.0504568,0.0387759,0.125421,0.0433576,0.033416,0.0714007,0.0475421,0.0541569,0.0872676,0.0173312,0.0249077,0.012922,0.0193547,0.0392964,0.0176102,0,0,0,0,0,0,0,0,0
112,0.0532305,0.0652183,0,0,0,0,0,0,0.0305816,0,0.0183905,0.0685936,0,0,0.0178559,0,0,0.0408233,0.0715441,0.022331,0.00691557,0.01177,0.0333263,0.046187,0.0247191,0.0380477,0.0504622,0.0319784,0.015863,0.0162278,0.0248865,0.0271014,0.0165172,0.0115731,0.011083,0.0219464,0.0400967,0,0.0125733,0.0589406,0.0322758,0,0,0.0168588,0,0,0.0452052,0.0607882,0.0257775,0.0311542,0.0128585,0.0525001,0.0502928,0.0387563,0.125434,0.0432942,0.0334529,0.0714476,0.0475528,0.0541877,0.0873234,0.0173869,0.0248478,0.0128178,0.0194821,0.039309,0.0176073,0,0,0,0,0,0,0,0,0
113,0.0534111,0.0652314,0,0,0,0,0,0,0.0309262,0,0.0184636,0.068182,0,0,0.0177845,0,0,0.0409825,0.0717214,0.0223879,0.00673134,0.0120238,0.0331913,0.0457803,0.0249775,0.0380234,0.0504164,0.0320926,0.015977,0.0164427,0.0247703,0.0270318,0.0162717,0.0114922,0.0114242,0.0218619,0.0393817,0,0.00859449,0.0594972,0.0324545,0,0,0.0169228,0,0,0.0454171,0.0601456,0.0279329,0.0314041,0.0115354,0.0523005,0.0500403,0.038967,0.125638,0.0433773,0.0334427,0.0713058,0.0465832,0.0543788,0.0879016,0.0179632,0.0246873,0.0127226,0.0194927,0.0393609,0.0174838,0,0,0,0,0,0,0,0,0
114,0.0535022,0.0651759,0,0,0,0,0,0,0.0310533,0,0.018504,0.0681618,0,0,0.0176999,0,0,0.0410865,0.0716944,0.0223606,0.00677839,0.012028,0.0331464,0.0454204,0.024956,0.0379263,0.0503981,0.0320984,0.0159992,0.0164307,0.0248041,0.0270475,0.0161957,0.0114466,0.0111134,0.022198,0.0393611,0,0.00860217,0.0594994,0.0326714,0,0,0.0170928,0,0,0.0455022,0.0601306,0.0278051,0.0313557,0.0115406,0.0522252,0.0498284,0.038942,0.125637,0.0433954,0.0334702,0.0713125,0.046557,0.0543472,0.0879121,0.0178614,0.0246705,0.0127351,0.0195053,0.0393553,0.017398,0,0,0,0,0,0,0,0,0
115,0.0534612,0.0652292,0,0,0,0,0,0,0.0311912,0,0.0186535,0.0686304,0,0,0.0177392,0,0,0.0410624,0.0714049,0.0225194,0.00702189,0.0115714,0.0332729,0.044908,0.0245021,0.037907,0.0503892,0.0319501,0.0157828,0.0161362,0.0249501,0.0271153,0.0161396,0.0111103,0.0115525,0.0220756,0.0401613,0,0.012244,0.058845,0.0328385,0,0,0.0170824,0,0,0.0455495,0.0608569,0.0254325,0.0311463,0.012946,0.0525736,0.0497156,0.038768,0.125268,0.0433886,0.0333418,0.0715462,0.0474501,0.0542086,0.0875054,0.0171728,0.0247644,0.0124271,0.0199163,0.0394628,0.0173676,0,0,0,0,0,0,0,0,0
116,0.0536338,0.0651046,0,0,0,0,0,0,0.0310169,0,0.018484,0.0684745,0,0,0.0177367,0,0,0.041145,0.0714585,0.0223251,0.00690441,0.0118301,0.0333369,0.0445876,0.0247421,0.0382011,0.0503331,0.0319802,0.0160485,0.0163969,0.0249419,0.0271106,0.0162728,0.0111517,0.0114062,0.0221713,0.0400505,0,0.012513,0.0590559,0.0329496,0,0,0.0173865,0,0,0.0456535,0.0608532,0.0254867,0.0309856,0.0128978,0.052318,0.0497649,0.038669,0.125389,0.0432821,0.033446,0.0715156,0.0475107,0.0541911,0.0873726,0.0170419,0.0247146,0.012457,0.0199579,0.0394213,0.0173412,0,0,0,0,0,0,0,0,0
117,0.0537443,0.0650974,0,0,0,0,0,0,0.0308377,0,0.0185182,0.0684162,0,0,0.0177395,0,0,0.041213,0.0713898,0.0224867,0.00683038,0.0118694,0.0334404,0.0441247,0.024795,0.038345,0.0502619,0.0319821,0.0160113,0.016493,0.0249368,0.0270753,0.0162832,0.0110837,0.0116028,0.022321,0.0400751,0,0.012482,0.0590437,0.0331165,0,0,0.0176176,0,0,0.0457445,0.0608975,0.0254921,0.0309464,0.0128601,0.0523604,0.0497435,0.038644,0.125384,0.0432954,0.0334248,0.0715295,0.0475581,0.0543917,0.0873926,0.017032,0.024766,0.012512,0.0199716,0.0394966,0.017246,0,0,0,0,0,0,0,0,0
118,0.0538339,0.0650381,0,0,0,0,0,0,0.0308601,0,0.0185475,0.0683492,0,0,0.0176974,0,0,0.0412566,0.0713398,0.0225371,0.00675694,0.0118662,0.0335425,0.0436642,0.0248544,0.0382448,0.0502162,0.0319997,0.0159839,0.016722,0.024938,0.0270187,0.016353,0.0110548,0.0117445,0.0225759,0.0401072,0,0.0124703,0.0590535,0.0332447,0,0,0.0178918,0,0,0.045756,0.0609045,0.0255105,0.0308466,0.0128479,0.0523755,0.0497125,0.0385819,0.125376,0.043284,0.0334211,0.0715627,0.0476044,0.0544362,0.0874522,0.0170477,0.0248819,0.0125881,0.0198337,0.0395403,0.017181,0,0,0,0,0,0,0,0,0
119,0.0539099,0.0649883,0,0,0,0,0,0,0.0309503,0,0.0185452,0.0683045,0,0,0.0175868,0,0,0.0413197,0.0713109,0.0225809,0.00668615,0.0119137,0.0336122,0.043172,0.0249161,0.0382393,0.0501462,0.0320359,0.0159786,0.0167527,0.0249275,0.0269864,0.016354,0.0109264,0.0115931,0.0225505,0.0400786,0,0.0124651,0.0589239,0.0333337,0,0,0.0182167,0,0,0.0458341,0.0608413,0.0255864,0.0307684,0.0128759,0.0523272,0.0497037,0.0385409,0.12534,0.0432891,0.0333814,0.0715942,0.0476456,0.054356,0.0874879,0.017033,0.0249379,0.0126081,0.0198267,0.0396065,0.0171145,0,0,0,0,0,0,0,0,0
120,0.0539716,0.0649553,0,0,0,0,0,0,0.0310355,0,0.0185755,0.0682896,0,0,0.0174874,0,0,0.0414052,0.0713384,0.0225907,0.00663355,0.0118846,0.0336722,0.0426848,0.0249178,0.0382856,0.0499808,0.0320855,0.015956,0.0166542,0.0249935,0.027064,0.0162544,0.0108053,0.0116529,0.0225545,0.0399044,0,0.0124507,0.0586769,0.0334038,0,0,0.0185104,0,0,0.0459534,0.0607645,0.0256344,0.0307292,0.012864,0.0522871,0.0497434,0.038545,0.125347,0.0431308,0.0333625,0.071598,0.0476499,0.05446,0.087469,0.0170529,0.0250075,0.0125981,0.0199943,0.0396808,0.0170439,0,0,0,0,0,0,0,0,0
121,0.0540282,0.0649529,0,0,0,0,0,0,0.0310741,0,0.0185585,0.0682582,0,0,0.0173677,0,0,0.0415791,0.0714208,0.0226331,0.00658166,0.0119144,0.0337708,0.042183,0.0249494,0.0383087,0.0499749,0.0321432,0.0160107,0.0166141,0.0250211,0.027144,0.0162729,0.0107345,0.0117654,0.0226223,0.039871,0,0.0124649,0.0587099,0.0334045,0,0,0.0188363,0,0,0.0460531,0.0606903,0.0256271,0.0306114,0.0128762,0.0522292,0.0497819,0.0385237,0.12536,0.043011,0.033357,0.071616,0.0476748,0.0545513,0.0874531,0.0170445,0.0250723,0.0126456,0.0201085,0.0397482,0.0169915,0,0,0,0,0,0,0,0,0
122,0.0540821,0.0649639,0,0,0,0,0,0,0.0311778,0,0.018547,0.0682686,0,0,0.0172423,0,0,0.0416757,0.0715501,0.0226983,0.00661982,0.0119178,0.0338546,0.0416401,0.0249684,0.0383517,0.0500704,0.0321611,0.0160693,0.0165775,0.024984,0.0271575,0.0163063,0.0106284,0.0118479,0.0226965,0.039896,0,0.0124547,0.0588536,0.033386,0,0,0.0191124,0,0,0.0460995,0.0606572,0.0256126,0.0305149,0.0128905,0.0522007,0.0497803,0.038492,0.125334,0.0429551,0.0333251,0.071654,0.0477043,0.0546121,0.0874806,0.0170091,0.02507,0.0127069,0.0201392,0.03982,0.0169365,0,0,0,0,0,0,0,0,0
123,0.0541181,0.0649386,0,0,0,0,0,0,0.0310956,0,0.0185371,0.0682603,0,0,0.0171195,0,0,0.0416852,0.0716088,0.0227048,0.00663937,0.0118853,0.0339004,0.0411434,0.0249511,0.0383498,0.0501594,0.0321751,0.0161243,0.0165591,0.0249301,0.0272365,0.0163219,0.0105129,0.0118344,0.0228242,0.039822,0,0.0124825,0.0588716,0.0333636,0,0,0.0193375,0,0,0.0460981,0.0606696,0.025593,0.0304215,0.0128863,0.0521635,0.049769,0.0384264,0.125321,0.0429178,0.0333312,0.0716957,0.0477389,0.0546535,0.0875263,0.0170318,0.0250631,0.0128047,0.0201676,0.0398869,0.0169119,0,0,0,0,0,0,0,0,0
124,0.0541498,0.0649394,0,0,0,0,0,0,0.0307508,0,0.0184711,0.068247,0,0,0.0169797,0,0,0.0417622,0.0716191,0.0228202,0.00668061,0.0118745,0.0339124,0.0406094,0.0249655,0.0383725,0.0502205,0.0321927,0.0161175,0.0165241,0.024885,0.0272325,0.0162886,0.0103994,0.0118291,0.0229578,0.0397603,0,0.0124996,0.0588967,0.0333589,0,0,0.0195383,0,0,0.0461568,0.0606479,0.0255991,0.030346,0.0129158,0.0520636,0.0497244,0.0383801,0.125297,0.0428948,0.0333311,0.0717432,0.0477795,0.0546787,0.0875466,0.0170112,0.0250279,0.0129164,0.0201997,0.0399649,0.0168649,0,0,0,0,0,0,0,0,0
