Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75
All Timesteps RMSE,0.0527137,0.0612419,0,0,0,0,0,0,0.0306155,0,0.0191291,0.0682718,0,0,0.0254309,0,0,0.0382293,0.0703576,0.0236788,0.00966949,0.0121007,0.0365507,0.0417614,0.0254524,0.0405125,0.0513024,0.0320681,0.0147689,0.0143144,0.024044,0.0263168,0.0209604,0.0182286,0.0108106,0.0228949,0.0471777,0,0.00953486,0.0600553,0.0401143,0,0,0.0223297,0,0,0.0428884,0.0605345,0.0305952,0.0299939,0.0122255,0.0538334,0.0512695,0.037982,0.12585,0.0420194,0.0340705,0.0690512,0.0452056,0.0519884,0.0846704,0.0222068,0.0248168,0.0115684,0.0231984,0.0388198,0.0235307,0,0,0,0,0,0,0,0,0
0,0.0503604,0.0700511,0,0,0,0,0,0,0.0331354,0,0.0175142,0.0706804,0,0,0.0185612,0,0,0.039247,0.0707833,0.0211504,0.00814131,0.0121107,0.0306027,0.039291,0.0242145,0.0382896,0.0497089,0.0309217,0.0157101,0.0157938,0.0244741,0.0261562,0.0136573,0.00646532,0.0106896,0.020858,0.0451185,0,0.00795357,0.060107,0.0311979,0,0,0.0130565,0,0,0.0421658,0.0605466,0.0287946,0.0302137,0.010012,0.0495571,0.0486937,0.0369357,0.124944,0.040691,0.0333411,0.0702799,0.0451179,0.0538127,0.0871245,0.0157098,0.0257411,0.012065,0.0214226,0.0437486,0.0191939,0,0,0,0,0,0,0,0,0
1,0.0504726,0.0700265,0,0,0,0,0,0,0.0331234,0,0.0175466,0.0706077,0,0,0.0188941,0,0,0.0391422,0.0708328,0.0211852,0.00815552,0.0120879,0.0304225,0.0392225,0.0242103,0.0382971,0.0496409,0.0308756,0.0157493,0.015799,0.0244381,0.0261658,0.0136471,0.00638961,0.0106777,0.0208462,0.0452305,0,0.00791021,0.0603149,0.0311938,0,0,0.0132491,0,0,0.0421105,0.0604452,0.0288123,0.0300883,0.0100073,0.0494612,0.0482985,0.0369308,0.124935,0.0406857,0.0333305,0.0703366,0.0451365,0.0538823,0.0871434,0.0157261,0.0255041,0.0121705,0.0213711,0.0438479,0.0191418,0,0,0,0,0,0,0,0,0
2,0.050581,0.0699637,0,0,0,0,0,0,0.0372102,0,0.0175526,0.0704278,0,0,0.0194486,0,0,0.0381114,0.0708112,0.0267663,0.00763068,0.0132465,0.0305865,0.0392136,0.024106,0.0385379,0.0496723,0.030664,0.0148583,0.0151464,0.020711,0.0228053,0.0123068,0.00647307,0.0110807,0.0216906,0.0506116,0,0.0104954,0.0601653,0.0315118,0,0,0.0130885,0,0,0.0418763,0.0599044,0.0273768,0.030584,0.0111712,0.0504974,0.0478605,0.0374508,0.124789,0.0417547,0.0327383,0.0698207,0.0458909,0.053073,0.0862784,0.0193948,0.025472,0.0123517,0.021815,0.0439582,0.0191314,0,0,0,0,0,0,0,0,0
3,0.0506476,0.0699263,0,0,0,0,0,0,0.0372148,0,0.0175936,0.0704637,0,0,0.0199279,0,0,0.0379858,0.0708489,0.0268147,0.00779571,0.013237,0.0304326,0.0390514,0.0240705,0.038521,0.0496446,0.030665,0.0148844,0.0151561,0.0206472,0.0227422,0.0123567,0.00634117,0.0112573,0.0217134,0.0506935,0,0.0106513,0.0602285,0.0315306,0,0,0.0133016,0,0,0.0417217,0.0599042,0.027392,0.030642,0.0111756,0.0504791,0.0475138,0.0374442,0.124802,0.0417253,0.0327948,0.0698541,0.0458678,0.0530885,0.0863108,0.0194751,0.0252379,0.012403,0.0218648,0.0439914,0.0190733,0,0,0,0,0,0,0,0,0
4,0.0507177,0.0698666,0,0,0,0,0,0,0.0372164,0,0.0176296,0.070465,0,0,0.0204366,0,0,0.0378111,0.0709026,0.026832,0.0079582,0.0132046,0.030303,0.0388542,0.024049,0.03851,0.0496232,0.0306758,0.0149051,0.0152026,0.0206156,0.0227139,0.0123865,0.00623063,0.0114175,0.0217488,0.0507719,0,0.0106943,0.0602617,0.0315678,0,0,0.0135387,0,0,0.0415596,0.0598998,0.0273042,0.0306914,0.0111767,0.0504507,0.0471718,0.0374387,0.12481,0.0417156,0.0328184,0.069873,0.0458558,0.0530734,0.0863317,0.0195285,0.0249757,0.0124514,0.0219488,0.0440036,0.0190068,0,0,0,0,0,0,0,0,0
5,0.05081,0.0697969,0,0,0,0,0,0,0.037165,0,0.0176719,0.0704134,0,0,0.0209648,0,0,0.0376972,0.0709484,0.0267952,0.00812923,0.0131681,0.0302172,0.0386775,0.0240476,0.0385255,0.0496044,0.0306855,0.0149192,0.0152713,0.0206442,0.0227274,0.0124185,0.00596726,0.0115781,0.0218127,0.0508589,0,0.0106244,0.0602796,0.0316394,0,0,0.0138539,0,0,0.0415116,0.0598969,0.0271693,0.0307027,0.0111585,0.0504347,0.0468111,0.037426,0.124814,0.0417209,0.0328257,0.0698771,0.0458414,0.0530694,0.0863366,0.0195606,0.0247064,0.0125662,0.0219189,0.0439984,0.0189455,0,0,0,0,0,0,0,0,0
6,0.0508867,0.0697416,0,0,0,0,0,0,0.0329864,0,0.017787,0.0705385,0,0,0.0211188,0,0,0.0385725,0.071038,0.0211935,0.00883973,0.0119416,0.0297927,0.0384321,0.0241292,0.0383763,0.0495122,0.0309234,0.0158415,0.0158418,0.0243807,0.0260851,0.0137582,0.00529943,0.0111322,0.0212943,0.0454334,0,0.00810196,0.060612,0.0314265,0,0,0.0144913,0,0,0.0417091,0.0603879,0.0286759,0.0302193,0.0100357,0.0493109,0.0465532,0.0368812,0.124969,0.0406371,0.0334468,0.0704422,0.0450838,0.0539556,0.087245,0.0157916,0.0243298,0.0124116,0.0215786,0.043907,0.0188279,0,0,0,0,0,0,0,0,0
7,0.0509845,0.0696724,0,0,0,0,0,0,0.032913,0,0.0178345,0.0705543,0,0,0.0215416,0,0,0.0384431,0.0710539,0.0211943,0.00873742,0.0119537,0.0297404,0.0382856,0.0241296,0.0384254,0.04948,0.0309181,0.0158316,0.0157665,0.0243579,0.0260554,0.0138279,0.00499824,0.0111744,0.0214528,0.0454822,0,0.00810846,0.060596,0.0315515,0,0,0.0148012,0,0,0.041786,0.0604058,0.0287711,0.0302155,0.0100007,0.0493084,0.0462461,0.0368777,0.124992,0.0406322,0.0334119,0.07043,0.0451075,0.0539879,0.0872677,0.0158625,0.0241767,0.012562,0.0214557,0.0438788,0.0187262,0,0,0,0,0,0,0,0,0
8,0.0510819,0.06959,0,0,0,0,0,0,0.0328274,0,0.0178707,0.0705928,0,0,0.0219954,0,0,0.0383263,0.071066,0.0211546,0.00848023,0.0119311,0.0297103,0.0381071,0.0241187,0.0384487,0.0494665,0.0308756,0.0158074,0.015732,0.0243207,0.0260297,0.0139077,0.00467891,0.0112139,0.0216825,0.0455399,0,0.0080992,0.0605527,0.0316921,0,0,0.015059,0,0,0.0418319,0.0604417,0.0287898,0.030217,0.010057,0.049321,0.0459109,0.0368928,0.125017,0.0406078,0.0334254,0.0704433,0.0451055,0.0540073,0.0872869,0.0158804,0.0240324,0.0126926,0.0214574,0.0438191,0.0186434,0,0,0,0,0,0,0,0,0
9,0.0511689,0.0695312,0,0,0,0,0,0,0.0327393,0,0.0178489,0.0705791,0,0,0.0224775,0,0,0.0382725,0.0710899,0.0210915,0.00838996,0.0119072,0.0297034,0.037879,0.0241077,0.0384704,0.0494496,0.0308158,0.0157954,0.0157034,0.0243182,0.0260209,0.0139996,0.00456017,0.0112853,0.0218252,0.0456173,0,0.00806301,0.0605367,0.0318295,0,0,0.0152459,0,0,0.041806,0.0604642,0.0287231,0.0302349,0.0100715,0.0493545,0.0455503,0.0369025,0.125008,0.040584,0.0335167,0.070439,0.0450806,0.0539752,0.0872943,0.0158552,0.0238288,0.0127619,0.021544,0.0437773,0.0185612,0,0,0,0,0,0,0,0,0
10,0.0512534,0.0694679,0,0,0,0,0,0,0.0326426,0,0.0177454,0.0704737,0,0,0.0228924,0,0,0.0382055,0.0711338,0.0210329,0.00850753,0.0119141,0.0297134,0.0376655,0.0241134,0.038509,0.0494225,0.0307741,0.0158091,0.0157672,0.02434,0.0260001,0.0141342,0.00444868,0.0114463,0.021924,0.0457948,0,0.0081057,0.0605926,0.0319427,0,0,0.0154309,0,0,0.0417723,0.0604607,0.0287464,0.0302138,0.0100616,0.0493627,0.0451859,0.0368881,0.125031,0.0405665,0.0335256,0.0704366,0.0450676,0.0539945,0.0872895,0.0158301,0.0234167,0.0128147,0.0215957,0.0437536,0.0185174,0,0,0,0,0,0,0,0,0
11,0.0513026,0.0695072,0,0,0,0,0,0,0.0326847,0,0.0178989,0.0703878,0,0,0.02322,0,0,0.0381441,0.0711446,0.0210287,0.0087104,0.0119111,0.029796,0.0374635,0.0241,0.038559,0.0494101,0.0307609,0.0157868,0.0158231,0.0243252,0.0259568,0.0141249,0.00426724,0.0114085,0.0221523,0.0458978,0,0.00816223,0.0606809,0.0321652,0,0,0.0156362,0,0,0.0417594,0.0604583,0.0288184,0.0301782,0.0100474,0.0494329,0.0445714,0.0368926,0.125078,0.0405538,0.033515,0.0704551,0.045059,0.0540527,0.0873062,0.0158531,0.0226724,0.0130557,0.021594,0.0438209,0.0184189,0,0,0,0,0,0,0,0,0
12,0.0514592,0.069175,0,0,0,0,0,0,0.0327121,0,0.0180332,0.0706068,0,0,0.0235419,0,0,0.0381241,0.0711588,0.0210037,0.00872375,0.0118932,0.0297254,0.037063,0.0240646,0.0385417,0.0493741,0.0307536,0.0157821,0.0157267,0.0242974,0.0259363,0.0141059,0.00405051,0.0114932,0.0223357,0.0459232,0,0.00809638,0.0609392,0.0319943,0,0,0.015813,0,0,0.0418383,0.0604893,0.0287835,0.0302106,0.0100703,0.0494446,0.0446751,0.0369043,0.1251,0.0405436,0.0335989,0.0704662,0.0450632,0.0540868,0.0873307,0.0158872,0.0230187,0.0131533,0.0216559,0.0435993,0.0186197,0,0,0,0,0,0,0,0,0
13,0.0515052,0.0681531,0,0,0,0,0,0,0.0363779,0,0.0178673,0.0710974,0,0,0.0242668,0,0,0.03732,0.0710509,0.0260245,0.00833067,0.0129675,0.0292898,0.0376917,0.0239604,0.03867,0.0494689,0.0305524,0.0148771,0.0150672,0.0209524,0.0228908,0.0128956,0.00447813,0.0117,0.0232407,0.0514411,0,0.0105888,0.0614548,0.0325988,0,0,0.0156502,0,0,0.0418468,0.059901,0.0272416,0.0310264,0.0111841,0.0502079,0.0449126,0.0375849,0.124962,0.0417822,0.0330513,0.0697919,0.0457318,0.0531186,0.0863569,0.0199713,0.023546,0.0133776,0.0221084,0.0428736,0.018712,0,0,0,0,0,0,0,0,0
14,0.0516668,0.0686775,0,0,0,0,0,0,0.0363082,0,0.0178826,0.0709589,0,0,0.0245183,0,0,0.0371818,0.0710815,0.025895,0.00792787,0.0129469,0.0297526,0.0364064,0.0239379,0.0384313,0.0494349,0.0305103,0.0148794,0.015035,0.0209883,0.0229214,0.012925,0.00415552,0.0119073,0.0232918,0.0516633,0,0.0105726,0.0612726,0.032277,0,0,0.0158028,0,0,0.0418231,0.0599516,0.0271397,0.0307841,0.0112421,0.0504175,0.0445703,0.0375445,0.124954,0.0417414,0.0331145,0.0698296,0.045798,0.0531591,0.0864244,0.0201096,0.0233596,0.0133183,0.0221897,0.0434159,0.0187666,0,0,0,0,0,0,0,0,0
15,0.0518156,0.0679931,0,0,0,0,0,0,0.0359822,0,0.0179002,0.0704595,0,0,0.024389,0,0,0.0370574,0.0710704,0.0255583,0.00788511,0.0129001,0.0298101,0.0373162,0.0239814,0.038483,0.0494292,0.030422,0.0148671,0.0149542,0.0211915,0.0230758,0.0131027,0.00494803,0.0119711,0.0231984,0.0515142,0,0.0105871,0.0607955,0.033007,0,0,0.016033,0,0,0.0418395,0.0598878,0.0271814,0.0309461,0.0111864,0.050516,0.044081,0.037608,0.124963,0.0418105,0.0330854,0.0697836,0.0457659,0.0531062,0.0863848,0.0200897,0.022789,0.0133552,0.0222795,0.0429539,0.018691,0,0,0,0,0,0,0,0,0
16,0.0518827,0.0678022,0,0,0,0,0,0,0.0358228,0,0.0179349,0.0703001,0,0,0.0245323,0,0,0.036986,0.0710656,0.0252373,0.00784461,0.0128486,0.029821,0.0371438,0.0240012,0.0385588,0.0494323,0.0304162,0.0148674,0.0148293,0.0213773,0.0232276,0.0131654,0.00494624,0.0119478,0.0232616,0.0514784,0,0.0106132,0.0605897,0.0332424,0,0,0.0161778,0,0,0.0417738,0.0598891,0.0272611,0.0309847,0.0111899,0.0505338,0.0437528,0.0375748,0.124957,0.0418399,0.0330896,0.0698045,0.0457628,0.0531251,0.08641,0.0201102,0.0223705,0.0133197,0.0223829,0.0428812,0.0186711,0,0,0,0,0,0,0,0,0
17,0.0519448,0.0677188,0,0,0,0,0,0,0.0356275,0,0.0179669,0.0703259,0,0,0.0246557,0,0,0.0368936,0.0710384,0.0249007,0.00781336,0.0128488,0.0298567,0.0368024,0.0240079,0.0384099,0.0494415,0.0304562,0.0148316,0.014723,0.0215713,0.0233858,0.0131962,0.00491317,0.0119286,0.0234055,0.0515019,0,0.0106137,0.0605814,0.033406,0,0,0.0162748,0,0,0.0417483,0.0598825,0.0273006,0.0309839,0.0112071,0.0505354,0.0434105,0.037579,0.124962,0.0418635,0.0330889,0.0698094,0.0457594,0.0531187,0.0864305,0.020112,0.0224332,0.0133129,0.022472,0.0428868,0.0186451,0,0,0,0,0,0,0,0,0
18,0.0520027,0.0676373,0,0,0,0,0,0,0.0352308,0,0.017988,0.0703657,0,0,0.0247709,0,0,0.0367845,0.0710104,0.0244776,0.00780783,0.0128507,0.0298765,0.0363856,0.0240054,0.0380815,0.0494595,0.0304814,0.0147812,0.0146489,0.021793,0.0235765,0.013198,0.0048893,0.0120311,0.0235549,0.051497,0,0.0106079,0.0605905,0.0335447,0,0,0.0163606,0,0,0.0417891,0.0598539,0.0272727,0.0309721,0.0112375,0.0505163,0.0430469,0.0376224,0.124976,0.0418725,0.0330663,0.0698284,0.0457567,0.0531417,0.0864429,0.0200866,0.022452,0.0133462,0.0225501,0.0429221,0.0186349,0,0,0,0,0,0,0,0,0
19,0.0520421,0.0675561,0,0,0,0,0,0,0.0346395,0,0.0180392,0.0703585,0,0,0.0248349,0,0,0.0366687,0.0710021,0.0240013,0.0078031,0.0128146,0.0298518,0.0359408,0.0239901,0.0379974,0.0494813,0.0304954,0.0147684,0.0145761,0.0220523,0.0237865,0.0132253,0.00485858,0.0120777,0.0236891,0.0514943,0,0.010572,0.0605775,0.0336717,0,0,0.0164467,0,0,0.0417934,0.0598324,0.027224,0.0309673,0.0112576,0.0504933,0.042612,0.0376539,0.124989,0.0418987,0.0330631,0.0698407,0.0457526,0.0531783,0.0864666,0.0200421,0.0224046,0.0134058,0.0225355,0.042971,0.018641,0,0,0,0,0,0,0,0,0
20,0.0520626,0.0674909,0,0,0,0,0,0,0.0343318,0,0.0180939,0.07031,0,0,0.0249097,0,0,0.0366714,0.0710115,0.0236463,0.00780741,0.0127881,0.0298511,0.0355029,0.0239795,0.0380591,0.0494854,0.0305016,0.014728,0.0145228,0.0222692,0.0239441,0.0132521,0.00478431,0.0120768,0.0237963,0.0515559,0,0.0105564,0.0605825,0.0338445,0,0,0.0165142,0,0,0.0417577,0.0598416,0.0272462,0.0309567,0.0112794,0.0504772,0.0422588,0.0376312,0.12498,0.0419556,0.0331376,0.0698472,0.0457601,0.0531681,0.0864887,0.0200042,0.0223585,0.0134895,0.0224506,0.0430056,0.018635,0,0,0,0,0,0,0,0,0
21,0.0520779,0.0674312,0,0,0,0,0,0,0.0342987,0,0.0181413,0.0702922,0,0,0.0249985,0,0,0.0365963,0.0710117,0.0233654,0.00778514,0.0127849,0.0298649,0.0350376,0.0239787,0.0381386,0.0494966,0.030505,0.0146072,0.0145235,0.0224105,0.0240471,0.013307,0.00474228,0.0122282,0.0237671,0.0515501,0,0.0105662,0.0605718,0.0340158,0,0,0.0165655,0,0,0.041768,0.0598498,0.0272903,0.0309216,0.0112959,0.050453,0.0419557,0.0376502,0.124964,0.0419818,0.0331419,0.0698723,0.0457737,0.0531737,0.0864841,0.0199409,0.0223151,0.0135464,0.0224885,0.043027,0.0186398,0,0,0,0,0,0,0,0,0
22,0.0520989,0.0673861,0,0,0,0,0,0,0.0343682,0,0.0181554,0.0703335,0,0,0.0250661,0,0,0.0366034,0.0709977,0.0231779,0.00776022,0.0127938,0.0298534,0.0345762,0.0240158,0.0382206,0.0495345,0.0305149,0.0145705,0.0145656,0.0224708,0.0240801,0.0133616,0.00472739,0.01227,0.0237667,0.0515147,0,0.010585,0.0605747,0.0341915,0,0,0.0165811,0,0,0.0418072,0.059834,0.0272988,0.0308996,0.0113126,0.0504232,0.0416683,0.0376712,0.124937,0.0420004,0.0331308,0.0699092,0.0457826,0.0532024,0.0864746,0.0198733,0.0222471,0.0135636,0.0226776,0.0430227,0.0186276,0,0,0,0,0,0,0,0,0
23,0.0521192,0.0673602,0,0,0,0,0,0,0.0342134,0,0.0181453,0.0703566,0,0,0.0250765,0,0,0.0365813,0.0709776,0.0229792,0.00775797,0.0127914,0.029818,0.0341108,0.0240487,0.0382883,0.0495549,0.030528,0.014758,0.0145613,0.0224811,0.0240679,0.013346,0.00472917,0.0122464,0.0237391,0.051498,0,0.0106557,0.0606253,0.0343568,0,0,0.0165684,0,0,0.0418213,0.0598325,0.0272679,0.0308709,0.0113246,0.050401,0.0414027,0.0376699,0.124915,0.0419599,0.0331775,0.0699484,0.0458009,0.053228,0.0864563,0.0197919,0.0221667,0.0135265,0.0228076,0.0430207,0.0185813,0,0,0,0,0,0,0,0,0
24,0.0521064,0.0673504,0,0,0,0,0,0,0.0342292,0,0.0181238,0.0704027,0,0,0.0250544,0,0,0.036579,0.0709629,0.0228273,0.00777985,0.012782,0.0297847,0.033613,0.0240344,0.0382734,0.0495403,0.0305637,0.0148481,0.0145221,0.0224411,0.0240238,0.0132438,0.00474727,0.0120804,0.0237782,0.0513524,0,0.0106527,0.0606966,0.0344982,0,0,0.0166251,0,0,0.0417641,0.0598437,0.0271351,0.0308096,0.0113424,0.0503635,0.0411797,0.0376219,0.124885,0.0418195,0.0331312,0.0699681,0.0458105,0.0532478,0.086451,0.0196586,0.0220772,0.0135853,0.0227927,0.043033,0.0185405,0,0,0,0,0,0,0,0,0
25,0.0520744,0.0673659,0,0,0,0,0,0,0.0343316,0,0.0181511,0.0704217,0,0,0.0250408,0,0,0.0365415,0.0709699,0.0229831,0.00779663,0.0127815,0.0297873,0.0331529,0.0239967,0.0382123,0.0495368,0.0305995,0.0148499,0.0144809,0.0224155,0.0239772,0.0130566,0.00477799,0.0120846,0.0238532,0.0509457,0,0.0107028,0.0606896,0.0346089,0,0,0.0166239,0,0,0.0417199,0.05986,0.0271065,0.0307676,0.0113556,0.050371,0.040916,0.0375839,0.124857,0.041701,0.0330318,0.0700078,0.0458466,0.0532683,0.0864802,0.019584,0.0220209,0.0135631,0.022805,0.0430491,0.0185404,0,0,0,0,0,0,0,0,0
26,0.0520392,0.0673753,0,0,0,0,0,0,0.0341651,0,0.0182371,0.0703755,0,0,0.025041,0,0,0.0364972,0.0709655,0.0229581,0.00769287,0.0127841,0.0297566,0.0327459,0.0239786,0.0381413,0.0495727,0.0306083,0.0148465,0.0144601,0.0224604,0.0239938,0.0128967,0.00481489,0.012068,0.0238634,0.0503167,0,0.0106638,0.0604245,0.0347435,0,0,0.0166325,0,0,0.0417619,0.0599059,0.0272104,0.0307655,0.0113676,0.0503323,0.0406388,0.0374926,0.124782,0.0417063,0.032946,0.0700514,0.0459007,0.0532846,0.0865246,0.019528,0.0220536,0.0135865,0.0228809,0.0430566,0.0185123,0,0,0,0,0,0,0,0,0
27,0.0520149,0.0673561,0,0,0,0,0,0,0.0336188,0,0.0184439,0.0702866,0,0,0.0250289,0,0,0.036441,0.07098,0.0226287,0.00760058,0.0127828,0.0296616,0.0323343,0.0239959,0.0382577,0.0495659,0.0305948,0.0148696,0.0144546,0.0226446,0.0241115,0.0128952,0.00483481,0.0120895,0.0239085,0.050032,0,0.0106542,0.060074,0.0348885,0,0,0.0166546,0,0,0.0419384,0.0599126,0.0272848,0.0307518,0.0113989,0.0502247,0.0403861,0.0373945,0.124709,0.0418046,0.032845,0.0700729,0.0459612,0.0533166,0.086559,0.0193778,0.0220774,0.0135961,0.0230616,0.0430239,0.0184334,0,0,0,0,0,0,0,0,0
28,0.0519467,0.0674136,0,0,0,0,0,0,0.0333904,0,0.0185169,0.0704424,0,0,0.0249762,0,0,0.0364073,0.0710099,0.0223535,0.00778377,0.0127671,0.029547,0.0319461,0.0239722,0.0382234,0.0495129,0.0305794,0.0148335,0.0144713,0.0227705,0.0241697,0.0128884,0.00491134,0.0120697,0.02395,0.0501889,0,0.0106594,0.0604357,0.0350956,0,0,0.0167602,0,0,0.0420133,0.0598997,0.0273099,0.030625,0.0114246,0.0500918,0.0400211,0.0373805,0.124733,0.041989,0.0328511,0.0700326,0.0459684,0.0533121,0.0865509,0.0193561,0.0218876,0.0135719,0.0231607,0.0430467,0.0183112,0,0,0,0,0,0,0,0,0
29,0.0520336,0.0671837,0,0,0,0,0,0,0.0334749,0,0.0185025,0.0705229,0,0,0.0249221,0,0,0.0363454,0.0710313,0.0222396,0.00799633,0.012736,0.029452,0.03139,0.0239479,0.0380719,0.0494944,0.0305485,0.0147838,0.0144584,0.0227834,0.0241756,0.0128116,0.0049098,0.0120975,0.0239906,0.0504564,0,0.0106856,0.0606825,0.035085,0,0,0.0168432,0,0,0.0419881,0.0599044,0.0272897,0.0305243,0.0114499,0.0499624,0.0400274,0.0373932,0.124733,0.0421544,0.0328368,0.0701333,0.0459863,0.0532949,0.0865869,0.0193295,0.0221448,0.0135628,0.0230984,0.0428892,0.0184398,0,0,0,0,0,0,0,0,0
30,0.0520871,0.0669283,0,0,0,0,0,0,0.0337977,0,0.0184894,0.0705115,0,0,0.0248976,0,0,0.0363114,0.0710351,0.022268,0.00807239,0.01275,0.029248,0.0308272,0.0239277,0.0380664,0.0495215,0.0305318,0.014749,0.0144361,0.0227251,0.0241922,0.0128103,0.00484141,0.011984,0.0241008,0.0506364,0,0.0107092,0.0605947,0.035065,0,0,0.0168907,0,0,0.0418087,0.059925,0.027252,0.0304902,0.0114821,0.0497773,0.0400446,0.0374161,0.124711,0.0423261,0.032819,0.0703924,0.0460134,0.0532521,0.0866459,0.0192759,0.0224225,0.0135735,0.0230155,0.0426992,0.0185524,0,0,0,0,0,0,0,0,0
31,0.052319,0.0656601,0,0,0,0,0,0,0.034094,0,0.0185436,0.0703533,0,0,0.0246562,0,0,0.0363794,0.0710543,0.0221807,0.00793402,0.0127326,0.0291864,0.0324102,0.0238958,0.03811,0.0495427,0.0305236,0.0147471,0.0143914,0.0227576,0.0243268,0.012861,0.00568922,0.0122861,0.0239351,0.0505582,0,0.0107919,0.0602417,0.0359592,0,0,0.0170235,0,0,0.0417839,0.0599349,0.0272206,0.0305748,0.0115014,0.0497638,0.0398788,0.0374266,0.124648,0.0422908,0.0327435,0.0705469,0.0460785,0.0533879,0.0866649,0.0191257,0.0221604,0.0134584,0.0231515,0.0417356,0.0188354,0,0,0,0,0,0,0,0,0
32,0.0521707,0.0666846,0,0,0,0,0,0,0.0342688,0,0.0185345,0.070438,0,0,0.024898,0,0,0.036324,0.0711016,0.022108,0.00792077,0.0127049,0.0290502,0.0298674,0.0238426,0.038061,0.0494919,0.0305545,0.0147951,0.0144145,0.0227629,0.0243489,0.0128518,0.00491089,0.0119573,0.0241635,0.050607,0,0.010837,0.0601593,0.0351135,0,0,0.0169597,0,0,0.0416851,0.059932,0.0272194,0.0305744,0.0115283,0.0496824,0.0397223,0.0374044,0.124619,0.0420459,0.0327162,0.0705359,0.0461351,0.0535041,0.0866877,0.0191162,0.0224221,0.0134067,0.023174,0.0425491,0.0186807,0,0,0,0,0,0,0,0,0
33,0.0521652,0.0666483,0,0,0,0,0,0,0.0343868,0,0.0184715,0.0705022,0,0,0.0248332,0,0,0.0362137,0.071148,0.0221421,0.00795289,0.0126848,0.0289623,0.0295161,0.0237779,0.0380537,0.0494484,0.0306075,0.0148417,0.0144342,0.0226963,0.0242474,0.0127678,0.00502062,0.0118989,0.0241357,0.0505392,0,0.0108313,0.0602165,0.0352231,0,0,0.0169037,0,0,0.0416941,0.059941,0.0272485,0.0305336,0.0115197,0.0496534,0.0394413,0.0373661,0.124588,0.0419406,0.0327048,0.0704447,0.0461638,0.0534936,0.0866778,0.0190851,0.0222853,0.0134519,0.0231946,0.042525,0.0186995,0,0,0,0,0,0,0,0,0
34,0.0521397,0.0665905,0,0,0,0,0,0,0.0343888,0,0.0184175,0.0705604,0,0,0.0247335,0,0,0.0361256,0.0711989,0.0223041,0.00802434,0.0127254,0.0288378,0.02918,0.0237226,0.0380225,0.0494272,0.0306998,0.0148505,0.01443,0.0225435,0.0240814,0.012664,0.00514988,0.0118933,0.024088,0.0504261,0,0.0107881,0.0603017,0.0353444,0,0,0.0167836,0,0,0.0416631,0.0599607,0.027256,0.0304738,0.01153,0.0495977,0.039166,0.0373202,0.124552,0.0419085,0.0326808,0.0703763,0.0461746,0.0534677,0.0866745,0.0190122,0.0221421,0.0134316,0.0232378,0.0425003,0.01874,0,0,0,0,0,0,0,0,0
35,0.0521057,0.0665364,0,0,0,0,0,0,0.0344143,0,0.0183788,0.0705798,0,0,0.0246242,0,0,0.0361122,0.0712243,0.0224238,0.00804755,0.0127518,0.0287016,0.0288318,0.0236929,0.0380539,0.0494044,0.0307262,0.0147694,0.0144612,0.0224478,0.0239426,0.0125814,0.00530343,0.011889,0.0240763,0.0502754,0,0.0107393,0.0603646,0.0354602,0,0,0.0167042,0,0,0.0416497,0.0599796,0.0272883,0.0304209,0.0115491,0.0495082,0.0388846,0.0372325,0.124549,0.0418828,0.0326656,0.070316,0.0461601,0.053465,0.0866527,0.0189643,0.0219423,0.0133402,0.023306,0.0424672,0.018754,0,0,0,0,0,0,0,0,0
36,0.0520656,0.0664538,0,0,0,0,0,0,0.0345173,0,0.0183819,0.0705323,0,0,0.0244775,0,0,0.0361353,0.0712367,0.0224469,0.00802958,0.0127391,0.0285606,0.0285217,0.0237192,0.0379935,0.0493656,0.0307394,0.0146108,0.0145724,0.0223906,0.0238032,0.0125814,0.00546695,0.0119531,0.0241224,0.0500649,0,0.0106874,0.0603884,0.0355673,0,0,0.0166511,0,0,0.0416346,0.0599891,0.0273536,0.0304021,0.0115624,0.0493989,0.0385989,0.0371711,0.124566,0.0418242,0.0326877,0.0702756,0.0461493,0.0534369,0.0866844,0.0189105,0.0218208,0.0132736,0.0233387,0.042402,0.0187734,0,0,0,0,0,0,0,0,0
