Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75
271,0.05355,0.0659469,0,0,0,0,0,0,0.0159354,0,0.0180054,0.0627608,0,0,0.0303479,0,0,0.0415467,0.0613337,0.0316015,0.00629788,0.00319389,0.046669,0.0518736,0.0317874,0.0506117,0.0625773,0.0387002,0.0176505,0.0184436,0.0301515,0.0344112,0.0470353,0.0229506,0.0101087,0.0244636,0.0346612,0,0.00769224,0.0590862,0.0405427,0,0,0.0244035,0,0,0.0449185,0.0583909,0.0292701,0.0297241,0.0131119,0.0611426,0.0505998,0.0381961,0.127548,0.0419023,0.0343699,0.0661478,0.0442514,0.0484543,0.0808328,0.0203264,0.0261418,0.0120028,0.0228995,0.0401754,0.0216687,0,0,0,0,0,0,0,0,0
272,0.0537122,0.0660337,0,0,0,0,0,0,0.0168257,0,0.0185427,0.0624395,0,0,0.0302541,0,0,0.0415185,0.0612161,0.0327197,0.00672479,0.00478653,0.0468713,0.0519096,0.0318517,0.0507484,0.062903,0.0390694,0.0189533,0.019662,0.0311177,0.035719,0.0518373,0.0229577,0.0101291,0.0243976,0.0348962,0,0.00768275,0.0596009,0.040698,0,0,0.0240828,0,0,0.0448846,0.058289,0.0293116,0.0297009,0.0131623,0.0608097,0.0505144,0.038283,0.127645,0.0418269,0.0345701,0.0660674,0.0442989,0.0483316,0.0808022,0.0202106,0.0261492,0.0119615,0.0228475,0.0405243,0.0216077,0,0,0,0,0,0,0,0,0
273,0.0538964,0.066125,0,0,0,0,0,0,0.0182357,0,0.0189752,0.0621879,0,0,0.0301066,0,0,0.0414911,0.0612498,0.0340063,0.0070836,0.00675204,0.0469352,0.0518666,0.0319194,0.0507308,0.063102,0.0394051,0.0201442,0.0209588,0.0319693,0.0370167,0.056652,0.0229253,0.0101561,0.0242972,0.0351204,0,0.00768741,0.0600949,0.040794,0,0,0.0237443,0,0,0.0448583,0.0581358,0.0293179,0.029738,0.0131072,0.0604831,0.050408,0.0383498,0.127706,0.0419183,0.0347121,0.0660672,0.0444027,0.048291,0.0808184,0.0200739,0.0261293,0.0119125,0.022774,0.0408524,0.021543,0,0,0,0,0,0,0,0,0
274,0.0540989,0.0662354,0,0,0,0,0,0,0.0199264,0,0.0193476,0.0620142,0,0,0.0299235,0,0,0.0414792,0.0613475,0.0352784,0.00733655,0.00861979,0.0468738,0.0518029,0.0318863,0.0506391,0.063267,0.0396473,0.0212137,0.0221767,0.0328026,0.0382303,0.0611956,0.0228618,0.0101882,0.024196,0.035541,0,0.00771377,0.0605422,0.0408586,0,0,0.0234209,0,0,0.0448455,0.0579611,0.029156,0.029825,0.0129307,0.0601245,0.0502371,0.0384983,0.127716,0.0421714,0.0347828,0.0661242,0.0444344,0.0483695,0.0809014,0.0197874,0.02609,0.0118336,0.0227138,0.041157,0.0214622,0,0,0,0,0,0,0,0,0
275,0.0547561,0.0665538,0,0,0,0,0,0,0.0161908,0,0.0220241,0.0611869,0,0,0.0295674,0,0,0.0418561,0.060451,0.037013,0.00737242,0.0142985,0.0470876,0.051752,0.0329994,0.0525927,0.0653773,0.0411579,0.0218266,0.0196396,0.034986,0.0410911,0.0558369,0.023369,0.00981376,0.0241071,0.0340762,0,0.0068518,0.0613906,0.0405565,0,0,0.0234358,0,0,0.0441037,0.0580325,0.0295366,0.0287166,0.0122057,0.0585105,0.0496729,0.037851,0.127833,0.0414324,0.0352337,0.0665977,0.0441048,0.0489142,0.0814697,0.0203089,0.0255509,0.0123046,0.0227464,0.041578,0.021498,0,0,0,0,0,0,0,0,0
276,0.0549999,0.066709,0,0,0,0,0,0,0.0170169,0,0.0224376,0.0611277,0,0,0.0292938,0,0,0.0417949,0.0604787,0.0380721,0.00762245,0.0153063,0.0469872,0.0515949,0.0330157,0.0526614,0.0656947,0.0414517,0.0227795,0.0203645,0.0358392,0.0422836,0.0584766,0.0232621,0.009752,0.0240201,0.034778,0,0.00678192,0.0618421,0.0405825,0,0,0.0231271,0,0,0.0439726,0.0578474,0.0293907,0.0288106,0.0118145,0.0580536,0.0494795,0.0379028,0.127878,0.0414997,0.0353077,0.0666657,0.0439187,0.0490503,0.0816353,0.0197887,0.0254569,0.0122675,0.0226562,0.0417765,0.0213897,0,0,0,0,0,0,0,0,0
277,0.0551972,0.0668393,0,0,0,0,0,0,0.0179868,0,0.0228203,0.0611008,0,0,0.0290038,0,0,0.0417558,0.060566,0.0389895,0.00790824,0.016163,0.0469093,0.0514133,0.0330105,0.0527267,0.0659094,0.0416651,0.0236604,0.0210747,0.0365697,0.0433329,0.0606622,0.0231628,0.00971362,0.0239167,0.0355057,0,0.00669968,0.062268,0.0406236,0,0,0.0228231,0,0,0.0438652,0.057685,0.0292805,0.0288731,0.0113952,0.0575464,0.0492901,0.0379467,0.127904,0.0415697,0.035385,0.0667358,0.0437103,0.0491789,0.0818596,0.0192904,0.0253807,0.0122648,0.0225908,0.0418901,0.02129,0,0,0,0,0,0,0,0,0
278,0.0553392,0.0669403,0,0,0,0,0,0,0.0188746,0,0.0231328,0.0610502,0,0,0.0287328,0,0,0.0417412,0.0607249,0.0397343,0.00817738,0.0170074,0.0468706,0.0512628,0.032861,0.0528329,0.0659963,0.0417827,0.0244592,0.0215808,0.0371987,0.0442268,0.0623984,0.0230608,0.00972354,0.0238086,0.0361945,0,0.00666062,0.0626274,0.0407153,0,0,0.0225489,0,0,0.0437733,0.0575567,0.029216,0.0288837,0.0109742,0.0570236,0.0491731,0.0379818,0.127945,0.0415909,0.0354941,0.0668143,0.043496,0.0492875,0.082105,0.0188628,0.0253336,0.0122763,0.0225714,0.0419177,0.0211791,0,0,0,0,0,0,0,0,0
279,0.0554625,0.0670124,0,0,0,0,0,0,0.0195641,0,0.023333,0.0609627,0,0,0.0284915,0,0,0.0417536,0.0609121,0.0400047,0.00841088,0.0176835,0.0468616,0.0511408,0.0326657,0.0529095,0.0660247,0.0418176,0.0250606,0.0216944,0.037637,0.0448566,0.0639105,0.0229728,0.00975907,0.0236849,0.0369485,0,0.00673999,0.0629959,0.0408005,0,0,0.02235,0,0,0.0437202,0.0574084,0.0291845,0.0288696,0.0106479,0.0565117,0.0490903,0.0380429,0.128053,0.0415788,0.0356565,0.0668404,0.0433687,0.0493515,0.0823066,0.0184198,0.0252973,0.012256,0.0225207,0.0418725,0.0210645,0,0,0,0,0,0,0,0,0
280,0.0555873,0.067071,0,0,0,0,0,0,0.0200855,0,0.0234064,0.0608469,0,0,0.0282921,0,0,0.0417554,0.0611038,0.0399328,0.00868824,0.0184123,0.0468771,0.0510721,0.0326148,0.0529508,0.0660495,0.041753,0.0254755,0.0221859,0.0379357,0.0452449,0.0650696,0.0228934,0.00983362,0.0235667,0.0376125,0,0.00657113,0.0633495,0.0408616,0,0,0.0221827,0,0,0.0437108,0.0572736,0.029124,0.0288299,0.0103568,0.0560485,0.0489952,0.0381119,0.128219,0.0415213,0.0358869,0.0668569,0.0432988,0.0494049,0.0824669,0.0180859,0.0252931,0.0122428,0.0224685,0.0417405,0.0209491,0,0,0,0,0,0,0,0,0
281,0.0557161,0.067104,0,0,0,0,0,0,0.0204151,0,0.0234779,0.0607418,0,0,0.0281549,0,0,0.0417413,0.0613369,0.0398731,0.00896299,0.0188646,0.0469298,0.0510265,0.0325937,0.052993,0.0659873,0.0415545,0.025687,0.0225791,0.0380659,0.0453833,0.0657333,0.0228421,0.00981437,0.0235393,0.038247,0,0.00648564,0.0636717,0.0409205,0,0,0.0220515,0,0,0.0437732,0.0571906,0.0290961,0.028758,0.0100598,0.0556412,0.0489733,0.0381673,0.128373,0.041459,0.0361116,0.0668689,0.0432169,0.049463,0.0826165,0.0178128,0.0253077,0.0122491,0.0224607,0.0415615,0.0207938,0,0,0,0,0,0,0,0,0
282,0.0558471,0.0671391,0,0,0,0,0,0,0.0205449,0,0.0234609,0.0606783,0,0,0.0280608,0,0,0.0417279,0.061597,0.0395461,0.00919598,0.0189604,0.0469897,0.0509798,0.0324704,0.053043,0.0658142,0.0412591,0.0257072,0.0226422,0.0380466,0.0452406,0.0657023,0.0228199,0.00976994,0.0235172,0.0389513,0,0.00658362,0.0639901,0.0409876,0,0,0.0218894,0,0,0.0437722,0.0571148,0.0290857,0.0287178,0.00977601,0.0553042,0.0490195,0.0382293,0.12849,0.0414558,0.0363032,0.0668869,0.0430936,0.0495467,0.082767,0.0175005,0.0253391,0.0122399,0.0223999,0.0413634,0.0206205,0,0,0,0,0,0,0,0,0
283,0.0559543,0.0671887,0,0,0,0,0,0,0.0205103,0,0.023295,0.0606605,0,0,0.0279889,0,0,0.0417065,0.0618986,0.0389577,0.00934748,0.0189082,0.0470297,0.0509225,0.0323213,0.0530909,0.0656273,0.0408935,0.0256735,0.0223658,0.037931,0.0448713,0.065116,0.0228193,0.00973155,0.023498,0.0397313,0,0.00658156,0.0642824,0.0410471,0,0,0.0217135,0,0,0.0437078,0.0570418,0.029022,0.0287046,0.00949348,0.0550236,0.0491064,0.0383208,0.128584,0.0414732,0.0364661,0.0669227,0.0429488,0.0496435,0.0829223,0.0171944,0.0253858,0.0122054,0.0223081,0.0411603,0.0204717,0,0,0,0,0,0,0,0,0
284,0.0560472,0.0672327,0,0,0,0,0,0,0.0202211,0,0.0230575,0.0606384,0,0,0.0279178,0,0,0.0416784,0.062254,0.0382723,0.00926445,0.0187661,0.0470491,0.0508573,0.0321704,0.0531689,0.0652974,0.0404878,0.0255729,0.0221192,0.0376013,0.0443235,0.0638831,0.022793,0.00973974,0.02349,0.0405236,0,0.00646306,0.0645542,0.0411089,0,0,0.0215366,0,0,0.0436574,0.0569969,0.0289212,0.0287239,0.00917971,0.0548128,0.0491537,0.0384204,0.128655,0.0414768,0.0366344,0.066994,0.0428817,0.0497531,0.0831278,0.0169657,0.0254434,0.012182,0.0222543,0.0409556,0.0203534,0,0,0,0,0,0,0,0,0
285,0.0561188,0.0672626,0,0,0,0,0,0,0.0198498,0,0.0227551,0.0605421,0,0,0.027833,0,0,0.0416886,0.0626741,0.0373641,0.00896404,0.0183874,0.0470043,0.0507623,0.0321083,0.0533335,0.0649344,0.0400741,0.0251604,0.0221472,0.0372647,0.0436275,0.0623284,0.0227517,0.00975619,0.0234301,0.0414086,0,0.00645725,0.0648395,0.041142,0,0,0.0213903,0,0,0.0436849,0.0569541,0.0288744,0.0287749,0.0088917,0.0546283,0.0491707,0.0385099,0.128688,0.0415236,0.0367627,0.0670879,0.0428091,0.0498812,0.0833165,0.0167388,0.0254796,0.0121693,0.02219,0.0408186,0.0202782,0,0,0,0,0,0,0,0,0
286,0.0561448,0.0672633,0,0,0,0,0,0,0.0193772,0,0.0224912,0.0604754,0,0,0.0277414,0,0,0.0417228,0.0631161,0.0365637,0.00882147,0.0177104,0.0468531,0.0506596,0.0320412,0.0535959,0.0646051,0.0396939,0.0244663,0.0220665,0.0368956,0.0429129,0.0607065,0.0227093,0.00983389,0.0233576,0.042269,0,0.00639759,0.0650741,0.0411494,0,0,0.0212428,0,0,0.0437132,0.0569443,0.0287812,0.0288128,0.0086363,0.054457,0.0492253,0.0386142,0.128725,0.0415633,0.036898,0.0671989,0.0427389,0.0500475,0.0834879,0.0165922,0.0255337,0.0121723,0.0221446,0.0407043,0.0202299,0,0,0,0,0,0,0,0,0
287,0.0561267,0.0672612,0,0,0,0,0,0,0.0187458,0,0.0221268,0.0604722,0,0,0.0276365,0,0,0.0417292,0.0635471,0.0357084,0.00877889,0.0168063,0.0466163,0.0505653,0.0319611,0.0538822,0.0642944,0.0392533,0.0239157,0.0217558,0.0363133,0.0421357,0.0589807,0.0226617,0.00987028,0.023316,0.0430986,0,0.00634685,0.0652312,0.0411272,0,0,0.0210794,0,0,0.0437445,0.0569765,0.028691,0.028847,0.00842066,0.0543082,0.0492755,0.0386887,0.12874,0.0415735,0.0370266,0.0673225,0.0426603,0.0501967,0.0836743,0.0164892,0.0255904,0.0121551,0.022108,0.0406103,0.0202188,0,0,0,0,0,0,0,0,0
288,0.0560561,0.0672727,0,0,0,0,0,0,0.0181252,0,0.0217101,0.0604698,0,0,0.027531,0,0,0.0417326,0.0640116,0.0347207,0.00874204,0.0160371,0.046341,0.0504818,0.0319041,0.0540896,0.063921,0.0387591,0.0233746,0.0212017,0.0357188,0.0412103,0.0569921,0.0226034,0.00995356,0.0232363,0.0439085,0,0.00632511,0.0653238,0.0410871,0,0,0.0209152,0,0,0.0437972,0.0570611,0.0285732,0.0288737,0.00826137,0.0541859,0.0493579,0.038737,0.128731,0.041575,0.0371554,0.0674541,0.0424379,0.0503178,0.0838727,0.0164373,0.0256558,0.0121424,0.0220578,0.0405523,0.020263,0,0,0,0,0,0,0,0,0
289,0.0559484,0.0672941,0,0,0,0,0,0,0.0176707,0,0.0213155,0.0604341,0,0,0.0274171,0,0,0.041714,0.0645254,0.0336472,0.00866079,0.0154976,0.0460254,0.0503873,0.0318704,0.0541198,0.0634683,0.0382395,0.0224632,0.020771,0.0352098,0.0402595,0.0548059,0.0225245,0.00998141,0.0231688,0.0446345,0,0.00633584,0.0653873,0.041033,0,0,0.0207818,0,0,0.0438499,0.057157,0.0283789,0.0289099,0.00813558,0.054094,0.0494734,0.0387887,0.128729,0.041531,0.0372657,0.0675559,0.0423305,0.0504249,0.084049,0.0164197,0.0257607,0.0121213,0.0219885,0.0405233,0.02033,0,0,0,0,0,0,0,0,0
290,0.0558093,0.067272,0,0,0,0,0,0,0.0171939,0,0.0209144,0.0604566,0,0,0.0272992,0,0,0.0416417,0.0650335,0.0325514,0.00857347,0.0149108,0.0456978,0.0502778,0.0318661,0.0540821,0.0629824,0.0377488,0.0216538,0.0204181,0.0345827,0.0393807,0.0520875,0.0224079,0.00998933,0.0231885,0.0453303,0,0.00630206,0.0653548,0.0409968,0,0,0.0206467,0,0,0.0439052,0.0572975,0.0282497,0.0289587,0.00799693,0.0540797,0.0496092,0.0388086,0.128759,0.041418,0.0374143,0.0676623,0.0423572,0.0505411,0.0842792,0.0165112,0.025939,0.0121081,0.0219838,0.0404958,0.0204119,0,0,0,0,0,0,0,0,0
291,0.0556584,0.0672494,0,0,0,0,0,0,0.0169696,0,0.0203663,0.0604893,0,0,0.0271603,0,0,0.0416109,0.065487,0.0313988,0.00845573,0.0142987,0.0453684,0.0501315,0.0318404,0.0538979,0.0623918,0.0373071,0.020938,0.020104,0.0340543,0.0383902,0.0491242,0.0223019,0.0100152,0.0231659,0.046111,0,0.00618154,0.0652765,0.0409214,0,0,0.0205705,0,0,0.0439688,0.0574251,0.028035,0.0290162,0.00793595,0.0540964,0.0497961,0.0388353,0.128757,0.0413007,0.0375533,0.0677626,0.0422967,0.0506719,0.0844649,0.0165825,0.0261306,0.0120994,0.0219498,0.0404755,0.0205155,0,0,0,0,0,0,0,0,0
292,0.0554636,0.0672395,0,0,0,0,0,0,0.0169232,0,0.0197922,0.060556,0,0,0.0270447,0,0,0.0415714,0.0658678,0.0302591,0.0083179,0.0135324,0.0450322,0.0499933,0.0317992,0.0535635,0.0617632,0.0368766,0.0201376,0.0198559,0.0334392,0.0373628,0.0459785,0.0221828,0.0100989,0.0231192,0.0468494,0,0.00605588,0.0651022,0.0408348,0,0,0.0205175,0,0,0.0439987,0.0575758,0.0279372,0.0290722,0.00794186,0.0542012,0.0500424,0.038845,0.128744,0.0411743,0.0376635,0.0678902,0.0421299,0.0508576,0.0846546,0.0167464,0.0263629,0.0120761,0.0219318,0.0404548,0.0206677,0,0,0,0,0,0,0,0,0
293,0.0552471,0.0672392,0,0,0,0,0,0,0.0171589,0,0.0192797,0.0606001,0,0,0.0269734,0,0,0.0415566,0.0661833,0.0292282,0.00812642,0.0125918,0.0447177,0.0498922,0.0317557,0.0531626,0.0611017,0.036455,0.0192722,0.0195795,0.0327393,0.0363437,0.0426836,0.022037,0.0102226,0.0230516,0.0475574,0,0.00596128,0.0648628,0.0407507,0,0,0.0204979,0,0,0.0440644,0.0577128,0.0279309,0.0291601,0.00795693,0.054368,0.050297,0.0388369,0.128737,0.0410633,0.0377394,0.0680142,0.0420144,0.0510885,0.084837,0.0169777,0.0265808,0.012056,0.0219387,0.040449,0.0208496,0,0,0,0,0,0,0,0,0
294,0.0550194,0.067214,0,0,0,0,0,0,0.0178754,0,0.0188073,0.0607482,0,0,0.0269341,0,0,0.0415706,0.0667482,0.0285089,0.00767617,0.0114826,0.0443607,0.049843,0.0315431,0.0527323,0.0603448,0.0359539,0.018423,0.018894,0.0319813,0.0353369,0.0393539,0.0218904,0.0103825,0.0229071,0.0482418,0,0.00590721,0.0643932,0.0406442,0,0,0.0205491,0,0,0.044198,0.0577914,0.0279892,0.0292782,0.00803157,0.0545713,0.0505835,0.0388608,0.1287,0.0410006,0.037788,0.0681412,0.0419511,0.0512779,0.0850137,0.0172412,0.0268055,0.0118535,0.022033,0.0404342,0.0210553,0,0,0,0,0,0,0,0,0
295,0.0545987,0.0671334,0,0,0,0,0,0,0.0179168,0,0.0178611,0.0611603,0,0,0.0266774,0,0,0.0407751,0.067464,0.0284494,0.00833448,0.00865012,0.043889,0.0496275,0.0299433,0.050228,0.0583759,0.0350929,0.0184639,0.0200296,0.0315112,0.0345813,0.0411072,0.0208375,0.0109178,0.0229636,0.0561169,0,0.00950766,0.0640957,0.0410582,0,0,0.0203926,0,0,0.0448781,0.0568204,0.0261221,0.0308736,0.00923664,0.0563426,0.0509969,0.0398685,0.128167,0.0427765,0.036653,0.0673426,0.0426435,0.0502201,0.0839927,0.0245971,0.0274136,0.0116829,0.0219662,0.0403507,0.0211263,0,0,0,0,0,0,0,0,0
296,0.0544276,0.0671712,0,0,0,0,0,0,0.0188555,0,0.0172464,0.0613312,0,0,0.0266234,0,0,0.0407297,0.0679599,0.0274736,0.00784518,0.00850503,0.0436337,0.0495212,0.029819,0.0497475,0.0576739,0.0347689,0.0176764,0.0187295,0.0309049,0.0336599,0.0370526,0.020752,0.0108102,0.0230193,0.0569438,0,0.00945928,0.063663,0.0409375,0,0,0.020419,0,0,0.0449982,0.0569002,0.0260554,0.0309306,0.00924677,0.0565413,0.0511763,0.0398957,0.128111,0.0427124,0.0366689,0.0674805,0.0425864,0.0503277,0.084118,0.0252766,0.0275866,0.011621,0.0220698,0.0404224,0.0213882,0,0,0,0,0,0,0,0,0
297,0.0542542,0.0672529,0,0,0,0,0,0,0.0201966,0,0.0165882,0.0615302,0,0,0.0265446,0,0,0.0406885,0.0683873,0.0264852,0.00735305,0.00817127,0.0433975,0.049398,0.0297389,0.0491672,0.0569678,0.0344511,0.0169865,0.0176443,0.0300271,0.0328191,0.0331015,0.0206557,0.0107841,0.0230031,0.0577675,0,0.00944034,0.0632311,0.0408268,0,0,0.0204,0,0,0.0450601,0.0569958,0.0260006,0.0310003,0.00925336,0.0567603,0.0513049,0.0399261,0.128071,0.0426459,0.0366451,0.0676453,0.0425276,0.0504764,0.0842474,0.0259092,0.0277014,0.0115851,0.0221252,0.0405621,0.0216621,0,0,0,0,0,0,0,0,0
298,0.0540936,0.0673569,0,0,0,0,0,0,0.0219522,0,0.0160976,0.0617966,0,0,0.0264423,0,0,0.0406811,0.0687702,0.0262912,0.00708227,0.0077316,0.0431377,0.0492799,0.0296387,0.0485076,0.0562721,0.0341117,0.0163614,0.0167723,0.029452,0.0320899,0.0293286,0.0205695,0.0108125,0.0229551,0.0585703,0,0.00943999,0.0628087,0.0407581,0,0,0.0203385,0,0,0.0450379,0.0571063,0.0259414,0.0310682,0.00926637,0.0569592,0.0513863,0.0399633,0.128039,0.0425696,0.0366358,0.0677796,0.0424696,0.050627,0.0843799,0.0265694,0.0277692,0.0115362,0.0221545,0.0407506,0.0219366,0,0,0,0,0,0,0,0,0
299,0.0539643,0.0675035,0,0,0,0,0,0,0.0238866,0,0.0158183,0.0620686,0,0,0.0263195,0,0,0.0407096,0.069176,0.0262204,0.00686339,0.00732638,0.0428679,0.0491654,0.0294985,0.0477621,0.0555302,0.0336963,0.0158383,0.0160677,0.0290034,0.0313882,0.0260096,0.0204772,0.0108868,0.02286,0.0593312,0,0.00941385,0.0624084,0.0407061,0,0,0.0202269,0,0,0.0449445,0.057241,0.02591,0.031133,0.00929467,0.0571196,0.0513911,0.0399969,0.128012,0.0424832,0.0366456,0.0678842,0.0424172,0.0507797,0.0845154,0.0272079,0.0277929,0.0114673,0.0221748,0.0409721,0.022187,0,0,0,0,0,0,0,0,0
300,0.0538763,0.067652,0,0,0,0,0,0,0.0256272,0,0.0155865,0.0623442,0,0,0.0261958,0,0,0.0407102,0.069626,0.0260799,0.00665562,0.00721397,0.042573,0.0490749,0.0293203,0.0470746,0.054744,0.0332173,0.0154456,0.0155898,0.0285948,0.0309591,0.0232311,0.0204122,0.0109039,0.0227927,0.0600283,0,0.00938941,0.0620316,0.0406397,0,0,0.0200523,0,0,0.0448829,0.0573683,0.0260537,0.0311753,0.00939041,0.0572295,0.0512897,0.0400188,0.128005,0.0424024,0.0366395,0.0679866,0.042393,0.050918,0.0845871,0.0278034,0.0277691,0.0114233,0.0221719,0.0412059,0.0224163,0,0,0,0,0,0,0,0,0
301,0.0538081,0.0677789,0,0,0,0,0,0,0.0269242,0,0.0153358,0.062628,0,0,0.0260635,0,0,0.0407081,0.0700852,0.0258108,0.00643294,0.0071081,0.0422651,0.0489941,0.029092,0.0463441,0.0539819,0.0327023,0.0152195,0.0153341,0.0282954,0.0305503,0.020755,0.0203833,0.0109004,0.0227534,0.0606241,0,0.00935693,0.0616901,0.0405753,0,0,0.0198315,0,0,0.0448297,0.0575058,0.026173,0.0312021,0.00949455,0.0573059,0.0511237,0.0400563,0.128005,0.0423115,0.0366691,0.0680848,0.0423689,0.0510314,0.0846307,0.0284155,0.027687,0.0113945,0.0221503,0.0414348,0.0226079,0,0,0,0,0,0,0,0,0
302,0.0537741,0.0679175,0,0,0,0,0,0,0.0281099,0,0.0153009,0.0629165,0,0,0.0259353,0,0,0.0407017,0.0704918,0.025453,0.00610553,0.00706375,0.0419583,0.0489366,0.0287779,0.0455509,0.0532711,0.032255,0.0150131,0.0151526,0.0280207,0.0300409,0.0187057,0.0203629,0.0108991,0.0227219,0.0611249,0,0.00934929,0.061412,0.0405148,0,0,0.0195733,0,0,0.0447597,0.0576769,0.0262107,0.0312339,0.00949837,0.0573685,0.0509006,0.0401055,0.127978,0.0422622,0.0367217,0.0681725,0.0423553,0.0510938,0.0846907,0.0289464,0.0275688,0.0113676,0.0221238,0.0416386,0.0227562,0,0,0,0,0,0,0,0,0
303,0.0537626,0.068091,0,0,0,0,0,0,0.0292838,0,0.0155033,0.0632075,0,0,0.0258193,0,0,0.0406868,0.0708347,0.0250966,0.00572637,0.00736274,0.0416308,0.0489011,0.0283908,0.0447334,0.0526566,0.0319067,0.0148173,0.0150871,0.0276759,0.029583,0.0172156,0.0203485,0.0109097,0.0226602,0.0615727,0,0.00935759,0.061166,0.0404654,0,0,0.0192959,0,0,0.0446703,0.0578731,0.0262706,0.0312467,0.00949046,0.0573814,0.0506521,0.0401377,0.127934,0.0422122,0.0367358,0.0682289,0.0423404,0.0511307,0.0847243,0.0293847,0.0274225,0.0113411,0.0220621,0.0418281,0.0228814,0,0,0,0,0,0,0,0,0
304,0.0537451,0.0682331,0,0,0,0,0,0,0.029986,0,0.0157272,0.0635181,0,0,0.0257186,0,0,0.0406566,0.0710832,0.0247768,0.00537558,0.00794307,0.0413621,0.0488992,0.0279318,0.0439815,0.052139,0.0316867,0.0146834,0.0151186,0.0272209,0.0291492,0.0164441,0.020364,0.0109412,0.022536,0.0619734,0,0.0092956,0.0609079,0.0404085,0,0,0.0190294,0,0,0.0445781,0.0580635,0.0263624,0.0312662,0.0094795,0.0573695,0.0503842,0.0401685,0.127911,0.0421572,0.0366782,0.068266,0.0423127,0.0511959,0.0847291,0.0297642,0.0272845,0.0113158,0.0219881,0.0419934,0.0230017,0,0,0,0,0,0,0,0,0
305,0.0536994,0.0683424,0,0,0,0,0,0,0.0301072,0,0.0158777,0.0638113,0,0,0.0256247,0,0,0.0406233,0.0712267,0.0243724,0.00516517,0.00856424,0.0411556,0.0489522,0.0275394,0.0433112,0.051715,0.0315697,0.0146163,0.0151364,0.0266425,0.0287122,0.016194,0.0203994,0.0109274,0.0224965,0.0623131,0,0.00926873,0.0606701,0.0403369,0,0,0.0187804,0,0,0.0445162,0.0582543,0.02647,0.0312799,0.00945731,0.0573123,0.0501306,0.0402112,0.127904,0.0421583,0.036605,0.0682993,0.0422862,0.0512533,0.0847472,0.0300457,0.0271492,0.0112738,0.021976,0.0421111,0.0231092,0,0,0,0,0,0,0,0,0
306,0.0536397,0.0684213,0,0,0,0,0,0,0.0297546,0,0.0159565,0.0640603,0,0,0.0255398,0,0,0.0405989,0.0713131,0.0238946,0.00501974,0.00910541,0.0410047,0.0490457,0.0271516,0.0427291,0.0513889,0.0315356,0.0145734,0.0150675,0.0260202,0.0281093,0.0163533,0.0204468,0.0108781,0.0225251,0.0626207,0,0.00919609,0.0604916,0.0402841,0,0,0.018554,0,0,0.0444833,0.0584343,0.026585,0.0313112,0.00945092,0.0572601,0.0499473,0.0402557,0.127883,0.0421799,0.0366396,0.0683397,0.0422983,0.0512922,0.0847847,0.0302533,0.027011,0.0112138,0.0220275,0.042178,0.0231842,0,0,0,0,0,0,0,0,0
307,0.0535818,0.068441,0,0,0,0,0,0,0.0293189,0,0.0160609,0.0642785,0,0,0.0254541,0,0,0.040596,0.0713746,0.0236093,0.0049369,0.00964388,0.0408545,0.0491865,0.0267953,0.0422637,0.0511345,0.0315402,0.0144701,0.0150088,0.025508,0.0275153,0.0167876,0.0205288,0.0106864,0.0226703,0.0627799,0,0.00914687,0.0603376,0.0402387,0,0,0.018375,0,0,0.0444339,0.0585863,0.0266913,0.0313712,0.00949182,0.0572075,0.0498396,0.0402477,0.127841,0.042183,0.036668,0.0683984,0.0423103,0.0513411,0.0848464,0.0304029,0.0269219,0.0109514,0.0220942,0.0421794,0.0232365,0,0,0,0,0,0,0,0,0
308,0.0535534,0.0684543,0,0,0,0,0,0,0.0293627,0,0.0161128,0.0644052,0,0,0.0253927,0,0,0.040655,0.0714398,0.0235235,0.00502235,0.00999283,0.0407333,0.0492939,0.0265772,0.0419797,0.050942,0.0315291,0.0144071,0.0149521,0.0252563,0.0271236,0.0168444,0.0205798,0.0107584,0.0226102,0.0628259,0,0.00906212,0.0602614,0.040126,0,0,0.0182573,0,0,0.0444244,0.0587235,0.0267606,0.0315159,0.00957571,0.0572478,0.0497927,0.0402084,0.127801,0.0421708,0.0366535,0.068456,0.0423332,0.0514404,0.0849412,0.0304799,0.0268606,0.0108932,0.022146,0.0421651,0.0232852,0,0,0,0,0,0,0,0,0
