Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,LBL,x77
All Timesteps RMSE,0.0294023,0.062436,0,0,0,0.0396677,0,0.0193734,0.0539434,0,0,0,0.0194498,0,0,0.0424945,0.0569016,0.0368447,0.0375962,0.0266516,0,0,0.0614831,0.0394139,0.0404389,0.064275,0.0625496,0.028793,0.062092,0.0657147,0.0359836,0.039509,0,0.0341448,0,0.036481,0.0138389,0.0138962,0.0222113,0,0.0254114,0.050934,0.0411253,0,0,0.021967,0,0,0.02251,0.073178,0.0319335,0.0235414,0.0317278,0.0564418,0.0336344,0.0338487,0.0463486,0.0675138,0.0586105,0.0293128,0.0249929,0.0132887,0.0363893,0.0411849,0.0333024,0.0114203,0.00815679,0.059356,0.0453282,0,0,0,0,0,0,0,0,0
0,0.0316075,0.0601112,0,0,0,0.0566323,0,0.0172988,0.0682916,0,0,0,0.0200743,0,0,0.0409759,0.0604742,0.0213093,0.0321738,0.0253712,0,0,0.0500432,0.0340575,0.0260884,0.0512059,0.0561406,0.0269628,0.0605484,0.0654915,0.0356977,0.0353251,0,0.0241214,0,0.0335241,0.0134672,0.0123463,0.0165212,0,0.0279593,0.0513757,0.0429814,0,0,0.0205514,0,0,0.0223162,0.0724455,0.0198443,0.0230766,0.0355256,0.0602672,0.0269012,0.0345975,0.0479496,0.0661337,0.059747,0.032627,0.0267861,0.0137211,0.0411126,0.0258722,0.0339317,0.0110245,0.00688138,0.055972,0.0444198,0,0,0,0,0,0,0,0,0
1,0.031449,0.0605039,0,0,0,0.0559447,0,0.016402,0.0679129,0,0,0,0.0200147,0,0,0.040808,0.0598166,0.022665,0.0316828,0.0255513,0,0,0.0495488,0.033443,0.0266027,0.0518893,0.0560728,0.0261184,0.0607859,0.0657374,0.0356354,0.0354376,0,0.0227598,0,0.0335461,0.0135213,0.0122908,0.0138794,0,0.0318184,0.0506378,0.0429817,0,0,0.0204736,0,0,0.0223206,0.0720311,0,0.023186,0.0347532,0.0600603,0.0270817,0.0352857,0.0450681,0.0658493,0.0594864,0.0306939,0.0291078,0.0155093,0.0372727,0.0320049,0.0340304,0.0110608,0.00677564,0.0563827,0.044049,0,0,0,0,0,0,0,0,0
2,0.0313316,0.0606257,0,0,0,0.0562553,0,0.0153031,0.0671966,0,0,0,0.0200129,0,0,0.0406972,0.059429,0.0243907,0.0310004,0.0255489,0,0,0.0495919,0.0330624,0.0269834,0.0526181,0.0562836,0.0258308,0.0608145,0.0658037,0.035281,0.0354864,0,0.0226523,0,0.0336076,0.0135157,0.0122263,0.0118206,0,0.0315398,0.0505647,0.0429653,0,0,0.0205163,0,0,0.0223129,0.0718477,0,0.0232079,0.03415,0.0597423,0.0274718,0.0347084,0.0450626,0.0658234,0.0588658,0.0305733,0.0289921,0.0154705,0.0372777,0.0346735,0.0339538,0.0110341,0.00684533,0.0565905,0.0440076,0,0,0,0,0,0,0,0,0
3,0.0311943,0.0606201,0,0,0,0.0571563,0,0.0143368,0.066079,0,0,0,0.0200158,0,0,0.0406626,0.059205,0.0264866,0.0301153,0.0256256,0,0,0.0501647,0.0329526,0.0271862,0.053399,0.0564767,0.0256764,0.0607455,0.0658029,0.0346317,0.0353756,0,0.0231042,0,0.0336001,0.0134785,0.012211,0.0113357,0,0.0265319,0.0504042,0.0428388,0,0,0.0206966,0,0,0.0223354,0.072032,0.0190297,0.02275,0.0342932,0.0592085,0.0281217,0.0331622,0.0479242,0.0660291,0.0579159,0.031812,0.0267925,0.0134272,0.0405699,0.0324868,0.0336919,0.0110992,0.0070042,0.0566766,0.0442624,0,0,0,0,0,0,0,0,0
4,0.0310773,0.0605907,0,0,0,0.0566724,0,0.0139461,0.0650082,0,0,0,0.0200086,0,0,0.0406513,0.0587434,0.0284066,0.0295799,0.0257149,0,0,0.0508135,0.0329169,0.0275257,0.05406,0.0568265,0.0255463,0.0605181,0.0657236,0.0337831,0.0349308,0,0.0223591,0,0.0335396,0.0133527,0.0123157,0.010978,0,0.0261978,0.0500393,0.0427745,0,0,0.0209753,0,0,0.0223702,0.0719048,0.0193561,0.0227687,0.0337444,0.0588211,0.0288435,0.032578,0.0473696,0.0657746,0.0571725,0.0316238,0.0263381,0.012683,0.0401463,0.0335504,0.0333561,0.0112204,0.00715392,0.0567424,0.0443915,0,0,0,0,0,0,0,0,0
5,0.0309889,0.0605159,0,0,0,0.0553285,0,0.0140189,0.0633721,0,0,0,0.0200113,0,0,0.0406487,0.0584745,0.0305071,0.0288673,0.0259852,0,0,0.0517156,0.032896,0.0278823,0.0545984,0.0571604,0.0252927,0.059981,0.06527,0.032473,0.0343845,0,0.0218611,0,0.0334196,0.0131004,0.0125431,0.0109784,0,0.025789,0.0496964,0.0427228,0,0,0.0213471,0,0,0.0223487,0.0717183,0.0195065,0.0230235,0.0337445,0.0585081,0.0296683,0.0323204,0.0466061,0.0654078,0.05673,0.0312671,0.0258428,0.0120632,0.0396664,0.0337311,0.0328712,0.0112664,0.00738248,0.0568573,0.0444992,0,0,0,0,0,0,0,0,0
6,0.0309763,0.0603932,0,0,0,0.0533629,0,0.0145345,0.0614378,0,0,0,0.0200388,0,0,0.0407317,0.0580967,0.0324694,0.0281193,0.0262472,0,0,0.0525139,0.0326569,0.028397,0.0552021,0.0573454,0.0248239,0.0591795,0.0645471,0.0309608,0.0339097,0,0.0210132,0,0.0333249,0.0131611,0.0125256,0.010511,0,0.029503,0.049198,0.0427981,0,0,0.0218145,0,0,0.0223094,0.0711205,0,0.0237698,0.0334794,0.0585504,0.0306156,0.0329596,0.043864,0.0649567,0.0566753,0.029298,0.0272339,0.012787,0.0357955,0.0365278,0.0323026,0.011334,0.00767508,0.0570046,0.0442929,0,0,0,0,0,0,0,0,0
7,0.0308401,0.0602259,0,0,0,0.0517094,0,0.0148068,0.0589907,0,0,0,0.0201572,0,0,0.0409878,0.0583009,0.0337537,0.0273479,0.0263513,0,0,0.0540971,0.0328662,0.0288264,0.0558081,0.0577052,0.0248204,0.0580932,0.0633465,0.0291485,0.0335374,0,0.020397,0,0.0330854,0.0134204,0.0122899,0.0106211,0,0.0258265,0.0484578,0.0425708,0,0,0.0226331,0,0,0.0222325,0.0716627,0.0188541,0.0237071,0.034169,0.0584939,0.0317766,0.0318714,0.0458241,0.064841,0.0558787,0.0305455,0.0258274,0.0120275,0.0389565,0.0332847,0.0315106,0.0114327,0.00792966,0.0568029,0.0446332,0,0,0,0,0,0,0,0,0
8,0.0308209,0.0600689,0,0,0,0.0495214,0,0.0142128,0.0571073,0,0,0,0.0202283,0,0,0.0412329,0.0581511,0.0339086,0.0268804,0.0261594,0,0,0.055232,0.0330353,0.0297029,0.0563598,0.0584193,0.0251604,0.0570068,0.0620046,0.0275837,0.0334002,0,0.0184157,0,0.0328904,0.0135029,0.0123089,0.0102843,0,0.0260844,0.0477208,0.0423966,0,0,0.0234407,0,0,0.0222251,0.0717155,0.0182961,0.0242361,0.0343873,0.0585884,0.0329613,0.0317411,0.0455824,0.0648662,0.0556433,0.0304,0.0261917,0.0124619,0.038686,0.0328518,0.0307183,0.0116094,0.00826421,0.0567198,0.0447534,0,0,0,0,0,0,0,0,0
9,0.030818,0.0599518,0,0,0,0.0472097,0,0.013078,0.0553166,0,0,0,0.0203502,0,0,0.0414612,0.0579731,0.0334565,0.0264461,0.0260463,0,0,0.0562423,0.0332945,0.030728,0.0571402,0.0593962,0.0256553,0.056075,0.0606991,0.0263644,0.0335667,0,0.0157053,0,0.0327133,0.0135009,0.0124157,0.00993455,0,0.0264301,0.0470832,0.0422175,0,0,0.0242941,0,0,0.0222214,0.0715405,0.0175642,0.024659,0.0346661,0.0588385,0.0340851,0.0316926,0.0454889,0.0649166,0.055613,0.0304167,0.026529,0.0128629,0.0385078,0.0326029,0.0298769,0.0117685,0.0085714,0.0566872,0.0449467,0,0,0,0,0,0,0,0,0
10,0.0309099,0.05988,0,0,0,0.045335,0,0.0120834,0.0539052,0,0,0,0.0204165,0,0,0.0416231,0.057731,0.0326722,0.0260618,0.0259125,0,0,0.0568964,0.0333936,0.032007,0.0582338,0.0606323,0.026255,0.0553308,0.0595118,0.0255811,0.0339617,0,0.0143335,0,0.0326564,0.0136423,0.0124192,0.00907087,0,0.0297675,0.0467781,0.0421705,0,0,0.0249551,0,0,0.0222628,0.0706946,0,0.0259504,0.0346645,0.0592734,0.0350775,0.0323114,0.0438261,0.0650016,0.0560234,0.0292973,0.0280382,0.013755,0.0355764,0.0346484,0.0291939,0.0119369,0.00887633,0.0567497,0.0449683,0,0,0,0,0,0,0,0,0
11,0.0309477,0.0597875,0,0,0,0.0438492,0,0.0108185,0.0523152,0,0,0,0.0207115,0,0,0.0416914,0.0582256,0.0321872,0.0257384,0.0260321,0,0,0.0580319,0.0340772,0.0331873,0.0594697,0.0617571,0.0269431,0.054837,0.0585027,0.0251404,0.0346267,0,0.0160961,0,0.0325502,0.0136719,0.0123847,0.00928626,0,0.0267197,0.0466266,0.0419051,0,0,0.0257367,0,0,0.0222569,0.0707715,0.0166567,0.0264124,0.0352683,0.0594259,0.0360694,0.0311563,0.0452594,0.064803,0.0553116,0.0307873,0.0267471,0.0132483,0.0383787,0.0327681,0.0285459,0.012001,0.00894849,0.0567706,0.0455528,0,0,0,0,0,0,0,0,0
12,0.0310271,0.0597058,0,0,0,0.0415235,0,0.00945112,0.0514227,0,0,0,0.0206835,0,0,0.0417854,0.0583332,0.0328885,0.025607,0.025863,0,0,0.0588522,0.0344973,0.0346088,0.0609242,0.0628332,0.0275698,0.0548922,0.058111,0.0254024,0.0354826,0,0.0203635,0,0.0326927,0.0135535,0.0126498,0.00908123,0,0.0266383,0.0468869,0.041812,0,0,0.0260708,0,0,0.0223941,0.0706975,0.0165593,0.02708,0.0351408,0.0595629,0.0367421,0.0306419,0.0451292,0.0646243,0.0550478,0.0304464,0.0268615,0.0133878,0.038414,0.0329234,0.0282186,0.0121168,0.00917475,0.0570537,0.0458687,0,0,0,0,0,0,0,0,0
13,0.0310378,0.0597405,0,0,0,0.0381742,0,0.00982078,0.0504608,0,0,0,0.0206791,0,0,0.0416771,0.0579638,0.0352092,0.0253454,0.0257009,0,0,0.0594872,0.0345139,0.0360553,0.0621376,0.0635958,0.0277308,0.055598,0.0583206,0.0263144,0.0368403,0,0.0263307,0,0.0329058,0.0132576,0.0129051,0.00827758,0,0.0293325,0.047377,0.0418749,0,0,0.0261744,0,0,0.0224787,0.0704869,0,0.0281522,0.0343586,0.059774,0.0370149,0.031038,0.0437451,0.0646217,0.0552581,0.0289205,0.0279884,0.0138412,0.0356918,0.0353425,0.0281623,0.0121376,0.00919866,0.0569375,0.0458441,0,0,0,0,0,0,0,0,0
14,0.030998,0.0597781,0,0,0,0.0362369,0,0.0110496,0.0495427,0,0,0,0.0208294,0,0,0.0416342,0.0579098,0.0375808,0.0254356,0.0257901,0,0,0.0603129,0.0354041,0.0371295,0.0630409,0.0640847,0.0278728,0.0564806,0.0586905,0.0274013,0.0382839,0,0.0324303,0,0.0329611,0.0130975,0.0130652,0.00878835,0,0.0264621,0.0479012,0.041687,0,0,0.0261697,0,0,0.0225327,0.0708114,0.0168966,0.0277762,0.0341584,0.0592412,0.0370784,0.0301765,0.0454296,0.0644765,0.0547059,0.0302514,0.0267673,0.0130087,0.0384623,0.0333876,0.0282044,0.0121542,0.00911335,0.0568358,0.0462594,0,0,0,0,0,0,0,0,0
15,0.0309693,0.0598475,0,0,0,0.0350552,0,0.0120669,0.0486358,0,0,0,0.0206862,0,0,0.0416306,0.0578028,0.0399725,0.0255643,0.025994,0,0,0.0606603,0.0359834,0.0380859,0.0638769,0.0645761,0.0280653,0.0572894,0.0590304,0.0279844,0.0395534,0,0.0379408,0,0.0332135,0.0132003,0.0130928,0.00887664,0,0.0263726,0.0484209,0.0416587,0,0,0.0258816,0,0,0.0225888,0.070735,0.0170568,0.0275707,0.033764,0.0587479,0.0369853,0.0302657,0.0455018,0.0644584,0.0547867,0.0302194,0.0265371,0.0129001,0.0384222,0.0329865,0.0284894,0.0121676,0.0090212,0.057176,0.0463816,0,0,0,0,0,0,0,0,0
16,0.0308577,0.0599989,0,0,0,0.0345386,0,0.0122278,0.0476008,0,0,0,0.02051,0,0,0.041485,0.0575708,0.0421924,0.025668,0.0261851,0,0,0.0604065,0.035996,0.0389372,0.0644885,0.0651274,0.0282503,0.0580977,0.0594447,0.0283269,0.040693,0,0.0425043,0,0.0335598,0.013288,0.0129829,0.00853669,0,0.0290769,0.0490807,0.0417672,0,0,0.0254425,0,0,0.0225945,0.0704356,0,0.027905,0.0332499,0.0585338,0.0367882,0.0311433,0.0439825,0.0646187,0.0553828,0.028636,0.0276265,0.0133577,0.0354679,0.0345679,0.028976,0.0121439,0.0088718,0.0575452,0.0461846,0,0,0,0,0,0,0,0,0
17,0.0307125,0.0601808,0,0,0,0.0343934,0,0.0121582,0.0464696,0,0,0,0.0203331,0,0,0.0414111,0.0574395,0.0438203,0.0259898,0.0265452,0,0,0.0600797,0.0361731,0.0396322,0.0650558,0.0656052,0.02848,0.0589882,0.060011,0.0288021,0.0417345,0,0.0461734,0,0.0338349,0.0133168,0.0129624,0.00869681,0,0.0292274,0.0496732,0.0417162,0,0,0.0250196,0,0,0.0225978,0.0703569,0,0.0278867,0.0329388,0.0580821,0.0365616,0.0310024,0.0437503,0.0646414,0.0555217,0.0285589,0.027457,0.0134121,0.0354254,0.034198,0.0294674,0.0121107,0.00875822,0.057747,0.0461775,0,0,0,0,0,0,0,0,0
18,0.0305565,0.0604652,0,0,0,0.0344361,0,0.0123875,0.0453586,0,0,0,0.0202451,0,0,0.041518,0.0574079,0.0449925,0.0264954,0.0271219,0,0,0.0600127,0.0367364,0.0402056,0.0655717,0.0660473,0.0287077,0.0597707,0.0605878,0.0294037,0.0427113,0,0.0489096,0,0.0339694,0.0131022,0.0133222,0.0100167,0,0.0263348,0.0498129,0.0414746,0,0,0.0246135,0,0,0.0226286,0.0704756,0.0169282,0.0271054,0.0331874,0.0574368,0.0364488,0.0298502,0.0450921,0.0645077,0.0553062,0.0301333,0.0262106,0.0130052,0.0385407,0.0305856,0.0298459,0.0121347,0.00874332,0.0578111,0.0464458,0,0,0,0,0,0,0,0,0
19,0.030476,0.0609138,0,0,0,0.0346812,0,0.0127848,0.0443967,0,0,0,0.0200356,0,0,0.041665,0.0573366,0.0459326,0.0268773,0.0275692,0,0,0.0598137,0.0370534,0.0409424,0.0661605,0.0665032,0.0290475,0.0602903,0.0609824,0.0298977,0.0435201,0,0.0511171,0,0.0341825,0.0131847,0.0133935,0.010629,0,0.0260787,0.0501521,0.0413206,0,0,0.0243743,0,0,0.0226022,0.0704281,0.0166921,0.0270992,0.033019,0.0571095,0.0364889,0.0300026,0.04483,0.0645047,0.0556408,0.0302456,0.0262736,0.0130836,0.0386553,0.0293749,0.0301344,0.0121639,0.00865044,0.0579547,0.0464284,0,0,0,0,0,0,0,0,0
20,0.0303561,0.0612024,0,0,0,0.0348252,0,0.0129885,0.0434836,0,0,0,0.0199007,0,0,0.0418059,0.0573859,0.0468031,0.0272467,0.0277129,0,0,0.0597748,0.0373098,0.0417331,0.0667045,0.066774,0.0292041,0.0606331,0.0612388,0.0302645,0.0441702,0,0.0527782,0,0.0343781,0.0132692,0.0134148,0.0113181,0,0.0261516,0.0505064,0.0411769,0,0,0.0241834,0,0,0.022595,0.0703412,0.0165127,0.0272404,0.0328371,0.0568816,0.0365046,0.0302827,0.0444794,0.064517,0.0558311,0.0303015,0.0265152,0.0132611,0.038819,0.0282088,0.0303702,0.0122121,0.00861,0.0580793,0.0463858,0,0,0,0,0,0,0,0,0
21,0.0301919,0.0612916,0,0,0,0.0348568,0,0.0130676,0.0425859,0,0,0,0.0198163,0,0,0.0419528,0.0575185,0.0476207,0.0276073,0.0276184,0,0,0.0598519,0.0375524,0.0425344,0.0672352,0.0670302,0.0293318,0.060826,0.0613887,0.0305834,0.0446987,0,0.0543664,0,0.0345358,0.0132617,0.0135223,0.0120648,0,0.026231,0.0509303,0.0410543,0,0,0.0240755,0,0,0.0225802,0.0702281,0.0163899,0.0274288,0.0326767,0.0567217,0.0366023,0.0304941,0.0441138,0.064496,0.0561146,0.0303421,0.0268081,0.0134135,0.0390218,0.0270558,0.030527,0.0121528,0.00864431,0.0580525,0.0463054,0,0,0,0,0,0,0,0,0
22,0.0300328,0.0612675,0,0,0,0.0349452,0,0.0131794,0.041646,0,0,0,0.0197415,0,0,0.0420757,0.0576146,0.0486167,0.0281456,0.0274287,0,0,0.0599986,0.0378079,0.0431245,0.0678601,0.067309,0.0294734,0.0610774,0.061633,0.0309643,0.0451363,0,0.0563332,0,0.0346924,0.0132311,0.0136288,0.0127897,0,0.0262102,0.0513784,0.0409904,0,0,0.0240398,0,0,0.0225903,0.0701506,0.0162055,0.0275422,0.0325508,0.056676,0.0367754,0.0306851,0.0436408,0.0644293,0.0563941,0.0304683,0.0268186,0.0136501,0.0392932,0.0259835,0.0306147,0.0121413,0.00868286,0.0580253,0.0461755,0,0,0,0,0,0,0,0,0
23,0.0298887,0.0612023,0,0,0,0.0351135,0,0.0133742,0.040875,0,0,0,0.019688,0,0,0.0421105,0.0577011,0.0497286,0.0287809,0.0273196,0,0,0.0602476,0.0381001,0.0437598,0.0686193,0.0676024,0.0294992,0.0616369,0.0620081,0.031524,0.045516,0,0.0585512,0,0.034898,0.0134495,0.0134555,0.0136234,0,0.0262792,0.0519178,0.0409803,0,0,0.0240178,0,0,0.022594,0.0700585,0.0160707,0.0275762,0.0322573,0.0566292,0.0369809,0.0309473,0.0432385,0.0643348,0.0566394,0.0305188,0.0268304,0.0139229,0.0394809,0.0248279,0.0306813,0.012191,0.00869059,0.0580113,0.0460203,0,0,0,0,0,0,0,0,0
24,0.0297371,0.061132,0,0,0,0.0353709,0,0.013643,0.0405047,0,0,0,0.0196389,0,0,0.042251,0.057683,0.051095,0.0291563,0.0271867,0,0,0.0604002,0.0379128,0.0446051,0.0696208,0.0680006,0.0297604,0.0622034,0.062487,0.0321137,0.0460163,0,0.0611042,0,0.0352314,0.0136642,0.0133496,0.0137587,0,0.0286991,0.0528137,0.0411428,0,0,0.0239615,0,0,0.0225362,0.0697581,0,0.0284751,0.0311228,0.0568086,0.0371102,0.0322234,0.0420728,0.064709,0.0574844,0.0288611,0.0279751,0.0141412,0.0366664,0.0255295,0.0307819,0.0122192,0.00864012,0.0580689,0.0455606,0,0,0,0,0,0,0,0,0
25,0.0296323,0.0610192,0,0,0,0.0357368,0,0.0139658,0.0399029,0,0,0,0.0196463,0,0,0.0426697,0.0578282,0.0524327,0.0298294,0.0273043,0,0,0.0609266,0.037948,0.0452208,0.070468,0.0682646,0.0300022,0.0629069,0.0631036,0.0327566,0.0466773,0,0.0636385,0,0.0355534,0.0137527,0.0135292,0.01406,0,0.0289065,0.0536839,0.041171,0,0,0.0239689,0,0,0.0224803,0.069618,0,0.028734,0.0306147,0.0567234,0.0372166,0.0326304,0.0417842,0.064746,0.0577839,0.0288656,0.0279692,0.0142099,0.0366894,0.0249672,0.0308262,0.012222,0.00860178,0.0580189,0.0454304,0,0,0,0,0,0,0,0,0
26,0.0295488,0.0609175,0,0,0,0.0361443,0,0.0142535,0.0395055,0,0,0,0.0196503,0,0,0.0427269,0.0579066,0.0539685,0.0305001,0.0275498,0,0,0.0614846,0.0380562,0.0458998,0.0712868,0.0684075,0.0301649,0.0637187,0.0637403,0.033314,0.0472953,0,0.0666445,0,0.0357926,0.0137628,0.0136499,0.0145693,0,0.0290277,0.0545777,0.0412369,0,0,0.0239611,0,0,0.0224374,0.0695096,0,0.0286082,0.0306573,0.056572,0.037327,0.0329314,0.0416258,0.064869,0.0580545,0.0288742,0.0279775,0.0143283,0.036729,0.0242149,0.0309005,0.0122256,0.00855873,0.0580138,0.0452565,0,0,0,0,0,0,0,0,0
27,0.0294166,0.0608962,0,0,0,0.0368132,0,0.0145055,0.039178,0,0,0,0.0196032,0,0,0.0425828,0.0581048,0.0555979,0.0312291,0.0278895,0,0,0.0622361,0.0385185,0.047117,0.0720346,0.0685887,0.0303195,0.0644935,0.0644394,0.0338933,0.0478775,0,0.0699204,0,0.0360021,0.0137116,0.013733,0.0151547,0,0.0289733,0.0554793,0.0412425,0,0,0.0238558,0,0,0.0223888,0.0694688,0,0.0287737,0.0302744,0.056294,0.0373541,0.0331285,0.0414703,0.0650049,0.0583473,0.028847,0.0280082,0.0142546,0.0367549,0.0234502,0.0310673,0.0122316,0.00846429,0.0580636,0.0451307,0,0,0,0,0,0,0,0,0
28,0.0293291,0.0608996,0,0,0,0.0375086,0,0.0147164,0.0390171,0,0,0,0.0195667,0,0,0.0425122,0.0581921,0.057209,0.0320547,0.0281422,0,0,0.0629596,0.0388793,0.0481061,0.0728999,0.0687422,0.0305945,0.065246,0.0652553,0.0345768,0.0484753,0,0.0730926,0,0.0361933,0.0137101,0.0137775,0.0156347,0,0.0289997,0.0563751,0.0412374,0,0,0.0237271,0,0,0.022326,0.0695108,0,0.0288396,0.029722,0.0559673,0.0373858,0.0332827,0.0413871,0.0650771,0.0586183,0.0288315,0.0280256,0.0142581,0.0368198,0.0227691,0.0312813,0.0122065,0.00836736,0.0582105,0.0449823,0,0,0,0,0,0,0,0,0
29,0.0292845,0.0609061,0,0,0,0.038162,0,0.0148797,0.0387583,0,0,0,0.0195224,0,0,0.0425129,0.0582093,0.0586483,0.0328429,0.0282723,0,0,0.0634903,0.039049,0.0487624,0.0738564,0.0689846,0.0309344,0.0660262,0.0661267,0.0353412,0.0490115,0,0.0759109,0,0.036416,0.0137339,0.013782,0.0160339,0,0.0290674,0.0571835,0.0412354,0,0,0.0236343,0,0,0.0222813,0.0695609,0,0.0287127,0.0291056,0.0556585,0.0374443,0.0334264,0.0412559,0.0650977,0.0588288,0.0288127,0.0279878,0.0143121,0.0368701,0.0221486,0.0314617,0.0121699,0.00827333,0.0584736,0.0448014,0,0,0,0,0,0,0,0,0
30,0.0292311,0.0608977,0,0,0,0.0386935,0,0.014946,0.0380796,0,0,0,0.0195499,0,0,0.0424735,0.0585352,0.05961,0.0338344,0.028508,0,0,0.064187,0.0395964,0.0491415,0.074718,0.0690194,0.0311745,0.0668371,0.0670301,0.0360957,0.0495571,0,0.0778334,0,0.036553,0.0137293,0.013843,0.0176111,0,0.0261977,0.0578707,0.0410749,0,0,0.0235802,0,0,0.0222762,0.0695447,0.0176487,0.0278128,0.0299612,0.0550706,0.0373938,0.0326374,0.0418099,0.0643463,0.0583954,0.0308555,0.0267223,0.0146363,0.0400984,0.0196908,0.0315442,0.0121717,0.00821525,0.0586696,0.0449603,0,0,0,0,0,0,0,0,0
31,0.0290615,0.0611187,0,0,0,0.039076,0,0.0149078,0.0385146,0,0,0,0.0195301,0,0,0.0423104,0.0583184,0.0601248,0.0342273,0.0283432,0,0,0.0642931,0.0394261,0.0498311,0.0756179,0.0693454,0.0316778,0.0674383,0.0677342,0.0367182,0.0499061,0,0.0794226,0,0.0368148,0.0138411,0.0136849,0.0171288,0,0.0292911,0.0589627,0.0412198,0,0,0.0233456,0,0,0.0222458,0.0698514,0,0.0286045,0.028529,0.0549834,0.0371982,0.0336069,0.0409517,0.0648241,0.0591405,0.0287782,0.0280025,0.0143328,0.0368919,0.0208898,0.0318389,0.0121257,0.00810315,0.0589621,0.0444626,0,0,0,0,0,0,0,0,0
32,0.0289699,0.0612934,0,0,0,0.03912,0,0.0147526,0.0379155,0,0,0,0.0195033,0,0,0.0424146,0.0587429,0.060129,0.0351222,0.0284185,0,0,0.0647731,0.040062,0.0504985,0.0763545,0.0693497,0.0319098,0.0680434,0.0683307,0.0372844,0.0501431,0,0.0796492,0,0.0369224,0.0138837,0.0137761,0.0185163,0,0.0268,0.059468,0.0410582,0,0,0.0232486,0,0,0.0222573,0.0700136,0.0177733,0.0279354,0.0294871,0.0543626,0.0369977,0.0327279,0.0411765,0.0640272,0.0585562,0.0308291,0.026768,0.0147501,0.040222,0.0185753,0.0319253,0.0120658,0.0080302,0.0590618,0.0446042,0,0,0,0,0,0,0,0,0
33,0.0288734,0.0615191,0,0,0,0.0387004,0,0.014658,0.0379335,0,0,0,0.019443,0,0,0.0424805,0.0589835,0.0596154,0.0356127,0.0281038,0,0,0.0649164,0.0401808,0.0511953,0.0772034,0.0694377,0.0323778,0.0683614,0.0687822,0.0377945,0.0499614,0,0.0792531,0,0.0371454,0.0139328,0.0137709,0.0194787,0,0.0268573,0.0600055,0.0410529,0,0,0.0230314,0,0,0.0222705,0.0702023,0.0177452,0.0280577,0.0295168,0.0539908,0.0367441,0.032771,0.0408395,0.0638718,0.0586057,0.0307546,0.0268253,0.0150405,0.0403565,0.0175392,0.0320922,0.0119942,0.00788547,0.0592484,0.0444162,0,0,0,0,0,0,0,0,0
34,0.0288024,0.0617192,0,0,0,0.0377179,0,0.0146214,0.0379623,0,0,0,0.019378,0,0,0.042501,0.059237,0.0584261,0.0359697,0.0275983,0,0,0.0648937,0.0401355,0.0517022,0.0779198,0.069516,0.0328657,0.0684023,0.0690834,0.0380261,0.0495321,0,0.0776287,0,0.0374057,0.0139857,0.0137198,0.0201646,0,0.0269467,0.0605481,0.0410396,0,0,0.0228346,0,0,0.022281,0.070307,0.0179179,0.0280658,0.0295157,0.0536522,0.0365538,0.0328859,0.0403295,0.0636409,0.0585975,0.0306248,0.0268846,0.0154344,0.0405418,0.0168007,0.0322059,0.011967,0.00779572,0.0593913,0.0442075,0,0,0,0,0,0,0,0,0
35,0.028758,0.0618884,0,0,0,0.0363726,0,0.0147373,0.0382724,0,0,0,0.0193339,0,0,0.0425142,0.0593413,0.0568655,0.0363356,0.0269469,0,0,0.0648307,0.0398932,0.0520387,0.0785536,0.0694404,0.0333028,0.0682439,0.0692919,0.0381106,0.0489066,0,0.0747692,0,0.037636,0.0140685,0.0136306,0.0209138,0,0.0270004,0.0610126,0.0410532,0,0,0.0226694,0,0,0.0222939,0.0703262,0.0179896,0.0284053,0.029535,0.0533792,0.0362702,0.0329288,0.0398002,0.063361,0.0585646,0.0309639,0.0268829,0.0151549,0.0407139,0.0159412,0.0323119,0.011931,0.00774192,0.0594001,0.0439865,0,0,0,0,0,0,0,0,0
36,0.0286962,0.0620917,0,0,0,0.034854,0,0.0149476,0.038725,0,0,0,0.0191954,0,0,0.0424567,0.0594706,0.0550013,0.0367151,0.0261464,0,0,0.0647065,0.039822,0.0523977,0.0790987,0.0693811,0.0335877,0.0679715,0.069348,0.038223,0.0481155,0,0.070875,0,0.0378582,0.014119,0.0135434,0.0215649,0,0.0270897,0.0613505,0.0410673,0,0,0.022536,0,0,0.0223431,0.0705124,0.0180653,0.0284841,0.0294838,0.0531178,0.0359543,0.032894,0.0392701,0.0630742,0.0584997,0.0314933,0.026696,0.0145191,0.0407309,0.0152477,0.032429,0.0119012,0.00766928,0.0594551,0.0437638,0,0,0,0,0,0,0,0,0
