Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x75,x76,x78,x73,x77
128,0.033209,0.0583955,0,0,0,0.0498645,0,0.0259497,0.0675974,0,0,0,0,0.0186301,0,0,0.0420741,0.0646412,0.0216757,0.0341629,0.0303884,0,0,0.0483675,0.0406093,0.0239199,0.0460656,0.0540845,0.026545,0.0614903,0.0658115,0.0389074,0.0356251,0,0.0159462,0,0.0356856,0.013647,0.0131158,0.0332336,0,0.034241,0.0495407,0.0390181,0,0,0.0208918,0,0,0.0212715,0.0745012,0.0151733,0.022031,0.0340462,0.0567136,0.0262848,0.0402097,0.045935,0.0690015,0.0644554,0.0374055,0.0264507,0.0165986,0.0446849,0.0170273,0.0358246,0.00914942,0.00914298,0.0536129,0.0494537,0,0,0,0,0,0,0,0,0
129,0.0330825,0.0584062,0,0,0,0.0507437,0,0.0250879,0.0679094,0,0,0,0,0.0186611,0,0,0.0421458,0.0642669,0.0209612,0.0335296,0.0297727,0,0,0.0479379,0.0403591,0.0238123,0.0463986,0.0542186,0.0267136,0.0613726,0.065881,0.0387536,0.0355823,0,0.0172603,0,0.0356329,0.0136939,0.0131251,0.0320346,0,0.0337264,0.0493711,0.0389825,0,0,0.0209218,0,0,0.0212607,0.0746054,0.0142871,0.0218347,0.0338133,0.0567879,0.0264313,0.0393563,0.0463822,0.0687682,0.0635877,0.0367856,0.0258213,0.0156091,0.0441624,0.0171242,0.0357412,0.00912088,0.0091865,0.0536095,0.0494125,0,0,0,0,0,0,0,0,0
130,0.0330846,0.0584089,0,0,0,0.051606,0,0.0242576,0.0682198,0,0,0,0,0.0186563,0,0,0.0422003,0.0638566,0.0202666,0.0328509,0.0292025,0,0,0.0476646,0.0402688,0.0236643,0.0467424,0.0543347,0.0267805,0.0615037,0.0659545,0.0385193,0.0355649,0,0.0186096,0,0.0356128,0.0136925,0.0131929,0.0306255,0,0.0333635,0.049135,0.0390177,0,0,0.0209286,0,0,0.0213111,0.0746779,0.0139352,0.0217889,0.0334724,0.0569551,0.0264766,0.0383702,0.0466541,0.0685173,0.0627206,0.0361914,0.0252565,0.0148544,0.0436048,0.0175297,0.0357407,0.00912504,0.00921951,0.0536019,0.0493344,0,0,0,0,0,0,0,0,0
131,0.0331126,0.058419,0,0,0,0.0525181,0,0.0233501,0.0683763,0,0,0,0,0.0186565,0,0,0.0422363,0.0634185,0.0196316,0.0321644,0.0286748,0,0,0.0474038,0.0401629,0.0235138,0.0471189,0.054385,0.0267221,0.0616138,0.0660784,0.0382663,0.0356009,0,0.0198538,0,0.0356704,0.0136776,0.0132681,0.0286813,0,0.0330584,0.049001,0.039103,0,0,0.0208602,0,0,0.0213483,0.0746134,0.0137017,0.0220637,0.0331179,0.0570531,0.0264367,0.0373876,0.0467119,0.0682814,0.0619879,0.0357582,0.0250258,0.014399,0.0429771,0.0182895,0.0358059,0.00914328,0.00919956,0.0536495,0.0492249,0,0,0,0,0,0,0,0,0
132,0.0329774,0.0585194,0,0,0,0.0536642,0,0.0223436,0.0682591,0,0,0,0,0.0186384,0,0,0.0421694,0.0631112,0.019108,0.0314709,0.0281725,0,0,0.0468,0.0397877,0.0234581,0.0475362,0.0544242,0.0265547,0.06165,0.0662779,0.038146,0.0356408,0,0.0211049,0,0.0357567,0.0136399,0.0133305,0.0262893,0,0.0326565,0.0491675,0.0391351,0,0,0.0207111,0,0,0.0213304,0.0743067,0.0133603,0.0226138,0.0332358,0.0571323,0.0262738,0.0366589,0.046464,0.0679612,0.0614245,0.0356066,0.0253938,0.0144289,0.0424921,0.0189979,0.0359343,0.00913214,0.00910576,0.0538004,0.0492083,0,0,0,0,0,0,0,0,0
133,0.0328208,0.0586908,0,0,0,0.0549395,0,0.0213058,0.0678003,0,0,0,0,0.0185976,0,0,0.0420654,0.0629599,0.0187229,0.0307156,0.0277849,0,0,0.0461522,0.0393855,0.0236037,0.0480318,0.0544453,0.0264546,0.0617469,0.0665641,0.0378887,0.035836,0,0.0221847,0,0.0358714,0.0136226,0.0133603,0.0239246,0,0.0324123,0.0496015,0.0391878,0,0,0.020515,0,0,0.0212782,0.0738325,0.0123654,0.0233056,0.0341716,0.0571223,0.0260792,0.0362803,0.0458572,0.0674499,0.0609912,0.0355041,0.0264681,0.0150744,0.0421335,0.0196463,0.0361487,0.00911299,0.00895944,0.054051,0.049278,0,0,0,0,0,0,0,0,0
134,0.0327844,0.0588314,0,0,0,0.0561958,0,0.0202504,0.066997,0,0,0,0,0.0185697,0,0,0.042004,0.0629237,0.0186604,0.029852,0.0275215,0,0,0.0457071,0.0390575,0.0237973,0.0486033,0.0544762,0.0262845,0.0618333,0.0668671,0.0376434,0.0359901,0,0.02307,0,0.036043,0.0136658,0.0133561,0.0217711,0,0.0322874,0.0501465,0.0392775,0,0,0.0203171,0,0,0.0212989,0.0733394,0.0111804,0.0239667,0.0357427,0.0570477,0.0259541,0.0362089,0.0450705,0.0667489,0.0607382,0.0351852,0.0279593,0.016003,0.0418635,0.0204227,0.0363235,0.00912875,0.00884273,0.0543036,0.0491562,0,0,0,0,0,0,0,0,0
135,0.0328905,0.0589181,0,0,0,0.0572878,0,0.0190204,0.0659304,0,0,0,0,0.0185546,0,0,0.0419303,0.0629644,0.0189999,0.0288635,0.0273624,0,0,0.0456699,0.0387872,0.0239179,0.0492005,0.0544807,0.0259665,0.0618441,0.0671017,0.0373717,0.0359488,0,0.0237843,0,0.0362317,0.0136965,0.0133664,0.0197603,0,0.032086,0.0505902,0.0393665,0,0,0.0201722,0,0,0.0213897,0.0730727,0.00994322,0.0242848,0.0373135,0.0569331,0.0259565,0.0361762,0.044422,0.0661435,0.0605085,0.0346651,0.0292928,0.0166592,0.0416155,0.0216611,0.0363621,0.00917703,0.00876975,0.0545112,0.0489992,0,0,0,0,0,0,0,0,0
136,0.0329932,0.0590115,0,0,0,0.0580997,0,0.0177147,0.0648492,0,0,0,0,0.0185356,0,0,0.0418237,0.0629382,0.0199373,0.027839,0.0273541,0,0,0.0458301,0.0385104,0.024073,0.0499014,0.0544074,0.0254989,0.0618937,0.0672642,0.0369483,0.0359535,0,0.0240432,0,0.036357,0.0136996,0.0133717,0.0178792,0,0.031576,0.0506798,0.0394921,0,0,0.0200994,0,0,0.0214878,0.0732679,0.00866282,0.0240167,0.0381347,0.0567223,0.0261724,0.0355171,0.0442911,0.0657826,0.0597883,0.0341151,0.0298825,0.0166474,0.0412765,0.02364,0.0363856,0.00922795,0.00885355,0.0546944,0.0489514,0,0,0,0,0,0,0,0,0
137,0.0331161,0.0590355,0,0,0,0.0585271,0,0.0163858,0.0637964,0,0,0,0,0.0185033,0,0,0.0417459,0.0627327,0.0216562,0.0269297,0.0275216,0,0,0.0462758,0.0382317,0.0243184,0.0507415,0.0544458,0.0249583,0.0618785,0.0673702,0.0364908,0.0360994,0,0.0236933,0,0.0363711,0.0137278,0.0133576,0.0162692,0,0.0307727,0.0503434,0.0396409,0,0,0.0200996,0,0,0.0215374,0.0737951,0.00785247,0.0232786,0.0377754,0.0563715,0.0266539,0.0341573,0.0447192,0.0657351,0.058418,0.033661,0.0294514,0.0159694,0.0408222,0.0259944,0.0362075,0.00930529,0.00914217,0.0547532,0.0491211,0,0,0,0,0,0,0,0,0
138,0.0333021,0.0590035,0,0,0,0.0585617,0,0.0151789,0.0625173,0,0,0,0,0.018479,0,0,0.0417583,0.0624001,0.0240129,0.0261736,0.0278366,0,0,0.0470646,0.0380526,0.0246718,0.0516513,0.0545988,0.0243414,0.0619322,0.0674219,0.0359568,0.03625,0,0.0228338,0,0.0362977,0.0138109,0.0133595,0.0151462,0,0.0298405,0.0498319,0.0397757,0,0,0.0201761,0,0,0.0215701,0.0742465,0.00770066,0.0224584,0.0368228,0.05602,0.0273569,0.0329122,0.0450616,0.0656779,0.057167,0.0332961,0.0283715,0.0148241,0.0402749,0.0279639,0.0358534,0.00940485,0.00953071,0.0547048,0.0495576,0,0,0,0,0,0,0,0,0
139,0.0335158,0.0589144,0,0,0,0.0580056,0,0.0143226,0.060813,0,0,0,0,0.0184913,0,0,0.0418715,0.0621744,0.026594,0.0256014,0.0283017,0,0,0.0481214,0.0380249,0.0250771,0.0524458,0.0547645,0.0237671,0.061957,0.0673772,0.0351814,0.0361796,0,0.0216826,0,0.0361702,0.0138765,0.013422,0.0144943,0,0.0290037,0.0492649,0.0398859,0,0,0.0204074,0,0,0.0216521,0.0743365,0.00787139,0.0218361,0.0360966,0.0554821,0.0281513,0.0322866,0.0447817,0.0653331,0.0565429,0.0328881,0.0272765,0.0136224,0.0396499,0.0291769,0.0353507,0.00952551,0.00997168,0.0545844,0.0499433,0,0,0,0,0,0,0,0,0
140,0.0336368,0.0587697,0,0,0,0.0565638,0,0.0139428,0.0587631,0,0,0,0,0.0185102,0,0,0.0420501,0.0620736,0.0291605,0.0251473,0.0289166,0,0,0.0492797,0.0380962,0.0254518,0.0530058,0.0549075,0.0232249,0.0616473,0.0671093,0.03409,0.0358621,0,0.0204931,0,0.0360115,0.0138729,0.0135615,0.0138286,0,0.0284161,0.0486045,0.0399963,0,0,0.0207265,0,0,0.0216992,0.0741699,0.00795565,0.0215648,0.0358437,0.055022,0.0290158,0.0320464,0.0440853,0.0648539,0.0562654,0.0323532,0.0266377,0.012837,0.038988,0.0298546,0.0347153,0.00965768,0.0104929,0.0544108,0.0502706,0,0,0,0,0,0,0,0,0
141,0.0336094,0.0586506,0,0,0,0.0545735,0,0.0140137,0.0563011,0,0,0,0,0.0186251,0,0,0.0422045,0.0620754,0.0315679,0.0246589,0.0297207,0,0,0.0504189,0.0380111,0.0257559,0.0534112,0.0549722,0.0225138,0.0611032,0.0665513,0.032716,0.0355371,0,0.0194514,0,0.0358051,0.0138419,0.0136794,0.0127277,0,0.0281157,0.0478042,0.0400591,0,0,0.0212227,0,0,0.0216113,0.0738918,0.00778409,0.0217674,0.0359367,0.0551898,0.0299483,0.0318114,0.0437132,0.0646113,0.0558937,0.0317824,0.0264804,0.0125869,0.0383151,0.0305341,0.03402,0.00974062,0.0110446,0.0542479,0.0505691,0,0,0,0,0,0,0,0,0
142,0.0335633,0.0585322,0,0,0,0.0523619,0,0.0143545,0.053889,0,0,0,0,0.0187868,0,0,0.0423357,0.0620651,0.033201,0.0240181,0.030166,0,0,0.051522,0.0380535,0.026377,0.0536584,0.0551925,0.0221046,0.0603465,0.0656573,0.0311761,0.0353024,0,0.0185243,0,0.0355698,0.0138314,0.0137666,0.0114962,0,0.0282141,0.047027,0.0400678,0,0,0.0219132,0,0,0.0215569,0.0736099,0.00722694,0.0223206,0.0361996,0.0557072,0.0309993,0.0315974,0.0438354,0.0646896,0.0555472,0.031472,0.0267069,0.0129015,0.0378902,0.0311323,0.0334302,0.00988357,0.0116406,0.0540618,0.0507929,0,0,0,0,0,0,0,0,0
143,0.0335022,0.0583964,0,0,0,0.0499837,0,0.0143558,0.0516081,0,0,0,0,0.0190389,0,0,0.0424781,0.0620392,0.034112,0.0235295,0.0302609,0,0,0.0526723,0.0382384,0.0273707,0.0540182,0.0557296,0.0219353,0.0595871,0.0645518,0.0297536,0.0353663,0,0.0173954,0,0.0353551,0.0138699,0.0137797,0.0105687,0,0.0286075,0.0462212,0.0400891,0,0,0.0228116,0,0,0.0215019,0.0732336,0.00640279,0.0231186,0.0366892,0.0558887,0.0321305,0.0314843,0.0442075,0.0649822,0.0553022,0.0315304,0.0271005,0.0135034,0.0377565,0.0313943,0.0327831,0.0100057,0.0120438,0.0539024,0.0509692,0,0,0,0,0,0,0,0,0
144,0.0334827,0.0582087,0,0,0,0.0474156,0,0.0136095,0.0496567,0,0,0,0,0.0193022,0,0,0.0426498,0.0620283,0.0343609,0.0233155,0.0301016,0,0,0.0537102,0.0385006,0.0286571,0.0547056,0.0566844,0.0220258,0.0588857,0.0633915,0.0285995,0.0357004,0,0.0162542,0,0.0351642,0.0138957,0.0138718,0.00999157,0,0.0290985,0.0456184,0.040143,0,0,0.0236212,0,0,0.0215895,0.0727092,0.00557549,0.0241074,0.0372904,0.0561166,0.033316,0.0313972,0.0444942,0.0652442,0.0551876,0.0317113,0.0275322,0.0141875,0.0378187,0.0314757,0.0320515,0.0101833,0.0124316,0.053851,0.0511683,0,0,0,0,0,0,0,0,0
145,0.0335246,0.0580352,0,0,0,0.0448158,0,0.0124613,0.0479725,0,0,0,0,0.0195464,0,0,0.0428336,0.0621081,0.0341987,0.0230974,0.0298643,0,0,0.054646,0.0387517,0.0301812,0.0557207,0.0576432,0.0224482,0.0582229,0.0622443,0.0276966,0.0362062,0,0.0169424,0,0.0350272,0.0138864,0.0140181,0.0095882,0,0.0295383,0.0452578,0.0402117,0,0,0.0242847,0,0,0.0217453,0.0722047,0.00499979,0.025099,0.0378944,0.05661,0.034469,0.0310146,0.0445089,0.0651943,0.0549421,0.0318287,0.0278873,0.0147039,0.0379326,0.0318013,0.0313398,0.0104447,0.0128721,0.0538861,0.0513842,0,0,0,0,0,0,0,0,0
146,0.0336016,0.0578958,0,0,0,0.0421505,0,0.011238,0.0463895,0,0,0,0,0.0197599,0,0,0.0429073,0.0622072,0.0340025,0.0227991,0.029821,0,0,0.0555297,0.038963,0.0316503,0.0569584,0.0586992,0.0231339,0.0576286,0.0611881,0.0269978,0.0367427,0,0.0208932,0,0.0349695,0.0139183,0.014001,0.00915191,0,0.0297845,0.0450785,0.0402971,0,0,0.0249446,0,0,0.0218032,0.0719638,0.00482865,0.0259059,0.0383613,0.0573399,0.0355342,0.0303248,0.0443639,0.0648758,0.0544143,0.0317907,0.0279972,0.0148474,0.037986,0.0325618,0.0307064,0.0106609,0.0132348,0.0540176,0.051523,0,0,0,0,0,0,0,0,0
147,0.0337029,0.0577677,0,0,0,0.0389823,0,0.010031,0.0451098,0,0,0,0,0.0198288,0,0,0.0429283,0.0621151,0.0345133,0.0225227,0.0298585,0,0,0.0562614,0.0391209,0.0330463,0.058259,0.059775,0.023666,0.0573433,0.0604811,0.0267779,0.0373271,0,0.0265273,0,0.0350019,0.0140326,0.0139265,0.00883334,0,0.0296895,0.045235,0.040473,0,0,0.0254502,0,0,0.0220068,0.0721068,0.00498367,0.0262799,0.038423,0.0576666,0.036489,0.0297351,0.0442325,0.064554,0.0538692,0.0317202,0.0278695,0.0146791,0.0379836,0.0333929,0.0301689,0.0109026,0.0136201,0.0542109,0.0516244,0,0,0,0,0,0,0,0,0
148,0.0336773,0.0576898,0,0,0,0.0362102,0,0.00966059,0.0438964,0,0,0,0,0.0198378,0,0,0.0428877,0.0619629,0.0366728,0.0223327,0.0299775,0,0,0.0570843,0.0392467,0.0343943,0.0593531,0.0604578,0.0237056,0.0576041,0.0602897,0.0272329,0.0383193,0,0.0332154,0,0.0350993,0.0141279,0.0138497,0.00866128,0,0.0294809,0.0454902,0.0406642,0,0,0.0258426,0,0,0.0221939,0.0723824,0.00534741,0.0262088,0.0380766,0.0575933,0.0372256,0.0293243,0.0442042,0.0643953,0.0535815,0.0316818,0.0276286,0.0143414,0.0379303,0.0341157,0.029785,0.0109865,0.0138207,0.0543911,0.0517345,0,0,0,0,0,0,0,0,0
149,0.0335095,0.0577838,0,0,0,0.0346947,0,0.0108002,0.0439366,0,0,0,0,0.019776,0,0,0.0428793,0.0612573,0.0396378,0.0236639,0.0289387,0,0,0.0582936,0.0394062,0.035726,0.0608101,0.0620741,0,0.0575428,0.0597739,0.0276143,0.0391468,0,0.0391161,0,0.0354274,0.0142077,0.0137459,0.00875383,0,0.0291969,0.0472152,0.0406462,0,0,0.0255286,0,0,0.0222139,0.0723613,0.00543055,0.025821,0.0371478,0.0569237,0.0368712,0.0293847,0.0442171,0.0644951,0.0539471,0.031491,0.0274486,0.0140356,0.037789,0.0340236,0.0301077,0.010812,0.0135009,0.0545738,0.0515364,0,0,0,0,0,0,0,0,0
150,0.0335572,0.0578175,0,0,0,0.0346553,0,0.0117984,0.041883,0,0,0,0,0.0197326,0,0,0.0429248,0.0618362,0.0420912,0.0225183,0.0303008,0,0,0.0585466,0.039415,0.0362738,0.0607299,0.0611704,0.0234983,0.059108,0.0607273,0.0289037,0.0411575,0,0.0441494,0,0.0354242,0.0140911,0.0138941,0.00883964,0,0.0292619,0.0462486,0.040941,0,0,0.0258512,0,0,0.0225132,0.0726436,0.00581111,0.0259619,0.0370492,0.0567064,0.0377999,0.0289188,0.0442393,0.0642576,0.0536683,0.0315982,0.0273026,0.0138801,0.0378247,0.0340922,0.0299111,0.0109792,0.0137871,0.0546919,0.0518034,0,0,0,0,0,0,0,0,0
151,0.0336827,0.0581066,0,0,0,0.0346097,0,0.0120369,0.0409133,0,0,0,0,0.0195415,0,0,0.0429162,0.0617231,0.0440764,0.0227635,0.030578,0,0,0.0586155,0.0394532,0.0367874,0.0610603,0.0614804,0.0235718,0.0598864,0.0609122,0.0294204,0.0424688,0,0.0473621,0,0.0356407,0.0140705,0.013877,0.00918499,0,0.0293488,0.0467038,0.0410309,0,0,0.0255703,0,0,0.0225044,0.0726938,0.00571903,0.0257624,0.0368506,0.0557269,0.0376779,0.0288541,0.0443058,0.0642173,0.0537224,0.031416,0.0273005,0.0139067,0.0377927,0.0334029,0.0302894,0.0109611,0.0136327,0.0549164,0.0517864,0,0,0,0,0,0,0,0,0
152,0.0336619,0.0584407,0,0,0,0.0341948,0,0.011818,0.0400262,0,0,0,0,0.0193475,0,0,0.0429452,0.0615282,0.0456377,0.0230241,0.030903,0,0,0.0581917,0.0395066,0.037381,0.0614363,0.0618136,0.0236735,0.0606907,0.0614055,0.0299524,0.0436242,0,0.0497772,0,0.0358335,0.014074,0.0138807,0.00965302,0,0.0294726,0.0471435,0.0410646,0,0,0.0252054,0,0,0.0223103,0.0727154,0.00551582,0.0257859,0.0367782,0.0554421,0.0374729,0.0288954,0.0443755,0.0642251,0.0538816,0.0313155,0.0273453,0.0140158,0.0377476,0.0325126,0.0306649,0.0108831,0.0134724,0.0552342,0.051786,0,0,0,0,0,0,0,0,0
153,0.03371,0.058744,0,0,0,0.0339642,0,0.0117749,0.0392584,0,0,0,0,0.0191872,0,0,0.042999,0.061431,0.0467973,0.0231878,0.0312888,0,0,0.0577831,0.0395653,0.0380723,0.0619206,0.0622362,0.0240276,0.0613707,0.0618893,0.0305718,0.0446173,0,0.051772,0,0.0360101,0.0140608,0.0139257,0.0102886,0,0.0296231,0.0474765,0.0409926,0,0,0.0248287,0,0,0.0221712,0.072742,0.00511853,0.0259111,0.0366486,0.0550875,0.0372575,0.0290708,0.0443263,0.064223,0.0540588,0.0312941,0.0274487,0.0142558,0.0377333,0.0313732,0.0310492,0.0107984,0.0133439,0.0554993,0.0518139,0,0,0,0,0,0,0,0,0
154,0.0336555,0.0589621,0,0,0,0.0340248,0,0.0120937,0.038577,0,0,0,0,0.0191366,0,0,0.0430987,0.0615094,0.0477419,0.023314,0.0316774,0,0,0.0575562,0.0396184,0.0387552,0.0625027,0.0626739,0.0248308,0.0617722,0.0621352,0.0309937,0.0453728,0,0.0532245,0,0.0361786,0.0140974,0.0139095,0.0110672,0,0.0297413,0.0477679,0.0408639,0,0,0.0246058,0,0,0.0220827,0.0727784,0.00453916,0.0260816,0.0364212,0.054551,0.0371422,0.0293886,0.0440832,0.064217,0.0542646,0.0312742,0.027617,0.0145328,0.0377894,0.0300457,0.0313489,0.0107469,0.0132645,0.0556638,0.051857,0,0,0,0,0,0,0,0,0
155,0.0334775,0.059077,0,0,0,0.0341147,0,0.0124999,0.0378467,0,0,0,0,0.0191254,0,0,0.0432135,0.0613824,0.0486612,0.0234951,0.0319056,0,0,0.0574422,0.039714,0.0395816,0.0631976,0.0631936,0.0251439,0.0618862,0.0620942,0.0311048,0.0457419,0,0.0542631,0,0.0363132,0.0141114,0.0139353,0.0117345,0,0.02983,0.048183,0.0407169,0,0,0.0244331,0,0,0.0220952,0.0727442,0.00410949,0.026404,0.0360986,0.0545664,0.0370999,0.0296635,0.0436454,0.0642489,0.0545403,0.0314388,0.0278215,0.0147554,0.0380058,0.0288519,0.0315661,0.0108085,0.0133439,0.0558075,0.0518368,0,0,0,0,0,0,0,0,0
156,0.0333385,0.0591601,0,0,0,0.0339684,0,0.012928,0.0371025,0,0,0,0,0.0191579,0,0,0.043292,0.0610191,0.0494672,0.0238143,0.0317909,0,0,0.057489,0.0398035,0.0404193,0.0638854,0.0636305,0.0251231,0.0618434,0.0618422,0.0310777,0.0458374,0,0.0552356,0,0.0364188,0.0140898,0.0140117,0.012513,0,0.0299638,0.0486574,0.0405779,0,0,0.0243209,0,0,0.0222014,0.0727236,0.00373355,0.0265688,0.0357691,0.0543523,0.0371081,0.0298681,0.0429752,0.0642078,0.0548942,0.0316413,0.0281113,0.0149903,0.0383708,0.0275193,0.0316878,0.0110563,0.0134891,0.0559197,0.0518419,0,0,0,0,0,0,0,0,0
157,0.0330605,0.059138,0,0,0,0.0336718,0,0.0133099,0.0363871,0,0,0,0,0.0192333,0,0,0.0433403,0.0605996,0.0503925,0.0242361,0.0313881,0,0,0.0575582,0.0399291,0.0411423,0.0646002,0.0638907,0.0251634,0.0615887,0.0614854,0.0310139,0.045766,0,0.0563257,0,0.0364878,0.0140228,0.0141276,0.0134591,0,0.0299754,0.0491713,0.0404791,0,0,0.024345,0,0,0.0222179,0.0726686,0.00358832,0.0267322,0.0354021,0.0542625,0.0372546,0.0301214,0.0423701,0.0641446,0.0552688,0.031785,0.0284616,0.0153052,0.038551,0.0259684,0.0315855,0.011261,0.0136488,0.0559874,0.051801,0,0,0,0,0,0,0,0,0
158,0.0326261,0.0589525,0,0,0,0.0334236,0,0.0137764,0.0358069,0,0,0,0,0.0192935,0,0,0.0433738,0.0606965,0.051338,0.0247177,0.0308662,0,0,0.0577305,0.0400547,0.0419001,0.0655156,0.064123,0.0253776,0.0612185,0.0611519,0.0307105,0.0457995,0,0.0576785,0,0.0365542,0.0139591,0.0142475,0.014585,0,0.0299232,0.0496415,0.0404289,0,0,0.0244503,0,0,0.0221465,0.0726144,0.00347826,0.0267838,0.0350166,0.0541704,0.0375028,0.0304375,0.0418894,0.0640646,0.0555921,0.031915,0.0287082,0.0155584,0.0387063,0.0242783,0.0315052,0.011322,0.0137715,0.0559627,0.0517077,0,0,0,0,0,0,0,0,0
159,0.032391,0.0587424,0,0,0,0.0333158,0,0.0142675,0.0353073,0,0,0,0,0.0193823,0,0,0.0433779,0.0606801,0.0523341,0.0252807,0.0304152,0,0,0.0581429,0.0402217,0.0426832,0.0663254,0.0643154,0.0255339,0.0609611,0.0609951,0.0305419,0.045878,0,0.0591496,0,0.0366211,0.0138985,0.014341,0.0157104,0,0.029946,0.050265,0.0404233,0,0,0.0245927,0,0,0.0220845,0.0725371,0.00344736,0.026717,0.0345606,0.0541398,0.0376789,0.0307361,0.0414831,0.0640183,0.055954,0.0320343,0.0287383,0.0157811,0.0388287,0.0226834,0.0315485,0.0113075,0.0138197,0.0558841,0.0515827,0,0,0,0,0,0,0,0,0
160,0.0324087,0.0585618,0,0,0,0.0334642,0,0.0147692,0.0350007,0,0,0,0,0.0194887,0,0,0.0433084,0.0608022,0.0535557,0.0258758,0.0300618,0,0,0.058592,0.0403969,0.043566,0.0671953,0.0645844,0.0259435,0.0609491,0.0609572,0.0306822,0.0459552,0,0.0606982,0,0.0366622,0.0138243,0.0144092,0.0167111,0,0.0300345,0.050971,0.0404849,0,0,0.0247569,0,0,0.0221141,0.0724606,0.00361636,0.0267201,0.0341064,0.0547088,0.0378207,0.0310526,0.041178,0.0640267,0.0563135,0.0321053,0.0286202,0.0160353,0.0389182,0.0212923,0.0315541,0.0113737,0.0138343,0.0558795,0.0513904,0,0,0,0,0,0,0,0,0
161,0.0326309,0.0584247,0,0,0,0.0336509,0,0.015219,0.0347765,0,0,0,0,0.0196131,0,0,0.0432252,0.0607544,0.0548912,0.0266466,0.0298149,0,0,0.0590871,0.0406067,0.0444837,0.0681126,0.0647567,0.026339,0.0612361,0.0611286,0.031069,0.0460677,0,0.062369,0,0.0367398,0.0137793,0.0144319,0.0175352,0,0.0300722,0.0518218,0.0405414,0,0,0.0249132,0,0,0.0220503,0.0723972,0.00390599,0.0268545,0.0336423,0.0555427,0.0378984,0.0313361,0.0409773,0.0640725,0.0566567,0.0321011,0.0285344,0.0159671,0.038961,0.0201991,0.0314738,0.0113898,0.0138032,0.0559645,0.0511453,0,0,0,0,0,0,0,0,0
162,0.0327071,0.0582846,0,0,0,0.0337264,0,0.0155224,0.034727,0,0,0,0,0.0197845,0,0,0.043178,0.061027,0.0560393,0.027452,0.0297645,0,0,0.0597397,0.0408542,0.0453955,0.0691074,0.0648691,0.0266499,0.0616715,0.0615392,0.0314367,0.0462944,0,0.064034,0,0.036863,0.013797,0.0143943,0.0182654,0,0.0301037,0.052574,0.0405957,0,0,0.0250049,0,0,0.021966,0.0724724,0.00418201,0.0268518,0.03319,0.0555966,0.0378783,0.0315087,0.0407646,0.0641207,0.0570135,0.0321046,0.0284348,0.0159153,0.0390034,0.0192635,0.03144,0.0113746,0.0137446,0.0560595,0.0509395,0,0,0,0,0,0,0,0,0
163,0.0324668,0.0581773,0,0,0,0.0338395,0,0.0157707,0.0348257,0,0,0,0,0.0199641,0,0,0.0430946,0.0611751,0.0569393,0.0283299,0.0297031,0,0,0.0603753,0.0409543,0.0460968,0.0701232,0.0649925,0.0269557,0.0622508,0.0621198,0.0317524,0.0466373,0,0.065454,0,0.036958,0.0138469,0.0142957,0.0187524,0,0.0301694,0.0533987,0.040577,0,0,0.0250678,0,0,0.022002,0.0726467,0.00435993,0.0267893,0.0326019,0.0555089,0.0378444,0.0316907,0.0404872,0.0641186,0.0573011,0.03214,0.028212,0.0157831,0.039078,0.0186333,0.0315077,0.0113846,0.0136407,0.056244,0.0508111,0,0,0,0,0,0,0,0,0
164,0.0320487,0.0580988,0,0,0,0.0340156,0,0.015944,0.0348909,0,0,0,0,0.0200492,0,0,0.0428948,0.061244,0.0574878,0.029069,0.0296558,0,0,0.0609504,0.0410139,0.046557,0.0711168,0.0651681,0.0272434,0.0629772,0.0628457,0.0321707,0.0471265,0,0.0665104,0,0.0370893,0.0138254,0.0142139,0.0193149,0,0.0301757,0.0541629,0.0405594,0,0,0.0250101,0,0,0.0220632,0.0728013,0.00437155,0.026724,0.0321105,0.055262,0.0378263,0.0318535,0.0402701,0.0640808,0.0575104,0.0321346,0.028161,0.0157249,0.0391604,0.0178876,0.0316277,0.0113665,0.013477,0.0564931,0.050579,0,0,0,0,0,0,0,0,0
