Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,LTHI,RANK,x75,LBL,
144,0.0282576,0.061593,0,0,0,0.0268461,0,0.0244668,0.0499527,0,0,0,0.018263,0,0,0.0432592,0.0544099,0.0389971,0.0408243,0.0259478,0,0,0.0613669,0.0323759,0.069244,0.0659869,0.0329383,0.0620925,0.0666279,0.0391109,0.0377392,0,0.0220007,0,0.0390587,0.01314,0.0153414,0.031844,0,0.0573484,0.0421535,0,0,0.0198351,0,0,0.0222075,0.075745,0.0129821,0.0261893,0.0347084,0.0477906,0.032468,0.0275895,0.0323985,0.0548426,0.0521071,0.0319493,0.0251529,0.013352,0.013868,0.0382814,0.0103479,0.00688166,0.0542845,0.0462706,0,0,0,0,0,0,0,0.0483487,0.0219674,0,0,0
145,0.0282909,0.0617265,0,0,0,0.0265776,0,0.0244859,0.0495775,0,0,0,0.0184262,0,0,0.0433617,0.0542586,0.0382202,0.041125,0.0250919,0,0,0.0615844,0.0324797,0.0700955,0.0660656,0.0327021,0.062395,0.0666954,0.0387955,0.0384947,0,0.0220352,0,0.0390038,0.0132064,0.0152481,0.0313442,0,0.0574568,0.0420928,0,0,0.0197748,0,0,0.022198,0.075578,0.0133523,0.0261305,0.0344901,0.0475071,0.0323704,0.0274057,0.0324893,0.0549443,0.051903,0.0312493,0.0252026,0.0135652,0.0145704,0.0383841,0.010322,0.0068072,0.0543769,0.0462446,0,0,0,0,0,0,0,0.0485536,0.0214013,0,0,0
146,0.0283817,0.0617175,0,0,0,0.0344489,0,0.0220058,0.0479542,0,0,0,0.0184157,0,0,0.0435468,0.055237,0.0333378,0.0398796,0.0226546,0,0,0.0612737,0.0327343,0.0733353,0.0657835,0.0305849,0.063793,0.0673035,0.037923,0.0410515,0,0.0110206,0,0.0388276,0.0130359,0.0156158,0.0313187,0,0.057117,0.0420822,0,0,0.0198533,0,0,0.0222469,0.0753882,0.013206,0.0255703,0.0335546,0.0472461,0.0327965,0.026487,0.0327098,0.0549455,0.0512377,0.0311129,0.026088,0,0.0143209,0.0381687,0.0102714,0.00698491,0.0542711,0.046741,0,0,0,0,0,0,0,0.0476825,0.020627,0,0,0
147,0.0284218,0.062083,0,0,0,0.0232849,0,0.0238811,0.0504157,0,0,0,0.0187623,0,0,0.0435469,0.0536312,0.0361117,0.042498,0.0247905,0,0,0.061763,0.03278,0.070017,0.0656707,0.03198,0.0622183,0.0668682,0.0381581,0.0380215,0,0.0237767,0,0.0389254,0.0134864,0.0149566,0.0313103,0,0.0571249,0.0419234,0,0,0.0194339,0,0,0.0222207,0.0756084,0.0140383,0.0257612,0.0342993,0.0468065,0.0318781,0.0271357,0.032601,0.0551859,0.0517079,0.0302979,0.0252185,0.0136427,0.0169577,0.0387616,0.010144,0.00660514,0.054639,0.0464084,0,0,0,0,0,0,0,0.0478866,0.0201966,0,0,0
148,0.028498,0.0622742,0,0,0,0.023815,0,0.0230572,0.0507594,0,0,0,0.0187187,0,0,0.0434945,0.053701,0.0344922,0.0425962,0.024625,0,0,0.0621908,0.0327547,0.0697848,0.0650856,0.0307862,0.0620086,0.0668882,0.0377115,0.037398,0,0.0218708,0,0.0389525,0.0134613,0.0150847,0.0312328,0,0.0566088,0.0418778,0,0,0.0193154,0,0,0.0222273,0.0755652,0.0143682,0.0259435,0.034551,0.0465534,0.0315501,0.0268558,0.0327072,0.0552593,0.0513416,0.0306219,0.0252092,0.0133563,0.0186849,0.0390203,0.0101172,0.00643211,0.0547009,0.0466302,0,0,0,0,0,0,0,0.0471642,0.0196351,0,0,0
149,0.0286227,0.0622496,0,0,0,0.0333093,0,0.0204323,0.049385,0,0,0,0.0185513,0,0,0.0431071,0.0554175,0.0289085,0.0404909,0.0250741,0,0,0.0620386,0.032996,0.0721848,0.0645295,0.0278131,0.0626935,0.0669419,0.0365095,0.0390369,0,0.00954984,0,0.0387411,0.0132197,0.015163,0.0306585,0,0.056046,0.0419123,0,0,0.0192816,0,0,0.0223091,0.0752119,0.0145028,0.025785,0.0347973,0.0464951,0.0319113,0.0261234,0.0329138,0.0553271,0.0506857,0.0303296,0.0251281,0.0132915,0.0209393,0.0389306,0.0101992,0.00662563,0.05452,0.0473173,0,0,0,0,0,0,0,0.0456546,0.0190432,0,0,0
150,0.0287256,0.0622599,0,0,0,0.0342738,0,0.0200504,0.0494812,0,0,0,0.0184029,0,0,0.0427762,0.0558914,0.0277781,0.0398909,0.025775,0,0,0.0621945,0.033396,0.0717619,0.0641032,0.0265777,0.0624771,0.0668465,0.0360829,0.0389241,0,0.00838372,0,0.0386122,0.0128526,0.0153845,0.0305229,0,0.0553875,0.0418248,0,0,0.0191235,0,0,0.0223646,0.0750931,0.0147882,0.0256249,0.0347393,0.0464732,0.0317666,0.025665,0.033178,0.0556456,0.0502878,0.0298916,0.0246279,0.0132867,0.0236504,0.0391156,0.0102179,0.00653283,0.0544773,0.0477717,0,0,0,0,0,0,0,0.0448056,0.0183566,0,0,0
151,0.028801,0.0621261,0,0,0,0.0352982,0,0.0195588,0.0493333,0,0,0,0.0182927,0,0,0.0427643,0.0562499,0.0269647,0.0395381,0.0262476,0,0,0.0622378,0.0339885,0.0712809,0.0635489,0.0254851,0.0624852,0.0668127,0.0356406,0.0391777,0,0.00769537,0,0.0383747,0.01281,0.0154966,0.0308971,0,0.0546317,0.0417034,0,0,0.0189815,0,0,0.0224235,0.0748262,0.0154673,0.0251332,0.0338145,0.0466757,0.0316706,0.0249291,0.0339504,0.0564277,0.049923,0.0301235,0.0247503,0,0.0256735,0.0392343,0.010238,0.00656104,0.0543848,0.0483709,0,0,0,0,0,0,0,0.0438276,0.0175157,0,0,0
152,0.0288654,0.0618963,0,0,0,0.0365335,0,0.0189577,0.0487454,0,0,0,0.0182246,0,0,0.0428864,0.0564558,0.0265369,0.0391117,0.0268004,0,0,0.0623222,0.0346644,0.0708692,0.062961,0.0246221,0.0624983,0.0666705,0.0351166,0.0395459,0,0.0072096,0,0.0380779,0.0129306,0.0155002,0.0304643,0,0.0538907,0.0415895,0,0,0.0188879,0,0,0.0224518,0.0743754,0.0170435,0.0249805,0.0346346,0.0472404,0.0316446,0.02475,0.0342717,0.0570312,0.0499017,0.0289307,0.0226797,0.0125073,0.0306098,0.0393233,0.0102243,0.00664719,0.0543148,0.0488461,0,0,0,0,0,0,0,0.0431468,0.0171626,0,0,0
153,0.0289408,0.0615589,0,0,0,0.0376973,0,0.0185271,0.0481506,0,0,0,0.0181493,0,0,0.0429383,0.0564104,0.0264007,0.0389676,0.0275041,0,0,0.0625416,0.0354384,0.0705298,0.0624067,0.0240489,0.062419,0.0664494,0.0346113,0.0397876,0,0.0067565,0,0.0377167,0.0128434,0.0156132,0.0319015,0,0.0529431,0.0414009,0,0,0.0188582,0,0,0.0224398,0.0741283,0.0193516,0.024702,0.0344639,0.048042,0.0317367,0.0246584,0.0346865,0.0579655,0.0501481,0.0279655,0.0225446,0.0121915,0.0335702,0.0392725,0.0102592,0.00674979,0.0542202,0.0492728,0,0,0,0,0,0,0,0.0427408,0.0177178,0,0,0
154,0.028957,0.0612365,0,0,0,0.0387941,0,0.018239,0.0474163,0,0,0,0.0187037,0,0,0.0428869,0.0566369,0.0262436,0.0389709,0.0281639,0,0,0.0629182,0.0365518,0.0702307,0.0618915,0.0236249,0.0622493,0.0660917,0.0341077,0.0398295,0,0.00640872,0,0.0371299,0.0134966,0.014323,0.0323282,0,0.0519658,0.0411834,0,0,0.0192809,0,0,0.0221818,0.0736962,0.0224599,0.0243408,0.0341842,0.049047,0.032035,0.0250873,0.0358035,0.0591411,0.0505802,0.0273598,0.0218916,0.0122258,0.0373624,0.0390501,0.0101088,0.00671837,0.0541419,0.0496281,0,0,0,0,0,0,0,0.0424835,0.0173031,0,0,0
155,0.0290799,0.0607897,0,0,0,0.0394541,0,0.0181752,0.0466382,0,0,0,0.0188602,0,0,0.0431236,0.0568073,0.0259401,0.0392932,0.0283667,0,0,0.0632969,0.0375755,0.0697733,0.0614186,0.0232112,0.0619628,0.0657424,0.0337791,0.039779,0,0.0062298,0,0.0366252,0.0134626,0.0144868,0.0326686,0,0.0510018,0.0410015,0,0,0.0194416,0,0,0.022101,0.0733119,0.0252163,0.0238327,0.0336611,0.0502456,0.0324582,0.0258021,0.0370524,0.0604992,0.0513547,0.026414,0.0213938,0.0122306,0.0407622,0.038741,0.0101341,0.00705189,0.0539292,0.0500044,0,0,0,0,0,0,0,0.0422526,0.0168491,0,0,0
156,0.0292499,0.060311,0,0,0,0.0400614,0,0.0181972,0.0460219,0,0,0,0.0191497,0,0,0.0435567,0.0567474,0.025364,0.0399084,0.0283785,0,0,0.06372,0.0387869,0.0693219,0.0610634,0.0227702,0.0618083,0.0656043,0.0336844,0.0397048,0,0.00617611,0,0.0360881,0.0135381,0.0147606,0.03028,0,0.0501495,0.0408358,0,0,0.0195929,0,0,0.0220829,0.0725781,0.0248382,0.0229348,0.0328606,0.05138,0.0330193,0.0266319,0.0392411,0.0622876,0.052469,0.0262503,0.019626,0.012521,0.0464947,0.0383554,0.01017,0.0074868,0.053593,0.0504159,0,0,0,0,0,0,0,0.041963,0.0141092,0,0,0
157,0.0293584,0.0599373,0,0,0,0.040345,0,0.0183561,0.0456663,0,0,0,0.0194435,0,0,0.0440039,0.0566126,0.0248589,0.0406842,0.0283222,0,0,0.0643132,0.0398908,0.0689911,0.0608782,0.022367,0.0618426,0.0656877,0.0338352,0.0396709,0,0.00636621,0,0.0355889,0.0134493,0.015344,0.0315725,0,0.0495039,0.0407017,0,0,0.0200744,0,0,0.021809,0.0725393,0.0301491,0.022498,0.0316531,0.0526031,0.0335848,0.028157,0.0396041,0.0637551,0.0539024,0.0247462,0.0207189,0.0115852,0.0462841,0.0379359,0.0100052,0.00769284,0.0532833,0.0505666,0,0,0,0,0,0,0,0.0417739,0.0170038,0,0,0
158,0.0296085,0.0595562,0,0,0,0.0408087,0,0.01857,0.0460212,0,0,0,0.0198309,0,0,0.0441875,0.0563374,0.0242888,0.0416759,0.0284113,0,0,0.0647765,0.0410586,0.0685846,0.0606504,0.0219762,0.0621279,0.0659886,0.0341425,0.0396603,0,0.00666949,0,0.0351472,0.0133685,0.0157885,0.0288341,0,0.0488985,0.0405336,0,0,0.0202722,0,0,0.0217645,0.0721837,0.0280553,0.0214882,0.0304915,0.0535689,0.0341433,0.0296562,0.0421595,0.065946,0.0554667,0.0249709,0.0188271,0.0110358,0.0533896,0.037546,0.0100905,0.00812522,0.0528468,0.0508894,0,0,0,0,0,0,0,0.0413513,0.0153246,0,0,0
159,0.0298579,0.0592816,0,0,0,0.0413221,0,0.0186525,0.0466555,0,0,0,0.0201083,0,0,0.0442573,0.0560133,0.0238478,0.0424332,0.0286561,0,0,0.0651709,0.0419529,0.0682025,0.0603569,0.0215178,0.0624912,0.0663537,0.0344985,0.0397747,0,0.00718349,0,0.0349253,0.0131969,0.0162919,0.0281927,0,0.0483538,0.0404865,0,0,0.0205464,0,0,0.0219562,0.0721025,0.0293597,0.0207585,0.0295575,0.0545001,0.0345552,0.0312004,0.0439273,0.0677283,0.0568428,0.0246323,0.0183992,0.0101802,0.0571366,0.0372109,0.0103232,0.0083663,0.0524954,0.0512098,0,0,0,0,0,0,0,0.0409056,0.0164362,0,0,0
160,0.0300644,0.0591146,0,0,0,0.0416945,0,0.0188202,0.0476971,0,0,0,0.0204292,0,0,0.0442636,0.0556102,0.023544,0.0430449,0.0287993,0,0,0.0655396,0.0426307,0.067704,0.0599972,0.0213003,0.0627336,0.0666623,0.0348523,0.0398798,0,0.00768077,0,0.0347564,0.0131074,0.0165413,0.0260841,0,0.0478047,0.0405739,0,0,0.0208042,0,0,0.0219064,0.072015,0.031461,0.0200976,0.0291052,0.0553326,0.0347314,0.0324286,0.0455393,0.0691869,0.0578275,0.0244032,0.0178808,0.00940442,0.0601769,0.0369633,0.0103452,0.00840383,0.0522882,0.0515206,0,0,0,0,0,0,0,0.0403801,0.0178535,0,0,0
161,0.030301,0.0589928,0,0,0,0.0420347,0,0.0191234,0.0490899,0,0,0,0.0207053,0,0,0.0441446,0.0552094,0.0233679,0.0435155,0.0287234,0,0,0.0657622,0.0430633,0.0670741,0.0596127,0.0213782,0.0628414,0.0668387,0.0351034,0.0398334,0,0.00806312,0,0.0346359,0.0130396,0.016633,0.0239478,0,0.0472107,0.0407241,0,0,0.0207689,0,0,0.0219961,0.0719788,0.0342428,0.0195585,0.0289112,0.0559593,0.0347198,0.0331259,0.0468158,0.0701923,0.0583139,0.0245596,0.0173316,0.00868198,0.0624975,0.0368648,0.0103779,0.008513,0.052138,0.0518186,0,0,0,0,0,0,0,0.039922,0.0196393,0,0,0
162,0.0305014,0.0589976,0,0,0,0.042819,0,0.0192781,0.0504417,0,0,0,0.0207972,0,0,0.0439787,0.0549522,0.0232114,0.0436074,0.0287012,0,0,0.0655984,0.0431842,0.0664947,0.0592946,0.0215487,0.0628903,0.0669093,0.0351853,0.0397598,0,0.00863605,0,0.0346446,0.0130135,0.0166138,0.0237603,0,0.0465379,0.0408903,0,0,0.0209043,0,0,0.0221583,0.0718443,0.0365609,0.0189729,0.0289549,0.0563223,0.0346481,0.0332259,0.0476268,0.070744,0.0583695,0.0251636,0.0167653,0.00784421,0.0646593,0.0368944,0.0103483,0.00851364,0.0520236,0.0520841,0,0,0,0,0,0,0,0.0392658,0.0217403,0,0,0
163,0.0304678,0.0591227,0,0,0,0.0407494,0,0.017652,0.0519671,0,0,0,0.0210935,0,0,0.0435307,0.0547284,0.0220022,0.0427359,0.02922,0,0,0.0643486,0.0425611,0.0647153,0.0583117,0.0214503,0.0640765,0.0679358,0.0364277,0.0408083,0,0.00704032,0,0.0341743,0.0132052,0.0166336,0.0234624,0,0.0452028,0.0417282,0,0,0.0202975,0,0,0.0229936,0.0714434,0.0411998,0.0194651,0.0292655,0.0570052,0.0348682,0.033619,0.0491059,0.0721767,0.0589475,0.0229244,0.019481,0.00669082,0.0572312,0.0370272,0.00983011,0.00875,0.0520293,0.0519774,0,0,0,0,0,0,0,0.0375781,0.0252805,0,0,0
164,0.0306231,0.0593518,0,0,0,0.041784,0,0.0175991,0.0531104,0,0,0,0.0210408,0,0,0.0433185,0.0545261,0.0217566,0.0425961,0.0291648,0,0,0.0636652,0.0422805,0.0640493,0.0580788,0.0216677,0.0641372,0.0680041,0.0365364,0.0409282,0,0.00731041,0,0.0342749,0.0132107,0.0163409,0.0229751,0,0.044584,0.0419872,0,0,0.0201769,0,0,0.0230584,0.071403,0.0409571,0.0190311,0.0302058,0.0567811,0.0347259,0.0335541,0.049264,0.0722874,0.058697,0.0230831,0.0191832,0.00650958,0.0572803,0.0371353,0.00981401,0.00870254,0.0521941,0.0521979,0,0,0,0,0,0,0,0.0369273,0.0254095,0,0,0
165,0.0309996,0.0596193,0,0,0,0.0465987,0,0.0195872,0.0539094,0,0,0,0.0206203,0,0,0.043335,0.0542685,0.0227332,0.0433459,0.0283912,0,0,0.0638219,0.0423081,0.0647608,0.0586831,0.0222465,0.0627431,0.0669249,0.03526,0.039618,0,0.011853,0,0.0348868,0.0130792,0.0157516,0.0233059,0,0.0446173,0.0416339,0,0,0.0206536,0,0,0.022341,0.0718515,0.0369241,0.0177553,0.0314995,0.0557309,0.0342618,0.0329896,0.0482881,0.0710668,0.0577175,0.0256974,0.0157336,0.00603202,0.0658709,0.0372796,0.0103279,0.00832353,0.0523148,0.052728,0,0,0,0,0,0,0,0.0375397,0.0232616,0,0,0
166,0.0308738,0.0598768,0,0,0,0.0434406,0,0.0177185,0.0553643,0,0,0,0.0205512,0,0,0.0430737,0.0540557,0.0212868,0.0426308,0.0287825,0,0,0.0623659,0.0411102,0.0623805,0.0577407,0.0223643,0.0643276,0.0682208,0.0370732,0.0405543,0,0.00820704,0,0.0343858,0.0128684,0.0163944,0.021755,0,0.0433791,0.0426201,0,0,0.0200549,0,0,0.0231193,0.0720958,0.0408252,0.018747,0.0320517,0.0559541,0.0346354,0.0336086,0.0496837,0.0724877,0.0584515,0.0231356,0.0194522,0.00671577,0.057311,0.03734,0.00971207,0.00862397,0.0524552,0.0525334,0,0,0,0,0,0,0,0.0358963,0.0256542,0,0,0
167,0.0308961,0.0600037,0,0,0,0.0442121,0,0.0177837,0.0565045,0,0,0,0.0204653,0,0,0.0429764,0.053821,0.0210042,0.0428383,0.0285756,0,0,0.0618514,0.0405149,0.0615023,0.0576331,0.0227265,0.0644428,0.0683899,0.0373914,0.0406437,0,0.00885634,0,0.0342589,0.012884,0.0161226,0.0219513,0,0.0427175,0.0428068,0,0,0.0199245,0,0,0.0231296,0.0727917,0.0409894,0.0184051,0.0324368,0.0554477,0.0346984,0.0337211,0.050092,0.0727361,0.0584683,0.0231187,0.019485,0.00671343,0.0577683,0.0373509,0.00973492,0.00866205,0.0524793,0.0526036,0,0,0,0,0,0,0,0.0353736,0.0259978,0,0,0
168,0.0309237,0.0599959,0,0,0,0.0449517,0,0.0178462,0.0576294,0,0,0,0.0204225,0,0,0.0429084,0.0537027,0.0206742,0.0430432,0.0283816,0,0,0.0614551,0.0399591,0.0607361,0.0575494,0.0230629,0.06453,0.0685592,0.0377342,0.0407914,0,0.0094981,0,0.0340461,0.0128913,0.0159265,0.0220933,0,0.042004,0.042993,0,0,0.0199334,0,0,0.0231107,0.0735308,0.041368,0.0178311,0.0324606,0.0551391,0.034841,0.0339248,0.0505357,0.0730686,0.0585532,0.0230482,0.0194381,0.00671767,0.0583091,0.0373036,0.00970426,0.00877694,0.0524291,0.0526281,0,0,0,0,0,0,0,0.0348324,0.0262736,0,0,0
169,0.0309199,0.0598574,0,0,0,0.0456661,0,0.0179444,0.0586487,0,0,0,0.0204265,0,0,0.0429103,0.0534941,0.0204023,0.0431666,0.0282406,0,0,0.0612273,0.0394188,0.0599148,0.0574439,0.0234481,0.0646252,0.0687175,0.0380657,0.0408192,0,0.0101246,0,0.0337717,0.0129362,0.0157552,0.0219154,0,0.0414595,0.0431512,0,0,0.0200015,0,0,0.0231241,0.0741023,0.0416671,0.0175011,0.0321883,0.0550944,0.0349586,0.0341325,0.0509747,0.0734401,0.0586971,0.023089,0.0197072,0.00676274,0.0588839,0.0371826,0.00965593,0.00894006,0.0523918,0.0526482,0,0,0,0,0,0,0,0.0342699,0.0264625,0,0,0
170,0.03088,0.0596569,0,0,0,0.0463094,0,0.0180672,0.0596012,0,0,0,0.0204494,0,0,0.0429655,0.0531291,0.0202364,0.0432017,0.0281178,0,0,0.061137,0.0390058,0.0591041,0.0573818,0.0238074,0.064627,0.0687954,0.0383193,0.0407047,0,0.0106995,0,0.0334467,0.012943,0.0156114,0.0217126,0,0.0410767,0.0432282,0,0,0.0200228,0,0,0.0231741,0.0743789,0.0419853,0.0174635,0.031948,0.0551868,0.035054,0.0343329,0.0514627,0.0737704,0.0588276,0.023117,0.0199289,0.00686091,0.0592305,0.0369968,0.00969942,0.00909103,0.0523783,0.0526453,0,0,0,0,0,0,0,0.0338161,0.0267425,0,0,0
171,0.0308556,0.0593985,0,0,0,0.0467304,0,0.0182465,0.0604904,0,0,0,0.0206064,0,0,0.0430188,0.0527425,0.0201238,0.0431266,0.0280327,0,0,0.0612165,0.0387741,0.0583313,0.0573453,0.0239855,0.0645841,0.0688269,0.0385188,0.0405783,0,0.0111656,0,0.0330754,0.0129622,0.0155543,0.0215003,0,0.0408161,0.0432476,0,0,0.0199725,0,0,0.0232503,0.0745031,0.0420465,0.0174205,0.0317836,0.0554322,0.0351489,0.0344666,0.0518436,0.0739639,0.0588518,0.0230674,0.0200182,0.00690984,0.0594721,0.0368137,0.00975712,0.00922943,0.0522759,0.0526286,0,0,0,0,0,0,0,0.0334346,0.0269514,0,0,0
172,0.0308045,0.0591625,0,0,0,0.0470785,0,0.0183525,0.0613333,0,0,0,0.0208081,0,0,0.0430793,0.0524625,0.0201562,0.0430003,0.0279435,0,0,0.0613744,0.0386952,0.0576442,0.0573411,0.0242308,0.0645167,0.0688154,0.0386786,0.0404721,0,0.0115341,0,0.032756,0.0129839,0.0154777,0.0211668,0,0.0407174,0.0431901,0,0,0.0200584,0,0,0.0232179,0.0745863,0.0418315,0.0173687,0.0318103,0.0557728,0.035201,0.0345209,0.0522045,0.0741141,0.0587962,0.0232168,0.0200931,0.00701908,0.0596067,0.0366602,0.0097696,0.00932904,0.0521544,0.0525845,0,0,0,0,0,0,0,0.0329747,0.0270072,0,0,0
173,0.0307194,0.059003,0,0,0,0.0475198,0,0.0184065,0.0621153,0,0,0,0.0211106,0,0,0.0431256,0.0523442,0.0202534,0.0427932,0.0278795,0,0,0.0612434,0.0387713,0.0570348,0.0573361,0.024497,0.0645056,0.068797,0.0388414,0.0404319,0,0.0119993,0,0.0324867,0.013018,0.0154271,0.0207688,0,0.0407637,0.0431079,0,0,0.0200141,0,0,0.0231736,0.0748132,0.0414656,0.0174009,0.0319593,0.0562713,0.0351215,0.0344621,0.0525092,0.0742091,0.0586756,0.0234149,0.0203068,0.00697919,0.0594854,0.0366238,0.00977581,0.00935938,0.0520078,0.0525434,0,0,0,0,0,0,0,0.032471,0.0270138,0,0,0
174,0.030729,0.0588955,0,0,0,0.0481967,0,0.0181785,0.0627004,0,0,0,0.0214664,0,0,0.043072,0.0524185,0.0199492,0.0424589,0.027922,0,0,0.0611696,0.0390061,0.0565359,0.0572841,0.0247308,0.0645832,0.0688652,0.039034,0.0405156,0,0.0126863,0,0.0323606,0.0130678,0.0153156,0.0202519,0,0.0409815,0.0429153,0,0,0.0201489,0,0,0.0231008,0.0750098,0.0411737,0.0174519,0.0322217,0.0567875,0.0348692,0.0343498,0.0528888,0.0742815,0.058484,0.0235923,0.0204984,0.00688842,0.0589864,0.0366386,0.0097769,0.00930191,0.0519418,0.0525543,0,0,0,0,0,0,0,0.0320033,0.0271461,0,0,0
175,0.0306946,0.0587848,0,0,0,0.0473323,0,0.0190619,0.0639983,0,0,0,0.0215247,0,0,0.0431223,0.0522659,0.0206274,0.0424356,0.0277181,0,0,0.0607814,0.0391293,0.0557295,0.0573593,0.0251025,0.0640802,0.0685337,0.0390026,0.0398379,0,0.0117406,0,0.0322313,0.0128079,0.0158714,0.0198814,0,0.0410762,0.0428298,0,0,0.0198575,0,0,0.0232492,0.0754965,0.0402236,0.0177209,0.0323884,0.0574181,0.0345636,0.0343759,0.0533353,0.074434,0.058392,0.0238014,0.0204959,0.00676982,0.0580628,0.0368129,0.00977275,0.00934708,0.0519278,0.0525017,0,0,0,0,0,0,0,0.0317379,0.0269987,0,0,0
176,0.0306113,0.0587021,0,0,0,0.0472799,0,0.019315,0.0648566,0,0,0,0.0218209,0,0,0.0430547,0.0523722,0.0207841,0.0421786,0.0277635,0,0,0.0603564,0.0394576,0.0550858,0.0573204,0.0254193,0.0639016,0.0684417,0.0390604,0.0395068,0,0.0116452,0,0.0321943,0.0127841,0.0159426,0.019591,0,0.0412441,0.0426783,0,0,0.0197183,0,0,0.0232135,0.075721,0.0395231,0.0178686,0.0327017,0.058004,0.03419,0.034325,0.0539876,0.0746415,0.0582067,0.0240112,0.0205783,0.00678991,0.0570208,0.0369646,0.00974017,0.00915992,0.0519992,0.0525029,0,0,0,0,0,0,0,0.0313825,0.0268961,0,0,0
177,0.0305845,0.0586852,0,0,0,0.0470604,0,0.0196284,0.0656918,0,0,0,0.0220809,0,0,0.0429043,0.0525065,0.0210935,0.0418709,0.0278681,0,0,0.0598349,0.0397895,0.0544638,0.0572831,0.0257077,0.0637028,0.068338,0.0391074,0.0391879,0,0.0114812,0,0.0321717,0.0127569,0.0159715,0.0195021,0,0.0414018,0.0425426,0,0,0.0195972,0,0,0.0233025,0.0760374,0.0392404,0.0180661,0.0330254,0.0585936,0.0337481,0.0343249,0.0544836,0.0747017,0.0580482,0.0243406,0.0203907,0.00667954,0.0566076,0.0371351,0.00971567,0.0089132,0.0522342,0.0524829,0,0,0,0,0,0,0,0.0309968,0.0268431,0,0,0
178,0.0306395,0.0587108,0,0,0,0.0466357,0,0.0200387,0.0665042,0,0,0,0.0223263,0,0,0.0426578,0.0526668,0.0214477,0.0415876,0.0280174,0,0,0.0592695,0.0401036,0.0538701,0.0572283,0.0259582,0.0634836,0.0681485,0.0391577,0.03898,0,0.0112159,0,0.0321838,0.0127545,0.0159457,0.0195804,0,0.041454,0.0424325,0,0,0.0194666,0,0,0.0233519,0.0764037,0.0390754,0.0182819,0.0333313,0.0591758,0.033292,0.0343054,0.0549937,0.0747648,0.0578816,0.0246724,0.0203047,0.00660805,0.0566582,0.0373245,0.00965726,0.00865649,0.0525337,0.0524886,0,0,0,0,0,0,0,0.0306213,0.0267399,0,0,0
179,0.0307006,0.0587615,0,0,0,0.0460553,0,0.0204723,0.0672713,0,0,0,0.0225719,0,0,0.0423628,0.0529246,0.0216666,0.0413654,0.0282288,0,0,0.0587122,0.0403927,0.0532676,0.0571892,0.0261659,0.063239,0.0679731,0.0391601,0.038628,0,0.0108428,0,0.0322612,0.012788,0.0158525,0.0197805,0,0.0414887,0.0423835,0,0,0.0193906,0,0,0.0233531,0.076728,0.0390031,0.0184845,0.0335187,0.0596365,0.0328605,0.0342819,0.0555512,0.0748325,0.0577699,0.0248609,0.0204305,0.00658313,0.0570552,0.0375251,0.00958348,0.00838444,0.052829,0.0525135,0,0,0,0,0,0,0,0.0302046,0.026689,0,0,0
180,0.0306994,0.0588188,0,0,0,0.0454375,0,0.0208699,0.0679741,0,0,0,0.0227996,0,0,0.0421116,0.0532954,0.0217048,0.0411652,0.028492,0,0,0.0582198,0.0406591,0.0526406,0.0571243,0.0263333,0.0629618,0.0678344,0.0391037,0.0381541,0,0.0103598,0,0.0323748,0.0128619,0.0157695,0.0199842,0,0.0415054,0.0423529,0,0,0.0193203,0,0,0.0233095,0.0769973,0.0390074,0.018634,0.0334452,0.0598652,0.0324845,0.034302,0.0561296,0.0748652,0.0576866,0.0249276,0.0205767,0.00645469,0.0574472,0.0377223,0.0094989,0.00813998,0.0530688,0.0525217,0,0,0,0,0,0,0,0.0297108,0.0266505,0,0,0
181,0.0305548,0.058927,0,0,0,0.0448137,0,0.0212396,0.0686229,0,0,0,0.022946,0,0,0.0419295,0.053727,0.0221471,0.0409696,0.0287775,0,0,0.0577574,0.0408763,0.0520867,0.057061,0.0264535,0.0626579,0.0676427,0.0390558,0.0377847,0,0.00996845,0,0.0324426,0.0128757,0.0156583,0.0201318,0,0.0415237,0.0422039,0,0,0.0191403,0,0,0.0232502,0.0771851,0.0390091,0.0187919,0.0332404,0.059954,0.0321534,0.0344246,0.0568098,0.074945,0.0576867,0.0249846,0.0206799,0.00623326,0.0577645,0.0378851,0.00941571,0.0079205,0.0532758,0.0525056,0,0,0,0,0,0,0,0.0293063,0.0265908,0,0,0
