Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,LTHI,RANK,x75,LBL,
68,0.0327525,0.0590099,0,0,0,0.0451831,0,0.0263218,0.0693757,0,0,0,0.023911,0,0,0.0403218,0.0591124,0.0217187,0.0394605,0.0288396,0,0,0.0541054,0.0392453,0.0495179,0.0556133,0.0262783,0.0599945,0.0646624,0.0372243,0.035026,0,0.0121461,0,0.0321439,0.0127637,0.0131898,0.0302658,0,0.0472889,0.0424715,0,0,0.0193358,0,0,0.0223706,0.0764371,0.0149569,0.0196739,0.0336667,0.0576623,0.0280519,0.035009,0.0492419,0.0672241,0.0589274,0.0357071,0.0217698,0.0124018,0.0183499,0.0386972,0.00985484,0.00600122,0.052106,0.0523596,0,0,0,0,0,0,0,0.0266699,0.026136,0,0,0
69,0.0328712,0.0589649,0,0,0,0.0461629,0,0.0262098,0.0689162,0,0,0,0.023859,0,0,0.040261,0.0593463,0.0216345,0.0392673,0.0287737,0,0,0.0537268,0.0390734,0.0492596,0.0553164,0.0260733,0.0602302,0.0648883,0.0373428,0.0352682,0,0.0132223,0,0.0321969,0.012748,0.0131454,0.0326388,0,0.0476601,0.0426064,0,0,0.0192209,0,0,0.0223689,0.0759678,0.0135314,0.0203605,0.0339162,0.057289,0.0277201,0.0356407,0.0474971,0.0667907,0.0595797,0.036357,0.0229777,0.0136047,0.0155567,0.0389404,0.00981334,0.00579927,0.0521667,0.0521561,0,0,0,0,0,0,0,0.0265514,0.0266153,0,0,0
70,0.0329608,0.0589569,0,0,0,0.0474517,0,0.0259886,0.0685423,0,0,0,0.0237887,0,0,0.0400889,0.0594615,0.021376,0.0390511,0.0285829,0,0,0.0533351,0.038938,0.0491505,0.0550375,0.0258919,0.0605172,0.0651208,0.0374556,0.0355982,0,0.0146975,0,0.0322249,0.0126435,0.0131297,0.0344974,0,0.0480791,0.042729,0,0,0.0191431,0,0,0.022358,0.0749283,0.0130072,0.0209892,0.0341251,0.0570134,0.0274525,0.0365594,0.0461167,0.0665331,0.0603791,0.0370752,0.0238848,0.0147705,0.0140464,0.0391129,0.00977587,0.00564804,0.0522047,0.0519558,0,0,0,0,0,0,0,0.0264776,0.0269856,0,0,0
71,0.0330184,0.0589564,0,0,0,0.0490096,0,0.0255744,0.0681324,0,0,0,0.023754,0,0,0.0400115,0.0595441,0.0210168,0.0388075,0.0282709,0,0,0.0529772,0.0387423,0.0491546,0.0547979,0.0258214,0.0608263,0.0653815,0.0375386,0.0360104,0,0.0164941,0,0.0322308,0.0126234,0.0130866,0.0359048,0,0.048705,0.0428078,0,0,0.0190924,0,0,0.0223509,0.0741162,0.0134491,0.0214817,0.03429,0.0568614,0.0272625,0.0375264,0.0450654,0.0664009,0.0611662,0.0378789,0.0244064,0.0157516,0.0135191,0.0392473,0.00976982,0.00554412,0.0521994,0.0517787,0,0,0,0,0,0,0,0.0264074,0.0274481,0,0,0
72,0.0330146,0.0589224,0,0,0,0.0506196,0,0.0249656,0.0676436,0,0,0,0.023734,0,0,0.0400123,0.0596742,0.0206221,0.0385715,0.0279322,0,0,0.052718,0.0385286,0.0493328,0.0546074,0.0258095,0.0611153,0.0656601,0.0375404,0.0364445,0,0.018406,0,0.0321649,0.0126116,0.0130808,0.0370079,0,0.0493564,0.0428744,0,0,0.0190571,0,0,0.0223509,0.0735949,0.0145277,0.0218419,0.0343642,0.0567363,0.027181,0.0383259,0.0442874,0.0663297,0.0618398,0.0386152,0.024551,0.0165318,0.0136136,0.0393051,0.00979261,0.00549864,0.0521724,0.0516548,0,0,0,0,0,0,0,0.0263464,0.0280004,0,0,0
73,0.0329566,0.0588903,0,0,0,0.0521219,0,0.0242508,0.067156,0,0,0,0.0237233,0,0,0.040097,0.0599218,0.0202111,0.0381903,0.0276639,0,0,0.0526032,0.0384311,0.0496183,0.0544658,0.0258033,0.0613512,0.0659017,0.0374632,0.0368497,0,0.0202532,0,0.0320774,0.0126729,0.0130654,0.0378122,0,0.0500241,0.0428793,0,0,0.0190153,0,0,0.0223508,0.0732436,0.0161681,0.0221606,0.0344548,0.0566114,0.0271714,0.038797,0.0437982,0.0661887,0.062327,0.0392357,0.0242798,0.0169418,0.0140811,0.0393431,0.00980923,0.00545574,0.052166,0.051563,0,0,0,0,0,0,0,0.0263445,0.02848,0,0,0
74,0.032851,0.0588397,0,0,0,0.0534987,0,0.0234795,0.0667794,0,0,0,0.0236916,0,0,0.0401585,0.0601927,0.0197298,0.0377508,0.0274538,0,0,0.0525353,0.0383668,0.0499398,0.0543657,0.0257717,0.0614926,0.0660621,0.0372835,0.0371479,0,0.0218627,0,0.0319773,0.0127097,0.013066,0.0382087,0,0.0506571,0.04287,0,0,0.0189727,0,0,0.0223073,0.0730749,0.0176653,0.0223544,0.0344566,0.056527,0.0272196,0.0389188,0.0435828,0.0659173,0.0625511,0.0396312,0.0236997,0.0169087,0.0148932,0.0393299,0.00979031,0.00542745,0.0521363,0.0514506,0,0,0,0,0,0,0,0.026341,0.0289601,0,0,0
75,0.0327573,0.05875,0,0,0,0.0546623,0,0.0226523,0.0665816,0,0,0,0.0236643,0,0,0.0401712,0.0603962,0.0193262,0.0373245,0.0273064,0,0,0.0524777,0.0381565,0.050253,0.0542983,0.0257256,0.0615481,0.0661086,0.0370073,0.0373653,0,0.0231126,0,0.0318696,0.0126934,0.0130738,0.0380024,0,0.0511725,0.0428781,0,0,0.0189691,0,0,0.0222597,0.07312,0.0190327,0.0223952,0.0344415,0.056474,0.0273077,0.0386577,0.0436626,0.0656538,0.0624226,0.039891,0.0230197,0.0166991,0.01587,0.0392859,0.00976354,0.00542993,0.0520794,0.0513495,0,0,0,0,0,0,0,0.0262658,0.0293659,0,0,0
76,0.0327417,0.0586255,0,0,0,0.0566652,0,0.0214987,0.0662975,0,0,0,0.0238609,0,0,0.0401405,0.060487,0.0188751,0.0366807,0.0272258,0,0,0.0524138,0.0379053,0.050808,0.0541635,0.0255597,0.0616831,0.0662363,0.0366814,0.0377299,0,0.025108,0,0.0317073,0.0128623,0.0127039,0.0374558,0,0.0515226,0.0428611,0,0,0.018831,0,0,0.0223416,0.0732509,0.0199078,0.0223339,0.0344818,0.0564364,0.0273981,0.0378309,0.0441415,0.0654845,0.0619406,0.0401104,0.0223932,0.0164604,0.0167466,0.0392046,0.00981748,0.00565548,0.051979,0.0513194,0,0,0,0,0,0,0,0.0261046,0.0294513,0,0,0
77,0.0326978,0.0585937,0,0,0,0.0567091,0,0.0208743,0.0665102,0,0,0,0.0238792,0,0,0.0401469,0.0605479,0.0188855,0.036189,0.0270555,0,0,0.0522675,0.0377281,0.0508997,0.0541815,0.0255144,0.0615508,0.0661141,0.036465,0.0376255,0,0.0248828,0,0.0315902,0.0127439,0.012869,0.0364648,0,0.0517331,0.042876,0,0,0.0189193,0,0,0.0223382,0.0735553,0.020329,0.0221504,0.034494,0.0564981,0.0274972,0.0368993,0.0445861,0.0652918,0.0613234,0.0402178,0.0219308,0.0161573,0.0176265,0.0391276,0.00978105,0.00564222,0.0519292,0.0513059,0,0,0,0,0,0,0,0.0260852,0.0293915,0,0,0
78,0.0326298,0.05861,0,0,0,0.057067,0,0.0201527,0.0667274,0,0,0,0.0238236,0,0,0.040154,0.0605022,0.0190441,0.0355862,0.0269497,0,0,0.0519964,0.0376505,0.0510203,0.0541702,0.0254486,0.0614238,0.0660718,0.0362231,0.0375515,0,0.0251014,0,0.0314589,0.0126681,0.0130007,0.0353022,0,0.0516906,0.0428638,0,0,0.0189761,0,0,0.0223692,0.0737104,0.0195731,0.0219199,0.0344075,0.0565936,0.0276303,0.0359679,0.0451068,0.0650941,0.0606599,0.0397671,0.0215924,0.0154824,0.0182842,0.0390833,0.00979038,0.00559482,0.0519032,0.0512836,0,0,0,0,0,0,0,0.0260862,0.0290496,0,0,0
79,0.0325642,0.0586662,0,0,0,0.0575821,0,0.0193818,0.0669433,0,0,0,0.0237599,0,0,0.0401531,0.0603964,0.0193716,0.0349451,0.0268736,0,0,0.0516159,0.0375229,0.0511747,0.0541572,0.025412,0.0613055,0.0660853,0.0359431,0.0374751,0,0.0255418,0,0.0313567,0.0126178,0.0130875,0.0339655,0,0.0514335,0.042839,0,0,0.0189835,0,0,0.0223864,0.073925,0.0178638,0.0217434,0.0340374,0.0566791,0.027764,0.0351089,0.0455482,0.0648767,0.0600443,0.0387879,0.0212427,0.0145345,0.0188823,0.0391104,0.00980823,0.00555281,0.0518816,0.0512495,0,0,0,0,0,0,0,0.0259768,0.0287847,0,0,0
80,0.0324883,0.058748,0,0,0,0.0583481,0,0.0186262,0.0671278,0,0,0,0.0236764,0,0,0.0401455,0.0603104,0.0195364,0.0342909,0.0267872,0,0,0.0511784,0.0374166,0.0512672,0.0541425,0.0254212,0.0611574,0.0660348,0.0356256,0.0373173,0,0.026194,0,0.0312896,0.0125765,0.0131648,0.0327807,0,0.0511183,0.0428171,0,0,0.0189392,0,0,0.0224088,0.0743619,0.0163363,0.021625,0.0334213,0.0567012,0.0278509,0.0345028,0.0458148,0.0647016,0.0594463,0.037868,0.0208339,0.0135947,0.0191781,0.0391724,0.00985615,0.00552615,0.0518836,0.0512405,0,0,0,0,0,0,0,0.0255456,0.028759,0,0,0
81,0.0324253,0.0588604,0,0,0,0.0591122,0,0.0178809,0.0672965,0,0,0,0.0235733,0,0,0.0401542,0.0602466,0.0198802,0.0336753,0.0267417,0,0,0.0506265,0.0372131,0.051296,0.0541065,0.0253833,0.0610333,0.0659839,0.0353678,0.037176,0,0.0269676,0,0.0312798,0.0125707,0.0132112,0.0316192,0,0.0507784,0.0427915,0,0,0.0188705,0,0,0.022467,0.074539,0.0150095,0.0217147,0.0327284,0.0567354,0.0279033,0.0340329,0.0459252,0.0646135,0.0588762,0.0373574,0.0205329,0.0129401,0.019063,0.0392579,0.00991052,0.00549543,0.0519244,0.0511933,0,0,0,0,0,0,0,0.0252845,0.02878,0,0,0
82,0.0323516,0.0589985,0,0,0,0.0599458,0,0.017155,0.0672617,0,0,0,0.0234427,0,0,0.0401638,0.0602756,0.0204237,0.0330258,0.0267816,0,0,0.0500492,0.0368506,0.0513091,0.0540782,0.0252141,0.0609423,0.0659672,0.035198,0.0370171,0,0.0278146,0,0.0313292,0.0125936,0.0132035,0.030069,0,0.0506468,0.0427886,0,0,0.0187736,0,0,0.0225539,0.0743704,0.0135584,0.0221498,0.0323547,0.0567513,0.027914,0.0335434,0.0457026,0.0643957,0.0584048,0.0371859,0.0204828,0.0126219,0.0184716,0.0393414,0.00996591,0.00543982,0.0519795,0.0510807,0,0,0,0,0,0,0,0.0252113,0.0286686,0,0,0
83,0.0322201,0.0591492,0,0,0,0.0608353,0,0.0163741,0.0669899,0,0,0,0.0232894,0,0,0.0401741,0.0603758,0.021189,0.0323145,0.0269202,0,0,0.0494796,0.0364339,0.0513775,0.054032,0.0249039,0.0609139,0.0659791,0.0348754,0.0369169,0,0.0285756,0,0.0314365,0.0126866,0.0131232,0.0281878,0,0.0507566,0.0428346,0,0,0.0186375,0,0,0.0226163,0.0738288,0.0121768,0.0228244,0.0326975,0.0567187,0.0279516,0.033041,0.0451093,0.0639806,0.0578828,0.0370273,0.0209205,0.0127735,0.0175405,0.0394488,0.0099911,0.00537506,0.0521057,0.0508952,0,0,0,0,0,0,0,0.0252323,0.0281283,0,0,0
84,0.032095,0.0592615,0,0,0,0.0618899,0,0.0155254,0.0664628,0,0,0,0.0231751,0,0,0.0401614,0.0605388,0.0222446,0.0315101,0.0271206,0,0,0.0490513,0.0359183,0.0515453,0.0539722,0.0246283,0.060906,0.0660077,0.0345314,0.0368683,0,0.0291698,0,0.0315958,0.0127389,0.0130529,0.0260044,0,0.0510594,0.0428902,0,0,0.0185129,0,0,0.0226852,0.0733358,0.0109965,0.0235273,0.0337977,0.0566664,0.0280771,0.0327689,0.0442805,0.0634622,0.057427,0.0367069,0.0220638,0.0132812,0.0170668,0.0396203,0.0100286,0.00535748,0.0522601,0.0506475,0,0,0,0,0,0,0,0.0253253,0.0278011,0,0,0
85,0.0320973,0.0593581,0,0,0,0.063383,0,0.0146111,0.0653831,0,0,0,0.0233637,0,0,0.0401343,0.0608206,0.023805,0.0304437,0.0275652,0,0,0.0489146,0.0354106,0.0519525,0.053861,0.0242576,0.0609624,0.066078,0.0340692,0.0369596,0,0.0300889,0,0.0317059,0.0131164,0.0123603,0.0228341,0,0.0514474,0.0429526,0,0,0.0182663,0,0,0.0228467,0.0726744,0.00997093,0.0242748,0.0349673,0.0566743,0.0282763,0.0327829,0.0434807,0.0630061,0.0571476,0.0362395,0.0236638,0.0138895,0.0179019,0.0397169,0.0101233,0.00571489,0.0524468,0.050404,0,0,0,0,0,0,0,0.0254291,0.0279229,0,0,0
86,0.0323391,0.0594382,0,0,0,0.0632179,0,0.0139426,0.0647939,0,0,0,0.0231761,0,0,0.0401974,0.0608134,0.0253051,0.0297516,0.0275312,0,0,0.0489108,0.0348279,0.0522347,0.0540552,0.0241267,0.0608698,0.0660117,0.0336865,0.0367742,0,0.0294173,0,0.0318139,0.0130871,0.0124914,0.0194544,0,0.0516808,0.0431003,0,0,0.0182601,0,0,0.0229209,0.0723962,0.00912799,0.0246728,0.0358105,0.0567304,0.0286509,0.0328385,0.0429898,0.0626297,0.0570217,0.0356786,0.0253326,0.0144458,0.0193216,0.0395969,0.010197,0.00579488,0.0526254,0.050165,0,0,0,0,0,0,0,0.0257812,0.0282063,0,0,0
87,0.0324446,0.059497,0,0,0,0.0628376,0,0.0133549,0.0640708,0,0,0,0.0229858,0,0,0.0402933,0.060674,0.0271619,0.0290049,0.0275886,0,0,0.0491038,0.0342174,0.0526175,0.0543638,0.0239806,0.0607384,0.06586,0.0331794,0.0365498,0,0.0285589,0,0.0318804,0.0130726,0.0125542,0.016221,0,0.0517145,0.0432692,0,0,0.0183886,0,0,0.0229652,0.0725376,0.00860743,0.0248231,0.0357679,0.0568832,0.0292474,0.0322694,0.0431609,0.0624188,0.0565624,0.035263,0.0264439,0.0146913,0.0219285,0.0393198,0.0102251,0.00595021,0.0527843,0.0499952,0,0,0,0,0,0,0,0.0261098,0.028279,0,0,0
88,0.0323986,0.0594774,0,0,0,0.0619289,0,0.0129937,0.0633193,0,0,0,0.0228669,0,0,0.0404634,0.0603628,0.0291812,0.0283365,0.0276879,0,0,0.04954,0.033528,0.0530798,0.0547827,0.0238926,0.0604511,0.0655392,0.0324944,0.0362382,0,0.0273368,0,0.0319083,0.0130643,0.0126222,0.0136552,0,0.0514544,0.0434971,0,0,0.0186194,0,0,0.0229673,0.0727147,0.00822953,0.0246287,0.0352659,0.0570696,0.0300498,0.0311128,0.0436568,0.0622251,0.0555426,0.0349745,0.0267038,0.0144235,0.0246029,0.0388916,0.0102722,0.0062201,0.0529157,0.0498869,0,0,0,0,0,0,0,0.0263479,0.0279841,0,0,0
89,0.032141,0.0593662,0,0,0,0.0605405,0,0.012965,0.0623656,0,0,0,0.0227244,0,0,0.0406298,0.0600551,0.0312091,0.0277333,0.0277911,0,0,0.050239,0.0329499,0.0535604,0.0552272,0.0238599,0.0599913,0.0650604,0.0315851,0.0358211,0,0.026005,0,0.0318913,0.0130316,0.0127287,0.011993,0,0.0509935,0.0437168,0,0,0.0189008,0,0,0.0229396,0.072922,0.00790858,0.0242602,0.0348991,0.0571538,0.0310332,0.0299876,0.0438542,0.0620269,0.0544246,0.0346893,0.0262133,0.013811,0.0264546,0.0383672,0.01031,0.00658318,0.0530026,0.0497936,0,0,0,0,0,0,0,0.0265852,0.027633,0,0,0
90,0.0317517,0.0591968,0,0,0,0.0587854,0,0.0133671,0.0610971,0,0,0,0.0225023,0,0,0.0408426,0.0598172,0.0329856,0.0272245,0.027898,0,0,0.0511832,0.0324483,0.0539795,0.055692,0.0238807,0.059338,0.064421,0.0304207,0.0353804,0,0.0248655,0,0.0318168,0.0129692,0.0129064,0.0109038,0,0.0503816,0.0438941,0,0,0.0192592,0,0,0.0229261,0.0731748,0.00786316,0.0238634,0.0348885,0.0570523,0.0321395,0.0292855,0.0437811,0.0617984,0.0536254,0.0342799,0.0255471,0.0131059,0.0276784,0.0377495,0.0103443,0.00702355,0.0530284,0.0497388,0,0,0,0,0,0,0,0.026885,0.0271823,0,0,0
91,0.031709,0.0591154,0,0,0,0.0567548,0,0.0139305,0.0594691,0,0,0,0.0221671,0,0,0.0411517,0.0596493,0.0343969,0.0267968,0.0281439,0,0,0.0523944,0.0319649,0.0543464,0.0561511,0.0238201,0.0585536,0.063602,0.0290921,0.0350319,0,0.0238068,0,0.0317232,0.0128553,0.0132378,0.00987737,0,0.0495684,0.0440255,0,0,0.0198517,0,0,0.022859,0.0735422,0.00810451,0.0235844,0.0349752,0.0569023,0.0332609,0.0289452,0.0436495,0.0615859,0.0530892,0.0336721,0.0252041,0.0125367,0.0288949,0.0370673,0.0103735,0.00736887,0.0530397,0.0497386,0,0,0,0,0,0,0,0.0272746,0.0266732,0,0,0
92,0.03194,0.0590884,0,0,0,0.0545728,0,0.014074,0.0579016,0,0,0,0.0218741,0,0,0.0414745,0.0593436,0.0350734,0.0265195,0.0282043,0,0,0.0536437,0.0315355,0.0547206,0.0567707,0.0239827,0.0576853,0.0626298,0.0279695,0.0347863,0,0.0220776,0,0.0316613,0.0126792,0.0136978,0.0087967,0,0.0487139,0.0441569,0,0,0.0208951,0,0,0.0225952,0.0737199,0.00836582,0.0234692,0.034946,0.056772,0.0344465,0.028647,0.0434879,0.0613975,0.0526448,0.0329851,0.0252571,0.0121322,0.0301294,0.0362407,0.0103049,0.00746601,0.0530752,0.0497809,0,0,0,0,0,0,0,0.0278286,0.0262784,0,0,0
93,0.0320379,0.0589892,0,0,0,0.0524101,0,0.0134253,0.0565784,0,0,0,0.0218467,0,0,0.0417693,0.0588879,0.0349291,0.0264029,0.0279135,0,0,0.0548265,0.03136,0.0551903,0.0575902,0.0244086,0.0569268,0.0616392,0.0271741,0.0347912,0,0.0192247,0,0.0314656,0.0128044,0.0136471,0.00780174,0,0.0479714,0.0441804,0,0,0.0215066,0,0,0.0226298,0.0737907,0.00840446,0.0236067,0.0348526,0.05666,0.0356179,0.0283549,0.043388,0.0613593,0.0522807,0.0324391,0.0254444,0.0120786,0.0312285,0.0354457,0.0104336,0.00811324,0.0530621,0.0499152,0,0,0,0,0,0,0,0.0287392,0.0260337,0,0,0
94,0.0320419,0.0588384,0,0,0,0.0503942,0,0.0123002,0.055331,0,0,0,0.0218522,0,0,0.0421187,0.0584484,0.034202,0.0264053,0.0273567,0,0,0.0559765,0.0313828,0.0559023,0.05857,0.0250599,0.0563818,0.060775,0.0265332,0.035107,0,0.0156097,0,0.031186,0.0129694,0.0136152,0.00710041,0,0.0474326,0.0441119,0,0,0.0220314,0,0,0.0227507,0.0736694,0.00803463,0.0240175,0.0347838,0.0566266,0.0368342,0.0281602,0.0433812,0.0615113,0.0520694,0.0321757,0.0256217,0.0123376,0.0317749,0.0346645,0.0106533,0.00882876,0.0529671,0.0501481,0,0,0,0,0,0,0,0.0298847,0.025981,0,0,0
95,0.0319542,0.0587529,0,0,0,0.0485431,0,0.01123,0.0538169,0,0,0,0.0215974,0,0,0.042487,0.0584416,0.0334611,0.0263324,0.0270482,0,0,0.0571726,0.031382,0.0569103,0.0595539,0.0256064,0.0559614,0.0599495,0.0259712,0.0356775,0,0.0134224,0,0.0310706,0.0126364,0.0143766,0.00669549,0,0.0468661,0.0440977,0,0,0.0231443,0,0,0.0225148,0.0730527,0.00745609,0.0246891,0.0348653,0.0569005,0.0379466,0.0279876,0.0434983,0.0617451,0.0518978,0.0321157,0.0257462,0.0127086,0.0319435,0.0338568,0.0106737,0.00897261,0.0528269,0.0503808,0,0,0,0,0,0,0,0.0309128,0.0261621,0,0,0
96,0.0320031,0.0586032,0,0,0,0.0467144,0,0.0103498,0.0526687,0,0,0,0.0215892,0,0,0.0427067,0.0584039,0.0325436,0.0263069,0.0267353,0,0,0.0581114,0.0315822,0.058077,0.0606453,0.0262314,0.0554738,0.0591926,0.025412,0.0358008,0,0.0154818,0,0.0309873,0.0126647,0.0145296,0.00656736,0,0.0466767,0.0440593,0,0,0.023659,0,0,0.022644,0.0720805,0.00706954,0.0254571,0.0351017,0.0571731,0.0388806,0.0277041,0.0436209,0.061822,0.0516981,0.0321636,0.0258731,0.0130508,0.031944,0.0332783,0.0109496,0.00944717,0.0526537,0.0506792,0,0,0,0,0,0,0,0.0319582,0.026421,0,0,0
97,0.0321142,0.0584056,0,0,0,0.0442712,0,0.00919599,0.051664,0,0,0,0.0215901,0,0,0.0427076,0.0583689,0.0324191,0.0262215,0.0265594,0,0,0.058878,0.0317834,0.0592999,0.0616426,0.0266881,0.0552157,0.0587065,0.0251051,0.0359224,0,0.0198333,0,0.0310259,0.0127595,0.0144673,0.00654767,0,0.0468331,0.0440846,0,0,0.023814,0,0,0.0228881,0.0714556,0.00682783,0.0261627,0.0353497,0.0574324,0.0395462,0.0272431,0.0436417,0.0616901,0.0513746,0.0322141,0.0258909,0.0130544,0.03209,0.0329436,0.0112291,0.00994398,0.0524501,0.0510171,0,0,0,0,0,0,0,0.0332646,0.0265911,0,0,0
98,0.0321737,0.0582401,0,0,0,0.0415951,0,0.00843579,0.0507471,0,0,0,0.0214925,0,0,0.0427633,0.0583144,0.0338302,0.026174,0.0264617,0,0,0.0595146,0.0319421,0.0604254,0.0623788,0.0268849,0.05553,0.0587443,0.0255892,0.0365459,0,0.0248165,0,0.0312573,0.0127714,0.0145925,0.00661939,0,0.0471982,0.0441801,0,0,0.02406,0,0,0.0229135,0.0711329,0.00683119,0.0266027,0.0354424,0.0576273,0.0399183,0.0267497,0.0435973,0.0614712,0.0510062,0.0322369,0.0257672,0.0129559,0.032174,0.0327643,0.0112663,0.0100673,0.0522528,0.0512823,0,0,0,0,0,0,0,0.0345743,0.0266505,0,0,0
99,0.0321656,0.058159,0,0,0,0.0399724,0,0.00893146,0.0498591,0,0,0,0.0213949,0,0,0.0428328,0.0582612,0.0358172,0.02625,0.0264562,0,0,0.05998,0.0321248,0.0613393,0.0629267,0.0269734,0.0563662,0.0591384,0.0266156,0.0378143,0,0.0296172,0,0.0316107,0.0127029,0.0147617,0.00674289,0,0.0477208,0.0442523,0,0,0.024145,0,0,0.0229237,0.071123,0.00697213,0.0267101,0.0352355,0.0575816,0.039998,0.0264095,0.0435232,0.0613433,0.0507946,0.0322549,0.0255606,0.0128261,0.0320582,0.0328218,0.0112455,0.00996771,0.0520101,0.0514586,0,0,0,0,0,0,0,0.0357019,0.0265864,0,0,0
100,0.0321375,0.0581307,0,0,0,0.0394293,0,0.00955299,0.0490508,0,0,0,0.0212146,0,0,0.0428714,0.058189,0.0376898,0.0264357,0.0265884,0,0,0.0601767,0.0323187,0.062026,0.0634294,0.0271597,0.0573627,0.0596467,0.0275666,0.0392752,0,0.0334004,0,0.0319507,0.0127252,0.014837,0.00695405,0,0.0482938,0.0443168,0,0,0.0239546,0,0,0.0229843,0.0712175,0.0071907,0.026592,0.0349445,0.0571656,0.0398119,0.0262771,0.0434194,0.0612636,0.0508029,0.0322224,0.0253856,0.0127205,0.0316299,0.0330949,0.0112615,0.00985701,0.051745,0.0515342,0,0,0,0,0,0,0,0.0365853,0.0264538,0,0,0
101,0.0320927,0.0581572,0,0,0,0.0392124,0,0.00949859,0.048184,0,0,0,0.0209532,0,0,0.0428486,0.0581439,0.0392644,0.0266449,0.0269034,0,0,0.0601564,0.0325362,0.0625489,0.0638464,0.0272894,0.0583194,0.0602192,0.0283228,0.040641,0,0.0356702,0,0.0322893,0.0127284,0.0148784,0.00736812,0,0.0487918,0.0443546,0,0,0.0235891,0,0,0.0228994,0.0712643,0.00743807,0.0264242,0.034793,0.0565744,0.0394702,0.0262865,0.0433267,0.0611853,0.0509386,0.0321521,0.0252999,0.0127765,0.0308877,0.0335155,0.011232,0.00965711,0.0517616,0.0515773,0,0,0,0,0,0,0,0.0373089,0.0263587,0,0,0
102,0.0320425,0.0582408,0,0,0,0.0392172,0,0.00925225,0.0473205,0,0,0,0.0206849,0,0,0.0428325,0.0581102,0.0404061,0.026892,0.027307,0,0,0.0599489,0.0327667,0.0630325,0.0641889,0.0273533,0.0592424,0.0608423,0.0291302,0.0418775,0,0.0367927,0,0.0326144,0.0127313,0.0149172,0.00804358,0,0.0492001,0.0443308,0,0,0.0232199,0,0,0.02282,0.0712263,0.00759045,0.0263439,0.0347368,0.0559777,0.0390512,0.0263862,0.0432516,0.0610868,0.0511161,0.0321444,0.0252962,0.0128848,0.0298379,0.0339642,0.0111484,0.00946428,0.051839,0.051612,0,0,0,0,0,0,0,0.0379975,0.0264099,0,0,0
103,0.0319613,0.0583828,0,0,0,0.0395677,0,0.00930545,0.0464375,0,0,0,0.0206293,0,0,0.0428137,0.058063,0.0411674,0.0271473,0.0277102,0,0,0.0597396,0.0330888,0.0635774,0.0645394,0.0274299,0.0600421,0.0613934,0.0299727,0.0429964,0,0.037088,0,0.032859,0.0129192,0.0145914,0.00893012,0,0.04953,0.0441897,0,0,0.0227367,0,0,0.0229988,0.0711702,0.0077113,0.0264387,0.0346958,0.0554865,0.0385921,0.0265,0.0431251,0.0610061,0.0512662,0.0322155,0.0252928,0.0131157,0.0285684,0.0344282,0.011197,0.00946347,0.051903,0.0516702,0,0,0,0,0,0,0,0.0386533,0.0264547,0,0,0
104,0.0318125,0.0585679,0,0,0,0.0400125,0,0.00951834,0.0455665,0,0,0,0.0203132,0,0,0.0429338,0.0579236,0.0416985,0.0273818,0.0280392,0,0,0.0596451,0.0334041,0.0641749,0.0649122,0.0275666,0.0606742,0.0617779,0.0306432,0.0438692,0,0.0369879,0,0.0330828,0.0128632,0.0148279,0.00998328,0,0.0498378,0.0440521,0,0,0.0226227,0,0,0.0229571,0.0711809,0.00774488,0.0266275,0.03457,0.05517,0.0382808,0.0266206,0.0429491,0.0609618,0.0514135,0.0323726,0.0252342,0.0131253,0.0271426,0.0347281,0.0111667,0.00930483,0.0521062,0.0516849,0,0,0,0,0,0,0,0.0392444,0.0264315,0,0,0
105,0.0316167,0.0587381,0,0,0,0.0402554,0,0.00967263,0.0447129,0,0,0,0.0200316,0,0,0.0430491,0.0576996,0.0421082,0.0276415,0.0282001,0,0,0.0596316,0.0337659,0.0647667,0.0652844,0.0277447,0.0610848,0.0620165,0.0310863,0.044524,0,0.0368641,0,0.0332627,0.0128476,0.0150094,0.0111244,0,0.0501825,0.0438735,0,0,0.0225204,0,0,0.0228909,0.0712489,0.00777524,0.0268175,0.0343874,0.0550031,0.0381517,0.0267424,0.0426687,0.0609456,0.0515858,0.0325666,0.0251887,0.0130291,0.0256423,0.0349197,0.0111767,0.0092371,0.0522553,0.0516335,0,0,0,0,0,0,0,0.0398911,0.0263945,0,0,0
