Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77
36,0.029947,0.0623509,0,0,0,0.044221,0,0.0190415,0.0448555,0,0,0,0,0.0181021,0,0,0.0424083,0.0629857,0.0378158,0.0359084,0.0221576,0,0,0.0612738,0.0323569,0.0534578,0.0787865,0.0660994,0.0340393,0.0645213,0.067066,0.0372484,0.0431731,0,0.0137926,0,0.0389319,0.0126947,0.0149564,0.0340924,0,0.0321103,0.0579971,0.0405925,0,0,0.0196957,0,0,0.022005,0.0764293,0.0211914,0.0276211,0.0312871,0.0502856,0.0306843,0.0332222,0.0321674,0.0600824,0.0568052,0.0335233,0.0286619,0.0158276,0.0419103,0.00965247,0.0365089,0.0112373,0.00918378,0.0583642,0.0458774,0,0,0,0,0,0,0,0
37,0.0298877,0.0627224,0,0,0,0.0365974,0,0.0227737,0.0479887,0,0,0,0,0.0181882,0,0,0.0422997,0.0601264,0.0397933,0.038119,0.0223014,0,0,0.061188,0.0320417,0.0533294,0.0744067,0.0664911,0.0357073,0.0637475,0.0679037,0.0390754,0.040298,0,0.0223625,0,0.0393788,0.0129951,0.0145201,0.0348145,0,0.0325475,0.0574783,0.0405734,0,0,0.0193849,0,0,0.0218019,0.0773711,0.0207452,0.0276504,0.0317473,0.0496044,0.0295115,0.0333796,0.0318263,0.0597375,0.0567401,0.0336197,0.0286869,0.0156815,0.0418871,0.00957253,0.0373254,0.0109499,0.00825361,0.0587995,0.0450588,0,0,0,0,0,0,0,0
38,0.0299297,0.0629277,0,0,0,0.0328944,0,0.0247666,0.0494897,0,0,0,0,0.0183191,0,0,0.0422737,0.0589122,0.0404134,0.0389654,0.0246963,0,0,0.0607131,0.0318506,0.0527425,0.0719025,0.0663649,0.0354494,0.0631003,0.067798,0.039894,0.0390272,0,0.0254731,0,0.0396063,0.0133031,0.0140614,0.0351062,0,0.0325957,0.0573342,0.0405085,0,0,0.0186813,0,0,0.0220571,0.0781314,0.0206091,0.0279571,0.032091,0.0491881,0.0288793,0.0334786,0.0316162,0.0594658,0.056732,0.033637,0.0286334,0.0155342,0.0418382,0.00980078,0.0377898,0.0109719,0.00827958,0.0589521,0.0447925,0,0,0,0,0,0,0,0
39,0.0299109,0.0631693,0,0,0,0.0309897,0,0.0256981,0.049904,0,0,0,0,0.0182552,0,0,0.0422909,0.0585361,0.0404911,0.0390384,0.0268583,0,0,0.0602666,0.0316114,0.0522409,0.0702382,0.0659049,0.0346486,0.0626748,0.0676213,0.0403108,0.0381373,0,0.0265954,0,0.039802,0.0132469,0.0142011,0.0352453,0,0.0329206,0.0572475,0.0404819,0,0,0.0186301,0,0,0.0219896,0.0785606,0.0206233,0.0282984,0.0323619,0.0489355,0.0285617,0.0332922,0.0315303,0.0591976,0.0565063,0.0336384,0.028606,0.01566,0.0417153,0.00988605,0.0380692,0.0107764,0.00789346,0.0590296,0.0446569,0,0,0,0,0,0,0,0
40,0.0299282,0.0634341,0,0,0,0.0294598,0,0.0267472,0.0508735,0,0,0,0,0.0183008,0,0,0.0422525,0.0585913,0.0413154,0.0387356,0.0293644,0,0,0.0593298,0.0310359,0.0515094,0.0684467,0.0654584,0.034094,0.0620351,0.0671245,0.0403258,0.0371024,0,0.0277252,0,0.0399935,0.0132346,0.0142455,0.0343626,0,0.0303274,0.0589438,0.0405576,0,0,0.0185174,0,0,0.0219416,0.0773239,0,0.0287847,0.031888,0.0487005,0.0282264,0.0341192,0.033189,0.0605092,0.0578534,0.0328072,0.0273673,0.014542,0.0414007,0.00938388,0.0383843,0.0105873,0.00756883,0.0591624,0.0442836,0,0,0,0,0,0,0,0
41,0.0298874,0.0635829,0,0,0,0.0291507,0,0.0276454,0.0510325,0,0,0,0,0.0176944,0,0,0.0429341,0.0578618,0.0443772,0.0392581,0.0294327,0,0,0.0592911,0.0314327,0.0504968,0.0679527,0.0652477,0.0329054,0.0615553,0.0668263,0.0399236,0.0366173,0,0.0285571,0,0.0397801,0.0126357,0.0139162,0.0323932,0,0.0313188,0.0571424,0.039877,0,0,0.0188556,0,0,0.0216382,0.0800041,0.0221321,0.0278763,0.0339419,0.0476585,0.028196,0.0336161,0.0302655,0.0583057,0.0564233,0.03449,0.0265236,0.0152373,0.0424291,0.00916225,0.0383217,0.0106713,0.00756323,0.059114,0.0448004,0,0,0,0,0,0,0,0
42,0.0297899,0.063874,0,0,0,0.0299373,0,0.0270102,0.0512398,0,0,0,0,0.0172532,0,0,0.0433546,0.0576213,0.0453356,0.0394212,0.0290084,0,0,0.0591481,0.0316866,0.0490279,0.0675175,0.0650232,0.0326106,0.0618378,0.0672431,0.039852,0.0366422,0,0.0287754,0,0.0397907,0.0121459,0.0136462,0.0336337,0,0.0306514,0.0568904,0.0394367,0,0,0.0189757,0,0,0.0215881,0.0803858,0.0212991,0.027668,0.0339553,0.0468145,0.0277976,0.032645,0.0299638,0.0577282,0.0554984,0.0347155,0.0275144,0,0.0425166,0.00828651,0.0383182,0.0105997,0.00749065,0.0592403,0.0449472,0,0,0,0,0,0,0,0
43,0.0298069,0.0639532,0,0,0,0.0300781,0,0.0271404,0.0515878,0,0,0,0,0.0174102,0,0,0.0431728,0.0573896,0.0453467,0.0390648,0.0291276,0,0,0.058831,0.0314652,0.0479024,0.0668858,0.0646679,0.0324431,0.0621427,0.0675188,0.0399151,0.0369577,0,0.0282959,0,0.0397563,0.0122685,0.0138096,0.0332993,0,0.0304631,0.057172,0.0396598,0,0,0.0186141,0,0,0.0217431,0.0802886,0.0226819,0.0279321,0.0346457,0.0468758,0.0275974,0.0333454,0.0298708,0.0578057,0.0559794,0.0340361,0.0263009,0.0149743,0.0423518,0.0100358,0.0386988,0.0105542,0.00727402,0.0591924,0.0449494,0,0,0,0,0,0,0,0
44,0.029815,0.0641121,0,0,0,0.0296736,0,0.0270475,0.0513641,0,0,0,0,0.0172557,0,0,0.043198,0.057307,0.0440845,0.0394339,0.0299828,0,0,0.0591146,0.0316588,0.0484315,0.0668793,0.0647249,0.032572,0.0618146,0.067199,0.0396722,0.0365993,0,0.0277636,0,0.0398861,0.0121803,0.0138288,0.0344933,0,0.0298222,0.0569456,0.0393777,0,0,0.0186092,0,0,0.0217026,0.0803996,0.0225707,0.0278163,0.0344985,0.0465468,0.0272065,0.032597,0.0295508,0.0571911,0.0551953,0.0341818,0.0274885,0,0.0423217,0.00946974,0.0387959,0.0105432,0.00709886,0.059242,0.0451797,0,0,0,0,0,0,0,0
45,0.0299129,0.0640015,0,0,0,0.0285719,0,0.0259692,0.0509225,0,0,0,0,0.0180806,0,0,0.0421576,0.0575018,0.0442507,0.0390528,0.0323554,0,0,0.059097,0.0314463,0.0490315,0.0664422,0.0644692,0.0325108,0.0610465,0.0671516,0.0391181,0.0347086,0,0.030289,0,0.0400124,0.0129243,0.0147323,0.0382711,0,0.0304286,0.0573645,0.0399866,0,0,0.0178825,0,0,0.0221284,0.0792803,0.0226632,0.0285472,0.0338795,0.0477105,0.0268852,0.0325325,0.0309309,0.0579273,0.0555754,0.032247,0.0285644,0.0149435,0.0404802,0.0133223,0.0392937,0.0103528,0.00667646,0.0589337,0.0451167,0,0,0,0,0,0,0,0
46,0.0299743,0.064084,0,0,0,0.0263379,0,0.0271822,0.0509388,0,0,0,0,0.0182293,0,0,0.0420315,0.0570492,0.0409957,0.0393888,0.0308531,0,0,0.0591086,0.0317832,0.0495741,0.067171,0.0646489,0.0321741,0.0618118,0.0668869,0.0399415,0.0369638,0,0.0277548,0,0.0399025,0.0132957,0.0141248,0.0390324,0,0.0295748,0.0572157,0.0398169,0,0,0.0175285,0,0,0.0222682,0.0789447,0.0235352,0.0283833,0.0342173,0.0475317,0.0266189,0.0322731,0.0310319,0.0577911,0.055424,0.0318286,0.02858,0.0148079,0.0398881,0.0144031,0.0395465,0.0104065,0.00685766,0.058974,0.0451747,0,0,0,0,0,0,0,0
47,0.0299698,0.0641566,0,0,0,0.0286442,0,0.0263692,0.0502952,0,0,0,0,0.0180792,0,0,0.0420591,0.0567459,0.03998,0.0391833,0.0282621,0,0,0.0590933,0.0318651,0.0502982,0.0685896,0.0647071,0.0316312,0.0625746,0.0671001,0.0400482,0.038174,0,0.0239211,0,0.0398526,0.0131042,0.0145199,0.0388138,0,0.0289234,0.0570139,0.039731,0,0,0.0178549,0,0,0.0220463,0.0785892,0.0243568,0.0281221,0.0343413,0.0473287,0.026589,0.0318362,0.0310118,0.057673,0.0551511,0.0313987,0.0284504,0.014698,0.0391857,0.0149941,0.0396175,0.0102676,0.0063874,0.0589564,0.0452036,0,0,0,0,0,0,0,0
48,0.0299684,0.0641779,0,0,0,0.0298407,0,0.0261986,0.0496267,0,0,0,0,0.0181122,0,0,0.0420368,0.0564683,0.0395836,0.0392601,0.0267783,0,0,0.0590199,0.0319367,0.0508221,0.0696217,0.0647879,0.0312515,0.0630476,0.0670992,0.039908,0.0392079,0,0.021859,0,0.0397672,0.0131693,0.0144509,0.0383235,0,0.0282593,0.0568741,0.0396197,0,0,0.0178284,0,0,0.0220256,0.0783931,0.0250294,0.0278818,0.0343768,0.0473306,0.0266146,0.0315029,0.0311353,0.057595,0.0549287,0.0308545,0.0282982,0.0145127,0.0385135,0.0154763,0.039656,0.0102681,0.00633824,0.0588692,0.0452822,0,0,0,0,0,0,0,0
49,0.0299542,0.0641926,0,0,0,0.0307133,0,0.0259993,0.04901,0,0,0,0,0.018167,0,0,0.0420612,0.0562832,0.0387244,0.0395644,0.0256835,0,0,0.0590878,0.0320837,0.0508022,0.0703084,0.0648017,0.0309525,0.0634324,0.0673117,0.0397198,0.0399865,0,0.0203155,0,0.0397282,0.0133345,0.0143165,0.0383458,0,0.0275228,0.0566207,0.0395423,0,0,0.0177943,0,0,0.0220116,0.0782799,0.0256117,0.0277174,0.0344621,0.0473895,0.0265457,0.0311687,0.0313344,0.0574592,0.0546295,0.0303676,0.0281263,0.0143179,0.0378593,0.0158437,0.0397384,0.0102747,0.00627011,0.0588168,0.0453638,0,0,0,0,0,0,0,0
50,0.0300079,0.0640785,0,0,0,0.0385724,0,0.0230346,0.0472768,0,0,0,0,0.0180483,0,0,0.0420838,0.0575172,0.033839,0.0383527,0.0238386,0,0,0.0589468,0.0323339,0.0495341,0.0730337,0.0644261,0.0288358,0.064798,0.0679919,0.0389206,0.0423378,0,0.0091645,0,0.0395889,0.0131151,0.0146847,0.0383461,0,0.0267037,0.0562523,0.0394482,0,0,0.0176338,0,0,0.0221249,0.0779061,0.0262146,0.0273707,0.0346522,0.047405,0.0268316,0.0305415,0.0314609,0.0573709,0.054174,0.0299362,0.0279581,0.0142246,0.0371237,0.0161248,0.0395437,0.0104086,0.00665442,0.0586675,0.0458261,0,0,0,0,0,0,0,0
51,0.0300454,0.0642434,0,0,0,0.0285632,0,0.0247488,0.0494332,0,0,0,0,0.0181314,0,0,0.0420999,0.0558753,0.0362681,0.0407573,0.0252574,0,0,0.059659,0.0325158,0.0494485,0.0697697,0.0642419,0.0298119,0.0631516,0.0674792,0.0389593,0.0391101,0,0.0187466,0,0.0397566,0.013279,0.0145914,0.0393063,0,0.0258183,0.0555923,0.0393,0,0,0.0174562,0,0,0.0221104,0.0782683,0.0269041,0.0275077,0.0348644,0.0472314,0.0261043,0.0306003,0.0314875,0.0575397,0.0541508,0.0292569,0.0277531,0.0140689,0.0361553,0.0171454,0.04007,0.0102817,0.0062208,0.0588644,0.0456954,0,0,0,0,0,0,0,0
52,0.0300289,0.0641861,0,0,0,0.0357548,0,0.0220037,0.0486111,0,0,0,0,0.0181393,0,0,0.0420765,0.0570593,0.0311147,0.0396173,0.0256099,0,0,0.0597719,0.032969,0.047697,0.0714794,0.0636751,0.0271844,0.0636045,0.0675774,0.0379556,0.04017,0,0.00874607,0,0.0396259,0.0132716,0.0146019,0.0392493,0,0.024957,0.0548691,0.0391839,0,0,0.0174026,0,0,0.0221181,0.0780436,0.0272278,0.0271433,0.035237,0.0471673,0.0264936,0.0299263,0.0317616,0.0575754,0.0536668,0.0288161,0.0274364,0.0139735,0.035194,0.018003,0.0399714,0.0103237,0.00642893,0.0587448,0.0461559,0,0,0,0,0,0,0,0
53,0.0300559,0.0641989,0,0,0,0.037129,0,0.021448,0.0486456,0,0,0,0,0.0181274,0,0,0.041959,0.0573193,0.0293815,0.039598,0.0268475,0,0,0.0603529,0.0335254,0.0464066,0.0712267,0.0633015,0.025889,0.0632792,0.067463,0.0375884,0.0397065,0,0.00713695,0,0.0396011,0.0131158,0.0147584,0.0393318,0,0.02414,0.0542111,0.0390235,0,0,0.0172681,0,0,0.0221679,0.0781309,0.0275471,0.0269263,0.0355197,0.0471335,0.0264715,0.0293329,0.0320622,0.0575776,0.0532243,0.0284278,0.0267866,0.0138087,0.0341196,0.0195305,0.0401236,0.0103605,0.00638239,0.0587477,0.0464971,0,0,0,0,0,0,0,0
54,0.0301243,0.0641634,0,0,0,0.0381994,0,0.0210115,0.0485017,0,0,0,0,0.0180116,0,0,0.0419016,0.0573288,0.0280849,0.0396418,0.0273779,0,0,0.061065,0.0342356,0.0447135,0.0709802,0.0628853,0.0247329,0.0633665,0.0675773,0.0374164,0.0398868,0,0.0065527,0,0.0395009,0.0130002,0.0149327,0.0395394,0,0.0231315,0.0535575,0.038802,0,0,0.0171577,0,0,0.022196,0.0783867,0.0280336,0.0265807,0.0357201,0.0472258,0.0264011,0.028693,0.0326294,0.0578877,0.0528487,0.0279934,0.025939,0.0136071,0.0328254,0.0216133,0.0402089,0.0103629,0.00636234,0.0587428,0.0470294,0,0,0,0,0,0,0,0
55,0.0301945,0.0640527,0,0,0,0.0397565,0,0.0199839,0.0477071,0,0,0,0,0.0183408,0,0,0.0419281,0.057614,0.0270007,0.0391997,0.0280093,0,0,0.0617863,0.0352895,0.0434951,0.070902,0.0622572,0.023476,0.0637611,0.0678186,0.0369849,0.0405367,0,0.0066459,0,0.0391999,0.0138168,0.0137117,0.0398558,0,0.0222087,0.0528509,0.0384125,0,0,0.0170193,0,0,0.022252,0.0780083,0.0290475,0.0260943,0.0359601,0.0475826,0.0263821,0.0280564,0.0334882,0.0585659,0.0526164,0.0275953,0.0249732,0.0133542,0.031761,0.0242633,0.0402631,0.0103345,0.00654797,0.0587227,0.0477772,0,0,0,0,0,0,0,0
56,0.0302898,0.0636939,0,0,0,0.0404235,0,0.0194294,0.0470917,0,0,0,0,0.018108,0,0,0.0421262,0.0576065,0.0267749,0.0390027,0.0284762,0,0,0.0623436,0.0364352,0.042797,0.070372,0.0615197,0.0226749,0.0639643,0.0678272,0.0365544,0.0410034,0,0.00726877,0,0.0389421,0.0135553,0.0142654,0.041289,0,0.0219557,0.0519259,0.037958,0,0,0.0170902,0,0,0.022247,0.0774916,0.0301346,0.0255951,0.0358468,0.0482476,0.0264419,0.0279762,0.0345113,0.0596101,0.0529042,0.0271467,0.0243365,0.0134666,0.030334,0.0271052,0.0401978,0.0103044,0.00652539,0.0586279,0.0485169,0,0,0,0,0,0,0,0
57,0.0302369,0.0633374,0,0,0,0.0417679,0,0.0187056,0.0459097,0,0,0,0,0.0181873,0,0,0.0422641,0.0580778,0.0266075,0.0386771,0.0294265,0,0,0.0628117,0.0379665,0.0424236,0.0701134,0.0609171,0.0221273,0.0638676,0.0674806,0.0359207,0.0413909,0,0.00797941,0,0.0385074,0.013517,0.0142058,0.0422816,0,0.0222306,0.0508549,0.0375878,0,0,0.0177179,0,0,0.0219076,0.0768754,0.0314537,0.0250224,0.0355086,0.0493122,0.0266193,0.0283449,0.0355695,0.060829,0.0534642,0.0264262,0.0241033,0.0138513,0.0286075,0.0298799,0.0399531,0.010041,0.00621073,0.0585322,0.0491738,0,0,0,0,0,0,0,0
58,0.0302936,0.0628784,0,0,0,0.0424577,0,0.0183335,0.0448099,0,0,0,0,0.0182915,0,0,0.0426292,0.0585847,0.0265066,0.038539,0.030054,0,0,0.0632562,0.0394369,0.0421793,0.0697827,0.0604571,0.0218213,0.0634786,0.0669398,0.0353042,0.0414097,0,0.00845537,0,0.0380666,0.0137164,0.0143261,0.0418935,0,0.0219232,0.0497532,0.0372475,0,0,0.0178404,0,0,0.0218858,0.0760309,0.0328351,0.0242833,0.0349134,0.0505665,0.0268155,0.0292408,0.0369028,0.0623325,0.0543176,0.0256143,0.0238255,0.0141173,0.0273247,0.0323465,0.0396269,0.0100402,0.00650207,0.0583898,0.0498289,0,0,0,0,0,0,0,0
59,0.030441,0.062411,0,0,0,0.0425286,0,0.0181941,0.0438774,0,0,0,0,0.0184744,0,0,0.0430119,0.0589594,0.0262509,0.0385128,0.0301807,0,0,0.0637058,0.0407981,0.0419791,0.0693815,0.0601466,0.0215094,0.0630073,0.0664222,0.0347867,0.0411877,0,0.00871031,0,0.0376219,0.0138156,0.0146338,0.0405317,0,0.0222991,0.0487721,0.036938,0,0,0.0179947,0,0,0.0218658,0.0753894,0.0339626,0.0234084,0.0339201,0.0519149,0.0271622,0.030666,0.0384523,0.0640391,0.0556523,0.0247799,0.0234324,0.0140068,0.0264475,0.0337777,0.0391648,0.0101362,0.00693145,0.0582528,0.0504011,0,0,0,0,0,0,0,0
60,0.0306671,0.0619907,0,0,0,0.0422129,0,0.0181696,0.0429704,0,0,0,0,0.0187709,0,0,0.0434446,0.0591125,0.0259348,0.0390152,0.0301562,0,0,0.0643356,0.0422222,0.0417203,0.0690806,0.0599097,0.0210773,0.0627785,0.0661926,0.0345532,0.0409862,0,0.00895736,0,0.0372084,0.0137674,0.0151572,0.0403521,0,0,0.0478236,0.03665,0,0,0.018304,0,0,0.0218247,0.0754426,0.0348262,0.022455,0.0324752,0.0532379,0.0276619,0.0321518,0.0396758,0.0657361,0.0570609,0.0242812,0.024137,0.0141726,0.0260909,0.0326931,0.0385865,0.0102432,0.00745365,0.0579852,0.0509961,0,0,0,0,0,0,0,0
61,0.0308693,0.0617001,0,0,0,0.0420786,0,0.0182162,0.0427635,0,0,0,0,0.0190996,0,0,0.0438449,0.0589339,0.0254557,0.0398404,0.0302368,0,0,0.0648285,0.0434015,0.0414707,0.0688145,0.0597127,0.0207501,0.0628407,0.0662602,0.0345982,0.0408611,0,0.00931422,0,0.0368858,0.0137498,0.0156386,0.0370202,0,0,0.0472723,0.0364599,0,0,0.0186338,0,0,0.0218168,0.0749401,0.0354921,0.0214756,0.031419,0.0544615,0.028248,0.033868,0.0415194,0.067788,0.0586846,0.0237931,0.0236989,0.0136322,0.0258247,0.0320657,0.0380269,0.0103714,0.0079349,0.0576987,0.051423,0,0,0,0,0,0,0,0
62,0.0310939,0.061585,0,0,0,0.0421706,0,0.0183007,0.0433658,0,0,0,0,0.0193947,0,0,0.044094,0.0584694,0.0249371,0.0406808,0.0304163,0,0,0.0651299,0.0442185,0.0411397,0.0685408,0.0595179,0.0205984,0.0630468,0.0664743,0.0347897,0.040878,0,0.00969255,0,0.0366481,0.0137626,0.0159349,0.0305471,0,0.0236981,0.0470326,0.0364147,0,0,0.0188884,0,0,0.0218472,0.0743508,0.0342375,0.0205954,0.0311018,0.0555131,0.0287936,0.0354349,0.0437844,0.0698196,0.0601362,0.0230099,0.02234,0.0125775,0.0252432,0.0345528,0.0375805,0.0105358,0.00830764,0.0574029,0.0516691,0,0,0,0,0,0,0,0
63,0.0313472,0.0615578,0,0,0,0.0420911,0,0.0184174,0.0444265,0,0,0,0,0.0196446,0,0,0.0441921,0.0578702,0.0245427,0.0414919,0.0305522,0,0,0.0653766,0.0447041,0.0407225,0.0681943,0.0592573,0.0204547,0.0632676,0.0667435,0.0350739,0.0409754,0,0.00995583,0,0.0365143,0.0137816,0.0160365,0.025798,0,0.0243633,0.0467053,0.0364936,0,0,0.0190567,0,0,0.0219202,0.0740299,0.033381,0.0197984,0.0310589,0.0562205,0.0292215,0.0363045,0.0454395,0.0711011,0.060822,0.0222493,0.0220673,0.011923,0.0251293,0.0366749,0.0372507,0.0106566,0.00862944,0.0570564,0.0519212,0,0,0,0,0,0,0,0
64,0.0315658,0.0615976,0,0,0,0.0419921,0,0.0184688,0.0460768,0,0,0,0,0.0197896,0,0,0.0441232,0.0572468,0.0241716,0.0421309,0.0305835,0,0,0.0654811,0.0449208,0.0400047,0.0678678,0.0589773,0.0203599,0.0633657,0.0669381,0.0352956,0.0409975,0,0.0101216,0,0.0364744,0.0138374,0.0159101,0.0206526,0,0.0223311,0.0461619,0.0367045,0,0,0.0190482,0,0,0.0220806,0.0732149,0.030515,0.0188978,0.0309483,0.0565934,0.0295286,0.0365536,0.0474655,0.0722696,0.0610817,0.0224375,0.020024,0.0096379,0.02659,0.0466862,0.0370485,0.0107751,0.00891826,0.0566838,0.0521738,0,0,0,0,0,0,0,0
65,0.0317591,0.0616681,0,0,0,0.0415927,0,0.0187895,0.0475699,0,0,0,0,0.0193789,0,0,0.044042,0.0569472,0.0240451,0.0426028,0.030377,0,0,0.0653761,0.0447274,0.0391957,0.0672662,0.0586836,0.0204424,0.0633674,0.0670553,0.0354451,0.040851,0,0.0100427,0,0.0366205,0.0131375,0.0169136,0.0212618,0,0,0.0458622,0.0370967,0,0,0.0196937,0,0,0.0218237,0.0736554,0.036346,0.0187218,0.0310001,0.0565831,0.0298147,0.0366823,0.0471879,0.0723566,0.0610415,0.0218645,0.0217838,0.0103831,0.0266859,0.0431606,0.0368232,0.0105724,0.00853135,0.0564426,0.0522441,0,0,0,0,0,0,0,0
66,0.0319714,0.0617247,0,0,0,0.0415514,0,0.0190004,0.0492733,0,0,0,0,0.0192649,0,0,0.0437865,0.0566572,0.0238367,0.0427848,0.0301934,0,0,0.0650869,0.044218,0.0383751,0.0665832,0.0584919,0.0206788,0.0632052,0.0670284,0.0354697,0.0405657,0,0.0100532,0,0.0366713,0.0130749,0.0167374,0.0195633,0,0.0269272,0.0452733,0.0374577,0,0,0.0196421,0,0,0.0219648,0.0734275,0.0339347,0.018227,0.0317544,0.0563289,0.0299347,0.0366471,0.0479826,0.0727373,0.0610198,0.0215855,0.0207046,0.0096686,0.0258182,0.0521329,0.0367986,0.0106536,0.00857952,0.0562808,0.0523664,0,0,0,0,0,0,0,0
67,0.0320878,0.061799,0,0,0,0.0418528,0,0.0191871,0.0508971,0,0,0,0,0.0191354,0,0,0.0435335,0.0562521,0.0235228,0.0429393,0.0299749,0,0,0.064726,0.0436169,0.0376572,0.0658906,0.0583767,0.0209118,0.0629628,0.0669333,0.0353844,0.040211,0,0.0101405,0,0.0366778,0.0130048,0.0165335,0.019978,0,0.0235917,0.0443756,0.0377847,0,0,0.0195584,0,0,0.0220826,0.073167,0.0312031,0.0175614,0.0325921,0.0558459,0.0301669,0.036334,0.0493181,0.0733432,0.0608344,0.0224534,0.0184809,0.00792328,0.0268773,0.0596257,0.0368218,0.0107394,0.00866649,0.0561723,0.052564,0,0,0,0,0,0,0,0
68,0.032115,0.0619456,0,0,0,0.0425161,0,0.0193206,0.0521782,0,0,0,0,0.0190002,0,0,0.0433045,0.0559174,0.0231925,0.0429748,0.0297072,0,0,0.0642183,0.042922,0.0370409,0.0652942,0.058336,0.0210851,0.062749,0.0668791,0.0353201,0.0399165,0,0.0104469,0,0.0366076,0.0129787,0.0162121,0.0204735,0,0.0239165,0.0436279,0.0380621,0,0,0.0194548,0,0,0.0221571,0.0735637,0.032512,0.0171645,0.0336104,0.055311,0.0303211,0.0361058,0.049637,0.0734583,0.0605438,0.0229204,0.018173,0.00792038,0.0269994,0.0603958,0.0368902,0.0107871,0.00872579,0.0561781,0.0525865,0,0,0,0,0,0,0,0
69,0.0321232,0.062108,0,0,0,0.04334,0,0.0194441,0.0534355,0,0,0,0,0.0189157,0,0,0.0431717,0.0555553,0.0228301,0.0429731,0.0293498,0,0,0.0636205,0.0422834,0.0364637,0.0646485,0.0583225,0.0214143,0.0625802,0.066883,0.0353526,0.0396924,0,0.011,0,0.0364256,0.0130032,0.0158791,0.0207908,0,0.0243324,0.0430332,0.0382626,0,0,0.0193709,0,0,0.0222021,0.0742088,0.0342363,0.0168279,0.0343975,0.0548435,0.030438,0.0359705,0.0500036,0.0736222,0.0602809,0.0234713,0.0179042,0.00763344,0.0274028,0.0609285,0.0369368,0.0108267,0.0088085,0.0562521,0.0525118,0,0,0,0,0,0,0,0
70,0.0322544,0.062201,0,0,0,0.0441683,0,0.0195612,0.0545967,0,0,0,0,0.0188697,0,0,0.0430818,0.0552076,0.0224657,0.0429691,0.0289938,0,0,0.0630662,0.0415954,0.0360122,0.0639846,0.0583122,0.0218215,0.0625101,0.0668176,0.035456,0.0395156,0,0.0117157,0,0.0361684,0.0129262,0.0156705,0.0210905,0,0.0249251,0.0425729,0.0384181,0,0,0.0192908,0,0,0.0222421,0.0748892,0.0367729,0.0164919,0.0346784,0.0545288,0.0305741,0.0359452,0.0503723,0.0738021,0.0600686,0.0240288,0.0177529,0.00730751,0.0279546,0.0612265,0.036912,0.0108741,0.00896581,0.0563625,0.052378,0,0,0,0,0,0,0,0
71,0.0325379,0.0622141,0,0,0,0.0449849,0,0.0196954,0.0556974,0,0,0,0,0.0188596,0,0,0.0430181,0.0549438,0.022065,0.0429597,0.0286852,0,0,0.0626671,0.04098,0.0356535,0.0633188,0.0582965,0.0222514,0.062498,0.0667787,0.0356213,0.039339,0,0.0125878,0,0.0358734,0.0127747,0.0155607,0.0211913,0,0.0256103,0.041968,0.0384997,0,0,0.0192185,0,0,0.0222668,0.0754014,0.0395568,0.0160898,0.034527,0.0544326,0.0307456,0.0359694,0.0507251,0.0739757,0.0600469,0.0244643,0.0177083,0.0072028,0.0284424,0.0609954,0.0368448,0.0109248,0.00917771,0.056435,0.0522592,0,0,0,0,0,0,0,0
72,0.0325742,0.0621088,0,0,0,0.0460105,0,0.0197647,0.0565805,0,0,0,0,0.018896,0,0,0.043157,0.0547277,0.0215971,0.0429333,0.0284638,0,0,0.0624984,0.0405914,0.0352092,0.0626852,0.0582555,0.0226432,0.0624887,0.0667688,0.035816,0.0392185,0,0.0135894,0,0.0355748,0.0130423,0.0152227,0.0209166,0,0.0263428,0.0412802,0.0385057,0,0,0.0191491,0,0,0.02231,0.0757104,0.0414243,0.0156285,0.0342462,0.0544916,0.0308996,0.0359846,0.0509399,0.0741337,0.0600832,0.0246317,0.0178187,0.00728842,0.0286607,0.0606994,0.0367644,0.0110124,0.00940769,0.056394,0.0521868,0,0,0,0,0,0,0,0
73,0.0325134,0.06194,0,0,0,0.0470689,0,0.0198723,0.057307,0,0,0,0,0.0189904,0,0,0.0432773,0.0544464,0.0211891,0.0428891,0.0282332,0,0,0.0624601,0.0404302,0.0346887,0.0620599,0.058192,0.0230262,0.0624375,0.0667462,0.036003,0.0390886,0,0.0145958,0,0.0352905,0.0132921,0.0148592,0.0205029,0,0.026697,0.0408078,0.0384636,0,0,0.0190107,0,0,0.0223972,0.0759153,0.041187,0.0152513,0.0340055,0.0546808,0.0309707,0.0360115,0.0511188,0.0741915,0.0600977,0.0244566,0.0180652,0.00749554,0.028506,0.0605301,0.0366741,0.0111198,0.00972922,0.0562944,0.0521515,0,0,0,0,0,0,0,0
