Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77
133,0.031196,0.063589,0,0,0,0.0334704,0,0.0139102,0.0391133,0,0,0,0,0.018903,0,0,0.0436597,0.0565024,0.0518521,0.0309268,0.0269874,0,0,0.0637427,0.03893,0.0435034,0.0688436,0.0680907,0.0298361,0.0600813,0.0610252,0.0307797,0.0443529,0,0.063013,0,0.0362434,0.0140727,0.0140953,0.00987723,0,0.0287643,0.0503107,0.0417288,0,0,0.0268352,0,0,0.0237169,0.0707014,0.0080241,0.027488,0.0311567,0.0587177,0.0394954,0.0330398,0.0443051,0.0663801,0.0581281,0.0286793,0.0278593,0.0141097,0.0365456,0.0309807,0.0293476,0.0127071,0.0120602,0.0596022,0.0446252,0,0,0,0,0,0,0,0
134,0.0310285,0.0635956,0,0,0,0.0338889,0,0.0145457,0.0388088,0,0,0,0,0.018888,0,0,0.0436834,0.0565668,0.0542586,0.0315176,0.026872,0,0,0.0639395,0.039053,0.0444632,0.0697643,0.0683741,0.0299567,0.0607138,0.0613888,0.03109,0.0449973,0,0.0671193,0,0.0364775,0.0140849,0.0141171,0.0108808,0,0.0286845,0.0512145,0.0417377,0,0,0.02678,0,0,0.0236623,0.070202,0,0.0279241,0.0308631,0.0588066,0.0395853,0.0336602,0.0441637,0.066626,0.0588148,0.0282488,0.0281147,0.0142037,0.0357232,0.0301815,0.0293944,0.0126836,0.011977,0.0596719,0.0443226,0,0,0,0,0,0,0,0
135,0.03083,0.0634717,0,0,0,0.0348486,0,0.0149074,0.0383559,0,0,0,0,0.018858,0,0,0.0436431,0.0566689,0.0565934,0.0321357,0.0270972,0,0,0.0644947,0.0393157,0.0453031,0.0705917,0.0685383,0.0300541,0.0615993,0.0620448,0.0314195,0.0457902,0,0.0712886,0,0.0366917,0.0140432,0.0141752,0.0116164,0,0.0286338,0.05216,0.0416865,0,0,0.0266835,0,0,0.0236485,0.0701063,0,0.027883,0.0305229,0.0586834,0.0395626,0.0338731,0.043966,0.066581,0.0591356,0.0283621,0.0281201,0.0142008,0.0356299,0.0288974,0.029356,0.0127043,0.0118823,0.059664,0.0442497,0,0,0,0,0,0,0,0
136,0.0306015,0.0631453,0,0,0,0.0361091,0,0.0151479,0.0379284,0,0,0,0,0.0188725,0,0,0.0436176,0.0567496,0.0588013,0.0330168,0.0275573,0,0,0.0652016,0.0398082,0.0462746,0.0715118,0.0686314,0.0301036,0.0625846,0.0629067,0.0321303,0.0466624,0,0.0751796,0,0.0368352,0.0139808,0.0143069,0.0122954,0,0.0288035,0.0528525,0.0415835,0,0,0.0266856,0,0,0.0236619,0.0704319,0.00820469,0.0273567,0.0302554,0.058411,0.0394668,0.0336175,0.0435367,0.0661805,0.0589402,0.0288807,0.0279929,0.0144955,0.0364739,0.0273502,0.0294116,0.012709,0.0118243,0.0597078,0.0443219,0,0,0,0,0,0,0,0
137,0.0303945,0.0628145,0,0,0,0.0372152,0,0.0152591,0.0378297,0,0,0,0,0.018873,0,0,0.0435425,0.0568145,0.0605467,0.0337549,0.027952,0,0,0.065738,0.0401068,0.0473268,0.0725522,0.0688227,0.0302928,0.0635073,0.0638134,0.0329327,0.0475184,0,0.0783272,0,0.0370008,0.0139597,0.0143759,0.013006,0,0.0288561,0.053801,0.0415606,0,0,0.026667,0,0,0.0236397,0.0704409,0.00836968,0.0273878,0.0299834,0.0584,0.0392441,0.0337723,0.0433485,0.0662036,0.0591228,0.0288877,0.0280021,0.0146376,0.0365179,0.0264197,0.0296753,0.0126548,0.0117132,0.0598939,0.0441456,0,0,0,0,0,0,0,0
138,0.0302766,0.0626808,0,0,0,0.0379874,0,0.0152931,0.0378997,0,0,0,0,0.0188454,0,0,0.0434373,0.0568766,0.0616074,0.0345202,0.0281973,0,0,0.0663182,0.0403536,0.0483994,0.0734826,0.0689735,0.0305526,0.0644814,0.0647241,0.033742,0.0482867,0,0.080261,0,0.0372043,0.0139345,0.0144209,0.0135509,0,0.0288613,0.0546798,0.0415326,0,0,0.0265596,0,0,0.0236343,0.0705067,0.00848874,0.0273457,0.0296787,0.0582138,0.0390836,0.0338985,0.0430725,0.0661669,0.0593676,0.0286104,0.0280535,0.0146788,0.0365773,0.0256815,0.0299137,0.0125827,0.0115325,0.0599974,0.0440469,0,0,0,0,0,0,0,0
139,0.03017,0.0627032,0,0,0,0.0383765,0,0.0152432,0.0380237,0,0,0,0,0.0187794,0,0,0.0433018,0.0569345,0.0620865,0.0352945,0.028278,0,0,0.0668712,0.0405249,0.0493282,0.0743538,0.069103,0.0308306,0.0654518,0.0656537,0.0345834,0.0489556,0,0.0809028,0,0.0374067,0.0138846,0.0144654,0.0141186,0,0.0288061,0.0554783,0.0415126,0,0,0.0263895,0,0,0.023639,0.0706004,0.00854846,0.0272271,0.0293797,0.057778,0.0389367,0.0339923,0.0427585,0.0660962,0.0595882,0.0282428,0.0281429,0.0146207,0.036663,0.0249747,0.030113,0.0125238,0.0113493,0.0600817,0.0439486,0,0,0,0,0,0,0,0
140,0.0301238,0.0628065,0,0,0,0.0382664,0,0.0151323,0.0381645,0,0,0,0,0.018698,0,0,0.0431788,0.0569942,0.062057,0.0360396,0.0281943,0,0,0.067276,0.0406409,0.0501342,0.0752159,0.0692373,0.0311737,0.0662757,0.0665917,0.0354175,0.0494732,0,0.0806348,0,0.0375828,0.0138508,0.0144921,0.0146993,0,0.028832,0.0562249,0.041484,0,0,0.0262077,0,0,0.0236042,0.0706714,0.0087314,0.0271745,0.0291441,0.0573946,0.0387837,0.0340798,0.0424358,0.065978,0.0597802,0.0282065,0.0282096,0.0146117,0.0367766,0.0241684,0.030297,0.0124966,0.0112142,0.0602177,0.043764,0,0,0,0,0,0,0,0
141,0.0300643,0.0629903,0,0,0,0.0378766,0,0.0151003,0.0383054,0,0,0,0,0.0186072,0,0,0.0430666,0.0570124,0.0614899,0.0366657,0.0279938,0,0,0.0675468,0.0406922,0.0508622,0.0760541,0.0693551,0.0315704,0.0668657,0.0673497,0.036099,0.0497334,0,0.0797605,0,0.0377447,0.0138428,0.014479,0.0152474,0,0.0288849,0.0568955,0.0414787,0,0,0.0260935,0,0,0.0235834,0.070718,0.00893647,0.0271421,0.0289481,0.0570735,0.0386292,0.0341019,0.0420602,0.0657615,0.0598954,0.0283863,0.0281137,0.01467,0.0368517,0.0234229,0.0304404,0.0124522,0.0111134,0.0603957,0.0437055,0,0,0,0,0,0,0,0
142,0.0299659,0.0632008,0,0,0,0.0372686,0,0.0149823,0.0383947,0,0,0,0,0.0185287,0,0,0.0430333,0.0569848,0.0605047,0.0371051,0.027683,0,0,0.0676895,0.0407132,0.0514463,0.0768626,0.0694387,0.0320143,0.0672044,0.0678779,0.0365728,0.0496647,0,0.0782569,0,0.0379343,0.013945,0.0143942,0.0158662,0,0.0289347,0.0574398,0.0414967,0,0,0.0260515,0,0,0.0235963,0.0707526,0.00910313,0.0271404,0.0287406,0.0567102,0.0385485,0.0340612,0.0416968,0.0655316,0.0598794,0.0287744,0.0280488,0.0147165,0.0368833,0.0228335,0.0305624,0.0124048,0.0110242,0.0605501,0.0436244,0,0,0,0,0,0,0,0
143,0.0298927,0.0634177,0,0,0,0.0364095,0,0.0149454,0.0385493,0,0,0,0,0.0184721,0,0,0.043074,0.057029,0.0592086,0.0375342,0.0272156,0,0,0.0677279,0.0406495,0.0519695,0.0776008,0.0694707,0.0323566,0.0673395,0.0681618,0.0368438,0.0493313,0,0.0759946,0,0.0381297,0.0140338,0.0143367,0.0165741,0,0.0289459,0.0578738,0.0415381,0,0,0.0260231,0,0,0.0235838,0.0708279,0.0091989,0.0271649,0.0286317,0.0563171,0.038501,0.0339723,0.041344,0.0653989,0.0597005,0.029057,0.0280181,0.0147872,0.0369167,0.0221294,0.030634,0.0123435,0.0109711,0.0606869,0.0434549,0,0,0,0,0,0,0,0
144,0.0298391,0.0636523,0,0,0,0.0353364,0,0.014911,0.0388784,0,0,0,0,0.0184159,0,0,0.0431203,0.0572473,0.0579235,0.0380215,0.0266485,0,0,0.0676844,0.0405177,0.0524053,0.0782376,0.069532,0.0325554,0.0673376,0.0683257,0.0370289,0.0488239,0,0.0730772,0,0.0383094,0.014107,0.0142849,0.017267,0,0.0289499,0.0582428,0.0415484,0,0,0.0259922,0,0,0.0235489,0.0709944,0.00922859,0.0271541,0.028557,0.0558743,0.0384879,0.0338719,0.0409809,0.0652323,0.0596213,0.0292449,0.02804,0.0148639,0.0369775,0.0213149,0.0306623,0.012298,0.0108897,0.0607627,0.0432712,0,0,0,0,0,0,0,0
145,0.0298065,0.0638874,0,0,0,0.0340594,0,0.0149226,0.0393172,0,0,0,0,0.0183354,0,0,0.0431256,0.0574513,0.056212,0.038458,0.0259435,0,0,0.067593,0.0404081,0.0527536,0.0788092,0.069539,0.0326868,0.0673205,0.0684256,0.037202,0.0481446,0,0.0696258,0,0.0384761,0.0141332,0.0142449,0.0178611,0,0.028966,0.0585434,0.0415758,0,0,0.0259437,0,0,0.0235206,0.0712239,0.00920872,0.0270741,0.0284905,0.0555603,0.0384157,0.0338153,0.0406043,0.0650011,0.0595957,0.0294179,0.0280314,0.0149064,0.0370751,0.0205818,0.030695,0.0122515,0.0108158,0.0607746,0.0430858,0,0,0,0,0,0,0,0
146,0.0297663,0.0641011,0,0,0,0.0327694,0,0.015013,0.0398829,0,0,0,0,0.0182673,0,0,0.0431259,0.0575954,0.0542111,0.0388419,0.0251364,0,0,0.067451,0.040234,0.0530018,0.0792943,0.069504,0.0328673,0.0672634,0.0686028,0.0374304,0.0473845,0,0.0655479,0,0.0386531,0.0142099,0.0141615,0.0184234,0,0.0290603,0.0587925,0.0416524,0,0,0.0258821,0,0,0.0235225,0.07152,0.00916227,0.0269818,0.0283884,0.0552866,0.0383175,0.0336589,0.0402485,0.064789,0.0595558,0.0296103,0.02801,0.0149118,0.037214,0.019859,0.0307678,0.0121911,0.010721,0.0607853,0.0429083,0,0,0,0,0,0,0,0
147,0.0297258,0.0642815,0,0,0,0.0315746,0,0.0152031,0.0405533,0,0,0,0,0.0182043,0,0,0.0431159,0.0577362,0.052085,0.0391807,0.0242796,0,0,0.0672721,0.0400421,0.0531761,0.0796211,0.0694257,0.0330598,0.0670947,0.0688458,0.0377064,0.0465572,0,0.060789,0,0.0388506,0.0143118,0.0140473,0.0190798,0,0.0291731,0.0589541,0.0417772,0,0,0.0257673,0,0,0.0234977,0.0718734,0.00903295,0.0270664,0.0283213,0.0549818,0.0381379,0.0334934,0.0398981,0.0645948,0.0595069,0.0298297,0.0280308,0.0149346,0.0374108,0.0190553,0.0309018,0.0121081,0.0106309,0.0608291,0.0427572,0,0,0,0,0,0,0,0
148,0.0296823,0.0644638,0,0,0,0.0306062,0,0.0154537,0.0413016,0,0,0,0,0.0181349,0,0,0.0430924,0.0579004,0.0498162,0.0394065,0.023432,0,0,0.0670865,0.0398079,0.0532782,0.079764,0.0692841,0.0332117,0.0668396,0.0690655,0.0379531,0.0456759,0,0.0552267,0,0.0390702,0.0144038,0.0139392,0.0197635,0,0.0293319,0.0589723,0.0419143,0,0,0.025628,0,0,0.0234609,0.0721509,0.00888079,0.027212,0.0283699,0.0547143,0.0378732,0.0334501,0.0395053,0.0643554,0.05952,0.0300772,0.0281146,0.0151416,0.037579,0.0182422,0.0310766,0.0120097,0.010525,0.0609055,0.0426131,0,0,0,0,0,0,0,0
149,0.0296454,0.0646039,0,0,0,0.0300608,0,0.0157556,0.0422241,0,0,0,0,0.0180972,0,0,0.0430788,0.0579725,0.04748,0.0395814,0.0225484,0,0,0.0668874,0.0395023,0.0532874,0.0796937,0.0690779,0.0333952,0.0665572,0.0692367,0.0381767,0.0447273,0,0.0490373,0,0.0392755,0.0144822,0.0138577,0.0203129,0,0.0295978,0.0589059,0.0420201,0,0,0.0254626,0,0,0.0234279,0.0725236,0.00877977,0.0271514,0.0285166,0.0545447,0.0376356,0.0333932,0.0389857,0.0640763,0.0594979,0.0303047,0.0281557,0.0152719,0.0377201,0.0175742,0.0312373,0.0119541,0.0104026,0.0610055,0.0424653,0,0,0,0,0,0,0,0
150,0.02959,0.0647398,0,0,0,0.030362,0,0.0162928,0.0432396,0,0,0,0,0.0180482,0,0,0.0430279,0.0579662,0.04509,0.0396842,0.0217324,0,0,0.0666846,0.0391061,0.0531665,0.0793493,0.0687978,0.033732,0.066314,0.0693735,0.0384946,0.0438513,0,0.0425001,0,0.0394905,0.0145609,0.0137783,0.0208329,0,0.0299483,0.0587692,0.0420956,0,0,0.0252722,0,0,0.0233882,0.0729308,0.00871538,0.0269402,0.0288029,0.0544268,0.0373788,0.0332322,0.0384265,0.0637329,0.0593917,0.030519,0.0281611,0.015271,0.0378731,0.0169084,0.0314086,0.011899,0.0102682,0.061113,0.0422754,0,0,0,0,0,0,0,0
151,0.0295598,0.0648641,0,0,0,0.0313368,0,0.0171697,0.0443809,0,0,0,0,0.0179937,0,0,0.0429581,0.0578504,0.0429722,0.0399415,0.0211525,0,0,0.0665121,0.038697,0.052989,0.0786646,0.0685202,0.0342495,0.066048,0.0694608,0.0390638,0.0430728,0,0.036101,0,0.0397113,0.0146292,0.0137107,0.0214226,0,0.0302753,0.058496,0.0421975,0,0,0.0250046,0,0,0.0233191,0.0734306,0.00855193,0.0265834,0.0291711,0.0543284,0.0370323,0.0333698,0.0378534,0.0634104,0.059248,0.0307693,0.0281912,0.0153642,0.0380642,0.0162475,0.0316523,0.0118147,0.0101128,0.0612381,0.0420371,0,0,0,0,0,0,0,0
152,0.029561,0.0650148,0,0,0,0.0322332,0,0.0185622,0.0457897,0,0,0,0,0.0179639,0,0,0.0429047,0.0574871,0.0415461,0.0404039,0.021144,0,0,0.0663865,0.0382878,0.0527058,0.0774773,0.0682803,0.0349502,0.0656802,0.0694319,0.0399738,0.0423185,0,0.0309291,0,0.0399536,0.0146862,0.0136869,0.022169,0,0.0305164,0.0579905,0.0423512,0,0,0.0246765,0,0,0.0232304,0.0740645,0.00828861,0.026396,0.0294172,0.0542007,0.0366062,0.0336194,0.0371769,0.0631496,0.0591576,0.031126,0.0282566,0.0156229,0.0382394,0.0154341,0.0319184,0.0117378,0.00996189,0.0614174,0.041748,0,0,0,0,0,0,0,0
153,0.029558,0.0651598,0,0,0,0.0331684,0,0.0199716,0.0470148,0,0,0,0,0.0179099,0,0,0.042857,0.0572174,0.0407424,0.0406028,0.0220295,0,0,0.0663478,0.037881,0.0522432,0.0758813,0.0678911,0.035445,0.06528,0.0692367,0.040604,0.0415282,0,0.0270033,0,0.0402134,0.0147565,0.0136898,0.0229731,0,0.0307281,0.0572421,0.0425225,0,0,0.0243671,0,0,0.0231901,0.0746812,0.00800709,0.0268811,0.0296029,0.0541902,0.0361571,0.0337946,0.0364781,0.0627954,0.0591487,0.0314687,0.0283514,0.0157868,0.0383711,0.0145535,0.0322161,0.0116676,0.00983195,0.0616014,0.0415321,0,0,0,0,0,0,0,0
154,0.0295879,0.0652801,0,0,0,0.0330301,0,0.021742,0.0483902,0,0,0,0,0.0178611,0,0,0.0428664,0.0566862,0.0412037,0.0409282,0.0238101,0,0,0.0662285,0.0375045,0.0516168,0.073808,0.0675226,0.0358201,0.0644672,0.0687798,0.0407621,0.0403436,0,0.0252907,0,0.0404852,0.0148055,0.0137562,0.0238577,0,0.030927,0.0565183,0.0426941,0,0,0.0240771,0,0,0.0231285,0.0753813,0.00770849,0.0267427,0.0299327,0.0540791,0.0357266,0.0337963,0.0359379,0.0622933,0.0590037,0.031476,0.0284647,0.0153427,0.0385367,0.0136146,0.0325078,0.0115529,0.00974794,0.0618363,0.0413199,0,0,0,0,0,0,0,0
155,0.0295986,0.0654072,0,0,0,0.0322807,0,0.0234343,0.0494794,0,0,0,0,0.0178342,0,0,0.0428532,0.0562591,0.0422093,0.0410352,0.0260548,0,0,0.066057,0.0371321,0.050871,0.0715549,0.0671242,0.0358051,0.0634515,0.0680386,0.0405654,0.0390083,0,0.0254154,0,0.0407174,0.0148627,0.0138019,0.0247338,0,0.0310654,0.0559214,0.0428156,0,0,0.0237907,0,0,0.0230417,0.0760176,0.0075259,0.0265363,0.0303166,0.0538107,0.0353477,0.0338105,0.0354622,0.0617349,0.0587304,0.0315249,0.0284653,0.0151661,0.038678,0.0126911,0.0327794,0.0114641,0.00958303,0.0620303,0.0411396,0,0,0,0,0,0,0,0
156,0.0296091,0.0655365,0,0,0,0.0314001,0,0.0245936,0.0500705,0,0,0,0,0.0177861,0,0,0.0427794,0.0560492,0.0428482,0.040889,0.0283234,0,0,0.0657876,0.0368052,0.0501709,0.0694575,0.0667381,0.0354784,0.0624436,0.067109,0.0402623,0.0377783,0,0.0265077,0,0.0409113,0.0149221,0.0138093,0.025532,0,0.0312098,0.0555678,0.0429101,0,0,0.0235391,0,0,0.0229803,0.0765742,0.00740774,0.0265523,0.0305807,0.0534405,0.0350543,0.0337741,0.035082,0.0613131,0.0585316,0.0316405,0.0284943,0.0150766,0.0387572,0.0118607,0.0330155,0.0114025,0.00946359,0.062157,0.0409955,0,0,0,0,0,0,0,0
157,0.0294627,0.0660218,0,0,0,0.0334393,0,0.0239004,0.0507166,0,0,0,0,0.0170044,0,0,0.0435062,0.0555161,0.0454037,0.0406208,0.0260412,0,0,0.0650277,0.0366324,0.0485065,0.0685489,0.066541,0.0343873,0.0629131,0.0677616,0.0401047,0.0378307,0,0.0260774,0,0.0408384,0.0142102,0.0129683,0.0247695,0,0.030934,0.05563,0.0425789,0,0,0.02364,0,0,0.0228639,0.0770265,0.00739914,0.0264552,0.0310602,0.052221,0.0348448,0.0336018,0.0344672,0.0608714,0.0581791,0.0319135,0.028283,0.0149813,0.0388535,0.0127297,0.0330183,0.0112361,0.00926552,0.0628427,0.0406874,0,0,0,0,0,0,0,0
158,0.0293584,0.0663738,0,0,0,0.0347456,0,0.0233569,0.050987,0,0,0,0,0.0167157,0,0,0.0440075,0.0550862,0.0462504,0.0404422,0.0253406,0,0,0.0645448,0.0365016,0.0473937,0.0679729,0.0664811,0.0339028,0.0635505,0.0684762,0.0403577,0.0381638,0,0.026039,0,0.0408673,0.0139612,0.0126261,0.0251319,0,0.0307129,0.0556495,0.0425211,0,0,0.023404,0,0,0.0228851,0.0772005,0.00736407,0.0264432,0.0313414,0.0516646,0.0345097,0.0333636,0.0341361,0.0605886,0.0578913,0.0318282,0.0285091,0.0154548,0.0386913,0.012427,0.0331817,0.0110584,0.00911595,0.0632784,0.0405659,0,0,0,0,0,0,0,0
159,0.0293081,0.0666212,0,0,0,0.035327,0,0.0230746,0.0510076,0,0,0,0,0.0166157,0,0,0.0442293,0.0548454,0.0463372,0.0404053,0.0253578,0,0,0.0643189,0.0364654,0.04693,0.0677101,0.0664411,0.0337457,0.0638147,0.0687839,0.0405406,0.0383267,0,0.02583,0,0.0409463,0.0139315,0.0125653,0.0254771,0,0.0302608,0.0556735,0.0424774,0,0,0.0231035,0,0,0.0228721,0.0773059,0.00730095,0.0263249,0.0315475,0.0515218,0.034121,0.0331967,0.0339195,0.0603577,0.057655,0.0317227,0.0280135,0.0157493,0.0385651,0.0121898,0.0334208,0.0109428,0.00899035,0.0635131,0.0405805,0,0,0,0,0,0,0,0
160,0.0293711,0.0666783,0,0,0,0.0350263,0,0.0231439,0.0507506,0,0,0,0,0.0167054,0,0,0.0440939,0.0548595,0.0454606,0.0404359,0.0259287,0,0,0.0643535,0.0364552,0.0470323,0.0676432,0.0662999,0.0337503,0.0637258,0.0686505,0.0406487,0.0383465,0,0.0254514,0,0.0410986,0.0141355,0.0127826,0.0257503,0,0.0297422,0.0557555,0.0424876,0,0,0.0227306,0,0,0.0228536,0.0772914,0.00748514,0.0261387,0.0316483,0.0513269,0.033801,0.0331828,0.0338545,0.0602469,0.057651,0.0314648,0.0276802,0.0163178,0.0383378,0.0121179,0.0337482,0.0109088,0.00885827,0.0635064,0.0407068,0,0,0,0,0,0,0,0
161,0.0294834,0.0666238,0,0,0,0.0340176,0,0.0234671,0.0502397,0,0,0,0,0.0169118,0,0,0.043756,0.055033,0.0438279,0.0405734,0.0272444,0,0,0.0646343,0.0365036,0.0477839,0.0678598,0.0661733,0.0340039,0.0632484,0.0680636,0.0406245,0.0381055,0,0.0249485,0,0.0412835,0.0144514,0.0132476,0.0260175,0,0.0290566,0.0558634,0.0424924,0,0,0.0223126,0,0,0.022809,0.0771668,0.00798571,0.0257964,0.0316617,0.0511078,0.0334957,0.0332226,0.0338919,0.0602342,0.0577199,0.031128,0.0275641,0.0164924,0.0380283,0.0121609,0.034088,0.010974,0.00867539,0.06329,0.0409677,0,0,0,0,0,0,0,0
162,0.0295977,0.066455,0,0,0,0.0326296,0,0.0233171,0.0494468,0,0,0,0,0.0174746,0,0,0.0430692,0.0552687,0.0426099,0.0408263,0.030054,0,0,0.0650855,0.0366324,0.0491573,0.0681577,0.0661944,0.0347606,0.0622726,0.0672976,0.0402298,0.0368596,0,0.026014,0,0.0414616,0.015105,0.0140786,0.0279977,0,0.0288417,0.0559821,0.0426879,0,0,0.0217066,0,0,0.0228939,0.0767822,0.00846948,0.0256544,0.0311354,0.051475,0.0331501,0.0330316,0.0345478,0.0605472,0.0577553,0.0301947,0.0284419,0.0167988,0.0371433,0.0109002,0.0344833,0.0110309,0.00851816,0.0628897,0.0412603,0,0,0,0,0,0,0,0
163,0.0296081,0.0664651,0,0,0,0.0327802,0,0.0233052,0.0488549,0,0,0,0,0.0172915,0,0,0.0431673,0.0549471,0.040175,0.0410664,0.028216,0,0,0.065148,0.0367939,0.0497297,0.0694231,0.0664155,0.0347182,0.0632026,0.0676139,0.0407969,0.0387796,0,0.0235785,0,0.0414134,0.0149445,0.0144157,0.0285727,0,0.0280446,0.0561251,0.042526,0,0,0.0214629,0,0,0.0229437,0.0764629,0.00936999,0.0252458,0.0312835,0.0512016,0.0328204,0.032701,0.0348913,0.0606038,0.0575338,0.0296892,0.028481,0.0169523,0.0366586,0.0111291,0.0346505,0.0110371,0.00849514,0.062901,0.0412734,0,0,0,0,0,0,0,0
164,0.0296488,0.0664828,0,0,0,0.0335846,0,0.0226062,0.0479496,0,0,0,0,0.0171932,0,0,0.0432177,0.0547727,0.0392443,0.0411445,0.0263481,0,0,0.064973,0.0369662,0.0502071,0.0709679,0.0665801,0.0344189,0.0638139,0.0679379,0.0407318,0.0400727,0,0.0216187,0,0.0413299,0.0148725,0.0145297,0.0285486,0,0.0274164,0.0564263,0.0423977,0,0,0.0214077,0,0,0.0229383,0.0761528,0.0103453,0.0246043,0.0312729,0.0512648,0.0326959,0.0323364,0.0351344,0.0606811,0.0573014,0.0291747,0.028484,0.0172372,0.0360678,0.0120586,0.0346868,0.0110071,0.00846848,0.0628647,0.0412168,0,0,0,0,0,0,0,0
165,0.0296675,0.066549,0,0,0,0.0336399,0,0.022406,0.0471603,0,0,0,0,0.0170768,0,0,0.0432181,0.0545911,0.0383947,0.0412767,0.024946,0,0,0.0647837,0.0371457,0.0502291,0.0722458,0.0666657,0.0340618,0.0641852,0.068088,0.0405324,0.0410954,0,0.0206078,0,0.0413142,0.0148172,0.0145666,0.028552,0,0.0266147,0.0565112,0.0422776,0,0,0.0213514,0,0,0.0229034,0.0758972,0.0113604,0.0244385,0.0312119,0.0513863,0.032551,0.0320291,0.0353596,0.0607514,0.0571036,0.028627,0.0284417,0.0175275,0.0354265,0.013172,0.0347231,0.0109756,0.00842444,0.0628068,0.0412112,0,0,0,0,0,0,0,0
166,0.0296279,0.0666859,0,0,0,0.0321544,0,0.0224552,0.0469115,0,0,0,0,0.01703,0,0,0.0432269,0.0542687,0.0373011,0.0416378,0.0241297,0,0,0.0647328,0.037296,0.0495984,0.0727022,0.0665789,0.0337492,0.0642508,0.0681389,0.0401331,0.0412975,0,0.0208471,0,0.0413931,0.0147703,0.0145664,0.0285553,0,0.0257866,0.056221,0.0421297,0,0,0.0212464,0,0,0.0228202,0.0758062,0.0123466,0.0242876,0.0311781,0.0512409,0.0323208,0.0318566,0.0354842,0.0608405,0.0569206,0.0280895,0.0283139,0.0175887,0.0346478,0.0146072,0.0348104,0.0109124,0.00833912,0.0628183,0.0412766,0,0,0,0,0,0,0,0
167,0.0295712,0.0667901,0,0,0,0.0305551,0,0.0217409,0.0469478,0,0,0,0,0.0170369,0,0,0.043092,0.054056,0.0355989,0.0419507,0.023626,0,0,0.0649275,0.0374793,0.0488459,0.0724977,0.066219,0.0329827,0.0642353,0.0681812,0.0395606,0.0407505,0,0.0205213,0,0.0414266,0.0147252,0.0145217,0.028732,0,0.0248792,0.0556131,0.0419835,0,0,0.0211254,0,0,0.0228054,0.0757997,0.0133558,0.0238536,0.0313893,0.0510004,0.0320367,0.0315863,0.0356378,0.0608847,0.0567007,0.0276682,0.0282764,0.0167642,0.033942,0.0162356,0.0349179,0.0108566,0.00827781,0.0628504,0.041472,0,0,0,0,0,0,0,0
168,0.0295694,0.0668259,0,0,0,0.0294132,0,0.0209312,0.0471064,0,0,0,0,0.0171064,0,0,0.0430069,0.0539814,0.033803,0.0421397,0.0239215,0,0,0.0654504,0.0377182,0.0478475,0.0718579,0.065634,0.031706,0.0638353,0.0679754,0.0389154,0.0395389,0,0.0198117,0,0.0414319,0.0146983,0.0145241,0.0288983,0,0.0239035,0.0548736,0.0418485,0,0,0.0210267,0,0,0.0228582,0.0758657,0.0144298,0.0234338,0.0317882,0.0508522,0.0316746,0.031079,0.035818,0.060887,0.0562937,0.0273823,0.0282623,0.0148883,0.0333693,0.0182467,0.0350459,0.010845,0.00820986,0.0628807,0.0417037,0,0,0,0,0,0,0,0
169,0.0295425,0.0667987,0,0,0,0.0289865,0,0.0207,0.0472515,0,0,0,0,0.0171385,0,0,0.0430192,0.0539928,0.0323067,0.0421119,0.024743,0,0,0.0662774,0.0380079,0.0467452,0.071247,0.0650545,0.0302058,0.0633508,0.067637,0.0383154,0.0382999,0,0.0188648,0,0.0414199,0.0146623,0.0146009,0.0292135,0,0.0229705,0.053965,0.0416947,0,0,0.0208201,0,0,0.022941,0.075859,0.0156311,0.0236515,0.032289,0.0505647,0.0312461,0.0305648,0.0361045,0.0609658,0.055872,0.0270057,0.0282023,0.0142815,0.032673,0.0207631,0.0352079,0.0108646,0.00812129,0.062872,0.0420398,0,0,0,0,0,0,0,0
170,0.0294927,0.0667124,0,0,0,0.0294348,0,0.020341,0.0470237,0,0,0,0,0.0170144,0,0,0.0429809,0.0541756,0.0309782,0.0417482,0.0253418,0,0,0.0672085,0.0383101,0.045977,0.0710373,0.0646358,0.0286116,0.0632285,0.0674827,0.0378728,0.0380218,0,0.0178388,0,0.0413013,0.0146479,0.0146891,0.0296382,0,0.0220089,0.053034,0.0414905,0,0,0.0205503,0,0,0.0229931,0.0756511,0.0169523,0.0235221,0.0328368,0.050567,0.0310192,0.0299611,0.0365027,0.0610484,0.055337,0.0266623,0.0278889,0.0141147,0.0318667,0.0239211,0.0353102,0.0108693,0.00815758,0.0628691,0.0425302,0,0,0,0,0,0,0,0
