Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77
9,0.0316752,0.0643601,0,0,0,0.0272631,0,0.0226379,0.0450056,0,0,0,0,0.0186631,0,0,0.0415862,0.0529322,0.0359666,0.0396677,0.0249125,0,0,0.0642109,0.0380676,0.0487677,0.071687,0.0656555,0.0306928,0.0650736,0.0689733,0.0408977,0.0416216,0,0.0235351,0,0.0467983,0.0156543,0.015469,0.0256221,0,0.0264868,0.0523903,0.0385904,0,0,0.0253124,0,0,0.0236801,0.0780486,0.0116837,0.0245322,0.0345571,0.0536354,0.0337468,0.0336858,0.0357239,0.0615666,0.057488,0.028952,0.0309226,0.0160293,0.0352002,0.0168788,0.0279275,0.0112883,0.0103156,0.0602891,0.041549,0,0,0,0,0,0,0,0
10,0.0315936,0.0645488,0,0,0,0.0251136,0,0.0221196,0.0455444,0,0,0,0,0.0187288,0,0,0.0416005,0.0530086,0.0342206,0.0400598,0.0250041,0,0,0.064545,0.0382861,0.0480021,0.0711003,0.0651158,0.0300354,0.0645658,0.0688357,0.0402903,0.0406934,0,0.024272,0,0.0469176,0.0157144,0.0154674,0.0257616,0,0.0259885,0.0520858,0.0384306,0,0,0.0248988,0,0,0.0236543,0.0780432,0.0123939,0.0248412,0.0346268,0.0533574,0.0333457,0.0335053,0.0356611,0.061184,0.057127,0.0285615,0.0306958,0.0159464,0.0345231,0.0187341,0.0283251,0.0112036,0.0101998,0.060422,0.0416154,0,0,0,0,0,0,0,0
11,0.0314537,0.0646955,0,0,0,0.023806,0,0.0217056,0.046121,0,0,0,0,0.018767,0,0,0.0416397,0.0531991,0.0324681,0.0402008,0.0255032,0,0,0.0650634,0.0385195,0.0470404,0.0703218,0.0646073,0.0290701,0.063788,0.0684129,0.0396038,0.0394101,0,0.0240766,0,0.0470169,0.0158452,0.0154772,0.0258407,0,0.0256458,0.0515575,0.0381976,0,0,0.0244607,0,0,0.0236521,0.0780454,0.0129008,0.0255143,0.0347783,0.0532126,0.0329993,0.0331328,0.0357335,0.0609703,0.056741,0.0276617,0.0303954,0.0159545,0.0339481,0.0211057,0.0287526,0.0111522,0.0100973,0.0605402,0.041752,0,0,0,0,0,0,0,0
12,0.0312718,0.064807,0,0,0,0.0239625,0,0.0216363,0.0465679,0,0,0,0,0.0187071,0,0,0.0416102,0.0532179,0.0311035,0.0401869,0.0258309,0,0,0.0656889,0.0386831,0.0461486,0.0697021,0.0642131,0.0279288,0.0633747,0.0681081,0.039253,0.0387328,0,0.023333,0,0.0470679,0.0158068,0.0156,0.0261207,0,0.025099,0.050722,0.0379752,0,0,0.0241127,0,0,0.0237157,0.0780613,0.0132329,0.0253804,0.0350166,0.0526896,0.0328414,0.0326813,0.035714,0.0609882,0.0562844,0.0265045,0.0300207,0.0159387,0.0333047,0.0239096,0.0290758,0.0111614,0.0100775,0.0606029,0.0419569,0,0,0,0,0,0,0,0
13,0.031159,0.0648915,0,0,0,0.0247174,0,0.0213908,0.0467124,0,0,0,0,0.0185675,0,0,0.041466,0.0530684,0.0302961,0.040077,0.0258269,0,0,0.0663136,0.0389382,0.0452683,0.0691203,0.0638941,0.0267544,0.063478,0.0682045,0.0392453,0.0388147,0,0.0230954,0,0.0469707,0.0156956,0.0156699,0.026419,0,0.0245002,0.049839,0.037791,0,0,0.0239154,0,0,0.0237907,0.0778633,0.0137055,0.0247907,0.0351462,0.0524868,0.0328239,0.0321585,0.0357848,0.0611205,0.0558346,0.0258522,0.0295012,0.0155617,0.0325405,0.0272358,0.0292339,0.0112034,0.0100921,0.0606253,0.0422791,0,0,0,0,0,0,0,0
14,0.0311479,0.0648947,0,0,0,0.0250672,0,0.0209536,0.0464914,0,0,0,0,0.0183601,0,0,0.0413807,0.0529748,0.0300895,0.0399787,0.0259362,0,0,0.0668859,0.0393944,0.0442589,0.0683884,0.0633352,0.0256669,0.0637269,0.0683941,0.0391218,0.0391063,0,0.0235252,0,0.0467792,0.015559,0.0156922,0.0269435,0,0.0238626,0.0489952,0.0375406,0,0,0.0238038,0,0,0.0238722,0.0773776,0.0145718,0.0246724,0.0351662,0.0527044,0.0328064,0.0317082,0.0361612,0.0614788,0.0555213,0.0263842,0.0285814,0.0149759,0.0315977,0.0310226,0.029246,0.0112247,0.0101741,0.060658,0.0427828,0,0,0,0,0,0,0,0
15,0.0311568,0.0647647,0,0,0,0.0256439,0,0.0207992,0.0461511,0,0,0,0,0.0180474,0,0,0.0413915,0.0530029,0.0302918,0.0399858,0.0261116,0,0,0.0672026,0.0401031,0.0433368,0.0676798,0.0626566,0.0249364,0.0637929,0.0684204,0.0388426,0.0393538,0,0.0237754,0,0.0465216,0.0153897,0.0156989,0.027682,0,0.0231346,0.0481482,0.0371911,0,0,0.0238008,0,0,0.0239438,0.0769431,0.0160205,0.024211,0.0349719,0.0532783,0.0328494,0.0313782,0.0368578,0.0620532,0.055364,0.0266957,0.0272755,0.0143998,0.0306198,0.0350589,0.029212,0.0112022,0.0103679,0.0606571,0.0434004,0,0,0,0,0,0,0,0
16,0.0311178,0.064494,0,0,0,0.0266032,0,0.0205723,0.0455693,0,0,0,0,0.0176122,0,0,0.0414387,0.053208,0.0304738,0.0400567,0.0264097,0,0,0.0673373,0.0410057,0.0427538,0.0672349,0.0620536,0.0244919,0.0636628,0.0683006,0.0384046,0.0394712,0,0.0231582,0,0.046181,0.0151294,0.0157147,0.0285391,0,0.0223211,0.0472192,0.0368072,0,0,0.0239349,0,0,0.0240141,0.0768152,0.0182344,0.0239939,0.0345075,0.0540776,0.0330209,0.0312419,0.0377167,0.0630215,0.0555506,0.0267399,0.0256707,0.0139097,0.0296862,0.0391428,0.0290371,0.011159,0.0106762,0.0605401,0.0440461,0,0,0,0,0,0,0,0
17,0.0312264,0.0640687,0,0,0,0.027887,0,0.0204033,0.0450297,0,0,0,0,0.017231,0,0,0.041585,0.0534009,0.0303636,0.0402678,0.0267116,0,0,0.067387,0.0417762,0.0424776,0.0669557,0.0616278,0.0239172,0.063418,0.0679892,0.0379934,0.0394154,0,0.0218335,0,0.0458476,0.0149499,0.0157098,0.0292873,0,0.021416,0.0462036,0.0365116,0,0,0.0242801,0,0,0.0241042,0.0765597,0.0207537,0.0228416,0.0340892,0.0550561,0.0333849,0.0314218,0.0387786,0.0642528,0.0559971,0.0266425,0.024115,0.013508,0.0288086,0.0430836,0.0286265,0.0112621,0.010941,0.0603714,0.0445741,0,0,0,0,0,0,0,0
18,0.031486,0.0635068,0,0,0,0.0291449,0,0.0204289,0.0444619,0,0,0,0,0.016884,0,0,0.0418178,0.0536563,0.0299267,0.0405781,0.026728,0,0,0.0676471,0.0424854,0.0423374,0.0665568,0.061381,0.0234718,0.063111,0.0676174,0.0376436,0.0393146,0,0.0202611,0,0.0454808,0.0148532,0.015634,0.0295248,0,0.0207104,0.0451493,0.0363245,0,0,0.0247821,0,0,0.0241953,0.0761718,0.0231368,0.0222746,0.0335844,0.0560898,0.0337994,0.0319629,0.0401173,0.0654651,0.0567293,0.0262747,0.0230095,0.0132288,0.0278485,0.0469232,0.0280973,0.0114182,0.0112327,0.0600697,0.0450716,0,0,0,0,0,0,0,0
19,0.0316117,0.0630004,0,0,0,0.0296803,0,0.0205814,0.0439969,0,0,0,0,0.0165048,0,0,0.0419487,0.0538028,0.0293974,0.0411432,0.0265618,0,0,0.0681239,0.0435834,0.0422195,0.0663256,0.0612914,0.0230491,0.0628039,0.0674126,0.0373848,0.0393235,0,0.0191991,0,0.0450174,0.014543,0.0157537,0.0292141,0,0.0194472,0.043973,0.0360523,0,0,0.0254678,0,0,0.0243131,0.0767298,0.0263497,0.0226051,0.0341729,0.0572631,0.0344879,0.0332274,0.0399491,0.0656587,0.0574699,0.0261894,0.0206398,0.0120118,0.0269668,0.0522465,0.0274647,0.0115843,0.0116,0.0597475,0.0456318,0,0,0,0,0,0,0,0
20,0.0318656,0.0624661,0,0,0,0.0304084,0,0.0207608,0.0436647,0,0,0,0,0.0162982,0,0,0.0421062,0.0540256,0.0285679,0.0417702,0.0267153,0,0,0.0686483,0.0443399,0.0419277,0.0661167,0.0611095,0.0227191,0.0627007,0.067447,0.0374099,0.0392883,0,0.0175862,0,0.0446545,0.0143083,0.015861,0.0289575,0,0.0199779,0.0435521,0.035915,0,0,0.0261459,0,0,0.0244104,0.0758043,0.0269962,0.0218449,0.0321258,0.058291,0.0350403,0.0341415,0.0432044,0.0685529,0.058972,0.0246898,0.0220217,0.0128062,0.0261846,0.0537752,0.0268565,0.0117385,0.0119861,0.0593585,0.0461939,0,0,0,0,0,0,0,0
21,0.0320886,0.0621049,0,0,0,0.0306331,0,0.0208859,0.0437211,0,0,0,0,0.016278,0,0,0.042343,0.0538648,0.0278438,0.0425658,0.0270267,0,0,0.0691889,0.0452542,0.0416536,0.0659047,0.060885,0.0223576,0.062852,0.067601,0.0375856,0.0391894,0,0.0166533,0,0.0442653,0.0141789,0.0159629,0.0279561,0,0.0202326,0.0430235,0.0357485,0,0,0.026812,0,0,0.0244488,0.0758411,0.0284401,0.0209476,0.0315158,0.0592587,0.0356614,0.0355102,0.0447746,0.0702794,0.0604031,0.0238376,0.0215217,0.0122689,0.0258524,0.057049,0.0262965,0.0118664,0.0123319,0.0590257,0.0466548,0,0,0,0,0,0,0,0
22,0.0322468,0.0619943,0,0,0,0.0310856,0,0.0209877,0.0441013,0,0,0,0,0.016337,0,0,0.0424645,0.0536175,0.0272532,0.0433295,0.0274382,0,0,0.0697079,0.0466278,0.0413965,0.0655623,0.0605488,0.0220355,0.0631624,0.0679079,0.0378819,0.0392256,0,0.0159432,0,0.043837,0.0140503,0.0160607,0.0260605,0,0.0207344,0.042636,0.0354732,0,0,0.0273121,0,0,0.0244419,0.075944,0.0296982,0.0204045,0.0305881,0.0600308,0.036178,0.0369758,0.0463569,0.071867,0.0617512,0.0232745,0.0210542,0.0118797,0.0254922,0.0604691,0.0259397,0.0118978,0.0125576,0.0588276,0.0470621,0,0,0,0,0,0,0,0
23,0.032509,0.061825,0,0,0,0.0316846,0,0.0210814,0.0446744,0,0,0,0,0.0165112,0,0,0.0424176,0.0534146,0.0268391,0.0439413,0.0277728,0,0,0.0700744,0.0474043,0.0410185,0.0650803,0.0601509,0.0217735,0.0634169,0.0681669,0.0382085,0.0393732,0,0.0153414,0,0.0435986,0.0139589,0.0160435,0.0234291,0,0.0212827,0.0423113,0.0353549,0,0,0.0276592,0,0,0.0244803,0.076113,0.0313781,0.0197335,0.0299366,0.060682,0.0364112,0.0382448,0.0478584,0.073248,0.0626682,0.0235818,0.0208264,0.0115962,0.025118,0.0637146,0.0257032,0.0119211,0.0127126,0.0586626,0.047479,0,0,0,0,0,0,0,0
24,0.032611,0.0618755,0,0,0,0.0319597,0,0.0211485,0.0454909,0,0,0,0,0.0166947,0,0,0.0423175,0.053336,0.02663,0.0443197,0.0279709,0,0,0.0702095,0.0487241,0.0404496,0.0644304,0.0597552,0.0216065,0.0635407,0.068426,0.0384454,0.0394517,0,0.0146794,0,0.0432985,0.0139156,0.0159827,0.0213541,0,0.0221294,0.0419688,0.0351583,0,0,0.0277771,0,0,0.024518,0.0762016,0.0337982,0.0193921,0.0297978,0.0611874,0.0365052,0.0392112,0.0491483,0.0742698,0.0631692,0.0239532,0.0209845,0.0113096,0.025156,0.0667015,0.0256442,0.0119217,0.0127562,0.0586417,0.0478139,0,0,0,0,0,0,0,0
25,0.0327744,0.0618145,0,0,0,0.0322189,0,0.0213317,0.0469122,0,0,0,0,0.0171019,0,0,0.0420616,0.0532386,0.0265148,0.0445859,0.0280001,0,0,0.0699939,0.049395,0.0397259,0.063868,0.0594442,0.0216069,0.0636208,0.0686079,0.0385235,0.0393974,0,0.0137658,0,0.0430731,0.0141034,0.0153595,0.0207336,0,0.0234569,0.0416125,0.0352433,0,0,0.0277899,0,0,0.0245672,0.075855,0.0358974,0.0188949,0.0299287,0.0614429,0.036436,0.0395579,0.0500624,0.0748255,0.0632968,0.0241617,0.0209496,0.0108136,0.0256047,0.0693251,0.0255904,0.011893,0.0128065,0.0585902,0.0480639,0,0,0,0,0,0,0,0
26,0.0330548,0.0615973,0,0,0,0.0328443,0,0.0215663,0.0481931,0,0,0,0,0.0172098,0,0,0.0418316,0.053164,0.02639,0.0446356,0.0280666,0,0,0.0695241,0.0490612,0.0390484,0.0634679,0.0591733,0.0216476,0.0635257,0.0686314,0.038532,0.0392752,0,0.0126047,0,0.0432078,0.0142116,0.0149814,0.0208842,0,0.0243828,0.0410842,0.0356654,0,0,0.0277484,0,0,0.0246524,0.0754514,0.0366706,0.018179,0.0302577,0.0615464,0.0361595,0.0396061,0.0506076,0.0751213,0.0634228,0.0235729,0.0206114,0.0102749,0.025898,0.0711401,0.0255466,0.0119027,0.0128856,0.0584111,0.0482213,0,0,0,0,0,0,0,0
27,0.0332303,0.0615844,0,0,0,0.0334734,0,0.0218061,0.0492362,0,0,0,0,0.0172585,0,0,0.0416573,0.0530969,0.0262727,0.0445987,0.0281382,0,0,0.0689279,0.0487604,0.0384691,0.0629805,0.0589522,0.0217713,0.0633401,0.0686518,0.0384822,0.039012,0,0.0111969,0,0.0433053,0.0142652,0.0147463,0.0209837,0,0.0246261,0.0406102,0.0359858,0,0,0.0276496,0,0,0.0247334,0.0751817,0.0365296,0.0179808,0.0308442,0.0614534,0.0359175,0.0395669,0.050927,0.0753345,0.0634197,0.023173,0.020324,0.00991881,0.0257839,0.0715888,0.025595,0.0119289,0.0128913,0.0583581,0.0483484,0,0,0,0,0,0,0,0
28,0.0333156,0.0616971,0,0,0,0.0342851,0,0.0220481,0.0501284,0,0,0,0,0.0172707,0,0,0.0415419,0.0530135,0.0260342,0.0445452,0.0281804,0,0,0.0682667,0.0484782,0.0378208,0.0623242,0.0587858,0.0220035,0.0631595,0.0685661,0.0384308,0.0387384,0,0.00976708,0,0.0432826,0.0142439,0.0146164,0.0209809,0,0.0246249,0.040219,0.0361871,0,0,0.0275437,0,0,0.0248228,0.0750889,0.0362672,0.0176684,0.0316021,0.0612796,0.0357626,0.0395835,0.051306,0.0754023,0.0633265,0.0230363,0.0200134,0.00964286,0.0257478,0.0712453,0.0256696,0.0119632,0.012899,0.0583392,0.0484574,0,0,0,0,0,0,0,0
29,0.0333497,0.0619152,0,0,0,0.0350903,0,0.021978,0.0521047,0,0,0,0,0.0171989,0,0,0.0414503,0.052099,0.0253927,0.0462015,0.0272129,0,0,0.0679513,0.048263,0.0375769,0.062227,0.0596703,0,0.0621388,0.0674368,0.0376709,0.0378599,0,0.00825146,0,0.0432575,0.0141981,0.0145384,0.0209074,0,0.024747,0.0406433,0.0362205,0,0,0.0271215,0,0,0.0248061,0.0751635,0.0359526,0.0168004,0.031838,0.0606705,0.0350934,0.0398715,0.051822,0.0758654,0.0635739,0.0229517,0.0195986,0.00933075,0.0259436,0.0706012,0.026022,0.0119004,0.0128108,0.0584772,0.0483726,0,0,0,0,0,0,0,0
30,0.0334681,0.0617922,0,0,0,0.0361126,0,0.0224352,0.0523947,0,0,0,0,0.0171851,0,0,0.0415004,0.0525692,0.0251503,0.0448313,0.0280139,0,0,0.0668824,0.0476177,0.0364999,0.0611615,0.0587515,0.0225196,0.0629189,0.0683153,0.0384287,0.038218,0,0.00772799,0,0.0429463,0.0141922,0.0144305,0.0207279,0,0.024907,0.0392033,0.0364319,0,0,0.0276189,0,0,0.0249638,0.0759227,0.0357458,0.0166569,0.0323753,0.0606809,0.0358428,0.0396828,0.0521568,0.0761015,0.0632796,0.0232152,0.0191719,0.00877723,0.0265632,0.0697512,0.025613,0.0120087,0.013179,0.0582575,0.0485219,0,0,0,0,0,0,0,0
31,0.0335189,0.0616778,0,0,0,0.0370679,0,0.0222413,0.0536242,0,0,0,0,0.0171289,0,0,0.0416312,0.0525818,0.0244764,0.0449784,0.0279714,0,0,0.0664322,0.0472166,0.0360074,0.0606553,0.058716,0.0228909,0.0628306,0.0682798,0.0385796,0.0380567,0,0.00684986,0,0.0427767,0.0141706,0.0144153,0.0205205,0,0.0250099,0.0386389,0.0365477,0,0,0.0277252,0,0,0.0249554,0.0768676,0.035685,0.0171301,0.0324524,0.0604463,0.035914,0.0395829,0.0525041,0.076363,0.0633949,0.0240022,0.0190183,0.00834583,0.0268526,0.0690107,0.0255358,0.0120229,0.0132991,0.0581729,0.0485442,0,0,0,0,0,0,0,0
32,0.0335482,0.0614889,0,0,0,0.0382904,0,0.0222188,0.0545057,0,0,0,0,0.017062,0,0,0.0418257,0.0526336,0.0238463,0.0449211,0.0280585,0,0,0.0662943,0.0467371,0.0356231,0.0601646,0.0586489,0.0233035,0.062775,0.0683651,0.0387186,0.0381102,0,0.00631621,0,0.0426054,0.0141405,0.0144177,0.0202999,0,0.0251408,0.0384044,0.036648,0,0,0.0278068,0,0,0.0249279,0.0775305,0.0355898,0.0178726,0.0324773,0.0604303,0.035949,0.0394583,0.0527721,0.0763315,0.0634238,0.0245113,0.0187333,0.00811023,0.026985,0.0682748,0.0254535,0.0120468,0.0133428,0.0580287,0.0486101,0,0,0,0,0,0,0,0
33,0.0335752,0.0612769,0,0,0,0.0391239,0,0.0223434,0.0552459,0,0,0,0,0.0170162,0,0,0.0420221,0.052389,0.0233915,0.0448114,0.0281206,0,0,0.0661275,0.0462622,0.0351255,0.0595133,0.0585556,0.0236464,0.0627549,0.0683095,0.0388475,0.0380243,0,0.00623289,0,0.0423868,0.0141264,0.0144128,0.0199959,0,0.0253538,0.0382518,0.0367631,0,0,0.027971,0,0,0.0249318,0.0779796,0.0353389,0.0172169,0.0324845,0.0605234,0.0360911,0.039474,0.0529452,0.0763165,0.0633213,0.024392,0.0184777,0.00806197,0.0271332,0.0673194,0.0252618,0.0120915,0.0133857,0.0579069,0.0486127,0,0,0,0,0,0,0,0
34,0.0335631,0.061111,0,0,0,0.0397866,0,0.0225385,0.0560422,0,0,0,0,0.0169832,0,0,0.0421989,0.0520646,0.023092,0.0446809,0.0280982,0,0,0.0661353,0.0459138,0.0347627,0.0588959,0.0585241,0.0237583,0.0627049,0.0679586,0.0388904,0.0378048,0,0.00637,0,0.0421905,0.0141369,0.0144073,0.0197892,0,0.0255442,0.0380475,0.0368359,0,0,0.0280782,0,0,0.0249218,0.0782486,0.0348842,0.0176156,0.0324905,0.0606253,0.0361578,0.0394853,0.0531625,0.0762903,0.063108,0.0242211,0.0184368,0.00773102,0.0275006,0.0662279,0.0251038,0.0120956,0.0134015,0.0577646,0.048643,0,0,0,0,0,0,0,0
35,0.0335442,0.061001,0,0,0,0.0404106,0,0.0226619,0.0568502,0,0,0,0,0.0169411,0,0,0.0423897,0.0517837,0.0228045,0.0445045,0.028114,0,0,0.066035,0.0457892,0.0342826,0.0583475,0.0585331,0.0238875,0.0626605,0.0677092,0.0388896,0.0375849,0,0.00657562,0,0.0420373,0.0141094,0.0144696,0.0195727,0,0.0255228,0.0379198,0.0368884,0,0,0.0281449,0,0,0.024903,0.0783032,0.0343923,0.0176941,0.0325636,0.0608887,0.036182,0.0394699,0.0534341,0.0762396,0.0630055,0.02424,0.0183669,0.0076679,0.0279494,0.0652035,0.0249665,0.0120748,0.0133857,0.0576456,0.0486748,0,0,0,0,0,0,0,0
36,0.0335484,0.0609142,0,0,0,0.0410358,0,0.0227464,0.0576592,0,0,0,0,0.0169244,0,0,0.0425108,0.0516919,0.0225049,0.0443069,0.0281992,0,0,0.0659401,0.0457611,0.0336343,0.0578561,0.058522,0.0241183,0.0624832,0.0676215,0.0389036,0.0374153,0,0.00687011,0,0.0419129,0.0140007,0.0145768,0.0193485,0,0.0254989,0.0380788,0.0368898,0,0,0.0281431,0,0,0.0248587,0.0782582,0.0339778,0.018319,0.0326421,0.0612328,0.0360878,0.0393551,0.0536591,0.0761497,0.0628369,0.0245349,0.0181963,0.00738671,0.0283745,0.0641846,0.0249171,0.0120533,0.0133543,0.0575467,0.0487118,0,0,0,0,0,0,0,0
37,0.0335861,0.0607869,0,0,0,0.0413523,0,0.0228006,0.058451,0,0,0,0,0.0169531,0,0,0.0425942,0.0517123,0.0222501,0.0440176,0.0282463,0,0,0.0657815,0.0457319,0.0330821,0.057314,0.058462,0.02438,0.0622014,0.0675989,0.0389654,0.0372631,0,0.00727879,0,0.0418208,0.0139311,0.0146501,0.0191554,0,0.0255016,0.0383203,0.0368374,0,0,0.0280649,0,0,0.0248174,0.0783622,0.0335723,0.0188749,0.0327347,0.0616172,0.0358157,0.0392379,0.0537069,0.0760294,0.0626167,0.0249296,0.0179386,0.0069596,0.0288281,0.06316,0.0249577,0.0119956,0.013262,0.057439,0.048731,0,0,0,0,0,0,0,0
38,0.0336053,0.0606643,0,0,0,0.0416607,0,0.0228645,0.0592615,0,0,0,0,0.0170319,0,0,0.0426367,0.0518373,0.0220163,0.0436315,0.0283162,0,0,0.0655225,0.045683,0.0326721,0.0566146,0.0583715,0.0246478,0.0620152,0.0673794,0.0390302,0.0370932,0,0.00777309,0,0.0418042,0.0139202,0.0146785,0.0189766,0,0.0254964,0.0385595,0.0367636,0,0,0.0279024,0,0,0.0247666,0.0787563,0.0332691,0.0192731,0.0329065,0.0620428,0.0354469,0.0391166,0.0537214,0.0758805,0.0623638,0.0253674,0.0176728,0.00651617,0.0293009,0.0621371,0.0250666,0.0119455,0.0131064,0.0573816,0.0487366,0,0,0,0,0,0,0,0
39,0.0335554,0.0606125,0,0,0,0.0420811,0,0.0230008,0.060112,0,0,0,0,0.0171276,0,0,0.0425905,0.0519846,0.0218062,0.0432198,0.0283719,0,0,0.0651471,0.0456718,0.032316,0.0559422,0.0583059,0.0248908,0.0619247,0.0671184,0.0390124,0.0368778,0,0.00816719,0,0.0418274,0.0138556,0.0147462,0.0189013,0,0.0254692,0.0387888,0.0367193,0,0,0.027708,0,0,0.0246872,0.0792271,0.0330329,0.0196244,0.0331308,0.062556,0.0350417,0.0389449,0.0537639,0.0756997,0.0621141,0.0258046,0.0173387,0.00617241,0.0297182,0.0612891,0.0252198,0.0119039,0.012963,0.0574198,0.0487197,0,0,0,0,0,0,0,0
40,0.0335136,0.0605886,0,0,0,0.04242,0,0.0232118,0.0609315,0,0,0,0,0.0171874,0,0,0.0424788,0.0521231,0.0216696,0.0428262,0.02846,0,0,0.064683,0.0457926,0.0319639,0.0554085,0.0582584,0.0251455,0.0618752,0.0669924,0.038949,0.0366782,0,0.00845876,0,0.0418541,0.0137964,0.0148001,0.0190606,0,0.0254627,0.0390244,0.0366613,0,0,0.0274614,0,0,0.0245998,0.0794989,0.0328591,0.0199768,0.03338,0.0631282,0.0345357,0.0387564,0.0538074,0.0754662,0.0618438,0.0262092,0.0169959,0.00587861,0.0300542,0.0604396,0.0254308,0.0118179,0.0128292,0.0574706,0.0488311,0,0,0,0,0,0,0,0
41,0.033486,0.0606116,0,0,0,0.0425273,0,0.0234283,0.0617219,0,0,0,0,0.0172518,0,0,0.0423523,0.0522895,0.021583,0.0424414,0.0286009,0,0,0.0641179,0.0459256,0.0316508,0.0549176,0.0582063,0.025359,0.0616612,0.0669757,0.0388817,0.0364992,0,0.00858834,0,0.0418785,0.0137615,0.0148102,0.0192109,0,0.0254587,0.0392,0.0365966,0,0,0.0271873,0,0,0.0245306,0.0796408,0.032894,0.0203166,0.0335395,0.0636458,0.0339651,0.0386172,0.0538653,0.0752317,0.0616003,0.0265982,0.0166301,0.00553849,0.0302641,0.0600516,0.025653,0.0117245,0.0126933,0.0575523,0.0491147,0,0,0,0,0,0,0,0
42,0.0335295,0.0606726,0,0,0,0.0425277,0,0.0236921,0.062501,0,0,0,0,0.0172999,0,0,0.0422127,0.0525449,0.0215829,0.0420555,0.0287051,0,0,0.0634995,0.046093,0.0313033,0.0545463,0.0581421,0.0255583,0.0615952,0.0668424,0.0388282,0.0362508,0,0.00847667,0,0.0419089,0.0137446,0.0147827,0.0193471,0,0.0253952,0.0393599,0.0365529,0,0,0.0269131,0,0,0.0244685,0.0799313,0.0330348,0.0206253,0.0336228,0.0640559,0.0333633,0.0385108,0.0539235,0.0750206,0.061438,0.0270386,0.0162927,0.00524827,0.0304637,0.0602224,0.0258613,0.0116345,0.0125528,0.057706,0.0492154,0,0,0,0,0,0,0,0
43,0.0335483,0.0607476,0,0,0,0.0424691,0,0.0239548,0.0633236,0,0,0,0,0.0173248,0,0,0.0420745,0.0528469,0.0215336,0.0416584,0.0288398,0,0,0.0628158,0.04622,0.0309167,0.0541261,0.0580598,0.0257364,0.0614205,0.0666334,0.038751,0.0359361,0,0.00819462,0,0.0419122,0.0137328,0.0147423,0.0194684,0,0.0254388,0.0394562,0.0365205,0,0,0.0266418,0,0,0.0244011,0.0803116,0.0333044,0.020945,0.0336537,0.0643631,0.032782,0.0385151,0.054083,0.0748618,0.0613815,0.0275399,0.015919,0.00507229,0.0307265,0.0606213,0.0260327,0.0115495,0.0123808,0.0578482,0.0491445,0,0,0,0,0,0,0,0
44,0.033575,0.0608003,0,0,0,0.0423386,0,0.0242758,0.0639412,0,0,0,0,0.0173319,0,0,0.0419698,0.0532641,0.0214242,0.0413096,0.0289895,0,0,0.062181,0.0463303,0.0304581,0.053671,0.0579796,0.0258763,0.0611516,0.0663681,0.0386051,0.0357431,0,0.00768028,0,0.0419068,0.01373,0.0146947,0.0196562,0,0.0255693,0.0395664,0.0364869,0,0,0.0263807,0,0,0.0243534,0.0805552,0.0337209,0.0212303,0.0336425,0.064594,0.0322561,0.0386098,0.05433,0.0747698,0.061389,0.0280847,0.0157001,0.00496164,0.031266,0.0610717,0.0261688,0.0114515,0.0122248,0.0579228,0.0490316,0,0,0,0,0,0,0,0
45,0.0336141,0.0608526,0,0,0,0.0419105,0,0.0245951,0.0644489,0,0,0,0,0.017344,0,0,0.0419107,0.0538274,0.0213528,0.0410369,0.0290938,0,0,0.0615949,0.0463831,0.0300574,0.0532612,0.0578648,0.0259967,0.0608634,0.0661101,0.0384618,0.0355264,0,0.00693536,0,0.0418814,0.0137385,0.0146357,0.0198741,0,0.0256674,0.0397179,0.0364512,0,0,0.0261497,0,0,0.0243212,0.0806988,0.0340623,0.0215033,0.0336165,0.0648291,0.0317588,0.0387068,0.0546748,0.0747482,0.0613992,0.028646,0.0156676,0.0049233,0.0320588,0.0618567,0.0262786,0.0113321,0.01214,0.0579623,0.0489557,0,0,0,0,0,0,0,0
46,0.033654,0.0608943,0,0,0,0.0412845,0,0.0249166,0.0649786,0,0,0,0,0.0173628,0,0,0.0418929,0.0541756,0.0212533,0.0407739,0.0292331,0,0,0.0610386,0.0463622,0.0296665,0.0528197,0.057725,0.0261313,0.0605233,0.0657941,0.0383401,0.0352108,0,0.0060958,0,0.0418258,0.0137679,0.0145541,0.0200973,0,0.025786,0.0399363,0.0364372,0,0,0.0259668,0,0,0.0242776,0.0809826,0.0342848,0.0218039,0.0335606,0.0649699,0.0313095,0.0388243,0.0550632,0.074761,0.0614542,0.0290839,0.0156659,0.00496756,0.0327191,0.0628767,0.0263492,0.0112213,0.0120882,0.0579863,0.0488945,0,0,0,0,0,0,0,0
