Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,LBL,LMR
34,0.0342057,0.0591632,0,0,0,0.034949,0,0.0266745,0.0700248,0,0,0,0.0187555,0,0,0.0436529,0.0592819,0.02106,0.0375384,0.0273098,0,0.0516821,0.0397096,0.0272575,0.0512033,0.0570852,0.0278711,0.0577681,0.062707,0.0348038,0.0323104,0,0.00401716,0,0.0352838,0.0136179,0.0145538,0.0254425,0,0.0233411,0.0485261,0.0383583,0,0,0.0211712,0,0,0.0219579,0.0751276,0.0268452,0.0198033,0.0332201,0.058066,0.0268172,0.034444,0.0546913,0.0697461,0.0591652,0.0321303,0.0220999,0.00872016,0.0398845,0.0280876,0.0344977,0.00956512,0.00881037,0.0535324,0.0507954,0,0,0,0,0,0,0,0,0
35,0.0343152,0.059106,0,0,0,0.0356275,0,0.0267158,0.0696792,0,0,0,0.0187289,0,0,0.0434295,0.0597875,0.0211736,0.0374629,0.0273918,0,0.0511984,0.0390479,0.0271592,0.0509042,0.0568044,0.027675,0.0579467,0.0628915,0.0348771,0.0324985,0,0.00376822,0,0.0350254,0.0135204,0.0143989,0.0289294,0,0.0237883,0.0490303,0.0386689,0,0,0.0210985,0,0,0.0219321,0.0744842,0.0242245,0.0206003,0.0334969,0.0577196,0.0265758,0.0349496,0.0524895,0.0690591,0.0597092,0.0325674,0.0233056,0.0102112,0.0410256,0.0213955,0.0346022,0.00947862,0.00868686,0.0535074,0.0503618,0,0,0,0,0,0,0,0,0
36,0.0343902,0.0590346,0,0,0,0.036536,0,0.0266199,0.0692925,0,0,0,0.0186698,0,0,0.0431772,0.0603739,0.0211347,0.0373002,0.027356,0,0.0507439,0.0385902,0.027045,0.0506541,0.0564774,0.0274924,0.0581621,0.0631171,0.0349912,0.0326871,0,0.00380413,0,0.0349673,0.0134372,0.0142153,0.0314272,0,0.0248309,0.0495926,0.0389119,0,0,0.0210106,0,0,0.0219404,0.0736674,0.0221994,0.0214942,0.0336765,0.0573791,0.0263429,0.0357773,0.0501519,0.0685721,0.0602857,0.0330512,0.0246568,0.0117706,0.0421369,0.0167148,0.0347842,0.0094537,0.00851225,0.0535309,0.049967,0,0,0,0,0,0,0,0,0
37,0.0344919,0.0589265,0,0,0,0.0377288,0,0.0264035,0.0688874,0,0,0,0.0186552,0,0,0.0429979,0.0608291,0.0209252,0.0370814,0.0272335,0,0.0503878,0.038137,0.026949,0.0504178,0.0561549,0.0273451,0.0584148,0.0633769,0.0351031,0.0329207,0,0.00433581,0,0.0348998,0.0134633,0.0139875,0.0333375,0,0.0263593,0.0502465,0.0391392,0,0,0.0208959,0,0,0.021982,0.0728079,0.0208479,0.022225,0.033876,0.0569871,0.0261157,0.0368017,0.0481462,0.0683306,0.060951,0.0336581,0.0260436,0.0132517,0.0432109,0.0134953,0.0349399,0.00953809,0.00834213,0.053559,0.0496508,0,0,0,0,0,0,0,0,0
38,0.03461,0.0588478,0,0,0,0.0390094,0,0.0260988,0.0684908,0,0,0,0.0186858,0,0,0.0428771,0.0611734,0.0205523,0.0368023,0.0270889,0,0.050106,0.0377058,0.0268776,0.0502069,0.0559014,0.0272371,0.0586521,0.0636227,0.0350594,0.0332522,0,0.00520324,0,0.0347752,0.0135383,0.0137759,0.0349897,0,0.0273172,0.0509289,0.0393157,0,0,0.0208153,0,0,0.0220033,0.0719397,0.0202635,0.0228081,0.0340833,0.0566249,0.0258857,0.0379507,0.0467952,0.0683084,0.0618012,0.0342911,0.027057,0.0143903,0.044212,0.0114234,0.035048,0.00955569,0.00825078,0.0535967,0.0494196,0,0,0,0,0,0,0,0,0
39,0.0346822,0.0588557,0,0,0,0.040258,0,0.0257448,0.0681626,0,0,0,0.0186905,0,0,0.0427391,0.0614726,0.0201587,0.0364623,0.0269162,0,0.0498728,0.0374787,0.0268009,0.0501099,0.0557268,0.0271671,0.0588436,0.063808,0.035025,0.0334977,0,0.00619433,0,0.0346076,0.0135251,0.0136796,0.0364454,0,0.0277391,0.0515066,0.0393755,0,0,0.0207485,0,0,0.0220106,0.071191,0.0198638,0.023304,0.0341313,0.0563492,0.0257082,0.0390439,0.0460448,0.0684445,0.0627508,0.0348183,0.0275629,0.0151496,0.0448914,0.0103083,0.0351337,0.00952379,0.00819488,0.0536769,0.0492491,0,0,0,0,0,0,0,0,0
40,0.0347297,0.0589124,0,0,0,0.041257,0,0.0252775,0.0680043,0,0,0,0.0187286,0,0,0.0426128,0.0617688,0.0198021,0.0360031,0.0267045,0,0.0496027,0.0371133,0.0267863,0.0501164,0.0556697,0.027134,0.058941,0.063927,0.0351203,0.0336214,0,0.00713625,0,0.0344397,0.0134624,0.0136253,0.0371516,0,0.0276715,0.0520481,0.0394237,0,0,0.0206881,0,0,0.0220262,0.0706067,0.0190431,0.0238687,0.0340354,0.0562785,0.0255622,0.0399443,0.0457334,0.0686102,0.0636169,0.03506,0.0275495,0.0154072,0.0450494,0.00987471,0.035193,0.00946216,0.00814812,0.0537209,0.0490483,0,0,0,0,0,0,0,0,0
41,0.034744,0.0589711,0,0,0,0.042545,0,0.0245406,0.0679449,0,0,0,0.0187649,0,0,0.0425752,0.0620464,0.0193909,0.0353653,0.0264241,0,0.0493018,0.0367389,0.0267962,0.0503009,0.0556743,0.027109,0.0589869,0.0640159,0.0351104,0.033814,0,0.00842938,0,0.0343327,0.0134858,0.0135347,0.0366758,0,0.0275184,0.052498,0.0394406,0,0,0.0206226,0,0,0.0220231,0.0701693,0.018326,0.0243695,0.0337466,0.0564134,0.0254475,0.0402825,0.0455208,0.0683979,0.0639573,0.034933,0.0271588,0.0153053,0.0446929,0.010146,0.0352363,0.00940025,0.0081133,0.0537881,0.0488898,0,0,0,0,0,0,0,0,0
42,0.0347438,0.0590488,0,0,0,0.0437895,0,0.0236438,0.0680551,0,0,0,0.0188054,0,0,0.0425602,0.0622161,0.0190272,0.0345918,0.0261357,0,0.048915,0.0365438,0.0266911,0.050602,0.0557127,0.0270743,0.0589695,0.0640535,0.0349446,0.0339924,0,0.00971057,0,0.0342426,0.0134716,0.0135019,0.0354918,0,0.0273266,0.0527658,0.0394254,0,0,0.02058,0,0,0.0220502,0.0700954,0.0176579,0.0243703,0.0334726,0.0566821,0.0253939,0.0398334,0.0454305,0.0679572,0.0635118,0.0344906,0.026549,0.0147502,0.0441028,0.0106541,0.0352517,0.00940771,0.00810979,0.0539909,0.048758,0,0,0,0,0,0,0,0,0
43,0.0347151,0.0591477,0,0,0,0.0449652,0,0.0226195,0.0683177,0,0,0,0.0188792,0,0,0.04264,0.0621469,0.0187576,0.0337715,0.0258467,0,0.0485205,0.0363311,0.0264439,0.0509749,0.0557591,0.0270449,0.0589052,0.0640073,0.0347073,0.0340526,0,0.0108761,0,0.0341667,0.0135428,0.0134277,0.034095,0,0.0268704,0.0527595,0.0394205,0,0,0.0205686,0,0,0.0221232,0.0703854,0.0172388,0.0239519,0.0332275,0.0569852,0.0255007,0.0385803,0.0456325,0.0674597,0.0624287,0.0338831,0.0258322,0.0136998,0.0434781,0.0115514,0.0352299,0.00948892,0.00815409,0.0541641,0.0486496,0,0,0,0,0,0,0,0,0
44,0.0346675,0.0593015,0,0,0,0.0460777,0,0.0215146,0.0686422,0,0,0,0.0189547,0,0,0.0427278,0.0619028,0.0186478,0.032958,0.0255768,0,0.0481436,0.0362515,0.0262467,0.0514955,0.0558149,0.0269752,0.0587385,0.0639315,0.0345471,0.0340569,0,0.011726,0,0.0341078,0.013603,0.0133836,0.0327371,0,0.0264043,0.0524746,0.0394107,0,0,0.0205486,0,0,0.0222033,0.0708291,0.0169379,0.0233699,0.0327575,0.0572736,0.025691,0.0368633,0.04614,0.067023,0.0610293,0.033144,0.0251317,0.0124178,0.0427688,0.0129953,0.0352076,0.00960365,0.00817818,0.0543252,0.0486012,0,0,0,0,0,0,0,0,0
45,0.034665,0.059522,0,0,0,0.0471915,0,0.0203486,0.0689172,0,0,0,0.0190025,0,0,0.0427685,0.0616157,0.0187293,0.0320702,0.0253536,0,0.0476673,0.0360366,0.0262829,0.0518713,0.0559122,0.0268587,0.0586019,0.0639028,0.0341859,0.0341083,0,0.0123903,0,0.0341028,0.0136244,0.0133529,0.0311589,0,0.0262029,0.0521627,0.0394408,0,0,0.020523,0,0,0.0222521,0.0709724,0.0164448,0.0230851,0.0320066,0.0575211,0.0258694,0.0351777,0.0467411,0.0667862,0.0597458,0.0325323,0.0245943,0.0112987,0.0419476,0.0148573,0.0352089,0.00964732,0.00817257,0.054545,0.0486137,0,0,0,0,0,0,0,0,0
46,0.0347302,0.0598282,0,0,0,0.0483458,0,0.0191841,0.0690561,0,0,0,0.0190032,0,0,0.0427078,0.0613481,0.0190825,0.0311629,0.0251782,0,0.0470369,0.0355409,0.0263696,0.052152,0.0560265,0.0266823,0.0585575,0.0639003,0.0339437,0.0341852,0,0.0131469,0,0.034224,0.013607,0.0133077,0.0289371,0,0.0258144,0.0520836,0.0395225,0,0,0.0204542,0,0,0.0222763,0.0705412,0.0154677,0.0235513,0.031425,0.0576937,0.0259277,0.0339118,0.0471178,0.0666735,0.0588606,0.0324473,0.0245316,0.0110099,0.0412856,0.0167269,0.0353092,0.00964193,0.00811139,0.0548505,0.0486163,0,0,0,0,0,0,0,0,0
47,0.0348445,0.0601848,0,0,0,0.0496124,0,0.0180339,0.0688137,0,0,0,0.0189568,0,0,0.0425679,0.0612024,0.0198136,0.0302492,0.025145,0,0.0463037,0.0349759,0.0265595,0.052561,0.0561076,0.0264015,0.05865,0.063996,0.0337659,0.0343534,0,0.0139875,0,0.0344674,0.0135838,0.013275,0.0259989,0,0.0253418,0.0523706,0.0396651,0,0,0.020296,0,0,0.0223168,0.0697249,0.0143824,0.0244809,0.03203,0.0577555,0.0259657,0.033237,0.0468788,0.0664088,0.0583092,0.0327033,0.0252333,0.0117989,0.0411164,0.0177773,0.0355073,0.00968557,0.00798778,0.0552611,0.0486145,0,0,0,0,0,0,0,0,0
48,0.0349304,0.0605086,0,0,0,0.0506861,0,0.0169157,0.0681051,0,0,0,0.0188681,0,0,0.0424125,0.0611966,0.0210556,0.0293439,0.0253028,0,0.0457626,0.0345109,0.026817,0.0530905,0.0561094,0.0260294,0.0588493,0.0642061,0.0335584,0.0345541,0,0.01494,0,0.03473,0.0135943,0.0132403,0.0235456,0,0.0251424,0.0528583,0.03983,0,0,0.0200966,0,0,0.0224074,0.0689816,0.0133191,0.0253682,0.0340557,0.0576579,0.0261814,0.0331744,0.0459951,0.065843,0.0579908,0.0325622,0.0267498,0.0131416,0.0411085,0.0180033,0.0357173,0.00977429,0.00788931,0.055695,0.0486125,0,0,0,0,0,0,0,0,0
49,0.0349943,0.0607221,0,0,0,0.0516845,0,0.0158478,0.0669342,0,0,0,0.0187544,0,0,0.0422552,0.061275,0.0227593,0.0284344,0.0256499,0,0.0456607,0.0341802,0.0269997,0.0536587,0.0560596,0.0255722,0.0590635,0.06443,0.0332586,0.0347265,0,0.0158552,0,0.034903,0.013561,0.013272,0.0220421,0,0.0250681,0.05324,0.0399828,0,0,0.0198722,0,0,0.0224952,0.0686534,0.012152,0.0260206,0.0362101,0.057375,0.0265397,0.0333584,0.0450232,0.0651519,0.0578274,0.031885,0.0282579,0.014079,0.0409216,0.0180832,0.0358437,0.00988301,0.0078918,0.0560235,0.0486221,0,0,0,0,0,0,0,0,0
50,0.0351599,0.0607596,0,0,0,0.052434,0,0.0148352,0.0655212,0,0,0,0.018631,0,0,0.0420784,0.0613302,0.0249921,0.0274509,0.0260606,0,0.0460133,0.0338815,0.0272211,0.0542588,0.0560799,0.0251007,0.0591688,0.064603,0.0328319,0.0348908,0,0.0164677,0,0.0349804,0.0135034,0.0133301,0.0204967,0,0.0247206,0.0532414,0.0400807,0,0,0.0197403,0,0,0.0225409,0.0688884,0.0112595,0.0259729,0.0370947,0.0569567,0.0269769,0.0330027,0.0447041,0.0647333,0.0573952,0.0310812,0.0289994,0.0140738,0.0405356,0.0190745,0.0357459,0.00995234,0.00805977,0.0562435,0.0487498,0,0,0,0,0,0,0,0,0
51,0.0352931,0.0606531,0,0,0,0.0526092,0,0.0140504,0.0641346,0,0,0,0.0185504,0,0,0.0419249,0.0611547,0.0276821,0.026649,0.0264644,0,0.0467896,0.0335447,0.0273633,0.0548645,0.0562742,0.0247094,0.0590791,0.0645692,0.0321723,0.0349765,0,0.0168766,0,0.0348693,0.0134614,0.013317,0.0187004,0,0.0241284,0.0525635,0.0401671,0,0,0.0197862,0,0,0.022554,0.0695998,0.0108991,0.0253819,0.0362294,0.0565714,0.0276948,0.0321024,0.0450289,0.0646174,0.0564622,0.0305255,0.0288955,0.0134595,0.0401176,0.0212831,0.0354208,0.0100471,0.00843704,0.0564052,0.0490014,0,0,0,0,0,0,0,0,0
52,0.035319,0.06051,0,0,0,0.0521663,0,0.0136519,0.062675,0,0,0,0.0185461,0,0,0.0418743,0.0606909,0.030424,0.0260914,0.0268543,0,0.0478889,0.0332506,0.0275608,0.0553421,0.0565803,0.0244491,0.0587753,0.0642746,0.0312317,0.034793,0,0.0175805,0,0.0346197,0.0133884,0.0133329,0.0173636,0,0.0236194,0.0513931,0.0402363,0,0,0.0200259,0,0,0.0225753,0.070324,0.0112946,0.0245958,0.0348092,0.0563893,0.0286962,0.0313124,0.045306,0.0647257,0.0555665,0.0303106,0.0281486,0.0126329,0.0396814,0.0236486,0.0349748,0.0101634,0.00896937,0.0564905,0.0492984,0,0,0,0,0,0,0,0,0
53,0.0352563,0.0603779,0,0,0,0.0510172,0,0.0137942,0.0608894,0,0,0,0.0186229,0,0,0.0418612,0.0600839,0.0328188,0.0256786,0.0273042,0,0.0492499,0.0330252,0.0278856,0.0556029,0.05691,0.024283,0.0581776,0.0636223,0.0300023,0.0344547,0,0.0187212,0,0.034316,0.0133571,0.013306,0.0168117,0,0.0233201,0.0500641,0.0402714,0,0,0.0204706,0,0,0.0225376,0.0705622,0.0119614,0.0240659,0.0341107,0.0564937,0.0298826,0.0309194,0.0450783,0.064787,0.0550872,0.0302069,0.0270871,0.0117272,0.0392392,0.0252257,0.0344675,0.0102551,0.00949218,0.0564751,0.0495044,0,0,0,0,0,0,0,0,0
54,0.0351947,0.0602592,0,0,0,0.0491851,0,0.0142334,0.0590821,0,0,0,0.0188848,0,0,0.0419182,0.0596324,0.0339866,0.0254032,0.027603,0,0.0506646,0.0329202,0.0281189,0.0558249,0.0573673,0.0243626,0.0571312,0.0625368,0.0284652,0.0338554,0,0.019631,0,0.0339226,0.0134377,0.0130608,0.0164933,0,0.0231316,0.0488489,0.0402305,0,0,0.0212337,0,0,0.0223761,0.0703746,0.0123425,0.0240313,0.0342241,0.0568003,0.031223,0.0306786,0.044439,0.0646079,0.0547609,0.0299993,0.0263975,0.0111204,0.0388296,0.0259236,0.0337884,0.010322,0.00994932,0.0564402,0.0495942,0,0,0,0,0,0,0,0,0
55,0.0351276,0.0601004,0,0,0,0.0465922,0,0.0141182,0.0572408,0,0,0,0.0192104,0,0,0.0420616,0.05941,0.0336722,0.0251912,0.027702,0,0.0520934,0.0329197,0.0283904,0.0560969,0.0579808,0.0247098,0.0557537,0.0610386,0.0266965,0.0331406,0,0.0196503,0,0.0335295,0.0134934,0.0128948,0.0159801,0,0.0231022,0.0478333,0.0400945,0,0,0.0220838,0,0,0.022273,0.0701115,0.012204,0.0243745,0.034588,0.0571932,0.0326694,0.0303989,0.0439307,0.0643144,0.054341,0.0296197,0.0263534,0.0110866,0.0384507,0.0262335,0.033015,0.010526,0.0105161,0.0563872,0.0496373,0,0,0,0,0,0,0,0,0
56,0.0349983,0.0599415,0,0,0,0.0433098,0,0.0129896,0.0552767,0,0,0,0.0195787,0,0,0.0422363,0.0593129,0.0324863,0.0249812,0.0276521,0,0.0535407,0.0330898,0.0291911,0.0565912,0.0587957,0.025193,0.0542976,0.0593817,0.025097,0.0326883,0,0.0196421,0,0.0331749,0.0135216,0.0128169,0.0151988,0,0.0232565,0.0469858,0.0400181,0,0,0.0230288,0,0,0.0222602,0.0699449,0.0117175,0.024904,0.0349221,0.0576582,0.034172,0.0300834,0.0438824,0.0641897,0.0538984,0.0292593,0.026699,0.0115372,0.0381273,0.0265328,0.0321585,0.0108132,0.0111802,0.0563571,0.0497257,0,0,0,0,0,0,0,0,0
57,0.0349169,0.0597952,0,0,0,0.0395855,0,0.0113685,0.0533385,0,0,0,0.0199169,0,0,0.0423525,0.0591963,0.0320522,0.0247722,0.0273664,0,0.0549509,0.0333833,0.0307414,0.0574972,0.059865,0.0258065,0.0533396,0.0580436,0.0242254,0.0330372,0,0.0210406,0,0.0328986,0.0135134,0.0128347,0.014238,0,0.0234833,0.0464473,0.0399716,0,0,0.0239773,0,0,0.022335,0.069766,0.0111611,0.0255762,0.0352417,0.0580991,0.0356599,0.0297995,0.0442623,0.0642675,0.0536185,0.0291249,0.0271682,0.012266,0.0379057,0.0268963,0.0312969,0.0111594,0.011859,0.0563466,0.0499741,0,0,0,0,0,0,0,0,0
58,0.0349194,0.0596041,0,0,0,0.0356101,0,0.0103084,0.0516806,0,0,0,0.0201495,0,0,0.042415,0.0589106,0.0332602,0.0247335,0.0266353,0,0.0562186,0.0336255,0.0324728,0.0588483,0.0612165,0.0266732,0.0533887,0.0575299,0.0245109,0.0341045,0,0.0247488,0,0.0327531,0.0134463,0.0129787,0.0134182,0,0.0237375,0.0464031,0.0399137,0,0,0.024724,0,0,0.0225343,0.0694675,0.0106426,0.0263461,0.0356212,0.0583531,0.0369311,0.0295934,0.0447116,0.0643867,0.0535188,0.0292079,0.0276021,0.0128893,0.0378519,0.0271686,0.0305525,0.0115456,0.0125046,0.0563821,0.0503166,0,0,0,0,0,0,0,0,0
59,0.034956,0.0594279,0,0,0,0.0328628,0,0.0108452,0.0502132,0,0,0,0.0204137,0,0,0.042346,0.0589259,0.0357764,0.0246824,0.0261657,0,0.0574782,0.0337958,0.0339079,0.0602337,0.0623559,0.027266,0.0543796,0.0577683,0.0256666,0.0359045,0,0.0308839,0,0.0327554,0.0135398,0.0128447,0.0127544,0,0.0240942,0.046552,0.0398965,0,0,0.0255082,0,0,0.0225904,0.0691325,0.0103863,0.0268423,0.0359771,0.0586231,0.0378986,0.0293484,0.0449516,0.0644316,0.0534301,0.0293316,0.0277879,0.0132044,0.037866,0.0276115,0.0300095,0.0116488,0.012716,0.0564435,0.0505257,0,0,0,0,0,0,0,0,0
60,0.0350291,0.0593121,0,0,0,0.0318784,0,0.0120883,0.0492576,0,0,0,0.0205305,0,0,0.0421956,0.0590527,0.0383035,0.0248847,0.0259267,0,0.0585673,0.0341475,0.0351484,0.0614197,0.0631967,0.0276621,0.0555383,0.0582241,0.0268181,0.0376873,0,0.0370638,0,0.0329363,0.0136143,0.0127067,0.0121373,0,0.0242172,0.0471192,0.0399001,0,0,0.0258614,0,0,0.0226767,0.0692221,0.0105381,0.0271939,0.036033,0.058602,0.0384449,0.0291019,0.0449207,0.0643066,0.05334,0.0293594,0.0277686,0.0132921,0.0378648,0.0283278,0.0297967,0.011644,0.0127388,0.0565877,0.0504843,0,0,0,0,0,0,0,0,0
61,0.0350586,0.0593114,0,0,0,0.0317079,0,0.0126041,0.0484748,0,0,0,0.0205862,0,0,0.0419562,0.0590898,0.040561,0.0252,0.0261599,0,0.0594362,0.0346918,0.0361143,0.0622331,0.0636011,0.0276957,0.0565168,0.0586394,0.0273806,0.0390955,0,0.0417807,0,0.0331012,0.0136972,0.012503,0.0114999,0,0.0241379,0.0478301,0.0399168,0,0,0.0258502,0,0,0.0227476,0.0696527,0.0109607,0.0273407,0.0355914,0.0583207,0.0385966,0.0289166,0.0448086,0.0642802,0.0533112,0.0293288,0.0276153,0.0130278,0.0378901,0.0293214,0.029915,0.0115962,0.0125589,0.0567533,0.0505269,0,0,0,0,0,0,0,0,0
62,0.0350303,0.0593669,0,0,0,0.0316137,0,0.0124357,0.0477278,0,0,0,0.0204854,0,0,0.0417543,0.0589973,0.0424411,0.0255696,0.0267187,0,0.0598588,0.0351601,0.0368764,0.0627758,0.0638608,0.0275834,0.0574249,0.0591286,0.0278481,0.0402338,0,0.0452904,0,0.0333067,0.0137524,0.0124109,0.0111848,0,0.024012,0.0484659,0.0399521,0,0,0.0255731,0,0,0.0227963,0.0699368,0.0113661,0.0270785,0.0348401,0.0579226,0.0384788,0.0288342,0.0447402,0.064275,0.0533902,0.0292542,0.0274134,0.0126218,0.037924,0.0299685,0.0303113,0.0115227,0.012321,0.0569047,0.0507106,0,0,0,0,0,0,0,0,0
63,0.0349278,0.059487,0,0,0,0.0317803,0,0.0123331,0.0468561,0,0,0,0.0203153,0,0,0.0416573,0.0587936,0.0438786,0.0259926,0.0274802,0,0.0597845,0.0354547,0.0375746,0.0632849,0.0641865,0.0276053,0.0584056,0.0597702,0.0285755,0.0413514,0,0.0480927,0,0.0335618,0.0138084,0.0123678,0.0112847,0,0.0239047,0.0489778,0.0399835,0,0,0.0251601,0,0,0.0228221,0.0699558,0.0116048,0.0267369,0.0341299,0.0574809,0.0382785,0.0288195,0.044715,0.064216,0.0535377,0.0292021,0.0272495,0.0124262,0.0379702,0.0299444,0.0308393,0.0114238,0.0120878,0.0570256,0.0510057,0,0,0,0,0,0,0,0,0
64,0.0347963,0.0596517,0,0,0,0.0322351,0,0.0125278,0.0459527,0,0,0,0.0201689,0,0,0.0416724,0.0585731,0.0451032,0.0263956,0.0282718,0,0.0593978,0.0356359,0.0382416,0.063823,0.0646338,0.0277682,0.059318,0.0604589,0.0294182,0.0424871,0,0.0502334,0,0.0337663,0.0138644,0.0123658,0.0116391,0,0.0238785,0.0494098,0.0400056,0,0,0.0247882,0,0,0.0228492,0.0699323,0.011636,0.026558,0.0336929,0.057016,0.0381265,0.0288914,0.0446858,0.0642549,0.0537346,0.0292071,0.0271472,0.012515,0.0380345,0.0292993,0.0313547,0.0113391,0.0118751,0.0571736,0.0511436,0,0,0,0,0,0,0,0,0
65,0.0346566,0.0598634,0,0,0,0.0326696,0,0.0127486,0.0450212,0,0,0,0.020095,0,0,0.0417617,0.0583286,0.0462243,0.0268013,0.0288303,0,0.0589298,0.0358238,0.0389217,0.0644356,0.0651508,0.0279558,0.0600534,0.0610684,0.0301929,0.0435247,0,0.0519819,0,0.0338998,0.0139537,0.0123087,0.012309,0,0.0239373,0.0497498,0.0400091,0,0,0.0245413,0,0,0.0228779,0.0697293,0.01141,0.0265634,0.0336136,0.0564734,0.0380972,0.0290293,0.0446892,0.0642783,0.0539555,0.0292345,0.0270627,0.0127717,0.0380911,0.0280167,0.0317552,0.0112615,0.0117462,0.0573978,0.0511043,0,0,0,0,0,0,0,0,0
66,0.034468,0.0601231,0,0,0,0.032994,0,0.0128722,0.0439822,0,0,0,0.0200556,0,0,0.0419538,0.0580971,0.0473528,0.0272069,0.0290156,0,0.0586454,0.0360827,0.0395509,0.065077,0.0656441,0.0281253,0.0606162,0.0614188,0.0307648,0.0443556,0,0.0535135,0,0.0339871,0.014038,0.012282,0.0132128,0,0.0240946,0.0500767,0.0399397,0,0,0.0244061,0,0,0.0228875,0.0694888,0.0110742,0.0267588,0.0336091,0.0560135,0.0382185,0.0292194,0.0445943,0.0643342,0.0541558,0.0293535,0.027021,0.0129255,0.0382372,0.0264504,0.0320238,0.0112737,0.0117359,0.0576704,0.0509909,0,0,0,0,0,0,0,0,0
67,0.0342823,0.0603699,0,0,0,0.0332263,0,0.0130713,0.0427823,0,0,0,0.0199874,0,0,0.0421949,0.0578975,0.0486065,0.0276243,0.0288773,0,0.0586224,0.0361452,0.0400052,0.0657371,0.0660942,0.028284,0.0608318,0.061506,0.0310732,0.0449175,0,0.0550771,0,0.0341013,0.0140292,0.012383,0.0143209,0,0.0242612,0.050472,0.0398421,0,0,0.0243934,0,0,0.0228786,0.0692823,0.0107548,0.0269797,0.0334943,0.055686,0.0384889,0.0294529,0.0443128,0.0643076,0.054374,0.0295566,0.027072,0.0131632,0.0384987,0.0246721,0.0321125,0.0113663,0.0118589,0.0578273,0.0508872,0,0,0,0,0,0,0,0,0
68,0.0341063,0.0605631,0,0,0,0.0334308,0,0.0134122,0.0416201,0,0,0,0.0199863,0,0,0.0425021,0.057761,0.0499904,0.0281135,0.0285883,0,0.0587927,0.03622,0.040999,0.0664773,0.0665165,0.0284405,0.0609326,0.0614875,0.0312202,0.0453079,0,0.0568548,0,0.0343195,0.0140809,0.0124804,0.0155654,0,0.0243422,0.0509562,0.0397663,0,0,0.0245119,0,0,0.0228732,0.0691369,0.0105208,0.0272113,0.033321,0.0554884,0.0389089,0.0297626,0.0438791,0.0642537,0.0546458,0.0297602,0.0271948,0.0132234,0.0388881,0.0229249,0.0320483,0.0115026,0.0120647,0.0578351,0.0507493,0,0,0,0,0,0,0,0,0
69,0.0339599,0.0606759,0,0,0,0.0337191,0,0.0138108,0.0405994,0,0,0,0.0199985,0,0,0.0428083,0.0576869,0.0512077,0.0287514,0.0283202,0,0.0591174,0.0362789,0.0418372,0.0672944,0.0669402,0.028658,0.0611243,0.0615223,0.0313637,0.0456725,0,0.0588474,0,0.0345091,0.0141583,0.012589,0.016794,0,0.0244342,0.0514804,0.0397278,0,0,0.0247413,0,0,0.0228998,0.0690688,0.010298,0.0274372,0.0330721,0.0554542,0.0393694,0.0300903,0.0433649,0.064235,0.054942,0.029913,0.0273868,0.0134995,0.0392629,0.0213745,0.0318638,0.0116208,0.0123102,0.0577534,0.0505344,0,0,0,0,0,0,0,0,0
70,0.0338204,0.0606524,0,0,0,0.0340728,0,0.0141113,0.0398804,0,0,0,0.0199768,0,0,0.0430361,0.0577397,0.0524447,0.0294734,0.0281877,0,0.0596048,0.0363983,0.0427887,0.0681556,0.0673601,0.0288906,0.0615431,0.0617161,0.0316083,0.0460436,0,0.0609219,0,0.0346632,0.014151,0.0127687,0.0179243,0,0.0245349,0.0520746,0.0397164,0,0,0.0250121,0,0,0.0229416,0.0690455,0.0101323,0.0276279,0.0327368,0.0555121,0.0398255,0.0303721,0.0428597,0.0641884,0.0552325,0.0300657,0.0275965,0.0135946,0.039607,0.0199499,0.0316107,0.0117626,0.0125377,0.0577167,0.0503108,0,0,0,0,0,0,0,0,0
71,0.0336583,0.0605129,0,0,0,0.0345294,0,0.0143213,0.0393014,0,0,0,0.0198848,0,0,0.0431411,0.057878,0.0535764,0.0302147,0.0282051,0,0.060237,0.0365731,0.0438347,0.069075,0.067706,0.0290808,0.0620851,0.0621077,0.0319896,0.0465109,0,0.0628101,0,0.0348162,0.0141282,0.0129206,0.0189245,0,0.0246287,0.0527391,0.0397104,0,0,0.0252819,0,0,0.0229675,0.0690753,0.0101082,0.0277487,0.032327,0.0555653,0.0402186,0.0306414,0.0424755,0.0641026,0.0555302,0.0302256,0.0277451,0.0137465,0.039939,0.0186661,0.0313556,0.01187,0.0126686,0.0577632,0.0501009,0,0,0,0,0,0,0,0,0
