Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,LBL,LMR
72,0.0335128,0.0603079,0,0,0,0.035003,0,0.0144345,0.0389143,0,0,0,0.0197163,0,0,0.043074,0.0580492,0.0544113,0.0310837,0.0282663,0,0.0609873,0.0367065,0.044812,0.0700575,0.0679872,0.0292778,0.0628686,0.0626284,0.0324748,0.0471519,0,0.064199,0,0.0349846,0.0139801,0.0131311,0.0198865,0,0.0247172,0.0534398,0.0397245,0,0,0.025558,0,0,0.0229656,0.0691496,0.0102816,0.0277699,0.0319087,0.0555684,0.0405073,0.0309394,0.0420835,0.0640005,0.055819,0.0303699,0.0277865,0.0139676,0.0401807,0.0175362,0.0312221,0.0118981,0.0126998,0.0578671,0.0499018,0,0,0,0,0,0,0,0,0
73,0.0333958,0.0600716,0,0,0,0.0353241,0,0.0144651,0.0388633,0,0,0,0.019614,0,0,0.0430351,0.0582596,0.0549838,0.0319567,0.0282852,0,0.0617286,0.0368315,0.0456704,0.0710444,0.0681975,0.0294483,0.0636323,0.0631907,0.0330208,0.0478566,0,0.0650002,0,0.0351929,0.0139474,0.0132665,0.0210174,0,0.0246577,0.0541226,0.039795,0,0,0.0257482,0,0,0.0229697,0.0692083,0.0104707,0.027705,0.031612,0.0554888,0.040671,0.0311925,0.0417483,0.0639564,0.0560876,0.0304713,0.0277526,0.0142126,0.0402782,0.0163965,0.0311617,0.0119653,0.0126956,0.0580305,0.049721,0,0,0,0,0,0,0,0,0
74,0.033281,0.0598709,0,0,0,0.0355132,0,0.0144705,0.0389584,0,0,0,0.0195601,0,0,0.043002,0.0584431,0.0553584,0.0326931,0.028221,0,0.0624177,0.0370191,0.0465618,0.0719897,0.0683862,0.0296153,0.0642967,0.0637725,0.0335757,0.0484783,0,0.0653134,0,0.0354118,0.0139709,0.0133562,0.0220404,0,0.0246629,0.0548503,0.0398731,0,0,0.0258125,0,0,0.0229559,0.0692752,0.0106856,0.0276964,0.0313385,0.0553799,0.0407413,0.031377,0.0415083,0.0639383,0.0563393,0.0305491,0.0276692,0.0144287,0.0403203,0.0153893,0.0311587,0.0119839,0.0126342,0.0582651,0.0495443,0,0,0,0,0,0,0,0,0
75,0.0332749,0.0597104,0,0,0,0.0356338,0,0.0145037,0.0390402,0,0,0,0.0195001,0,0,0.0428398,0.0584206,0.055581,0.0333996,0.0280849,0,0.063034,0.0371751,0.0474389,0.0728476,0.0685966,0.0298652,0.064857,0.0643042,0.0340539,0.0489219,0,0.0652843,0,0.03561,0.0138951,0.0134286,0.022824,0,0.024706,0.0556866,0.0399374,0,0,0.0258149,0,0,0.0229084,0.0693765,0.0108843,0.0277604,0.0309819,0.0552626,0.0407909,0.0315137,0.0412954,0.0638816,0.0565852,0.0306735,0.0276223,0.0144656,0.0404322,0.0145782,0.0312022,0.0119255,0.0125659,0.0585796,0.0494063,0,0,0,0,0,0,0,0,0
76,0.0333678,0.0596582,0,0,0,0.035664,0,0.0145521,0.0390757,0,0,0,0.0194376,0,0,0.0426905,0.0584538,0.0557064,0.0340129,0.0279548,0,0.0635377,0.0374216,0.0482554,0.0737939,0.0688313,0.0301987,0.0652382,0.0646884,0.0344439,0.0492196,0,0.0648732,0,0.0357887,0.0139089,0.013431,0.023533,0,0.0247456,0.0565216,0.039971,0,0,0.0257437,0,0,0.0228494,0.0695054,0.0110697,0.0278606,0.0306744,0.0551038,0.04081,0.0316471,0.0410573,0.0637873,0.0568074,0.0307998,0.0276136,0.0144991,0.0405579,0.0137975,0.0313299,0.0117919,0.012588,0.0589518,0.0492891,0,0,0,0,0,0,0,0,0
77,0.0334189,0.0596865,0,0,0,0.0355148,0,0.0146233,0.0390134,0,0,0,0.0194143,0,0,0.0426143,0.0584674,0.055736,0.0345363,0.027877,0,0.0638665,0.0376088,0.0490416,0.0748458,0.0690291,0.0305244,0.065451,0.0649318,0.0347548,0.0493382,0,0.0641255,0,0.0359618,0.0140001,0.0133712,0.0242774,0,0.0248111,0.0573779,0.0400027,0,0,0.0256537,0,0,0.0227869,0.0696805,0.0112222,0.0280062,0.0304447,0.0548581,0.0408046,0.0317585,0.0407449,0.0636448,0.0570077,0.0309168,0.0276,0.0145911,0.0406617,0.0130362,0.0315309,0.01163,0.0125813,0.0593683,0.0491864,0,0,0,0,0,0,0,0,0
78,0.033333,0.0597776,0,0,0,0.035184,0,0.0147496,0.0389623,0,0,0,0.0193868,0,0,0.0424755,0.0584077,0.0555317,0.0350262,0.0277969,0,0.0640073,0.0377037,0.0499119,0.0759056,0.0692529,0.03085,0.0655352,0.0650558,0.0349385,0.0492823,0,0.0630441,0,0.0361147,0.0139757,0.0133536,0.0251281,0,0.0249393,0.0582264,0.0400319,0,0,0.0255082,0,0,0.0227417,0.0698985,0.0113531,0.0281724,0.0302729,0.0545475,0.0407643,0.0318677,0.0403115,0.0634589,0.0571842,0.0310775,0.0275397,0.0146781,0.0408405,0.0122682,0.0317146,0.0115328,0.012502,0.0597261,0.0490566,0,0,0,0,0,0,0,0,0
79,0.0331396,0.0599522,0,0,0,0.03472,0,0.0148655,0.0389304,0,0,0,0.0193359,0,0,0.0422933,0.0585827,0.0549905,0.0354345,0.0275777,0,0.0640014,0.0378113,0.0507817,0.0769836,0.0694954,0.0312527,0.0654835,0.0650696,0.0349579,0.0490277,0,0.06154,0,0.0362721,0.0139058,0.0133334,0.0260483,0,0.0250994,0.0590564,0.0400396,0,0,0.0253589,0,0,0.0227208,0.0700943,0.0115595,0.0283579,0.0301244,0.05421,0.0406376,0.0319394,0.0398064,0.0632698,0.0573324,0.0312615,0.0274415,0.0147,0.0411032,0.0115278,0.0319601,0.0114815,0.0123762,0.0599987,0.0489163,0,0,0,0,0,0,0,0,0
80,0.0332238,0.0602413,0,0,0,0.0341753,0,0.014974,0.0389928,0,0,0,0.0192499,0,0,0.042158,0.058982,0.0542274,0.035722,0.027151,0,0.0639079,0.0379485,0.05156,0.078007,0.0696908,0.0317662,0.0653658,0.0650615,0.0349024,0.0486635,0,0.0596659,0,0.0364559,0.0139115,0.0132828,0.0267603,0,0.0252161,0.0597778,0.0399793,0,0,0.0251687,0,0,0.0227302,0.0702867,0.0118388,0.028546,0.029978,0.0538012,0.0404425,0.0319419,0.0392912,0.0631196,0.0574241,0.0313778,0.0273691,0.0147672,0.0412899,0.0108468,0.032174,0.011389,0.01224,0.0602269,0.0487149,0,0,0,0,0,0,0,0,0
81,0.0332052,0.0605071,0,0,0,0.0335734,0,0.0150922,0.0390861,0,0,0,0.0191893,0,0,0.0421519,0.0594761,0.0532963,0.0359053,0.0265891,0,0.0637396,0.0380343,0.0522,0.0788723,0.0698186,0.0323278,0.0651605,0.0650142,0.0347812,0.0482128,0,0.057333,0,0.0366728,0.0139736,0.013242,0.0273083,0,0.0253394,0.0603723,0.0398999,0,0,0.0249766,0,0,0.0227485,0.0704567,0.0120702,0.0287167,0.0298983,0.0533902,0.0402227,0.0318844,0.0387317,0.0628735,0.0574573,0.0315381,0.0273397,0.0149177,0.0413525,0.0102694,0.0324075,0.0112939,0.0120852,0.0603224,0.0484991,0,0,0,0,0,0,0,0,0
82,0.0330799,0.0606871,0,0,0,0.0330415,0,0.0152141,0.0392454,0,0,0,0.019154,0,0,0.0421995,0.0599323,0.0522702,0.0359994,0.0259061,0,0.0635176,0.0380348,0.0526338,0.0795135,0.0698878,0.0328988,0.0648629,0.0649236,0.0346823,0.0475882,0,0.0545141,0,0.036931,0.0141195,0.0131315,0.0276121,0,0.0255078,0.0608933,0.0398418,0,0,0.0247816,0,0,0.0227405,0.0706292,0.0122697,0.0289114,0.0298822,0.0530541,0.0399779,0.031823,0.0381669,0.0625653,0.0574354,0.0317613,0.0273413,0.0151168,0.0414448,0.00982035,0.0326012,0.011239,0.011928,0.0602254,0.0482888,0,0,0,0,0,0,0,0,0
83,0.032941,0.060846,0,0,0,0.0325906,0,0.0153862,0.0395294,0,0,0,0.0191647,0,0,0.0423005,0.0603033,0.051025,0.036003,0.0251151,0,0.0632723,0.0378608,0.0529043,0.0800231,0.0698609,0.0333996,0.0644965,0.0648068,0.0345126,0.046825,0,0.0512455,0,0.0371778,0.0143072,0.0130223,0.0278722,0,0.0257256,0.0613364,0.0397927,0,0,0.0246297,0,0,0.0227183,0.0708432,0.0124362,0.0291054,0.029903,0.0527826,0.0397072,0.0317721,0.0376974,0.0622357,0.0573867,0.0320195,0.0273447,0.015343,0.0415765,0.00953383,0.0327586,0.0111671,0.0117803,0.0600136,0.0480941,0,0,0,0,0,0,0,0,0
84,0.0328112,0.0610406,0,0,0,0.0324104,0,0.0156318,0.0398433,0,0,0,0.0191175,0,0,0.0423497,0.0606618,0.0495973,0.0359473,0.0242736,0,0.0629911,0.0378396,0.0530811,0.08046,0.0696998,0.0337569,0.0639796,0.0646644,0.034236,0.0459582,0,0.0476087,0,0.0373753,0.0144201,0.0130005,0.0282559,0,0.0259615,0.0616455,0.0397759,0,0,0.0245439,0,0,0.0226757,0.0710471,0.0124436,0.029317,0.0300203,0.0525949,0.0394559,0.0317682,0.0372682,0.0618981,0.0573537,0.0321959,0.0273872,0.0154997,0.0416841,0.00921838,0.0328903,0.0110551,0.0116371,0.0597944,0.047893,0,0,0,0,0,0,0,0,0
85,0.0327086,0.0611985,0,0,0,0.0323658,0,0.015942,0.0402929,0,0,0,0.0190486,0,0,0.0423558,0.0609301,0.0479578,0.0359236,0.0233656,0,0.0626995,0.0378104,0.0531579,0.0807725,0.0694785,0.0341102,0.0633595,0.0645497,0.0340034,0.0449751,0,0.0435505,0,0.0375789,0.0144454,0.0130315,0.0284381,0,0.0262775,0.0619092,0.0397802,0,0,0.0244595,0,0,0.0226616,0.0713528,0.0124592,0.029514,0.0301123,0.0524783,0.03919,0.0318557,0.036754,0.0615997,0.0573722,0.0322996,0.0275155,0.0155832,0.0417917,0.00904646,0.0330329,0.010942,0.0115027,0.0596021,0.0477213,0,0,0,0,0,0,0,0,0
86,0.0325936,0.0613364,0,0,0,0.0327136,0,0.0162663,0.0407782,0,0,0,0.0189723,0,0,0.0423064,0.0611364,0.0462282,0.0358379,0.0224527,0,0.0624251,0.0377658,0.0532627,0.0807722,0.0692295,0.0344201,0.0629572,0.0645271,0.0339307,0.0440062,0,0.0391403,0,0.0377618,0.0144286,0.0130703,0.0284847,0,0.026484,0.0620179,0.0397983,0,0,0.024387,0,0,0.022597,0.0716896,0.0123667,0.0296964,0.0302264,0.0524439,0.0388788,0.0319439,0.0362588,0.0613433,0.0573524,0.0323632,0.0277366,0.015659,0.0418923,0.00894653,0.0331829,0.0108117,0.0113423,0.0594615,0.0475584,0,0,0,0,0,0,0,0,0
87,0.0324836,0.0615087,0,0,0,0.033533,0,0.0165849,0.0414322,0,0,0,0.018891,0,0,0.0422397,0.0611971,0.0444066,0.0358303,0.0215612,0,0.0621463,0.0377154,0.0534278,0.0805299,0.0689614,0.0347087,0.0628288,0.0647195,0.0340925,0.0431856,0,0.0345595,0,0.0379255,0.0144124,0.0130974,0.0283461,0,0.0266724,0.0619706,0.0397824,0,0,0.0242335,0,0,0.0225141,0.0720445,0.0122475,0.029824,0.0303975,0.0523791,0.0385258,0.0320191,0.0358098,0.0611464,0.0572248,0.0324175,0.0279351,0.015664,0.0419425,0.00895695,0.0333591,0.0107017,0.0111603,0.059396,0.047419,0,0,0,0,0,0,0,0,0
88,0.0324296,0.0616686,0,0,0,0.0346987,0,0.016988,0.0422362,0,0,0,0.0188327,0,0,0.0422017,0.06107,0.0425605,0.0359501,0.0207927,0,0.0619021,0.0376407,0.053181,0.0802025,0.0687405,0.0349691,0.0629791,0.0651932,0.0346079,0.0425802,0,0.0299231,0,0.0380841,0.0145402,0.0129806,0.0282678,0,0.0268109,0.0617842,0.0397151,0,0,0.0240185,0,0,0.0224727,0.0723323,0.0120332,0.0298974,0.0304971,0.0522622,0.0381653,0.0319306,0.0354634,0.0609634,0.0570168,0.0324941,0.0279844,0.0155999,0.0419926,0.00890143,0.0335847,0.0106178,0.0109358,0.0593626,0.047277,0,0,0,0,0,0,0,0,0
89,0.0324269,0.0618202,0,0,0,0.0356877,0,0.0177231,0.0434165,0,0,0,0.0188119,0,0,0.0421718,0.0605161,0.0408445,0.0363095,0.0201002,0,0.0617331,0.0374752,0.0527424,0.0796203,0.0686296,0.0354037,0.0633069,0.0659231,0.0355365,0.0420593,0,0.0259221,0,0.0382821,0.0146426,0.01287,0.0286546,0,0.0269662,0.0615148,0.0396365,0,0,0.0236919,0,0,0.0224469,0.0725453,0.0117609,0.0299164,0.0305227,0.0521678,0.0377046,0.031748,0.0352383,0.0607828,0.056989,0.0326167,0.027862,0.0154559,0.0420854,0.00858715,0.0339152,0.0105185,0.0106934,0.0593843,0.0470796,0,0,0,0,0,0,0,0,0
90,0.0324679,0.062032,0,0,0,0.0362969,0,0.0187419,0.0447261,0,0,0,0.0187749,0,0,0.0421362,0.0598144,0.0394609,0.0367318,0.0197265,0,0.0616279,0.0372028,0.0523181,0.0784566,0.0685122,0.0359291,0.063578,0.0667493,0.0365955,0.0413875,0,0.0230753,0,0.0384863,0.014709,0.01284,0.0291856,0,0.0271195,0.0612805,0.0396226,0,0,0.0233395,0,0,0.0223883,0.0726719,0.011669,0.030044,0.0305489,0.0520606,0.0370705,0.0317975,0.035033,0.0605982,0.0569412,0.0329038,0.0276174,0.0154105,0.0421313,0.00824293,0.0342892,0.0103658,0.010442,0.0594439,0.0468703,0,0,0,0,0,0,0,0,0
91,0.0325432,0.0622468,0,0,0,0.0360597,0,0.020112,0.0462556,0,0,0,0.0187118,0,0,0.0421043,0.0589448,0.0384447,0.0373528,0.0199438,0,0.0616079,0.0368746,0.0516518,0.0766864,0.0683538,0.0363832,0.0636128,0.0673727,0.0375589,0.0404996,0,0.0212668,0,0.0386875,0.014736,0.0128783,0.0299557,0,0.0272596,0.0609863,0.0396621,0,0,0.0229783,0,0,0.0223062,0.0729525,0.0116414,0.029983,0.0307884,0.0515671,0.0363612,0.0318811,0.0346299,0.0602674,0.056955,0.0332262,0.0274408,0.0153045,0.0421703,0.00785452,0.0346622,0.0102326,0.0101815,0.0595103,0.0466797,0,0,0,0,0,0,0,0,0
92,0.0326274,0.062397,0,0,0,0.0360631,0,0.0215048,0.0475539,0,0,0,0.0186295,0,0,0.0420139,0.0582573,0.0377146,0.03782,0.0207776,0,0.0616132,0.0365497,0.0506962,0.0747876,0.0680873,0.0364683,0.0634821,0.0676838,0.0383129,0.0396238,0,0.0195274,0,0.0388953,0.0147474,0.0129122,0.0306561,0,0.0273848,0.0607016,0.0397245,0,0,0.0226831,0,0,0.0222536,0.0733303,0.0116921,0.0298544,0.0312223,0.0509186,0.0357592,0.0318982,0.034088,0.0598076,0.0568101,0.0334608,0.0273706,0.0151746,0.0422158,0.00764672,0.0350093,0.010144,0.00992307,0.0595292,0.0465331,0,0,0,0,0,0,0,0,0
93,0.0327089,0.0624809,0,0,0,0.0351447,0,0.0231281,0.0488977,0,0,0,0.0184847,0,0,0.0419472,0.0573974,0.0378632,0.0383209,0.0223812,0,0.0615521,0.036268,0.0497005,0.0726486,0.0678516,0.0364062,0.0630437,0.0676485,0.0388757,0.0385889,0,0.0196573,0,0.0391685,0.0147603,0.0130152,0.0315189,0,0.0273559,0.0604856,0.0397911,0,0,0.0223435,0,0,0.0222268,0.0737768,0.0117705,0.0297367,0.0317306,0.0502506,0.0351917,0.0319422,0.0335812,0.0593717,0.0566637,0.0334523,0.02739,0.0151846,0.0422763,0.00744116,0.0353855,0.0101143,0.00968158,0.0595028,0.0464074,0,0,0,0,0,0,0,0,0
94,0.032768,0.0624899,0,0,0,0.0340704,0,0.0245549,0.0497545,0,0,0,0.0183851,0,0,0.0419501,0.0567535,0.0386274,0.0385322,0.0245538,0,0.0613705,0.0360474,0.0487385,0.070618,0.0675804,0.036056,0.0624407,0.0673248,0.0391956,0.0374982,0,0.0208151,0,0.0394639,0.0148393,0.0130652,0.0323394,0,0.0272867,0.0603446,0.0398905,0,0,0.0220638,0,0,0.0221542,0.0741616,0.0117643,0.0297129,0.0321323,0.049703,0.0347233,0.0319295,0.0331335,0.0589868,0.0564815,0.0332458,0.0274177,0.0153004,0.0423043,0.0074409,0.0357133,0.0100519,0.0094445,0.0594551,0.0463521,0,0,0,0,0,0,0,0,0
95,0.0327801,0.0624497,0,0,0,0.0332374,0,0.0256228,0.0501149,0,0,0,0.0183316,0,0,0.0419724,0.0564187,0.0397819,0.0384587,0.026813,0,0.0610503,0.0358177,0.0478581,0.0689075,0.0672995,0.0356585,0.061775,0.0668402,0.039279,0.0364562,0,0.022479,0,0.0397029,0.0149584,0.0130668,0.0331952,0,0.0272354,0.0602001,0.0399794,0,0,0.0218618,0,0,0.0221113,0.0745189,0.0115378,0.0297343,0.0323372,0.0492576,0.0343861,0.0317997,0.0327537,0.0586342,0.0562822,0.0330192,0.0274546,0.015512,0.0421309,0.00763478,0.0359599,0.00999992,0.00926458,0.0594494,0.0463809,0,0,0,0,0,0,0,0,0
96,0.0327244,0.0624079,0,0,0,0.0344378,0,0.0250349,0.0501056,0,0,0,0.0183173,0,0,0.0420163,0.0562777,0.0433365,0.0382058,0.0283451,0,0.0606232,0.0356131,0.0472634,0.0679339,0.0670888,0.0355067,0.0609415,0.0668029,0.0386113,0.0342588,0,0.0242308,0,0.0398705,0.0151132,0.0130219,0.0339462,0,0.0271163,0.0600373,0.0400487,0,0,0.0217169,0,0,0.0221215,0.0748647,0.0111058,0.0298069,0.0323769,0.0488794,0.0341515,0.0315704,0.0324349,0.0582728,0.056027,0.0327933,0.0273921,0.0154746,0.0419998,0.00792548,0.0361267,0.00999559,0.00911112,0.0594648,0.0464054,0,0,0,0,0,0,0,0,0
97,0.0325482,0.0626002,0,0,0,0.0344728,0,0.025444,0.0506407,0,0,0,0.0177461,0,0,0.0427389,0.0558367,0.0428503,0.0383715,0.0268209,0,0.059903,0.0356482,0.0464542,0.06769,0.067167,0.0354923,0.062062,0.0672305,0.0394809,0.0363792,0,0.0233934,0,0.0398434,0.0145918,0.0123387,0.0316529,0,0.0259611,0.0600227,0.0396623,0,0,0.0219091,0,0,0.0220693,0.0756461,0.010272,0.0295427,0.0333676,0.0476926,0.0341043,0.0318797,0.0312625,0.0575348,0.055965,0.0341181,0.0258011,0.015226,0.042745,0.00779641,0.0360105,0.0100084,0.00910115,0.0598805,0.046414,0,0,0,0,0,0,0,0,0
98,0.0324719,0.0625327,0,0,0,0.0346805,0,0.0256922,0.0507312,0,0,0,0.0179746,0,0,0.0426141,0.0556091,0.0432979,0.0384443,0.0268521,0,0.0594156,0.0355602,0.046331,0.0674573,0.0669806,0.0355278,0.0624118,0.0675293,0.0398104,0.036864,0,0.0230653,0,0.0397405,0.01481,0.0125386,0.0317391,0,0.0255276,0.0598743,0.039909,0,0,0.0214274,0,0,0.0222434,0.0760987,0.0100072,0.0295564,0.0339721,0.0476608,0.0340444,0.0321385,0.0307912,0.0572522,0.0560675,0.0347794,0.0254508,0.0152313,0.0428233,0.00832056,0.0363589,0.00985557,0.00898556,0.059743,0.0465001,0,0,0,0,0,0,0,0,0
99,0.0323743,0.0626649,0,0,0,0.0338772,0,0.0257517,0.0506283,0,0,0,0.0178821,0,0,0.0426129,0.055705,0.0428092,0.038834,0.0274802,0,0.0593917,0.0355907,0.0470661,0.0677498,0.0670547,0.0359415,0.0621771,0.0672828,0.039767,0.0367684,0,0.0232421,0,0.0399757,0.0149098,0.0125405,0.0323679,0,0.0249774,0.0602001,0.0397318,0,0,0.0212403,0,0,0.022068,0.0760808,0.00992455,0.0294571,0.0342062,0.0474452,0.0337205,0.0321651,0.0307213,0.0571974,0.0560313,0.0343708,0.0257183,0.0153634,0.0423858,0.00882529,0.0365248,0.00989838,0.00879229,0.0597223,0.0465471,0,0,0,0,0,0,0,0,0
100,0.0322707,0.0627264,0,0,0,0.0318367,0,0.0256853,0.0502042,0,0,0,0.0181821,0,0,0.042206,0.0558165,0.0421484,0.039069,0.0290142,0,0.059667,0.0355462,0.0484097,0.0681053,0.0671369,0.0363349,0.0614621,0.066795,0.0393747,0.0358655,0,0.0244108,0,0.0402839,0.0153582,0.0130194,0.0364335,0,0.0251906,0.060669,0.0398171,0,0,0.020848,0,0,0.0220546,0.0753968,0.0101111,0.0296528,0.0331945,0.0478007,0.0332699,0.0316424,0.0319126,0.0577068,0.0558251,0.0327095,0.0279284,0.0149126,0.0406559,0.010512,0.0368732,0.00995842,0.00846273,0.0594868,0.0465205,0,0,0,0,0,0,0,0,0
101,0.0321877,0.0627752,0,0,0,0.0303079,0,0.0258088,0.0501698,0,0,0,0.01806,0,0,0.0422552,0.0554792,0.0404954,0.039449,0.0275657,0,0.0597954,0.0356809,0.0492105,0.0691351,0.0673264,0.0363132,0.0618077,0.0667333,0.0395302,0.0369041,0,0.023431,0,0.0403322,0.0151946,0.0132949,0.036629,0,0.0243567,0.0608546,0.0396053,0,0,0.0207378,0,0,0.0221141,0.0753213,0.010027,0.0294386,0.033411,0.0473722,0.0330734,0.031531,0.0319941,0.0575215,0.0556521,0.0323198,0.0281428,0.0144121,0.0401921,0.0112343,0.0370706,0.00996106,0.00828691,0.0594683,0.0465286,0,0,0,0,0,0,0,0,0
102,0.0320382,0.0628147,0,0,0,0.0318299,0,0.0247155,0.049404,0,0,0,0.0177955,0,0,0.0424496,0.0554324,0.0384739,0.0393314,0.0247853,0,0.0600619,0.0357919,0.0497907,0.07078,0.0673527,0.0359113,0.0623986,0.0668848,0.0393182,0.0380594,0,0.0193137,0,0.0404199,0.0150879,0.0137145,0.0365264,0,0.0235251,0.0608608,0.0394534,0,0,0.0206567,0,0,0.0222381,0.0750287,0.0101501,0.0292069,0.0334633,0.0469775,0.0328661,0.030977,0.0321906,0.0572545,0.0551908,0.0312994,0.028316,0.0143809,0.0396003,0.011713,0.0371587,0.00998075,0.00819408,0.059364,0.046511,0,0,0,0,0,0,0,0,0
103,0.031875,0.0628741,0,0,0,0.0318811,0,0.0238473,0.0487644,0,0,0,0.0176543,0,0,0.0425803,0.0554911,0.0373771,0.0393795,0.0231975,0,0.0603099,0.0359422,0.050248,0.0717824,0.0673701,0.0352944,0.062592,0.0666852,0.0388253,0.0389781,0,0.0179569,0,0.0404591,0.0150919,0.0138578,0.0363619,0,0.0226619,0.0608628,0.0393151,0,0,0.0205822,0,0,0.0223129,0.0747431,0.0105301,0.0289175,0.0332648,0.0466367,0.0327706,0.0304836,0.0324452,0.0572712,0.0548732,0.0302928,0.0282815,0.0143639,0.0387745,0.0122383,0.0371513,0.0100116,0.00814896,0.0592349,0.0465149,0,0,0,0,0,0,0,0,0
104,0.0317668,0.062988,0,0,0,0.0305573,0,0.0232405,0.0486268,0,0,0,0.0176405,0,0,0.0426322,0.0553829,0.0365996,0.0398994,0.0225303,0,0.0605422,0.0361012,0.0503453,0.0721448,0.0673179,0.034632,0.0627874,0.0667075,0.0384623,0.0395577,0,0.0187687,0,0.0405132,0.015126,0.0138445,0.0361375,0,0.021801,0.0607944,0.0391607,0,0,0.0204747,0,0,0.0223457,0.0746885,0.0111133,0.0285854,0.0329794,0.0462273,0.0326131,0.0301624,0.0326583,0.0574301,0.0547828,0.0297633,0.027976,0.0142371,0.0380213,0.0130333,0.0372377,0.0100143,0.00803364,0.0593842,0.0465311,0,0,0,0,0,0,0,0,0
105,0.0317157,0.0631771,0,0,0,0.0293493,0,0.0224226,0.0486835,0,0,0,0.0176582,0,0,0.042661,0.055313,0.0350333,0.0404657,0.0222017,0,0.0607175,0.0362054,0.0495073,0.0721673,0.0669716,0.0337141,0.063093,0.0670982,0.0381869,0.0396055,0,0.0185889,0,0.0405959,0.0150936,0.0138891,0.0359456,0,0.0209628,0.0605752,0.03898,0,0,0.0203255,0,0,0.0223612,0.0746026,0.0118377,0.0282969,0.0328211,0.0456573,0.0323142,0.029832,0.032823,0.0575593,0.0546292,0.0293772,0.0277163,0.0140877,0.0373572,0.0142065,0.0374295,0.0099659,0.00784509,0.059579,0.0466515,0,0,0,0,0,0,0,0,0
106,0.0316389,0.063378,0,0,0,0.0283379,0,0.0217875,0.0487485,0,0,0,0.0176556,0,0,0.0426302,0.0553267,0.0332488,0.0407624,0.0226813,0,0.060948,0.0363158,0.0481021,0.0718565,0.0662979,0.0321122,0.0628854,0.0672276,0.0376175,0.0387624,0,0.0175958,0,0.0406969,0.0149981,0.0139748,0.0357935,0,0.0201746,0.060163,0.0387816,0,0,0.0201134,0,0,0.0224363,0.0745315,0.0126267,0.0281283,0.0329375,0.0450781,0.0319275,0.0294565,0.0329436,0.0576035,0.0542539,0.0291736,0.0275671,0.0140333,0.0367294,0.015783,0.0377295,0.0100061,0.00764385,0.0596534,0.0469042,0,0,0,0,0,0,0,0,0
107,0.0314879,0.0635077,0,0,0,0.0281316,0,0.0213309,0.0485516,0,0,0,0.0175818,0,0,0.0426169,0.0554662,0.0315976,0.0405278,0.0240929,0,0.0613348,0.0364708,0.0468035,0.0715717,0.0655998,0.0303278,0.0621262,0.0667565,0.0366963,0.0377001,0,0.0163033,0,0.0407262,0.0149994,0.0140422,0.0357227,0,0.0193842,0.0595657,0.0385899,0,0,0.019837,0,0,0.02257,0.0744199,0.0135719,0.0280516,0.0332752,0.0447508,0.0316348,0.0290349,0.0331541,0.0575964,0.0537426,0.0285186,0.0274998,0.0140631,0.0361265,0.0178334,0.0380049,0.0100945,0.00752143,0.0595935,0.0472959,0,0,0,0,0,0,0,0,0
108,0.0313457,0.0635203,0,0,0,0.0286392,0,0.0205405,0.0476742,0,0,0,0.0174352,0,0,0.0426503,0.0559041,0.0301006,0.0397136,0.0253939,0,0.0615273,0.0366904,0.045901,0.0716546,0.0650532,0.0286583,0.0614607,0.0660692,0.035728,0.0374576,0,0.0153736,0,0.0406542,0.0149489,0.0142478,0.0354083,0,0.018447,0.0588041,0.0384399,0,0,0.0195889,0,0,0.022734,0.0741824,0.0149274,0.0278188,0.033546,0.0448511,0.0315471,0.0282979,0.0335021,0.0576703,0.0532202,0.0278953,0.0272047,0.0140795,0.0352594,0.0205507,0.0381506,0.0101724,0.00754049,0.0594054,0.0478818,0,0,0,0,0,0,0,0,0
109,0.0313091,0.0633821,0,0,0,0.02855,0,0.0197065,0.0465381,0,0,0,0.0173755,0,0,0.0425975,0.0563122,0.0295778,0.0388999,0.0253495,0,0.0613798,0.0370392,0.0451988,0.0715132,0.0645646,0.0274218,0.0612359,0.0656239,0.0350374,0.0379475,0,0.015992,0,0.0404416,0.0147808,0.0143725,0.0350623,0,0.01771,0.0579456,0.0383066,0,0,0.0195069,0,0,0.0228237,0.073878,0.016623,0.0272972,0.0335289,0.0453765,0.0316711,0.0274437,0.0338907,0.0579947,0.0528837,0.0274969,0.0265573,0.0140563,0.0341318,0.023982,0.0380781,0.0101829,0.00760257,0.0592026,0.0485966,0,0,0,0,0,0,0,0,0
