Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LHEE,LBR
206,0.028417,0.0647192,0,0,0,0.0308256,0,0.0244653,0.0489218,0,0,0,0.0203865,0,0,0.0423535,0.0570642,0.0401706,0.0304315,0,0,0.062926,0.0322965,0.0487974,0.068538,0.0662655,0.0351981,0.0626275,0.0674673,0.0403247,0.037409,0,0.0292605,0,0.0363815,0.0154733,0.0101405,0.0323018,0,0.025903,0.0586812,0.0424035,0,0,0.0196256,0,0,0.0236254,0.0757685,0.0120426,0.0248835,0.0340649,0.048065,0.0350909,0.0297571,0.0345942,0.0576081,0.0552584,0.032845,0.026787,0.0146769,0.0423525,0.00928749,0.0367767,0.0113565,0.00929576,0.0609865,0.0425035,0,0,0,0,0,0,0,0,0.0419548,0
207,0.0283776,0.0647192,0,0,0,0.0309047,0,0.0238666,0.0487067,0,0,0,0.0189974,0,0,0.0427955,0.056545,0.040411,0.0289533,0,0,0.0630505,0.032119,0.0489888,0.0693457,0.0664004,0.035037,0.063064,0.0676767,0.0403275,0.038234,0,0.0272725,0,0.0366086,0.0140613,0.0131181,0.0324663,0,0.0249007,0.0584681,0.042404,0,0,0.0200733,0,0,0.0233475,0.0755529,0.0120163,0.024478,0.0342438,0.0479991,0.0349825,0.0294416,0.0350486,0.0576538,0.0550409,0.03223,0.0268559,0.0151409,0.0417515,0.00975305,0.036738,0.0111864,0.00827215,0.0609549,0.0424409,0,0,0,0,0,0,0,0,0.040588,0
208,0.0283173,0.0647478,0,0,0,0.0309097,0,0.0234571,0.0483299,0,0,0,0.0189463,0,0,0.0429087,0.0561377,0.0406616,0.027331,0,0,0.063341,0.0324197,0.0492178,0.0703233,0.0665432,0.034755,0.063407,0.067841,0.0401456,0.0388853,0,0.0255341,0,0.0366236,0.0140766,0.0131717,0.0321944,0,0.0239987,0.0581101,0.0423049,0,0,0.0199788,0,0,0.0233447,0.0753751,0.0122676,0.0243594,0.0342469,0.0477523,0.0347895,0.0292106,0.0353327,0.05771,0.054783,0.0315962,0.0266552,0.0158016,0.0411335,0.0102358,0.0367931,0.0111468,0.00820597,0.0609315,0.0425136,0,0,0,0,0,0,0,0,0.0399835,0
209,0.0283292,0.0647396,0,0,0,0.0303566,0,0.0236464,0.047924,0,0,0,0.0188826,0,0,0.0429917,0.055758,0.0409378,0.0260033,0,0,0.0636803,0.0327424,0.0494823,0.0711249,0.0665814,0.0343922,0.0636338,0.0677841,0.0399048,0.0394219,0,0.0241502,0,0.0366561,0.0140962,0.0132045,0.0318529,0,0.0231973,0.0576096,0.0422179,0,0,0.0199327,0,0,0.0233394,0.0752509,0.0127877,0.0246102,0.034161,0.0476443,0.0346351,0.0290129,0.0355343,0.0577632,0.0545624,0.0309349,0.026648,0.0162577,0.0404339,0.0110753,0.0368655,0.0111245,0.00823691,0.060872,0.0426305,0,0,0,0,0,0,0,0,0.0395282,0
210,0.0283501,0.0648013,0,0,0,0.0285565,0,0.024078,0.047851,0,0,0,0.0188366,0,0,0.0430593,0.0553,0.041518,0.0254257,0,0,0.0639218,0.0330208,0.0496902,0.0713883,0.0665803,0.0341002,0.0636073,0.0675929,0.039517,0.0396523,0,0.024623,0,0.0366915,0.0141014,0.0132659,0.0313761,0,0.0224179,0.0571829,0.0421386,0,0,0.0198788,0,0,0.0232955,0.0752134,0.0135259,0.0244632,0.0339424,0.0476973,0.0345324,0.0289259,0.0355912,0.0578669,0.0543773,0.0302764,0.0266278,0.0164486,0.039524,0.0121737,0.0369389,0.0111217,0.00835666,0.0608631,0.0426884,0,0,0,0,0,0,0,0,0.0389782,0
211,0.0283682,0.0649357,0,0,0,0.0266326,0,0.0236966,0.0480226,0,0,0,0.0188132,0,0,0.0430612,0.0548639,0.0421991,0.0249793,0,0,0.0641746,0.0332063,0.0496551,0.0713498,0.0663916,0.0335941,0.0635593,0.0676553,0.0391073,0.039575,0,0.0252425,0,0.0367014,0.0140735,0.0133503,0.0310311,0,0.0215752,0.0567104,0.0420527,0,0,0.0197308,0,0,0.0232632,0.0751941,0.0141799,0.0241459,0.0339126,0.0476508,0.0343826,0.0287455,0.0356842,0.0579602,0.0540576,0.0296301,0.0265756,0.0164143,0.0385177,0.013412,0.0370051,0.0111271,0.00833911,0.0609288,0.0427746,0,0,0,0,0,0,0,0,0.0378216,0
212,0.0284008,0.0650463,0,0,0,0.0250936,0,0.0230321,0.048428,0,0,0,0.0188044,0,0,0.0430463,0.0545047,0.0428729,0.024933,0,0,0.064591,0.0333998,0.0491488,0.0709601,0.0659416,0.0326531,0.0633791,0.0678216,0.0388181,0.0389943,0,0.0252522,0,0.0367072,0.0140431,0.0134236,0.030808,0,0.0206737,0.0560524,0.0420209,0,0,0.0195133,0,0,0.0232558,0.0752174,0.014913,0.0239653,0.0340496,0.047296,0.0341291,0.0284085,0.0358686,0.0580405,0.0537324,0.0289691,0.0264737,0.0159708,0.0376171,0.0149207,0.0371344,0.011126,0.00817618,0.0609344,0.0430386,0,0,0,0,0,0,0,0,0.0364037,0
213,0.028311,0.0651481,0,0,0,0.0253421,0,0.0224442,0.048683,0,0,0,0.0188765,0,0,0.0430056,0.0543914,0.0431988,0.0251279,0,0,0.0652738,0.0336713,0.0482607,0.070671,0.0652895,0.031216,0.0631471,0.0679131,0.0384625,0.0382932,0,0.0236432,0,0.0367087,0.0142302,0.0131098,0.0306169,0,0.0196839,0.0550887,0.0419346,0,0,0.0192987,0,0,0.0232782,0.0752362,0.0158271,0.0239185,0.0344453,0.0470913,0.0337647,0.0278103,0.0361638,0.0580721,0.0532218,0.0284542,0.0264044,0.0149668,0.0370703,0.0167552,0.0373071,0.0111347,0.00797756,0.0609148,0.0435031,0,0,0,0,0,0,0,0,0.0347743,0
214,0.0281995,0.0650191,0,0,0,0.037388,0,0.0198584,0.0467945,0,0,0,0.018914,0,0,0.043029,0.056246,0.0406714,0.0261147,0,0,0.065121,0.0339497,0.0470462,0.0747035,0.0649742,0.0276014,0.0632677,0.0672919,0.0364657,0.0397684,0,0.00847434,0,0.0364958,0.0142119,0.0130668,0.0297691,0,0.0189777,0.0540354,0.0418354,0,0,0.0194752,0,0,0.0233753,0.0749535,0.0165581,0.0237842,0.0346579,0.0474036,0.0344569,0.0268327,0.0363728,0.0581061,0.0524227,0.0282455,0.0262282,0.0134046,0.0363594,0.0195243,0.0369268,0.0112448,0.00827915,0.0606816,0.0445236,0,0,0,0,0,0,0,0,0.0289555,0
215,0.0281662,0.0649296,0,0,0,0.0376899,0,0.0191816,0.0466578,0,0,0,0.0188419,0,0,0.0431278,0.0567029,0.0402576,0.0268635,0,0,0.0653831,0.0343394,0.0460116,0.0743562,0.064475,0.026201,0.0631919,0.0670135,0.036024,0.0400586,0,0.00833422,0,0.0364082,0.0140609,0.0133731,0.029409,0,0.0181543,0.0533358,0.0416711,0,0,0.0194209,0,0,0.0233977,0.0747627,0.0176026,0.0236335,0.034726,0.0474786,0.0344776,0.0263583,0.0365994,0.0584493,0.0521142,0.0278985,0.0258008,0.0127125,0.0353688,0.0232104,0.0369169,0.0112492,0.00828299,0.0606292,0.0452853,0,0,0,0,0,0,0,0,0.0279884,0
216,0.0281681,0.0649473,0,0,0,0.0279859,0,0.0214077,0.048566,0,0,0,0.0188266,0,0,0.0431902,0.055084,0.0424781,0.025135,0,0,0.0663469,0.0349077,0.0455034,0.0695841,0.0635022,0.0272448,0.0632506,0.0676354,0.0374992,0.0387166,0,0.020957,0,0.0363874,0.0141259,0.013335,0.0296096,0,0.017164,0.0524076,0.0414545,0,0,0.0190722,0,0,0.0233229,0.074752,0.0194163,0.0235836,0.0348702,0.0475491,0.0335468,0.026403,0.0371093,0.0591021,0.0520167,0.0274772,0.0249587,0.0125217,0.0342928,0.0275687,0.0374217,0.0111336,0.00791413,0.0608091,0.045505,0,0,0,0,0,0,0,0,0.032446,0
217,0.0283218,0.06446,0,0,0,0.0393705,0,0.0171622,0.0453529,0,0,0,0.0186985,0,0,0.0434499,0.0576069,0.0391735,0.0276823,0,0,0.0653566,0.0356566,0.0441922,0.0730847,0.0632395,0.024256,0.0630495,0.066143,0.034637,0.0411357,0,0.00856649,0,0.0358592,0.0138505,0.013906,0.0293265,0,0.0165549,0.0515966,0.0414356,0,0,0.0195677,0,0,0.0235376,0.0736791,0.0214244,0.0228175,0.0349624,0.0488976,0.0348804,0.0261291,0.0379399,0.059824,0.0517016,0.02742,0.0237794,0.0122791,0.0331873,0.0330316,0.0365441,0.0113876,0.00876109,0.0603918,0.0467652,0,0,0,0,0,0,0,0,0.0273326,0
218,0.0285241,0.0640539,0,0,0,0.0404148,0,0.0163216,0.0442393,0,0,0,0.0186575,0,0,0.0436551,0.0579545,0.0386617,0.0287926,0,0,0.0652121,0.0365347,0.0434462,0.072443,0.0627582,0.0238207,0.0627185,0.065468,0.0337826,0.0413035,0,0.00867089,0,0.0355308,0.0137507,0.0141847,0.0293953,0,0.0159686,0.0505281,0.0413688,0,0,0.0199017,0,0,0.0235998,0.0728873,0.0241863,0.0222095,0.0346086,0.0500001,0.035403,0.0260896,0.0389417,0.0608702,0.0518492,0.0270265,0.0224949,0.0119687,0.031865,0.0388215,0.0360934,0.0115059,0.00907452,0.0601104,0.0473645,0,0,0,0,0,0,0,0,0.0274209,0
219,0.0286531,0.0636718,0,0,0,0.0405919,0,0.0159534,0.0432947,0,0,0,0.0187504,0,0,0.0439085,0.0579941,0.0387543,0.0294717,0,0,0.0655016,0.0374016,0.0429696,0.0718746,0.0624514,0.023423,0.0622277,0.0648593,0.0331267,0.0411972,0,0.0088943,0,0.0350899,0.013608,0.0145189,0.0289158,0,0.015344,0.0493522,0.0413031,0,0,0.020338,0,0,0.0235267,0.0723271,0.0274993,0.0213955,0.0340498,0.0511853,0.0359166,0.0259759,0.0400649,0.0621398,0.0524345,0.026112,0.0213898,0.0117538,0.0306789,0.0447949,0.0355468,0.0115437,0.00951454,0.0598213,0.047852,0,0,0,0,0,0,0,0,0.027328,0
220,0.028756,0.0632234,0,0,0,0.0401509,0,0.0159123,0.0424963,0,0,0,0.0189804,0,0,0.0442942,0.0579586,0.039172,0.0295255,0,0,0.0661021,0.0383195,0.0427107,0.0713004,0.0622544,0.0227713,0.0619341,0.064587,0.0328946,0.0410781,0,0.00912242,0,0.0346202,0.0135082,0.0149806,0.028732,0,0.0147143,0.0484685,0.0411498,0,0,0.0209016,0,0,0.0235011,0.0719479,0.0300507,0.0206384,0.0332956,0.0525924,0.0366045,0.026623,0.0414001,0.0636371,0.0532922,0.0253204,0.0205425,0.0117086,0.0294469,0.0501516,0.0349155,0.0117133,0.00997789,0.0595239,0.0482898,0,0,0,0,0,0,0,0,0.0268815,0
221,0.0288696,0.0627202,0,0,0,0.0395829,0,0.0159357,0.0418908,0,0,0,0.0193444,0,0,0.0445916,0.0578163,0.0399433,0.0293427,0,0,0.0668051,0.0393364,0.0424934,0.0706783,0.0621163,0.0221986,0.0619146,0.0647114,0.0330719,0.0409942,0,0.0094104,0,0.034209,0.0133824,0.0154597,0.0278152,0,0.0143576,0.047849,0.0409856,0,0,0.021515,0,0,0.0234693,0.0716135,0.0326091,0.0199795,0.0324711,0.0541347,0.0372857,0.0277911,0.0428295,0.0653633,0.0543771,0.0242503,0.0199098,0.0116233,0.0284099,0.055083,0.0342554,0.0117688,0.0104722,0.0591495,0.0486589,0,0,0,0,0,0,0,0,0.0260889,0
222,0.0289212,0.0624048,0,0,0,0.0388719,0,0.0161112,0.0418311,0,0,0,0.0204895,0,0,0.0445406,0.0574406,0.0411151,0.0291808,0,0,0.0676661,0.0405608,0.0421771,0.0697983,0.0619237,0.021608,0.0623041,0.0651824,0.0336088,0.0408918,0,0.00975508,0,0.033631,0.0138237,0.014611,0.0263752,0,0.0146505,0.0473455,0.0407225,0,0,0.0222782,0,0,0.0232699,0.0715315,0.0353252,0.0190353,0.0315187,0.054766,0.0378159,0.0294356,0.0442016,0.067174,0.0559322,0.0231835,0.0195274,0.0110789,0.027713,0.0595928,0.0336763,0.0116559,0.0107295,0.0588132,0.048887,0,0,0,0,0,0,0,0,0.0252117,0
223,0.0290876,0.0620436,0,0,0,0.0381952,0,0.0163001,0.0422918,0,0,0,0.0207487,0,0,0.0447069,0.05704,0.0421893,0.029365,0,0,0.0684198,0.0413836,0.0416348,0.0688846,0.0615019,0.0212122,0.0628645,0.0658552,0.0342586,0.0409132,0,0.0103384,0,0.0334184,0.0135927,0.0153154,0.025713,0,0.0152032,0.0470374,0.0405595,0,0,0.0227615,0,0,0.0233575,0.0713569,0.0372219,0.0181167,0.0308027,0.0554099,0.0381643,0.0312615,0.0457422,0.0690064,0.0575318,0.0225925,0.0193685,0.0104226,0.0271868,0.0633645,0.0332749,0.0118333,0.011015,0.0584189,0.0491035,0,0,0,0,0,0,0,0,0.0245979,0
224,0.0292165,0.0617715,0,0,0,0.0371862,0,0.0166898,0.0434136,0,0,0,0.0210396,0,0,0.0447844,0.056628,0.0431436,0.0294375,0,0,0.069009,0.0421375,0.0409787,0.0679373,0.0609639,0.0210656,0.0632862,0.0664643,0.0349427,0.0408347,0,0.0109468,0,0.0333141,0.0134823,0.0157792,0.024822,0,0.0160954,0.046688,0.0405416,0,0,0.023144,0,0,0.0233889,0.0711874,0.0392799,0.0172726,0.0303653,0.0559743,0.0382623,0.032941,0.0472855,0.0706105,0.0588219,0.022383,0.0192237,0.0099331,0.02657,0.0673372,0.0330256,0.0118931,0.0111296,0.0581039,0.0493242,0,0,0,0,0,0,0,0,0.02431,0
225,0.0294034,0.0615874,0,0,0,0.0362597,0,0.0171258,0.044867,0,0,0,0.0212835,0,0,0.0447927,0.0563672,0.043712,0.0293839,0,0,0.0691514,0.0427306,0.0402827,0.0670808,0.0604058,0.0210801,0.0634898,0.0668231,0.0353566,0.0406792,0,0.0113451,0,0.0333438,0.0133717,0.0160652,0.0250443,0,0.0175151,0.0462793,0.0405516,0,0,0.0232902,0,0,0.0233442,0.0710128,0.0417996,0.0166127,0.0302887,0.0566734,0.0382237,0.0341471,0.0486093,0.0717435,0.0595583,0.0221416,0.0189707,0.00952816,0.0268192,0.072039,0.0328626,0.0118586,0.0111452,0.0578696,0.0496226,0,0,0,0,0,0,0,0,0.0242195,0
226,0.0294596,0.0615017,0,0,0,0.0347758,0,0.01673,0.0466887,0,0,0,0.0217161,0,0,0.0443727,0.0560521,0.0431041,0.0295652,0,0,0.068307,0.042654,0.0392424,0.0660303,0.0595417,0.0206236,0.0640576,0.0674388,0.0361719,0.0410104,0,0.0122631,0,0.0329571,0.0137401,0.0163045,0.0215267,0,0.0241263,0.0449076,0.0411312,0,0,0.0227738,0,0,0.0238753,0.0704859,0.0504373,0.016806,0.0303821,0.0581149,0.0385113,0.0351426,0.0509569,0.0738968,0.0605685,0.018191,0.0229655,0.0106033,0.024348,0.0663883,0.0329648,0.0113745,0.0113454,0.0576538,0.0496094,0,0,0,0,0,0,0,0,0.0235513,0
227,0.0296434,0.0615553,0,0,0,0.0347865,0,0.0171032,0.0482701,0,0,0,0.0218238,0,0,0.0441795,0.0556756,0.0431542,0.0291282,0,0,0.0678655,0.0428327,0.038697,0.0653041,0.0592107,0.0208141,0.0639185,0.0674084,0.0361885,0.0408606,0,0.0118125,0,0.0329147,0.0137375,0.0161675,0.022211,0,0.0263634,0.0442247,0.0412252,0,0,0.0225252,0,0,0.0240582,0.0704774,0.0540236,0.0166491,0.0304549,0.05869,0.0383963,0.03519,0.0515328,0.0742854,0.0605313,0.0180395,0.0231205,0.0108555,0.024287,0.0695438,0.0331675,0.0113778,0.0114396,0.0576074,0.0497717,0,0,0,0,0,0,0,0,0.0236014,0
228,0.0296228,0.0617122,0,0,0,0.0353334,0,0.0172599,0.0495007,0,0,0,0.0216739,0,0,0.0440652,0.0554375,0.0430242,0.0288582,0,0,0.0672456,0.0426915,0.0381509,0.0645397,0.0588773,0.0210948,0.0638833,0.0674295,0.0362128,0.0406419,0,0.0111073,0,0.0330015,0.0137684,0.0160344,0.0231854,0,0.0267731,0.0434455,0.0413323,0,0,0.0223009,0,0,0.0242197,0.0705942,0.0558946,0.0164065,0.0309278,0.0588262,0.0382405,0.0351226,0.0519054,0.0745062,0.0603814,0.0182522,0.0230018,0.0111654,0.024028,0.0711361,0.0334323,0.0114042,0.0114105,0.0576172,0.0499752,0,0,0,0,0,0,0,0,0.0235905,0
229,0.0294329,0.0618614,0,0,0,0.0361388,0,0.0173459,0.0506895,0,0,0,0.0214272,0,0,0.0440072,0.0552821,0.0429848,0.0286183,0,0,0.0664787,0.04249,0.0376537,0.0640226,0.0585652,0.0214745,0.0638945,0.0675109,0.0363603,0.0405453,0,0.010248,0,0.0330916,0.0138427,0.0158056,0.0236695,0,0.0265714,0.0427252,0.0414718,0,0,0.0220609,0,0,0.024334,0.0709748,0.0563003,0.0161608,0.0318441,0.0585568,0.0380923,0.0351457,0.0522859,0.074745,0.0602961,0.0187738,0.0226809,0.0111769,0.0240267,0.071527,0.0336493,0.0114114,0.0113531,0.0576544,0.0500159,0,0,0,0,0,0,0,0,0.0234593,0
230,0.02947,0.0620888,0,0,0,0.037128,0,0.0173437,0.051846,0,0,0,0.0211711,0,0,0.0440018,0.0552457,0.0429563,0.0284566,0,0,0.0656542,0.0420966,0.0372478,0.0634641,0.0583346,0.021865,0.0639311,0.0676463,0.0366331,0.040301,0,0.00933264,0,0.0330691,0.0139408,0.0155204,0.0236262,0,0.0264773,0.0420538,0.0416482,0,0,0.0220392,0,0,0.0243152,0.0715653,0.0558421,0.0159284,0.0328776,0.058236,0.0379855,0.0352646,0.0527028,0.0750041,0.0602887,0.0193728,0.022054,0.0108177,0.0244567,0.0713604,0.03376,0.0111829,0.0111221,0.0577751,0.0498867,0,0,0,0,0,0,0,0,0.0230798,0
231,0.0295431,0.0622374,0,0,0,0.0380629,0,0.0173557,0.0530357,0,0,0,0.0210684,0,0,0.0440302,0.0552342,0.0430972,0.0282541,0,0,0.0649402,0.0416575,0.0368789,0.0627691,0.0582262,0.0222906,0.0639718,0.0677669,0.0369126,0.0400869,0,0.00856079,0,0.0329463,0.0142094,0.0148924,0.0232624,0,0.026558,0.0414789,0.0417439,0,0,0.0216299,0,0,0.0245165,0.0722277,0.0548954,0.0157438,0.0336752,0.0578842,0.0378648,0.0354525,0.0530055,0.0752517,0.0603361,0.0200561,0.0214109,0.0103761,0.0251203,0.0706536,0.033958,0.0112275,0.0112938,0.0578544,0.0497339,0,0,0,0,0,0,0,0,0.0225476,0
232,0.0294911,0.0622902,0,0,0,0.0388271,0,0.0174696,0.0542471,0,0,0,0.0204437,0,0,0.0443562,0.0551959,0.0433483,0.0279986,0,0,0.0643903,0.0408974,0.036461,0.0619449,0.0581702,0.0227737,0.0640145,0.067937,0.037259,0.0399243,0,0.00794497,0,0.0329716,0.0138231,0.015582,0.0226405,0,0.0265935,0.0410096,0.041881,0,0,0.0217295,0,0,0.0244251,0.0728589,0.0537113,0.0155586,0.0340897,0.0575284,0.0378596,0.0356802,0.0532838,0.0754769,0.0604267,0.0206135,0.0210433,0.0100871,0.0255508,0.0694068,0.0339791,0.0112188,0.0111806,0.0579013,0.0496038,0,0,0,0,0,0,0,0,0.0220073,0
233,0.0294344,0.0622727,0,0,0,0.039617,0,0.0175669,0.0553227,0,0,0,0.0203209,0,0,0.0445184,0.055136,0.0435368,0.0278377,0,0,0.0640738,0.0403611,0.0359156,0.0610766,0.0581076,0.0232523,0.064059,0.0680795,0.0376066,0.0398049,0,0.00759211,0,0.0328154,0.0138626,0.0154288,0.021889,0,0.0265926,0.0406094,0.0419287,0,0,0.0217078,0,0,0.0244297,0.0733502,0.0523577,0.0152396,0.0341368,0.0570876,0.0378987,0.0358406,0.0534013,0.0756577,0.0604729,0.0205053,0.0209738,0.00988033,0.0257827,0.0679296,0.0339147,0.0112406,0.0112611,0.0578907,0.0494934,0,0,0,0,0,0,0,0,0.021448,0
234,0.0292792,0.062132,0,0,0,0.0401629,0,0.0177945,0.0564089,0,0,0,0.0202422,0,0,0.0446456,0.0549577,0.0436899,0.0276591,0,0,0.0639005,0.0400222,0.035284,0.0601009,0.0580166,0.0236608,0.0640396,0.0681747,0.0377927,0.0395862,0,0.00735867,0,0.0325939,0.0139443,0.0152624,0.0211384,0,0.0266516,0.040352,0.0419443,0,0,0.0217087,0,0,0.0244429,0.073696,0.0508771,0.0148996,0.0338433,0.0567725,0.0379767,0.0359667,0.0534261,0.0757392,0.0605203,0.0201525,0.0211679,0.00974182,0.0258841,0.0663014,0.0337964,0.0112643,0.0113807,0.0578255,0.0493368,0,0,0,0,0,0,0,0,0.0209418,0
235,0.0290006,0.0619278,0,0,0,0.0407248,0,0.0180149,0.0573293,0,0,0,0.0202481,0,0,0.0447327,0.0546825,0.0437375,0.0275724,0,0,0.0638072,0.0398437,0.0345763,0.059158,0.0578831,0.0236966,0.063989,0.0682182,0.037972,0.0394033,0,0.00731973,0,0.0323235,0.0139962,0.0151218,0.0204632,0,0.0266587,0.0403413,0.0419313,0,0,0.0217468,0,0,0.0244566,0.0738324,0.0495422,0.0147565,0.0333284,0.057107,0.0380296,0.0360924,0.0535545,0.0756083,0.0605424,0.0198701,0.0214599,0.0096489,0.0258385,0.0647584,0.0337296,0.0112367,0.0115532,0.0577591,0.0491817,0,0,0,0,0,0,0,0,0.0205052,0
236,0.0286808,0.0617155,0,0,0,0.0412641,0,0.0182349,0.0581582,0,0,0,0.0203475,0,0,0.0448442,0.0542605,0.0437527,0.0275352,0,0,0.0637826,0.0398913,0.0338509,0.0582574,0.0577854,0.0236302,0.0639214,0.0682407,0.0381478,0.0391818,0,0.0074118,0,0.032059,0.0141155,0.014948,0.0199034,0,0.0266396,0.0404648,0.0418852,0,0,0.0217826,0,0,0.0244187,0.073977,0.0484099,0.0147276,0.032901,0.0575163,0.037957,0.0361778,0.0538394,0.0755045,0.0605117,0.0197548,0.0217805,0.00952687,0.0257674,0.0633192,0.0336505,0.0112198,0.0116443,0.0576216,0.0491054,0,0,0,0,0,0,0,0,0.0201392,0
237,0.0285916,0.0615454,0,0,0,0.0417965,0,0.018405,0.0589411,0,0,0,0.0205334,0,0,0.0449411,0.053924,0.0436732,0.0275648,0,0,0.0638139,0.0401387,0.0331411,0.0574438,0.057692,0.0237429,0.0638596,0.0682355,0.0383111,0.0389706,0,0.0075875,0,0.0318896,0.0142301,0.0147724,0.0195338,0,0.0266001,0.0405965,0.0418132,0,0,0.021749,0,0,0.0243595,0.0742193,0.0474438,0.0148259,0.032618,0.0578605,0.0377213,0.0361524,0.0540921,0.0754777,0.0604041,0.0199646,0.0220569,0.00938976,0.0256783,0.0619707,0.0335897,0.0111865,0.0116191,0.0575097,0.0490485,0,0,0,0,0,0,0,0,0.0199831,0
238,0.0288136,0.0614414,0,0,0,0.0423575,0,0.0184501,0.0597663,0,0,0,0.0207888,0,0,0.0449389,0.0540759,0.0434211,0.0276283,0,0,0.0636905,0.0403601,0.0325623,0.0567777,0.0576198,0.0239383,0.0637952,0.0682321,0.0385,0.038834,0,0.00794327,0,0.0317698,0.0142858,0.014643,0.0192992,0,0.0265164,0.0406645,0.0416925,0,0,0.0216399,0,0,0.0243721,0.0745711,0.0465927,0.0150469,0.0324411,0.0581559,0.0373465,0.0359876,0.0542979,0.0754354,0.0602989,0.0205361,0.0222518,0.00922189,0.0257468,0.060961,0.0336362,0.011207,0.0115277,0.0574436,0.0489617,0,0,0,0,0,0,0,0,0.0198645,0
239,0.0289564,0.0613108,0,0,0,0.0429082,0,0.0184927,0.0606175,0,0,0,0.0210691,0,0,0.0449167,0.0542941,0.0431034,0.0276843,0,0,0.0634247,0.0405599,0.0321225,0.0561537,0.057593,0.0241905,0.0637262,0.0682286,0.038728,0.0387164,0,0.00843474,0,0.0317179,0.014279,0.0146224,0.0191453,0,0.0264273,0.0407998,0.0414953,0,0,0.0214642,0,0,0.0244316,0.0749399,0.0458977,0.0153539,0.0323203,0.0585643,0.0368725,0.0357867,0.0544466,0.0753649,0.0602029,0.0208832,0.0222503,0.00896009,0.0259299,0.0603732,0.0337454,0.0111987,0.0114189,0.057392,0.0488137,0,0,0,0,0,0,0,0,0.0197227,0
240,0.0290003,0.0611851,0,0,0,0.0436394,0,0.018421,0.0613778,0,0,0,0.0214969,0,0,0.0449049,0.0544376,0.0426306,0.0277581,0,0,0.0630178,0.0407719,0.0318439,0.05564,0.0576185,0.0243948,0.0637246,0.0682377,0.0388913,0.0386102,0,0.0091723,0,0.0317282,0.0142803,0.0145872,0.0190813,0,0.0263252,0.0409869,0.0413136,0,0,0.0212803,0,0,0.0243524,0.0752177,0.0454172,0.0156871,0.0323557,0.059172,0.0362865,0.0356218,0.0546417,0.0752476,0.059933,0.0211367,0.0221052,0.00862556,0.0262721,0.0600635,0.0339104,0.0110485,0.0112057,0.0573914,0.0486673,0,0,0,0,0,0,0,0,0.0194834,0
241,0.0290143,0.061004,0,0,0,0.0432018,0,0.0189381,0.0625735,0,0,0,0.0218497,0,0,0.0446881,0.0545375,0.042344,0.027864,0,0,0.0623301,0.041095,0.0313985,0.0549285,0.0577322,0.0248862,0.0634451,0.0680508,0.0389618,0.0381694,0,0.00878765,0,0.0317609,0.014496,0.014216,0.0190759,0,0.0262751,0.0412324,0.0411778,0,0,0.0209107,0,0,0.0243265,0.0756203,0.0448576,0.0160559,0.032494,0.0597031,0.0356808,0.0354448,0.0547981,0.0750435,0.0595747,0.0213744,0.0219645,0.00825582,0.0267181,0.0596881,0.0341435,0.0110989,0.0110557,0.0574153,0.0486366,0,0,0,0,0,0,0,0,0.0198073,0
242,0.0289256,0.0608868,0,0,0,0.0432945,0,0.0190622,0.06345,0,0,0,0.0221853,0,0,0.0443244,0.0547066,0.0418919,0.0279968,0,0,0.0616302,0.0414246,0.0308612,0.0543779,0.0577254,0.0251895,0.0632868,0.067954,0.0389635,0.037982,0,0.00895533,0,0.0318052,0.0146659,0.0137563,0.0191307,0,0.0262785,0.0413423,0.0411175,0,0,0.0205944,0,0,0.0242458,0.07591,0.0445578,0.0164504,0.0327247,0.0602737,0.035049,0.0351711,0.0551147,0.0748125,0.0592016,0.021662,0.021714,0.0078857,0.0271578,0.0596661,0.0344248,0.0110013,0.0107391,0.057484,0.0486223,0,0,0,0,0,0,0,0,0.0198084,0
243,0.0289225,0.0608212,0,0,0,0.0432676,0,0.0191888,0.0642317,0,0,0,0.0224986,0,0,0.0440459,0.0549438,0.0414018,0.0280575,0,0,0.0609804,0.0417263,0.0304594,0.0538917,0.0577071,0.0255067,0.0631041,0.067833,0.0388791,0.0377082,0,0.00899778,0,0.0318584,0.0147035,0.0135987,0.01931,0,0.0262116,0.0413637,0.0410415,0,0,0.0203103,0,0,0.0242519,0.0761369,0.0444033,0.0168614,0.0329927,0.0608399,0.0344309,0.0349892,0.0554141,0.0747514,0.0589684,0.0219732,0.0215133,0.00764731,0.0275155,0.0598914,0.0346885,0.0108524,0.0104723,0.057599,0.0484885,0,0,0,0,0,0,0,0,0.0195551,0
