Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,RTIBA
143,0,0.0358311,0.0562021,0,0,0,0.0534881,0,0.0239004,0.0685066,0,0,0,0,0.0187484,0,0,0.042106,0.0619938,0.016243,0.0356121,0.0271179,0,0,0.0462587,0.0385881,0.0242508,0.0490828,0.0553007,0.0274839,0.0615873,0.0661882,0.0375008,0.0369009,0,0.0227993,0,0.0358894,0.0136853,0.0131165,0.0400263,0,0.0339737,0.0527987,0.039872,0,0,0.0201172,0,0,0.0213151,0.0731098,0.014286,0.0244971,0.0336344,0.0559422,0.0273594,0.0411592,0.0471919,0.0707013,0.0648774,0.0357155,0.0155437,0.0435778,0.0104667,0.0370192,0.009578,0.00689098,0.0521503,0.0516018,0,0,0,0,0,0,0,0.0276968
144,0,0.0359324,0.0561931,0,0,0,0.054102,0,0.0235686,0.0684383,0,0,0,0,0.0187969,0,0,0.0420388,0.0622319,0.0162184,0.0353604,0.0271323,0,0,0.0461344,0.0382445,0.0240092,0.0489329,0.0551051,0.0274593,0.0616183,0.0662477,0.0374058,0.0369619,0,0.0236096,0,0.0358048,0.013643,0.0130514,0.040732,0,0.034076,0.0531995,0.0399322,0,0,0.0200053,0,0,0.0213132,0.0729297,0.0151399,0.0249838,0.0333445,0.0559178,0.0272553,0.0416187,0.0465707,0.0705267,0.0651409,0.0359882,0.0159677,0.0438635,0.010691,0.0371709,0.00959017,0.00683253,0.0521106,0.0515189,0,0,0,0,0,0,0,0.0278503
145,0,0.0359465,0.0561895,0,0,0,0.0548096,0,0.0230638,0.0684904,0,0,0,0,0.0189227,0,0,0.0420382,0.062328,0.0161263,0.0349186,0.0270521,0,0,0.046316,0.0378779,0.0237157,0.0489017,0.0550099,0.0274884,0.0615586,0.06624,0.037208,0.0369701,0,0.0244013,0,0.0356926,0.0136076,0.0130134,0.0409845,0,0.0339312,0.053452,0.039989,0,0,0.0200199,0,0,0.0214053,0.0729742,0.0158325,0.0251545,0.0330651,0.0558082,0.0271487,0.041678,0.0461177,0.0702417,0.0650469,0.0361006,0.0159194,0.0438774,0.0111232,0.0372474,0.00957098,0.00679585,0.052068,0.0514786,0,0,0,0,0,0,0,0.027512
146,0,0.0358851,0.0561765,0,0,0,0.0554863,0,0.0224467,0.0686314,0,0,0,0,0.0189029,0,0,0.0420508,0.0624688,0.0159963,0.0343369,0.0268956,0,0,0.0462788,0.0375656,0.0234002,0.0489822,0.0550136,0.0275583,0.0613939,0.0661645,0.0369246,0.0369083,0,0.0250537,0,0.0355522,0.0135605,0.0130538,0.0407256,0,0.0337429,0.0534983,0.0400201,0,0,0.0199191,0,0,0.0214966,0.0731591,0.0159813,0.0250416,0.0329652,0.0557436,0.027153,0.0412824,0.0458991,0.0698384,0.0646052,0.0360482,0.0154275,0.0436762,0.0115054,0.0372528,0.00962675,0.00683014,0.0519752,0.0514849,0,0,0,0,0,0,0,0.0268499
147,0,0.0357713,0.056146,0,0,0,0.0559437,0,0.0217857,0.068807,0,0,0,0,0.018826,0,0,0.0420639,0.0626469,0.0159168,0.0337187,0.0267061,0,0,0.0461104,0.0372776,0.023094,0.0491715,0.0550514,0.0276145,0.0611712,0.0660825,0.0366299,0.0368196,0,0.0254828,0,0.0353923,0.0135119,0.0130981,0.0398879,0,0.0333077,0.0532697,0.0400334,0,0,0.0197613,0,0,0.0214984,0.0734012,0.0156574,0.0246909,0.0329641,0.0553892,0.0272687,0.0404381,0.0460246,0.0694033,0.0638721,0.0357585,0.0146695,0.043287,0.0119839,0.0372202,0.00969978,0.00689247,0.0518394,0.051538,0,0,0,0,0,0,0,0.0261698
148,0,0.0357145,0.0561271,0,0,0,0.0561227,0,0.0210473,0.0690048,0,0,0,0,0.0188782,0,0,0.0421284,0.0626228,0.0160843,0.0330795,0.0265055,0,0,0.045964,0.0370469,0.0227942,0.049405,0.0550785,0.0275981,0.0609386,0.0659467,0.0363266,0.0367041,0,0.0258065,0,0.0352265,0.0134645,0.0131382,0.0384374,0,0.0325327,0.0528124,0.0399628,0,0,0.0197926,0,0,0.0215401,0.0736289,0.0151153,0.024163,0.0329475,0.0552174,0.0274994,0.03936,0.0464614,0.0690217,0.0629256,0.0351313,0.0136767,0.0427415,0.0128399,0.0371027,0.00970328,0.0069608,0.0516863,0.0516447,0,0,0,0,0,0,0,0.0256176
149,0,0.0356848,0.0561498,0,0,0,0.0561366,0,0.0202467,0.069193,0,0,0,0,0.0188768,0,0,0.0421828,0.062456,0.0164163,0.0323874,0.0263327,0,0,0.0458496,0.0368577,0.0224971,0.0496686,0.0550806,0.0274798,0.0606772,0.0657073,0.0359796,0.0365401,0,0.0260172,0,0.035032,0.0134167,0.0132087,0.0364119,0,0.0321141,0.0522,0.0398683,0,0,0.0199851,0,0,0.0216072,0.0737364,0.0140344,0.0236262,0.0326564,0.0551755,0.0277932,0.0381816,0.0470389,0.0687592,0.0619551,0.0342347,0.012397,0.0421394,0.0140419,0.0369569,0.00967441,0.00702308,0.051536,0.0517552,0,0,0,0,0,0,0,0.0250912
150,0,0.035589,0.056208,0,0,0,0.0562873,0,0.019409,0.0692852,0,0,0,0,0.0187793,0,0,0.0421499,0.0622708,0.0166186,0.0316655,0.0262219,0,0,0.0455978,0.0366779,0.0221859,0.0499051,0.0550774,0.027403,0.0604103,0.065473,0.035575,0.0363099,0,0.0258218,0,0.0348562,0.0133776,0.0132742,0.0342988,0,0.0324417,0.0516729,0.0397932,0,0,0.020081,0,0,0.0216556,0.0735431,0.012975,0.0233952,0.0319017,0.0552088,0.0280209,0.0371697,0.0476262,0.0686254,0.061128,0.0333287,0.0110755,0.0415728,0.0152728,0.0368263,0.00971306,0.0071118,0.0514915,0.0517842,0,0,0,0,0,0,0,0.0244521
151,0,0.0354503,0.0563214,0,0,0,0.056564,0,0.0185792,0.0692371,0,0,0,0,0.0187453,0,0,0.0420793,0.0622118,0.016827,0.0308934,0.0261395,0,0,0.0452246,0.0363857,0.0219251,0.0500531,0.0551175,0.0273056,0.0601532,0.0653542,0.0350976,0.0360579,0,0.025688,0,0.0348189,0.0133516,0.0133082,0.0324635,0,0.0326855,0.0514019,0.039737,0,0,0.0200533,0,0,0.0217047,0.0730095,0.0117958,0.0235947,0.0310699,0.055132,0.0281374,0.0362591,0.0480467,0.0685294,0.0605502,0.0328534,0.0102852,0.0411023,0.0164227,0.0367646,0.00977807,0.00716835,0.0515825,0.0517532,0,0,0,0,0,0,0,0.0238547
152,0,0.0353326,0.0564572,0,0,0,0.0569418,0,0.0176565,0.0689356,0,0,0,0,0.0187576,0,0,0.0419995,0.0622298,0.0178186,0.030108,0.0261408,0,0,0.0447314,0.0359552,0.0218609,0.0502244,0.0551249,0.0271441,0.0599951,0.0652615,0.0347125,0.0359486,0,0.0258485,0,0.0349234,0.0133722,0.0132927,0.0303768,0,0.0318549,0.0515023,0.0397355,0,0,0.0199988,0,0,0.0217739,0.0722651,0.0105142,0.024192,0.0309302,0.055043,0.0282705,0.0354793,0.048071,0.0684155,0.0601761,0.033007,0.0101504,0.0407135,0.0169998,0.0367532,0.00980711,0.00716369,0.0517742,0.0517204,0,0,0,0,0,0,0,0.0235526
153,0,0.0352523,0.0566417,0,0,0,0.0574198,0,0.0166428,0.0683242,0,0,0,0,0.0188019,0,0,0.041949,0.0623401,0.0194928,0.0292858,0.0262914,0,0,0.0442073,0.0355149,0.0219689,0.0504518,0.055084,0.0268326,0.059929,0.0652151,0.0344277,0.0359539,0,0.0262588,0,0.035112,0.0134679,0.0131878,0.0283793,0,0.0303058,0.0519584,0.0398076,0,0,0.0199567,0,0,0.0218662,0.0716332,0.00952769,0.0249841,0.0319599,0.0551481,0.028385,0.0350108,0.0476441,0.0681914,0.0598954,0.0331314,0.0105388,0.0403858,0.0165039,0.0368007,0.00982787,0.00712784,0.0520404,0.0516392,0,0,0,0,0,0,0,0.0237744
154,0,0.0351165,0.0568447,0,0,0,0.0580415,0,0.0157518,0.0673756,0,0,0,0,0.0188411,0,0,0.0418429,0.0625651,0.021268,0.0284581,0.0266072,0,0,0.0438026,0.0350972,0.022203,0.0507156,0.0549792,0.0263167,0.0599197,0.0652181,0.0341078,0.0359532,0,0.0266476,0,0.0353433,0.0135343,0.0130887,0.0271917,0,0.0295863,0.0526725,0.0399188,0,0,0.0198911,0,0,0.0219729,0.0712235,0.00871243,0.0259074,0.0339181,0.055231,0.0284724,0.0350515,0.0468972,0.0678665,0.0598399,0.0330105,0.0112275,0.0401868,0.0156431,0.0368849,0.00986448,0.00710104,0.052353,0.0514865,0,0,0,0,0,0,0,0.024564
155,0,0.0349932,0.0570487,0,0,0,0.0586573,0,0.0150613,0.066187,0,0,0,0,0.0188528,0,0,0.0417334,0.0627751,0.0231099,0.0277199,0.0270015,0,0,0.0436502,0.0347252,0.0225764,0.0510588,0.0548677,0.0257045,0.059931,0.0652471,0.0337494,0.0359873,0,0.0268496,0,0.0355731,0.013578,0.0130521,0.0265765,0,0.0298169,0.0533773,0.0399797,0,0,0.019818,0,0,0.022048,0.0707245,0.00806627,0.0268481,0.0357284,0.0552425,0.0286904,0.0355195,0.04632,0.0675977,0.0601287,0.0327414,0.012071,0.0402221,0.0152253,0.0369172,0.00994535,0.0071389,0.0526921,0.0513237,0,0,0,0,0,0,0,0.0257316
156,0,0.0349462,0.0572317,0,0,0,0.0589558,0,0.0145418,0.0649753,0,0,0,0,0.0188392,0,0,0.0416681,0.0628081,0.0251,0.0270443,0.0273928,0,0,0.0437156,0.0343997,0.0230526,0.0515203,0.0548665,0.0251546,0.0599093,0.0652334,0.0332177,0.0359207,0,0.0266188,0,0.0357681,0.0136286,0.0130558,0.0258796,0,0.0299462,0.0539218,0.0401118,0,0,0.0197626,0,0,0.0220696,0.070151,0.00761202,0.02728,0.0366765,0.0553989,0.0291483,0.03574,0.0463317,0.0675057,0.0603657,0.0326142,0.0126779,0.0403954,0.015767,0.0367558,0.0100057,0.00725776,0.0531019,0.0511815,0,0,0,0,0,0,0,0.0267156
157,0,0.0349172,0.0574287,0,0,0,0.0585852,0,0.0141139,0.0638677,0,0,0,0,0.0188083,0,0,0.0416412,0.0626383,0.0275099,0.0262849,0.0278022,0,0,0.0440665,0.0340631,0.0235064,0.0520476,0.0550387,0.024739,0.059786,0.0651186,0.0324663,0.0356673,0,0.0260837,0,0.0358942,0.013679,0.0130602,0.02507,0,0.0296959,0.0541679,0.0403582,0,0,0.0198806,0,0,0.0221544,0.0699356,0.0070281,0.0272588,0.0366727,0.0555088,0.0298014,0.0350645,0.0466016,0.0673056,0.0598363,0.0326655,0.0127113,0.0404695,0.0168797,0.0364257,0.0100733,0.00749658,0.0535858,0.0510889,0,0,0,0,0,0,0,0.0269397
158,0,0.0348597,0.0575541,0,0,0,0.0574249,0,0.0139079,0.0626567,0,0,0,0,0.0187691,0,0,0.0416414,0.0624139,0.030076,0.0254989,0.0282384,0,0,0.0448216,0.0337461,0.0239658,0.0525791,0.0553739,0.0245447,0.0594485,0.0648216,0.031516,0.0351376,0,0.0254404,0,0.0359559,0.0137277,0.0130414,0.0248563,0,0.0290835,0.0540267,0.0406565,0,0,0.020071,0,0,0.0222261,0.0703352,0.00640826,0.0267262,0.0361411,0.0553435,0.0307438,0.0338375,0.0466011,0.0667968,0.0585768,0.0327307,0.0120348,0.0403378,0.0174932,0.035982,0.0101999,0.00786728,0.0540273,0.0510185,0,0,0,0,0,0,0,0.0261846
159,0,0.0347474,0.057603,0,0,0,0.0555655,0,0.0140679,0.0609526,0,0,0,0,0.0187405,0,0,0.0417236,0.0622345,0.0327374,0.0248184,0.0288205,0,0,0.0460209,0.03345,0.0244889,0.0531237,0.0557258,0.0243659,0.0589324,0.0643659,0.0303077,0.0347371,0,0.0247962,0,0.0359819,0.0137571,0.0130248,0.0255989,0,0.0281728,0.0534155,0.0410349,0,0,0.0204676,0,0,0.0223112,0.0711404,0.00610831,0.0259972,0.0359079,0.0549025,0.0318687,0.0327712,0.0462844,0.0662001,0.05739,0.0326314,0.010845,0.0400458,0.0170427,0.03544,0.0103468,0.00829506,0.054319,0.0508913,0,0,0,0,0,0,0,0.0248874
160,0,0.0345766,0.0576107,0,0,0,0.0533901,0,0.0145784,0.0591665,0,0,0,0,0.018694,0,0,0.0418842,0.0619688,0.0345259,0.0243757,0.0289474,0,0,0.0474176,0.0332749,0.0251767,0.0535746,0.0562096,0.0243856,0.0582593,0.0636809,0.0288977,0.0345108,0,0.0238537,0,0.0358359,0.013758,0.013081,0.0264548,0,0.027533,0.0525643,0.0413403,0,0,0.0209715,0,0,0.0223493,0.0719834,0.00627106,0.0254866,0.0358934,0.0543317,0.0330248,0.0321681,0.0455938,0.0655603,0.0566678,0.03227,0.00967964,0.0396168,0.0162331,0.0347924,0.0105272,0.00877147,0.0545341,0.0507413,0,0,0,0,0,0,0,0.0237937
161,0,0.0344939,0.0575812,0,0,0,0.0509601,0,0.0149049,0.0573884,0,0,0,0,0.0186837,0,0,0.0420958,0.0615219,0.0353222,0.0240394,0.0287331,0,0,0.0489247,0.0332379,0.0260235,0.0540567,0.0568806,0.0247264,0.0575296,0.062732,0.0275437,0.0344824,0,0.0221669,0,0.035479,0.0137331,0.0131685,0.0268456,0,0.0272244,0.0515647,0.0415139,0,0,0.021727,0,0,0.0224633,0.0725473,0.00632774,0.0252122,0.0358812,0.0539178,0.0342464,0.0317738,0.0448335,0.0649937,0.0561541,0.0317523,0.00896954,0.0390356,0.0154898,0.0340092,0.0107511,0.00934154,0.0547344,0.0506993,0,0,0,0,0,0,0,0.0232478
162,0,0.0345857,0.0574809,0,0,0,0.0482395,0,0.0143979,0.055609,0,0,0,0,0.0187678,0,0,0.0423685,0.0609226,0.035389,0.0237575,0.0282359,0,0,0.0502894,0.0334046,0.027156,0.0548184,0.0577885,0.0252391,0.056883,0.061635,0.0264983,0.0346881,0,0.0193765,0,0.035012,0.0136936,0.0132762,0.0266243,0,0.0272171,0.0505395,0.0414859,0,0,0.0226272,0,0,0.0225233,0.0726892,0.00586943,0.025114,0.0359239,0.0537684,0.0354973,0.0315923,0.0442607,0.0647001,0.0557389,0.0313067,0.00881205,0.038528,0.0147498,0.0330741,0.0109915,0.00994206,0.054835,0.0507651,0,0,0,0,0,0,0,0.0231615
163,0,0.0347304,0.0574031,0,0,0,0.0456127,0,0.0133961,0.0538893,0,0,0,0,0.0189749,0,0,0.0426786,0.0602895,0.0349775,0.0235678,0.0277131,0,0,0.051521,0.0337876,0.0284918,0.0558621,0.0588488,0.02581,0.0564164,0.060572,0.025768,0.0351944,0,0.0166989,0,0.0345767,0.0136651,0.0134113,0.0262434,0,0.027428,0.0496142,0.04129,0,0,0.0234931,0,0,0.022549,0.0723794,0.0048468,0.0256204,0.0360711,0.0537454,0.0366696,0.0316492,0.0440647,0.0648307,0.0555815,0.0310145,0.00918096,0.038286,0.013835,0.0321593,0.0112178,0.0104271,0.0548336,0.051035,0,0,0,0,0,0,0,0.0233786
164,0,0.0348893,0.0573791,0,0,0,0.0433751,0,0.0124901,0.0523309,0,0,0,0,0.0193111,0,0,0.0429987,0.0598759,0.034559,0.023424,0.0273983,0,0,0.0526631,0.0343054,0.0299165,0.0570295,0.0599432,0.026411,0.0560912,0.0596787,0.0252564,0.0360093,0,0.0166445,0,0.0342555,0.013686,0.0135555,0.0257604,0,0.0278361,0.0489744,0.0411872,0,0,0.024157,0,0,0.0224734,0.0717876,0.00362882,0.0265024,0.0363861,0.0538339,0.0375804,0.031902,0.0441856,0.0652765,0.0557275,0.030955,0.00993052,0.0382434,0.0131682,0.0314074,0.011364,0.010771,0.0547635,0.0514843,0,0,0,0,0,0,0,0.0237695
165,0,0.0350474,0.0573323,0,0,0,0.0409573,0,0.0115178,0.0509439,0,0,0,0,0.0197012,0,0,0.0432681,0.0598255,0.0342401,0.0231706,0.0273885,0,0,0.0536198,0.0348962,0.0314696,0.0583217,0.0609251,0.0268149,0.0558259,0.0589519,0.0249864,0.0368973,0,0.0196304,0,0.0340825,0.0137384,0.0136958,0.0250204,0,0.0282593,0.0487914,0.0410335,0,0,0.0247058,0,0,0.0224555,0.0711065,0.00274192,0.0275207,0.0368535,0.0540706,0.0381367,0.0320844,0.0444323,0.0656935,0.0559327,0.0312341,0.0107144,0.0384585,0.0130953,0.0309795,0.0114608,0.011017,0.0546108,0.0521062,0,0,0,0,0,0,0,0.0242847
166,0,0.0352116,0.0572232,0,0,0,0.0376677,0,0.0101982,0.0496747,0,0,0,0,0.0200375,0,0,0.0433926,0.0598257,0.0348004,0.0227853,0.0274407,0,0,0.0543105,0.03542,0.0332145,0.0596533,0.061691,0.0269862,0.0557956,0.0585538,0.0251837,0.0375416,0,0.0254513,0,0.0340666,0.0137951,0.0137975,0.0240475,0,0.0285314,0.0491551,0.0408364,0,0,0.0250625,0,0,0.0224792,0.0706674,0.0022445,0.028391,0.0372179,0.0544128,0.0384101,0.0319512,0.044455,0.0657588,0.0559271,0.0313999,0.0111727,0.0386119,0.013667,0.0308554,0.0115268,0.0111001,0.05442,0.0527003,0,0,0,0,0,0,0,0.0247357
167,0,0.0354387,0.0570655,0,0,0,0.0345469,0,0.00982753,0.0485996,0,0,0,0,0.020274,0,0,0.0433739,0.0593672,0.0373846,0.0227114,0.0273189,0,0,0.0547044,0.0358372,0.0348975,0.0608085,0.0622663,0.0270746,0.0562912,0.0587211,0.0260507,0.0383827,0,0.0341591,0,0.0341871,0.0138237,0.0138587,0.023,0,0.0285125,0.0498709,0.0406558,0,0,0.0250249,0,0,0.0223988,0.0707331,0.00215717,0.0289179,0.0371753,0.0547485,0.0385055,0.0316035,0.0441946,0.0655404,0.0557822,0.0313327,0.0112559,0.0385473,0.0146536,0.0309237,0.0115833,0.0110252,0.0542108,0.0531638,0,0,0,0,0,0,0,0.0249872
168,0,0.0355641,0.0569329,0,0,0,0.033398,0,0.0113254,0.0476936,0,0,0,0,0.0204035,0,0,0.0432822,0.0590576,0.040991,0.0228397,0.027213,0,0,0.0548961,0.0362312,0.0361211,0.0617701,0.0627631,0.0271457,0.0571494,0.0592163,0.0273056,0.039679,0,0.0430969,0,0.0343704,0.0138184,0.0139114,0.021973,0,0.0282952,0.0506084,0.0405773,0,0,0.0248167,0,0,0.0223342,0.0710807,0.00251931,0.0289863,0.0366237,0.0549468,0.0383557,0.0313148,0.0439036,0.0653851,0.0557774,0.0311247,0.011088,0.0383464,0.0157111,0.0311325,0.0116283,0.0108996,0.0540353,0.0535901,0,0,0,0,0,0,0,0.0250598
169,0,0.0356259,0.0568312,0,0,0,0.0337754,0,0.0126287,0.0468192,0,0,0,0,0.0204126,0,0,0.0431091,0.0586964,0.0445589,0.0230772,0.0273898,0,0,0.0549749,0.0366777,0.0373145,0.0624801,0.0632045,0.0271913,0.0579549,0.059674,0.0281222,0.0410405,0,0.0501847,0,0.0346032,0.0138012,0.0139462,0.0211343,0,0.0281063,0.0511831,0.0405563,0,0,0.0246285,0,0,0.0223931,0.0712832,0.00313544,0.0286605,0.0357941,0.0549884,0.038128,0.0312681,0.0438462,0.0654513,0.0559282,0.0309105,0.0108637,0.0381797,0.0165805,0.0314447,0.0116237,0.0107845,0.053989,0.0539012,0,0,0,0,0,0,0,0.0250939
170,0,0.0356521,0.0568138,0,0,0,0.0337512,0,0.012834,0.0460035,0,0,0,0,0.0203288,0,0,0.0429206,0.0581225,0.0476955,0.0234868,0.0278271,0,0,0.0550444,0.0371379,0.0382284,0.0630081,0.0635539,0.0272139,0.0587478,0.0601267,0.0285233,0.042357,0,0.0551857,0,0.034832,0.0137995,0.0139604,0.020605,0,0.0280377,0.0516053,0.0405181,0,0,0.0242674,0,0,0.0222892,0.0712423,0.0035718,0.0281911,0.0350448,0.0548373,0.037943,0.0313693,0.0439811,0.0655979,0.0561197,0.0308609,0.0107454,0.03824,0.0171267,0.0318358,0.0115796,0.0106047,0.054087,0.0540747,0,0,0,0,0,0,0,0.0250745
171,0,0.03569,0.0568994,0,0,0,0.0337374,0,0.0128714,0.0452611,0,0,0,0,0.0201704,0,0,0.0427543,0.05801,0.0500296,0.0240783,0.0283861,0,0,0.0551848,0.0374471,0.0390137,0.0635045,0.0638757,0.0272639,0.0596396,0.060653,0.0290416,0.0435314,0,0.0589056,0,0.0350214,0.0138067,0.0139435,0.0204325,0,0.0281201,0.0519387,0.0404818,0,0,0.0239542,0,0,0.022199,0.0710914,0.00379371,0.0281959,0.0345889,0.0545028,0.0377461,0.0315193,0.044152,0.065728,0.0563124,0.0308332,0.0107614,0.0382604,0.0172171,0.0322774,0.0115235,0.0104027,0.0543197,0.054131,0,0,0,0,0,0,0,0.0250357
172,0,0.035635,0.0570604,0,0,0,0.0339881,0,0.013246,0.0446294,0,0,0,0,0.0199896,0,0,0.0426798,0.0582181,0.0513775,0.0247178,0.0289047,0,0,0.0552371,0.0376656,0.0397116,0.0639989,0.0642186,0.0273865,0.0604586,0.0611339,0.02969,0.0444881,0,0.0616005,0,0.0351794,0.0138282,0.0139275,0.0206348,0,0.0282398,0.0522196,0.0404562,0,0,0.0237858,0,0,0.0221692,0.0709701,0.00403185,0.0281232,0.034384,0.0540773,0.0376852,0.0316893,0.0442813,0.0658256,0.0564124,0.0307782,0.010817,0.0382972,0.016872,0.0326112,0.011497,0.0102645,0.0546163,0.0540507,0,0,0,0,0,0,0,0.0249651
173,0,0.0354542,0.0572606,0,0,0,0.0342174,0,0.0136986,0.0440068,0,0,0,0,0.0197893,0,0,0.0427299,0.0581406,0.052257,0.0253402,0.0292241,0,0,0.0552065,0.0378508,0.040333,0.0644262,0.0645833,0.0275658,0.0609458,0.0613892,0.030158,0.0453418,0,0.0631921,0,0.035319,0.0138509,0.013951,0.0211219,0,0.0283421,0.0525117,0.0404034,0,0,0.0236883,0,0,0.022146,0.0709437,0.00430891,0.0279136,0.0342834,0.0537027,0.0378522,0.031859,0.0442839,0.0659131,0.0565816,0.0308091,0.010943,0.03841,0.0162218,0.0327802,0.0115103,0.0101865,0.0548375,0.0538731,0,0,0,0,0,0,0,0.0249075
174,0,0.0351865,0.0574606,0,0,0,0.034158,0,0.0139462,0.0432935,0,0,0,0,0.0196312,0,0,0.0428133,0.0581738,0.0527626,0.0258811,0.0293165,0,0,0.055365,0.0380195,0.0408852,0.0647862,0.0649065,0.0277403,0.0610139,0.0613859,0.0302774,0.045948,0,0.0639458,0,0.0354641,0.0138617,0.0139589,0.0216359,0,0.0284729,0.0527498,0.0403264,0,0,0.0237383,0,0,0.0221791,0.071,0.00446905,0.0280585,0.0341438,0.0535001,0.0380472,0.032003,0.0440935,0.0659715,0.0568727,0.0309595,0.0111869,0.0385122,0.0155116,0.0328644,0.0115396,0.0101556,0.0549534,0.0536448,0,0,0,0,0,0,0,0.024967
175,0,0.0349832,0.0575972,0,0,0,0.0338928,0,0.0140425,0.042513,0,0,0,0,0.0194966,0,0,0.0429723,0.0584076,0.0531223,0.0263986,0.0292452,0,0,0.0555968,0.0381647,0.041417,0.0651598,0.065193,0.0278835,0.0608899,0.0611962,0.0301922,0.0460825,0,0.0644092,0,0.0356492,0.0139165,0.0139656,0.022216,0,0.028559,0.0530133,0.0402467,0,0,0.0236894,0,0,0.0221859,0.0710302,0.00460399,0.028497,0.033908,0.053458,0.0382699,0.032141,0.0438124,0.066016,0.0572512,0.0311287,0.0114871,0.0385923,0.0147195,0.0328672,0.0115944,0.0101831,0.055095,0.0534447,0,0,0,0,0,0,0,0.0251667
176,0,0.0347692,0.0576483,0,0,0,0.0337636,0,0.0141948,0.0417217,0,0,0,0,0.019471,0,0,0.043189,0.0587241,0.0534724,0.0269305,0.0290968,0,0,0.0557334,0.038259,0.04188,0.0656086,0.0654043,0.0279713,0.060753,0.06097,0.030074,0.0460542,0,0.0649874,0,0.0358191,0.0139913,0.0139622,0.0227365,0,0.0286626,0.0533352,0.0402133,0,0,0.023666,0,0,0.0221574,0.0710887,0.00481569,0.0286409,0.0336379,0.053438,0.03858,0.0324569,0.0434387,0.0660051,0.0575066,0.0312595,0.011809,0.0386149,0.0140404,0.0327915,0.0116686,0.0102665,0.0552416,0.0532415,0,0,0,0,0,0,0,0.025411
177,0,0.0345847,0.0576741,0,0,0,0.033811,0,0.0144269,0.0410241,0,0,0,0,0.0194612,0,0,0.0434007,0.0590168,0.0539726,0.0274865,0.0288787,0,0,0.0557646,0.0383239,0.0423081,0.0661347,0.065613,0.0280175,0.0606764,0.0608424,0.0300972,0.0461858,0,0.0656813,0,0.0360094,0.0140459,0.0139742,0.0232453,0,0.0287609,0.0537585,0.0402327,0,0,0.0238872,0,0,0.0221601,0.0711186,0.00514435,0.0284817,0.0333494,0.0533563,0.0389967,0.0327821,0.0430341,0.0659454,0.0577782,0.0313351,0.0121069,0.0387339,0.0134224,0.0326589,0.011741,0.0103497,0.0554131,0.0530024,0,0,0,0,0,0,0,0.0256774
178,0,0.0343921,0.057713,0,0,0,0.0338959,0,0.014709,0.0404416,0,0,0,0,0.0194124,0,0,0.0435318,0.0592374,0.0546923,0.0280506,0.0286199,0,0,0.055951,0.0383569,0.0428356,0.0667011,0.0658219,0.028012,0.0607192,0.0608292,0.0302673,0.0463932,0,0.0664769,0,0.0362193,0.0140687,0.0140019,0.0237275,0,0.0288733,0.0542493,0.0402592,0,0,0.0243276,0,0,0.0222227,0.0711202,0.00551426,0.0282313,0.0330221,0.0532538,0.0394327,0.0329904,0.0425856,0.0658681,0.0580517,0.0314027,0.0123765,0.0389237,0.0128816,0.0325221,0.0117615,0.0103791,0.0555737,0.0527407,0,0,0,0,0,0,0,0.0259096
179,0,0.0342496,0.0578027,0,0,0,0.0340199,0,0.0149714,0.0399805,0,0,0,0,0.0193518,0,0,0.0436105,0.0594201,0.0555174,0.0286075,0.0284547,0,0,0.0564219,0.0383954,0.0436186,0.0673105,0.0659852,0.0280131,0.0609739,0.0609976,0.0305302,0.0465618,0,0.0674849,0,0.0364026,0.0141001,0.0140132,0.0244195,0,0.02895,0.054826,0.0403179,0,0,0.0246663,0,0,0.0222869,0.0710916,0.00585703,0.0282736,0.0326715,0.0531681,0.0397548,0.0332183,0.0421944,0.0658293,0.0583773,0.0314556,0.0126203,0.039105,0.0121943,0.0324206,0.0118075,0.0103806,0.0557037,0.052571,0,0,0,0,0,0,0,0.0260906
180,0,0.0342018,0.0578615,0,0,0,0.0342806,0,0.0152788,0.0396775,0,0,0,0,0.0192934,0,0,0.0436195,0.0595352,0.056318,0.029226,0.0284645,0,0,0.0569163,0.0384346,0.0442521,0.0679627,0.0661347,0.028018,0.0614618,0.0613473,0.0309261,0.0467407,0,0.0687686,0,0.0365786,0.0141542,0.0139896,0.0250982,0,0.0290377,0.0555179,0.0404407,0,0,0.0247916,0,0,0.022359,0.0710815,0.00615673,0.0282447,0.032323,0.053095,0.0399952,0.0334699,0.0418959,0.0657935,0.0587085,0.0314762,0.012834,0.0391431,0.0115241,0.032342,0.011795,0.0103313,0.0558485,0.0523472,0,0,0,0,0,0,0,0.0261898
