Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LFIN
142,0,0.0317122,0.0624286,0,0,0,0.0648303,0,0.0141279,0.0665885,0,0,0,0,0.0197389,0,0.0420591,0.0612485,0.0256048,0.0283125,0.0268083,0,0,0.046586,0.0320355,0.0245186,0.0518661,0.0551532,0.0251755,0.0619422,0.0673351,0.0354208,0.0368395,0,0.0327229,0,0.0351556,0.0138745,0.0134858,0.0187421,0,0.0255906,0.0503991,0.0409357,0,0,0.017286,0,0,0.0216257,0.0735152,0.0144277,0.0237629,0.0367696,0.0567393,0.0260803,0.0321096,0.0478187,0.0650058,0.056371,0.0332196,0.0267215,0.0118149,0.0422502,0.0209307,0.039179,0.010024,0.00570158,0.0580614,0.0475136,0,0,0,0,0,0,0,0,0
143,0,0.0316495,0.0622686,0,0,0,0.0635227,0,0.0136584,0.0651589,0,0,0,0,0.019549,0,0.0421392,0.0608354,0.0279845,0.0275543,0.0271191,0,0,0.0475801,0.0318692,0.0246686,0.0525726,0.0554761,0.0250251,0.0614691,0.0669548,0.0343985,0.0363788,0,0.0311421,0,0.0351708,0.0137673,0.0136936,0.0181404,0,0.024893,0.0498691,0.0409527,0,0,0.0173889,0,0,0.0215668,0.0736532,0.0147789,0.0232347,0.0362052,0.056411,0.0267505,0.031333,0.0473256,0.0646232,0.0553338,0.0328707,0.0254666,0.0106498,0.0415585,0.0217944,0.038751,0.0101471,0.00606496,0.0581179,0.0477152,0,0,0,0,0,0,0,0,0
144,0,0.0315834,0.0620954,0,0,0,0.0618317,0,0.0136839,0.0632409,0,0,0,0,0.0193464,0,0.0423063,0.0606049,0.030232,0.0267371,0.0276506,0,0,0.0486952,0.031776,0.0248548,0.0530801,0.0557265,0.0247379,0.0607148,0.066268,0.0330045,0.0356802,0,0.0292451,0,0.0351265,0.0137175,0.0138565,0.0178361,0,0.0242875,0.0492463,0.0409903,0,0,0.0175776,0,0,0.0214221,0.0736023,0.0150177,0.0230566,0.0361129,0.0562248,0.0274976,0.0308655,0.0464969,0.0641233,0.0546687,0.0323151,0.024626,0.00980613,0.0407496,0.0222603,0.0382631,0.0102363,0.00649629,0.0580652,0.0479951,0,0,0,0,0,0,0,0,0
145,0,0.0315804,0.0619514,0,0,0,0.0597033,0,0.0139286,0.0609527,0,0,0,0,0.0192039,0,0.0426026,0.0606141,0.0317999,0.0259269,0.0281522,0,0,0.0499464,0.0317565,0.0250844,0.0534185,0.055975,0.0244395,0.0597251,0.0652115,0.0313175,0.0348173,0,0.0266833,0,0.0349388,0.0136858,0.0140071,0.0169467,0,0.0239613,0.0484544,0.0408847,0,0,0.0178688,0,0,0.0212442,0.0735905,0.0150243,0.0232676,0.0360515,0.0562618,0.0283295,0.0304974,0.0458072,0.0638134,0.0541067,0.0317,0.024396,0.00953315,0.0399643,0.0229053,0.0377245,0.0103272,0.00695728,0.0579067,0.0482166,0,0,0,0,0,0,0,0,0
146,0,0.0315197,0.0618067,0,0,0,0.0570229,0,0.0137221,0.0583965,0,0,0,0,0.0191098,0,0.0429384,0.0608065,0.0324298,0.0251368,0.0284823,0,0,0.0514059,0.0318815,0.0255235,0.0538077,0.0563482,0.024189,0.0585408,0.0638298,0.0296304,0.0343182,0,0.0229694,0,0.0347299,0.013663,0.0141165,0.0155717,0,0.0240078,0.0475602,0.0407394,0,0,0.0183678,0,0,0.0210416,0.0734788,0.0145951,0.02376,0.036025,0.0566018,0.0292418,0.0302958,0.0455212,0.0638811,0.0537149,0.031229,0.024524,0.00980273,0.0394392,0.0236557,0.0371364,0.0104223,0.00739564,0.0576657,0.0484482,0,0,0,0,0,0,0,0,0
147,0,0.0314454,0.0616483,0,0,0,0.0539496,0,0.0124893,0.0560318,0,0,0,0,0.0191061,0,0.0432882,0.0607278,0.0321531,0.0244804,0.0284905,0,0,0.0528779,0.0322389,0.0263716,0.0545086,0.057054,0.0242407,0.0572733,0.0623159,0.0282489,0.0343016,0,0.0180103,0,0.0345029,0.0136882,0.0141679,0.0143369,0,0.0243704,0.0468824,0.0405627,0,0,0.0190849,0,0,0.0207724,0.073015,0.0136416,0.0245052,0.0361873,0.0571856,0.0302817,0.0303627,0.0455788,0.0643249,0.0537027,0.0310557,0.0248018,0.0104639,0.0393229,0.0241723,0.0364257,0.0105524,0.00778652,0.0573822,0.0487577,0,0,0,0,0,0,0,0,0
148,0,0.0314515,0.0614398,0,0,0,0.0511309,0,0.0107174,0.0539562,0,0,0,0,0.0191329,0,0.04364,0.060126,0.0312241,0.0241258,0.028419,0,0,0.0541992,0.0327206,0.0276859,0.0555543,0.0580414,0.0245728,0.0562457,0.0608474,0.0272276,0.0345353,0,0.0128349,0,0.0343226,0.0137059,0.0143533,0.0134933,0,0.024751,0.0464501,0.0403873,0,0,0.019882,0,0,0.0206889,0.0721327,0.0125248,0.025464,0.0365063,0.0577818,0.0313124,0.0305557,0.045872,0.0649232,0.0540105,0.0310595,0.0252754,0.0113263,0.0393868,0.0245191,0.0356772,0.0107534,0.0083279,0.0571525,0.0491523,0,0,0,0,0,0,0,0,0
149,0,0.0314917,0.0612354,0,0,0,0.0488924,0,0.00896565,0.0521598,0,0,0,0,0.0192361,0,0.0439689,0.0595985,0.0302459,0.024048,0.0282748,0,0,0.0553597,0.033193,0.0295056,0.0568805,0.0591228,0.025014,0.0557575,0.0597443,0.0267129,0.0351656,0,0.0115396,0,0.0342212,0.0137671,0.0145284,0.0127271,0,0.0250616,0.0462463,0.0402973,0,0,0.0206602,0,0,0.0207079,0.0711338,0.0118203,0.026526,0.0369494,0.0582361,0.0322983,0.0305641,0.0461777,0.06524,0.0542065,0.0310777,0.0259527,0.0120349,0.0394349,0.0252105,0.0349643,0.0109538,0.00883304,0.0570097,0.0495884,0,0,0,0,0,0,0,0,0
150,0,0.0315166,0.0611155,0,0,0,0.0461831,0,0.00777441,0.0507509,0,0,0,0,0.0194982,0,0.0440756,0.0590365,0.0305693,0.0241379,0.027984,0,0,0.0564256,0.0336194,0.0309444,0.0584226,0.0601966,0.0254593,0.0559506,0.0592677,0.0269139,0.0363514,0,0.0155172,0,0.0342249,0.014004,0.014206,0.0119868,0,0.0251751,0.0463247,0.0403262,0,0,0.0214505,0,0,0.0206459,0.0704609,0.0118637,0.02747,0.0372861,0.0586662,0.0332611,0.0302098,0.0463052,0.0651698,0.0540022,0.0309521,0.026423,0.0122082,0.0394123,0.0260842,0.034306,0.0110951,0.00905723,0.0568551,0.0498952,0,0,0,0,0,0,0,0,0
151,0,0.0315505,0.0610312,0,0,0,0.0430843,0,0.00791497,0.049895,0,0,0,0,0.0193013,0,0.0441275,0.0582804,0.0326066,0.024407,0.0275207,0,0,0.0573416,0.0339185,0.032545,0.0598089,0.0611035,0.0259069,0.0566497,0.0593214,0.0276879,0.0378381,0,0.0208707,0,0.0343702,0.0140038,0.0144138,0.0114211,0,0.0251127,0.0467835,0.0405156,0,0,0.0218058,0,0,0.0208219,0.0703466,0.0122992,0.0280045,0.0370586,0.0589489,0.0339192,0.0297378,0.046318,0.0650138,0.0537058,0.0307939,0.0264434,0.0119683,0.0393729,0.027,0.0338596,0.0113411,0.00940336,0.0565999,0.0500616,0,0,0,0,0,0,0,0,0
152,0,0.031563,0.0610141,0,0,0,0.0405757,0,0.00899841,0.0490898,0,0,0,0,0.0191277,0,0.0441059,0.0579792,0.0354197,0.02464,0.027408,0,0,0.0582452,0.0341999,0.0341359,0.0608821,0.0617074,0.0260803,0.0574597,0.0595121,0.028289,0.0392699,0,0.0262875,0,0.0345756,0.0139736,0.0145456,0.0110719,0,0.0249496,0.0472467,0.0406758,0,0,0.0222314,0,0,0.0210133,0.0705374,0.0128261,0.0280663,0.0363849,0.0589438,0.0344017,0.0293893,0.0463424,0.0649613,0.053561,0.0307219,0.0261947,0.0116314,0.0392198,0.0277728,0.0336256,0.0114549,0.00952747,0.0562879,0.0501498,0,0,0,0,0,0,0,0,0
153,0,0.0316117,0.0610401,0,0,0,0.0389863,0,0.00977422,0.0481998,0,0,0,0,0.0189614,0,0.0440394,0.0581689,0.0380875,0.0248701,0.0275549,0,0,0.059156,0.0344363,0.0355123,0.0617109,0.0621611,0.0261263,0.058174,0.0597128,0.0285349,0.0404746,0,0.0317568,0,0.0348036,0.0138912,0.0146593,0.0110127,0,0.0248389,0.04764,0.0409028,0,0,0.0222346,0,0,0.0210935,0.0706801,0.0133667,0.0278307,0.0355928,0.0586183,0.0347866,0.0292232,0.0462997,0.0649656,0.0536142,0.0307262,0.0258843,0.0113707,0.0391231,0.0281511,0.0335651,0.0115203,0.00951936,0.0562558,0.0501331,0,0,0,0,0,0,0,0,0
154,0,0.0315808,0.0610697,0,0,0,0.0377149,0,0.0100479,0.0472604,0,0,0,0,0.018709,0,0.0440158,0.0584515,0.0405473,0.0251526,0.0277933,0,0,0.059588,0.0346152,0.0366575,0.0624505,0.0626604,0.0262565,0.0588575,0.0601156,0.0288922,0.0415564,0,0.0371046,0,0.035021,0.0138573,0.0147628,0.011218,0,0.0248609,0.0480838,0.0411369,0,0,0.022259,0,0,0.0212326,0.0706699,0.013774,0.0274838,0.0350484,0.0580864,0.0350484,0.0292002,0.0463644,0.0649314,0.0538049,0.0307857,0.0256483,0.0112638,0.0391278,0.0280354,0.033675,0.0115401,0.00951404,0.056184,0.0500968,0,0,0,0,0,0,0,0,0
155,0,0.0314396,0.0610936,0,0,0,0.0368754,0,0.0103565,0.0462316,0,0,0,0,0.0184349,0,0.0440755,0.0586684,0.0427848,0.0254964,0.0281685,0,0,0.0594925,0.0347255,0.0377422,0.0631683,0.0632273,0.0264633,0.0595448,0.0605953,0.0294428,0.0425195,0,0.0420691,0,0.0351948,0.0138308,0.0148592,0.0116173,0,0.0249731,0.0485353,0.0412911,0,0,0.0221876,0,0,0.0213237,0.0705797,0.0140116,0.0271962,0.0348895,0.0574628,0.0352269,0.0292233,0.0464853,0.0648991,0.0539785,0.0308159,0.0255426,0.0113219,0.0391815,0.0275224,0.0338215,0.0115824,0.0095174,0.0561989,0.0500651,0,0,0,0,0,0,0,0,0
156,0,0.0313244,0.0611304,0,0,0,0.0365335,0,0.0108914,0.0451593,0,0,0,0,0.0181553,0,0.0442243,0.0587438,0.0448459,0.0259164,0.0286072,0,0,0.0592318,0.0347941,0.0390108,0.0638587,0.0638139,0.0267088,0.0600962,0.060959,0.0299525,0.0433777,0,0.0462404,0,0.0353385,0.0138065,0.0149523,0.0123219,0,0.0251373,0.0488707,0.0413234,0,0,0.0221145,0,0,0.0212663,0.0704446,0.0139594,0.0272329,0.0349487,0.056946,0.035465,0.0292237,0.0465946,0.0648115,0.054098,0.0308387,0.0256853,0.0115668,0.0393624,0.0266054,0.0339496,0.0115923,0.00953521,0.0562938,0.0500001,0,0,0,0,0,0,0,0,0
157,0,0.0311748,0.0611939,0,0,0,0.0364122,0,0.0113627,0.0441123,0,0,0,0,0.0179289,0,0.0444421,0.0586626,0.0465464,0.0263773,0.0289525,0,0,0.0590184,0.0347872,0.0396239,0.0645763,0.0644217,0.0269804,0.0604824,0.0611874,0.0303108,0.0441141,0,0.0494857,0,0.035469,0.0138938,0.0149184,0.0132605,0,0.025331,0.0491934,0.0412841,0,0,0.0221233,0,0,0.0212159,0.070328,0.0136485,0.0274117,0.0349923,0.0565184,0.0357677,0.0293582,0.0465,0.0647461,0.0541816,0.0308926,0.0260433,0.011957,0.0396228,0.0254591,0.0340137,0.0115758,0.00961034,0.056382,0.0499077,0,0,0,0,0,0,0,0,0
158,0,0.0310452,0.061311,0,0,0,0.0364813,0,0.0115942,0.0430288,0,0,0,0,0.0177481,0,0.0446811,0.0585585,0.0478382,0.0267969,0.0291232,0,0,0.05897,0.0347274,0.0402308,0.0652411,0.0649656,0.0272304,0.0607824,0.0613484,0.0306093,0.0447595,0,0.0516057,0,0.0355821,0.0138729,0.0149887,0.0141737,0,0.0255454,0.0495951,0.0412587,0,0,0.0221796,0,0,0.0211924,0.0703261,0.0134409,0.0275988,0.0349074,0.0562352,0.0360524,0.0296673,0.0461278,0.064681,0.0543222,0.0310224,0.0264156,0.0124063,0.0399622,0.0242606,0.0340048,0.011602,0.00976199,0.0564241,0.0497814,0,0,0,0,0,0,0,0,0
159,0,0.0309653,0.0614218,0,0,0,0.0367854,0,0.0117023,0.0419152,0,0,0,0,0.0173783,0,0.0450266,0.0584955,0.0489688,0.027203,0.0290655,0,0,0.0591661,0.0346363,0.0410198,0.0659184,0.0654332,0.0274566,0.0611033,0.0614721,0.0309171,0.0453897,0,0.0526149,0,0.0357087,0.0134002,0.0157937,0.0150374,0,0.0257497,0.0500712,0.0412776,0,0,0.0223029,0,0,0.0210731,0.0704119,0.0133891,0.0277593,0.0346231,0.0560887,0.036406,0.030019,0.0455045,0.0646126,0.0545459,0.0311817,0.0266901,0.0128037,0.0402789,0.0231198,0.0339476,0.0116655,0.0098846,0.0564672,0.0496037,0,0,0,0,0,0,0,0,0
160,0,0.0308385,0.0615336,0,0,0,0.0372026,0,0.0118335,0.0410828,0,0,0,0,0.0173444,0,0.0453378,0.0584293,0.049613,0.0277635,0.028752,0,0,0.0594165,0.0347226,0.0419672,0.0666217,0.0658792,0.0276745,0.0614387,0.0616079,0.0312572,0.0458249,0,0.0528171,0,0.035785,0.0135822,0.0156692,0.0159792,0,0.0257727,0.0505812,0.0411456,0,0,0.022437,0,0,0.0210266,0.0705712,0.0134232,0.0277677,0.0343044,0.0559794,0.0368223,0.0301386,0.0448212,0.0645723,0.0549126,0.031285,0.0268671,0.01308,0.0404851,0.0218934,0.0338532,0.0118159,0.0100752,0.0565708,0.0494301,0,0,0,0,0,0,0,0,0
161,0,0.0307086,0.0615976,0,0,0,0.0376507,0,0.0119895,0.0403608,0,0,0,0,0.0173101,0,0.0455904,0.0584764,0.0500054,0.0283193,0.0283989,0,0,0.0597707,0.0348258,0.0431869,0.0674055,0.0662691,0.0278589,0.0617618,0.0616926,0.0315543,0.0462457,0,0.0524917,0,0.0359157,0.0136418,0.0156544,0.016689,0,0.025808,0.0510527,0.0410844,0,0,0.0226494,0,0,0.0209813,0.0706366,0.0135854,0.0277461,0.0339896,0.0560189,0.0372942,0.0302131,0.0442682,0.0645298,0.0552567,0.0314442,0.0269371,0.0133318,0.0407479,0.0208127,0.0337158,0.011919,0.0102522,0.0566323,0.0491757,0,0,0,0,0,0,0,0,0
162,0,0.0305793,0.0616161,0,0,0,0.0380782,0,0.0121595,0.0397656,0,0,0,0,0.0172459,0,0.045772,0.0586278,0.0503838,0.0288776,0.0281822,0,0,0.0601995,0.0348934,0.0444648,0.0682862,0.0666224,0.0280165,0.0619639,0.0617747,0.0317879,0.0466093,0,0.0520731,0,0.0360915,0.0136038,0.015729,0.0174138,0,0.0258358,0.0514937,0.0411303,0,0,0.0230168,0,0,0.0209866,0.0705797,0.0136745,0.0276696,0.033729,0.0560815,0.0377557,0.0304531,0.0438854,0.0644732,0.0555698,0.0316064,0.0269805,0.0135581,0.0410907,0.0197314,0.033561,0.0119995,0.0104021,0.0566735,0.0488697,0,0,0,0,0,0,0,0,0
163,0,0.0304059,0.0616188,0,0,0,0.0384524,0,0.0124132,0.039326,0,0,0,0,0.0171877,0,0.0458511,0.0587385,0.0508935,0.0295183,0.028055,0,0,0.0607987,0.034925,0.0452925,0.0692472,0.0669225,0.0281434,0.0620761,0.0618484,0.0319631,0.0469058,0,0.0519174,0,0.0362448,0.0134858,0.0158834,0.0181582,0,0.0258496,0.0519621,0.0412413,0,0,0.0233612,0,0,0.0209843,0.0704951,0.0137791,0.0275963,0.0335646,0.0560808,0.0381027,0.0307234,0.0435606,0.0643958,0.0558503,0.0317342,0.0270022,0.0137448,0.0413293,0.0186954,0.0334181,0.0120843,0.0104675,0.0567647,0.0486452,0,0,0,0,0,0,0,0,0
164,0,0.0303217,0.0615716,0,0,0,0.038766,0,0.0127727,0.038997,0,0,0,0,0.017147,0,0.0458445,0.0587474,0.0516027,0.0301864,0.0279803,0,0,0.061392,0.0349828,0.0461971,0.0701619,0.0671367,0.0282776,0.0621951,0.0619573,0.0321124,0.047111,0,0.0521697,0,0.0363991,0.0133373,0.0160757,0.0189123,0,0.0258543,0.0525491,0.041365,0,0,0.023632,0,0,0.0210212,0.0704005,0.0137523,0.0275651,0.0334042,0.056092,0.0383302,0.0308802,0.0432781,0.0643359,0.0561022,0.0318189,0.0270775,0.0139194,0.0414429,0.0177326,0.0333498,0.0121578,0.0104134,0.0569111,0.0484607,0,0,0,0,0,0,0,0,0
165,0,0.0302143,0.0614906,0,0,0,0.038987,0,0.0131595,0.038694,0,0,0,0,0.0171438,0,0.0459045,0.0587655,0.0523915,0.0307547,0.0279883,0,0,0.0620122,0.0349837,0.0471955,0.0710613,0.0673189,0.0284295,0.0624137,0.062122,0.03229,0.0472945,0,0.0528201,0,0.0365994,0.0133144,0.0162023,0.0196056,0,0.0258609,0.0532217,0.041471,0,0,0.0238526,0,0,0.0211106,0.070292,0.0137029,0.0275567,0.0331592,0.0560885,0.0384916,0.0309254,0.0431465,0.0642442,0.0562875,0.0318828,0.0271291,0.0140787,0.0415458,0.0168605,0.0333561,0.012182,0.0104377,0.0570914,0.0483057,0,0,0,0,0,0,0,0,0
166,0,0.0300796,0.061359,0,0,0,0.039087,0,0.0135321,0.0384618,0,0,0,0,0.0171851,0,0.0460283,0.0587864,0.0531586,0.0313751,0.0280074,0,0,0.0625768,0.035015,0.0480299,0.0719468,0.0674669,0.0287695,0.0627739,0.062408,0.0325061,0.0475848,0,0.053661,0,0.0368129,0.0133145,0.0163541,0.0201429,0,0.0258383,0.0539122,0.0415348,0,0,0.0239428,0,0,0.021182,0.0702318,0.0140372,0.027506,0.0328893,0.0559576,0.0386967,0.0309291,0.0429999,0.0641235,0.0564202,0.0320274,0.0270835,0.0142078,0.0416831,0.0161652,0.0333878,0.0121491,0.0104575,0.0573625,0.0481736,0,0,0,0,0,0,0,0,0
167,0,0.0299498,0.0612429,0,0,0,0.0391707,0,0.0138347,0.0383004,0,0,0,0,0.0171927,0,0.0458642,0.0587902,0.053721,0.0319763,0.0280023,0,0,0.0629751,0.0349901,0.0487382,0.0728404,0.0676036,0.0291321,0.0633293,0.0627917,0.0328312,0.0481695,0,0.0544388,0,0.0370183,0.0132361,0.0164196,0.0207499,0,0.025711,0.054615,0.0415519,0,0,0.0239064,0,0,0.021223,0.0702272,0.0144676,0.0272848,0.032661,0.0557269,0.0388187,0.0309834,0.0428002,0.0640027,0.0565536,0.0321983,0.0270107,0.0143388,0.041751,0.0154855,0.0334489,0.0121263,0.0103679,0.057691,0.048059,0,0,0,0,0,0,0,0,0
168,0,0.0299209,0.0611964,0,0,0,0.039297,0,0.0140093,0.0381092,0,0,0,0,0.0173358,0,0.0452801,0.0588227,0.0539818,0.0325311,0.0281036,0,0,0.0632745,0.035055,0.0494633,0.0738074,0.0678218,0.0294569,0.0639993,0.0632474,0.0332533,0.0489338,0,0.0548254,0,0.0371645,0.0135422,0.0156403,0.0212781,0,0.0256674,0.0553913,0.0415221,0,0,0.0237613,0,0,0.0212145,0.0702827,0.0146257,0.0272845,0.0324643,0.0554594,0.0387891,0.0310801,0.0425325,0.0638974,0.0567844,0.0323013,0.0269369,0.0144683,0.0418792,0.0149565,0.0336148,0.0120878,0.0103121,0.0580479,0.0479881,0,0,0,0,0,0,0,0,0
169,0,0.0298949,0.0612022,0,0,0,0.0395633,0,0.0138584,0.0376854,0,0,0,0,0.0175647,0,0.0448593,0.0587623,0.0534828,0.0330378,0.0290285,0,0,0.0635605,0.0352041,0.0506442,0.0759274,0.0685934,0.029871,0.0643635,0.0632207,0.0334693,0.0495094,0,0.0529614,0,0.0372469,0.0140602,0.0147238,0.0215785,0,0.0257364,0.0564693,0.0414868,0,0,0.0235248,0,0,0.0212538,0.0703889,0.0146442,0.0275604,0.0321106,0.0551837,0.0387828,0.030944,0.0422378,0.0637958,0.0570955,0.0322615,0.026845,0.0145774,0.042046,0.0147052,0.0337539,0.0121124,0.0103287,0.0583546,0.0480589,0,0,0,0,0,0,0,0,0
170,0,0.0297614,0.0612543,0,0,0,0.0395551,0,0.0136027,0.0374712,0,0,0,0,0.0172452,0,0.0446832,0.0586585,0.0533471,0.0335899,0.0295515,0,0,0.0638411,0.0351683,0.0517899,0.0777691,0.0693141,0.0304452,0.0648671,0.0636237,0.0340058,0.0497703,0,0.0517288,0,0.0374815,0.0133956,0.0157022,0.0222178,0,0.0256901,0.0572795,0.0414652,0,0,0.0236053,0,0,0.0210473,0.070552,0.0143666,0.0275832,0.0319791,0.054854,0.0385956,0.0308442,0.0420319,0.063706,0.0571084,0.0323485,0.0267924,0.0146153,0.0420103,0.014044,0.0338626,0.0119251,0.00999715,0.0585908,0.0479998,0,0,0,0,0,0,0,0,0
171,0,0.0296301,0.0613596,0,0,0,0.0395678,0,0.0134014,0.0372863,0,0,0,0,0.0172296,0,0.0444728,0.0587447,0.0533459,0.0340314,0.0295452,0,0,0.0639932,0.0352498,0.0524464,0.0786789,0.0695197,0.0308467,0.0654761,0.0642956,0.0346568,0.0500448,0,0.0513183,0,0.037687,0.0133229,0.0157578,0.0226183,0,0.0257765,0.0579615,0.0413578,0,0,0.0234809,0,0,0.0210081,0.070798,0.0142207,0.0278539,0.0317752,0.0543844,0.0382509,0.0307444,0.0417573,0.0635882,0.0570648,0.0325593,0.0266977,0.014699,0.0420333,0.0135965,0.0340564,0.011804,0.00980203,0.0588057,0.0478741,0,0,0,0,0,0,0,0,0
172,0,0.0295637,0.0614255,0,0,0,0.0395643,0,0.0131577,0.0371935,0,0,0,0,0.0172184,0,0.0442732,0.0588676,0.0530284,0.0344639,0.0293617,0,0,0.0639882,0.0352328,0.0529926,0.0794305,0.0696421,0.0311974,0.0659441,0.0648683,0.0351297,0.0502061,0,0.0505233,0,0.0379177,0.0132995,0.0157597,0.0230423,0,0.025919,0.0586122,0.0412415,0,0,0.0233821,0,0,0.0210231,0.0710991,0.0141737,0.0280314,0.0315816,0.0539242,0.0379286,0.0305633,0.0414372,0.0634806,0.0570749,0.0329479,0.026592,0.0148176,0.0420751,0.0131642,0.0342473,0.0117571,0.00966061,0.0589276,0.0477469,0,0,0,0,0,0,0,0,0
173,0,0.0294921,0.0614802,0,0,0,0.039575,0,0.0129611,0.0372276,0,0,0,0,0.0172196,0,0.0440554,0.0590601,0.0521977,0.0349021,0.0290147,0,0,0.0638474,0.0352193,0.0533909,0.0799251,0.0696627,0.0314294,0.0662067,0.0653105,0.0354547,0.0500718,0,0.0493891,0,0.0380979,0.0132862,0.0157363,0.0236307,0,0.026052,0.0591896,0.0411785,0,0,0.023196,0,0,0.0210493,0.0714008,0.0141045,0.0279931,0.0314955,0.0535645,0.0376364,0.0305051,0.040924,0.0632624,0.0571212,0.0331663,0.0266181,0.0149373,0.0421239,0.0125954,0.0344065,0.0116456,0.00952039,0.0589242,0.0476038,0,0,0,0,0,0,0,0,0
174,0,0.0293834,0.0615577,0,0,0,0.0396361,0,0.012831,0.0373252,0,0,0,0,0.0172552,0,0.043853,0.0592118,0.0511413,0.035179,0.028533,0,0,0.0637071,0.0351524,0.0538757,0.0804738,0.0697279,0.0316469,0.0662782,0.0656136,0.0356424,0.0496281,0,0.0475828,0,0.0382493,0.013288,0.0156834,0.0241254,0,0.0261434,0.0596029,0.0411385,0,0,0.0230814,0,0,0.0210986,0.0716494,0.014118,0.0279731,0.0314538,0.0532474,0.0373319,0.0305314,0.0404167,0.0629973,0.0571524,0.0330954,0.0267183,0.0150776,0.042218,0.012185,0.0345339,0.011502,0.00938769,0.0588091,0.0474288,0,0,0,0,0,0,0,0,0
175,0,0.0292815,0.0616202,0,0,0,0.0400264,0,0.0127874,0.0373923,0,0,0,0,0.0173196,0,0.0437288,0.0594186,0.0499127,0.0353234,0.0280008,0,0,0.0636362,0.0350822,0.0539207,0.0810752,0.0697516,0.0317965,0.0661977,0.0658081,0.0357079,0.0490395,0,0.0448795,0,0.0384126,0.0133001,0.0156634,0.0245473,0,0.0261736,0.0598376,0.0410688,0,0,0.0229708,0,0,0.0210685,0.0718849,0.0140625,0.0281346,0.0314767,0.052958,0.0370657,0.0305069,0.0400192,0.0627135,0.0570966,0.0328806,0.0268047,0.0152877,0.0423522,0.0118467,0.0346375,0.0114108,0.00927115,0.0586085,0.0472679,0,0,0,0,0,0,0,0,0
176,0,0.029182,0.0616424,0,0,0,0.0406692,0,0.0128659,0.0376105,0,0,0,0,0.0173756,0,0.0436911,0.0594678,0.0481622,0.0354567,0.02731,0,0,0.0635542,0.0350253,0.0538917,0.0815306,0.069704,0.0318126,0.0659308,0.0659364,0.0356923,0.0482655,0,0.0412501,0,0.0385663,0.0134766,0.0154908,0.0248625,0,0.0261817,0.0599626,0.040994,0,0,0.0229742,0,0,0.0211388,0.0721552,0.0138761,0.0283031,0.0315317,0.0526876,0.0367976,0.030535,0.0395594,0.0624613,0.0569616,0.0329534,0.026828,0.015428,0.0424525,0.0115831,0.0347412,0.011353,0.00916318,0.0583973,0.0471042,0,0,0,0,0,0,0,0,0
177,0,0.0290796,0.0617221,0,0,0,0.0413149,0,0.0130122,0.0381241,0,0,0,0,0.0180514,0,0.0434599,0.0593239,0.046181,0.0356709,0.0263686,0,0,0.063428,0.0351206,0.0538405,0.0818033,0.0695934,0.0317702,0.0655907,0.0661192,0.0356952,0.047318,0,0.0368846,0,0.0386076,0.0144508,0.0135864,0.0251326,0,0.0262168,0.0599904,0.0408624,0,0,0.0225867,0,0,0.0213647,0.0724586,0.0135924,0.0284749,0.0315778,0.0524112,0.0364664,0.0306255,0.0390565,0.0622741,0.0568121,0.0332647,0.0270111,0.0154478,0.0424831,0.0113587,0.0349388,0.0113845,0.00930111,0.0582679,0.0469443,0,0,0,0,0,0,0,0,0
178,0,0.0290275,0.0617722,0,0,0,0.0426066,0,0.013161,0.0387237,0,0,0,0,0.0178226,0,0.0432465,0.0592571,0.0441239,0.035735,0.0254382,0,0,0.0632796,0.0349764,0.0537078,0.0819072,0.0693583,0.0316395,0.0653633,0.0664224,0.0357822,0.0463587,0,0.0318447,0,0.038721,0.0140658,0.0140884,0.0252845,0,0.0263022,0.0598897,0.0409018,0,0,0.0224317,0,0,0.0212214,0.0726963,0.0132667,0.0284415,0.0315357,0.0522319,0.0361905,0.0307499,0.0385567,0.0621239,0.0567343,0.0331996,0.0273068,0.015379,0.042437,0.0112341,0.0350283,0.0113005,0.00913283,0.0581609,0.0467818,0,0,0,0,0,0,0,0,0
