Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x75,x76,x77,x73,LBL
233,0.0319467,0.0605957,0,0,0,0.037269,0,0.0234994,0.0620121,0,0,0,0.0213517,0,0,0.0440941,0.0532735,0.0227415,0.0448623,0.0265021,0,0,0.0630657,0.0433856,0.0337068,0.0572963,0.0584528,0.0249621,0.0606774,0.0658156,0.0363705,0.0348092,0,0.00576863,0,0.0331051,0.013354,0.0153042,0.0227585,0,0.0227091,0.0430085,0.0405258,0,0,0.0230869,0,0,0.0230429,0.0746101,0.0429334,0.0135865,0.0308745,0.0564343,0.0346105,0.035626,0.0514424,0.0733779,0.0593914,0.0237788,0.0186462,0.00668929,0.028777,0.0674096,0.0332242,0.0103049,0.011965,0.0558572,0.0516005,0,0,0,0,0,0,0,0,0
234,0.0320437,0.0604408,0,0,0,0.0380619,0,0.0235272,0.0628611,0,0,0,0.0213547,0,0,0.0441211,0.0532135,0.022346,0.0444767,0.0266364,0,0,0.0627002,0.0432719,0.0336162,0.0568576,0.0584293,0.0252301,0.0604937,0.0655923,0.0364064,0.03458,0,0.00600988,0,0.0330596,0.0133019,0.0153868,0.02269,0,0.0228448,0.043001,0.040294,0,0,0.0230244,0,0,0.0226878,0.074775,0.0430058,0.0136963,0.0310765,0.0567209,0.0345252,0.0355434,0.0517,0.0733117,0.0592038,0.0241291,0.0183373,0.0062992,0.0291496,0.0674626,0.0332144,0.010222,0.0118728,0.0557427,0.0516203,0,0,0,0,0,0,0,0,0
235,0.0320905,0.0603133,0,0,0,0.038758,0,0.0235374,0.0637083,0,0,0,0.0213953,0,0,0.0441237,0.0531895,0.0220259,0.0440374,0.0267126,0,0,0.0622939,0.0432326,0.0337113,0.0565048,0.0584565,0.0255646,0.0602819,0.0653699,0.0364234,0.034414,0,0.00638216,0,0.033066,0.0132752,0.0154492,0.0228389,0,0.0231607,0.0430839,0.0402626,0,0,0.023008,0,0,0.0224391,0.0750561,0.0431416,0.0139477,0.0312995,0.0571831,0.0343424,0.0354709,0.0519786,0.0732485,0.0590183,0.0242477,0.0179114,0.00582669,0.0293179,0.067911,0.0332862,0.0101185,0.0118035,0.0557105,0.0514624,0,0,0,0,0,0,0,0,0
236,0.0319331,0.0601165,0,0,0,0.039318,0,0.0234739,0.0644476,0,0,0,0.0214743,0,0,0.0441007,0.0532664,0.0218618,0.0434971,0.0267294,0,0,0.0617592,0.0432865,0.0334948,0.0561438,0.0584851,0.0258555,0.0601122,0.0652009,0.0363136,0.0343211,0,0.00678733,0,0.0331007,0.0132612,0.0154936,0.0233156,0,0.0234945,0.0431732,0.0402802,0,0,0.0229076,0,0,0.0224414,0.0753381,0.0432955,0.014274,0.0315608,0.057815,0.0341006,0.0353414,0.0522772,0.0731991,0.0588523,0.0245265,0.0173501,0.00524356,0.0294294,0.0687098,0.0334351,0.00980535,0.0117774,0.0556768,0.0510709,0,0,0,0,0,0,0,0,0
237,0.0312163,0.0601566,0,0,0,0.0369165,0,0.0219645,0.0652874,0,0,0,0.0221546,0,0,0.043731,0.0535078,0.0210007,0.0420293,0.0271423,0,0,0.0603608,0.042796,0.0323826,0.0548161,0.057969,0.0258274,0.0609163,0.0659303,0.0371701,0.0351439,0,0.00519419,0,0.0324726,0.0134792,0.0157616,0.0203137,0,0.0265793,0.0427148,0.0410694,0,0,0.022049,0,0,0.023587,0.0749008,0.0470794,0.0160503,0.0316035,0.0594178,0.0339457,0.0358337,0.0544447,0.0750453,0.0596369,0.0221427,0.0215795,0.00895107,0.0272266,0.0605299,0.0336065,0.00878669,0.011982,0.0559044,0.0505959,0,0,0,0,0,0,0,0,0
238,0.0310375,0.060112,0,0,0,0.0371557,0,0.0218799,0.0659073,0,0,0,0.0221571,0,0,0.0435125,0.0537309,0.0210827,0.0414167,0.0271773,0,0,0.0598018,0.0429375,0.032389,0.0544933,0.0579071,0.0261245,0.0609026,0.0658047,0.0371306,0.0351527,0,0.00525336,0,0.032479,0.013388,0.0158113,0.0206169,0,0.0265919,0.0428292,0.0410746,0,0,0.0218253,0,0,0.0237183,0.0751514,0.0472788,0.0165201,0.0319,0.0598455,0.033588,0.0356859,0.0548779,0.0751517,0.0594675,0.0225775,0.0211761,0.00862123,0.0275185,0.0612703,0.033736,0.00897975,0.0118094,0.0560586,0.0506529,0,0,0,0,0,0,0,0,0
239,0.0310207,0.0601193,0,0,0,0.037257,0,0.0218232,0.0664464,0,0,0,0.0220206,0,0,0.0431678,0.0540421,0.0211589,0.0408576,0.0272069,0,0,0.0589209,0.043099,0.031804,0.0542391,0.0577998,0.0268513,0.0609077,0.0656956,0.0371714,0.0352126,0,0.00526212,0,0.0325177,0.013273,0.0158104,0.0208779,0,0.0265961,0.0429092,0.0410495,0,0,0.0216353,0,0,0.0236891,0.0753709,0.0475853,0.0169747,0.0321479,0.0604569,0.0331892,0.0354486,0.0553868,0.075211,0.0591134,0.0231679,0.0208648,0.0083812,0.0280233,0.0621751,0.0338694,0.00921535,0.0115185,0.0562191,0.0505328,0,0,0,0,0,0,0,0,0
240,0.0310263,0.0601462,0,0,0,0.0374035,0,0.0217232,0.0669765,0,0,0,0.0221067,0,0,0.0430182,0.054324,0.021105,0.0402657,0.0272057,0,0,0.058132,0.0431979,0.0315668,0.0540119,0.0577352,0.0272686,0.0608353,0.0656332,0.0371883,0.0352059,0,0.00524894,0,0.0325569,0.0132893,0.0156281,0.021187,0,0.0266874,0.0430225,0.0409881,0,0,0.0214879,0,0,0.0236364,0.0755357,0.048052,0.0173911,0.0323929,0.0606432,0.0327615,0.0352268,0.0559676,0.0752873,0.0587753,0.0238486,0.020724,0.0083367,0.0285838,0.0632718,0.0339972,0.00905633,0.0113089,0.0563277,0.0505116,0,0,0,0,0,0,0,0,0
241,0.0310393,0.0601111,0,0,0,0.037437,0,0.0216888,0.0674857,0,0,0,0.022475,0,0,0.0431978,0.0545096,0.0209426,0.0397404,0.0272127,0,0,0.0579267,0.0432468,0.0315079,0.0536614,0.0577108,0.027953,0.060747,0.0655817,0.0372218,0.0351871,0,0.00518562,0,0.0325937,0.0134607,0.0155426,0.021609,0,0.0269368,0.0430336,0.0409963,0,0,0.0213229,0,0,0.0237403,0.0756423,0.0486322,0.0177838,0.0326017,0.0605881,0.0323735,0.035174,0.0565427,0.0754313,0.058612,0.0243899,0.0206823,0.00834099,0.0290628,0.0646328,0.0341965,0.00881598,0.0111953,0.0563021,0.0502039,0,0,0,0,0,0,0,0,0
242,0.0310543,0.060145,0,0,0,0.0373124,0,0.0217656,0.0680937,0,0,0,0.0226651,0,0,0.043316,0.0546987,0.0209378,0.0394077,0.0271502,0,0,0.0574885,0.0432918,0.0309505,0.0533829,0.0577574,0.0282149,0.0606228,0.0654384,0.0371069,0.0351071,0,0.00511857,0,0.0326007,0.0135108,0.0156697,0.0221819,0,0.0272689,0.0430615,0.0410571,0,0,0.0211428,0,0,0.0239477,0.0757777,0.0492391,0.0181273,0.0326877,0.0607641,0.0320001,0.0351548,0.0572116,0.0756422,0.0587226,0.0247184,0.02073,0.00839501,0.029392,0.066125,0.0343588,0.00882765,0.0109716,0.0562293,0.0498787,0,0,0,0,0,0,0,0,0
243,0.0311317,0.0601843,0,0,0,0.0369211,0,0.021985,0.0688551,0,0,0,0.0227037,0,0,0.0432785,0.05501,0.0213557,0.0392618,0.0270435,0,0,0.0567944,0.0433649,0.0295591,0.0531345,0.0578534,0.0275434,0.0602466,0.0650985,0.0368184,0.0349252,0,0.0051727,0,0.0325859,0.01348,0.0157499,0.0225737,0,0.0276553,0.0431762,0.0410686,0,0,0.0210285,0,0,0.0239183,0.0759415,0.0496962,0.0183883,0.032569,0.0611742,0.0316328,0.0351049,0.0579737,0.0758335,0.05882,0.0249147,0.020938,0.00841002,0.0296385,0.0672472,0.034373,0.00901286,0.010732,0.0561001,0.0497005,0,0,0,0,0,0,0,0,0
244,0.0313726,0.0598884,0,0,0,0.0337659,0,0.0248402,0.0657262,0,0,0,0.022821,0,0,0.0431751,0,0.0242587,0.0364156,0.0294849,0,0,0.056883,0.0438499,0.0262045,0.0486873,0.0559553,0.0270459,0.0614269,0.0665185,0.0382205,0.0351687,0,0.00651029,0,0.0324316,0.0134977,0.0158031,0.0228471,0,0.0279192,0.0460765,0.0409852,0,0,0.0214677,0,0,0.0237349,0.0744252,0.0504121,0.0185776,0.0327391,0.0615888,0.0321452,0.0339751,0.0586123,0.0757833,0.0583904,0.0253167,0.0213656,0.00877992,0.0301189,0.0688562,0.0338736,0.00927782,0.0109324,0.0554522,0.0507658,0,0,0,0,0,0,0,0,0
245,0.0313571,0.0598716,0,0,0,0.0332863,0,0.0251532,0.0661217,0,0,0,0.0228064,0,0,0.0430308,0,0.0244825,0.0361997,0.0294802,0,0,0.0569779,0.0439099,0.0256556,0.0483319,0.0560024,0.0271027,0.0611582,0.0662021,0.0380472,0.0349334,0,0.00698149,0,0.0323565,0.0134945,0.0156481,0.0225246,0,0.0278598,0.0462087,0.0407956,0,0,0.0214964,0,0,0.0238038,0.0744117,0.0498017,0.0187194,0.0321912,0.0614831,0.0319391,0.0340739,0.059221,0.0757979,0.0585129,0.0254513,0.021985,0.00901921,0.0302747,0.0685429,0.0338745,0.00933773,0.0108557,0.0552216,0.0515243,0,0,0,0,0,0,0,0,0
246,0.0309169,0.0601284,0,0,0,0.0354261,0,0.0230951,0.070486,0,0,0,0.0227511,0,0,0.0429761,0.0572124,0.0225736,0.0389333,0.0268121,0,0,0.0563334,0.0434349,0.0273873,0.0520602,0.0580676,0.027793,0.0591089,0.0638409,0.0360406,0.0339065,0,0.00586003,0,0.0323133,0.0134171,0.0155559,0.0214668,0,0.0277348,0.0437997,0.0408692,0,0,0.0210533,0,0,0.0241972,0.0762309,0.0476791,0.0188986,0.0310849,0.0611669,0.0310107,0.0352494,0.059486,0.0756631,0.0590482,0.0255008,0.0225349,0.00892198,0.0303336,0.0660555,0.0343584,0.00908458,0.0104381,0.0554177,0.0510032,0,0,0,0,0,0,0,0,0
247,0.0309207,0.0601493,0,0,0,0.0358938,0,0.0229302,0.0702771,0,0,0,0.0226742,0,0,0.0431345,0.0564148,0.0215157,0.0386768,0.0269347,0,0,0.0557774,0.0434198,0.027229,0.0519111,0.057702,0.027586,0.0593764,0.0640611,0.0364038,0.0343089,0,0.00590187,0,0.0323493,0.0132748,0.0159228,0.0203393,0,0.0279977,0.0438966,0.0408766,0,0,0.0210703,0,0,0.0242597,0.0760966,0.0457277,0.0188268,0.0306149,0.0608929,0.0307169,0.0352193,0.0596376,0.0752964,0.0590773,0.0259149,0.0231082,0.00903259,0.0307211,0.0638127,0.0343805,0.0091154,0.0102968,0.0553011,0.0508553,0,0,0,0,0,0,0,0,0
248,0.0313279,0.0599454,0,0,0,0.0327486,0,0.0257185,0.0657099,0,0,0,0.0225328,0,0,0.0433797,0,0.0235844,0.035811,0.0297746,0,0,0.0554711,0.0434182,0.0252573,0.0475455,0.0554543,0.0268884,0.0613035,0.0661677,0.0384595,0.0351371,0,0.00739111,0,0.0323947,0.0132583,0.0159063,0.0143458,0,0.0355442,0.0472636,0.0407222,0,0,0.0216812,0,0,0.0240614,0.0737467,0,0.0196831,0.0324059,0.0614997,0.0311506,0.0341553,0.0551741,0.0735484,0.0586443,0.0228992,0.0266796,0.0154885,0.0265876,0.063329,0.0340681,0.00957146,0.0104412,0.055104,0.0507804,0,0,0,0,0,0,0,0,0
249,0.0311333,0.0601183,0,0,0,0.0356446,0,0.0231078,0.0696597,0,0,0,0.0224828,0,0,0.0430533,0.0564676,0.020379,0.0384976,0.0273331,0,0,0.055269,0.0429327,0.0274517,0.0515809,0.0571038,0.0269588,0.0599865,0.0645864,0.0370345,0.0350142,0,0.0057537,0,0.0325336,0.0134319,0.014944,0.0141126,0,0.0335555,0.0448448,0.0408241,0,0,0.0212808,0,0,0.0238815,0.075036,0,0.0195778,0.0313926,0.0611582,0.0301383,0.0353973,0.0552166,0.0733492,0.059216,0.0230539,0.0265754,0.0143646,0.0270328,0.0577193,0.0344984,0.00942971,0.00999488,0.0555466,0.0495587,0,0,0,0,0,0,0,0,0
250,0.0316918,0.059958,0,0,0,0.0397879,0,0.024514,0.0699231,0,0,0,0.0219245,0,0,0.0432555,0.0568059,0.020474,0.038894,0.0271505,0,0,0.0562201,0.0435996,0.0278321,0.052187,0.0572606,0.0273346,0.0591559,0.063876,0.0360966,0.0342451,0,0.00788294,0,0.0328448,0.0132635,0.0145408,0.0181598,0,0.0242724,0.0453711,0.0402177,0,0,0.0219007,0,0,0.0230547,0.0761767,0.0363255,0.0174642,0.0302938,0.0598902,0.0299879,0.0343332,0.0558799,0.0714082,0.0584095,0.0297782,0.0199618,0.00666546,0.0361875,0.0562202,0.0343898,0.00985147,0.00988849,0.0551924,0.050333,0,0,0,0,0,0,0,0,0
251,0.0318096,0.0599031,0,0,0,0.0400106,0,0.0247633,0.0698146,0,0,0,0.0218371,0,0,0.0431599,0.0572279,0.0203926,0.0388768,0.0272096,0,0,0.0564541,0.0432669,0.0275491,0.051917,0.0571323,0.0273414,0.0592802,0.0639419,0.0361954,0.0342509,0,0.00797454,0,0.0328281,0.0132479,0.014377,0.0175021,0,0.0243021,0.0459398,0.0403054,0,0,0.0218156,0,0,0.0230556,0.0758855,0.033646,0.0175682,0.0304284,0.0596011,0.0297368,0.0345249,0.0551533,0.0708341,0.0588051,0.0306192,0.0206784,0.00653427,0.0375953,0.0478192,0.0344172,0.00991856,0.00975682,0.0551786,0.0499455,0,0,0,0,0,0,0,0,0
252,0,0.0553845,0,0,0,0.0401871,0,0.0250554,0.0700065,0,0,0,0.0211628,0,0,0.0431532,0.0577368,0.0205243,0.0387485,0.0272654,0,0,0.055488,0.044353,0.0272427,0.0514554,0.0569546,0.0273532,0.059315,0.0639804,0.0362628,0.0341739,0,0.00800399,0,0.0340295,0.0134421,0.0141706,0.0188233,0,0.0241128,0.0468536,0.0401058,0,0,0.0221951,0,0,0.0234784,0.0754863,0.0310423,0.0179196,0.0307985,0.0588742,0.0337196,0.0348667,0.05403,0.0702186,0.0592108,0.0314174,0.0214273,0.00767499,0.0389302,0.0393419,0.034631,0.0100502,0.00982637,0.0521073,0.0521837,0,0,0,0,0,0,0,0,0
253,0.0321701,0.0596451,0,0,0,0.0404277,0,0.0252826,0.0697707,0,0,0,0.0215414,0,0,0.0430493,0.0582495,0.020811,0.0389603,0.0273859,0,0,0.0552239,0.0423606,0.0270439,0.0509685,0.0566923,0.0273093,0.0592908,0.0639823,0.0362661,0.0341578,0,0.00808341,0,0.0328881,0.0132011,0.0142265,0.0217223,0,0.0239048,0.0474043,0.040558,0,0,0.0214622,0,0,0.0232061,0.0750181,0.0287392,0.0185142,0.0312033,0.0591482,0.0293417,0.0353793,0.0527471,0.0695922,0.0595747,0.0320588,0.0222451,0.00905195,0.0400173,0.0316534,0.0347199,0.009862,0.00954397,0.0551108,0.04923,0,0,0,0,0,0,0,0,0
254,0,0.0551506,0,0,0,0.0406475,0,0.0254998,0.0700685,0,0,0,0.0209551,0,0,0.0430243,0.0586658,0.021052,0.0393205,0.027613,0,0,0.0547446,0.0433842,0.0269778,0.0505643,0.0563453,0.027066,0.0594359,0.0640968,0.0364162,0.0341946,0,0.00815116,0,0.0340517,0.0134265,0.0139181,0.0249866,0,0.0236744,0.0480644,0.0404806,0,0,0.0219454,0,0,0.0236079,0.0745947,0.0270314,0.0191829,0.0317006,0.0583346,0.0332092,0.035913,0.0513633,0.0689747,0.0599732,0.0325673,0.0232047,0.0101262,0.0409089,0.025366,0.0349954,0.00962494,0.00987665,0.0520803,0.0515048,0,0,0,0,0,0,0,0,0
255,0.0324998,0.0597183,0,0,0,0.0408663,0,0.0257709,0.0695631,0,0,0,0.0213716,0,0,0.0429422,0.0592437,0.0213027,0.039534,0.0278426,0,0,0.0553206,0.0415618,0.0268531,0.0500755,0.0559457,0.0268961,0.0595617,0.0642564,0.0364835,0.0342558,0,0.00826292,0,0.0329204,0.013126,0.0140118,0.0247319,0,0,0.0480408,0.0408807,0,0,0.0211634,0,0,0.023228,0.0747166,0.0281027,0.0192275,0.0312478,0.0583459,0.0285757,0.0361639,0.0484872,0.067726,0.0598517,0.0337004,0.0246134,0.011713,0.0423234,0.0230549,0.0350885,0.00964803,0.00955494,0.0552415,0.0487099,0,0,0,0,0,0,0,0,0
256,0.0323369,0.0600426,0,0,0,0.0406348,0,0.0260012,0.0695946,0,0,0,0.0212883,0,0,0.0427072,0.0596608,0.0217922,0.0390275,0.0280383,0,0,0.0543063,0.0405508,0.027018,0.0498149,0.0558428,0.0267003,0.0595698,0.0643096,0.0365699,0.0340942,0,0.00792584,0,0.03295,0.01308,0.0137234,0.0290528,0,0.0248349,0.0488201,0.0411166,0,0,0.0210138,0,0,0.022878,0.0738623,0.0247648,0.0206936,0.0326942,0.0580692,0.0280831,0.0371099,0.0485157,0.0680597,0.0608343,0.0337099,0.0253282,0.0125565,0.0426592,0.0178303,0.0354761,0.00913561,0.00942581,0.0555665,0.0479898,0,0,0,0,0,0,0,0,0
