Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,x78,LBL,x75
37,0.0291103,0.0661732,0,0,0,0.0395732,0,0.024299,0.0484987,0,0,0,0.0188565,0,0,0.0418035,0.0572939,0.0425035,0.0435842,0.0316977,0,0,0.0634109,0.0302053,0.0533504,0.0705998,0.0667196,0.0352035,0.0628907,0.0678685,0.0418244,0.0394314,0,0.0260012,0,0.0380625,0.0130285,0.0141048,0.0388934,0,0.0268171,0.0565676,0.0426079,0,0,0.0210681,0,0,0.0221877,0.0820341,0.012366,0.0263645,0.0336897,0.0502168,0.031667,0.033619,0.0332063,0.0599543,0.0575511,0.0313514,0.0271019,0.0152096,0.0398269,0.0145373,0.0340541,0.0097156,0.0110529,0.0620893,0.0429695,0,0,0,0,0,0,0,0,0,0
38,0.0292741,0.0661533,0,0,0,0.0395532,0,0.0248961,0.0486045,0,0,0,0.0188579,0,0,0.0418831,0.0566152,0.04173,0.0439727,0.0306652,0,0,0.063545,0.0302354,0.0532657,0.070597,0.0664826,0.0356102,0.0633948,0.0680386,0.0419592,0.0402193,0,0.0225342,0,0.0381196,0.0130446,0.0141254,0.0400546,0,0.0259313,0.056295,0.0425798,0,0,0.0209095,0,0,0.0221346,0.0818584,0.0132716,0.0263214,0.0339188,0.0499664,0.0310818,0.0335766,0.0330531,0.0598787,0.0574507,0.0310589,0.0270335,0.0152358,0.0393191,0.0156927,0.0342959,0.00970482,0.0109389,0.062029,0.0429439,0,0,0,0,0,0,0,0,0,0
39,0.029341,0.0661573,0,0,0,0.0413031,0,0.0238744,0.0475506,0,0,0,0.0192016,0,0,0.0419341,0.0561186,0.0396814,0.0441136,0.0277684,0,0,0.0643078,0.0307703,0.0529626,0.0710289,0.0660996,0.0348458,0.0642778,0.0686346,0.0417937,0.040846,0,0.0163908,0,0.0380509,0.0135287,0.013287,0.0384071,0,0.0253316,0.0545835,0.0423656,0,0,0.0208239,0,0,0.0221692,0.0827362,0.0138825,0.0262471,0.0352627,0.0497226,0.0306608,0.0323455,0.0313763,0.0582032,0.0558171,0,0.0261352,0.016409,0.0410619,0.015032,0.034451,0.00971642,0.0108627,0.0619703,0.0432172,0,0,0,0,0,0,0,0,0,0
40,0.0293706,0.0661585,0,0,0,0.0465447,0,0.0221584,0.0470501,0,0,0,0.0191416,0,0,0.0421942,0.056168,0.0359364,0.0432231,0.0238323,0,0,0.06432,0.0309754,0.0513186,0.0717691,0.0652805,0.0323583,0.0652755,0.0689905,0.0411405,0.0419934,0,0.0073357,0,0.038156,0.0135162,0.0135334,0.0388721,0,0.0244833,0.053924,0.0422616,0,0,0.0208292,0,0,0.0222264,0.0825414,0.014582,0.0261158,0.0353304,0.0494839,0.0306894,0.0320769,0.0310243,0.0580744,0.0555403,0,0.0257726,0.0164089,0.0404829,0.0159631,0.0344575,0.00978402,0.0108744,0.062109,0.043359,0,0,0,0,0,0,0,0,0,0
41,0.0292772,0.0663902,0,0,0,0.0402178,0,0.0230925,0.0483926,0,0,0,0.0189241,0,0,0.0423888,0.0557105,0.0363454,0.0440105,0.0257364,0,0,0.0647076,0.0306732,0.0508252,0.0698647,0.0650649,0.0316863,0.0634116,0.0679339,0.0401516,0.039073,0,0.0103797,0,0.0385627,0.0133616,0.0140798,0.0428921,0,0.0228265,0.054202,0.0423076,0,0,0.0203433,0,0,0.0221559,0.0812525,0.0164258,0.0263022,0.0351496,0.0492568,0.0300334,0.0325278,0.0325806,0.0594102,0.0563625,0.0297498,0.0264199,0.0152238,0.0376045,0.01926,0.0349924,0.009754,0.0105262,0.0622305,0.043009,0,0,0,0,0,0,0,0,0,0
42,0.0291885,0.0663662,0,0,0,0.0446168,0,0.021714,0.0477572,0,0,0,0.0188424,0,0,0.0424138,0.0560086,0.0321577,0.0429849,0.0247167,0,0,0.0648167,0.0310035,0.0490572,0.070997,0.0645078,0.0287952,0.0637261,0.0678405,0.0392886,0.039829,0,0.00571562,0,0.0385073,0.0132745,0.014161,0.0429252,0,0.0219816,0.053734,0.0420279,0,0,0.0202201,0,0,0.0221962,0.0809649,0.0172797,0.0260295,0.0352848,0.0489857,0.0300616,0.0319614,0.0327478,0.0595271,0.0559679,0.029173,0.0260685,0.0149842,0.0367442,0.0199773,0.0348883,0.00977726,0.0105928,0.0620861,0.0433851,0,0,0,0,0,0,0,0,0,0
43,0.0291951,0.0663252,0,0,0,0.0451726,0,0.0204054,0.0467924,0,0,0,0.0187266,0,0,0.0423178,0.0564662,0.029855,0.0422099,0.0251926,0,0,0.0652083,0.0314804,0.0479848,0.0718723,0.0644199,0.0272368,0.0637924,0.0678978,0.0386633,0.0400621,0,0.00623789,0,0.0383758,0.0131629,0.0142931,0.0429199,0,0.021047,0.0534267,0.0417834,0,0,0.0200819,0,0,0.0222238,0.0804173,0.0183436,0.0259118,0.0355834,0.0488553,0.0298634,0.0311376,0.0330879,0.0596173,0.0553003,0.0287611,0.0252583,0.0146604,0.0357744,0.020862,0.0348761,0.00977243,0.0105747,0.0620117,0.0438427,0,0,0,0,0,0,0,0,0,0
44,0.0292939,0.0661811,0,0,0,0.0447378,0,0.0192798,0.0459425,0,0,0,0.0186502,0,0,0.0423505,0.0566312,0.0286305,0.0417683,0.0255977,0,0,0.0655892,0.0322776,0.0468424,0.0723768,0.0642393,0.025961,0.0641309,0.068042,0.038249,0.0406977,0,0.0069055,0,0.0381235,0.0130555,0.0144671,0.0473221,0,0.020929,0.0525769,0.0414763,0,0,0.0200573,0,0,0.0222878,0.0795506,0.019236,0.0253467,0.0346744,0.0488105,0.0297787,0.0295488,0.0347736,0.0603609,0.0544153,0.0278229,0,0.0164228,0.0338742,0.0233307,0.0347958,0.00978311,0.0106232,0.0618628,0.0445932,0,0,0,0,0,0,0,0,0,0
45,0.0294732,0.0660109,0,0,0,0.0448788,0,0.0181365,0.0449378,0,0,0,0.0185602,0,0,0.0424539,0.0569713,0.0281784,0.0411825,0.0260174,0,0,0.065614,0.033038,0.046029,0.07249,0.0636363,0.0248177,0.0643686,0.0679358,0.0376559,0.0414324,0,0.00785887,0,0.0379578,0.0130372,0.0146207,0.0476715,0,0.0200785,0.0521925,0.0412365,0,0,0.0200101,0,0,0.0223256,0.0788498,0.0208086,0.0249811,0.034878,0.0490124,0.0296694,0.029114,0.0353629,0.0608596,0.0544179,0.0275954,0,0.0162008,0.0326707,0.0242732,0.0348153,0.00979136,0.0106369,0.0617634,0.0452412,0,0,0,0,0,0,0,0,0,0
46,0.0296401,0.065842,0,0,0,0.0461117,0,0.0167299,0.0435629,0,0,0,0.0184571,0,0,0.042587,0.0576131,0.0281188,0.0403481,0.0269429,0,0,0.065378,0.0337668,0.0456778,0.0725025,0.0629546,0.023753,0.0641773,0.0673926,0.0367155,0.0419811,0,0.00931431,0,0.0377976,0.0130267,0.0147471,0.0451851,0,0.0181638,0.0520786,0.0410964,0,0,0.0199838,0,0,0.022308,0.0780446,0.0231696,0.0249297,0.0364486,0.0496226,0.0296467,0.0297471,0.0351074,0.0610553,0.054908,0.0276371,0.0235408,0.0134305,0.031878,0.0264426,0.034854,0.00977007,0.0107506,0.061664,0.0457215,0,0,0,0,0,0,0,0,0,0
47,0.0296393,0.0655303,0,0,0,0.0465053,0,0.015709,0.0423298,0,0,0,0.0188892,0,0,0.0426938,0.0579952,0.0284108,0.0399715,0.0279108,0,0,0.0652861,0.0347981,0.0454157,0.0722101,0.0623937,0.0229701,0.0636739,0.0666301,0.035798,0.0420761,0,0.0100708,0,0.0373883,0.0134963,0.0138556,0.0465419,0,0.0177386,0.0512001,0.0408761,0,0,0.0205447,0,0,0.0220604,0.0770751,0.0253913,0.0243679,0.0364105,0.0504054,0.0298971,0.029945,0.0359483,0.0619619,0.0552707,0.027201,0.0224666,0.013288,0.0305594,0.0286175,0.0345296,0.00968145,0.0105851,0.0614254,0.0463478,0,0,0,0,0,0,0,0,0,0
48,0.0298314,0.0650467,0,0,0,0.0461148,0,0.0152742,0.041221,0,0,0,0.0190641,0,0,0.0429788,0.058206,0.0285343,0.0400053,0.0283866,0,0,0.0654401,0.0360001,0.0451296,0.0717928,0.0620002,0.0225453,0.063008,0.0658443,0.0350239,0.041814,0,0.00994668,0,0.0369894,0.0135339,0.013955,0.0479014,0,0.0172545,0.0501854,0.0406397,0,0,0.0207498,0,0,0.0220969,0.0760277,0.0274277,0.0236328,0.0359644,0.0513205,0.0302256,0.030402,0.0370341,0.0631992,0.055906,0.0267445,0.0211658,0.0130934,0.0295317,0.0301534,0.0341052,0.00980284,0.0110056,0.0610204,0.0469217,0,0,0,0,0,0,0,0,0,0
49,0.0298932,0.0644809,0,0,0,0.0454869,0,0.0151845,0.0402077,0,0,0,0.0193021,0,0,0.0431368,0.0583813,0.0282253,0.040351,0.0284072,0,0,0.0659661,0.0371853,0.0447906,0.0714777,0.0618024,0.022125,0.0624454,0.0652693,0.0344461,0.0413995,0,0.00972023,0,0.0364741,0.013338,0.0143117,0.0481537,0,0.0165893,0.0491212,0.04044,0,0,0.0216889,0,0,0.0218481,0.0749118,0.029283,0.0227119,0.0349848,0.0523234,0.0308486,0.0310294,0.038485,0.0646993,0.0567537,0.0262061,0.0199046,0.0123978,0.0288211,0.0300456,0.0334596,0.0097369,0.0111896,0.0604972,0.0472214,0,0,0,0,0,0,0,0,0,0
50,0.0299676,0.0638203,0,0,0,0.0449544,0,0.0153861,0.0395832,0,0,0,0.0194917,0,0,0.0433195,0.0584505,0.0274615,0.0409786,0.0282815,0,0,0.0666193,0.0379132,0.0443677,0.0712134,0.0618201,0.0217215,0.0621402,0.0650526,0.034174,0.0409882,0,0.00979314,0,0.0360427,0.0131922,0.0147613,0.0477533,0,0.0162665,0.0483208,0.0401974,0,0,0.0223482,0,0,0.0218807,0.0738574,0.0301095,0.0218239,0.0337854,0.0532146,0.0316065,0.03208,0.0403349,0.0664321,0.0579552,0.0254796,0.0197849,0.0112097,0.0283012,0.0284709,0.0328447,0.00985446,0.0117045,0.0598812,0.0472599,0,0,0,0,0,0,0,0,0,0
51,0.0300033,0.0633183,0,0,0,0.0447052,0,0.0156161,0.0395327,0,0,0,0.0197114,0,0,0.0435386,0.0582942,0.0264661,0.0419137,0.0283916,0,0,0.0672534,0.038603,0.0438415,0.0709795,0.0618597,0.0213861,0.0621172,0.0651556,0.0341976,0.0407425,0,0.0102151,0,0.0357248,0.0131025,0.0152453,0.0456751,0,0.0167042,0.0477669,0.0399662,0,0,0.0229187,0,0,0.0218993,0.0730397,0.0305409,0.0207814,0.0326419,0.0539485,0.0323506,0.0334575,0.0424267,0.0682961,0.0592992,0.0249347,0.0193934,0.0101101,0.0280782,0.0261725,0.0323269,0.0100182,0.0121664,0.0593551,0.0473324,0,0,0,0,0,0,0,0,0,0
52,0.0300544,0.0630086,0,0,0,0.0447259,0,0.0157927,0.0404208,0,0,0,0.0199386,0,0,0.0437338,0.0578846,0.0255374,0.0428495,0.0287165,0,0,0.0678683,0.0392861,0.0435089,0.0706299,0.0617675,0.0210219,0.0623188,0.0654552,0.0344453,0.0406762,0,0.0105763,0,0.035515,0.0130589,0.0156451,0.0449823,0,0.01897,0.0472578,0.0398053,0,0,0.0233471,0,0,0.0219201,0.0721598,0.0300974,0.0196447,0.0308626,0.0545154,0.032973,0.0348398,0.045447,0.0709248,0.0607586,0.0238597,0,0.0112459,0.0271313,0.0208878,0.0319917,0.0101443,0.0125734,0.0589063,0.0475527,0,0,0,0,0,0,0,0,0,0
53,0.0301721,0.0628206,0,0,0,0.0447689,0,0.0160246,0.0413866,0,0,0,0.0200947,0,0,0.0438969,0.0578771,0.0249562,0.0434192,0.0291496,0,0,0.0685289,0.0401687,0.0430003,0.0700625,0.0613028,0.0206234,0.0626456,0.0657844,0.0347442,0.0407504,0,0.0109551,0,0.0354878,0.0130267,0.0159709,0.0405917,0,0.0187834,0.0471243,0.0396757,0,0,0.023564,0,0,0.0219748,0.0719282,0.0294511,0.0189961,0.0317284,0.0548975,0.033209,0.035977,0.0467125,0.0717732,0.0612996,0.0240904,0.0189967,0.00854111,0.0277642,0.0224719,0.0318101,0.0102201,0.0128053,0.0585807,0.0478426,0,0,0,0,0,0,0,0,0,0
54,0.0302854,0.0627352,0,0,0,0.0450024,0,0.0162557,0.0428344,0,0,0,0.0201316,0,0,0.0439584,0.057968,0.0245827,0.0436015,0.0295634,0,0,0.0689442,0.0409002,0.0421283,0.0693888,0.0607283,0.0202965,0.0628943,0.0660006,0.0349186,0.040847,0,0.0113656,0,0.0356273,0.0129706,0.0161716,0.0394637,0,0.0202838,0.0468372,0.0396006,0,0,0.0235761,0,0,0.0220955,0.071454,0.0289105,0.0182662,0.0318572,0.0553409,0.0331832,0.0366357,0.0486333,0.0729196,0.0615531,0.0239873,0.0188515,0.00776413,0.0278995,0.0245499,0.0317074,0.0102963,0.0128901,0.0583381,0.048133,0,0,0,0,0,0,0,0,0,0
55,0.0303503,0.0627741,0,0,0,0.0457894,0,0.0163775,0.0440678,0,0,0,0.019947,0,0,0.0438897,0.0581408,0.0243126,0.0434519,0.0299317,0,0,0.068936,0.0413362,0.0411755,0.0686906,0.0602388,0.020156,0.0629801,0.0661197,0.0349724,0.0408865,0,0.0120929,0,0.0358372,0.0128634,0.0163859,0.0409337,0,0.0211452,0.0466903,0.0395861,0,0,0.0236064,0,0,0.0221297,0.0708552,0.0288413,0.0175415,0.03217,0.0557004,0.0330759,0.0371304,0.049823,0.07361,0.0614833,0.024405,0.0180872,0.00692905,0.0283883,0.0240086,0.0316616,0.0102568,0.0127246,0.0582424,0.0483264,0,0,0,0,0,0,0,0,0,0
56,0.0303966,0.0628609,0,0,0,0.0470615,0,0.016462,0.0449953,0,0,0,0.0198588,0,0,0.0437333,0.0582503,0.024035,0.0432736,0.0301456,0,0,0.0684795,0.0414451,0.0403277,0.0680222,0.0598356,0.0202744,0.0629023,0.0661418,0.0349464,0.0408413,0,0.0132278,0,0.0359967,0.0129154,0.016233,0.043783,0,0.020762,0.0466136,0.0395877,0,0,0.0233934,0,0,0.0222389,0.0702545,0.0282284,0.0168683,0.032674,0.055833,0.0328217,0.037562,0.0505212,0.0739604,0.0615159,0.0247134,0.0171642,0.00634885,0.0287254,0.0189675,0.0317673,0.0102317,0.0126088,0.058262,0.048486,0,0,0,0,0,0,0,0,0,0
57,0.0305059,0.0629409,0,0,0,0.0485203,0,0.0165512,0.0457259,0,0,0,0.0200955,0,0,0.0435055,0.0582928,0.0237247,0.0431882,0.0302319,0,0,0.0677185,0.0415267,0.0396538,0.0673568,0.0594298,0.0205304,0.062809,0.0661239,0.0348397,0.0407159,0,0.0146375,0,0.0360199,0.0133662,0.0153062,0.046498,0,0.0200787,0.04641,0.0395276,0,0,0.0228049,0,0,0.022528,0.0699576,0.0270734,0.0163298,0.0332468,0.0557067,0.0324425,0.037792,0.0509767,0.0741502,0.061662,0.024615,0.0166282,0.00606793,0.0286981,0.0127331,0.0319884,0.010271,0.0127265,0.058309,0.0486717,0,0,0,0,0,0,0,0,0,0
58,0.0305072,0.0630512,0,0,0,0.0501335,0,0.0165487,0.0462661,0,0,0,0.0198563,0,0,0.0435573,0.0584471,0.0233349,0.0430445,0.030257,0,0,0.0668828,0.04142,0.0390696,0.0667149,0.0591366,0.0208045,0.0628019,0.0661275,0.0347782,0.0406815,0,0.0162454,0,0.0361893,0.0132628,0.0154578,0.0483824,0,0.0197918,0.0460092,0.0395447,0,0,0.0226056,0,0,0.0225599,0.0700425,0.0261238,0.0158929,0.0337225,0.0555012,0.0321857,0.037989,0.0513723,0.0744154,0.0617579,0.0242075,0.0163238,0.00566987,0.0286662,0.00771318,0.0320995,0.0102142,0.0125701,0.0583434,0.0488038,0,0,0,0,0,0,0,0,0,0
59,0.0304319,0.0631458,0,0,0,0.0518291,0,0.0165457,0.0469088,0,0,0,0.0197112,0,0,0.0437172,0.0586047,0.0228332,0.0430429,0.0300686,0,0,0.0661279,0.0414943,0.0383028,0.0660873,0.0589506,0.021149,0.0628276,0.0661911,0.0348919,0.0406181,0,0.0180842,0,0.0361744,0.0132172,0.0155998,0.0506951,0,0.0197082,0.0456108,0.039526,0,0,0.0224436,0,0,0.0225851,0.0705475,0.0254589,0.0154467,0.034066,0.0551888,0.0320579,0.0382526,0.0517787,0.0747461,0.0618781,0.0237762,0.0162246,0.00531094,0.028699,0.0051518,0.0322075,0.0102013,0.0125164,0.0583306,0.0489159,0,0,0,0,0,0,0,0,0,0
60,0.0303643,0.063128,0,0,0,0.0534381,0,0.0166083,0.0477425,0,0,0,0.019573,0,0,0.0438187,0.0586088,0.0222881,0.0431843,0.0297138,0,0,0.0655417,0.0413999,0.0373034,0.0653861,0.0588021,0.0215851,0.0628453,0.0662837,0.0351853,0.0404569,0,0.0199633,0,0.0360649,0.0129966,0.0158769,0.0525786,0,0.0198205,0.0452867,0.0394683,0,0,0.0223934,0,0,0.0225877,0.0713355,0.0255703,0.0149023,0.0341216,0.0548664,0.0320463,0.0385779,0.0523037,0.0751438,0.0620996,0.0234714,0.0164389,0.00516306,0.0286851,0.00442895,0.0323523,0.0102234,0.0125659,0.0582157,0.0489842,0,0,0,0,0,0,0,0,0,0
61,0.030301,0.0630378,0,0,0,0.0546122,0,0.0168079,0.0488695,0,0,0,0.0196432,0,0,0.043926,0.0583981,0.0218116,0.0434429,0.02928,0,0,0.0651332,0.0412713,0.0369676,0.0644672,0.0587206,0.0220173,0.0628479,0.0663507,0.0355289,0.0401831,0,0.0215443,0,0.0358731,0.013046,0.0157824,0.0530312,0,0.0201013,0.0449341,0.0393892,0,0,0.0223907,0,0,0.0226002,0.0723159,0.0261709,0.0143341,0.0339063,0.0546133,0.0320833,0.0389074,0.0528242,0.0756,0.0624333,0.0231098,0.0170226,0.00533188,0.0287006,0.00502838,0.0323952,0.0102643,0.0127319,0.0580149,0.0490257,0,0,0,0,0,0,0,0,0,0
62,0.0302198,0.0629253,0,0,0,0.055686,0,0.0169379,0.0499976,0,0,0,0.0198141,0,0,0.0439361,0.0581168,0.0213016,0.0433518,0.029001,0,0,0.0649654,0.0412321,0.0366359,0.0635771,0.0586895,0.0223019,0.0628241,0.0664363,0.0356789,0.039975,0,0.0230516,0,0.0356662,0.0131352,0.0155977,0.0519775,0,0.0207007,0.044491,0.039291,0,0,0.0224839,0,0,0.0226067,0.0731733,0.0267551,0.0137352,0.0334904,0.0545559,0.0321703,0.039327,0.0532907,0.076092,0.0627582,0.0226289,0.0178983,0.0057582,0.028516,0.00689479,0.0323456,0.0103023,0.0128741,0.0576551,0.0490201,0,0,0,0,0,0,0,0,0,0
63,0.0300924,0.0627386,0,0,0,0.0565565,0,0.017189,0.0511713,0,0,0,0.0200119,0,0,0.0439936,0.0576906,0.0208137,0.0433519,0.0287163,0,0,0.06499,0.041323,0.0358738,0.0627461,0.0586706,0.0225904,0.0627671,0.0665214,0.0358414,0.0397705,0,0.0243007,0,0.0355003,0.0132869,0.015434,0.0497679,0,0.0218394,0.0441604,0.0392019,0,0,0.0226023,0,0,0.0226627,0.0737765,0.0271894,0.0132588,0.033028,0.054738,0.032257,0.0397523,0.0536479,0.0765205,0.0630727,0.0221485,0.0188444,0.00637711,0.0281588,0.00954998,0.0322273,0.0103354,0.0129898,0.0572973,0.0489966,0,0,0,0,0,0,0,0,0,0
64,0.0299411,0.062514,0,0,0,0.0573041,0,0.01749,0.0523485,0,0,0,0.0202024,0,0,0.0440482,0.0572021,0.020404,0.0434923,0.0283849,0,0,0.0650952,0.0414502,0.0350259,0.0619499,0.0587079,0.0229671,0.0627256,0.066592,0.036089,0.0395495,0,0.0253204,0,0.0353905,0.0134031,0.0153379,0.0468822,0,0.0229484,0.0438894,0.039134,0,0,0.0226954,0,0,0.0227242,0.0741352,0.0278282,0.012967,0.0326779,0.0551406,0.0323979,0.0399657,0.0539402,0.0767351,0.0633245,0.0217268,0.0196691,0.00693803,0.0278488,0.0134351,0.0320676,0.0103903,0.0131069,0.0569806,0.0489379,0,0,0,0,0,0,0,0,0,0
65,0.0297739,0.0622848,0,0,0,0.0580796,0,0.0177336,0.0535307,0,0,0,0.0204204,0,0,0.0440326,0.0567152,0.0200294,0.0434962,0.027984,0,0,0.0651499,0.0414814,0.0343799,0.0612924,0.0587399,0.023384,0.0627002,0.0666284,0.0362996,0.0393393,0,0.0262878,0,0.0353548,0.0135169,0.0151828,0.0434542,0,0.0238605,0.0435697,0.0390864,0,0,0.0227638,0,0,0.0227706,0.0744377,0.0287641,0.0128914,0.032444,0.0556207,0.0325551,0.0400326,0.0541601,0.0768224,0.0634204,0.0213744,0.0203208,0.00735161,0.0275856,0.0183455,0.0319446,0.0104158,0.0132272,0.0566894,0.0488602,0,0,0,0,0,0,0,0,0,0
66,0.0296468,0.0620575,0,0,0,0.0590554,0,0.0179494,0.0546213,0,0,0,0.020653,0,0,0.0439083,0.0562211,0.0196413,0.0432555,0.0277793,0,0,0.0651115,0.0412385,0.0339253,0.0607705,0.0587307,0.0237523,0.0627109,0.0667061,0.0364394,0.039222,0,0.0275588,0,0.0353586,0.0135234,0.0150348,0.0391564,0,0.0246709,0.0432611,0.0390069,0,0,0.0227751,0,0,0.0228044,0.074806,0.0300729,0.0129572,0.0323348,0.0561015,0.032549,0.0399482,0.0542223,0.0768716,0.0632996,0.0211081,0.0206803,0.00751738,0.0273526,0.0239594,0.0319022,0.0104351,0.0132677,0.0564473,0.0487725,0,0,0,0,0,0,0,0,0,0
67,0.0295789,0.0618179,0,0,0,0.0586028,0,0.0188177,0.0563602,0,0,0,0.0207067,0,0,0.0437511,0.0556855,0.0196342,0.0432943,0.0271378,0,0,0.0647148,0.0412486,0.0335855,0.0597575,0.0587654,0.0243224,0.0625553,0.066619,0.0366637,0.0387746,0,0.0273316,0,0.0353416,0.0133904,0.015154,0.0344267,0,0.0254028,0.0431148,0.0389411,0,0,0.0226517,0,0,0.0228736,0.0754882,0.0314053,0.0132358,0.0323651,0.0565852,0.0324498,0.0397952,0.0541692,0.0767913,0.0631441,0.0210876,0.0207077,0.00736404,0.0272135,0.0296272,0.0319362,0.0104619,0.0133102,0.0563128,0.0486176,0,0,0,0,0,0,0,0,0,0
68,0.0294638,0.0616837,0,0,0,0.0587842,0,0.0192239,0.0577713,0,0,0,0.0208031,0,0,0.0435398,0.0554146,0.0195803,0.0430176,0.0268322,0,0,0.0641793,0.0415618,0.0332776,0.0590443,0.0587945,0.0247749,0.0624325,0.0665128,0.0367444,0.0384569,0,0.0276791,0,0.0353406,0.0134325,0.0150152,0.0304737,0,0.0258782,0.0429921,0.038855,0,0,0.0224865,0,0,0.0229055,0.0760889,0.0327539,0.0135723,0.0325601,0.0572911,0.0322683,0.0395299,0.0541243,0.0766569,0.0628204,0.0214581,0.0203022,0.00713058,0.0272144,0.0352705,0.0320216,0.0104645,0.013259,0.0562502,0.04841,0,0,0,0,0,0,0,0,0,0
69,0.0293687,0.0615613,0,0,0,0.0587663,0,0.0196093,0.0591784,0,0,0,0.0208438,0,0,0.0432983,0.0553162,0.0195694,0.0426882,0.0266238,0,0,0.0635302,0.0416921,0.0327556,0.0584789,0.0588485,0.0252254,0.062267,0.0664543,0.0367591,0.038183,0,0.0278515,0,0.0353745,0.0133673,0.0149596,0.0273007,0,0.0260522,0.0428728,0.0388005,0,0,0.0223308,0,0,0.0229121,0.0766951,0.0338024,0.0139652,0.0328918,0.0580692,0.0320247,0.0392272,0.0541025,0.0765314,0.0624668,0.0220538,0.0197398,0.00678163,0.0274024,0.0403817,0.0321648,0.0104164,0.0131793,0.0562209,0.0481831,0,0,0,0,0,0,0,0,0,0
70,0.0293155,0.0614597,0,0,0,0.0584655,0,0.0199903,0.0605792,0,0,0,0.0208872,0,0,0.0431176,0.0553635,0.019621,0.0423996,0.0264812,0,0,0.0628473,0.0415519,0.0321333,0.0578344,0.0588707,0.0255967,0.0620263,0.0663122,0.0367346,0.0378546,0,0.0278025,0,0.0354227,0.0134033,0.0148037,0.0246533,0,0.0257924,0.0427308,0.0387636,0,0,0.022204,0,0,0.0228989,0.0773008,0.0342546,0.0144159,0.0333815,0.0587199,0.0317387,0.0389234,0.0542357,0.076419,0.0621778,0.0228679,0.0192292,0.00615515,0.0278107,0.0451394,0.0323234,0.0103359,0.0130452,0.0562159,0.0479858,0,0,0,0,0,0,0,0,0,0
71,0.0288343,0.0615555,0,0,0,0.051395,0,0.0171625,0.0617978,0,0,0,0.0216092,0,0,0.0427395,0.056281,0.0181041,0.0411288,0.0276385,0,0,0.061174,0.0411433,0.0299164,0.0548546,0.0579584,0.0258928,0.0642037,0.0680066,0.0391109,0.0399552,0,0.0190502,0,0.034823,0.0138522,0.0147892,0.0244284,0,0.0267645,0.0420223,0.0395405,0,0,0.0214704,0,0,0.0239549,0.0775574,0.0349026,0.0161042,0.0333829,0.0599261,0.031797,0.0392105,0.0555265,0.0772181,0.0623485,0.0219428,0.0208091,0.00745947,0.0270874,0.0454303,0.0324407,0.00966847,0.0131508,0.0564511,0.0473076,0,0,0,0,0,0,0,0,0,0
72,0.028728,0.0615775,0,0,0,0.050985,0,0.0175574,0.0629447,0,0,0,0.0217123,0,0,0.0425155,0.0565181,0.0183311,0.0407578,0.0274972,0,0,0.0604267,0.041208,0.0293694,0.0541512,0.0579263,0.0261716,0.0639826,0.0679097,0.0391141,0.0396526,0,0.0189224,0,0.0347965,0.0140734,0.0144862,0.0233046,0,0.0268935,0.0419186,0.039525,0,0,0.0212077,0,0,0.0240055,0.0779742,0.0351918,0.0165114,0.0340246,0.0603743,0.0315563,0.0389141,0.0557798,0.0770749,0.0619772,0.0220316,0.0205865,0.00755945,0.0272577,0.0475177,0.0325881,0.00956866,0.0129275,0.0565543,0.0471503,0,0,0,0,0,0,0,0,0,0
73,0.0285862,0.0616258,0,0,0,0.0506566,0,0.0178759,0.0639775,0,0,0,0.0217957,0,0,0.042261,0.0567712,0.0183999,0.0404854,0.0273599,0,0,0.0597776,0.0412858,0.0287838,0.0534512,0.0579122,0.026447,0.0637676,0.0677508,0.0391118,0.0393506,0,0.018735,0,0.034693,0.0140754,0.0142385,0.0226157,0,0.0267417,0.041791,0.0394921,0,0,0.0210586,0,0,0.0240172,0.0781617,0.0350175,0.0167295,0.0344921,0.0606092,0.0313463,0.0386084,0.056493,0.077212,0.0616515,0.021862,0.0209768,0.00792351,0.0272398,0.0482058,0.0326631,0.00945872,0.0127981,0.0566143,0.0470896,0,0,0,0,0,0,0,0,0,0
74,0.0284777,0.0616677,0,0,0,0.05049,0,0.0180719,0.0648957,0,0,0,0.021894,0,0,0.0420425,0.0570055,0.0183208,0.040136,0.0272883,0,0,0.0591767,0.0411985,0.0283084,0.0528845,0.0578552,0.0266907,0.0635629,0.0675726,0.0391481,0.0392291,0,0.0186777,0,0.0345292,0.0138609,0.0142427,0.0222481,0,0.0265726,0.0417187,0.0394905,0,0,0.0209192,0,0,0.0240322,0.0782628,0.0346366,0.0168894,0.0346939,0.0607748,0.0311054,0.0383941,0.0570798,0.0772743,0.0613878,0.0219002,0.0212553,0.00797902,0.027387,0.0483015,0.0327509,0.00939124,0.0126943,0.0565879,0.0469996,0,0,0,0,0,0,0,0,0,0
