Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75
All Timesteps RMSE,0.0222806,0.0185709,0,0,0,0,0,0,0.0226275,0.0158575,0.0135363,0.0126239,0,0,0.027926,0,0.0213522,0.0184969,0.0363766,0.0203007,0.0152333,0.00874323,0.0183132,0.0247815,0.00489266,0.006495,0.00481573,0.0116192,0.0126024,0.0136672,0.00740578,0.0191051,0.02832,0.0209896,0.0144539,0.00612222,0.00850035,0.00987559,0.00817313,0.0159789,0.0205487,0,0,0.0129137,0,0.00784467,0.00873921,0.0569435,0.00920437,0.0166279,0.0115617,0.0172023,0.0121951,0.00729175,0.0342443,0.0142712,0.0101622,0.00697866,0.0238327,0.00591475,0.00670076,0.00828664,0.0119039,0.0125924,0.00799063,0.0217203,0.019471,0,0,0,0,0,0,0,0,0
0,0.0159055,0.0210775,0,0,0,0,0,0,0.0222761,0.0113511,0.0114789,0.00319943,0,0,0.0428691,0,0.0301255,0.0272365,0.0378115,0.0291554,0.0152852,0.012643,0.0253326,0.0185064,0.00610988,0.0106785,0.00793528,0.00981956,0.0142287,0.0142135,0.00549938,0.0202717,0.0268011,0.0308176,0.0198307,0.0134563,0.00861838,0.00137378,0.0104952,0.0113841,0.0217139,0,0,0.0754021,0,0.00449264,0.0475297,0.0513517,0.00935413,0.0138901,0.0145742,0.0250296,0.0523644,0.00994264,0.0436018,0.0194729,0.0149899,0.00749611,0.0214861,0.00392989,0.00501423,0.00571097,0.0464729,0.0224069,0.00582814,0.0305501,0.0164013,0,0,0,0,0,0,0,0,0
1,0.0160498,0.0208086,0,0,0,0,0,0,0.0219397,0.0103812,0.0113934,0.00330862,0,0,0.0205821,0,0.0318627,0.0147706,0.0381189,0.0288486,0.0154866,0.011485,0.0241167,0.009011,0.00562015,0.0094602,0.00691068,0.00972862,0.0140945,0.0137292,0.00528799,0.0199471,0.0257659,0.0139949,0.0198112,0.00759622,0.00795222,0.001447,0.0104683,0.0118966,0.0213109,0,0,0.0720515,0,0.00436117,0.0454452,0.0508988,0.0100357,0.0145257,0.0140255,0.0236587,0.0506642,0.00935734,0.043365,0.0189287,0.0142065,0.00757028,0.0217449,0.00452761,0.00559495,0.00498409,0.0444167,0.0215786,0.00524186,0.0299324,0.0164027,0,0,0,0,0,0,0,0,0
2,0.0164334,0.0202624,0,0,0,0,0,0,0.0218487,0.0102174,0.0112998,0.00313368,0,0,0.0217876,0,0.0314187,0.0151654,0.0381336,0.0284781,0.0154346,0.0114089,0.0232644,0.00878809,0.00547639,0.00937742,0.00673395,0.00959646,0.0139879,0.0136531,0.00527648,0.0199093,0.0256738,0.0147197,0.0196598,0.00727085,0.00770977,0.00139771,0.0102828,0.0120516,0.0214779,0,0,0.0716115,0,0.00440824,0.0449955,0.0509223,0.00997075,0.0145443,0.0138171,0.0229054,0.0496692,0.00918016,0.04335,0.0186544,0.0139431,0.00752923,0.0216988,0.0045584,0.00561571,0.00485374,0.0442852,0.0211111,0.00509608,0.0287704,0.0167701,0,0,0,0,0,0,0,0,0
3,0.0168404,0.0197105,0,0,0,0,0,0,0.0218015,0.00998547,0.0113129,0.00312014,0,0,0.0228256,0,0.0309676,0.015527,0.038082,0.0281455,0.0155052,0.0111578,0.0224714,0.00850214,0.0052777,0.00917951,0.00646692,0.00969077,0.0138821,0.0135453,0.00522696,0.0199061,0.0255009,0.015291,0.0194475,0.00696085,0.00768333,0.00136621,0.0102123,0.0123349,0.0215822,0,0,0.0709255,0,0.00446375,0.0444485,0.0507825,0.00983427,0.0144165,0.0137291,0.0221467,0.0484497,0.00891784,0.0433314,0.0184384,0.013701,0.00743411,0.0216637,0.00455113,0.00559312,0.00473819,0.0438995,0.0206274,0.00504524,0.0274699,0.0170691,0,0,0,0,0,0,0,0,0
4,0.0172629,0.019123,0,0,0,0,0,0,0.0217877,0.00970969,0.0114006,0.00316737,0,0,0.0236319,0,0.030452,0.0158849,0.0379787,0.0278882,0.0157555,0.0107835,0.0216484,0.0080748,0.00502659,0.00867297,0.00612065,0.00997543,0.0137967,0.0134328,0.00517111,0.0199361,0.0253249,0.0156869,0.0192062,0.00666082,0.00762488,0.00158437,0.0101351,0.0126158,0.0215922,0,0,0.0696038,0,0.0045326,0.0437242,0.0504664,0.00982328,0.0143274,0.013701,0.0213995,0.0468498,0.00866307,0.0432502,0.018272,0.0134505,0.0073031,0.0216099,0.00449406,0.005542,0.00460754,0.04315,0.0204619,0.00558407,0.0262833,0.0172667,0,0,0,0,0,0,0,0,0
5,0.0315339,0.0232841,0,0,0,0,0,0,0.0218249,0.0089392,0.0113373,0.0029627,0,0,0.0260205,0,0.029097,0.0182797,0.0375005,0.0273839,0.0158676,0.0106357,0.0225279,0.0254992,0.00451451,0.00806905,0.00581065,0.00963067,0.013552,0.0133159,0.00524732,0.0199523,0.0252624,0.0196422,0.0186537,0.00661311,0.0075976,0.00230563,0.00997541,0.0131194,0.0321281,0,0,0.0301884,0,0.00562093,0.0201447,0.0506225,0.00976717,0.0136015,0.0138204,0.0225,0.0241564,0.00841536,0.0429782,0.0181575,0.0132796,0.00717101,0.0214479,0.00421643,0.00541465,0.00469663,0.0317737,0.0125203,0.003088,0.0252271,0.0235371,0,0,0,0,0,0,0,0,0
6,0.0319242,0.0198298,0,0,0,0,0,0,0.0220278,0.00947042,0.0117954,0.00507481,0,0,0.0256764,0,0.0297015,0.0169505,0.037517,0.0275778,0.0170593,0.00975545,0.0183107,0.00817016,0.00426502,0.00780692,0.00533792,0.0101284,0.0137791,0.0135203,0.00529643,0.020006,0.0252124,0.0171545,0.0188723,0.0060031,0.00735961,0.00760785,0.00979251,0.0146696,0.0262788,0,0,0.0222891,0,0.00378178,0.0156673,0.0501104,0.00963137,0.0150413,0.0134293,0.0183379,0.0093062,0.00804776,0.043076,0.0178698,0.0127317,0.00695482,0.0215025,0.00430539,0.00536043,0.00451693,0.0164599,0.0118504,0.0042488,0.0213562,0.0253137,0,0,0,0,0,0,0,0,0
7,0.0312149,0.0205468,0,0,0,0,0,0,0.0219505,0.00939886,0.0118458,0.0055041,0,0,0.0266807,0,0.0294607,0.0175138,0.0375355,0.0273852,0.017317,0.00954109,0.0173426,0.00908295,0.00426534,0.00764585,0.00513508,0.0102158,0.0137516,0.0135557,0.00535186,0.0199978,0.0251549,0.0176062,0.0187732,0.00586949,0.00736313,0.00760347,0.00968147,0.014984,0.0251095,0,0,0.0223423,0,0.0040737,0.0158015,0.0500531,0.00956668,0.0152423,0.013249,0.0175153,0.0125508,0.00791082,0.0430512,0.0178595,0.0125124,0.00691279,0.0214834,0.00433428,0.00535556,0.00458293,0.0160662,0.012018,0.00429863,0.0220704,0.0246168,0,0,0,0,0,0,0,0,0
8,0.0305544,0.0211416,0,0,0,0,0,0,0.0219024,0.00940724,0.0118439,0.00574703,0,0,0.0275415,0,0.0293293,0.0179738,0.0375152,0.0271768,0.0173122,0.00944864,0.0165679,0.0101074,0.00426165,0.00734251,0.00499281,0.0102508,0.0137083,0.0135637,0.00538276,0.0199985,0.0251754,0.0180781,0.0187248,0.00579706,0.0073836,0.00748577,0.00957826,0.0153192,0.0240263,0,0,0.0224822,0,0.00426632,0.0158842,0.0500832,0.00940944,0.0153798,0.0131093,0.0168344,0.0154704,0.00778885,0.0430078,0.0177472,0.0123693,0.00684901,0.0214738,0.0043284,0.00534733,0.00466381,0.015925,0.011887,0.00425764,0.0227639,0.0239839,0,0,0,0,0,0,0,0,0
9,0.0300371,0.0215084,0,0,0,0,0,0,0.0218986,0.00943303,0.0117681,0.00591706,0,0,0.0281515,0,0.0292598,0.0182452,0.0375248,0.0269084,0.0170638,0.00946306,0.0159319,0.0109554,0.00422253,0.00710458,0.00490736,0.0102533,0.0136338,0.0135085,0.00537751,0.0199873,0.0251651,0.0185863,0.0187015,0.00576488,0.00741861,0.00734473,0.00944257,0.0155971,0.0231606,0,0,0.0225786,0,0.00445471,0.0158269,0.0501446,0.00933547,0.0152401,0.0130372,0.01631,0.0176725,0.00770571,0.0429403,0.0175179,0.0122877,0.00682309,0.0214381,0.00431296,0.00534504,0.00482141,0.0158475,0.011709,0.00420459,0.0234265,0.023495,0,0,0,0,0,0,0,0,0
10,0.029559,0.021726,0,0,0,0,0,0,0.0219385,0.00946092,0.0117251,0.00606843,0,0,0.0284471,0,0.0292227,0.0183264,0.0374949,0.0266782,0.0167671,0.00952633,0.0154457,0.0116657,0.00415651,0.00720684,0.0048347,0.0102161,0.0135401,0.0134893,0.00533677,0.0199684,0.0251572,0.019118,0.0186813,0.00576043,0.00740064,0.00727401,0.00928513,0.0157928,0.0224734,0,0,0.022568,0,0.00464528,0.01586,0.0501747,0.00925481,0.0150724,0.012896,0.0159276,0.0193828,0.00763164,0.0428914,0.0174713,0.0121403,0.00677416,0.0214471,0.00428301,0.00534909,0.00496858,0.0156612,0.0115312,0.00410666,0.0238806,0.0231135,0,0,0,0,0,0,0,0,0
11,0.0293478,0.0219187,0,0,0,0,0,0,0.0219845,0.00948723,0.011766,0.00623176,0,0,0.0284673,0,0.0292474,0.0183265,0.0375312,0.0265022,0.0167768,0.00943349,0.0151848,0.0123325,0.00410651,0.00744851,0.00470046,0.0102198,0.0134976,0.0135079,0.00531455,0.0199619,0.0251072,0.0196061,0.0186723,0.00574859,0.007399,0.00715176,0.00920712,0.0158456,0.0221611,0,0,0.0224434,0,0.00483679,0.0159112,0.0501407,0.00924928,0.0150755,0.0127547,0.0156949,0.0204167,0.00753365,0.0428537,0.0173863,0.0118859,0.00671387,0.0214574,0.00427951,0.00537938,0.00516473,0.0152959,0.0114497,0.00406389,0.0240239,0.0230388,0,0,0,0,0,0,0,0,0
12,0.029106,0.0220312,0,0,0,0,0,0,0.0220059,0.00949244,0.0117536,0.0064052,0,0,0.028287,0,0.0292734,0.0182822,0.0375447,0.0262704,0.0165139,0.00927375,0.0149206,0.0127068,0.00407377,0.00747988,0.00454973,0.0101934,0.0134295,0.01349,0.0053166,0.0199565,0.0250988,0.019913,0.0186481,0.00575948,0.00752869,0.00704987,0.0091809,0.0158836,0.0218915,0,0,0.0223622,0,0.00505755,0.0159419,0.0502119,0.0092698,0.0147827,0.0126442,0.0154727,0.0210733,0.00740893,0.0427714,0.0172944,0.0116832,0.00665574,0.0214356,0.00428742,0.00539194,0.00538391,0.0150002,0.0115616,0.00405661,0.0239331,0.0229114,0,0,0,0,0,0,0,0,0
13,0.0289789,0.0218277,0,0,0,0,0,0,0.0219985,0.00948182,0.0116414,0.00652283,0,0,0.0279005,0,0.0291952,0.01818,0.0375255,0.0259904,0.0159322,0.00927039,0.0148027,0.012709,0.00404299,0.00733684,0.00446803,0.0100948,0.0133285,0.0134303,0.00535717,0.0199421,0.0251549,0.0198237,0.0186193,0.00579979,0.00755037,0.00697697,0.00907738,0.0158698,0.0218599,0,0,0.0222817,0,0.00529675,0.0159188,0.0503237,0.00921886,0.0143955,0.0124728,0.0153754,0.0209914,0.00728893,0.042725,0.0171808,0.0114862,0.00661941,0.0214334,0.00432644,0.00540123,0.00543063,0.0148143,0.011845,0.00399266,0.0234274,0.022927,0,0,0,0,0,0,0,0,0
14,0.032043,0.018101,0,0,0,0,0,0,0.0218831,0.0097004,0.0113358,0.00587616,0,0,0.0307276,0,0.0273339,0.0207521,0.037436,0.0254993,0.0152126,0.0096896,0.016963,0.0165275,0.00404119,0.00740682,0.00449148,0.00970962,0.0130914,0.0133453,0.00539622,0.0199041,0.0251902,0.0223425,0.0175403,0.00672129,0.00776049,0.00348304,0.00901405,0.0152268,0.0306296,0,0,0.0244464,0,0.0064347,0.0168074,0.0506816,0.00918936,0.0131205,0.0125447,0.0177573,0.014836,0.0073019,0.0425473,0.0171183,0.0115014,0.00665221,0.0213504,0.00426886,0.00541161,0.00560363,0.0240013,0.0120347,0.00294833,0.0183714,0.0239368,0,0,0,0,0,0,0,0,0
15,0.0268756,0.0211712,0,0,0,0,0,0,0.0219504,0.00884148,0.0117277,0.00768907,0,0,0.0250051,0,0.0289267,0.0165343,0.0375781,0.0256142,0.016183,0.00906025,0.0132718,0.0126657,0.003914,0.00715825,0.00403931,0.0101707,0.0132919,0.0133907,0.00541439,0.0199609,0.0249448,0.0176151,0.0183978,0.0067413,0.00762355,0.0068947,0.00884371,0.0167063,0.020036,0,0,0.0208165,0,0.00505609,0.0149769,0.0501998,0.00922876,0.0147026,0.0122109,0.0137882,0.0219183,0.00692676,0.0426212,0.0167625,0.0110055,0.00640078,0.0213902,0.00438875,0.00539601,0.00566301,0.0141345,0.0116945,0.00362106,0.0226601,0.0211155,0,0,0,0,0,0,0,0,0
16,0.0260081,0.0210962,0,0,0,0,0,0,0.0219604,0.00900759,0.0116708,0.00790721,0,0,0.0253852,0,0.0288769,0.0167391,0.0377003,0.0254767,0.0161196,0.00926772,0.012604,0.0128178,0.00399789,0.00745708,0.00394223,0.0101474,0.0133175,0.0132592,0.00536656,0.0198742,0.0249666,0.0177436,0.0183589,0.0065013,0.00765659,0.00662767,0.00874522,0.0167502,0.0192471,0,0,0.0207653,0,0.00464836,0.0148262,0.0503801,0.00913359,0.0148828,0.0120805,0.0131053,0.0225474,0.00689809,0.0424678,0.0165979,0.0109252,0.00645341,0.0213993,0.0045846,0.0054918,0.00591503,0.0141623,0.0111606,0.00361305,0.0224459,0.0202645,0,0,0,0,0,0,0,0,0
17,0.0248321,0.0211501,0,0,0,0,0,0,0.0219906,0.00924924,0.0116834,0.00866465,0,0,0.0259279,0,0.0288465,0.0170656,0.0375977,0.0252318,0.0160011,0.00932042,0.0116307,0.0129447,0.00390153,0.0074173,0.00373996,0.0101468,0.0131861,0.0132505,0.00543562,0.0199369,0.0250506,0.0180401,0.0183227,0.00616039,0.00759202,0.0065765,0.00862141,0.0172367,0.0181681,0,0,0.0202251,0,0.00445612,0.0144456,0.0505731,0.009006,0.0150802,0.0119514,0.0122455,0.0235975,0.00676836,0.0423513,0.0164511,0.0107309,0.00633363,0.0214257,0.00451268,0.00542434,0.00613497,0.013927,0.0106932,0.00357698,0.0225156,0.0190767,0,0,0,0,0,0,0,0,0
18,0.0216441,0.0225543,0,0,0,0,0,0,0.0221193,0.00969198,0.0119608,0.00986491,0,0,0.0270591,0,0.0287984,0.0176851,0.0374525,0.0251693,0.0162778,0.00904959,0.00992055,0.0143729,0.00366044,0.00699741,0.00335013,0.0103361,0.0131492,0.0133768,0.00553126,0.0200232,0.0250757,0.0189578,0.0182504,0.00566009,0.00757709,0.00613272,0.00839647,0.0182114,0.0153914,0,0,0.014164,0,0.00388463,0.0105107,0.0507847,0.00880161,0.0153884,0.0117871,0.0107563,0.0290337,0.00660703,0.0422026,0.0162321,0.0104313,0.00619166,0.0214331,0.00436435,0.00537066,0.00626872,0.0101856,0.00795614,0.00135626,0.0246431,0.0165131,0,0,0,0,0,0,0,0,0
19,0.0204346,0.0225102,0,0,0,0,0,0,0.0220218,0.00973743,0.0119402,0.0106004,0,0,0.0266189,0,0.0285826,0.0174238,0.0375253,0.0248531,0.0161926,0.0090691,0.00907086,0.014359,0.00361561,0.00681758,0.00313735,0.0102825,0.0130314,0.0133531,0.00556304,0.0200138,0.0249172,0.0187193,0.0181412,0.00566391,0.0075861,0.00621457,0.00826632,0.0185161,0.014368,0,0,0.0131654,0,0.00396538,0.00987267,0.0508943,0.00865182,0.0155067,0.0116225,0.00995183,0.0296411,0.00663563,0.0420896,0.0159879,0.0102329,0.00613699,0.0214488,0.00434807,0.00541042,0.00629081,0.00962365,0.00765432,0.00122788,0.0246276,0.0154754,0,0,0,0,0,0,0,0,0
20,0.019564,0.0222829,0,0,0,0,0,0,0.0218853,0.00979547,0.0119148,0.0111754,0,0,0.0262002,0,0.0284602,0.0171778,0.0376109,0.0245099,0.0163142,0.00900143,0.00848031,0.0142682,0.00357104,0.00662156,0.00292736,0.0102673,0.0129052,0.0132198,0.00556114,0.0199986,0.0246873,0.0185269,0.0180528,0.00565993,0.00757652,0.00615823,0.00819685,0.0185552,0.0137056,0,0,0.0123001,0,0.00388207,0.0093442,0.0508273,0.00856143,0.0155985,0.0113889,0.00938215,0.0296613,0.00649524,0.0419836,0.0156886,0.00997167,0.00605352,0.0214633,0.00436942,0.00543052,0.0063686,0.00909549,0.00775383,0.00139055,0.0243294,0.0148012,0,0,0,0,0,0,0,0,0
21,0.0189445,0.0219203,0,0,0,0,0,0,0.0217784,0.00987524,0.0118704,0.0117349,0,0,0.025774,0,0.0283531,0.0169159,0.0376172,0.0241708,0.0163101,0.00893837,0.00801436,0.0140722,0.00349315,0.00664632,0.0027315,0.0103122,0.0127283,0.0130911,0.00552739,0.0199875,0.0245431,0.0183731,0.017998,0.00565535,0.00757075,0.00611331,0.00812068,0.0184538,0.0133049,0,0,0.0116684,0,0.00381948,0.00896695,0.0506702,0.00849109,0.0155879,0.0109552,0.00889705,0.0293448,0.00632109,0.0418588,0.015405,0.00969237,0.00597495,0.021469,0.00439842,0.00544056,0.00633501,0.0086826,0.00797076,0.00192052,0.0238261,0.0143597,0,0,0,0,0,0,0,0,0
22,0.0186992,0.0213901,0,0,0,0,0,0,0.0217766,0.00992871,0.0118058,0.0122235,0,0,0.0254299,0,0.0281956,0.0167395,0.0374551,0.0238261,0.015956,0.00898455,0.00762931,0.0137564,0.00346548,0.00677562,0.0026362,0.0103789,0.0125788,0.0130398,0.00552303,0.0199692,0.0245597,0.0182393,0.0179291,0.0056532,0.00749239,0.00620733,0.00803652,0.0182198,0.0131812,0,0,0.0113881,0,0.00395442,0.00884073,0.0504482,0.00845357,0.0153092,0.010391,0.00848729,0.0284574,0.00618697,0.0417188,0.015175,0.00943523,0.00588304,0.0214546,0.00439728,0.00539025,0.00628893,0.00846563,0.00834874,0.00252064,0.023039,0.0142244,0,0,0,0,0,0,0,0,0
23,0.0255665,0.0214729,0,0,0,0,0,0,0.0215798,0.0107547,0.0114199,0.0122358,0,0,0.0265177,0,0.0262461,0.0183306,0.0372127,0.023,0.0145476,0.00946795,0.00997888,0.024825,0.00367921,0.00715894,0.00288011,0.00974907,0.012213,0.0128134,0.00555076,0.0198877,0.0244729,0.0212139,0.0171012,0.00599711,0.00772289,0.00404637,0.00804802,0.0172916,0.0256191,0,0,0.0153419,0,0.00526664,0.0112753,0.0507399,0.00834882,0.0137164,0.0101958,0.0112178,0.020347,0.00615014,0.0414089,0.0151232,0.00946712,0.00589937,0.0213897,0.00428484,0.0052377,0.00649431,0.0216533,0.00752774,0.00353913,0.021801,0.0169377,0,0,0,0,0,0,0,0,0
24,0.0248266,0.0211441,0,0,0,0,0,0,0.0214758,0.0108238,0.0115126,0.0130221,0,0,0.0262873,0,0.0259817,0.0181488,0.0370996,0.0226865,0.0145564,0.00923723,0.00900052,0.0243905,0.00357228,0.00693706,0.00264885,0.00982793,0.0121554,0.0127837,0.00561006,0.0199173,0.0242308,0.0211268,0.0169889,0.00599765,0.00773431,0.00431696,0.0079657,0.0174512,0.0248419,0,0,0.0142971,0,0.00534248,0.0105676,0.0507146,0.00810523,0.0138222,0.00999773,0.0102789,0.0194441,0.00593391,0.0412637,0.0148453,0.00923257,0.00582097,0.0214491,0.00431902,0.00498377,0.00661482,0.0206017,0.00720424,0.00317277,0.0215717,0.0163002,0,0,0,0,0,0,0,0,0
25,0.024226,0.0207597,0,0,0,0,0,0,0.0212109,0.0109047,0.0115907,0.0136929,0,0,0.0260508,0,0.0257749,0.0179602,0.037074,0.0223329,0.014825,0.00889817,0.00820127,0.0239472,0.00345397,0.00663276,0.00237041,0.00997691,0.0120313,0.0126409,0.00563296,0.0199483,0.0238075,0.0209375,0.0168819,0.00594038,0.00772289,0.00452619,0.00784015,0.0175739,0.0241682,0,0,0.013322,0,0.0053626,0.00993493,0.0506496,0.00798614,0.0139757,0.00994071,0.00942832,0.0186725,0.00571251,0.0410792,0.014529,0.00895391,0.00576335,0.0214637,0.00432807,0.00492314,0.006622,0.0196647,0.00701486,0.00308185,0.0212437,0.0157178,0,0,0,0,0,0,0,0,0
26,0.0235765,0.0203893,0,0,0,0,0,0,0.0210475,0.0109995,0.0115538,0.0144035,0,0,0.0257371,0,0.0256528,0.017744,0.0368973,0.0219233,0.0146467,0.0086866,0.00735689,0.0236111,0.00335661,0.00642023,0.00217963,0.0100388,0.0118314,0.012433,0.00565122,0.0199436,0.0235523,0.020765,0.0167919,0.00588812,0.0076574,0.00474658,0.0075964,0.0177662,0.0234653,0,0,0.0123738,0,0.00536899,0.00937123,0.0507257,0.00785221,0.0139494,0.00991406,0.00856341,0.0178519,0.00557264,0.0408637,0.0142428,0.00868697,0.00572637,0.0214714,0.00432504,0.00498565,0.00652309,0.0187442,0.0070057,0.0029546,0.0209998,0.015087,0,0,0,0,0,0,0,0,0
27,0.0229835,0.0199885,0,0,0,0,0,0,0.0208354,0.0111476,0.0114792,0.0150256,0,0,0.0253602,0,0.0256027,0.0174962,0.0367961,0.0214348,0.0146596,0.00837909,0.00662371,0.0233183,0.00329543,0.00618755,0.00194754,0.010101,0.0116202,0.0122456,0.00564644,0.0199249,0.0232429,0.020479,0.0167335,0.00590223,0.0075663,0.0049595,0.00743142,0.0178477,0.0228912,0,0,0.0115835,0,0.00540698,0.00894316,0.0507539,0.00770712,0.0140171,0.00989665,0.00779751,0.0170718,0.00538745,0.0406293,0.01395,0.00854275,0.00566292,0.0214834,0.00433248,0.00511623,0.00639705,0.0179183,0.00690964,0.00301382,0.0206351,0.0145842,0,0,0,0,0,0,0,0,0
28,0.0224585,0.0195927,0,0,0,0,0,0,0.0206124,0.0112779,0.0114089,0.0155396,0,0,0.0249616,0,0.0254057,0.017224,0.0367049,0.0208344,0.0146486,0.00802739,0.00595978,0.0228976,0.00325673,0.00600342,0.00168563,0.0101955,0.01142,0.0121357,0.00561554,0.0199102,0.0228628,0.0202968,0.0166787,0.00595501,0.00747694,0.00517004,0.00731195,0.0178934,0.0223895,0,0,0.0108761,0,0.00545768,0.00847031,0.0508353,0.00746597,0.0140763,0.00987301,0.00707252,0.0163274,0.00517904,0.0404477,0.0136316,0.00880389,0.00558014,0.0215272,0.00431913,0.00518686,0.00633487,0.017103,0.00673363,0.00294492,0.0202215,0.0141629,0,0,0,0,0,0,0,0,0
29,0.0219215,0.0192517,0,0,0,0,0,0,0.020446,0.0114391,0.0113485,0.0158883,0,0,0.0244926,0,0.0252927,0.0168729,0.0365473,0.0201461,0.0142044,0.00770823,0.00529164,0.0224074,0.00324423,0.0058954,0.00149041,0.0101961,0.0112395,0.0119807,0.00559566,0.019884,0.0226189,0.0201406,0.016619,0.00602127,0.00735443,0.00536645,0.00711837,0.018078,0.0218314,0,0,0.0101868,0,0.00548186,0.00799676,0.0510758,0.00715018,0.0140258,0.00980455,0.00629043,0.0155542,0.00507183,0.0402554,0.0132963,0.0089054,0.00557127,0.021567,0.00433885,0.00518936,0.00619324,0.0162844,0.00666062,0.00275128,0.019853,0.0136977,0,0,0,0,0,0,0,0,0
30,0.0214251,0.0188631,0,0,0,0,0,0,0.0201108,0.0115484,0.0113704,0.0160169,0,0,0.0239871,0,0.0250961,0.0164782,0.0366602,0.0196017,0.0146747,0.00726918,0.00489133,0.0218939,0.00326241,0.00571148,0.00130651,0.0102678,0.0110889,0.0118067,0.00557734,0.0198885,0.0220244,0.0199885,0.0165101,0.00603534,0.00734013,0.00548652,0.00694894,0.0181064,0.0212946,0,0,0.0096176,0,0.00548849,0.00759513,0.0510282,0.00707047,0.0142819,0.00961887,0.00552639,0.0148774,0.00483223,0.0400712,0.0127683,0.00861022,0.00563812,0.0215598,0.00436859,0.00521814,0.0061601,0.015623,0.00657253,0.00291009,0.0193336,0.0133479,0,0,0,0,0,0,0,0,0
31,0.0208769,0.0185362,0,0,0,0,0,0,0.0197686,0.011567,0.0113461,0.0160645,0,0,0.0234182,0,0.0248885,0.0160038,0.0366622,0.0190733,0.0150175,0.00707052,0.00454785,0.0214342,0.00321164,0.00548962,0.00163077,0.0103522,0.0108968,0.0115612,0.00558259,0.0199092,0.0213759,0.0197708,0.0164035,0.00593305,0.00729257,0.00558449,0.00680233,0.0175812,0.0206638,0,0,0.00897994,0,0.0054836,0.0072602,0.05101,0.00689774,0.0144232,0.00925519,0.00481574,0.0141627,0.00457195,0.0399128,0.0120398,0.0082168,0.00570463,0.0215859,0.00437688,0.00522215,0.00619116,0.0149361,0.00657484,0.00288012,0.0189032,0.0129032,0,0,0,0,0,0,0,0,0
32,0.0202082,0.0181914,0,0,0,0,0,0,0.0194473,0.0116306,0.0112759,0.0160443,0,0,0.0228666,0,0.0246439,0.0155633,0.0365223,0.0185481,0.0150476,0.00687591,0.00430428,0.0210841,0.00317339,0.00520118,0.00182625,0.0104023,0.0106769,0.0113873,0.00564758,0.0199302,0.0209282,0.0195214,0.0163034,0.00586057,0.00721569,0.00569471,0.00657453,0.0174674,0.0199022,0,0,0.00837694,0,0.00550734,0.00693569,0.0510828,0.00667662,0.0144334,0.00934789,0.00420896,0.0133569,0.00430581,0.0396722,0.0117423,0.00785966,0.00549445,0.0216228,0.0043897,0.00518446,0.00614373,0.0142265,0.00659154,0.00258004,0.0185164,0.0123636,0,0,0,0,0,0,0,0,0
33,0.0195737,0.0178745,0,0,0,0,0,0,0.0190878,0.0117175,0.0111814,0.0159749,0,0,0.0224258,0,0.0244018,0.0152306,0.0363617,0.0180829,0.0148352,0.00673547,0.00420559,0.0207144,0.00313334,0.00485632,0.00186803,0.0104262,0.0104253,0.0112792,0.0057205,0.0199626,0.0204832,0.0190193,0.0162056,0.0058519,0.00706533,0.00585199,0.00638915,0.0170426,0.0190816,0,0,0.00779497,0,0.00558701,0.00656148,0.051277,0.00640293,0.0144369,0.0095663,0.00376939,0.0125986,0.00405826,0.0394351,0.0115095,0.00759607,0.00518994,0.0216818,0.00437014,0.00515758,0.0059775,0.0135151,0.00676981,0.00240132,0.0182013,0.0118535,0,0,0,0,0,0,0,0,0
34,0.0189881,0.0176115,0,0,0,0,0,0,0.0187612,0.011792,0.0110209,0.0160713,0,0,0.0219987,0,0.0241708,0.0148597,0.0361721,0.0177316,0.0144238,0.006642,0.00423396,0.0202449,0.00306541,0.0047366,0.00194785,0.0104186,0.0102114,0.0109814,0.00575786,0.0200032,0.0200829,0.0185974,0.0161059,0.00583502,0.00691078,0.00606078,0.00615052,0.0163938,0.018301,0,0,0.00723435,0,0.00568288,0.00622939,0.0515537,0.00607459,0.0144322,0.00961037,0.00343833,0.0119086,0.00391645,0.0392429,0.0111176,0.00739726,0.00503401,0.0217626,0.00436437,0.00514847,0.00585707,0.0127842,0.00691041,0.0024009,0.0179427,0.0114075,0,0,0,0,0,0,0,0,0
