Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75
9,0.0308284,0.0155928,0,0,0,0,0,0,0.0217873,0.016498,0.0140265,0.00201768,0,0,0.0184135,0,0.0157747,0.0124105,0.0348577,0.0247084,0.0167371,0.0143652,0.0317836,0.0252062,0.00988162,0.0139774,0.00854398,0.0171481,0.0129797,0.0133516,0.00446453,0.0208638,0.0246874,0.0181039,0.0129485,0.00405773,0.00735274,0.00955623,0.00819131,0.00613332,0.0060476,0,0,0.0126869,0,0.00997436,0.00620341,0.0673089,0.00708448,0.0238144,0.00887745,0.0279387,0.0171115,0.00857338,0.0300036,0.0147239,0.0110058,0.00879907,0.0246673,0.00652397,0.00648429,0.00473189,0.00697356,0.00866661,0.00161447,0.0199951,0.00527394,0,0,0,0,0,0,0,0,0
10,0.0295092,0.0158705,0,0,0,0,0,0,0.021318,0.016796,0.0139049,0.0023996,0,0,0.01734,0,0.0151917,0.0113861,0.0350355,0.024425,0.016788,0.0142086,0.0310183,0.0255993,0.00977704,0.0135109,0.00869399,0.0174553,0.0126149,0.0127312,0.00429375,0.0210442,0.0237852,0.0181064,0.0127074,0.00420697,0.00716367,0.00945,0.00780633,0.00645818,0.00487969,0,0,0.0136144,0,0.00992761,0.00668401,0.0669192,0.0063927,0.0236303,0.00864175,0.027075,0.0169086,0.00840133,0.0298701,0.0142331,0.0109025,0.00856912,0.0245857,0.00625054,0.00632993,0.00460636,0.00754398,0.00863903,0.00172777,0.0203783,0.00500177,0,0,0,0,0,0,0,0,0
11,0.0294756,0.0153142,0,0,0,0,0,0,0.0214652,0.0166375,0.014046,0.00237158,0,0,0.0187864,0,0.0151867,0.0122065,0.0353226,0.0242656,0.0167812,0.0140147,0.0308875,0.0255608,0.00951987,0.0131793,0.00862588,0.0175409,0.0125576,0.0126436,0.00425712,0.0210444,0.023986,0.0187851,0.0126631,0.00406332,0.00692418,0.00943783,0.00750425,0.00627773,0.00476666,0,0,0.0139519,0,0.00979114,0.00690707,0.0665355,0.00582429,0.0236136,0.00834317,0.0268844,0.0166929,0.00838339,0.0298126,0.0138362,0.0108227,0.00822407,0.0244905,0.00612448,0.00608237,0.00433932,0.00778613,0.00888683,0.00200937,0.0198645,0.00494561,0,0,0,0,0,0,0,0,0
12,0.0293244,0.0148625,0,0,0,0,0,0,0.0215392,0.0166015,0.0141645,0.0020759,0,0,0.0197025,0,0.0151058,0.0129733,0.0356455,0.0242311,0.0171258,0.0139423,0.0306909,0.0253723,0.00928088,0.0128081,0.00859151,0.0176591,0.0125122,0.012594,0.00425774,0.0211273,0.0240565,0.019298,0.0126539,0.00389795,0.00672725,0.00945769,0.00723473,0.00621293,0.00461816,0,0,0.0142732,0,0.00969814,0.00712051,0.0659703,0.00525037,0.02358,0.00799455,0.0266324,0.0164717,0.00838996,0.029829,0.013416,0.01077,0.00787079,0.0243589,0.00594956,0.00571816,0.00403013,0.00805194,0.00906913,0.00210715,0.019544,0.0048564,0,0,0,0,0,0,0,0,0
13,0.0291271,0.0144146,0,0,0,0,0,0,0.0214054,0.0165981,0.014145,0.00181471,0,0,0.0205323,0,0.0150319,0.0136114,0.0358876,0.0241771,0.0173026,0.0138714,0.0304302,0.024989,0.00908264,0.0124315,0.00854437,0.0177315,0.0123786,0.0124201,0.00420005,0.0212265,0.0238156,0.0196633,0.0126916,0.00368951,0.00660978,0.00951955,0.00688947,0.0063126,0.00448032,0,0,0.0145372,0,0.00964939,0.00724721,0.0653438,0.00458073,0.023507,0.0075885,0.0263541,0.0162604,0.00832489,0.0298803,0.0128686,0.0106413,0.00743406,0.0242184,0.00558253,0.00560564,0.00375107,0.0082621,0.00908931,0.00236027,0.0192284,0.00469874,0,0,0,0,0,0,0,0,0
14,0.0289635,0.0139191,0,0,0,0,0,0,0.0211569,0.0166316,0.0140331,0.00170445,0,0,0.0213221,0,0.0149565,0.0140454,0.0360548,0.0240543,0.0173347,0.013755,0.0301751,0.0245657,0.00895321,0.0121211,0.00849859,0.0177767,0.0121993,0.0121343,0.00408658,0.0213071,0.0235012,0.0199685,0.012699,0.00358626,0.00661262,0.00962483,0.00633276,0.00641642,0.00440962,0,0,0.0146638,0,0.00961942,0.00726205,0.0647061,0.00380984,0.0233886,0.00719593,0.0260722,0.0160824,0.00811727,0.0299345,0.0122583,0.0103617,0.00688087,0.0240536,0.00515538,0.00537023,0.00352832,0.00837234,0.00897445,0.00252052,0.0188487,0.00453081,0,0,0,0,0,0,0,0,0
15,0.0288867,0.0134191,0,0,0,0,0,0,0.0208919,0.016688,0.013898,0.00188568,0,0,0.0220664,0,0.0148859,0.0144551,0.0361971,0.0238692,0.0173521,0.013627,0.0299614,0.0241429,0.00882149,0.0118655,0.00849062,0.0177883,0.012012,0.0118467,0.00398864,0.0213984,0.0232038,0.0201231,0.0126667,0.00350282,0.00681039,0.00973633,0.00578654,0.00646466,0.00442526,0,0,0.0146716,0,0.00957722,0.00717123,0.0640712,0.00299405,0.0232177,0.00683821,0.0258121,0.0159693,0.00778788,0.0299838,0.0116661,0.00998175,0.00625678,0.0238808,0.00476579,0.00478489,0.00351778,0.00838874,0.00891123,0.00253737,0.0183787,0.00441031,0,0,0,0,0,0,0,0,0
16,0.0288905,0.0129094,0,0,0,0,0,0,0.0206731,0.0167787,0.0137841,0.00215565,0,0,0.0227524,0,0.0147911,0.0149339,0.0363803,0.023688,0.0173932,0.0134781,0.0297943,0.0235843,0.00870524,0.0116567,0.00847317,0.0177358,0.0118893,0.011654,0.00392973,0.0214652,0.0228719,0.0201419,0.0126171,0.0034816,0.007177,0.00989052,0.00530441,0.00631662,0.00453194,0,0,0.0146197,0,0.00955511,0.00705432,0.0634972,0.00236014,0.0229955,0.00652841,0.0256055,0.015907,0.00739153,0.0301185,0.0110292,0.00953108,0.00563777,0.0237573,0.00452576,0.00435739,0.00381698,0.00829843,0.00903445,0.00256558,0.0178676,0.00437204,0,0,0,0,0,0,0,0,0
17,0.028935,0.0124472,0,0,0,0,0,0,0.0205419,0.0168725,0.0137504,0.00244987,0,0,0.0231814,0,0.0146303,0.0152951,0.0365962,0.0236311,0.0175295,0.0134112,0.029759,0.0229846,0.00857593,0.0115405,0.00838408,0.0176038,0.0118787,0.0116316,0.00390436,0.021518,0.0226543,0.0200071,0.012547,0.00353479,0.00757802,0.0100677,0.00492047,0.00585627,0.00468104,0,0,0.0144988,0,0.0095273,0.00696218,0.0630379,0.00192112,0.0227219,0.00626527,0.0255097,0.0159146,0.0070297,0.0304717,0.0104749,0.00914887,0.00505042,0.023682,0.00418197,0.00400574,0.00430899,0.00814175,0.00912858,0.00259576,0.017339,0.00440245,0,0,0,0,0,0,0,0,0
18,0.0290899,0.0119895,0,0,0,0,0,0,0.0207197,0.0169578,0.0138551,0.00295099,0,0,0.0236092,0,0.0145264,0.0156709,0.0368464,0.0236655,0.0174638,0.013416,0.0299238,0.0224057,0.00838364,0.0115095,0.00820181,0.0173952,0.0120067,0.0117531,0.00391639,0.0214835,0.022969,0.0197792,0.0124806,0.00353325,0.00803752,0.0102316,0.00476134,0.00525397,0.00493008,0,0,0.014346,0,0.00950029,0.00680997,0.0627718,0.00191681,0.0224851,0.00604416,0.0256545,0.0160507,0.00674177,0.0309754,0.0101829,0.00894337,0.00450271,0.023669,0.00372887,0.00360825,0.00495634,0.00793173,0.00910683,0.00254167,0.0167694,0.00454801,0,0,0,0,0,0,0,0,0
19,0.0288688,0.0116102,0,0,0,0,0,0,0.0201502,0.0169523,0.0136126,0.00301755,0,0,0.0244534,0,0.0145444,0.0162232,0.0370683,0.0233716,0.0173797,0.0133123,0.0295322,0.0221918,0.00840747,0.0113909,0.00827913,0.0174781,0.0117861,0.0113361,0.00382558,0.0217094,0.0220756,0.0198003,0.0124802,0.00354574,0.00833695,0.0102676,0.00459072,0.00539818,0.00482447,0,0,0.0144408,0,0.00948904,0.00686076,0.0623913,0.00185922,0.022165,0.00584287,0.0251823,0.0159403,0.00620615,0.031244,0.00973316,0.0085782,0.00415818,0.0236645,0.00346036,0.00349176,0.00538024,0.00796592,0.00901605,0.00235549,0.0164276,0.00474942,0,0,0,0,0,0,0,0,0
20,0.0286013,0.0112441,0,0,0,0,0,0,0.0197117,0.0169525,0.0134139,0.00324749,0,0,0.0250133,0,0.0145479,0.0165863,0.0372889,0.0230899,0.0170833,0.0131262,0.0293583,0.0219013,0.00835358,0.0113299,0.00824982,0.0174666,0.0116091,0.0110285,0.0037794,0.0218412,0.0214208,0.0198881,0.0124775,0.00355014,0.00837631,0.0102961,0.00468441,0.00520134,0.00469972,0,0,0.0146412,0,0.00946417,0.00692732,0.0622249,0.00232324,0.0218443,0.0057573,0.024906,0.0158481,0.00572811,0.0313478,0.00931146,0.00813593,0.00399934,0.0236925,0.003512,0.00352858,0.00597221,0.008097,0.0090311,0.00238411,0.0161151,0.00490843,0,0,0,0,0,0,0,0,0
21,0.0282738,0.0109201,0,0,0,0,0,0,0.0192236,0.0169445,0.0131428,0.00344686,0,0,0.0256002,0,0.0145838,0.0169797,0.0375229,0.0227231,0.0168908,0.0129144,0.0292358,0.0216054,0.00823903,0.0112255,0.008185,0.017409,0.0114202,0.0108117,0.00376185,0.0219553,0.0207843,0.0199859,0.0124898,0.00357576,0.00877636,0.0103004,0.00509518,0.00488305,0.00451241,0,0,0.0149062,0,0.00944927,0.00698255,0.0620648,0.00325931,0.0216054,0.00572692,0.0246836,0.0157041,0.00541769,0.0313965,0.00904593,0.00781482,0.00394463,0.0237533,0.00364126,0.00347934,0.00663077,0.0082339,0.00903419,0.00218984,0.0159196,0.00504568,0,0,0,0,0,0,0,0,0
22,0.0279347,0.0106079,0,0,0,0,0,0,0.0187686,0.0169304,0.012875,0.00362698,0,0,0.0261549,0,0.0146342,0.0172643,0.0377135,0.0223773,0.0167608,0.0129711,0.0291378,0.0212284,0.00808546,0.0111213,0.00811486,0.0173109,0.011232,0.0106502,0.00375389,0.0220402,0.0201572,0.0202075,0.012509,0.00355399,0.00965563,0.0102789,0.00565675,0.0045173,0.00427855,0,0,0.0150932,0,0.00942171,0.00699313,0.0618388,0.00408437,0.0214381,0.00565479,0.0245068,0.0155282,0.00532383,0.031387,0.00896856,0.0076988,0.00380219,0.0237467,0.00368936,0.00315929,0.00742597,0.00840925,0.00904405,0.00215944,0.015787,0.00515933,0,0,0,0,0,0,0,0,0
23,0.0276682,0.0102654,0,0,0,0,0,0,0.018167,0.0168959,0.0125232,0.00374269,0,0,0.0268511,0,0.0146886,0.0176534,0.0378324,0.0218518,0.0166648,0.0128881,0.0290389,0.0209561,0.00797024,0.0110474,0.00805467,0.0172185,0.0110257,0.0104482,0.00377263,0.022114,0.0194828,0.0205891,0.0125116,0.00353218,0.0106663,0.0102403,0.00607746,0.00419781,0.00408029,0,0,0.0152295,0,0.00938535,0.0069762,0.0615522,0.00506748,0.021379,0.00552796,0.0243989,0.0153362,0.00542283,0.0312502,0.00904979,0.00779518,0.00352259,0.0236853,0.00363111,0.00275711,0.00795755,0.00859699,0.00916709,0.00235989,0.0155553,0.00530845,0,0,0,0,0,0,0,0,0
24,0.0272748,0.0100495,0,0,0,0,0,0,0.0176535,0.0169021,0.012291,0.00387599,0,0,0.0272947,0,0.0147189,0.017919,0.0378876,0.0214726,0.0166042,0.0127545,0.028953,0.0208299,0.00787573,0.0110093,0.00800655,0.017085,0.0109164,0.0102114,0.00378223,0.0222817,0.0188665,0.0206911,0.0125026,0.00346213,0.0112444,0.0101985,0.00635493,0.00395831,0.00381712,0,0,0.0153829,0,0.00936322,0.00705558,0.0612671,0.00610918,0.0214148,0.00546227,0.0243689,0.0151163,0.00560758,0.0309859,0.00925785,0.0079994,0.00327673,0.0236078,0.00362979,0.00275747,0.00844,0.00878303,0.00929356,0.00243799,0.0153366,0.00542586,0,0,0,0,0,0,0,0,0
25,0.0269645,0.00972189,0,0,0,0,0,0,0.0168614,0.0169177,0.0117978,0.00393752,0,0,0.0278059,0,0.0147402,0.0183046,0.0379279,0.0207726,0.0165571,0.0125542,0.0288744,0.0204874,0.00764203,0.0109858,0.00794402,0.0169952,0.0107227,0.00979577,0.00380946,0.0224639,0.0180151,0.0211252,0.0124843,0.00339032,0.0116686,0.0101721,0.00669027,0.0038386,0.00371746,0,0,0.0154956,0,0.00934535,0.00717853,0.0610715,0.00712267,0.0215077,0.00552442,0.0243882,0.0148094,0.00581268,0.0306696,0.00955056,0.00827315,0.00311763,0.0234981,0.00362626,0.00321191,0.00877501,0.00892722,0.00944805,0.00236618,0.0151105,0.00561726,0,0,0,0,0,0,0,0,0
26,0.0266227,0.00940238,0,0,0,0,0,0,0.0160656,0.0169475,0.011307,0.00399962,0,0,0.0282067,0,0.0147459,0.018587,0.0379156,0.0202135,0.0165003,0.0124755,0.0287974,0.0200008,0.00732226,0.0109353,0.00787054,0.0169165,0.0104924,0.00929123,0.00385698,0.0226486,0.0170881,0.0215428,0.0124599,0.00342666,0.0121421,0.0101827,0.00718347,0.00383849,0.00362932,0,0,0.015497,0,0.00934705,0.00723725,0.061009,0.00815105,0.0216457,0.00570568,0.0244382,0.0144855,0.00602088,0.0303191,0.00987363,0.00852997,0.00292451,0.0233193,0.00367417,0.00380883,0.00936286,0.00898412,0.0097609,0.00225317,0.0149265,0.00579541,0,0,0,0,0,0,0,0,0
27,0.0263082,0.0090182,0,0,0,0,0,0,0.0157539,0.01699,0.0109919,0.00491009,0,0,0.0284643,0,0.0147653,0.0187783,0.037746,0.0199246,0.0163961,0.0124244,0.029009,0.0195084,0.00696384,0.0109546,0.00757605,0.016521,0.0104365,0.00913312,0.00378498,0.0225698,0.0169418,0.0217584,0.0124605,0.00355207,0.0128919,0.0102286,0.00793991,0.00332524,0.00359713,0,0,0.0153659,0,0.00933539,0.00719747,0.0610732,0.00942794,0.0217904,0.00608858,0.0249162,0.0141743,0.00628866,0.0298966,0.010235,0.00868199,0.00290714,0.0230613,0.00402956,0.00458626,0.0104512,0.00897347,0.00993776,0.00212782,0.0146323,0.00588458,0,0,0,0,0,0,0,0,0
28,0.0258264,0.0087642,0,0,0,0,0,0,0.0142985,0.0169662,0.0101561,0.00429402,0,0,0.028738,0,0.0147984,0.019027,0.0375292,0.0187981,0.0163786,0.0121717,0.0286681,0.0190571,0.00715905,0.01068,0.00771709,0.0166693,0.00985879,0.00831003,0.00382841,0.0229556,0.015026,0.0220257,0.012464,0.00353173,0.0133069,0.0101982,0.00829462,0.00371326,0.00349513,0,0,0.015261,0,0.00931921,0.00711659,0.0606292,0.00980555,0.0217585,0.0062408,0.0245461,0.0136032,0.00619507,0.0295061,0.010462,0.00884437,0.00299194,0.0228335,0.00424206,0.00468133,0.0110122,0.00899644,0.0101376,0.00254975,0.0146043,0.00611016,0,0,0,0,0,0,0,0,0
29,0.0253267,0.0085616,0,0,0,0,0,0,0.013308,0.0169336,0.0094991,0.00440561,0,0,0.0288851,0,0.0148489,0.0192562,0.0372331,0.0178321,0.0162368,0.0119435,0.0284545,0.0186238,0.00704633,0.0103766,0.0075938,0.0165229,0.00952503,0.00785617,0.00389952,0.0230979,0.0140492,0.0221539,0.0124909,0.00350652,0.0131009,0.0101539,0.00864208,0.00363801,0.00337881,0,0,0.0152132,0,0.00931763,0.0070367,0.0605004,0.0100652,0.0218254,0.0063408,0.0245049,0.0130035,0.00596097,0.0290411,0.0106381,0.00888514,0.00329335,0.0226159,0.0045244,0.00500725,0.0115199,0.00894074,0.0101694,0.00307179,0.0145785,0.00621913,0,0,0,0,0,0,0,0,0
30,0.0253461,0.00824871,0,0,0,0,0,0,0.0114057,0.0167801,0.00814874,0.00406344,0,0,0.0296285,0,0.0151202,0.0198147,0.036887,0.0159576,0.0160793,0.0114061,0.0278592,0.0184793,0.00699866,0.0100257,0.00748754,0.0166211,0.00889085,0.00717685,0.00400055,0.0231497,0.0124424,0.0227258,0.0125698,0.00353495,0.0117102,0.00992105,0.00852931,0.00407686,0.00343097,0,0,0.0147842,0,0.00888473,0.00734525,0.0603549,0.00988545,0.0218804,0.00614032,0.0241323,0.0133249,0.0058803,0.0288466,0.010805,0.00894445,0.00344573,0.0225012,0.00459022,0.00493136,0.0115241,0.00834094,0.0111708,0.00410137,0.0144425,0.00589112,0,0,0,0,0,0,0,0,0
31,0.0245094,0.00824293,0,0,0,0,0,0,0.0103925,0.0168397,0.00752196,0.00427641,0,0,0.0288636,0,0.0150362,0.0193246,0.0364792,0.015084,0.016009,0.0111981,0.0275156,0.0182462,0.00683714,0.00963496,0.00721558,0.0163987,0.00870293,0.00683248,0.00412505,0.0233814,0.0113841,0.0222985,0.0125553,0.00352358,0.010189,0.00978354,0.0086397,0.00395984,0.00304677,0,0,0.0145747,0,0.00879038,0.00733573,0.0604755,0.0100136,0.0219034,0.0058936,0.0240056,0.0127201,0.00608036,0.0288102,0.0109468,0.00897875,0.00363145,0.0225571,0.00481433,0.0049469,0.0102536,0.00798426,0.0111189,0.0037431,0.0144965,0.00581874,0,0,0,0,0,0,0,0,0
32,0.0237003,0.00831456,0,0,0,0,0,0,0.00941916,0.0168826,0.00700021,0.00452366,0,0,0.0280303,0,0.0149142,0.0187348,0.0360467,0.0142706,0.0159055,0.010959,0.0271804,0.0181828,0.00661892,0.00908518,0.00688045,0.0159257,0.00848176,0.00650335,0.00428591,0.0236028,0.0102626,0.0218169,0.0125225,0.00345787,0.00865045,0.00963246,0.00911835,0.00365773,0.00271628,0,0,0.0142091,0,0.00866913,0.00720734,0.0606354,0.0105377,0.0219233,0.00556779,0.0238758,0.0120138,0.00621896,0.0287851,0.0111021,0.00897985,0.00390727,0.0227131,0.00513623,0.00523359,0.00889541,0.0075782,0.0110785,0.00388072,0.0146633,0.00580628,0,0,0,0,0,0,0,0,0
33,0.0229306,0.00847448,0,0,0,0,0,0,0.00782659,0.0169809,0.00604214,0.00459966,0,0,0.0269105,0,0.0147416,0.0179993,0.0357268,0.0128087,0.015751,0.0102761,0.0267557,0.0179268,0.00629919,0.00857822,0.00644624,0.0151017,0.00798847,0.00594637,0.0043832,0.02362,0.00853543,0.0211398,0.0124893,0.00339354,0.00777327,0.00949236,0.00957233,0.00338901,0.00249224,0,0,0.0137739,0,0.00852548,0.00707101,0.060748,0.0109919,0.0218526,0.00532756,0.0236132,0.0112347,0.00631776,0.0287402,0.0112888,0.00895331,0.00424596,0.0227799,0.00557577,0.00565136,0.00825857,0.00724912,0.0113102,0.00392333,0.0149739,0.00587436,0,0,0,0,0,0,0,0,0
