Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75
9,0.0279463,0.0345773,0,0,0,0,0,0,0.0231254,0.01494,0.00903618,0.00374255,0,0,0.0265264,0,0.0182316,0.0200139,0.0369565,0.0171335,0.0168589,0.0126206,0.0382879,0.026069,0.00415632,0.00593357,0.00652776,0.0112223,0.0121402,0.0127089,0.0041493,0.0199522,0.0322258,0.0177518,0.0134572,0.00789039,0.00992089,0.0123052,0.00910452,0.00727649,0.0250663,0,0,0.0102863,0,0.00765824,0.00697809,0.0517239,0.0104123,0.0111207,0.0142544,0.0364477,0.012945,0.00923827,0.0412318,0.0177015,0.0133442,0.00900585,0.021114,0.00516445,0.00661944,0.00756272,0.0131254,0.0058397,0.00514524,0.0391938,0.0278262,0,0,0,0,0,0,0,0,0
10,0.0278109,0.0345082,0,0,0,0,0,0,0.0230291,0.0150544,0.00906829,0.0036762,0,0,0.0257161,0,0.0184784,0.0194669,0.0369171,0.016751,0.0168461,0.0124841,0.0380233,0.0259108,0.00407125,0.00588634,0.00639366,0.0112193,0.0119881,0.0125232,0.00399857,0.0199139,0.0321477,0.0171832,0.0134891,0.0075674,0.00984976,0.0126433,0.00901263,0.00744734,0.0248815,0,0,0.0104065,0,0.00807859,0.00730686,0.051694,0.0103656,0.0110304,0.0140793,0.0362598,0.0128226,0.00915269,0.0412648,0.0175708,0.0131751,0.00898387,0.0211212,0.00527208,0.00664552,0.00753487,0.012947,0.00664039,0.0052408,0.0389,0.0276516,0,0,0,0,0,0,0,0,0
11,0.0277362,0.0343991,0,0,0,0,0,0,0.0227731,0.0150954,0.00909559,0.00387511,0,0,0.0249157,0,0.0189718,0.0189143,0.0369185,0.0160428,0.0171332,0.0121258,0.0377861,0.0257308,0.00395371,0.0057766,0.00613162,0.011268,0.0118701,0.0124887,0.00389704,0.0199258,0.0318618,0.0166291,0.0136245,0.00721192,0.00982775,0.0128558,0.00899942,0.00761787,0.0247694,0,0,0.0103562,0,0.00838652,0.00748386,0.0516333,0.0104296,0.0110561,0.0140165,0.0360444,0.0127537,0.00904139,0.041318,0.0173214,0.012957,0.00889564,0.021109,0.00531367,0.00660863,0.00750943,0.0127881,0.00721359,0.00544327,0.0384314,0.027483,0,0,0,0,0,0,0,0,0
12,0.0276602,0.034427,0,0,0,0,0,0,0.022683,0.0151438,0.00911462,0.00387766,0,0,0.0243527,0,0.0196831,0.0184313,0.0368691,0.0157772,0.0172619,0.0117243,0.037434,0.0257336,0.00372549,0.00567391,0.00580098,0.0113036,0.0117448,0.0124303,0.00390854,0.0199184,0.0315443,0.0162313,0.0138729,0.00675568,0.0097735,0.0127376,0.00898694,0.00787731,0.0246002,0,0,0.010475,0,0.00821926,0.00777816,0.0515838,0.0104928,0.0110392,0.0140866,0.0357356,0.0126753,0.00895828,0.0414207,0.0168404,0.0127602,0.00873055,0.0211282,0.00526174,0.00653205,0.00741604,0.0125618,0.0075541,0.00527195,0.0379141,0.027329,0,0,0,0,0,0,0,0,0
13,0.0275789,0.0347303,0,0,0,0,0,0,0.0228104,0.0151815,0.00904986,0.00364606,0,0,0.0239177,0,0.0204217,0.0180635,0.0368127,0.0157997,0.0171284,0.0115002,0.0369335,0.026056,0.00349581,0.00564365,0.00557062,0.0113016,0.011591,0.0122707,0.00395361,0.0199046,0.0312621,0.0159668,0.0140538,0.0062734,0.00972619,0.0126099,0.00892378,0.00828822,0.0243403,0,0,0.0108175,0,0.00770136,0.00817174,0.0515168,0.0104194,0.0108797,0.0140405,0.035324,0.0125035,0.00883434,0.0414432,0.0165753,0.0126289,0.00869238,0.0211733,0.00527672,0.0065212,0.00737864,0.0123167,0.00841348,0.00476358,0.037614,0.0271741,0,0,0,0,0,0,0,0,0
14,0.0274763,0.0352037,0,0,0,0,0,0,0.0228352,0.015152,0.00897769,0.00323266,0,0,0.023464,0,0.0211723,0.0177182,0.0367429,0.0155914,0.0167802,0.0116092,0.0362986,0.0266469,0.00342116,0.00555521,0.00539457,0.0112511,0.0114118,0.0121479,0.0039464,0.0198886,0.0310042,0.0158591,0.0142265,0.00583261,0.00963062,0.0124431,0.00877938,0.00882351,0.0239873,0,0,0.0112069,0,0.00733606,0.00856969,0.0516009,0.0102417,0.0107106,0.0139013,0.0348298,0.0124126,0.00841923,0.0413241,0.0164868,0.0124268,0.00865339,0.021215,0.00528176,0.00648696,0.00727554,0.0121396,0.00995508,0.0045729,0.037524,0.0270327,0,0,0,0,0,0,0,0,0
15,0.0273959,0.0356524,0,0,0,0,0,0,0.0226788,0.0151164,0.00896317,0.00292419,0,0,0.0230086,0,0.0217031,0.017284,0.0367492,0.0153364,0.0164977,0.0116426,0.0357476,0.0272319,0.00336236,0.00545267,0.00519449,0.0112474,0.0112977,0.0120856,0.00384264,0.019815,0.0307009,0.0158281,0.0143667,0.00549378,0.00943748,0.0123029,0.00855848,0.00923105,0.0236434,0,0,0.0113576,0,0.00720108,0.00868573,0.0517668,0.0100187,0.010646,0.0137698,0.0343853,0.0122922,0.00756185,0.0411037,0.0163229,0.0121535,0.00865175,0.0212632,0.00536151,0.00648557,0.0071308,0.0120076,0.0113198,0.00480948,0.0374785,0.0268604,0,0,0,0,0,0,0,0,0
16,0.0273514,0.0360451,0,0,0,0,0,0,0.0224345,0.0150907,0.00887927,0.00281056,0,0,0.0226611,0,0.0218262,0.0168431,0.0367856,0.0148928,0.0164433,0.0114938,0.0352502,0.0277168,0.00328263,0.00543525,0.00504425,0.0112629,0.0112194,0.012142,0.00383515,0.019808,0.0303196,0.0158438,0.0144621,0.00515359,0.00923366,0.0121091,0.00829388,0.00956614,0.0232861,0,0,0.0113517,0,0.00702721,0.00867248,0.0518367,0.00975303,0.0105719,0.0136255,0.0339598,0.012216,0.00713156,0.0408292,0.0161044,0.0118899,0.00865167,0.0213332,0.00544667,0.00650294,0.00708532,0.0120016,0.0119339,0.00541798,0.0374695,0.0266743,0,0,0,0,0,0,0,0,0
17,0.0272463,0.0363101,0,0,0,0,0,0,0.0222488,0.0150914,0.00891696,0.00288561,0,0,0.0226859,0,0.0215262,0.0166754,0.036864,0.0144829,0.0165494,0.0111843,0.0347952,0.0279396,0.00323031,0.00549896,0.00491403,0.0113068,0.0110567,0.0120541,0.00378188,0.0198244,0.0300032,0.015862,0.0144473,0.00485347,0.00904651,0.0118374,0.00807909,0.00983825,0.0228668,0,0,0.0111627,0,0.00680024,0.00866887,0.0518019,0.00952946,0.0104856,0.0134177,0.0334888,0.0121714,0.0069844,0.0407063,0.01593,0.0116947,0.00862881,0.0213973,0.00554239,0.00649975,0.00702559,0.0119861,0.0123646,0.00576691,0.0374392,0.0264366,0,0,0,0,0,0,0,0,0
18,0.0271114,0.0365772,0,0,0,0,0,0,0.022062,0.0150711,0.00895039,0.00306333,0,0,0.0231527,0,0.0212859,0.0168952,0.0369173,0.0139449,0.0166758,0.0107986,0.0341963,0.0281879,0.00316955,0.0054899,0.00471282,0.0113343,0.010927,0.0119672,0.00381137,0.0198468,0.0296668,0.01602,0.0144236,0.00471457,0.00886794,0.011681,0.00793075,0.0101446,0.0224386,0,0,0.0109378,0,0.00656139,0.00871736,0.0517465,0.00939988,0.0104083,0.0131788,0.0328732,0.0120967,0.00688735,0.0406601,0.015772,0.0115036,0.00851692,0.0214451,0.00553394,0.00643294,0.0068315,0.0118301,0.0129203,0.0058413,0.0375401,0.0261809,0,0,0,0,0,0,0,0,0
19,0.0269871,0.0369263,0,0,0,0,0,0,0.0218556,0.0150254,0.00886955,0.00317928,0,0,0.0238287,0,0.0213258,0.0173854,0.0368667,0.0136954,0.0164869,0.0106555,0.0333355,0.0284231,0.00306935,0.00543772,0.00449978,0.0112186,0.0107339,0.0118853,0.00382275,0.0199246,0.029289,0.016248,0.0144311,0.00472068,0.00870433,0.0117001,0.00779037,0.0106874,0.0220006,0,0,0.0108869,0,0.00634915,0.00886995,0.0517785,0.00926853,0.0102247,0.0129915,0.032072,0.0119356,0.00684436,0.0406002,0.0156001,0.0113384,0.00832136,0.0214991,0.00542902,0.00628756,0.00662675,0.0115775,0.0135305,0.00565044,0.037813,0.0259056,0,0,0,0,0,0,0,0,0
20,0.0268806,0.0371531,0,0,0,0,0,0,0.0214855,0.0149995,0.00873954,0.00353559,0,0,0.0246788,0,0.0213937,0.0179978,0.0369134,0.0133613,0.016511,0.010703,0.0324053,0.0285108,0.00298772,0.00538877,0.00427171,0.0111936,0.0105197,0.0117341,0.00380946,0.0199662,0.028736,0.0165672,0.0144195,0.00476154,0.00841459,0.0117101,0.00752289,0.0111249,0.0216017,0,0,0.0108599,0,0.0060353,0.00889935,0.051736,0.00901552,0.0101234,0.0127194,0.0312059,0.0117576,0.00676617,0.0403365,0.0153483,0.0110921,0.00822233,0.0215816,0.00547366,0.00623343,0.00647184,0.0113476,0.0137894,0.00559671,0.0380497,0.0256627,0,0,0,0,0,0,0,0,0
21,0.0267678,0.0371664,0,0,0,0,0,0,0.0210815,0.014927,0.00873901,0.00407473,0,0,0.0255196,0,0.0214554,0.0184983,0.0370831,0.0130324,0.0168723,0.0104895,0.0315503,0.0284038,0.00293599,0.0054113,0.00398467,0.0111874,0.0103138,0.0115929,0.00378578,0.0200484,0.0281125,0.0168639,0.0143912,0.00476663,0.0081796,0.0116453,0.00732905,0.0114305,0.021289,0,0,0.0107189,0,0.00574956,0.00872436,0.0515936,0.00888842,0.0101385,0.0124723,0.0303906,0.0116861,0.00645699,0.0400621,0.0150731,0.010797,0.00813748,0.0216282,0.00554623,0.00621157,0.00636295,0.011181,0.0137027,0.00608179,0.0380922,0.0254068,0,0,0,0,0,0,0,0,0
22,0.0266157,0.0371259,0,0,0,0,0,0,0.0208158,0.0148664,0.008812,0.00446209,0,0,0.025994,0,0.0215677,0.0186991,0.0372528,0.0127866,0.0170786,0.0102442,0.0307185,0.0282169,0.00294427,0.00545983,0.00374814,0.0111762,0.0101217,0.0115119,0.00374728,0.0200474,0.0277331,0.0169949,0.014371,0.00476917,0.00799799,0.0115406,0.00714446,0.0116308,0.0209518,0,0,0.0105604,0,0.00552928,0.00848213,0.0514624,0.0087509,0.0100991,0.0121896,0.0296218,0.0116826,0.0062355,0.0398804,0.0147243,0.010578,0.00816065,0.0216873,0.00569426,0.00630525,0.00628749,0.011056,0.0134561,0.00623799,0.0380196,0.0251154,0,0,0,0,0,0,0,0,0
23,0.0265021,0.0371036,0,0,0,0,0,0,0.0205445,0.0148402,0.00878938,0.00486177,0,0,0.0262246,0,0.0217342,0.0187326,0.037361,0.0125014,0.0171983,0.00983582,0.0298879,0.027993,0.003006,0.00550394,0.00363762,0.0111384,0.00995119,0.0115503,0.00384452,0.0201236,0.0273676,0.0170676,0.0143513,0.00477134,0.00792784,0.011411,0.0070354,0.0119334,0.0206376,0,0,0.0105001,0,0.00535775,0.00838126,0.0513922,0.00865071,0.0100339,0.0120101,0.0289367,0.0116499,0.00607454,0.0396783,0.0143749,0.0103566,0.0081414,0.0217375,0.00578479,0.00636527,0.0063065,0.0108412,0.0129935,0.00588189,0.0378943,0.0248344,0,0,0,0,0,0,0,0,0
24,0.0263848,0.0371022,0,0,0,0,0,0,0.0204157,0.0149134,0.00876606,0.00520695,0,0,0.0264262,0,0.0217537,0.0188521,0.0373681,0.0123662,0.0170471,0.00948575,0.0289994,0.0278256,0.00306187,0.00565115,0.00357835,0.0110268,0.00974704,0.0113378,0.00400169,0.0202336,0.0271781,0.0171487,0.0143303,0.0047886,0.00784468,0.0115266,0.00686581,0.012431,0.020323,0,0,0.0105411,0,0.00531561,0.0083447,0.0514357,0.00852011,0.00989788,0.0118167,0.0281834,0.0115374,0.00593559,0.0394329,0.0140277,0.0101569,0.00809045,0.0217891,0.00582718,0.00638037,0.0062868,0.0107112,0.0127817,0.00578129,0.0377742,0.0245816,0,0,0,0,0,0,0,0,0
25,0.0263306,0.037158,0,0,0,0,0,0,0.0203319,0.0150575,0.00875122,0.0058649,0,0,0.026907,0,0.0216911,0.0191742,0.0372576,0.0121918,0.0170007,0.00942826,0.0279878,0.0277389,0.00310428,0.00586423,0.00342549,0.0108732,0.00948763,0.0107832,0.00417685,0.0205022,0.0269796,0.0173857,0.0142807,0.00490126,0.00774294,0.0118363,0.00667231,0.0131677,0.0200621,0,0,0.0106319,0,0.0054527,0.00836734,0.0514249,0.00835156,0.00973261,0.0115998,0.0273295,0.0111982,0.00581241,0.0392192,0.0136618,0.00993615,0.00800328,0.0218506,0.00577414,0.00634597,0.00620462,0.0105954,0.0126866,0.0055073,0.0376885,0.0244159,0,0,0,0,0,0,0,0,0
26,0.0263338,0.037291,0,0,0,0,0,0,0.0203796,0.0152068,0.00884124,0.00649342,0,0,0.0274892,0,0.021595,0.0196222,0.0371171,0.0118457,0.0168572,0.00936398,0.0269733,0.027882,0.00318856,0.0060508,0.00332683,0.0107305,0.00920035,0.0105781,0.00420001,0.0206816,0.0270016,0.0175885,0.0142504,0.00496642,0.0075464,0.0121007,0.00645385,0.0138241,0.0198231,0,0,0.0107493,0,0.00552197,0.00838254,0.0512572,0.00814376,0.00946794,0.0112762,0.0264832,0.010749,0.00582889,0.0389619,0.0132683,0.00968685,0.00794959,0.0219282,0.00577126,0.0063472,0.00605641,0.0104663,0.0126327,0.00558803,0.0376062,0.0242114,0,0,0,0,0,0,0,0,0
27,0.0263846,0.037398,0,0,0,0,0,0,0.0202759,0.0152748,0.00886339,0.00712403,0,0,0.0280577,0,0.0215041,0.0199896,0.0370711,0.0114627,0.0169723,0.00906918,0.0261028,0.0277996,0.00329135,0.00604101,0.00327972,0.0106683,0.00900823,0.0105761,0.0043275,0.0208974,0.0268368,0.0177582,0.0141838,0.00491252,0.00733475,0.0121813,0.00623037,0.0143341,0.0196308,0,0,0.0107529,0,0.00545145,0.00823089,0.0511148,0.00793899,0.00930035,0.010846,0.0257443,0.010336,0.00596628,0.0386571,0.0128373,0.00938073,0.0078499,0.021993,0.00581159,0.00630609,0.00591723,0.0103252,0.0123288,0.00613912,0.0374587,0.0239623,0,0,0,0,0,0,0,0,0
28,0.0263834,0.0374024,0,0,0,0,0,0,0.020002,0.0152437,0.00886443,0.00770781,0,0,0.0285211,0,0.0214881,0.0202417,0.0370879,0.0112165,0.0172501,0.00870849,0.0254231,0.0274568,0.00339738,0.00588125,0.00318647,0.0105832,0.00882257,0.010503,0.00450272,0.0211323,0.0264635,0.0179546,0.0141088,0.00483771,0.0071291,0.0121651,0.00601334,0.0146921,0.0194306,0,0,0.0106195,0,0.00537404,0.00782496,0.0510329,0.00774425,0.00922267,0.0105881,0.0250784,0.0100842,0.00580401,0.0383489,0.0123551,0.00904375,0.00759373,0.0220616,0.00586683,0.00627103,0.0058141,0.01027,0.0115331,0.00654201,0.0372307,0.0237053,0,0,0,0,0,0,0,0,0
29,0.0262991,0.037312,0,0,0,0,0,0,0.0198282,0.0152216,0.00885279,0.00805756,0,0,0.0286768,0,0.0214086,0.0203173,0.037125,0.0111124,0.0172077,0.00834743,0.0248113,0.0270921,0.00353891,0.0059023,0.00312796,0.010471,0.00854125,0.0103648,0.0045574,0.0212239,0.0261976,0.018015,0.0141348,0.00478574,0.00686147,0.0120864,0.00576482,0.0149502,0.0191391,0,0,0.0104706,0,0.00525453,0.0072855,0.0510851,0.0075225,0.00908432,0.0102858,0.0244343,0.0100865,0.00554548,0.0380217,0.0118124,0.0087346,0.0073236,0.0221521,0.00598432,0.00630323,0.00570455,0.0103087,0.0105519,0.00667929,0.036871,0.02365,0,0,0,0,0,0,0,0,0
30,0.0261266,0.0371466,0,0,0,0,0,0,0.0196164,0.0151588,0.00871961,0.00847508,0,0,0.0287027,0,0.021505,0.0203462,0.0371464,0.0108927,0.0170517,0.00781333,0.024149,0.0266544,0.00372562,0.00609961,0.00299821,0.0102723,0.00823221,0.0101857,0.00466208,0.0214022,0.0258674,0.0179739,0.0141582,0.00469673,0.00669623,0.0120009,0.00555454,0.0152768,0.0188531,0,0,0.010305,0,0.00511016,0.00672504,0.0512971,0.00731874,0.00897276,0.0100492,0.0237884,0.010096,0.0053572,0.0376824,0.0113623,0.00851664,0.00739807,0.022243,0.0060116,0.00635076,0.00571031,0.0104057,0.00976244,0.00676137,0.0364403,0.0239417,0,0,0,0,0,0,0,0,0
31,0.0259438,0.0369523,0,0,0,0,0,0,0.0192599,0.0150539,0.00850898,0.00895644,0,0,0.0286361,0,0.0217662,0.020373,0.0371426,0.0106309,0.0168929,0.00750548,0.0233374,0.0262641,0.0038216,0.00627887,0.00279052,0.0100869,0.00794277,0.0099462,0.00475817,0.0215721,0.0253776,0.0178288,0.0141346,0.00458431,0.00654728,0.0120654,0.00539028,0.0156573,0.0185907,0,0,0.0101422,0,0.00510342,0.00626658,0.0514885,0.0071905,0.00886356,0.00982851,0.0230961,0.0100603,0.00523949,0.0372902,0.0109896,0.0083165,0.00725965,0.0222982,0.00605162,0.00641275,0.00567937,0.0105203,0.00912799,0.00691864,0.0360327,0.0239474,0,0,0,0,0,0,0,0,0
32,0.0259289,0.0367755,0,0,0,0,0,0,0.0186485,0.0150559,0.00831722,0.00971381,0,0,0.02879,0,0.0219577,0.0204433,0.0370564,0.0103613,0.016912,0.00727004,0.0223649,0.025777,0.00381144,0.00622728,0.0026508,0.00987477,0.007658,0.0097007,0.00491601,0.0218869,0.0244828,0.0178091,0.0141092,0.00452234,0.00641999,0.0122434,0.00520815,0.0162426,0.0184397,0,0,0.0100441,0,0.00526582,0.00588683,0.0516331,0.00709052,0.00883756,0.009621,0.022344,0.0098646,0.00510895,0.036957,0.0105557,0.00813554,0.00714932,0.0223564,0.00599425,0.00637851,0.00557227,0.0106316,0.00839688,0.00728229,0.035692,0.0237073,0,0,0,0,0,0,0,0,0
33,0.0258514,0.0365434,0,0,0,0,0,0,0.018028,0.0152655,0.0081695,0.0103651,0,0,0.0291715,0,0.0218596,0.0206007,0.0369997,0.0102592,0.01691,0.00701927,0.0214398,0.0250395,0.00378088,0.00608994,0.00265626,0.00968716,0.0073348,0.00937189,0.00494681,0.0220788,0.0236096,0.0179115,0.0140693,0.00452821,0.00616345,0.0123888,0.00503766,0.0168218,0.0182222,0,0,0.00996531,0,0.00546697,0.00548931,0.051699,0.00699303,0.00876325,0.0092557,0.0215734,0.0097053,0.00496396,0.0366539,0.00997629,0.00790212,0.00716341,0.022419,0.00600371,0.00633922,0.00538774,0.0107869,0.00776288,0.00765787,0.0352748,0.0233141,0,0,0,0,0,0,0,0,0
