Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,x71,
38,0,0,0,0,0.0587213,0.0522341,0,0,0,0.0225241,0,0.0167767,0.0475442,0,0,0.0215595,0,0,0.0389813,0.0622457,0.0356322,0.0319574,0.0213959,0.0699656,0.0475937,0.0564831,0.0763757,0.0524428,0.0166058,0.0547217,0.0569826,0.0282725,0.0367612,0.0372345,0.0361708,0.0143583,0.0161154,0.0122828,0,0.0251205,0.0563284,0.0323563,0,0,0.0206424,0,0,0.0235903,0.0792738,0.0221192,0.0180897,0.022801,0.0616876,0.0396396,0.0711291,0.085756,0.0515801,0.0299258,0.020442,0.0280022,0.0296063,0.0406087,0.0381081,0.00765044,0.014867,0.0454997,0.0689945,0,0,0,0,0,0
39,0,0,0,0,0.0587537,0.052191,0,0,0,0.0221901,0,0.0168224,0.0473548,0,0,0.0215102,0,0,0.0389683,0.0624556,0.0360887,0.0318851,0.0215036,0.069843,0.0474557,0.0564079,0.0762443,0.0523947,0.0164451,0.0548258,0.0570071,0.028314,0.0369729,0.0385373,0.0361824,0.0143843,0.0160355,0.0119952,0,0.02528,0.0564841,0.032298,0,0,0.020657,0,0,0.0235341,0.0791904,0.0220835,0.0181418,0.0230615,0.0616527,0.0394527,0.0712191,0.0857443,0.0515239,0.0299061,0.0203512,0.0280028,0.0295082,0.0410292,0.0382799,0.00771142,0.0145985,0.0454821,0.0691392,0,0,0,0,0,0
40,0,0,0,0,0.0588126,0.0521334,0,0,0,0.0219242,0,0.0168808,0.0472055,0,0,0.0214724,0,0,0.0389911,0.0628048,0.0365376,0.0317899,0.0215668,0.0697041,0.0472408,0.0566467,0.0761196,0.0523965,0.016298,0.0549821,0.0569851,0.0283295,0.0372027,0.0397326,0.0361825,0.0144345,0.0159471,0.0117166,0,0.0253331,0.0566012,0.0322393,0,0,0.0206745,0,0,0.0234354,0.0793413,0.0220359,0.0181996,0.0231998,0.0616341,0.0392523,0.0712925,0.0856492,0.0514653,0.0298746,0.0202623,0.0280214,0.0293193,0.041473,0.0384584,0.00773176,0.0143416,0.0454556,0.0692695,0,0,0,0,0,0
41,0,0,0,0,0.058894,0.0520549,0,0,0,0.0216733,0,0.0169542,0.0470719,0,0,0.0214268,0,0,0.0390245,0.0632569,0.0369313,0.0317043,0.021613,0.0696143,0.0469944,0.0567269,0.0760682,0.0524231,0.0161554,0.0550889,0.0569578,0.0283423,0.0373787,0.0408488,0.036194,0.0144624,0.0158746,0.0114771,0,0.0252036,0.0566437,0.0321806,0,0,0.0206981,0,0,0.0233666,0.0793382,0.0219233,0.0182144,0.0233083,0.0616313,0.0390754,0.0713128,0.0854785,0.0512639,0.0298802,0.0202277,0.0279689,0.028998,0.0419053,0.0385808,0.0077463,0.0141074,0.0454212,0.0694027,0,0,0,0,0,0
42,0,0,0,0,0.0588566,0.0519663,0,0,0,0.021474,0,0.0170186,0.0469449,0,0,0.0213742,0,0,0.0390235,0.0635159,0.0372444,0.0316107,0.0217108,0.0695971,0.0467648,0.0564413,0.0760086,0.0524456,0.0159921,0.0551436,0.056947,0.0283267,0.0375265,0.0418658,0.0362132,0.0144222,0.0158465,0.0113063,0,0.0250392,0.0566544,0.0321569,0,0,0.0207391,0,0,0.023314,0.0794247,0.0217521,0.0181945,0.02356,0.0616739,0.0389308,0.0713292,0.0853058,0.0509194,0.0299028,0.020218,0.0277508,0.0288083,0.0422486,0.0386912,0.00775858,0.0139022,0.0453977,0.0695541,0,0,0,0,0,0
43,0,0,0,0,0.0587759,0.0518958,0,0,0,0.0213302,0,0.0170618,0.0468431,0,0,0.0213527,0,0,0.0390172,0.0636148,0.0375445,0.0315092,0.0218316,0.0696506,0.0465521,0.0559649,0.0759519,0.0524715,0.0157621,0.0551835,0.0569536,0.0283267,0.0376603,0.0428086,0.0362216,0.014469,0.0157525,0.0111385,0,0.025029,0.0567985,0.0321836,0,0,0.0207873,0,0,0.0232648,0.0796383,0.0215926,0.018174,0.0239933,0.0617272,0.0388082,0.0713858,0.0851668,0.050635,0.0298751,0.0202353,0.0273868,0.0287981,0.0425708,0.038775,0.00778896,0.0137302,0.0453357,0.0697084,0,0,0,0,0,0
44,0,0,0,0,0.0589313,0.0518758,0,0,0,0.0212625,0,0.0170963,0.0467661,0,0,0.0213222,0,0,0.0389115,0.0636578,0.0379052,0.031439,0.021984,0.0696948,0.0463585,0.0558688,0.0758237,0.0524874,0.0154251,0.0552277,0.0569595,0.0283781,0.0378582,0.0438026,0.0362466,0.0144544,0.0156722,0.0109763,0,0.0251526,0.0572936,0.0322025,0,0,0.0208495,0,0,0.0231664,0.0798669,0.0215641,0.0181874,0.0245095,0.0617131,0.0387533,0.0714963,0.0850992,0.0504298,0.0297509,0.0202502,0.0273173,0.028827,0.0429828,0.0388958,0.00785836,0.0135437,0.0452914,0.0697903,0,0,0,0,0,0
45,0,0,0,0,0.0593242,0.0518943,0,0,0,0.0211547,0,0.0171622,0.0467467,0,0,0.0212986,0,0,0.0387755,0.0636378,0.0382977,0.0314747,0.0221092,0.069687,0.0461888,0.0558426,0.075719,0.0525199,0.0150342,0.0553774,0.0569834,0.0284496,0.0380794,0.0447996,0.0362537,0.0143688,0.0156429,0.0107847,0,0.025371,0.0582345,0.0321789,0,0,0.0208908,0,0,0.0230592,0.0798164,0.0216224,0.0181282,0.0250006,0.0615631,0.0387197,0.0716356,0.0850066,0.0502619,0.0297286,0.0202436,0.027206,0.0287018,0.0434443,0.0390351,0.00792272,0.0133633,0.0452829,0.069813,0,0,0,0,0,0
46,0,0,0,0,0.059358,0.0517662,0,0,0,0.0211538,0,0.0171924,0.0466137,0,0,0.0213551,0,0,0.0386805,0.0636426,0.0387645,0.0314354,0.02226,0.0697373,0.0460109,0.0556788,0.0756061,0.0525302,0.0146846,0.0554867,0.0570011,0.0284825,0.0383194,0.0457407,0.0361948,0.014515,0.0154136,0.0107219,0,0.0255305,0.0587634,0.0322025,0,0,0.0204283,0,0,0.0234253,0.0799331,0.0217083,0.0181355,0.0253485,0.0613876,0.0385748,0.0717487,0.0848874,0.0501397,0.0298451,0.0201876,0.0269534,0.0286267,0.0438349,0.0391968,0.00781299,0.0136203,0.045139,0.0698752,0,0,0,0,0,0
47,0,0,0,0,0.0592295,0.0516689,0,0,0,0.0210596,0,0.0172592,0.0471691,0,0,0.0214167,0,0,0.0386512,0.0634819,0.039149,0.0315043,0.0223856,0.0696984,0.0457949,0.0553099,0.0755247,0.0526338,0.0142674,0.0556204,0.0570262,0.0285566,0.0384781,0.0467301,0.0361231,0.0145339,0.0152945,0.0133804,0,0.0257686,0.0590436,0.0322211,0,0,0.020481,0,0,0.0234183,0.0797156,0.0219503,0.0182788,0.0248662,0.0613141,0.0385432,0.0731208,0.0860346,0.0494459,0.0295331,0.0188132,0,0.0270617,0.0382557,0.0392719,0.00779647,0.0135558,0.0450858,0.0698347,0,0,0,0,0,0
48,0,0,0,0,0.0591209,0.0515659,0,0,0,0.0211566,0,0.017306,0.0462012,0,0,0.0214571,0,0,0.0386575,0.0639202,0.0396642,0.0315468,0.0225969,0.069938,0.0459592,0.0553083,0.0753855,0.052541,0.0144081,0.0556638,0.056945,0.0285078,0.0386913,0.0473793,0.0361117,0.0145365,0.0153106,0.0084048,0,0,0.0593417,0.032022,0,0,0.0205731,0,0,0.0233968,0.0810292,0.0197185,0.0180998,0.0251818,0.0610807,0.0383319,0.0720122,0.0840048,0.049096,0.0302496,0.0206838,0.0264506,0.0295048,0.0441191,0.0393359,0.00779074,0.0134023,0.0450973,0.069926,0,0,0,0,0,0
49,0,0,0,0,0.0589876,0.0515215,0,0,0,0.0211533,0,0.0173979,0.0463672,0,0,0.0215303,0,0,0.0385711,0.0638738,0.0400406,0.0315905,0.0226403,0.069987,0.0458188,0.0551326,0.0753177,0.0526145,0.014186,0.0556332,0.0568983,0.0285009,0.0388379,0.0484239,0.0360706,0.0145039,0.0152447,0.010335,0,0.0254429,0.0595883,0.0319621,0,0,0.0206107,0,0,0.0234036,0.0808057,0.0219037,0.0183933,0.0257395,0.0612394,0.0382592,0.0721352,0.0845427,0.0495046,0.0302706,0.0200288,0.0261621,0.0281334,0.0451939,0.0393015,0.00773523,0.0134058,0.045198,0.0698321,0,0,0,0,0,0
50,0,0,0,0,0.058906,0.0515195,0,0,0,0.021251,0,0.0174459,0.0462838,0,0,0.0216,0,0,0.038479,0.0639523,0.0404609,0.0316554,0.0227844,0.0701788,0.045769,0.0550356,0.0752009,0.0526423,0.0140176,0.0557826,0.0568997,0.0285726,0.0390885,0.0492574,0.0360614,0.0144637,0.0152407,0.0101698,0,0.0253692,0.0598618,0.0318725,0,0,0.0206283,0,0,0.0233511,0.0808803,0.0218848,0.0185013,0.0260594,0.0614279,0.0381474,0.0721443,0.0844543,0.0494361,0.0304367,0.0199338,0.0262209,0.0279602,0.0456999,0.0392547,0.00765843,0.0134001,0.0452836,0.0698458,0,0,0,0,0,0
51,0,0,0,0,0.0588732,0.0515354,0,0,0,0.0213572,0,0.0174768,0.0462164,0,0,0.0216944,0,0,0.0383996,0.0639634,0.0408986,0.0317079,0.0229661,0.0703963,0.0456625,0.0549338,0.0751105,0.0526959,0.0138,0.0559263,0.0569081,0.0286809,0.0393487,0.0500304,0.0360525,0.0143898,0.0152706,0.0100378,0,0.0254708,0.0603236,0.0317926,0,0,0.0206833,0,0,0.0232933,0.0807959,0.0218076,0.0186305,0.0264119,0.0616006,0.0380851,0.0721583,0.0844001,0.049422,0.0303524,0.0199003,0.0261022,0.027874,0.0461325,0.0391806,0.00755245,0.0133955,0.0453448,0.069836,0,0,0,0,0,0
52,0,0,0,0,0.0588782,0.0515724,0,0,0,0.0214594,0,0.0175058,0.0460486,0,0,0.0217781,0,0,0.0383252,0.0640726,0.0413061,0.0318387,0.0232868,0.0707263,0.045753,0.054725,0.0749506,0.0526902,0.0135812,0.0561183,0.05693,0.0287322,0.0396007,0.0506588,0.0360744,0.0142194,0.0154004,0.00914358,0,0.0265586,0.060779,0.0317258,0,0,0.0207264,0,0,0.0232844,0.0811617,0.0193886,0.018461,0.0264609,0.0616083,0.0380069,0.0721972,0.0833089,0.0483028,0.0311665,0,0.0248709,0.0298121,0.0484028,0.0391018,0.00748359,0.0133392,0.0453575,0.0699793,0,0,0,0,0,0
53,0,0,0,0,0.0588031,0.0516333,0,0,0,0.0215137,0,0.0176121,0.0460808,0,0,0.0218405,0,0,0.038206,0.0640639,0.0417597,0.0317953,0.0233587,0.0708386,0.0455307,0.0551479,0.0748853,0.052809,0.0133814,0.0560527,0.0568365,0.0286577,0.0397363,0.0514591,0.0361103,0.0141435,0.0153422,0.00988133,0,0.0257862,0.0607883,0.0317715,0,0,0.0207252,0,0,0.0232975,0.0805286,0.0216387,0.01894,0.0272284,0.0618162,0.0380117,0.0721998,0.0843631,0.0493935,0.029879,0.020012,0.0258654,0.0278626,0.0469751,0.0390272,0.00745837,0.0132921,0.0454665,0.069827,0,0,0,0,0,0
54,0,0,0,0,0.0588568,0.0516163,0,0,0,0.0216099,0,0.0176776,0.0458484,0,0,0.0219177,0,0,0.0381701,0.0643848,0.0421421,0.0319138,0.0236818,0.0710505,0.0455974,0.0559056,0.0746235,0.0527228,0.0131943,0.0561738,0.0568303,0.0286483,0.0399553,0.0520324,0.0362046,0.0141061,0.0153747,0.00910719,0,0.0269468,0.0608891,0.0316718,0,0,0.0208938,0,0,0.023268,0.0815079,0.0192191,0.0187353,0.0273426,0.0616782,0.0378678,0.0721491,0.0832346,0.048282,0.0311114,0,0.0248665,0.0298011,0.0492132,0.0391544,0.00749425,0.0131347,0.045434,0.0700556,0,0,0,0,0,0
55,0,0,0,0,0.058825,0.0516333,0,0,0,0.0217064,0,0.0178008,0.045874,0,0,0.0219667,0,0,0.038106,0.0643958,0.0425509,0.0318106,0.0237357,0.0709229,0.0453501,0.056124,0.0746578,0.0527996,0.0129392,0.0562029,0.0567218,0.0285565,0.0400962,0.0528451,0.0362727,0.0142018,0.0151837,0.00989748,0,0.0259889,0.061209,0.0316606,0,0,0.0209581,0,0,0.0233508,0.0811279,0.0216759,0.0191,0.0281168,0.061768,0.0378181,0.0720514,0.0841758,0.0492887,0.0300976,0.0201327,0.0254299,0.0278141,0.0481289,0.0392354,0.00766376,0.0130168,0.0455509,0.06993,0,0,0,0,0,0
56,0,0,0,0,0.0588019,0.0516339,0,0,0,0.0218179,0,0.0178741,0.0458135,0,0,0.0219946,0,0,0.0380253,0.0645013,0.0428866,0.0317558,0.0239108,0.0708264,0.0452812,0.0559663,0.0745829,0.0527299,0.0127389,0.0562229,0.0566667,0.0284781,0.0402839,0.0535194,0.0363325,0.0142096,0.0150826,0.0100533,0,0.0260121,0.0615896,0.0316118,0,0,0.0210054,0,0,0.0233758,0.0812334,0.0217662,0.0191174,0.0283469,0.0617489,0.0376613,0.072015,0.0840735,0.0491634,0.0302924,0.0201403,0.0253331,0.0277017,0.0486307,0.0393022,0.00776292,0.0127993,0.0456323,0.0699668,0,0,0,0,0,0
57,0,0,0,0,0.0588196,0.051565,0,0,0,0.0219438,0,0.0179549,0.0457654,0,0,0.0219786,0,0,0.0379312,0.0645402,0.0432359,0.0317045,0.0240853,0.0707524,0.0452137,0.0557974,0.0744615,0.0526279,0.0125698,0.056218,0.0565932,0.0284745,0.0404173,0.0541096,0.0363486,0.0141506,0.0150264,0.0100516,0,0.0260613,0.0621827,0.0315395,0,0,0.0211853,0,0,0.0232713,0.0811997,0.0218083,0.0191168,0.0285756,0.0617911,0.0374842,0.0719916,0.0839365,0.0490464,0.0304783,0.0200442,0.0253832,0.027593,0.0491199,0.0395157,0.00778865,0.0126095,0.0457065,0.0700609,0,0,0,0,0,0
58,0,0,0,0,0.0588856,0.0515383,0,0,0,0.0220727,0,0.0180548,0.0457701,0,0,0.0219396,0,0,0.0378577,0.0645221,0.0435987,0.0316163,0.0242414,0.0706891,0.0451765,0.055674,0.0743447,0.0525351,0.0124464,0.0562669,0.0564933,0.0284008,0.0405693,0.0546477,0.0363742,0.0141018,0.0149911,0.0100437,0,0.0261411,0.063172,0.0315086,0,0,0.0212816,0,0,0.0232001,0.0810247,0.0218191,0.0190636,0.0287865,0.0618736,0.0373917,0.0720729,0.083823,0.0489067,0.0305638,0.0199108,0.0254806,0.0274401,0.0495969,0.0397016,0.00781471,0.0124247,0.0458372,0.070163,0,0,0,0,0,0
59,0,0,0,0,0.05901,0.0515512,0,0,0,0.0221928,0,0.018142,0.0458045,0,0,0.021931,0,0,0.037837,0.0645419,0.0439459,0.0315109,0.0243786,0.0706812,0.0450975,0.0554999,0.0742412,0.0524765,0.0123658,0.0562275,0.05639,0.0284185,0.0407549,0.0550879,0.0364306,0.0141048,0.0149361,0.0101085,0,0.0262078,0.0638651,0.0315042,0,0,0.0212876,0,0,0.0231053,0.0810384,0.0217863,0.01901,0.0292144,0.0618844,0.0372552,0.0721442,0.0837094,0.0486644,0.0305392,0.0199036,0.0254015,0.0273493,0.0501113,0.0398228,0.00784235,0.01218,0.046004,0.0702782,0,0,0,0,0,0
60,0,0,0,0,0.0591288,0.0515827,0,0,0,0.0222973,0,0.0182034,0.0458642,0,0,0.0219378,0,0,0.0378183,0.0645774,0.0442484,0.0314454,0.0245064,0.070732,0.0449495,0.0554024,0.074174,0.0524448,0.012287,0.0563259,0.0563036,0.0284284,0.0409071,0.0554275,0.0364759,0.0141338,0.0148379,0.0102157,0,0.0262334,0.0643224,0.0315132,0,0,0.0212867,0,0,0.0229936,0.0811785,0.0217769,0.0189394,0.0297536,0.0617819,0.0371185,0.0721866,0.0835776,0.0483932,0.030473,0.0199394,0.0253606,0.0273315,0.0506141,0.0399368,0.00785252,0.0119403,0.046223,0.0703854,0,0,0,0,0,0
61,0,0,0,0,0.0592443,0.0515922,0,0,0,0.0223405,0,0.0182608,0.0460222,0,0,0.0219831,0,0,0.0377877,0.0646687,0.0443877,0.0314768,0.0246326,0.070696,0.0448379,0.0553085,0.0740578,0.0524889,0.0122012,0.0563704,0.056292,0.0284192,0.0409991,0.0556736,0.0365026,0.0141597,0.0147441,0.0103259,0,0.0263534,0.0643951,0.0315019,0,0,0.0214031,0,0,0.0228585,0.0813165,0.0217947,0.0189955,0.0301297,0.0615688,0.0370503,0.0722136,0.0834881,0.0483451,0.0305299,0.0199488,0.0254145,0.027328,0.0511083,0.040121,0.00787116,0.011783,0.0464778,0.0704648,0,0,0,0,0,0
62,0,0,0,0,0.0592276,0.051814,0,0,0,0.0218503,0,0.0177223,0.0467287,0,0,0.0219432,0,0,0.0378101,0.0689567,0.042301,0.0334699,0.0246154,0.0698114,0.0456326,0.0533382,0.0731146,0.0535948,0.0143773,0.0557688,0.0559329,0.0278479,0.0400917,0.0511663,0.0367298,0.0140475,0.0149933,0.011563,0,0.0269606,0,0.0308719,0,0,0.0216313,0,0,0.0227238,0.0790886,0.0217727,0.0248888,0.0266023,0.0598686,0.0367282,0.0719218,0.0854815,0.0508475,0.0264895,0.0198805,0.0252268,0.0271615,0.0552298,0.0404524,0.00801986,0.0113376,0.0473447,0.0701074,0,0,0,0,0,0
63,0,0,0,0,0.0593368,0.0518125,0,0,0,0.0218781,0,0.0177936,0.0466513,0,0,0.0219078,0,0,0.0377679,0.0691655,0.0424452,0.0333548,0.0247716,0.0697776,0.0455333,0.053152,0.0729768,0.0536285,0.0142589,0.0557157,0.055876,0.0277858,0.0401669,0.0515158,0.0367669,0.0140252,0.0149533,0.0117617,0,0.0270397,0,0.0308572,0,0,0.0217716,0,0,0.0226626,0.0794131,0.0217146,0.0251605,0.0266289,0.0597877,0.0366593,0.0719684,0.0854009,0.0507757,0.0261846,0.0198625,0.0252757,0.0271359,0.0555757,0.0406039,0.00813879,0.0111442,0.0473843,0.0701794,0,0,0,0,0,0
64,0,0,0,0,0.0593667,0.0517909,0,0,0,0.0219256,0,0.0178753,0.0471306,0,0,0.0218952,0,0,0.0377063,0.0691254,0.0425971,0.0331195,0.0249236,0.0696817,0.0452974,0.0527937,0.0728233,0.0537067,0.0138192,0.0557013,0.0558275,0.0277917,0.0402517,0.0521981,0.0367459,0.0139802,0.0148769,0.010005,0,0.0270148,0,0.0308747,0,0,0.0218729,0,0,0.0226034,0.0789146,0.0222061,0.0255116,0.0261371,0.0600085,0.0366353,0.0730609,0.0864852,0.0505278,0.0253266,0.0190069,0,0.0259332,0.0507363,0.0407185,0.00814145,0.0109949,0.0474606,0.0701997,0,0,0,0,0,0
65,0,0,0,0,0.0593458,0.0517558,0,0,0,0.0219897,0,0.0179235,0.0470717,0,0,0.0218944,0,0,0.0376333,0.0693335,0.0427684,0.0330903,0.0251343,0.0697392,0.0452478,0.0525989,0.0726214,0.0537074,0.0134538,0.0557404,0.055783,0.0277652,0.0403695,0.0526219,0.0367446,0.0138928,0.0149039,0.0100128,0,0.0270689,0,0.0307436,0,0,0.0219769,0,0,0.0225547,0.078706,0.0221663,0.0256046,0.0260335,0.0601165,0.0365419,0.0730165,0.0864345,0.0505136,0.0250058,0.0189656,0,0.0258896,0.0510285,0.0408475,0.00815453,0.0108,0.0475512,0.0703491,0,0,0,0,0,0
66,0,0,0,0,0.0594053,0.0517741,0,0,0,0.0220706,0,0.0179541,0.0464432,0,0,0.0219544,0,0,0.0376882,0.069778,0.0429605,0.0332519,0.0253784,0.0699125,0.0454437,0.0525162,0.0724125,0.0535703,0.0132616,0.0557704,0.0557378,0.027805,0.0405049,0.0527816,0.036801,0.0138797,0.0150088,0.01216,0,0.0272466,0,0.0305467,0,0,0.0220581,0,0,0.0224736,0.079127,0.0214778,0.0255566,0.0265147,0.0600565,0.0363806,0.0719246,0.085234,0.0507139,0.025407,0.0198816,0.0255709,0.0270836,0.0565901,0.0409704,0.00816182,0.0105379,0.0477045,0.0705732,0,0,0,0,0,0
67,0,0,0,0,0.0594116,0.0517883,0,0,0,0.0221774,0,0.0179831,0.0464009,0,0,0.0220344,0,0,0.0377944,0.0699143,0.0431787,0.033242,0.0255822,0.0700182,0.0455056,0.0524357,0.0722678,0.0533616,0.0130448,0.0558522,0.0557354,0.0278501,0.0406494,0.0532251,0.0368508,0.0140636,0.0149299,0.0122753,0,0.0273313,0,0.0304409,0,0,0.0221046,0,0,0.0223741,0.0790459,0.0214657,0.0256729,0.0267215,0.0601435,0.0362948,0.0719611,0.0852516,0.0507361,0.0251425,0.0198972,0.0255232,0.0271012,0.056898,0.0410491,0.0081019,0.0103219,0.0479201,0.0706925,0,0,0,0,0,0
68,0,0,0,0,0.0594871,0.0517518,0,0,0,0.022305,0,0.0180065,0.0463348,0,0,0.0220839,0,0,0.0378091,0.0699896,0.0433966,0.0332509,0.0257593,0.0701278,0.045557,0.0523787,0.0721676,0.0532178,0.0129323,0.0559606,0.0557427,0.0278368,0.0407795,0.0536728,0.036918,0.0141525,0.0148701,0.0124051,0,0.0274184,0,0.0303525,0,0,0.0222072,0,0,0.0223132,0.079008,0.0214321,0.025815,0.0270038,0.0601559,0.0361989,0.072018,0.0852469,0.0506603,0.0249236,0.0200035,0.0256174,0.0271527,0.0572456,0.0411998,0.0082048,0.0101351,0.0481393,0.0708292,0,0,0,0,0,0
69,0,0,0,0,0.0594761,0.051741,0,0,0,0.0224299,0,0.018029,0.0462353,0,0,0.0221159,0,0,0.0377555,0.0700303,0.0435901,0.0332236,0.0259048,0.070183,0.0456064,0.0522469,0.0720133,0.0531274,0.0128252,0.0560124,0.0557526,0.0278552,0.0409101,0.0540493,0.0370109,0.0141502,0.0148548,0.0125596,0,0.0274778,0,0.0302572,0,0,0.0222375,0,0,0.0222549,0.0790141,0.0214041,0.0259633,0.0272911,0.060082,0.0361178,0.0720831,0.0851474,0.0506143,0.0250005,0.0201095,0.0255311,0.0271866,0.0576104,0.0412831,0.00831774,0.00991914,0.0481038,0.0709558,0,0,0,0,0,0
70,0,0,0,0,0.0595634,0.0517898,0,0,0,0.0225368,0,0.0180516,0.046148,0,0,0.0221338,0,0,0.0376932,0.0700758,0.0437567,0.0331143,0.0260684,0.0701663,0.0456664,0.0519483,0.0718698,0.0530577,0.012683,0.0560197,0.0557637,0.0278895,0.0410318,0.0544166,0.0371021,0.0141263,0.0148438,0.0126991,0,0.0274888,0,0.0301354,0,0,0.0222217,0,0,0.0221879,0.0791331,0.0213266,0.0260772,0.0273575,0.0599799,0.0360457,0.0721385,0.085052,0.0505435,0.0249725,0.020204,0.0252715,0.027227,0.0577859,0.0413366,0.00842201,0.00964351,0.0481087,0.0710623,0,0,0,0,0,0
71,0,0,0,0,0.0597098,0.0518097,0,0,0,0.0226339,0,0.0180775,0.0465958,0,0,0.0221178,0,0,0.037606,0.0698973,0.0439216,0.0328563,0.026211,0.0700387,0.0455463,0.0514732,0.0717507,0.0530592,0.0123503,0.0560054,0.0558001,0.0279636,0.0411348,0.0549936,0.0371665,0.0141065,0.0147737,0.0103827,0,0.0275185,0,0.0301073,0,0,0.0222216,0,0,0.0220936,0.0787837,0.0221497,0.026309,0.0269837,0.0601053,0.0360229,0.0731271,0.0861929,0.0504374,0.0241882,0.0190679,0,0.0258628,0.0528375,0.0414352,0.0084115,0.00942138,0.0481448,0.0711001,0,0,0,0,0,0
72,0,0,0,0,0.0597723,0.0517298,0,0,0,0.0226751,0,0.01806,0.0457585,0,0,0.0220985,0,0,0.0376039,0.0703328,0.0440199,0.0330807,0.0264636,0.0701576,0.0458156,0.0515757,0.0715909,0.0529474,0.0124249,0.0560874,0.05577,0.0279031,0.041219,0.0549367,0.0373044,0.0141039,0.014834,0.0136653,0,0.0281657,0,0.029962,0,0,0.0223586,0,0,0.0219501,0.0796955,0.0208653,0.026121,0.0276843,0.0598748,0.0358055,0.0717646,0.0846265,0.050473,0.0250789,0.0203081,0.0240478,0.0275717,0.0595032,0.0416747,0.00841867,0.00908517,0.0481314,0.0714079,0,0,0,0.0116624,0,0
73,0,0,0,0,0.0597922,0.0516843,0,0,0,0.0227527,0,0.0180716,0.0456923,0,0,0.0221084,0,0,0.0376162,0.0704139,0.0441451,0.0330362,0.0266066,0.0701291,0.0458963,0.0516251,0.0715061,0.0529049,0.0122971,0.0562081,0.0557859,0.0278618,0.0412949,0.0552039,0.0373972,0.0141386,0.0148137,0.0137066,0,0.0281608,0,0.0299008,0,0,0.0223349,0,0,0.0219068,0.0797176,0.0208675,0.0262805,0.0277608,0.0599885,0.0357234,0.0717846,0.0845956,0.0504519,0.0250972,0.0202373,0.0240357,0.0275981,0.0595962,0.0417497,0.00841757,0.00883996,0.0481701,0.0715126,0,0,0,0.0117884,0,0
74,0,0,0,0,0.0598283,0.0516696,0,0,0,0.0228675,0,0.0180933,0.0461873,0,0,0.022128,0,0,0.0376427,0.07023,0.0443221,0.0328641,0.026721,0.0700625,0.0459007,0.0515213,0.0714586,0.0528769,0.0120427,0.0562543,0.0558373,0.0279583,0.0413954,0.0557804,0.0374597,0.0141648,0.0147885,0.0111297,0,0.0279194,0,0.0299101,0,0,0.0223519,0,0,0.021903,0.0791884,0.0214439,0.0265478,0.0275077,0.0602962,0.0356893,0.0726808,0.0856259,0.0503887,0.0244517,0.01899,0,0.0264393,0.0551403,0.0418021,0.00840357,0.00870155,0.0482471,0.0714904,0,0,0,0.0141967,0,0
75,0,0,0,0,0.0598577,0.0516974,0,0,0,0.0229584,0,0.0180959,0.0461727,0,0,0.0221022,0,0,0.0376481,0.0703093,0.0444707,0.0328826,0.0268419,0.07017,0.0460541,0.051492,0.0713886,0.0527737,0.0120484,0.05624,0.0558657,0.028024,0.0415114,0.0560726,0.0375482,0.0141708,0.0148335,0.011153,0,0.0279714,0,0.0298783,0,0,0.0225002,0,0,0.0218204,0.0791518,0.0214339,0.0267141,0.0276226,0.0604312,0.0355987,0.0726994,0.0856234,0.0503692,0.0245007,0.0189308,0,0.0264719,0.0552269,0.0419158,0.00833969,0.00853996,0.0483348,0.0715151,0,0,0,0.0142541,0,0
76,0,0,0,0,0.0597699,0.0516949,0,0,0,0.0230254,0,0.0180777,0.0455999,0,0,0.0220716,0,0,0.0376493,0.0706106,0.0446265,0.0330953,0.0269856,0.0704448,0.0462957,0.051595,0.0713251,0.0526159,0.0122232,0.0563484,0.0558344,0.0280064,0.0415995,0.0560037,0.0376393,0.0141178,0.01493,0.013825,0,0.0282605,0,0.0297948,0,0,0.0226853,0,0,0.0216737,0.0795391,0.0209228,0.0267283,0.0281269,0.0603993,0.0354482,0.0718247,0.0845639,0.0504307,0.0250889,0.0200165,0.0243933,0.0276516,0.0598913,0.042046,0.00825206,0.00836028,0.0484268,0.0716089,0,0,0,0.0118813,0,0
