Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,RTIBA
1677,0,0,0,0,0.0486667,0.0627295,0,0,0,0.0332016,0,0.0221096,0.0571525,0,0,0.0210092,0,0,0.0428525,0.0574462,0.0374905,0.0344108,0.0257164,0.0656129,0.0493152,0.0486763,0.0653346,0.0505635,0.0233611,0.0559066,0.0591226,0.0313739,0.0335214,0.0209842,0.0352053,0.0139894,0.0166887,0.0246678,0,0.0217472,0.0590189,0.0297326,0,0,0.0230408,0,0,0.0254343,0.073817,0.0272164,0.0237194,0.0304394,0.0581165,0.0403759,0.0624432,0.0849973,0.0627639,0.0276805,0.0246078,0,0.0332991,0.0230387,0.0300811,0.00515225,0.0185799,0.0611312,0.0509645,0,0,0,0,0.025594
1678,0,0,0,0,0.0487536,0.0626529,0,0,0,0.0329423,0,0.0220467,0.0570222,0,0,0.0210239,0,0,0.0427546,0.0575788,0.0372323,0.034417,0.0258846,0.0657861,0.0494485,0.0487829,0.0652967,0.0505254,0.0234257,0.0558674,0.0590496,0.0314192,0.033465,0.0209929,0.0352733,0.014023,0.0168018,0.0247577,0,0.0219452,0.0590156,0.0297199,0,0,0.0231709,0,0,0.0253063,0.0738528,0.0270613,0.0235581,0.0301387,0.0580878,0.0403586,0.062527,0.0848773,0.0625196,0.0276778,0.0244604,0,0.0331335,0.0227615,0.0300638,0.00527701,0.0185757,0.0610007,0.0511471,0,0,0,0,0.024839
1679,0,0,0,0,0.0488263,0.0626069,0,0,0,0.0328298,0,0.0221639,0.0570053,0,0,0.0210703,0,0,0.0427309,0.0575663,0.037092,0.0343848,0.0260287,0.0658751,0.0494566,0.0489317,0.0652922,0.0504502,0.0233148,0.0556964,0.0589069,0.0313626,0.0332861,0.020813,0.0351862,0.014069,0.016814,0.0246692,0,0.0219566,0.0589168,0.0298222,0,0,0.0232661,0,0,0.0253297,0.073915,0.0268828,0.0235219,0.0298915,0.0581681,0.0403015,0.062662,0.0847636,0.0621482,0.0278204,0.0244049,0,0.0332093,0.0227565,0.0301216,0.00526495,0.01853,0.0609257,0.0512182,0,0,0,0,0.0248539
1680,0,0,0,0,0.0489075,0.0624949,0,0,0,0.032569,0,0.0221692,0.0568923,0,0,0.0211034,0,0,0.0427091,0.0576295,0.0368159,0.0343729,0.0262439,0.0660378,0.0495504,0.04907,0.0652642,0.0503816,0.0233511,0.0555699,0.0588066,0.0313468,0.0331499,0.0207624,0.0351983,0.0141442,0.0168005,0.0245982,0,0.022135,0.0588872,0.0298177,0,0,0.0233611,0,0,0.0252412,0.0739502,0.0266999,0.0234279,0.0295558,0.0582187,0.0402886,0.0627777,0.0846775,0.0616847,0.0278672,0.0242595,0,0.0331723,0.0226319,0.0301,0.00537998,0.0185394,0.0607895,0.051369,0,0,0,0,0.0250669
1681,0,0,0,0,0.0489978,0.0623474,0,0,0,0.0322411,0,0.0221697,0.0567451,0,0,0.021133,0,0,0.0425942,0.0577179,0.0365063,0.0343906,0.0264926,0.0662294,0.0496679,0.049221,0.0652381,0.0502912,0.0234113,0.0554481,0.0586863,0.0312968,0.0330287,0.0207294,0.0352322,0.0141907,0.0168847,0.0244066,0,0.0222482,0.0588092,0.0298086,0,0,0.0233659,0,0,0.0250925,0.0740178,0.0264742,0.0233089,0.0291175,0.0582842,0.0402801,0.0628869,0.0845279,0.0613735,0.0279121,0.0241518,0,0.0330158,0.0224845,0.0300656,0.0055173,0.0185428,0.060616,0.0515691,0,0,0,0,0.0252826
1682,0,0,0,0,0.0490973,0.0621925,0,0,0,0.031939,0,0.0222357,0.0566121,0,0,0.0211937,0,0,0.0424196,0.0577705,0.0362209,0.0344222,0.0267348,0.0663967,0.0496585,0.0493947,0.0652689,0.0501787,0.0234136,0.0553026,0.0585449,0.0312257,0.0328722,0.0206553,0.0352306,0.0142199,0.0170218,0.0241506,0,0.0222619,0.0586808,0.0298669,0,0,0.0234247,0,0,0.0249912,0.0741166,0.0261854,0.0231585,0.0286133,0.0583905,0.0402583,0.0630119,0.0843259,0.0610554,0.0280337,0.024115,0,0.0328273,0.0224527,0.030075,0.00559028,0.0185083,0.0604223,0.0517595,0,0,0,0,0.0255208
1683,0,0,0,0,0.0491775,0.0622097,0,0,0,0.0317065,0,0.022423,0.056525,0,0,0.021376,0,0,0.0423483,0.0577348,0.0359834,0.0344045,0.0269983,0.066488,0.0495262,0.0495967,0.0653315,0.0500055,0.0232773,0.0550855,0.0583833,0.031112,0.032612,0.0204861,0.0350466,0.0140976,0.0171939,0.0238377,0,0.0222367,0.0584645,0.0301385,0,0,0.0232311,0,0,0.0250822,0.0742639,0.0258793,0.0230711,0.0281275,0.0586117,0.0400685,0.0631615,0.0841186,0.0606629,0.0282852,0.0240823,0,0.0327742,0.0226139,0.0303009,0.00558547,0.0184521,0.0603312,0.0517451,0,0,0,0,0.0257539
1684,0,0,0,0,0.0493047,0.0620051,0,0,0,0.0315665,0,0.0227494,0.0564922,0,0,0.0213935,0,0,0.0422829,0.0576432,0.0358532,0.034402,0.0272974,0.0666307,0.0494071,0.0498733,0.0655307,0.0498327,0.0230577,0.0547415,0.058117,0.0308901,0.0322078,0.0201922,0.0349291,0.0141943,0.0171125,0.0235358,0,0.0221656,0.0582114,0.0301817,0,0,0.0232601,0,0,0.0251473,0.0744575,0.0255768,0.0230025,0.0276172,0.0588752,0.0401775,0.0633387,0.0838876,0.0601294,0.0286258,0.0240802,0,0.0332724,0.0229449,0.0303044,0.00544704,0.0183892,0.0600763,0.0519553,0,0,0,0,0.026091
1685,0,0,0,0,0.0494398,0.0618706,0,0,0,0.0311925,0,0.0228208,0.0563231,0,0,0.0214642,0,0,0.0420856,0.0577583,0.0354166,0.0344036,0.0277348,0.0669045,0.0495819,0.0501316,0.0655465,0.0497202,0.0230786,0.054527,0.0579125,0.0308192,0.031969,0.0201563,0.0349363,0.0143413,0.0171354,0.0234105,0,0.0224781,0.0581195,0.0302002,0,0,0.0233724,0,0,0.0248736,0.0745512,0.0252615,0.0228502,0.0270164,0.0590626,0.0401883,0.0635155,0.0836744,0.0595353,0.028746,0.0239197,0,0.033517,0.0229364,0.030297,0.00561476,0.0182921,0.0598129,0.0522037,0,0,0,0,0.0264898
1686,0,0,0,0,0.0496408,0.0615876,0,0,0,0.0305182,0,0.0226784,0.0560028,0,0,0.0215056,0,0,0.0417578,0.0580775,0.0346619,0.0344829,0.0282806,0.0673848,0.0498564,0.0503653,0.0654436,0.0496738,0.023358,0.0544788,0.0577848,0.030909,0.0319383,0.0203932,0.0351819,0.0143891,0.0174075,0.0234333,0,0.0230559,0.0581769,0.0300674,0,0,0.0236843,0,0,0.0244981,0.0745721,0.0248018,0.0225264,0.0262759,0.0591278,0.0402492,0.0636394,0.0833566,0.0590664,0.0286714,0.0236773,0,0.0334595,0.0225837,0.030169,0.00602359,0.0183725,0.059387,0.0526809,0,0,0,0,0.0270722
1687,0,0,0,0,0.0498395,0.0615328,0,0,0,0.0304279,0,0.0230135,0.0561003,0,0,0.0216412,0,0,0.0417781,0.0580862,0.0342648,0.0344429,0.0287688,0.0676129,0.0500389,0.0506224,0.0655084,0.0495289,0.0232862,0.0541742,0.0575213,0.0307609,0.0315992,0.0198692,0.0350342,0.0144124,0.0175097,0.0274849,0,0.0238025,0.0579506,0.0301729,0,0,0.0236761,0,0,0.0245314,0.074457,0.0250104,0.0219989,0.0243627,0.0591089,0.0402632,0.0645887,0.0831639,0.0575197,0.0290886,0.0230934,0,0.0324038,0.0180347,0.0301617,0.00598396,0.0183338,0.0592172,0.052973,0,0,0,0,0
1688,0,0,0,0,0.0498916,0.0615087,0,0,0,0.0301752,0,0.0232129,0.0559812,0,0,0.0216587,0,0,0.0417778,0.0580445,0.0339292,0.0344922,0.0294297,0.0679782,0.0500094,0.050991,0.0656341,0.0493831,0.0232623,0.0538394,0.0572667,0.0305732,0.031153,0.0198236,0.0349977,0.0145289,0.0174006,0.0272979,0,0.0238099,0.0578053,0.0302961,0,0,0.0237025,0,0,0.0244803,0.0746619,0.0246366,0.0218783,0.0236158,0.0592986,0.0401909,0.0649591,0.0827972,0.0567312,0.0294416,0.0232298,0,0.032297,0.0182476,0.0302142,0.00597751,0.0182485,0.059084,0.0531167,0,0,0,0,0
1689,0,0,0,0,0.0500779,0.0612833,0,0,0,0.0297509,0,0.023483,0.0558312,0,0,0.0218184,0,0,0.0416325,0.0580194,0.0333855,0.0345378,0.0301047,0.0683796,0.0500161,0.0512976,0.0657697,0.0492591,0.0232512,0.0535928,0.0570496,0.0304907,0.0308516,0.0197663,0.034984,0.0146296,0.0175298,0.0270169,0,0.0239373,0.0576571,0.0305629,0,0,0.0238315,0,0,0.0243931,0.0749023,0.0241929,0.0217203,0.022934,0.0595113,0.0401728,0.0653112,0.0824184,0.0559453,0.0297968,0.0230944,0,0.0323472,0.0185942,0.0302451,0.00605947,0.0182538,0.0587659,0.0533813,0,0,0,0,0
1690,0,0,0,0,0.0504988,0.060867,0,0,0,0.0303322,0,0.0217793,0.0554572,0,0,0.0223618,0,0,0.0412764,0.0582454,0.033675,0.0344404,0.0320256,0.0689242,0.049965,0.0519687,0.06567,0.0487958,0.0236266,0.0531058,0.057256,0.0301278,0.0290604,0.0215356,0.034704,0.01502,0.017895,0.0286437,0,0.0241176,0.0574688,0.0311665,0,0,0.0240135,0,0,0.0239426,0.0750108,0.024846,0.0216406,0.0215272,0.0600483,0.0399718,0.0662372,0.082094,0.0544172,0.0302347,0.0232076,0,0.0320875,0.0174569,0.0305421,0.00650221,0.0179403,0.0581835,0.053659,0,0,0,0,0
1691,0,0,0,0,0.0504941,0.0607338,0,0,0,0.0291191,0,0.0238009,0.0555338,0,0,0.0222384,0,0,0.041283,0.0579403,0.0324711,0.034605,0.0318026,0.0691327,0.0500284,0.052038,0.065958,0.0489621,0.0232177,0.0530458,0.056695,0.0303026,0.0299869,0.0199381,0.0349309,0.0152146,0.0177302,0.027258,0,0.0247925,0.0573506,0.0308737,0,0,0.0241106,0,0,0.0240652,0.0752366,0.0232104,0.0214719,0.0215529,0.0600727,0.0400844,0.0663622,0.0819644,0.0542727,0.0305434,0.0232742,0,0.0327591,0.0186364,0.0303492,0.00637771,0.0180693,0.0579953,0.0539381,0,0,0,0,0
1692,0,0,0,0,0.0504647,0.0606705,0,0,0,0.0289529,0,0.0239685,0.0553732,0,0,0.0221817,0,0,0.0411787,0.0575959,0.0318524,0.0346188,0.0313328,0.0691972,0.0499351,0.0521874,0.0663062,0.0490547,0.0229753,0.0531888,0.0567726,0.0305098,0.0303999,0.0197627,0.0349714,0.0151849,0.0177298,0.0212809,0,0.0231982,0.0571734,0.030789,0,0,0.0239838,0,0,0.0239776,0.0756819,0.0227655,0.0217868,0.0236662,0.0602798,0.0399498,0.0650107,0.0819632,0.0561611,0.0305185,0.0238602,0,0.0339303,0.0253125,0.0304541,0.00635641,0.0179367,0.0579316,0.0539188,0,0,0,0,0.0325812
1693,0,0,0,0,0.0504655,0.0606232,0,0,0,0.0295309,0,0.0236317,0.0552677,0,0,0.0221966,0,0,0.0410387,0.0573307,0.0312671,0.0345974,0.03062,0.0692665,0.0501207,0.0521581,0.0667015,0.0491848,0.0228487,0.05335,0.056995,0.0306326,0.0306209,0.0191529,0.0350013,0.0151271,0.0177746,0.0216479,0,0.0227468,0.0569476,0.0307971,0,0,0.0240553,0,0,0.0237908,0.0754771,0.022562,0.0216487,0.023534,0.0603519,0.0397733,0.0649121,0.0822184,0.0560543,0.0308529,0.0237504,0,0.0335636,0.0247694,0.0305439,0.00629477,0.0177244,0.057858,0.0540647,0,0,0,0,0.0320596
1694,0,0,0,0,0.0504972,0.060556,0,0,0,0.0295614,0,0.0234689,0.0552432,0,0,0.0222065,0,0,0.0410108,0.0571378,0.0309561,0.0346242,0.0302716,0.0693111,0.0502896,0.0521791,0.0669795,0.0492919,0.022663,0.0534117,0.0571044,0.0306948,0.0306647,0.0190655,0.0350489,0.0150473,0.0178279,0.0216685,0,0.0227587,0.0567604,0.0307088,0,0,0.0240536,0,0,0.0237483,0.0753463,0.0226247,0.0215455,0.0232199,0.0604428,0.0396172,0.0649036,0.0823793,0.0560374,0.031116,0.0236542,0,0.0335095,0.0246965,0.0306321,0.0062916,0.0175881,0.0577749,0.0542723,0,0,0,0,0.0312461
1695,0,0,0,0,0.0505214,0.0604637,0,0,0,0.0296625,0,0.0232539,0.0552258,0,0,0.0222399,0,0,0.0410663,0.0569608,0.0306008,0.0346245,0.0298507,0.0694347,0.0505036,0.0525066,0.0672634,0.0493961,0.0224718,0.0535016,0.0572197,0.0307616,0.0307897,0.0189403,0.0351041,0.0150914,0.0178319,0.0218371,0,0.0235526,0.0565631,0.0305339,0,0,0.0240352,0,0,0.0237024,0.0752201,0.0227258,0.0215845,0.0230934,0.0605381,0.0394376,0.0649867,0.0823985,0.0560739,0.031357,0.0233547,0,0.0337812,0.0245563,0.0307208,0.00632727,0.0174209,0.0576839,0.0545584,0,0,0,0,0.0306722
1696,0,0,0,0,0.0505514,0.0603935,0,0,0,0.0296307,0,0.0230793,0.0552635,0,0,0.0222841,0,0,0.0411547,0.0567496,0.0303189,0.034628,0.0295131,0.0696372,0.0507394,0.0529654,0.0674553,0.0495087,0.0222142,0.0535404,0.0573017,0.0308148,0.0309516,0.0189592,0.0351664,0.0152149,0.0178065,0.0220062,0,0.0247322,0.0563327,0.0305144,0,0,0.0239001,0,0,0.0237474,0.075147,0.0228303,0.0218642,0.0229611,0.0606795,0.0392318,0.0651365,0.0825722,0.0560746,0.031328,0.0232407,0,0.0336661,0.0243947,0.0307964,0.00632976,0.0173329,0.057565,0.0549103,0,0,0,0,0.0303452
1697,0,0,0,0,0.0506063,0.0603654,0,0,0,0.0298271,0,0.0228449,0.0552914,0,0,0.0223146,0,0,0.0411821,0.0565107,0.0299416,0.0346318,0.0290125,0.0698239,0.0509255,0.0530849,0.067734,0.0496518,0.0219265,0.0535801,0.0574069,0.0308549,0.0312404,0.0187601,0.0352442,0.0152105,0.0178424,0.0218034,0,0.0237761,0.0561343,0.0304912,0,0,0.0240291,0,0,0.0235598,0.0750642,0.0228651,0.0218789,0.0224582,0.0608065,0.0390396,0.0654442,0.0827841,0.0558651,0.0314657,0.0230357,0,0.0337659,0.0245895,0.0308548,0.00628616,0.0171169,0.0574787,0.0552408,0,0,0,0,0.0300953
1698,0,0,0,0,0.050683,0.0603033,0,0,0,0.0298607,0,0.0226591,0.0553715,0,0,0.0223706,0,0,0.0412637,0.0563157,0.0296389,0.0346379,0.0285553,0.0698822,0.0510313,0.0531539,0.0680079,0.0498201,0.0216482,0.0535678,0.0574594,0.03088,0.0313341,0.0187124,0.0352808,0.0152527,0.0178211,0.0220401,0,0.0243936,0.0561415,0.03039,0,0,0.0239793,0,0,0.023619,0.074788,0.023019,0.0213646,0.0219172,0.0609486,0.0389103,0.0660407,0.0831034,0.0554357,0.0316075,0.0230083,0,0.0348261,0.0245664,0.0309076,0.00624739,0.0171214,0.057361,0.0555184,0,0,0,0,0.0303006
1699,0,0,0,0,0.0507245,0.0602831,0,0,0,0.0299467,0,0.022435,0.0553015,0,0,0.0224277,0,0,0.0413181,0.0562247,0.0292986,0.0346623,0.0279908,0.0699643,0.0512899,0.053196,0.0683528,0.0499788,0.0214465,0.0536219,0.057557,0.0308821,0.0313711,0.0186165,0.0352915,0.0152985,0.017795,0.021904,0,0.0249842,0.0561512,0.0301957,0,0,0.0241151,0,0,0.0234297,0.0745045,0.02319,0.0207402,0.0215894,0.0610177,0.0388034,0.0664455,0.0833802,0.0552205,0.031824,0.0228678,0,0.0352705,0.0249355,0.0309625,0.00619393,0.0169796,0.057269,0.0557945,0,0,0,0,0.0302581
1700,0,0,0,0,0.0507271,0.0602495,0,0,0,0.0415078,0,0.0191044,0.0526873,0,0,0.0223702,0,0,0.0411832,0.0566063,0.026326,0.0315467,0.0207405,0.0692963,0.0505851,0.0521015,0.0718854,0.0510374,0.0213004,0.0552122,0.0588168,0.0305915,0.0351045,0.00825209,0.0351522,0.015277,0.0176354,0.0201781,0,0.0245675,0.0568386,0.0305588,0,0,0.0240569,0,0,0.0236197,0.0722684,0.0250725,0,0.0199087,0.0621368,0.0390857,0.0681516,0.0849501,0.0552841,0.0310184,0.0219005,0,0.0341103,0.0278905,0.0308162,0.00628048,0.0173805,0.0572609,0.0555221,0,0,0,0,0.0299031
1701,0,0,0,0,0.0512163,0.0601332,0,0,0,0.0416172,0,0.0182735,0.0532138,0,0,0.0226881,0,0,0.0413914,0.0560092,0.0262568,0.0327525,0.0203798,0.0704128,0.0520178,0.0520459,0.0725853,0.05133,0.0205293,0.0551423,0.0586432,0.0303114,0.0350961,0.00863211,0.0353015,0.0150697,0.0182724,0.018396,0,0.024315,0.0550391,0.0302585,0,0,0.0242495,0,0,0.0235188,0.0746507,0.022101,0.020554,0.0211073,0.0612582,0.038971,0.0668932,0.0823962,0.0537011,0.0324208,0,0,0.0362301,0.0291645,0.0307725,0.00616239,0.0172329,0.0567552,0.0570234,0,0,0,0,0.029328
1702,0,0,0,0,0.051262,0.0600834,0,0,0,0.0412628,0,0.0179712,0.0530605,0,0,0.0226441,0,0,0.0413388,0.0561333,0.0263799,0.0324257,0.0202045,0.070439,0.0518848,0.0521585,0.0728943,0.0514926,0.0204138,0.0550992,0.0584636,0.0301798,0.0350476,0.00889254,0.0352656,0.0151442,0.0181106,0.0197381,0,0.0248479,0.0553704,0.0303075,0,0,0.0242001,0,0,0.023454,0.073629,0.0234607,0.021201,0.0208609,0.0616056,0.0388374,0.0671245,0.0838444,0.0548788,0.0311079,0.0227447,0,0.0346401,0.027694,0.0309057,0.00614186,0.0171373,0.0565822,0.0571283,0,0,0,0,0.0295782
1703,0,0,0,0,0.05144,0.0600129,0,0,0,0.0408391,0,0.0176921,0.0529731,0,0,0.022661,0,0,0.0413472,0.0561901,0.0264524,0.0323355,0.0201414,0.0707306,0.0520596,0.0522012,0.0731767,0.0515396,0.0201429,0.055074,0.0584103,0.0301222,0.0350647,0.00924979,0.0352622,0.015143,0.0180974,0.0195554,0,0.0249287,0.0552265,0.0303116,0,0,0.0242022,0,0,0.023422,0.0734577,0.0234157,0.0216441,0.0205711,0.0617902,0.0387294,0.0672697,0.0839957,0.0549,0.0310024,0.0224533,0,0.0345599,0.0278724,0.0309668,0.00612595,0.0170762,0.0562978,0.057549,0,0,0,0,0.02971
1704,0,0,0,0,0.0516456,0.0599405,0,0,0,0.0403441,0,0.0174528,0.0528761,0,0,0.0226906,0,0,0.0413114,0.056238,0.0266037,0.0322398,0.0200938,0.070978,0.0521579,0.0523057,0.0734768,0.0515929,0.0198527,0.0550655,0.0583981,0.0300834,0.035151,0.00970172,0.0352297,0.0151228,0.0181136,0.0192638,0,0.0250027,0.0551557,0.0303151,0,0,0.0241921,0,0,0.0233765,0.0732083,0.0233028,0.0218714,0.0204296,0.0619233,0.0386614,0.0673847,0.0841521,0.0549974,0.0308566,0.0224273,0,0.0344574,0.0281317,0.0310275,0.00610713,0.0170328,0.05605,0.0579271,0,0,0,0,0.0297359
1705,0,0,0,0,0.0518192,0.0598645,0,0,0,0.0397268,0,0.0172376,0.0527373,0,0,0.0227175,0,0,0.0412807,0.0562891,0.0268304,0.0321627,0.0200638,0.0711098,0.052191,0.052494,0.0738142,0.0516464,0.0195103,0.0550825,0.0583828,0.0300683,0.0352524,0.0102741,0.0352022,0.0151038,0.0181077,0.0188138,0,0.0247036,0.0551266,0.030402,0,0,0.0242465,0,0,0.0233349,0.0730332,0.0232118,0.0218217,0.0203996,0.0620181,0.0386084,0.0675439,0.0843825,0.0551589,0.0305706,0.0226934,0,0.0344193,0.0285519,0.0310678,0.00606079,0.0169924,0.0558028,0.0582545,0,0,0,0,0.0296351
1706,0,0,0,0,0.0520182,0.0597158,0,0,0,0.0390998,0,0.0170394,0.0524395,0,0,0.0228652,0,0,0.0413079,0.0564276,0.0270552,0.0320933,0.0201212,0.0712436,0.0521053,0.0526393,0.074116,0.0516718,0.0190961,0.055121,0.0583927,0.030078,0.0353709,0.0108836,0.0349315,0.015057,0.0181873,0.0182248,0,0.0235994,0.0551037,0.0307559,0,0,0.0241995,0,0,0.0232278,0.0735856,0.0230234,0.0217839,0.0203208,0.0621975,0.0383919,0.0678156,0.0845811,0.0552097,0.0302375,0.0226253,0,0.034458,0.0290386,0.0313574,0.00600195,0.0167577,0.0553876,0.0585214,0,0,0,0,0.0295736
1707,0,0,0,0,0.0520411,0.059589,0,0,0,0.0386813,0,0.0167299,0.0518816,0,0,0.0227132,0,0,0.0411984,0.0567274,0.027386,0.0320296,0.0201768,0.0713489,0.0521173,0.0528803,0.0745156,0.0517583,0.0186426,0.0551244,0.0583671,0.0299936,0.0354893,0.0116269,0.0351553,0.0150816,0.0180287,0.0175488,0,0.0222856,0.055212,0.0306083,0,0,0.0240692,0,0,0.0236174,0.0751194,0.0229377,0.0216951,0.0203924,0.0621695,0.0384672,0.068108,0.0847302,0.0551803,0.0301679,0.0226243,0,0.0344395,0.0295743,0.0312045,0.00596436,0.0171506,0.0550226,0.0589448,0,0,0,0,0.0296624
1708,0,0,0,0,0.0520848,0.059496,0,0,0,0.03775,0,0.0166233,0.0516364,0,0,0.022699,0,0,0.0411635,0.0569274,0.0277657,0.0320178,0.020256,0.0712796,0.0520389,0.0530842,0.0747993,0.051853,0.018363,0.0550866,0.0583241,0.0299156,0.0354759,0.0125922,0.0351174,0.0150894,0.0179879,0.0172602,0,0.023442,0.0553476,0.030713,0,0,0.0241828,0,0,0.0234619,0.0759261,0.0231462,0.0215068,0.0203419,0.0621658,0.0384277,0.0684512,0.0848196,0.0549166,0.030193,0.0224457,0,0.0342406,0.0300416,0.0312145,0.0059311,0.0170517,0.0547345,0.059149,0,0,0,0,0.0299922
1709,0,0,0,0,0.0520891,0.0593594,0,0,0,0.0368966,0,0.0164331,0.0514097,0,0,0.0227073,0,0,0.041159,0.0571429,0.0282166,0.0318922,0.0203403,0.0712066,0.0519565,0.0532876,0.0751649,0.0519522,0.01817,0.0550702,0.0583119,0.0298146,0.0355657,0.0136459,0.0350713,0.0150815,0.0179695,0.016907,0,0.0242583,0.055381,0.0307916,0,0,0.0242789,0,0,0.0233245,0.0761338,0.0233647,0.0213024,0.0203133,0.0621774,0.0383729,0.0687102,0.0850416,0.0544748,0.0301698,0.022496,0,0.0341532,0.0306885,0.0312256,0.00586528,0.016962,0.0544504,0.0593626,0,0,0,0,0.0300999
1710,0,0,0,0,0.052072,0.0592186,0,0,0,0.0360975,0,0.0162935,0.0512282,0,0,0.0227062,0,0,0.0411573,0.0574082,0.0286468,0.0318098,0.0204233,0.071173,0.0518815,0.0534984,0.0754992,0.0520161,0.0180437,0.0550363,0.0582796,0.0297446,0.0356566,0.0147555,0.0350016,0.0150769,0.017968,0.0163899,0,0.0242147,0.0553782,0.0308591,0,0,0.0243362,0,0,0.0231933,0.0762044,0.0235285,0.0211566,0.020231,0.0622083,0.0382827,0.0689345,0.0852286,0.0541824,0.0301358,0.0222698,0,0.0340924,0.031455,0.0312737,0.0058146,0.0168608,0.0541735,0.0596029,0,0,0,0,0.0299632
1711,0,0,0,0,0.0522354,0.0590821,0,0,0,0.0354414,0,0.0161294,0.0509952,0,0,0.0227085,0,0,0.0411266,0.0576901,0.0290304,0.0317091,0.0204853,0.0711671,0.0518009,0.0537583,0.0757893,0.052068,0.0178794,0.0550206,0.0582071,0.0296732,0.0357527,0.0158811,0.0349318,0.0150233,0.0179868,0.0160463,0,0.0239875,0.0553103,0.0309164,0,0,0.0244414,0,0,0.0230555,0.0763541,0.0237838,0.020967,0.0201168,0.0622461,0.0382057,0.0691428,0.085364,0.0539535,0.0300581,0.0221854,0,0.034004,0.0320823,0.031349,0.00581214,0.0167564,0.0538866,0.0598742,0,0,0,0,0.0296646
1712,0,0,0,0,0.0527872,0.0589978,0,0,0,0.0347291,0,0.0160318,0.0507985,0,0,0.0227019,0,0,0.041059,0.0579069,0.0294081,0.031686,0.0205126,0.071204,0.0516839,0.053974,0.0760789,0.0521106,0.0177145,0.0550287,0.0580362,0.0296112,0.0358831,0.0169679,0.0348665,0.0149412,0.0180076,0.0157761,0,0.0239557,0.0552928,0.030962,0,0,0.0245797,0,0,0.0229212,0.0764931,0.0240189,0.020688,0.0198307,0.0622954,0.0381346,0.0693991,0.0854747,0.0536875,0.0302646,0.0218177,0,0.0339036,0.0325443,0.0314878,0.00576883,0.0166534,0.0536154,0.0601443,0,0,0,0,0.0296294
1713,0,0,0,0,0.0533213,0.0588978,0,0,0,0.0340314,0,0.0159649,0.0506557,0,0,0.0227132,0,0,0.0410477,0.058124,0.0298161,0.0317163,0.020567,0.0713358,0.0515074,0.0542448,0.0763474,0.0521467,0.0175368,0.0550666,0.057925,0.0295674,0.0360735,0.0180212,0.0348305,0.0149663,0.0179434,0.0155107,0,0.0239562,0.055239,0.0310332,0,0,0.0247609,0,0,0.0227972,0.0765843,0.0239417,0.0206739,0.0197536,0.0623401,0.0380893,0.0695901,0.0855618,0.0536106,0.0303291,0.0217452,0,0.0338214,0.032857,0.031679,0.00571878,0.0165369,0.0533365,0.0604186,0,0,0,0,0.0295518
1714,0,0,0,0,0.0535538,0.0587595,0,0,0,0.0333416,0,0.0158877,0.0505607,0,0,0.0227267,0,0,0.041043,0.0583025,0.030248,0.031697,0.020628,0.0714806,0.0513131,0.0545697,0.0766064,0.0521917,0.0173655,0.0551407,0.057866,0.0295978,0.0362019,0.0192288,0.0347942,0.0149989,0.0178709,0.0152287,0,0.0239575,0.0552089,0.0311552,0,0,0.0248878,0,0,0.0227069,0.0763711,0.0236437,0.0207073,0.0199442,0.0623848,0.0380615,0.0696899,0.0856248,0.0536149,0.0301709,0.0220635,0,0.0338343,0.0331302,0.0317432,0.00567676,0.0164434,0.0530513,0.0606461,0,0,0,0,0.029434
1715,0,0,0,0,0.0538466,0.0585773,0,0,0,0.0325792,0,0.0158181,0.0503724,0,0,0.0228892,0,0,0.0410696,0.0584071,0.0306309,0.0321287,0.0208446,0.0718938,0.0516179,0.0547786,0.0767622,0.0521605,0.017115,0.0553352,0.0579753,0.0297845,0.0363342,0.0204901,0.034742,0.0149451,0.0180279,0.0115871,0,0.024768,0.0547807,0.031282,0,0,0.0250269,0,0,0.0226403,0.077063,0.0211361,0.0191655,0.0209056,0.0620987,0.0380742,0.0695915,0.0840994,0.0520582,0.0316488,0.0248681,0,0,0.0360779,0.0316705,0.00561052,0.0164487,0.0526439,0.0612956,0,0,0,0,0.0275577
