Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RASI,RTIBI,
1533,0,0,0,0,0.0646297,0.0528895,0,0,0,0.0228324,0,0.0164854,0.0491662,0,0,0.0209318,0,0,0.0373943,0.0668502,0.0399775,0.0295879,0.0272542,0.0639903,0.0403497,0.052309,0.0717509,0.0511141,0.0127666,0.0592901,0.0592749,0.0304625,0.0424782,0.0479622,0.0359169,0.0134265,0.0140889,0.0143245,0,0.0291786,0.0348264,0,0,0.0236142,0,0,0.0218611,0.0777056,0.0181038,0.0213767,0.0280219,0.0554742,0.034729,0.0713395,0.0849312,0.0504227,0.0234841,0.0241881,0.0240033,0,0.0622919,0.0439024,0.00974364,0.00617101,0.0513879,0.0875468,0,0,0,0,0,0
1534,0,0,0,0,0.0646231,0.0528586,0,0,0,0.0228139,0,0.0164598,0.0491658,0,0,0.0209397,0,0,0.0374138,0.0668029,0.0397997,0.0296685,0.0271659,0.0639853,0.0403121,0.0523998,0.0717731,0.0511206,0.012855,0.0592661,0.0593005,0.0304398,0.0424359,0.0476194,0.0359215,0.0134528,0.0140731,0.0143392,0,0.0291702,0.0348142,0,0,0.0235157,0,0,0.0218253,0.0777037,0.0180828,0.0212821,0.0278565,0.0554926,0.0347914,0.0713249,0.08495,0.0504702,0.0234597,0.0242198,0.0239198,0,0.0623532,0.0438105,0.00975284,0.00630661,0.0513814,0.0875118,0,0,0,0,0,0
1535,0,0,0,0,0.0645669,0.0528891,0,0,0,0.0227692,0,0.0164371,0.0498032,0,0,0.0208495,0,0,0.0374347,0.0667932,0.0395948,0.0296178,0.0271119,0.0638832,0.0401501,0.0525052,0.071886,0.0511994,0.0127176,0.0592716,0.0593721,0.0305084,0.0423814,0.0474818,0.0359536,0.0134072,0.0141265,0.0109342,0,0.0293447,0.034798,0,0,0.0240248,0,0,0.0213803,0.0772691,0.0179021,0.0212083,0.0272358,0.0556325,0.0348543,0.0725602,0.0859028,0.0500346,0.0233935,0.0238606,0,0,0.0572522,0.0437428,0.00968769,0.00634253,0.0513883,0.0873824,0,0,0,0,0,0
1536,0,0,0,0,0.0645252,0.0528523,0,0,0,0.0227943,0,0.0163999,0.0492273,0,0,0.0208674,0,0,0.0374331,0.0673824,0.0394505,0.0297844,0.0270547,0.0639334,0.0402334,0.052713,0.0720429,0.051189,0.0129288,0.0592365,0.0593549,0.0304659,0.0422969,0.0469844,0.0359013,0.0134091,0.0141427,0.0143919,0,0.029119,0.0347949,0,0,0.0240341,0,0,0.0215103,0.0777541,0.0179981,0.0211058,0.0275772,0.0554626,0.0348708,0.071368,0.0849264,0.0505157,0.0235198,0.024341,0.0236395,0,0.0625224,0.0436959,0.00972979,0.006434,0.0513441,0.0873435,0,0,0,0,0,0
1537,0,0,0,0,0.0644649,0.0528013,0,0,0,0.0228078,0,0.0163614,0.049155,0,0,0.0208746,0,0,0.037459,0.067452,0.0393001,0.0298722,0.0269737,0.0639718,0.0402121,0.0527015,0.0721357,0.0512075,0.0129341,0.0592457,0.0593857,0.0305906,0.0422353,0.0466965,0.0358425,0.0134197,0.0141237,0.0144322,0,0.0290819,0.03481,0,0,0.0238455,0,0,0.0215543,0.0777196,0.0180906,0.021028,0.0274787,0.0554523,0.0349237,0.0713603,0.08499,0.0505702,0.0234976,0.0243194,0.023851,0,0.0626046,0.0436334,0.00973859,0.00654299,0.0512721,0.0872504,0,0,0,0,0,0
1538,0,0,0,0,0.064431,0.0527462,0,0,0,0.0228153,0,0.0163169,0.0491056,0,0,0.0208871,0,0,0.0374836,0.0673089,0.0391554,0.0299971,0.0268898,0.0640281,0.0401538,0.0526431,0.0721695,0.0512214,0.0129433,0.0592639,0.0594451,0.0306943,0.0422234,0.0464584,0.0357919,0.0134316,0.0141042,0.0144741,0,0.0290498,0.0348167,0,0,0.0237768,0,0,0.0215956,0.0776992,0.0181561,0.0209396,0.0273411,0.0554208,0.0349945,0.071351,0.0850438,0.0506056,0.0234791,0.024278,0.0239663,0,0.0626266,0.0435799,0.00971393,0.00663591,0.0512047,0.0871832,0,0,0,0,0,0
1539,0,0,0,0,0.0644199,0.0526919,0,0,0,0.0228252,0,0.016283,0.0490619,0,0,0.0209076,0,0,0.0374846,0.0671462,0.0389775,0.0301015,0.0268308,0.0640871,0.0400812,0.0525053,0.0721801,0.0512209,0.0129292,0.0592747,0.0595218,0.0307439,0.0422063,0.0462392,0.0357372,0.0134455,0.014066,0.014509,0,0.029034,0.0348129,0,0,0.0238007,0,0,0.0217034,0.0776817,0.0181969,0.0208394,0.0271435,0.0553732,0.0350931,0.0713422,0.0850717,0.050625,0.0234613,0.0242351,0.0239676,0,0.0626355,0.0435088,0.00969207,0.00672233,0.0511544,0.0871402,0,0,0,0,0,0
1540,0,0,0,0,0.0644224,0.0526641,0,0,0,0.0228199,0,0.0162642,0.0490459,0,0,0.0209284,0,0,0.0374685,0.0670064,0.0388264,0.030151,0.0267728,0.0641171,0.0400068,0.0524768,0.0722146,0.0512253,0.0129275,0.0592985,0.0595851,0.0307829,0.0421619,0.0460112,0.0356891,0.0134411,0.014036,0.014498,0,0.0289945,0.0348337,0,0,0.0236143,0,0,0.0217834,0.0776526,0.0182064,0.0207391,0.0268621,0.0552959,0.0351865,0.0713355,0.0850786,0.0506331,0.0234459,0.0242289,0.0239063,0,0.0626338,0.0434209,0.00968498,0.00683157,0.0511095,0.0871053,0,0,0,0,0,0
1541,0,0,0,0,0.0644387,0.0526678,0,0,0,0.0228207,0,0.0162323,0.0490821,0,0,0.0209385,0,0,0.0374405,0.0669181,0.0387112,0.0301277,0.0266921,0.0640789,0.0399485,0.0525651,0.0723192,0.05127,0.0129719,0.0592978,0.0596219,0.0308328,0.042094,0.0457765,0.0356534,0.0134352,0.0140202,0.0144525,0,0.0289463,0.034881,0,0,0.023442,0,0,0.0217249,0.0776016,0.0181645,0.0207086,0.0267557,0.0551991,0.0352572,0.0713472,0.0851024,0.0506354,0.023467,0.0242717,0.0238791,0,0.0626183,0.0433126,0.00967747,0.00692344,0.0510677,0.0870637,0,0,0,0,0,0
1542,0,0,0,0,0.0644579,0.0526739,0,0,0,0.0227828,0,0.0162107,0.0497269,0,0,0.0209047,0,0,0.0374275,0.0666958,0.0385058,0.0300464,0.0265834,0.0639849,0.0397407,0.0525657,0.072374,0.0513634,0.0128399,0.0593312,0.0597232,0.0309319,0.0420026,0.0457142,0.035627,0.013412,0.0140147,0.0109132,0,0.0291824,0.0349729,0,0,0.0232923,0,0,0.0217247,0.0770534,0.017793,0.0206818,0.026558,0.0552494,0.0353556,0.0726281,0.0861524,0.0501499,0.0235427,0.0239172,0,0,0.0571302,0.0432472,0.00962615,0.00709456,0.0509616,0.0869991,0,0,0,0,0,0
1543,0,0,0,0,0.0644934,0.0526752,0,0,0,0.0228435,0,0.0161797,0.0491035,0,0,0.0209636,0,0,0.0373803,0.066821,0.0384011,0.0302232,0.026513,0.0639821,0.0397604,0.0527749,0.0724409,0.051333,0.0130885,0.0593338,0.0597485,0.030931,0.0419391,0.0453192,0.0355904,0.0134597,0.0139566,0.0142996,0,0.0290264,0.0349573,0,0,0.0233971,0,0,0.0216757,0.077485,0.0178973,0.0206707,0.027175,0.0550383,0.0353801,0.0713824,0.0851838,0.0506891,0.0238053,0.0243686,0.02413,0,0.0623989,0.0432502,0.00960764,0.00710219,0.0508803,0.086966,0,0,0,0,0,0
1544,0,0,0,0,0.0645201,0.0526564,0,0,0,0.0228584,0,0.0161553,0.0489998,0,0,0.0209904,0,0,0.0373496,0.066745,0.0382783,0.0302872,0.026474,0.0639584,0.0396321,0.0528494,0.0725177,0.0513195,0.0131294,0.0593449,0.0597714,0.030981,0.0418749,0.0450831,0.0355359,0.0134631,0.0139187,0.0141845,0,0.0290383,0.0349921,0,0,0.0233731,0,0,0.0217548,0.0774107,0.0178405,0.0205536,0.0271872,0.0549812,0.0354414,0.071357,0.0851964,0.050682,0.0236813,0.0243646,0.0241096,0,0.0622049,0.0432394,0.0096166,0.00715,0.0507788,0.0869279,0,0,0,0,0,0
1545,0,0,0,0,0.064545,0.0526225,0,0,0,0.0228466,0,0.016128,0.0489549,0,0,0.0210001,0,0,0.0373378,0.066667,0.0381212,0.0303466,0.02642,0.0639425,0.039554,0.0528605,0.0725451,0.0513165,0.0131748,0.0593267,0.0598058,0.0310252,0.041785,0.0448373,0.0354661,0.0134607,0.0138942,0.0140808,0,0.0289676,0.0350292,0,0,0.0232929,0,0,0.0217732,0.0773459,0.0178618,0.0204278,0.0269725,0.0549173,0.0354881,0.071299,0.0852249,0.0507052,0.0235907,0.024346,0.0242145,0,0.0618861,0.0432244,0.00964437,0.00719958,0.0506851,0.0868787,0,0,0,0,0,0
1546,0,0,0,0,0.0645485,0.052602,0,0,0,0.0228424,0,0.0160887,0.0488902,0,0,0.0210048,0,0,0.0373329,0.0665968,0.0379451,0.0303949,0.0263517,0.0639565,0.0394987,0.0528502,0.0725976,0.0513313,0.0132525,0.0592926,0.0598322,0.0310244,0.0416782,0.0445449,0.0354261,0.013451,0.0138826,0.0139848,0,0.0288288,0.0350871,0,0,0.0232799,0,0,0.0217759,0.077271,0.0178804,0.0203805,0.0267766,0.0548862,0.0355258,0.0712651,0.0852639,0.0507873,0.0236996,0.0243162,0.0245108,0,0.061578,0.0431708,0.00962734,0.00725239,0.0505998,0.0868217,0,0,0,0,0,0
1547,0,0,0,0,0.0645558,0.0526061,0,0,0,0.0228388,0,0.0160512,0.0488189,0,0,0.0210026,0,0,0.037296,0.0665447,0.0377458,0.0304398,0.0262514,0.063998,0.0394579,0.0528253,0.0726699,0.0513372,0.0133186,0.0592507,0.0598535,0.0310263,0.0415753,0.0441918,0.035393,0.013442,0.0138585,0.0138642,0,0.0286917,0.0351355,0,0,0.0232783,0,0,0.0218003,0.0771799,0.0177849,0.0203727,0.0266324,0.0548707,0.0355348,0.0712472,0.0852754,0.0508783,0.023924,0.0242825,0.0246595,0,0.06134,0.0431193,0.00959858,0.00730756,0.0505037,0.0867548,0,0,0,0,0,0
1548,0,0,0,0,0.0645828,0.0526321,0,0,0,0.0228344,0,0.0160346,0.0487507,0,0,0.0210116,0,0,0.0372515,0.0664776,0.0375104,0.0304723,0.0261388,0.0640327,0.0393911,0.0527506,0.0727213,0.051355,0.0133671,0.0592022,0.059871,0.0310291,0.0414472,0.0438274,0.0353389,0.0134291,0.0138595,0.0137186,0,0.0286107,0.0351639,0,0,0.0233187,0,0,0.0218574,0.0770856,0.0176312,0.0203446,0.0265,0.0548574,0.0355736,0.0712654,0.0852898,0.0509173,0.0237772,0.0242847,0.0246757,0,0.0611406,0.0430328,0.00954494,0.00736523,0.0504089,0.0866803,0,0,0,0,0,0
1549,0,0,0,0,0.0646154,0.0526725,0,0,0,0.0228387,0,0.0160209,0.0486795,0,0,0.0210108,0,0,0.0372085,0.0664216,0.0372501,0.0305346,0.0260758,0.0640845,0.039333,0.0527844,0.0727482,0.0514128,0.0134141,0.0591658,0.059904,0.0310247,0.0412772,0.0434256,0.0352757,0.0133335,0.0139056,0.0135006,0,0.0285306,0.0352155,0,0,0.0234512,0,0,0.0219455,0.0770009,0.0175482,0.0202497,0.0262843,0.0548157,0.0356371,0.0712424,0.0852894,0.0509634,0.023682,0.0242899,0.0247208,0,0.0608423,0.0429358,0.00950662,0.00743023,0.0503235,0.0866179,0,0,0,0,0,0
1550,0,0,0,0,0.0646334,0.052717,0,0,0,0.0228518,0,0.0159904,0.0485998,0,0,0.0209921,0,0,0.0371643,0.0663583,0.0369931,0.0306343,0.0260403,0.0641558,0.0392366,0.052727,0.0728243,0.0515493,0.0134887,0.0591323,0.0599361,0.0310314,0.0411205,0.0429899,0.0352191,0.0132296,0.0139551,0.0132638,0,0.0284998,0.0352895,0,0,0.0234488,0,0,0.0220056,0.0769048,0.0174339,0.0201396,0.0261207,0.0547752,0.0357039,0.0711563,0.0852952,0.0510587,0.0236423,0.0242894,0.0247933,0,0.0603232,0.0428624,0.00946734,0.00753288,0.0502337,0.0865562,0,0,0,0,0,0
1551,0,0,0,0,0.0646191,0.0527639,0,0,0,0.0228783,0,0.0159511,0.0485271,0,0,0.0210472,0,0,0.0372316,0.0662806,0.0367373,0.0307322,0.0259751,0.0642259,0.0391872,0.0526242,0.0728815,0.0516662,0.0135703,0.0590794,0.0599636,0.0310422,0.0409754,0.0425402,0.0351654,0.0133913,0.0138663,0.0130103,0,0.0285019,0.0353624,0,0,0.0232331,0,0,0.0220053,0.0767762,0.0173226,0.0200892,0.0259905,0.0547577,0.0357693,0.0710792,0.0853131,0.0511184,0.0236683,0.0243068,0.0248428,0,0.0598208,0.0427885,0.00942139,0.00764803,0.0501486,0.0864381,0,0,0,0,0,0
1552,0,0,0,0,0.0645733,0.0527852,0,0,0,0.0228982,0,0.0158916,0.0484403,0,0,0.02111,0,0,0.0372793,0.0661946,0.0364821,0.0308047,0.0258708,0.0642917,0.0391437,0.0524454,0.0729532,0.0517096,0.0136458,0.0590184,0.0599924,0.0310259,0.0408203,0.0421002,0.0351314,0.0135014,0.0138078,0.012767,0,0.0284635,0.0353863,0,0,0.0230695,0,0,0.0219825,0.07666,0.0172108,0.0200259,0.0259037,0.0547196,0.035826,0.0710234,0.0853361,0.0511581,0.0236314,0.0243286,0.0248829,0,0.0593989,0.0426943,0.0093551,0.0077595,0.0500832,0.0862786,0,0,0,0,0,0
1553,0,0,0,0,0.0645269,0.0527904,0,0,0,0.022911,0,0.0158402,0.0483295,0,0,0.021165,0,0,0.0372969,0.0661129,0.0362153,0.0309035,0.0257765,0.0643641,0.0390534,0.052345,0.0730236,0.051703,0.013736,0.0589661,0.0600196,0.0309706,0.0406488,0.0416738,0.0351004,0.0135531,0.0137739,0.0124814,0,0.0284449,0.0354004,0,0,0.022989,0,0,0.0219889,0.0765667,0.0170889,0.0199535,0.0258215,0.0546789,0.0358741,0.0709846,0.0853447,0.0512011,0.0235503,0.0243671,0.0249165,0,0.0590263,0.0425891,0.00929534,0.00789207,0.0500331,0.0861131,0,0,0,0,0,0
1554,0,0,0,0,0.0644761,0.0528177,0,0,0,0.0229212,0,0.0158065,0.0481919,0,0,0.0211872,0,0,0.0372966,0.0660399,0.035934,0.0310353,0.0256799,0.0644491,0.0389287,0.0523235,0.0730412,0.0516803,0.0138679,0.0589048,0.0600476,0.0308866,0.0404922,0.0412437,0.0350642,0.0135463,0.0137752,0.0122241,0,0.0283714,0.0354266,0,0,0.022993,0,0,0.0220407,0.0764888,0.0169974,0.0198649,0.0256171,0.0546424,0.0359321,0.0709442,0.0853708,0.0512634,0.0235439,0.0243751,0.0249472,0,0.0586221,0.0424786,0.00920521,0.00802258,0.0499886,0.085925,0,0,0,0,0,0
1555,0,0,0,0,0.0644,0.0528827,0,0,0,0.0229476,0,0.0157694,0.0480008,0,0,0.0211966,0,0,0.0372809,0.0659786,0.0356665,0.0312198,0.0256096,0.0645731,0.0387475,0.0523243,0.0730666,0.051655,0.0139893,0.0588222,0.0600487,0.0309077,0.0403439,0.0407762,0.0350114,0.0135226,0.0137839,0.0119753,0,0.028337,0.0354371,0,0,0.0230305,0,0,0.0221107,0.0764718,0.0169708,0.0197627,0.0254283,0.0546096,0.0359987,0.0709147,0.0853817,0.0513185,0.0235477,0.0243692,0.024992,0,0.0581788,0.0423637,0.00911701,0.00815658,0.0499226,0.0857032,0,0,0,0,0,0
1556,0,0,0,0,0.064295,0.0529625,0,0,0,0.0229707,0,0.015724,0.0478526,0,0,0.0211784,0,0,0.0372424,0.0659458,0.0354008,0.0313683,0.0255291,0.0647055,0.038604,0.052318,0.0731874,0.0516438,0.014117,0.0587353,0.0600362,0.030884,0.0401538,0.0403051,0.0349466,0.0134496,0.0138231,0.0117359,0,0.0282455,0.0354433,0,0,0.0229992,0,0,0.022063,0.0764882,0.0169753,0.0196157,0.0251987,0.0546105,0.0360712,0.0708813,0.0854141,0.0513501,0.0236608,0.0243667,0.0250381,0,0.0577466,0.0422205,0.009013,0.00832964,0.0498771,0.085454,0,0,0,0,0,0
1557,0,0,0,0,0.0641819,0.0530299,0,0,0,0.02301,0,0.0156603,0.0475168,0,0,0.0211487,0,0,0.037165,0.0659416,0.0351039,0.0315624,0.0254781,0.0648563,0.0384856,0.0522442,0.0733184,0.0516458,0.0142001,0.0586474,0.0600292,0.0308156,0.0399468,0.0398402,0.0348919,0.0133527,0.0138328,0.0114418,0,0.0279234,0.0354537,0,0,0.0229599,0,0,0.0220181,0.0765451,0.0169379,0.0194968,0.024981,0.0547002,0.0361325,0.0708656,0.0854207,0.0513344,0.023704,0.0243661,0.0250726,0,0.0573459,0.0420543,0.0089085,0.00850699,0.0498211,0.0852041,0,0,0,0,0,0
1558,0,0,0,0,0.064084,0.0531058,0,0,0,0.0230642,0,0.0156135,0.0471922,0,0,0.0211887,0,0,0.0372599,0.0658924,0.0348068,0.0317618,0.0254103,0.0649927,0.0384299,0.0522241,0.0734174,0.0516738,0.0142812,0.0585561,0.0600273,0.0308104,0.0397387,0.039385,0.0348298,0.0135174,0.013753,0.0110823,0,0.0271603,0.0354497,0,0,0.0229907,0,0,0.0220547,0.0766903,0.0168069,0.0194503,0.0247645,0.0548216,0.0362299,0.0708793,0.0854176,0.0513476,0.023737,0.0243683,0.0251323,0,0.0569736,0.0419022,0.00877685,0.00868284,0.049778,0.0849151,0,0,0,0,0,0
1559,0,0,0,0,0.0639789,0.0531784,0,0,0,0.0231089,0,0.0155719,0.0470123,0,0,0.0212121,0,0,0.0373431,0.0658059,0.0345046,0.0319807,0.0253464,0.0651404,0.038455,0.0522525,0.0735178,0.051694,0.0143979,0.05846,0.0600418,0.0307835,0.039551,0.0388984,0.0347698,0.0136076,0.0137357,0.0107879,0,0.026756,0.0354434,0,0,0.0231716,0,0,0.0221384,0.0768415,0.016727,0.0194583,0.0245418,0.0547937,0.0363257,0.0708398,0.0854435,0.0514183,0.0238039,0.0243522,0.0252087,0,0.0565634,0.0417733,0.00862852,0.00889196,0.0497147,0.0845998,0,0,0,0,0,0
1560,0,0,0,0,0.0638544,0.0532688,0,0,0,0.0231363,0,0.0155209,0.0468064,0,0,0.0212075,0,0,0.0373534,0.065718,0.0341982,0.0321778,0.0252669,0.0653062,0.0384674,0.052317,0.0736262,0.0517078,0.0145312,0.0583453,0.0600468,0.0307375,0.0393408,0.0383649,0.0347209,0.0136037,0.0137391,0.0105705,0,0.0269713,0.0354345,0,0,0.0231727,0,0,0.0221747,0.0767113,0.0167366,0.0194386,0.0243507,0.0548921,0.0364121,0.0707597,0.0854961,0.05151,0.0238507,0.024345,0.0252847,0,0.0560922,0.0416369,0.008509,0.00913041,0.0496491,0.0843025,0,0,0,0,0,0
1561,0,0,0,0,0.063704,0.0533764,0,0,0,0.0231511,0,0.0154435,0.046643,0,0,0.0212226,0,0,0.0373234,0.0655995,0.033932,0.0323521,0.0252088,0.0654633,0.0383389,0.0523913,0.0737879,0.0517287,0.014636,0.0582341,0.0600441,0.0306795,0.0391144,0.0377868,0.0346827,0.0135915,0.0137278,0.0103513,0,0.0275609,0.0354502,0,0,0.0229036,0,0,0.0222163,0.0759524,0.016787,0.0193268,0.0242108,0.0549797,0.0365625,0.0706352,0.0855094,0.0515359,0.0238635,0.0243841,0.0252994,0,0.0556467,0.0413938,0.00843605,0.00938295,0.0495729,0.0839738,0,0,0,0,0,0
1562,0,0,0,0,0.0635599,0.0534767,0,0,0,0.0232616,0,0.0153615,0.0465185,0,0,0.0212211,0,0,0.0372959,0.065483,0.03368,0.0325539,0.0251406,0.0656294,0.0382149,0.0524912,0.0739602,0.0517656,0.0147964,0.0581559,0.0600318,0.0306308,0.0389206,0.0370927,0.0346347,0.0135495,0.0137511,0.0100793,0,0.0277543,0.0354491,0,0,0.0227767,0,0,0.0222597,0.0754861,0.016809,0.0192269,0.0240462,0.0550045,0.0367095,0.0705475,0.0855379,0.0514928,0.0238284,0.0244407,0.0253179,0,0.0552148,0.0411919,0.00831731,0.0096542,0.0494836,0.0836124,0,0,0,0,0,0
1563,0,0,0,0,0.063429,0.0535619,0,0,0,0.0235012,0,0.0152774,0.0463437,0,0,0.0211975,0,0,0.0372893,0.0653821,0.0334031,0.0328089,0.0250963,0.0658149,0.0380887,0.0526507,0.0741278,0.05181,0.0149603,0.0580825,0.0600352,0.0306233,0.038759,0.036281,0.0345779,0.0134863,0.0138095,0.00998145,0,0.0276505,0.0354342,0,0,0.0227158,0,0,0.0223029,0.0753094,0.0168225,0.0191031,0.0238973,0.0549591,0.0368583,0.0704908,0.0855412,0.0514962,0.02386,0.0244807,0.0253715,0,0.0547687,0.041009,0.00814283,0.00994684,0.0493864,0.0832218,0,0,0,0,0,0
1564,0,0,0,0,0.0633469,0.05363,0,0,0,0.0239285,0,0.0151774,0.0457157,0,0,0.0212248,0,0,0.037428,0.0654438,0.0330887,0.0332598,0.025247,0.066203,0.0382328,0.0528242,0.0741534,0.051713,0.0151611,0.0581063,0.0601455,0.0306556,0.0387288,0.0352885,0.0345387,0.0136747,0.0137977,0.00932769,0,0,0.035371,0,0,0.0226763,0,0,0.0223376,0.0760109,0.0149191,0.0182875,0.0238768,0.0546249,0.036895,0.0701657,0.0843743,0.0505093,0.0242781,0.0254497,0.025037,0,0.0547367,0.0408923,0.00802029,0.0101823,0.049192,0.0829949,0,0,0,0,0,0
1565,0,0,0,0,0.0631794,0.0537331,0,0,0,0.0241638,0,0.0151293,0.0461581,0,0,0.0211954,0,0,0.03752,0.0651236,0.0327391,0.0333326,0.0250741,0.0662137,0.0379659,0.0529434,0.0743696,0.0519014,0.0152249,0.0579114,0.0600661,0.0305789,0.0384647,0.0343035,0.0344233,0.0136992,0.0137734,0.00957508,0,0.0274271,0.0354719,0,0,0.0221978,0,0,0.0227415,0.0750826,0.0168991,0.0188536,0.0235663,0.0547324,0.0372468,0.0703308,0.0855606,0.0516234,0.0239892,0.0245532,0.025369,0,0.0538616,0.0406137,0.00781639,0.0108382,0.0491973,0.08237,0,0,0,0,0,0
1566,0,0,0,0,0.0629895,0.053912,0,0,0,0.024634,0,0.0149852,0.0460597,0,0,0.0212306,0,0,0.0375346,0.0649205,0.0324981,0.0334185,0.0251367,0.0663922,0.0379695,0.053017,0.0746092,0.0519445,0.0153298,0.0577968,0.0600229,0.0304792,0.0382959,0.0331491,0.0343053,0.0137921,0.0136582,0.00933438,0,0.0273365,0.0354943,0,0,0.0224921,0,0,0.0227025,0.075006,0.0169264,0.018942,0.0233751,0.0547989,0.0374305,0.0702918,0.0855343,0.0517011,0.0240143,0.0246148,0.0252686,0,0.0534115,0.0403574,0.00767872,0.0109934,0.0491776,0.0818629,0,0,0,0,0,0
1567,0,0,0,0,0.0627738,0.0540632,0,0,0,0.0251443,0,0.0148601,0.0459308,0,0,0.0212066,0,0,0.0375639,0.0647145,0.0322513,0.0336091,0.02519,0.0666214,0.0379792,0.0530367,0.0749283,0.0520073,0.0154475,0.0576422,0.0599697,0.0303551,0.0380862,0.0318325,0.0342076,0.0137893,0.0136658,0.00929987,0,0.0271872,0.0355561,0,0,0.0222671,0,0,0.0228005,0.0748997,0.0170431,0.0188917,0.0232579,0.0548234,0.0375629,0.07023,0.0855107,0.0516599,0.0241411,0.0246719,0.0253529,0,0.0529317,0.0400817,0.00753674,0.0113433,0.0491299,0.0813901,0,0,0,0,0,0
1568,0,0,0,0,0.0625898,0.0542285,0,0,0,0.02571,0,0.0147299,0.0457375,0,0,0.0212167,0,0,0.037616,0.0645101,0.0319774,0.0338151,0.0252436,0.0668651,0.0378712,0.0530983,0.0751815,0.052072,0.015585,0.0575045,0.0599321,0.0302558,0.0378787,0.0304618,0.0341154,0.0138134,0.0136709,0.00936147,0,0.0270261,0.035577,0,0,0.022054,0,0,0.0229028,0.0747334,0.0171986,0.0187319,0.0231508,0.0549149,0.037682,0.0701557,0.0855309,0.0516086,0.02427,0.0246824,0.0255173,0,0.0524636,0.0397998,0.00739813,0.0117631,0.0490757,0.0808828,0,0,0,0,0,0
1569,0,0,0,0,0.0623669,0.0544333,0,0,0,0.0262933,0,0.0146052,0.0456297,0,0,0.0212459,0,0,0.037647,0.0642944,0.0316812,0.0340413,0.0252627,0.067133,0.037515,0.053167,0.0753728,0.0521515,0.0157409,0.057364,0.0599199,0.0301875,0.0376663,0.0290375,0.0340318,0.0138441,0.0136704,0.00912852,0,0.0269755,0.035551,0,0,0.0218882,0,0,0.023032,0.0746242,0.0172726,0.0186045,0.023002,0.0549224,0.0378226,0.0700958,0.0855522,0.0517331,0.0244355,0.0247209,0.0256544,0,0.0520876,0.0395306,0.00726159,0.0122189,0.0490599,0.0803822,0,0,0,0,0,0
1570,0,0,0,0,0.0621288,0.0546463,0,0,0,0.0268789,0,0.0144981,0.0455804,0,0,0.0212694,0,0,0.037683,0.0641019,0.031368,0.0343152,0.0251661,0.0674536,0.0372371,0.0533566,0.0755834,0.0522253,0.0159275,0.0572382,0.0599286,0.0301271,0.0374668,0.0275989,0.033937,0.0138625,0.0136926,0.00903565,0,0.0269401,0.0355227,0,0,0.021751,0,0,0.0232107,0.0745657,0.0173738,0.0184963,0.0228484,0.0549116,0.0380116,0.0700156,0.0855575,0.0518504,0.0245705,0.0247811,0.0258531,0,0.0516154,0.0392481,0.00714465,0.0126626,0.0490392,0.0797973,0,0,0,0,0,0
1571,0,0,0,0,0.0618833,0.0548761,0,0,0,0.027541,0,0.0144337,0.0455314,0,0,0.0212763,0,0,0.0377002,0.0639323,0.0310364,0.0346,0.025062,0.0677681,0.0369972,0.0536008,0.0757991,0.0522776,0.0161103,0.057131,0.0599465,0.0300738,0.037291,0.0261933,0.0338452,0.0138079,0.0137664,0.00906285,0,0.0267806,0.0355298,0,0,0.0216003,0,0,0.0234127,0.0744358,0.0175057,0.018335,0.0227292,0.0549391,0.0381641,0.069899,0.0855501,0.0518977,0.0246523,0.0248538,0.0260652,0,0.0510847,0.038943,0.00706369,0.013127,0.04904,0.0792584,0,0,0,0,0,0
1572,0,0,0,0,0.0616211,0.0551064,0,0,0,0.0282699,0,0.0143989,0.0454904,0,0,0.0212616,0,0,0.0377327,0.0637877,0.0307023,0.0348715,0.0249327,0.0680702,0.0370287,0.0535432,0.0760016,0.0523228,0.0162582,0.0570088,0.0599387,0.0300184,0.0370753,0.0247633,0.0337675,0.0137443,0.0138511,0.0089303,0,0.0265079,0.0355897,0,0,0.0214261,0,0,0.0236003,0.0744433,0.0176415,0.0182493,0.0225812,0.0550196,0.038314,0.0697872,0.0855261,0.0520583,0.0248566,0.0249063,0.0262599,0,0.0505509,0.0386403,0.0070013,0.0136118,0.0490425,0.0787663,0,0,0,0,0,0
