Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,RTIBI
103,0.0167512,0.0151779,0,0,0,0.0281196,0.0187529,0.0234356,0.00917876,0,0,0,0,0.00927754,0,0.0172316,0.00594444,0.0381152,0.0281658,0.025973,0.0147444,0,0,0.0167507,0.0144554,0.0149131,0.016785,0.0140802,0.0365904,0.0112143,0.0130108,0.0121163,0.0166825,0,0.0288429,0,0.00779323,0.00474854,0.00402796,0.0140299,0.0291521,0.0186243,0.0236883,0.00895775,0,0,0.0510897,0,0.0305487,0.0353922,0.0398179,0.0150712,0.0348923,0.0179062,0.0255623,0.0128612,0.0205933,0.0134146,0.0180757,0.022339,0.00750074,0.021427,0.00962574,0.014259,0.0188052,0.0208464,0.0353596,0.0150715,0.00682119,0,0,0,0,0.0111848
104,0.0166587,0.0151815,0,0,0,0.0274562,0.0184609,0.0231883,0.00911871,0,0,0,0,0.00917056,0,0.0174111,0.00573181,0.0380375,0.0289078,0.0259918,0.0146131,0,0,0.0167658,0.0144585,0.0141261,0.0157467,0.0137329,0.036603,0.0111376,0.0129895,0.011857,0.0167482,0,0.0285522,0,0.00784177,0.00456437,0.00415896,0.013235,0.0291955,0.0173731,0.0238862,0.00889834,0,0,0.0508499,0,0.0306097,0.0353076,0.0397649,0.014662,0.0347707,0.0168459,0.0259542,0.0125692,0.0204663,0.0131483,0.0177871,0.0220403,0.0070167,0.0212342,0.00898841,0.0122676,0.018852,0.0208526,0.0353847,0.0150783,0.0069718,0,0,0,0,0.0108031
105,0.0164637,0.0151446,0,0,0,0.0290354,0.0183698,0.023689,0.00885213,0,0,0,0,0.00888659,0,0.0174278,0.00562491,0.0379985,0.0285866,0.0258748,0.013073,0,0,0.0167816,0.0144241,0.0132634,0.014197,0.0129338,0.0363418,0.0100574,0.0127054,0.0114528,0.0169894,0,0.0299981,0,0.00787014,0.00446036,0.00418733,0.0117348,0.0291843,0.0149523,0.0239604,0.00882023,0,0,0.050585,0,0.030596,0.0352085,0.0396522,0.0135826,0.034697,0.0155434,0.0263867,0.0123307,0.0203473,0.0126889,0.0175178,0.0217297,0.00617904,0.0211934,0.00773569,0.00897442,0.0189086,0.0209489,0.0353131,0.0150932,0.00708764,0,0,0,0,0.00916921
106,0.0162389,0.0150668,0,0,0,0.0321973,0.0185314,0.0250759,0.00859214,0,0,0,0,0.00862839,0,0.0173058,0.0056074,0.0379457,0.0289683,0.0256454,0.0111857,0,0,0.0168416,0.0144873,0.0123311,0.0124912,0.01157,0.0355029,0.00856667,0.0121698,0.0107676,0.0173263,0,0.0327346,0,0.00785259,0.00459236,0.00406909,0.0112971,0.0291316,0.0131682,0.0238872,0.00869261,0,0,0.050414,0,0.030533,0.0351326,0.0394932,0.0131197,0.0346075,0.0145525,0.0268072,0.0121859,0.0203404,0.0123739,0.0173706,0.0215909,0.00604458,0.0211349,0.00722469,0.00625288,0.0189488,0.0210928,0.0352742,0.015072,0.0071402,0,0,0,0,0.00767688
107,0.0160979,0.0149156,0,0,0,0.0353462,0.018592,0.0274849,0.00834687,0,0,0,0,0.00882446,0,0.0173084,0.00574,0.0378541,0.0306817,0.0253421,0.00962265,0,0,0.0169382,0.0147349,0.0113481,0.0109114,0.0097882,0.0341775,0.00702507,0.0114688,0.00993346,0.0175645,0,0.0353344,0,0.00810489,0.00464478,0.00403958,0.0116598,0.029177,0.0118056,0.0236501,0.00854179,0,0,0.0506022,0,0.0305663,0.035196,0.0393494,0.0131875,0.0345864,0.0138844,0.0271433,0.0120818,0.0204708,0.0121956,0.0173823,0.0216566,0.00635005,0.02101,0.00720436,0.00442462,0.0189822,0.0212142,0.03545,0.0149962,0.00713329,0,0,0,0,0.00700801
108,0.0160709,0.0147552,0,0,0,0.0363443,0.0185489,0.0296609,0.00807121,0,0,0,0,0.00905834,0,0.0173825,0.00581361,0.03767,0.0319465,0.0250727,0.00847863,0,0,0.0170308,0.0150604,0.01031,0.00976876,0.00826256,0.0328117,0.00596549,0.0111192,0.00966599,0.0173704,0,0.0358593,0,0.00839412,0.00459897,0.00403064,0.0128431,0.0292757,0.0115284,0.0233021,0.00838228,0,0,0.0507859,0,0.0306379,0.0352691,0.0392629,0.013823,0.0346319,0.0136379,0.0273326,0.0119344,0.0206375,0.0122758,0.0174945,0.0218265,0.00702668,0.0206978,0.00776758,0.00465826,0.0189488,0.0213785,0.0356883,0.0148953,0.00706157,0,0,0,0,0.00740844
109,0.016109,0.0147839,0,0,0,0.0346783,0.0184813,0.0295963,0.00765375,0,0,0,0,0.00920858,0,0.0174433,0.00582289,0.0373489,0.0313699,0.0248914,0.00764692,0,0,0.0171904,0.0154184,0.00899298,0.0090388,0.00747804,0.0318382,0.00551602,0.0111483,0.0103351,0.0167296,0,0.034063,0,0.00859964,0.00456557,0.00403603,0.0144878,0.0293149,0.0122769,0.0230838,0.00829462,0,0,0.0507297,0,0.0306363,0.0352114,0.0391329,0.014733,0.0345239,0.0136145,0.0275741,0.011795,0.0207733,0.0125235,0.0176503,0.0221228,0.00797007,0.0200521,0.00881775,0.0060739,0.0188694,0.0216034,0.0358068,0.0150076,0.00701835,0,0,0,0,0.00816911
110,0.0160738,0.0149825,0,0,0,0.0315062,0.0185122,0.0275776,0.00752594,0,0,0,0,0.00930957,0,0.0173433,0.00585753,0.036871,0.0292483,0.0248603,0.00711487,0,0,0.0173678,0.0157897,0.00753067,0.00874612,0.00759407,0.031481,0.00577228,0.0112426,0.0114207,0.0162222,0,0.0314341,0,0.00875121,0.00479822,0.00396194,0.0164085,0.0292628,0.013819,0.023052,0.00816752,0,0,0.0504208,0,0.0305463,0.0349193,0.0389299,0.0159087,0.0343301,0.0137513,0.0278099,0.0116606,0.0208891,0.0129515,0.0178801,0.0225922,0.0092613,0.0187469,0.0103914,0.00761743,0.0186767,0.0218133,0.0356587,0.0153015,0.0070196,0,0,0,0,0.00940539
111,0.0158661,0.0152526,0,0,0,0.0280056,0.0185243,0.0251186,0.00771952,0,0,0,0,0.00952625,0,0.0172641,0.00593859,0.036455,0.0268389,0.0249202,0.0059071,0,0,0.0176398,0.0163116,0.00676465,0.00900885,0.008474,0.0317563,0.00699009,0.0116859,0.0124012,0.0162037,0,0.0288549,0,0.00906245,0.00490071,0.00396313,0.018779,0.0292487,0.0162946,0.0230917,0.00794509,0,0,0.0501807,0,0.0305147,0.0346672,0.0386682,0.0178037,0.0341734,0.0142096,0.0280405,0.0115575,0.0210055,0.0136291,0.0182212,0.0232835,0.0111434,0.0169526,0.0127082,0.00906321,0.0184928,0.0218978,0.0356497,0.0157025,0.00703993,0,0,0,0,0.011331
112,0.0154873,0.0155114,0,0,0,0.0247319,0.0185385,0.0230523,0.00800501,0,0,0,0,0.00965637,0,0.017397,0.00596695,0.0361734,0.0248209,0.0249142,0.00408199,0,0,0.0180468,0.0168005,0.00671028,0.00956969,0.00947186,0.032356,0.00846399,0.0126261,0.0132113,0.0163979,0,0.0263221,0,0.00931558,0.00480428,0.00404581,0.0212933,0.0292695,0.0187611,0.0230322,0.00762375,0,0,0.0499829,0,0.0305296,0.0344846,0.0383532,0.0203835,0.0340266,0.0145745,0.0282366,0.0115296,0.0211566,0.0144007,0.0187342,0.0240161,0.0131928,0.0153051,0.015387,0.0106036,0.0183936,0.0219798,0.0357211,0.0161766,0.00708368,0,0,0,0,0.0136575
113,0.0150366,0.015558,0,0,0,0.0226776,0.0186379,0.0218547,0.00789415,0,0,0,0,0.009762,0,0.0175351,0.00600076,0.0358999,0.0234947,0.0246959,0.00366927,0,0,0.0183131,0.0171265,0.00652117,0.00999154,0.00976735,0.0327564,0.00933315,0.0135147,0.0137215,0.0163679,0,0.0246831,0,0.00951183,0.00489948,0.00404896,0.0229455,0.0293898,0.0187987,0.0226024,0.00732842,0,0,0.0499341,0,0.0306417,0.034499,0.0380149,0.021414,0.0338311,0.01338,0.0280389,0.0116357,0.0211376,0.0144501,0.0188288,0.0241514,0.01412,0.0146388,0.0167721,0.0124894,0.0183747,0.022135,0.0359385,0.0164116,0.00714737,0,0,0,0,0.0144703
114,0.0146475,0.0155805,0,0,0,0.0221422,0.0188524,0.0215764,0.00750484,0,0,0,0,0.00998708,0,0.0176228,0.0061637,0.0355779,0.0227047,0.0243085,0.00396453,0,0,0.0184703,0.0173964,0.00569432,0.0104043,0.00946673,0.0326847,0.00936216,0.0140268,0.013894,0.0159711,0,0.0242738,0,0.00979211,0.00507615,0.00403134,0.0246688,0.0294915,0.0191164,0.0217944,0.00705114,0,0,0.0498249,0,0.0307394,0.0345211,0.0376531,0.023043,0.0336004,0.0121216,0.0276281,0.0118308,0.0210732,0.0145471,0.0189898,0.0242433,0.015326,0.0141049,0.0185356,0.0142732,0.0182629,0.0223648,0.0361817,0.0164083,0.00723049,0,0,0,0,0.0153821
115,0.0143943,0.0155774,0,0,0,0.0219094,0.0190231,0.021624,0.00680808,0,0,0,0,0.0102796,0,0.0175279,0.00630089,0.0352787,0.0218859,0.0238955,0.00446868,0,0,0.0185231,0.017745,0.00542461,0.0110949,0.00906523,0.0321142,0.0090052,0.0143086,0.0138909,0.0153221,0,0.0239821,0,0.0100913,0.00517691,0.00398675,0.0259555,0.0295111,0.0193108,0.0207015,0.00683685,0,0,0.0496015,0,0.0307801,0.0344094,0.0373266,0.0251201,0.0333446,0.0110264,0.0271897,0.0121194,0.0209536,0.0146217,0.0193189,0.0245418,0.0166434,0.0134575,0.0204221,0.0156158,0.0180148,0.0224957,0.0361636,0.0162854,0.00732255,0,0,0,0,0.0157963
116,0.0142999,0.015675,0,0,0,0.0212631,0.0191964,0.0212871,0.00639326,0,0,0,0,0.0105903,0,0.0174537,0.00638962,0.0350479,0.0207936,0.0233917,0.00538658,0,0,0.0186765,0.0180981,0.00571735,0.0119199,0.00886314,0.0312617,0.00872565,0.0144929,0.0138331,0.0146568,0,0.0233558,0,0.0103527,0.00526564,0.00399858,0.0266954,0.0294283,0.0192443,0.0194977,0.0065807,0,0,0.0492153,0,0.0307423,0.0341697,0.0370031,0.0272529,0.0330209,0.0102195,0.0268971,0.0125453,0.0208607,0.0145975,0.0199111,0.0247683,0.017805,0.0127209,0.0221747,0.0167989,0.0176736,0.0224759,0.0359562,0.0163288,0.00743595,0,0,0,0,0.0160414
117,0.0142534,0.0156972,0,0,0,0.0209025,0.019321,0.0206668,0.00580023,0,0,0,0,0.0110719,0,0.017445,0.00652435,0.034778,0.0197186,0.0229817,0.00645111,0,0,0.0185623,0.0184481,0.00659523,0.0127996,0.00894124,0.0304456,0.00876396,0.0147921,0.0137753,0.0142431,0,0.0228621,0,0.0106273,0.00541075,0.00404003,0.0267807,0.0292837,0.0188303,0.0181543,0.00627727,0,0,0.0487357,0,0.0306239,0.0337542,0.0367566,0.0293887,0.0326549,0.00943093,0.0264835,0.0129292,0.0207136,0.014581,0.0207559,0.0247516,0.0187002,0.0119888,0.0235284,0.0183231,0.0172534,0.0224326,0.0356428,0.0163563,0.00738464,0,0,0,0,0.0165622
118,0.0142239,0.0157217,0,0,0,0.0211398,0.0195985,0.0203813,0.00517132,0,0,0,0,0.0115799,0,0.0174743,0.00673082,0.0345534,0.0190323,0.022749,0.00739396,0,0,0.0182268,0.0189324,0.00725026,0.013561,0.00912607,0.0297544,0.00896948,0.0151009,0.0137009,0.0140847,0,0.022611,0,0.0107875,0.00551417,0.00411938,0.0267324,0.0291785,0.0179465,0.0167842,0.00605056,0,0,0.0484269,0,0.0305313,0.0334021,0.0365193,0.0310863,0.032187,0.00859166,0.0259504,0.0133067,0.020498,0.0147186,0.0217411,0.024751,0.0193928,0.0111886,0.0245797,0.0201787,0.0168823,0.0224505,0.0356135,0.0163836,0.00719416,0,0,0,0,0.0171734
119,0.0141829,0.0158416,0,0,0,0.0220183,0.0198126,0.0205911,0.00458134,0,0,0,0,0.0119575,0,0.0175196,0.0068357,0.0345396,0.019061,0.0226009,0.00797694,0,0,0.0180109,0.0193237,0.0074119,0.0139278,0.00920173,0.0293555,0.00903833,0.0151136,0.0135785,0.014046,0,0.0227432,0,0.010704,0.00539968,0.00418609,0.0262459,0.0291354,0.0165926,0.0156613,0.0058714,0,0,0.0482601,0,0.0305114,0.0332165,0.0362378,0.0320582,0.0316158,0.00785094,0.0254649,0.0136593,0.0206378,0.0148492,0.0228315,0.025039,0.0200424,0.0105758,0.0256294,0.0215446,0.0165751,0.0224382,0.0356463,0.0164864,0.00703949,0,0,0,0,0.0176964
120,0.0141111,0.0159838,0,0,0,0.023616,0.0199652,0.021382,0.0039995,0,0,0,0,0.0124373,0,0.0175687,0.00703259,0.0347377,0.0198996,0.0224709,0.00821255,0,0,0.0178953,0.0197029,0.00725577,0.0139751,0.00916556,0.029241,0.00884712,0.014759,0.0134056,0.0139841,0,0.0235019,0,0.0107201,0.00543108,0.00425556,0.0244079,0.0291234,0.014985,0.0147828,0.00556514,0,0,0.0481606,0,0.0305248,0.0330995,0.0360318,0.0325017,0.0309629,0.00729193,0.0248684,0.0138902,0.0211118,0.0150214,0.0238869,0.0255995,0.0206458,0.0102297,0.0266921,0.022411,0.0162809,0.0223641,0.0356314,0.0165303,0.00700661,0,0,0,0,0.0180119
121,0.014102,0.0161475,0,0,0,0.0256821,0.020212,0.0224598,0.00355033,0,0,0,0,0.0129201,0,0.0175516,0.0072892,0.0350561,0.0211024,0.0223305,0.0082043,0,0,0.0177716,0.0202281,0.00701887,0.0139413,0.00909593,0.0293055,0.00846737,0.0141746,0.0131402,0.0138805,0,0.0247842,0,0.0108126,0.00554433,0.00435569,0.0215009,0.0290598,0.0136459,0.0139127,0.00529244,0,0,0.0479408,0,0.0304846,0.0329541,0.0361064,0.0326404,0.0303493,0.00693427,0.0239376,0.0141224,0.0216198,0.0153465,0.0249023,0.0263914,0.0211375,0.00993058,0.0275557,0.0241232,0.0160122,0.0221999,0.0354606,0.0165055,0.00699141,0,0,0,0,0.0180999
122,0.0142006,0.0163169,0,0,0,0.0276834,0.0205619,0.0234307,0.00328615,0,0,0,0,0.0133297,0,0.0174982,0.00755707,0.0353361,0.0219904,0.0221803,0.00823354,0,0,0.0175986,0.0206667,0.00685885,0.0140233,0.0091147,0.0294976,0.00813527,0.0137435,0.0129863,0.0137005,0,0.0262705,0,0.0109018,0.00573688,0.00442964,0.0185974,0.0289764,0.0128648,0.013004,0.00517491,0,0,0.0476242,0,0.030426,0.032815,0.0365467,0.0329076,0.0299582,0.00662434,0.0226399,0.0144282,0.0220237,0.0156224,0.0256654,0.0270158,0.0211952,0.00990173,0.0278038,0.027732,0.0158473,0.0220029,0.03525,0.0164102,0.00701452,0,0,0,0,0.0178426
123,0.0144151,0.0165157,0,0,0,0.029175,0.0206465,0.0238018,0.00334751,0,0,0,0,0.0138371,0,0.0175291,0.00774181,0.0354462,0.0220066,0.0220371,0.00850129,0,0,0.017619,0.0209825,0.00678048,0.0142656,0.00933936,0.0297828,0.00804412,0.0139511,0.0129775,0.0133488,0,0.0276149,0,0.0110147,0.00576572,0.00450961,0.017169,0.0288263,0.0124846,0.0121938,0.00516975,0,0,0.0471735,0,0.0302959,0.0326078,0.0371434,0.0335385,0.0297532,0.00642298,0.0212936,0.0146342,0.0222326,0.0158004,0.026132,0.0270704,0.0208726,0.0100495,0.0273626,0.0310456,0.0157195,0.0218871,0.034891,0.0164073,0.0072498,0,0,0,0,0.0173619
124,0.0146789,0.0166885,0,0,0,0.0300298,0.0207134,0.0233912,0.00372539,0,0,0,0,0.0141099,0,0.017516,0.00787264,0.0354137,0.020991,0.0219116,0.00897111,0,0,0.0178318,0.0210341,0.00676733,0.0145971,0.00981783,0.0300867,0.00830785,0.014743,0.0132063,0.0127663,0,0.0286483,0,0.0110888,0.00586886,0.00455345,0.0169297,0.0287154,0.0120547,0.0115333,0.0052534,0,0,0.0467743,0,0.0302131,0.0324658,0.037658,0.0334642,0.0297333,0.00641386,0.0200157,0.0146444,0.0222054,0.0158059,0.0262503,0.0265217,0.0206187,0.0102481,0.0265088,0.0317659,0.0156186,0.0217595,0.0346058,0.0164265,0.007614,0,0,0,0,0.0169425
125,0.0148681,0.0167485,0,0,0,0.0305841,0.0207844,0.0225381,0.00432813,0,0,0,0,0.014302,0,0.017483,0.00801286,0.0352988,0.0193181,0.0218368,0.00957198,0,0,0.0180438,0.0208971,0.00687406,0.014963,0.0104435,0.0305119,0.0089234,0.0160285,0.0136126,0.0120548,0,0.0296596,0,0.0112417,0.0058414,0.0045146,0.016416,0.0286874,0.01173,0.0108217,0.00540868,0,0,0.0465319,0,0.0301862,0.0323773,0.0379601,0.0322683,0.0299159,0.00653769,0.0187763,0.0145936,0.0217493,0.0155773,0.0259951,0.0257886,0.0205444,0.0104394,0.0256029,0.0305431,0.0155753,0.0217609,0.034443,0.0162966,0.00788969,0,0,0,0,0.016582
126,0.0149492,0.0166897,0,0,0,0.0312923,0.0208156,0.0217856,0.00492527,0,0,0,0,0.0144472,0,0.0173885,0.0082062,0.0351364,0.0176418,0.0217958,0.0101472,0,0,0.0181696,0.0207614,0.00706033,0.0153664,0.0110353,0.0310089,0.00968204,0.0175134,0.0140383,0.0113302,0,0.0309182,0,0.0115041,0.00576129,0.00440747,0.0153158,0.0286729,0.0115906,0.0100095,0.00553227,0,0,0.0464394,0,0.0301397,0.0323421,0.0379891,0.0305701,0.030152,0.00671417,0.0177022,0.014493,0.0210968,0.0152371,0.0255471,0.0249423,0.0204861,0.0103876,0.0248976,0.0286476,0.0155901,0.0218448,0.0343258,0.015965,0.00803717,0,0,0,0,0.0161685
127,0.0149766,0.0167164,0,0,0,0.0325063,0.0205345,0.021579,0.00493483,0,0,0,0,0.0145786,0,0.017411,0.00817982,0.0349913,0.0166141,0.0217816,0.0105604,0,0,0.0185729,0.020567,0.00726789,0.0156874,0.0114449,0.0315109,0.010305,0.0187227,0.014425,0.0106304,0,0.0325924,0,0.0116693,0.00550194,0.00439053,0.0139632,0.0286495,0.0114192,0.00923727,0.0057196,0,0,0.0463648,0,0.0300831,0.0323957,0.0377366,0.0286832,0.0303638,0.00707826,0.0172373,0.0143631,0.0207506,0.0148896,0.0250238,0.0242678,0.0202874,0.0104629,0.0242734,0.0265681,0.0156675,0.0219407,0.034326,0.0157276,0.00828912,0,0,0,0,0.0157237
128,0.0150105,0.0167452,0,0,0,0.034195,0.0203897,0.0220237,0.00497813,0,0,0,0,0.0145494,0,0.0173939,0.0081358,0.0349579,0.0166227,0.0217209,0.0107932,0,0,0.0191462,0.0201876,0.0074617,0.0160545,0.011691,0.0319485,0.0104619,0.0192154,0.0145582,0.0100611,0,0.0345789,0,0.0117768,0.00540158,0.00435953,0.0127227,0.0286337,0.0109829,0.00845643,0.00596299,0,0,0.0463122,0,0.0300353,0.0324976,0.0374334,0.026578,0.0305117,0.00776561,0.0171809,0.0142883,0.020456,0.0146093,0.0245437,0.0237775,0.0200387,0.010631,0.0236533,0.0244234,0.0157733,0.0220004,0.0344458,0.0155222,0.00860161,0,0,0,0,0.0153484
129,0.0150478,0.0167948,0,0,0,0.0362311,0.0202917,0.0230011,0.00512438,0,0,0,0,0.0144919,0,0.0173715,0.00809172,0.0350372,0.0175279,0.0215944,0.0108642,0,0,0.0198864,0.0197338,0.00756831,0.0164007,0.0117506,0.0322208,0.0102257,0.0189992,0.0144102,0.00966315,0,0.036712,0,0.0118476,0.00524233,0.00433607,0.0116978,0.0286316,0.0103189,0.00764551,0.00630127,0,0,0.046323,0,0.0300102,0.0326731,0.037111,0.0243005,0.030565,0.00857484,0.0174159,0.0142912,0.0201463,0.014469,0.0242223,0.0234385,0.019809,0.0107812,0.0229229,0.0224822,0.0159008,0.0220298,0.0346733,0.0154168,0.00900466,0,0,0,0,0.0151308
130,0.015061,0.0168361,0,0,0,0.0383879,0.0202478,0.0242086,0.00531382,0,0,0,0,0.0144266,0,0.0173416,0.00802383,0.0351796,0.0189215,0.0214183,0.010983,0,0,0.0206328,0.0194202,0.00768973,0.0167531,0.0117748,0.0323919,0.00982476,0.0184091,0.0141049,0.00937523,0,0.0388246,0,0.0118905,0.00510268,0.0043237,0.0109091,0.0286342,0.00960046,0.00682601,0.00665228,0,0,0.0464294,0,0.0299968,0.0329288,0.0367796,0.0220146,0.0305517,0.00931199,0.0177921,0.0143789,0.0199018,0.0144501,0.0238926,0.0231273,0.0194032,0.0108574,0.0220627,0.0206288,0.0160767,0.022085,0.0349594,0.0154173,0.00944685,0,0,0,0,0.0152165
131,0.0150838,0.0168312,0,0,0,0.0404362,0.0201547,0.0253581,0.0055227,0,0,0,0,0.0143531,0,0.017342,0.00795247,0.0353042,0.0202574,0.0212541,0.0112456,0,0,0.0212956,0.0191722,0.00786803,0.0172163,0.0117326,0.032508,0.00953128,0.0178947,0.0140225,0.00916619,0,0.0408752,0,0.011904,0.00502365,0.00435345,0.0102963,0.0286534,0.00902502,0.00599474,0.00695075,0,0,0.0466605,0,0.0299709,0.0332845,0.0364867,0.0200412,0.0304732,0.00981189,0.0180372,0.0145082,0.019713,0.0144951,0.0235305,0.0226827,0.0190098,0.0107595,0.0212347,0.0189214,0.0163288,0.0222804,0.0352895,0.0154331,0.00982412,0,0,0,0,0.0156495
132,0.0150497,0.0168049,0,0,0,0.0422362,0.02005,0.0262162,0.00590253,0,0,0,0,0.0143455,0,0.017319,0.0079241,0.0353489,0.0211633,0.0211639,0.0116578,0,0,0.0219441,0.0189058,0.00818291,0.0178093,0.0119256,0.032697,0.00952648,0.0178336,0.0140936,0.00889719,0,0.0428417,0,0.0119135,0.00500503,0.00439612,0.00974021,0.0286581,0.00866733,0.00521689,0.00728839,0,0,0.0469555,0,0.0299464,0.0336507,0.0363653,0.018661,0.0303161,0.00985054,0.0182695,0.014745,0.0195009,0.0146283,0.0231627,0.0222059,0.018736,0.0104434,0.0204378,0.0172235,0.0165394,0.0224854,0.035656,0.0154707,0.0102523,0,0,0,0,0.0157734
133,0.0151583,0.0167381,0,0,0,0.043835,0.0202852,0.0268349,0.00620854,0,0,0,0,0.0141069,0,0.0172197,0.0079146,0.0354358,0.0215383,0.021013,0.0121561,0,0,0.0223009,0.0184796,0.00853566,0.0183991,0.0123785,0.0328023,0.00981169,0.0184967,0.0142687,0.00861403,0,0.0446278,0,0.0117881,0.00505253,0.00441778,0.00931018,0.0286967,0.00865216,0.00460269,0.00743021,0,0,0.0472203,0,0.0299252,0.0339583,0.0364017,0.0178916,0.0302155,0.00973087,0.0181479,0.01486,0.0191446,0.0146833,0.0226375,0.0217192,0.0186809,0.00995709,0.0198946,0.0159647,0.0168337,0.0227222,0.0359043,0.0154639,0.0104699,0,0,0,0,0.0158912
134,0.0152495,0.0165466,0,0,0,0.0453405,0.0207824,0.0272864,0.00645313,0,0,0,0,0.0136163,0,0.0169723,0.00798461,0.0353767,0.0216426,0.0209916,0.0126557,0,0,0.0223704,0.017841,0.0089903,0.0189306,0.0129347,0.0330767,0.0102881,0.019513,0.0145855,0.00821518,0,0.0464499,0,0.0116171,0.0052477,0.00449755,0.00878929,0.0287287,0.00900813,0.00416755,0.00747986,0,0,0.0474498,0,0.0298941,0.0342403,0.0365773,0.017873,0.0301688,0.00955964,0.0177834,0.0149655,0.0186923,0.0145643,0.0219254,0.0210905,0.0187289,0.00963571,0.0195216,0.0149237,0.0170919,0.0229747,0.0362064,0.0152815,0.0106028,0,0,0,0,0.016316
135,0.0153198,0.0163729,0,0,0,0.0466563,0.0210323,0.0276338,0.00680348,0,0,0,0,0.0130926,0,0.0168364,0.00793708,0.0352702,0.0217102,0.0209582,0.0129943,0,0,0.022336,0.0172224,0.00929104,0.0192287,0.0133178,0.0335071,0.0107152,0.0204262,0.0148862,0.00783851,0,0.0481367,0,0.0113932,0.00535063,0.00458922,0.00872648,0.0287703,0.00930213,0.00379583,0.00748039,0,0,0.0477296,0,0.0298742,0.0345273,0.0368478,0.0181081,0.0302012,0.00964445,0.0172156,0.0150385,0.0181469,0.0145072,0.0211494,0.020187,0.0187651,0.00938092,0.0192807,0.0147103,0.0173615,0.0232162,0.0366149,0.0151422,0.0107226,0,0,0,0,0.0167068
136,0.0153133,0.0162718,0,0,0,0.0478246,0.0209872,0.0279885,0.00728591,0,0,0,0,0.0127362,0,0.0167589,0.00778052,0.0351577,0.0219976,0.020971,0.0131516,0,0,0.0222569,0.0166713,0.00946135,0.0193891,0.0135114,0.0339188,0.0108901,0.020923,0.0150834,0.00751337,0,0.0496124,0,0.0111852,0.00528564,0.00461189,0.00921633,0.0288196,0.00972964,0.00347785,0.00745825,0,0,0.0480229,0,0.0298872,0.0348211,0.0371354,0.0186508,0.0302274,0.0099231,0.0165293,0.0151367,0.0175233,0.0144202,0.0203949,0.0192973,0.0187623,0.00928377,0.0192097,0.015342,0.0175908,0.023395,0.0370512,0.0150808,0.0109208,0,0,0,0,0.0169827
137,0.0153896,0.0162637,0,0,0,0.0490425,0.0206916,0.0285535,0.00776384,0,0,0,0,0.0123201,0,0.0167964,0.00751135,0.0350571,0.0225882,0.0210255,0.013176,0,0,0.0221157,0.0161171,0.00951812,0.0193711,0.0135284,0.0342314,0.0109182,0.0210176,0.0152174,0.00734412,0,0.0509953,0,0.0109069,0.00511708,0.00465301,0.00973447,0.0288865,0.0104549,0.00332387,0.00735813,0,0,0.0483691,0,0.0298945,0.0351549,0.0373299,0.0198015,0.0303126,0.0103234,0.0157097,0.0151658,0.0169218,0.0142751,0.0196552,0.0185628,0.0186589,0.00935508,0.0192589,0.0163288,0.0178921,0.0236815,0.0375315,0.0150817,0.011069,0,0,0,0,0.0172183
138,0.0155677,0.0163262,0,0,0,0.0501612,0.0205008,0.0291709,0.00824897,0,0,0,0,0.0116126,0,0.0167672,0.00715769,0.0349521,0.0231779,0.0211324,0.0130008,0,0,0.0218432,0.0155186,0.00946264,0.0191605,0.0134029,0.034426,0.010795,0.020792,0.0152071,0.00727146,0,0.0522108,0,0.0104317,0.00502819,0.00473214,0.0104524,0.0289921,0.0113567,0.00331331,0.00722263,0,0,0.048799,0,0.0299425,0.0355209,0.0374126,0.0211469,0.0305023,0.0107065,0.0148271,0.0151058,0.0163551,0.0141725,0.0189387,0.017994,0.0185514,0.00961339,0.0196012,0.0176728,0.0182557,0.0239634,0.0380761,0.015095,0.0111041,0,0,0,0,0.017436
139,0.0157089,0.0163748,0,0,0,0.0511699,0.0205106,0.0296445,0.00868165,0,0,0,0,0.0107502,0,0.0167381,0.00678277,0.0348309,0.0238593,0.0213676,0.0128005,0,0,0.0214543,0.0149348,0.00938057,0.0189863,0.0133198,0.0346511,0.0105907,0.0204461,0.0151981,0.0072351,0,0.0532794,0,0.00985194,0.00497619,0.0047706,0.0116974,0.0290947,0.0128077,0.00330222,0.00707779,0,0,0.0492166,0,0.0299947,0.0358889,0.0374431,0.0231661,0.0307211,0.0111616,0.014034,0.0150521,0.015844,0.0141506,0.0182819,0.0174414,0.0187021,0.00995648,0.0206219,0.0195777,0.0185809,0.0242257,0.0385555,0.0150576,0.0110866,0,0,0,0,0.0177001
