Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,RTIBI
29,0.0173797,0.0162082,0,0,0,0.0689283,0.0207702,0.0417186,0.0116704,0,0,0,0,0.008672,0,0.0164803,0.00555848,0.0349909,0.0346866,0.0237746,0.0102253,0,0,0.0196684,0.0104667,0.00805158,0.0153296,0.014744,0.0371076,0.00632104,0.0144394,0.0152818,0.00891707,0,0.0692631,0,0.00775223,0.00507309,0.00466807,0.0212642,0.0289942,0.021433,0.00373865,0.00644782,0,0,0.0510645,0,0.0301372,0.0345403,0.0401408,0.035911,0.032497,0.010156,0.0117858,0.0152092,0.0144375,0.0123098,0.0161809,0.0143304,0.0175709,0.0137296,0.0235312,0.0338163,0.0183235,0.0230121,0.0359096,0.0161435,0.00940587,0,0,0,0,0.0164988
30,0.0175585,0.0160594,0,0,0,0.0690981,0.0206926,0.0417943,0.0120782,0,0,0,0,0.00835733,0,0.0164888,0.00541973,0.0349673,0.0353139,0.0240287,0.0102497,0,0,0.0199749,0.0100141,0.00808303,0.0152686,0.0146757,0.0372623,0.00643743,0.014568,0.0154198,0.00889338,0,0.0686468,0,0.00738039,0.00500243,0.00468952,0.0224286,0.0290274,0.0226816,0.00369686,0.00660722,0,0,0.0511706,0,0.0301613,0.0345152,0.0405538,0.0386457,0.0330819,0.00930807,0.0118153,0.0150619,0.0144755,0.0121585,0.0161515,0.0140024,0.0171167,0.0148839,0.0241618,0.0363998,0.0182818,0.0230465,0.0358801,0.015838,0.00943096,0,0,0,0,0.0158781
31,0.0177667,0.0158923,0,0,0,0.0689739,0.0206607,0.0418313,0.0124993,0,0,0,0,0.00809922,0,0.0164725,0.00523774,0.0349256,0.03566,0.0242476,0.0102124,0,0,0.02027,0.00953183,0.00803895,0.0151791,0.0145218,0.0373542,0.00647475,0.0144142,0.0153766,0.00892397,0,0.0686852,0,0.00699484,0.00496129,0.00466822,0.0234444,0.0290601,0.0237586,0.00398482,0.00682513,0,0,0.0511488,0,0.0301953,0.034514,0.0408443,0.0409345,0.0336707,0.00811734,0.0118424,0.0149385,0.0144507,0.0120677,0.0162496,0.0139305,0.016332,0.0162636,0.0245179,0.038591,0.0183089,0.0230051,0.0361071,0.0155432,0.00946909,0,0,0,0,0.015072
32,0.0179736,0.0156981,0,0,0,0.0687214,0.020639,0.0415711,0.0129805,0,0,0,0,0.00779717,0,0.0163846,0.00504951,0.0349092,0.0360397,0.0244252,0.0101306,0,0,0.020492,0.00900027,0.00793473,0.0150981,0.0142984,0.0373793,0.00648538,0.0142635,0.0152757,0.00893201,0,0.0682141,0,0.00660135,0.00491231,0.0046169,0.0242923,0.02907,0.0247341,0.00437454,0.0070848,0,0,0.0510619,0,0.0302223,0.0345134,0.0409333,0.042614,0.0342333,0.00671209,0.0119629,0.0148063,0.0143523,0.0120462,0.016369,0.013948,0.0154577,0.0178969,0.024579,0.0403203,0.0182836,0.0229101,0.035942,0.0152374,0.00950266,0,0,0,0,0.0141915
33,0.0181721,0.0154625,0,0,0,0.0683182,0.0205649,0.0411983,0.0136004,0,0,0,0,0.00738676,0,0.016267,0.00490039,0.0348697,0.0362012,0.0246251,0.0100492,0,0,0.0205826,0.00841424,0.00787148,0.0149813,0.0140304,0.0371945,0.00649569,0.013937,0.0151815,0.00899038,0,0.0684242,0,0.00619833,0.0048673,0.00452414,0.0248964,0.0291066,0.0257171,0.00476141,0.00737357,0,0,0.0513979,0,0.0302864,0.0345424,0.0409036,0.0436815,0.0347926,0.0053753,0.0121257,0.0146755,0.0146109,0.0118606,0.016375,0.0144016,0.0150463,0.0198161,0.0244638,0.0414581,0.0182975,0.0228021,0.0352898,0.0149044,0.00954932,0,0,0,0,0.0132399
34,0.0183112,0.015282,0,0,0,0.0679136,0.0204092,0.040974,0.0138922,0,0,0,0,0.00715496,0,0.0163107,0.00475193,0.0348455,0.0363708,0.0248266,0.00999969,0,0,0.0207142,0.00781572,0.00779334,0.0148312,0.0137589,0.0369908,0.00647628,0.0137624,0.0152037,0.00901372,0,0.0683083,0,0.00577497,0.00484598,0.00446783,0.0251973,0.0291251,0.0263549,0.00518047,0.0076359,0,0,0.0516385,0,0.03032,0.0345784,0.0407657,0.0443784,0.035312,0.00459128,0.0123464,0.0145387,0.0151397,0.0117881,0.0165115,0.0151284,0.0145773,0.0219485,0.0240842,0.0418423,0.0183902,0.022728,0.0348801,0.0146476,0.00965728,0,0,0,0,0.0121994
35,0.0183834,0.0150817,0,0,0,0.0675715,0.0203361,0.0407785,0.0141046,0,0,0,0,0.00713418,0,0.0163689,0.00462903,0.0348414,0.0366926,0.0250149,0.00994957,0,0,0.0207175,0.00724794,0.00765605,0.0146979,0.0135739,0.0368099,0.00640469,0.0137064,0.0151155,0.00901968,0,0.0679674,0,0.00544041,0.00481877,0.00444601,0.0254029,0.0291404,0.0271323,0.00563075,0.00783794,0,0,0.0517575,0,0.0303305,0.0346355,0.0406063,0.0441027,0.0357424,0.00463232,0.0125124,0.0144084,0.0157488,0.0118434,0.0168796,0.0158003,0.0139259,0.0241189,0.0235299,0.0417502,0.0185087,0.0226752,0.0347742,0.0143453,0.00971329,0,0,0,0,0.0113872
36,0.0184299,0.0148031,0,0,0,0.0672592,0.0203109,0.0405215,0.0142519,0,0,0,0,0.00705096,0,0.016408,0.00448166,0.0350557,0.0372289,0.0251542,0.00980415,0,0,0.0203549,0.00680636,0.0074073,0.0144002,0.0133213,0.0365793,0.00618759,0.0134428,0.0150111,0.00911808,0,0.0675401,0,0.00518021,0.0047619,0.00443074,0.0269678,0.0291661,0.0337865,0.00632995,0.00799388,0,0,0.0519435,0,0.0303377,0.0347053,0.0406065,0,0.0360966,0.00409367,0.0127663,0.0142707,0.0163526,0.0106469,0.0170804,0.0163423,0.0164672,0.0256454,0.0268785,0.0445358,0.0186788,0.0225597,0.0347855,0.0139181,0.00963741,0,0,0,0,0.0138497
37,0.0183986,0.0145268,0,0,0,0.067103,0.0201982,0.0401635,0.0145749,0,0,0,0,0.00685802,0,0.0164087,0.0043092,0.0351598,0.0376983,0.0254185,0.00972031,0,0,0.0201692,0.00641826,0.00740743,0.0142097,0.0132825,0.0365912,0.00614466,0.0133098,0.0150141,0.00912491,0,0.0675122,0,0.00499143,0.00473584,0.00441456,0.027551,0.0291739,0.0343428,0.00661106,0.0082092,0,0,0.0521394,0,0.0303566,0.0347919,0.0405008,0,0.0364556,0.00492628,0.0126314,0.0141606,0.0169061,0.0109311,0.0171533,0.0169256,0.016571,0.0278402,0.0263508,0.0435929,0.0188556,0.0223794,0.0347074,0.0135744,0.00961404,0,0,0,0,0.0139238
38,0.0183852,0.0143874,0,0,0,0.0668861,0.0201395,0.0403406,0.0150223,0,0,0,0,0.00681639,0,0.0163856,0.00411707,0.0351516,0.0380241,0.0257538,0.00958036,0,0,0.0203241,0.00613785,0.00764521,0.0141357,0.01324,0.0368544,0.00629158,0.0133095,0.0150372,0.00906266,0,0.0678136,0,0.00487069,0.00470058,0.00438243,0.0249559,0.0291242,0.0286959,0.00659193,0.00838434,0,0,0.0521605,0,0.0303228,0.0347794,0.0403204,0.0411365,0.0368215,0.00766832,0.0123307,0.0140549,0.0174302,0.0123165,0.017502,0.0174642,0.014728,0.0305906,0.0226172,0.0371566,0.0189885,0.022291,0.0345531,0.0134532,0.00965514,0,0,0,0,0.0125829
39,0.0184117,0.01427,0,0,0,0.0666983,0.0201691,0.0405822,0.0152466,0,0,0,0,0.00679215,0,0.0163195,0.00389124,0.0353005,0.0381969,0.0259137,0.00933378,0,0,0.0203458,0.00597033,0.00771398,0.0139843,0.0131091,0.0369639,0.00634325,0.0131155,0.0150207,0.00900212,0,0.0677944,0,0.00474361,0.00463651,0.00433532,0.0236047,0.0292022,0.0280883,0.00685086,0.00840592,0,0,0.0523508,0,0.0304145,0.0349785,0.0401998,0.0394218,0.0370039,0.00937091,0.012297,0.0140285,0.0179688,0.012411,0.0179854,0.0180326,0.0162453,0.0326004,0.022907,0.0342752,0.0191365,0.0222681,0.0347632,0.0133179,0.00958997,0,0,0,0,0.0140983
40,0.018448,0.0140786,0,0,0,0.0665145,0.020171,0.0401429,0.0154348,0,0,0,0,0.00670338,0,0.0162258,0.00366171,0.0355406,0.038651,0.0259707,0.00909429,0,0,0.0203324,0.00580315,0.00772961,0.0137194,0.0130516,0.0371195,0.00652001,0.0130792,0.0150729,0.00889822,0,0.0675487,0,0.0046621,0.00457307,0.0042954,0.0221768,0.0292519,0.0279628,0.00704329,0.00839182,0,0,0.052567,0,0.0304605,0.0351712,0.040112,0.0377514,0.0370686,0.0103952,0.0121876,0.0140297,0.0185371,0.012588,0.0183031,0.0185388,0.0179321,0.0344567,0.0235469,0.0315594,0.0192185,0.0222875,0.0348659,0.0130562,0.00950081,0,0,0,0,0.0158007
41,0.0184537,0.0138587,0,0,0,0.0663908,0.0201685,0.0398009,0.0153377,0,0,0,0,0.00701967,0,0.0163274,0.00353924,0.0360267,0.0390661,0.0257322,0.00889026,0,0,0.0201388,0.00573036,0.00768514,0.0134719,0.0129505,0.037164,0.00668807,0.0132407,0.0150984,0.00879226,0,0.0672699,0,0.00472089,0.00453659,0.00429101,0.0218713,0.0292442,0.0306599,0.0071617,0.00826635,0,0,0.0527217,0,0.0304505,0.0352173,0.0397619,0.0395054,0.036846,0.0104023,0.0119555,0.0140575,0.019268,0.0134154,0.0187168,0.019118,0.0203435,0.0365728,0.0256672,0.0295012,0.0192715,0.0222457,0.0345915,0.0126139,0.00918246,0,0,0,0,0.0186289
42,0.0184936,0.0136106,0,0,0,0.0661964,0.0201339,0.0394061,0.0153473,0,0,0,0,0.0072348,0,0.0163382,0.00346365,0.036456,0.0392039,0.0255342,0.008735,0,0,0.0201346,0.00560968,0.0076851,0.0132939,0.0127861,0.0371435,0.00672397,0.0134688,0.0150886,0.00863212,0,0.0670335,0,0.00474448,0.00450454,0.00428016,0.0206994,0.0292455,0.0319364,0.00737092,0.00824284,0,0,0.0528138,0,0.0304888,0.0352166,0.0396897,0.0413114,0.0369849,0.0126582,0.0119378,0.0139944,0.0199901,0.0130998,0.0192902,0.0200405,0.022811,0.0381672,0.0282445,0.0278903,0.0193695,0.0221468,0.0341709,0.0122882,0.00909964,0,0,0,0,0.021059
43,0.0185325,0.0133973,0,0,0,0.0658707,0.020073,0.0388105,0.0154817,0,0,0,0,0.00733609,0,0.0162362,0.00344498,0.0366431,0.039211,0.0254552,0.00855035,0,0,0.0203282,0.00547744,0.0076815,0.0131311,0.0124967,0.0370644,0.00680896,0.013601,0.0150537,0.00842752,0,0.0667019,0,0.00475515,0.00447083,0.00425501,0.0194015,0.0292627,0.0321792,0.00737794,0.00824998,0,0,0.0528881,0,0.0305245,0.035269,0.0396641,0.0427421,0.0371201,0.0143788,0.0120297,0.0139196,0.0204181,0.0121194,0.0196969,0.0205069,0.0236772,0.0387479,0.0291411,0.0265721,0.0194991,0.022014,0.0342522,0.0121564,0.00920041,0,0,0,0,0.0219173
44,0.018492,0.0132348,0,0,0,0.0649084,0.019958,0.0382894,0.015603,0,0,0,0,0.00758274,0,0.0162319,0.0035048,0.0367042,0.0389457,0.0252887,0.0083148,0,0,0.0206048,0.00537843,0.00760101,0.0128838,0.0120937,0.0368658,0.00695647,0.0138297,0.0149726,0.00820818,0,0.0662692,0,0.00487436,0.00450048,0.00426897,0.0190246,0.0292688,0.0328797,0.00734861,0.00822109,0,0,0.0530242,0,0.030554,0.0353845,0.0392192,0.0454695,0.0371485,0.0150596,0.0121392,0.0138764,0.0206916,0.0113628,0.0198872,0.0206665,0.024233,0.0389582,0.0301108,0.0260791,0.0197215,0.0220194,0.0342333,0.0121218,0.00934903,0,0,0,0,0.0223099
45,0.0184988,0.0133221,0,0,0,0.0640292,0.0199622,0.0370127,0.0158126,0,0,0,0,0.00790923,0,0.0162045,0.00348554,0.0366132,0.0387078,0.0252399,0.00828621,0,0,0.0212455,0.00543517,0.0075269,0.0127736,0.011748,0.0366449,0.00716724,0.0139574,0.0149417,0.00788732,0,0.0658906,0,0.00496681,0.00445485,0.00429451,0.0189706,0.0292879,0.0331253,0.00731637,0.00819938,0,0,0.0530192,0,0.0305796,0.0354802,0.0386425,0.0471468,0.037124,0.0151744,0.0122,0.0138407,0.02073,0.0111331,0.0196705,0.0205026,0.0246449,0.0389403,0.0311477,0.0260015,0.0199341,0.022023,0.0340871,0.0123255,0.00958663,0,0,0,0,0.0223246
46,0.0185039,0.0135268,0,0,0,0.0631384,0.0200305,0.0358393,0.0160506,0,0,0,0,0.00796456,0,0.0161421,0.00331245,0.0363334,0.0382619,0.0252716,0.00841648,0,0,0.0220616,0.00552247,0.00750374,0.0127958,0.0114078,0.0364663,0.00742676,0.0141892,0.0149072,0.007517,0,0.0654195,0,0.00480056,0.00439428,0.0043048,0.0222871,0.029303,0.0345064,0.00751366,0.00818196,0,0,0.0528009,0,0.0306032,0.0355053,0.0384552,0.0478109,0.0370746,0.011767,0.0123348,0.0137709,0.0204369,0.0117601,0.0196319,0.0196745,0.0230481,0.0386819,0.0299047,0.0293414,0.020123,0.0219202,0.0343024,0.0126712,0.00993187,0,0,0,0,0.021364
47,0.0184334,0.0135914,0,0,0,0.0617702,0.0199489,0.0350228,0.0162184,0,0,0,0,0.0080943,0,0.0161907,0.00322306,0.0360169,0.0374895,0.0252698,0.00856815,0,0,0.0225786,0.00560918,0.00751873,0.0128045,0.011036,0.0363438,0.00769373,0.0143706,0.0148054,0.00720003,0,0.0645046,0,0.00474049,0.00435881,0.00432226,0.0268385,0.0293269,0.036398,0.00769871,0.00821348,0,0,0.0525928,0,0.0306394,0.0354704,0.0387156,0.0479222,0.0369273,0.00730074,0.012233,0.0136186,0.0198115,0.0128395,0.0196226,0.0185272,0.0209729,0.0379091,0.0278148,0.0341595,0.0202973,0.0217785,0.0348267,0.0128469,0.0102286,0,0,0,0,0.0197666
48,0.0183773,0.0136277,0,0,0,0.0602202,0.01989,0.0345153,0.0163119,0,0,0,0,0.00821037,0,0.0162346,0.00314833,0.0357918,0.0368561,0.0251904,0.00880413,0,0,0.0229595,0.00577099,0.00763809,0.012829,0.0107031,0.0362577,0.00806354,0.0145161,0.0148014,0.00694242,0,0.0634512,0,0.00471195,0.00433399,0.00434171,0.0309342,0.0293201,0.0380344,0.00781481,0.00823846,0,0,0.0523918,0,0.0306805,0.0354017,0.0391937,0.0481149,0.036758,0.00407963,0.011999,0.0134675,0.0190089,0.0139446,0.0195208,0.0173262,0.0190925,0.0366115,0.0256389,0.0389058,0.0204412,0.0217191,0.0344878,0.0129949,0.0104519,0,0,0,0,0.0178445
49,0.0183986,0.0136333,0,0,0,0.0584,0.0198614,0.0333672,0.0162929,0,0,0,0,0.00822978,0,0.0162382,0.00308065,0.0356541,0.0363405,0.0250987,0.00906733,0,0,0.0233111,0.00594386,0.00782588,0.0127504,0.0103679,0.0362694,0.00854186,0.0145491,0.0148584,0.00673352,0,0.0620896,0,0.00467331,0.00433145,0.00433557,0.0340242,0.0293108,0.0395543,0.00785283,0.00827266,0,0,0.0522403,0,0.0307031,0.0353608,0.0397163,0.0488435,0.0366613,0.003775,0.0118312,0.0133215,0.0182104,0.014813,0.0187739,0.0162459,0.0177432,0.0353497,0.0237979,0.0428743,0.0205631,0.0217509,0.0340509,0.0131474,0.0105796,0,0,0,0,0.0162342
50,0.0184787,0.0136324,0,0,0,0.0562584,0.0198335,0.032794,0.0162152,0,0,0,0,0.00819421,0,0.0161911,0.00303249,0.0355476,0.0356902,0.0250223,0.00946562,0,0,0.0237136,0.00609584,0.00805979,0.0126803,0.0100851,0.0364063,0.0088976,0.0144407,0.0148729,0.00655479,0,0.0603458,0,0.00460178,0.00431971,0.00430417,0.0366508,0.0293327,0.0419532,0.00781302,0.00833562,0,0,0.0521606,0,0.0307252,0.0354051,0.0400164,0.0505996,0.036612,0.00549639,0.0117175,0.0132005,0.0174582,0.0154454,0.017989,0.015303,0.016928,0.0346516,0.0225498,0.0466658,0.0206426,0.0217473,0.0343754,0.0133089,0.0106728,0,0,0,0,0.0152008
51,0.0185971,0.0137006,0,0,0,0.0537439,0.019802,0.031921,0.016192,0,0,0,0,0.00812081,0,0.0161598,0.00299764,0.0353959,0.0349533,0.0249837,0.00985839,0,0,0.0242261,0.0061986,0.00833307,0.0125924,0.00984558,0.036569,0.00934259,0.0143429,0.0148929,0.00639546,0,0.058174,0,0.00452308,0.00429786,0.00434374,0.0369979,0.0293228,0.0436603,0.00783726,0.0084254,0,0,0.0521213,0,0.0307145,0.0354483,0.0398495,0.0523049,0.0366368,0.00830626,0.0117937,0.013055,0.0168013,0.0156964,0.0183089,0.0146155,0.016953,0.034473,0.0225858,0.0488297,0.0207413,0.0216952,0.0347121,0.0135363,0.0108235,0,0,0,0,0.0149805
52,0.0185822,0.0139489,0,0,0,0.0507348,0.0197831,0.0303722,0.0162279,0,0,0,0,0.00803335,0,0.0161689,0.00296532,0.0351708,0.0342618,0.0249133,0.0102051,0,0,0.0249055,0.00632282,0.00866135,0.0123907,0.00976672,0.0366221,0.00978034,0.0142346,0.0149029,0.00625346,0,0.0555724,0,0.00441589,0.004269,0.00444115,0.034898,0.0292686,0.0429997,0.00754242,0.0085247,0,0,0.0518356,0,0.0306824,0.0353562,0.0392485,0.0527306,0.0366647,0.0104544,0.0122068,0.0128966,0.0162639,0.0155128,0.0191835,0.0144033,0.0171863,0.0342978,0.0234377,0.0486806,0.020827,0.0216824,0.0346516,0.0139287,0.0110314,0,0,0,0,0.015258
53,0.0183493,0.0143121,0,0,0,0.0472116,0.0197701,0.0285195,0.0162143,0,0,0,0,0.00795537,0,0.0161914,0.00293097,0.0348686,0.0337016,0.024795,0.0105105,0,0,0.0256747,0.00647743,0.00902186,0.012197,0.00987856,0.0365861,0.0100636,0.0139701,0.0149311,0.00616812,0,0.0525457,0,0.00428967,0.004263,0.00444764,0.0318468,0.0292798,0.0404302,0.00740156,0.0086392,0,0,0.0515081,0,0.030724,0.0352689,0.0383079,0.0521928,0.0366543,0.0101397,0.0127897,0.012844,0.0158966,0.0150461,0.0196975,0.0147451,0.0173134,0.0340256,0.024225,0.0466042,0.0209257,0.0217415,0.0345175,0.0144034,0.0112138,0,0,0,0,0.0157837
54,0.017999,0.0145577,0,0,0,0.0431341,0.019724,0.0273356,0.0161386,0,0,0,0,0.00775497,0,0.0161975,0.00292035,0.034533,0.0328952,0.0247041,0.0107645,0,0,0.0261766,0.00665342,0.00930544,0.0118414,0.00992011,0.0365029,0.0102633,0.0134245,0.014919,0.00624818,0,0.0488159,0,0.00417386,0.0042875,0.00436593,0.0294095,0.0293522,0.0378224,0.00752918,0.00866843,0,0,0.0513298,0,0.030828,0.0352354,0.0371824,0.0510585,0.0366883,0.00760078,0.0131724,0.0128227,0.0157662,0.0145045,0.020114,0.0153562,0.0171949,0.0338745,0.0240597,0.0445727,0.0210068,0.0217994,0.0345367,0.0147307,0.0113078,0,0,0,0,0.0161859
55,0.0177176,0.0145313,0,0,0,0.0383174,0.0196211,0.0264896,0.0158519,0,0,0,0,0.00738477,0,0.0161973,0.0029057,0.0341701,0.0316634,0.0247142,0.0105773,0,0,0.0262365,0.00683547,0.00941977,0.0110212,0.00968018,0.0364128,0.0104376,0.0126491,0.014854,0.00659808,0,0.0441939,0,0.00399436,0.00432307,0.0042812,0.0275099,0.0294022,0.0359577,0.00778936,0.00863485,0,0,0.0512067,0,0.0309012,0.0351775,0.0359315,0.0495195,0.036917,0.005156,0.0131273,0.0127053,0.0159705,0.0141776,0.0204069,0.0159789,0.0164116,0.0338639,0.0226113,0.0431069,0.0208736,0.0218014,0.0345037,0.0147962,0.0112869,0,0,0,0,0.0161417
56,0.017652,0.0145198,0,0,0,0.0331239,0.0195139,0.0254806,0.0156498,0,0,0,0,0.00712105,0,0.0163011,0.0029732,0.0337321,0.0300455,0.0247135,0.0103564,0,0,0.0262087,0.00706857,0.00946111,0.0100273,0.00973205,0.0363529,0.0106616,0.011984,0.0148805,0.00723992,0,0.0387823,0,0.00389838,0.00436321,0.00425194,0.0260888,0.0294756,0.0343669,0.00839194,0.00867938,0,0,0.0509814,0,0.0310133,0.035161,0.0349105,0.047982,0.0372662,0.00427836,0.0133388,0.0126171,0.0162744,0.0142546,0.0203413,0.0164668,0.0149647,0.0335702,0.0205479,0.0423604,0.0205617,0.0217916,0.0343229,0.0149925,0.0113268,0,0,0,0,0.0155497
57,0.0177411,0.0146512,0,0,0,0.0283199,0.01928,0.024855,0.0153558,0,0,0,0,0.0070359,0,0.016505,0.00306616,0.0332939,0.0283667,0.0245275,0.0101486,0,0,0.0261904,0.00736909,0.00953986,0.00933863,0.0102256,0.0364062,0.0108622,0.0118819,0.0150285,0.00806998,0,0.033186,0,0.00389587,0.00441363,0.00423841,0.0255148,0.0295187,0.0331734,0.00899269,0.00870792,0,0,0.0507824,0,0.0310981,0.0350756,0.0343396,0.046893,0.037522,0.00434544,0.0138096,0.012581,0.0163081,0.0146786,0.0199912,0.0166768,0.013357,0.0327229,0.0186588,0.0425389,0.0202378,0.0218072,0.0341951,0.01535,0.0113689,0,0,0,0,0.0146668
58,0.017786,0.0148497,0,0,0,0.0242464,0.0192207,0.0244512,0.0148856,0,0,0,0,0.00682865,0,0.0165311,0.00311779,0.0329891,0.0268611,0.0242079,0.0101997,0,0,0.0261634,0.00767935,0.00956033,0.00861144,0.0109941,0.0365911,0.010922,0.0124597,0.0151759,0.00898049,0,0.0275645,0,0.00387649,0.00445107,0.00423315,0.02531,0.029498,0.0324445,0.00924076,0.00860463,0,0,0.0506294,0,0.0310852,0.0349983,0.0342283,0.045996,0.0376764,0.00481675,0.0142392,0.0126796,0.0159753,0.0150825,0.019349,0.0165313,0.0120404,0.0314062,0.0171313,0.042794,0.0199864,0.0218102,0.0344465,0.0156714,0.0113717,0,0,0,0,0.0138658
59,0.0175891,0.0151141,0,0,0,0.0213664,0.019281,0.0248329,0.0141776,0,0,0,0,0.00667358,0,0.0165373,0.00325312,0.0328669,0.0260373,0.0237774,0.0100685,0,0,0.0261956,0.00805164,0.00990683,0.00851457,0.0119802,0.036881,0.0106565,0.0130874,0.0151113,0.00963172,0,0.0228692,0,0.00398898,0.0045094,0.00418284,0.024595,0.0294778,0.0315719,0.00924372,0.00845907,0,0,0.0505774,0,0.0310786,0.0350069,0.0344042,0.0444851,0.037791,0.00565018,0.0145065,0.01291,0.015398,0.0151975,0.0186386,0.0161639,0.010417,0.0302744,0.0159582,0.0421843,0.0198235,0.0217812,0.0347802,0.0158074,0.0113912,0,0,0,0,0.0132949
60,0.017198,0.0153983,0,0,0,0.019368,0.0194441,0.0253806,0.0129978,0,0,0,0,0.00662889,0,0.0166415,0.00350876,0.0328177,0.0258835,0.0231887,0.00941026,0,0,0.0261506,0.00852906,0.0107469,0.00924722,0.0132039,0.0372165,0.00991232,0.0130196,0.0148987,0.00979426,0,0.019023,0,0.0042782,0.00458343,0.00417477,0.0235709,0.0294469,0.0303043,0.00902157,0.00834761,0,0,0.0501457,0,0.0310776,0.0348754,0.0346785,0.0423615,0.0378838,0.00595118,0.0145282,0.0132044,0.0147632,0.0148947,0.0180193,0.0156307,0.00909098,0.0295887,0.0149658,0.0411531,0.0196432,0.0217864,0.0346395,0.0158537,0.0113362,0,0,0,0,0.012917
61,0.0168304,0.0157653,0,0,0,0.0175821,0.019713,0.0255021,0.0115355,0,0,0,0,0.00673238,0,0.0168272,0.00380812,0.0327528,0.0256241,0.0225176,0.00926839,0,0,0.0260334,0.00913757,0.011495,0.0102939,0.0145759,0.0376418,0.00911388,0.0125946,0.0147031,0.00964459,0,0.0143031,0,0.0046851,0.00463721,0.00426496,0.0226848,0.0293965,0.0290578,0.00866337,0.00831846,0,0,0.0496731,0,0.0310851,0.0347708,0.0348488,0.0400322,0.0379264,0.00552691,0.0143815,0.0136727,0.0143028,0.0141405,0.0178829,0.0152111,0.00832698,0.0292321,0.0142244,0.0399202,0.0195721,0.0216383,0.0344543,0.0163814,0.0111697,0,0,0,0,0.0126919
62,0.0165825,0.0162256,0,0,0,0.0157067,0.019806,0.0256424,0.00989195,0,0,0,0,0.00705546,0,0.0167641,0.00404096,0.0326932,0.0260407,0.0216486,0.010801,0,0,0.0258557,0.00970623,0.0129732,0.0122613,0.0164895,0.038191,0.00851755,0.0117989,0.0145389,0.00925221,0,0.0101539,0,0.00502804,0.00467677,0.00424334,0.0219332,0.029285,0.0281736,0.00824271,0.00835958,0,0,0.0492413,0,0.031045,0.034772,0.0349471,0.0378815,0.0379961,0.00478638,0.0142092,0.0143876,0.014051,0.0131727,0.0177368,0.0150736,0.00836825,0.0290524,0.0140038,0.0385686,0.0196945,0.0214189,0.0343539,0.0166707,0.0109839,0,0,0,0,0.0127515
63,0.0165841,0.0168675,0,0,0,0.0140035,0.0200434,0.0260586,0.00810864,0,0,0,0,0.00769646,0,0.0167461,0.0043917,0.032932,0.0287407,0.0203377,0.0162194,0,0,0.0256699,0.0103296,0.0163358,0.0169487,0.0199433,0.0390343,0.0094861,0.0114454,0.0146293,0.00877561,0,0.00859021,0,0.00547398,0.00477473,0.00432513,0.0216333,0.0291721,0.0279519,0.00773727,0.00858386,0,0,0.0488386,0,0.0310281,0.0348961,0.034962,0.0362694,0.0382003,0.00443547,0.0140653,0.0154862,0.0139419,0.0123507,0.0172897,0.0151948,0.00940192,0.0290654,0.014391,0.037465,0.0201642,0.0211088,0.0342118,0.0171802,0.0107838,0,0,0,0,0.013104
64,0.0167511,0.0172459,0,0,0,0.0143555,0.0203238,0.026008,0.00731571,0,0,0,0,0.00814142,0,0.0168578,0.00466025,0.0327753,0.0288766,0.0197277,0.0176165,0,0,0.0249909,0.0109097,0.017338,0.0179652,0.0211002,0.0399606,0.00960116,0.0115005,0.0144643,0.00957213,0,0.00480804,0,0.00582929,0.00500974,0.00440938,0.0217946,0.0290935,0.028109,0.00750261,0.00882786,0,0,0.0485827,0,0.0310267,0.0349108,0.0350268,0.0350688,0.0384325,0.00437448,0.0139344,0.0161478,0.0141275,0.0118826,0.0169495,0.0157132,0.0110003,0.0290652,0.0151122,0.0366808,0.0203135,0.0208905,0.0339974,0.0175103,0.0106541,0,0,0,0,0.0133771
65,0.0169774,0.0175482,0,0,0,0.0177556,0.0206918,0.0262926,0.00663163,0,0,0,0,0.00836793,0,0.0167996,0.00473998,0.0327134,0.0296704,0.0191936,0.0184083,0,0,0.02408,0.0114433,0.0181461,0.0186371,0.021757,0.0407756,0.00916535,0.011185,0.0139343,0.0107961,0,0.00972239,0,0.00603057,0.00531926,0.00444893,0.0222161,0.0289723,0.0282811,0.0075949,0.00900676,0,0,0.0483328,0,0.0309424,0.0349185,0.0350051,0.0338896,0.0387035,0.00436231,0.0138326,0.016636,0.0142203,0.0118389,0.0167448,0.0160543,0.0118005,0.0291935,0.0155006,0.036327,0.0203615,0.0207225,0.0339342,0.0177257,0.0105815,0,0,0,0,0.0133203
