Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LWRA,LBR
30,0.00440103,0.00357734,0,0,0,0.0252588,0.0176226,0.0199861,0.00340019,0,0,0,0.00302533,0,0.0200971,0.00164085,0.0393091,0.0259266,0.0215159,0.0295529,0,0,0.0053805,0.0028994,0.01722,0.0232188,0.0144154,0.031621,0.0238518,0.0254149,0.0198533,0.0214638,0,0.0349206,0,0.00330841,0.00112853,0.0123685,0.014171,0.00907711,0.0114093,0.00438565,0,0,0.0106758,0,0.0136615,0.00819623,0.0395199,0.0214908,0.0255078,0.0161614,0.0102874,0.00708508,0.00551956,0.0208786,0.00459376,0.00860853,0.0148969,0.0299987,0.0100681,0.0172531,0.0170627,0.00268121,0.00966631,0.0106867,0.00396831,0.0017424,0,0,0,0,0.00415144,0
31,0.00436361,0.00334771,0,0,0,0.0331748,0.0176542,0.0264317,0.00319496,0,0,0,0.00327461,0,0.0201167,0.00179183,0.0395377,0.0335357,0.0217151,0.0299981,0,0,0.00557301,0.0031977,0.0166837,0.0225621,0.0135639,0.0317179,0.0264831,0.0273996,0.0233789,0.020642,0,0.0424595,0,0.00318242,0.00103139,0.0115974,0.0143127,0.00918095,0.0114583,0.00453772,0,0,0.0103577,0,0.0136859,0.00809242,0.0395774,0.021901,0.0253139,0.0154097,0.0103232,0.00713513,0.00553656,0.02099,0.00443118,0.00845214,0.0145838,0.0298608,0.00991313,0.0170737,0.017076,0.00254108,0.00953842,0.0106021,0.0038396,0.00163052,0,0,0,0,0.00410358,0
32,0.00464016,0.00372816,0,0,0,0.036444,0.0176246,0.0290865,0.0027481,0,0,0,0.00271168,0,0.0201875,0.00108745,0.0395078,0.03805,0.0217899,0.0311179,0,0,0.00584421,0.00188917,0.0163127,0.0223166,0.013617,0.0317868,0.028229,0.0288407,0.0251572,0.0206095,0,0.0473841,0,0.0035392,0.000878868,0.0115555,0.0140377,0.00990263,0.0115951,0.00354235,0,0,0.011792,0,0.0137461,0.00838093,0.0396183,0.0224898,0.025215,0.0156126,0.0104779,0.00680481,0.00559457,0.0210893,0.00487699,0.00848835,0.014111,0.0295813,0.00979715,0.0167439,0.0171633,0.00262817,0.00915254,0.0106547,0.00388537,0.00129595,0,0,0,0,0.00420191,0
33,0.00437001,0.00348604,0,0,0,0.0352437,0.0175947,0.0282154,0.00298877,0,0,0,0.00266345,0,0.020091,0.00103121,0.0393292,0.0385206,0.0218556,0.0323972,0,0,0.00598685,0.00203811,0.0163279,0.0223961,0.0141158,0.0316359,0.0287972,0.0296195,0.0251663,0.0208362,0,0.0486529,0,0.00350535,0.000900084,0.0109394,0.0140879,0.0100904,0.0117166,0.00343361,0,0,0.0117997,0,0.013759,0.0083741,0.0395971,0.023366,0.025007,0.0149446,0.0107832,0.00684496,0.00561847,0.0211793,0.00486238,0.00841423,0.013863,0.0292534,0.00981631,0.0167765,0.0170939,0.00259512,0.00904117,0.0106512,0.00382408,0.00164025,0,0,0,0,0.00412129,0
34,0.00402061,0.00339164,0,0,0,0.0325959,0.017556,0.0251592,0.00370962,0,0,0,0.00268896,0,0.0200476,0.000999005,0.039095,0.0354062,0.0219999,0.0337862,0,0,0.00595226,0.0021684,0.0166996,0.022942,0.0151144,0.031197,0.0285652,0.0296117,0.0238979,0.0212112,0,0.047191,0,0.00353827,0.00104603,0.010019,0.0141339,0.0103835,0.0118036,0.0032519,0,0,0.0119676,0,0.0137594,0.00841132,0.0395105,0.0243886,0.024736,0.0139889,0.0111576,0.00692793,0.00564039,0.0212415,0.00471398,0.00833525,0.0137755,0.028808,0.00988465,0.0169878,0.0172299,0.002596,0.00899152,0.0107539,0.00386694,0.00201639,0,0,0,0,0.00406003,0
35,0.00362607,0.00287866,0,0,0,0.0283496,0.0176014,0.0203934,0.00433947,0,0,0,0.00952107,0,0.0197949,0.00584519,0.0385914,0.0289073,0.0226155,0.0351447,0,0,0.00579532,0.00505981,0.017004,0.0241066,0.0165798,0.0301904,0.027425,0.02864,0.0212427,0.0218986,0,0.0410941,0,0.00396552,0.00190136,0.00816954,0.0156739,0.0115572,0.0108299,0.00555847,0,0,0.00605985,0,0.013551,0.00674921,0.0393926,0.0277429,0.0237624,0.00847493,0.0105606,0.00540858,0.00506408,0.0218225,0.0040201,0.00692153,0.01539,0.0283903,0.0107069,0.0195037,0.0157146,0.00114115,0.00825898,0.0098746,0.00398425,0.00266927,0,0,0,0,0.00314029,0
36,0.00350452,0.00317551,0,0,0,0.024833,0.0172519,0.0155327,0.00407254,0,0,0,0.00270357,0,0.0202054,0.000679815,0.0382088,0.0231705,0.0228059,0.0359974,0,0,0.00518862,0.00285829,0.0171635,0.024883,0.0184123,0.0294551,0.0256513,0.026814,0.0181712,0.0228455,0,0.0355979,0,0.0042025,0.000664562,0.00553765,0.0140712,0.0130308,0.0112926,0.00315254,0,0,0.0127365,0,0.0137521,0.00845999,0.0394015,0.0289015,0.0234476,0.00848566,0.011863,0.00767915,0.00536584,0.0217591,0.00435955,0.00722381,0.0156008,0.0274203,0.0109494,0.02018,0.0159386,0.00264661,0.0087313,0.0107167,0.00398401,0.00243936,0,0,0,0,0.00392269,0
37,0.00349244,0.00304937,0,0,0,0.0162123,0.0173723,0.00579864,0.00392271,0,0,0,0.00281715,0,0.0202368,0.000781395,0.038193,0.0141823,0.0226893,0.0327649,0,0,0.00478403,0.0028442,0.0166736,0.0236349,0.0182479,0.0288083,0.0199087,0.0202724,0.0119401,0.0253587,0,0.0221536,0,0.0039608,0.000674747,0.00477266,0.0140198,0.0144004,0.0110493,0.00321919,0,0,0.0127302,0,0.0138288,0.00838734,0.0391901,0.0301964,0.0232068,0.00818661,0.0119749,0.00761409,0.0052431,0.0218847,0.00444289,0.00704834,0.0154227,0.026736,0.0111453,0.0204179,0.0152171,0.00259214,0.00852472,0.0106052,0.0038761,0.002639,0,0,0,0,0.00389336,0
38,0.00474287,0.00370069,0,0,0,0.029578,0.0177355,0.0135664,0.00473815,0,0,0,0.00295556,0,0.0199199,0.00085739,0.0424744,0.0135167,0.020689,0.0203643,0,0,0.00547641,0.00222579,0.00305943,0.0174044,0.0143599,0.0308738,0.0160448,0.0158137,0.00782141,0.0287511,0,0.0314325,0,0.00434099,0.000736822,0.00480974,0.0141786,0.0164275,0.0111241,0.00346343,0,0,0.0132394,0,0.0136883,0.00823325,0.0392409,0.0326396,0.0224692,0.00794479,0.0139206,0.00841747,0.00547415,0.0222894,0.00494686,0.00736984,0.0160941,0.0257417,0.0119157,0.0217683,0.0157202,0.00270359,0.00879941,0.0105763,0.00520228,0.00378199,0,0,0,0,0.00403346,0
39,0.00446942,0.00334888,0,0,0,0.0251236,0.0177352,0.0125763,0.00406107,0,0,0,0.00302303,0,0.0198038,0.000827006,0.0418529,0.0138309,0.0210124,0.0204839,0,0,0.00504848,0.00228724,0.00245036,0.0165397,0.0142331,0.0303491,0.0153986,0.0149503,0.00704593,0.0280453,0,0.0269338,0,0.00410766,0.000809833,0.00451899,0.0141596,0.0181208,0.0107044,0.00352826,0,0,0.0127078,0,0.013699,0.00796667,0.0391425,0.0342834,0.0220566,0.00750459,0.0138466,0.00812277,0.00542373,0.0224625,0.00551724,0.00711157,0.0160651,0.0248958,0.0125266,0.0220279,0.014841,0.00252803,0.0083917,0.0103483,0.00480719,0.00353278,0,0,0,0,0.00421356,0
40,0.00382108,0.00286796,0,0,0,0.017844,0.0175794,0.00990542,0.00363628,0,0,0,0.00317734,0,0.0199069,0.000861327,0.0406757,0.0134062,0.0216308,0.0178369,0,0,0.00447504,0.00253994,0.00062389,0.013876,0.0140302,0.0304252,0.0128516,0.0124925,0.00694931,0.0272456,0,0.0193665,0,0.0038783,0.000844873,0.00508524,0.0141439,0.0197134,0.0101822,0.00364038,0,0,0.0120089,0,0.0137397,0.00764858,0.039021,0.0355632,0.0217111,0.00715209,0.0132546,0.00775618,0.00518555,0.0225767,0.00606395,0.00671928,0.0158217,0.0240456,0.0129863,0.022036,0.0135885,0.00232923,0.00788564,0.0100565,0.00417315,0.00308417,0,0,0,0,0.00438271,0
41,0.00316798,0.00250877,0,0,0,0.0134296,0.017393,0.00887048,0.00366056,0,0,0,0.0034921,0,0.0200328,0.00102106,0.0399394,0.0143443,0.0221278,0.0147408,0,0,0.00403224,0.00317899,0.00153581,0.0132059,0.0146789,0.0309266,0.0105653,0.0105943,0.00708489,0.0265314,0,0.0153814,0,0.00379741,0.000801625,0.00695553,0.0140207,0.0213929,0.00971322,0.0043135,0,0,0.012206,0,0.0138386,0.0076844,0.0389305,0.036274,0.0214774,0.00693561,0.0126733,0.00802957,0.00483905,0.0226593,0.00652065,0.0062068,0.0153877,0.0232272,0.0132466,0.0217359,0.0123906,0.00281343,0.00768638,0.00983278,0.00381083,0.00262797,0,0,0,0,0.00415702,0
42,0.00299847,0.00228799,0,0,0,0.0107719,0.018186,0.00853971,0.00385936,0,0,0,0.00360839,0,0.019794,0.00142641,0.0394117,0.0151636,0.0225265,0.0108081,0,0,0.00361773,0.00270698,0.00284881,0.0131624,0.0149026,0.0315322,0.00898358,0.00953656,0.00733291,0.0262024,0,0.0127875,0,0.00336193,0.00130602,0.0100362,0.0139297,0.0230118,0.00917234,0.0043106,0,0,0.0125309,0,0.0139343,0.00779264,0.0388655,0.0365225,0.021263,0.00693206,0.0117132,0.0079515,0.00448504,0.0228245,0.00690521,0.00556062,0.0149416,0.0224135,0.0133204,0.0211558,0.0111059,0.00321799,0.00750164,0.00949389,0.00350617,0.00278738,0,0,0,0,0.00445478,0
43,0.00297576,0.00213732,0,0,0,0.00884973,0.0184514,0.00847612,0.00414383,0,0,0,0.00381893,0,0.0197211,0.00153034,0.0389817,0.015791,0.0226503,0.00786007,0,0,0.00338296,0.00256069,0.00337346,0.0129137,0.0143912,0.0319013,0.00830463,0.00943303,0.00754793,0.0258543,0,0.0106598,0,0.00320114,0.0014527,0.0135676,0.013868,0.0242849,0.00855675,0.00428192,0,0,0.0129624,0,0.0139854,0.00786633,0.0387359,0.0362153,0.0210366,0.00709309,0.0106861,0.00786399,0.00424476,0.0230297,0.00721511,0.00490406,0.0144614,0.0215688,0.0131351,0.0204278,0.0104544,0.00359852,0.00712606,0.00927379,0.00329094,0.00303138,0,0,0,0,0.00466796,0
44,0.00277867,0.00178569,0,0,0,0.00764915,0.0178001,0.00836772,0.00458508,0,0,0,0.00426385,0,0.0200445,0.00141075,0.0384703,0.0159374,0.0226043,0.00666885,0,0,0.00325461,0.00428772,0.00328024,0.0124122,0.0133606,0.0317119,0.00818092,0.00972504,0.00759592,0.0256224,0,0.00867137,0,0.00359397,0.000741189,0.0171786,0.0142462,0.0253028,0.00776584,0.00557951,0,0,0.0104338,0,0.0140049,0.00670329,0.0384899,0.0354541,0.0207966,0.00726339,0.00966621,0.00724967,0.00406863,0.0232008,0.00725754,0.00444257,0.0141731,0.0205816,0,0.0196992,0.0108382,0.00320636,0.0066277,0.008659,0.00279527,0.00287527,0,0,0,0,0.00412207,0
45,0.00276274,0.00178554,0,0,0,0.00681496,0.0174496,0.00812881,0.00492239,0,0,0,0.00384696,0,0.020176,0.000912394,0.0378729,0.0158641,0.0225409,0.00643419,0,0,0.00292651,0.00470247,0.00290884,0.0120188,0.0122855,0.0310018,0.00790022,0.00975465,0.00748587,0.0253664,0,0.00764645,0,0.00447848,0.000700928,0.020869,0.0144246,0.0253365,0.00689218,0.00540823,0,0,0.0111195,0,0.0135102,0.00716234,0.0382465,0.0330821,0.0206654,0.00751156,0.00906784,0.00735011,0.00428836,0.0231021,0.00715752,0.00465412,0.0138915,0.0195033,0,0.0185249,0.0116255,0.00395622,0.00748454,0,0.00287746,0.00311745,0,0,0,0,0.00380275,0
46,0.00196019,0.00172677,0,0,0,0.00579194,0.016871,0.00761179,0.00528922,0,0,0,0.00386556,0,0.0205737,0.0010234,0.0376958,0.0151255,0.0223779,0.00616207,0,0,0.00295968,0.00566948,0.00248017,0.0110747,0.0111895,0.0298317,0.00724481,0.00912623,0.0070213,0.0249488,0,0.00595507,0,0.00501806,0.000529821,0.0234538,0.0138397,0.0230567,0.00641789,0.00470898,0,0,0.0126646,0,0.0141526,0.00757129,0.0391167,0.0284752,0.0221208,0.00865279,0.00649755,0.00739941,0.00986975,0.0195062,0.0049468,0.011547,0.017305,0.0214012,0,0.0204927,0.00320559,0.00468114,0.00630028,0.00824812,0.00194099,0.00263665,0,0,0,0,0.0035709,0
47,0.00182742,0.00136619,0,0,0,0.00561589,0.0168829,0.00723876,0.00537306,0,0,0,0.00412515,0,0.0207045,0.00157056,0.0372489,0.0146533,0.0223101,0.00572928,0,0,0.00289369,0.00590548,0.00293152,0.0105647,0.0105192,0.0289932,0.00659321,0.00874963,0.00666064,0.0243967,0,0.00574376,0,0.00571736,0.000716568,0.0260729,0.0137779,0.0256062,0.00591608,0.00478892,0,0,0.0136046,0,0.0142053,0.00800524,0.0390874,0.0331529,0.0219968,0.00788894,0.00617088,0.00752508,0.00987429,0.0192775,0.00418596,0.0116826,0.019793,0.0202853,0,0.0240338,0.00342235,0.00532709,0.00612846,0.00820924,0.00202387,0.00273324,0,0,0,0,0.00376994,0
48,0.0018783,0.00101317,0,0,0,0.00546853,0.0169885,0.00696051,0.00543593,0,0,0,0.00455801,0,0.0208189,0.00217034,0.0369343,0.0144511,0.0221991,0.00481159,0,0,0.00295664,0.00599134,0.00338264,0.00976468,0.00990554,0.0284682,0.00603148,0.00834868,0.00644959,0.0238676,0,0.00541148,0,0.00643947,0.00098789,0.0276432,0.013716,0.0273953,0.00540716,0.00502275,0,0,0.0144062,0,0.0142298,0.00840471,0.0390803,0.0371267,0.0217922,0.00738248,0.00602014,0.00766298,0.00960923,0.0189824,0.0038521,0.0113464,0.0218727,0.019074,0,0.026823,0.00468239,0.00593112,0.00609978,0.0084082,0.00245251,0.00284398,0,0,0,0,0.00400808,0
49,0.00205235,0.00105479,0,0,0,0.00559456,0.0171857,0.00670519,0.00550517,0,0,0,0.00511668,0,0.0209821,0.00286057,0.0368194,0.0144273,0.0221089,0.00373405,0,0,0.00323475,0.00598552,0.00364175,0.00884861,0.00930538,0.0281915,0.00563814,0.00795964,0.00632662,0.0235433,0,0.00551971,0,0.00722771,0.00136682,0.0280731,0.0137026,0.0284156,0.00485759,0.00539446,0,0,0.0153303,0,0.014249,0.00882822,0.039009,0.0403324,0.0215298,0.0073695,0.00584294,0.00785725,0.00911362,0.0185593,0.00409506,0.010668,0.0234747,0.0179078,0,0.0288698,0.00595456,0.00652443,0.006212,0.00874245,0.0031784,0.00302084,0,0,0,0,0.00432881,0
50,0.00220808,0.00153996,0,0,0,0.0058838,0.0173937,0.00644264,0.00554422,0,0,0,0.00626992,0,0.021066,0.00390184,0.0368682,0.0145087,0.0221149,0.00279714,0,0,0.00362927,0.0063133,0.00373168,0.00796446,0.00873959,0.0279739,0.00541358,0.0075473,0.00623157,0.0234073,0,0.00569423,0,0.00836798,0.00191417,0.0271938,0.013747,0.0284276,0.00426467,0.00593879,0,0,0.0163293,0,0.0142464,0.00935466,0.0388529,0.042513,0.0211876,0.0076171,0.0055337,0.00811669,0.00848895,0.0181003,0.0051447,0.00982753,0.0245051,0.0168015,0,0.0302863,0.00732975,0.00711039,0.00639332,0.00971147,0.00401958,0.00318659,0,0,0,0,0.00436521,0
51,0.00230587,0.00225616,0,0,0,0.00644324,0.0173996,0.00645591,0.00550856,0,0,0,0.00759926,0,0.0209634,0.00488394,0.0369392,0.0147043,0.0221635,0.00241313,0,0,0.00401277,0.00669517,0.00366127,0.00745391,0.00820844,0.0276717,0.00529957,0.00719639,0.00616984,0.023338,0,0.00626293,0,0.00959159,0.00231495,0.0251352,0.0137709,0.0274886,0.00380256,0.0064147,0,0,0.0172943,0,0.0142044,0.00996712,0.038646,0.0432678,0.0207826,0.00796229,0.00508867,0.00833871,0.00790381,0.0176749,0.00663243,0.00902537,0.0251505,0.0158979,0,0.0312379,0.00892959,0.00762303,0.00656905,0.0100578,0.00496962,0.00338092,0,0,0,0,0.00441274,0
52,0.00259373,0.00313862,0,0,0,0.00710504,0.0174953,0.00664747,0.0053578,0,0,0,0.00876996,0,0.0209857,0.00571018,0.0368939,0.0148959,0.0222352,0.00242295,0,0,0.00431208,0.00691326,0.00369803,0.00727791,0.00774384,0.0273086,0.00527806,0.00694086,0.00612359,0.023332,0,0.00715461,0,0.0106311,0.00256733,0.0213959,0.0138105,0.0248216,0.00360521,0.00665673,0,0,0.017758,0,0.0142131,0.0103477,0.0384593,0.041447,0.0203905,0.00832963,0.00466815,0.00835803,0.00722267,0.0171939,0.00819415,0.00834551,0.0249305,0.0153397,0.0218243,0.0311338,0.0112207,0.00790807,0.00674232,0.0101137,0.00607087,0.00351174,0,0,0,0,0.00467174,0
53,0.00321177,0.00406884,0,0,0,0.00787099,0.0176722,0.00668759,0.00520618,0,0,0,0.00973318,0,0.021113,0.0064493,0.0367102,0.0148229,0.0222947,0.00267473,0,0,0.00460588,0.00706882,0.00390211,0.00719932,0.00738009,0.0269775,0.00527564,0.00691699,0.00621996,0.0233491,0,0.00843834,0,0.0114836,0.00276501,0.0177626,0.0138854,0.0230894,0.00376632,0.00680331,0,0,0.0179549,0,0.0142597,0.0106026,0.0385479,0.0401466,0.0200834,0.00861992,0.00427619,0.00835151,0.00645418,0.0164604,0.00932277,0.00812683,0.0249057,0.0150069,0.0220193,0.031344,0.0151968,0.00805424,0.00697271,0.010132,0.00721671,0.0035904,0,0,0,0,0.00496696,0
54,0.00416555,0.00377749,0,0,0,0.00836566,0.0178872,0.00673897,0.00525536,0,0,0,0.00826911,0,0.0209609,0.00547799,0.0365028,0.0146671,0.0223181,0.0029174,0,0,0.00481283,0.00830247,0.00416052,0.00724003,0.00726002,0.0268131,0.00527908,0.00710895,0.00627989,0.0233343,0,0.00992337,0,0.0108638,0.00333666,0.0140017,0.0144831,0.0216532,0.00401968,0.00992592,0,0,0.0141313,0,0.0142956,0.0091909,0.0389151,0.0388682,0.0197892,0.00950491,0.00362349,0.00973572,0.00627499,0.0159168,0.00973579,0.00831194,0.0247748,0.0148827,0.0219716,0.031222,0.0209886,0.00747562,0.00733241,0.00935688,0.00659115,0.0052582,0,0,0,0,0.00483928,0
55,0.00533422,0.00633523,0,0,0,0.00973423,0.0180416,0.00655471,0.00456141,0,0,0,0.0115663,0,0.0212695,0.00784644,0.0355977,0.0149063,0.0226069,0.0032734,0,0,0.00355494,0.00800273,0.00460592,0.00787671,0.00720155,0.0270244,0.00525669,0.00751139,0.0062832,0.0232211,0,0.0121892,0,0.0129996,0.00342389,0.0325915,0.0142454,0.016173,0.00401504,0.00731266,0,0,0.0175197,0,0.0141994,0.0105969,0.0392508,0.0170324,0.0183109,0.0132734,0.00400473,0.00850559,0.00654876,0.0175188,0.00827345,0.00950414,0.0199101,0.0129511,0.0189092,0.021902,0.0424144,0.00769187,0.00768083,0.00918379,0.00986298,0.0043572,0,0,0,0,0.00543544,0
56,0.00594722,0.00632907,0,0,0,0.0113291,0.0180487,0.00618108,0.00416035,0,0,0,0.0109613,0,0.0212267,0.00725399,0.0353622,0.0142043,0.0225519,0.00345137,0,0,0.00337364,0.00863713,0.00462031,0.00786869,0.00713019,0.0272614,0.00517371,0.00782516,0.00594446,0.0231253,0,0.0138699,0,0.0128511,0.00358184,0.0349908,0.0145237,0.017177,0.00426312,0.00957987,0,0,0.0160343,0,0.0142197,0.0101765,0.0397847,0.0163349,0.018445,0.0151038,0.00320632,0.0102219,0.00703543,0.0175328,0.00852783,0.00943236,0.0201407,0.0129702,0.0194765,0.0217896,0.0459755,0.00775667,0.00809492,0.00891648,0.00939855,0.00566297,0,0,0,0,0.00537703,0
57,0.00625912,0.00677048,0,0,0,0.0122153,0.018055,0.00588696,0.00376776,0,0,0,0.0117879,0,0.0211257,0.00777308,0.0351227,0.0135094,0.0224645,0.00357956,0,0,0.00336458,0.00856929,0.00454675,0.00754129,0.0069773,0.0275583,0.0050989,0.00781931,0.00554168,0.022888,0,0.0151395,0,0.0132756,0.00359734,0.0356454,0.014544,0.017193,0.0047419,0.00922809,0,0,0.0165481,0,0.0142159,0.0104526,0.0400079,0.0168274,0.0187879,0.0161045,0.00231124,0.0101814,0.00707896,0.016995,0.00853723,0.00893983,0.0201571,0.0127687,0.0195944,0.0216313,0.0466263,0.00788777,0.00822886,0.00929629,0.0097053,0.00527808,0,0,0,0,0.00521943,0
58,0.00622281,0.00685223,0,0,0,0.0124464,0.0180313,0.00573726,0.00355829,0,0,0,0.0127304,0,0.0209754,0.00834382,0.034911,0.0131,0.0223215,0.0037923,0,0,0.00354109,0.0083503,0.00444683,0.00700746,0.0066957,0.0278679,0.00508847,0.00745264,0.00528316,0.022648,0,0.015861,0,0.0136729,0.00358029,0.0349182,0.0143732,0.0166533,0.00573204,0.00861314,0,0,0.0181415,0,0.0142053,0.0111488,0.0398855,0.0166585,0.0191093,0.0168783,0.00208751,0.010053,0.00659859,0.0163682,0.00823339,0.00820449,0.0205814,0.0122123,0.0193646,0.022085,0.0462091,0.00832018,0.0082435,0.0097912,0.00964684,0.00441858,0,0,0,0,0.0050399,0
59,0.00634005,0.00668566,0,0,0,0.0129623,0.0180538,0.00554901,0.00317038,0,0,0,0.0130286,0,0.020742,0.00851049,0.034867,0.0124531,0.0221845,0.00412758,0,0,0.00323382,0.00829741,0.00434417,0.00647591,0.00637757,0.028296,0.00503644,0.00701154,0.00521329,0.0224067,0,0.0165877,0,0.0135993,0.00377203,0.033579,0.0144579,0.0160899,0.0067083,0.00885554,0,0,0.018153,0,0.0142086,0.0112711,0.0395094,0.0171579,0.0193824,0.0175731,0.00234625,0.0104405,0.00609697,0.0161948,0.0080192,0.00760519,0.0208304,0.011841,0.0195353,0.0224328,0.0447047,0.00833202,0.00828993,0.00992876,0.00904289,0.00401286,0,0,0,0,0.00475432,0
60,0.00638175,0.00641305,0,0,0,0.013369,0.0180139,0.00535926,0.00274626,0,0,0,0.0133512,0,0.0208451,0.00852659,0.0347609,0.0118227,0.0220536,0.0047231,0,0,0.00293171,0.00815844,0.00414041,0.00589526,0.00587155,0.0286831,0.00503922,0.00640785,0.00508545,0.0222378,0,0.0171698,0,0.0133918,0.00371529,0.0318944,0.0145589,0.0155528,0.00774396,0.0089436,0,0,0.0181265,0,0.0142113,0.0113001,0.0390505,0.0176332,0.0196958,0.0186649,0.00257628,0.0106884,0.00570115,0.0160931,0.00799299,0.00702938,0.0209978,0.0116502,0.0196117,0.0227932,0.0426242,0.008212,0.00833711,0.00993034,0.00827669,0.00341678,0,0,0,0,0.00478719,0
61,0.00638183,0.00676658,0,0,0,0.0137881,0.0178488,0.00509708,0.00209228,0,0,0,0.0142416,0,0.0212253,0.00904053,0.0347078,0.0111012,0.0218856,0.00524321,0,0,0.00265615,0.00755028,0.00386427,0.00541005,0.00547449,0.0289542,0.00497561,0.00585918,0.00495301,0.0220724,0,0.0176183,0,0.0132322,0.0040451,0.0295842,0.0146902,0.0148888,0.00866506,0.00740795,0,0,0.018116,0,0.0141738,0.0111571,0.0385848,0.01864,0.0200283,0.0197911,0.00255464,0.00961363,0.00538983,0.0159246,0.00786223,0.00658313,0.021176,0.0117037,0.0193507,0.0230801,0.0395172,0.00779397,0.00818889,0.00982897,0.00855151,0.00173953,0,0,0,0,0.00450195,0
62,0.00578676,0.00513657,0,0,0,0.0133287,0.0175681,0.00515282,0.00249057,0,0,0,0.013517,0,0.0209743,0.00827562,0.035279,0.0107575,0.0214349,0.00604794,0,0,0.00328519,0.0078406,0.00367941,0.00447802,0.00529136,0.0287917,0.00512764,0.00521854,0.00487285,0.022039,0,0.0171256,0,0.0126965,0.0036211,0.0106454,0.0147311,0.0193116,0.0101015,0.00902459,0,0,0.0173742,0,0.014271,0.0107974,0.0383621,0.0320321,0.0210969,0.0194864,0.00402391,0.0107134,0.005424,0.0142668,0.00981284,0.00650553,0.0247542,0.0134038,0.0214845,0.0293011,0.0236036,0.00827858,0.00787107,0.00960935,0.00633068,0.00289464,0,0,0,0,0.00453462,0
63,0.00545877,0.00588976,0,0,0,0.0138892,0.0173407,0.0050655,0.00224229,0,0,0,0.0142186,0,0.0211499,0.00898543,0.0352982,0.0101989,0.0212661,0.00648311,0,0,0.00294149,0.00653306,0.00368919,0.00424911,0.0051565,0.0288426,0.00522839,0.00488127,0.00485025,0.0218893,0,0.0177072,0,0.0123423,0.00427484,0.00889719,0.0146326,0.0200461,0.0108626,0.00687523,0,0,0.0182313,0,0.0142236,0.0109404,0.0382093,0.0322353,0.0211163,0.0199478,0.00380246,0.00905557,0.0053909,0.0141144,0.00951422,0.00673323,0.0249134,0.0134457,0.0218743,0.0292721,0.0210486,0.00808583,0.00741501,0.00952574,0.00724302,0.00104305,0,0,0,0,0.00418895,0
64,0.00566993,0.00466013,0,0,0,0.0140867,0.0172059,0.00518821,0.00245463,0,0,0,0.0134194,0,0.0210306,0.00831416,0.0353388,0.00991595,0.0211619,0.00713133,0,0,0.00298639,0.00748208,0.00379654,0.00401017,0.00527137,0.0288671,0.00544399,0.00457546,0.00487849,0.0217421,0,0.0180168,0,0.0118879,0.00393405,0.00828613,0.0148327,0.0205494,0.0117535,0.00899289,0,0,0.0158132,0,0.014303,0.00999833,0.0383426,0.0319922,0.0211321,0.0200766,0.00399382,0.010527,0.00532325,0.0140845,0.00917679,0.00686929,0.0249499,0.0131687,0.0223685,0.0290655,0.0191433,0.0080002,0.00720484,0.00895803,0.00549426,0.00318879,0,0,0,0,0.00437958,0
65,0.00553594,0.00410662,0,0,0,0.0142439,0.0172244,0.00547612,0.00208367,0,0,0,0.0132752,0,0.0211401,0.00813721,0.0353415,0.00966345,0.021071,0.00793794,0,0,0.0030076,0.00751392,0.00397232,0.00388957,0.00537027,0.0289424,0.00573488,0.00428577,0.00483685,0.0216326,0,0.018201,0,0.0114213,0.00413016,0.00849971,0.0144709,0.0207154,0.0125042,0.00892591,0,0,0.0182474,0,0.0142601,0.0108283,0.0386522,0.0313929,0.0211386,0.0198938,0.00419483,0.0106727,0.00513495,0.0142147,0.00883784,0.00695102,0.0247789,0.0129109,0.0226833,0.028639,0.0182628,0.00892327,0.00680496,0.00890524,0.00486996,0.00364999,0,0,0,0,0.00436812,0
66,0.00576032,0.00383816,0,0,0,0.0145767,0.0172263,0.00578706,0.00187243,0,0,0,0.0132106,0,0.0212862,0.00797381,0.0353461,0.00932799,0.0209061,0.00855912,0,0,0.0028865,0.00754472,0.00419449,0.00392246,0.00547038,0.0290702,0.00598672,0.00392158,0.00481492,0.0215082,0,0.0185963,0,0.0110349,0.0044023,0.00842377,0.0144501,0.020633,0.013096,0.00894329,0,0,0.0179891,0,0.0142507,0.0106221,0.0389889,0.0307804,0.0211003,0.0198615,0.00437518,0.0106616,0.00477111,0.0143194,0.00835963,0.00688383,0.0244502,0.012707,0.0228689,0.028037,0.0178636,0.00897135,0.00637032,0.00853384,0.0044676,0.00418316,0,0,0,0,0.00429933,0
