Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
9,0.00202874,0.00255266,0,0,0,0.0453798,0.0166785,0.0156797,0.00489371,0,0,0,0,0.00742997,0,0.021229,0.00416511,0.0338801,0.00712356,0.0156602,0.00987682,0,0,0.00257361,0.00416357,0.00753014,0.0126382,0.00752637,0.0350879,0.00950393,0.0147078,0.00472069,0.0267778,0,0.0597476,0,0.00591585,0.00346765,0.00143263,0.0111697,0.0122537,0.0103941,0.00598918,0.00246642,0,0,0.00579059,0,0.01288,0.00503934,0.0314677,0.0179229,0.0343486,0.00311705,0.00440191,0.00601401,0.00628747,0.0200492,0.00650234,0.00891859,0.0116524,0.0363643,0.0105183,0.0124001,0.0125652,0.00387018,0.0034432,0.00443025,0.00941449,0.00443046,0,0,0,0
10,0.00227763,0.00264087,0,0,0,0.0459562,0.0167894,0.0161242,0.00533022,0,0,0,0,0.00677007,0,0.0213883,0.00380527,0.0337059,0.00693384,0.0158976,0.0110771,0,0,0.00257403,0.00440991,0.00740931,0.0129514,0.00719084,0.0348052,0.0101416,0.0155038,0.00523944,0.0272547,0,0.0607125,0,0.00550968,0.00344086,0.00139603,0.0112169,0.0121169,0.0101086,0.00533611,0.00252594,0,0,0.00634825,0,0.0129009,0.00527822,0.0316499,0.0173189,0.0341235,0.0028951,0.00363017,0.00581154,0.00606842,0.0202209,0.00595059,0.00816401,0.0114904,0.0360212,0.010416,0.0125327,0.0127643,0.00405393,0.00344744,0.0044857,0.00857482,0.00398094,0,0,0,0
11,0.00264083,0.00267102,0,0,0,0.046296,0.0169995,0.0165152,0.00590621,0,0,0,0,0.00606262,0,0.0213504,0.00346061,0.0335914,0.0073018,0.0161448,0.0121294,0,0,0.00263989,0.00455562,0.00725354,0.0132779,0.00695161,0.0344931,0.0107456,0.0160706,0.00521342,0.0276577,0,0.0614772,0,0.00519795,0.00350626,0.00124915,0.0113868,0.0120116,0.00976561,0.00453248,0.00280544,0,0,0.00689481,0,0.0129149,0.00547434,0.0320216,0.0167751,0.0339816,0.00344384,0.00292001,0.00557155,0.00581868,0.0204999,0.00570306,0.00735315,0.0113918,0.0357254,0.0103394,0.0126175,0.0130745,0.00425701,0.00359767,0.00463659,0.00765045,0.00362414,0,0,0,0
12,0.00306509,0.00275043,0,0,0,0.0466222,0.0168292,0.0167151,0.00653941,0,0,0,0,0.00556313,0,0.0212999,0.00319084,0.0334682,0.00774704,0.0163269,0.012738,0,0,0.00279136,0.00475674,0.00720668,0.0135692,0.00664649,0.0341201,0.011157,0.0162245,0.00539945,0.027952,0,0.0619951,0,0.0050153,0.00356664,0.00110797,0.0117548,0.0118993,0.00963865,0.00416839,0.00311595,0,0,0.00731766,0,0.0129062,0.00558531,0.0324139,0.0166812,0.0337468,0.00439109,0.00248309,0.0055026,0.0055108,0.0204307,0.00472063,0.00656078,0.0115034,0.0353488,0.010368,0.0128833,0.0137229,0.00447747,0.00365765,0.00480622,0.00686062,0.00342091,0,0,0,0
13,0.003362,0.00284771,0,0,0,0.0468238,0.016608,0.0167741,0.00700882,0,0,0,0,0.00512493,0,0.0213821,0.0028834,0.0333132,0.00802322,0.0164264,0.0131731,0,0,0.00313835,0.00498392,0.00706207,0.013737,0.0064107,0.033672,0.0111759,0.0161181,0.00535964,0.028103,0,0.0624314,0,0.00482766,0.00347253,0.00098157,0.0121503,0.0118251,0.00965204,0.00399746,0.00335301,0,0,0.0076049,0,0.0129287,0.00573187,0.0327697,0.016738,0.0335432,0.00551604,0.00269077,0.00556489,0.00520517,0.0202717,0.00352727,0.00584405,0.0115915,0.0350462,0.0103955,0.0129604,0.0143252,0.00469153,0.00368217,0.0049424,0.00618047,0.00333382,0,0,0,0
14,0.00350307,0.00298142,0,0,0,0.0469027,0.0166331,0.0166794,0.00721625,0,0,0,0,0.00470422,0,0.0213907,0.00264982,0.0332003,0.00818362,0.0164369,0.0134902,0,0,0.00364754,0.00517731,0.00677389,0.0136206,0.00627012,0.033134,0.0112143,0.0159692,0.00505607,0.0281494,0,0.0625412,0,0.00474119,0.00353645,0.000989471,0.0125521,0.0117692,0.00971541,0.00398408,0.00350514,0,0,0.00786382,0,0.0129706,0.0058384,0.0330566,0.0165047,0.0332893,0.00693428,0.00346872,0.00543244,0.00486183,0.0201893,0.00262438,0.00509267,0.0116649,0.0348594,0.0104207,0.0130944,0.0149208,0.00492345,0.00374427,0.00504273,0.00555693,0.00328872,0,0,0,0
15,0.00245827,0.00255592,0,0,0,0.0467768,0.0167325,0.0167455,0.00725281,0,0,0,0,0.00615291,0,0.0213008,0.00366842,0.0331341,0.00811098,0.0163895,0.0136292,0,0,0.00417253,0.00389119,0.00636014,0.013122,0.00604061,0.0324988,0.0111321,0.0155817,0.0050129,0.0281525,0,0.061954,0,0.00554823,0.00337191,0.000830136,0.0129434,0.0122369,0.0100556,0.00410591,0.00496963,0,0,0.00534233,0,0.0129674,0.00406326,0.0330489,0.0166735,0.0329406,0.00830251,0.00443285,0.00420408,0.00452547,0.0202107,0.00176737,0.00442653,0.0119672,0.0346686,0.0105843,0.0135904,0.0157199,0.00439913,0.00304205,0.00430756,0.00630559,0.00444711,0,0,0,0
16,0.0027737,0.00278133,0,0,0,0.0463295,0.0168239,0.016746,0.00705913,0,0,0,0,0.00531809,0,0.0212156,0.00312071,0.0328874,0.00850367,0.016319,0.0140861,0,0,0.00424846,0.00407403,0.00583951,0.0122705,0.00573194,0.0317546,0.0108067,0.0150743,0.00550757,0.0282421,0,0.0609152,0,0.00530139,0.00356196,0.000954496,0.0138345,0.012008,0.0100936,0.00431244,0.00478078,0,0,0.00585347,0,0.0129894,0.00435131,0.0328843,0.0171998,0.0325396,0.00880008,0.00511794,0.00440678,0.00407596,0.0202195,0.00162762,0.00382411,0.0123413,0.0344303,0.0106268,0.0140646,0.0171248,0.00470757,0.00301128,0.00434269,0.00579225,0.00454883,0,0,0,0
17,0.00316812,0.00301862,0,0,0,0.0457175,0.0167322,0.0170074,0.00666752,0,0,0,0,0.00464532,0,0.0212251,0.00261217,0.032902,0.00915769,0.0164677,0.0145859,0,0,0.00400288,0.00438316,0.00554919,0.0111613,0.00535904,0.0309738,0.010377,0.0144338,0.00621742,0.028299,0,0.0598097,0,0.0051118,0.00365544,0.00101114,0.0146496,0.0118672,0.0102406,0.00465803,0.00449838,0,0,0.00641771,0,0.0130201,0.00468262,0.0327716,0.0182768,0.0321366,0.00930992,0.00566977,0.00489474,0.00368197,0.0202227,0.0013966,0.0033372,0.0127675,0.0341427,0.0106484,0.0147736,0.0185065,0.00505815,0.00301225,0.00442438,0.00546022,0.00477354,0,0,0,0
18,0.0035794,0.00314748,0,0,0,0.0451989,0.0166296,0.0174471,0.00628707,0,0,0,0,0.00413191,0,0.0213483,0.00223897,0.0330641,0.0100387,0.0166475,0.0151808,0,0,0.00375662,0.00461887,0.00531727,0.00988737,0.00522854,0.0301726,0.0102792,0.0136455,0.00664708,0.0283691,0,0.0585597,0,0.00497837,0.00371394,0.00101759,0.0152971,0.011772,0.0102118,0.00509941,0.00423558,0,0,0.00682566,0,0.0130771,0.00483879,0.0327636,0.0190071,0.031721,0.00953311,0.00632534,0.00536032,0.00352158,0.0202087,0.00149038,0.00314163,0.0130548,0.0338062,0.0105811,0.0153379,0.0195627,0.0053033,0.0029805,0.00439146,0.0051477,0.00516648,0,0,0,0
19,0.00387132,0.00336145,0,0,0,0.0448994,0.0165262,0.0179368,0.00594868,0,0,0,0,0.00363684,0,0.0214596,0.00186529,0.0332594,0.0109859,0.0168138,0.0159672,0,0,0.00356601,0.00477864,0.005055,0.00840714,0.00536562,0.0293647,0.0104432,0.012792,0.00678751,0.0284135,0,0.0575891,0,0.00479084,0.00374461,0.00100051,0.0158945,0.0115153,0.0103246,0.00569619,0.00393847,0,0,0.00707009,0,0.0130811,0.00477036,0.0327772,0.0197565,0.0312718,0.00989536,0.00705038,0.00567068,0.00339561,0.0200754,0.0016014,0.00292654,0.0134437,0.0334513,0.0105386,0.0160592,0.0207071,0.00536978,0.00308822,0.00406887,0.00474656,0.00561666,0,0,0,0
20,0.00417258,0.00360404,0,0,0,0.0446186,0.0164322,0.0184738,0.00571337,0,0,0,0,0.00315446,0,0.0214651,0.00153002,0.0335575,0.0120661,0.0170046,0.0170939,0,0,0.00343675,0.00498975,0.00488682,0.00714906,0.00584601,0.0285939,0.0107996,0.0118478,0.0069358,0.0284064,0,0.0567322,0,0.00453577,0.00382969,0.00097185,0.0164676,0.0114021,0.010583,0.00637722,0.00377455,0,0,0.0073619,0,0.0130775,0.00495318,0.0328465,0.0206558,0.0308973,0.0103347,0.00766173,0.00582183,0.00321738,0.0198907,0.00172773,0.00264624,0.0138797,0.0331218,0.010531,0.0167189,0.0218461,0.00546489,0.00318614,0.00408359,0.00441272,0.00603197,0,0,0,0
21,0.0043404,0.00381313,0,0,0,0.0442505,0.0165129,0.0191801,0.00576627,0,0,0,0,0.0026914,0,0.0216315,0.00127241,0.0339632,0.0136516,0.0171666,0.0186831,0,0,0.00345027,0.00518879,0.00574346,0.00651263,0.00700975,0.0278256,0.0112578,0.0107599,0.00719443,0.0283728,0,0.0556419,0,0.00423419,0.00389003,0.000924018,0.0169825,0.0114303,0.0110115,0.00712496,0.00363862,0,0,0.00756362,0,0.0131099,0.00516047,0.0330547,0.021549,0.030547,0.0110398,0.00835364,0.00590622,0.00305514,0.0196839,0.00195064,0.00230169,0.0142715,0.032802,0.0105703,0.0173419,0.022904,0.0055134,0.00319707,0.00410723,0.00407632,0.00629107,0,0,0,0
22,0.00434903,0.00399525,0,0,0,0.0436212,0.0165264,0.0202262,0.00651426,0,0,0,0,0.00221638,0,0.021839,0.000901971,0.034504,0.0166674,0.0171735,0.021517,0,0,0.00366956,0.00534673,0.00791597,0.00833984,0.00978479,0.0269877,0.0120526,0.00917403,0.00746006,0.0283054,0,0.0537699,0,0.00378193,0.00391317,0.000837696,0.0175524,0.0114439,0.0115568,0.00790981,0.00346493,0,0,0.00754801,0,0.0131027,0.00524833,0.0333557,0.0222135,0.0301691,0.011852,0.00926685,0.00582491,0.00303831,0.0195225,0.00234252,0.00203224,0.0145769,0.0324097,0.0107069,0.0178132,0.0239957,0.00540012,0.00321485,0.0041866,0.00379214,0.0063638,0,0,0,0
23,0.0043659,0.0049262,0,0,0,0.0412103,0.0166074,0.0255355,0.00905829,0,0,0,0,0.00154228,0,0.0217102,0.000546037,0.0357857,0.0304427,0.0158202,0.0361706,0,0,0.00580928,0.00588489,0.0183757,0.0243252,0.0229545,0.0271533,0.0181361,0.00928511,0.0086478,0.0274923,0,0.0472729,0,0.00261253,0.00394375,0.000742815,0.0182938,0.011504,0.01199,0.00936855,0.00276841,0,0,0.00624892,0,0.0129405,0.00467662,0.0334218,0.0231508,0.0297868,0.0135464,0.0119101,0.00501339,0.00338979,0.0197819,0.00231576,0.00206325,0.0150238,0.0315071,0.0109273,0.018366,0.0254031,0.0043694,0.00330731,0.00411609,0.00351389,0.00626789,0,0,0,0
24,0.00409772,0.00518336,0,0,0,0.0400388,0.0167301,0.0259765,0.00983751,0,0,0,0,0.00234976,0,0.0214274,0.000724281,0.0364029,0.033024,0.0162088,0.038802,0,0,0.00667187,0.00514254,0.0211395,0.0288803,0.0251875,0.026404,0.0197261,0.0112407,0.00958933,0.0276152,0,0.0448667,0,0.00252754,0.00374623,0.000501374,0.018771,0.0116628,0.0122496,0.0103267,0.00430681,0,0,0.00444403,0,0.0129339,0.00324726,0.0339368,0.0233915,0.0292802,0.0148448,0.0132217,0.00343495,0.00358622,0.0198093,0.00217066,0.0024574,0.0151781,0.0308356,0.0109105,0.0184955,0.0262926,0.00365567,0.00297958,0.00354564,0.00455167,0.00749847,0,0,0,0
25,0.00377871,0.005075,0,0,0,0.038563,0.0168499,0.0259195,0.0105207,0,0,0,0,0.00274379,0,0.021301,0.000993198,0.0368244,0.0339396,0.0165559,0.0399482,0,0,0.00698632,0.00474689,0.0232082,0.0321206,0.0262361,0.0254744,0.0208073,0.0125579,0.0105177,0.0278638,0,0.0427427,0,0.00246473,0.00370616,0.000415025,0.019164,0.01161,0.0120398,0.0108839,0.00472976,0,0,0.00423976,0,0.0128801,0.00291571,0.0343551,0.0238306,0.0288047,0.0151507,0.0138273,0.00327868,0.00370598,0.0195631,0.00234466,0.0028112,0.0153728,0.0303721,0.010838,0.0187846,0.0274239,0.0034543,0.00294768,0.00336258,0.00498141,0.00787058,0,0,0,0
26,0.00399417,0.00521574,0,0,0,0.0365579,0.0168951,0.0254123,0.011156,0,0,0,0,0.00216728,0,0.02134,0.000675217,0.037455,0.0343092,0.0170353,0.04081,0,0,0.00725249,0.00473346,0.0250633,0.0350965,0.0271743,0.0246526,0.0217929,0.0138926,0.0113703,0.0280724,0,0.0402505,0,0.00210525,0.00381519,0.000454687,0.0196801,0.0115341,0.0120205,0.0114034,0.00467022,0,0,0.00435857,0,0.0128736,0.00308306,0.0347373,0.0240372,0.0283918,0.015602,0.014343,0.00323416,0.00384146,0.0194031,0.00244843,0.0032088,0.0155155,0.0299276,0.0107843,0.0190618,0.0282865,0.00349512,0.00302912,0.00334924,0.00487946,0.0076619,0,0,0,0
27,0.00424631,0.00541795,0,0,0,0.0341359,0.016934,0.0244855,0.0117104,0,0,0,0,0.00179487,0,0.0212967,0.000512941,0.0382468,0.0343126,0.0175286,0.0414379,0,0,0.00760072,0.00479144,0.0265996,0.0377425,0.0279646,0.0240123,0.0226081,0.0151098,0.0121377,0.0282319,0,0.0372317,0,0.00182849,0.00386341,0.000480169,0.0198955,0.0114539,0.0119906,0.0119362,0.00456699,0,0,0.00444898,0,0.0128676,0.00321413,0.035141,0.0244064,0.027961,0.0160389,0.0150214,0.0031934,0.00399443,0.0193498,0.00256751,0.00363552,0.015646,0.029415,0.0107412,0.0192996,0.0287634,0.00347646,0.0030619,0.00340708,0.00477161,0.00749167,0,0,0,0
28,0.0046332,0.0057685,0,0,0,0.0314122,0.0170306,0.0232549,0.012256,0,0,0,0,0.00164073,0,0.0212129,0.000532219,0.0391131,0.0337256,0.0179685,0.0414959,0,0,0.00803384,0.00490436,0.0279162,0.0396473,0.0282879,0.0235277,0.0231968,0.0162096,0.012794,0.0284091,0,0.0336666,0,0.0016526,0.00391894,0.000495501,0.0199485,0.0114928,0.0120375,0.0124159,0.00437722,0,0,0.00455981,0,0.0128889,0.00339631,0.03557,0.0249563,0.0275477,0.0165202,0.0157683,0.00313948,0.00418305,0.0192936,0.00272071,0.00415331,0.0157738,0.0288885,0.0106698,0.0194896,0.0291018,0.00347987,0.00306752,0.00349087,0.00461231,0.00728285,0,0,0,0
29,0.00494119,0.0060677,0,0,0,0.028042,0.0169942,0.021625,0.012604,0,0,0,0,0.00179282,0,0.0212854,0.00070435,0.0400084,0.0326973,0.0183348,0.0410137,0,0,0.00841116,0.00498772,0.0291343,0.0408292,0.0282104,0.0232203,0.0235519,0.0171831,0.0132767,0.0286122,0,0.0295603,0,0.00149399,0.00389311,0.000612926,0.0198715,0.0115238,0.0121178,0.0127142,0.00415331,0,0,0.00472269,0,0.0129191,0.00359329,0.0359474,0.0253781,0.0271796,0.0168075,0.0163905,0.0032095,0.00433513,0.0193071,0.00279956,0.00463079,0.0158425,0.0284732,0.0105258,0.0195998,0.029255,0.00353178,0.0031171,0.00358795,0.00445002,0.00714438,0,0,0,0
30,0.00521318,0.00627378,0,0,0,0.0235989,0.0168579,0.0193316,0.0127106,0,0,0,0,0.00189472,0,0.0213656,0.000909916,0.0409539,0.0313693,0.0186834,0.0400232,0,0,0.00866166,0.00504373,0.0298224,0.0417361,0.0277719,0.0229458,0.0236559,0.0177689,0.0135224,0.0287592,0,0.0245654,0,0.00142351,0.00385673,0.0007493,0.0196259,0.0114095,0.0119147,0.0129386,0.00394183,0,0,0.00487834,0,0.0129232,0.00376318,0.0363063,0.0256576,0.0268097,0.0168607,0.016907,0.00341078,0.00438292,0.0194527,0.00289124,0.00502695,0.0159629,0.0281252,0.010129,0.019785,0.0289172,0.00356747,0.00320828,0.00368286,0.00429002,0.00706906,0,0,0,0
31,0.00547938,0.00641422,0,0,0,0.0183383,0.0168203,0.0167153,0.0126399,0,0,0,0,0.00180672,0,0.0213469,0.000988473,0.0419809,0.0294028,0.0190388,0.0383462,0,0,0.00876396,0.00513516,0.0297929,0.0419871,0.026752,0.0225534,0.0234625,0.0181252,0.0135716,0.0288588,0,0.0184296,0,0.00146784,0.0038489,0.000797928,0.0192628,0.011182,0.0115637,0.0130509,0.00372688,0,0,0.00495645,0,0.0128749,0.00383512,0.0366873,0.0258878,0.0264344,0.0169157,0.0172696,0.00367992,0.00439744,0.0196859,0.00298413,0.00539241,0.0160566,0.0278437,0.00942067,0.0199485,0.028531,0.00355787,0.00350733,0.00380697,0.00410028,0.00702657,0,0,0,0
32,0.00567958,0.00645204,0,0,0,0.0123656,0.0168239,0.0136398,0.0123286,0,0,0,0,0.00192197,0,0.0213309,0.000880035,0.0428482,0.0271726,0.0194342,0.0358551,0,0,0.00868871,0.00518399,0.0290038,0.041112,0.0250152,0.022124,0.0229205,0.0183668,0.0134851,0.0288916,0,0.0106204,0,0.00143248,0.00374856,0.000743343,0.0184647,0.0110819,0.0110833,0.0130009,0.00357194,0,0,0.00494256,0,0.0128101,0.00379138,0.0370657,0.026421,0.026072,0.01647,0.0173867,0.00390782,0.00444336,0.0198616,0.00304656,0.00559399,0.0160428,0.0276838,0.00937466,0.020057,0.028075,0.00355736,0.00374212,0.00385175,0.00398382,0.00706581,0,0,0,0
33,0.00563781,0.00615289,0,0,0,0.00792664,0.0168067,0.0104778,0.0118266,0,0,0,0,0.00194411,0,0.0213182,0.000606661,0.0434817,0.0238753,0.0197459,0.0325788,0,0,0.00836846,0.00469667,0.0273792,0.0389537,0.0223973,0.0217246,0.0217781,0.0182865,0.0132085,0.0287145,0,0.00552553,0,0.00131643,0.00368135,0.000733266,0.017751,0.0111359,0.0108415,0.0128284,0.00386221,0,0,0.00489387,0,0.0128217,0.00369965,0.0374428,0.026633,0.025785,0.0162678,0.0170495,0.00388353,0.00441961,0.0201013,0.00299345,0.00574008,0.0161299,0.0275505,0.00980981,0.020166,0.0272785,0.00358967,0.00375837,0.00376411,0.00409243,0.00741239,0,0,0,0
34,0.00555995,0.00582676,0,0,0,0.00877222,0.0167895,0.0086039,0.0111286,0,0,0,0,0.00216332,0,0.0213212,0.000561417,0.0438202,0.0200942,0.0199823,0.0286452,0,0,0.0078382,0.00414275,0.0250425,0.035393,0.0189221,0.0216519,0.0201644,0.0178965,0.0128533,0.028351,0,0.00922671,0,0.00129488,0.00365858,0.000708824,0.0170173,0.0112839,0.0106653,0.0125912,0.00430027,0,0,0.00481523,0,0.0128671,0.00363433,0.0378246,0.026749,0.0255352,0.0158889,0.0163954,0.00376103,0.00430674,0.0204024,0.00284001,0.0057932,0.0162885,0.0274274,0.0103048,0.0202418,0.0263485,0.00363634,0.00361734,0.00358637,0.00430513,0.00779016,0,0,0,0
