Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
All Timesteps RMSE,0.00755817,0.00455984,0,0,0,0.0293112,0.016717,0.0156114,0.00636009,0,0,0,0,0.00833885,0,0.0212714,0.00505679,0.0362484,0.0191704,0.0201388,0.0167088,0,0,0.00536338,0.00690254,0.010978,0.015745,0.0109653,0.0302452,0.0107971,0.0114135,0.00755776,0.0244229,0,0.0370815,0,0.00754602,0.00330755,0.00300679,0.0137791,0.0124716,0.0155869,0.00955736,0.00787207,0,0,0.00727265,0,0.0131478,0.00577313,0.0375008,0.0254112,0.0279122,0.0135694,0.00962924,0.0126657,0.00522685,0.0198651,0.0057238,0.00624863,0.0177641,0.0297881,0.0150145,0.020395,0.0164198,0.00658081,0.00403384,0.00547215,0.00687558,0.00800237,0,0,0,0
0,0.00380252,0.00376223,0,0,0,0.0181686,0.0159781,0.0218957,0.00657936,0,0,0,0,0.0200152,0,0.0203431,0.0128168,0.0341394,0.0286972,0.0160994,0.0130034,0,0,0.00645137,0.00990502,0.0100296,0.0103466,0.0106112,0.0357833,0.00904457,0.0100662,0.0124699,0.0196395,0,0.0235714,0,0.0174588,0.00226832,0.00669326,0.00723405,0.0125313,0.00932919,0.00882399,0.00152577,0,0,0.00963924,0,0.0130791,0.00674073,0.0322473,0.0170669,0.0334361,0.00440785,0.0068778,0.0103412,0.00441222,0.020983,0.00636449,0.00624439,0.0114447,0.0373683,0.0105325,0.0111155,0.00579411,0.00602444,0.00231448,0.00379222,0.0131832,0.00159397,0,0,0,0
1,0.0029639,0.00331015,0,0,0,0.0222133,0.0154534,0.0168098,0.00538806,0,0,0,0,0.0163093,0,0.0204553,0.0104577,0.0347498,0.0146261,0.0159722,0.00457461,0,0,0.00602195,0.00843281,0.0043208,0.00396058,0.00727855,0.0328587,0.00664319,0.0108337,0.00818125,0.0210867,0,0.0256164,0,0.0144117,0.00191926,0.00577186,0.00752315,0.0126067,0.00779648,0.00935244,0.000708738,0,0,0.00713151,0,0.0129664,0.00539455,0.033409,0.0144081,0.0333068,0.00608385,0.00762178,0.00888339,0.00528885,0.0200303,0.00732278,0.0088398,0.0109097,0.03694,0.00950818,0.00975329,0.00656478,0.00431235,0.00242234,0.00374224,0.0130476,0.00200847,0,0,0,0
2,0.00255182,0.00309062,0,0,0,0.0270646,0.015488,0.0177729,0.00484593,0,0,0,0,0.0148799,0,0.0207051,0.00942316,0.0348517,0.0126774,0.0155637,0.00489716,0,0,0.00570561,0.00765302,0.00404946,0.00537076,0.00784988,0.0333545,0.00711898,0.0122959,0.00739941,0.0214449,0,0.0296327,0,0.0131038,0.00194752,0.00514422,0.00841771,0.0126282,0.00749304,0.00897152,0.00080019,0,0,0.00580251,0,0.0129454,0.0046909,0.03421,0.0138817,0.0334423,0.00545591,0.00687957,0.00803299,0.00577915,0.0193249,0.0078818,0.00999106,0.0106622,0.0363589,0.00908077,0.00947833,0.00794637,0.00366935,0.00275639,0.00372953,0.0127285,0.00225297,0,0,0,0
3,0.0020091,0.00291203,0,0,0,0.0311399,0.015905,0.0180922,0.00441097,0,0,0,0,0.0134009,0,0.0207609,0.00844899,0.0349223,0.0105469,0.0151885,0.00572643,0,0,0.00520202,0.00656639,0.00446385,0.0067875,0.00835313,0.0341257,0.00769463,0.0130584,0.00668178,0.0219603,0,0.0336797,0,0.0116532,0.00219733,0.00433044,0.0093977,0.0126888,0.00760655,0.00856359,0.00151975,0,0,0.00464901,0,0.0129099,0.00427423,0.0348621,0.0140103,0.033646,0.00477665,0.00639526,0.00710667,0.00641328,0.0186722,0.00799101,0.0103092,0.0105027,0.0360708,0.00886683,0.0100997,0.00943417,0.00319437,0.00301293,0.00372761,0.0124952,0.00262645,0,0,0,0
4,0.00138013,0.00273069,0,0,0,0.0343675,0.0164775,0.0178151,0.00417678,0,0,0,0,0.0121943,0,0.0207069,0.00764704,0.034924,0.00843423,0.015064,0.00650405,0,0,0.00452903,0.00542243,0.00540086,0.00796556,0.00890633,0.0349935,0.00786166,0.0133212,0.00606123,0.0228272,0,0.0386094,0,0.0102698,0.00251245,0.00348188,0.0100298,0.0127542,0.00805815,0.00815321,0.00242564,0,0,0.00373143,0,0.0128385,0.00406757,0.0349865,0.0143456,0.0338634,0.0045115,0.00612989,0.00625694,0.00668472,0.018308,0.00782207,0.0105594,0.0104675,0.0361328,0.00882093,0.0111704,0.0104119,0.00304286,0.00311156,0.00373847,0.0122808,0.00339552,0,0,0,0
5,0.000950533,0.00263173,0,0,0,0.0374895,0.0164177,0.0171415,0.00412282,0,0,0,0,0.011792,0,0.0208142,0.00711657,0.0348552,0.00642719,0.0149925,0.00731341,0,0,0.00384977,0.00458243,0.00633839,0.00894477,0.00917866,0.0356644,0.00776246,0.0133928,0.00549496,0.0239715,0,0.0451777,0,0.00942404,0.00258424,0.0027181,0.010409,0.0128633,0.00875149,0.0076529,0.00303648,0,0,0.00297042,0,0.0127981,0.00388496,0.0343482,0.0151735,0.0339847,0.00456237,0.0058024,0.0058537,0.00681234,0.0184806,0.00784526,0.0108738,0.0106731,0.0363958,0.0091462,0.0119198,0.0109433,0.00317625,0.00301942,0.00369677,0.0119842,0.00433213,0,0,0,0
6,0.00244729,0.00222767,0,0,0,0.0408151,0.0163951,0.0163982,0.00420012,0,0,0,0,0.00873523,0,0.0211158,0.00495364,0.0348335,0.00633517,0.0149677,0.00802113,0,0,0.00303003,0.00525362,0.00695262,0.00997373,0.00903477,0.0358826,0.00808053,0.0132233,0.00468568,0.0249681,0,0.0512211,0,0.00716632,0.00305397,0.00242531,0.0105802,0.0123792,0.00944532,0.00722599,0.00192225,0,0,0.00624343,0,0.0128129,0.00531691,0.0333654,0.0161706,0.0341189,0.00455509,0.00569718,0.00710318,0.00686039,0.0189996,0.00800304,0.0108867,0.011068,0.0366346,0.00965731,0.0123017,0.0110913,0.00385232,0.00355674,0.00438083,0.0103889,0.00385498,0,0,0,0
7,0.00147258,0.00230969,0,0,0,0.0430212,0.0165082,0.0156752,0.00423273,0,0,0,0,0.00936521,0,0.0211848,0.00523925,0.0346223,0.00706515,0.0152371,0.00869851,0,0,0.00264094,0.00379155,0.00735817,0.0110711,0.00863374,0.0357847,0.00856329,0.0134058,0.00405358,0.0258038,0,0.0557549,0,0.007231,0.00308727,0.00186737,0.0111106,0.012555,0.0102008,0.00672021,0.002979,0,0,0.00447537,0,0.0128013,0.00460823,0.0323195,0.017389,0.0343505,0.00426179,0.00528801,0.00583876,0.00669778,0.0195561,0.00795474,0.0103143,0.0115119,0.0366932,0.0103593,0.0120571,0.0117388,0.00369698,0.0033009,0.00411179,0.0109038,0.00505746,0,0,0,0
8,0.00265007,0.00260599,0,0,0,0.04468,0.016696,0.0155269,0.00452693,0,0,0,0,0.00730267,0,0.0211902,0.00396429,0.0342353,0.00816959,0.0154362,0.00912946,0,0,0.00254893,0.00494257,0.00751273,0.0121065,0.00802016,0.0353917,0.00895637,0.0141141,0.00385202,0.0261859,0,0.0584191,0,0.00605969,0.00345947,0.00147871,0.011241,0.0123022,0.0105654,0.00637539,0.00174847,0,0,0.00602126,0,0.0128257,0.00524281,0.0316066,0.0180641,0.0345298,0.00369936,0.00507796,0.00678487,0.00647714,0.019882,0.00717566,0.00957997,0.0117754,0.0366301,0.0106397,0.0122044,0.0121645,0.00409033,0.00355118,0.00450364,0.00943524,0.00417701,0,0,0,0
