Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LBR
149,0.00504175,0.00441177,0,0,0,0.0269557,0.0157988,0.0199781,0.00350087,0,0,0,0.00709158,0,0.0210446,0.00416206,0.0384627,0.030373,0.0238826,0.0306822,0,0,0.00632431,0.00577218,0.0157779,0.021706,0.0139529,0.0293974,0.024014,0.025208,0.0198925,0.0203574,0,0.0388271,0,0.00821754,0.00345611,0.0012634,0.0108183,0.0150135,0.014528,0.0137083,0.00510981,0,0,0.011965,0,0.0149168,0.00640381,0.0389398,0.0332721,0.0262564,0.0100285,0.0093414,0.0127063,0.00479993,0.0244562,0.00355742,0.00657641,0.0160358,0.0254481,0.0103396,0.021871,0.023643,0.00210431,0.0041145,0.00839778,0.00450758,0.00266849,0,0,0,0,0
150,0.00498485,0.00422262,0,0,0,0.0254358,0.0159727,0.0173564,0.00377636,0,0,0,0.00703764,0,0.020881,0.00400246,0.0381131,0.0277265,0.0240907,0.0325784,0,0,0.00637906,0.00564154,0.0162555,0.0228502,0.0151379,0.0291773,0.0246476,0.0256502,0.0192251,0.0211166,0,0.0377435,0,0.00825429,0.00360936,0.00114002,0.00992591,0.0150144,0.0160107,0.0136319,0.00533364,0,0,0.0122668,0,0.0149715,0.00660552,0.0388038,0.0349684,0.0259974,0.0094569,0.0093738,0.0127527,0.0046082,0.0244967,0.0035909,0.00627668,0.0161358,0.0247385,0.0107189,0.0223835,0.0234072,0.00223116,0.00398588,0.00836794,0.00447792,0.00268661,0,0,0,0,0
151,0.00490479,0.00404406,0,0,0,0.0245307,0.0160438,0.0145776,0.00404045,0,0,0,0.00703257,0,0.0208292,0.00399523,0.0376345,0.0246691,0.0243974,0.0345041,0,0,0.00630964,0.00565975,0.0169024,0.0246474,0.0169463,0.0286469,0.0246071,0.0255153,0.0178005,0.0221924,0,0.0361556,0,0.00832519,0.00369229,0.00114385,0.00886241,0.0149871,0.0177965,0.0134794,0.00545981,0,0,0.0125895,0,0.0150123,0.00680798,0.0385951,0.0368892,0.0256613,0.00897687,0.00942193,0.0127491,0.00434995,0.0245905,0.00371375,0.00591694,0.016334,0.0239458,0.0112332,0.0230328,0.0228986,0.00238699,0.00383676,0.00831252,0.00441818,0.00279406,0,0,0,0,0
152,0.00482426,0.00391895,0,0,0,0.0246299,0.0159768,0.0134325,0.00429874,0,0,0,0.00719531,0,0.0208462,0.00412649,0.0371197,0.0233123,0.0246744,0.0359791,0,0,0.00601845,0.00578107,0.0173574,0.0265138,0.0190594,0.0279207,0.0240474,0.0250581,0.0163408,0.0230565,0,0.0355047,0,0.00844992,0.00366356,0.00127562,0.00772669,0.0149771,0.0198467,0.013254,0.00551686,0,0,0.0129327,0,0.0150649,0.00700239,0.0384738,0.038898,0.0252397,0.00862165,0.00944122,0.0127134,0.00403475,0.0247202,0.0039653,0.00556182,0.0165356,0.0230887,0.0118779,0.023715,0.0220697,0.00252499,0.00364341,0.00823855,0.00431351,0.00292483,0,0,0,0,0
153,0.0048105,0.00381128,0,0,0,0.0246576,0.0159815,0.0138479,0.00458173,0,0,0,0.0073345,0,0.0209046,0.00415368,0.0366718,0.0230047,0.0248808,0.0361689,0,0,0.00554801,0.00588177,0.0173512,0.027592,0.0205523,0.0270181,0.0230875,0.0245422,0.0155634,0.0231192,0,0.0346952,0,0.008535,0.00366738,0.00135801,0.00680544,0.0149579,0.0218724,0.0129115,0.00556141,0,0,0.013201,0,0.0151371,0.00719726,0.0384449,0.0406696,0.0247516,0.0083895,0.00935498,0.0126925,0.0038115,0.024864,0.00435973,0.00528444,0.0165948,0.022163,0.0125315,0.0243028,0.020796,0.00269297,0.00342422,0.00808831,0.00418455,0.00304665,0,0,0,0,0
154,0.00390925,0.00622414,0,0,0,0.0239606,0.0164513,0.0131061,0.00479475,0,0,0,0.00440013,0,0.0204812,0.0024013,0.0363015,0.0222419,0.0253471,0.035066,0,0,0.00616233,0.0107511,0.0166805,0.027678,0.0207943,0.0259158,0.0225205,0.0245016,0.0156838,0.0226586,0,0.0334715,0,0.0045013,0.0031238,0.00241549,0.00846825,0.016236,0.0252545,0.0117165,0.0118297,0,0,0.00512014,0,0.0150924,0.00331235,0.0384522,0.0435936,0.0238861,0.00859168,0.00794763,0.0129823,0.00386264,0.0254778,0.00609851,0.00486231,0.0177417,0.0210532,0.0138547,0.0258876,0.0181135,0.00312141,0.00295497,0.00658458,0.00363344,0.00648166,0,0,0,0,0
155,0.00507252,0.00408963,0,0,0,0.0301637,0.0162467,0.0138563,0.00565632,0,0,0,0.00809389,0,0.0211417,0.00486178,0.04157,0.0133869,0.022924,0.0227084,0,0,0.00411991,0.00582688,0.003325,0.0183021,0.0158759,0.0294362,0.0145001,0.0159189,0.00402827,0.0255257,0,0.0332312,0,0.00929719,0.00371844,0.00181042,0.00659115,0.0151787,0.0261217,0.011517,0.00546203,0,0,0.0129479,0,0.0150454,0.00666388,0.0384965,0.0441153,0.0235626,0.00857068,0.00942327,0.0129759,0.00381672,0.0259253,0.0064089,0.00402779,0.017371,0.0201218,0.0141796,0.0254509,0.0173162,0.00235577,0.00289084,0.00769751,0.00474005,0.00384289,0,0,0,0,0
156,0.00464347,0.00394878,0,0,0,0.0281903,0.0162146,0.0126279,0.00571593,0,0,0,0.00823459,0,0.021147,0.00490914,0.0417076,0.0140498,0.0230555,0.0238282,0,0,0.00401517,0.00603452,0.00460584,0.0210377,0.0181721,0.0298366,0.0136527,0.0167076,0.00293779,0.0243112,0,0.0312566,0,0.00946617,0.00376715,0.00184577,0.00748513,0.0151971,0.0267794,0.0109626,0.00574656,0,0,0.0127245,0,0.0150866,0.00661707,0.0384422,0.0432798,0.0232814,0.0087869,0.00894757,0.0128673,0.00275573,0.0260891,0.00661228,0.00304697,0.0166723,0.0191516,0.0144774,0.0242791,0.015134,0.00229133,0.00271072,0.0076485,0.00459368,0.00398125,0,0,0,0,0
157,0.00405461,0.00381036,0,0,0,0.0225651,0.0161697,0.0104245,0.00560739,0,0,0,0.00848396,0,0.0212028,0.00501552,0.0409338,0.0143172,0.0232568,0.0210933,0,0,0.00409548,0.00633983,0.00477179,0.0210798,0.019074,0.0305714,0.0119309,0.0158056,0.00246418,0.0238167,0,0.0249157,0,0.00965998,0.00373977,0.00202209,0.00966462,0.0152264,0.0269678,0.0102972,0.00607911,0,0,0.0124872,0,0.0151389,0.00657163,0.0382078,0.0413307,0.0230937,0.00891854,0.00811194,0.0127972,0.00226536,0.0262275,0.00676437,0.00182092,0.0159398,0.0181963,0.0146694,0.0226026,0.0129989,0.00229548,0.00255093,0.00754001,0.00434955,0.00400623,0,0,0,0,0
158,0.00353467,0.00372235,0,0,0,0.0165034,0.0161147,0.00863083,0.0054727,0,0,0,0.00882221,0,0.0212274,0.00516522,0.0398329,0.0146359,0.0234038,0.017045,0,0,0.00432547,0.00666648,0.0047245,0.0198467,0.0185298,0.0309572,0.0103239,0.0143315,0.00280929,0.0236443,0,0.017995,0,0.00988508,0.0037484,0.00228168,0.0127082,0.0152639,0.026546,0.00955938,0.00647303,0,0,0.0123656,0,0.0152002,0.00653399,0.0378814,0.0380623,0.0229722,0.00885805,0.00703813,0.0128314,0.00258195,0.026293,0.00688485,0.00133781,0.0152896,0.0172722,0.0148092,0.0206827,0.0110949,0.00239272,0.00240898,0.0075502,0.00416027,0.00397702,0,0,0,0,0
159,0.00356805,0.00368887,0,0,0,0.0127235,0.0161407,0.00784722,0.00533722,0,0,0,0.00917913,0,0.0213412,0.00548074,0.038853,0.0150602,0.0233806,0.0144877,0,0,0.00424178,0.00660944,0.00487327,0.0186524,0.0171414,0.0306415,0.00937383,0.0135878,0.00325618,0.0233645,0,0.0139598,0,0.010101,0.00375297,0.00253577,0.0162725,0.0151368,0.0245988,0.00882178,0.00666129,0,0,0.0135313,0,0.0152763,0.00707393,0.0376536,0.032057,0.0229614,0.00849989,0.00622918,0.0133642,0.00356518,0.0260351,0.00674791,0.00278817,0.0146452,0.0162948,0.0145598,0.0183478,0.00887216,0.00267952,0.00246969,0.00764939,0.00444705,0.00404403,0,0,0,0,0
160,0.00330031,0.00372792,0,0,0,0.0102266,0.0160292,0.00715407,0.00505509,0,0,0,0.00938629,0,0.0213828,0.00556969,0.0382615,0.0149294,0.0231688,0.0132548,0,0,0.0050312,0.00692855,0.00498081,0.0174039,0.0153426,0.0296367,0.00863629,0.0129877,0.00330182,0.023015,0,0.0106016,0,0.0100345,0.00372495,0.00276595,0.0195733,0.0150791,0.0219956,0.00804573,0.00634454,0,0,0.0140888,0,0.0153573,0.00751096,0.0384375,0.0254988,0.0240966,0.00901782,0.00388718,0.0131739,0.00844049,0.0240422,0.00594804,0.00897795,0.0182604,0.018112,0.0165651,0.0206376,0.00536566,0.00294043,0.00240957,0.00755964,0.00394352,0.00389003,0,0,0,0,0
161,0.00317784,0.00353379,0,0,0,0.00905786,0.0161423,0.00672637,0.00501334,0,0,0,0.00983274,0,0.02139,0.00594409,0.037465,0.0151376,0.0230399,0.0126816,0,0,0.00524486,0.00722028,0.00575711,0.016892,0.0140206,0.0285761,0.00781483,0.0126935,0.00324322,0.0225625,0,0.00879194,0,0.0104207,0.00373586,0.00313732,0.0213872,0.0150673,0.0236093,0.00700451,0.00648738,0,0,0.0149233,0,0.0153613,0.00791433,0.038293,0.0290312,0.024094,0.0082352,0.003248,0.0131233,0.0089423,0.0238033,0.00584112,0.00914747,0.020475,0.0173165,0.0182214,0.0237208,0.00382556,0.00308532,0.00241002,0.00770149,0.00414826,0.00379935,0,0,0,0,0
162,0.00304731,0.00337509,0,0,0,0.00832843,0.016234,0.00635892,0.00494651,0,0,0,0.0104652,0,0.0214709,0.00643218,0.0368088,0.015287,0.0230484,0.011956,0,0,0.00543238,0.00749953,0.00656087,0.0164025,0.0129974,0.0276579,0.00690429,0.0123633,0.0031757,0.0221744,0,0.00777375,0,0.0109832,0.00378117,0.00371367,0.0222301,0.0150783,0.0247119,0.00587486,0.00665388,0,0,0.0156706,0,0.0153728,0.00823836,0.0381151,0.0325706,0.023901,0.00745005,0.00287231,0.0130425,0.00875379,0.0234757,0.00618668,0.008617,0.0221219,0.0165211,0.0195629,0.026048,0.00282585,0.0031895,0.00245536,0.00789637,0.00454378,0.00367196,0,0,0,0,0
163,0.00294094,0.00324501,0,0,0,0.00795821,0.0162959,0.00609102,0.00486854,0,0,0,0.0110667,0,0.0215794,0.00698105,0.0363855,0.0153093,0.0232114,0.0107853,0,0,0.00567103,0.00767849,0.0070094,0.015608,0.0121124,0.027012,0.00610612,0.0119814,0.00324101,0.0219952,0,0.00735269,0,0.0115903,0.00381656,0.00433258,0.0225585,0.0150947,0.0253256,0.00476477,0.00691365,0,0,0.0162795,0,0.0153886,0.0085015,0.0379262,0.0357375,0.0235364,0.00707855,0.00261118,0.0129786,0.00825205,0.0229738,0.00707407,0.00766157,0.0232361,0.0158273,0.020667,0.0277883,0.00253167,0.00337564,0.0025207,0.00800271,0.00511441,0.00359859,0,0,0,0,0
164,0.00167295,0.00301062,0,0,0,0.00757577,0.0163355,0.00594636,0.004696,0,0,0,0.011219,0,0.0214789,0.00701246,0.0362312,0.0152195,0.0234116,0.00918252,0,0,0.00575286,0.00958338,0.00700634,0.0143653,0.0111719,0.0265881,0.0054756,0.0113745,0.00341749,0.0220404,0,0.00736133,0,0.0123895,0.00400341,0.00440645,0.0211553,0.0157826,0.0251503,0.00382512,0.00980018,0,0,0.0114339,0,0.0154695,0.00600805,0.0377295,0.0382077,0.0230459,0.0073038,0.00240226,0.0126458,0.00735921,0.0224139,0.00817709,0.00647075,0.023892,0.0153782,0.0216807,0.0288523,0.00202718,0.00273679,0.00235158,0.00721485,0.00494012,0.00453675,0,0,0,0,0
165,0.00299477,0.00312206,0,0,0,0.00719743,0.0165648,0.00587864,0.0042753,0,0,0,0.0122298,0,0.0216379,0.00807153,0.0363319,0.015038,0.0235881,0.00736377,0,0,0.0053632,0.00798423,0.00663481,0.0127211,0.0100741,0.0262722,0.00492319,0.0102408,0.00357597,0.0222255,0,0.00745365,0,0.0129645,0.00403228,0.00516545,0.018726,0.0154655,0.0243207,0.00303751,0.00811642,0,0,0.0152379,0,0.015388,0.00781772,0.0376803,0.0390094,0.0224801,0.00789817,0.00219055,0.012597,0.00617633,0.0218484,0.00910856,0.00541549,0.0242699,0.0150608,0.0226299,0.0294517,0.00149638,0.00331892,0.0024488,0.00807984,0.00694298,0.00383371,0,0,0,0,0
166,0.00331053,0.00343364,0,0,0,0.00758384,0.0167927,0.00587983,0.00404888,0,0,0,0.0127081,0,0.0216985,0.00840483,0.0364181,0.0151106,0.023675,0.00598643,0,0,0.00538828,0.00798544,0.00632075,0.0113626,0.00916499,0.0260007,0.00450832,0.00914277,0.00372263,0.0222657,0,0.00826775,0,0.0134094,0.0042094,0.00536706,0.0162677,0.0155517,0.023284,0.00235349,0.00861609,0,0,0.0154169,0,0.0153782,0.00791455,0.0378236,0.0382045,0.0220109,0.00850918,0.00165784,0.0128635,0.00507817,0.0213341,0.00994843,0.00455105,0.0245592,0.0147398,0.0231045,0.0299948,0.00360861,0.00350004,0.00267087,0.00835984,0.00764679,0.0041079,0,0,0,0,0
167,0.0035217,0.0037126,0,0,0,0.008612,0.0169186,0.00578426,0.00386943,0,0,0,0.013175,0,0.0217548,0.00866609,0.0363074,0.0153118,0.0237084,0.00517493,0,0,0.00560262,0.00809438,0.00606306,0.0106706,0.00847264,0.0258316,0.00420086,0.00848083,0.00384566,0.0222463,0,0.00991903,0,0.0137356,0.00426104,0.00551649,0.0129718,0.0156517,0.0222626,0.00195128,0.00912028,0,0,0.0155334,0,0.015365,0.00800852,0.0382287,0.0365793,0.0217558,0.00898311,0.00128437,0.0131998,0.00419723,0.0208884,0.0105313,0.00429764,0.0244029,0.0146038,0.0228603,0.0301267,0.00953333,0.00362763,0.00297665,0.00848225,0.00796199,0.00429379,0,0,0,0,0
168,0.0037614,0.00402218,0,0,0,0.00963783,0.0169132,0.00562821,0.00352584,0,0,0,0.013568,0,0.0217653,0.00891392,0.0361472,0.0152456,0.0237386,0.00443876,0,0,0.00559919,0.00823354,0.00580113,0.0101826,0.00796139,0.0258017,0.00392922,0.00802744,0.00400024,0.0222227,0,0.0114472,0,0.013994,0.00422457,0.0055759,0.00988897,0.0157876,0.0218092,0.0019585,0.00956218,0,0,0.0156469,0,0.0153689,0.00808908,0.0387171,0.0352299,0.0216707,0.00959498,0.00160962,0.0136401,0.00361287,0.0203795,0.0107148,0.00424311,0.0240945,0.0147666,0.0224598,0.0298642,0.0159142,0.00372773,0.00328137,0.00861145,0.00814445,0.00427531,0,0,0,0,0
169,0.00484367,0.00495648,0,0,0,0.0112281,0.0169783,0.00536307,0.00300426,0,0,0,0.0144953,0,0.0217752,0.00972163,0.0356104,0.0151548,0.023919,0.00417905,0,0,0.00458287,0.00765307,0.00579188,0.0104266,0.00778955,0.0259942,0.00378746,0.00820893,0.00416925,0.0219844,0,0.0135769,0,0.0143885,0.00409564,0.00592388,0.0180736,0.0159021,0.0127844,0.00217279,0.00911257,0,0,0.0168985,0,0.015331,0.00867883,0.0387821,0.0167634,0.0208306,0.012182,0.00151023,0.014015,0.0019313,0.0202541,0.00863883,0.00534151,0.0207198,0.0122824,0.0193787,0.0229258,0.0269939,0.00390792,0.00365332,0.00906637,0.0092231,0.00344684,0,0,0,0,0
170,0.00520662,0.00531951,0,0,0,0.0123001,0.0169513,0.00502649,0.00261943,0,0,0,0.0150243,0,0.0217005,0.0101283,0.0351412,0.0147764,0.023989,0.00398563,0,0,0.00406582,0.00743665,0.00573156,0.0102846,0.00766016,0.0263065,0.00376741,0.00855158,0.00429744,0.0216912,0,0.0154039,0,0.0144322,0.00400992,0.00620384,0.0278379,0.0160484,0.0167906,0.00280512,0.00911181,0,0,0.0178511,0,0.015364,0.00920622,0.0389258,0.0139121,0.0205948,0.0144715,0.00187603,0.0144591,0.00269401,0.0201766,0.00724593,0.00568266,0.0197406,0.0123805,0.0195078,0.0203475,0.0354384,0.00419908,0.00403117,0.0093599,0.00941191,0.00297581,0,0,0,0,0
171,0.00513676,0.0053186,0,0,0,0.0133431,0.0169129,0.00470133,0.00233106,0,0,0,0.0152906,0,0.0216618,0.0102934,0.0348614,0.0141491,0.023894,0.00393501,0,0,0.00397633,0.00709752,0.00571578,0.00990551,0.00759505,0.0266703,0.00390656,0.00902842,0.00435392,0.0213772,0,0.0170243,0,0.0141422,0.00395521,0.00640293,0.0287909,0.0161222,0.0172221,0.00336552,0.00885728,0,0,0.0185793,0,0.0153718,0.00960562,0.0388393,0.0150141,0.0208055,0.0156214,0.00238739,0.014646,0.00243762,0.0196254,0.0068358,0.00473214,0.0198982,0.0119126,0.0195313,0.0203516,0.0365891,0.00438372,0.0042016,0.00955679,0.0090927,0.00254242,0,0,0,0,0
172,0.00473091,0.00512693,0,0,0,0.0141872,0.0168247,0.00454087,0.00201994,0,0,0,0.0153724,0,0.0217378,0.0103679,0.0346082,0.0135501,0.0237616,0.00376907,0,0,0.00386342,0.00682495,0.00582402,0.00942532,0.00751098,0.0269816,0.00402102,0.0092991,0.00439797,0.021059,0,0.0183622,0,0.0137387,0.0039351,0.00660587,0.0286223,0.0162951,0.0169632,0.0041836,0.00874596,0,0,0.0195081,0,0.0154304,0.0100968,0.0386011,0.0157386,0.0209857,0.0164234,0.00290654,0.0149766,0.00192767,0.0191649,0.00668752,0.00373812,0.0201698,0.011315,0.0196452,0.020644,0.0366118,0.00460636,0.0042069,0.0101478,0.00838072,0.00237274,0,0,0,0,0
173,0.00415847,0.0048522,0,0,0,0.0150481,0.0166621,0.00449991,0.00167747,0,0,0,0.01539,0,0.0218999,0.0103992,0.0344036,0.0128501,0.0236278,0.00356566,0,0,0.00361522,0.00652843,0.00600341,0.00898449,0.00728077,0.0272984,0.00410758,0.00928661,0.00442207,0.0208556,0,0.0195755,0,0.0132512,0.00398632,0.00702601,0.0276211,0.0163969,0.0162277,0.00519587,0.00865549,0,0,0.0202548,0,0.0154437,0.0105309,0.0382336,0.0162655,0.0212443,0.0171931,0.00327423,0.0152131,0.00127976,0.0188465,0.00633536,0.00255204,0.0204694,0.0109224,0.0197382,0.0210386,0.035629,0.00479559,0.00423114,0.0106497,0.0075391,0.00242349,0,0,0,0,0
174,0.00429562,0.00421595,0,0,0,0.0154529,0.0164612,0.00448094,0.00161936,0,0,0,0.014169,0,0.021619,0.00857131,0.0343487,0.0122591,0.0234149,0.00328219,0,0,0.00345996,0.00946653,0.00594152,0.00847834,0.00695939,0.0274369,0.00404486,0.0087736,0.00447772,0.0207458,0,0.0204132,0,0.0124372,0.00429964,0.00597085,0.0252507,0.0168568,0.0149386,0.00636146,0.0130103,0,0,0.0158932,0,0.0155852,0.00911,0.0378696,0.0163449,0.0216176,0.0183616,0.00380442,0.016953,0.000660736,0.0185398,0.00602477,0.00148788,0.0210085,0.0106877,0.0199154,0.0217948,0.0333337,0.0047273,0.00486885,0.00995449,0.00529107,0.00593596,0,0,0,0,0
175,0.00320873,0.00386905,0,0,0,0.0154374,0.0164457,0.00456285,0.0015992,0,0,0,0.0142464,0,0.0218269,0.00844903,0.0347117,0.0114922,0.0230493,0.00314673,0,0,0.00378379,0.00800901,0.0055721,0.00759589,0.00664047,0.0273532,0.00387599,0.00770009,0.00438704,0.0207902,0,0.020477,0,0.0114748,0.00429396,0.00650461,0.0117245,0.016309,0.0145637,0.0078087,0.0112367,0,0,0.0185962,0,0.0154639,0.00991846,0.037596,0.0229102,0.0224117,0.0187597,0.00497466,0.0160889,0.00272342,0.0178355,0.00807586,0.00196693,0.0232839,0.0119465,0.0209575,0.0256957,0.0218946,0.00519547,0.00434187,0.00988628,0.00454113,0.005126,0,0,0,0,0
176,0.00321064,0.00376047,0,0,0,0.0154848,0.016401,0.00453708,0.0015278,0,0,0,0.0140351,0,0.0219203,0.00801752,0.0348791,0.0109551,0.0227415,0.00359888,0,0,0.00347193,0.00755791,0.00540503,0.00694081,0.00636097,0.0274403,0.00385673,0.00660992,0.00423021,0.0207551,0,0.0205201,0,0.0106442,0.00436234,0.00686961,0.00702223,0.01626,0.0183717,0.00914705,0.0109949,0,0,0.0181464,0,0.0154404,0.009638,0.0375226,0.0279564,0.022705,0.0193995,0.00526545,0.0158736,0.00355533,0.0177153,0.00887607,0.00256423,0.024477,0.0133001,0.0220462,0.0275838,0.0173782,0.0051513,0.00411266,0.00944715,0.00414215,0.00543176,0,0,0,0,0
177,0.00336185,0.00366146,0,0,0,0.0156606,0.0163815,0.00445362,0.00136285,0,0,0,0.013778,0,0.0220765,0.00764931,0.0349338,0.010542,0.0224989,0.00418905,0,0,0.00303093,0.00719733,0.00538689,0.00650999,0.00619375,0.0275456,0.00396894,0.00576215,0.00422678,0.0206676,0,0.0206561,0,0.00991699,0.00439666,0.00736132,0.00637077,0.0162769,0.0187305,0.0100868,0.0107161,0,0,0.0178011,0,0.0154263,0.00942545,0.0375849,0.027691,0.0226788,0.0197003,0.00524148,0.0157987,0.00320473,0.0179056,0.00876235,0.00268944,0.0245195,0.0132296,0.0221983,0.0274655,0.0159328,0.00518231,0.0038751,0.00898051,0.00389447,0.00568282,0,0,0,0,0
178,0.00357394,0.0034904,0,0,0,0.0159438,0.0163813,0.00441265,0.00125053,0,0,0,0.0134635,0,0.0221437,0.00727431,0.0350294,0.0101812,0.0222789,0.00454838,0,0,0.0026793,0.00688879,0.00544016,0.00622395,0.00618763,0.0275779,0.0041059,0.00524968,0.00439476,0.0205815,0,0.0209759,0,0.00926742,0.00440119,0.00768623,0.00600853,0.0162759,0.0193941,0.0109033,0.010677,0,0,0.0174227,0,0.0154021,0.00918533,0.0377798,0.027668,0.0226559,0.0198504,0.00528903,0.0156796,0.00271063,0.0180614,0.00834638,0.00295011,0.0246793,0.012883,0.0226935,0.0273966,0.0144268,0.00524411,0.00353238,0.0083758,0.00364042,0.00590985,0,0,0,0,0
179,0.00391689,0.00313889,0,0,0,0.0164893,0.0167472,0.00456154,0.00111464,0,0,0,0.0133523,0,0.0220678,0.00687623,0.0351092,0.00973997,0.0221304,0.0047459,0,0,0.00243035,0.00659659,0.00549181,0.00603499,0.00623797,0.0276052,0.00426207,0.0051864,0.004505,0.0204759,0,0.0216595,0,0.00876095,0.00428859,0.00779793,0.00610581,0.0162586,0.0196319,0.011627,0.0110838,0,0,0.0169874,0,0.015389,0.00897423,0.0380161,0.0276152,0.0226612,0.0198249,0.00531832,0.0155608,0.00253641,0.0183378,0.00809926,0.00306052,0.0246892,0.0125433,0.023087,0.0270375,0.0135965,0.00540193,0.00320418,0.00810363,0.00338879,0.00620445,0,0,0,0,0
180,0.00426563,0.00289023,0,0,0,0.0170312,0.0169514,0.004864,0.00112721,0,0,0,0.0130351,0,0.0221242,0.0065203,0.0350669,0.00935853,0.0219875,0.00505499,0,0,0.00237384,0.00647763,0.00553186,0.00592554,0.00627694,0.027763,0.00454608,0.00533589,0.00469276,0.0203232,0,0.0224122,0,0.00826066,0.00414958,0.00768188,0.00643363,0.0162391,0.019558,0.0121183,0.011351,0,0,0.0165997,0,0.0153871,0.00881198,0.0381978,0.0274252,0.0225853,0.0198582,0.00546653,0.0154706,0.00252776,0.0186542,0.00790418,0.00307002,0.0245287,0.01237,0.0233584,0.0264233,0.0134327,0.00551348,0.0028592,0.00801273,0.00323221,0.00643343,0,0,0,0,0
181,0.00363143,0.00255242,0,0,0,0.0178915,0.0170964,0.00516317,0.00116541,0,0,0,0.0125045,0,0.0223762,0.00661847,0.0348778,0.00886111,0.021828,0.00524146,0,0,0.0024676,0.00516832,0.00548232,0.00589449,0.00618918,0.028079,0.00472264,0.00562018,0.00470006,0.0201649,0,0.0232598,0,0.00785205,0.0039514,0.00775202,0.00600569,0.0159748,0.0194575,0.012301,0.0101519,0,0,0.0184121,0,0.015356,0.00961833,0.0382656,0.027796,0.0225259,0.0200512,0.0057751,0.0149229,0.0026209,0.0188489,0.00750817,0.00310147,0.0244336,0.012413,0.0235927,0.0258318,0.0130615,0.00589796,0.00245483,0.00815021,0.00341864,0.00582912,0,0,0,0,0
182,0.00401407,0.00244675,0,0,0,0.0182183,0.0169154,0.00552084,0.00133222,0,0,0,0.0117784,0,0.0222653,0.0060605,0.0346015,0.00864352,0.0216693,0.00578458,0,0,0.00274783,0.00558986,0.00547196,0.00589112,0.00600611,0.0283494,0.0050029,0.00560477,0.00488036,0.0200953,0,0.0236632,0,0.00728393,0.00383247,0.00703309,0.00687219,0.0158482,0.0193021,0.0124015,0.0103052,0,0,0.0187796,0,0.0153636,0.009848,0.03826,0.0277959,0.0224754,0.0203332,0.00634116,0.0150459,0.00295474,0.0190248,0.00700778,0.0033801,0.0245649,0.0122691,0.0238076,0.0255918,0.0138255,0.00622539,0.00213977,0.00808011,0.0032009,0.00605267,0,0,0,0,0
183,0.00425506,0.00243098,0,0,0,0.0184024,0.0167151,0.00565375,0.00160124,0,0,0,0.0109711,0,0.02214,0.00540566,0.0344085,0.00859917,0.0215268,0.00630638,0,0,0.0030494,0.00600178,0.00558775,0.00594212,0.00615938,0.0285603,0.00528957,0.00533781,0.00513494,0.0200239,0,0.0239724,0,0.00670545,0.00372634,0.00602528,0.00832955,0.0157937,0.0187046,0.0124187,0.0104095,0,0,0.0189921,0,0.015406,0.0100218,0.0382404,0.027453,0.0224566,0.0206536,0.00707265,0.0152027,0.00342287,0.0194396,0.00639242,0.00371779,0.0245968,0.0120184,0.0237194,0.025445,0.015013,0.00647622,0.00193298,0.00803038,0.00303734,0.00622095,0,0,0,0,0
184,0.00575984,0.00291803,0,0,0,0.0185922,0.0164182,0.00570008,0.00183288,0,0,0,0.0101663,0,0.0218454,0.0042897,0.0340168,0.00878144,0.021546,0.00698126,0,0,0.00284915,0.00819019,0.00578266,0.0060165,0.00617621,0.0288611,0.00571024,0.00512383,0.00540609,0.0199024,0,0.0245367,0,0.00609834,0.00369611,0.00442528,0.0154425,0.0162586,0.01704,0.0122266,0.0123342,0,0,0.0151832,0,0.0155297,0.00834406,0.0383518,0.0248581,0.022226,0.0216718,0.00717208,0.0161273,0.00444789,0.0206576,0.00449669,0.00397976,0.0236033,0.0100249,0.0226155,0.0240015,0.0196572,0.00608439,0.00191027,0.00746667,0.00323476,0.00746148,0,0,0,0,0
185,0.00378525,0.00250771,0,0,0,0.0188434,0.0164865,0.00624826,0.00244992,0,0,0,0.00933619,0,0.0218248,0.00485074,0.0335264,0.00885827,0.0218468,0.00830832,0,0,0.00284875,0.00480892,0.00588016,0.00598041,0.00627336,0.0292855,0.00647643,0.00515037,0.00556536,0.0197095,0,0.0248014,0,0.0057377,0.00339356,0.00436232,0.0240496,0.0157937,0.0217443,0.011952,0.00923687,0,0,0.0185199,0,0.0153735,0.00987662,0.0387425,0.0296263,0.0221967,0.0227318,0.0074633,0.0147597,0.00618646,0.0221815,0.00313989,0.00488647,0.0227205,0.0107623,0.022522,0.0235532,0.0258212,0.00649978,0.00165477,0.00780601,0.00367842,0.00580383,0,0,0,0,0
