Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LBR
All Timesteps RMSE,0.0077107,0.00513248,0,0,0,0.0339266,0.0178787,0.0168432,0.00564421,0,0,0,0.0116768,0,0.0220029,0.00888645,0.0355194,0.0177465,0.0208904,0.0176361,0,0,0.00492986,0.00959466,0.0100285,0.014104,0.0119952,0.0301062,0.0122614,0.0138457,0.00933666,0.0227662,0,0.0423377,0,0.0106204,0.00992344,0.00737326,0.0167206,0.0157051,0.0176369,0.00960062,0.0103527,0,0,0.0156017,0,0.0152021,0.00837706,0.0369954,0.0280283,0.0280257,0.0144624,0.00990163,0.0158052,0.00633758,0.0234076,0.00813732,0.00795876,0.0191266,0.0284428,0.0159233,0.022612,0.0203436,0.00590377,0.00442086,0.00896085,0.00615751,0.00749868,0,0,0,0,0
0,0.0051502,0.0036939,0,0,0,0.0646838,0.0158704,0.030763,0.0051495,0,0,0,0.0139296,0,0.0202144,0.00930885,0.0336545,0.0216287,0.0132216,0.014873,0,0,0.00151095,0.0049927,0.00842351,0.00621278,0.011218,0.0365978,0.0101391,0.0149139,0.0106322,0.0242035,0,0.077197,0,0.00923006,0.00249701,0.00428553,0.00721453,0.0165616,0.0128603,0.00569432,0.00716816,0,0,0.0183794,0,0.014516,0.00965017,0.031594,0.0240163,0.034235,0.012037,0.00711632,0.0162657,0.0102484,0.0271083,0.0144309,0.0137418,0.011163,0.0335744,0.0052398,0.0155309,0.00583066,0.00955398,0.0074814,0.0101474,0.0049652,0.0075123,0,0,0,0,0
1,0.00491585,0.00398304,0,0,0,0.0679807,0.0158473,0.0309132,0,0,0,0,0.012892,0,0.020075,0.0086288,0.0334609,0.0195523,0.0138472,0.0156237,0,0,0.00156389,0.00493473,0.00823318,0.00593733,0.0107734,0.0363151,0.010919,0.0158705,0.00995712,0.0250782,0,0.0828969,0,0.00845485,0.00262286,0.00386362,0.00697435,0.0165089,0.0124319,0.00535556,0.00705882,0,0,0.0177527,0,0.0146045,0.00942676,0.0320974,0.0234596,0.0343301,0.0118038,0.00681118,0.0160429,0.0102386,0.0274487,0.0145868,0.013581,0.0113462,0.0335095,0.00522562,0.0156,0.00555818,0.0093298,0.00745855,0.0101186,0.00477242,0.00773281,0,0,0,0,0
2,0.00537758,0.00338078,0,0,0,0.0704125,0.0157856,0.0317295,0.00469362,0,0,0,0.0120966,0,0.0201344,0.00833154,0.033495,0.0187052,0.0141833,0.0163204,0,0,0.00145593,0.00535752,0.00808667,0.00612335,0.0102028,0.0360448,0.0114557,0.0167538,0.00954561,0.0254839,0,0.0871327,0,0.00766587,0.00259552,0.00362659,0.00685058,0.0164928,0.0123079,0.00487072,0.0077974,0,0,0.0177876,0,0.0146656,0.00960852,0.0321682,0.0233494,0.0342396,0.0116464,0.00593385,0.0162579,0.0102519,0.0277707,0.0146407,0.0134177,0.0116801,0.0334213,0.00533388,0.0159533,0.00577676,0.00949467,0.00782927,0.0102903,0.00439221,0.00810592,0,0,0,0,0
3,0.00598749,0.00273465,0,0,0,0.0724256,0.0156463,0.0326976,0.00478449,0,0,0,0.0117217,0,0.0202065,0.00826443,0.033371,0.0189925,0.0144679,0.0168941,0,0,0.00133547,0.00636187,0.00796866,0.00638886,0.00985322,0.035739,0.0119461,0.0176205,0.00947134,0.0257315,0,0.0903114,0,0.00706979,0.00256846,0.00354865,0.00689976,0.0165281,0.0122868,0.00433477,0.00855997,0,0,0.0180497,0,0.0147161,0.00996363,0.0320694,0.0230828,0.0339746,0.0115449,0.00496179,0.0163806,0.0101475,0.0280264,0.014868,0.0132189,0.0120631,0.0332938,0.00542066,0.0166085,0.0064395,0.00980977,0.00825563,0.0105419,0.0039273,0.00849827,0,0,0,0,0
4,0.00705858,0.00258822,0,0,0,0.0738498,0.0155272,0.0337293,0.00510473,0,0,0,0.0116943,0,0.0203199,0.00841595,0.033275,0.020103,0.0147456,0.0174897,0,0,0.00114102,0.00819748,0.00781011,0.00660456,0.00979665,0.0353934,0.0124721,0.0184773,0.00964581,0.0260432,0,0.0927352,0,0.00654451,0.0025543,0.00357873,0.00708139,0.0165284,0.0122107,0.00378105,0.00973868,0,0,0.0182404,0,0.0147368,0.0102231,0.0319848,0.0230033,0.0336888,0.0115497,0.00405565,0.016635,0.0100053,0.028339,0.0149736,0.0130243,0.0123123,0.0331559,0.00545257,0.0172908,0.00714393,0.0100997,0.00841841,0.0106563,0.00371203,0.0091992,0,0,0,0,0
5,0.00934918,0.00970718,0,0,0,0.0749933,0.0160778,0.0347886,0,0,0,0,0.00908703,0,0.0201084,0.00692804,0.032983,0.021648,0.0148035,0.0182196,0,0,0.00100828,0.0181436,0.00757679,0.00655415,0.00985829,0.0349278,0.0130284,0.019062,0.00980886,0.02643,0,0.094676,0,0.00379848,0.00290282,0.00308688,0.00724841,0.0164998,0.012176,0.00305783,0.0115249,0,0,0.0149822,0,0.0148698,0.00833613,0.0320518,0.0233214,0.0335307,0.0115562,0.00361608,0.0165621,0.00969022,0.0286137,0.014942,0.0127839,0.0125216,0.0329657,0.00551579,0.0179283,0.00813971,0.00676692,0.00712524,0.0102248,0.0100212,0.0115096,0,0,0,0,0
6,0.0289419,0.0250393,0,0,0,0.0754582,0.01758,0.0353299,0,0,0,0,0.00586342,0,0.0191803,0.00304604,0.03278,0.0220961,0.015531,0.0186342,0,0,0.00343144,0.0312329,0.00759785,0.00742503,0.00982839,0.034713,0.013447,0.0199457,0.0100493,0.0266431,0,0.0960942,0,0.0114892,0.00359585,0.00200285,0.00679317,0.0167352,0.0115882,0.00290484,0.0142991,0,0,0.0141829,0,0.0146351,0.00685259,0.0318998,0.0227651,0.0340559,0.010262,0.00593381,0.0180029,0.00909405,0.0279433,0.0139477,0.012005,0.0119943,0.03263,0.00553739,0.0175132,0.00785067,0.0125409,0.00640154,0.00982025,0.0180216,0.015641,0,0,0,0,0
7,0.00702549,0.00673019,0,0,0,0.0753318,0.015756,0.0359066,0.00593912,0,0,0,0.00703866,0,0.0203578,0.00550082,0.0326245,0.0234057,0.0153473,0.0190533,0,0,0.000902953,0.0134151,0.00699867,0.00675207,0.009613,0.0337485,0.0137812,0.0200094,0.0101327,0.0268639,0,0.0960539,0,0.00302407,0.002437,0.00228123,0.00783219,0.0162512,0.0124497,0.00252012,0.00771411,0,0,0.0172835,0,0.014887,0.00893131,0.0316685,0.0244596,0.0331035,0.0119466,0.00295473,0.0129812,0.00928556,0.0288423,0.0152715,0.0124895,0.0133991,0.0326077,0.00582935,0.0192758,0.00985029,0.00803772,0.00709406,0.0103413,0.00507528,0.00927835,0,0,0,0,0
8,0.00517758,0.00420544,0,0,0,0.0747222,0.0153822,0.0358516,0,0,0,0,0.00571941,0,0.0208166,0.00463415,0.0322675,0.0241488,0.0151207,0.0191885,0,0,0.000772136,0.0096912,0.00648791,0.00608598,0.00942917,0.0327903,0.0137909,0.0200059,0.0102743,0.0269278,0,0.0949294,0,0.00259826,0.00270757,0.00206623,0.0082388,0.0160174,0.0130088,0.00196231,0.0105224,0,0,0.0171431,0,0.0150193,0.00874589,0.0317518,0.0253914,0.0326902,0.0119982,0.0023388,0.0171768,0.0090827,0.0287916,0.0152554,0.0122809,0.0142916,0.0324736,0.00635647,0.0203517,0.0105483,0.00742229,0.00674812,0.010206,0.00412884,0.00900981,0,0,0,0,0
9,0.0057219,0.00335954,0,0,0,0.0732286,0.0180914,0.0353488,0,0,0,0,0.00532008,0,0.0191714,0.00421206,0.0321387,0.0242917,0.01522,0.0189766,0,0,0.000766408,0.00805873,0.00615371,0.00583051,0.00914963,0.0319918,0.0135273,0.0195963,0.0104265,0.0267645,0,0.0927288,0,0.0055934,0.00756484,0.00357573,0.00799307,0.0159134,0.012934,0.00174935,0.0100545,0,0,0.0169016,0,0.0150405,0.00861371,0.0318561,0.0254413,0.0326233,0.0109123,0.00248115,0.0165423,0.00869791,0.0283859,0.0144816,0.0116395,0.0145591,0.0322654,0.00679073,0.0207396,0.0109125,0.00778375,0.00664896,0.00998583,0.00388321,0.00870453,0,0,0,0,0
10,0.00483437,0.0036455,0,0,0,0.0708522,0.0158756,0.0345298,0,0,0,0,0.00760742,0,0.0198097,0.00313859,0.0321334,0.0242799,0.015295,0.0188147,0,0,0.000950028,0.00863936,0.00582878,0.00555695,0.00881172,0.031117,0.0132122,0.0187677,0.0103009,0.0266344,0,0.0894379,0,0.00676232,0,0.00106835,0.00804923,0.0158125,0.0128446,0.0019376,0.00918237,0,0,0.015749,0,0.0150492,0.00788786,0.0320026,0.0255185,0.0323511,0.0100423,0.00286408,0.0154419,0.0083294,0.0279113,0.0138997,0.0115486,0.0147678,0.0321476,0.00728282,0.02124,0.011723,0.00686158,0.00600047,0.0096299,0.00424118,0.00846535,0,0,0,0,0
11,0.0311971,0.0110628,0,0,0,0.0678172,0.0528007,0.0332606,0,0,0,0,0.0348014,0,0.0501629,0.0397906,0.0320039,0.0237735,0.0155381,0.0183982,0,0,0.00102156,0.03762,0.00560411,0.00543112,0.00871332,0.0304237,0.0126542,0.0176357,0.0098136,0.026351,0,0.0859837,0,0.028252,0.0644534,0.0403704,0.00695977,0.0158543,0.012132,0.00279293,0.0357608,0,0,0.0205337,0,0.0150303,0.0116373,0.0321624,0.024931,0.0324837,0.00813222,0.0032966,0.0340067,0.00758971,0.0269319,0.0128927,0.0108387,0.0144119,0.0320841,0.00764288,0.0209107,0.0126951,0.0164541,0.00786466,0.0101302,0.0129758,0.0288427,0,0,0,0,0
12,0.0352616,0.013449,0,0,0,0.0649162,0.0593479,0.0315879,0,0,0,0,0.0406622,0,0.0566837,0.0460974,0.0319527,0.0231621,0.015624,0.0182388,0,0,0.00128637,0.0426704,0.00532999,0.00533258,0.00841106,0.029511,0.0122721,0.0162958,0.00927949,0.0261842,0,0.0823239,0,0.0325251,0.0732878,0.0467595,0.00607988,0.0156406,0.0143817,0.00327745,0.0394887,0,0,0.021637,0,0.0150874,0.0118376,0.0326597,0,0.0322276,0.00866806,0.00368452,0.036188,0.00703285,0.0268124,0.01274,0.0109012,0.0165667,0.0320502,0.00954603,0.0237736,0.0153653,0.0175854,0.00760962,0.0102299,0.0152743,0.0323502,0,0,0,0,0
13,0.0355877,0.0127883,0,0,0,0.0621678,0.0601177,0.029808,0,0,0,0,0.0414972,0,0.0565784,0.0468285,0.0322096,0.0221658,0.0157306,0.018027,0,0,0.00168854,0.0426962,0.00524379,0.00554746,0.00804429,0.0286767,0.0118456,0.0151697,0.00879071,0.025944,0,0.0789229,0,0.033089,0.0740296,0.0472876,0.00678935,0.0155773,0.0144097,0.00405344,0.0401659,0,0,0.0211355,0,0.0151279,0.0115046,0.0330384,0,0.0319577,0.00790367,0.00402182,0.0369285,0.00652062,0.0261431,0.0117488,0.010597,0.0169573,0.0317534,0.00989432,0.0242113,0.0162577,0.0176696,0.00728552,0.0100191,0.0145918,0.0328864,0,0,0,0,0
14,0.0355813,0.0120107,0,0,0,0.0599721,0.0612209,0.0283073,0,0,0,0,0.042306,0,0.0566509,0.0475204,0.0326485,0.0212376,0.0160122,0.0177658,0,0,0.00220849,0.0421903,0.00529681,0.00602823,0.00777636,0.0279632,0.011533,0.0141156,0.00837227,0.0256489,0,0.0761184,0,0.0335788,0.075083,0.0480146,0.00749874,0.0155202,0.0143947,0.00495419,0.0405096,0,0,0.0207154,0,0.015123,0.0112463,0.0333901,0,0.0317731,0.00644671,0.00429404,0.0375657,0.00598103,0.0255691,0.0105636,0.00986445,0.0172027,0.0314268,0.0101952,0.0245169,0.0174419,0.0177705,0.00705674,0.00980678,0.0135251,0.0330532,0,0,0,0,0
15,0.0282947,0.00658002,0,0,0,0.0583226,0.059525,0.0274011,0,0,0,0,0.0370818,0,0.0527147,0.042966,0.0331716,0.0207508,0.0164002,0.0174149,0,0,0.00245954,0.0303703,0.0054798,0.0065345,0.00787094,0.0273907,0.0112329,0.0129471,0.00809236,0.0252653,0,0.0736861,0,0.0300159,0.0718133,0.0458212,0.00845533,0.0158898,0.0141937,0.00604461,0.0327414,0,0,0.0195779,0,0.0149615,0.0108309,0.0335309,0,0.0314831,0.00534143,0.0049313,0.0331979,0.00553793,0.0250982,0.00867895,0.00893167,0.0171198,0.0311402,0.0103954,0.0242505,0.0187269,0.0167473,0.00654497,0.00940851,0.00545796,0.0259602,0,0,0,0,0
16,0.00607171,0.00493847,0,0,0,0.0570002,0.0167796,0.0270498,0,0,0,0,0.0128801,0,0.0201637,0.00695299,0.0337353,0.0208975,0.0162785,0.0172332,0,0,0.00287986,0.00711509,0.00593188,0.00753709,0.008197,0.0265237,0.0111415,0.0120079,0.00810232,0.0249293,0,0.0716171,0,0.0117198,0,0.00339734,0.0098379,0.0155091,0.0143679,0.00738011,0.00822515,0,0,0.0144904,0,0.01512,0.00650455,0.0337636,0,0.0307058,0.00578666,0.00745188,0.013876,0.00534079,0.0250628,0.00727468,0.00848891,0.017497,0.0308799,0.010696,0.0245388,0.0202811,0.00574182,0.00427708,0.00856452,0.00807001,0.00845158,0,0,0,0,0
17,0.00591535,0.0050234,0,0,0,0.0563606,0.016674,0.0266896,0,0,0,0,0.0118425,0,0.0200387,0.00645685,0.034286,0.0206307,0.0166642,0.016387,0,0,0.00325691,0.00670798,0.0070201,0.00857696,0.00832849,0.0259291,0.0111947,0.0122655,0.0085812,0.0246168,0,0.0705786,0,0.0110937,0,0.00296901,0.0104168,0.0154558,0.0144677,0.00828103,0.00807946,0,0,0.014095,0,0.0151217,0.00628248,0.0340369,0,0.0304035,0.00702813,0.00806346,0.0136984,0.00508908,0.0249854,0.00622407,0.00822087,0.0178652,0.0305386,0.0108904,0.0248228,0.0213254,0.00546279,0.00396076,0.00840125,0.00830928,0.00835762,0,0,0,0,0
18,0.00669075,0.00550358,0,0,0,0.0558349,0.0183722,0.0259762,0.00870764,0,0,0,0.0077629,0,0.0191974,0.00439657,0.035124,0.0194972,0.0172633,0.0146823,0,0,0.00360742,0.00383896,0.00786935,0.00926316,0.0084151,0.0257334,0.011319,0.0131723,0.00911067,0.0245463,0,0.069672,0,0.00824441,0.0059177,0.00241221,0.0106982,0.015442,0.0145599,0.00932716,0.00806191,0,0,0.0136397,0,0.0151202,0.00610782,0.0340406,0,0.0301997,0.00857819,0.00857443,0.0132184,0.00471774,0.024802,0.00526183,0.00775837,0.0179112,0.0301502,0.0109955,0.0246177,0.0214593,0.00519785,0.00376986,0.00831575,0.00927075,0.00837378,0,0,0,0,0
19,0.00657874,0.00546364,0,0,0,0.0553707,0.0168301,0.0255343,0.00898384,0,0,0,0.00699612,0,0.0207306,0.00308083,0.0356954,0.0177371,0.0179739,0.0123003,0,0,0.0040122,0.00423311,0.0084573,0.0101339,0.0090282,0.025625,0.0115452,0.0142621,0.00944104,0.0249125,0,0.0686376,0,0.00808457,0.00374614,0.000188831,0.0112582,0.0153941,0.014703,0.0101176,0.00792508,0,0,0.0129174,0,0.0151411,0.00585989,0.0343595,0,0.0297514,0.00989749,0.00925536,0.0127757,0.0044118,0.0246214,0.00464083,0.00762734,0.018266,0.0297661,0.0111562,0.0248319,0.0219604,0.00450231,0.00367133,0.00823322,0.00929378,0.00821101,0,0,0,0,0
20,0.00664447,0.00526831,0,0,0,0.0544377,0.0172877,0.0249415,0.0092072,0,0,0,0.00665073,0,0.0203356,0.00292168,0.0360757,0.0152758,0.0189098,0.00912302,0,0,0.00423898,0.00403425,0.00989827,0.0108263,0.0100499,0.0258483,0.0117983,0.015625,0.00986754,0.0255706,0,0.0673038,0,0.00772309,0.00379878,0.000387199,0.0118897,0.0154229,0.0148421,0.0107841,0.00803654,0,0,0.0126396,0,0.0151814,0.0058756,0.0348932,0,0.0293208,0.0109856,0.00963605,0.0124677,0.00416595,0.024439,0.00403448,0.00763861,0.0186362,0.0293708,0.0112506,0.0250979,0.022396,0.00422189,0.00358442,0.00832611,0.00909436,0.00831005,0,0,0,0,0
21,0.00664315,0.00479199,0,0,0,0.052396,0.0175744,0.0241533,0,0,0,0,0.00631078,0,0.0200764,0.00275426,0.0361293,0.012759,0.0200107,0.00568117,0,0,0.0044426,0.00383751,0.0113184,0.0117178,0.011592,0.0261879,0.0121932,0.0171004,0.0104495,0.0266002,0,0.0646748,0,0.0072837,0.00391567,0.000622318,0.0125755,0.0154578,0.0148779,0.011444,0.00809392,0,0,0.0122556,0,0.0152283,0.00583012,0.0357219,0,0.0288346,0.0120115,0.00984875,0.0121114,0.00410788,0.0241991,0.00336051,0.00800492,0.0190544,0.0290036,0.0112605,0.0254353,0.0230954,0.00387747,0.00349157,0.00840584,0.00850313,0.00832516,0,0,0,0,0
22,0.00662501,0.00436215,0,0,0,0.0490318,0.0175498,0.0224883,0.00929016,0,0,0,0.00616799,0,0.0200206,0.00267233,0.0366023,0.00992002,0.0212458,0.00453157,0,0,0.00448683,0.00406032,0.0124992,0.0126081,0.0133965,0.0266826,0.0127939,0.0186776,0.0112938,0.0278372,0,0.0605084,0,0.00731674,0.00404163,0.00067755,0.0123873,0.0154333,0.0147427,0.0119438,0.0083517,0,0,0.0120701,0,0.015235,0.0059085,0.0359576,0,0.0285703,0.0126327,0.0100896,0.0116768,0.00400989,0.0241641,0.00292343,0.00802584,0.0188983,0.0288838,0.0111437,0.0250611,0.023047,0.0037156,0.00346332,0.00836826,0.00835821,0.00865009,0,0,0,0,0
23,0.00672338,0.00425739,0,0,0,0.0439411,0.0174949,0.0199096,0.00921469,0,0,0,0.00605095,0,0.0200619,0.00262457,0.0367212,0.00762797,0.0223518,0.00802994,0,0,0.00453432,0.00403203,0.0135868,0.0136426,0.015161,0.0268312,0.013272,0.0194166,0.0122052,0.0291502,0,0.0538675,0,0.00731039,0.00394055,0.000646007,0.0123366,0.0154006,0.0146621,0.0124923,0.00838541,0,0,0.0121937,0,0.0152588,0.00615557,0.0364312,0,0.028253,0.0137019,0.0103988,0.0114445,0.004106,0.0241195,0.0027401,0.00826842,0.0186778,0.0286467,0.01099,0.0245815,0.0232867,0.00364556,0.00362536,0.00842444,0.00829575,0.00868723,0,0,0,0,0
24,0.00679515,0.00424052,0,0,0,0.037977,0.0175132,0.0169092,0.00900829,0,0,0,0.00606401,0,0.0200994,0.00265837,0.0366957,0.00687533,0.0231334,0.0134731,0,0,0.00440106,0.0041487,0.014463,0.0150367,0.016625,0.0269052,0.0138314,0.0195533,0.0127619,0.0298453,0,0.0461617,0,0.00743418,0.00383252,0.000613995,0.0121677,0.0153975,0.0145614,0.0129815,0.00830278,0,0,0.012374,0,0.0152531,0.00634118,0.0370043,0,0.0279646,0.0144327,0.0105255,0.0113838,0.00433841,0.0240959,0.00276851,0.00850844,0.0183678,0.0284173,0.0108698,0.0240151,0.0232199,0.00360263,0.00382338,0.00857616,0.00830887,0.00855718,0,0,0,0,0
25,0.00603198,0.00392275,0,0,0,0.0321146,0.0175517,0.0137399,0.00828025,0,0,0,0.00480241,0,0.0200902,0.00180663,0.0365756,0.00905425,0.0236565,0.0193622,0,0,0.00435793,0.00526476,0.0148429,0.0172552,0.0182076,0.0270905,0.0144855,0.0192973,0.0128012,0.0299757,0,0.0385883,0,0.00696913,0.00374187,0.000653646,0.0121436,0.0157374,0.0146392,0.0133741,0.0092288,0,0,0.00982886,0,0.015243,0.00518406,0.0375126,0,0.0277163,0.0148019,0.0104491,0.011895,0.0045751,0.0241379,0.00293506,0.00873247,0.0182243,0.0283996,0.0108213,0.0237341,0.0227061,0.0033447,0.00367053,0.00830847,0.00741907,0.00883842,0,0,0,0,0
26,0.00673021,0.0045659,0,0,0,0.0278639,0.0176245,0.0121836,0.00695968,0,0,0,0.00613774,0,0.0200571,0.00273095,0.0364367,0.0138122,0.0238331,0.0248458,0,0,0.00439686,0.00433331,0.0152609,0.0204302,0.0200578,0.0273719,0.0154034,0.0189175,0.0122309,0.0295603,0,0.0327731,0,0.00757137,0.00400027,0.000685113,0.0119892,0.0154262,0.0148124,0.0133786,0.00798527,0,0,0.0122472,0,0.0152493,0.00633363,0.0379109,0,0.0276284,0.0148238,0.00986596,0.0112257,0.00482331,0.0243146,0.00316681,0.00893357,0.0181544,0.0284531,0.010743,0.0235888,0.0220457,0.00322852,0.00385873,0.00881199,0.00786217,0.00797318,0,0,0,0,0
27,0.00635254,0.00465949,0,0,0,0.0250663,0.0176225,0.0120468,0.00568424,0,0,0,0.00580151,0,0.0199991,0.00253048,0.0363689,0.0187972,0.0236064,0.0287069,0,0,0.00428948,0.00488366,0.0159423,0.0234692,0.021231,0.0278252,0.0163332,0.0185267,0.0112662,0.0287173,0,0.0279064,0,0.00757118,0.00400286,0.00064041,0.0115546,0.0155989,0.0148943,0.0131373,0.00788874,0,0,0.0113277,0,0.0152252,0.00587169,0.0382918,0,0.0276386,0.0145762,0.0092377,0.0114774,0.00512353,0.0245605,0.00346934,0.00907688,0.018037,0.0285791,0.0105884,0.0233255,0.0215284,0.00305954,0.00389786,0.00888438,0.0073403,0.00756726,0,0,0,0,0
28,0.0066485,0.0050758,0,0,0,0.0237354,0.0176669,0.0131128,0.00474918,0,0,0,0.00620261,0,0.0199999,0.00282851,0.0362354,0.0222266,0.02342,0.0318229,0,0,0.00405023,0.00508272,0.0170989,0.0263912,0.0220719,0.0285065,0.0172845,0.0183665,0.0104113,0.0282729,0,0.0247209,0,0.0078592,0.00406432,0.00079185,0.00959655,0.0156054,0.0117588,0.0128534,0.00725639,0,0,0.0120713,0,0.0152314,0.0062177,0.0386638,0.0279077,0.027785,0.0130671,0.00835066,0.0116614,0.0048345,0.0243936,0.00353327,0.008128,0.0160841,0.0282575,0.00880872,0.0207802,0.0179845,0.0029905,0.00410864,0.00923306,0.00716656,0.00710666,0,0,0,0,0
29,0.00696892,0.00538812,0,0,0,0.0225243,0.0176839,0.0138803,0.0043361,0,0,0,0.00656117,0,0.0200969,0.00318366,0.0363704,0.0233621,0.0231999,0.0338943,0,0,0.00420542,0.00537395,0.0184508,0.0285259,0.0220958,0.0291964,0.0180893,0.0180963,0.00995927,0.0281556,0,0.0216613,0,0.00827196,0.00406749,0.000768069,0.0103518,0.0156302,0.0148003,0.0127414,0.00666291,0,0,0.012758,0,0.015212,0.00644738,0.0389163,0,0.0276537,0.0133235,0.00822781,0.011976,0.00588772,0.0251573,0.00404102,0.00952983,0.0178667,0.0287276,0.0102675,0.0230885,0.0201068,0.0031838,0.00435059,0.00943904,0.00719147,0.00651718,0,0,0,0,0
30,0.00505725,0.00519279,0,0,0,0.0109383,0.0172832,0.00109757,0.00412658,0,0,0,0.00490296,0,0.020353,0.00190708,0.0365838,0.0160744,0.0232489,0.0305606,0,0,0.00421437,0.00799427,0.0182227,0.0261312,0.0192086,0.0297607,0.0187736,0.0188374,0.0110141,0.0249184,0,0.0199799,0,0.00791382,0.00355638,0.000456526,0.00693111,0.0159797,0.011922,0.0122451,0.00794556,0,0,0.0103495,0,0.0152239,0.00535478,0.0390643,0.0290784,0.0274395,0.0100878,0.00745263,0.0129498,0.00570569,0.0250648,0.00418851,0.00898102,0.0165978,0.0283886,0.00910898,0.0216247,0.0163711,0.00369886,0.00456768,0.00914098,0.00572566,0.00640151,0,0,0,0,0
31,0.00484099,0.00554405,0,0,0,0.0160264,0.0168511,0.0126848,0.00367264,0,0,0,0.00469738,0,0.0207024,0.00192761,0.037188,0.0190289,0.0233602,0.028326,0,0,0.00446457,0.00884499,0.0179293,0.0244103,0.0165522,0.0300138,0.0200746,0.0209847,0.0148644,0.0222357,0,0.0269019,0,0.00824149,0.00327967,0.000602871,0.00613955,0.0161136,0.0123822,0.0122666,0.00769885,0,0,0.010123,0,0.0151853,0.00524248,0.0391937,0.0296214,0.0272622,0.00947843,0.00742884,0.0129216,0.00596361,0.025188,0.00437146,0.0091531,0.0165007,0.0282841,0.00940386,0.0216077,0.0159056,0.00385504,0.00457414,0.00917651,0.00556503,0.00587453,0,0,0,0,0
32,0.00503162,0.00567609,0,0,0,0.0275592,0.0174822,0.0225575,0.00343284,0,0,0,0.00434721,0,0.0202152,0.00144685,0.0378575,0.027414,0.0235201,0.0276208,0,0,0.00483155,0.0086925,0.0174501,0.023483,0.0146301,0.0300402,0.0219818,0.0237536,0.0191609,0.0201171,0,0.0359724,0,0.00773582,0.00349003,0.000808565,0.00516938,0.0162926,0.0129645,0.0123081,0.00763603,0,0,0.00989101,0,0.015169,0.00511237,0.0393457,0.0304409,0.0271234,0.0090278,0.00721761,0.0127556,0.00614449,0.0251707,0.00448595,0.00918811,0.016338,0.0280064,0.00999979,0.0215779,0.0154566,0.00401761,0.00453507,0.00909137,0.00540783,0.00552294,0,0,0,0,0
33,0.00485125,0.00560047,0,0,0,0.035261,0.0179874,0.0286342,0.00374843,0,0,0,0.00387692,0,0.0197475,0.00113166,0.0382524,0.0345892,0.0237578,0.0281925,0,0,0.00535524,0.00851211,0.0169975,0.0230089,0.014005,0.0300993,0.0240744,0.0261922,0.0223867,0.0190901,0,0.0429257,0,0.00706568,0.00383753,0.00144707,0.00422973,0.016513,0.0139383,0.0121853,0.007603,0,0,0.00931438,0,0.015163,0.00487348,0.0394825,0.0317304,0.0268807,0.00845145,0.00695913,0.0123693,0.00620325,0.0251141,0.00467573,0.0091362,0.0164137,0.0275467,0.0105492,0.0218036,0.0148554,0.00410569,0.00439923,0.00902454,0.00509176,0.00526165,0,0,0,0,0
34,0.00854013,0.00607442,0,0,0,0.0390367,0.018186,0.0311109,0.00396683,0,0,0,0.00713786,0,0.0197491,0.00363855,0.0382891,0.0390517,0.0239038,0.0295808,0,0,0.00563058,0.0062857,0.0169628,0.0226855,0.0140375,0.0302894,0.0259042,0.0280647,0.0242158,0.0190906,0,0.048593,0,0.00905817,0.00487517,0.00153491,0.00351979,0.0157375,0.0145412,0.0124765,0.00568695,0,0,0.0138542,0,0.0152481,0.00669815,0.0395577,0.0321501,0.0268948,0.00884209,0.00699465,0.0121909,0.00603653,0.0249387,0.00438977,0.00864102,0.01591,0.0268758,0.0106394,0.0210899,0.0151802,0.00348111,0.00452223,0.00964413,0.00671566,0.0058017,0,0,0,0,0
35,0.00328708,0.00542678,0,0,0,0.0336765,0.0186556,0.0288543,0.00449225,0,0,0,0.00509792,0,0.0194139,0.00277481,0.037951,0.0358374,0.0243773,0.0309395,0,0,0.00753627,0.00690978,0.0170887,0.0232323,0.0140713,0.0297998,0.0262125,0.0285273,0.0236169,0.0194609,0,0.0428607,0,0.00491696,0.00394897,0.00330908,0.00838956,0.0174809,0.0179816,0.0111271,0.00498516,0,0,0.00608933,0,0.0149042,0.00356081,0.0394501,0.0359806,0.0259944,0.00739949,0.0059368,0.00854023,0.00600534,0.0255433,0.00638133,0.00883972,0.0176171,0.026173,0.0118978,0.0236365,0.0138517,0.00384095,0.00351123,0.00874519,0.00296777,0.00415957,0,0,0,0,0
