Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
35,0.0324659,0.0388567,0,0,0,0.0517217,0.0223997,0.0213646,0.0233582,0,0,0,0,0.0216807,0,0.0161641,0.00889283,0.034236,0.0147613,0.029979,0.018411,0,0,0.0497176,0.0280889,0.0139608,0.0238943,0.0216834,0.0420716,0.00937473,0.0193023,0.00814572,0.0173355,0,0.0604123,0,0.0105621,0.00460994,0.00723527,0.0314955,0.0150621,0.0316725,0.00948769,0.00429004,0,0,0.0389272,0,0.00986457,0.0211293,0.0382365,0.0404613,0.031555,0.0127759,0.0377201,0.033885,0.0176534,0.0197485,0.0189768,0.0167355,0.0177771,0.0210994,0.0146169,0.0235591,0.0431,0.0318222,0.0115255,0.00658531,0.0410953,0.0155696,0,0,0,0
36,0.0321709,0.0384036,0,0,0,0.0504498,0.0224303,0.019296,0.0237524,0,0,0,0,0.0212702,0,0.0161101,0.0086566,0.0343404,0.0141036,0.0303047,0.0208839,0,0,0.0494715,0.0275197,0.0149765,0.0251722,0.0237268,0.0429859,0.0116939,0.0200993,0.00858905,0.021685,0,0.0606207,0,0.0104053,0.00463266,0.00709712,0.0326149,0.0150476,0.0332801,0.00997328,0.00391057,0,0,0.0384513,0,0.00985568,0.0208715,0.0382101,0.0402938,0.0321776,0.0118425,0.0374905,0.0333007,0.0183733,0.0200237,0.0203659,0.0174385,0.0154889,0.0236072,0.0127556,0.0214556,0.0429098,0.0315942,0.0114572,0.00651486,0.0406064,0.0153592,0,0,0,0
37,0.0319539,0.038008,0,0,0,0.0495425,0.0223181,0.0183559,0.0237932,0,0,0,0,0.0210215,0,0.016147,0.00850663,0.0345255,0.01553,0.0305961,0.0233358,0,0,0.049085,0.0269531,0.0159731,0.0263888,0.0256917,0.0438726,0.0144788,0.0214036,0.0109226,0.0256059,0,0.0611168,0,0.0103114,0.00454206,0.006969,0.0339095,0.0149938,0.0346991,0.0104963,0.00360924,0,0,0.0380219,0,0.00987555,0.0205935,0.0382655,0.039621,0.0328652,0.010706,0.0372849,0.0328062,0.0191603,0.0203401,0.0214444,0.0183128,0.0129708,0.0260702,0.0113822,0.0189078,0.0422934,0.0314147,0.0114031,0.00640083,0.0402045,0.0151686,0,0,0,0
38,0.0317059,0.0375652,0,0,0,0.0489664,0.0221031,0.0186767,0.0240911,0,0,0,0,0.0208619,0,0.0162242,0.00844772,0.0348378,0.0184782,0.0308671,0.025847,0,0,0.0486301,0.0262955,0.0170934,0.027646,0.0276593,0.0448747,0.0175245,0.023312,0.0142147,0.0294907,0,0.0618548,0,0.0102776,0.00440003,0.00688778,0.0346494,0.0149594,0.0350591,0.0112392,0.00343588,0,0,0.0376174,0,0.00986141,0.0203729,0.0383466,0.0378268,0.0336882,0.00892569,0.0369896,0.0322878,0.0199963,0.0204428,0.022658,0.0193187,0.0102176,0.028649,0.0108144,0.0158507,0.0409601,0.0311889,0.0114869,0.00637428,0.0397487,0.0149546,0,0,0,0
39,0.0314791,0.0370926,0,0,0,0.048937,0.0219815,0.0205008,0.0244777,0,0,0,0,0.0206752,0,0.0162573,0.00835141,0.0353079,0.0222997,0.0312577,0.0283117,0,0,0.0481372,0.0256487,0.0182922,0.0288928,0.02955,0.0459042,0.020614,0.0255058,0.0177709,0.033366,0,0.062942,0,0.0102228,0.00432921,0.00678249,0.0346246,0.0149703,0.034573,0.0121557,0.00336526,0,0,0.037298,0,0.00985578,0.0202411,0.0382764,0.0353805,0.034691,0.00683709,0.0366222,0.031822,0.0207756,0.020307,0.023792,0.0203395,0.00802312,0.0312643,0.0114876,0.0130672,0.0391844,0.0309099,0.011616,0.00635996,0.0392156,0.0147039,0,0,0,0
40,0.0312751,0.0366209,0,0,0,0.0495264,0.0219301,0.0231617,0.0248632,0,0,0,0,0.02041,0,0.016239,0.00826177,0.0358362,0.0266507,0.0316558,0.0306685,0,0,0.0476662,0.0250456,0.019405,0.0301326,0.0313511,0.0469029,0.0236256,0.0279492,0.0213268,0.0370291,0,0.0644604,0,0.0100728,0.00428389,0.00668579,0.0339281,0.0150212,0.0337167,0.0131546,0.00341405,0,0,0.0369555,0,0.00987884,0.0201,0.0380143,0.0328301,0.0358083,0.00427559,0.0361839,0.0313913,0.0216434,0.0198837,0.0242924,0.0213841,0.00813097,0.0338182,0.0132676,0.0117332,0.0373642,0.0305641,0.0116274,0.00626278,0.0386558,0.0144412,0,0,0,0
41,0.0311037,0.0361959,0,0,0,0.0507383,0.0218521,0.0264655,0.0252642,0,0,0,0,0.0201513,0,0.0162621,0.00822042,0.0362605,0.0313638,0.0317138,0.0332325,0,0,0.0474039,0.0245084,0.0205274,0.0315677,0.0332206,0.0479378,0.0268527,0.0308679,0.0250777,0.0407589,0,0.0664798,0,0.00995832,0.00420949,0.00664313,0.033018,0.0151263,0.032658,0.0140825,0.00356742,0,0,0.03661,0,0.00991492,0.0199162,0.0377589,0.0308887,0.036843,0.00143806,0.0357385,0.0310044,0.0225852,0.0189985,0.024402,0.022384,0.0104643,0.0360446,0.0156012,0.0127058,0.0357391,0.0302151,0.0115672,0.00621398,0.0381404,0.0142502,0,0,0,0
42,0.0372939,0.0373808,0,0,0,0.0551767,0.0192525,0.0238193,0.0278853,0,0,0,0,0.019452,0,0.0179008,0.00868162,0.0396913,0.0249478,0.0362011,0.0175565,0,0,0.0436615,0.0265492,0.00968878,0.0210691,0.0182137,0.037212,0.00777655,0.0186587,0.00852098,0.0141167,0,0.0630701,0,0.0103226,0.00577833,0.00685522,0.0312862,0.0130157,0.0321368,0.015238,0.0081632,0,0,0.0316846,0,0.0118681,0.0165638,0.0383472,0.0318329,0.0383795,0.00750598,0.0314734,0.0328646,0.0236082,0.0172144,0.0238376,0.0231983,0.0151211,0.0365827,0.0187025,0.0178471,0.0347108,0.0254891,0.00915252,0.00432846,0.0379968,0.0126581,0,0,0,0
43,0.0369401,0.0366218,0,0,0,0.0549127,0.0191897,0.0236701,0.0276537,0,0,0,0,0.0190872,0,0.0178744,0.00852299,0.0401864,0.0258536,0.0358236,0.0182895,0,0,0.0431431,0.0259554,0.0095861,0.0213394,0.018262,0.0369839,0.00810901,0.018983,0.00860761,0.0139305,0,0.0628885,0,0.0103843,0.00570362,0.00673548,0.0306502,0.0132659,0.0323376,0.0154655,0.00834576,0,0,0.0311447,0,0.0120133,0.0163061,0.0382168,0.0342203,0.0388686,0.0100507,0.0307239,0.0322055,0.0237848,0.0159711,0.0234311,0.0234428,0.0171486,0.0374489,0.0199612,0.0202206,0.0339432,0.024962,0.00903038,0.00425078,0.0370962,0.0125859,0,0,0,0
44,0.0373128,0.036406,0,0,0,0.054154,0.0191431,0.0224212,0.0278795,0,0,0,0,0.0188202,0,0.0178055,0.00841628,0.0407166,0.025843,0.0360916,0.0194311,0,0,0.0428924,0.0258571,0.00949553,0.0219006,0.0183879,0.0366757,0.00860546,0.0193934,0.00824361,0.0145877,0,0.0628245,0,0.0106893,0.00567062,0.00669465,0.0293095,0.013321,0.0318076,0.0154291,0.00896783,0,0,0.0304769,0,0.0120881,0.01589,0.0380348,0.0379429,0.0391439,0.013435,0.0301293,0.0320166,0.0236973,0.014934,0.0226857,0.023552,0.0195159,0.0374888,0.0207652,0.0234371,0.032305,0.0243822,0.00884613,0.00411102,0.0366819,0.0125265,0,0,0,0
45,0.0378029,0.0363718,0,0,0,0.0532961,0.0191102,0.020908,0.0283144,0,0,0,0,0.0186301,0,0.0178027,0.00838683,0.0411909,0.0260074,0.0364293,0.0208308,0,0,0.0427888,0.0259057,0.00960572,0.0227403,0.0186622,0.0363185,0.00928597,0.0199276,0.00794995,0.015368,0,0.0628006,0,0.0109183,0.00562483,0.00668996,0.0276204,0.0132136,0.0313817,0.0152332,0.00957105,0,0,0.0297824,0,0.0120649,0.0154531,0.037784,0.0415393,0.0391613,0.0162594,0.0295197,0.0319953,0.0233569,0.0145254,0.0220104,0.0234637,0.0217491,0.0371035,0.0211054,0.0268282,0.0305254,0.0238869,0.00877249,0.00396916,0.0364587,0.0125415,0,0,0,0
46,0.0383233,0.0364395,0,0,0,0.0523231,0.0190867,0.0192147,0.0287837,0,0,0,0,0.0185955,0,0.0178218,0.00839401,0.041464,0.026389,0.0367253,0.0222595,0,0,0.0427513,0.0259957,0.00989127,0.0236738,0.0190182,0.0359496,0.00997025,0.0204262,0.00776757,0.0161347,0,0.0625615,0,0.0110913,0.00560074,0.00667521,0.0258367,0.0131074,0.0310265,0.0151124,0.0101333,0,0,0.0292568,0,0.0120621,0.0150936,0.0376485,0.0437936,0.0390644,0.0176985,0.0288693,0.0321075,0.0229402,0.0148827,0.0215168,0.0232241,0.0235181,0.0365327,0.0211182,0.029776,0.0295285,0.0234634,0.00874498,0.00401262,0.0363492,0.0125699,0,0,0,0
47,0.0388037,0.0365691,0,0,0,0.0510633,0.0190728,0.0175468,0.0288843,0,0,0,0,0.0185321,0,0.0178144,0.00839291,0.0416229,0.0270368,0.0369977,0.0236303,0,0,0.0427747,0.0261337,0.0102843,0.0246045,0.0193579,0.0355766,0.0106014,0.0208046,0.00773882,0.016863,0,0.0620678,0,0.0111144,0.0055744,0.00664764,0.0244307,0.0129982,0.0309387,0.0150971,0.0107149,0,0,0.0288222,0,0.0120656,0.014796,0.0376931,0.0445308,0.0389883,0.017647,0.0282621,0.0323058,0.0224942,0.0156113,0.0211213,0.0228674,0.0245041,0.0358402,0.0207321,0.0316281,0.0303177,0.0231222,0.00873138,0.00405233,0.0363197,0.0125051,0,0,0,0
48,0.0392336,0.0366864,0,0,0,0.0495561,0.0190352,0.0160265,0.0288683,0,0,0,0,0.0184314,0,0.0177823,0.00837509,0.0417906,0.0280096,0.0372168,0.0248595,0,0,0.0428071,0.02632,0.0107553,0.025457,0.0196784,0.0352186,0.011143,0.0209817,0.0078732,0.0175381,0,0.0613264,0,0.0110402,0.0055568,0.00667894,0.0242114,0.012821,0.0311534,0.0151664,0.0113218,0,0,0.0283307,0,0.0120642,0.0144741,0.0378864,0.0442214,0.0389523,0.016424,0.0278074,0.0325447,0.022007,0.0162998,0.0206662,0.0223942,0.0245097,0.0350396,0.0199372,0.0320383,0.0327017,0.0227778,0.00868555,0.004076,0.0363197,0.0124382,0,0,0,0
49,0.0396744,0.0367549,0,0,0,0.0478619,0.0190556,0.0148089,0.0288249,0,0,0,0,0.0182521,0,0.0177308,0.00828766,0.042054,0.0292997,0.0373541,0.0258017,0,0,0.0428156,0.0265872,0.0112094,0.0261033,0.0199074,0.0349811,0.0114918,0.0208729,0.00818155,0.018119,0,0.060325,0,0.0109154,0.00550596,0.00673913,0.0255609,0.0126187,0.0318582,0.0152318,0.0119742,0,0,0.0276687,0,0.0119785,0.0140448,0.0380062,0.043967,0.0389008,0.0147363,0.0275293,0.032805,0.0213848,0.0168297,0.0200158,0.0217887,0.0235677,0.0343599,0.0190098,0.0310384,0.035964,0.0223358,0.00859834,0.00410278,0.0362999,0.0124197,0,0,0,0
50,0.0399783,0.036674,0,0,0,0.0460933,0.018972,0.0140168,0.0287983,0,0,0,0,0.0181194,0,0.0178443,0.00823358,0.0422567,0.0306674,0.0375011,0.0264176,0,0,0.0428158,0.0266758,0.0117705,0.0265955,0.0200168,0.0347826,0.0116702,0.0205882,0.00855179,0.0184464,0,0.0591441,0,0.0107078,0.0054766,0.00678953,0.0280343,0.0125501,0.033394,0.0153674,0.0125168,0,0,0.027123,0,0.0120999,0.0137098,0.0381095,0.0445939,0.0388973,0.0128477,0.0274532,0.032918,0.020706,0.0171157,0.0192955,0.0210157,0.0218789,0.033981,0.0183027,0.0290422,0.0395394,0.0217838,0.00844366,0.00401851,0.0362503,0.0125146,0,0,0,0
51,0.0401972,0.0365673,0,0,0,0.0438305,0.0189433,0.0136694,0.0287351,0,0,0,0,0.0178359,0,0.0178787,0.0080296,0.0424246,0.0320973,0.0374862,0.0267022,0,0,0.0429272,0.0267562,0.0122394,0.0267677,0.0199935,0.0345579,0.0116033,0.0200168,0.00893993,0.0186288,0,0.0574926,0,0.0104452,0.00541521,0.00670524,0.0297907,0.0125129,0.0349761,0.015406,0.01294,0,0,0.0266621,0,0.0121593,0.0134381,0.0379048,0.0456265,0.0389329,0.0102192,0.0275573,0.0329022,0.0199095,0.0170398,0.0185564,0.0199095,0.0200982,0.0340764,0.0179913,0.0270813,0.0417648,0.0212657,0.00834741,0.00415559,0.0361807,0.0124906,0,0,0,0
52,0.0401074,0.0365049,0,0,0,0.0412197,0.0189076,0.0139832,0.0286396,0,0,0,0,0.0176235,0,0.0178674,0.00779922,0.042362,0.0337387,0.0372492,0.026679,0,0,0.0431676,0.0267875,0.0126994,0.0266636,0.0198873,0.0342717,0.0113224,0.0191792,0.00931596,0.0185545,0,0.0552058,0,0.010122,0.00533929,0.00656961,0.0296901,0.0124839,0.0350797,0.015362,0.0130007,0,0,0.026358,0,0.0121872,0.0132914,0.0374557,0.0455904,0.0388828,0.00715039,0.0279196,0.0327107,0.018947,0.0164976,0.0181151,0.0186957,0.0186275,0.0341148,0.0177997,0.0255909,0.0415485,0.0208955,0.00832203,0.00426436,0.0361676,0.0122541,0,0,0,0
53,0.0396763,0.0364807,0,0,0,0.0383205,0.0188696,0.0148762,0.028165,0,0,0,0,0.0174895,0,0.0178729,0.00756281,0.0420802,0.0352901,0.0369117,0.0262421,0,0,0.0435311,0.02674,0.0131777,0.0263337,0.0197035,0.0339611,0.0108294,0.0180239,0.00971938,0.0182474,0,0.0523764,0,0.00973358,0.00527151,0.00647795,0.0286821,0.0125711,0.0337706,0.0151858,0.0127818,0,0,0.0263163,0,0.0122871,0.0132933,0.0367573,0.0442784,0.0387756,0.00537438,0.0284021,0.0325031,0.0180105,0.015622,0.0182082,0.0179511,0.0172912,0.0338938,0.0175539,0.0241805,0.0400001,0.0206295,0.00818986,0.00422524,0.0362327,0.0118185,0,0,0,0
54,0.0390936,0.0364789,0,0,0,0.0350523,0.0188558,0.016178,0.0277604,0,0,0,0,0.0174001,0,0.0178887,0.00736776,0.0415697,0.0365755,0.0365659,0.0253161,0,0,0.0440169,0.0266268,0.0136417,0.0257956,0.0194924,0.0336501,0.0100783,0.0163297,0.0103224,0.0178834,0,0.0490276,0,0.00936099,0.00524113,0.00641585,0.0270774,0.012896,0.0320037,0.0149869,0.0123909,0,0,0.0266866,0,0.0124908,0.0135347,0.0358298,0.0425537,0.0385971,0.00552038,0.0288446,0.0324556,0.0174957,0.0147544,0.0185223,0.0179957,0.0160805,0.0336287,0.0173261,0.0222049,0.0382017,0.0204696,0.00793288,0.00412604,0.0363447,0.0113197,0,0,0,0
55,0.0384838,0.0365123,0,0,0,0.0314662,0.018816,0.0178981,0.0274773,0,0,0,0,0.0174163,0,0.0179011,0.00730099,0.0408311,0.037474,0.0362604,0.0239309,0,0,0.0445772,0.0265731,0.0140208,0.0249474,0.019202,0.0334184,0.00907254,0.0139402,0.0111073,0.0175142,0,0.045118,0,0.00904462,0.00520335,0.00638997,0.025164,0.0131116,0.0304596,0.0148047,0.011824,0,0,0.0272986,0,0.0125699,0.0139262,0.0347237,0.0410489,0.0384682,0.00635413,0.0292058,0.0323353,0.0174619,0.0142168,0.0188405,0.0183312,0.0147251,0.0335561,0.017116,0.019491,0.0366354,0.020498,0.00777663,0.0042002,0.0365267,0.0108693,0,0,0,0
56,0.0377573,0.0365692,0,0,0,0.0278242,0.0187425,0.0198904,0.027174,0,0,0,0,0.0176014,0,0.0179621,0.00737798,0.0398302,0.0378374,0.035905,0.0220965,0,0,0.0452118,0.0265982,0.0143864,0.0237832,0.0188208,0.0333581,0.00797183,0.0110177,0.0119004,0.0170414,0,0.0405053,0,0.00880634,0.00521682,0.00638945,0.0240142,0.0129434,0.0291812,0.0147583,0.0108299,0,0,0.0278918,0,0.0124899,0.0142442,0.0338032,0.039922,0.0382829,0.00683618,0.0297583,0.0320546,0.0174868,0.0141861,0.0189323,0.0184019,0.0128537,0.0333582,0.0166414,0.0165374,0.0361092,0.0207825,0.00785035,0.00411394,0.0368717,0.0106615,0,0,0,0
57,0.037081,0.0367569,0,0,0,0.0245161,0.0188328,0.022015,0.0262971,0,0,0,0,0.0177415,0,0.0179454,0.00739986,0.0389038,0.0375358,0.0353392,0.0196166,0,0,0.0459712,0.0267642,0.0143382,0.0217854,0.0179162,0.0335817,0.00676679,0.00779372,0.0127422,0.0163949,0,0.0351153,0,0.00868663,0.00513029,0.00630668,0.0237039,0.0129721,0.0283463,0.0147666,0.00956496,0,0,0.028811,0,0.0122232,0.0148176,0.0330937,0.0390865,0.0380304,0.00650173,0.0306477,0.031862,0.0173309,0.0147269,0.0186586,0.0183142,0.0107891,0.0328215,0.0157447,0.0140459,0.0362129,0.021418,0.00806419,0.0041873,0.0374159,0.0107013,0,0,0,0
58,0.0318037,0.0379458,0,0,0,0.0305141,0.0217099,0.046274,0.0223475,0,0,0,0,0.0205654,0,0.0162132,0.00790494,0.0378992,0.0661768,0.0330717,0.0422686,0,0,0.0535847,0.0254378,0.0220195,0.031882,0.0330129,0.0431074,0.0232734,0.0158473,0.0269411,0.0246732,0,0.00774627,0,0.0102047,0.00397599,0.00664456,0.0246254,0.0157714,0.0279692,0.0149169,0.00273319,0,0,0.0384673,0,0.0101018,0.0209219,0.0311925,0.0368561,0.0384394,0.00618933,0.0361275,0.032455,0.0176083,0.0162565,0.0196063,0.0188813,0.00742245,0.032311,0.0130187,0.0104596,0.0369165,0.0296022,0.0112355,0.00646659,0.0404141,0.0143622,0,0,0,0
59,0.031138,0.0368315,0,0,0,0.0358174,0.0214903,0.0278805,0.0215818,0,0,0,0,0.0196387,0,0.016363,0.0075408,0.0364021,0.0394186,0.0307982,0.0249477,0,0,0.0516435,0.0251334,0.0160366,0.0188725,0.0196422,0.0403432,0.0202953,0.0195946,0.0227504,0.0299233,0,0.0462388,0,0.00953157,0.00387229,0.00640271,0.0230883,0.0154646,0.0263214,0.0150911,0.00261985,0,0,0.036916,0,0.0102655,0.0200849,0.031948,0.0335193,0.0381818,0.00558244,0.0361786,0.031188,0.0176894,0.0162989,0.0192817,0.018571,0.00563751,0.0304747,0.0120674,0.00923659,0.0355315,0.0280477,0.0110541,0.00627383,0.0392811,0.0138232,0,0,0,0
60,0.0308392,0.0371725,0,0,0,0.0405952,0.0215428,0.0273173,0.0209253,0,0,0,0,0.0201324,0,0.0163578,0.00782358,0.0357051,0.0348611,0.0307953,0.0210647,0,0,0.0517469,0.0257288,0.0147042,0.0145948,0.0157596,0.0405492,0.0191201,0.0197731,0.0218036,0.0289296,0,0.050451,0,0.00995,0.00404542,0.00653679,0.021866,0.0153133,0.0249333,0.0150154,0.00257233,0,0,0.0371745,0,0.00994303,0.0202643,0.0323035,0.0308494,0.0378311,0.00563749,0.0371631,0.0313437,0.0175957,0.016168,0.0188828,0.0181884,0.0052632,0.0294998,0.0119905,0.00906878,0.0342751,0.0283914,0.0113807,0.00642836,0.0398041,0.014041,0,0,0,0
61,0.0311105,0.0378923,0,0,0,0.0340692,0.0216246,0.0227557,0.0203222,0,0,0,0,0.0207674,0,0.0164175,0.0081207,0.0354209,0.0258259,0.0311871,0.0159981,0,0,0.0521299,0.0265266,0.0127753,0.0108381,0.0122386,0.0401078,0.0140351,0.0156535,0.0162275,0.021959,0,0.0408432,0,0.0103884,0.00414389,0.00662245,0.0207637,0.0155894,0.0235445,0.0147278,0.00250842,0,0,0.0383107,0,0.00995751,0.0209484,0.0325612,0.0282098,0.0375106,0.00502381,0.0380584,0.0323132,0.0173994,0.0157157,0.0187275,0.0181082,0.00548106,0.0288085,0.0121681,0.00927499,0.0330112,0.0292336,0.011707,0.00663413,0.0406449,0.0142991,0,0,0,0
62,0.0315768,0.038594,0,0,0,0.0279154,0.0218386,0.0215468,0.0195427,0,0,0,0,0.0211452,0,0.0163545,0.00830789,0.0351274,0.019717,0.0313701,0.0108126,0,0,0.052217,0.0272632,0.0112875,0.00969078,0.0114355,0.0400227,0.00941212,0.0138951,0.0123855,0.0140409,0,0.0296366,0,0.0107531,0.00428675,0.00666743,0.0199845,0.0157377,0.0225812,0.0143836,0.00274946,0,0,0.039514,0,0.0100076,0.02154,0.0326876,0.0260419,0.0371732,0.00430384,0.0388314,0.0334661,0.0175149,0.015188,0.0187165,0.0183214,0.00610929,0.0284723,0.012354,0.00952202,0.0316682,0.0301767,0.011811,0.00681497,0.0414211,0.0145562,0,0,0,0
63,0.0327007,0.0395751,0,0,0,0.0280007,0.0221477,0.0258131,0.0188814,0,0,0,0,0.0215922,0,0.0162478,0.0084738,0.034808,0.0218988,0.0317095,0.00829301,0,0,0.0523874,0.0281315,0.0111829,0.0118954,0.0138242,0.0407391,0.00981972,0.0173144,0.0143754,0.0101518,0,0.0266009,0,0.011078,0.00450935,0.0067402,0.019482,0.0157232,0.0221157,0.0142129,0.00340792,0,0,0.0408857,0,0.0101249,0.0222366,0.0326461,0.024198,0.0367737,0.00406461,0.0398388,0.0352558,0.0179743,0.0147893,0.0186485,0.0187685,0.00682182,0.0283373,0.0122729,0.00977463,0.0303695,0.031208,0.012043,0.00689851,0.0424459,0.0148488,0,0,0,0
64,0.0333771,0.0400272,0,0,0,0.0317927,0.0222378,0.0261613,0.0184267,0,0,0,0,0.0219021,0,0.0162414,0.00862725,0.0346591,0.0227114,0.0314077,0.00886659,0,0,0.0515246,0.028682,0.0121642,0.0142415,0.014919,0.0416505,0.0101501,0.0190038,0.0137977,0.0113581,0,0.0340783,0,0.0112527,0.00453295,0.00678366,0.0198166,0.0158081,0.0225221,0.0141802,0.00386389,0,0,0.0415113,0,0.0101813,0.0226344,0.0326338,0.023482,0.0365075,0.00438554,0.040177,0.0361444,0.0182725,0.0145335,0.0183552,0.0191312,0.00753933,0.0283836,0.0120027,0.0105393,0.0298135,0.0317104,0.0121799,0.00697456,0.0429154,0.0150294,0,0,0,0
65,0.033921,0.0403864,0,0,0,0.0367194,0.0222008,0.0267978,0.0184297,0,0,0,0,0.0222253,0,0.0163255,0.00879109,0.0346085,0.0253236,0.0308616,0.00924458,0,0,0.0503159,0.0291618,0.0130456,0.0161969,0.0156107,0.0422093,0.0102754,0.0203432,0.013093,0.0128577,0,0.0431383,0,0.0113931,0.00445172,0.00683795,0.020051,0.0157753,0.0227791,0.0144407,0.00417596,0,0,0.0417987,0,0.0101363,0.0228848,0.0328238,0.0227371,0.036343,0.00461206,0.040418,0.0367324,0.0183685,0.0146605,0.0182861,0.0192039,0.00787509,0.0283402,0.0118076,0.0111014,0.0293239,0.0320182,0.0123257,0.00695004,0.0432684,0.0152725,0,0,0,0
66,0.034252,0.0406254,0,0,0,0.0424993,0.0221618,0.0278624,0.0183678,0,0,0,0,0.0225164,0,0.0163757,0.00891307,0.0346619,0.0286826,0.0303331,0.00949363,0,0,0.0489527,0.0296217,0.0135421,0.0176269,0.0156873,0.0423259,0.0103246,0.0214977,0.0125166,0.0143265,0,0.0520669,0,0.011485,0.00441534,0.00688574,0.0198401,0.0157146,0.0225243,0.0148848,0.00428569,0,0,0.0417479,0,0.0101101,0.0229191,0.0329941,0.0215549,0.036335,0.00461473,0.0405737,0.0371005,0.0183243,0.0150317,0.0184533,0.0190535,0.00750327,0.0281576,0.0115747,0.0107571,0.0285574,0.0320461,0.0124,0.00682616,0.0435123,0.0154739,0,0,0,0
67,0.0343861,0.0407383,0,0,0,0.0476767,0.0221511,0.0291278,0.0181321,0,0,0,0,0.0227172,0,0.0163493,0.00899914,0.0346792,0.0308612,0.0298889,0.00965377,0,0,0.047668,0.0300532,0.0136488,0.0185938,0.0153161,0.0420979,0.010528,0.0227109,0.0123582,0.0155119,0,0.0597553,0,0.0115245,0.0044195,0.00690069,0.0190964,0.0157297,0.0216524,0.0153375,0.00425679,0,0,0.0414544,0,0.0101544,0.0228469,0.0329379,0.0198644,0.0363788,0.0045112,0.0407343,0.0372214,0.0182663,0.0153962,0.0184912,0.018869,0.00651807,0.0278526,0.0112743,0.00966517,0.0273048,0.0318207,0.0124194,0.00677277,0.0437079,0.0156235,0,0,0,0
68,0.0343564,0.0407471,0,0,0,0.0517381,0.0221424,0.0302259,0.017799,0,0,0,0,0.0228807,0,0.0162698,0.0090481,0.0346274,0.0315808,0.0294703,0.00980459,0,0,0.0467319,0.0304677,0.0135165,0.0193008,0.0147782,0.0416814,0.0108982,0.0240177,0.0126518,0.0163727,0,0.0666418,0,0.0115578,0.00441251,0.00692544,0.0177637,0.0156086,0.0201957,0.0157033,0.0042046,0,0,0.040884,0,0.0101034,0.0226442,0.0326918,0.0178162,0.0363916,0.00457212,0.0410149,0.0371174,0.0183305,0.0155935,0.0184129,0.0188554,0.00549184,0.0274321,0.011057,0.00847433,0.0255541,0.0313979,0.0126223,0.00675287,0.0438907,0.0157031,0,0,0,0
69,0.0342502,0.0407018,0,0,0,0.0554406,0.0222043,0.0314642,0.0173992,0,0,0,0,0.022962,0,0.016263,0.00911589,0.0346827,0.0318922,0.0290688,0.00997358,0,0,0.0463588,0.0308365,0.0133388,0.0198033,0.0143692,0.0412862,0.011293,0.0253536,0.0130828,0.0170762,0,0.0728918,0,0.011607,0.00437884,0.00705082,0.0164298,0.015373,0.0187499,0.0159486,0.00424345,0,0,0.0402098,0,0.0099223,0.022435,0.03251,0.0158781,0.0363475,0.00497988,0.0415588,0.03684,0.0185515,0.0155971,0.0184911,0.0189578,0.00503565,0.0269587,0.0109837,0.00784628,0.023747,0.0308926,0.0130073,0.00671718,0.0440866,0.0157448,0,0,0,0
70,0.034179,0.0406543,0,0,0,0.0592533,0.0222913,0.0333601,0.0169371,0,0,0,0,0.0230259,0,0.016237,0.00919958,0.0349881,0.0326064,0.0286833,0.0100332,0,0,0.0464806,0.0312104,0.0132087,0.0200669,0.0141416,0.0409818,0.0115787,0.0264472,0.0133086,0.0177761,0,0.0785316,0,0.0116704,0.00439017,0.00712335,0.0154834,0.0155006,0.0177231,0.0161484,0.00444036,0,0,0.0398699,0,0.0099722,0.0224681,0.0325504,0.0143499,0.0362074,0.00570766,0.0423411,0.0366314,0.0188835,0.0154423,0.0186238,0.0191727,0.00519419,0.026435,0.010922,0.00777474,0.022331,0.0303998,0.0130651,0.00674232,0.0442657,0.0161043,0,0,0,0
71,0.034075,0.0406422,0,0,0,0.0629753,0.0223401,0.0356182,0.0164782,0,0,0,0,0.0231404,0,0.0162274,0.00926409,0.0352211,0.0338849,0.0281895,0.0101724,0,0,0.0470137,0.0316255,0.0132103,0.020242,0.0140433,0.0407894,0.0118164,0.0273169,0.0132227,0.0184655,0,0.0837231,0,0.0117557,0.00439581,0.00709981,0.0149179,0.0155512,0.0171243,0.0164589,0.00470914,0,0,0.0395507,0,0.0100136,0.022487,0.0326902,0.0132776,0.0359889,0.00679669,0.0434511,0.0363902,0.0193021,0.0153647,0.0187258,0.0196271,0.0055336,0.025892,0.0108301,0.00788597,0.0214365,0.0300034,0.013141,0.00673923,0.0444726,0.0164088,0,0,0,0
