Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RTIBI,x73
213,0.0138606,0.0138425,0,0,0,0.029987,0.0211348,0.0239358,0.00868254,0,0,0,0,0.0196449,0,0.0169169,0.0104687,0.0370009,0.0264928,0.0242272,0.0141785,0,0,0.0213148,0.0116615,0.0127747,0.0149767,0.01529,0.0366454,0.0116829,0.0143962,0.0129994,0.0158809,0,0.0306613,0,0.011243,0.00470376,0.00645517,0.00848139,0.0123386,0.00770387,0.0173076,0.00763096,0,0,0.0134563,0,0.00966619,0.00730994,0.0390618,0.00727254,0.0267266,0.0175368,0.029684,0.0211839,0.0167142,0.0137922,0.0131763,0.0188294,0.00355177,0.0245689,0.00333437,0.0104922,0.0123694,0.00855275,0.00652753,0.0148378,0.0129901,0,0,0,0.00365138,0
214,0.0135148,0.0133342,0,0,0,0.0298567,0.0209564,0.0237669,0.00901623,0,0,0,0,0.01922,0,0.0169224,0.0104459,0.0375605,0.0259454,0.0249186,0.0159822,0,0,0.0204703,0.0110849,0.0146693,0.0169491,0.0165263,0.0376675,0.0125125,0.0147273,0.0135926,0.0164352,0,0.0293733,0,0.0110137,0.00459832,0.00633248,0.00837501,0.0122676,0.00678707,0.01725,0.00743801,0,0,0.0129644,0,0.00964143,0.00705843,0.0393944,0.00775721,0.0267067,0.0163308,0.0289469,0.0207197,0.0164111,0.0131756,0.0128619,0.0185186,0.00216856,0.0251297,0.00258664,0.0100495,0.0121024,0.00856989,0.00655699,0.014465,0.0121906,0,0,0,0.00253081,0
215,0.0132609,0.0128972,0,0,0,0.0292518,0.0207834,0.0229048,0.00929216,0,0,0,0,0.018687,0,0.016956,0.0103466,0.038225,0.0248649,0.0254625,0.0180635,0,0,0.019796,0.010543,0.0160864,0.0187153,0.017575,0.0381698,0.0135677,0.0151156,0.0136945,0.0165882,0,0.0284928,0,0.0107464,0.00445334,0.00624891,0.0084782,0.0122323,0.00617894,0.0172436,0.00688791,0,0,0.0126261,0,0.00963984,0.00677742,0.0396865,0.00841523,0.0266477,0.0153686,0.0284581,0.0202302,0.0162158,0.0126679,0.0126388,0.0183473,0.00142642,0.0256722,0.00201194,0.00979856,0.0117604,0.00857125,0.00659678,0.01416,0.0114605,0,0,0,0.00158058,0
216,0.0129845,0.0125384,0,0,0,0.0285269,0.0206606,0.0217823,0.00944499,0,0,0,0,0.0184227,0,0.0170763,0.0103408,0.0387829,0.0245593,0.025819,0.0198253,0,0,0.0191874,0.01009,0.0168062,0.0198348,0.0181791,0.0384431,0.0146644,0.0154264,0.0126294,0.0164212,0,0.0279228,0,0.0105927,0.00449133,0.00612861,0.00874991,0.0121613,0.00558893,0.0172679,0.00628976,0,0,0.0123177,0,0.00962488,0.00647327,0.0399381,0.00916703,0.0265644,0.0146023,0.0283454,0.019699,0.0164421,0.0122438,0.0124282,0.018198,0.00125165,0.0260541,0.00116817,0.00960408,0.0113978,0.00853,0.00662645,0.0138563,0.010802,0,0,0,0.000905939,0
217,0.0127268,0.0122917,0,0,0,0.0277881,0.0205818,0.0212477,0.00941385,0,0,0,0,0.0181546,0,0.0171475,0.0103244,0.0391304,0.025764,0.0259288,0.0208267,0,0,0.0187378,0.0097442,0.0170186,0.0199576,0.0181573,0.0385435,0.0153455,0.0156604,0.0118838,0.0162332,0,0.0276023,0,0.0104609,0.00451995,0.00600196,0.00927806,0.0121571,0.00483401,0.0173745,0.00574489,0,0,0.0120292,0,0.00970422,0.00629074,0.0401031,0.0103174,0.026445,0.0137798,0.0284241,0.019194,0.0168944,0.0118684,0.012285,0.0180915,0.00137003,0.0263131,0.00143875,0.00953056,0.0110898,0.00843134,0.00672501,0.0136095,0.0102446,0,0,0,0.000861261,0
218,0.0125263,0.0121418,0,0,0,0.0276577,0.0206608,0.0213253,0.00922038,0,0,0,0,0.0179174,0,0.0171506,0.0104439,0.0392952,0.027373,0.0258492,0.0208028,0,0,0.0185172,0.00961239,0.0168593,0.0191193,0.0174875,0.038384,0.0150632,0.0156893,0.0117814,0.0162513,0,0.0279086,0,0.010406,0.00475536,0.00585341,0.010202,0.011928,0.00426771,0.0176117,0.00551379,0,0,0.0116455,0,0.00962407,0.00599214,0.0401436,0.0120772,0.0263001,0.0128675,0.0286109,0.0187706,0.0171994,0.0115016,0.0122361,0.0180329,0.00225056,0.0266734,0.00255807,0.00970361,0.0108987,0.00879917,0.00690737,0.0133407,0.0097163,0,0,0,0.00188813,0
219,0.0124079,0.0120203,0,0,0,0.0291011,0.0207966,0.0223964,0.0089546,0,0,0,0,0.0176779,0,0.0170964,0.0105787,0.0394227,0.0277776,0.0257168,0.0191445,0,0,0.0184102,0.0096806,0.0163665,0.0178034,0,0.0378877,0.0139361,0.0155375,0.0118242,0.0163895,0,0.0295505,0,0.0103589,0.00499461,0.00574303,0.0116881,0.0114567,0.00487907,0.0177161,0.0052881,0,0,0.0110718,0,0.00941516,0.00543619,0.0400022,0.0142264,0.0262355,0.0120605,0.0288399,0.0184556,0.0173265,0.0112576,0.0123064,0.0181101,0.00407302,0.0271049,0.00423652,0.0103834,0.0108228,0.00958532,0.00737991,0.013104,0.00937693,0,0,0,0.00336356,0
220,0.0121491,0.0119172,0,0,0,0.0309648,0.0206501,0.0236094,0.008715,0,0,0,0,0.0175904,0,0.0171617,0.0105089,0.039432,0.0274364,0.0256175,0.0172689,0,0,0.0183635,0.00962916,0.015366,0.0160942,0.0148541,0.0366288,0.0127847,0.0152306,0.011681,0.0167089,0,0.0316048,0,0.0104054,0.00482008,0.00575545,0.0138719,0.0114908,0.00655041,0.0176181,0.00512006,0,0,0.0108391,0,0.00948512,0.00530561,0.0399016,0.0166108,0.0261616,0.0114155,0.0290514,0.0182804,0.0174929,0.0111601,0.0123958,0.0183016,0.00576613,0.0276642,0.00646872,0.0119265,0.0106502,0.00936687,0.00740283,0.012987,0.00948641,0,0,0,0.00510959,0
221,0.0119369,0.011844,0,0,0,0.0336876,0.020502,0.0256315,0.00838925,0,0,0,0,0.0176074,0,0.0172733,0.0104225,0.0394133,0.0286643,0.0254407,0.015509,0,0,0.0182127,0.00959975,0.0143089,0.0146936,0.0135405,0.0352467,0.0115826,0.0149138,0.0113029,0.0169595,0,0.0344468,0,0.0105415,0.00469792,0.0057964,0.0161661,0.0120297,0.0081755,0.0174154,0.00488947,0,0,0.0112315,0,0.00973111,0.00574942,0.0396783,0.0185123,0.0261315,0.0110411,0.0290825,0.0182518,0.0176627,0.0113666,0.01257,0.0183136,0.00717676,0.0279865,0.00768127,0.0134589,0.0104779,0.00833316,0.00684599,0.0128477,0.0096252,0,0,0,0.00648542,0
222,0.0118646,0.011817,0,0,0,0.035225,0.0204613,0.0276005,0.00797052,0,0,0,0,0.0175848,0,0.0173225,0.0103907,0.039281,0.0304082,0.0252026,0.0143502,0,0,0.0179679,0.00967867,0.0134441,0.0137125,0.0126731,0.0338672,0.0107992,0.0145653,0.0111453,0.0170196,0,0.036024,0,0.0106791,0.00467569,0.00582332,0.0183673,0.0122902,0.00975005,0.0171873,0.00478841,0,0,0.0113309,0,0.00988311,0.00597624,0.0394612,0.0198719,0.0261109,0.0108492,0.0291029,0.0181555,0.0174296,0.0117084,0.0127537,0.0183649,0.00847015,0.0280846,0.0084426,0.014809,0.0103947,0.00781995,0.00666417,0.012682,0.00977046,0,0,0,0.00717581,0
223,0.0118265,0.0118032,0,0,0,0.0341857,0.0204411,0.0282414,0.00755812,0,0,0,0,0.0175261,0,0.017328,0.0103883,0.0390353,0.0307839,0.0250617,0.0138441,0,0,0.0176224,0.00985594,0.0129013,0.0133727,0,0.0328474,0.0105238,0.0145618,0.0115517,0.0166178,0,0.0350388,0,0.010797,0.00465557,0.00584254,0.0193386,0.0122834,0.0104458,0.0170303,0.00503301,0,0,0.0108151,0,0.00997142,0.00591284,0.0392405,0.0202605,0.0261286,0.0107489,0.0292515,0.017872,0.0165343,0.0121456,0.012714,0.0184683,0.00859217,0.0274107,0.00851134,0.0152337,0.0103018,0.00771713,0.00668609,0.0125536,0.00993714,0,0,0,0.00656252,0
224,0.0116719,0.011742,0,0,0,0.0309277,0.0204049,0.0269393,0.00726101,0,0,0,0,0.0175053,0,0.0173364,0.0104072,0.0386113,0.0292709,0.0251621,0.0134215,0,0,0.0171827,0.0100812,0.0120745,0.0128505,0.0103819,0.0322456,0.0105807,0.0142314,0.0122724,0.0160675,0,0.0318545,0,0.0109081,0.00465331,0.00583647,0.0190263,0.0122864,0.0102478,0.0169592,0.00568069,0,0,0.0105101,0,0.0100415,0.00584796,0.0390835,0.0191677,0.0261434,0.0106818,0.0293137,0.0176543,0.0159885,0.0126403,0.0125541,0.0186727,0.00795253,0.0258642,0.00788488,0.0145075,0.0101231,0.00752535,0.00659628,0.0125338,0.0100729,0,0,0,0.00575864,0
225,0.0115287,0.0116588,0,0,0,0.0270849,0.0203808,0.0246663,0.00711762,0,0,0,0,0.017435,0,0.0173692,0.0103952,0.0381739,0.0271938,0.0254321,0.0128642,0,0,0.0168461,0.0103718,0.0109244,0.0121757,0.0100683,0.0322901,0.0109368,0.0136568,0.0132098,0.0159934,0,0.0284092,0,0.0109495,0.00467344,0.0057966,0.0181065,0.0121432,0.0100109,0.0169291,0.0057916,0,0,0.0102561,0,0.00996548,0.00571347,0.0389097,0.0174498,0.0262105,0.0108272,0.0292084,0.0173874,0.016296,0.0131607,0.0126189,0.0189809,0.00709538,0.0237639,0.00736485,0.0128366,0.00999559,0.0074399,0.00661925,0.012696,0.0100408,0,0,0,0,0
226,0.0116073,0.0117701,0,0,0,0.0234599,0.0204124,0.0224329,0.00702805,0,0,0,0,0.0173085,0,0.0173895,0.0103329,0.0377964,0.0250937,0.0256899,0.0118085,0,0,0.0167234,0.0107718,0.00956276,0.0111233,0.0101963,0.0327046,0.0115485,0.0131927,0.0134575,0.0163626,0,0.0255562,0,0.0109393,0.00467949,0.00579215,0.0166756,0.0121163,0.0105058,0.0166925,0.00569489,0,0,0.0102142,0,0.00995147,0.00581659,0.0386241,0.0161082,0.0261523,0.0110998,0.0291165,0.0174784,0.0166161,0.0139912,0.0127492,0.0188949,0.00691214,0.0213084,0.00760075,0.0102531,0.00997934,0.00737325,0.00666094,0.0130982,0.0100382,0,0,0,0.0072785,0
227,0.0118534,0.0120484,0,0,0,0,0.0204968,0.0229173,0.00698326,0,0,0,0,0.0171544,0,0.0173597,0.0102619,0.0372913,0.0255098,0.0258358,0.0105267,0,0,0.0168643,0.0112501,0.0082957,0.00993428,0.0102079,0.033453,0.0122259,0.0137544,0.01485,0.0162283,0,0.0264086,0,0.0109044,0.00470034,0.00582667,0.0154761,0.0122844,0.0133234,0.0163379,0.00568813,0,0,0.0108671,0,0.010056,0.00612718,0.0382051,0.01612,0.0260245,0.011843,0.0289284,0.0177567,0.0165157,0.0151487,0.0131791,0.0191829,0.00863108,0.0186037,0.00972211,0.0061383,0.0100237,0.00723911,0.00657907,0.0136157,0.0100228,0,0,0,0.00932658,0
228,0.0121523,0.0124505,0,0,0,0.0180589,0.0206049,0.0184935,0.00714359,0,0,0,0,0.0171138,0,0.0173133,0.0102048,0.0365752,0.0219016,0.0260337,0.0109186,0,0,0.0172834,0.0117543,0.00685634,0.00776074,0.00835152,0.0337858,0.012378,0.0129664,0.0142654,0.0172757,0,0.0222377,0,0.0108599,0.00474858,0.00588598,0.0170916,0.0123143,0.0178605,0.0159851,0.0062197,0,0,0.0115258,0,0.0100628,0.00646321,0.0378096,0.0187383,0.0258428,0.0127253,0.0289495,0.0178882,0.0165529,0.0163046,0.0141326,0.0200514,0.0113296,0.0167746,0.0131551,0.00405712,0.0101851,0.00723017,0.00647774,0.0141089,0.0101191,0,0,0,0.0124119,0
229,0.0123854,0.0129076,0,0,0,0.0166171,0.0206773,0.0173296,0.00722015,0,0,0,0,0.0171227,0,0.0173243,0.0101741,0.0358897,0.0208092,0.0261132,0.0109287,0,0,0.0176442,0.0123329,0.00529954,0.00588198,0.00641928,0.0336951,0.0124593,0.0130267,0.0143659,0.0174475,0,0.0216792,0,0.0109214,0.00482064,0.00592285,0.0188987,0.0121544,0.0191857,0.0154957,0.00651838,0,0,0.0119457,0,0.00995066,0.00677039,0.0374265,0.0204718,0.0257039,0.0117005,0.0289058,0.0180164,0.0167382,0.0166058,0.0144801,0.0204777,0.012808,0.016175,0.0148262,0.00532729,0.0103744,0.00726727,0.0064962,0.0144574,0.0100463,0,0,0,0.0131762,0
230,0.0132981,0.0143379,0,0,0,0,0.0209656,0.0195159,0.00720686,0,0,0,0,0.0173766,0,0.017211,0.00997982,0.0354416,0.021779,0.0258029,0.00876349,0,0,0.0193467,0.0136792,0.00409045,0.00555539,0.00588933,0.0330436,0.0118078,0.0132103,0.0149481,0.0168685,0,0.0250437,0,0.0109667,0.00501443,0.00614306,0.0204393,0.0120568,0.0194897,0.0150013,0.00716664,0,0,0.0133951,0,0.00975971,0.00751427,0.037068,0.0216538,0.0254716,0.0102711,0,0.0189447,0.0169539,0.0166257,0.0147337,0.0209207,0.0142541,0.0157369,0.0164912,0.00653812,0.0113296,0.00746949,0.0066101,0.0158133,0.0104906,0,0,0,0.0135173,0
231,0.013655,0.0149543,0,0,0,0,0.0210878,0.0191914,0.00696204,0,0,0,0,0.0175503,0,0.0171787,0.00985665,0.0351305,0.0209616,0.0255013,0.00697833,0,0,0.0199087,0.014511,0.00306529,0.00539096,0.00499319,0.0322185,0.0110251,0.0127109,0.0145443,0.016719,0,0.0255512,0,0.0110233,0.00498382,0.00621007,0.0212954,0.0120338,0.0192366,0.014299,0.00733401,0,0,0.0139736,0,0.0097956,0.00794722,0.0367217,0.0227002,0.025354,0.00903049,0,0.0192396,0.0169828,0.0164399,0.0152055,0.0213502,0.0156905,0.0151786,0.018425,0.00783441,0.0116632,0.00766902,0.00681983,0.016392,0.0105412,0,0,0,0.0140565,0
232,0.0138508,0.0154417,0,0,0,0.0173959,0.0211708,0.0167521,0.00679141,0,0,0,0,0.0177239,0,0.0171196,0.00973856,0.0349174,0.0188546,0.0252373,0.0065565,0,0,0.0202634,0.0152948,0.00214575,0.00514697,0.00374873,0.0313947,0.0106772,0.0120119,0.0137678,0.0168067,0,0.0226564,0,0.0111095,0.0049142,0.00633065,0.0216116,0.0121743,0.0185735,0.0135568,0.00739535,0,0,0.014542,0,0.00991292,0.00840352,0.0363831,0.0233779,0.0251415,0.00831773,0,0.0194644,0.0168454,0.0160182,0.0159603,0.021661,0.0168535,0.0141426,0.0199897,0.00965578,0.0119319,0.00780067,0.00682736,0.0169147,0.0107239,0,0,0,0.0146999,0
233,0.0142061,0.0160414,0,0,0,0.0176004,0.0213655,0.0165875,0.00665218,0,0,0,0,0.0178861,0,0.0171007,0.00964426,0.0348758,0.0183079,0.0249891,0.00654612,0,0,0.0205687,0.0162267,0.00159812,0.00478665,0.0033265,0.0308205,0.0107113,0.0118995,0.0142565,0.0165295,0,0.0227418,0,0.0111633,0.00502732,0.00646063,0.0213562,0.0123521,0.0178796,0.0127926,0.00753923,0,0,0.0151664,0,0.0099899,0.00891058,0.0359475,0.0238122,0.0248165,0.00800613,0,0.0197415,0.0167566,0.015527,0.0169535,0.0218085,0.017561,0.0128722,0.0211375,0.0120198,0.0122705,0.00768899,0.00662108,0.0175441,0.0109738,0,0,0,0.0153177,0
234,0.0146101,0.0167277,0,0,0,0.0178991,0.0216044,0.0166953,0.00657982,0,0,0,0,0.0182127,0,0.0170659,0.00954353,0.034968,0.0179489,0.0247808,0.00698556,0,0,0.0209212,0.0172305,0.000696814,0.00415359,0.00329778,0.0305454,0.010732,0.011741,0.014329,0.0162075,0,0.0226595,0,0.0112166,0.00505719,0.00662268,0.0203952,0.0123394,0.0168066,0.0120989,0.00783848,0,0,0.0156268,0,0.00987037,0.00938548,0.0354978,0.0241095,0.0244147,0.00767898,0,0.0200114,0.0168868,0.0148787,0.0179506,0.0221015,0.0181212,0.0119741,0.0219764,0.0138619,0.0125601,0.00775263,0.00649954,0.0182454,0.0114236,0,0,0,0.0157325,0
235,0.0151319,0.017563,0,0,0,0.0183575,0.021792,0.0172365,0.00655409,0,0,0,0,0.0186919,0,0.0170033,0.00951946,0.0352379,0.0180846,0.0245354,0.00711424,0,0,0.0214292,0.0183517,0.000274424,0.00339345,0,0.0306924,0.0106052,0.011458,0.0139582,0.0157462,0,0.0223816,0,0.0114229,0.00504497,0.00684938,0.0187657,0.01222,0.0139218,0.0114852,0.00814849,0,0,0.0161345,0,0.00978279,0.00972361,0.0351741,0.0241289,0.0239553,0.00745493,0,0.020375,0.0168484,0.0143154,0.0190485,0.0226584,0.0187143,0.0114285,0.0227463,0.0146905,0.0129662,0.00797088,0.00662538,0.0190038,0.0120515,0,0,0,0.0160621,0
236,0.0157413,0.0184144,0,0,0,0.0186126,0.021989,0.0177069,0.00672949,0,0,0,0,0.0192059,0,0.0169863,0.00955848,0.0355966,0.0184081,0.0244019,0.0072367,0,0,0.021943,0.0194214,0.000903121,0.00228762,0.00348781,0.0310201,0.0105956,0.0112581,0.0134352,0.0155401,0,0.0217729,0,0.0116471,0.00522096,0.00702279,0.0169696,0.0123227,0.0113181,0.0109328,0.0083507,0,0,0.0171083,0,0.00985121,0.0100992,0.0350826,0.0236574,0.0235223,0.00698264,0,0.0209264,0.0169697,0.0141046,0.0200767,0.0233347,0.0192263,0.0109822,0.0233247,0.0156755,0.013446,0.00808025,0.00667374,0.019731,0.0127592,0,0,0,0.0161838,0
237,0.0164041,0.0192084,0,0,0,0.0189385,0.0222396,0.0180845,0.00710719,0,0,0,0,0.0196914,0,0.016934,0.00956511,0.0359464,0.0187491,0.0243226,0.00685722,0,0,0.0227632,0.0202396,0.00156048,0.00192137,0.00362203,0.0313344,0.0104644,0.0112587,0.0131496,0.015415,0,0.021162,0,0.0117842,0.00529726,0.00717951,0.0155829,0.0125555,0.00931984,0.0105062,0.00851883,0,0,0.018149,0,0.00993482,0.0106569,0.0353169,0.0233193,0.0232052,0.00634112,0,0.0216699,0.0171386,0.0141879,0.0209254,0.0239786,0.0195193,0.0107674,0.0237382,0.0183068,0.0139826,0.00806651,0.00658818,0.0203997,0.0136222,0,0,0,0.0159739,0
238,0.0169931,0.0197959,0,0,0,0.0188028,0.0224677,0.0178299,0.00760445,0,0,0,0,0.0201137,0,0.0169166,0.00954901,0.0361871,0.0183888,0.0242566,0.00654387,0,0,0.023433,0.020707,0.0022321,0.00209157,0.00398525,0.0315637,0.010383,0.0111235,0.0132391,0.0152325,0,0.0202432,0,0.0118692,0.00527713,0.00732999,0.0148644,0.0128184,0.00821399,0.0102128,0.00906952,0,0,0.0191482,0,0.0099532,0.0112837,0.0358014,0.0237437,0.0230924,0.0055553,0,0.0222897,0.0170795,0.0142436,0.0214649,0.0241691,0.0195109,0.0108693,0.023759,0.022906,0.0144628,0.00812244,0.00642086,0.020885,0.0145112,0,0,0,0.0154414,0
239,0.017318,0.0200174,0,0,0,0.0182325,0.0226408,0.0170475,0.00809213,0,0,0,0,0.020469,0,0.0170076,0.0095568,0.0363151,0.0173636,0.0240809,0.00620911,0,0,0.0236794,0.0207583,0.00301431,0.00271771,0.00470675,0.0317723,0.0103938,0.0107568,0.0133573,0.0149687,0,0.0190827,0,0.0119219,0.00516622,0.00741757,0.0152511,0.0128893,0.00764562,0.00994357,0.00904463,0,0,0.0195991,0,0.00989284,0.0117096,0.0362182,0.0250634,0.0231863,0.00458459,0,0.0226057,0.0171784,0.0141222,0.0215363,0.0237685,0.0193355,0.0111451,0.0233463,0.0260224,0.0147391,0.00834401,0.00639589,0.0210122,0.0148984,0,0,0,0.0148532,0
240,0.0173573,0.019948,0,0,0,0.017225,0.0227062,0.0156383,0.00856307,0,0,0,0,0.0205507,0,0.017047,0.00950806,0.036254,0.015684,0.024014,0.00625467,0,0,0.023806,0.0204098,0.00362881,0.00328321,0.00534807,0.0319443,0.0106368,0.0106757,0.0132956,0.0147132,0,0.0176529,0,0.0118259,0.00512652,0.00743719,0.0158487,0.0128328,0.00703379,0.0097453,0.00901408,0,0,0.0199664,0,0.00985357,0.0118781,0.0364135,0.0254799,0.0234488,0.00384416,0,0.0227786,0.0173412,0.0138598,0.0212706,0.0230233,0.0192426,0.011393,0.0227484,0.0269607,0.0149314,0.00860999,0.00653938,0.02088,0.0149152,0,0,0,0.014592,0
241,0.0172253,0.0195742,0,0,0,0.0161528,0.0225337,0.0135136,0.00904352,0,0,0,0,0.0204193,0,0.0169033,0.0094538,0.0359342,0.0133342,0.0242911,0.00719886,0,0,0.0236469,0.0197394,0.00358158,0.00315133,0,0.0327878,0.0114205,0.0112052,0.0133552,0.0143427,0,0.0161621,0,0.0116646,0.00521451,0.00732286,0.0160244,0.0127961,0.0066938,0.00941337,0.00889855,0,0,0.0199981,0,0.00982291,0.0118883,0.036415,0.0248653,0.0237031,0.00383755,0,0.0227709,0.0171287,0.0134667,0.0208634,0.0221983,0.0193462,0.0115687,0.0223547,0.026968,0.0149608,0.00864424,0.00657983,0.0204298,0.0146401,0,0,0,0.014483,0
242,0.0170889,0.0191869,0,0,0,0.0159283,0.0224655,0.0120415,0.00939143,0,0,0,0,0.0202509,0,0.0168248,0.00941837,0.0356376,0.0114798,0.0244233,0.00809479,0,0,0.0237128,0.0189128,0.00375193,0.00319755,0,0.0334873,0.0121233,0.0117538,0.0134455,0.0139899,0,0.0158197,0,0.01145,0.00533763,0.00717094,0.0157866,0.012822,0.00662191,0.00888778,0.00892851,0,0,0.0201164,0,0.00980385,0.0119362,0.0361669,0.0236843,0.0238692,0.00435311,0,0.0228864,0.0166723,0.0130259,0.0203318,0.0214789,0.0194055,0.0117208,0.0220934,0.0265757,0.0150313,0.00851105,0.00645988,0.0199413,0.0143749,0,0,0,0.0144497,0
243,0.0169709,0.0187816,0,0,0,0.0165211,0.0224907,0.0116208,0.009573,0,0,0,0,0.019958,0,0.0167919,0.00936983,0.0354044,0.010678,0.0243949,0.00817325,0,0,0.0239023,0.0180144,0.00404144,0.00345169,0,0.0337289,0.0121688,0.0117705,0.0133544,0.0136468,0,0.0164245,0,0.0112316,0.00549722,0.00698235,0.0153376,0.0128136,0.00621487,0.0080066,0.00900093,0,0,0.0202675,0,0.00976132,0.0120213,0.035766,0.0223108,0.0239176,0.00517546,0,0.0230973,0.0162223,0.0126982,0.0197855,0.020896,0.0193142,0.0118785,0.0219268,0.0258564,0.0151249,0.00851435,0.00636025,0.019369,0.0142955,0,0,0,0.0144513,0
244,0.0167535,0.0183528,0,0,0,0.0175103,0.0224073,0.0117641,0.00969792,0,0,0,0,0.0197152,0,0.0167994,0.0092724,0.0352382,0.0106415,0.0243909,0.0082626,0,0,0.0242973,0.0170709,0.00417406,0.00337967,0.00583567,0.0337923,0.0121065,0.0115105,0.0132655,0.0134423,0,0.0172991,0,0.0110465,0.00554352,0.00684432,0.0149227,0.0128231,0.0061251,0.00689788,0.00912767,0,0,0.0205466,0,0.00980449,0.0120478,0.0353956,0.0209754,0.0238993,0.00628719,0,0.0232064,0.0159068,0.0125532,0.0193932,0.0204183,0.0191673,0.0120384,0.0218487,0.0252157,0.0151845,0.0086094,0.00636623,0.0188131,0.0143206,0,0,0,0.0145192,0
245,0.0165406,0.0182139,0,0,0,0.0190878,0.0222297,0.0125383,0.0100258,0,0,0,0,0.0196941,0,0.0168243,0.00913719,0.035297,0.0112033,0.0241607,0.00818794,0,0,0.0253604,0.0163653,0.00491064,0.00367103,0,0.0344021,0.0117617,0.0109714,0.0130609,0.0128673,0,0.0185002,0,0.0110114,0.0052669,0.00683355,0.0147853,0.012875,0.00603364,0.00603072,0.00903916,0,0,0.0208771,0,0.00982269,0.0121042,0.0351235,0.0197489,0.0239071,0.0073371,0,0.0232417,0.0157997,0.0125386,0.0191408,0.0201496,0.0189906,0.0122143,0.0217145,0.0247239,0.0153442,0.00860695,0.00644656,0.0186252,0.0144089,0,0,0,0.0145144,0
246,0.0164442,0.0181015,0,0,0,0.0199833,0.0221414,0.0130025,0.0104541,0,0,0,0,0.0195233,0,0.0167917,0.00899143,0.0355059,0.0115615,0.0239275,0.00905817,0,0,0.0265471,0.0157012,0.00547712,0.00377222,0.00645122,0.0349637,0.0119775,0.0108083,0.0130512,0.0124056,0,0.0193585,0,0.0109113,0.00502484,0.00682783,0.0148297,0.0129446,0.00605966,0.00529639,0.0093829,0,0,0.0212812,0,0.00985027,0.012295,0.0350937,0.018517,0.0239505,0.00817958,0,0.0234998,0.0157672,0.0126593,0.018831,0.0198906,0.0189712,0.0122219,0.021598,0.0240776,0.0155748,0.00825253,0.00645749,0.0185525,0.0146574,0,0,0,0.0145878,0
247,0.0165029,0.0179997,0,0,0,0.0211818,0.0222809,0.0136569,0.0109131,0,0,0,0,0.0191569,0,0.0167106,0.00898348,0.0356689,0.0122288,0.0237147,0.00919329,0,0,0.0275468,0.01514,0.00600332,0.00411155,0.00689721,0.0352468,0.0118787,0.010694,0.0131253,0.0120697,0,0.0205298,0,0.0107233,0.00529111,0.00682263,0.0164028,0.0130756,0.00643027,0.00475401,0.0100126,0,0,0.0217838,0,0.00992254,0.0125076,0.0351792,0.0170988,0.024043,0.00891317,0,0.0238488,0.0156123,0.0128805,0.0183374,0.0194511,0.0191393,0.0115293,0.0214031,0,0.0159087,0.0077642,0.00641585,0.0185042,0.014816,0,0,0,0.0151814,0
248,0.0165753,0.0179466,0,0,0,0.0218403,0.0221936,0.0138286,0.0113287,0,0,0,0,0.0190683,0,0.0167396,0.00905173,0.0357068,0.0124388,0.0235273,0.00895618,0,0,0.028466,0.0146054,0.00653868,0.00468679,0.00747793,0.035304,0.0115318,0.0103559,0.0130152,0.0117058,0,0.0212714,0,0.0105704,0.00548488,0.0068722,0.0161541,0.0132114,0.00684862,0.00432316,0.0105261,0,0,0.0222747,0,0.0100469,0.0126212,0.0355342,0.0163923,0.0241227,0.00890301,0,0.0242529,0.0155489,0.0131998,0.0179162,0.0191572,0.0192495,0.0111668,0.021347,0,0.0162169,0.00726786,0.00626701,0.0186287,0.0150535,0,0,0,0.0154673,0
249,0.0167885,0.0180448,0,0,0,0.0224281,0.0222961,0.0136914,0.0120121,0,0,0,0,0.0189446,0,0.0167962,0.00898685,0.0356797,0.0121125,0.0233793,0.00894583,0,0,0.0295783,0.0141684,0.00688014,0.00515026,0.00784088,0.0356036,0.0115196,0.0103515,0.013049,0.0113719,0,0.0219944,0,0.0102426,0.0054831,0.0068837,0.0158413,0.0133679,0.00716992,0.00409994,0.0113452,0,0,0.0227793,0,0.0099251,0.0128212,0.0360472,0.0158723,0.0242078,0.00881324,0,0.0246756,0.0153652,0.0134829,0.0174758,0.018814,0.0192794,0.0107391,0.0212822,0,0.0166695,0.00720967,0,0.019025,0.0155202,0,0,0,0.0158109,0
