Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RTIBI,x73
All Timesteps RMSE,0.0139909,0.0155906,0,0,0,0.046122,0.0209835,0.0279205,0.0105076,0,0,0,0,0.0163915,0,0.0168527,0.00873274,0.0363735,0.0317734,0.0235077,0.0216924,0,0,0.0236407,0.0134471,0.0127177,0.0228413,0.0173377,0.0356838,0.0153608,0.0230455,0.0149078,0.0148828,0,0.0548807,0,0.00953652,0.00491245,0.00571722,0.0205656,0.0128032,0.02148,0.0108092,0.00799168,0,0,0.0156463,0,0.00987549,0.00950697,0.0365715,0.0278763,0.0278818,0.0117689,0.0233372,0.0212825,0.014325,0.0139309,0.0146431,0.0166023,0.0148692,0.025328,0.0182999,0.0278496,0.0130548,0.00877923,0.00618054,0.0186362,0.0150234,0,0,0,0.0142395,0
0,0.0150158,0.0139113,0,0,0,0.019387,0.0224921,0.0198874,0.00487162,0,0,0,0,0.0188886,0,0.0162754,0.0118547,0.0353016,0.0202512,0.0245618,0.00289298,0,0,0.0134333,0.0148638,0.00494162,0.00751039,0.00896961,0.031803,0.00837231,0.011036,0.013344,0.015751,0,0.0213927,0,0.0126913,0.0064603,0.00523109,0.0305277,0.013371,0.0201991,0.00860113,0.00978044,0,0,0.00734948,0,0.0098044,0.00628452,0.0360223,0.0342643,0.0242782,0.00375055,0.0228336,0.0203279,0.01429,0.0138321,0.0143916,0.0178855,0.0207004,0.0116666,0.0262609,0.0343726,0.0104802,0.00685568,0.00580379,0.016979,0.0111387,0,0,0,0,0
1,0.0148038,0.014634,0,0,0,0.019581,0.0214432,0.019976,0.00504315,0,0,0,0,0.0192307,0,0.0167432,0.0108523,0.0354535,0.0201116,0.0244246,0.00283632,0,0,0.0147179,0.0152095,0.0047665,0.00710801,0.00864002,0.0315849,0.00813123,0.0109024,0.0131647,0.0154579,0,0.0204716,0,0.0117659,0.00526657,0.00541889,0.0294027,0.0132631,0.0189101,0.00800025,0.00995245,0,0,0.00831232,0,0.00983764,0.00698472,0.0354588,0.03407,0.0235297,0.00429125,0.0236833,0.0202691,0.0148986,0.0136461,0.0154138,0.0187352,0.022263,0.0108134,0.0284097,0.0351387,0.0108721,0.00713972,0.00607826,0.0178699,0.0121533,0,0,0,0,0
2,0.0151708,0.0155408,0,0,0,0.0198328,0.0212904,0.0201112,0.00534927,0,0,0,0,0.0195217,0,0.0167329,0.0104801,0.0353997,0.0200299,0.0243288,0.00316974,0,0,0.015957,0.0158141,0.00451912,0.00663431,0.00807724,0.0314277,0.00812547,0.0108383,0.0130683,0.0152468,0,0.0199914,0,0.0114162,0.0050392,0.00575951,0.0269838,0.0132102,0.0159177,0.00769436,0.010309,0,0,0.00948671,0,0.00990661,0.00777425,0.035135,0.0329157,0.0228371,0.00372621,0.0242183,0.0206803,0.0156917,0.0138659,0.016912,0.0200599,0.0226357,0.0107385,0.0291298,0.03694,0.0115585,0.00743813,0.00635649,0.0186349,0.0130223,0,0,0,0.019717,0
3,0.0157069,0.0163394,0,0,0,0.0203735,0.0215326,0.0202247,0.00573216,0,0,0,0,0.0195427,0,0.0165925,0.0102035,0.0352869,0.0198907,0.0241679,0.00342024,0,0,0.0170314,0.0164426,0.00434149,0.00632395,0.00765819,0.0314445,0.00807991,0.0106871,0.0129924,0.0151017,0,0.0200077,0,0.0111416,0.0050848,0.00591074,0.025893,0.013256,0.0153916,0.00774493,0.0106525,0,0,0.0109203,0,0.0099347,0.00854601,0.0351787,0.0347114,0.0225531,0.00376933,0.0242923,0.0211874,0.0165622,0.0137135,0.0180994,0.0210339,0.0232797,0.0102973,0.030308,0.0410424,0.0122445,0.00775621,0.00620656,0.0192129,0.0138487,0,0,0,0,0
4,0.0162537,0.0169482,0,0,0,0.0207118,0.0219249,0.0200093,0.00618537,0,0,0,0,0.0193326,0,0.0164783,0.00989776,0.0352018,0.0193921,0.0239951,0.0037029,0,0,0.018063,0.0169277,0.00416361,0.00610943,0.0072997,0.0316501,0.00814794,0.0105743,0.0129319,0.0149433,0,0.0199547,0,0.0107954,0.00509131,0.00594916,0.0259489,0.0133264,0.0130592,0.00773858,0.0110286,0,0,0.0120539,0,0.00990614,0.00939642,0.0354813,0.0348511,0.0223177,0.0033459,0.024151,0.0216992,0.0173169,0.0142138,0.0192907,0.0219308,0.0226707,0.0109284,0.029655,0.0443712,0.0128886,0.00800034,0.0060784,0.0196718,0.0147307,0,0,0,0.0184361,0
5,0.0165528,0.0172745,0,0,0,0.0206523,0.0220078,0.0192453,0.0068183,0,0,0,0,0.0189713,0,0.0163569,0.00961537,0.035273,0.0183318,0.0239595,0.00395777,0,0,0.0187471,0.0170329,0.00412548,0.00608599,0.00716215,0.032041,0.00814971,0.0104478,0.0128375,0.0145974,0,0.0196474,0,0.0104518,0.00508372,0.00588404,0.0260342,0.0134316,0.0121432,0.0077395,0.0111734,0,0,0.0131727,0,0.00988423,0.0101995,0.0359492,0.0351047,0.0224795,0.00373551,0.0235095,0.0219877,0.0176439,0.0142116,0.0197711,0.0218901,0.0225095,0.0112184,0.0291818,0.0449406,0.0133071,0.00822431,0.00625562,0.0199442,0.0153376,0,0,0,0.0179147,0
6,0.0165886,0.0173629,0,0,0,0.0205207,0.021945,0.0181917,0.00722253,0,0,0,0,0.0186447,0,0.0162967,0.00939613,0.0352506,0.0168802,0.0239863,0.00433711,0,0,0.0191121,0.0169084,0.00458042,0.00619358,0.00714116,0.0325673,0.00846425,0.010505,0.0129012,0.0142972,0,0.0194557,0,0.0103166,0.00511404,0.00586136,0.0249353,0.013481,0.0113412,0.00760602,0.0111161,0,0,0.014281,0,0.00986832,0.0107201,0.0362734,0.0335294,0.0227784,0.00439043,0.022511,0.022047,0.0174092,0.0140272,0.0195897,0.0214108,0.0224398,0.0114283,0.0285423,0.0428287,0.0135061,0.00848241,0.00645483,0.0199351,0.0156946,0,0,0,0.0175236,0
7,0.0164398,0.0172392,0,0,0,0.0205132,0.0219613,0.0171412,0.00745396,0,0,0,0,0.0182529,0,0.0163598,0.00920439,0.0351571,0.0153518,0.0240589,0.00471941,0,0,0.0193386,0.0166118,0.00508585,0.00639166,0.0073609,0.0331063,0.00886229,0.010713,0.0129874,0.0140266,0,0.0195005,0,0.0103293,0.00514916,0.00580549,0.0228778,0.0135255,0.0106361,0.00723316,0.0108671,0,0,0.0148005,0,0.00988578,0.0109733,0.0363514,0.0309271,0.0231297,0.00521218,0.0214193,0.0219447,0.0169278,0.013675,0.0190622,0.020874,0.0223612,0.0116189,0.0278627,0.0394566,0.0135636,0.00871134,0.00655582,0.0196983,0.01589,0,0,0,0.0170963,0
8,0.016283,0.0171029,0,0,0,0.0205944,0.0219663,0.0163067,0.00771347,0,0,0,0,0.0180019,0,0.01642,0.00907147,0.035088,0.0140253,0.0239949,0.00511184,0,0,0.0196608,0.0162015,0.00545664,0.00651936,0.00754514,0.033553,0.00917888,0.0107761,0.012873,0.0136989,0,0.0197269,0,0.0102896,0.00517404,0.00575388,0.0204817,0.0135442,0.00992967,0.00652437,0.0106359,0,0,0.0150533,0,0.00992461,0.0111225,0.0362106,0.0276918,0.0234202,0.00622555,0.0205733,0.0218651,0.0164814,0.0132237,0.0186374,0.0204604,0.0221949,0.0118015,0.0270936,0.0357883,0.0136171,0.00895044,0.00659522,0.019474,0.0161218,0,0,0,0.0166528,0
9,0.0160698,0.0168867,0,0,0,0.020899,0.0218996,0.0158022,0.00794601,0,0,0,0,0.0177283,0,0.0164375,0.0089674,0.0350628,0.0131035,0.0239852,0.00552524,0,0,0.0200038,0.0156532,0.00574007,0.00655736,0.00773181,0.0339757,0.00939268,0.0106082,0.0127193,0.0132703,0,0.0202364,0,0.0102482,0.00517542,0.0056295,0.0182383,0.0135281,0.00900166,0.00564672,0.0103911,0,0,0.0149949,0,0.00994497,0.0111888,0.0359335,0.0243054,0.023711,0.0074487,0.0199682,0.0217045,0.0161349,0.0127504,0.0181385,0.0199303,0.0216853,0.0120409,0.0260113,0.0318374,0.01367,0.00911445,0.00646688,0.0191062,0.0161298,0,0,0,0.0162759,0
10,0.0158318,0.0166981,0,0,0,0.0215047,0.0218056,0.0157315,0.00825055,0,0,0,0,0.0174424,0,0.0164249,0.00887035,0.0350285,0.0127413,0.023876,0.00598821,0,0,0.0205607,0.0150839,0.00601032,0.00652897,0.00773063,0.0343311,0.00952791,0.0104069,0.0126297,0.0128457,0,0.0209341,0,0.0102215,0.00518666,0.00553071,0.0165056,0.0135098,0.00797813,0.00477681,0.0102578,0,0,0.0153199,0,0.00995081,0.0111973,0.0357068,0.0209364,0.0239289,0.00880396,0.0197734,0.0215597,0.0159434,0.0124669,0.0178998,0.0195121,0.0208862,0.0120648,0.0245637,0.0282388,0.01371,0.00909394,0.0063681,0.0188393,0.0160715,0,0,0,0.0158213,0
11,0.0156225,0.0165406,0,0,0,0.0221855,0.0216909,0.015824,0.00851138,0,0,0,0,0.0173336,0,0.0164373,0.00883115,0.0350636,0.0127305,0.0237438,0.00649097,0,0,0.0213877,0.0146137,0.00626915,0.00649298,0.00767483,0.0346347,0.0096063,0.0100861,0.01255,0.0123778,0,0.0216513,0,0.0102635,0.00519413,0.00547702,0.0150286,0.0134898,0.00716168,0.00402315,0.0102721,0,0,0.0155806,0,0.00996971,0.0112114,0.0354859,0.0181067,0.024058,0.00986036,0.019905,0.0214489,0.0157299,0.0123616,0.0178275,0.0191702,0.0200878,0.0120133,0.02301,0.0251447,0.0137938,0.00900328,0.00628756,0.0187271,0.0160237,0,0,0,0.015477,0
12,0.0153766,0.016481,0,0,0,0.023173,0.0215992,0.0160884,0.00892252,0,0,0,0,0.0174048,0,0.0165183,0.00882576,0.0350891,0.0128969,0.0236963,0.006955,0,0,0.0223144,0.0142824,0.00636655,0.00652417,0.00787627,0.0349421,0.00966558,0.00990665,0.0125224,0.0120744,0,0.0226108,0,0.0103916,0.00512545,0.00545601,0.0137229,0.0135031,0.00638369,0.00354029,0.0101284,0,0,0.0158,0,0.00997843,0.0111658,0.0353654,0.0159944,0.0241301,0.00999883,0.0203036,0.0212482,0.015563,0.0124243,0.0175173,0.0189434,0.0194058,0.0118389,0.0215546,0.0223631,0.0138802,0.00882348,0.00606269,0.0187755,0.0158787,0,0,0,0.0152518,0
13,0.0151896,0.0164359,0,0,0,0.0240471,0.0215389,0.0162338,0.00936348,0,0,0,0,0.0175488,0,0.0166483,0.00884678,0.0350935,0.012924,0.0235342,0.00740892,0,0,0.0230844,0.0139593,0.00641004,0.00657934,0.0080113,0.035219,0.00983996,0.00986001,0.0125794,0.0118485,0,0.0235166,0,0.0104726,0.005143,0.00542939,0.0127617,0.0134551,0.00578966,0.00327752,0.0101877,0,0,0.0157801,0,0.00997655,0.0110743,0.0354302,0.0144047,0.0241648,0.00983038,0.0207112,0.0211693,0.0153973,0.0126437,0.0170595,0.018725,0.0188991,0.0114485,0.0202859,0.020189,0.0140145,0.00849065,0.00581176,0.0189617,0.0159508,0,0,0,0.015232,0
14,0.0150602,0.0163629,0,0,0,0.0247973,0.0215277,0.0162352,0.00974835,0,0,0,0,0.0177044,0,0.016723,0.00897083,0.0351374,0.0127553,0.0234104,0.00770624,0,0,0.0236754,0.0136877,0.00655032,0.00672881,0.00820398,0.0354881,0.0100609,0.0098629,0.0126552,0.01164,0,0.0244596,0,0.0105771,0.00514088,0.00543423,0.0117629,0.0133854,0.0055725,0.00343834,0.0103532,0,0,0.0157777,0,0.00999285,0.0108942,0.0356226,0.0135829,0.0242304,0.00955518,0.0210073,0.0211596,0.0152049,0.0126928,0.0166199,0.0184353,0.0184543,0.0110599,0.0192214,0.0182214,0.0140953,0.00815561,0.00586623,0.0192052,0.016112,0,0,0,0.0154927,0
15,0.0149822,0.0162079,0,0,0,0.0255815,0.0215672,0.0161865,0.0100969,0,0,0,0,0.0177929,0,0.016723,0.00916957,0.0351734,0.0124515,0.0233917,0.00792435,0,0,0.0241017,0.01348,0.00680652,0.00695589,0.00843593,0.0357832,0.0102891,0.0100357,0.0127193,0.0114688,0,0.0256423,0,0.0106642,0.00519216,0.00548297,0.0110751,0.0133212,0.00579165,0.00380009,0.0105922,0,0,0.0157595,0,0.0100187,0.0107305,0.0358826,0.0136445,0.0243306,0.00921184,0.0210324,0.0212039,0.0148796,0.0127574,0.0162786,0.0179831,0.0181047,0.0106772,0.0184396,0.0168546,0.0141203,0.00791454,0.00591097,0.0194275,0.0163247,0,0,0,0.015862,0
16,0.0149672,0.0160511,0,0,0,0.0263157,0.0215966,0.016166,0.0104997,0,0,0,0,0.0178007,0,0.016631,0.00935511,0.035125,0.0121463,0.0233411,0.00822197,0,0,0.0244164,0.0133597,0.00720819,0.0073152,0.00874629,0.036141,0.0105223,0.0101147,0.0126491,0.011252,0,0.0269225,0,0.0106324,0.00523591,0.0054575,0.0107725,0.013275,0.0062569,0.00417919,0.0109044,0,0,0.0156974,0,0.0100427,0.0105711,0.0360772,0.014248,0.0244237,0.00913609,0.0208575,0.0213189,0.0144208,0.0127533,0.0159481,0.0173744,0.0178475,0.0103981,0.0178513,0.0161333,0.0141476,0.00770902,0.00580992,0.0196621,0.0166378,0,0,0,0.01612,0
17,0.0149347,0.0160469,0,0,0,0.0271553,0.0215294,0.016365,0.0110182,0,0,0,0,0.0179328,0,0.0165904,0.00948176,0.0349687,0.0121389,0.0232022,0.00856393,0,0,0.0246469,0.0133545,0.00752849,0.00762172,0.00913842,0.0364497,0.0107197,0.0100955,0.0126628,0.011046,0,0.0280412,0,0.0104793,0.00519362,0.00545485,0.0107416,0.0132148,0.00696391,0.00432847,0.0111198,0,0,0.0155293,0,0.0100679,0.0103704,0.0361888,0.0152128,0.0244633,0.00948268,0.0206679,0.0214121,0.0138565,0.0128527,0.0153453,0.016623,0.017746,0.0102113,0.0175428,0.015907,0.0141435,0.00757745,0.00579193,0.0200365,0.0170214,0,0,0,0.0163048,0
18,0.0149505,0.0161554,0,0,0,0.0280659,0.021494,0.0167137,0.0115772,0,0,0,0,0.0179234,0,0.0164969,0.00962253,0.0348481,0.0124719,0.0231366,0.00891737,0,0,0.0246805,0.013474,0.00774604,0.00781814,0.00942151,0.0367758,0.0108421,0.0101122,0.0127355,0.010802,0,0.0290097,0,0.0102647,0.00511991,0.0054671,0.011187,0.0131272,0.00776607,0.00431465,0.0114765,0,0,0.0153689,0,0.0100655,0.0101588,0.0362418,0.0165082,0.0245409,0.0100087,0.020267,0.0215168,0.0131505,0.0131889,0.0147409,0.0157233,0.0176278,0.0101536,0.0178534,0.0166055,0.0141226,0.00739951,0.00580658,0.0204795,0.0174938,0,0,0,0.016542,0
19,0.0190097,0.0171093,0,0,0,0.0291139,0.0210749,0.0173143,0.0121355,0,0,0,0,0.0181948,0,0.0165015,0.0104216,0.0348566,0.0130615,0.0232033,0.0092718,0,0,0.0244227,0.015827,0.00787468,0.00793407,0.00970819,0.0370892,0.0109515,0.0100495,0.0127569,0.0105716,0,0.0299403,0,0.0139332,0.00488483,0.00512972,0.0118568,0.0131701,0.00920344,0.00448778,0.0122699,0,0,0.0184081,0,0.00998804,0.011732,0.0361643,0.0180183,0.0245842,0.0106993,0.0195198,0.0251059,0.0124359,0.0136874,0.0138949,0.0146946,0.0178027,0.0102546,0.0187549,0.0183566,0.017276,0.00782974,0.00580992,0.0192306,0.014562,0,0,0,0.0169834,0
20,0.0190743,0.0168801,0,0,0,0.0299855,0.0208671,0.0178499,0.0124152,0,0,0,0,0.0173487,0,0.0166042,0.0102137,0.034725,0.0138913,0.0233256,0.00959681,0,0,0.0238281,0.0154239,0.00798005,0.0080743,0.00990713,0.0372652,0.0110285,0.00983378,0.0127158,0.010343,0,0.0307021,0,0.0135744,0.00472942,0.00494028,0.0126338,0.0131389,0.0107451,0.00497044,0.0120531,0,0,0.0185199,0,0.00999733,0.01169,0.0361927,0.0201332,0.0248987,0.0111058,0.0183113,0.0248836,0.0119511,0.0137657,0.0134034,0.0138973,0.0181684,0.0105887,0.0197309,0.0200251,0.0172945,0.00765432,0.00583004,0.0188852,0.0147051,0,0,0,0.0172382,0
21,0.0184987,0.0165376,0,0,0,0.0307956,0.0207386,0.0181388,0.0126568,0,0,0,0,0.0164849,0,0.0166768,0.00978958,0.0346149,0.0146032,0.0234429,0.0098324,0,0,0.0234271,0.0145205,0.0081175,0.00828421,0.0101789,0.037408,0.0110885,0.0096641,0.0127134,0.0101522,0,0.0313598,0,0.0125238,0.00472913,0.00490618,0.0137506,0.0130955,0.0125953,0.00524777,0.0116621,0,0,0.0181424,0,0.0100197,0.0114393,0.0362511,0.0227246,0.0252135,0.0114347,0.0173769,0.0242644,0.0113903,0.0139509,0.0131457,0.0132166,0.0184277,0.0109733,0.0207996,0.0223863,0.0167822,0.00748185,0.00587878,0.0188063,0.0153017,0,0,0,0.0173711,0
22,0.0191965,0.0179076,0,0,0,0.0828222,0.0210806,0.0444733,0.00687905,0,0,0,0,0.0151948,0,0.0165358,0.00851726,0.0396849,0.0421673,0.0190531,0.0404796,0,0,0.0250512,0.0137596,0.0177103,0.0420561,0.0305355,0.0373859,0.0218309,0.0348805,0.019943,0.0112028,0,0.0869903,0,0.0104077,0.00482987,0.00512278,0.0158634,0.0133323,0.0161875,0.00427513,0.0136267,0,0,0.0215689,0,0.00985718,0.012886,0.0372993,0.0258011,0.0247742,0.0141613,0.0165554,0.0270291,0.0086706,0.0149208,0.0111741,0.0105091,0.0187161,0.011861,0.0221717,0.0257107,0.0189074,0.00783832,0.00573616,0.0200074,0.0148703,0,0,0,0.0175811,0
23,0.0186846,0.0174695,0,0,0,0.0837474,0.020937,0.0447107,0.00735199,0,0,0,0,0.0148284,0,0.0165028,0.00844601,0.0396696,0.0426115,0.0194036,0.0404584,0,0,0.0246049,0.0133487,0.0176813,0.0419364,0.0304736,0.0375603,0.0217558,0.0349392,0.020338,0.0112455,0,0.0878291,0,0.0096718,0.00483349,0.00509182,0.0178185,0.0132302,0.0191521,0.00394874,0.0131367,0,0,0.0209895,0,0.00985897,0.0126239,0.0375445,0.029417,0.0251755,0.0144451,0.0155791,0.0264491,0.00817327,0.0150555,0.0108919,0.0101287,0.0190764,0.0124485,0.0233136,0.0289743,0.0183707,0.00782678,0.00572075,0.0197527,0.0153841,0,0,0,0.0174945,0
24,0.0181179,0.0170498,0,0,0,0.0844868,0.020777,0.045113,0.00789261,0,0,0,0,0.0143913,0,0.0164301,0.008449,0.0396279,0.0428762,0.0197839,0.0403865,0,0,0.0244062,0.01321,0.017634,0.0417833,0.0303958,0.0377143,0.0217061,0.0350742,0.0204353,0.0112575,0,0.0886757,0,0.00894481,0.00482314,0.00507136,0.0200274,0.0131631,0.0218027,0.00409691,0.0124703,0,0,0.0203308,0,0.0098653,0.0123196,0.0378605,0.0332424,0.0256973,0.0145386,0.0147541,0.0256746,0.00797636,0.0152863,0.0108258,0.00991304,0.0194692,0.0130898,0.0246582,0.032744,0.0177961,0.00780426,0.00579147,0.0194574,0.015783,0,0,0,0.0175705,0
25,0.0176628,0.0167287,0,0,0,0.0851084,0.0207166,0.0455426,0.00843766,0,0,0,0,0.0141325,0,0.0164291,0.00857696,0.0396075,0.0432463,0.0200728,0.0403157,0,0,0.0244712,0.0133336,0.0174653,0.0414996,0.0302122,0.0378134,0.0216695,0.0352209,0.0204671,0.0113281,0,0.0893927,0,0.00836559,0.00480014,0.00504871,0.0220541,0.0131227,0.0240172,0.00417014,0.0119682,0,0,0.0197343,0,0.00989194,0.0120143,0.0382724,0.0372352,0.026244,0.014412,0.014129,0.0249666,0.0080046,0.0153775,0.010885,0.00982483,0.0197945,0.0138349,0.0258679,0.0365803,0.0172661,0.00769922,0.00570976,0.0192062,0.0160449,0,0,0,0.0176182,0
26,0.0172105,0.0163808,0,0,0,0.0856243,0.0206644,0.0457359,0.00894126,0,0,0,0,0.0139226,0,0.0164403,0.00865656,0.0396549,0.0438571,0.0203924,0.0402272,0,0,0.0246004,0.0135355,0.0173509,0.040982,0.0299746,0.0378699,0.0216197,0.0351531,0.0205083,0.0114424,0,0.089921,0,0.00781505,0.00476524,0.00503634,0.0236678,0.0131145,0.0257361,0.00407437,0.0114073,0,0,0.0191785,0,0.00992729,0.011725,0.0387037,0.0410135,0.0268532,0.0138089,0.0136141,0.0242414,0.00816095,0.0151698,0.0107867,0.00980746,0.0197338,0.0147281,0.026592,0.0401573,0.0167495,0.0076616,0.00572211,0.0189735,0.0160992,0,0,0,0.0173391,0
27,0.0167476,0.0160202,0,0,0,0.0860854,0.0206274,0.0460743,0.0093849,0,0,0,0,0.0137,0,0.0164498,0.00870821,0.0397439,0.044402,0.0207108,0.0401343,0,0,0.0247446,0.0138018,0.0172892,0.0405878,0.0297167,0.0379413,0.0215367,0.035089,0.0205053,0.011558,0,0.0902444,0,0.00730258,0.00477002,0.00501741,0.0249897,0.0131042,0.0270971,0.00394644,0.0109537,0,0,0.0186628,0,0.00997114,0.0115038,0.039006,0.0443332,0.0274192,0.0128388,0.0132126,0.0234877,0.00833679,0.0149997,0.0107887,0.00972152,0.0194232,0.0157182,0.0270168,0.0431487,0.0162713,0.00776631,0.00583709,0.0187378,0.0159797,0,0,0,0.0168714,0
28,0.0152415,0.0142658,0,0,0,0.0355685,0.0203171,0.0201373,0.0154456,0,0,0,0,0.0129505,0,0.0166422,0.00900464,0.0348364,0.0183958,0.0247539,0.0106234,0,0,0.0233025,0.0141106,0.009098,0.00982633,0.0116765,0.0386136,0.0117478,0.00982385,0.0130808,0.00937423,0,0.0350661,0,0.00707337,0.0048025,0.00488476,0.0258732,0.0128549,0.0264575,0.00576019,0.00844353,0,0,0.0148327,0,0.0100916,0.0100462,0.0381205,0.0459305,0.0285973,0.00920638,0.0131445,0.0192206,0.0102619,0.014431,0.0128111,0.0118014,0.0186248,0.016422,0.0270134,0.0453644,0.0137855,0.00741407,0.0058669,0.0170025,0.0166947,0,0,0,0.0160224,0
29,0.0150323,0.0141605,0,0,0,0.0352166,0.0203081,0.0203815,0.0158799,0,0,0,0,0.0125693,0,0.0164607,0.00888689,0.0347433,0.0192248,0.0250465,0.0107949,0,0,0.0235534,0.0143477,0.00909029,0.00974764,0.0115763,0.0387785,0.0118754,0.00993274,0.01318,0.0093728,0,0.0349796,0,0.0066231,0.004743,0.0048564,0.0269532,0.0128318,0.0271506,0.00563373,0.00813865,0,0,0.0145343,0,0.0100955,0.00989101,0.0381571,0.047301,0.0290043,0.00761485,0.013224,0.0188592,0.0106618,0.0143226,0.0127222,0.0118339,0.0180195,0.0180491,0.027001,0.0472705,0.0135643,0.00736179,0.00567363,0.0169509,0.0162654,0,0,0,0.0151279,0
30,0.0147555,0.0139386,0,0,0,0.035211,0.0202068,0.0204767,0.0161575,0,0,0,0,0.0122923,0,0.016458,0.0087574,0.0346087,0.0200041,0.0253333,0.0107971,0,0,0.0235245,0.0145737,0.00905638,0.00970211,0.0116376,0.0386942,0.0118843,0.00978991,0.0133486,0.0093525,0,0.0349032,0,0.00625978,0.0047497,0.00478619,0.0277433,0.0128586,0.0279742,0.00542533,0.00769169,0,0,0.014111,0,0.0101374,0.00962061,0.0380586,0.0480835,0.0293785,0.00602745,0.0131724,0.0184537,0.0112143,0.0141182,0.0122723,0.0119932,0.0172987,0.0201624,0.0266365,0.0485352,0.0132674,0.00731877,0.00559604,0.0168605,0.0158075,0,0,0,0.0140826,0
31,0.0144442,0.0136818,0,0,0,0.03536,0.0201017,0.020621,0.0164229,0,0,0,0,0.0120449,0,0.0164614,0.00866091,0.0344979,0.0207197,0.0255986,0.0107071,0,0,0.0233527,0.0147206,0.00897717,0.00958473,0.0115368,0.0385543,0.0118639,0.00975104,0.013397,0.00941784,0,0.0349221,0,0.00606995,0.00473282,0.00476999,0.0279031,0.0128915,0.0286761,0.00525212,0.0072499,0,0,0.0136523,0,0.0101727,0.00934477,0.0379229,0.0482756,0.0296879,0.00461826,0.0130786,0.0180542,0.0117461,0.0136941,0.0122749,0.0123597,0.0163606,0.0226307,0.0261022,0.0487279,0.0129082,0.00734167,0.00562042,0.0167421,0.0153361,0,0,0,0.0129808,0
32,0.0141388,0.0134667,0,0,0,0.0355301,0.0201088,0.0208666,0.0165934,0,0,0,0,0.0117643,0,0.0164728,0.00861286,0.0345112,0.0211269,0.0257112,0.0105116,0,0,0.0231848,0.0148773,0.00887199,0.00943255,0.0113133,0.0384191,0.0117951,0.00975126,0.0132368,0.00947391,0,0.0350836,0,0.00596678,0.00468101,0.00480188,0.0274981,0.0129098,0.0290907,0.00522493,0.00695436,0,0,0.0131926,0,0.0101804,0.00912759,0.0378432,0.047204,0.0299475,0.00380894,0.0129754,0.0177114,0.0122901,0.0133064,0.0125686,0.0128114,0.0153536,0.0251544,0.024962,0.0477465,0.0125662,0.00746669,0.00565239,0.0166791,0.0148966,0,0,0,0.0120809,0
33,0.0137173,0.0132545,0,0,0,0.0356553,0.0199234,0.0208543,0.0167526,0,0,0,0,0.0116969,0,0.0166165,0.00846483,0.0346383,0.0219641,0.0258095,0.0103863,0,0,0.0230206,0.0148846,0.0087656,0.00928536,0.0112908,0.0383157,0.0117318,0.00954537,0.013204,0.0094931,0,0.0352467,0,0.00601127,0.00470599,0.00481249,0.026626,0.0129292,0.0289971,0.00530256,0.00661601,0,0,0.0127356,0,0.0101738,0.00890409,0.037849,0.0448597,0.030189,0.00361455,0.0129859,0.0173367,0.0129223,0.012992,0.0129726,0.0133665,0.014424,0.0276359,0.023281,0.045501,0.0121436,0.00761554,0.0054284,0.0166608,0.0144588,0,0,0,0.0116711,0
34,0.0133532,0.0130611,0,0,0,0.036044,0.0198674,0.0203196,0.016914,0,0,0,0,0.011549,0,0.016648,0.00834634,0.0348053,0.0229119,0.0259349,0.010322,0,0,0.0228539,0.0149051,0.00865841,0.00916797,0.0112889,0.0382566,0.0117418,0.00942717,0.0133098,0.00944821,0,0.0355024,0,0.00609119,0.00470035,0.00479415,0.0250319,0.0129423,0.0287199,0.00545791,0.00634842,0,0,0.0124404,0,0.0101568,0.00876402,0.0379293,0.0418042,0.0304202,0.00459341,0.0130516,0.0169735,0.0136128,0.0126746,0.0134781,0.014028,0.0139468,0.0301518,0.0218244,0.0419079,0.0117987,0.0077655,0.00523738,0.0166167,0.014139,0,0,0,0.0123971,0
35,0.0134873,0.0141163,0,0,0,0.0874254,0.0199521,0.0467024,0.0114434,0,0,0,0,0.0114574,0,0.0165401,0.00784908,0.0401285,0.0488061,0.0224722,0.0398252,0,0,0.0236904,0.0149106,0.0171212,0.0402067,0.0285639,0.0372286,0.0209563,0.0344138,0.0209587,0.0117819,0,0.0913905,0,0.00594923,0.00468374,0.00484143,0.0237423,0.0131067,0.0301055,0.00482678,0.00761879,0,0,0.0152428,0,0.0100116,0.00973931,0.0387616,0.0406876,0.0304135,0.00509675,0.0125479,0.0195638,0.0125102,0.0120267,0.0126982,0.0126336,0.0151224,0.0339936,0.021598,0.0385751,0.0132515,0.00850516,0.00521329,0.0178796,0.012591,0,0,0,0.0148021,0
