Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LBR
72,0.0224387,0.0247776,0,0,0,0.0426877,0.0210926,0.0258685,0.0108461,0,0,0,0.011938,0,0.0167462,0.00625042,0.0342959,0.0184021,0.0222216,0.00524823,0,0,0.0250227,0.0246246,0.0058374,0.00925454,0.00753389,0.0353356,0.00940247,0.015282,0.0139048,0.00831181,0,0.0438345,0,0.0101423,0.00472483,0.00509179,0.015402,0.0148018,0.0116463,0.00336789,0.00366682,0,0,0.0189873,0,0.0107003,0.0134941,0.0369563,0.0205462,0.0250513,0.0104176,0.0189936,0.0152731,0.00878482,0.0150364,0.0106993,0.0107555,0.0179742,0.0119531,0.0169358,0.0202254,0.0236789,0.0123369,0.0120877,0.00811505,0.0230451,0.00399137,0,0,0,0,0
73,0.0222114,0.024607,0,0,0,0.0433998,0.0210286,0.0259576,0.0112429,0,0,0,0.0118941,0,0.0166864,0.00616986,0.0342182,0.0189924,0.0225036,0.00515568,0,0,0.024298,0.0241266,0.00596848,0.0095461,0.00775891,0.0355555,0.00941274,0.0151855,0.0138687,0.00814817,0,0.0444719,0,0.00997003,0.00462767,0.00512082,0.0165919,0.014774,0.0134165,0.00302219,0.00347111,0,0,0.0191181,0,0.0107022,0.0132927,0.0369668,0.0228171,0.025209,0.0107841,0.0178746,0.0150516,0.00817809,0.0153821,0.0101995,0.00988853,0.0182057,0.0123079,0.0172666,0.0209273,0.0253766,0.0121407,0.0119181,0.00794603,0.0228155,0.00384887,0,0,0,0,0
74,0.0220048,0.0244292,0,0,0,0.0441411,0.0209939,0.0261929,0.0116085,0,0,0,0.0118823,0,0.0166312,0.00605996,0.0342096,0.0197903,0.0227685,0.00512016,0,0,0.0236546,0.0235951,0.00612413,0.00965122,0.00800769,0.0357046,0.00948236,0.0153637,0.0139142,0.00800379,0,0.0451173,0,0.0096919,0.00454093,0.0051489,0.018207,0.0147515,0.0156451,0.00307072,0.00326193,0,0,0.0191193,0,0.010682,0.0132016,0.0370341,0.0253136,0.0253582,0.0111997,0.0168652,0.0147967,0.00767439,0.0157664,0.00962334,0.00912735,0.0186293,0.0126514,0.0173771,0.0218161,0.0277574,0.0119246,0.0118847,0.00778695,0.0225136,0.00370831,0,0,0,0,0
75,0.0218545,0.0243041,0,0,0,0.044635,0.0209967,0.0267066,0.0119798,0,0,0,0.0118664,0,0.0165975,0.00593487,0.0341838,0.0205118,0.0228148,0.00512424,0,0,0.02326,0.0230945,0.00628023,0.00965769,0.00826121,0.0358174,0.0094584,0.0154036,0.014021,0.00785809,0,0.0456791,0,0.00930479,0.00450713,0.00518947,0.0199109,0.0147462,0.017998,0.00379046,0.00302193,0,0,0.0189442,0,0.0106655,0.0131902,0.0372545,0.0276284,0.0256467,0.011367,0.0160167,0.0144644,0.00726588,0.0159521,0.00905393,0.00867702,0.0187635,0.0130412,0.0171808,0.022925,0.0305257,0.0117681,0.0118605,0.00770026,0.0222193,0.00355227,0,0,0,0,0
76,0.0217971,0.024195,0,0,0,0.0452997,0.0209356,0.0274896,0.0123136,0,0,0,0.0118051,0,0.0165349,0.00582384,0.0341743,0.0211894,0.0228776,0.00517329,0,0,0.0231433,0.0226036,0.00637827,0.00962149,0.00842547,0.035967,0.00936158,0.0153404,0.0141247,0.00773932,0,0.0463318,0,0.00886419,0.00446825,0.0052515,0.0215242,0.0147258,0.0201639,0.00413172,0.00284729,0,0,0.0186231,0,0.0106617,0.0132535,0.0375868,0.0303894,0.0259542,0.0113898,0.0153964,0.0141764,0.00698734,0.0159561,0.00861808,0.00829269,0.0189293,0.0135015,0.0171229,0.0238,0.0335117,0.011701,0.0118308,0.00781326,0.0219529,0.0033802,0,0,0,0,0
77,0.0217417,0.0240722,0,0,0,0.0459408,0.0207947,0.0280224,0.0126529,0,0,0,0.0116108,0,0.0164259,0.00573931,0.0341993,0.0219066,0.022988,0.00525234,0,0,0.0232468,0.0221506,0.00640566,0.00965534,0.00857225,0.0360517,0.00924672,0.0153555,0.0140932,0.00760088,0,0.0470649,0,0.00845736,0.00440839,0.00533037,0.0230525,0.014714,0.0220921,0.00405664,0.00281481,0,0,0.0184242,0,0.0106527,0.0132662,0.0380188,0.0340525,0.026332,0.0112138,0.0149965,0.013828,0.00693,0.0157687,0.0083987,0.00770614,0.0190933,0.0142124,0.0170254,0.0245818,0.0365776,0.0116277,0.0118455,0.00807562,0.0217009,0.00321226,0,0,0,0,0
78,0.0216657,0.0237994,0,0,0,0.0465898,0.0206674,0.0282809,0.0129795,0,0,0,0.0113101,0,0.0163775,0.00567191,0.0342647,0.0226461,0.0232601,0.00524237,0,0,0.0232051,0.021731,0.00635421,0.00963161,0.0086084,0.0361644,0.00915344,0.0152573,0.0140961,0.00747388,0,0.0477401,0,0.00816443,0.00434707,0.00538435,0.0245654,0.0146838,0.023789,0.00389031,0.0030036,0,0,0.018082,0,0.0106732,0.0131013,0.0384807,0.0375663,0.0269383,0.0105839,0.0143832,0.0132623,0.00695978,0.0153854,0.0085134,0.00734363,0.018729,0.0153061,0.0164607,0.0248594,0.0397226,0.0113204,0.0118956,0.00816429,0.0212401,0.00287691,0,0,0,0,0
79,0.0215144,0.0233703,0,0,0,0.0472773,0.0206235,0.0287648,0.0132577,0,0,0,0.0111418,0,0.0164014,0.00560975,0.0343627,0.023424,0.0236175,0.00529278,0,0,0.0229746,0.0213299,0.00628907,0.00955428,0.0087033,0.0362455,0.00905402,0.0150459,0.0141467,0.00735922,0,0.0483197,0,0.00790075,0.00432924,0.00535422,0.0261331,0.0146524,0.025243,0.00371913,0.00337968,0,0,0.0176052,0,0.0106829,0.0127561,0.0387865,0.0404508,0.0276294,0.00952743,0.0136042,0.0124435,0.00709879,0.0148842,0.00865849,0.00732381,0.0180209,0.0167876,0.0155677,0.0251115,0.0427691,0.0108459,0.0118365,0.00802292,0.0206431,0.00256523,0,0,0,0,0
80,0.0214352,0.0229576,0,0,0,0.047916,0.0206292,0.0296036,0.0134987,0,0,0,0.011085,0,0.0164505,0.00555126,0.0344493,0.0241319,0.0238734,0.00542049,0,0,0.0227044,0.0209648,0.00626445,0.0094699,0.00873547,0.0362371,0.00902153,0.0151072,0.0141677,0.00730641,0,0.0487881,0,0.00767811,0.00431277,0.0053492,0.0276155,0.0145832,0.0266245,0.00345674,0.00389579,0,0,0.0171269,0,0.0106738,0.0123819,0.038919,0.0428915,0.028288,0.00810439,0.0128952,0.0116962,0.00751963,0.0144055,0.00845994,0.00753545,0.01719,0.0186459,0.0144593,0.0254021,0.0455196,0.010371,0.0117442,0.00777216,0.0200644,0.00241028,0,0,0,0,0
81,0.0214483,0.0226035,0,0,0,0.0483154,0.0206077,0.0301549,0.0134731,0,0,0,0.0108574,0,0.0164622,0.00541395,0.034467,0.0246031,0.0240804,0.00554305,0,0,0.0224381,0.0206275,0.00624189,0.009421,0.00878935,0.0362859,0.00892405,0.0150701,0.0142955,0.00728053,0,0.049249,0,0.00747206,0.00432259,0.00529281,0.0289777,0.0145482,0.0280734,0.00352815,0.00444833,0,0,0.016522,0,0.0106785,0.0121494,0.0388942,0.0449408,0.0289065,0.00657046,0.0123274,0.0111038,0.00797658,0.0141844,0.00853605,0.00787748,0.0166546,0.0207301,0.0132817,0.0254022,0.0477228,0.0100131,0.0117358,0.00760448,0.0195641,0.00246366,0,0,0,0,0
82,0.0214415,0.0222417,0,0,0,0.0484916,0.0205118,0.0302787,0.013525,0,0,0,0.0105605,0,0.0164644,0.00526087,0.034489,0.0255773,0.0243928,0.00561077,0,0,0.0219772,0.0203172,0.00616536,0.0093313,0.0087535,0.0362874,0.00875627,0.0147782,0.0144795,0.00729321,0,0.0494729,0,0.00733405,0.00431892,0.00520542,0.0299963,0.0145431,0.0294655,0.00357008,0.00492105,0,0,0.0159936,0,0.010682,0.0119595,0.0387848,0.0462384,0.0295107,0.00484347,0.0117702,0.0105829,0.00835056,0.0139081,0.00871859,0.00831167,0.016147,0.023129,0.0121764,0.0251889,0.0490232,0.00962498,0.0117867,0.0078953,0.0190301,0.0026906,0,0,0,0,0
83,0.0214229,0.0219651,0,0,0,0.0485956,0.0203653,0.0299824,0.0137519,0,0,0,0.0105048,0,0.0164765,0.00516234,0.0345051,0.0265855,0.0244859,0.00565043,0,0,0.0215728,0.0200637,0.00603702,0.00922055,0.0086487,0.036153,0.00863007,0.0144887,0.0146428,0.00734642,0,0.0494932,0,0.00729521,0.00428967,0.00517942,0.030478,0.0145505,0.0305526,0.00357699,0.00535066,0,0,0.0157219,0,0.0106732,0.0118386,0.038742,0.0467173,0.0300147,0.00329135,0.0115297,0.010205,0.00875381,0.0136248,0.00916988,0.00882385,0.0157363,0.0256881,0.011431,0.0248818,0.0493511,0.00934942,0.0118756,0.00809382,0.018598,0.00301014,0,0,0,0,0
84,0.0214368,0.0217512,0,0,0,0.0488924,0.020275,0.0299044,0.014126,0,0,0,0.0104003,0,0.016456,0.00505736,0.0345834,0.0275573,0.024558,0.00569265,0,0,0.0212326,0.0198969,0.00595491,0.00914843,0.00857398,0.036015,0.00865715,0.0144457,0.0144965,0.00745229,0,0.0496988,0,0.0073046,0.00425617,0.00515541,0.0304085,0.0145746,0.0315414,0.00377577,0.00573552,0,0,0.0156303,0,0.0106814,0.0118622,0.038757,0.0466312,0.0303926,0.00244554,0.0114176,0.00995726,0.00923209,0.0133821,0.00981905,0.00929641,0.0152942,0.0281987,0.0112853,0.0242674,0.0483439,0.0092126,0.0120584,0.00825166,0.0182317,0.00333228,0,0,0,0,0
85,0.0214834,0.0214996,0,0,0,0.0493351,0.0202435,0.030111,0.0144281,0,0,0,0.0101188,0,0.0164128,0.00492266,0.0347504,0.0283144,0.0248001,0.0057176,0,0,0.0207431,0.0197774,0.00594369,0.00914288,0.00852663,0.0359377,0.00856458,0.0145238,0.0144142,0.00751667,0,0.0500593,0,0.00729716,0.00426901,0.00509727,0.0294399,0.0145844,0.0321545,0.00431371,0.00609705,0,0,0.0155829,0,0.0106793,0.0119393,0.0387052,0.0450811,0.0307765,0.00269638,0.0111784,0.00975667,0.00971024,0.0130497,0.0102677,0.00969712,0.0149931,0.0307032,0.0118465,0.0233392,0.0459689,0.00907243,0.012341,0.00833835,0.0177801,0.00370133,0,0,0,0,0
86,0.0215998,0.0212521,0,0,0,0.0496983,0.0202177,0.0304163,0.0146384,0,0,0,0.00999179,0,0.0164582,0.00486906,0.0349694,0.0289346,0.0249998,0.0056988,0,0,0.0201057,0.0197156,0.00595832,0.00904257,0.00844985,0.0358499,0.00851391,0.0146367,0.0142463,0.00756971,0,0.0502591,0,0.00737007,0.00427272,0.00506495,0.0281501,0.0146021,0.0320179,0.00495488,0.00646555,0,0,0.0154867,0,0.0106821,0.0119297,0.0386157,0.042745,0.0311011,0.00381182,0.0109687,0.00960583,0.010097,0.0125118,0.0102701,0.00999473,0.0150112,0.0330512,0.01312,0.0222667,0.0429312,0.00895585,0.012579,0.00830488,0.0173159,0.00414801,0,0,0,0,0
87,0.0217641,0.0210225,0,0,0,0.0500031,0.0202234,0.0306121,0.0148318,0,0,0,0.00992662,0,0.0165354,0.00482906,0.0352125,0.0294816,0.0251488,0.00565739,0,0,0.0194273,0.0197085,0.00598852,0.00891532,0.00844691,0.0357391,0.00856464,0.014546,0.0141474,0.00762025,0,0.0502919,0,0.0075122,0.00424474,0.00498784,0.0264982,0.0145705,0.031251,0.0057491,0.00682658,0,0,0.0153235,0,0.0106672,0.0118626,0.0383806,0.0403139,0.0314025,0.00531448,0.0107787,0.00946227,0.0104649,0.011762,0.0108781,0.0102765,0.0158245,0.0353598,0.0150152,0.0217087,0.0390976,0.00883501,0.0127908,0.0083286,0.0168939,0.00455467,0,0,0,0,0
88,0.0219576,0.0208266,0,0,0,0.0501082,0.0202164,0.0307357,0.0149215,0,0,0,0.00978667,0,0.0164781,0.00469222,0.0355043,0.0299778,0.0252139,0.00561091,0,0,0.018812,0.019725,0.00602312,0.00882176,0.00837007,0.0355495,0.00852727,0.0144995,0.0141577,0.00768214,0,0.0503603,0,0.00759897,0.00421938,0.00486812,0.0244386,0.0145325,0.0306505,0.00663341,0.00715269,0,0,0.0151978,0,0.0106288,0.0118582,0.0380294,0.0387726,0.0316249,0.00707333,0.0107045,0.00933292,0.0109279,0.0109698,0.0115375,0.0106548,0.0177257,0.0376246,0.0174237,0.022395,0.0348578,0.00871662,0.0131058,0.00881711,0.0165508,0.00488625,0,0,0,0,0
89,0.0221348,0.0206528,0,0,0,0.0500544,0.0202268,0.0302584,0.0150291,0,0,0,0.00948293,0,0.0163461,0.00445427,0.0358926,0.0303314,0.0251782,0.00550617,0,0,0.0182921,0.0197136,0.00601286,0.00872801,0.00821894,0.0353164,0.00855679,0.014627,0.014225,0.00773967,0,0.0503551,0,0.00763917,0.0042424,0.00480852,0.0227388,0.0145481,0.0305686,0.00720527,0.0073399,0,0,0.0151452,0,0.0106174,0.0119126,0.0377265,0.0386302,0.0318717,0.0092284,0.0106553,0.00916804,0.0114601,0.0102553,0.0118514,0.0110649,0.0202215,0.0396628,0.0198718,0.0241635,0.0312613,0.00853574,0.0133965,0.00910221,0.0162393,0.0051023,0,0,0,0,0
90,0.0222792,0.0206146,0,0,0,0.049942,0.0201585,0.0297659,0.0150205,0,0,0,0.00956359,0,0.0163612,0.00435469,0.0364675,0.0305095,0.0249289,0.00530687,0,0,0.0177211,0.0198425,0.00588951,0.00856696,0.00809067,0.0349693,0.00840063,0.014855,0.0140863,0.00788368,0,0.0503335,0,0.00770086,0.00422969,0.00479144,0.0246888,0.0145801,0.0334537,0.00809682,0.00738951,0,0,0.0150399,0,0.0106458,0.0119609,0.0373712,0.0427635,0.0318279,0.00979059,0.0106736,0.00899737,0.0117699,0.0100593,0.0122724,0.0113773,0.022716,0.0415544,0.0223912,0.0271101,0.0306009,0.00835883,0.0136316,0.00925709,0.0161231,0.00500979,0,0,0,0,0
91,0.0223144,0.0205373,0,0,0,0.0496689,0.020094,0.0292835,0.0151203,0,0,0,0.00966674,0,0.016347,0.00431604,0.0369249,0.0305482,0.0247789,0.00523334,0,0,0.0173267,0.0199639,0.00570595,0.00836478,0.00781638,0.0346977,0.00842483,0.0149299,0.0139672,0.00801161,0,0.0500949,0,0.0077905,0.0041984,0.00477491,0.028233,0.0145654,0.0362415,0.00882617,0.00737982,0,0,0.0148302,0,0.0106591,0.0119582,0.0372662,0.0476302,0.0318548,0.0104461,0.0107264,0.00877259,0.0117949,0.0097535,0.012527,0.0115623,0.0245993,0.0427737,0.0241495,0.0298874,0.0320847,0.0081552,0.0137837,0.00899508,0.0160528,0.00495071,0,0,0,0,0
92,0.0222436,0.0203826,0,0,0,0.0489988,0.0200922,0.0291258,0.0152974,0,0,0,0.00976132,0,0.0163496,0.00437549,0.037078,0.030394,0.0246481,0.00540827,0,0,0.0172969,0.0200311,0.00551913,0.00829027,0.00749791,0.0344268,0.00854955,0.0150529,0.0138704,0.00804169,0,0.0495345,0,0.00789873,0.00419126,0.00477617,0.0306488,0.0145478,0.0373082,0.00906031,0.0073047,0,0,0.0147616,0,0.0106428,0.0119788,0.0372767,0.051047,0.0318715,0.0108371,0.010795,0.00861601,0.0114574,0.0094253,0.0122401,0.0111037,0.0255358,0.0431381,0.0245956,0.0316416,0.0331674,0.00800736,0.0138934,0.00861725,0.0160132,0.00496603,0,0,0,0,0
93,0.0223341,0.0203778,0,0,0,0.048361,0.0201642,0.0291041,0.0153905,0,0,0,0.00980818,0,0.0164275,0.00442224,0.036947,0.0301873,0.0244723,0.00583581,0,0,0.0175966,0.020053,0.00536227,0.00838426,0.00726076,0.0340739,0.00848821,0.015091,0.013827,0.00798906,0,0.0489863,0,0.0079177,0.00419662,0.00483502,0.0350778,0.0145275,0.0394107,0.00918719,0.00705202,0,0,0.0151186,0,0.0106281,0.0121336,0.037221,0.0543608,0.031641,0.0087949,0.0109365,0.00896941,0.0109575,0.00981722,0.0120742,0.0101885,0.0249881,0.0432891,0.0241393,0.0316927,0.0365726,0.00814238,0.0141384,0.00865528,0.0160894,0.0048877,0,0,0,0,0
94,0.0223874,0.0203885,0,0,0,0.047336,0.020233,0.0283534,0.015356,0,0,0,0.00982793,0,0.0165246,0.00442615,0.0365501,0.0298369,0.0243413,0.00636144,0,0,0.0179109,0.0201214,0.0052624,0.00846308,0.00689046,0.0337166,0.00860742,0.0152039,0.013807,0.00799464,0,0.0480951,0,0.00796152,0.00419131,0.00489377,0.0410208,0.0145216,0.0425392,0.00945743,0.00681358,0,0,0.0154577,0,0.0106195,0.0122721,0.037596,0.055878,0.031091,0.00589153,0.0109849,0.00935686,0.0102302,0.0107873,0.0124433,0.0091838,0.0230015,0.0429317,0.0225291,0.029869,0.041984,0.00830868,0.0144053,0.00881896,0.0161492,0.00481525,0,0,0,0,0
95,0.022314,0.0202715,0,0,0,0.0459281,0.0201723,0.0270552,0.014994,0,0,0,0.00974683,0,0.0164392,0.00433254,0.0362465,0.0291909,0.0241776,0.0068907,0,0,0.0175121,0.0201783,0.00517236,0.00857325,0.00652953,0.0331326,0.00868322,0.0149911,0.0137579,0.00821284,0,0.0468359,0,0.00791901,0.00415698,0.0048329,0.0504664,0.0145119,0.0523227,0.0108087,0.00660356,0,0,0.0155653,0,0.01065,0.0123864,0.0382701,0,0.0301914,0.00974854,0.0109402,0.00947592,0.00922597,0.0110618,0.0136051,0.00924204,0.0236258,0.0414728,0.0225123,0.0320534,0.0536226,0.0082373,0.0146304,0.00864229,0.0160136,0.00469997,0,0,0,0,0
96,0.0221143,0.0201108,0,0,0,0.0447389,0.0201968,0.0259322,0.015164,0,0,0,0.00980217,0,0.0163644,0.00433529,0.0361508,0.0287113,0.0240272,0.00756489,0,0,0.0185631,0.0201324,0.00532182,0.00876162,0.00636803,0.0336272,0.0092209,0.0149735,0.0139303,0.00780127,0,0.0460829,0,0.00787452,0.0041504,0.0048242,0.0470262,0.0145658,0.0457406,0.00973788,0.00647707,0,0,0.0157208,0,0.0105991,0.0125417,0.0387252,0.0551591,0.0304294,0.0103502,0.0103972,0.00946319,0.00857523,0.0134021,0.0124592,0.00754961,0.0202419,0.0397746,0.0183896,0.0266342,0.0487195,0.00818028,0.0148377,0.00843346,0.016027,0.00464507,0,0,0,0,0
97,0.0221314,0.0201875,0,0,0,0.0434739,0.0202947,0.02541,0.0151118,0,0,0,0.00991755,0,0.0163626,0.00433785,0.0361395,0.0283584,0.0238847,0.0082232,0,0,0.0194968,0.0202387,0.005473,0.00891576,0.00621442,0.0339718,0.00969682,0.0150431,0.0140258,0.00757925,0,0.0450589,0,0.00780049,0.0041593,0.00484254,0.0478853,0.0145433,0.0456738,0.00932231,0.00620344,0,0,0.0159942,0,0.0105525,0.0127354,0.0391346,0.0541346,0.0304876,0.0122386,0.0103768,0.00972176,0.00796359,0.0145331,0.011997,0.00676892,0.0191782,0.0377594,0.0165455,0.0246391,0.0504651,0.00823217,0.0150623,0.00856723,0.0162306,0.00437004,0,0,0,0,0
98,0.0221968,0.020237,0,0,0,0.0420557,0.020243,0.0249305,0.0149531,0,0,0,0.00986837,0,0.016344,0.00433656,0.0362709,0.0280063,0.0235758,0.00867919,0,0,0.0199232,0.0203491,0.00554138,0.00895635,0.00604952,0.0340652,0.0100452,0.0151316,0.0139986,0.00760659,0,0.0436286,0,0.00775149,0.00418035,0.00485155,0.0542307,0.0144806,0.0531669,0.0097733,0.00605162,0,0,0.0159727,0,0.0105458,0.0127208,0.0394215,0,0.0304683,0.0152314,0.0106213,0.00984443,0.00725867,0.014136,0.0125609,0.00718018,0.0208593,0.0354717,0.0177506,0.0269428,0.0588159,0.00810067,0.0150697,0.00879164,0.0163217,0.00406358,0,0,0,0,0
99,0.0221314,0.0200968,0,0,0,0.0406302,0.0201609,0.0240596,0.0150362,0,0,0,0.00972772,0,0.0163283,0.00432482,0.0362009,0.0275272,0.0234532,0.00947909,0,0,0.0210755,0.020241,0.00588261,0.00890227,0.00622198,0.0345879,0.0106586,0.0153694,0.0141923,0.00734967,0,0.0422398,0,0.00765185,0.0041904,0.00486257,0.0488251,0.0144817,0.0467603,0.0086165,0.00606072,0,0,0.0158227,0,0.0105595,0.0125918,0.0396307,0.0523372,0.0306992,0.0142705,0.0106405,0.00980574,0.0072406,0.015465,0.0121763,0.0059815,0.0178669,0.0357174,0.0144035,0.0213512,0.0527045,0.00790391,0.0149607,0.00903546,0.0162277,0.00385183,0,0,0,0,0
100,0.0223736,0.0202913,0,0,0,0.0385284,0.0200171,0.0228418,0.0151644,0,0,0,0.00983205,0,0.0164207,0.00430583,0.0360496,0.0268344,0.0234342,0.0101479,0,0,0.0221076,0.0204355,0.00613363,0.00876001,0.00660499,0.0347551,0.0111147,0.0151769,0.0143125,0.00735604,0,0.0402286,0,0.00756135,0.00415171,0.00485114,0.0473763,0.014496,0.0464518,0.0082166,0.00611522,0,0,0.0157928,0,0.0106116,0.0125151,0.0389751,0.0503696,0.0309567,0.0152174,0.0110449,0.009936,0.0070077,0.0152064,0.0131899,0.00693335,0.0170853,0.0356928,0.01414,0.0206159,0.0521449,0.00780031,0.0148118,0.00926653,0.0164333,0.00357878,0,0,0,0,0
101,0.0224907,0.0205442,0,0,0,0.0359637,0.0197694,0.021703,0.015275,0,0,0,0.0100493,0,0.0166317,0.00432347,0.0357309,0.0259961,0.0234661,0.0106981,0,0,0.0228708,0.0206274,0.00642253,0.00864708,0.00722364,0.0347809,0.0114669,0.0148406,0.0143338,0.00751378,0,0.0377733,0,0.00746258,0.00410589,0.00483261,0.0440363,0.0144599,0.0438838,0.00801327,0.00613418,0,0,0.0157037,0,0.0106184,0.0124188,0.0376783,0.047906,0.0311738,0.0158561,0.0114608,0.010072,0.00686556,0.0146353,0.0146951,0.00886943,0.0156947,0.0357235,0.014233,0.0197741,0.049786,0.0076253,0.0146318,0.00938557,0.0166641,0.00340012,0,0,0,0,0
102,0.0224048,0.0208251,0,0,0,0.0329309,0.0197442,0.0209286,0.0154785,0,0,0,0.00999873,0,0.0167167,0.00432625,0.0352392,0.0251881,0.0234269,0.011319,0,0,0.0235553,0.0208576,0.00681941,0.00849389,0.00792276,0.0347853,0.0117989,0.0144031,0.0143596,0.00779546,0,0.034974,0,0.00731751,0.00411516,0.00481287,0.0393801,0.0144583,0.0399343,0.00789686,0.00608851,0,0,0.0156987,0,0.0106152,0.0123458,0.0361078,0.0452995,0.0314119,0.0143211,0.0119669,0.010184,0.00720367,0.0140885,0.0158197,0.0108223,0.0141952,0.0356802,0.014679,0.0184999,0.0456271,0.00757507,0.0144764,0.00931977,0.0169765,0.00341393,0,0,0,0,0
103,0.0222222,0.0210561,0,0,0,0.0294112,0.0198075,0.0206674,0.0156254,0,0,0,0.0095532,0,0.0166008,0.00415309,0.0347417,0.0241697,0.0234246,0.0119968,0,0,0.0239817,0.021161,0.00722195,0.00820874,0.00863195,0.0347765,0.012077,0.0138654,0.0144455,0.00821812,0,0.0313881,0,0.0072005,0.00416439,0.00470946,0.0348428,0.0144332,0.0365729,0.00790744,0.00615338,0,0,0.0157448,0,0.0105998,0.0122867,0.0346974,0.0428607,0.031784,0.0113234,0.012247,0.0103126,0.0080948,0.0141038,0.0164625,0.0122234,0.0129767,0.0356191,0.0151593,0.0165978,0.0416235,0.00752928,0.0143368,0.00924306,0.0172349,0.003563,0,0,0,0,0
104,0.0221099,0.0211797,0,0,0,0.0259485,0.020038,0.0203793,0.0155529,0,0,0,0.00878302,0,0.0163555,0.00396305,0.034303,0.0230815,0.0234085,0.0123169,0,0,0.0240182,0.0215683,0.0075398,0.00793437,0.00928727,0.0348014,0.0122532,0.0133665,0.0145954,0.00879411,0,0.0271547,0,0.00715234,0.00424068,0.00462601,0.0313559,0.0144074,0.0340893,0.00783104,0.00632637,0,0,0.0157442,0,0.0105935,0.012209,0.0336708,0.0409204,0.0322426,0.00903894,0.0121423,0.010407,0.00916059,0.0150112,0.0165677,0.0128761,0.0115221,0.0354193,0.0152949,0.0143512,0.0387018,0.00743612,0.0141983,0.00922899,0.0173536,0.00380329,0,0,0,0,0
105,0.0221311,0.0213796,0,0,0,0.0228805,0.0199597,0.0204059,0.0152839,0,0,0,0.00859396,0,0.0163873,0.00397338,0.0338161,0.0220441,0.0232001,0.01211,0,0,0.0241284,0.0220955,0.00782822,0.00771347,0.0103569,0.0348984,0.0122421,0.0130676,0.0147969,0.00954296,0,0.022472,0,0.00723522,0.00416943,0.00454633,0.0300117,0.0144116,0.0327411,0.00791123,0.00645808,0,0,0.015846,0,0.0105883,0.0122431,0.0330473,0.0394773,0.0325256,0.00845611,0.0123825,0.0106367,0.00985151,0.016436,0.0162108,0.0129449,0.00963333,0.0347256,0.0148111,0.0123205,0.0378942,0.00743073,0.014192,0.00925595,0.0176602,0.0040701,0,0,0,0,0
106,0.0223358,0.0216734,0,0,0,0.0198882,0.0199138,0.0209703,0.0148665,0,0,0,0.00842745,0,0.0164323,0.00394859,0.0334454,0.0215931,0.0229383,0.0117125,0,0,0.0242745,0.0225834,0.00803918,0.007585,0.0115191,0.0351504,0.0119987,0.013169,0.0148891,0.0103617,0,0.0176652,0,0.00730781,0.00407437,0.00451614,0.0299169,0.0144311,0.0320515,0.00803721,0.0064675,0,0,0.0162218,0,0.0105582,0.0124391,0.0325659,0.0378895,0.03262,0.00901942,0.0127634,0.0110929,0.0100444,0.017807,0.0159158,0.0127892,0.00762461,0.0335902,0.0138555,0.0109642,0.0380194,0.00766599,0.014327,0.00927745,0.0181449,0.00435452,0,0,0,0,0
107,0.0225659,0.022018,0,0,0,0.0177961,0.0197649,0.0217277,0.014144,0,0,0,0.00847355,0,0.0165342,0.00401336,0.03328,0.0212125,0.0227451,0.0112336,0,0,0.0244214,0.0230619,0.00811591,0.00749856,0.0125486,0.0355319,0.0117096,0.0137119,0.0148906,0.011129,0,0.0126116,0,0.00747765,0.00406703,0.00456624,0.0297665,0.0144697,0.0314749,0.00785906,0.0064767,0,0,0.0167729,0,0.010524,0.0127123,0.0322192,0.035958,0.032552,0.0106271,0.0131928,0.0117253,0.00984619,0.0186438,0.0156712,0.0125273,0.00604399,0.0323116,0.0129635,0.0106004,0.0379187,0.0079991,0.0144467,0.0093452,0.0186468,0.00467669,0,0,0,0,0
108,0.0227139,0.022422,0,0,0,0.0165778,0.0198801,0.0220562,0.0132021,0,0,0,0.00831813,0,0.0164806,0.00402358,0.0332117,0.0206008,0.0224642,0.0107472,0,0,0.0245736,0.0235239,0.00807424,0.00777708,0.0134122,0.0359746,0.0114325,0.0144693,0.0148426,0.0117462,0,0.00753583,0,0.00769084,0.00417364,0.00452966,0.0290762,0.0145091,0.0305065,0.00717572,0.00643061,0,0,0.0174936,0,0.0105011,0.0130344,0.0322238,0.0336974,0.0324001,0.0122588,0.01363,0.0125173,0.00929539,0.0188764,0.0153115,0.0120607,0.00560159,0.0312206,0.0126058,0.0105933,0.0373704,0.00850901,0.0145376,0.00943397,0.0191201,0.00498565,0,0,0,0,0
