Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
9,0.00577227,0.00516868,0,0,0,0.0286019,0.0171256,0.00544776,0.00652704,0,0,0,0,0.00669339,0,0.0204487,0.00350355,0.0354375,0.013759,0.013612,0.0103245,0,0,0.00316658,0.00488529,0.0102974,0.0165433,0.00983327,0.0376971,0.00856274,0.0120133,0.00419353,0.0266822,0,0.040279,0,0.00526489,0.00309244,0.00093644,0.00751165,0.0263842,0.0114992,0.0101916,0.0132945,0,0,0.0408861,0,0.0298587,0.0275513,0.0359705,0.018221,0.0313632,0.00591111,0.00793241,0.0240247,0.00672124,0.0142369,0.00953961,0.00955392,0.0126207,0.0384274,0.0122538,0.0127633,0.00420939,0.0139212,0.0124477,0.026422,0.00362025,0.00749439,0,0,0,0
10,0.00544255,0.00485267,0,0,0,0.0300913,0.0171613,0.00503819,0.00677533,0,0,0,0,0.00587631,0,0.0206434,0.0029142,0.0354979,0.0187941,0.0139975,0.0114176,0,0,0.00408665,0.0051015,0.0107822,0.018088,0.00954748,0.0376177,0.0087034,0.012242,0.00525509,0.0276657,0,0.0446552,0,0.00456813,0.00318995,0.00079417,0.00753627,0.0263212,0.0117859,0.00984911,0.0128473,0,0,0.0409337,0,0.0297529,0.0273865,0.0348412,0.0185329,0.0313709,0.0058109,0.00769551,0.0234869,0.00664869,0.0147156,0.00943928,0.00914268,0.0126822,0.038266,0.0123909,0.0124019,0.00396683,0.0132741,0.0125421,0.0262578,0.00310782,0.00738594,0,0,0,0
11,0.00527639,0.00467331,0,0,0,0.0317259,0.017082,0.00513414,0.00716766,0,0,0,0,0.00512001,0,0.0205324,0.00244373,0.0353839,0.0211666,0.014392,0.0121297,0,0,0.00490225,0.00511888,0.0109869,0.0193707,0.00911166,0.0373761,0.00929576,0.012691,0.00563894,0.0281346,0,0.0479119,0,0.00394398,0.00327011,0.000697005,0.00750851,0.0263959,0.0118758,0.00947509,0.0122571,0,0,0.0411446,0,0.0298122,0.0272857,0.0337956,0.0186582,0.0313307,0.00549378,0.00743334,0.0229622,0.00650956,0.0152047,0.00926215,0.00856514,0.0126145,0.0380172,0.0123872,0.0123625,0.00372796,0.0125417,0.0126321,0.026252,0.00275227,0.0071668,0,0,0,0
12,0.00510574,0.00462026,0,0,0,0.0333736,0.0171529,0.00554673,0.00781577,0,0,0,0,0.00410407,0,0.0203969,0.00179404,0.0348463,0.0223182,0.0145711,0.0129921,0,0,0.00516804,0.00503071,0.011213,0.0206752,0.00876925,0.0372226,0.0103424,0.0135723,0.00540747,0.0283109,0,0.050851,0,0.00322028,0.00336939,0.000506753,0.00744918,0.0264175,0.0119289,0.0089246,0.0118414,0,0,0.0413856,0,0.0298064,0.0272273,0.0332945,0.0187916,0.0313092,0.0051452,0.00693606,0.0225646,0.00647071,0.0157263,0.00884469,0.00793381,0.0124178,0.0377595,0.0123501,0.0125265,0.00367544,0.0118443,0.0127102,0.0262207,0.00235487,0.00706129,0,0,0,0
13,0.00479544,0.00461707,0,0,0,0.0353476,0.0170054,0.00634544,0.00866462,0,0,0,0,0.00351246,0,0.0205303,0.00134477,0.0344751,0.0223031,0.0147284,0.0139998,0,0,0.00494723,0.00516222,0.0113216,0.0213986,0.0085263,0.037131,0.0107056,0.014431,0.00507531,0.0285439,0,0.0536578,0,0.00265892,0.00337689,0.000577905,0.00757766,0.0265194,0.0120326,0.00820468,0.011345,0,0,0.0417582,0,0.0298766,0.0272306,0.0332887,0.0188733,0.0312595,0.00501277,0.00611131,0.0221848,0.00649922,0.0161053,0.00835908,0.00737407,0.0121687,0.0375301,0.0121532,0.0126701,0.00404735,0.0112344,0.0128709,0.02636,0.00207061,0.00690539,0,0,0,0
14,0.00418849,0.00508622,0,0,0,0.0545344,0.017122,0.0233296,0.00858824,0,0,0,0,0.00315642,0,0.0204438,0.000539439,0.0336827,0.00999132,0.0139467,0.0140418,0,0,0.00236055,0.00630136,0.0101137,0.0138931,0.0096441,0.0368911,0.0122598,0.0172499,0.00903441,0.0275009,0,0,0,0.0019969,0.00350955,0.000568838,0.00830491,0.0265681,0.0124731,0.00663567,0.0115788,0,0,0.0386444,0,0.0305692,0.0257905,0.0331119,0.0193528,0.031161,0.00590475,0.00384915,0.0207917,0.00663396,0.0164649,0.00792254,0.0068944,0.0124241,0.0371453,0.0120869,0.0132484,0.00507931,0.0102511,0.0123979,0.0259587,0.00207618,0.00730034,0,0,0,0
15,0.00374148,0.00503571,0,0,0,0.03958,0.0171273,0.00938557,0.0100411,0,0,0,0,0.00274571,0,0.0205534,0.000601143,0.0345009,0.0214614,0.0148747,0.0152404,0,0,0.00377822,0.00576751,0.011088,0.0217248,0.00823266,0.0366771,0.0113674,0.0160931,0.00458642,0.0291553,0,0.0588497,0,0.00222405,0.0036524,0.000409726,0.00868549,0.0268772,0.0127944,0.00657791,0.0105393,0,0,0.0443951,0,0.0298454,0.0283441,0.033353,0.0192401,0.0309782,0.00684662,0.00414454,0.0231526,0.0065822,0.016372,0.00728159,0.00686804,0.0127818,0.0371127,0.0122542,0.013638,0.00458933,0.0103887,0.013492,0.0272363,0.00245304,0.00643259,0,0,0,0
16,0.00361058,0.00517581,0,0,0,0.0413086,0.0172646,0.0105895,0.0103921,0,0,0,0,0.00271219,0,0.020706,0.000498978,0.0347044,0.0206657,0.0148455,0.0158292,0,0,0.00317169,0.0056847,0.0110131,0.021811,0.00795829,0.0363342,0.0119383,0.0168418,0.0043733,0.0294223,0,0.0608867,0,0.00246976,0.00376807,0.000388784,0.00918419,0.0268723,0.0131785,0.00583327,0.00983955,0,0,0.0442736,0,0.0298469,0.0281225,0.0336168,0.0193749,0.030751,0.00818152,0.003471,0.0228825,0.00669821,0.0163503,0.00681324,0.00688751,0.0131255,0.0367904,0.012359,0.0142944,0.0051239,0.00991748,0.0135647,0.0272316,0.00258554,0.00586263,0,0,0,0
17,0.00362768,0.00530298,0,0,0,0.0426585,0.01727,0.0115154,0.0105712,0,0,0,0,0.00280173,0,0.0207368,0.000832617,0.0347324,0.0195863,0.0147153,0.0161422,0,0,0.00271943,0.00565212,0.0107319,0.021554,0.00763842,0.0358884,0.0123349,0.017204,0.00418457,0.0295283,0,0.0624129,0,0.00291772,0.00381256,0.000514317,0.00966986,0.0269309,0.0134572,0.00508741,0.00924502,0,0,0.0442431,0,0.0299337,0.0280477,0.0339566,0.0194659,0.0305367,0.0094472,0.00323439,0.0226891,0.00689687,0.0163826,0.00660704,0.00704813,0.0134236,0.0364518,0.0123561,0.0146649,0.00590304,0.00950423,0.0136627,0.0273482,0.00274999,0.00526681,0,0,0,0
18,0.00362409,0.00543758,0,0,0,0.0440243,0.0172317,0.0124677,0.0106677,0,0,0,0,0.00295703,0,0.020663,0.00122792,0.0345607,0.0178394,0.0144817,0.0159392,0,0,0.00263581,0.00579447,0.0100586,0.0207164,0.00728426,0.0353472,0.0125602,0.0175386,0.00420406,0.029445,0,0.0633379,0,0.003348,0.00391523,0.000731714,0.010122,0.0270341,0.0135256,0.00437543,0.00874227,0,0,0.0442437,0,0.0300908,0.0280331,0.03421,0.0195702,0.0302771,0.0104931,0.00353893,0.0226091,0.0071404,0.0164564,0.0066715,0.00733933,0.013479,0.0361356,0.0124613,0.0147924,0.00680487,0.00908938,0.0137461,0.0274679,0.00299208,0.00467602,0,0,0,0
19,0.00353791,0.00560602,0,0,0,0.0456018,0.0172254,0.0137977,0.0104429,0,0,0,0,0.00315302,0,0.0207293,0.00153594,0.0343558,0.0151497,0.0142103,0.0156704,0,0,0.00278173,0.005954,0.00897442,0.0192345,0.00692741,0.0347497,0.0127412,0.017511,0.00421246,0.0292237,0,0.0635684,0,0.00370423,0.00399904,0.000984403,0.0106179,0.0270369,0.013323,0.00381548,0.00831588,0,0,0.0441779,0,0.0301301,0.0279235,0.0342991,0.0197812,0.0299425,0.0114005,0.00418762,0.0225677,0.00743136,0.0166136,0.00682929,0.00773188,0.0134765,0.0358337,0.0122813,0.0150076,0.00774976,0.00874337,0.013852,0.0275244,0.00328903,0.00410807,0,0,0,0
20,0.00334975,0.00577822,0,0,0,0.0469381,0.017236,0.0153838,0.00996066,0,0,0,0,0.00331168,0,0.0208245,0.00174237,0.034253,0.0128512,0.0140614,0.015232,0,0,0.00286534,0.00624363,0.00806261,0.0174208,0.00671787,0.0340677,0.01284,0.0171463,0.00415587,0.0290048,0,0.0637551,0,0.00409628,0.00410904,0.00134586,0.0112311,0.026969,0.0131406,0.00343926,0.00792191,0,0,0.0440418,0,0.0300808,0.0277247,0.034269,0.0199516,0.029591,0.0120538,0.00495725,0.0224697,0.00771626,0.0167064,0.00680245,0.00814014,0.013572,0.0355028,0.0122442,0.0154037,0.00889427,0.00848049,0.0139684,0.0275097,0.0036271,0.00355211,0,0,0,0
21,0.00315392,0.00601859,0,0,0,0.0481206,0.0172373,0.0172386,0.00957746,0,0,0,0,0.00350683,0,0.0209715,0.00189667,0.0342036,0.0113682,0.0138954,0.0148366,0,0,0.00290883,0.00662909,0.00737052,0.0153735,0.00674219,0.0333318,0.0124665,0.0165602,0.00481767,0.0288519,0,0.063844,0,0.00441672,0.00420451,0.0017616,0.0119609,0.0270063,0.0131009,0.00299883,0.00763015,0,0,0.0440033,0,0.0301579,0.0276716,0.0342604,0.0201353,0.0292088,0.0130268,0.00576027,0.0224124,0.00789911,0.0165399,0.00696721,0.00842937,0.0139025,0.0351127,0.0122394,0.0158567,0.0104369,0.00830194,0.0140245,0.0276154,0.0040084,0.00309164,0,0,0,0
22,0.00305734,0.00620366,0,0,0,0.0489907,0.017268,0.0191136,0.00910015,0,0,0,0,0.00372212,0,0.0211724,0.00203248,0.0342378,0.0113637,0.0136595,0.0149329,0,0,0.00297942,0.00706333,0.0066923,0.0132499,0.00712118,0.032603,0.0121863,0.0157967,0.00570643,0.0287815,0,0.0638747,0,0.00470198,0.00423479,0.00192137,0.0125863,0.0271143,0.0130475,0.00276957,0.00744296,0,0,0.0439795,0,0.0303307,0.0276521,0.0344167,0.0203745,0.0288397,0.0138917,0.00655266,0.0223708,0.00810331,0.0165377,0.0072325,0.00864461,0.0141892,0.0347275,0.0122367,0.0161733,0.0118321,0.00816944,0.0141643,0.0278668,0.00444377,0.00274507,0,0,0,0
23,0.00309812,0.00638048,0,0,0,0.0496545,0.0172308,0.0208572,0.00881023,0,0,0,0,0.00393075,0,0.0213054,0.0022482,0.0343823,0.0127751,0.0135603,0.0157389,0,0,0.0029177,0.0075368,0.00637197,0.0110099,0.00767799,0.0318624,0.0121775,0.0148759,0.00624451,0.0287578,0,0.0636008,0,0.00507631,0.00418799,0.00197102,0.0129996,0.0272184,0.0127475,0.00293995,0.00762526,0,0,0.0441509,0,0.0304323,0.02778,0.0345695,0.0203135,0.028462,0.0138938,0.00704999,0.022666,0.00826635,0.016777,0.00747325,0.00864991,0.0141935,0.0344468,0.0122265,0.0162809,0.0132624,0.00802664,0.0145025,0.0282982,0.00498643,0.00255347,0,0,0,0
24,0.00327041,0.006443,0,0,0,0.0503866,0.0172489,0.0227457,0.00868635,0,0,0,0,0.0036956,0,0.0212221,0.00232772,0.0347553,0.0152236,0.0135019,0.0172759,0,0,0.00304108,0.00782464,0.00695248,0.00870836,0.008922,0.0311736,0.0122251,0.0135792,0.00638486,0.0286287,0,0.0630871,0,0.00508682,0.00434806,0.0017988,0.0141681,0.0271724,0.0133971,0.00346715,0.00728953,0,0,0.0402964,0,0.0310857,0.0261943,0.0346891,0.0206125,0.0281741,0.0150134,0.00775927,0.0200874,0.00849027,0.0168181,0.00773237,0.0089501,0.0146154,0.0340019,0.0123761,0.0169963,0.0151564,0.00785732,0.014132,0.0278326,0.00524542,0.00233624,0,0,0,0
25,0.0036352,0.00678584,0,0,0,0.0507892,0.0172661,0.0248457,0.00889496,0,0,0,0,0.00386881,0,0.0211737,0.00249378,0.035298,0.0193107,0.0133486,0.0204357,0,0,0.00363316,0.00830595,0.00909248,0.0086257,0.0116879,0.0305123,0.0125625,0.0112266,0.00664174,0.0284238,0,0.0619895,0,0.00520104,0.0045032,0.00179824,0.0154205,0.0272576,0.0143645,0.00430396,0.00705198,0,0,0.0461595,0,0.0301241,0.0288865,0.0348216,0.021005,0.0278931,0.0166622,0.00895093,0.0229861,0.00885384,0.016718,0.00804293,0.00947073,0.015172,0.0335312,0.0124775,0.0177011,0.0167893,0.00887029,0.0149183,0.0290587,0.00575012,0.00239997,0,0,0,0
26,0.00433314,0.00726267,0,0,0,0.0485429,0.0175386,0.0300721,0.0109783,0,0,0,0,0.0045513,0,0.021041,0.00295325,0.0366066,0.0335062,0.0118404,0.0356445,0,0,0.00622202,0.0090992,0.0193356,0.0239093,0.0247477,0.0311277,0.0176732,0.0071707,0.00658588,0.0273972,0,0.0556888,0,0.00488797,0.00451728,0.00211717,0.0162099,0.0271394,0.0146258,0.00565431,0.00766015,0,0,0.04579,0,0.0300692,0.0291269,0.034797,0.0217369,0.0275642,0.0184312,0.0116429,0.0231682,0.00939283,0.0168373,0.00843673,0.0102179,0.0158293,0.0328265,0.012373,0.018228,0.0184879,0.0093639,0.0148296,0.029147,0.00637016,0.00355182,0,0,0,0
27,0.00445958,0.00735079,0,0,0,0.047584,0.0175789,0.0306688,0.0112144,0,0,0,0,0.00461807,0,0.0209785,0.00295377,0.0375259,0.0360777,0.0121553,0.038997,0,0,0.00710569,0.00941526,0.0218395,0.0287839,0.0271772,0.0301544,0.0195112,0.00905036,0.00728134,0.0272956,0,0.0537958,0,0.00465036,0.00444035,0.00220911,0.0165085,0.0271344,0.0143921,0.00638707,0.00766349,0,0,0.0456599,0,0.0300832,0.0292173,0.0351902,0.021912,0.02708,0.0195744,0.0127848,0.0230596,0.00970471,0.0168937,0.00874888,0.0107483,0.0162013,0.0323765,0.0121816,0.01847,0.0193682,0.0094318,0.0149662,0.0292403,0.00653135,0.00365582,0,0,0,0
28,0.00452107,0.00759,0,0,0,0.0458748,0.0175664,0.0303211,0.01126,0,0,0,0,0.00457149,0,0.0209627,0.00284675,0.0382417,0.0374592,0.0125763,0.0415233,0,0,0.00786714,0.00971163,0.0240872,0.0331289,0.0291561,0.0289801,0.0209553,0.011171,0.00824486,0.0271765,0,0.0515094,0,0.00434535,0.00437041,0.00226838,0.0168716,0.0271562,0.0145936,0.00719051,0.00768748,0,0,0.0456117,0,0.0301252,0.0293454,0.0356189,0.0223537,0.0266537,0.0203994,0.0138374,0.0229135,0.0101305,0.0168637,0.00904676,0.0112722,0.0163927,0.031846,0.0120558,0.0187411,0.0201887,0.00947674,0.0150887,0.0294055,0.00658951,0.00372834,0,0,0,0
29,0.0045716,0.00784631,0,0,0,0.0437598,0.0176297,0.0295105,0.0117964,0,0,0,0,0.00451542,0,0.0209032,0.00262752,0.0388195,0.0378377,0.0130065,0.0431594,0,0,0.00853333,0.00997414,0.0263258,0.0370854,0.0305337,0.0278415,0.0220686,0.0131461,0.00915397,0.0270238,0,0.0487792,0,0.00406947,0.00436387,0.00220725,0.017218,0.0272199,0.014746,0.00794681,0.00771189,0,0,0.0456579,0,0.0302063,0.0295339,0.0360273,0.0227803,0.0263019,0.0211094,0.0148307,0.022778,0.0105286,0.0166427,0.00930611,0.0117616,0.0166065,0.0313236,0.0119173,0.0190305,0.020926,0.00964271,0.015134,0.0295596,0.00656924,0.00382055,0,0,0,0
30,0.00459731,0.00807992,0,0,0,0.0413598,0.017662,0.0287102,0.0117212,0,0,0,0,0.00452136,0,0.0207901,0.00242485,0.0394055,0.037615,0.0134813,0.0439142,0,0,0.00915345,0.0101635,0.028378,0.040532,0.0313284,0.0267799,0.0229383,0.0148293,0.00986425,0.0268839,0,0.0455389,0,0.00378826,0.00431021,0.00208747,0.0172022,0.0273507,0.0146353,0.00866518,0.00766592,0,0,0.0458325,0,0.0303506,0.0298412,0.0363453,0.02315,0.0258807,0.0216998,0.0158455,0.0228053,0.0108792,0.0165573,0.00956398,0.0122325,0.0167388,0.0308536,0.0117462,0.0191195,0.0208841,0.00980144,0.0152304,0.0298611,0.0066035,0.00389406,0,0,0,0
31,0.00459439,0.00816809,0,0,0,0.0384233,0.0175801,0.0277279,0.0118396,0,0,0,0,0.00461012,0,0.0206245,0.00225424,0.0401031,0.0371136,0.0140281,0.0440243,0,0,0.00971248,0.0102527,0.0300035,0.0434155,0.0316671,0.0258275,0.0236516,0.0162014,0.010412,0.0269103,0,0.0417999,0,0.00343607,0.00421914,0.0019838,0.0170647,0.0273681,0.0144693,0.00929922,0.00760036,0,0,0.0457868,0,0.0303847,0.0299281,0.036622,0.0237504,0.0254394,0.0221294,0.016754,0.0226899,0.011216,0.0164457,0.00988744,0.0127123,0.0167684,0.0304429,0.0115429,0.0190218,0.0207396,0.0098265,0.0152361,0.0298431,0.00662852,0.00396395,0,0,0,0
32,0.00453387,0.00812879,0,0,0,0.034614,0.0175276,0.0260116,0.0121478,0,0,0,0,0.00465093,0,0.0207157,0.00200276,0.0409343,0.0363502,0.0145927,0.0436953,0,0,0.010164,0.0103217,0.0311824,0.0456902,0.0317548,0.0250702,0.0242087,0.0173292,0.0107392,0.0270933,0,0.0372116,0,0.00313907,0.00407255,0.00182833,0.0170168,0.0273577,0.0145077,0.0098274,0.00754481,0,0,0.0456836,0,0.0304022,0.0298117,0.0369449,0.023832,0.0250717,0.0221689,0.0175443,0.0224473,0.0115412,0.0164239,0.0102055,0.0131552,0.0164943,0.0301482,0.0113706,0.0188201,0.0208163,0.00978209,0.0152059,0.0297143,0.00660394,0.00401102,0,0,0,0
33,0.00426863,0.00799964,0,0,0,0.0298047,0.0175233,0.0234552,0.0122342,0,0,0,0,0.00457919,0,0.0207814,0.00190039,0.0418523,0.0347011,0.0150794,0.0426963,0,0,0.0102878,0.0103063,0.0317706,0.0470959,0.0314554,0.0244587,0.0244156,0.0180946,0.0107587,0.027295,0,0.0320326,0,0.00318532,0.00414726,0.00148685,0.0171446,0.0273543,0.0144101,0.0100759,0.007728,0,0,0.0466518,0,0.0302131,0.0301807,0.0372774,0.0232584,0.0247483,0.022162,0.0178945,0.0228734,0.0117698,0.0166449,0.0104827,0.0135423,0.016047,0.0299293,0.0111508,0.0185655,0.0209123,0.00982235,0.0153606,0.0298381,0.00650113,0.00391711,0,0,0,0
34,0.00427515,0.00776001,0,0,0,0.0239411,0.0175617,0.0203016,0.0118856,0,0,0,0,0.00451618,0,0.0206413,0.00132976,0.0426038,0.0324138,0.0155286,0.0410446,0,0,0.0104858,0.0102475,0.0318319,0.0476679,0.0305651,0.0240322,0.0242016,0.0187699,0.0105905,0.0274994,0,0.0249868,0,0.00298934,0.00396261,0.00139431,0.0166356,0.0272242,0.0139209,0.0102357,0.00746796,0,0,0.0455924,0,0.0303365,0.029683,0.0375933,0.0229355,0.0244025,0.0220641,0.0183814,0.0219548,0.0119272,0.0170138,0.0107039,0.0138894,0.0156238,0.0296677,0.0108735,0.0181062,0.0205269,0.00968271,0.0151208,0.0296076,0.0063089,0.00399448,0,0,0,0
