Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LBL,LBR
223,0.0100995,0.0123641,0,0,0,0.0343247,0.0158362,0.0124126,0.0124972,0,0,0.0191341,0,0.0211023,0.011757,0.0347925,0.018242,0.0209392,0.0086597,0,0,0.00619605,0.011415,0.00579259,0.00584951,0.00350795,0.030974,0.00749127,0.0103679,0.00536553,0.0160564,0,0.0465791,0,0.0190418,0.00169922,0.00750563,0.00141781,0.0140959,0.0147402,0.0047931,0.00382876,0,0,0.00664777,0,0.0141841,0.00721757,0.0391111,0.0260233,0.0359155,0.00500111,0.0131171,0.00822201,0.012099,0.0254009,0.0087281,0.0127273,0.0187355,0.0418289,0.017385,0.0212539,0.00693994,0.00318615,0.00507247,0.0070634,0.0108588,0.00911595,0,0,0,0,0,0
224,0.00924114,0.0112185,0,0,0,0.0337384,0.0160468,0.0113228,0.012204,0,0,0.016868,0,0.0210121,0.0102421,0.0348588,0.0190119,0.0204817,0.00864799,0,0,0.00642437,0.0100277,0.00502006,0.00612898,0.0022008,0.030804,0.00727483,0.010997,0.00569197,0.0158323,0,0.0473035,0,0.0173141,0.00166048,0.00722863,0.00331481,0.0136496,0.014123,0.00483712,0.00452897,0,0,0.00981706,0,0.0142124,0.00874309,0.0382235,0.0256636,0.03612,0.00247895,0.0130657,0.0102983,0.0112845,0.024626,0.00785781,0.0118876,0.0173238,0.0410547,0.0158931,0.0193066,0.00544858,0.00351112,0.00533229,0.00757214,0.0097428,0.00897909,0,0,0,0,0,0
225,0.0101367,0.0120308,0,0,0,0.0328243,0.0159753,0.0105123,0.0120271,0,0,0.0177178,0,0.0210335,0.0111134,0.0348441,0.0197858,0.0201611,0.00926684,0,0,0.00673888,0.0112211,0.00468976,0.00693807,0.00192005,0.0305264,0.00728302,0.0114102,0.00600231,0.0155966,0,0.0472741,0,0.0173314,0.00166773,0.00697323,0.00358052,0.0139199,0.0136183,0.00500421,0.00383418,0,0,0.00753025,0,0.0142738,0.00755868,0.0372191,0.024972,0.0360694,0.00237767,0.0123437,0.00904962,0.0106542,0.0238024,0.00771062,0.0118767,0.0160011,0.0400168,0.0147486,0.0176513,0.00414318,0.00311465,0.00525191,0.00717343,0.0105206,0.00828706,0,0,0,0,0,0
226,0.0102717,0.011772,0,0,0,0.0314582,0.0160771,0.0101086,0.0117644,0,0,0.016681,0,0.0209892,0.0106559,0.0348102,0.0208725,0.0199025,0.0101827,0,0,0.00687727,0.0109555,0.00476246,0.00803334,0.00304308,0.0301769,0.00732684,0.0115853,0.0063581,0.0153656,0,0.0468523,0,0.0161123,0.00164898,0.00658129,0.00412395,0.0138328,0.0131539,0.00532814,0.00357374,0,0,0.0076055,0,0.0142421,0.00756978,0.036251,0.0241309,0.0361298,0.00347205,0.0119299,0.00946712,0.0102961,0.0233822,0.00810749,0.0122677,0.0153281,0.0393321,0.0143024,0.0166426,0.00405545,0.00315388,0.00532136,0.00726105,0.0102672,0.00779044,0,0,0,0,0,0
227,0.0101965,0.0114768,0,0,0,0.0294113,0.0161701,0.00997797,0.0115462,0,0,0.0154011,0,0.0209391,0.00987271,0.0346881,0.0216705,0.0195835,0.0110244,0,0,0.0069908,0.0106607,0.00527811,0.00920121,0.00471216,0.0297817,0.00729688,0.0112791,0.00663219,0.0152458,0,0.0458582,0,0.014777,0.00163779,0.00610103,0.00447218,0.0137931,0.0123605,0.00562235,0.00359782,0,0,0.00762289,0,0.014244,0.00757933,0.035306,0.0229019,0.036281,0.00463005,0.0117833,0.0100312,0.0101581,0.0235954,0.00851274,0.0124923,0.0146838,0.0390591,0.0138445,0.0153928,0.00524562,0.00328387,0.00528532,0.00730779,0.00994701,0.0075004,0,0,0,0,0,0
228,0.00983726,0.0110619,0,0,0,0.0265849,0.0162352,0.0101211,0.0112902,0,0,0.0137589,0,0.0209114,0.0086799,0.0345083,0.0219879,0.0192083,0.0114747,0,0,0.006977,0.0102956,0.0060562,0.0102151,0.0064906,0.0294311,0.00710213,0.0104044,0.00674979,0.0152693,0,0.0440676,0,0.0132825,0.00163806,0.00563869,0.00475262,0.0137714,0.011224,0.00596327,0.00416793,0,0,0.00758371,0,0.0142599,0.00754029,0.034332,0.0211056,0.0364496,0.00458079,0.0117458,0.0109117,0.0101484,0.0243824,0.0087273,0.0124093,0.0134946,0.0387972,0.0128544,0.0135115,0.00679057,0.00357604,0.00522137,0.00728127,0.00947709,0.00751416,0,0,0,0,0,0
229,0.00947207,0.0106676,0,0,0,0.0232259,0.0162631,0.0104376,0.0107837,0,0,0.0120187,0,0.0209407,0.00734123,0.0343219,0.0215707,0.0188045,0.0113583,0,0,0.00683693,0.0100614,0.00670696,0.0106769,0.00801602,0.0292936,0.00661654,0.00894907,0.00670534,0.0154765,0,0.041514,0,0.0117841,0.0016616,0.0052103,0.00507218,0.0137723,0.00990428,0.00642345,0.00505936,0,0,0.00751307,0,0.0142728,0.00738748,0.0335547,0.0190605,0.036579,0.00332214,0.011616,0.0118709,0.0102599,0.0254209,0.00903571,0.012329,0.0119729,0.0381891,0.0114386,0.0114266,0.007724,0.00393441,0.0051056,0.00727032,0.00897359,0.00774385,0,0,0,0,0,0
230,0.00933811,0.0101906,0,0,0,0.0194895,0.0163483,0.0108758,0.0101044,0,0,0.0100485,0,0.0209564,0.00611023,0.0341413,0.0205206,0.0183866,0.0107876,0,0,0.00657415,0.00989278,0.00700787,0.010431,0.00912247,0.0294154,0.00583501,0.00718648,0.00649566,0.0159154,0,0.038282,0,0.0102482,0.001724,0.0047588,0.00537049,0.0137845,0.00843039,0.00683643,0.00591663,0,0,0.00729437,0,0.0142671,0.00714714,0.033077,0.016598,0.0366205,0.0025708,0.011273,0.0128096,0.0107136,0.0262257,0.00966883,0.0126885,0.0105423,0.037231,0.0097636,0.00952947,0.00823728,0.00438619,0.00495693,0.00718667,0.00837274,0.0080608,0,0,0,0,0,0
231,0.00909561,0.0094496,0,0,0,0.0160752,0.0164502,0.0111854,0.00930412,0,0,0.00799512,0,0.0209677,0.00508343,0.0340058,0.0186794,0.0179141,0.00994153,0,0,0.00618856,0.00962675,0.00685983,0.00936605,0.00970537,0.0298164,0.00496321,0.005755,0.00606327,0.0166315,0,0.0342214,0,0.00882629,0.00181629,0.00425285,0.00577462,0.0137912,0.00709506,0.00694933,0.00615281,0,0,0.00709747,0,0.0142461,0.00691998,0.0329692,0.0140532,0.0365966,0.00377347,0.0103773,0.0130592,0.0114931,0.0264264,0.0103126,0.0135777,0.00953387,0.0362458,0.00828028,0.00828598,0.00868407,0.00464516,0.00490899,0.00706578,0.00757291,0.00822736,0,0,0,0,0,0
232,0.00905995,0.00864349,0,0,0,0.0130248,0.0164981,0.0110381,0.00849945,0,0,0.0061916,0,0.0210667,0.00412817,0.0338853,0.0162061,0.0174657,0.0090723,0,0,0.00579052,0.00930987,0.00622864,0.00781964,0.00987795,0.0303848,0.0041686,0.00531952,0.00536157,0.0175382,0,0.029559,0,0.00753864,0.00188652,0.00341475,0.00602125,0.0137257,0.00606813,0.00667521,0.00661112,0,0,0.00684748,0,0.0141441,0.00665469,0.032968,0.0118289,0.0365611,0.00470985,0.00936385,0.013164,0.0123271,0.0261234,0.0108311,0.0147095,0.00889388,0.0354567,0.00725674,0.00762606,0.00880188,0.00490559,0.00505405,0.0069972,0.00672514,0.00834458,0,0,0,0,0,0
233,0.00878992,0.00785717,0,0,0,0.00913495,0.016579,0.0103758,0.00763794,0,0,0.00488064,0,0.0211909,0.00322586,0.0338769,0.0136955,0.0170721,0.00838866,0,0,0.0053524,0.00897835,0.00511404,0.00638538,0.00973765,0.0310769,0.00358639,0.0057038,0.0045066,0.0185503,0,0.025147,0,0.00650747,0.00193234,0.0024414,0.00569492,0.0142914,0.00535886,0.00606186,0.00653507,0,0,0.00237883,0,0.0138874,0.0043121,0.033103,0.0102223,0.036559,0.00490629,0.00860902,0.0119698,0.0129029,0.0257275,0.0112882,0.0156857,0.00852958,0.0349138,0.0065623,0.00726072,0.00858288,0.00627805,0.00464485,0.00616452,0.00593448,0.00820875,0,0,0,0,0,0
234,0.00884607,0.00706336,0,0,0,0.00717832,0.0167657,0.00932562,0.00669413,0,0,0.00365409,0,0.0212994,0.00261292,0.034006,0.010792,0.0167113,0.00792575,0,0,0.00476934,0.00870719,0.00370903,0.00594023,0.00942269,0.0318357,0.00327317,0.00635208,0.00365909,0.019654,0,0.0212032,0,0.00572356,0.00203278,0.0014222,0.00545497,0.0137843,0.00504967,0.00530714,0.00723116,0,0,0.00564935,0,0.0138408,0.00570916,0.0334496,0.00934773,0.0366334,0.00488354,0.0082968,0.0129827,0.0131836,0.0254137,0.0115607,0.0162829,0.00836607,0.0346119,0.00617805,0.0068012,0.00827486,0.00579318,0.00494216,0.0068163,0.00510842,0.00845172,0,0,0,0,0,0
235,0.00856593,0.00663499,0,0,0,0.00891845,0.0169692,0.0083143,0.00577685,0,0,0.00268756,0,0.0213891,0.00231293,0.0342435,0.00736056,0.016477,0.00791253,0,0,0.00415268,0.00859968,0.00269993,0.00688064,0.0090803,0.0325702,0.00326092,0.0071731,0.00348635,0.0208018,0,0.0177047,0,0.00505485,0.00218488,0.0007104,0.00589571,0.0138734,0.00515325,0.00458995,0.00697246,0,0,0.00565852,0,0.0138036,0.00559771,0.0337224,0.00910877,0.036691,0.00507465,0.00816472,0.0126076,0.0133811,0.0253163,0.0116121,0.0166131,0.00837667,0.0344613,0.00602974,0.00638882,0.00810843,0.00603082,0.0049491,0.00684503,0.00467188,0.00793689,0,0,0,0,0,0
236,0.00826045,0.00623685,0,0,0,0.0115646,0.01715,0.00742755,0.00487877,0,0,0.00185659,0,0.0214694,0.00230021,0.0344507,0.00413388,0.0162738,0.00826559,0,0,0.0037201,0.00854087,0.00298109,0.00837637,0.00881636,0.0333296,0.00355773,0.0081281,0.00376017,0.02202,0,0.0150497,0,0.00450671,0.00232519,0.00061785,0.00680609,0.013967,0.00552969,0.00397041,0.006758,0,0,0.00571603,0,0.0138291,0.00558445,0.0335221,0.00917358,0.0367403,0.00575255,0.00827416,0.0123986,0.013583,0.0254016,0.011685,0.0169037,0.00848981,0.0344249,0.00593645,0.00654622,0.00836245,0.00635251,0.00507446,0.00687425,0.00427677,0.00738723,0,0,0,0,0,0
237,0.00796251,0.00582548,0,0,0,0.0142341,0.0173374,0.00661566,0.00412277,0,0,0.0015849,0,0.0215562,0.00262033,0.034321,0.00198117,0.0160935,0.00877225,0,0,0.00355467,0.00848427,0.00413103,0.00998772,0.00859621,0.0340913,0.00411221,0.00922111,0.00390445,0.0233698,0,0.0139535,0,0.00416371,0.00244868,0.00131472,0.00797108,0.0139519,0.00588072,0.00334032,0.00660138,0,0,0.00614451,0,0.0137978,0.0056743,0.0327034,0.00948341,0.0368777,0.00606145,0.00823324,0.0124158,0.0137137,0.0256243,0.0117882,0.0170542,0.0084132,0.0343894,0.00597388,0.00718791,0.00812449,0.00643677,0.00506475,0.00688049,0.00380422,0.00689034,0,0,0,0,0,0
238,0.0079171,0.00553936,0,0,0,0.0168245,0.0174857,0.00610436,0.00356459,0,0,0.00163217,0,0.0217043,0.00293566,0.0342502,0.00330291,0.0161866,0.00944818,0,0,0.00337685,0.00838924,0.00528595,0.0113013,0.008172,0.0346174,0.00499437,0.010225,0.00424376,0.0249132,0,0.0173631,0,0.00383969,0.002556,0.00204671,0.00817033,0.013831,0.00617596,0.00303649,0.00660077,0,0,0.00656316,0,0.0137442,0.00583144,0.0318913,0.0100004,0.0370033,0.00631712,0.00826668,0.0124968,0.0139121,0.0258801,0.0120426,0.0173272,0.00841811,0.0342344,0.00588838,0.00812946,0.00824909,0.00623477,0.0049863,0.00690105,0.00342376,0.00658614,0,0,0,0,0,0
239,0.00794414,0.00538658,0,0,0,0.0201094,0.0175994,0.00588271,0.00330317,0,0,0.00181861,0,0.0218668,0.00312391,0.0344003,0.00631286,0.0168534,0.0102107,0,0,0.003232,0.00821465,0.00631608,0.012409,0.00762043,0.0350166,0.00593953,0.0110573,0.00497646,0.0264797,0,0.0241541,0,0.0035174,0.002638,0.00267564,0.00785023,0.0137945,0.00621208,0.00289779,0.00642447,0,0,0.00662283,0,0.0138557,0.00596989,0.0313345,0.0102016,0.0371182,0.00603629,0.00819274,0.0123935,0.0141492,0.0261486,0.0122475,0.0174691,0.00879539,0.0340195,0.00579257,0.00870526,0.00773007,0.00589118,0.00493486,0.00700384,0.00312317,0.0063196,0,0,0,0,0,0
240,0.00792812,0.00527328,0,0,0,0.0239251,0.017621,0.00581029,0.003321,0,0,0.00207791,0,0.0220474,0.00319343,0.0345926,0.0104901,0.0173211,0.0110959,0,0,0.0035316,0.00794635,0.00709673,0.013406,0.00692,0.0351799,0.00688303,0.0118117,0.00579338,0.02781,0,0.0305026,0,0.00318375,0.00271701,0.00313332,0.00733888,0.0136535,0.00598152,0.00257113,0.00608879,0,0,0.0063901,0,0.0138839,0.00601662,0.0312933,0.0100539,0.0371271,0.00536387,0.00783409,0.0121772,0.0141703,0.0262926,0.0123719,0.0173627,0.00900147,0.033769,0.00566425,0.00902787,0.00710121,0.00544228,0.00473113,0.00698998,0.00270671,0.00602906,0,0,0,0,0,0
241,0.00784433,0.00511965,0,0,0,0.0271159,0.0176226,0.00573245,0.00348628,0,0,0.00242028,0,0.0221505,0.00324802,0.0345896,0.0137068,0.017355,0.0119712,0,0,0.00395123,0.00761129,0.00769202,0.0146326,0.00624839,0.0351255,0.00766478,0.0126289,0.00625317,0.0287266,0,0.0357823,0,0.00290494,0.00278221,0.00351217,0.0070161,0.0135698,0.00557429,0.00215622,0.00568446,0,0,0.00624264,0,0.0139635,0.00598312,0.0317741,0.00970673,0.0370663,0.00440941,0.00710223,0.0118856,0.013942,0.0263643,0.012304,0.0170006,0.00889682,0.0335184,0.00557218,0.00903932,0.00674136,0.00502772,0.00454534,0.00681298,0.00207321,0.00578903,0,0,0,0,0,0
242,0.00780779,0.00495425,0,0,0,0.0295774,0.0176006,0.00569462,0.00376892,0,0,0.00268686,0,0.0222126,0.00326475,0.0345455,0.0155418,0.0174179,0.0127568,0,0,0.00421081,0.00724422,0.00819419,0.0160069,0.00576073,0.0349853,0.00821182,0.0133562,0.00623146,0.0292284,0,0.0402951,0,0.00269845,0.0028287,0.00378472,0.00698459,0.0134914,0.00519043,0.00216783,0.00525045,0,0,0.00615934,0,0.0140424,0.00607994,0.0322979,0.00931679,0.0369691,0.00337882,0.00630116,0.0114545,0.0135558,0.0265327,0.011985,0.016425,0.00858623,0.0333701,0.00563281,0.00871422,0.0067177,0.00482976,0.00444568,0.00657912,0.00139443,0.00564587,0,0,0,0,0,0
243,0.007269,0.00511119,0,0,0,0.0317341,0.017538,0.00591777,0.00412298,0,0,0.00296839,0,0.0222213,0.00303259,0.0345775,0.0170102,0.0175955,0.013587,0,0,0.00429294,0.00685459,0.00857832,0.0173179,0.00548798,0.034718,0.00862495,0.0142095,0.00598578,0.0294063,0,0.0441907,0,0.00250815,0.00289759,0.0038177,0.00709869,0.0141445,0.00496661,0.00260638,0.00378467,0,0,0.00206705,0,0.0139535,0.0038517,0.0325128,0.00906126,0.0368242,0.00272576,0.00559644,0.0091261,0.0132752,0.0268383,0.0115726,0.0157544,0.00834959,0.0333759,0.00582141,0.00830686,0.00713005,0.00557434,0.00362509,0.00564187,0.00116089,0.00489919,0,0,0,0,0,0
244,0.00783397,0.00437262,0,0,0,0.0337967,0.0175413,0.00647051,0.00457251,0,0,0.00342537,0,0.0223509,0.00363165,0.0345607,0.0182107,0.0177312,0.0144397,0,0,0.00409741,0.00663783,0.00887065,0.0183933,0.00529294,0.0344659,0.00900594,0.0150504,0.00587204,0.0296124,0,0.0476736,0,0.00253179,0.0028606,0.00419295,0.00768419,0.0136947,0.00509192,0.00320738,0.00484697,0,0,0.00427943,0,0.0140815,0.00527194,0.0324369,0.00911271,0.0366735,0.00207653,0.00478428,0.0106478,0.0129871,0.027214,0.0111367,0.0149561,0.00815431,0.033411,0.00621926,0.00790963,0.00715642,0.00517969,0.00359457,0.00634016,0.00106172,0.00570495,0,0,0,0,0,0
245,0.00772835,0.00417862,0,0,0,0.0357024,0.0175036,0.00718372,0.00488926,0,0,0.00380858,0,0.0223891,0.00380285,0.0344367,0.0192288,0.0178219,0.0152713,0,0,0.0039018,0.00639911,0.00906926,0.0192818,0.00509634,0.0342091,0.00943882,0.0157096,0.00602072,0.0299534,0,0.0508422,0,0.00256056,0.00289502,0.00413495,0.00805033,0.0136227,0.00515981,0.00371415,0.00448634,0,0,0.00432281,0,0.0140514,0.00518808,0.0323084,0.00930939,0.0364509,0.00225155,0.00411845,0.0104004,0.0127243,0.0275211,0.0108487,0.014404,0.00815488,0.033401,0.00649316,0.00775022,0.00775255,0.00527156,0.00335612,0.00630624,0.00150206,0.00551876,0,0,0,0,0,0
246,0.0076607,0.00395256,0,0,0,0.0373945,0.0174772,0.00784103,0.00507568,0,0,0.00417406,0,0.0224204,0.00399613,0.034194,0.0200424,0.0178158,0.01592,0,0,0.00368214,0.0062317,0.00917244,0.0198899,0.00489502,0.0339312,0.00980522,0.0160944,0.00619956,0.0302284,0,0.0537714,0,0.00267977,0.00292247,0.00404543,0.00860603,0.0135908,0.00517602,0.00420398,0.00423563,0,0,0.00435733,0,0.0140917,0.00517816,0.0321592,0.00948087,0.0362296,0.00284808,0.00361191,0.0100554,0.0124475,0.0276889,0.0106256,0.0139306,0.00829533,0.033312,0.00664481,0.0078543,0.00861512,0.00541779,0.00316023,0.00624157,0.00200209,0.00529809,0,0,0,0,0,0
247,0.00703982,0.00421407,0,0,0,0.038683,0.0174676,0.00805384,0.00522955,0,0,0.00424728,0,0.0223202,0.00371615,0.0337766,0.0204588,0.0177529,0.0162122,0,0,0.00355032,0.00573008,0.00905696,0.0200177,0.00459627,0.0336178,0.0100861,0.0161788,0.00641239,0.030503,0,0.0560965,0,0.00275589,0.00304352,0.00372369,0.009198,0.0134773,0.0049778,0.00462954,0.00307909,0,0,0.00475661,0,0.0142399,0.0055096,0.0320529,0.00955943,0.0359562,0.00330126,0.00356739,0.0090111,0.0122026,0.0276426,0.010484,0.0136793,0.00850444,0.0331426,0.00661707,0.00825622,0.00990128,0.00512327,0.0031221,0.00627324,0.00154887,0.00419688,0,0,0,0,0,0
248,0.00700842,0.00387388,0,0,0,0.0397851,0.0175025,0.00841021,0.00519447,0,0,0.00460782,0,0.0223666,0.00393632,0.0334165,0.0204624,0.0176381,0.0161049,0,0,0.00346603,0.0056018,0.00872647,0.0197148,0.00426261,0.0332297,0.0100904,0.0160695,0.00638562,0.0305127,0,0.0577514,0,0.00295818,0.00312058,0.00372393,0.00981466,0.0133605,0.00493043,0.00524361,0.00314179,0,0,0.00528145,0,0.0142442,0.00561182,0.0319445,0.00979187,0.0356956,0.00393382,0.00377116,0.00905,0.0119022,0.0275321,0.0103774,0.01331,0.00866442,0.0329311,0.00671199,0.00880544,0.0109528,0.00513473,0.00285716,0.00621734,0.00200142,0.00390858,0,0,0,0,0,0
249,0.00700623,0.00349681,0,0,0,0.0406785,0.0175363,0.00891065,0.00503988,0,0,0.00498644,0,0.0224273,0.00421027,0.0334001,0.0193392,0.0175196,0.0156682,0,0,0.00345879,0.00555215,0.00798651,0.0186603,0.00372336,0.0327274,0.00997299,0.015577,0.00626155,0.0303772,0,0.0587255,0,0.0032375,0.00320426,0.00377252,0.0105668,0.0132703,0.00489122,0.00594182,0.0033457,0,0,0.00559174,0,0.014272,0.00559064,0.031916,0.0101191,0.0353566,0.00459365,0.00385702,0.00912962,0.0116073,0.0273765,0.0102606,0.0129777,0.00895262,0.0326917,0.0068254,0.00940572,0.0122518,0.00513409,0.00256369,0.00607573,0.00247891,0.003624,0,0,0,0,0,0
250,0.00702282,0.0030891,0,0,0,0.0415521,0.0174944,0.0096381,0.00476257,0,0,0.00542617,0,0.022471,0.0045839,0.0334766,0.0174627,0.0173787,0.0151507,0,0,0.00339129,0.00561756,0.00690126,0.0168953,0.00312975,0.0321698,0.00978846,0.0148662,0.00605553,0.0301236,0,0.0592288,0,0.00361209,0.00329227,0.00392411,0.0113841,0.0132239,0.00490242,0.00672053,0.00374038,0,0,0.00571396,0,0.0143312,0.00566837,0.0319071,0.010781,0.0349601,0.00527892,0.00405711,0.00921771,0.0112878,0.0272753,0.0100762,0.0126508,0.00928112,0.032446,0.00693871,0.0099977,0.0136358,0.00521265,0.00239307,0.00593002,0.0029728,0.00339919,0,0,0,0,0,0
251,0.00702714,0.00261267,0,0,0,0.0424254,0.017488,0.0108544,0.00437682,0,0,0.0058404,0,0.0225081,0.00487998,0.0335494,0.0147361,0.0171688,0.0147504,0,0,0.003454,0.0057853,0.00549399,0.0144729,0.00277149,0.0315642,0.00959252,0.0139498,0.00574231,0.0297521,0,0.0592861,0,0.003929,0.00339193,0.00394111,0.0121376,0.0130749,0.00480671,0.00770246,0.00404371,0,0,0.00574903,0,0.0142894,0.00583228,0.0322808,0.0113026,0.0346014,0.00611119,0.00450429,0.00930814,0.0108577,0.0271399,0.00987119,0.0121308,0.00948272,0.0322248,0.00700512,0.0103346,0.0149077,0.00515248,0.00235099,0.00589067,0.00355871,0.0031608,0,0,0,0,0,0
252,0.00700198,0.00204702,0,0,0,0.0434032,0.0175318,0.0127588,0.00396189,0,0,0.00637055,0,0.0225058,0.00523368,0.0336171,0.0120351,0.0168158,0.0147995,0,0,0.00374795,0.00611241,0.00383018,0.0115159,0.00324494,0.0308636,0.00959291,0.0128511,0.00544231,0.0293086,0,0.0590879,0,0.00430801,0.00352206,0.00393233,0.0129055,0.0129885,0.00460387,0.00882757,0.00432826,0,0,0.00571649,0,0.0142629,0.00592372,0.0328801,0.0117598,0.0342485,0.00715254,0.00523255,0.00938893,0.0103018,0.0269732,0.00957627,0.0114979,0.00950763,0.0319573,0.00700636,0.0104609,0.0161518,0.0049453,0.00224839,0.00582044,0.00424425,0.0028801,0,0,0,0,0,0
253,0.00614298,0.00178961,0,0,0,0.0443507,0.0177269,0.0151578,0.0037356,0,0,0.00655838,0,0.0223411,0.0052129,0.0335765,0.0108032,0.0165645,0.0156125,0,0,0.00392638,0.00579992,0.00227075,0.00803767,0.0047616,0.0301312,0.00992827,0.011577,0.00529201,0.0288034,0,0.0586923,0,0.0047124,0.00374637,0.003638,0.0138409,0.0134741,0.00445873,0.00979229,0.00319731,0,0,0.00373653,0,0.014225,0.00378266,0.0327443,0.0127757,0.0337577,0.00809583,0.00587535,0.00765505,0.00983303,0.0269159,0.00926181,0.0110332,0.009765,0.0316326,0.00711983,0.0108597,0.01787,0.00469593,0.00168232,0.00471676,0.0043203,0.00225639,0,0,0,0,0,0
254,0.00769391,0.00136656,0,0,0,0.0447548,0.0178697,0.0176965,0.00401627,0,0,0.00803968,0,0.0224388,0.00618883,0.0335975,0.0126098,0.0162427,0.0176626,0,0,0.00440849,0.00845848,0.00299049,0.00488359,0.00741021,0.0294574,0.0107973,0.0097811,0.00550193,0.0283009,0,0.0574478,0,0.00509958,0.00360299,0.00417932,0.0150426,0.0130598,0.00457665,0.010833,0.0054661,0,0,0.00483128,0,0.0142238,0.00554438,0.0326884,0.0135916,0.0332661,0.00937203,0.0067811,0.0101857,0.00931913,0.0268772,0.00903159,0.0103722,0.0100815,0.0312664,0.00732504,0.0113263,0.0194016,0.00482723,0.00190635,0.00484712,0.00675533,0.00303131,0,0,0,0,0,0
255,0.00792768,0.00167136,0,0,0,0.0444203,0.0178741,0.0207524,0.0050413,0,0,0.00869983,0,0.0223815,0.00659092,0.0338284,0.0181589,0.0156867,0.0224305,0,0,0.00503355,0.00917397,0.00713194,0.008334,0.0121687,0.0288262,0.012927,0.00679002,0.00628231,0.0277007,0,0.0549701,0,0.00554824,0.00358283,0.00427289,0.0160538,0.0131163,0.00455087,0.011629,0.00553553,0,0,0.00424135,0,0.0141722,0.00520109,0.0327656,0.0145265,0.0328318,0.0100997,0.00758158,0.0102088,0.00887417,0.0268027,0.00888085,0.00972254,0.0105554,0.030973,0.00752268,0.0119274,0.0210107,0.00463463,0.00189638,0.00465264,0.00737085,0.00284876,0,0,0,0,0,0
256,0.00825958,0.00226303,0,0,0,0.0430988,0.0178188,0.0238709,0.00636707,0,0,0.00940744,0,0.0223986,0.00712495,0.0344532,0.0256835,0.0150912,0.0294062,0,0,0.00634088,0.0100813,0.0126692,0.0171744,0.0182857,0.0284511,0.0164159,0.00578765,0.00751558,0.0270529,0,0.0513032,0,0.0059949,0.00350935,0.0044101,0.0170296,0.0131912,0.00470038,0.012584,0.00575328,0,0,0.00352066,0,0.014091,0.00483288,0.0329245,0.0155643,0.0323799,0.0111711,0.00889716,0.0102866,0.00835605,0.0266973,0.00863911,0.00922144,0.0110725,0.0305748,0.00775026,0.0126116,0.0226385,0.00448868,0.00177724,0.00471341,0.00804517,0.00287564,0,0,0,0,0,0
257,0.00778079,0.00197134,0,0,0,0.0418144,0.0177949,0.0250451,0.00728786,0,0,0.00927333,0,0.0222635,0.0069842,0.0352377,0.0294229,0.0151867,0.0326755,0,0,0.00675401,0.00946169,0.0156538,0.0223297,0.0209586,0.0277953,0.0182367,0.00749205,0.00847246,0.0265654,0,0.0488382,0,0.00610845,0.003627,0.00422199,0.0180171,0.0133811,0.00453953,0.0130747,0.00514173,0,0,0.00244392,0,0.0140677,0.00425543,0.0331964,0.0164216,0.0318971,0.0117199,0.0094437,0.00955238,0.00821658,0.0265135,0.00837257,0.00930062,0.0116572,0.030313,0.00793229,0.013353,0.0243079,0.00429907,0.00151162,0.00479776,0.00748119,0.00224008,0,0,0,0,0,0
258,0.0080843,0.00229511,0,0,0,0.0401316,0.0178357,0.0253426,0.00805579,0,0,0.0095985,0,0.0222507,0.00712605,0.0360179,0.0313734,0.0154384,0.0348328,0,0,0.00739731,0.0101471,0.0181259,0.0266181,0.0228451,0.0270151,0.0195709,0.00939269,0.00938043,0.02616,0,0.0462417,0,0.00617964,0.00371482,0.00421853,0.019011,0.0134168,0.00481578,0.0134882,0.00544113,0,0,0.00258601,0,0.0140713,0.00437329,0.0335523,0.01714,0.0311383,0.0129299,0.0105289,0.00977877,0.0086934,0.0267723,0,0.00965424,0.0121672,0.0300511,0.00809131,0.0139367,0.0257483,0.00429857,0.00152018,0.00470125,0.00797498,0.00249765,0,0,0,0,0,0
259,0.00832103,0.00247671,0,0,0,0.0378161,0.0178402,0.0248577,0.00865975,0,0,0.00968297,0,0.0222491,0.00711405,0.0368738,0.0316068,0.0156475,0.0363185,0,0,0.00802042,0.0105646,0.02036,0.0303558,0.0242953,0.026427,0.0206183,0.0114587,0.0103358,0.0257034,0,0.0433112,0,0.00612684,0.00375216,0.00415958,0.0196671,0.0133299,0.00435999,0.0144411,0.00593193,0,0,0.00269406,0,0.0139649,0.00439462,0.0338426,0.0175682,0.0310349,0.0133087,0.0113854,0.0101167,0.0087065,0.0263433,0.00819985,0.00934979,0.0124686,0.029646,0.0080251,0.0143305,0.0267259,0.00437664,0.001571,0.00461342,0.00819344,0.00286788,0,0,0,0,0,0
