Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RTIBI,x73
72,0.0298175,0.0289655,0,0,0,0.0602871,0.0224476,0.0386082,0.0029145,0,0,0,0,0.0231557,0,0.0150366,0.012191,0.0339923,0.035622,0.0171872,0.00497591,0,0,0.0386087,0.0323838,0.0109856,0.0135313,0.0135363,0.0373343,0.0100125,0.0223539,0.0139011,0.0211898,0,0.0791163,0,0.00793339,0.00530598,0.00672655,0.0146891,0.0310428,0.0178668,0.0107217,0.0229315,0,0,0.0521529,0,0.0333793,0.0388964,0.0352768,0.0185703,0.0268548,0.0181741,0.0398757,0.0272121,0.0189519,0.0150595,0.0162308,0.0211645,0.0120699,0.0292154,0.0126964,0.018617,0.0259218,0.022127,0.0402477,0.0367637,0.0335508,0,0,0,0.0131996,0
73,0.0298193,0.0289545,0,0,0,0.0600563,0.0222828,0.038463,0.00287221,0,0,0,0,0.0238259,0,0.0150981,0.0122796,0.0337348,0.035679,0.016659,0.00527484,0,0,0.0391539,0.0320226,0.010563,0.0129054,0.013176,0.0365744,0.00963789,0.021737,0.0136229,0.0211369,0,0.0788732,0,0.0081455,0.00524873,0.00683265,0.0145772,0.0310422,0.0171737,0.0113553,0.0229593,0,0,0.0523614,0,0.0333337,0.0390916,0.0354277,0.0171852,0.0263066,0.0189639,0.0408176,0.0274037,0.0193584,0.0151268,0.016666,0.021714,0.0120695,0.0287504,0.0126434,0.018135,0.0259865,0.0222242,0.0405781,0.0369299,0.0335996,0,0,0,0.0132547,0
74,0.0296849,0.0287523,0,0,0,0.0596652,0.0224467,0.0383011,0.00303996,0,0,0,0,0.0239923,0,0.0147878,0.0125713,0.033701,0.0356452,0.0163676,0.00583712,0,0,0.039114,0.0316188,0.0100873,0.0122404,0.0127818,0.0358298,0.00917536,0.021018,0.0132565,0.0210291,0,0.0780381,0,0.00800305,0.00549329,0.00700592,0.0144891,0.03101,0.016401,0.0119412,0.0229282,0,0,0.0525177,0,0.0332552,0.0391577,0.0355064,0.0156804,0.025853,0.0196796,0.041379,0.0275932,0.0196663,0.0152928,0.0170446,0.0221064,0.0121825,0.0283412,0.0124002,0.0176799,0.0260054,0.0223716,0.0407713,0.0368288,0.0335039,0,0,0,0.0131002,0
75,0.0295086,0.0286109,0,0,0,0.0591704,0.0225909,0.0381985,0.00348031,0,0,0,0,0.0241855,0,0.0147342,0.0127454,0.0337963,0.0356639,0.0160674,0.00659413,0,0,0.0386601,0.0312678,0.009668,0.0115916,0.0124765,0.0351048,0.00870358,0.020293,0.0129532,0.0208916,0,0.0768714,0,0.00795896,0.0055535,0.00711415,0.014454,0.0310796,0.0156485,0.0124377,0.0227768,0,0,0.0529118,0,0.0332943,0.0392953,0.0356656,0.0142955,0.0254677,0.0203658,0.0417575,0.0276575,0.0198905,0.0155135,0.0173108,0.0223827,0.0124016,0.0279523,0.0120642,0.0172554,0.0261016,0.0224765,0.0410584,0.0367964,0.0334915,0,0,0,0.0129092,0
76,0.0292841,0.0285537,0,0,0,0.0584932,0.0224621,0.0381581,0.00414559,0,0,0,0,0.0245951,0,0.0148717,0.0126825,0.0340611,0.0358156,0.0159261,0.00752869,0,0,0.0380457,0.0308571,0.00937446,0.0109463,0.0123621,0.0344004,0.00829012,0.0195201,0.0127805,0.0207214,0,0.0753798,0,0.00812051,0.00544042,0.00712294,0.0144772,0.0311485,0.0150527,0.0129666,0.0224834,0,0,0.0533778,0,0.0333268,0.0394506,0.0359228,0.0132148,0.0250682,0.0210594,0.0420437,0.0276199,0.0200648,0.0157499,0.0175733,0.0226595,0.0125828,0.0275239,0.0120139,0.0170299,0.0262993,0.0226153,0.0413505,0.036791,0.0335372,0,0,0,0.0126821,0
77,0.029133,0.02846,0,0,0,0.0578109,0.0221362,0.0380841,0.00476554,0,0,0,0,0.0248988,0,0.0150774,0.0125114,0.0343851,0.0360521,0.015879,0.00860992,0,0,0.0373626,0.0304217,0.00917641,0.0103939,0.012321,0.0336298,0.00791003,0.0186072,0.0124201,0.0205048,0,0.0739086,0,0.00834059,0.0052722,0.00708158,0.0148132,0.0311724,0.0147469,0.0134415,0.0222375,0,0,0.0537162,0,0.0332625,0.0396797,0.0361717,0.0121614,0.0247363,0.0215886,0.0420922,0.0276001,0.0202838,0.0159859,0.0179661,0.0229377,0.0125286,0.0270521,0.0119169,0.0171962,0.0265254,0.0228149,0.0415893,0.0364649,0.0335699,0,0,0,0.0123608,0
78,0.0291535,0.028306,0,0,0,0.057032,0.022652,0.0377933,0.00554772,0,0,0,0,0.0251765,0,0.0148987,0.0128591,0.0345169,0.0361213,0.0157567,0.00956766,0,0,0.0368193,0.029934,0.00914335,0.0100876,0.0121303,0.0329985,0.00759781,0.0177348,0.012026,0.0202731,0,0.072417,0,0.00837211,0.00557056,0.00714211,0.0147977,0.0311179,0.0142568,0.0139277,0.0221883,0,0,0.0537741,0,0.0331919,0.0397635,0.0364135,0.0110208,0.0243619,0.0221947,0.0422288,0.027783,0.0205642,0.0161626,0.0183855,0.0233655,0.0124612,0.0265766,0.0118463,0.0171905,0.0267041,0.0230704,0.0416807,0.0356551,0.0335927,0,0,0,0.0120476,0
79,0.0291702,0.0282093,0,0,0,0.0563479,0.0226853,0.0374285,0.00616402,0,0,0,0,0.0256671,0,0.0149682,0.0129236,0.0347271,0.0362234,0.0155795,0.0104576,0,0,0.0363943,0.0294973,0.00922748,0.0101282,0.011958,0.0323477,0.00722253,0.0167624,0.0116008,0.0199472,0,0.0711566,0,0.00859932,0.00549072,0.0072233,0.0150087,0.0310882,0.0138951,0.0143322,0.0222135,0,0,0.0538689,0,0.0331214,0.0399617,0.0366119,0.00991593,0.0240913,0.0223955,0.042558,0.0279235,0.0208806,0.0163182,0.018723,0.0237539,0.0123346,0.0261769,0.0119084,0.0172075,0.0268684,0.0232623,0.0418684,0.0352972,0.0336416,0,0,0,0.0118265,0
80,0.0290415,0.0281903,0,0,0,0.0557463,0.0222735,0.0370565,0.00664966,0,0,0,0,0.0264224,0,0.0154016,0.0127195,0.0350787,0.0362321,0.0153567,0.0112647,0,0,0.0360297,0.0290948,0.00951565,0.010519,0.0119328,0.0316448,0.00674276,0.0156427,0.011114,0.0195415,0,0.0702099,0,0.009051,0.00511646,0.00730796,0.0151472,0.0311518,0.013596,0.0146741,0.0221656,0,0,0.0541789,0,0.0331601,0.0402309,0.0367833,0.00906369,0.023801,0.0225097,0.0430154,0.0279482,0.0211733,0.0164155,0.0189931,0.0241283,0.0121944,0.025836,0.01171,0.0171609,0.0270653,0.0232774,0.0423304,0.0352666,0.0337023,0,0,0,0.0116338,0
81,0.0289019,0.028213,0,0,0,0.0548592,0.0221587,0.0364124,0.00733883,0,0,0,0,0.0271537,0,0.0154769,0.0126991,0.0354187,0.0357885,0.0152002,0.0120199,0,0,0.0359217,0.0287656,0.0102468,0.0114605,0.0122737,0.0309557,0.0062682,0.0143034,0.0105606,0.0191406,0,0.0690661,0,0.00954956,0.00503127,0.00745086,0.0148719,0.0311283,0.0132297,0.015094,0.0220975,0,0,0.054349,0,0.0331608,0.0403449,0.0370991,0.00814344,0.0233847,0.0229076,0.0434706,0.0281039,0.0215089,0.0164885,0.0193298,0.0246621,0.0121621,0.0254134,0.0113012,0.0169745,0.027324,0.0232143,0.0425191,0.035281,0.0337853,0,0,0,0.0114524,0
82,0.0288204,0.0281545,0,0,0,0.053683,0.0223062,0.0353877,0.00790957,0,0,0,0,0.0275484,0,0.0153733,0.0127719,0.0357979,0.0351116,0.0150274,0.0126389,0,0,0.035801,0.0284853,0.0110814,0.0126794,0.0126392,0.0302455,0.0058143,0.012907,0.0101522,0.0185975,0,0.0678515,0,0.00979816,0.00506629,0.00754951,0.0146358,0.031052,0.012871,0.015436,0.0221178,0,0,0.0542492,0,0.0330753,0.0402773,0.0373758,0.00717313,0.0230226,0.0232309,0.0437735,0.0283752,0.0218491,0.0165434,0.0196525,0.0251648,0.0121373,0.0250106,0.0110108,0.016623,0.0275467,0.0232006,0.0423751,0.0351192,0.0337843,0,0,0,0.0112841,0
83,0.0286514,0.027936,0,0,0,0.0522628,0.0223226,0.034065,0.00805394,0,0,0,0,0.0277062,0,0.0152321,0.0129049,0.0361776,0.0343815,0.0146423,0.0130472,0,0,0.035355,0.0280669,0.01186,0.0138907,0.0129029,0.0294409,0.00531237,0.0115131,0.00993079,0.0179238,0,0.0666859,0,0.00985789,0.00508514,0.00758553,0.0103933,0.031125,0.00832147,0.0155013,0.022029,0,0,0.0543434,0,0.0331071,0.0403036,0.0376463,0.00487187,0.0228687,0.020932,0.0436804,0.0285122,0.0220739,0.0156563,0.0192631,0.0248069,0.0097242,0.025881,0.0088952,0.012453,0.0276862,0.0232128,0.0425455,0.0347135,0.0335702,0,0,0,0.00776307,0
84,0.0284666,0.0276549,0,0,0,0.0503647,0.0221839,0.0324814,0.00820908,0,0,0,0,0.0278462,0,0.0151871,0.0130448,0.0365767,0.0334382,0.0143463,0.0131886,0,0,0.0348359,0.0276716,0.0125809,0.0149963,0.0129444,0.0286888,0.00476704,0.0101093,0.0096706,0.0172497,0,0.0649476,0,0.00991862,0.00501785,0.00760394,0.00726745,0.031191,0.00495542,0.015483,0.0218762,0,0,0.0544873,0,0.0331341,0.0404573,0.0379838,0.00950519,0.022778,0.0179048,0.0433991,0.0283894,0.0223119,0.0146498,0.0187971,0.0243253,0.00795205,0.0279517,0.00842829,0.00964106,0.0276778,0.0231965,0.0426153,0.0341929,0.0332431,0,0,0,0.00491556,0
85,0.0283257,0.0274237,0,0,0,0.048185,0.0219165,0.0310338,0.00836145,0,0,0,0,0.0281,0,0.0154331,0.012961,0.037039,0.0326469,0.0141717,0.0130133,0,0,0.0344129,0.0273721,0.0132862,0.0157995,0.0122466,0.0280354,0.00426257,0.0089659,0.0094433,0.0166314,0,0.0626529,0,0.0100696,0.00482253,0.0075833,0.00957101,0.0312354,0.00800907,0.0154357,0.0216497,0,0,0.0546584,0,0.0331703,0.0405856,0.0383974,0.0157527,0.0226498,0.0153561,0.0431241,0.0281151,0.0226969,0.0139954,0.0188266,0.0240965,0.00865133,0.0305262,0.0105396,0.0109745,0.0275898,0.0231813,0.0426479,0.0337224,0.0329313,0,0,0,0.00662425,0
86,0.0281326,0.0270938,0,0,0,0.0458852,0.0217232,0.0300042,0.0084626,0,0,0,0,0.0282039,0,0.0155398,0.0129045,0.0375849,0.0322087,0.0141756,0.0124252,0,0,0.0339916,0.0270622,0.0135893,0.01611,0.0111654,0.0275433,0.00401505,0.00825998,0.00955186,0.0161783,0,0.0597628,0,0.0101339,0.00474537,0.00756609,0.0143199,0.0312766,0.0128817,0.0153719,0.0213786,0,0,0.0548541,0,0.0332085,0.0406733,0.038822,0.0214778,0.022612,0.0133465,0.0428198,0.0277822,0.0232259,0.0136431,0.0193087,0.0240579,0.0110232,0.0333065,0.0137204,0.0147588,0.0274369,0.0232253,0.0426589,0.0332097,0.0325413,0,0,0,0.0102764,0
87,0.0278435,0.0267203,0,0,0,0.0429163,0.0215535,0.0292441,0.00862891,0,0,0,0,0.0281556,0,0.0154617,0.0128529,0.0380879,0.0323519,0.0145712,0.0113065,0,0,0.0334277,0.0268211,0.0134279,0.0159448,0.00981979,0.0273919,0.0040783,0.00786186,0.00954055,0.0160774,0,0.0556207,0,0.0101266,0.00477633,0.00755536,0.0181844,0.0312651,0.0163904,0.0154102,0.0210357,0,0,0.0545937,0,0.0333093,0.0404536,0.0391688,0.0257422,0.0226058,0.0120368,0.0423403,0.0271169,0.0235988,0.0135276,0.0197838,0.0241644,0.0133906,0.0356571,0.0163223,0.018513,0.0270238,0.0232473,0.0427169,0.0327182,0.032083,0,0,0,0.0133434,0
88,0.0274596,0.0262524,0,0,0,0.0404676,0.0215183,0.0296341,0.00855125,0,0,0,0,0.0280382,0,0.0155009,0.0129039,0.0386793,0.0330406,0.0152166,0.00994021,0,0,0.0328854,0.0264872,0.0126075,0.0150687,0.00756703,0.0274306,0.00422014,0.00800948,0.00951014,0.0159764,0,0.0515346,0,0.0100041,0.00476035,0.00751051,0.0220028,0.0312863,0.0200222,0.015516,0.0206998,0,0,0.0544785,0,0.0333528,0.040309,0.039423,0.0296228,0.022664,0.0113707,0.0417718,0.0265892,0.0237052,0.0135634,0.0200362,0.0242528,0.0157814,0.0380439,0.018804,0.0217947,0.0266904,0.0232131,0.0426745,0.0322062,0.0315184,0,0,0,0.016421,0
89,0.0270289,0.0258172,0,0,0,0.0385204,0.0214057,0.0304342,0.00810059,0,0,0,0,0.0278919,0,0.0155904,0.0130288,0.0391153,0.0340185,0.0158707,0.0085581,0,0,0.0322369,0.0261811,0.0112762,0.0133902,0.00486418,0.0277367,0.00424818,0.00853071,0.00931961,0.0159775,0,0.0472903,0,0.00989858,0.00468106,0.00746117,0.0252785,0.0313184,0.0231238,0.0153586,0.0202771,0,0,0.0544682,0,0.0333945,0.0401886,0.0396954,0.0328793,0.0226973,0.0111105,0.0410406,0.0260127,0.0237752,0.0136729,0.0200942,0.0241654,0.0177405,0.0401907,0.0208745,0.0245609,0.0263098,0.0231819,0.0425357,0.031713,0.0310211,0,0,0,0.0190785,0
90,0.0265464,0.0254411,0,0,0,0.0373037,0.021168,0.0309539,0.00731547,0,0,0,0,0.027726,0,0.0156693,0.0130724,0.0392869,0.0347784,0.0164672,0.00760892,0,0,0.0315941,0.0258622,0.00950184,0.0110456,0.00245197,0.0283751,0.00407022,0.0090366,0.00925145,0.01597,0,0.0433741,0,0.00988696,0.00455608,0.00742075,0.0272445,0.0313874,0.0249239,0.0153106,0.0197764,0,0,0.0545287,0,0.0334629,0.0400938,0.0399796,0.0346153,0.022763,0.0110199,0.04024,0.0254223,0.0238934,0.0135091,0.0201029,0.0239283,0.0189609,0.0417675,0.0224921,0.026224,0.0259729,0.0231704,0.0423406,0.031327,0.0306283,0,0,0,0.0208536,0
91,0.026134,0.0250285,0,0,0,0.0367146,0.0209897,0.0310932,0.00644197,0,0,0,0,0.0273671,0,0.015674,0.0130171,0.0392774,0.035156,0.0172764,0.00720637,0,0,0.030809,0.0255295,0.00749922,0.00858394,0.00343381,0.0294771,0.00392352,0.00953992,0.00953218,0.0159456,0,0.0402651,0,0.00976876,0.00457312,0.00733116,0.0270887,0.0314064,0.0245216,0.0152449,0.0193246,0,0,0.0545955,0,0.0334772,0.0399589,0.0401733,0.0339642,0.0228837,0.0108495,0.039409,0.0248772,0.0236687,0.0130267,0.0198589,0.0236467,0.0191009,0.0421546,0.022589,0.0258229,0.0256491,0.0232221,0.0420077,0.0309223,0.0302662,0,0,0,0.0210348,0
92,0.0258585,0.0245827,0,0,0,0.0366198,0.0210696,0.031076,0.00562426,0,0,0,0,0.0268933,0,0.0156472,0.0130352,0.0391865,0.035486,0.0183086,0.0072829,0,0,0.0297233,0.0251657,0.0061005,0.00703219,0.00654853,0.0309483,0.00433734,0.010348,0.0101043,0.0161247,0,0.0384046,0,0.00949258,0.00462444,0.00711721,0.0261354,0.0313689,0.0234208,0.0150281,0.0189196,0,0,0.0545928,0,0.0334351,0.0397372,0.0403393,0.0326362,0.0230604,0.0104137,0.0383939,0.024383,0.0231905,0.0126918,0.0191404,0.0232456,0.0183325,0.0417666,0.021747,0.0246254,0.0252853,0.0232833,0.0417289,0.0304939,0.0298484,0,0,0,0.0203106,0
93,0.0256083,0.0241463,0,0,0,0.0369456,0.0210855,0.0310699,0.00501918,0,0,0,0,0.02654,0,0.0156461,0.0130792,0.0391122,0.03588,0.0194706,0.00767517,0,0,0.0286139,0.0248076,0.00654198,0.00761462,0.00949502,0.0325831,0.00565922,0.0115849,0.0108542,0.0168169,0,0.0376205,0,0.00925826,0.00466773,0.0069492,0.0246758,0.0313606,0.0217751,0.0147982,0.0185228,0,0,0.0545628,0,0.0334195,0.0397065,0.0404835,0.0308346,0.0232119,0.00995394,0.0372534,0.0239456,0.0229518,0.0122968,0.0183858,0.0227857,0.0171802,0.0409378,0.0203983,0.0229286,0.0249717,0.0232022,0.042178,0.0301629,0.0293719,0,0,0,0.0190615,0
94,0.0252541,0.0237109,0,0,0,0.0371733,0.0210999,0.0308808,0.00465871,0,0,0,0,0.0263854,0,0.0155947,0.0133861,0.0391621,0.0355353,0.0206774,0.00845118,0,0,0.0274843,0.0243652,0.00853367,0.00979955,0.0117625,0.0340352,0.00767736,0.0130462,0.011781,0.0180753,0,0.0372003,0,0.00911437,0.00480511,0.00678096,0.0224186,0.0313621,0.0192023,0.0146041,0.0181799,0,0,0.0545225,0,0.0334163,0.0396144,0.0406299,0.028066,0.023367,0.00957657,0.036125,0.0235176,0.022653,0.011795,0.0177517,0.0222968,0.0155762,0.0395791,0.0185033,0.0204949,0.0246858,0.0230803,0.0424043,0.0298465,0.0287804,0,0,0,0.0170094,0
95,0.0248257,0.0234243,0,0,0,0.0361202,0.021101,0.0298788,0.00475392,0,0,0,0,0.0263087,0,0.0155448,0.0137446,0.0394129,0.0336342,0.0215553,0.0099796,0,0,0.0263926,0.0239717,0.0110327,0.0125708,0.0132462,0.0349193,0.00981311,0.0144731,0.0128781,0.0194578,0,0.0358875,0,0.00902831,0.0049423,0.00664658,0.0205127,0.031351,0.0168193,0.0145187,0.0178142,0,0,0.0544469,0,0.0333877,0.0394653,0.0408539,0.0255144,0.0235264,0.00931326,0.0352497,0.0230892,0.0223552,0.0114521,0.017269,0.021966,0.0141257,0.0382243,0.0166713,0.0183809,0.0244623,0.0230144,0.042351,0.0296975,0.0281723,0,0,0,0.0149216,0
96,0.0243252,0.0233367,0,0,0,0.0341113,0.0208913,0.0279989,0.00534113,0,0,0,0,0.0262224,0,0.0156929,0.0138122,0.0396818,0.0303817,0.0223485,0.0124529,0,0,0.0255144,0.023725,0.0131708,0.0150751,0.0139139,0.0354568,0.0116937,0.0153015,0.0138512,0.0201136,0,0.0336565,0,0.00901047,0.00482549,0.0066638,0.0212288,0.03135,0.0169298,0.014629,0.0174125,0,0,0.0543337,0,0.033342,0.039455,0.041133,0.0256327,0.0235185,0.00914074,0.03474,0.0226036,0.02237,0.011244,0.0172978,0.0219747,0.0143365,0.0381901,0.0167318,0.0188904,0.024324,0.0230214,0.0421853,0.0296944,0.0276024,0,0,0,0.0151973,0
97,0.0239452,0.0234663,0,0,0,0.0315464,0.020647,0.0257765,0.00583168,0,0,0,0,0.0261721,0,0.0160539,0.0136358,0.0399894,0.0279008,0.022994,0.0153167,0,0,0.0247975,0.0237256,0.0141676,0.0164977,0.0140591,0.0356589,0.0131007,0.015432,0.0142941,0.0202066,0,0.031591,0,0.00902345,0.00453029,0.00676188,0.0220051,0.0313473,0.0169611,0.0146849,0.0172207,0,0,0.0541231,0,0.0333179,0.0393619,0.0412792,0.0259399,0.023405,0.00899585,0.0343937,0.0220706,0.0223051,0.0111982,0.017386,0.0219778,0.0145909,0.0382335,0.0168061,0.019625,0.0241971,0.0230265,0.0419527,0.0297725,0.0271073,0,0,0,0.0156063,0
98,0.023676,0.0234652,0,0,0,0.0295847,0.0206142,0.0245826,0.00612889,0,0,0,0,0.0258631,0,0.0159939,0.0135908,0.0400289,0.0278748,0.0233678,0.0171362,0,0,0.0241468,0.0236088,0.0140608,0.0165879,0.0138359,0.0359226,0.014054,0.0153219,0.014349,0.0199248,0,0.0301444,0,0.00886623,0.0045217,0.00667504,0.0228909,0.0313011,0.017069,0.0146789,0.0171216,0,0,0.053822,0,0.0332663,0.0391505,0.0414425,0.0262565,0.023276,0.00890329,0.0341036,0.0217411,0.0222928,0.0112468,0.0174,0.0218677,0.0148078,0.0382168,0.0168698,0.020573,0.0240194,0.0229464,0.041799,0.0295796,0.0264217,0,0,0,0.0159155,0
99,0.0234718,0.0233973,0,0,0,0.0290283,0.0207051,0.024486,0.00619762,0,0,0,0,0.025891,0,0.0158395,0.013751,0.0398574,0.0298512,0.0233363,0.0168263,0,0,0.0237848,0.0231721,0.0134058,0.015441,0.0134239,0.0362777,0.0140832,0.0151971,0.0143043,0.0197743,0,0.0297631,0,0.00891554,0.00463862,0.00657575,0.0248742,0.0312877,0.0183289,0.0146681,0.0170127,0,0,0.0536598,0,0.0332547,0.0390223,0.0415953,0.0276956,0.0231157,0.00900525,0.034081,0.0215825,0.0224237,0.0113704,0.0175544,0.0217637,0.0156613,0.0385654,0.0175157,0.0226018,0.0238955,0.0228667,0.0418444,0.0292442,0.0258936,0,0,0,0.0168175,0
100,0.0235804,0.0233895,0,0,0,0.0301181,0.0208272,0.0249205,0.00612797,0,0,0,0,0.0259944,0,0.0157526,0.0138069,0.0396676,0.0316258,0.023012,0.0145538,0,0,0.0237422,0.022831,0.0124859,0.0134589,0.0125052,0.0362699,0.0130903,0.0149747,0.0142182,0.0197328,0,0.0306154,0,0.00902298,0.00474674,0.00653862,0.0280348,0.0312671,0.0208199,0.0146092,0.0171276,0,0,0.0534904,0,0.0332374,0.0389362,0.0416216,0.0304865,0.0229374,0.00960503,0.0343371,0.0215774,0.0226817,0.0115379,0.0180036,0.0218659,0.017278,0.0393674,0.019014,0.0258575,0.0238343,0.0228778,0.041958,0.0289929,0.0256433,0,0,0,0.0184597,0
101,0.0238079,0.02335,0,0,0,0.0325673,0.0209021,0.026248,0.00600801,0,0,0,0,0.0260895,0,0.0157427,0.0137165,0.0396083,0.0320567,0.0225825,0.0113482,0,0,0.0238819,0.0225637,0.0111583,0.0111442,0.0111913,0.0354351,0.0112035,0.0144259,0.0137405,0.0194618,0,0.0326624,0,0.00918546,0.00475724,0.0065661,0.0311618,0.0312127,0.0233625,0.014443,0.0172914,0,0,0.0531098,0,0.0331756,0.0388688,0.0415056,0.0333492,0.022825,0.0105897,0.0346742,0.0215686,0.0229355,0.0117945,0.018556,0.0221537,0.0189172,0.0399774,0.0206051,0.0291819,0.0236808,0.0229113,0.0418378,0.028774,0.0255081,0,0,0,0.0199766,0
102,0.023981,0.0232383,0,0,0,0.0360268,0.0210432,0.0281908,0.00581996,0,0,0,0,0.0262125,0,0.0156678,0.0136135,0.039591,0.0323487,0.0221491,0.00833837,0,0,0.0240703,0.0223066,0.00954777,0.00899745,0.00937231,0.033969,0.00925672,0.0135149,0.0127147,0.0190847,0,0.0355116,0,0.00934936,0.00481863,0.00658203,0.0335066,0.0311586,0.0251573,0.0142226,0.0174607,0,0,0.0526564,0,0.03312,0.0387307,0.0413172,0.0354608,0.0227138,0.0116366,0.0349812,0.021655,0.0231128,0.0120686,0.018952,0.0225641,0.020208,0.0400889,0.021601,0.0319907,0.0234825,0.022903,0.0414907,0.0285871,0.025418,0,0,0,0.0209388,0
103,0.0240075,0.0230969,0,0,0,0.0397657,0.0210306,0.0302957,0.00525105,0,0,0,0,0.0262845,0,0.0156836,0.0135679,0.0394732,0.0339034,0.0218401,0.0062324,0,0,0.0240405,0.0221768,0.00811068,0.00722011,0.00721534,0.0322937,0.00766812,0.0123999,0.0114183,0.0188242,0,0.0385155,0,0.00947421,0.00475074,0.00663428,0.0350375,0.0311323,0.0263228,0.0138912,0.0176174,0,0,0.0524062,0,0.0330848,0.0386504,0.0411512,0.0368417,0.0226512,0.0121516,0.0351217,0.0216795,0.0232839,0.0125108,0.0191513,0.0229143,0.0205467,0.0398057,0.0220085,0.0343246,0.0232674,0.0228889,0.0412775,0.0283819,0.0253339,0,0,0,0.0213557,0
104,0.0239461,0.0229436,0,0,0,0.041745,0.0207704,0.0323477,0.00441571,0,0,0,0,0.0260133,0,0.015856,0.0133048,0.0391409,0.0353702,0.0218572,0.00530976,0,0,0.0235404,0.0222812,0.00715458,0.00582623,0.00526451,0.0310322,0.0067127,0.0116641,0.0106063,0.0186227,0,0.0400937,0,0.0093392,0.00449346,0.00670963,0.0354164,0.0311366,0.026674,0.0134229,0.0177694,0,0,0.0522867,0,0.0330597,0.0385926,0.0410573,0.0368166,0.0226646,0.0119058,0.0349649,0.0214186,0.0233264,0.0130162,0.0189986,0.0226827,0.0197815,0.038875,0.0214534,0.0355863,0.0229737,0.0230154,0.0414465,0.0280922,0.0253207,0,0,0,0.0208602,0
105,0.0236724,0.022769,0,0,0,0.0398108,0.0208594,0.0326147,0.00405316,0,0,0,0,0.0261123,0,0.0158381,0.0134306,0.0388442,0.0345909,0.0218251,0.00532124,0,0,0.0232468,0.0220112,0.00612265,0.00514011,0.00457077,0.0303283,0.00648282,0.0119166,0.0109604,0.0180425,0,0.0383284,0,0.00934413,0.00457591,0.00669791,0.035632,0.0311242,0.02658,0.0131887,0.0178876,0,0,0.0520203,0,0.0330297,0.0384642,0.0409966,0.036155,0.0226821,0.0117576,0.0349442,0.0212305,0.0233043,0.0133686,0.0188396,0.0226055,0.0187609,0.037784,0.0206162,0.0365963,0.0226071,0.0231964,0.0415124,0.0277531,0.0253972,0,0,0,0.0201847,0
106,0.0236241,0.0226817,0,0,0,0.0353494,0.0211184,0.0301922,0.00401442,0,0,0,0,0.0262677,0,0.0157906,0.0136147,0.0384699,0.0314969,0.0220204,0.00593108,0,0,0.0230689,0.0218075,0.00460999,0.005341,0.0052653,0.030234,0.00690387,0.0126701,0.0122581,0.0173187,0,0.0342312,0,0.0093393,0.00473501,0.00666973,0.0347109,0.0311123,0.0247903,0.013151,0.0180064,0,0,0.051749,0,0.0329995,0.0383088,0.0408364,0.0334482,0.0226954,0.0112289,0.0348138,0.0210738,0.0230366,0.0135191,0.0184612,0.0226256,0.0170185,0.0358464,0.0186671,0.0362939,0.0222263,0.0232992,0.0415019,0.0275801,0.0257213,0,0,0,0.0184666,0
107,0.0239626,0.0227928,0,0,0,0.0307763,0.021188,0.0268481,0.00422799,0,0,0,0,0.0264996,0,0.0159351,0.013601,0.0381001,0.0280459,0.0225297,0.00593849,0,0,0.0230449,0.0217358,0.00340392,0.00677361,0.00692509,0.0308302,0.00815548,0.0134407,0.013608,0.0171751,0,0.0303681,0,0.00945939,0.00458664,0.00673277,0.033117,0.0311178,0.021768,0.0131914,0.0181542,0,0,0.0514986,0,0.0329975,0.0381446,0.0405558,0.0290566,0.0226583,0.0102907,0.0346988,0.0208281,0.0228371,0.0135855,0.0178511,0.0226362,0.0148624,0.0333277,0.0159039,0.0351466,0.021916,0.0233685,0.0413602,0.0276456,0.0262502,0,0,0,0.0158898,0
108,0.0245044,0.0228762,0,0,0,0.0273321,0.0211967,0.0244791,0.00443556,0,0,0,0,0.0266123,0,0.0159975,0.013611,0.0377177,0.025699,0.0229498,0.00491868,0,0,0.0232923,0.0216451,0.00382421,0.00862193,0.00869673,0.0319645,0.010078,0.0143684,0.0145013,0.017739,0,0.0275144,0,0.00959299,0.00451715,0.00680382,0.0310332,0.031161,0.0180323,0.0132536,0.018427,0,0,0.0513317,0,0.0330519,0.0380968,0.0401939,0.023524,0.0225327,0.0091418,0.0346745,0.0207831,0.0225581,0.0135685,0.0171202,0.0225724,0.01262,0.0304605,0.0129198,0.0334551,0.021803,0.0233848,0.0412149,0.0277716,0.0266996,0,0,0,0.0130267,0
