Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
17,0.0195183,0.0226477,0,0,0,0.0382281,0.0205246,0.0317916,0.0138289,0,0,0,0,0.010945,0,0.0172297,0.00622567,0.0356055,0.0411966,0.0138193,0.0381285,0,0,0.0285194,0.0247518,0.0248349,0.0373845,0.0283755,0.0280981,0.0187921,0.0143447,0.012768,0.0147165,0,0.0400873,0,0.0104414,0.00466977,0.00494651,0.0275632,0.0132863,0.0150252,0.0228428,0.00754218,0,0,0.0134374,0,0.010367,0.00830738,0.0354741,0.0175614,0.028386,0.0192059,0.0362005,0.0141441,0.0176863,0.0165957,0.0151279,0.0175342,0.0125765,0.0194584,0.0105112,0.0151214,0.030106,0.0127142,0.00625697,0.00744827,0.0169303,0.00834878,0,0,0,0
18,0.0197286,0.0227445,0,0,0,0.0358759,0.0205635,0.0308448,0.0147029,0,0,0,0,0.0111018,0,0.0172324,0.00621874,0.0362642,0.0400265,0.0140879,0.0378519,0,0,0.0293244,0.0249079,0.0252241,0.0383808,0.0279098,0.027458,0.0192135,0.0155266,0.0134274,0.0145334,0,0.0364773,0,0.0105261,0.00463957,0.0050141,0.0279892,0.0133262,0.0145514,0.0231573,0.00790546,0,0,0.0140636,0,0.0103395,0.00852841,0.0361205,0.0182311,0.027512,0.0199167,0.0374862,0.0147088,0.0179534,0.0165082,0.0151776,0.0179124,0.0132905,0.0189516,0.0110825,0.0157567,0.030775,0.0132055,0.00623156,0.00732843,0.0170535,0.00874199,0,0,0,0
19,0.0199108,0.0228945,0,0,0,0.0338949,0.0205443,0.0303631,0.0153721,0,0,0,0,0.0112817,0,0.0172325,0.00626445,0.0370092,0.0393175,0.0144969,0.0368527,0,0,0.0299521,0.0249517,0.0252209,0.0389736,0.026814,0.0269063,0.0190085,0.0161226,0.013886,0.0145115,0,0.0330485,0,0.0105555,0.00458551,0.00503506,0.0281722,0.01338,0.0145353,0.0233207,0.00816626,0,0,0.0144893,0,0.0103408,0.0087162,0.0367275,0.0189851,0.0267212,0.020505,0.0385943,0.0151588,0.0181122,0.0163913,0.0151686,0.0181899,0.0139908,0.0185965,0.0116241,0.0165175,0.031171,0.0136035,0.00625491,0.00723625,0.0170786,0.00902496,0,0,0,0
20,0.0200044,0.0228072,0,0,0,0.0328883,0.0203998,0.030482,0.0157699,0,0,0,0,0.0113347,0,0.0172051,0.00628079,0.0378928,0.0389319,0.0149041,0.0351663,0,0,0.0300933,0.0248448,0.024725,0.039038,0.0250518,0.026518,0.0183359,0.0162687,0.0145716,0.0144553,0,0.0304654,0,0.0107062,0.00453264,0.005001,0.0267268,0.0133677,0.0131048,0.0233467,0.00825245,0,0,0.0145606,0,0.0103422,0.00871374,0.0372976,0.0194999,0.0261521,0.020124,0.0390742,0.0153555,0.0182103,0.0161365,0.0151533,0.0182124,0.0139838,0.0189902,0.0108445,0.0166103,0.0304798,0.013784,0.00629142,0.00717047,0.0168243,0.00908623,0,0,0,0
21,0.0200605,0.0225431,0,0,0,0.0326869,0.020301,0.0303752,0.0157433,0,0,0,0,0.0114125,0,0.0173492,0.00637315,0.0385946,0.0383594,0.0156061,0.0326759,0,0,0.0297701,0.0247274,0.0236425,0.0378501,0.0226553,0.0265476,0.0173501,0.0162368,0.0148937,0.0143519,0,0.0284259,0,0.0112067,0.00449233,0.00504237,0.0242207,0.0133628,0.0106768,0.0231332,0.00813499,0,0,0.0145033,0,0.0103503,0.00860461,0.037897,0.020418,0.025668,0.0187238,0.0391042,0.0153036,0.0182699,0.0158551,0.0153511,0.0180248,0.0138495,0.0205262,0.00928315,0.0168559,0.029495,0.0136989,0.00642334,0.00719646,0.0165005,0.00896348,0,0,0,0
22,0.0200395,0.0221901,0,0,0,0.0349662,0.0202102,0.0306627,0.01514,0,0,0,0,0.0114284,0,0.0174586,0.0064314,0.0391885,0.0375086,0.0162458,0.0298707,0,0,0.0291368,0.0245909,0.0217989,0.0356718,0.0196658,0.0267231,0.0161724,0.0162774,0.0153374,0.0139352,0,0.029935,0,0.0113683,0.00447539,0.00503411,0.0233462,0.0133757,0.00965765,0.0227832,0.00789925,0,0,0.0143099,0,0.0103815,0.00852826,0.0383558,0.0208499,0.0253724,0.0180093,0.0386249,0.0150768,0.0181327,0.0157359,0.015314,0.0177931,0.0138222,0.0213269,0.00851962,0.016868,0.0291252,0.0135374,0.00654626,0.00718608,0.0161129,0.00876973,0,0,0,0
23,0.0200174,0.0219068,0,0,0,0.0388097,0.0201001,0.0312458,0.014211,0,0,0,0,0.0113786,0,0.0175146,0.00660174,0.0395699,0.0362665,0.016942,0.0268683,0,0,0.0283209,0.0244273,0.0191242,0.0326582,0.0162296,0.0272454,0.0147495,0.016428,0.0157229,0.0132483,0,0.034289,0,0.0111969,0.00443528,0.00501705,0.0232843,0.013386,0.00973229,0.0223915,0.00751742,0,0,0.0140017,0,0.0104127,0.00846079,0.0386626,0.0206657,0.0251903,0.0175411,0.0378129,0.0148152,0.0177838,0.0155857,0.0150612,0.0174479,0.0136972,0.021552,0.00813024,0.0166585,0.0289769,0.013358,0.00669361,0.00713077,0.0157652,0.00854196,0,0,0,0
24,0.0199568,0.0215962,0,0,0,0.0432082,0.0199835,0.0323859,0.0130864,0,0,0,0,0.0113603,0,0.0175666,0.00680608,0.0396932,0.0351831,0.0177114,0.0238804,0,0,0.0272703,0.0242228,0.0158987,0.0288913,0.012867,0.0282458,0.0132299,0.0167481,0.0160727,0.0124976,0,0.0397676,0,0.0111212,0.00440559,0.0049931,0.0238576,0.0133856,0.010751,0.0220345,0.00699382,0,0,0.0138159,0,0.010422,0.00833377,0.038905,0.019991,0.0251263,0.0172409,0.0367203,0.0145345,0.0172498,0.0155129,0.0145878,0.0169948,0.0134394,0.0213514,0.00814806,0.0162204,0.0287786,0.0130999,0.00682591,0.00716822,0.0154338,0.00823317,0,0,0,0
25,0.0198552,0.0212631,0,0,0,0.0473118,0.0198534,0.034033,0.0118499,0,0,0,0,0.011354,0,0.0176118,0.00696536,0.0396499,0.0348402,0.0185633,0.0208822,0,0,0.0260129,0.0239199,0.012553,0.02472,0.0102409,0.0296792,0.0116098,0.0168015,0.0161013,0.011984,0,0.0447996,0,0.0110107,0.00437735,0.00495941,0.0247023,0.0133783,0.0122953,0.0216814,0.00642838,0,0,0.0135581,0,0.0104317,0.00815327,0.039181,0.019277,0.0251411,0.017034,0.0354203,0.0142619,0.016683,0.0155173,0.0140055,0.0165278,0.0130839,0.0210611,0.00845752,0.0155681,0.0287987,0.0128444,0.00692337,0.00719469,0.0150867,0.00787679,0,0,0,0
26,0.0197835,0.0209197,0,0,0,0.0506515,0.0197426,0.0358541,0.0107316,0,0,0,0,0.0113779,0,0.0176754,0.00710596,0.0396621,0.0354466,0.0194919,0.0178555,0,0,0.0246343,0.0237567,0.00960986,0.0205543,0.00883925,0.0313691,0.0098224,0.0162597,0.0158187,0.0120112,0,0.0486477,0,0.0108375,0.0043447,0.00495497,0.0254862,0.0133976,0.0138688,0.0213473,0.00593977,0,0,0.0132877,0,0.0104526,0.00802186,0.039474,0.0192695,0.0251642,0.0168043,0.0340938,0.0140228,0.0162238,0.0154685,0.013463,0.0161416,0.0128245,0.0208605,0.0089279,0.014971,0.0289174,0.0126886,0.00703185,0.00720697,0.0147032,0.00751252,0,0,0,0
27,0.0198131,0.0205889,0,0,0,0.0531903,0.019634,0.0374157,0.00976697,0,0,0,0,0.0114772,0,0.0177444,0.00727062,0.0395905,0.0365795,0.0204521,0.0149051,0,0,0.0232144,0.023486,0.00762309,0.0172162,0.00883358,0.0330005,0.00816776,0.0153619,0.015435,0.0126225,0,0.0513035,0,0.0106943,0.00431569,0.00495127,0.0261956,0.0133927,0.0154141,0.0210673,0.00558274,0,0,0.013095,0,0.0104335,0.00792437,0.0397754,0.0192911,0.0252036,0.0165383,0.0327937,0.0137755,0.0159141,0.0154662,0.0130057,0.0158146,0.0125666,0.0206266,0.00953599,0.0146001,0.0288826,0.0126101,0.00721274,0.00719018,0.0142783,0.00717982,0,0,0,0
28,0.0200001,0.0203214,0,0,0,0.0549278,0.0195204,0.0384766,0.00904796,0,0,0,0,0.0115669,0,0.0177878,0.00732773,0.0394687,0.0374135,0.0213333,0.012441,0,0,0.0218893,0.0230534,0.00684518,0.0149263,0.00958472,0.0342631,0.00706612,0.0146646,0.0151933,0.0135722,0,0.0529545,0,0.0105422,0.00428032,0.00491635,0.0265341,0.0134268,0.0164303,0.0208278,0.00533753,0,0,0.0129957,0,0.0104263,0.00791046,0.0400339,0.0194935,0.025256,0.016224,0.0316272,0.0135574,0.0157849,0.015454,0.0127157,0.0155998,0.012245,0.0204687,0.00999193,0.0141813,0.0284234,0.0124328,0.00738703,0.00716218,0.0138582,0.00695152,0,0,0,0
29,0.0202296,0.0201153,0,0,0,0.0554968,0.0194606,0.038764,0.00853544,0,0,0,0,0.0117001,0,0.0178132,0.0074592,0.039443,0.0372626,0.0220944,0.0104962,0,0,0.020655,0.0226099,0.00710453,0.0135633,0.0104508,0.0350229,0.00675098,0.0145649,0.0150603,0.0145757,0,0.0534613,0,0.0102677,0.00422441,0.00488633,0.0262871,0.0134756,0.0169836,0.0206164,0.00516045,0,0,0.0129234,0,0.010436,0.00793051,0.0401648,0.0203351,0.0252568,0.015939,0.0306557,0.0132975,0.0156699,0.0152523,0.0124964,0.0154153,0.0119967,0.0203337,0.0102969,0.014157,0.0279399,0.0122889,0.00746033,0.00722101,0.0134578,0.00680289,0,0,0,0
30,0.0204657,0.0199067,0,0,0,0.0547454,0.0194324,0.0381839,0.0081385,0,0,0,0,0.0118133,0,0.0178136,0.00763651,0.0394613,0.0359871,0.0227672,0.00881783,0,0,0.0195496,0.0222713,0.00768113,0.0131599,0.0114628,0.0353399,0.00721297,0.0152637,0.0152266,0.015362,0,0.0529628,0,0.0101852,0.00422706,0.00487571,0.0255269,0.0134727,0.0172225,0.020358,0.00496414,0,0,0.0128054,0,0.0104295,0.00789535,0.0401771,0.0211748,0.0252227,0.0156671,0.0298564,0.0129839,0.0155585,0.015106,0.0122653,0.0152522,0.0119651,0.0201675,0.0104372,0.0143965,0.026966,0.0121466,0.00753536,0.00725424,0.0130786,0.00663525,0,0,0,0
31,0.0206464,0.019615,0,0,0,0.0527864,0.0194045,0.0369101,0.0078575,0,0,0,0,0.0119128,0,0.017854,0.0077321,0.0395358,0.0339015,0.0233436,0.00692827,0,0,0.0187199,0.0220622,0.00794303,0.0133408,0.0128172,0.0353913,0.00802025,0.0164181,0.0158535,0.0157032,0,0.0517152,0,0.0101895,0.00425838,0.00483431,0.0243518,0.0134794,0.0171894,0.0201309,0.00470869,0,0,0.0126343,0,0.0104182,0.00776306,0.0400981,0.0218259,0.0251879,0.0154031,0.0292683,0.0126292,0.0155106,0.0150462,0.0121172,0.0151713,0.0120379,0.0199694,0.0104703,0.0145618,0.0255122,0.0119168,0.0075601,0.00721879,0.0127752,0.00646284,0,0,0,0
32,0.0206903,0.0194202,0,0,0,0.0500345,0.0193846,0.0354229,0.00764124,0,0,0,0,0.0119343,0,0.017874,0.00773578,0.0394516,0.0319441,0.0237562,0.00470494,0,0,0.0182035,0.0219582,0.00774922,0.0138179,0.0136947,0.0354406,0.00889836,0.0176782,0.0166606,0.0155644,0,0.0497979,0,0.0103284,0.00426332,0.00480605,0.0232556,0.0135023,0.0175305,0.0199904,0.00444465,0,0,0.0124667,0,0.0104337,0.00772297,0.040002,0.0225365,0.0251618,0.015174,0.0288831,0.0122823,0.0154205,0.0151429,0.0120036,0.0150868,0.0122157,0.0196409,0.0107739,0.0148186,0.023834,0.0116587,0.00766116,0.0072212,0.0125457,0.00636325,0,0,0,0
33,0.0205985,0.0192636,0,0,0,0.0474564,0.019371,0.0345336,0.00738838,0,0,0,0,0.0118748,0,0.0178414,0.00775037,0.0392409,0.0314865,0.0237994,0.00369351,0,0,0.0180627,0.0220055,0.00741333,0.0143631,0.0140844,0.0356732,0.00974703,0.0188861,0.0172651,0.0151377,0,0.0477888,0,0.0103792,0.00421822,0.00483615,0.0219265,0.013521,0.0177105,0.0198654,0.00423684,0,0,0.0124326,0,0.0104487,0.00779873,0.0399129,0.0234539,0.02511,0.0149132,0.028733,0.0121006,0.0153089,0.0153024,0.0118687,0.0149879,0.0123371,0.019361,0.0109538,0.0149866,0.0219381,0.0114754,0.00778202,0.0072807,0.0124913,0.00641371,0,0,0,0
34,0.0204327,0.0192198,0,0,0,0.0465463,0.019383,0.0343488,0.0071014,0,0,0,0,0.01182,0,0.0178309,0.0077019,0.0389996,0.0321722,0.0234396,0.00494004,0,0,0.0182622,0.0222646,0.00718237,0.0152106,0.0142547,0.0360085,0.0101167,0.0197214,0.0173969,0.014773,0,0.0470076,0,0.0104724,0.00419835,0.00488195,0.0204502,0.0135496,0.0176547,0.0196341,0.00407587,0,0,0.0125502,0,0.0104548,0.00784257,0.0398325,0.0245509,0.025013,0.0146131,0.0288669,0.0121216,0.0152468,0.0154223,0.0117893,0.0149142,0.0123915,0.0191586,0.0109291,0.015164,0.019908,0.0114003,0.00779179,0.0072855,0.0126037,0.00665736,0,0,0,0
