Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0399356,0.0512861,0,0,0,0.036458,0,0.0244268,0.0563239,0,0,0,0,0.019098,0,0,0.050096,0.041246,0.049912,0.0190363,0.0202858,0,0,0.0302682,0.0468695,0.092605,0.0965118,0.055579,0.045986,0.0626936,0.0605124,0.0585031,0.0577323,0,0.0450436,0,0.0382058,0.0126105,0.00997024,0.0309394,0,0.00994993,0.0676957,0.0209321,0,0,0.0177879,0,0,0.0367374,0.0431587,0.0357005,0.0129004,0.0236949,0.0345357,0.0195555,0.116286,0.0896144,0.0578353,0.0283734,0.0595917,0.0419111,0.0410579,0.0620037,0.0298743,0.0149345,0.0114247,0.00669528,0.0290526,0.0192654,0,0,0
0,0.0387754,0.0505285,0,0,0,0.0388541,0,0.0210538,0.059164,0,0,0,0,0.0185656,0,0,0.0497422,0.0374913,0.0366913,0.0121387,0.0241044,0,0,0.0282752,0.0479008,0.0904882,0.0960365,0.0558354,0.044607,0.064749,0.0616312,0.0582845,0.0580089,0,0.01367,0,0.0384468,0.012334,0.00976995,0.0219038,0,0.0101092,0.0643995,0.0196126,0,0,0.0170594,0,0,0.0359679,0.0443846,0.0478322,0.00844972,0.0198105,0.0366981,0.0179952,0.113203,0.0873472,0.058178,0.0289343,0.0595978,0.0376337,0.0371902,0.0616703,0.0500913,0.0146891,0.0111254,0.00673602,0.0290721,0.019941,0,0,0
1,0.0390655,0.05059,0,0,0,0.0384064,0,0.0214219,0.0593336,0,0,0,0,0.0184089,0,0,0.0496813,0.0377427,0.0366595,0.0116488,0.024644,0,0,0.0278706,0.0475336,0.090488,0.0957418,0.0555948,0.0448551,0.0647331,0.0615919,0.0582312,0.0578407,0,0.0139672,0,0.0386835,0.0124833,0.00963693,0.0218857,0,0.00955441,0.0644627,0.0199636,0,0,0.0170213,0,0,0.0358982,0.0441689,0.0465709,0.00842115,0.0201449,0.0364547,0.0179662,0.113442,0.0877922,0.0584043,0.0291222,0.060289,0.0387128,0.0382186,0.0623809,0.0481795,0.0147329,0.0111068,0.00676344,0.0292639,0.0197534,0,0,0
2,0.0393163,0.050572,0,0,0,0.0383422,0,0.0217946,0.0594377,0,0,0,0,0.0181278,0,0,0.0496132,0.0381228,0.0366403,0.0114504,0.0251268,0,0,0.0275515,0.0470882,0.0903729,0.0955164,0.0555375,0.0448273,0.064784,0.0615123,0.0581039,0.0573882,0,0.0139233,0,0.0389033,0.0127006,0.00946951,0.0223309,0,0.00890049,0.0645807,0.0202367,0,0,0.017041,0,0,0.0358314,0.0439884,0.0453024,0.00825565,0.0203489,0.0363567,0.0179705,0.11365,0.0881731,0.0586513,0.0293961,0.0610036,0.0396705,0.0392559,0.0630356,0.0452556,0.0147382,0.0110755,0.00676048,0.0293576,0.0195481,0,0,0
3,0.0395665,0.0505201,0,0,0,0.0385447,0,0.0221135,0.0594833,0,0,0,0,0.0178222,0,0,0.0494983,0.0386458,0.0366636,0.0112776,0.0254942,0,0,0.0272942,0.0467162,0.0902219,0.095367,0.0555976,0.0447464,0.0648678,0.0614034,0.0579641,0.0571785,0,0.0137118,0,0.0391104,0.0127465,0.00934909,0.0232702,0,0.00819909,0.0647911,0.0204921,0,0,0.0171756,0,0,0.0357873,0.0437342,0.0439705,0.00800028,0.0204942,0.0362919,0.0179454,0.113804,0.0885304,0.0589336,0.0297788,0.0616228,0.0405241,0.0401389,0.0636265,0.0417128,0.0148304,0.011058,0.00671122,0.0294273,0.0193988,0,0,0
4,0.0397678,0.0504977,0,0,0,0.0389499,0,0.0223351,0.059462,0,0,0,0,0.0175925,0,0,0.0493606,0.0393783,0.0367168,0.0110685,0.0257485,0,0,0.0271096,0.046276,0.0900199,0.0952868,0.0557042,0.044633,0.0648134,0.0613568,0.057839,0.0571167,0,0.0133987,0,0.0393536,0.0127575,0.00920345,0.0247481,0,0.00754258,0.0649663,0.0207427,0,0,0.0171805,0,0,0.035731,0.0434196,0.0425587,0.00765712,0.0206642,0.0362487,0.0179775,0.113949,0.0888608,0.0592328,0.0302647,0.0621872,0.0413318,0.0409448,0.0641819,0.0378448,0.0148894,0.0110549,0.00668927,0.0295072,0.0192209,0,0,0
5,0.0399497,0.0505038,0,0,0,0.0394106,0,0.0225443,0.059346,0,0,0,0,0.0173958,0,0,0.0492494,0.0402245,0.0367776,0.0108746,0.025948,0,0,0.0270023,0.0459092,0.0897621,0.095148,0.0557853,0.0445466,0.064635,0.06131,0.0577392,0.0570148,0,0.0130739,0,0.0395799,0.0128145,0.00906144,0.0268498,0,0.00699159,0.065198,0.0209997,0,0,0.0171171,0,0,0.0356606,0.0430364,0.0411209,0.00736538,0.0208473,0.0361834,0.0180479,0.114098,0.0891944,0.0595246,0.0308894,0.0627242,0.0421171,0.0416838,0.0646723,0.0337121,0.0148916,0.0110384,0.0066892,0.0296229,0.0189861,0,0,0
6,0.0401635,0.0504977,0,0,0,0.0397074,0,0.0231025,0.0592164,0,0,0,0,0.0171653,0,0,0.0491327,0.0408514,0.0367584,0.0109335,0.026107,0,0,0.0269211,0.0455962,0.0894432,0.0948975,0.0558083,0.0446222,0.0643996,0.0612823,0.0576112,0.0570554,0,0.0128664,0,0.0397372,0.0128894,0.00894537,0.029419,0,0.00658725,0.0653838,0.0212472,0,0,0.0170772,0,0,0.0356145,0.0426157,0.039711,0.00713502,0.0210336,0.036069,0.0181233,0.114216,0.0894841,0.0597683,0.0316741,0.0631957,0.0428463,0.0424006,0.065118,0.0293881,0.0148839,0.0110381,0.00669051,0.0297138,0.0187789,0,0,0
7,0.0403951,0.050477,0,0,0,0.0398768,0,0.0240589,0.0590439,0,0,0,0,0.0169773,0,0,0.0490042,0.0415119,0.0366759,0.0109942,0.0261836,0,0,0.0269084,0.0451249,0.0891517,0.0946707,0.0559409,0.044642,0.0645031,0.0612929,0.0574785,0.0570869,0,0.0127864,0,0.0398837,0.0129219,0.00883437,0.0322617,0,0.00640926,0.06569,0.0215057,0,0,0.0171188,0,0,0.0356211,0.0421946,0.0383992,0.00696341,0.0212662,0.0359356,0.0182088,0.114271,0.0897423,0.0600154,0.0325115,0.0636318,0.0434837,0.0430532,0.065558,0.025058,0.0148874,0.0110409,0.00667438,0.0297692,0.0185557,0,0,0
8,0.0406195,0.0504444,0,0,0,0.0404782,0,0.0243824,0.0587709,0,0,0,0,0.0168553,0,0,0.0488667,0.0422591,0.0368505,0.0110617,0.026226,0,0,0.0269521,0.0446884,0.0888929,0.0945516,0.0560866,0.0447078,0.0645213,0.0613326,0.0576287,0.0569998,0,0.0124493,0,0.0400848,0.0129771,0.00868633,0.0351748,0,0.00646209,0.0661249,0.0217759,0,0,0.0169739,0,0,0.0355705,0.0417801,0.0371728,0.0069122,0.0215865,0.0357683,0.0182623,0.114372,0.0899338,0.0602145,0.0333,0.0640349,0.0440483,0.0436465,0.0659796,0.0210067,0.0148801,0.0110651,0.00667641,0.0298153,0.0183751,0,0,0
