Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0406311,0.0501434,0,0,0,0.0438663,0,0.0211194,0.0479359,0,0,0,0,0.0199952,0,0,0.0502738,0.0471404,0.047168,0.0298031,0.0167034,0,0,0.0283898,0.0516366,0.0906047,0.0920179,0.0535772,0.0522199,0.0695861,0.0679037,0.0639556,0.0633357,0,0.0355207,0,0.038207,0.0136624,0.0102066,0.0248381,0,0.0152936,0.0767437,0.0191948,0,0,0.0203434,0,0,0.0366392,0.0329159,0.0452046,0.0264612,0.0217453,0.0362428,0.0142377,0.111797,0.0924326,0.0607093,0.0252053,0.0595297,0.0404477,0.039236,0.0612352,0.047682,0.0135408,0.0103729,0.00555287,0.0283502,0.0235123,0,0,0
0,0.0437771,0.0489113,0,0,0,0.0428735,0,0.0181534,0.0445143,0,0,0,0,0.0178957,0,0,0.0494989,0.0504962,0.041881,0.0294093,0.00879192,0,0,0.0313808,0.0487963,0.101466,0.096622,0.0474082,0.0611227,0.0735063,0.0728014,0.06878,0.0673694,0,0.0161072,0,0.0399589,0.0121326,0.00933933,0.0194801,0,0.00949976,0.0813564,0.0214673,0,0,0.019788,0,0,0.0363335,0.0338781,0.0394646,0.0340992,0.0215598,0.0361806,0.0123224,0.113911,0.0902962,0.0556074,0.0211784,0.0575654,0.0391955,0.0366499,0.0569332,0.0404297,0.0131174,0.00989397,0.0059296,0.0259072,0.0199985,0,0,0
1,0.0433711,0.0491494,0,0,0,0.0413682,0,0.0178243,0.044706,0,0,0,0,0.0180708,0,0,0.0496558,0.0509923,0.0418079,0.0297776,0.00912403,0,0,0.0313418,0.04894,0.101446,0.0971284,0.0477279,0.0611833,0.0730545,0.0721499,0.0682671,0.0670623,0,0.0176913,0,0.0395966,0.0122045,0.00943683,0.0196241,0,0.00981256,0.0816054,0.0209298,0,0,0.0200003,0,0,0.0364436,0.0335191,0.0404344,0.0344714,0.021458,0.0354563,0.012954,0.113519,0.0899376,0.0558555,0.0213769,0.0569801,0.0384369,0.0355717,0.0566875,0.0411961,0.0129144,0.00993571,0.00566832,0.026133,0.0201468,0,0,0
2,0.0429784,0.0492963,0,0,0,0.0400929,0,0.0174664,0.0446651,0,0,0,0,0.0181622,0,0,0.0498232,0.0511774,0.0409223,0.0294341,0.00981061,0,0,0.0314797,0.0491955,0.101345,0.09738,0.0481682,0.0610394,0.0727915,0.0719244,0.0678667,0.0666643,0,0.0185925,0,0.0393406,0.0123202,0.00957463,0.0200619,0,0.0102071,0.0817203,0.0205392,0,0,0.0203158,0,0,0.0364684,0.0333657,0.0415611,0.0344668,0.0214325,0.0348535,0.0134416,0.113189,0.0896215,0.0560197,0.0216232,0.0563024,0.037602,0.0347068,0.0559333,0.04147,0.0127368,0.0099526,0.00519066,0.026205,0.0202837,0,0,0
3,0.042464,0.0494824,0,0,0,0.0390801,0,0.0169209,0.0445153,0,0,0,0,0.0184472,0,0,0.0500656,0.0510075,0.0396906,0.0288423,0.0105447,0,0,0.031812,0.0498272,0.101166,0.0973762,0.0485968,0.0606558,0.0727226,0.0720287,0.0675176,0.0665199,0,0.0194854,0,0.0389054,0.0122453,0.00986572,0.0217244,0,0.0108371,0.0818179,0.0199926,0,0,0.0206561,0,0,0.0364926,0.0330073,0.0434207,0.0344597,0.022613,0.0340997,0.0138002,0.112792,0.0898662,0.0564283,0.021706,0.055259,0.0366546,0.0335274,0.0545512,0.0393717,0.0125657,0.00994735,0.00476211,0.0262838,0.020667,0,0,0
4,0.0423542,0.0494471,0,0,0,0.0385627,0,0.016394,0.0444782,0,0,0,0,0.0185989,0,0,0.0500269,0.05085,0.0382927,0.0284764,0.0108655,0,0,0.0320409,0.0501334,0.100611,0.0972641,0.0489458,0.0603132,0.0726668,0.0721107,0.0670641,0.066232,0,0.0199609,0,0.0389053,0.012341,0.00976546,0.0213609,0,0.0111582,0.0817683,0.0195937,0,0,0.0187903,0,0,0.0372745,0.0333189,0.0440987,0.0341737,0.0218403,0.0338279,0.0123827,0.112553,0.0893076,0.0565795,0.0221552,0.0546456,0.0358197,0.0330201,0.054142,0.0421215,0.0133885,0.0101427,0.00739589,0.0262887,0.0211166,0,0,0
5,0.0417447,0.0495404,0,0,0,0.0382393,0,0.0158779,0.044449,0,0,0,0,0.0190837,0,0,0.0502856,0.0502413,0.037018,0.0280479,0.0114718,0,0,0.0323983,0.0511917,0.0997936,0.0968359,0.0494425,0.0599256,0.0727849,0.0723293,0.0666612,0.0656418,0,0.0201889,0,0.0384954,0.0123359,0.0100104,0.0227789,0,0.0116807,0.0816628,0.0189725,0,0,0.0187423,0,0,0.0373281,0.0331877,0.0456314,0.0336445,0.0233173,0.0333018,0.0122674,0.112159,0.0897536,0.0568622,0.0221306,0.0536153,0.0349716,0.032046,0.0531146,0.0409843,0.0134476,0.0100526,0.00733656,0.0264609,0.0217127,0,0,0
6,0.0413092,0.0495908,0,0,0,0.0378762,0,0.0159749,0.0443454,0,0,0,0,0.0194943,0,0,0.0504861,0.0497128,0.0364668,0.0276798,0.0126865,0,0,0.0326812,0.0521603,0.0987878,0.096255,0.0502004,0.0593149,0.0728093,0.0724251,0.0661944,0.0649915,0,0.0200326,0,0.0381141,0.0122986,0.0102153,0.022974,0,0.0122444,0.0816195,0.0185131,0,0,0.0188082,0,0,0.0373724,0.0335497,0.0468864,0.0330429,0.0236893,0.0329956,0.0121471,0.11204,0.0898787,0.0568432,0.0222273,0.052859,0.0341297,0.0313662,0.0525655,0.0428127,0.0135385,0.00999293,0.00722593,0.0267127,0.022181,0,0,0
7,0.0410725,0.0497006,0,0,0,0.0374868,0,0.0159293,0.0442548,0,0,0,0,0.0196543,0,0,0.0507085,0.0494074,0.0368947,0.0275565,0.0142226,0,0,0.0327671,0.0527615,0.0976338,0.0956403,0.0508221,0.0585839,0.0726598,0.0723615,0.0656484,0.0643865,0,0.0198401,0,0.0378437,0.0122788,0.0104545,0.0223721,0,0.0128296,0.0816199,0.0183904,0,0,0.0197604,0,0,0.0370941,0.0342085,0.0479292,0.0323933,0.0224723,0.032927,0.0129424,0.112292,0.0895226,0.0571085,0.022706,0.0523663,0.0333784,0.0310595,0.052494,0.0481067,0.0133438,0.0101442,0.00573525,0.0271046,0.0222315,0,0,0
8,0.0406113,0.0496008,0,0,0,0.0367912,0,0.015651,0.0439693,0,0,0,0,0.0208147,0,0,0.0511029,0.0484985,0.0378855,0.0272453,0.0156428,0,0,0.0332225,0.0542704,0.0966247,0.0949322,0.0509508,0.0578646,0.0725483,0.0724384,0.0652282,0.0640507,0,0.0205704,0,0.0369948,0.012337,0.010794,0.022854,0,0.0140974,0.0817943,0.0176439,0,0,0.0191178,0,0,0.0376419,0.0341099,0.0502721,0.0314432,0.0241014,0.0321357,0.0120239,0.112244,0.0905699,0.0579878,0.0220794,0.0509435,0.0322379,0.0299552,0.0513476,0.0478159,0.0134771,0.0103988,0.00688534,0.0273356,0.0231201,0,0,0
