Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBL
9,0.0398241,0.0510474,0,0,0,0.0600447,0,0.0238779,0.0525499,0,0,0,0.0180428,0,0,0.049974,0.0486909,0.0500275,0.0248978,0.0136541,0,0,0.0278645,0.0508525,0.0237587,0.0382131,0.0586357,0.0525479,0.0669482,0.0658039,0.0595827,0.0594404,0,0.0215616,0,0.0391898,0.0146729,0.0105806,0.024114,0,0.0105855,0.0710273,0.0169209,0,0,0.0177723,0,0,0.0350422,0.0320554,0.0349993,0.0183527,0.0252981,0.0381096,0.0116956,0.082103,0.0920641,0.0583732,0.0302123,0.0615213,0.0423656,0.042227,0.0646441,0.0344071,0.0135594,0.011188,0.00658379,0.0255679,0.0262482,0,0,0,0
10,0.0399429,0.0510095,0,0,0,0.0592536,0,0.025086,0.0530806,0,0,0,0.0179842,0,0,0.0499244,0.049126,0.0514742,0.0255051,0.013672,0,0,0.0276977,0.0505507,0.0239844,0.0382106,0.0585855,0.0523023,0.0658459,0.064779,0.0585174,0.0585776,0,0.02178,0,0.0392418,0.0146889,0.0104929,0.0234697,0,0.00954324,0.070836,0.0171496,0,0,0.0178652,0,0,0.0353333,0.0314765,0.0319818,0.0190469,0.025585,0.0383495,0.0124776,0.0823713,0.09214,0.0582456,0.0294969,0.0616747,0.0422895,0.0423682,0.0649578,0.0340902,0.0133938,0.0112567,0.00639875,0.0254382,0.0261618,0,0,0,0
11,0.0400069,0.0509414,0,0,0,0.0586057,0,0.0264104,0.0534888,0,0,0,0.0178704,0,0,0.0497895,0.0497018,0.0528483,0.02614,0.0134946,0,0,0.0274947,0.0500468,0.0243446,0.0382164,0.0586278,0.0520886,0.0646097,0.0636911,0.0575617,0.0576327,0,0.0220583,0,0.0394055,0.0146976,0.0103724,0.0222837,0,0.00873877,0.0706909,0.0172285,0,0,0.0179869,0,0,0.0356355,0.0309961,0.029169,0.0198986,0.0253868,0.0387728,0.0132217,0.0823017,0.0921619,0.0585331,0.0288336,0.0618169,0.0427195,0.0426828,0.0649086,0.0341128,0.0131688,0.0113287,0.00624251,0.0254012,0.0259143,0,0,0,0
12,0.0398948,0.0507767,0,0,0,0.0576863,0,0.0277913,0.0538101,0,0,0,0.0177218,0,0,0.0496687,0.0503802,0.0543834,0.0269041,0.0132218,0,0,0.0272536,0.0495834,0.0247353,0.0383326,0.058793,0.0518837,0.0634192,0.062497,0.0566899,0.0565806,0,0.0223688,0,0.0396306,0.0146743,0.0102345,0.0213707,0,0.0087494,0.070713,0.0173651,0,0,0.0181648,0,0,0.035959,0.0306539,0.027776,0.0206325,0.0244704,0.0393225,0.0141885,0.0816308,0.0920696,0.059367,0.0284742,0.0618964,0.0435223,0.043117,0.0646123,0.0343195,0.0129921,0.0114058,0.00608265,0.0253498,0.025718,0,0,0,0
13,0.039673,0.0504566,0,0,0,0.0561514,0,0.0289171,0.0541244,0,0,0,0.0176281,0,0,0.0496255,0.0510245,0.0560688,0.0277441,0.0129341,0,0,0.0270966,0.0491562,0.0251296,0.038541,0.0591004,0.0517215,0.062143,0.0611514,0.0555569,0.0553507,0,0.0224202,0,0.0397612,0.0145902,0.0101504,0.020822,0,0.00910937,0.0707753,0.0175477,0,0,0.0184072,0,0,0.0363696,0.0304564,0.0277716,0.0211586,0.0233045,0.039866,0.0154263,0.0805338,0.0919429,0.0604833,0.0282872,0.061904,0.0443006,0.0433798,0.0641851,0.0347084,0.012793,0.0115285,0.00593631,0.0253245,0.0255778,0,0,0,0
14,0.0392099,0.0501891,0,0,0,0.0539505,0,0.0297771,0.0547732,0,0,0,0.0176114,0,0,0.0497419,0.0513439,0.0580815,0.0285055,0.0129827,0,0,0.0272862,0.0489233,0.025199,0.0388359,0.0593897,0.0513722,0.0606898,0.0596342,0.0541501,0.0539494,0,0.0217847,0,0.0396572,0.0144291,0.0102439,0.0206592,0,0.00902899,0.0705894,0.0174577,0,0,0.0193026,0,0,0.0366032,0.0307262,0.0288151,0.0211876,0.0220413,0.0403542,0.0170383,0.0796016,0.0921295,0.0615041,0.0285054,0.0617271,0.0446841,0.0431421,0.0633504,0.0352058,0.0122682,0.0115926,0.00534465,0.0253163,0.0256141,0,0,0,0
15,0.0387665,0.0500405,0,0,0,0.0514123,0,0.0300868,0.0554049,0,0,0,0.0177945,0,0,0.0499625,0.0513146,0.059258,0.028912,0.0122132,0,0,0.0273263,0.0489826,0.0254229,0.0389452,0.0600715,0.0515053,0.0591272,0.0579565,0.0526608,0.0523901,0,0.0208256,0,0.0392626,0.0142561,0.0105304,0.0192262,0,0.00972691,0.0700406,0.0171191,0,0,0.0197607,0,0,0.0371113,0.0307578,0.0303905,0.0207579,0.0216119,0.040128,0.0183356,0.0792726,0.0918665,0.0613165,0.02924,0.0613486,0.0446112,0.0426127,0.0626259,0.0375571,0.0117838,0.011726,0.00517515,0.0254075,0.0257523,0,0,0,0
16,0.0382633,0.0499234,0,0,0,0.048256,0,0.030214,0.0565127,0,0,0,0.0186483,0,0,0.050021,0.0509565,0.0605626,0.0293081,0.0115094,0,0,0.0275513,0.0492366,0.0255524,0.0390796,0.0608232,0.0516077,0.0574506,0.0561096,0.0511522,0.050792,0,0.0194031,0,0.038697,0.0143332,0.0103455,0.0184216,0,0.0102074,0.0689472,0.0167391,0,0,0.0203064,0,0,0.0375999,0.031007,0.0320966,0.0197203,0.0214588,0.0397366,0.019611,0.0796272,0.0916868,0.0605182,0.0301521,0.0609996,0.0442427,0.0417655,0.0619134,0.040252,0.011186,0.011888,0.00510976,0.0254489,0.0262025,0,0,0,0
17,0.0379478,0.0497091,0,0,0,0.0452723,0,0.0301801,0.0574946,0,0,0,0.019155,0,0,0.0503378,0.0506601,0.06152,0.0296998,0.0103188,0,0,0.0276004,0.049393,0.0259361,0.0392148,0.0618081,0.0520547,0.0557623,0.0542714,0.0497134,0.0492571,0,0.0184034,0,0.0381098,0.0142487,0.0106542,0.0179316,0,0.0105747,0.067861,0.0164983,0,0,0.0211072,0,0,0.0381293,0.0311497,0.033631,0.0187728,0.0215689,0.0393488,0.020717,0.0803052,0.091422,0.0593957,0.030893,0.0608297,0.043816,0.04125,0.0615266,0.0429893,0.0107246,0.0120422,0.0050634,0.0253785,0.0268169,0,0,0,0
18,0.0376967,0.0495099,0,0,0,0.0427164,0,0.0302144,0.0582328,0,0,0,0.0196846,0,0,0.0506557,0.0505414,0.0623081,0.0302382,0.00889355,0,0,0.0275097,0.0496282,0.026659,0.0394345,0.0627914,0.052692,0.0542124,0.0525769,0.0484008,0.047825,0,0.0181955,0,0.0375529,0.014151,0.0109831,0.0182067,0,0.0104676,0.067171,0.0163142,0,0,0.0218648,0,0,0.0385882,0.0313205,0.0344305,0.0182268,0.0217003,0.0391382,0.0216535,0.0808254,0.0912356,0.0586997,0.0314777,0.0608816,0.0435157,0.0409882,0.0614477,0.0440792,0.0103588,0.0121852,0.00509427,0.0252764,0.0275674,0,0,0,0
19,0.0374556,0.0493758,0,0,0,0.0404089,0,0.0304106,0.0586764,0,0,0,0.020193,0,0,0.050928,0.0506161,0.0629009,0.0309573,0.00746872,0,0,0.027278,0.0500804,0.027713,0.0396901,0.0638342,0.053457,0.0528185,0.0510577,0.0471426,0.0464639,0,0.0189102,0,0.0370283,0.0140389,0.0112997,0.0188178,0,0.00999463,0.066933,0.0161647,0,0,0.0224741,0,0,0.0389562,0.0314787,0.0342892,0.0182166,0.0216021,0.039226,0.0225374,0.0809108,0.0911911,0.0588362,0.0317231,0.060985,0.043413,0.0409782,0.0616111,0.0431908,0.0100276,0.0123393,0.00515849,0.0252108,0.0283118,0,0,0,0
20,0.0372831,0.0492634,0,0,0,0.0382605,0,0.0307378,0.0588528,0,0,0,0.0205629,0,0,0.0511287,0.0509034,0.0629098,0.031689,0.00608513,0,0,0.0268475,0.0505218,0.0288898,0.0399174,0.0648849,0.0543243,0.0515963,0.0497203,0.0458752,0.0451756,0,0.0203964,0,0.0365884,0.0139285,0.0115975,0.019429,0,0.00967301,0.0671339,0.0160723,0,0,0.0229049,0,0,0.0392499,0.0316675,0.0334595,0.0186926,0.0210216,0.0395754,0.0232065,0.0804343,0.0912291,0.0596835,0.0312905,0.0610548,0.0435498,0.0412277,0.0618226,0.0414018,0.00982873,0.0124772,0.00523889,0.0251691,0.0289386,0,0,0,0
21,0.0371439,0.0491807,0,0,0,0.0365119,0,0.0309602,0.0588518,0,0,0,0.020744,0,0,0.0512377,0.0510788,0.0623116,0.0322372,0.00469697,0,0,0.0263153,0.0508672,0.0299655,0.0401401,0.0658171,0.0552335,0.0505565,0.0485785,0.0448311,0.0441798,0,0.0227574,0,0.0362925,0.013883,0.0117674,0.0197023,0,0.00942973,0.0675069,0.0160728,0,0,0.0232127,0,0,0.0394595,0.0316368,0.0324475,0.0194049,0.0202688,0.0400903,0.0237098,0.079583,0.0912322,0.0608292,0.0302929,0.061165,0.0439019,0.041677,0.0620131,0.0400516,0.0098051,0.0125817,0.0053103,0.0251232,0.0293663,0,0,0,0
22,0.0370303,0.0491554,0,0,0,0.0357404,0,0.0309556,0.0588238,0,0,0,0.0204387,0,0,0.0513766,0.050834,0.0612901,0.0324959,0.00331235,0,0,0.0259488,0.0509739,0.0308496,0.0405243,0.0667187,0.0560635,0.0498406,0.0477506,0.0443754,0.0436417,0,0.0256787,0,0.0362533,0.0138775,0.0120719,0.0194229,0,0.00896833,0.0678308,0.0162177,0,0,0.0232993,0,0,0.0396422,0.0312369,0.0317225,0.0201722,0.0197939,0.0406256,0.0239949,0.0787117,0.0911056,0.0617197,0.0291507,0.0613074,0.0443049,0.0421505,0.0622697,0.039891,0.00999272,0.0126542,0.00549303,0.0250824,0.0295445,0,0,0,0
23,0.0368643,0.049164,0,0,0,0.0351682,0,0.0308433,0.0589057,0,0,0,0.0203019,0,0,0.0512899,0.0503044,0.0605362,0.0326381,0.00242254,0,0,0.0259394,0.0508882,0.0315121,0.0406228,0.0673744,0.056598,0.049542,0.0473052,0.044337,0.0434846,0,0.0285106,0,0.0364069,0.0138196,0.0120779,0.0187974,0,0.00842162,0.0679187,0.0163715,0,0,0.0233523,0,0,0.0397001,0.0305859,0.0315542,0.0207358,0.0198002,0.0409492,0.0243431,0.0780628,0.0908156,0.06201,0.0284998,0.0614302,0.0445427,0.0425285,0.0625393,0.0406998,0.0102108,0.0126829,0.00553416,0.0251052,0.0295917,0,0,0,0
24,0.0366139,0.0490679,0,0,0,0.0340619,0,0.0308557,0.0591021,0,0,0,0.0202428,0,0,0.0511477,0.0498769,0.0605091,0.0328793,0.0025758,0,0,0.0260503,0.0507002,0.0319127,0.0404285,0.067708,0.0568893,0.049495,0.0471356,0.0445083,0.0435482,0,0.0303231,0,0.0366353,0.013613,0.0120268,0.0183351,0,0.008737,0.067839,0.0164638,0,0,0.0235616,0,0,0.0395456,0.0300286,0.0318395,0.0209943,0.0200995,0.0410261,0.0248119,0.0777267,0.0904884,0.0616884,0.0283673,0.0615611,0.0445993,0.0428205,0.062712,0.0417964,0.0103493,0.0126437,0.00520877,0.0252121,0.0295796,0,0,0,0
25,0.0363874,0.0489728,0,0,0,0.0329655,0,0.0309031,0.059147,0,0,0,0.0200952,0,0,0.0510498,0.0497564,0.0609766,0.0330616,0.00342414,0,0,0.0260797,0.0504498,0.0321245,0.0401284,0.067798,0.0570278,0.0496415,0.0470761,0.0448535,0.0438194,0,0.0315362,0,0.036811,0.0136618,0.0119939,0.0181555,0,0.00898591,0.0678235,0.0164455,0,0,0.0233983,0,0,0.0394979,0.0295466,0.0322832,0.0210057,0.0203795,0.0407578,0.0248393,0.0777442,0.090291,0.061102,0.0287097,0.0617048,0.0445725,0.0427983,0.062853,0.0426057,0.0104767,0.0126771,0.00525206,0.0253189,0.02957,0,0,0,0
26,0.0361577,0.049095,0,0,0,0.0322131,0,0.0309713,0.0590396,0,0,0,0.0199636,0,0,0.0510203,0.0496639,0.0616613,0.0332978,0.00427455,0,0,0.0262029,0.0503969,0.0321798,0.0398451,0.0677039,0.056998,0.049829,0.0470376,0.045392,0.0443275,0,0.0327486,0,0.0369465,0.0136567,0.0119916,0.0181582,0,0.00918084,0.0679017,0.0162719,0,0,0.0232538,0,0,0.0393828,0.029023,0.0327274,0.020996,0.0205316,0.0403244,0.0247142,0.0780072,0.0902978,0.0605664,0.0290217,0.0617687,0.0444533,0.0427606,0.0629194,0.0428978,0.0105216,0.0126861,0.00525827,0.0255091,0.0295325,0,0,0,0
27,0.0360482,0.0492725,0,0,0,0.0314995,0,0.031,0.0587888,0,0,0,0.0198924,0,0,0.0509702,0.0495828,0.062653,0.0334753,0.00482896,0,0,0.026378,0.0503903,0.032178,0.03969,0.0675909,0.0567396,0.0500288,0.047015,0.0461234,0.0450781,0,0.0341815,0,0.0370118,0.0136039,0.0119902,0.0182194,0,0.0095294,0.0681103,0.016131,0,0,0.0231393,0,0,0.0392763,0.028446,0.0330474,0.0210983,0.0207048,0.0399142,0.024563,0.0782837,0.0903635,0.0601923,0.0289923,0.0617018,0.0443648,0.0426882,0.0628955,0.0427999,0.0106102,0.0126839,0.00526372,0.0257172,0.0294867,0,0,0,0
28,0.0360411,0.0493897,0,0,0,0.0308256,0,0.031074,0.058408,0,0,0,0.0198741,0,0,0.0508647,0.0494862,0.0635449,0.0336474,0.0054144,0,0,0.0264817,0.0503884,0.032183,0.0397519,0.0675283,0.0564381,0.0502199,0.0470238,0.0469155,0.0459435,0,0.0359827,0,0.0370416,0.0135933,0.0119522,0.0182551,0,0.00971674,0.0684892,0.0160582,0,0,0.0230374,0,0,0.0391941,0.0279227,0.0331935,0.0213668,0.0209626,0.0395811,0.0243525,0.0783485,0.0904053,0.0600747,0.0285866,0.0615692,0.0443196,0.0426222,0.0628568,0.042455,0.0107447,0.0126993,0.00525431,0.0259534,0.0294035,0,0,0,0
29,0.0361029,0.0494017,0,0,0,0.0300313,0,0.0311319,0.0579558,0,0,0,0.0199639,0,0,0.0508677,0.0493564,0.0642055,0.0339075,0.00628682,0,0,0.0265279,0.0503616,0.0322583,0.0398977,0.067514,0.0561877,0.0504447,0.0470559,0.0476438,0.0467982,0,0.038267,0,0.037093,0.013645,0.0118848,0.0184648,0,0.00969318,0.0689914,0.0159678,0,0,0.022983,0,0,0.0391282,0.0275236,0.0332118,0.0217251,0.0211909,0.0392854,0.0242206,0.0781695,0.0904341,0.0602072,0.0282379,0.0614738,0.0442729,0.0426136,0.0628766,0.0416672,0.0108523,0.0127208,0.00524351,0.0261682,0.0293242,0,0,0,0
30,0.0362004,0.0494201,0,0,0,0.029014,0,0.0311958,0.0574881,0,0,0,0.020011,0,0,0.0509233,0.0492079,0.0646925,0.0342843,0.00725283,0,0,0.0265342,0.0505007,0.0325042,0.040217,0.0675866,0.056048,0.0506148,0.0470858,0.0482155,0.0475021,0,0.0409477,0,0.0371701,0.0137034,0.0118207,0.0189287,0,0.00969778,0.0695763,0.0159126,0,0,0.0229294,0,0,0.0390748,0.0271654,0.0331301,0.0221647,0.0213737,0.0390192,0.0241696,0.0778929,0.0904107,0.0604415,0.0278833,0.0614374,0.0442654,0.0427741,0.0630247,0.0405453,0.0109594,0.0127494,0.00524563,0.0263557,0.0292171,0,0,0,0
31,0.0363338,0.0494583,0,0,0,0.0279776,0,0.0312384,0.0570394,0,0,0,0.0200733,0,0,0.050947,0.0489962,0.0652115,0.0346759,0.00799632,0,0,0.0265314,0.0504112,0.0328766,0.0407068,0.0677658,0.0560282,0.0506797,0.0470946,0.0485251,0.0479365,0,0.0437821,0,0.037175,0.013696,0.011729,0.0196719,0,0.0096801,0.0701149,0.01586,0,0,0.0230968,0,0,0.0390422,0.0268409,0.0329755,0.0225915,0.0214581,0.0387727,0.0240677,0.0776733,0.0903328,0.0606467,0.0272891,0.0614818,0.0443086,0.042952,0.0632024,0.039184,0.0110691,0.0127901,0.00524553,0.0264978,0.0290458,0,0,0,0
32,0.0364765,0.0494962,0,0,0,0.0270903,0,0.0314251,0.0565922,0,0,0,0.0201535,0,0,0.0509535,0.0488127,0.0657745,0.0350685,0.00847268,0,0,0.0265158,0.0502133,0.0332633,0.0412495,0.0680085,0.0560878,0.0506957,0.0471165,0.0486155,0.0481384,0,0.0466826,0,0.0371178,0.0136864,0.0116166,0.0205481,0,0.00955983,0.0706212,0.0158443,0,0,0.0232509,0,0,0.0390275,0.0265319,0.0327117,0.0229845,0.0215472,0.038567,0.0239523,0.0775708,0.0901868,0.0607048,0.0267086,0.0615603,0.0443568,0.0429028,0.0634084,0.0378047,0.0111485,0.0128139,0.00527501,0.0265562,0.0288123,0,0,0,0
33,0.0366418,0.049525,0,0,0,0.0263522,0,0.0316706,0.0561431,0,0,0,0.0199228,0,0,0.0511592,0.0487798,0.0662595,0.0355179,0.00884606,0,0,0.026573,0.0499602,0.03369,0.0415894,0.0681723,0.0562109,0.0507282,0.0471661,0.0486116,0.0482365,0,0.0494511,0,0.0370698,0.0137743,0.0117677,0.0212165,0,0.0095011,0.0710945,0.0160483,0,0,0.0236162,0,0,0.0388842,0.026204,0.0324312,0.0233705,0.021704,0.0383953,0.0239873,0.0775345,0.0899963,0.0605928,0.0264155,0.0616387,0.0443574,0.0429478,0.0636212,0.0364672,0.0110882,0.0128537,0.00490925,0.0265363,0.0285179,0,0,0,0
34,0.036736,0.0495546,0,0,0,0.0256346,0,0.0317451,0.0558093,0,0,0,0.0200647,0,0,0.0511314,0.0487772,0.0667352,0.0359011,0.00930749,0,0,0.0267553,0.0499509,0.0341276,0.0418468,0.0682785,0.0563244,0.0507544,0.047184,0.0485791,0.0483039,0,0.0521246,0,0.0370419,0.0137292,0.0116289,0.0221143,0,0.00949085,0.0715146,0.0159854,0,0,0.023678,0,0,0.0389298,0.0259797,0.0321942,0.0236742,0.0217384,0.0382568,0.0240785,0.0774072,0.0898947,0.0605474,0.0262389,0.0617226,0.0443778,0.043041,0.0638109,0.0347444,0.0111212,0.0129685,0.0049624,0.026526,0.028347,0,0,0,0
35,0.0368429,0.0496235,0,0,0,0.0250532,0,0.0317754,0.0554362,0,0,0,0.0201874,0,0,0.0510913,0.0488508,0.0672216,0.0362181,0.00986709,0,0,0.0270955,0.0498952,0.034578,0.0421139,0.0683826,0.0564436,0.050778,0.0472566,0.0486574,0.0484481,0,0.0546355,0,0.0369928,0.0136908,0.0115681,0.0228678,0,0.00962987,0.072002,0.0159107,0,0,0.0237161,0,0,0.0390021,0.0258083,0.0319162,0.0240256,0.0218929,0.0381572,0.0240334,0.0772397,0.089783,0.0605476,0.0260319,0.0617429,0.0443624,0.0430912,0.0639834,0.0333042,0.0110928,0.0130234,0.00502387,0.0264984,0.0281204,0,0,0,0
36,0.0369388,0.0497069,0,0,0,0.0246962,0,0.0318875,0.0550311,0,0,0,0.0202601,0,0,0.0510385,0.0489607,0.0677664,0.0365113,0.010452,0,0,0.0275398,0.0499302,0.0349856,0.0424021,0.0684632,0.0565113,0.0508854,0.0473676,0.0488322,0.0487214,0,0.0569256,0,0.0369754,0.01368,0.0115562,0.0234924,0,0.00971704,0.0725288,0.0159574,0,0,0.0236713,0,0,0.0390789,0.0256748,0.0317003,0.0243914,0.0220925,0.0381038,0.0238863,0.0770455,0.0896474,0.0606421,0.0257975,0.0616962,0.0443178,0.0431506,0.064107,0.0321096,0.0110263,0.0130733,0.00509945,0.0264856,0.0279038,0,0,0,0
37,0.0370877,0.0496798,0,0,0,0.0245404,0,0.0320763,0.0545757,0,0,0,0.0202385,0,0,0.0509994,0.0491346,0.0683997,0.0367964,0.0111111,0,0,0.0279724,0.0499751,0.0353477,0.0426088,0.0684624,0.0565009,0.0510837,0.0475388,0.04917,0.0491274,0,0.0590354,0,0.0369722,0.0136995,0.0114744,0.0240321,0,0.00980647,0.0730327,0.0160298,0,0,0.0235503,0,0,0.0391433,0.0255588,0.0315643,0.0247681,0.0222727,0.0380698,0.0239209,0.0767946,0.0895023,0.0608042,0.02552,0.0616099,0.0443273,0.0432787,0.0641593,0.0311045,0.0109558,0.0131245,0.00516782,0.0264325,0.0277571,0,0,0,0
38,0.037166,0.0497406,0,0,0,0.0245352,0,0.0323734,0.0540366,0,0,0,0.0202222,0,0,0.0509922,0.0493961,0.0691885,0.0369946,0.0117372,0,0,0.0284356,0.0498833,0.0356872,0.0428237,0.0684559,0.0564409,0.0513186,0.0477964,0.0495952,0.0496157,0,0.0610329,0,0.0369695,0.013687,0.0115185,0.0244291,0,0.00987434,0.0735896,0.016039,0,0,0.0235989,0,0,0.0391884,0.0254697,0.0315423,0.0251052,0.0225048,0.0380393,0.0237213,0.0765178,0.0893556,0.0609171,0.025231,0.0614671,0.0442715,0.043323,0.0640929,0.0303784,0.0109028,0.0131561,0.00519714,0.0265005,0.027561,0,0,0,0
39,0.0372506,0.0497738,0,0,0,0.024652,0,0.0327608,0.0534439,0,0,0,0.0201816,0,0,0.0510136,0.0496669,0.0701325,0.0371557,0.0124589,0,0,0.0289415,0.0497892,0.0359467,0.0433445,0.0685334,0.0562988,0.0516102,0.0481469,0.0500825,0.0501858,0,0.0630278,0,0.036957,0.0136939,0.011556,0.0246571,0,0.0100501,0.0742109,0.0161067,0,0,0.0236134,0,0,0.0392324,0.0254179,0.0315965,0.0254124,0.0228222,0.0380084,0.0234713,0.0762631,0.0891978,0.0609789,0.0249707,0.0613271,0.044207,0.0433075,0.0640442,0.0298569,0.0108201,0.0131816,0.00523047,0.0266423,0.027379,0,0,0,0
40,0.0373827,0.0497749,0,0,0,0.0248626,0,0.0331468,0.0528686,0,0,0,0.0201515,0,0,0.0510251,0.049872,0.071205,0.037424,0.0137844,0,0,0.0294304,0.0495995,0.0359595,0.0443778,0.068757,0.0560243,0.0519966,0.04853,0.0505625,0.0507626,0,0.0647397,0,0.0369513,0.0137297,0.0115782,0.0248398,0,0.0102209,0.0747931,0.0162281,0,0,0.023671,0,0,0.0392791,0.0253201,0.0314295,0.0256492,0.023158,0.0379699,0.0233506,0.0761047,0.0891199,0.0610624,0.0246964,0.0612046,0.0441544,0.0432527,0.0639969,0.0293165,0.0107094,0.0132023,0.00527128,0.0268006,0.0272544,0,0,0,0
41,0.0375502,0.0497782,0,0,0,0.0251681,0,0.0333546,0.0523489,0,0,0,0.0201004,0,0,0.0510379,0.0500433,0.0721003,0.0377222,0.0151733,0,0,0.0298767,0.0496231,0.0358615,0.0455499,0.0690646,0.0556521,0.0525168,0.0489706,0.051086,0.0514135,0,0.0663392,0,0.0369439,0.0137773,0.0116199,0.0249647,0,0.0100682,0.0753445,0.0163663,0,0,0.0237318,0,0,0.0392762,0.0252462,0.0314335,0.0258546,0.0235367,0.0379385,0.0232581,0.0759929,0.0891141,0.0610945,0.0244234,0.0611136,0.0441016,0.0431767,0.0639235,0.0289321,0.0106273,0.0131878,0.00529995,0.0269252,0.0271413,0,0,0,0
42,0.0376715,0.0498707,0,0,0,0.0255896,0,0.0333932,0.0519077,0,0,0,0.019898,0,0,0.0511495,0.0502441,0.0727452,0.0379339,0.0158576,0,0,0.0302838,0.0494393,0.0358397,0.046388,0.0692608,0.0553351,0.0531247,0.0495509,0.0516875,0.0521869,0,0.0681982,0,0.0369447,0.0137442,0.0118444,0.0250151,0,0.00987961,0.0758517,0.0165047,0,0,0.0241966,0,0,0.0389743,0.0251759,0.0315506,0.0261175,0.0239658,0.0378897,0.0232095,0.0758722,0.0890949,0.0610706,0.0241634,0.0610038,0.0439848,0.0431245,0.0638089,0.0287069,0.010223,0.0130344,0.00469255,0.027042,0.0269128,0,0,0,0
43,0.0378793,0.0499235,0,0,0,0.0260542,0,0.0332894,0.0515212,0,0,0,0.0199386,0,0,0.0511088,0.0504188,0.0732194,0.038148,0.0164613,0,0,0.0306573,0.0493145,0.0356301,0.047182,0.0695582,0.0550809,0.0538515,0.0502644,0.0523817,0.0530003,0,0.0698411,0,0.0369366,0.0137408,0.0117849,0.0251208,0,0.00998088,0.0762744,0.016566,0,0,0.0239824,0,0,0.038997,0.0250315,0.0316864,0.0263145,0.0242991,0.0378157,0.0228731,0.0758349,0.0891171,0.0611174,0.0238892,0.0608793,0.0438263,0.0430236,0.0637172,0.0284752,0.0102177,0.0130814,0.00485276,0.0270806,0.0267887,0,0,0,0
44,0.0380877,0.0499237,0,0,0,0.0265717,0,0.03302,0.0511845,0,0,0,0.0199153,0,0,0.0510682,0.0505715,0.0734174,0.03832,0.0170793,0,0,0.03096,0.0492905,0.0351817,0.0478117,0.0698002,0.0548328,0.0547301,0.0511365,0.0531322,0.0538865,0,0.0711406,0,0.0368996,0.0137746,0.0117125,0.0251169,0,0.0101193,0.0766309,0.0166702,0,0,0.0238202,0,0,0.0389656,0.0249367,0.0317841,0.026572,0.0245955,0.0377306,0.0226287,0.0758058,0.089135,0.0611754,0.0235889,0.0607467,0.0437123,0.0429077,0.0636708,0.0282856,0.0102285,0.0130741,0.00492661,0.0270794,0.0266973,0,0,0,0
45,0.0382439,0.0499534,0,0,0,0.0270599,0,0.0327072,0.0508297,0,0,0,0.0199129,0,0,0.0510188,0.050728,0.0732846,0.0383939,0.0176833,0,0,0.0312046,0.0490944,0.0349744,0.0483667,0.0699488,0.054584,0.0557162,0.0521284,0.054055,0.0549376,0,0.0721719,0,0.0368785,0.0138077,0.0116734,0.0250775,0,0.01024,0.0769931,0.0166769,0,0,0.0237055,0,0,0.0388869,0.0249566,0.03188,0.0268666,0.0248416,0.0375876,0.0222737,0.0757394,0.0890994,0.061262,0.023281,0.0606192,0.0436481,0.0429178,0.0636066,0.0281239,0.0101281,0.013019,0.00494942,0.0270874,0.0265948,0,0,0,0
46,0.0384034,0.0500121,0,0,0,0.0274393,0,0.0323569,0.0504637,0,0,0,0.0198864,0,0,0.0509712,0.0509132,0.0729648,0.0384458,0.0182159,0,0,0.0314052,0.0489047,0.0349425,0.0489651,0.070086,0.0543342,0.0567888,0.0532023,0.0551333,0.0561754,0,0.0727622,0,0.0369003,0.0138329,0.0116673,0.0249774,0,0.0103302,0.0773436,0.016732,0,0,0.0236007,0,0,0.0387913,0.0250334,0.0319623,0.0272134,0.0250795,0.0374621,0.0219124,0.0756124,0.089007,0.0613732,0.0229971,0.0604805,0.0436403,0.0429025,0.0634978,0.0280232,0.0100145,0.0129281,0.00495399,0.0270951,0.0264887,0,0,0,0
47,0.0386224,0.0500388,0,0,0,0.0276661,0,0.0317795,0.0501766,0,0,0,0.019815,0,0,0.050891,0.0511309,0.0725162,0.0384674,0.0187287,0,0,0.031584,0.0488792,0.0349176,0.0497181,0.0702967,0.0541735,0.0578527,0.0542882,0.0561896,0.0573658,0,0.0726723,0,0.0369892,0.0138191,0.0116353,0.0248092,0,0.0104216,0.0776301,0.016881,0,0,0.0234164,0,0,0.0386558,0.0250991,0.0320018,0.0275988,0.025318,0.037424,0.021682,0.0754622,0.0889719,0.061499,0.0227756,0.0603686,0.0436912,0.0428728,0.063396,0.0279453,0.00991026,0.0128382,0.00494167,0.0270761,0.0264028,0,0,0,0
