Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0403947,0.0515271,0,0,0,0.0384173,0,0.0222008,0.0613934,0,0,0,0,0.0172696,0,0,0.0476424,0.0394705,0.0455118,0.0166378,0.0224775,0,0,0.026694,0.0476623,0.091531,0.0958786,0.0557399,0.0445729,0.0643913,0.0613203,0.0588403,0.0576941,0,0.0309213,0,0.040683,0.0133901,0.00840958,0.0293575,0,0.0130776,0.0636955,0.0174342,0,0,0.0187447,0,0,0.0367312,0.0480904,0.0371006,0.0128312,0.0247416,0.0332237,0.0133565,0.0695416,0.0867342,0.0668157,0.0315081,0.0613256,0.0433163,0.0429824,0.0642311,0.0403747,0.015529,0.0107888,0.00715971,0.0298855,0.0247548,0,0,0
0,0.0387907,0.0522328,0,0,0,0.0329555,0,0.0150459,0.0585511,0,0,0,0,0.0215513,0,0,0.0495318,0.0291952,0.0387868,0.0140672,0.0194466,0,0,0.0314827,0.0529714,0.0935337,0.0968873,0.0541516,0.0447751,0.0676978,0.0656889,0.0614169,0.0602663,0,0.0211752,0,0.0367188,0.011642,0.0103255,0.0169734,0,0.0239092,0.0638848,0.0142522,0,0,0.0183002,0,0,0.0381964,0.0550286,0.0571612,0.0174565,0.0217261,0.032972,0.0110812,0.0668721,0.0906462,0.0752735,0.0238309,0.0528062,0.0340306,0.0346953,0.0575351,0.0697403,0.0154267,0.00969321,0.00720115,0.0317712,0.0266724,0,0,0
1,0.0389627,0.0525667,0,0,0,0.0336501,0,0.0148655,0.0586959,0,0,0,0,0.0216799,0,0,0.0496484,0.0294876,0.0386056,0.0134531,0.0198427,0,0,0.0309766,0.0532672,0.0933675,0.0966273,0.0539575,0.0449686,0.0678545,0.0654422,0.0616886,0.0605941,0,0.0203432,0,0.0364328,0.0118898,0.0103808,0.0166441,0,0.0237545,0.0638875,0.0142303,0,0,0.018293,0,0,0.0380992,0.0544977,0.0568053,0.0172511,0.0212333,0.0332298,0.0111067,0.0665879,0.0898939,0.0749078,0.0244523,0.0524674,0.0339862,0.0343899,0.0568956,0.0678693,0.015527,0.00961655,0.00722095,0.0321806,0.0269237,0,0,0
2,0.03896,0.0526656,0,0,0,0.0343926,0,0.0147776,0.058959,0,0,0,0,0.0218189,0,0,0.0497566,0.0299304,0.0384536,0.0136019,0.0202864,0,0,0.0304771,0.0534605,0.0933511,0.0964105,0.053837,0.0450385,0.0679347,0.065417,0.0620067,0.0608784,0,0.0194217,0,0.0363638,0.0120142,0.0104871,0.0163877,0,0.0237156,0.063719,0.0142977,0,0,0.0180558,0,0,0.038021,0.0541446,0.0565843,0.0167434,0.0207065,0.0338168,0.0110776,0.0660152,0.0891901,0.0745378,0.0251251,0.0521685,0.0339181,0.0340836,0.0564987,0.0663254,0.0155506,0.00956742,0.00730973,0.0324273,0.0270573,0,0,0
3,0.0390232,0.0527125,0,0,0,0.0351845,0,0.0148794,0.0593614,0,0,0,0,0.0219209,0,0,0.0497895,0.0303237,0.0383192,0.0141845,0.0206752,0,0,0.0299401,0.0536056,0.0934398,0.0962419,0.0536626,0.045071,0.0679152,0.0653834,0.0622643,0.0611203,0,0.0183978,0,0.0362631,0.0121077,0.010528,0.0162838,0,0.0235859,0.0633835,0.0144176,0,0,0.0177752,0,0,0.0379981,0.0537873,0.0564141,0.0161107,0.0201438,0.0344343,0.0110174,0.0655603,0.0884533,0.0740034,0.0258655,0.0519655,0.0339084,0.0337504,0.0561405,0.0652643,0.0156034,0.00961288,0.00737647,0.0326803,0.027064,0,0,0
4,0.0391139,0.0528091,0,0,0,0.0360807,0,0.0150226,0.0598197,0,0,0,0,0.0218986,0,0,0.0497865,0.0307624,0.0382165,0.014447,0.0210843,0,0,0.0294514,0.05364,0.0933946,0.0961187,0.0535858,0.0449379,0.0678299,0.0652206,0.0622414,0.0612025,0,0.0174162,0,0.0361964,0.0122065,0.0104588,0.0163752,0,0.023481,0.0630605,0.0145448,0,0,0.017562,0,0,0.0379923,0.0532367,0.0563878,0.0154556,0.0196521,0.0350738,0.0110499,0.0653681,0.0877329,0.0733165,0.0266423,0.0519234,0.0339244,0.0335762,0.0559369,0.0646887,0.0156299,0.00965486,0.00740458,0.032951,0.0269031,0,0,0
5,0.0391997,0.0528897,0,0,0,0.0369952,0,0.0152802,0.0604186,0,0,0,0,0.0218286,0,0,0.0497877,0.031112,0.0381267,0.0145954,0.0215641,0,0,0.0289603,0.053592,0.0932408,0.0960987,0.0537817,0.0445455,0.0676796,0.0649353,0.0621913,0.0611321,0,0.016465,0,0.0362163,0.0122774,0.0103502,0.0166545,0,0.0234489,0.0626316,0.0146804,0,0,0.0173706,0,0,0.0380007,0.0525943,0.0565093,0.0148377,0.0192181,0.0356998,0.0111854,0.0653808,0.0871459,0.0725579,0.027437,0.0519996,0.0338944,0.0334901,0.0559277,0.0645534,0.0156185,0.00952669,0.00743802,0.0331947,0.0266664,0,0,0
6,0.0392792,0.0529216,0,0,0,0.0376563,0,0.0156296,0.0610958,0,0,0,0,0.0217555,0,0,0.0497519,0.0313303,0.0380988,0.0146228,0.0220555,0,0,0.0284984,0.0535298,0.092994,0.0961273,0.0541318,0.0444395,0.0675022,0.0646135,0.0619934,0.0609275,0,0.0156268,0,0.0363136,0.012329,0.0102486,0.0171807,0,0.0233897,0.062165,0.0148135,0,0,0.0172268,0,0,0.0380359,0.0519364,0.0566764,0.0143125,0.0187883,0.0363073,0.011326,0.065589,0.0866513,0.0717546,0.0281801,0.0522294,0.0338558,0.033437,0.0561448,0.064861,0.0156116,0.00939427,0.00744641,0.0334023,0.0264078,0,0,0
7,0.0393645,0.0529077,0,0,0,0.0381844,0,0.016031,0.0617323,0,0,0,0,0.0217018,0,0,0.0496636,0.0314183,0.038138,0.0145787,0.0225819,0,0,0.0281002,0.0533468,0.0927152,0.0961434,0.0545117,0.0443709,0.067254,0.0643149,0.0617434,0.0606839,0,0.0150062,0,0.036424,0.0124693,0.0100834,0.0178882,0,0.0232504,0.0617643,0.014956,0,0,0.0171295,0,0,0.0380998,0.0513496,0.0568445,0.0138897,0.0183691,0.036876,0.0114174,0.0659529,0.0861915,0.0709014,0.0287043,0.0526754,0.0338988,0.0335039,0.0564432,0.0655266,0.015631,0.00944084,0.00738947,0.0335626,0.0261042,0,0,0
8,0.0394649,0.0529081,0,0,0,0.0384975,0,0.0163845,0.0623639,0,0,0,0,0.0215505,0,0,0.0495582,0.0316009,0.0382689,0.0146579,0.0231774,0,0,0.0276882,0.0530477,0.0925333,0.096155,0.0547902,0.0442125,0.0670067,0.0640232,0.0615066,0.0604605,0,0.0145737,0,0.0366277,0.0125608,0.00986907,0.0184396,0,0.0230821,0.061351,0.0151482,0,0,0.0169743,0,0,0.0381617,0.0508604,0.0570586,0.013505,0.0180623,0.0373723,0.0115156,0.0662715,0.085838,0.0700222,0.0289539,0.0532772,0.0340612,0.0336962,0.0569799,0.0666335,0.0155351,0.0094754,0.00734913,0.033755,0.025739,0,0,0
