Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.035746,0.0521519,0,0,0,0.0371926,0,0.0232466,0.0606367,0,0,0,0,0.0186967,0,0,0.0486571,0.038148,0.0500013,0.015809,0.0155366,0,0,0.0273317,0.0443792,0.0285692,0.0463451,0.0704237,0.0596182,0.0641128,0.0618214,0.0595546,0.0590007,0,0.0395671,0,0.0389697,0.013095,0.00952773,0.0344637,0,0.0118353,0.0642224,0.0180854,0,0,0.0185682,0,0,0.0336117,0.0455544,0.0361093,0.0129093,0.0252812,0.0316037,0.0132795,0.0700054,0.0878321,0.0664528,0.0290485,0.0587439,0.0417178,0.0408539,0.0614227,0.0291233,0.0164927,0.0109013,0.00794762,0.027578,0.0224883,0,0,0
0,0.0362147,0.0512328,0,0,0,0.0441839,0,0.0162432,0.0638992,0,0,0,0,0.021344,0,0,0.0497901,0.0313334,0.0362855,0.0110499,0.0160624,0,0,0.0270295,0.0501162,0.0260239,0.0448358,0.0695724,0.060145,0.0673597,0.0650661,0.0618994,0.061504,0,0.0104295,0,0.0369583,0.0130642,0.010859,0.0199632,0,0.0144801,0.0602685,0.0154458,0,0,0.0181684,0,0,0.0337635,0.0476228,0.0514688,0.012217,0.0198194,0.0351518,0.0105217,0.0675375,0.0851475,0.0666349,0.0288898,0.0542394,0.0344674,0.0339077,0.057539,0.060147,0.0179868,0.0106499,0.0100944,0.0285079,0.0225701,0,0,0
1,0.0360004,0.0519009,0,0,0,0.0442343,0,0.0164866,0.0641254,0,0,0,0,0.0211251,0,0,0.0496789,0.0313871,0.0361559,0.0108297,0.016532,0,0,0.0266207,0.0502443,0.0260684,0.044746,0.0695849,0.0601041,0.0672949,0.0649435,0.0617684,0.0612594,0,0.0104582,0,0.0370961,0.0131872,0.0106832,0.0204796,0,0.0145184,0.0600593,0.0154245,0,0,0.0182624,0,0,0.033698,0.0471911,0.0518535,0.012091,0.0196925,0.0352471,0.0102158,0.0681584,0.0850681,0.0657835,0.0294389,0.0546047,0.0343797,0.0338359,0.0576691,0.0596925,0.0179087,0.0106229,0.0101915,0.0288567,0.0223624,0,0,0
2,0.0360065,0.0519414,0,0,0,0.0441724,0,0.0168041,0.0645013,0,0,0,0,0.020918,0,0,0.0496573,0.0315856,0.036095,0.0108713,0.0170182,0,0,0.0261872,0.0501766,0.0263437,0.0446412,0.0697075,0.0601966,0.0671603,0.0647633,0.0616142,0.0610939,0,0.0103876,0,0.0373225,0.0133336,0.01054,0.0207662,0,0.0143851,0.0598362,0.0156183,0,0,0.0182938,0,0,0.0336013,0.0468799,0.0518458,0.0118542,0.0196157,0.035455,0.0102623,0.0686455,0.0849595,0.0651193,0.0299825,0.0550881,0.0345574,0.0339266,0.057958,0.0594983,0.0179564,0.0106149,0.0102939,0.0288348,0.0222751,0,0,0
3,0.0360598,0.0519198,0,0,0,0.0442176,0,0.0170268,0.0649007,0,0,0,0,0.0206879,0,0,0.0496191,0.0318557,0.0361269,0.0110067,0.0174591,0,0,0.025759,0.0500279,0.0265085,0.0445087,0.0698769,0.060342,0.066998,0.0645596,0.0614639,0.0609769,0,0.0103506,0,0.0375701,0.0134226,0.0103966,0.0208844,0,0.0141442,0.0596719,0.0158065,0,0,0.0183376,0,0,0.0335034,0.046611,0.0516764,0.0115861,0.0196608,0.035657,0.0103307,0.0689233,0.0849116,0.0645751,0.0304428,0.0556059,0.0348385,0.0341107,0.0582561,0.0594668,0.0180204,0.0106059,0.0103607,0.0287116,0.0221931,0,0,0
4,0.03622,0.051957,0,0,0,0.0442489,0,0.0173302,0.0652799,0,0,0,0,0.0203781,0,0,0.0495183,0.0321624,0.036306,0.0111825,0.0179246,0,0,0.025359,0.0499453,0.0265379,0.0443835,0.0699807,0.0604667,0.0668353,0.0643656,0.0613609,0.0609087,0,0.0104701,0,0.037859,0.0135583,0.0102237,0.0207824,0,0.0138036,0.0595459,0.0160105,0,0,0.0183525,0,0,0.0334275,0.0463651,0.0513838,0.0113388,0.0198549,0.0358197,0.0103825,0.0691355,0.084931,0.0641553,0.0307241,0.0560496,0.035164,0.0344477,0.0586167,0.0592591,0.0181151,0.0106095,0.0104505,0.0286367,0.0220897,0,0,0
5,0.0364203,0.0519885,0,0,0,0.0441531,0,0.0177984,0.0655938,0,0,0,0,0.0200612,0,0,0.0494426,0.0324372,0.0364204,0.0112839,0.0183377,0,0,0.0249424,0.0499525,0.026506,0.0443022,0.0700015,0.0605418,0.0666834,0.0642264,0.0612901,0.0608496,0,0.0105939,0,0.0381247,0.0136734,0.0100975,0.020605,0,0.0132879,0.0593688,0.0162043,0,0,0.0183446,0,0,0.0333466,0.0462443,0.0507605,0.0111013,0.0201038,0.0359441,0.0103951,0.0692196,0.0849926,0.063903,0.0308906,0.0564896,0.0355562,0.0349499,0.0589944,0.0590442,0.0182174,0.0106456,0.010545,0.0286811,0.0219369,0,0,0
6,0.0366264,0.0519858,0,0,0,0.0441969,0,0.018143,0.0657941,0,0,0,0,0.0197992,0,0,0.049367,0.0327,0.0364284,0.0114111,0.0187269,0,0,0.0245356,0.0499596,0.0265047,0.0442695,0.0699951,0.0606193,0.0666412,0.0640848,0.0611927,0.0607556,0,0.0105985,0,0.0383427,0.0137273,0.0100167,0.0203703,0,0.0127082,0.0592667,0.0163922,0,0,0.0182704,0,0,0.0332584,0.0461854,0.0499675,0.0107903,0.0204673,0.0360128,0.0104581,0.0693623,0.0851428,0.0638159,0.0309522,0.0569724,0.0361608,0.0354221,0.0594355,0.0585813,0.0182987,0.0106933,0.0106506,0.0288163,0.0217234,0,0,0
7,0.0368888,0.0519487,0,0,0,0.0444562,0,0.0183248,0.0659561,0,0,0,0,0.0196083,0,0,0.0492952,0.0329893,0.0363942,0.011589,0.0190268,0,0,0.0241254,0.0498252,0.026522,0.0441455,0.0699784,0.0607083,0.0665987,0.063945,0.0609884,0.0607127,0,0.010548,0,0.0385396,0.0137449,0.00992411,0.0201096,0,0.0121065,0.0592022,0.016637,0,0,0.0180947,0,0,0.0331793,0.0461202,0.049075,0.0103709,0.0209152,0.0360518,0.0105404,0.0694722,0.0854092,0.0638287,0.0309569,0.0575243,0.0368237,0.036078,0.0599369,0.0576968,0.0183722,0.0107278,0.0107482,0.0289309,0.0215095,0,0,0
8,0.0371716,0.0518992,0,0,0,0.0446754,0,0.0185127,0.0661179,0,0,0,0,0.019421,0,0,0.0492272,0.0333175,0.0363924,0.0117488,0.0192854,0,0,0.023835,0.049698,0.0265434,0.0438892,0.0699256,0.0607824,0.0665327,0.0638419,0.0607198,0.0605939,0,0.0104944,0,0.0387277,0.0137761,0.00981773,0.0198716,0,0.0114115,0.0590617,0.0168711,0,0,0.0180284,0,0,0.0331134,0.0460535,0.0481225,0.0100622,0.0213085,0.0360709,0.0105867,0.0696446,0.0857626,0.0639064,0.0309527,0.0582124,0.0374661,0.0368471,0.0605016,0.0562836,0.0184847,0.0107543,0.0108124,0.0290112,0.0212873,0,0,0
