Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0.0365201,0.0592169,0,0,0,0.0356575,0,0.0214267,0.0560474,0,0,0,0,0.0151636,0,0,0.0486929,0.0452481,0.0449576,0.0320876,0.0247828,0,0,0.0371771,0.0455811,0.0884785,0.0920172,0.0565293,0.0476006,0.0674823,0.0641718,0.0619356,0.0611698,0,0.0388824,0,0.0433599,0.014107,0.00858106,0.0316133,0,0.01167,0.0682254,0.0312041,0,0,0.0259665,0,0,0.0351504,0.0410823,0.0400095,0.0121625,0.0236482,0.0462314,0.015423,0.11681,0.0924746,0.0572665,0.0253732,0.0586186,0.0410278,0.0392622,0.060178,0.0366163,0.0102782,0.00850089,0.00305167,0.0324276,0.013168,0,0,0
0,0.0336001,0.0575259,0,0,0,0.032527,0,0.0145429,0.0543392,0,0,0,0,0.0172703,0,0,0.0493683,0.0345881,0.032159,0.0288789,0.0235433,0,0,0.0407004,0.0484421,0.0897696,0.0917646,0.0536655,0.0484571,0.0711324,0.0686768,0.0649024,0.0637656,0,0.020301,0,0.0412049,0.0132714,0.0101343,0.0193398,0,0.0246192,0.068992,0.0291089,0,0,0.0250412,0,0,0.0373003,0.0526373,0.0603765,0.0163709,0.0244467,0.0414515,0.0154462,0.121933,0.094439,0.0485364,0.01739,0.0520034,0.0326928,0.0339111,0.0572972,0.0719534,0.00915339,0.00831265,0.00299958,0.0314124,0.0162,0,0,0
1,0.033454,0.0579223,0,0,0,0.032409,0,0.014884,0.0544032,0,0,0,0,0.017172,0,0,0.0492462,0.0348106,0.0324589,0.0284938,0.0245428,0,0,0.0403114,0.0478263,0.0900887,0.091756,0.0535088,0.0485721,0.0709908,0.0684118,0.0648829,0.0636058,0,0.0202824,0,0.0412467,0.0131408,0.0101077,0.0190168,0,0.0243835,0.0687262,0.0291116,0,0,0.0253216,0,0,0.03726,0.0518886,0.0600149,0.0160509,0.0242556,0.0414452,0.0157737,0.12133,0.0938674,0.0487985,0.0173795,0.0525507,0.0322357,0.0338673,0.0580643,0.0714143,0.00918837,0.0083312,0.00305075,0.0316435,0.0160771,0,0,0
2,0.0335413,0.0579817,0,0,0,0.0324739,0,0.0151303,0.0547198,0,0,0,0,0.0171155,0,0,0.0491761,0.0351726,0.0326092,0.0285144,0.0253983,0,0,0.0399307,0.0475941,0.0900088,0.091779,0.0535714,0.0484656,0.0708963,0.0680964,0.0647726,0.0634567,0,0.0199752,0,0.0413083,0.0132045,0.0100273,0.0192602,0,0.0241222,0.0683982,0.0292865,0,0,0.0254972,0,0,0.037197,0.051232,0.0598034,0.0155533,0.0240254,0.041719,0.0159769,0.120738,0.093156,0.0491545,0.0176454,0.0529421,0.0320699,0.0338443,0.0585487,0.0708304,0.00923713,0.00831287,0.00298639,0.0317148,0.0160037,0,0,0
3,0.0336584,0.0580026,0,0,0,0.0325744,0,0.0153512,0.0549933,0,0,0,0,0.0170696,0,0,0.0491871,0.0356105,0.0327158,0.0285274,0.0262201,0,0,0.0395391,0.0474817,0.0898681,0.0918502,0.0537102,0.0482056,0.0707439,0.0676935,0.0645729,0.0633591,0,0.019724,0,0.0413274,0.0132984,0.00993735,0.0195397,0,0.02386,0.0681538,0.0293195,0,0,0.025696,0,0,0.0371332,0.0504552,0.0596376,0.0149976,0.0240291,0.0420319,0.0161106,0.120137,0.0924999,0.0497052,0.0178823,0.053089,0.0322111,0.033705,0.0586878,0.069935,0.0092432,0.00830885,0.00293121,0.0317901,0.0159387,0,0,0
4,0.0335549,0.0580171,0,0,0,0.0331477,0,0.0158734,0.0540713,0,0,0,0,0.0164496,0,0,0.04967,0.0369165,0.0328209,0.0286104,0.0271338,0,0,0.0400142,0.0484522,0.0896789,0.0920587,0.054234,0.048102,0.0703054,0.0670574,0.0640782,0.0630707,0,0.0190252,0,0.0413573,0.0127802,0.0101468,0.0270175,0,0.0159398,0.0692252,0.0287081,0,0,0.0264439,0,0,0.0363656,0.0485823,0.0560271,0.0146126,0.0216702,0.0417653,0.0154732,0.118039,0.0905337,0.0518259,0.0199955,0.0533028,0.0327678,0.0326705,0.0576251,0.0806611,0.00911753,0.00892278,0.00304564,0.031827,0.0163153,0,0,0
5,0.0337341,0.0580851,0,0,0,0.0334606,0,0.0160802,0.0542461,0,0,0,0,0.0164786,0,0,0.0496677,0.0372303,0.0328298,0.028602,0.0275757,0,0,0.0396455,0.048658,0.0894466,0.0921136,0.0544118,0.0477108,0.0700462,0.0667063,0.0637775,0.0629032,0,0.018561,0,0.0412986,0.0128247,0.0101193,0.0263736,0,0.0161538,0.0689824,0.0287173,0,0,0.0265269,0,0,0.0363081,0.0476784,0.056172,0.0139586,0.0215788,0.0423145,0.0154678,0.117289,0.0899764,0.0524415,0.0206366,0.0531546,0.0328612,0.0324457,0.0573863,0.079209,0.00916092,0.00886612,0.00290158,0.0319202,0.0161607,0,0,0
6,0.0339319,0.0580969,0,0,0,0.0337829,0,0.0163354,0.0544261,0,0,0,0,0.0165604,0,0,0.0496574,0.0377612,0.0327127,0.0285845,0.0280532,0,0,0.0392415,0.0486819,0.0892091,0.0920511,0.0544799,0.0471951,0.0698916,0.0664169,0.0635556,0.0626186,0,0.0180649,0,0.041243,0.0128327,0.0100586,0.0256529,0,0.0162859,0.0687746,0.0288914,0,0,0.0265967,0,0,0.0362274,0.0467756,0.0563591,0.0132277,0.0213299,0.0430165,0.0154539,0.116538,0.0893834,0.0531675,0.0214807,0.0530058,0.0326556,0.0322586,0.0571055,0.0774724,0.00917725,0.00875001,0.00277632,0.0320578,0.0159739,0,0,0
7,0.0341331,0.0580729,0,0,0,0.0342334,0,0.0166044,0.0545637,0,0,0,0,0.0166388,0,0,0.0496014,0.038341,0.0325306,0.0285083,0.028603,0,0,0.0388593,0.0484838,0.0890879,0.0919992,0.0546347,0.0466776,0.0697854,0.0661894,0.0634259,0.0623676,0,0.0175055,0,0.0412141,0.0128322,0.00995008,0.0249733,0,0.0163892,0.0686145,0.028967,0,0,0.0264826,0,0,0.0361806,0.0459923,0.0564066,0.0125054,0.0211649,0.0437069,0.0154301,0.115822,0.0888684,0.0540845,0.0223854,0.0529194,0.0325226,0.0321062,0.0568593,0.075639,0.00921957,0.00870794,0.00266409,0.0322116,0.0157776,0,0,0
8,0.0343111,0.0581938,0,0,0,0.0347723,0,0.0168681,0.0547334,0,0,0,0,0.0166754,0,0,0.049494,0.0389593,0.0324573,0.02842,0.0291337,0,0,0.0385362,0.0482318,0.0889105,0.0919927,0.0550157,0.0467419,0.0696613,0.065952,0.0632731,0.0623508,0,0.0168984,0,0.0412903,0.0128108,0.00981797,0.0245022,0,0.0163326,0.068411,0.0289391,0,0,0.0264034,0,0,0.0361671,0.0453323,0.0562702,0.0117914,0.0215281,0.0443186,0.0154104,0.115092,0.0883756,0.0550215,0.0232902,0.0529757,0.0324016,0.0319948,0.0567378,0.0737604,0.00923068,0.00875243,0.00252832,0.0323604,0.0155775,0,0,0
