Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73
All Timesteps RMSE,0.0282447,0.0263072,0,0,0,0,0,0,0.0324003,0.0149578,0.01622,0.00774972,0,0,0.0391891,0,0.0289456,0.0179769,0.0413846,0.0131249,0.026477,0.0198005,0.00829182,0.0412846,0.0119692,0.0172488,0.0146605,0.0372254,0.0123204,0.0160914,0.00692297,0.0276964,0.0366597,0.0337975,0.0190084,0.0141214,0.0206001,0.0105733,0.0146778,0.00624848,0.0222395,0,0,0.0397297,0,0.0126562,0.0182694,0.0444105,0.0252345,0.0240072,0.0163439,0.0089209,0.0231932,0.0114928,0.0449265,0.0115625,0.0128031,0.0163892,0.0475288,0.0131846,0.0179994,0.0216557,0.0301325,0.0132914,0.00996498,0.02599,0.0227735,0,0,0,0,0,0,0
0,0.117065,0.116617,0,0,0,0,0,0,0.0223425,0.00569963,0.0112231,0.00413122,0,0,0.0579972,0,0.0288429,0.0296496,0.0444074,0.0090002,0.024657,0.0178206,0.011787,0.203696,0.00924474,0.0154355,0.0137854,0.0352912,0.00997023,0.0120361,0.00150082,0.0300501,0.0262209,0.0980657,0.015521,0.0108452,0.0111201,0.00948521,0.0144326,0.00361449,0.0889616,0,0,0.0463931,0,0.0102378,0.0242544,0.0423092,0.0235099,0.0207456,0.0158533,0.0122374,0.0789512,0.00687578,0.0422984,0.00806192,0.00895642,0.0177491,0.0511464,0.0141533,0.018787,0.0108533,0.0558809,0.00731934,0.0100942,0.133657,0.103133,0,0,0,0,0,0,0
1,0.116587,0.117298,0,0,0,0,0,0,0.0221431,0.00598894,0.0112555,0.00413168,0,0,0.0566603,0,0.0289367,0.0287229,0.0443683,0.0089289,0.0246109,0.0177158,0.0117605,0.202533,0.00922401,0.0151706,0.0137341,0.0351303,0.0099524,0.0121032,0.00149154,0.0300723,0.0260816,0.096099,0.015339,0.0105831,0.0109544,0.00969443,0.0143523,0.0036099,0.0869012,0,0,0.0465871,0,0.0102366,0.0236592,0.042205,0.023376,0.0208418,0.0153386,0.012203,0.0772674,0.00687146,0.0422432,0.00797881,0.00890044,0.017521,0.0508628,0.0145055,0.0186811,0.0104772,0.0556378,0.00653195,0.00950025,0.133748,0.102176,0,0,0,0,0,0,0
2,0.117026,0.117516,0,0,0,0,0,0,0.0219613,0.00568386,0.0113172,0.00413672,0,0,0.0622034,0,0.0285473,0.0314429,0.0443546,0.00888252,0.0245519,0.0177033,0.0116439,0.205539,0.00918878,0.0150441,0.0136575,0.0350144,0.00995997,0.0121232,0.00150808,0.0300835,0.0260569,0.0998217,0.0153142,0.011257,0.0110035,0.00981153,0.0143743,0.0037935,0.0892078,0,0,0.0478387,0,0.0106216,0.02353,0.0421303,0.0233617,0.0206272,0.0152093,0.0121615,0.0798761,0.00679179,0.0421981,0.00802906,0.0088211,0.0175039,0.0508804,0.0148297,0.0186888,0.0103355,0.0575519,0.00573234,0.00903126,0.134674,0.103414,0,0,0,0,0,0,0
3,0.113022,0.11611,0,0,0,0,0,0,0.0219677,0.00590244,0.0113672,0.00398913,0,0,0.0582956,0,0.0285476,0.0301141,0.0443596,0.00886101,0.0246021,0.0177674,0.01185,0.200498,0.00911367,0.0149833,0.0135702,0.0349445,0.00997257,0.0121305,0.00149981,0.03006,0.0262221,0.0951425,0.0150316,0.0108085,0.010771,0.00986922,0.0143774,0.00375693,0.0866987,0,0,0.0490196,0,0.0109212,0.0235606,0.0420066,0.0232956,0.0205909,0.015017,0.0122803,0.0811382,0.00670286,0.0421188,0.00805964,0.00873203,0.0173883,0.051,0.0148682,0.0185408,0.00999214,0.0588278,0.00503077,0.00865587,0.133115,0.100321,0,0,0,0,0,0,0
4,0.115509,0.117684,0,0,0,0,0,0,0.0220481,0.00564153,0.0114149,0.00404799,0,0,0.0658126,0,0.0282284,0.0342643,0.0443374,0.00881454,0.0244537,0.0177462,0.0115481,0.205651,0.00905185,0.0148393,0.013482,0.0349009,0.00993804,0.0120955,0.00151132,0.030043,0.0263807,0.100624,0.0150861,0.0115106,0.0107778,0.00994969,0.0146186,0.00393514,0.0889543,0,0,0.0498695,0,0.0110912,0.0235779,0.0419157,0.0232946,0.020362,0.0149083,0.0120654,0.0820251,0.0065993,0.0420848,0.00811305,0.00867662,0.0173368,0.0509723,0.0148211,0.0184482,0.00990694,0.0597127,0.00421489,0.00839836,0.134946,0.102642,0,0,0,0,0,0,0
5,0.120544,0.122017,0,0,0,0,0,0,0.0221448,0.00549674,0.011438,0.00419664,0,0,0.0703887,0,0.0282618,0.0368516,0.0443441,0.00876008,0.0241742,0.0177505,0.0109029,0.210546,0.00902248,0.0146549,0.0134493,0.0348834,0.0098641,0.0121254,0.00149717,0.0300235,0.0265861,0.103711,0.0150523,0.011737,0.0106677,0.010085,0.01473,0.0042643,0.087574,0,0,0.0500734,0,0.0112893,0.0234109,0.0419023,0.0232913,0.0200999,0.0147001,0.0116411,0.0772144,0.00648256,0.0420454,0.0081307,0.00862401,0.0172909,0.0509503,0.0147929,0.0183061,0.00969644,0.0583235,0.00351165,0.00829254,0.137849,0.105035,0,0,0,0,0,0,0
6,0.119114,0.119456,0,0,0,0,0,0,0.0225106,0.00537562,0.0115503,0.0040119,0,0,0.0774295,0,0.0283485,0.0405242,0.0443367,0.00874973,0.0242705,0.0179983,0.0112227,0.210938,0.00895888,0.0146496,0.013514,0.0348652,0.00986014,0.0123413,0.00147259,0.0299661,0.0270771,0.106462,0.0153096,0.0125741,0.0106434,0.0102816,0.0147828,0.00436162,0.0922993,0,0,0.0509304,0,0.0114074,0.0234319,0.0419415,0.0233336,0.0200333,0.014711,0.0119816,0.0830999,0.00633677,0.0419687,0.00816989,0.00855873,0.017396,0.0511478,0.0147839,0.0184111,0.00970426,0.0607744,0.00336083,0.00788974,0.136974,0.106134,0,0,0,0,0,0,0
7,0.115973,0.118628,0,0,0,0,0,0,0.0230901,0.00457058,0.0117768,0.00370867,0,0,0.0725594,0,0.0291823,0.0384052,0.0443676,0.008738,0.0245949,0.0183417,0.0122883,0.20532,0.0088899,0.014767,0.0135976,0.0349061,0.00997889,0.0125945,0.00143413,0.0298881,0.027752,0.100838,0.0152792,0.0129818,0.0106163,0.0103486,0.0149376,0.00447236,0.0893519,0,0,0.052081,0,0.0116032,0.0237203,0.0419185,0.0235794,0.0198542,0.014981,0.0129558,0.0835446,0.00603353,0.0418358,0.00819254,0.00838999,0.0177181,0.0516381,0.0149111,0.0187608,0.009893,0.0616715,0.00321992,0.00754055,0.135707,0.103536,0,0,0,0,0,0,0
8,0.122203,0.12007,0,0,0,0,0,0,0.0233738,0.00491333,0.0119479,0.00397186,0,0,0.0861309,0,0.0296689,0.0448133,0.0443385,0.00871669,0.0243374,0.0184271,0.0121572,0.212036,0.00876921,0.0146933,0.0135592,0.0348814,0.0101666,0.0126826,0.0013819,0.0298759,0.027939,0.108884,0.0158646,0.01417,0.0105441,0.0108441,0.0150784,0.0048524,0.0952157,0,0,0.0516746,0,0.0117018,0.0231977,0.04189,0.0237339,0.01954,0.0149592,0.0129742,0.0836873,0.0058338,0.0417386,0.00813123,0.00824356,0.0178529,0.0518757,0.0149542,0.0189168,0.00990395,0.061218,0.00384374,0.00703592,0.137843,0.109266,0,0,0,0,0,0,0
9,0.121478,0.116952,0,0,0,0,0,0,0.0237683,0.00593125,0.0121329,0.00401336,0,0,0.0869672,0,0.030275,0.0448664,0.0444259,0.0087125,0.0243923,0.0185842,0.0127825,0.208553,0.0086191,0.0145785,0.013495,0.0349205,0.010415,0.0127807,0.00133862,0.0298686,0.0283381,0.107738,0.0158765,0.0145035,0.0107999,0.0113803,0.015493,0.00514484,0.0967821,0,0,0.0513276,0,0.0117574,0.0224456,0.0417797,0.0241469,0.0189964,0.0147116,0.0137661,0.0841338,0.00532372,0.0414443,0.00791207,0.00792392,0.0181907,0.0521805,0.0152714,0.0192946,0.0100611,0.0608197,0.00419432,0.00666446,0.135012,0.109478,0,0,0,0,0,0,0
10,0.01411,0.00550141,0,0,0,0,0,0,0.0176394,0.0176712,0.00919906,0.00410301,0,0,0.0107619,0,0.0242696,0.00545873,0.0448443,0.00726644,0.024016,0.0145445,0.00464161,0.017954,0.0101949,0.0131059,0.012823,0.0352181,0.00885443,0.00987069,0.00177662,0.0299006,0.0207783,0.0137992,0.0128242,0.00264277,0.0089917,0.0147819,0.0121078,0.00442971,0.0075202,0,0,0.0466651,0,0.010133,0.0190328,0.041297,0.0190413,0.0211025,0.0133082,0.0061423,0.028583,0.00930806,0.0439612,0.00980567,0.0105258,0.0138746,0.0494823,0.0112862,0.0147671,0.0061972,0.0377313,0.0080626,0.00638128,0.00501653,0.0112956,0,0,0,0,0,0,0
11,0.0123816,0.0051136,0,0,0,0,0,0,0.0213967,0.017852,0.0104371,0.00244586,0,0,0.0114076,0,0.0242731,0.005685,0.0392205,0.0228861,0.0272707,0.0184196,0.00430449,0.0187389,0.0148122,0.0205325,0.0132668,0.0405528,0.012457,0.0138668,0.0107346,0.0299484,0.02736,0.0146964,0.0127405,0.0027498,0.00846111,0.0148574,0.011128,0.00395667,0.00782301,0,0,0.047998,0,0.0103619,0.0190288,0.0418176,0.0177985,0.0209316,0.0131542,0.00601317,0.0296006,0.0104244,0.0445949,0.0104597,0.0112497,0.012841,0.0487015,0.0102525,0.0136066,0.00575352,0.0395112,0.00786544,0.00613479,0.00633915,0.00981375,0,0,0,0,0,0,0
12,0.0129502,0.00419891,0,0,0,0,0,0,0.0180716,0.0183255,0.0095049,0.00453986,0,0,0.0119562,0,0.0242647,0.00544627,0.044539,0.00727447,0.0240596,0.0149449,0.00475828,0.0187141,0.0101436,0.0129332,0.0127835,0.0349241,0.0087296,0.0099715,0.0016267,0.0298393,0.0211688,0.0151862,0.0126874,0.0025813,0.00884254,0.0152643,0.0119253,0.00435061,0.00766874,0,0,0.0496231,0,0.0103503,0.0196944,0.0413678,0.0188656,0.0215277,0.0132568,0.00612897,0.0266505,0.0093292,0.0439701,0.00981497,0.010557,0.0137432,0.0494347,0.011199,0.0145806,0.00617662,0.0389602,0.00806628,0.00605293,0.00565732,0.0109578,0,0,0,0,0,0,0
13,0.0121098,0.00450765,0,0,0,0,0,0,0.0182149,0.018569,0.00970562,0.00493574,0,0,0.0124222,0,0.024278,0.00551162,0.0444223,0.00724714,0.0240512,0.015013,0.00486384,0.0186595,0.0101318,0.0129835,0.0125417,0.0348223,0.0087154,0.0100474,0.00154656,0.0297998,0.0213834,0.0156194,0.0126481,0.00258731,0.00867974,0.0154644,0.0117637,0.00434767,0.00757481,0,0,0.0508076,0,0.0104368,0.0200931,0.0413764,0.018768,0.0217564,0.0132979,0.00615383,0.025475,0.00933754,0.043955,0.0098434,0.0105923,0.0136885,0.0494272,0.0111837,0.0146127,0.00622182,0.0393127,0.00802311,0.00595501,0.00655531,0.0105017,0,0,0,0,0,0,0
14,0.0112844,0.00529806,0,0,0,0,0,0,0.0182781,0.0187543,0.00962599,0.00501803,0,0,0.0127794,0,0.0241955,0.00563862,0.0443342,0.00723743,0.0240454,0.0150307,0.00495346,0.0184182,0.0101251,0.0131048,0.0125511,0.0347524,0.00872965,0.010103,0.00154139,0.029761,0.0215098,0.0159458,0.0125725,0.00259022,0.00842304,0.0156332,0.0114781,0.00434932,0.00766348,0,0,0.0517766,0,0.0104834,0.020273,0.0413602,0.0185464,0.0219134,0.0132244,0.00612916,0.0243481,0.00934719,0.0439433,0.00986084,0.0105711,0.0135911,0.0494533,0.0111359,0.0145672,0.00618189,0.0395965,0.00802676,0.00594989,0.00756212,0.0100113,0,0,0,0,0,0,0
15,0.0104627,0.00635106,0,0,0,0,0,0,0.0183215,0.0189164,0.00946751,0.00474497,0,0,0.01314,0,0.0240941,0.00582784,0.0442937,0.00724817,0.0240551,0.015051,0.0050376,0.0180398,0.0101015,0.0131745,0.0127265,0.034636,0.0087432,0.0101381,0.00158507,0.0297494,0.0215869,0.0161862,0.0124978,0.00256593,0.00789426,0.015777,0.0112513,0.00433902,0.00795397,0,0,0.0525796,0,0.0105165,0.0204229,0.0413218,0.0182198,0.0220089,0.0131241,0.00612579,0.0232033,0.00935904,0.0439585,0.00986985,0.0106103,0.0134891,0.0495483,0.011059,0.0144564,0.00614983,0.0398464,0.00803545,0.0059516,0.00859959,0.00947546,0,0,0,0,0,0,0
16,0.00976156,0.00750308,0,0,0,0,0,0,0.0184404,0.0190982,0.00941426,0.0048485,0,0,0.0134542,0,0.0241168,0.00597968,0.0442162,0.00724289,0.0240403,0.0150835,0.00513171,0.0175726,0.0100815,0.013202,0.0128913,0.0345281,0.00877714,0.0101836,0.0016097,0.0297483,0.0217909,0.0163563,0.0124692,0.00257105,0.00731469,0.015911,0.0112911,0.00433457,0.00850829,0,0,0.0533775,0,0.0105507,0.0209477,0.0413234,0.0179155,0.022126,0.0131445,0.00615784,0.0221061,0.00938991,0.044024,0.00994201,0.0107116,0.0134101,0.0496434,0.0109669,0.0143454,0.00616437,0.039992,0.00804868,0.00594046,0.00962082,0.00898539,0,0,0,0,0,0,0
17,0.00914089,0.008715,0,0,0,0,0,0,0.0186395,0.0192401,0.00941823,0.00504532,0,0,0.0137651,0,0.0240612,0.00605869,0.0441628,0.00723119,0.0240341,0.0151982,0.00525013,0.0170288,0.0100646,0.0132256,0.0129702,0.0344449,0.0088272,0.0102481,0.00163004,0.0297456,0.0221133,0.0164865,0.0124378,0.00267354,0.00720747,0.0160309,0.0113113,0.00434502,0.00908477,0,0,0.0541077,0,0.0105582,0.0213457,0.0413409,0.0177113,0.0223264,0.0130701,0.0062313,0.0210657,0.00942559,0.0440333,0.00998651,0.0107046,0.0133115,0.0495632,0.0109497,0.0142226,0.00599972,0.040155,0.00795416,0.00591219,0.0106608,0.00855784,0,0,0,0,0,0,0
18,0.00872801,0.00993621,0,0,0,0,0,0,0.0187551,0.0192786,0.00934179,0.00510789,0,0,0.0141193,0,0.0239354,0.00608311,0.0440996,0.00724341,0.024016,0.0153336,0.00538106,0.0164525,0.0100512,0.0132207,0.0130141,0.0343244,0.00888941,0.0103271,0.00164683,0.0297016,0.0223476,0.0165947,0.0123646,0.00284564,0.00776299,0.0160966,0.0112011,0.00426318,0.00980552,0,0,0.0546627,0,0.010535,0.0216466,0.0413563,0.0175497,0.0224118,0.0128477,0.00627801,0.0200407,0.0094498,0.0439995,0.0099699,0.0106683,0.0131836,0.0494616,0.0110095,0.0140439,0.00569472,0.0402516,0.00788249,0.00588286,0.0116708,0.00825164,0,0,0,0,0,0,0
19,0.00850498,0.0111138,0,0,0,0,0,0,0.018781,0.0193252,0.00935488,0.005034,0,0,0.0146083,0,0.023881,0.00611582,0.0439871,0.00727507,0.0239644,0.0154092,0.00553082,0.0158285,0.0100322,0.0131796,0.0130563,0.0340862,0.00890195,0.0104021,0.00163358,0.0296641,0.0223801,0.0167469,0.0122706,0.0029307,0.00857689,0.016123,0.0110754,0.00412234,0.0106434,0,0,0.0549929,0,0.0105023,0.0218905,0.0413962,0.0174934,0.0223909,0.0127364,0.00630092,0.0190364,0.00946218,0.0439835,0.00993528,0.01067,0.0130991,0.049406,0.0109639,0.0138907,0.00546055,0.0401837,0.00780331,0.00580762,0.0126214,0.00798672,0,0,0,0,0,0,0
20,0.00861184,0.0124555,0,0,0,0,0,0,0.018742,0.0193851,0.00945563,0.00496617,0,0,0.0153139,0,0.0239604,0.00617749,0.0438988,0.00733591,0.0239484,0.0154675,0.00572245,0.0152267,0.0100096,0.0131983,0.0130852,0.0339015,0.00888275,0.0105136,0.00158334,0.0296326,0.0223286,0.0170479,0.0122591,0.00303466,0.00850439,0.0161283,0.0110368,0.00402712,0.0116758,0,0,0.0555817,0,0.0104599,0.0219946,0.04145,0.0174956,0.0224309,0.0128503,0.00635355,0.0180469,0.00949143,0.0439804,0.00995366,0.0107513,0.0131155,0.049378,0.0108762,0.0139052,0.00552944,0.0401926,0.00774248,0.00565411,0.013701,0.00778294,0,0,0,0,0,0,0
21,0.00899419,0.0138046,0,0,0,0,0,0,0.0186071,0.0193884,0.00948409,0.00494308,0,0,0.016067,0,0.0238903,0.00613088,0.0438403,0.00743028,0.0239536,0.0155449,0.00592658,0.014621,0.00997243,0.0132195,0.0131113,0.0337939,0.00887936,0.0106114,0.00151906,0.029599,0.0224931,0.0173715,0.0122005,0.00312518,0.00804748,0.0161364,0.0110208,0.00396402,0.01268,0,0,0.0561226,0,0.0104552,0.0218823,0.0415259,0.0174693,0.0225293,0.0129604,0.00643522,0.0171406,0.00953798,0.0439798,0.00999744,0.0108003,0.0131475,0.0493473,0.0108033,0.013948,0.00572765,0.0401783,0.00764625,0.00562381,0.0147951,0.00758889,0,0,0,0,0,0,0
22,0.00936221,0.0149473,0,0,0,0,0,0,0.0186692,0.0193686,0.00953193,0.00492786,0,0,0.0166513,0,0.0237436,0.00599621,0.0437797,0.00742478,0.0239855,0.0156352,0.00613298,0.0141478,0.00994842,0.0132377,0.0131644,0.0337388,0.00889824,0.0106874,0.00147834,0.0295702,0.0227299,0.0176429,0.0120855,0.00310021,0.00764594,0.0161061,0.0109934,0.00393113,0.0135151,0,0,0.0563834,0,0.0105031,0.021907,0.0415895,0.0174052,0.0226383,0.0129368,0.00653062,0.0163391,0.00956479,0.043982,0.0100186,0.0107755,0.0131274,0.049279,0.0107332,0.0139624,0.00595073,0.0401258,0.00747608,0.00570996,0.015669,0.00749037,0,0,0,0,0,0,0
23,0.0097577,0.0159281,0,0,0,0,0,0,0.0189094,0.0193758,0.00961661,0.00492423,0,0,0.0170637,0,0.023598,0.00590845,0.0437034,0.00737527,0.0240305,0.0157144,0.00632568,0.0137766,0.00994374,0.0132644,0.0132022,0.0336833,0.00893026,0.010744,0.00146478,0.0295346,0.0229151,0.0177805,0.0119449,0.00307255,0.00749827,0.016064,0.0107944,0.00392263,0.0142754,0,0,0.0565463,0,0.0105773,0.0220256,0.0416268,0.0172952,0.022754,0.0127982,0.00659211,0.0156386,0.00956962,0.0439529,0.0100232,0.0107083,0.0130771,0.0491455,0.0106523,0.0139497,0.0060964,0.0400995,0.00736308,0.00582526,0.01637,0.00757443,0,0,0,0,0,0,0
24,0.0104987,0.017012,0,0,0,0,0,0,0.0191425,0.0193758,0.00969958,0.00489736,0,0,0.0176311,0,0.0235967,0.00605029,0.0436286,0.00732551,0.0240932,0.0157381,0.00655861,0.0134995,0.00992752,0.0132714,0.0132182,0.0335943,0.00895018,0.0107626,0.00145871,0.029508,0.0230479,0.0178546,0.0119552,0.00337322,0.00769038,0.01603,0.0105941,0.00389577,0.0152355,0,0,0.0568666,0,0.0106339,0.0220973,0.0416382,0.0172165,0.0228943,0.0126651,0.00664956,0.01499,0.00953581,0.0439058,0.00998339,0.0106363,0.0130408,0.049034,0.0106312,0.0139267,0.00610818,0.0401371,0.00726552,0.00584096,0.0171199,0.00801244,0,0,0,0,0,0,0
25,0.0108678,0.0177547,0,0,0,0,0,0,0.0192497,0.0194266,0.00973181,0.0048602,0,0,0.0178124,0,0.0235648,0.00625917,0.0435545,0.00727221,0.0241569,0.0156431,0.00674858,0.0132493,0.00990912,0.0132217,0.0131995,0.0335438,0.00893539,0.0106752,0.00145922,0.0294994,0.0230742,0.0178206,0.0118909,0.00343446,0.00766125,0.0160421,0.0104217,0.00383771,0.0157802,0,0,0.0568533,0,0.0107697,0.0220344,0.041635,0.0170602,0.0230523,0.0126897,0.00680012,0.0144835,0.00952317,0.0438917,0.00998083,0.010621,0.0130281,0.0490785,0.0107118,0.0139191,0.00602344,0.0400531,0.00718924,0.005985,0.017622,0.0081855,0,0,0,0,0,0,0
26,0.00961524,0.018736,0,0,0,0,0,0,0.0191614,0.0193235,0.0106538,0.00311379,0,0,0.0187212,0,0.0236328,0.00696966,0.0380262,0.0217823,0.0269588,0.0163854,0.0042471,0.0139403,0.0133043,0.0187295,0.0112022,0.0389139,0.01215,0.0135882,0.0109586,0.0298562,0.0243846,0.0186209,0.0119262,0.00366718,0.00705859,0.0158683,0.00945757,0.0035826,0.0144551,0,0,0.0567425,0,0.0110713,0.0220042,0.042108,0.0157704,0.0228385,0.0127316,0.00628681,0.0164388,0.0106533,0.0445557,0.010705,0.0113895,0.0120544,0.048521,0.00982194,0.0128776,0.0053221,0.0411311,0.00697912,0.00572067,0.0189483,0.00656432,0,0,0,0,0,0,0
27,0.0131249,0.0203269,0,0,0,0,0,0,0.019756,0.0194161,0.00998823,0.00487124,0,0,0.0192697,0,0.0236565,0.00711397,0.0434374,0.0071764,0.0243436,0.0157563,0.00734113,0.013301,0.00992269,0.0133625,0.013351,0.0334496,0.00896668,0.0107186,0.00145064,0.029441,0.0236447,0.0184463,0.0119345,0.00377638,0.0074145,0.0159558,0.0103116,0.00366729,0.018164,0,0,0.0579544,0,0.0110457,0.022449,0.0416228,0.0168427,0.0232304,0.0127402,0.0071942,0.0134279,0.00957092,0.0439558,0.0100741,0.0106895,0.0129292,0.049531,0.0107628,0.0137767,0.00573564,0.0403793,0.00710661,0.00578522,0.0195535,0.00944754,0,0,0,0,0,0,0
28,0.0139339,0.0211627,0,0,0,0,0,0,0.0199428,0.019386,0.0101842,0.00488091,0,0,0.0197035,0,0.0235537,0.00704864,0.0434247,0.00716573,0.0243851,0.0156533,0.0075929,0.0133109,0.00989673,0.013339,0.0133331,0.0334233,0.00896568,0.0108429,0.00143443,0.02944,0.0238466,0.0183971,0.0118313,0.00382417,0.00731086,0.0158455,0.0102497,0.00358626,0.0189117,0,0,0.0581678,0,0.0111532,0.0222996,0.0416235,0.0170127,0.0233161,0.0126557,0.00737662,0.0130838,0.00960152,0.0439414,0.0100739,0.0107698,0.0128583,0.0496182,0.0106005,0.0136356,0.00597157,0.0404324,0.00710994,0.0059639,0.0201863,0.00986734,0,0,0,0,0,0,0
29,0.0148441,0.0219594,0,0,0,0,0,0,0.0200356,0.019328,0.0106256,0.00486929,0,0,0.0200538,0,0.0234089,0.00694935,0.0434231,0.00715129,0.0244149,0.0156636,0.00788979,0.0134926,0.00988788,0.0133536,0.0133456,0.0334165,0.0089464,0.010922,0.00145118,0.029443,0.0241302,0.0184457,0.0117177,0.00377584,0.00720962,0.0156944,0.0101729,0.00347492,0.0196574,0,0,0.058252,0,0.0112251,0.0221635,0.0416151,0.0168484,0.023377,0.0126324,0.0075858,0.0127634,0.00960918,0.0439026,0.0100386,0.0108038,0.0128583,0.0496641,0.010376,0.01363,0.00613391,0.0405035,0.00717988,0.00621575,0.0207747,0.0104298,0,0,0,0,0,0,0
30,0.0155898,0.0225705,0,0,0,0,0,0,0.0201296,0.0192856,0.0110457,0.00485729,0,0,0.020342,0,0.0232833,0.00691566,0.0434055,0.00712643,0.0244419,0.0157841,0.00818141,0.0136775,0.00987116,0.0133766,0.0133737,0.0334174,0.00891898,0.010956,0.001473,0.0294453,0.0244277,0.0185512,0.0116615,0.00374949,0.00718382,0.0156642,0.0101079,0.00328633,0.020219,0,0,0.0581704,0,0.0114206,0.021961,0.0416004,0.0166515,0.0233808,0.0125908,0.00779845,0.0125227,0.00959572,0.0438406,0.00996978,0.0107642,0.0128631,0.0495827,0.0103488,0.0136983,0.00605815,0.0405643,0.00732522,0.00643504,0.0212067,0.0109069,0,0,0,0,0,0,0
31,0.0164147,0.0232181,0,0,0,0,0,0,0.0202506,0.0192434,0.0110274,0.00486276,0,0,0.0208261,0,0.0233393,0.00700165,0.0433978,0.00708431,0.0245265,0.0159592,0.00848352,0.0139635,0.00986604,0.0133972,0.0134067,0.0334406,0.00893635,0.0110132,0.00147147,0.0293913,0.0246785,0.0188717,0.0116338,0.00392338,0.00710409,0.0156588,0.010121,0.00312557,0.0209005,0,0,0.0582479,0,0.0116857,0.0217522,0.0416131,0.0165768,0.0234231,0.0125334,0.00802663,0.0123622,0.00953729,0.0438126,0.00993809,0.0107037,0.0128464,0.049484,0.0105959,0.0137417,0.00600698,0.0406954,0.00761113,0.00671161,0.0216753,0.0114631,0,0,0,0,0,0,0
32,0.0171755,0.0237937,0,0,0,0,0,0,0.0204601,0.0191829,0.0109945,0.00492924,0,0,0.0212639,0,0.023345,0.00707529,0.0434464,0.00700828,0.0246772,0.0160715,0.00870046,0.0142747,0.00983609,0.0133335,0.0133721,0.0334982,0.00895751,0.011095,0.00147457,0.0293527,0.0248084,0.0191782,0.0115928,0.0040859,0.00696115,0.0156064,0.0103628,0.00301592,0.0214582,0,0,0.0582972,0,0.0119562,0.0215757,0.0416292,0.0165358,0.0236584,0.0125481,0.00813404,0.0123222,0.00948399,0.0438094,0.00998067,0.0107105,0.0127622,0.04939,0.0107224,0.0137345,0.005973,0.0408634,0.00785631,0.00699698,0.022071,0.0119524,0,0,0,0,0,0,0
33,0.0179163,0.0243059,0,0,0,0,0,0,0.0206504,0.0190956,0.0110349,0.00494097,0,0,0.0216191,0,0.0232676,0.00711675,0.0434707,0.0069651,0.0247822,0.0161169,0.00895743,0.0145983,0.00980006,0.0133275,0.0133385,0.0334701,0.00895439,0.0111438,0.00147542,0.0293347,0.0249472,0.0194658,0.0115419,0.00418196,0.00683325,0.0154962,0.0103616,0.00299029,0.0219218,0,0,0.0581261,0,0.0121906,0.0213325,0.0416368,0.0164271,0.0238311,0.0124348,0.00829524,0.0122663,0.00945117,0.0437648,0.00993961,0.0107145,0.0126228,0.0493852,0.0107313,0.0136627,0.006047,0.0409672,0.00814806,0.00725017,0.0223872,0.0124482,0,0,0,0,0,0,0
34,0.0187135,0.0248278,0,0,0,0,0,0,0.02077,0.0189756,0.0111331,0.00487628,0,0,0.0220437,0,0.0231457,0.00709025,0.0434463,0.00690485,0.0248071,0.016146,0.00929102,0.0149828,0.0097666,0.0134622,0.013354,0.0333024,0.00893842,0.0111809,0.001514,0.0293142,0.0250923,0.0197761,0.0114853,0.00419751,0.00679855,0.0153478,0.0104165,0.00293321,0.0224645,0,0,0.0577914,0,0.0123335,0.0210174,0.0416748,0.0163283,0.0238282,0.0123095,0.00855872,0.0121842,0.00945314,0.0437177,0.00975644,0.0107036,0.0125515,0.0494023,0.0107316,0.013604,0.00606541,0.041001,0.00844899,0.00747076,0.0226595,0.0130363,0,0,0,0,0,0,0
35,0.0197379,0.0255444,0,0,0,0,0,0,0.020904,0.0188516,0.0112345,0.00478641,0,0,0.0226311,0,0.0230756,0.00719979,0.0434284,0.00683015,0.0248314,0.0162264,0.00969844,0.0155193,0.00977536,0.0138048,0.0134215,0.0332288,0.00892378,0.0112618,0.00156541,0.0292557,0.0252986,0.0201643,0.0114212,0.00405001,0.00682831,0.0151944,0.0103173,0.00279108,0.0232213,0,0,0.0572138,0,0.0124214,0.02068,0.0417349,0.0161713,0.0237847,0.0122471,0.00887282,0.0120877,0.0094974,0.0437199,0.00950387,0.0106973,0.0125184,0.0493856,0.0106683,0.0135821,0.00601026,0.0407861,0.00899225,0.00774103,0.023019,0.0138165,0,0,0,0,0,0,0
