Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74
All Timesteps RMSE,0.0506995,0.0433954,0,0,0,0,0,0,0.0398643,0.0209864,0.0157348,0.0176467,0,0,0.0665852,0,0.0339463,0.0406405,0.0440552,0.0226992,0.0288655,0.0239854,0.0220284,0.0521411,0.0141801,0.0200013,0.0180827,0.0389845,0.0134395,0.0174729,0.00913639,0.0287011,0.0523225,0.0571804,0.0210636,0.0519702,0.0228118,0.014059,0.0152157,0.0169615,0.0471437,0,0,0.0549551,0,0.0137684,0.0295086,0.044961,0.0293777,0.0231582,0.0149529,0.0231339,0.0381802,0.0102534,0.0425571,0.0108467,0.0128045,0.0136749,0.0453448,0.011281,0.0150294,0.0267821,0.0389091,0.0225025,0.0161266,0.0446898,0.0409903,0,0,0,0,0,0,0,0
0,0.0722581,0.0461589,0,0,0,0,0,0,0.0200048,0.00982463,0.011558,0.00835466,0,0,0.0558022,0,0.0557552,0.0402663,0.0472953,0.0244199,0.0217007,0.0254597,0.0108921,0.0809356,0.0155775,0.0270273,0.0211505,0.0376566,0.0129392,0.0146544,0.00949689,0.0310872,0.0261221,0.0305245,0.0285884,0.0352801,0.00796191,0.00905514,0.00678432,0.0074275,0.0761147,0,0,0.0370656,0,0.0143968,0.020487,0.0387102,0.0119087,0.0173373,0.00631665,0.00844326,0.0502552,0.00857754,0.0429509,0.00934488,0.00881277,0.0068393,0.0461453,0.00628149,0.00691476,0.00870961,0.0154595,0.0251671,0.0175083,0.0602337,0.0704456,0,0,0,0,0,0,0,0
1,0.0711739,0.0458733,0,0,0,0,0,0,0.0212196,0.00982952,0.0112023,0.00830054,0,0,0.0452822,0,0.0590661,0.0313683,0.0472334,0.0235912,0.0213618,0.0259259,0.00986585,0.0841605,0.0156055,0.0269028,0.0210892,0.0372016,0.012881,0.01507,0.00905094,0.0308606,0.027611,0.0270526,0.0230048,0.0283278,0.00813211,0.00895957,0.00666344,0.00722368,0.0755107,0,0,0.0370324,0,0.0143912,0.0204249,0.0394055,0.0115678,0.0174195,0.00669439,0.00762513,0.0506415,0.00848522,0.0428873,0.00911317,0.00875946,0.00699811,0.0459525,0.00638353,0.00704753,0.00901155,0.0162148,0.0248226,0.0173681,0.0599883,0.0697019,0,0,0,0,0,0,0,0
2,0.0728672,0.0469059,0,0,0,0,0,0,0.021717,0.0101675,0.011096,0.00808247,0,0,0.0461045,0,0.0590926,0.0317808,0.0470221,0.0231926,0.0209953,0.0262441,0.0089336,0.0861438,0.0154885,0.0265822,0.0208917,0.0369119,0.0128142,0.0150982,0.00883745,0.0308605,0.028116,0.0283614,0.0230551,0.0283189,0.00845204,0.00889629,0.00657572,0.00691984,0.0771541,0,0,0.0364707,0,0.0143372,0.0203963,0.0396202,0.0112319,0.0173267,0.00628934,0.00715995,0.0522085,0.0085057,0.0428077,0.00910498,0.00867869,0.00664848,0.0457662,0.0061486,0.00670333,0.00966198,0.0167052,0.0248192,0.0174439,0.0613534,0.0713353,0,0,0,0,0,0,0,0
3,0.0734461,0.0469638,0,0,0,0,0,0,0.022414,0.0102633,0.0111656,0.00803726,0,0,0.0462995,0,0.0589649,0.031863,0.0468164,0.0231868,0.0211759,0.0266068,0.00834948,0.0866906,0.0153615,0.0263722,0.0207456,0.036676,0.0128176,0.0150171,0.00870502,0.030941,0.0287185,0.0288179,0.0230106,0.0282073,0.00892176,0.00882015,0.0064473,0.00688084,0.0782331,0,0,0.0356889,0,0.014364,0.0203112,0.0395829,0.0107586,0.0173662,0.00593652,0.00688161,0.0538271,0.0084626,0.0427485,0.00906578,0.00863925,0.00632086,0.0456812,0.00593795,0.00636853,0.0101084,0.0171343,0.0247458,0.0174838,0.06167,0.0720111,0,0,0,0,0,0,0,0
4,0.0774892,0.049822,0,0,0,0,0,0,0.0231241,0.0112739,0.0113076,0.00725772,0,0,0.0488127,0,0.0589734,0.032744,0.0465451,0.0229978,0.0212404,0.0267824,0.00657609,0.0920908,0.0150433,0.0261351,0.0205365,0.0364736,0.0127437,0.0147512,0.00842753,0.0310047,0.0293434,0.0326947,0.0232249,0.0282227,0.00934061,0.00869102,0.0064464,0.00603234,0.0824068,0,0,0.035515,0,0.0142302,0.0206152,0.0396965,0.0105783,0.0176624,0.00554265,0.00600542,0.057565,0.00850442,0.0427107,0.00911735,0.0086637,0.00600013,0.0455462,0.0057563,0.00608211,0.0107688,0.0190531,0.0245829,0.0178096,0.0656925,0.075984,0,0,0,0,0,0,0,0
5,0.0785637,0.0500369,0,0,0,0,0,0,0.0240083,0.0113708,0.0115262,0.00653541,0,0,0.0493842,0,0.0587163,0.0329775,0.0462901,0.0230698,0.022039,0.0270547,0.00525633,0.0935132,0.0147764,0.026207,0.020496,0.036333,0.0127321,0.0145992,0.00819898,0.0310839,0.0301648,0.0338282,0.0231721,0.0280848,0.00974031,0.00859371,0.00648542,0.00538019,0.084883,0,0,0.0350478,0,0.0141788,0.0208022,0.0398215,0.0103517,0.0181678,0.00515,0.00532032,0.0613835,0.00858672,0.0426776,0.00912206,0.00857361,0.00575566,0.0455091,0.00561838,0.00585857,0.0111454,0.0206423,0.024431,0.018037,0.0669819,0.0774447,0,0,0,0,0,0,0,0
6,0.0789541,0.0500975,0,0,0,0,0,0,0.0245808,0.0108886,0.0117677,0.00565111,0,0,0.0493209,0,0.0577363,0.0332413,0.0461117,0.023268,0.0224262,0.0273923,0.00398622,0.0945361,0.0145885,0.0264343,0.0205423,0.0360754,0.0127727,0.0145614,0.00797743,0.031175,0.0306902,0.0342384,0.0237444,0.0281145,0.010089,0.00839209,0.00653203,0.00449606,0.0871308,0,0,0.0343614,0,0.0142779,0.0210961,0.0399913,0.0100933,0.0186867,0.00479164,0.00490436,0.0657054,0.0086697,0.0426615,0.00914197,0.00851236,0.00552591,0.0454634,0.00549112,0.00565165,0.0113872,0.0227047,0.0241873,0.0182746,0.0680052,0.078412,0,0,0,0,0,0,0,0
7,0.0788383,0.0506441,0,0,0,0,0,0,0.0248302,0.0100621,0.0120504,0.00484399,0,0,0.0488699,0,0.0559159,0.0337102,0.0460296,0.0236026,0.0223286,0.0278141,0.00346429,0.0956956,0.0144256,0.0263458,0.0206845,0.0356565,0.0128838,0.0146463,0.00777449,0.0312627,0.0309145,0.0341516,0.0249907,0.0284942,0.0102635,0.00818412,0.00653358,0.00355231,0.0888864,0,0,0.0334366,0,0.0147028,0.0215187,0.0401246,0.00980689,0.0192228,0.0045524,0.00493596,0.0699744,0.00870211,0.0426519,0.00909688,0.0085213,0.0053343,0.0454199,0.00534969,0.00545013,0.0113963,0.0253055,0.0238877,0.0185988,0.0692531,0.0789457,0,0,0,0,0,0,0,0
8,0.0771054,0.0571224,0,0,0,0,0,0,0.0136885,0.00935886,0.0115815,0.00305257,0,0,0.0465664,0,0.0512306,0.0344269,0.0392442,0.0172241,0.0279203,0.00706446,0.00405146,0.101274,0.00922985,0.00840056,0.00715542,0.0416759,0.00952356,0.0102096,0.0101338,0.0289495,0.0145779,0.0328328,0.0284617,0.0299758,0.0109598,0.00796538,0.0059095,0.0014315,0.0826665,0,0,0.0321946,0,0.0151385,0.0225749,0.0409118,0.00790644,0.0208454,0.00426867,0.00583849,0.0658858,0.0101115,0.0434542,0.0100928,0.00954646,0.00376119,0.0442361,0.00410805,0.00400631,0.0123119,0.0268714,0.0238725,0.0193691,0.0742533,0.0767848,0,0,0,0,0,0,0,0
9,0.0797625,0.0505696,0,0,0,0,0,0,0.0259513,0.0100943,0.0122009,0.00411057,0,0,0.0500277,0,0.0555236,0.0342019,0.0459772,0.0237839,0.0235928,0.0282489,0.00381463,0.0956281,0.0141009,0.0263683,0.0210137,0.0351776,0.0129169,0.0149544,0.00738944,0.0311333,0.0323234,0.0345528,0.0249963,0.0281435,0.0103297,0.00816408,0.00656042,0.00320602,0.0900042,0,0,0.0317173,0,0.0148884,0.0215302,0.0393876,0.0094521,0.0200923,0.00423286,0.00540523,0.0717115,0.00853293,0.0424841,0.00903088,0.00862995,0.00515796,0.045542,0.00525411,0.00518028,0.0112981,0.0259984,0.0236204,0.0187427,0.0691271,0.0796107,0,0,0,0,0,0,0,0
10,0.0792437,0.0487944,0,0,0,0,0,0,0.0263699,0.0108319,0.0120926,0.00457462,0,0,0.0506001,0,0.0581538,0.0337344,0.0462494,0.0237731,0.023736,0.0283119,0.00390429,0.0920666,0.0142698,0.0263447,0.0211308,0.0350453,0.0129419,0.0151091,0.0073786,0.0310975,0.0328079,0.0334969,0.0228133,0.0271624,0.0102445,0.0082882,0.00656872,0.00386665,0.0880227,0,0,0.0301007,0,0.0147859,0.0207901,0.0388641,0.00921001,0.019659,0.00391718,0.00554622,0.0685637,0.00843537,0.0423882,0.00906307,0.00858729,0.0050071,0.045713,0.00516334,0.00494257,0.0110411,0.023485,0.0231633,0.0182904,0.0662042,0.0783179,0,0,0,0,0,0,0,0
11,0.0794918,0.0479621,0,0,0,0,0,0,0.0268705,0.0109369,0.0120355,0.00463138,0,0,0.0510757,0,0.0581994,0.0338761,0.0465144,0.023666,0.0236781,0.0283274,0.00420838,0.0909221,0.0143398,0.0261133,0.0211384,0.0350659,0.0129168,0.015169,0.00738503,0.0310527,0.0333566,0.0333844,0.0227969,0.0268377,0.009951,0.00833693,0.00642971,0.00413089,0.0870471,0,0,0.0288663,0,0.0145299,0.0201169,0.0388231,0.00896409,0.0192236,0.00400493,0.00569445,0.0663279,0.0084129,0.042485,0.00905897,0.00864552,0.00500184,0.045776,0.00512948,0.00488816,0.0105901,0.0217998,0.0224246,0.017771,0.0645274,0.0778884,0,0,0,0,0,0,0,0
12,0.0795627,0.0474987,0,0,0,0,0,0,0.0269437,0.0108712,0.0120051,0.00444825,0,0,0.0514875,0,0.0581018,0.034013,0.046704,0.023438,0.0233762,0.0282315,0.00436749,0.08983,0.0143057,0.0257702,0.0209805,0.0351393,0.0128587,0.01509,0.00733827,0.0310206,0.0336361,0.0330957,0.0227368,0.0266007,0.00961258,0.00833733,0.00629463,0.00406865,0.0862123,0,0,0.0276803,0,0.0142355,0.019549,0.0383169,0.00861772,0.0187764,0.00403405,0.005856,0.0646172,0.00838715,0.0424776,0.00899718,0.00878117,0.00497325,0.0458311,0.00506692,0.00477725,0.0100755,0.0207234,0.0218088,0.0173375,0.0634927,0.0774675,0,0,0,0,0,0,0,0
13,0.0797501,0.0473649,0,0,0,0,0,0,0.0271287,0.0105924,0.0120818,0.00445499,0,0,0.052312,0,0.0578557,0.0343924,0.0467881,0.0232342,0.0230386,0.0282039,0.00456892,0.0889895,0.0141339,0.0256159,0.020787,0.0351663,0.0128591,0.0150155,0.00727765,0.0310533,0.0338908,0.0330177,0.0226807,0.0263852,0.00952434,0.00841468,0.00619868,0.00403852,0.0857354,0,0,0.0264358,0,0.0140567,0.0191359,0.0380853,0.00840385,0.0186553,0.0040516,0.00633265,0.0633807,0.00840706,0.042452,0.00899575,0.00895766,0.00493169,0.04583,0.00500899,0.00473582,0.00994632,0.0201239,0.0214291,0.0170232,0.062957,0.0772368,0,0,0,0,0,0,0,0
14,0.0803719,0.0475925,0,0,0,0,0,0,0.0278165,0.0105114,0.0121568,0.00456589,0,0,0.0534055,0,0.0576762,0.0348345,0.0467122,0.0230645,0.023542,0.0282667,0.00501399,0.0889803,0.0138089,0.0257713,0.0206206,0.0353162,0.0128449,0.0151027,0.00719087,0.0310383,0.0347257,0.0334607,0.0226522,0.0260364,0.0095865,0.00851768,0.006183,0.0042295,0.085862,0,0,0.0252647,0,0.0139308,0.0188769,0.0380869,0.00826711,0.0188218,0.0040453,0.00670972,0.0626305,0.00839182,0.0424767,0.00901435,0.00904802,0.00491868,0.0458704,0.00497452,0.00470738,0.00993298,0.0199934,0.0209685,0.0167637,0.0627713,0.0774375,0,0,0,0,0,0,0,0
15,0.0810876,0.0479937,0,0,0,0,0,0,0.028473,0.0105435,0.0122503,0.00455583,0,0,0.0544506,0,0.0575323,0.0353873,0.0466966,0.0229989,0.0237885,0.0284108,0.00521171,0.0892872,0.0136064,0.0257299,0.0204799,0.0354886,0.0128624,0.0152757,0.00717692,0.0310018,0.0354412,0.0339451,0.022623,0.0256781,0.00972778,0.00856345,0.0061715,0.00419659,0.0862318,0,0,0.0241989,0,0.0137041,0.0186423,0.0382394,0.0081852,0.0188585,0.00400565,0.00686426,0.0623141,0.00839806,0.0425648,0.00901062,0.00903951,0.00489612,0.0458993,0.00495413,0.00465942,0.0100315,0.0203205,0.0202406,0.0164455,0.0628816,0.0778418,0,0,0,0,0,0,0,0
16,0.0823445,0.0488376,0,0,0,0,0,0,0.028984,0.0105465,0.0122983,0.0044416,0,0,0.0556898,0,0.057392,0.0360875,0.046733,0.0229584,0.0235541,0.0285916,0.00499834,0.0903685,0.0133164,0.0254849,0.0203533,0.0356327,0.0129086,0.0153667,0.00719502,0.0309181,0.036004,0.0347641,0.0227281,0.0253493,0.00995364,0.00861544,0.00620632,0.00387863,0.0870972,0,0,0.0232548,0,0.0133948,0.0184692,0.0385912,0.0081737,0.0187384,0.00389263,0.00670991,0.0624382,0.00842653,0.0426856,0.00902603,0.00894177,0.00484526,0.0458827,0.00492174,0.00459903,0.0102866,0.020987,0.0195194,0.0161211,0.0636067,0.0788122,0,0,0,0,0,0,0,0
17,0.083282,0.0494368,0,0,0,0,0,0,0.0292612,0.0102519,0.0123668,0.00450405,0,0,0.0565638,0,0.0570962,0.0366143,0.046801,0.022853,0.0231098,0.0287518,0.00473108,0.0911994,0.0131702,0.0252171,0.0202577,0.0356662,0.0129367,0.0153897,0.00718586,0.0308871,0.0363969,0.035224,0.0225764,0.0250622,0.0101314,0.00867028,0.00623135,0.0036915,0.0878497,0,0,0.0224519,0,0.0131273,0.0181307,0.0387169,0.00808529,0.0185457,0.00375334,0.00650493,0.0627341,0.00843484,0.0427468,0.00901374,0.00887642,0.00476717,0.0458652,0.00485947,0.00449067,0.0104641,0.0217306,0.0188188,0.0157072,0.0641164,0.0795802,0,0,0,0,0,0,0,0
18,0.0856769,0.0513998,0,0,0,0,0,0,0.0297635,0.0104997,0.0124224,0.00455203,0,0,0.0584354,0,0.0569161,0.0374399,0.0467714,0.0226621,0.0233517,0.0289002,0.0046326,0.0942124,0.0130996,0.0250868,0.0202412,0.0356132,0.0129054,0.0154595,0.00706784,0.0308374,0.0370618,0.0370058,0.0227395,0.024706,0.01034,0.00871874,0.00633376,0.00367575,0.0897559,0,0,0.022018,0,0.0128193,0.0179384,0.0386379,0.00805216,0.0187336,0.00355707,0.00632819,0.0635725,0.00844628,0.0427239,0.00900944,0.00885372,0.00464578,0.0458591,0.00479072,0.00436565,0.0107365,0.0230151,0.0182686,0.0153428,0.0662282,0.0816213,0,0,0,0,0,0,0,0
19,0.086601,0.0520732,0,0,0,0,0,0,0.0300077,0.0103396,0.0124818,0.00442436,0,0,0.0593184,0,0.0565752,0.0378603,0.0468384,0.0224926,0.0233641,0.0289627,0.00445546,0.0953831,0.0130964,0.0250109,0.0202642,0.0354451,0.0129351,0.0155038,0.00698281,0.03083,0.037286,0.0374541,0.0226303,0.0243435,0.0105685,0.00872829,0.00641481,0.00373083,0.0907775,0,0,0.0215565,0,0.0124775,0.01762,0.0386015,0.00797619,0.0189428,0.00343491,0.00622884,0.0644165,0.00847126,0.0427039,0.00902053,0.00888373,0.00451624,0.045821,0.00472065,0.00426986,0.0110063,0.0241122,0.0174485,0.0148512,0.0670154,0.0824595,0,0,0,0,0,0,0,0
20,0.0897286,0.0542904,0,0,0,0,0,0,0.030406,0.0103204,0.0124881,0.00388747,0,0,0.0614439,0,0.0556424,0.0388978,0.0467125,0.0220616,0.0238943,0.0288798,0.00424777,0.0999056,0.0129735,0.0249444,0.020273,0.0353394,0.0128651,0.0155261,0.00678817,0.0307662,0.0378591,0.0399956,0.0235643,0.0240219,0.010946,0.00874366,0.00651783,0.00336456,0.0938176,0,0,0.0217947,0,0.0118705,0.0175504,0.0388715,0.00812975,0.0194388,0.00334628,0.00596313,0.0665074,0.00851974,0.0428307,0.00909582,0.00890826,0.00441522,0.0457081,0.00470456,0.00427833,0.01149,0.0256766,0.016857,0.0144531,0.0699021,0.0853884,0,0,0,0,0,0,0,0
21,0.0904432,0.0548494,0,0,0,0,0,0,0.0305314,0.009616,0.0126136,0.00376455,0,0,0.0620768,0,0.0541069,0.0394766,0.046768,0.021846,0.0233745,0.0289229,0.00418371,0.101589,0.0129705,0.0249306,0.0203029,0.0351203,0.0129176,0.015536,0.00666518,0.0308572,0.037887,0.0403421,0.0242587,0.0239337,0.0112976,0.00873427,0.00663855,0.00300678,0.0950936,0,0,0.0216835,0,0.0114945,0.0173763,0.0394704,0.00827587,0.0197201,0.0032946,0.00584981,0.0682468,0.00861094,0.0429973,0.00917027,0.00893824,0.00432834,0.0455883,0.00468011,0.00429459,0.0119576,0.0270569,0.0160489,0.0139709,0.0708846,0.0862883,0,0,0,0,0,0,0,0
22,0.0906924,0.0554798,0,0,0,0,0,0,0.0308022,0.00908309,0.0128652,0.00381483,0,0,0.0625892,0,0.0525499,0.0401343,0.0467415,0.0217225,0.0230232,0.0290666,0.00430342,0.102983,0.0130165,0.0250681,0.020373,0.0348627,0.0129817,0.0155846,0.00655939,0.0309874,0.0380213,0.0403619,0.0246946,0.023761,0.011556,0.00870766,0.00672832,0.00280997,0.0959641,0,0,0.0215659,0,0.0112575,0.0173046,0.0395152,0.00820206,0.0199364,0.00324796,0.00583244,0.0700586,0.0086813,0.0429858,0.00918822,0.00900253,0.00418449,0.0455056,0.00458187,0.00417087,0.0122119,0.0287319,0.0149841,0.0134668,0.0718921,0.0867702,0,0,0,0,0,0,0,0
23,0.0909007,0.0598429,0,0,0,0,0,0,0.0117137,0.00874313,0.0106504,0.0041895,0,0,0.0634211,0,0.0506639,0.0409717,0.0397046,0.0183205,0.0277063,0.00859051,0.00505742,0.106092,0.0115361,0.0120061,0.00946879,0.040928,0.0108977,0.0109761,0.0110609,0.0293671,0.0123145,0.0405304,0.0256449,0.0236794,0.0124316,0.00872292,0.00650679,0.00179983,0.0916506,0,0,0.0210961,0,0.0109127,0.0173589,0.0403034,0.00685853,0.0201566,0.00339817,0.00628012,0.0647228,0.0101109,0.0438117,0.0101885,0.00995273,0.00261776,0.0443167,0.00335792,0.00282275,0.0132679,0.0278683,0.0139746,0.0128497,0.0745813,0.0861135,0,0,0,0,0,0,0,0
24,0.0880112,0.0530153,0,0,0,0,0,0,0.0305706,0.00818909,0.0127827,0.00439948,0,0,0.0627337,0,0.0539153,0.0390634,0.0466653,0.0206871,0.0230037,0.0285669,0.00410524,0.0973931,0.0129702,0.0248021,0.0200234,0.0346088,0.0128986,0.0152583,0.00646239,0.0311299,0.0374148,0.0377241,0.0218625,0.0216733,0.011973,0.00928118,0.0068465,0.00385859,0.0922151,0,0,0.0194163,0,0.0101727,0.0154239,0.0391894,0.00798895,0.0194851,0.00318353,0.00621494,0.0664183,0.00880973,0.0429968,0.00926578,0.00915968,0.00391589,0.0454523,0.00435597,0.00383917,0.0126349,0.0272246,0.0133256,0.0112804,0.0678841,0.0835404,0,0,0,0,0,0,0,0
25,0.0857658,0.0511195,0,0,0,0,0,0,0.0301503,0.00708244,0.0125064,0.00508961,0,0,0.0623075,0,0.0531777,0.0384266,0.0467728,0.0199679,0.0228547,0.0280329,0.00451465,0.0921704,0.0130662,0.024342,0.0198299,0.0345922,0.0128126,0.0148936,0.00650366,0.0312303,0.0366912,0.0356718,0.0212404,0.0210001,0.0118914,0.00978907,0.0067206,0.00508589,0.0868704,0,0,0.0172455,0,0.00941415,0.0130962,0.0390258,0.00780327,0.0188756,0.00330701,0.00694206,0.0589769,0.00890461,0.0431042,0.00931142,0.00926472,0.00385849,0.0454073,0.00426144,0.00374573,0.0126873,0.0230102,0.0119565,0.00990279,0.0635045,0.079903,0,0,0,0,0,0,0,0
26,0.0890152,0.0549641,0,0,0,0,0,0,0.0302296,0.00721844,0.012493,0.00540293,0,0,0.0648397,0,0.0528916,0.0392507,0.0468398,0.0196434,0.0225823,0.027914,0.00497842,0.0953521,0.0132633,0.0241034,0.0198625,0.0345084,0.0128253,0.0147846,0.00658048,0.0313069,0.0366183,0.0376994,0.0211938,0.0203998,0.0117439,0.010036,0.00659624,0.00575565,0.0858604,0,0,0.0163958,0,0.00884498,0.011602,0.0389981,0.00763987,0.0185847,0.00354925,0.0073809,0.0537439,0.0089705,0.0431998,0.00933606,0.00935822,0.00386322,0.0453169,0.00420394,0.00375338,0.0125873,0.0202954,0.0102615,0.00917448,0.0659811,0.0812942,0,0,0,0,0,0,0,0
27,0.0909195,0.0581372,0,0,0,0,0,0,0.0301208,0.00711805,0.0124547,0.00584914,0,0,0.0668178,0,0.052602,0.039876,0.0468746,0.0192358,0.0223845,0.0277578,0.00562173,0.0967994,0.0133351,0.0238826,0.0196928,0.0344286,0.0127966,0.0146775,0.00658608,0.0313792,0.0363629,0.0387388,0.0212594,0.0199889,0.0115268,0.010355,0.00644234,0.00648144,0.084135,0,0,0.0157483,0,0.00841236,0.0104851,0.0390426,0.00745509,0.018322,0.00379326,0.00791597,0.0488756,0.00899606,0.0432933,0.00933271,0.0093935,0.00390643,0.0452709,0.00415976,0.00377091,0.0123001,0.0181515,0.00899509,0.00859527,0.0678748,0.0816753,0,0,0,0,0,0,0,0
28,0.0917065,0.0604485,0,0,0,0,0,0,0.0300284,0.0067702,0.0124364,0.0062221,0,0,0.068194,0,0.052563,0.0401111,0.0469044,0.0188413,0.0223501,0.0276531,0.00621542,0.0970158,0.013329,0.0237511,0.0195955,0.0343778,0.0127801,0.0146216,0.0065644,0.0314235,0.0361865,0.0390877,0.021343,0.0198682,0.0113866,0.0107136,0.00627586,0.00704833,0.0821441,0,0,0.0153085,0,0.0080487,0.00947564,0.0391149,0.00733228,0.0181617,0.00395896,0.00838494,0.0448294,0.00901444,0.0433927,0.00931282,0.00939666,0.00395522,0.0452662,0.00413679,0.00378279,0.0120485,0.0165565,0.00854005,0.00803297,0.0691762,0.0814168,0,0,0,0,0,0,0,0
29,0.0918485,0.0619659,0,0,0,0,0,0,0.0300018,0.00661576,0.0124387,0.00649327,0,0,0.0688968,0,0.0529393,0.0400576,0.0469305,0.0185633,0.0224275,0.0276019,0.00662828,0.0966167,0.0133833,0.0236653,0.0195545,0.0343359,0.0127984,0.0145787,0.00655388,0.0314202,0.0361004,0.0391044,0.0214345,0.0199021,0.0113773,0.010991,0.00622382,0.00746482,0.0802268,0,0,0.0149912,0,0.00789568,0.00836818,0.0392017,0.00732834,0.0181192,0.00406518,0.00875037,0.0415564,0.00901202,0.0434609,0.00927949,0.00938795,0.0040099,0.0452827,0.00415897,0.00382767,0.0118901,0.015245,0.00836102,0.00759426,0.0699548,0.0808249,0,0,0,0,0,0,0,0
30,0.0917789,0.0628077,0,0,0,0,0,0,0.030034,0.00645675,0.0124234,0.00663746,0,0,0.0693527,0,0.0534631,0.0402879,0.0469864,0.0184048,0.0225248,0.0275896,0.00683266,0.0960073,0.0134176,0.0236096,0.0195146,0.0343092,0.0128529,0.0145632,0.00656961,0.0313726,0.0360947,0.0392445,0.0214899,0.0196382,0.0114186,0.0111584,0.00620201,0.00774162,0.0785861,0,0,0.0146654,0,0.00793158,0.00744343,0.0392798,0.00737743,0.0181546,0.00406559,0.00897152,0.0387985,0.00899241,0.0434943,0.00924635,0.0093818,0.00401707,0.0452548,0.00416072,0.00383809,0.0117741,0.0139675,0.0080516,0.00733326,0.0701652,0.080168,0,0,0,0,0,0,0,0
31,0.0915462,0.0632162,0,0,0,0,0,0,0.0301814,0.00643635,0.0125096,0.00669357,0,0,0.0698535,0,0.0538147,0.041061,0.04706,0.0182656,0.0225985,0.0275662,0.0068545,0.0953155,0.0133994,0.0235722,0.0194694,0.0343069,0.012883,0.0145736,0.00656656,0.0313623,0.036239,0.0395324,0.0216133,0.0191153,0.0114735,0.0112054,0.00622748,0.00788546,0.0770924,0,0,0.0142987,0,0.00800793,0.00710814,0.0393429,0.00743516,0.0181935,0.00403661,0.0090486,0.0363663,0.00897011,0.0435416,0.00928544,0.00939471,0.00397885,0.0452327,0.00412911,0.0037922,0.0117005,0.012801,0.00771754,0.00715658,0.0699475,0.0794377,0,0,0,0,0,0,0,0
32,0.0910267,0.0633703,0,0,0,0,0,0,0.0302772,0.00662718,0.0125167,0.00667053,0,0,0.0701621,0,0.0538521,0.0419421,0.0471389,0.0179353,0.0226808,0.0274511,0.00679161,0.0942964,0.0133057,0.0234424,0.0193449,0.0343473,0.0128632,0.0145712,0.00650242,0.0313571,0.0364574,0.0396847,0.0218687,0.0183266,0.0109457,0.011221,0.00611611,0.00787251,0.0753236,0,0,0.0139174,0,0.00806744,0.00737469,0.0394437,0.00754672,0.0182025,0.00455507,0.00899369,0.0338976,0.00883153,0.0435294,0.00917357,0.00935681,0.00426309,0.0451966,0.00432583,0.00411604,0.0111905,0.0118565,0.00754425,0.00700792,0.0694656,0.0783968,0,0,0,0,0,0,0,0
33,0.0904599,0.0633413,0,0,0,0,0,0,0.0305314,0.00685065,0.0125449,0.00665159,0,0,0.0705154,0,0.0537549,0.0422232,0.0472207,0.0176867,0.0228958,0.0273905,0.00676374,0.0932907,0.0132001,0.0232783,0.0192314,0.034363,0.0128459,0.01459,0.00647587,0.0313386,0.0368041,0.0400155,0.0219973,0.0175929,0.0108544,0.0112973,0.00615281,0.00787482,0.0737791,0,0,0.0135832,0,0.00816554,0.0077397,0.0394473,0.00760204,0.0182807,0.00457021,0.0088597,0.0317774,0.00878018,0.0436034,0.0092242,0.00934002,0.00426692,0.0452131,0.00432988,0.0041217,0.0110626,0.0110245,0.00745526,0.00687235,0.0689329,0.0773958,0,0,0,0,0,0,0,0
34,0.090018,0.0633676,0,0,0,0,0,0,0.0308487,0.00691447,0.0125254,0.00668446,0,0,0.070933,0,0.0536612,0.0413256,0.0472923,0.0174465,0.0233445,0.0273429,0.006868,0.0923821,0.0130804,0.0230933,0.0191418,0.0343826,0.0128155,0.0146321,0.00645486,0.031305,0.0372926,0.0405843,0.0220279,0.0171292,0.0108329,0.0113671,0.00631775,0.00799275,0.0724081,0,0,0.0134065,0,0.00826301,0.00773898,0.0394055,0.00771266,0.0184441,0.00440427,0.00876833,0.0297153,0.00871384,0.0437195,0.00919141,0.00931926,0.0042379,0.0452823,0.00432934,0.00405536,0.0109296,0.0101985,0.00727817,0.00672195,0.0685105,0.0765417,0,0,0,0,0,0,0,0
