Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,LWRB,LBHD
1386,0.0151794,0.00939784,0,0,0,0,0,0,0.0113053,0.004681,0.00740468,0.015587,0,0.0235585,0,0.0205109,0.0121998,0.046757,0.0205347,0.0261303,0.00876672,0.00304927,0.0181346,0.00515077,0.0101855,0.00687965,0.0366793,0.00449106,0.00412325,0.00468007,0.0258684,0.00957764,0.022566,0.00980158,0.0199571,0.014553,0.00464411,0.00954596,0.0255302,0,0,0.0384826,0,0.00663687,0.0230354,0.045471,0.0189046,0.0299117,0.0107305,0.0146499,0.0096103,0.0056483,0.0387032,0.0054825,0.00528767,0.0119594,0.0502492,0.00991068,0.0171818,0.0240016,0.022897,0.0109725,0.0081362,0.00700602,0.0165492,0,0,0,0,0,0,0,0.00755307,0
1387,0.0160695,0.00968084,0,0,0,0,0,0,0.0111809,0.00497206,0.00733633,0.0160263,0,0.024786,0,0.0205895,0.0125369,0.046604,0.0209822,0.0260456,0.00892875,0.00287928,0.0181662,0.00516262,0.0103854,0.00687799,0.0365441,0.00476197,0.00463869,0.00483712,0.0258196,0.00957759,0.023377,0.00980174,0.0212601,0.0147592,0.00562355,0.00987589,0.0259788,0,0,0.039398,0,0.00692713,0.0237437,0.0453418,0.018995,0.0297223,0.0110011,0.015032,0.0101926,0.00532367,0.0386915,0.00529678,0.00497215,0.0120498,0.0505294,0.0102808,0.0170672,0.0267071,0.0233315,0.0116553,0.00876372,0.00712176,0.0172909,0,0,0,0,0,0,0,0.00751441,0
1388,0.016971,0.00993618,0,0,0,0,0,0,0.0109382,0.00533248,0.0071728,0.0166017,0,0.0259987,0,0.0207803,0.0128204,0.0464373,0.0213768,0.0259478,0.00914421,0.00283138,0.0181487,0.00523036,0.0105956,0.0068639,0.0363167,0.00507614,0.00512691,0.00505675,0.0257208,0.00934167,0.0241723,0.00983709,0.0226716,0.0149904,0.0063266,0.0102751,0.0264568,0,0,0.040183,0,0.00728899,0.024305,0.0452162,0.0192294,0.0296014,0.0112119,0.0154893,0.0107862,0.00504523,0.0386618,0.00518508,0.00470751,0.0122212,0.0508067,0.010605,0.0170519,0.0286908,0.0236479,0.0121952,0.00939939,0.00724149,0.0180811,0,0,0,0,0,0,0,0.00740247,0
1389,0.0179216,0.0104233,0,0,0,0,0,0,0.0108698,0.00558925,0.0070399,0.0173347,0,0.026982,0,0.0211514,0.0129757,0.0462204,0.0217847,0.0257892,0.00937702,0.00289701,0.0178348,0.00522668,0.0106581,0.00676133,0.0358955,0.00538716,0.00554341,0.005351,0.0256273,0.00920076,0.0248521,0.0100011,0.0240315,0.015083,0.00675999,0.0108164,0.0273105,0,0,0.0417009,0,0.00772436,0.0254675,0.0450643,0.019401,0.029456,0.0111578,0.0159194,0.0114238,0.00476758,0.0385236,0.00507289,0.00441973,0.0124609,0.051042,0.0107338,0.017023,0.0301073,0.0244314,0.0128083,0.00986792,0.00766592,0.0190729,0,0,0,0,0,0,0,0.00717954,0
1390,0.0216258,0.0110998,0,0,0,0,0,0,0.0171884,0.00594703,0.00650443,0.0159152,0,0.0282791,0,0.0213426,0.0135176,0.0430804,0.0159598,0.0261076,0.0199332,0.00468497,0.0177064,0.0137345,0.0250431,0.0164045,0.0383551,0.0107552,0.0147228,0.00534499,0.0249246,0.0209693,0.0255281,0.00998914,0.0253885,0.0164194,0.00720469,0.0105249,0.0309709,0,0,0.0309237,0,0.00717082,0.0190951,0.0449569,0.019339,0.0288083,0.0104912,0.0171144,0.0102434,0.00463189,0.0387733,0.0048776,0.00449694,0.0121845,0.0506934,0.0103741,0.0165433,0.0310887,0.0182271,0.0109196,0.00768662,0.008575,0.0221713,0,0,0,0,0,0,0,0.00720799,0
1391,0.0202738,0.0109122,0,0,0,0,0,0,0.0101045,0.0060985,0.00672083,0.0182256,0,0.0293346,0,0.0216697,0.013976,0.0454745,0.0225735,0.0256863,0.00989846,0.00319585,0.0177348,0.00522325,0.0108982,0.00677623,0.0355897,0.00602514,0.00650587,0.00578762,0.0252464,0.00842116,0.0264717,0.0100857,0.0266056,0.0153927,0.00764305,0.0114301,0.0290225,0,0,0.0447891,0,0.00891296,0.0272663,0.0448227,0.0199878,0.0291024,0.010496,0.0164602,0.0136028,0.00494134,0.0384883,0.00511496,0.0047221,0.0126296,0.0511895,0.0107252,0.0168196,0.032586,0.0264663,0.0147295,0.0103373,0.00816464,0.0211418,0,0,0,0,0,0,0,0.00713194,0
1392,0.0266778,0.0124198,0,0,0,0,0,0,0.00922933,0.00708138,0.00684888,0.0199334,0,0.03237,0,0.0212826,0.0159969,0.0455693,0.0231195,0.0248214,0.0107227,0.00551134,0.0213714,0.00574611,0.0119967,0.00743482,0.0356794,0.00669699,0.00756943,0.00616569,0.0251608,0.00695893,0.0283618,0.00980205,0.0281949,0.0180874,0.00788265,0.0133688,0.0326061,0,0,0.0278532,0,0.00333827,0.0102513,0.0445581,0.0205074,0.0282221,0.01004,0.0194746,0.0254972,0.00507142,0.0386634,0.00497294,0.00493846,0.0124626,0.0508876,0.0105381,0.0169035,0.0348128,0.0284693,0.00495613,0.00723542,0.00844348,0.0249861,0,0,0,0,0,0,0,0.0080181,0
1393,0.0276311,0.0129212,0,0,0,0,0,0,0.00903102,0.00727361,0.00715224,0.0204105,0,0.0339536,0,0.0213294,0.0167408,0.0452933,0.0234563,0.0248124,0.0111425,0.00579026,0.0220167,0.00583869,0.0123731,0.00754028,0.0356766,0.00712341,0.00820597,0.00643012,0.0249803,0.00665492,0.0293571,0.00980661,0.0288481,0.0181745,0.00821851,0.0137294,0.0326842,0,0,0.0308225,0,0.00331775,0.0117762,0.0443736,0.0208888,0.0280238,0.00971707,0.0197907,0.0263601,0.00521185,0.0387406,0.00502535,0.00525835,0.0126338,0.0508584,0.0106664,0.0172505,0.0361785,0.0313016,0.00496738,0.00737526,0.00867915,0.0256541,0,0,0,0,0,0,0,0.00825761,0
1394,0.0283333,0.0136307,0,0,0,0,0,0,0.00911672,0.00747462,0.00748531,0.0208005,0,0.0356019,0,0.0212604,0.0174827,0.0449578,0.0236549,0.0248078,0.0118363,0.00605899,0.0227775,0.00601909,0.0130318,0.00783743,0.0356825,0.0075905,0.00896147,0.00657907,0.0248113,0.00673552,0.0304352,0.00973202,0.0287435,0.0181956,0.00844253,0.0140814,0.0322754,0,0,0.0341705,0,0.00325271,0.0135539,0.0441238,0.0214188,0.0278327,0.00951479,0.0201112,0.0268951,0.00542199,0.038872,0.00502433,0.00558765,0.0131737,0.0510851,0.0109933,0.0180021,0.0360514,0.0340536,0.00501917,0.00749593,0.00915986,0.0261835,0,0,0,0,0,0,0,0.00848146,0
1395,0.0289949,0.0144422,0,0,0,0,0,0,0.00984548,0.00755088,0.00804057,0.0211274,0,0.0371312,0,0.0211446,0.0181713,0.0445593,0.0235935,0.0248339,0.0129144,0.00629706,0.0234288,0.00637799,0.0140527,0.00836941,0.0356874,0.00815407,0.00991596,0.00659292,0.0245633,0.00785904,0.031424,0.00966682,0.0279053,0.0181102,0.00879335,0.0143581,0.0319028,0,0,0.0374087,0,0.00320852,0.0151361,0.0437866,0.0220416,0.0276825,0.00937108,0.0203276,0.0272227,0.00558782,0.0389666,0.00489391,0.0057488,0.0138831,0.0515402,0.0113428,0.0188282,0.0346496,0.0366446,0.00503563,0.00746863,0.00985042,0.0266995,0,0,0,0,0,0,0,0.00856622,0
1396,0.0298367,0.0151176,0,0,0,0,0,0,0.0132706,0.00741307,0.00891201,0.0210303,0,0.038486,0,0.0210626,0.0187835,0.0437454,0.0222877,0.0250026,0.0159749,0.00672334,0.023936,0.00808673,0.0174977,0.0104471,0.0361608,0.00937413,0.0121409,0.00633443,0.0241451,0.0130816,0.0320038,0.00974185,0.0272188,0.0179106,0.00944025,0.014411,0.0316731,0,0,0.0405969,0,0.00327582,0.0163461,0.0434026,0.0225594,0.0275974,0.00914801,0.0204779,0.0271954,0.0056398,0.0389703,0.00453371,0.00566045,0.0142627,0.0519073,0.0115196,0.0191584,0.033047,0.0388969,0.00489114,0.00725682,0.0104172,0.027219,0,0,0,0,0,0,0,0.00850623,0
1397,0.0307562,0.0161161,0,0,0,0,0,0,0.0170518,0.00705348,0.0101183,0.0209769,0,0.0396951,0,0.021146,0.0193124,0.0432838,0.0215504,0.0252309,0.0186249,0.00695811,0.0247503,0.00953125,0.0201421,0.0121916,0.0364732,0.0106472,0.0141058,0.00634879,0.0237293,0.0181877,0.0322811,0.0100716,0.0270363,0.0176985,0.0105154,0.0145464,0.0316144,0,0,0.0435853,0,0.00340702,0.0176566,0.043022,0.0229307,0.0276175,0.00890558,0.0205255,0.0270629,0.0053529,0.0387913,0.00401413,0.00529085,0.0142797,0.0521061,0.0115734,0.0188651,0.0319128,0.0408255,0.0047004,0.00697752,0.0113514,0.027814,0,0,0,0,0,0,0,0.00850212,0
1398,0.0318617,0.0173694,0,0,0,0,0,0,0.017988,0.00654843,0.0106773,0.0212354,0,0.0406823,0,0.0213001,0.0196597,0.0433248,0.0219432,0.0254236,0.0191117,0.00693484,0.0258192,0.00948202,0.0202898,0.0123436,0.0365266,0.0111094,0.0146206,0.00651843,0.0234441,0.0192042,0.0326141,0.0103576,0.0271815,0.0175357,0.0118508,0.0148973,0.031724,0,0,0.0461045,0,0.00365003,0.0190331,0.0426709,0.0233071,0.0277141,0.00886873,0.0204847,0.027008,0.00487026,0.0383673,0.00352633,0.00464594,0.014095,0.0521565,0.0116966,0.0181462,0.0312372,0.0425384,0.00429617,0.00664179,0.0125403,0.0285225,0,0,0,0,0,0,0,0.00886468,0
1399,0.0330023,0.0189016,0,0,0,0,0,0,0.0177313,0.00586211,0.0112343,0.0216138,0,0.0414054,0,0.0214873,0.019839,0.0436325,0.0227355,0.0256076,0.018626,0.0067234,0.0269752,0.0089022,0.0194379,0.0118728,0.0363907,0.0112641,0.014667,0.00680839,0.0231777,0.0186261,0.0329376,0.0106603,0.0273289,0.017332,0.0130303,0.0152666,0.0318521,0,0,0.0483939,0,0.0039377,0.0202661,0.0423078,0.023539,0.0279171,0.00924039,0.0202654,0.0269833,0.0042716,0.0378124,0.00333125,0.00409782,0.0138526,0.0521107,0.0118319,0.0172894,0.0308252,0.0440543,0.00381954,0.00616256,0.0139987,0.0291429,0,0,0,0,0,0,0,0.00913416,0
1400,0.0341496,0.0206083,0,0,0,0,0,0,0.0181991,0.00505329,0.012137,0.0219711,0,0.0418325,0,0.0216482,0.0198827,0.0438872,0.0233056,0.0258157,0.01872,0.00647628,0.028133,0.00878088,0.0191794,0.0118867,0.0363314,0.0117425,0.0150061,0.00703735,0.0227917,0.0190124,0.0331461,0.0109734,0.0274141,0.0169312,0.0137361,0.015537,0.0322578,0,0,0.0503934,0,0.00406113,0.0211564,0.0419237,0.0235855,0.0280901,0.00997416,0.019827,0.027065,0.00365502,0.0372564,0.0033986,0.00365828,0.0136987,0.0520183,0.0119271,0.0166005,0.0303401,0.0453133,0.00350326,0.00561678,0.0155997,0.0296957,0,0,0,0,0,0,0,0.0091516,0
1401,0.0352587,0.0224498,0,0,0,0,0,0,0.0189705,0.00423005,0.013002,0.0224058,0,0.0420667,0,0.0219081,0.0198152,0.0440836,0.0237666,0.026082,0.0193899,0.00624492,0.0292331,0.00890725,0.0192422,0.0122189,0.03643,0.0124734,0.0154705,0.00734269,0.0223227,0.0198325,0.0332226,0.0113078,0.0277109,0.0164244,0.0141063,0.0156641,0.0328139,0,0,0.0521371,0,0.00412267,0.0216779,0.0415224,0.0233494,0.0282726,0.0105439,0.0193771,0.0273295,0.00313728,0.0368188,0.00367686,0.00331436,0.0135542,0.0518865,0.0119104,0.0160673,0.0299685,0.0464442,0.00344754,0.00505268,0.0173437,0.0302311,0,0,0,0,0,0,0,0.00896576,0
1402,0.036266,0.0244068,0,0,0,0,0,0,0.0198622,0.00349786,0.0138878,0.0225098,0,0.0420921,0,0.0222527,0.0196779,0.0442337,0.0241045,0.026529,0.0205153,0.00610866,0.0303418,0.0091772,0.0195362,0.0128024,0.0367416,0.013532,0.0161424,0.00777527,0.0218061,0.0208535,0.0331246,0.0116097,0.0279613,0.0160257,0.0141665,0.0158844,0.0334208,0,0,0.0535825,0,0.00449763,0.0219855,0.0411174,0.0229497,0.0283897,0.0106109,0.0190018,0.0277677,0.00299752,0.0366209,0.0041481,0.0031498,0.0133809,0.051779,0.0118312,0.0157083,0.0302583,0.047341,0.00302911,0.00441038,0.0192671,0.0307976,0,0,0,0,0,0,0,0.00874511,0
1403,0.0372934,0.0263754,0,0,0,0,0,0,0.0209182,0.00294926,0.0148942,0.0224456,0,0.0419621,0,0.0226179,0.0194106,0.0443651,0.0246966,0.0270329,0.0216183,0.00596221,0.0315437,0.00956825,0.0198517,0.0133978,0.0372611,0.0146012,0.0170494,0.00835311,0.0214295,0.0221872,0.0329659,0.0118207,0.0277003,0.015643,0.013712,0.016075,0.034059,0,0,0.0547094,0,0.00485479,0.0224862,0.0406962,0.0224558,0.0283867,0.0101853,0.0185948,0.0283897,0.00323571,0.0366655,0.00480075,0.00320032,0.0130421,0.0517627,0.0115273,0.0152242,0.0306399,0.0480196,0.00255442,0.00372772,0.0212619,0.0312822,0,0,0,0,0,0,0,0.00851747,0
1404,0.0379871,0.0287136,0,0,0,0,0,0,0.0226313,0.00273172,0.0158812,0.0221375,0,0.0417132,0,0.0229962,0.0189972,0.0442259,0.0247031,0.0271934,0.0238148,0.00554357,0.0326841,0.0102447,0.0211738,0.0146832,0.0380372,0.0158985,0.0185502,0.00868393,0.020985,0.0251964,0.0331182,0.0120325,0.0269558,0.015233,0.0129212,0.0158452,0.0344476,0,0,0.0560904,0,0.00508203,0.0230464,0.0403805,0.0219746,0.0282723,0.00946563,0.0178651,0.0293457,0.0035922,0.036816,0.00525754,0.00348144,0.0123629,0.0516557,0.0108884,0.0144107,0.0306642,0.0487479,0.00248165,0.00293593,0.0238897,0.0311648,0,0,0,0,0,0,0,0.00820216,0
1405,0.0388677,0.0299818,0,0,0,0,0,0,0.0256984,0.00279196,0.0167688,0.0217799,0,0.0414148,0,0.0234039,0.0185248,0.0439079,0.024121,0.0271885,0.026772,0.00517854,0.0336239,0.0113159,0.0233436,0.0165356,0.0389717,0.0174121,0.0206321,0.00887059,0.0204419,0.0291685,0.0331448,0.0123158,0.0262849,0.0148875,0.0122048,0.0154424,0.0349814,0,0,0.0564921,0,0.00526768,0.0233037,0.0401277,0.0212511,0.0279937,0.00885242,0.0171469,0.0299827,0.00404469,0.0370211,0.00524972,0.00388167,0.0116926,0.051466,0.0101423,0.0136403,0.0304128,0.0490935,0.00245357,0.00203628,0.0252828,0.0313715,0,0,0,0,0,0,0,0.00772942,0
1406,0.0396142,0.0310406,0,0,0,0,0,0,0.0282166,0.00301229,0.0176512,0.0216086,0,0.0410812,0,0.0237755,0.0181506,0.0436964,0.0237315,0.0271776,0.0293485,0.00483191,0.0346987,0.0121396,0.0250725,0.0182403,0.0398031,0.0189017,0.0224048,0.00914598,0.0199517,0.0322794,0.0331605,0.0125691,0.0254701,0.014561,0.0116572,0.0151328,0.035369,0,0,0.0567342,0,0.00541046,0.0233494,0.0398196,0.0205964,0.0276281,0.008335,0.0163901,0.0304858,0.00452938,0.0371474,0.00508298,0.00430544,0.0111509,0.0512541,0.00966291,0.0130208,0.0295633,0.0493099,0.00279998,0.00129455,0.0264237,0.0315826,0,0,0,0,0,0,0,0.00718726,0
1407,0.0400574,0.0318523,0,0,0,0,0,0,0.0301037,0.00318425,0.0182179,0.0216686,0,0.0407743,0,0.0241567,0.0179226,0.0434733,0.0234756,0.0271085,0.0314765,0.00453228,0.0356856,0.0127654,0.0263693,0.01971,0.0406028,0.0201051,0.0238302,0.00941909,0.0195799,0.0345064,0.0332173,0.0127169,0.024437,0.0142427,0.0113607,0.0150872,0.0355061,0,0,0.0568909,0,0.00545942,0.0234828,0.0395463,0.0201397,0.0270351,0.00797071,0.0155456,0.0308378,0.00504312,0.0371537,0,0.00474727,0.0107931,0.0510883,0.0094353,0.0125807,0.0278446,0.0493657,0.00327727,0.000671218,0.0272783,0.0315863,0,0,0,0,0,0,0,0.00655496,0
1408,0.0404343,0.0325747,0,0,0,0,0,0,0.0314426,0.00322129,0.0186841,0.0216882,0,0.0405149,0,0.0245939,0.0178682,0.0433125,0.0233121,0.0270284,0.0333144,0.00429877,0.0366556,0.0132936,0.0274374,0.0210523,0.0413822,0.0210391,0.025144,0.00974338,0.0192788,0.0362718,0.0332929,0.0127886,0.0232668,0.0139537,0.011135,0.0148124,0.0356041,0,0,0.0569344,0,0.00552001,0.0234428,0.0393119,0.0195808,0.0266653,0.00757279,0.0147752,0.0311416,0.00513717,0.0371469,0.00455493,0.00483358,0.0103081,0.0507554,0.00911795,0.0121259,0.0261889,0.0492773,0.00375463,0.000277192,0.0280301,0.0316101,0,0,0,0,0,0,0,0.00588369,0
1409,0.0405641,0.0330544,0,0,0,0,0,0,0.0323882,0.00316117,0.0189421,0.0216724,0,0.0404709,0,0.0250755,0.0179444,0.04308,0.0230327,0.0268761,0.0347464,0.00400843,0.0375869,0.0136356,0.0281966,0.0222005,0.0420937,0.0219742,0.026339,0.0100298,0.0189815,0.037668,0.0335612,0.0128076,0.0219321,0.0137928,0.0113342,0.0145683,0.0353765,0,0,0.0568367,0,0.00574118,0.0233698,0.0392393,0.0193873,0.0260782,0.00761479,0.0138625,0.03134,0.005189,0.0370446,0.00428639,0.00506953,0.0101587,0.0504915,0.00914106,0.0119505,0.0240818,0.0491596,0.00439788,0.000864561,0.0285206,0.0314799,0,0,0,0,0,0,0,0.0051088,0
1410,0.0404118,0.0331499,0,0,0,0,0,0,0.0332379,0.00320851,0.0190948,0.0216819,0,0.0405246,0,0.025538,0.0180291,0.0429157,0.0226538,0.0267454,0.0356359,0.00379021,0.0382105,0.013739,0.0286912,0.0230875,0.0426775,0.0229291,0.0273771,0.0102955,0.0185923,0.0386401,0.0338039,0.0128841,0.0205992,0.0136307,0.0116524,0.0144352,0.0348415,0,0,0.0564419,0,0.00582247,0.0230383,0.0392814,0.0193872,0.0255085,0.00795186,0.0129268,0.0312166,0.00500447,0.0368681,0.00402638,0.00520064,0.0102757,0.0502598,0.00930754,0.0119384,0.0217604,0.0488632,0.00494558,0.00138731,0.0286382,0.0311439,0,0,0,0,0,0,0,0.00425652,0
1411,0.0384436,0.0316342,0,0,0,0,0,0,0.0346447,0,0.019446,0.0219091,0,0.039748,0,0.0213215,0.0157006,0.0429433,0.0220694,0.0264957,0.0359044,0.00406844,0.0364923,0.0137598,0.0290199,0.0237892,0.0432138,0.0238404,0.028342,0.0105937,0.0181016,0.0390235,0.0331069,0.0164094,0.0191273,0.0135958,0.0117292,0.0147127,0.0326329,0,0,0.0567071,0,0.00571846,0.0230652,0.0393871,0.019422,0.0250167,0.00798245,0.0123911,0.0301457,0.00442053,0.0366673,0.0035515,0.00492108,0.0102982,0.0500928,0.00937619,0.0117794,0.0195841,0.0487105,0.00519339,0.00143112,0.0273442,0.0295298,0,0,0,0,0,0,0,0.00645407,0
1412,0.0404418,0.0331554,0,0,0,0,0,0,0.0363102,0.00305684,0.0199515,0.0219622,0,0.0407768,0,0.0266241,0.0182216,0.0429242,0.0211924,0.0262978,0.035993,0.00409571,0.0395389,0.0136912,0.0292472,0.0243502,0.0435988,0.0246734,0.0291177,0.0106939,0.0175992,0.0397016,0.0341732,0.013037,0.0179066,0.013215,0.0118917,0.0147798,0.0340532,0,0,0.056369,0,0.0058732,0.0230561,0.0395154,0.0193304,0.0251095,0.00810125,0.0117245,0.030826,0.00387611,0.0363104,0.00321639,0.00441651,0.0104638,0.0499519,0.00955015,0.0117375,0.0176155,0.0482999,0.00560483,0.00197229,0.0285783,0.0307964,0,0,0,0,0,0,0,0.00327559,0
1413,0.0403971,0.0329429,0,0,0,0,0,0,0.0372682,0.00306642,0.020844,0.0216926,0,0.0410445,0,0.027285,0.0183032,0.0430158,0.0203796,0.0264524,0.0354757,0.00391649,0.0403276,0.0134258,0.0288563,0.0243646,0.0437467,0.0253723,0.0296886,0.0110733,0.0170615,0.0410251,0.0344917,0.0130787,0.0167961,0.0132036,0.0126227,0.0144636,0.0339838,0,0,0.0549996,0,0.00606363,0.0225679,0.0395601,0.0198486,0.0254188,0.00921717,0.0111504,0.0304206,0.00387192,0.0361434,0.0032678,0.00437171,0.0113551,0.0497298,0.0101014,0.0123799,0.0152051,0.0468335,0.00722972,0.00289736,0.0282527,0.0306555,0,0,0,0,0,0,0,0.00312655,0
1414,0.0403502,0.032912,0,0,0,0,0,0,0.0391773,0.00305738,0.0215884,0.0216153,0,0.0411688,0,0.0277748,0.0182445,0.0429937,0.0192853,0.0262749,0.0352844,0.00434714,0.0408119,0.0133245,0.028779,0.0244769,0.0440092,0.0259616,0.0302341,0.0113751,0.016624,0.0434967,0.0346053,0.013219,0.0155992,0.012982,0.0128727,0.0146743,0.033839,0,0,0.0552303,0,0.00619039,0.022579,0.0396263,0.0202011,0.0255749,0.0096342,0.0109923,0.0302327,0.00366129,0.035719,0.00323668,0.00397449,0.0118633,0.0496339,0.0104121,0.0127165,0.013332,0.0468004,0.00730855,0.00331734,0.0281239,0.030585,0,0,0,0,0,0,0,0.00312372,0
1415,0.0403768,0.0329931,0,0,0,0,0,0,0.0410569,0.00306269,0.0225971,0.0213515,0,0.0412478,0,0.0281833,0.0182063,0.0429555,0.0178543,0.026094,0.0348974,0.00464801,0.0413146,0.0130814,0.0283708,0.024439,0.0443541,0.0263474,0.0306666,0.0116669,0.0162899,0.046455,0.0347705,0.0133663,0.0145685,0.0127789,0.0130974,0.0146444,0.0335556,0,0,0.0551901,0,0.00632074,0.0225747,0.0397039,0.0205689,0.0255767,0.0100488,0.0106488,0.0301706,0.00357419,0.0354052,0.00333143,0.00371306,0.0123466,0.0495371,0.0106986,0.0131089,0.0113188,0.0466803,0.00759142,0.00372391,0.0280684,0.0306171,0,0,0,0,0,0,0,0.00319136,0
1416,0.0405321,0.0331196,0,0,0,0,0,0,0.0433225,0.00305908,0.0239526,0.0209227,0,0.0412527,0,0.0285686,0.0182103,0.0429629,0.0165518,0.025814,0.0345804,0.00490848,0.0418133,0.012868,0.0278212,0.0243917,0.0445978,0.0265171,0.0310435,0.0117489,0.0162151,0.0499496,0.0349536,0.0135064,0.0136706,0.0126633,0.0132054,0.0144547,0.0334057,0,0,0.0550913,0,0.00661591,0.0225695,0.0397525,0.0208567,0.025642,0.0105174,0.0102644,0.0301746,0.00354033,0.0351835,0.00345102,0.0035728,0.0128408,0.0494235,0.0109524,0.0135265,0.00939351,0.0463243,0.00806251,0.00407443,0.0280096,0.0307412,0,0,0,0,0,0,0,0.00342308,0
1417,0.0408298,0.0332878,0,0,0,0,0,0,0.0461195,0.0030252,0.0255088,0.02024,0,0.0411239,0,0.0289672,0.0182349,0.0430251,0.0161264,0.0255017,0.0341374,0.00516298,0.0423398,0.0127174,0.0272035,0.0242836,0.04479,0.0265145,0.0312934,0.0116057,0.0164435,0.0540339,0.0351151,0.0136262,0.0129056,0.0125984,0.0132293,0.0140885,0.0334864,0,0,0.0549105,0,0.00698546,0.022552,0.0397548,0.0211122,0.025718,0.0108969,0.0097614,0.0302234,0.00353297,0.0350707,0.00354811,0.00343587,0.013341,0.0493296,0.0112082,0.0139791,0.00771779,0.0458137,0.00868015,0.00462492,0.0279886,0.0309596,0,0,0,0,0,0,0,0.00378893,0
1418,0.0412632,0.0335655,0,0,0,0,0,0,0.0492694,0.00297413,0.0267982,0.0193722,0,0.0409805,0,0.0293455,0.0182542,0.0431372,0.0164026,0.0251747,0.0334349,0.00547863,0.0429329,0.0126151,0.0264767,0.0240813,0.0450218,0.0263626,0.0312602,0.011297,0.0169153,0.0584787,0.0352457,0.013723,0.0122845,0.0124542,0.0132276,0.0135304,0.0337983,0,0,0.0544869,0,0.0071782,0.0225391,0.0397496,0.0212871,0.025767,0.0112623,0.00924105,0.0303191,0.00356918,0.0350564,0.00360889,0.00330107,0.0137347,0.0492526,0.0114115,0.014437,0.00633428,0.0453785,0.00924663,0.00505385,0.0280879,0.0313077,0,0,0,0,0,0,0,0.00414073,0
1419,0.041828,0.0338321,0,0,0,0,0,0,0.0526302,0.00299814,0.0276806,0.0183814,0,0.0406585,0,0.0296968,0.0181684,0.0433058,0.0166643,0.024917,0.0328076,0.00595456,0.0435529,0.0125561,0.025791,0.0238788,0.0453065,0.0257365,0.0311258,0.0108219,0.0175628,0.063321,0.0351849,0.0138224,0.0118041,0.0122636,0.0131568,0.0128944,0.0341965,0,0,0.0540001,0,0.00740736,0.0223813,0.0397765,0.0213028,0.0260042,0.0115333,0.00891577,0.0303791,0.00350349,0.0350593,0.00359475,0.00314905,0.0140079,0.0491243,0.0115014,0.014754,0.00537263,0.0447752,0.00981281,0.00556155,0.028246,0.0318171,0,0,0,0,0,0,0,0.0045008,0
1420,0.0423494,0.0340974,0,0,0,0,0,0,0.0557226,0.00305723,0.0282971,0.0172011,0,0.0403486,0,0.0300379,0.018047,0.0435026,0.0168541,0.0247048,0.0318793,0.00623098,0.0441926,0.0122229,0.0246815,0.0233358,0.0453921,0.0249329,0.0309941,0.0106022,0.0182225,0.0677736,0.0351258,0.0139312,0.0115208,0.0121133,0.0132224,0.0120997,0.0345157,0,0,0.053302,0,0.00778296,0.0220886,0.0397608,0.0215178,0.0259024,0.0122198,0.00849483,0.0304782,0.00338189,0.0352135,0.00366652,0.00310748,0.0144911,0.0489726,0.0116674,0.0152479,0.00506753,0.0440369,0.0104598,0.00614283,0.0285419,0.0323335,0,0,0,0,0,0,0,0.00493028,0
1421,0.0429319,0.0343428,0,0,0,0,0,0,0.058292,0.0031046,0.0288273,0.0156855,0,0.040112,0,0.030315,0.0179738,0.0435755,0.0168714,0.0244202,0.0314627,0.00627688,0.0447447,0.0118922,0.023586,0.0229117,0.0453992,0.0240949,0.0308199,0.0101997,0.0189769,0.0712337,0.035108,0.0140567,0.011388,0.0120234,0.0131944,0.011136,0.0348404,0,0,0.0525542,0,0.00820794,0.0218215,0.0397179,0.0214761,0.025545,0.0126125,0.0077666,0.0306553,0.00329879,0.0353877,0.00371305,0.00308363,0.0147563,0.0488825,0.0117526,0.0154962,0.00508657,0.0434397,0.0111172,0.00674873,0.0288549,0.0329077,0,0,0,0,0,0,0,0.00533991,0
1422,0.0435273,0.0346093,0,0,0,0,0,0,0.0601927,0.00319771,0.0292442,0.0141466,0,0.0399513,0,0.0305886,0.0179541,0.0434996,0.01697,0.0242165,0.0311233,0.00624797,0.0453475,0.0114385,0.0224422,0.0225407,0.0453252,0.023247,0.0306365,0.00975558,0.0197256,0.0735575,0.0350931,0.0141903,0.0112648,0.0118503,0.013117,0.0102471,0.0350937,0,0,0.0516869,0,0.00849456,0.0216762,0.0396914,0.0213223,0.0252298,0.0128275,0.00715214,0.0309265,0.00319834,0.0356357,0.00375366,0.00305592,0.0148966,0.048788,0.0117542,0.0156114,0.00512746,0.0429177,0.0116919,0.00734713,0.0291132,0.0335239,0,0,0,0,0,0,0,0.00564144,0
