Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,LWRB,LBHD
194,0.0339879,0.0237226,0,0,0,0,0,0,0.0418513,0.00455412,0.0256751,0.0105536,0,0.0329885,0,0.0336158,0.0149708,0.0457807,0.0190405,0.0232,0.0322385,0.00550879,0.0338949,0.0131108,0.0249076,0.0235991,0.0465194,0.0272968,0.0305064,0.0117305,0.0152208,0.0507861,0.0242173,0.016522,0.00783761,0.0112706,0.00885207,0.00151151,0.0264508,0,0,0.0519203,0,0.00887914,0.020881,0.0401576,0.0154025,0.0271423,0.0072425,0.00854981,0.0226,0.00771845,0.0318691,0.00799957,0.00855613,0.00762502,0.0469741,0.00637459,0.00804613,0.0037823,0.0373881,0.0125265,0.00863972,0.0176227,0.0270981,0,0,0,0,0,0,0,0.00648921,0
195,0.0342449,0.0236689,0,0,0,0,0,0,0.0436456,0.00440279,0.0253701,0.00939148,0,0.0326622,0,0.033945,0.0151595,0.0459154,0.0186713,0.0231938,0.0311374,0.00515646,0.0342679,0.0126532,0.0234727,0.022782,0.0466866,0.0266575,0.0301649,0.0116017,0.0157587,0.0520445,0.0240604,0.0165808,0.0078422,0.0112338,0.00901572,0.00122678,0.0263733,0,0,0.0505713,0,0.0092211,0.0204723,0.0401714,0.01558,0.0271549,0.0080027,0.00797247,0.022698,0.00758564,0.0317762,0.00786484,0.00851173,0.0082,0.0468872,0.00661417,0.00865889,0.00362898,0.0362906,0.0140944,0.00930297,0.0173912,0.0271895,0,0,0,0,0,0,0,0.00671074,0
196,0.0345553,0.0236837,0,0,0,0,0,0,0.0447888,0.0042068,0.0252879,0.00832777,0,0.0323436,0,0.0342639,0.0146938,0.0458943,0.0184025,0.023241,0.0303122,0.00480939,0.0346713,0.0122766,0.0220384,0.0221486,0.0468562,0.0258711,0.0297084,0.0112971,0.016403,0.0533201,0.0238441,0.0166848,0.0075145,0.011098,0.00898253,0.00212671,0.0263852,0,0,0.0499498,0,0.00952008,0.020453,0.0401684,0.0155539,0.027049,0.0082863,0.00743676,0.0228834,0.00744928,0.031717,0.00779805,0.0084976,0.00841774,0.0468225,0.00666827,0.00889883,0.00364306,0.035695,0.0146632,0.0097847,0.0173976,0.0272703,0,0,0,0,0,0,0,0.00696217,0
197,0.0347661,0.0235692,0,0,0,0,0,0,0.0455593,0.0039801,0.0250877,0.0072651,0,0.0320643,0,0.0345451,0.0143326,0.0457543,0.0182936,0.0233302,0.0294873,0.00435911,0.0350847,0.0119333,0.0207451,0.0215185,0.0469405,0.0251165,0.0292551,0.0109179,0.0169961,0.0543773,0.0236968,0.0167924,0.0072036,0.0110148,0.00886339,0.00306121,0.0263898,0,0,0.0493115,0,0.00988591,0.0203931,0.0401763,0.0154083,0.0268371,0.00833317,0.00689017,0.0231038,0.00727001,0.0317566,0.00771711,0.00838208,0.00847758,0.0467669,0.00664746,0.0089635,0.00384521,0.0351797,0.0151256,0.0102385,0.0175554,0.0272812,0,0,0,0,0,0,0,0.00716274,0
198,0.0349246,0.0234584,0,0,0,0,0,0,0.0459893,0.00370369,0.0247859,0.00626701,0,0.031784,0,0.0348109,0.0141848,0.045553,0.0183572,0.0233685,0.0286802,0.00389589,0.0355407,0.0116234,0.0196087,0.0208884,0.0469623,0.024467,0.0288372,0.0105942,0.0174772,0.0550912,0.0235602,0.0169025,0.00695514,0.010922,0.00872668,0.00363814,0.0264259,0,0,0.0486528,0,0.0102211,0.0202332,0.0402064,0.0152757,0.026552,0.00829657,0.00634305,0.0232876,0.00702945,0.0318519,0.00757622,0.00817044,0.00848518,0.0467453,0.00662328,0.00897806,0.00420878,0.034675,0.0155376,0.010672,0.0178408,0.0272631,0,0,0,0,0,0,0,0.00732234,0
199,0.0349946,0.0234134,0,0,0,0,0,0,0.0458355,0.00348975,0.0245611,0.00525861,0,0.0315018,0,0.0350707,0.0141959,0.04528,0.0185473,0.0232926,0.0278626,0.00351338,0.0359201,0.0113055,0.0188042,0.0202842,0.0469227,0.0239196,0.0284157,0.0103572,0.0178389,0.0552434,0.0233662,0.0170153,0.00676306,0.0108144,0.00855805,0.003892,0.0263935,0,0,0.0480578,0,0.0105372,0.0200083,0.0402771,0.0151112,0.0262153,0.00814554,0.00579649,0.0233629,0.00679254,0.0320707,0.00741702,0.00793132,0.00841082,0.0467683,0.00657147,0.00890069,0.00460567,0.034151,0.0158872,0.0110957,0.0181243,0.0271476,0,0,0,0,0,0,0,0.007521,0
200,0.0351293,0.0234511,0,0,0,0,0,0,0.0453528,0.00331435,0.024381,0.00432747,0,0.0313377,0,0.0352817,0.0143481,0.0448937,0.0188455,0.0233038,0.027163,0.00322201,0.0362141,0.0110083,0.0183056,0.0198246,0.0468295,0.0234554,0.0279573,0.0102124,0.0180316,0.0545661,0.0233087,0.0170486,0.00700812,0.0106903,0.00851265,0.00435948,0.0263739,0,0,0.0472319,0,0.0109008,0.0197101,0.0404375,0.0149794,0.0258623,0.00825669,0.0052656,0.0232917,0.00657208,0.0324581,0.00725908,0.00768471,0.00845917,0.0468078,0.00657416,0.00895508,0.0053528,0.0335017,0.0163921,0.0115911,0.0182583,0.0270694,0,0,0,0,0,0,0,0.00774402,0
201,0.0352287,0.0236214,0,0,0,0,0,0,0.0442507,0.00315837,0.0242703,0.00341705,0,0.0312342,0,0.0355003,0.0145772,0.0444513,0.0192647,0.023286,0.0264614,0.00310602,0.0363888,0.0107165,0.0176194,0.0194442,0.0467887,0.0230279,0.0273537,0.0101766,0.0181286,0.0531167,0.0233406,0.0171406,0.00715916,0.0105533,0.00849145,0.00467177,0.0263224,0,0,0.0465455,0,0.0112651,0.0195592,0.040622,0.0149999,0.0255731,0.00846595,0.00483827,0.0231475,0.00632509,0.0325877,0.0070626,0.0074323,0.00857648,0.046806,0.00659828,0.00905201,0.00610071,0.0329692,0.0168299,0.012105,0.0183317,0.0269615,0,0,0,0,0,0,0,0.00794504,0
202,0.0351337,0.023818,0,0,0,0,0,0,0.0427321,0.00300266,0.0241413,0.00270668,0,0.0308463,0,0.0358209,0.0142678,0.0440758,0.019822,0.0231999,0.0257799,0.00319734,0.03654,0.0104261,0.0167662,0.0190027,0.0467255,0.0226289,0.0267229,0.0102208,0.0181095,0.0510747,0.0231568,0.0172874,0.00709378,0.0103767,0.00846612,0.00484402,0.0261117,0,0,0.0462063,0,0.0115989,0.0195571,0.0407765,0.0152423,0.0253567,0.0086352,0.00456386,0.023157,0.00599937,0.0323574,0.00678829,0.00714736,0.00871275,0.0467425,0.00662687,0.00914409,0.00688967,0.0326206,0.0170203,0.0125837,0.0182909,0.0267438,0,0,0,0,0,0,0,0.00820981,0
203,0.0351586,0.0237445,0,0,0,0,0,0,0.040832,0.00284755,0.0238969,0.00216333,0,0.0305605,0,0.0360939,0.014117,0.0436808,0.0203881,0.0231202,0.0252295,0.00324529,0.0367085,0.0102253,0.0160747,0.0185543,0.0466586,0.0222707,0.0260732,0.0102998,0.0180115,0.0486394,0.0230142,0.0173805,0.00762338,0.0101851,0.00857069,0.00493718,0.025865,0,0,0.0455271,0,0.0119758,0.0195271,0.0409874,0.0154949,0.025173,0.00904617,0.00421985,0.0230156,0.00574129,0.0322131,0.00654432,0.0068883,0.00905406,0.0466735,0.00677954,0.00950897,0.00811627,0.0321153,0.0174598,0.0131333,0.0179567,0.026639,0,0,0,0,0,0,0,0.00847795,0
204,0.0352216,0.0235798,0,0,0,0,0,0,0.0389844,0.00265882,0.0236228,0.00180799,0,0.0304061,0,0.0363215,0.0140864,0.0432661,0.0209099,0.0230466,0.0247514,0.0032699,0.0368195,0.0100898,0.0154703,0.0180723,0.0465699,0.0219388,0.0253534,0.0104078,0.0179063,0.0462989,0.0229759,0.0174594,0.00816606,0.00998988,0.00874165,0.00488659,0.0256677,0,0,0.0448393,0,0.0123695,0.0195373,0.0412713,0.0158536,0.0250784,0.00962435,0.00388031,0.0229282,0.00560886,0.0322173,0.00643753,0.00669907,0.00951831,0.046625,0.00704692,0.010023,0.00922867,0.0316179,0.0177928,0.0136986,0.0175623,0.0265499,0,0,0,0,0,0,0,0.00873054,0
205,0.0353284,0.0234177,0,0,0,0,0,0,0.0372235,0.00242385,0.0234183,0.00158646,0,0.030247,0,0.0365863,0.0139614,0.0428886,0.0214003,0.0229207,0.0241415,0.00327798,0.0370629,0.00994906,0.0148455,0.0174705,0.0464973,0.0216411,0.0246856,0.0105977,0.0178579,0.044114,0.0228709,0.0175424,0.00869098,0.00982327,0.00885159,0.00518071,0.0255463,0,0,0.0441797,0,0.0127237,0.0195649,0.0415432,0.0161492,0.02507,0.0100577,0.00359233,0.0228538,0.00552838,0.0322268,0.00638063,0.00656453,0.00986722,0.0465815,0.00724634,0.0104155,0.0102332,0.0311368,0.0179534,0.0142258,0.0172091,0.02655,0,0,0,0,0,0,0,0.00898486,0
206,0.0355438,0.0232899,0,0,0,0,0,0,0.0357332,0.00218726,0.0232997,0.00143661,0,0.0300521,0,0.0368612,0.0136943,0.0425233,0.0217119,0.0228982,0.0235803,0.00336108,0.0373891,0.00985246,0.0142693,0.0168591,0.0465222,0.021353,0.0239899,0.0106561,0.0179772,0.0422259,0.0227459,0.0176314,0.00932208,0.00965647,0.00894806,0.00534636,0.0254419,0,0,0.0434054,0,0.0130849,0.0196516,0.0418342,0.0165217,0.0249599,0.0105094,0.00336829,0.0227853,0.00546158,0.0322316,0.00627367,0.00648487,0.0102376,0.046548,0.00742869,0.0108247,0.0114012,0.0307148,0.0182416,0.0147471,0.0168513,0.0266738,0,0,0,0,0,0,0,0.00925857,0
207,0.0361516,0.0229479,0,0,0,0,0,0,0.0349835,0.00202077,0.022843,0.000940327,0,0.0300403,0,0.0370352,0.0134987,0.0421132,0.0216518,0.022941,0.0233363,0.00338194,0.0379522,0.00984927,0.0138837,0.0164463,0.0466062,0.0208738,0.0232722,0.0104286,0.018335,0.0410343,0.0227186,0.0176472,0.0105021,0.00954226,0.00909087,0.005449,0.025514,0,0,0.042115,0,0.0135319,0.0196639,0.0422043,0.0168954,0.0246081,0.0113163,0.00311338,0.0225679,0.00531844,0.0322956,0.00613377,0.00642939,0.0108326,0.0464625,0.00768475,0.011477,0.0130194,0.0302668,0.0190421,0.0152873,0.0162716,0.0271694,0,0,0,0,0,0,0,0.00948791,0
208,0.0361677,0.0231405,0,0,0,0,0,0,0.0342152,0.00194262,0.022353,0.000547238,0,0.0300482,0,0.0372148,0.0133502,0.0417739,0.0215455,0.0227773,0.0224739,0.0033175,0.0381155,0.00978463,0.013183,0.0157741,0.0465909,0.0200563,0.0224369,0.0102639,0.0188927,0.0400843,0.0226683,0.0177078,0.0110752,0.00952535,0.00905668,0.00537452,0.0253286,0,0,0.041495,0,0.0137578,0.0197129,0.0424606,0.0171529,0.0243519,0.0116403,0.00305376,0.0228528,0.00519863,0.0322789,0.00608915,0.00640634,0.0110621,0.0464384,0.00780752,0.0117514,0.0139277,0.0298561,0.0193739,0.0156547,0.0164229,0.0271032,0,0,0,0,0,0,0,0.00970308,0
209,0.036326,0.0233425,0,0,0,0,0,0,0.0336174,0.00176049,0.0219763,0.000464585,0,0.0298807,0,0.0374283,0.0131517,0.0415095,0.0212977,0.0229921,0.0214866,0.00336542,0.0384376,0.00963761,0.0124757,0.0150869,0.046542,0.0190294,0.0214939,0.00994683,0.0196064,0.0392008,0.0225184,0.0177895,0.011557,0.00953973,0.00910314,0.00532213,0.0253349,0,0,0.0409815,0,0.0139648,0.0197538,0.042585,0.0173672,0.0241655,0.0118646,0.00319663,0.0231682,0.00513141,0.0322548,0.0060656,0.00637831,0.0112678,0.0464393,0.00792575,0.0119945,0.0148188,0.0295505,0.019508,0.0160576,0.0165468,0.0272484,0,0,0,0,0,0,0,0.00994573,0
210,0.0365132,0.0233891,0,0,0,0,0,0,0.0328962,0.00155834,0.0216975,0.00169401,0,0.0295723,0,0.0376483,0.0128954,0.041329,0.0210809,0.023595,0.0203507,0.00353116,0.0387445,0.0094506,0.0117677,0.0143624,0.0464873,0.0178968,0.0204934,0.00959119,0.0203421,0.0384497,0.0222707,0.0178966,0.0119632,0.00952259,0.00918458,0.00531196,0.0254714,0,0,0.040564,0,0.0141783,0.0196791,0.0426248,0.0176184,0.0240861,0.012,0.00347939,0.0235179,0.0050902,0.0322387,0.00601079,0.00633178,0.0114334,0.0464707,0.00805403,0.0122109,0.0155719,0.0292777,0.0195559,0.0164206,0.0166204,0.0274654,0,0,0,0,0,0,0,0.0101848,0
211,0.036446,0.0231139,0,0,0,0,0,0,0.0323445,0.00151682,0.0214155,0.00307906,0,0.0291368,0,0.0379335,0.0125707,0.0412018,0.0209712,0.0234844,0.0191416,0.00360939,0.0389001,0.00934193,0.0109473,0.0135641,0.0463547,0.0167623,0.0195501,0.00912135,0.0211276,0.0379618,0.0220054,0.018016,0.0121743,0.00949812,0.00910886,0.00529655,0.0254648,0,0,0.0404307,0,0.0143617,0.0195489,0.0427688,0.0178632,0.0238376,0.0119831,0.00379491,0.0236801,0.00506015,0.0322476,0.00599784,0.0062815,0.0114654,0.0464937,0.00812134,0.0122763,0.0160755,0.0290636,0.0197427,0.0166534,0.0165815,0.0274772,0,0,0,0,0,0,0,0.0104669,0
212,0.0364902,0.0227909,0,0,0,0,0,0,0.0319383,0.00147278,0.0210882,0.00275311,0,0.0287412,0,0.0381827,0.0123451,0.041024,0.0207445,0.0233614,0.0181176,0.00351496,0.0391302,0.00910458,0.0100994,0.0127064,0.046044,0.0156975,0.0185997,0.00853483,0.0218299,0.0374043,0.0217588,0.0180909,0.0126412,0.00947627,0.00899885,0.00578685,0.0256135,0,0,0.0402142,0,0.014561,0.0195166,0.0429908,0.0180801,0.0234698,0.0121339,0.00406788,0.0238426,0.00503926,0.032305,0.00600542,0.00625719,0.0116016,0.0465064,0.00821044,0.0124394,0.0167408,0.028861,0.0200612,0.0169291,0.016356,0.0276161,0,0,0,0,0,0,0,0.0107574,0
213,0.0366047,0.0225891,0,0,0,0,0,0,0.0311606,0.00140749,0.0207614,0.00306409,0,0.0282483,0,0.038419,0.0121537,0.0409434,0.0205433,0.0235326,0.0170316,0.00352472,0.0393469,0.00877092,0.00917889,0.0117335,0.0456087,0.0147134,0.017631,0.00815192,0.0224009,0.036408,0.0214132,0.0181685,0.0130681,0.0094296,0.00896679,0.00639852,0.0258554,0,0,0.0400372,0,0.0147727,0.0196989,0.0431424,0.0181324,0.0233243,0.0122244,0.00417913,0.0239844,0.0050047,0.0323749,0.00595204,0.00620549,0.0116852,0.0465723,0.0082576,0.0125336,0.0173109,0.0286861,0.0203321,0.0172347,0.0161442,0.0278182,0,0,0,0,0,0,0,0.0110424,0
214,0.0367692,0.0224469,0,0,0,0,0,0,0.030176,0.00131855,0.0204283,0.00371591,0,0.0278368,0,0.0386239,0.0121023,0.0409669,0.0202955,0.0239511,0.0161363,0.00369044,0.0394317,0.00835658,0.00832029,0.010741,0.0452625,0.0138449,0.016676,0.00776013,0.0227767,0.0352078,0.0210774,0.01825,0.0135391,0.00932157,0.00889199,0.00697142,0.0261639,0,0,0.0396141,0,0.0149527,0.0200255,0.0432613,0.0182207,0.023559,0.0123433,0.00390032,0.024252,0.00497232,0.0324142,0.0058691,0.00613928,0.0117735,0.0466553,0.00833084,0.0126487,0.0179587,0.0283872,0.0204785,0.0175837,0.0160391,0.0280134,0,0,0,0,0,0,0,0.0112684,0
215,0.0369105,0.0223041,0,0,0,0,0,0,0.0291345,0.00125069,0.0200182,0.00432091,0,0.027446,0,0.0388348,0.0122591,0.0410748,0.0200205,0.0243283,0.015465,0.00394707,0.0394483,0.00784317,0.00753507,0.00967434,0.0449303,0.013091,0.0157338,0.00731379,0.0230262,0.0338201,0.0207319,0.0183356,0.0140613,0.0092092,0.00884517,0.00745953,0.0263968,0,0,0.0391874,0,0.0151421,0.0202474,0.0433515,0.0183372,0.0239165,0.0123975,0.0034498,0.0244715,0.00496344,0.0324674,0.00581687,0.00609357,0.0118418,0.0467467,0.008414,0.0127476,0.0186436,0.0281518,0.0207844,0.0178986,0.015894,0.0281982,0,0,0,0,0,0,0,0.0114682,0
216,0.0371207,0.0222316,0,0,0,0,0,0,0.0281472,0.00126445,0.0195239,0.00491141,0,0.0271494,0,0.0390451,0.0123107,0.0410937,0.0196428,0.0244671,0.0150336,0.00405482,0.039584,0.00731718,0.00675406,0.00858614,0.0445241,0.0124143,0.0148258,0.00684035,0.0232033,0.0324888,0.0205905,0.0184344,0.0144548,0.00920992,0.00875656,0.00770685,0.0265078,0,0,0.0387779,0,0.0153376,0.0203035,0.0434389,0.0182061,0.0232426,0.0121311,0.00373036,0.0245857,0.00489172,0.0326119,0.00583885,0.00609002,0.0116865,0.0468929,0.00836989,0.0125805,0.0189817,0.0280201,0.0209757,0.018142,0.0158111,0.0284494,0,0,0,0,0,0,0,0.0116502,0
217,0.0373654,0.0222515,0,0,0,0,0,0,0.027098,0.00134289,0.0189383,0.00540757,0,0.0269073,0,0.0392937,0.0121786,0.0411613,0.019235,0.0245777,0.0146395,0.00416848,0.0397809,0.00688643,0.00581107,0.0075539,0.0441726,0.011833,0.0139115,0.00642285,0.023299,0.0312119,0.0205145,0.0185861,0.0148354,0.00930645,0.00867994,0.00798156,0.0265989,0,0,0.038373,0,0.0155209,0.020395,0.0435665,0.018106,0.0228364,0.0118842,0.00391151,0.0247265,0.00477202,0.0327106,0.00589195,0.00610251,0.011526,0.0469939,0.00828036,0.0124069,0.019269,0.0279523,0.0210636,0.0184283,0.0156673,0.0286903,0,0,0,0,0,0,0,0.0118278,0
218,0.0374626,0.0221539,0,0,0,0,0,0,0.0263485,0.00134695,0.0184552,0.00576349,0,0.0266855,0,0.0395391,0.0120095,0.0413365,0.0188397,0.0248049,0.0143215,0.00433319,0.03986,0.00660666,0.00498107,0.00669893,0.0439247,0.0112892,0.0130536,0.00604227,0.0233562,0.0300846,0.0203345,0.0187214,0.0152786,0.00925999,0.00859032,0.00830311,0.0265746,0,0,0.0379385,0,0.0156818,0.0204778,0.0437406,0.0181447,0.023179,0.0118223,0.00350862,0.024785,0.0048246,0.0327481,0.0059422,0.00611255,0.0115442,0.0470369,0.00829921,0.0124394,0.0198238,0.0278854,0.0211249,0.0187033,0.0153433,0.02877,0,0,0,0,0,0,0,0.0120293,0
219,0.0374629,0.0219634,0,0,0,0,0,0,0.0256316,0.00134338,0.0179954,0.00597258,0,0.0264635,0,0.0397406,0.0118017,0.0416038,0.0184148,0.025175,0.0140443,0.00460914,0.0398045,0.00634109,0.00435408,0.00603689,0.0438452,0.0107207,0.0122944,0.00569273,0.0234906,0.0291526,0.0200854,0.0188264,0.0157997,0.00911553,0.00855155,0.00860832,0.0265112,0,0,0.0375931,0,0.0158359,0.0205948,0.0439172,0.0183222,0.0240316,0.0119384,0.00281677,0.0247872,0.00489853,0.0327405,0.00594483,0.00611681,0.0117212,0.0470476,0.0084029,0.0126807,0.020713,0.0279027,0.0214471,0.0189771,0.0147739,0.0287548,0,0,0,0,0,0,0,0.0122295,0
220,0.0374921,0.0216752,0,0,0,0,0,0,0.0250744,0.00141609,0.0175751,0.00609527,0,0.0262419,0,0.0399377,0.0117394,0.0417636,0.0178904,0.0255182,0.0139365,0.00481593,0.0397426,0.00617642,0.00390051,0.00548264,0.0438361,0.0101412,0.0116219,0.00542965,0.0237161,0.0285408,0.0198271,0.0189389,0.0163263,0.00895855,0.00844741,0.00872591,0.0263805,0,0,0.0372481,0,0.0159668,0.0207262,0.0440529,0.018415,0.0243477,0.0120185,0.00259402,0.0246499,0.00493409,0.0327697,0.00593362,0.00614597,0.0118338,0.0470499,0.00845881,0.0128515,0.0215254,0.0279823,0.0216458,0.0192092,0.0141338,0.0287637,0,0,0,0,0,0,0,0.0124352,0
221,0.0375644,0.0213701,0,0,0,0,0,0,0.0246662,0.00149168,0.0172424,0.00620349,0,0.0260849,0,0.0401262,0.0118508,0.0418011,0.0170371,0.0256735,0.0139632,0.00487854,0.039698,0.00616832,0.00364001,0.00506271,0.0438481,0.00961197,0.0111173,0.00532684,0.0239734,0.0282602,0.0195763,0.0190266,0.0168318,0.0088529,0.00830255,0.00872832,0.0262144,0,0,0.0368654,0,0.0160887,0.020827,0.0439332,0.0182904,0.0242454,0.0119599,0.00260236,0.0244117,0.00502023,0.0327572,0.00599114,0.00620085,0.0118064,0.0470795,0.00843327,0.0128399,0.0221443,0.028045,0.021719,0.0193978,0.013528,0.0288335,0,0,0,0,0,0,0,0.012622,0
222,0.0376674,0.0210675,0,0,0,0,0,0,0.0241869,0.00158538,0.0168243,0.00632366,0,0.025969,0,0.0402717,0.0120363,0.041765,0.0155231,0.0257361,0.0141961,0.00488029,0.0396212,0.00610563,0.00353152,0.00483191,0.0438497,0.00917181,0.0108434,0.00521198,0.0243166,0.02814,0.0193778,0.0191216,0.0172899,0.00876341,0.00813184,0.00870748,0.0260627,0,0,0.0366049,0,0.0161509,0.0208774,0.0434957,0.0180581,0.0240416,0.011803,0.00260967,0.0241756,0.00523555,0.0326603,0.00615115,0.00629121,0.0116762,0.0471327,0.00833123,0.0126934,0.0226496,0.028114,0.0217857,0.0195353,0.0129423,0.0289522,0,0,0,0,0,0,0,0.0127222,0
223,0.0376734,0.0211808,0,0,0,0,0,0,0.0237038,0.00171057,0.0162574,0.00654954,0,0.0257328,0,0.0403773,0.0121117,0.0417205,0.0136003,0.025807,0.0143435,0.0046731,0.0398108,0.00596308,0.00339548,0.00474613,0.0439013,0.00871601,0.010519,0.00498545,0.0247524,0.0280304,0.0191009,0.0192497,0.0177825,0.00866448,0.00796238,0.00869698,0.0259518,0,0,0.0357652,0,0.0162006,0.020717,0.0433933,0.0178842,0.0239275,0.0116888,0.00275732,0.0244326,0.00540216,0.0326026,0.00625681,0.00634547,0.0115536,0.0471608,0.00822809,0.0125612,0.0232645,0.0274745,0.02185,0.0195074,0.0131559,0.0289477,0,0,0,0,0,0,0,0.0128016,0
224,0.0374529,0.0213309,0,0,0,0,0,0,0.0232558,0.00179721,0.0156235,0.00696962,0,0.0255715,0,0.0404358,0.0120523,0.0417027,0.0114051,0.025963,0.0144347,0.00434148,0.03979,0.0057791,0.00337457,0.00482373,0.0440549,0.00830179,0.0103002,0.0046947,0.0252222,0.0283507,0.0189136,0.0193441,0.0182464,0.00867031,0.00777337,0.0088149,0.0256558,0,0,0.0349058,0,0.0162049,0.020558,0.0432761,0.0177862,0.0238733,0.0117434,0.00311101,0.0248247,0.00555786,0.0325167,0.00639049,0.00640247,0.0115014,0.0471233,0.00814506,0.0124667,0.0239606,0.0267256,0.0221783,0.01956,0.0136581,0.0287069,0,0,0,0,0,0,0,0.0128547,0
225,0.0370309,0.0214915,0,0,0,0,0,0,0.0232045,0.00185415,0.0151995,0.00690393,0,0.0254241,0,0.0404836,0.0120535,0.0417239,0.0094538,0.0259162,0.0141578,0.00422279,0.0395505,0.00551568,0.00324821,0.00490678,0.0442036,0.00794324,0.0102623,0.00441519,0.0256042,0.0288292,0.0186719,0.0193878,0.018744,0.00865179,0.00761377,0.009006,0.0251892,0,0,0.0343187,0,0.0162439,0.020469,0.0429115,0.017555,0.0238328,0.0114787,0.00337073,0.0252498,0.00578021,0.0323713,0.00662574,0.00653051,0.0113394,0.047158,0.00804252,0.0122915,0.0245328,0.0261341,0.0222677,0.0196479,0.0140856,0.028274,0,0,0,0,0,0,0,0.0129146,0
226,0.0366183,0.0216761,0,0,0,0,0,0,0.0233835,0.0019143,0.0150381,0.00663799,0,0.0253493,0,0.0405022,0.0120406,0.0418091,0.00852201,0.0257596,0.013696,0.00422534,0.0396987,0.00530421,0.00299418,0.0050063,0.0443689,0.00771087,0.0103794,0.00421713,0.0258491,0.0293604,0.0184417,0.0194443,0.019285,0.00863361,0.00746246,0.00904161,0.0247285,0,0,0.0338086,0,0.0162785,0.0205145,0.0428912,0.0173959,0.0238368,0.0112179,0.00367971,0.0257053,0.00587379,0.0323916,0.00674248,0.0066393,0.0111771,0.0471515,0.00793996,0.0121552,0.0252028,0.0256328,0.0223741,0.0197291,0.0144215,0.0278337,0,0,0,0,0,0,0,0.0129546,0
227,0.0363237,0.0218898,0,0,0,0,0,0,0.0232957,0.00198651,0.0149694,0.00616521,0,0.0253301,0,0.0404645,0.012015,0.0420412,0.00839793,0.0257423,0.0130772,0.00422416,0.040175,0.00510229,0.00261336,0.00497222,0.0445778,0.00765004,0.0106697,0.00426874,0.0258824,0.0292758,0.0182745,0.0195179,0.0198963,0.00857879,0.00734398,0.00863203,0.0243632,0,0,0.0333395,0,0.0163185,0.0205825,0.0431398,0.0172958,0.0238674,0.0110475,0.00390842,0.0262469,0.00586148,0.0325407,0.00676664,0.00669266,0.0110194,0.0471427,0.00793069,0.0120145,0.0259225,0.0253407,0.0223925,0.0197773,0.014708,0.0274892,0,0,0,0,0,0,0,0.0129659,0
228,0.0361601,0.0218663,0,0,0,0,0,0,0.0224366,0.00205459,0.0147056,0.00549818,0,0.0248393,0,0.0405994,0.0119933,0.0422664,0.00805614,0.026072,0.0124654,0.00407845,0.0400723,0.00507774,0.00210846,0.00480033,0.0448099,0.00768174,0.0107984,0.00435407,0.0259743,0.0282202,0.0178709,0.0196232,0.0204172,0.00850525,0.00731294,0.00790579,0.0241286,0,0,0.0330209,0,0.0163166,0.0205683,0.043154,0.0170865,0.0238811,0.0108517,0.00386132,0.0265668,0.00585492,0.0326813,0.00684586,0.00673822,0.0108423,0.0472124,0.00808874,0.0118469,0.0264288,0.0251203,0.0221008,0.0197502,0.0147619,0.027359,0,0,0,0,0,0,0,0.0131346,0
229,0.0358583,0.0219711,0,0,0,0,0,0,0.0205979,0.00212136,0.0139192,0.00494772,0,0.0247177,0,0.0405916,0.0119045,0.0424427,0.0074368,0.0266882,0.0120491,0.00377818,0.0405306,0.00515884,0.00158489,0.00490488,0.0451207,0.00761233,0.0105916,0.00426349,0.0263483,0.0261017,0.0176381,0.0196908,0.0205477,0.00844619,0.00736932,0.00779671,0.0237369,0,0,0.032469,0,0.0163353,0.0204988,0.0429317,0.0168763,0.0240422,0.0104593,0.00391421,0.027184,0.00586118,0.0327612,0.00696927,0.00677733,0.0105831,0.0473492,0.00805917,0.0116167,0.0264436,0.0248408,0.0218876,0.0198273,0.0149502,0.0270641,0,0,0,0,0,0,0,0.0131459,0
230,0.0355739,0.0218991,0,0,0,0,0,0,0.0193023,0.00214957,0.0130304,0.00452154,0,0.02442,0,0.0406829,0.0119797,0.0427067,0.00673282,0.0263835,0.0118692,0.00408253,0.0402011,0.00537124,0.00151391,0.00509581,0.0454519,0.00732989,0.0103357,0.00427696,0.0268968,0.0246325,0.0173306,0.0197163,0.0206613,0.00843068,0.00736247,0.00760264,0.023384,0,0,0.0319028,0,0.0162945,0.0203463,0.0428306,0.0167235,0.0239585,0.0101556,0.00395538,0.027453,0.00587302,0.032875,0.00705424,0.00677095,0.0103889,0.0474209,0.00787025,0.0114823,0.0265093,0.0245617,0.0218426,0.0198135,0.0150224,0.0267875,0,0,0,0,0,0,0,0.0131961,0
