Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73
85,0.0190691,0.0320642,0,0,0,0,0,0,0.0344709,0.0101886,0.0302058,0.0276965,0,0,0.0249616,0,0.0386262,0.0119851,0.0315938,0.0326472,0.00719855,0.01191,0.0494431,0.0242503,0.0146431,0.0158621,0.0138238,0.0365158,0.0127864,0.0142082,0.0177894,0.0198748,0.0448874,0.0254234,0.0197057,0.0120494,0.0260923,0.00760296,0.0252267,0.0289555,0.0117251,0,0,0.0322513,0,0.0123714,0.0243422,0.0462875,0.0251071,0.0209498,0.0107837,0.0347497,0.0164889,0.0188797,0.0278688,0.0169619,0.0169543,0.0133242,0.04386,0.0176707,0.0142278,0.0255099,0.0252787,0.0267112,0.0222133,0.0343639,0.0118587,0,0,0,0,0,0,0
86,0.0193457,0.0320191,0,0,0,0,0,0,0.0361107,0.0101492,0.031311,0.0286231,0,0,0.0252956,0,0.0386049,0.012048,0.0321157,0.0336926,0.00671274,0.0112038,0.0489562,0.024272,0.014058,0.0154722,0.0131774,0.0368039,0.013061,0.0141207,0.0174722,0.0201094,0.0452697,0.0256256,0.0196638,0.0120018,0.0265814,0.00763277,0.0255908,0.0294407,0.0119864,0,0,0.0320154,0,0.0123348,0.0241169,0.0461093,0.0253511,0.0211763,0.0103735,0.0349637,0.0166095,0.0189043,0.0276636,0.0169772,0.0171921,0.0130764,0.0439493,0.0176477,0.0140492,0.0260625,0.0251187,0.0263914,0.0220527,0.034253,0.0121666,0,0,0,0,0,0,0
87,0.0196437,0.0319455,0,0,0,0,0,0,0.0375757,0.0101773,0.0329838,0.0292884,0,0,0.0255615,0,0.0385685,0.0122558,0.0325108,0.0344671,0.00637448,0.0113783,0.0483049,0.0243161,0.0135155,0.0151558,0.0126834,0.0370692,0.0129193,0.0139086,0.017177,0.0203882,0.0460074,0.0258135,0.0196181,0.0119608,0.02688,0.00763171,0.0257526,0.0296772,0.01217,0,0,0.0317253,0,0.0122825,0.0239132,0.0460339,0.0254534,0.0214172,0.0102639,0.0350031,0.0168011,0.018887,0.027533,0.0169992,0.0173158,0.0129222,0.0440309,0.0175955,0.0139392,0.026412,0.0249574,0.0262672,0.0218901,0.0341581,0.0123385,0,0,0,0,0,0,0
88,0.0199321,0.0318831,0,0,0,0,0,0,0.037771,0.0101503,0.0337542,0.0297371,0,0,0.0257098,0,0.038534,0.0123725,0.0328416,0.0341472,0.00613572,0.0124607,0.0476311,0.0243766,0.0130897,0.0148592,0.0124268,0.0371069,0.0125701,0.0139436,0.0172452,0.0203779,0.0460794,0.0259568,0.0195693,0.0119441,0.0271363,0.00760842,0.0258745,0.0297509,0.0120758,0,0,0.0313765,0,0.0122263,0.0236947,0.0460067,0.0255479,0.0216743,0.0102592,0.0349062,0.0170847,0.018845,0.0274445,0.0169747,0.017329,0.0127895,0.0441015,0.0175378,0.0138824,0.0267328,0.02484,0.0261929,0.0217492,0.0341617,0.0124532,0,0,0,0,0,0,0
89,0.0201458,0.0319073,0,0,0,0,0,0,0.0368973,0.0101551,0.0334055,0.0300949,0,0,0.0257847,0,0.0384903,0.0123923,0.0330708,0.0331238,0.00589439,0.0136631,0.0471561,0.024397,0.0128541,0.0146547,0.0124069,0.0368337,0.0123843,0.0142432,0.0175782,0.0200262,0.0452489,0.0260367,0.0195241,0.0119164,0.0273015,0.00760659,0.0260073,0.0298829,0.0119271,0,0,0.0309871,0,0.012198,0.0235126,0.0459199,0.0256546,0.0218684,0.010349,0.0349045,0.0174615,0.0187843,0.0273966,0.0169345,0.0172838,0.0127126,0.0440016,0.0174494,0.0138671,0.0270004,0.024823,0.0259157,0.0215944,0.0343368,0.0124669,0,0,0,0,0,0,0
90,0.0203717,0.0320414,0,0,0,0,0,0,0.0357515,0.0102135,0.0326107,0.0302906,0,0,0.0258383,0,0.0384305,0.0123455,0.033186,0.032166,0.00564548,0.0141015,0.046866,0.0244032,0.0128057,0.0144685,0.0124174,0.0363402,0.0126698,0.0146957,0.0179458,0.0194877,0.0441268,0.0260224,0.019496,0.0118802,0.0274396,0.00758485,0.0261402,0.0301048,0.0118222,0,0,0.0305301,0,0.012129,0.0232684,0.0457614,0.0257919,0.0219457,0.010402,0.0351323,0.0179498,0.0187134,0.027383,0.0169109,0.0172051,0.0126608,0.0438551,0.0173404,0.0138669,0.027255,0.0248662,0.0254951,0.0214561,0.034656,0.012393,0,0,0,0,0,0,0
91,0.0206965,0.0321619,0,0,0,0,0,0,0.0347843,0.0101852,0.0319146,0.0302328,0,0,0.0258482,0,0.0383447,0.0123627,0.0332207,0.0315059,0.00554223,0.0133169,0.0464094,0.0243598,0.0128532,0.0141652,0.0122978,0.0358274,0.0133659,0.0152173,0.0182696,0.0189784,0.0431112,0.0259267,0.0194408,0.0118237,0.0276052,0.00754374,0.0262696,0.0302711,0.0114972,0,0,0.029994,0,0.0120256,0.0230282,0.0457484,0.0259323,0.0219525,0.0103013,0.0352089,0.0184585,0.0186379,0.0273845,0.0168699,0.0170808,0.012639,0.043676,0.0172481,0.0138516,0.0275337,0.0249041,0.0250002,0.0212809,0.0349403,0.0123737,0,0,0,0,0,0,0
92,0.0209268,0.0322537,0,0,0,0,0,0,0.0340931,0.010241,0.0314399,0.0300743,0,0,0.0258804,0,0.0382276,0.0124788,0.033208,0.0310267,0.00540545,0.0116652,0.0458515,0.0243035,0.0129816,0.0138098,0.012042,0.0354855,0.0141083,0.0156985,0.0186056,0.0185774,0.042258,0.0257748,0.019385,0.0117853,0.027637,0.00759186,0.0262466,0.0304566,0.0107886,0,0,0.0295409,0,0.0120451,0.0228318,0.0457881,0.0259447,0.0219362,0.0102421,0.0351782,0.019007,0.0185429,0.0274121,0.0168402,0.0169546,0.0126579,0.0435489,0.0171286,0.0138283,0.0276657,0.0250013,0.0245572,0.0209385,0.0351627,0.0123133,0,0,0,0,0,0,0
93,0.0211865,0.0323333,0,0,0,0,0,0,0.033547,0.010256,0.0311438,0.0298834,0,0,0.0259244,0,0.0380942,0.0126255,0.0331492,0.0305716,0.00519567,0.00998731,0.0452907,0.0242718,0.0131585,0.013546,0.0118843,0.0354177,0.0146231,0.016126,0.0189381,0.0183281,0.0414772,0.0255809,0.0193188,0.0118186,0.0277134,0.00772313,0.0262648,0.0306873,0.0104317,0,0,0.029203,0,0.0121934,0.0225677,0.0458,0.0259787,0.0219217,0.0103706,0.0350741,0.0194982,0.0184255,0.0274352,0.0168113,0.016864,0.012669,0.0434467,0.0170139,0.0138498,0.0278314,0.0252089,0.024139,0.0205332,0.0353174,0.0122331,0,0,0,0,0,0,0
94,0.0215297,0.0323877,0,0,0,0,0,0,0.0333326,0.0101371,0.0309925,0.0296971,0,0,0.0259454,0,0.0379447,0.012725,0.0330199,0.0303961,0.00497003,0.00911368,0.0447922,0.0242052,0.01332,0.013461,0.0118539,0.0355337,0.0147598,0.0163044,0.0191173,0.0182328,0.0410498,0.0253396,0.019232,0.0118318,0.0278653,0.00774563,0.0263274,0.0309519,0.0100344,0,0,0.0288154,0,0.0121953,0.0224402,0.0458041,0.0260668,0.0218654,0.0105989,0.0350338,0.0199658,0.018286,0.0275011,0.0167669,0.0167646,0.0126476,0.0433668,0.0169164,0.0139079,0.0280448,0.0253885,0.0238406,0.0203019,0.0354018,0.01222,0,0,0,0,0,0,0
95,0.0218674,0.0324505,0,0,0,0,0,0,0.033544,0.0100525,0.031164,0.0295282,0,0,0.0259916,0,0.0378378,0.0127977,0.0328264,0.0305965,0.00477285,0.00925669,0.0444162,0.0241534,0.0133736,0.0134825,0.0118877,0.0356808,0.0145308,0.0161757,0.0190374,0.0182757,0.0411322,0.0250814,0.019176,0.0118911,0.0279781,0.00763889,0.0263637,0.0312174,0.00946392,0,0,0.028324,0,0.0120022,0.0223069,0.045865,0.0261245,0.0218218,0.0105728,0.0348752,0.0204951,0.0181056,0.0275776,0.016728,0.0166151,0.0126048,0.0433072,0.0168202,0.0139967,0.0281976,0.0255371,0.0235669,0.0202651,0.0354478,0.0122224,0,0,0,0,0,0,0
96,0.0222657,0.0325074,0,0,0,0,0,0,0.0339163,0.0100071,0.0314438,0.02938,0,0,0.0260201,0,0.0378506,0.0128837,0.0326582,0.0309586,0.00454488,0.00994975,0.0440891,0.0241074,0.0133045,0.0135071,0.0119385,0.0358312,0.014141,0.0159151,0.018803,0.0184302,0.0414971,0.0247729,0.0191856,0.0118837,0.0281608,0.00759147,0.026397,0.0314078,0.00905322,0,0,0.0280084,0,0.0119397,0.0220726,0.0460719,0.0261224,0.0218019,0.010445,0.0345503,0.0209439,0.0179795,0.027553,0.0166897,0.0164214,0.0125849,0.0432073,0.0167481,0.0140218,0.0283167,0.0258587,0.0231896,0.0202083,0.035441,0.0124181,0,0,0,0,0,0,0
97,0.0225543,0.0324972,0,0,0,0,0,0,0.0343224,0.0100131,0.0317573,0.0293731,0,0,0.0260872,0,0.037943,0.013002,0.03255,0.0313251,0.00420378,0.0107563,0.0437908,0.0240116,0.0132189,0.0134891,0.011985,0.035989,0.0137402,0.0156911,0.0185873,0.0186189,0.0419316,0.0244589,0.0192513,0.0117902,0.0283279,0.00759759,0.0263761,0.031576,0.00862611,0,0,0.0278292,0,0.0119128,0.0218867,0.0463276,0.026013,0.0216919,0.0103957,0.0340885,0.0214037,0.0178977,0.0275446,0.0166599,0.0162669,0.0125926,0.0430917,0.0166782,0.0140086,0.028394,0.0261724,0.0227898,0.0200474,0.0353331,0.012511,0,0,0,0,0,0,0
98,0.0227846,0.0324524,0,0,0,0,0,0,0.0345728,0.00998704,0.0319668,0.0295726,0,0,0.0261647,0,0.0379429,0.0130944,0.0325172,0.0315247,0.00379813,0.0113761,0.0435701,0.0240012,0.0131525,0.013404,0.0119556,0.0361502,0.0134723,0.015567,0.0184772,0.0187385,0.0421655,0.0241811,0.0192461,0.0117096,0.0284731,0.00760541,0.0263331,0.0317659,0.00816721,0,0,0.0276367,0,0.0118674,0.021784,0.0466169,0.0257902,0.0215887,0.0103713,0.0337384,0.0218201,0.0178684,0.0275617,0.0166388,0.0161553,0.0126285,0.0429896,0.0166378,0.0139891,0.0284029,0.0264253,0.022453,0.0199178,0.0352073,0.0125358,0,0,0,0,0,0,0
99,0.0229858,0.0323926,0,0,0,0,0,0,0.0345614,0.00999166,0.031996,0.0299072,0,0,0.0262153,0,0.0378657,0.0131813,0.0325019,0.0314724,0.00344698,0.0115729,0.0434396,0.0240563,0.0130875,0.0132412,0.0118555,0.0362799,0.0134188,0.0155578,0.0184544,0.0187492,0.0421236,0.023951,0.0192,0.0116789,0.0286533,0.0076153,0.0263026,0.0319922,0.00779292,0,0,0.0274041,0,0.0118098,0.0217023,0.0468067,0.0254904,0.0215065,0.0103249,0.033449,0.0221373,0.0178852,0.0275318,0.0166403,0.0160617,0.0126754,0.0429187,0.016618,0.0139445,0.0284027,0.0266031,0.0221492,0.0197824,0.0350962,0.0125704,0,0,0,0,0,0,0
100,0.023204,0.0323219,0,0,0,0,0,0,0.0342783,0.00993562,0.0318356,0.0302596,0,0,0.0261951,0,0.0377516,0.0132228,0.0324388,0.0312453,0.00319573,0.0113055,0.0432776,0.0240918,0.0130156,0.0130425,0.011723,0.0363436,0.0135816,0.0157288,0.0185016,0.0186829,0.0419218,0.0237107,0.0191424,0.0116358,0.0288267,0.00764095,0.0262599,0.032142,0.00757338,0,0,0.0271968,0,0.0117822,0.0215308,0.0469011,0.025231,0.0214607,0.0102335,0.0331031,0.0223269,0.0179253,0.0274523,0.0166631,0.0159713,0.0126312,0.0428691,0.0165722,0.0138695,0.0283891,0.0266475,0.0217777,0.0195682,0.0349829,0.012676,0,0,0,0,0,0,0
101,0.0234292,0.0322319,0,0,0,0,0,0,0.0338785,0.00984419,0.0314909,0.0306658,0,0,0.026149,0,0.0376235,0.0132571,0.0323521,0.0309687,0.00291253,0.0107096,0.0430626,0.0241257,0.0129823,0.0128971,0.011618,0.0363159,0.0138367,0.0159811,0.0186018,0.0185762,0.0416591,0.0234814,0.0190692,0.0115602,0.0290524,0.00766871,0.026258,0.0322416,0.00742037,0,0,0.0269348,0,0.011744,0.0212755,0.0469686,0.0250665,0.0214149,0.0101716,0.0327342,0.0224559,0.017906,0.0273883,0.0166937,0.0158948,0.0125972,0.0428256,0.016502,0.0137975,0.0284257,0.0266368,0.021353,0.0192901,0.0348748,0.0128415,0,0,0,0,0,0,0
102,0.0236748,0.0321115,0,0,0,0,0,0,0.0334863,0.00973324,0.0312415,0.0311071,0,0,0.0260726,0,0.0374825,0.0133081,0.0322965,0.030737,0.00265647,0.0100024,0.0427937,0.0241781,0.0130002,0.0128284,0.0115805,0.0362238,0.0140689,0.0161615,0.018729,0.0184681,0.0414045,0.0232597,0.018982,0.0114491,0.0293822,0.00764365,0.0263457,0.0323199,0.00729275,0,0,0.0265978,0,0.0116451,0.0210671,0.0469639,0.0250501,0.0213651,0.0101696,0.0323786,0.0224834,0.0179608,0.0273579,0.0167572,0.0158642,0.0125729,0.0427968,0.016444,0.0137328,0.0285774,0.0264562,0.0209339,0.0189639,0.034757,0.0131235,0,0,0,0,0,0,0
103,0.0239227,0.0320288,0,0,0,0,0,0,0.0331843,0.0096281,0.031118,0.0314979,0,0,0.0259593,0,0.0373352,0.0133304,0.032272,0.0306083,0.00248785,0.0094394,0.0424765,0.0242234,0.0130722,0.012863,0.0116229,0.0361117,0.0142112,0.0162808,0.018835,0.0183825,0.0412409,0.0230326,0.0189013,0.0113132,0.0297273,0.00761056,0.0264757,0.0323474,0.00727983,0,0,0.0262169,0,0.0115178,0.0207769,0.0469288,0.0251306,0.0213603,0.0101254,0.0320471,0.0224729,0.0179991,0.0273629,0.0168577,0.0158518,0.0125384,0.0427875,0.0163857,0.0136531,0.0287787,0.02608,0.0205121,0.0185964,0.0346668,0.013428,0,0,0,0,0,0,0
104,0.0241575,0.0320029,0,0,0,0,0,0,0.0330265,0.00951325,0.0311473,0.031736,0,0,0.0257725,0,0.0371692,0.0133122,0.032237,0.030583,0.00236349,0.00932293,0.0421417,0.024258,0.0131899,0.012971,0.0117005,0.0360551,0.0142936,0.0163614,0.0189402,0.0183432,0.0412124,0.0227142,0.0188161,0.0111452,0.0300642,0.00757488,0.0266419,0.0323058,0.00726123,0,0,0.025779,0,0.0113594,0.0204136,0.0469158,0.0251903,0.0214379,0.0100189,0.0317934,0.0224447,0.0179563,0.0273905,0.0169677,0.0158181,0.0124571,0.0427814,0.0163331,0.0135638,0.0289961,0.0257142,0.0200604,0.0182956,0.0346088,0.0136363,0,0,0,0,0,0,0
105,0.0243677,0.0320134,0,0,0,0,0,0,0.0329692,0.00939972,0.0311328,0.0317615,0,0,0.0255926,0,0.0369848,0.0132815,0.0321829,0.0306396,0.00238644,0.00958123,0.0417561,0.0242379,0.013331,0.0131009,0.0118117,0.0359389,0.0143194,0.0163839,0.0189791,0.0183183,0.0412799,0.0223878,0.018713,0.0109675,0.0303983,0.00754753,0.0268131,0.0322139,0.00728647,0,0,0.0253019,0,0.0111909,0.0200465,0.0468809,0.0253554,0.0215021,0.00989497,0.0316661,0.0224318,0.0179098,0.0274284,0.0170507,0.0158016,0.0123925,0.0427929,0.0162813,0.0134933,0.0292178,0.0254126,0.0195146,0.0180423,0.0345945,0.0138932,0,0,0,0,0,0,0
106,0.02456,0.0320278,0,0,0,0,0,0,0.0329654,0.00929271,0.0312171,0.0316125,0,0,0.0254679,0,0.036809,0.01326,0.0320717,0.0307581,0.00250889,0.0100794,0.0413386,0.0242097,0.0135055,0.013257,0.0119588,0.0358661,0.0142952,0.016379,0.0189859,0.0183211,0.0414138,0.0220734,0.0186069,0.0108442,0.0307042,0.00758299,0.0269996,0.0320862,0.00733399,0,0,0.0248667,0,0.0110861,0.0196784,0.0468235,0.0255353,0.0215716,0.0097769,0.031544,0.0224613,0.0178992,0.0274654,0.0170763,0.0158276,0.0123737,0.0428301,0.0162396,0.0134337,0.0294439,0.0250624,0.0189265,0.0177261,0.0346303,0.0141403,0,0,0,0,0,0,0
107,0.0247643,0.032046,0,0,0,0,0,0,0.0329937,0.00917967,0.0313951,0.0313429,0,0,0.0253098,0,0.0366574,0.0132308,0.0319406,0.0308521,0.00262997,0.0106215,0.040982,0.0241616,0.0137308,0.0134563,0.0121431,0.0357283,0.0142222,0.0163572,0.0189629,0.0183263,0.0415553,0.0217341,0.0185205,0.0107851,0.0309184,0.00770332,0.0271331,0.0319452,0.0073612,0,0,0.0246051,0,0.0111484,0.0193818,0.0467549,0.0256682,0.0216858,0.00971744,0.0314424,0.0225089,0.0178892,0.0275036,0.0170756,0.015864,0.0123973,0.0429012,0.0161946,0.0133998,0.0296438,0.0247842,0.0185007,0.0172996,0.0347568,0.0143112,0,0,0,0,0,0,0
108,0.0249979,0.0321249,0,0,0,0,0,0,0.0330544,0.00905264,0.031571,0.0309414,0,0,0.0250634,0,0.0364771,0.0131909,0.0318338,0.0309325,0.00279941,0.0110138,0.0406987,0.0241143,0.0139707,0.0136698,0.0123511,0.0355689,0.0141388,0.0163569,0.018938,0.0183283,0.0416947,0.0213761,0.0184273,0.0107008,0.0310945,0.00767448,0.0272035,0.0317843,0.00733121,0,0,0.0242861,0,0.0110231,0.0192404,0.0467072,0.0257907,0.0218298,0.00976476,0.0313626,0.0226523,0.0178667,0.0275283,0.017105,0.0158921,0.0123732,0.04295,0.0161567,0.0133854,0.0297961,0.0244456,0.0181934,0.016944,0.0349698,0.0144315,0,0,0,0,0,0,0
109,0.0252571,0.0322351,0,0,0,0,0,0,0.0331455,0.00893499,0.0317281,0.0303807,0,0,0.0247678,0,0.0362641,0.0131766,0.0317675,0.0310454,0.00305486,0.0111814,0.0404263,0.0240035,0.0141861,0.0138408,0.0125276,0.0355846,0.0140903,0.0163525,0.0189411,0.018365,0.0418362,0.0209616,0.0183101,0.0106017,0.0312254,0.00759366,0.0273,0.0315835,0.00730972,0,0,0.0239603,0,0.0108141,0.0192068,0.046661,0.0258938,0.021942,0.00995846,0.0312294,0.0228387,0.0178655,0.0275386,0.0171363,0.0158837,0.0122887,0.0429761,0.0161112,0.0133502,0.0298903,0.0241958,0.0178991,0.016891,0.0351985,0.0145113,0,0,0,0,0,0,0
110,0.0254614,0.0323608,0,0,0,0,0,0,0.0332158,0.00882273,0.0318872,0.0297567,0,0,0.0243893,0,0.0360538,0.0131996,0.0318478,0.0311904,0.00332038,0.0111049,0.0402255,0.0239452,0.0143776,0.0139658,0.012657,0.0357028,0.0140824,0.0163455,0.0189427,0.0184349,0.0419799,0.020463,0.0181909,0.0104533,0.031343,0.00756833,0.0274157,0.0313833,0.00730876,0,0,0.0237821,0,0.0106669,0.0191833,0.0467064,0.0259859,0.0220867,0.0100625,0.0312449,0.0230704,0.0178374,0.0275779,0.017169,0.0158449,0.0122454,0.0429846,0.0160871,0.0133335,0.0299928,0.0241045,0.0175231,0.0168489,0.0354425,0.0147646,0,0,0,0,0,0,0
111,0.0256677,0.0325003,0,0,0,0,0,0,0.033248,0.00872965,0.0319895,0.02915,0,0,0.0239894,0,0.0358507,0.0132218,0.032095,0.0313162,0.00353447,0.0107826,0.0400599,0.0239204,0.0145259,0.0140722,0.012768,0.0357458,0.0140723,0.0163551,0.0189669,0.0184955,0.0420937,0.019956,0.0180779,0.0102472,0.0314648,0.00754349,0.027536,0.0312247,0.00730694,0,0,0.0236194,0,0.0104876,0.0191033,0.046752,0.0260766,0.0222205,0.00996491,0.0312551,0.023376,0.0177939,0.0276272,0.0171397,0.0158048,0.0122344,0.0429838,0.0160685,0.0133364,0.0301067,0.0241195,0.0170482,0.0165549,0.035653,0.0149769,0,0,0,0,0,0,0
112,0.0259142,0.032613,0,0,0,0,0,0,0.0332853,0.00865002,0.0320732,0.0286388,0,0,0.0234576,0,0.0356186,0.0131878,0.0321737,0.0314414,0.00363183,0.0102947,0.0398323,0.023844,0.01462,0.0141758,0.0128784,0.0358361,0.0140647,0.0163946,0.0190269,0.018547,0.0421775,0.0194581,0.0179437,0.0100624,0.0315555,0.00755641,0.0276304,0.0311133,0.00731703,0,0,0.0234075,0,0.0103028,0.0188467,0.0467465,0.026192,0.0222445,0.00989494,0.0311269,0.0236632,0.0177595,0.0276696,0.0170896,0.0157921,0.0122249,0.0429721,0.016023,0.0133229,0.0302088,0.0240683,0.0164847,0.0161742,0.035757,0.015139,0,0,0,0,0,0,0
113,0.0261573,0.0326363,0,0,0,0,0,0,0.0333088,0.00853105,0.0321206,0.0281955,0,0,0.0228225,0,0.0353078,0.0130626,0.0321268,0.03151,0.00363712,0.00981028,0.0395712,0.0236878,0.0146576,0.0142484,0.0129532,0.0358783,0.014089,0.0164585,0.0190715,0.0185604,0.0422007,0.0188855,0.0177625,0.0098842,0.0316431,0.00764073,0.0277239,0.0309961,0.00735793,0,0,0.0232104,0,0.0101968,0.0184297,0.0466987,0.0263067,0.0221182,0.00991313,0.0308635,0.0239061,0.0177321,0.0277135,0.0170045,0.0157861,0.0121972,0.0429668,0.0159815,0.0133372,0.0303139,0.0239825,0.0159647,0.0157339,0.0357276,0.0152827,0,0,0,0,0,0,0
114,0.02638,0.0325979,0,0,0,0,0,0,0.0333633,0.00840469,0.0321795,0.0278759,0,0,0.02215,0,0.034941,0.0129118,0.0319192,0.0315449,0.00359194,0.00943669,0.0392932,0.0235771,0.0146746,0.0143073,0.0130046,0.0359193,0.0141382,0.0165055,0.0190878,0.0185523,0.0421906,0.0182953,0.0175512,0.00964774,0.0317653,0.00775871,0.0278477,0.0308946,0.00744023,0,0,0.0229362,0,0.0100744,0.0179755,0.0466224,0.0264338,0.0218959,0.00990954,0.0303967,0.0242203,0.0176814,0.027757,0.0169022,0.0157888,0.0121368,0.0429205,0.0159444,0.0133395,0.0304143,0.0239048,0.0153542,0.0152217,0.0356168,0.0154707,0,0,0,0,0,0,0
115,0.0265495,0.0326719,0,0,0,0,0,0,0.0334297,0.0082661,0.0322779,0.0279388,0,0,0.0214665,0,0.0345549,0.0127646,0.0315604,0.0316229,0.00342499,0.00936352,0.0392925,0.0235509,0.0146886,0.0143715,0.0130641,0.0359931,0.0141129,0.0165194,0.0190763,0.0185423,0.0422086,0.0177358,0.0173363,0.00938665,0.0318572,0.00775821,0.0278868,0.0311051,0.00750361,0,0,0.0226383,0,0.00978059,0.0177759,0.0465767,0.0263967,0.021979,0.00981052,0.0305248,0.0247594,0.0176429,0.0277955,0.0168436,0.0157726,0.012084,0.042819,0.0159351,0.0132976,0.0304008,0.0239871,0.0147039,0.0148236,0.0356837,0.0155836,0,0,0,0,0,0,0
116,0.0267644,0.0327518,0,0,0,0,0,0,0.0334679,0.00811733,0.0323347,0.0281403,0,0,0.0208231,0,0.0341697,0.0126532,0.0314059,0.0316745,0.0032099,0.00945041,0.0393218,0.0234892,0.0146881,0.0144304,0.0130952,0.0359866,0.0140791,0.0165139,0.0190647,0.0185254,0.0422598,0.0172363,0.0171097,0.00913176,0.0318709,0.0078001,0.0278406,0.031387,0.00751781,0,0,0.0224246,0,0.00953018,0.0175798,0.0465577,0.0263083,0.0219923,0.00976637,0.0305979,0.02526,0.0175552,0.0278334,0.016809,0.0157176,0.012062,0.0427546,0.0159142,0.0132474,0.0303511,0.0241428,0.0140016,0.0143485,0.0357487,0.0156662,0,0,0,0,0,0,0
117,0.0269753,0.0327579,0,0,0,0,0,0,0.0334426,0.00796215,0.0323767,0.0283309,0,0,0.0201715,0,0.0337461,0.012513,0.0313874,0.0317257,0.00301584,0.00957211,0.0392198,0.023344,0.014714,0.0144742,0.0131058,0.0359107,0.01406,0.016519,0.0190821,0.018504,0.0423277,0.0167331,0.0168563,0.0088499,0.0319007,0.00789119,0.0278257,0.0315566,0.00745791,0,0,0.0222164,0,0.00927278,0.0172272,0.0465365,0.0262761,0.0218386,0.00974025,0.0303303,0.025709,0.0175225,0.0278351,0.0167118,0.0156317,0.0120476,0.0427219,0.0158851,0.0131993,0.030366,0.0243974,0.0132267,0.0137518,0.0357182,0.0157585,0,0,0,0,0,0,0
118,0.027146,0.0327028,0,0,0,0,0,0,0.0334269,0.00783968,0.0323936,0.0284739,0,0,0.0195025,0,0.0333143,0.0123757,0.0313952,0.0317583,0.00285247,0.00980974,0.0390499,0.0231425,0.0147743,0.0145266,0.0130998,0.0357597,0.0140549,0.0165357,0.0190909,0.0184671,0.0423444,0.0162275,0.0166042,0.00852629,0.032017,0.00799208,0.0278905,0.0316061,0.0073693,0,0,0.0219818,0,0.00901352,0.0167422,0.0465129,0.0262861,0.0216805,0.00961931,0.0299054,0.0261266,0.0174555,0.0277885,0.0165555,0.0155318,0.0120752,0.0426899,0.0158622,0.0131668,0.0304488,0.0246942,0.0124911,0.0131282,0.0356188,0.0158566,0,0,0,0,0,0,0
119,0.0272045,0.0327311,0,0,0,0,0,0,0.0334033,0.00778319,0.0324291,0.0287876,0,0,0.0189635,0,0.0329203,0.012326,0.0314254,0.03181,0.00271944,0.00967722,0.0390476,0.0229547,0.014843,0.0145831,0.0131016,0.035601,0.0140656,0.0165732,0.019086,0.0184299,0.0423559,0.0157823,0.0163817,0.0082419,0.0321061,0.00813397,0.0278859,0.0318018,0.00727192,0,0,0.0218978,0,0.00883518,0.0163288,0.0465159,0.0261508,0.0218959,0.00952939,0.0298916,0.0266636,0.0173609,0.0277181,0.0164006,0.0154049,0.0121312,0.0426291,0.0158475,0.0131191,0.0304574,0.0251557,0.0117912,0.0124389,0.0356542,0.0158441,0,0,0,0,0,0,0
120,0.027238,0.0327261,0,0,0,0,0,0,0.0333923,0.00774267,0.0325171,0.0290875,0,0,0.0183858,0,0.032518,0.0122826,0.0314313,0.0318783,0.00268467,0.00954076,0.038988,0.0228551,0.0149249,0.0146474,0.0131384,0.0354415,0.0140812,0.0166334,0.0190991,0.0184102,0.042434,0.0153091,0.0161567,0.0080005,0.0320367,0.00827737,0.0278005,0.0319726,0.00715757,0,0,0.0218241,0,0.00866963,0.0160666,0.0466257,0.0260672,0.0219933,0.00956353,0.029967,0.0271467,0.0173404,0.0278016,0.0163142,0.0153286,0.01213,0.0425641,0.0158274,0.0131027,0.0303713,0.0255983,0.0109734,0.0116739,0.0356641,0.0157719,0,0,0,0,0,0,0
121,0.0272988,0.0326864,0,0,0,0,0,0,0.0334056,0.00772482,0.0326351,0.0293117,0,0,0.0177515,0,0.0320889,0.012229,0.0314379,0.0320061,0.00275539,0.00943854,0.0387572,0.0227736,0.0150235,0.0147242,0.0131965,0.0353143,0.0140994,0.0166908,0.0191351,0.0184036,0.0425305,0.0148411,0.0159156,0.00788739,0.0319739,0.00835611,0.0276788,0.032038,0.00699955,0,0,0.0216823,0,0.00840693,0.0159834,0.0467091,0.0258897,0.0219498,0.00956623,0.0300442,0.0275614,0.0172369,0.0278301,0.0161609,0.015183,0.0120882,0.0424472,0.0158261,0.0130881,0.0302774,0.0259681,0.0100832,0.0111047,0.0356272,0.0157871,0,0,0,0,0,0,0
