Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,RTHIA,RTIBA
36,0.032068,0.0241511,0,0,0,0,0,0,0.00836215,0.00871322,0.00738705,0.00407886,0,0,0.0447293,0,0.0396905,0.0199072,0.0431833,0.0103918,0.0211969,0.0153843,0.00903944,0.0253345,0.0139099,0.0203785,0.0142576,0.0382764,0.0105915,0.0102771,0.00745203,0.0325625,0.00755565,0.0294166,0.0239382,0.0223156,0.0236552,0.01297,0.020005,0.00304384,0.0233463,0,0,0.0642735,0,0.0148648,0.025332,0.0354304,0.0331952,0.022977,0.00605272,0.00619612,0.0215423,0.0109098,0.0136861,0.00693581,0.0106623,0.0115857,0.0154872,0.0339836,0.0495747,0.014649,0.0124239,0.0198935,0.0279727,0,0,0,0,0,0,0,0,0
37,0.0318662,0.0242302,0,0,0,0,0,0,0.0084316,0.00874287,0.00671298,0.00385493,0,0,0.0448898,0,0.0398449,0.0199665,0.0432904,0.00940354,0.0216658,0.0147042,0.00848803,0.0251532,0.0130186,0.019179,0.0133715,0.0383651,0.0102216,0.00956116,0.00673408,0.0324502,0.00782601,0.0295205,0.0240154,0.0224662,0.0234841,0.0127395,0.0198465,0.00324298,0.0231558,0,0,0.0635752,0,0.0149239,0.0251696,0.0352838,0.032943,0.0230729,0.006046,0.00621596,0.0215611,0.0110696,0.0133424,0.00711702,0.0105058,0.0113133,0.0152328,0.0337924,0.0490574,0.0146348,0.012547,0.0199964,0.0276608,0,0,0,0,0,0,0,0,0
38,0.031512,0.0241252,0,0,0,0,0,0,0.00841206,0.00885617,0.00604836,0.00362405,0,0,0.0450342,0,0.0399872,0.0201421,0.0433891,0.00878428,0.0221361,0.0142125,0.00789273,0.0247452,0.0118814,0.0179847,0.0126094,0.0381368,0.00958629,0.00893553,0.00603898,0.0321333,0.00775305,0.0297071,0.0241153,0.0225733,0.0232794,0.0125159,0.0197002,0.00344112,0.0228262,0,0,0.0627856,0,0.0150042,0.0250105,0.0353046,0.0326589,0.0231397,0.00584175,0.00623748,0.0215298,0.0113313,0.0132551,0.00725498,0.0102326,0.0110437,0.014952,0.0335634,0.0485067,0.0146188,0.0126899,0.0199503,0.0272008,0,0,0,0,0,0,0,0,0
39,0.0309948,0.0238805,0,0,0,0,0,0,0.00851017,0.00896408,0.00545757,0.00350178,0,0,0.0451469,0,0.0400854,0.0203201,0.0434372,0.00846277,0.0225165,0.0137082,0.00722916,0.0241477,0.0108113,0.0168292,0.0118179,0.0379167,0.00889894,0.00844392,0.00544509,0.0318272,0.00791885,0.0299011,0.024185,0.0226619,0.0230302,0.012306,0.0195374,0.00366307,0.0223742,0,0,0.061937,0,0.015101,0.0247614,0.0354877,0.0323604,0.02316,0.00569585,0.00626097,0.021495,0.0116062,0.0130681,0.00735454,0.00983452,0.0108178,0.0145888,0.0333128,0.047922,0.0146057,0.0128257,0.0197496,0.0266046,0,0,0,0,0,0,0,0,0
40,0.0304179,0.0236629,0,0,0,0,0,0,0.00873824,0.00909173,0.00511965,0.00348546,0,0,0.0452588,0,0.0401726,0.0204905,0.0433468,0.00822556,0.0229426,0.0129961,0.00654373,0.0235173,0.00987241,0.0156162,0.0108772,0.0378266,0.00834456,0.00796521,0.00491706,0.0316051,0.00819705,0.0300888,0.0242599,0.0227489,0.0226131,0.0121014,0.0192847,0.00369911,0.0219111,0,0,0.0610738,0,0.015218,0.0244949,0.0357554,0.0320211,0.0232794,0.00545001,0.00615198,0.021338,0.0117213,0.0129892,0.00743587,0.00940306,0.0105063,0.0141663,0.0328968,0.047295,0.0146397,0.013005,0.0196251,0.0259769,0,0,0,0,0,0,0,0,0
41,0.0297709,0.0234707,0,0,0,0,0,0,0.00900076,0.00925834,0.004924,0.00357297,0,0,0.0453295,0,0.0402306,0.0206719,0.0431613,0.00798213,0.0233554,0.0122865,0.00590988,0.0227324,0.00911851,0.0143988,0.0100462,0.0378328,0.00794956,0.00758499,0.0044442,0.0314474,0.00874407,0.0302303,0.0243215,0.022787,0.0219133,0.011907,0.0189813,0.00378733,0.0214341,0,0,0.0601794,0,0.0152907,0.0242279,0.0360648,0.0317618,0.0234792,0.00518498,0.00597709,0.0210994,0.0117325,0.0130177,0.00749978,0.00893919,0.0100421,0.0138054,0.0323095,0.0465541,0.014865,0.0132129,0.0195857,0.0252978,0,0,0,0,0,0,0,0,0
42,0.029258,0.0233404,0,0,0,0,0,0,0.00956534,0.00947319,0.00482936,0.00358475,0,0,0.0454236,0,0.0402115,0.0208826,0.0430952,0.00768279,0.0237773,0.0119456,0.00541187,0.022123,0.00856942,0.0134503,0.0096028,0.0378998,0.0076654,0.00742637,0.00405845,0.0312274,0.00951987,0.0303831,0.0243679,0.0228093,0.0219376,0.0116879,0.0188336,0.00412079,0.0210695,0,0,0.0595848,0,0.0153078,0.0241349,0.036304,0.0314509,0.0235379,0.00467763,0.0059058,0.0209089,0.0120539,0.0130546,0.00769285,0.00859838,0.00969681,0.0136457,0.0322264,0.0459527,0.014669,0.0133133,0.0195238,0.0247702,0,0,0,0,0,0,0,0,0
43,0.0286896,0.0231257,0,0,0,0,0,0,0.0100001,0.00959235,0.00467998,0.00367019,0,0,0.0455086,0,0.0402561,0.0210146,0.0429531,0.0071628,0.0240351,0.0114403,0.0050362,0.0214719,0.00778583,0.0122626,0.00895724,0.0378756,0.00733843,0.00724121,0.00371868,0.0310718,0.0103272,0.0305621,0.0244106,0.0228155,0.0218308,0.0114931,0.0187875,0.00457533,0.0206226,0,0,0.0589196,0,0.0153564,0.0239937,0.0364148,0.0311597,0.0235712,0.00442396,0.0058468,0.0207056,0.01229,0.0130544,0.00790785,0.00829848,0.00952911,0.0134625,0.032085,0.0454441,0.0144102,0.0133934,0.0193477,0.0241916,0,0,0,0,0,0,0,0,0
44,0.0281189,0.0229156,0,0,0,0,0,0,0.0103884,0.009693,0.00462579,0.00391313,0,0,0.0457982,0,0.0402697,0.0212331,0.042765,0.00656645,0.0241577,0.010715,0.00477507,0.020725,0.0071328,0.011119,0.00831522,0.037855,0.00696252,0.00701588,0.00343674,0.0309214,0.0109621,0.0308736,0.0244219,0.0228245,0.0217034,0.0113155,0.0187039,0.00506581,0.0201252,0,0,0.0582916,0,0.0153915,0.0237853,0.0364181,0.0309367,0.0235652,0.00420283,0.00574019,0.0204655,0.012558,0.0130327,0.0081985,0.00802959,0.00936351,0.0132885,0.0319339,0.044956,0.0142154,0.013471,0.0190339,0.0236007,0,0,0,0,0,0,0,0,0
45,0.0276095,0.0227311,0,0,0,0,0,0,0.0107787,0.00947248,0.00462297,0.00428813,0,0,0.0458125,0,0.0405383,0.0212214,0.0425461,0.0060291,0.0242194,0.00991726,0.00460268,0.0200573,0.00665696,0.0101006,0.00767149,0.0380148,0.006614,0.0068015,0.00319089,0.030715,0.0114694,0.0309601,0.0245422,0.0228634,0.0214713,0.011183,0.0186164,0.0057455,0.0195935,0,0,0.0576759,0,0.0154144,0.0235571,0.0363785,0.0307999,0.023473,0.00390723,0.00562142,0.020279,0.012857,0.012981,0.00843495,0.00775768,0.00922035,0.0131235,0.0318597,0.0445962,0.0140791,0.0135056,0.0187467,0.0230435,0,0,0,0,0,0,0,0,0
46,0.0270805,0.0225468,0,0,0,0,0,0,0.0111077,0.00938469,0.00460589,0.00465144,0,0,0.0458412,0,0.040645,0.0212562,0.0424075,0.00569723,0.0241605,0.00939373,0.00459747,0.0195132,0.00608474,0.00915139,0.00694984,0.0382528,0.00631255,0.00660742,0.00297468,0.0305178,0.0119803,0.0310745,0.0245549,0.0228471,0.0212746,0.0110676,0.018495,0.00643531,0.0190563,0,0,0.0571249,0,0.0154339,0.0232217,0.0363129,0.0306872,0.0233847,0.00385792,0.0055774,0.0200467,0.0132106,0.012974,0.00872617,0.00752657,0.00915298,0.0129541,0.0318104,0.0443396,0.0139908,0.0135278,0.0185611,0.0224728,0,0,0,0,0,0,0,0,0
47,0.0265998,0.0223334,0,0,0,0,0,0,0.0113702,0.0092091,0.00461205,0.00504232,0,0,0.0457023,0,0.0409916,0.021152,0.0422998,0.00555046,0.0240128,0.00890398,0.00463252,0.0191713,0.00548978,0.00798428,0.00612732,0.0384988,0.00597092,0.00638883,0.00277615,0.0303655,0.0123173,0.0309888,0.0246539,0.0228343,0.0211295,0.0109455,0.0182961,0.00701383,0.0185346,0,0,0.056641,0,0.0154697,0.0231704,0.0364037,0.030568,0.0232986,0.00383501,0.00559526,0.0197832,0.0132115,0.0129259,0.00885125,0.00733452,0.00905219,0.0127624,0.0317364,0.044008,0.0138538,0.0135296,0.0183791,0.0219649,0,0,0,0,0,0,0,0,0
48,0.0262406,0.0220879,0,0,0,0,0,0,0.0114848,0.00906395,0.00456822,0.00541167,0,0,0.0456665,0,0.04136,0.0210931,0.0422072,0.00566322,0.0240809,0.00840976,0.00463309,0.0189301,0.00493842,0.00670768,0.00527186,0.0387897,0.00555142,0.00616686,0.00262848,0.0303237,0.0126373,0.0308736,0.0247577,0.0228069,0.0208984,0.0108545,0.0182121,0.00743656,0.0180494,0,0,0.056204,0,0.0155057,0.0231021,0.0366031,0.030511,0.0232255,0.00370146,0.00562913,0.0195553,0.0132299,0.0128578,0.00885069,0.00714664,0.0088576,0.012577,0.0315792,0.0435812,0.0137508,0.0135179,0.0182147,0.0215851,0,0,0,0,0,0,0,0,0
49,0.0259314,0.0219982,0,0,0,0,0,0,0.0116705,0.00900201,0.00469724,0.0058363,0,0,0.0458568,0,0.0414225,0.0211872,0.0421466,0.00602029,0.0241746,0.00813628,0.00446287,0.0186624,0.00448748,0.00604907,0.00471768,0.0390292,0.00528888,0.00598591,0.00252592,0.0303174,0.0131601,0.0310144,0.0247479,0.0227347,0.0207024,0.0108092,0.0182274,0.00770109,0.0176875,0,0,0.0558422,0,0.0154789,0.0229932,0.0367371,0.0304293,0.0231492,0.00363691,0.00563603,0.0194805,0.0130925,0.0127369,0.00884238,0.00691101,0.00885945,0.0123722,0.0314426,0.0432231,0.0137302,0.0134844,0.0182492,0.0212481,0,0,0,0,0,0,0,0,0
50,0.0256722,0.0219704,0,0,0,0,0,0,0.0117888,0.00900294,0.0049982,0.00615502,0,0,0.0461944,0,0.0412869,0.0213973,0.042072,0.00651661,0.0241371,0.00783167,0.00422853,0.0184134,0.00444262,0.0053168,0.00434921,0.0391251,0.00522098,0.00578327,0.00243533,0.0303026,0.0132252,0.0312909,0.0246421,0.0226086,0.0205621,0.0107545,0.0182293,0.00779979,0.017424,0,0,0.0555242,0,0.0154274,0.0228615,0.0368356,0.0303903,0.0231107,0.00369165,0.00575257,0.0194367,0.0129908,0.0126024,0.00880395,0.0065866,0.00899133,0.0122579,0.0314846,0.0429305,0.0136483,0.0134205,0.0182531,0.0209843,0,0,0,0,0,0,0,0,0
51,0.0253234,0.0218604,0,0,0,0,0,0,0.0120664,0.00906402,0.00534573,0.00635161,0,0,0.0466904,0,0.0410114,0.0217371,0.0421074,0.0070174,0.0241393,0.00764084,0.00406856,0.0179862,0.00451625,0.00499758,0.0042368,0.0390373,0.00519908,0.0056884,0.00237387,0.0303053,0.0134795,0.0316944,0.0244734,0.0224656,0.0205017,0.0106622,0.0181963,0.00794069,0.0171046,0,0,0.0551725,0,0.0153758,0.0227908,0.0369173,0.0303784,0.023142,0.00372258,0.00597782,0.0193724,0.0129318,0.0124301,0.0088357,0.00634827,0.00908709,0.0122366,0.0315673,0.0426241,0.0134405,0.0133722,0.0181632,0.0206649,0,0,0,0,0,0,0,0,0
52,0.0250152,0.02174,0,0,0,0,0,0,0.0122974,0.00900497,0.00569226,0.00643863,0,0,0.0470089,0,0.0409029,0.0219958,0.0421096,0.00755069,0.0240945,0.0073682,0.0039348,0.0176274,0.00426199,0.00469932,0.00413602,0.0388715,0.00536553,0.00562325,0.00235914,0.0303285,0.0136376,0.0319408,0.0244012,0.0223693,0.0205551,0.0105591,0.0181126,0.00789878,0.0168107,0,0,0.0548502,0,0.0153459,0.0226477,0.0369662,0.0303697,0.0231332,0.00378873,0.00619866,0.0192679,0.0126764,0.0123039,0.00868451,0.0063939,0.00902087,0.0122746,0.0315851,0.0422005,0.0132059,0.0133292,0.0181019,0.0203966,0,0,0,0,0,0,0,0,0
53,0.0247063,0.021611,0,0,0,0,0,0,0.0125013,0.00886093,0.00602564,0.00628727,0,0,0.0472596,0,0.0408498,0.0222389,0.0421751,0.00813168,0.0239313,0.00704886,0.003853,0.0173293,0.00379745,0.0043486,0.00402415,0.0386505,0.00555266,0.00560735,0.00241316,0.030397,0.0138608,0.0321777,0.0243257,0.0223233,0.0206552,0.0105302,0.0179487,0.00801223,0.0165445,0,0,0.0544819,0,0.0153051,0.0224889,0.0370826,0.030441,0.0230822,0.00387617,0.0063916,0.0191502,0.0128034,0.0124291,0.00864754,0.00654619,0.00891805,0.012365,0.0318051,0.0417461,0.013046,0.0132596,0.0180247,0.0201784,0,0,0,0,0,0,0,0,0
54,0.0244476,0.0214668,0,0,0,0,0,0,0.0126779,0.00868883,0.00647065,0.0060149,0,0,0.0475364,0,0.0407475,0.0224621,0.0423076,0.00877851,0.0239015,0.00674897,0.00369165,0.0169989,0.00343475,0.00396288,0.00390289,0.0384579,0.00564072,0.00562188,0.00255266,0.0304835,0.0139119,0.0323809,0.0242255,0.0222077,0.0207426,0.0105039,0.0178459,0.0079565,0.0163115,0,0,0.0541161,0,0.0152944,0.0223097,0.0371795,0.030461,0.0231498,0.00413438,0.00654638,0.0190412,0.0129748,0.0127382,0.00871988,0.00651589,0.009046,0.0124616,0.0320436,0.0413065,0.012889,0.0132236,0.0180159,0.0199909,0,0,0,0,0,0,0,0,0
55,0.0242552,0.0214727,0,0,0,0,0,0,0.0128357,0.00857421,0.00688843,0.0056987,0,0,0.0476648,0,0.0406306,0.0226054,0.0424015,0.00927635,0.0240597,0.00653335,0.00349639,0.0168475,0.00318407,0.0036755,0.00378797,0.0382757,0.00580534,0.00584669,0.00273584,0.0305485,0.0139555,0.0323777,0.0241361,0.0220726,0.0208209,0.0104306,0.0178449,0.00753034,0.0161917,0,0,0.0537509,0,0.0152267,0.022079,0.0372111,0.0304371,0.0233622,0.00440856,0.006621,0.0188899,0.0129857,0.0129774,0.00873045,0.00650914,0.00920681,0.0125426,0.0321749,0.0407818,0.0126924,0.013134,0.0179792,0.0198829,0,0,0,0,0,0,0,0,0
56,0.0239809,0.0214116,0,0,0,0,0,0,0.0130776,0.00842614,0.00724347,0.00538532,0,0,0.047796,0,0.0404667,0.0227166,0.0423295,0.00969991,0.0243693,0.00648112,0.00328873,0.0165154,0.00298211,0.0034248,0.00367933,0.0380314,0.00596445,0.00606181,0.00285725,0.0305823,0.0139588,0.0323519,0.0240075,0.0219486,0.0208632,0.0103327,0.0178597,0.00677683,0.0160243,0,0,0.0533393,0,0.015135,0.0220581,0.0372211,0.0303942,0.023682,0.00463739,0.00666937,0.018688,0.0130743,0.013061,0.00872489,0.00656937,0.00928308,0.0125783,0.0322425,0.0401755,0.0125559,0.0129588,0.0177735,0.019697,0,0,0,0,0,0,0,0,0
57,0.0236874,0.0210196,0,0,0,0,0,0,0.0133616,0.00821255,0.00750529,0.00497563,0,0,0.0478355,0,0.0402854,0.0228454,0.0420277,0.0100506,0.0247558,0.0065133,0.00314699,0.0160997,0.00279263,0.00316755,0.00357913,0.0377263,0.00605384,0.00624019,0.00299363,0.0306457,0.0140427,0.0321845,0.0238425,0.0217615,0.0208654,0.0102514,0.0179538,0.00615583,0.0157766,0,0,0.052876,0,0.0150115,0.0221603,0.0371919,0.0303348,0.0239071,0.00483605,0.00675369,0.0184295,0.0131098,0.0131031,0.00890631,0.00668325,0.00935616,0.0125363,0.0322603,0.0395253,0.0124047,0.0127788,0.0175698,0.019471,0,0,0,0,0,0,0,0,0
58,0.022349,0.0190516,0,0,0,0,0,0,0.00890844,0.00782589,0.00616667,0.00588122,0,0,0.0479549,0,0.0399817,0.0229288,0.0450274,0.0171484,0.0249707,0.00751433,0.00502227,0.0150168,0.00733944,0.00537354,0.00654765,0,0.00868687,0.00690469,0.00809145,0.0283558,0.0104016,0.0325239,0.023559,0.0212433,0.019849,0.0101755,0.0184129,0.00574506,0.0140673,0,0,0.0521545,0,0.0148934,0.0221291,0.0340472,0.0312081,0.0238631,0.00382078,0.0075871,0.0166923,0.0148725,0.0147278,0.0106253,0.00588611,0.00898903,0.0119911,0.0311192,0.0384559,0.0121817,0.0127163,0.0157326,0.017701,0,0,0,0,0,0,0,0,0
59,0.0232113,0.0203649,0,0,0,0,0,0,0.0142127,0.00779569,0.00838159,0.00444635,0,0,0.0474724,0,0.0398096,0.0228906,0.0415536,0.0104224,0.0252637,0.00768117,0.0028993,0.015452,0.00249007,0.00337165,0.00379126,0.0371776,0.00652301,0.00685667,0.00305154,0.0307356,0.0153827,0.0316946,0.0235191,0.0211967,0.0204187,0.0102668,0.0180452,0.00552061,0.0152203,0,0,0.0516414,0,0.0146091,0.0219005,0.0370933,0.0301408,0.0241238,0.00537252,0.0069362,0.0179819,0.0130917,0.0133473,0.00925341,0.00692778,0.00962882,0.0123713,0.0318248,0.0379984,0.0117018,0.0124956,0.0173712,0.018974,0,0,0,0,0,0,0,0,0
60,0.0231659,0.0202667,0,0,0,0,0,0,0.0146575,0.0075969,0.00882187,0.00442651,0,0,0.0470679,0,0.0395885,0.0228101,0.0413898,0.0107348,0.0255556,0.00778823,0.00281657,0.0154906,0.00237161,0.00331307,0.00369893,0.0373716,0.00658352,0.00697272,0.00320507,0.0307616,0.0158071,0.0314246,0.023364,0.020942,0.0203191,0.010295,0.0179473,0.00526069,0.015029,0,0,0.050985,0,0.014411,0.021743,0.037121,0.0300498,0.0241676,0.00556692,0.00703524,0.017766,0.013143,0.0134921,0.00961122,0.00698435,0.00968659,0.0123403,0.0317966,0.0371687,0.0115932,0.0123183,0.0170997,0.0188417,0,0,0,0,0,0,0,0,0
61,0.0231219,0.0200671,0,0,0,0,0,0,0.0149133,0.00732423,0.0091669,0.00450907,0,0,0.0466468,0,0.0393434,0.0227195,0.0412718,0.0110678,0.0257614,0.00780598,0.00289249,0.0154955,0.00220321,0.00318779,0.0036361,0.0373465,0.00666483,0.00701947,0.00338322,0.0308285,0.0160291,0.0309433,0.0231649,0.0206404,0.0202452,0.0103011,0.0178247,0.00509707,0.0148236,0,0,0.0504172,0,0.0142145,0.0216169,0.0371881,0.0299589,0.0241689,0.0060688,0.00724801,0.0175382,0.0130002,0.0136512,0.00945244,0.00705534,0.00981381,0.0123111,0.031686,0.0363295,0.0113689,0.012132,0.0167386,0.0186979,0,0,0,0,0,0,0,0,0
62,0.0229844,0.0197037,0,0,0,0,0,0,0.0149738,0.00700754,0.00944613,0.00461541,0,0,0.0462544,0,0.0390142,0.0227573,0.0412199,0.0114767,0.0258491,0.00767622,0.00306765,0.0155531,0.00205008,0.00302719,0.00357776,0.0371829,0.00685482,0.00717624,0.00357493,0.0308678,0.0160724,0.0305172,0.0228996,0.020313,0.0201726,0.0103012,0.0178536,0.00515904,0.0145795,0,0,0.0498496,0,0.0140095,0.0213946,0.0371972,0.0298358,0.0241514,0.00645195,0.00749502,0.0172663,0.0129507,0.0137905,0.00917506,0.00714257,0.00994881,0.0122868,0.0314911,0.0354838,0.0109161,0.0118926,0.016413,0.018524,0,0,0,0,0,0,0,0,0
63,0.0227947,0.019426,0,0,0,0,0,0,0.0150225,0.00659407,0.00975089,0.00475503,0,0,0.0459263,0,0.0386729,0.0228033,0.0411409,0.0119007,0.0258494,0.00750344,0.00326876,0.0156257,0.00196537,0.00290877,0.00356618,0.0370958,0.00723413,0.00725124,0.00375362,0.0308829,0.0161763,0.0300624,0.0226196,0.0199547,0.02001,0.0102429,0.017828,0.00532334,0.0142489,0,0,0.049153,0,0.0137114,0.0211359,0.0370848,0.0297136,0.0240911,0.00674818,0.00768782,0.0169625,0.0129555,0.013661,0.00897009,0.00726182,0.0100465,0.0122527,0.0312985,0.0346225,0.0106875,0.0115565,0.0161474,0.0183407,0,0,0,0,0,0,0,0,0
64,0.0225529,0.0190987,0,0,0,0,0,0,0.0153003,0.00632147,0.0100682,0.00491362,0,0,0.0453155,0,0.0382533,0.0226496,0.0411274,0.0121347,0.0258097,0.00752798,0.00344543,0.0157798,0.00193331,0.00295021,0.00367618,0.0369183,0.00775022,0.00732148,0.00382088,0.0308924,0.0164199,0.0295137,0.0222952,0.0195393,0.0201528,0.0102859,0.0180341,0.00549588,0.0138247,0,0,0.0484648,0,0.0133797,0.0210178,0.036918,0.0295522,0.0240364,0.00693319,0.00774981,0.0166133,0.012805,0.0134248,0.00887414,0.00741275,0.0102634,0.0122497,0.0312838,0.0338483,0.0101529,0.0110935,0.0157737,0.0181346,0,0,0,0,0,0,0,0,0
65,0.0232203,0.0184409,0,0,0,0,0,0,0.0152094,0.00580213,0.010742,0.00543732,0,0,0.0449683,0,0.0374826,0.0224003,0.0400504,0.0131229,0.0253751,0.00766448,0.00434053,0.0162853,0.00103944,0.00248225,0.00361688,0.0359452,0.00852352,0.00819053,0.00473899,0.0311458,0.0161061,0.0293965,0.0218098,0.0189456,0.0269856,0.0104715,0.0250171,0.0108093,0.0137524,0,0,0.0471913,0,0.0129026,0.0206165,0.0421896,0.0247854,0.0244142,0.0202869,0.010175,0.016137,0.0114506,0.0138179,0.0159261,0.0222599,0.0229504,0.0222518,0.0256933,0.0326538,0.010127,0.0106932,0.0149331,0.0187308,0,0,0,0,0,0,0,0.0297304,0
66,0.0232569,0.018131,0,0,0,0,0,0,0.0155345,0.00540851,0.0110278,0.00569375,0,0,0.0440415,0,0.0369027,0.0221373,0.0400028,0.0133661,0.0254392,0.00739126,0.0044768,0.0167378,0.00114618,0.00247825,0.00360067,0.0360469,0.00838006,0.00851083,0.00483496,0.0310232,0.0165008,0.0286485,0.0214417,0.0184769,0.0267365,0.0105292,0.0250337,0.0111983,0.0135593,0,0,0.0460944,0,0.0124484,0.0203138,0.0422324,0.0246843,0.0244457,0.0204636,0.0103174,0.0161609,0.0116152,0.0138824,0.0158994,0.0223737,0.0230348,0.0223149,0.0255247,0.0316773,0.00927721,0.0102139,0.0147093,0.0187239,0,0,0,0,0,0,0,0.0297061,0
67,0.0232848,0.0178487,0,0,0,0,0,0,0.0156448,0.00500918,0.0112551,0.00591365,0,0,0.0431419,0,0.036259,0.0218735,0.0399093,0.0135989,0.0254738,0.00726646,0.00458647,0.0172314,0.0011881,0.00243511,0.00364024,0.0359658,0.00844656,0.00897217,0.00489706,0.0309797,0.0167204,0.0279498,0.0210379,0.0179802,0.0264401,0.010663,0.0249659,0.0116436,0.0133757,0,0,0.0448541,0,0.0120764,0.0198324,0.0422459,0.0246638,0.0245373,0.0205795,0.010402,0.0161504,0.0114746,0.0137971,0.0157851,0.022336,0.0229556,0.0222511,0.0252567,0.03064,0.00887683,0.00969668,0.0144898,0.0187001,0,0,0,0,0,0,0,0.029567,0
68,0.0233024,0.0177002,0,0,0,0,0,0,0.0154845,0.00465068,0.0114084,0.00616478,0,0,0.0422949,0,0.035598,0.0215555,0.0398712,0.0138427,0.0254827,0.00723856,0.00466292,0.0177529,0.00123764,0.00236968,0.00372112,0.0357492,0.00869929,0.00917244,0.00495408,0.0309833,0.0166152,0.0273009,0.0206258,0.0173954,0.0261698,0.0108309,0.0248224,0.0120659,0.0131827,0,0,0.0434348,0,0.0116619,0.0193076,0.0422608,0.0246438,0.0247031,0.0207348,0.0104757,0.0161738,0.0112629,0.013705,0.015696,0.0222919,0.0228584,0.0221253,0.0250034,0.0295118,0.00818285,0.00909739,0.0142421,0.018663,0,0,0,0,0,0,0,0.0293723,0
69,0.0233244,0.0175448,0,0,0,0,0,0,0.0155837,0.00432293,0.0115821,0.00645025,0,0,0.0414144,0,0.03492,0.0211739,0.0398843,0.014077,0.0255383,0.0071442,0.00472067,0.0182454,0.0013214,0.00229655,0.00373328,0.0356882,0.00888266,0.00916704,0.0050655,0.0309701,0.0166108,0.0266625,0.0202043,0.0167369,0.025965,0.0109745,0.0247561,0.0123578,0.0130266,0,0,0.0419793,0,0.0111948,0.0187445,0.0423492,0.024618,0.0249227,0.0208854,0.0105548,0.0162282,0.0111358,0.0136124,0.015661,0.0223363,0.0227925,0.0219838,0.0248518,0.0284029,0.00722356,0.00843943,0.0139371,0.0186496,0,0,0,0,0,0,0,0.0293651,0
70,0.0234344,0.017305,0,0,0,0,0,0,0.0155091,0.00395625,0.0117344,0.00670634,0,0,0.0403719,0,0.0343078,0.0206687,0.0397964,0.0143494,0.025553,0.00714466,0.00470767,0.0188596,0.00136388,0.00219248,0.00380161,0.0355741,0.00868675,0.00921275,0.00523565,0.031049,0.0163976,0.025869,0.0197832,0.0160593,0.0258928,0.0110352,0.024804,0.0126075,0.0129177,0,0,0.0404279,0,0.0107202,0.0180496,0.0423548,0.0245992,0.0250099,0.0209348,0.0105993,0.0163284,0.0111066,0.0135417,0.0156435,0.0224576,0.0228356,0.0220053,0.0247814,0.0272921,0.00670843,0.00773407,0.013689,0.0187526,0,0,0,0,0,0,0,0.0295117,0
71,0.0235816,0.0170598,0,0,0,0,0,0,0.0153643,0.00362047,0.01192,0.0068927,0,0,0.0393257,0,0.0336294,0.0201474,0.0396017,0.0146632,0.0255554,0.00711331,0.00466163,0.0195838,0.0013936,0.00208957,0.00383697,0.0356718,0.00879221,0.0093294,0.00533475,0.0311181,0.0161707,0.0249959,0.019311,0.0153835,0.025851,0.011246,0.0248599,0.0128358,0.0128555,0,0,0.0387036,0,0.0103826,0.0173701,0.0422895,0.0245574,0.0250652,0.0208684,0.0105971,0.0164598,0.0110517,0.0137083,0.0155322,0.0225649,0.0229068,0.0221478,0.0246698,0.0261053,0.0063247,0.00707607,0.013479,0.0189122,0,0,0,0,0,0,0,0.0295816,0
72,0.0236362,0.0168025,0,0,0,0,0,0,0.0152303,0.0034287,0.0120164,0.00701306,0,0,0.0383081,0,0.0328602,0.019707,0.0395527,0.0147804,0.025547,0.00706979,0.00461777,0.0203007,0.00141195,0.00205426,0.00383142,0.0357535,0.00892462,0.0093815,0.00534663,0.0310931,0.0160903,0.0242717,0.0187643,0.0146338,0.0257546,0.0114892,0.0247933,0.013036,0.0127816,0,0,0.0367853,0,0.0100483,0.016824,0.0422859,0.024564,0.0251165,0.0208497,0.0105511,0.0165682,0.0111921,0.0140077,0.015419,0.0225957,0.0229439,0.0222461,0.0245118,0.0248432,0.00545127,0.0064145,0.0132183,0.019001,0,0,0,0,0,0,0,0.0296139,0
