Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74
10,0.0140542,0.00730986,0,0,0,0,0,0,0.0118332,0.00888407,0.00467715,0.00918264,0,0,0.0385558,0,0.0269088,0.0183191,0.0432216,0.00648456,0.0247235,0.00986151,0.014918,0.0198419,0.00907085,0.0103267,0.00987965,0.0364092,0.00399189,0.00280606,0.00183973,0.026718,0.0178602,0.0348319,0.0140919,0.00827963,0.0178769,0.0137802,0.0104036,0.0068903,0.0170872,0,0,0.0172286,0,0.00644764,0.00493314,0.0466318,0.0205487,0.0282484,0.0127923,0.0207698,0.0131849,0.0156478,0.034721,0.0138873,0.0149618,0.0133555,0.0395748,0.0105741,0.0140726,0.0212542,0.0158322,0.00201877,0.00620033,0.00541641,0.0125182,0,0,0,0,0,0,0,0
11,0.0146329,0.00735999,0,0,0,0,0,0,0.0114244,0.00885012,0.00467921,0.00914574,0,0,0.0389218,0,0.0268912,0.0184114,0.0432034,0.00636208,0.0247233,0.0102675,0.0150122,0.019606,0.00924955,0.0106989,0.0100731,0.0362556,0.0041878,0.00316306,0.00199136,0.0267981,0.0175501,0.0347278,0.014086,0.00828616,0.0180394,0.0138759,0.00967696,0.0069265,0.017619,0,0,0.0179312,0,0.00642958,0.00512446,0.0465821,0.0194959,0.0283387,0.012804,0.0210385,0.0132259,0.0155731,0.0348427,0.0136861,0.0147313,0.0128436,0.0404456,0.00970733,0.0134589,0.0216278,0.0163928,0.00223147,0.00614279,0.00525979,0.0130488,0,0,0,0,0,0,0,0
12,0.0151755,0.00744887,0,0,0,0,0,0,0.011297,0.00882948,0.00482148,0.0090703,0,0,0.0392835,0,0.0268989,0.0185031,0.0431549,0.00635921,0.0247378,0.010783,0.0151093,0.0194325,0.00941012,0.0110549,0.0102284,0.0363458,0.00440114,0.00352968,0.00206601,0.026758,0.0175881,0.0346189,0.0141182,0.00832242,0.0181262,0.0139423,0.00893652,0.00683342,0.0181519,0,0,0.0187155,0,0.00639165,0.00534877,0.0465203,0.0187669,0.0283274,0.0129431,0.0213066,0.0133025,0.0152521,0.0350502,0.0135259,0.0144267,0.0124807,0.041262,0.00903813,0.0130466,0.0219214,0.0170576,0.00246955,0.00606823,0.00519152,0.0135615,0,0,0,0,0,0,0,0
13,0.0158478,0.00750333,0,0,0,0,0,0,0.0113763,0.00878252,0.00491545,0.00900175,0,0,0.0395202,0,0.0269657,0.0185439,0.0430957,0.00636188,0.0248019,0.0112741,0.0151747,0.0193624,0.00953467,0.011384,0.0103852,0.0364748,0.00451795,0.00389697,0.00215393,0.0266947,0.0178245,0.0344102,0.0141548,0.00836418,0.0180458,0.0140058,0.00804573,0.00670773,0.0187192,0,0,0.0196981,0,0.00630239,0.00563002,0.0463454,0.0179882,0.028267,0.0128057,0.0215475,0.013463,0.014852,0.035006,0.0133865,0.0140175,0.0120832,0.0419761,0.00842233,0.0126419,0.0220244,0.0178797,0.00272915,0.00597181,0.00508564,0.0141688,0,0,0,0,0,0,0,0
14,0.0164691,0.00761156,0,0,0,0,0,0,0.0116644,0.00869317,0.00504256,0.00882152,0,0,0.0396738,0,0.0270088,0.0186174,0.0430251,0.00635646,0.0248726,0.0116809,0.0152142,0.0193611,0.00960644,0.01171,0.0105108,0.0365834,0.00460871,0.00426775,0.00226355,0.0265948,0.0183231,0.0341505,0.0141741,0.00839828,0.0179703,0.0140792,0.00726429,0.00683417,0.0192113,0,0,0.0207024,0,0.00624794,0.00579725,0.0460561,0.0172166,0.0281263,0.0126463,0.0218062,0.0135607,0.0144375,0.0349556,0.0132221,0.0136951,0.0117257,0.0427413,0.00784479,0.0123261,0.0222195,0.0187195,0.00297033,0.00590157,0.00494963,0.0147117,0,0,0,0,0,0,0,0
15,0.0170455,0.00776271,0,0,0,0,0,0,0.0119666,0.0085896,0.00534548,0.00858084,0,0,0.0397697,0,0.0270702,0.0186883,0.0429395,0.00647778,0.0248904,0.0120231,0.0152749,0.0193825,0.00974991,0.0120124,0.0106399,0.036659,0.00493268,0.00457441,0.00238911,0.0264195,0.0190621,0.0338958,0.014201,0.00842833,0.0178592,0.0141503,0.00666938,0.00757049,0.0196244,0,0,0.0217659,0,0.00623112,0.00591267,0.0456825,0.0166423,0.0278847,0.0126597,0.0220748,0.0135932,0.0141327,0.0348913,0.0130228,0.0134433,0.0114211,0.0434752,0.00735768,0.0120572,0.0222007,0.019573,0.00318853,0.00583633,0.00488227,0.0151721,0,0,0,0,0,0,0,0
16,0.0175533,0.00776957,0,0,0,0,0,0,0.0121233,0.00849431,0.00569899,0.00842609,0,0,0.0398548,0,0.0271449,0.018689,0.042806,0.00670879,0.0249613,0.0122973,0.0153892,0.0194779,0.00986409,0.0123514,0.010776,0.0366219,0.00516703,0.00484472,0.00249912,0.0262397,0.0195344,0.0336392,0.014232,0.00847077,0.0176252,0.0142498,0.00628778,0.00743259,0.0199906,0,0,0.0228859,0,0.00619396,0.00630807,0.0452764,0.0165302,0.0276915,0.0125872,0.022269,0.0136481,0.0136563,0.0348141,0.0127683,0.0131462,0.0112663,0.0440099,0.00708534,0.0118786,0.0219212,0.0204622,0.00340717,0.00578746,0.00483562,0.0155627,0,0,0,0,0,0,0,0
17,0.0179926,0.0078128,0,0,0,0,0,0,0.0119273,0.00839664,0.0060292,0.00833117,0,0,0.0399339,0,0.0272086,0.0186481,0.0426586,0.00699813,0.0251359,0.0125344,0.0155224,0.0196511,0.0100185,0.0127659,0.0109094,0.0364749,0.00529129,0.00515813,0.0026693,0.0260849,0.0196696,0.0333769,0.0142467,0.00851783,0.0171047,0.01433,0.0060788,0.00634748,0.0203172,0,0,0.0240534,0,0.00611238,0.00697786,0.0449125,0.0163023,0.0275888,0.0124209,0.0223135,0.0137918,0.0132523,0.0346157,0.0125812,0.0129806,0.0112248,0.0443138,0.0069878,0.0118181,0.0213252,0.0214139,0.0037105,0.00569852,0.0048114,0.0158977,0,0,0,0,0,0,0,0
18,0.018306,0.00788008,0,0,0,0,0,0,0.0118164,0.00832189,0.00642977,0.00820093,0,0,0.0399265,0,0.0272634,0.0185959,0.0425515,0.00741242,0.0251612,0.0127693,0.015622,0.0198414,0.0101778,0.013179,0.0110456,0.0363617,0.0054556,0.00558138,0.00286283,0.0259368,0.0199507,0.033101,0.0142524,0.00855098,0.0161521,0.0143896,0.0060295,0.00622119,0.0205195,0,0,0.0252864,0,0.0060896,0.00732471,0.0446561,0.0146175,0.0274133,0.0123168,0.0222544,0.0140127,0.0130977,0.0343275,0.0125442,0.0129553,0.0112956,0.0444753,0.00697695,0.0118884,0.0201378,0.0224016,0.00402145,0.00554499,0.00470399,0.0161378,0,0,0,0,0,0,0,0
19,0.0186163,0.00789968,0,0,0,0,0,0,0.0118119,0.00846188,0.00689065,0.00806777,0,0,0.0397514,0,0.0274156,0.0184616,0.0424857,0.00798221,0.0250218,0.0130807,0.0157192,0.0200554,0.0103015,0.0135877,0.0111655,0.0362602,0.00567047,0.00600778,0.00310235,0.0258106,0.0203062,0.0327754,0.0142955,0.00861604,0.0151001,0.0145565,0.00617214,0.00683793,0.0206911,0,0,0.0265171,0,0.0061479,0.00769202,0.044491,0.012487,0.02717,0.0122805,0.0221544,0.0142431,0.0130835,0.0339592,0.0126902,0.0128785,0.01136,0.0444961,0.00697083,0.0119543,0.0184879,0.0234667,0.00424772,0.00545242,0.00461359,0.0163479,0,0,0,0,0,0,0,0
20,0.0189687,0.00767598,0,0,0,0,0,0,0.0117666,0.00865412,0.0074007,0.00809693,0,0,0.0395045,0,0.0276134,0.018325,0.0423989,0.00870704,0.0248944,0.0134185,0.0159348,0.0201969,0.0103779,0.0139475,0.0112168,0.0361821,0.00588996,0.00640757,0.00334668,0.0256758,0.0205524,0.0324245,0.0143818,0.00871564,0.0144857,0.0148602,0.00622929,0.00697476,0.0208504,0,0,0.0277616,0,0.00626692,0.0081434,0.0443438,0.0108632,0.0269334,0.0120909,0.0221121,0.0144591,0.0128913,0.0335782,0.0128443,0.0126403,0.0113485,0.0443551,0.00699202,0.0119488,0.0169391,0.0245643,0.00441275,0.00546354,0.00460338,0.0166184,0,0,0,0,0,0,0,0
21,0.019265,0.0074466,0,0,0,0,0,0,0.011528,0.00836271,0.00797242,0.00812563,0,0,0.0393766,0,0.0276675,0.0182776,0.0422618,0.00955775,0.0247806,0.0136335,0.0161654,0.0202435,0.0103454,0.0142381,0.0111982,0.0360347,0.0061565,0.00685784,0.00359811,0.0255631,0.0205753,0.0320725,0.0144208,0.00875228,0.0139941,0.0149651,0.00595046,0.00700518,0.0209845,0,0,0.0290552,0,0.00623314,0.0086914,0.0440919,0.00960431,0.0267159,0.0114521,0.0220867,0.0146706,0.0128186,0.0331087,0.0128407,0.0125273,0.0112122,0.0440973,0.00697144,0.0117208,0.0158264,0.0254987,0.00464496,0.00536353,0.00455026,0.0168665,0,0,0,0,0,0,0,0
22,0.019551,0.00743896,0,0,0,0,0,0,0.0110741,0.00809416,0.00864263,0.00803324,0,0,0.0391136,0,0.0277541,0.0181376,0.0421024,0.0105982,0.0247097,0.0136548,0.0162368,0.0203433,0.0102235,0.0144913,0.0110937,0.0357821,0.00645766,0.00735409,0.00387711,0.0254663,0.0203944,0.0316157,0.0144682,0.00881546,0.0136977,0.0150312,0.00570856,0.00710919,0.0211287,0,0,0.0305078,0,0.00617008,0.00928848,0.0437854,0.00809912,0.0265469,0.0107383,0.021996,0.0149099,0.0127318,0.0328074,0.0127076,0.0123615,0.0111776,0.0441502,0.00688498,0.0114967,0.0153754,0.026521,0.00492308,0.00524978,0.00442475,0.0170996,0,0,0,0,0,0,0,0
23,0.0200236,0.00781147,0,0,0,0,0,0,0.010526,0.00775745,0.00944369,0.00787386,0,0,0.0384724,0,0.0279317,0.0177906,0.0419634,0.0119094,0.0246978,0.0137742,0.0160401,0.020677,0.0100988,0.0146548,0.0109079,0.0354668,0.00679637,0.00788269,0.00421778,0.0253617,0.0201036,0.0309503,0.0145338,0.00897155,0.0136593,0.0151444,0.0053257,0.00707213,0.0214042,0,0,0.0321245,0,0.00613434,0.00989933,0.043456,0.00659394,0.0264265,0.0102179,0.0217763,0.0151275,0.0127703,0.0324826,0.0125716,0.0123365,0.0108,0.044194,0.0062942,0.0108971,0.0153714,0.0277345,0.00526118,0.0051539,0.00450991,0.0174551,0,0,0,0,0,0,0,0
24,0.0204564,0.008042,0,0,0,0,0,0,0.00973545,0.00766107,0.010396,0.00777076,0,0,0.0380083,0,0.0281055,0.0175398,0.0418319,0.0134597,0.0247082,0.0142263,0.0158717,0.020936,0.0100085,0.0147601,0.0106565,0.0350854,0.00712475,0.0084821,0.00456399,0.0252612,0.0195114,0.0304197,0.014599,0.00907334,0.0130059,0.0152858,0.00467175,0.00721413,0.0216497,0,0,0.0336802,0,0.00610611,0.0105494,0.043149,0.00593226,0.0264398,0.00998546,0.0216125,0.0153787,0.0128041,0.0321218,0.0125568,0.0124368,0.010101,0.0445308,0.00545023,0.0100161,0.0146159,0.0289813,0.00564404,0.00509596,0.00448307,0.0178128,0,0,0,0,0,0,0,0
25,0.0208641,0.00827956,0,0,0,0,0,0,0.00875541,0.00781937,0.0115147,0.00766322,0,0,0.0377089,0,0.0282765,0.0173961,0.0417701,0.0152345,0.0247871,0.0146365,0.0158287,0.0210051,0.00983578,0.0149224,0.0104841,0.0347869,0.00757966,0.00928032,0.00489871,0.0250209,0.0186322,0.03002,0.0146769,0.00910023,0.0114719,0.015383,0.0039248,0.00734971,0.0218458,0,0,0.0350673,0,0.00604841,0.0112561,0.0429184,0.00615139,0.0266253,0.00964259,0.0214693,0.0156172,0.0130484,0.0314651,0.0128696,0.0129344,0.00873892,0.0448289,0.00441213,0.00839063,0.0129346,0.0301151,0.00605993,0.00507404,0.00445732,0.0181695,0,0,0,0,0,0,0,0
26,0.0213678,0.00828177,0,0,0,0,0,0,0.00772158,0.00784755,0.01275,0.00762259,0,0,0.0371979,0,0.0284972,0.0171353,0.0418128,0.017242,0.0248754,0.0149902,0.0159553,0.0209885,0.00952838,0.015224,0.0104389,0.0345788,0.00829221,0.0102225,0.00526581,0.0247637,0.0173957,0.0294764,0.0147732,0.00915204,0.00984931,0.0154476,0.00361099,0.00752163,0.0220885,0,0,0.0362613,0,0.00604167,0.0118889,0.0426325,0.00680709,0.0270587,0.00877647,0.0213261,0.0158092,0.0135818,0.0304919,0.0135095,0.0138374,0.00726915,0.0453296,0.00375943,0.00657126,0.0111837,0.0310613,0.00645334,0.00507981,0.00431699,0.0186615,0,0,0,0,0,0,0,0
27,0.0218965,0.00898351,0,0,0,0,0,0,0.00711833,0.00752062,0.0140593,0.00750869,0,0,0.0364249,0,0.0287053,0.0167218,0.0420481,0.0196335,0.0250895,0.0154037,0.0159292,0.0211074,0.00902209,0.0154073,0.0103859,0.0344879,0.00926384,0.0112837,0.0057599,0.0244321,0.0162142,0.0287428,0.0148903,0.0092617,0.00860399,0.0154991,0.00393041,0.00738925,0.0223055,0,0,0.037976,0,0.00602722,0.0126304,0.0421653,0.00748425,0.0277227,0.00782554,0.020918,0.0159084,0.0144381,0.0296435,0.0142514,0.014935,0.00644031,0.0459993,0.00371535,0.00544815,0.00950054,0.0319925,0.00667519,0.00513337,0.00470469,0.0191307,0,0,0,0,0,0,0,0
28,0.019842,0.00832969,0,0,0,0,0,0,0.00675279,0.00760054,0.0138436,0.0114293,0,0,0.0368322,0,0.0285478,0.0167625,0.0414477,0.0214757,0.023875,0.0133965,0.0181792,0.0220517,0.00949513,0.0151616,0.0105853,0.0343582,0.00876387,0.0106681,0.00521768,0.0243721,0.0163892,0.0296512,0.0147728,0.00919669,0.0283619,0.0157143,0.0256191,0.0138261,0.0194123,0,0,0.0401007,0,0.00587788,0.0133758,0.0423294,0.0277681,0.0234064,0.0191511,0.0187497,0.0162877,0.0232945,0.0206154,0.0247089,0.0260205,0.020021,0,0.0211056,0.020663,0.0266099,0.0331635,0.00698971,0.00508601,0.00470559,0.016656,0,0,0,0,0,0,0,0
29,0.0237287,0.0112347,0,0,0,0,0,0,0.00765048,0.00700866,0.0169784,0.00781146,0,0,0.0346875,0,0.0291427,0.0157601,0.0428535,0.0254264,0.025212,0.0169944,0.0160737,0.0217591,0.00810779,0.0156646,0.0106635,0.0345861,0.011315,0.0137498,0.00700371,0.0236895,0.0142578,0.0268773,0.0150922,0.00919647,0.00793501,0.015436,0.00398499,0.00723832,0.0234029,0,0,0.0412201,0,0.00601813,0.0138546,0.0407188,0.007852,0.0289262,0.00820878,0.0197777,0.016142,0.0166796,0.0279065,0.0159323,0.0169749,0.00616535,0.0451165,0.00315989,0.00468392,0.00773699,0.0337993,0.00737996,0.00526141,0.00679012,0.0207834,0,0,0,0,0,0,0,0
30,0.024823,0.012242,0,0,0,0,0,0,0.00915596,0.00676718,0.0184733,0.00808499,0,0,0.0337185,0,0.0294086,0.0152713,0.0432493,0.0279354,0.0251177,0.0187405,0.016163,0.0223078,0.00779582,0.0160299,0.0112191,0.0348224,0.0125178,0.0151851,0.00760982,0.023312,0.0132658,0.0258894,0.0152453,0.00922162,0.00803429,0.0153518,0.00393874,0.00725932,0.0240772,0,0,0.0425947,0,0.00606645,0.0142936,0.0400601,0.007326,0.0291091,0.00861322,0.0190356,0.0165053,0.0173961,0.0276339,0.016061,0.0175254,0.00635587,0.0445877,0.00318573,0.00496869,0.00773767,0.0348266,0.00777712,0.00536668,0.00773705,0.0218501,0,0,0,0,0,0,0,0
31,0.0258746,0.0132006,0,0,0,0,0,0,0.0112925,0.00650287,0.0198417,0.00834647,0,0,0.0328871,0,0.0296783,0.0148672,0.0435866,0.0293175,0.0249345,0.0208353,0.0162309,0.0228578,0.00754199,0.0164743,0.011948,0.0351421,0.0139153,0.0165721,0.00819582,0.0229694,0.0126842,0.0249963,0.0154399,0.00933145,0.00820569,0.0153427,0.00398714,0.00720531,0.0246145,0,0,0.0439275,0,0.00613633,0.0148295,0.0394697,0.00673514,0.0290008,0.00887994,0.0181387,0.0169396,0.0179076,0.0276621,0.0159285,0.0177175,0.00661352,0.0442379,0.00339272,0.00545353,0.00790729,0.0357036,0.00819415,0.00550858,0.00856,0.0228721,0,0,0,0,0,0,0,0
32,0.026897,0.0140533,0,0,0,0,0,0,0.0135989,0.00621081,0.0209838,0.00866802,0,0,0.0321177,0,0.0299233,0.0145209,0.0438374,0.0297081,0.0246894,0.0229604,0.0163418,0.0234558,0.00744747,0.0168269,0.0127192,0.0355074,0.0151977,0.0179081,0.00879168,0.0226849,0.0126599,0.0242597,0.015647,0.0095686,0.00817625,0.0153258,0.00402095,0.00720409,0.0249751,0,0,0.0451208,0,0.00620596,0.0156201,0.0389015,0.00629066,0.0286686,0.00888739,0.0172275,0.0173686,0.0182151,0.0277554,0.0157909,0.017674,0.00664195,0.0439151,0.00351809,0.00565534,0.00785372,0.0365708,0.00876273,0.00568215,0.00926975,0.0238103,0,0,0,0,0,0,0,0
33,0.0277902,0.0146844,0,0,0,0,0,0,0.0161867,0.00592639,0.0220456,0.00896158,0,0,0.0314349,0,0.0301138,0.0142216,0.0439841,0.0295043,0.0243962,0.0245814,0.0164948,0.0240692,0.00748974,0.0170889,0.0135011,0.0359463,0.016285,0.0191276,0.00932231,0.0223224,0.0133878,0.0236294,0.0158016,0.00978338,0.00786764,0.0152568,0.0038746,0.00717805,0.025147,0,0,0.0459081,0,0.00626507,0.01631,0.0385189,0.005981,0.0281783,0.00839496,0.0165337,0.0177472,0.0181914,0.0277613,0.0157348,0.0174891,0.0062955,0.0435726,0.00340193,0.00533563,0.00733006,0.0372872,0.00905414,0.00588504,0.00982573,0.0246089,0,0,0,0,0,0,0,0
