Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LFIN
36,0,0,0,0,0.0338568,0.0378512,0,0,0,0.00791947,0.0217003,0.0178588,0.0184308,0,0,0.0394158,0,0.024761,0.0295917,0.0244242,0.0164174,0.0250263,0.0393735,0.0319721,0.00622427,0.0011973,0.00565458,0.021182,0.00892154,0.0061664,0.00525441,0.0357273,0.0122635,0.0315858,0.0119986,0.0288013,0.0158708,0.01502,0.0226745,0.0212866,0.0246322,0,0,0.0178926,0,0.0135278,0.00787575,0.0396913,0.0226076,0.0254754,0.0371419,0.0328075,0.0192242,0.0076045,0.00740915,0.0111465,0.0123766,0.0249068,0.0571158,0.0193147,0.0257785,0.0203259,0.0148248,0.0126221,0.0139347,0.0360445,0.0197918,0,0,0,0.0379699
37,0,0,0,0,0.0338054,0.0373483,0,0,0,0.00773826,0.0191897,0.0180445,0.0184242,0,0,0.0401062,0,0.0242045,0.0297146,0.0247182,0.0163582,0.0248549,0.0394257,0.0315826,0.0061854,0.00120992,0.00555108,0.0211572,0.00902294,0.00624734,0.00539679,0.0358393,0.011861,0.0317666,0.0127856,0.0263461,0.0155605,0.0146048,0.0232494,0.0211182,0.0247948,0,0,0.0180186,0,0.0133338,0.00741796,0.039719,0.0229512,0.0255228,0.0375034,0.0327738,0.0186417,0.00744835,0.00768528,0.0113302,0.0124319,0.0251586,0.0570806,0.0194158,0.0260132,0.0197913,0.0141991,0.0123796,0.0134812,0.0352339,0.0199356,0,0,0,0.037857
38,0,0,0,0,0.0338063,0.0368182,0,0,0,0.00753991,0.0169788,0.0182223,0.0184465,0,0,0.040852,0,0.0237931,0.0298381,0.0249658,0.0162924,0.0246884,0.0395588,0.0312497,0.00619052,0.00134142,0.00547762,0.0211801,0.0091106,0.00631656,0.00552665,0.0359186,0.0113949,0.0319862,0.013714,0.0239027,0.0154218,0.0142616,0.0240448,0.0210435,0.0249298,0,0,0.0181027,0,0.0132602,0.00704156,0.0397841,0.0237717,0.0255803,0.038291,0.0328395,0.0181689,0.00741102,0.00806795,0.01164,0.0126067,0.0255636,0.0569669,0.0195199,0.0264135,0.0190875,0.013706,0.0124473,0.0131844,0.0343746,0.020064,0,0,0,0.0377675
39,0,0,0,0,0.0338996,0.0363304,0,0,0,0.00749566,0.0151335,0.0183865,0.0185018,0,0,0.0417329,0,0.0235949,0.0299001,0.0251532,0.0162761,0.0246744,0.0396822,0.0309853,0.00626836,0.00159719,0.0054643,0.0212781,0.00924631,0.00641456,0.00568307,0.0359806,0.0109354,0.0322591,0.0146555,0.0217848,0.0154292,0.0139519,0.0249707,0.0209621,0.0250675,0,0,0.0181697,0,0.0132512,0.00672635,0.0398563,0.0246276,0.0256016,0.0391742,0.0330018,0.0176211,0.00726711,0.00850801,0.0119482,0.012815,0.0260589,0.056863,0.0196793,0.0269264,0.0182694,0.0133358,0.0126238,0.0130014,0.0335668,0.0202183,0,0,0,0.0375458
40,0,0,0,0,0.0339973,0.0358463,0,0,0,0.00745355,0.0137089,0.01846,0.0185709,0,0,0.0427215,0,0.0236604,0.0298583,0.0252246,0.0162929,0.0245751,0.0397695,0.0308091,0.00629788,0.00176188,0.00537155,0.0213647,0.0092664,0.00647522,0.00582265,0.0360374,0.0104592,0.0326072,0.0155613,0.0199061,0.0157343,0.0136976,0.0260474,0.0207766,0.0251677,0,0,0.0181627,0,0.0133107,0.00651561,0.0399379,0.0254501,0.025507,0.0399986,0.0332586,0.0172067,0.00684199,0.00902077,0.0122028,0.0129939,0.0267186,0.0568197,0.0199319,0.0275426,0.0178059,0.0130529,0.0128521,0.0129068,0.0327777,0.0204,0,0,0,0.0371729
41,0,0,0,0,0.0340157,0.0354005,0,0,0,0.0074857,0.0127729,0.0184618,0.0185132,0,0,0.0436276,0,0.0238496,0.0297123,0.0253018,0.0163428,0.0246294,0.0397435,0.0307453,0.00625178,0.00177201,0.00532337,0.021322,0.00947811,0.00668678,0.00604351,0.0362341,0.0102554,0.0329718,0.0163718,0.0181009,0.0166766,0.01348,0.0274325,0.0203598,0.0252096,0,0,0.0180528,0,0.0134345,0.00638943,0.0400116,0.0263334,0.0251951,0.040772,0.03352,0.0169712,0.00617819,0.00970209,0.0124785,0.0128897,0.0275145,0.0569099,0.0203441,0.0283283,0.0181185,0.0127634,0.0132629,0.0128897,0.032066,0.0205914,0,0,0,0.0367635
42,0,0,0,0,0.0337465,0.0347225,0,0,0,0.00708515,0.01225,0.0183518,0.0182119,0,0,0.0444395,0,0.0240163,0.0294864,0.0252396,0.0163331,0.0241066,0.0395783,0.0302086,0.00605289,0.00163412,0.00493398,0.0211936,0.00931745,0.00671234,0.00617856,0.0364172,0.00976132,0.0330733,0.0170184,0.0164658,0.0181731,0.0133266,0.0288347,0.0195643,0.0252401,0,0,0.0179257,0,0.013598,0.00630517,0.0399944,0.0276678,0.0245905,0.041294,0.0337678,0.0166565,0.00548331,0.0104988,0.0127309,0.012536,0.0283591,0.0572869,0.0209787,0.0292238,0.0190508,0.0124511,0.0136744,0.0129203,0.0312744,0.0206318,0,0,0,0.0362837
43,0,0,0,0,0.0333943,0.0341086,0,0,0,0.00689639,0.012051,0.0182664,0.0177091,0,0,0.0452503,0,0.0241252,0.0292952,0.0253295,0.0163053,0.0238057,0.0392016,0.0297236,0.00578123,0.00171962,0.00472197,0.0209228,0.00942286,0.00691735,0.0064419,0.036749,0.00969147,0.0332216,0.0173814,0.0151665,0.0198705,0.0131745,0.0297388,0.0184947,0.0251928,0,0,0.0177467,0,0.0137671,0.00616484,0.0398172,0.0292698,0.0237776,0.0413068,0.0340067,0.0163524,0.00508725,0.0111963,0.0129195,0.0122612,0.0290655,0.0579719,0.0217727,0.0299795,0.0198222,0.0120797,0.0138239,0.012908,0.0306328,0.0205174,0,0,0,0.0356385
44,0,0,0,0,0.0330271,0.0336513,0,0,0,0.00665366,0.0119842,0.0182701,0.0174109,0,0,0.045915,0,0.0241267,0.0297302,0.0254832,0.0160454,0.0235964,0.0388862,0.0293161,0.00569917,0.00179595,0.00477032,0.020924,0.00939643,0.00697026,0.00654175,0.0368808,0.00965258,0.0333177,0.017559,0.0140743,0.0193508,0.0129866,0.0280533,0.0183968,0.0252459,0,0,0.0175984,0,0.0138973,0.00585778,0.0392008,0.028298,0.0240216,0.0388548,0.0337759,0.0162268,0.00609073,0.0101322,0.0126455,0.0125696,0.0275913,0.0585248,0.0216248,0.0284854,0.0175142,0.0116914,0.0138198,0.0127281,0.0301255,0.0203794,0,0,0,0.0349858
45,0,0,0,0,0.0325793,0.0331477,0,0,0,0.00658023,0.0120574,0.0181022,0.0174983,0,0,0.046538,0,0.0242405,0.0297349,0.0252255,0.0162952,0.0234552,0.0388298,0.0288655,0.00555903,0.00154793,0.00467451,0.0208077,0.00938098,0.00701076,0.00661879,0.0369516,0.00933001,0.0334999,0.0175133,0.0132798,0.0180992,0.0128462,0.0268889,0.0183129,0.0251881,0,0,0.0173915,0,0.0139786,0.00567551,0.0391515,0.0273937,0.0239393,0.0367166,0.0338603,0.0161907,0.00573133,0.00951506,0.0116274,0.0113182,0.0266071,0.058506,0.0212422,0.0275283,0.0166885,0.0114276,0.0136511,0.0124988,0.0295398,0.0201482,0,0,0,0.0342649
46,0,0,0,0,0.0321282,0.032628,0,0,0,0.00654959,0.0121782,0.0179768,0.0175097,0,0,0.0470341,0,0.0244427,0.029605,0.0250782,0.0163789,0.0232671,0.0388254,0.0283361,0.00551392,0.00143664,0.00457335,0.0207467,0.00939153,0.00709928,0.00671146,0.0370645,0.00920881,0.0336551,0.0172927,0.0126891,0.0168642,0.0126997,0.0259693,0.0182927,0.0251594,0,0,0.0171463,0,0.0140114,0.00553946,0.0390692,0.0266734,0.0238894,0.0349094,0.0337771,0.0161458,0.00551853,0.00902362,0.0107552,0.0104393,0.0257936,0.0585107,0.0209442,0.0266905,0.0158228,0.0112161,0.0133814,0.0122067,0.0289534,0.0198838,0,0,0,0.0335296
47,0,0,0,0,0.0315574,0.0320849,0,0,0,0.00643671,0.0123576,0.0178565,0.017486,0,0,0.0473909,0,0.0246734,0.0294215,0.0249795,0.0163364,0.0230923,0.0388176,0.0278425,0.00545336,0.00147776,0.00443808,0.0206558,0.00944799,0.00721764,0.00683277,0.0372328,0.00923955,0.0337113,0.0169703,0.0122532,0.0158634,0.0125534,0.0252715,0.0183094,0.0250077,0,0,0.0169167,0,0.0139938,0.0054176,0.0390103,0.0260457,0.0238957,0.0335409,0.0337109,0.0159269,0.00537877,0.00854704,0.0100984,0.00994406,0.0251894,0.0585199,0.0207439,0.0260732,0.0151605,0.0110529,0.0129031,0.0118928,0.0283703,0.0194877,0,0,0,0.0328119
48,0,0,0,0,0.0309096,0.0315559,0,0,0,0.00628924,0.0125682,0.017702,0.0174417,0,0,0.047569,0,0.0247522,0.0292875,0.0248609,0.0162935,0.022941,0.03874,0.0274459,0.00537531,0.00148774,0.0043166,0.020542,0.00950305,0.00732279,0.00696543,0.0373954,0.0093302,0.0336222,0.0166022,0.0118873,0.0150255,0.0124065,0.0247215,0.0182845,0.0247137,0,0,0.0167696,0,0.0139607,0.00524013,0.0389744,0.0256493,0.0239047,0.0325009,0.0336235,0.0155132,0.00526162,0.00806125,0.00959646,0.0095011,0.0247553,0.0585168,0.0206226,0.0256416,0.0145651,0.0109129,0.0124861,0.0116069,0.0278723,0.0190427,0,0,0,0.0321621
49,0,0,0,0,0.0302653,0.0310856,0,0,0,0.00613624,0.0127792,0.0174633,0.017269,0,0,0.0476081,0,0.0247261,0.029189,0.0246732,0.0162574,0.0225949,0.0384569,0.0270433,0.00520903,0.00130829,0.00411139,0.0203998,0.0094354,0.00735054,0.00707841,0.0375252,0.00946218,0.0334482,0.0161895,0.0116772,0.0137773,0.0122153,0.0239139,0.0181075,0.0244402,0,0,0.0166456,0,0.0139229,0.00494911,0.0388886,0.0251301,0.0239015,0.0311693,0.0334052,0.0151691,0.0051891,0.00755588,0.00900329,0.00888117,0.0242288,0.0586026,0.0205056,0.025105,0.0136461,0.0107575,0.011903,0.0112794,0.0275109,0.0186613,0,0,0,0.0316002
50,0,0,0,0,0.0295611,0.0305598,0,0,0,0.00605315,0.013017,0.0172523,0.017123,0,0,0.0476057,0,0.0247057,0.0291121,0.0244811,0.016227,0.0223377,0.0382578,0.0265699,0.0050731,0.00124924,0.0039435,0.0202473,0.00940629,0.00739629,0.00716957,0.0376468,0.00960755,0.0331654,0.015756,0.0116758,0.0126308,0.0120157,0.0232412,0.017997,0.0240353,0,0,0.0164772,0,0.0138467,0.00473564,0.0388147,0.0245426,0.0239178,0.0300132,0.0332715,0.0148174,0.00513973,0.00714983,0.00850579,0.00826658,0.0237965,0.0586714,0.0204079,0.0246147,0.0126629,0.0105585,0.0116426,0.0110778,0.0270807,0.018246,0,0,0,0.0310816
51,0,0,0,0,0.0289408,0.0300453,0,0,0,0.00595049,0.0132561,0.0170573,0.0169383,0,0,0.0475351,0,0.0246691,0.0290443,0.0242825,0.0161957,0.0220441,0.0380874,0.0260112,0.00492577,0.00115856,0.0037804,0.0200673,0.00935048,0.00742848,0.00724049,0.0377566,0.00973677,0.0327868,0.0153751,0.0117993,0.0116866,0.0118325,0.0226325,0.0178603,0.0236898,0,0,0.0163743,0,0.0137705,0.00458162,0.0387283,0.0238986,0.0239241,0.0289,0.0331494,0.0145746,0.00506296,0.00677247,0.00803836,0.00781302,0.023383,0.0587427,0.0203004,0.0240749,0.0117024,0.0103497,0.0114748,0.0108984,0.0266755,0.0178661,0,0,0,0.0306895
52,0,0,0,0,0.0283874,0.0295396,0,0,0,0.00593591,0.0134834,0.0168784,0.0167888,0,0,0.0474241,0,0.0245845,0.0289537,0.0241534,0.0161515,0.0219686,0.0379367,0.0253654,0.00477484,0.00108456,0.00374397,0.0198887,0.00947891,0.00752808,0.00738309,0.0379039,0.00997481,0.0323527,0.0150868,0.0117784,0.0107825,0.0116828,0.0220561,0.017764,0.0233899,0,0,0.0163224,0,0.0137341,0.00448349,0.0386618,0.0232011,0.0239296,0.0278932,0.0330197,0.0142751,0.00500908,0.00645108,0.0076291,0.00751759,0.0229434,0.0587917,0.020157,0.0235855,0.0106981,0.0101443,0.0115253,0.0108274,0.026325,0.0175204,0,0,0,0.0304292
53,0,0,0,0,0.0276035,0.0288217,0,0,0,0.00573509,0.013665,0.016673,0.0166755,0,0,0.0471584,0,0.0244342,0.0288394,0.023898,0.016074,0.0215254,0.0378514,0.0241987,0.00461972,0.00136962,0.00360873,0.0197755,0.00929254,0.00752656,0.00742962,0.037951,0.00990393,0.0316278,0.0148815,0.0117533,0.00994022,0.011641,0.0215256,0.0177166,0.0230235,0,0,0.0162215,0,0.0137781,0.00449236,0.0386268,0.0225483,0.0239351,0.0270552,0.032897,0.013748,0.00495224,0.00622103,0.00730112,0.00719023,0.02258,0.0588458,0.0200416,0.0232171,0.00943198,0.00997791,0.011678,0.0108989,0.0258719,0.0170301,0,0,0,0.0302286
54,0,0,0,0,0.0268256,0.0281727,0,0,0,0.00558289,0.0137872,0.0164163,0.0165015,0,0,0.0469032,0,0.0243426,0.0287062,0.023643,0.0159946,0.0211314,0.0376632,0.0229436,0.00445375,0.0014687,0.00353803,0.0196254,0.00920519,0.00760748,0.00750794,0.0380389,0.010021,0.0309155,0.0147496,0.0118577,0.00904914,0.0115878,0.0209961,0.0176118,0.0227195,0,0,0.0160533,0,0.0138142,0.00450611,0.0385522,0.0214872,0.0239374,0.0259985,0.0327226,0.0134266,0.00489303,0.00599926,0.00701414,0.00687229,0.0221489,0.058923,0.019911,0.0227414,0.00805729,0.00983706,0.0118473,0.010927,0.0255098,0.0165362,0,0,0,0.0301405
55,0,0,0,0,0.0251395,0.0270906,0,0,0,0.00600873,0.0140032,0.016457,0.0169246,0,0,0.0468681,0,0.0244692,0.0286187,0.023433,0.0159364,0.0214484,0.0382205,0.0220035,0.0046025,0.00139632,0.00371266,0.0196598,0.00939645,0.00769538,0.00757052,0.0381,0.010118,0.0305871,0.0146122,0.0120898,0.00855598,0.0117854,0.0208208,0.0181133,0.0209609,0,0,0.0164267,0,0.0139114,0.0051878,0.0386482,0.0213083,0.0239411,0.025935,0.0332101,0.0115441,0.00482894,0.00601939,0.00694168,0.00670912,0.0219814,0.0587712,0.0197657,0.0225522,0.00620969,0.00981194,0.0126191,0.0113306,0.0245819,0.015149,0,0,0,0.0299538
56,0,0,0,0,0.0244714,0.0264471,0,0,0,0.00597928,0.0140068,0.0162174,0.0167844,0,0,0.0465752,0,0.0242913,0.0285251,0.0231308,0.015792,0.0211573,0.0381038,0.0207408,0.00452499,0.00161374,0.00366636,0.0195594,0.00936095,0.00779377,0.00765462,0.038171,0.0102274,0.0299268,0.0145747,0.0120437,0.00816863,0.0116995,0.0202883,0.018091,0.0208444,0,0,0.0162283,0,0.0138775,0.00516017,0.0385225,0.0207098,0.0239369,0.0249021,0.0331042,0.0116995,0.00479922,0.00585073,0.00666031,0.00646048,0.0215787,0.0587848,0.0195955,0.0220693,0.00472911,0.00975015,0.0124637,0.011227,0.0242877,0.014818,0,0,0,0.0299669
57,0,0,0,0,0.0238112,0.0258055,0,0,0,0.00602166,0.0139883,0.01598,0.0167398,0,0,0.0462511,0,0.0241128,0.0285054,0.0228025,0.015653,0.0208729,0.0379919,0.0195457,0.00444007,0.00185154,0.00368935,0.0194547,0.00935282,0.00788819,0.00774217,0.0382512,0.0103359,0.0292424,0.0146076,0.0119496,0.00831645,0.0115947,0.0200097,0.0181207,0.0206583,0,0,0.0160123,0,0.0138205,0.00510871,0.0384351,0.0203746,0.023957,0.0242378,0.032976,0.0116645,0.00471653,0.00559269,0.0063865,0.00632877,0.0213377,0.0587967,0.0193374,0.0218398,0.00384092,0.00972344,0.01234,0.0111136,0.0240012,0.0145108,0,0,0,0.0299885
58,0,0,0,0,0.0232984,0.0253926,0,0,0,0.00531345,0.0138646,0.0153127,0.0161392,0,0,0.0458157,0,0.0238707,0.0285587,0.0221957,0.0154585,0.0196563,0.0372165,0.0182222,0.0041291,0.00260187,0.00359178,0.0191867,0.00895805,0.00799165,0.00779883,0.0382655,0.0102916,0.0283473,0.0146893,0.0119948,0.00796921,0.0114024,0.0192977,0.017628,0.0206955,0,0,0.0158913,0,0.0137637,0.00484405,0.0381681,0.0198804,0.0240124,0.0225628,0.0322229,0.0116475,0.00469967,0.00503536,0.00592771,0.00588714,0.0208184,0.0589782,0.0190783,0.0212309,0.00280682,0.00974401,0.0121061,0.0108597,0.0240772,0.0143432,0,0,0,0.0301856
59,0,0,0,0,0.022684,0.0247143,0,0,0,0.0054811,0.0137529,0.0150375,0.0161866,0,0,0.0453499,0,0.0236974,0.0286054,0.0217251,0.0153572,0.0195016,0.0372307,0.0169609,0.00413042,0.00307645,0.00380788,0.0191184,0.00899347,0.00809231,0.00787604,0.0383186,0.0104626,0.0275041,0.0147931,0.0120309,0.00807,0.0112469,0.0191321,0.0177493,0.0205149,0,0,0.0155103,0,0.0136748,0.00457248,0.0381039,0.0197752,0.0240739,0.0222512,0.0322218,0.0118654,0.00464513,0.00469624,0.0057365,0.00571327,0.0206708,0.0590494,0.0190328,0.0211354,0.00269476,0.00975337,0.0117351,0.0106231,0.0236797,0.0141585,0,0,0,0.0303178
60,0,0,0,0,0.0221357,0.023989,0,0,0,0.0056505,0.0136159,0.0146806,0.0160864,0,0,0.0448697,0,0.0234527,0.0284836,0.0211872,0.0151634,0.0192625,0.0372776,0.0158265,0.00419121,0.00359125,0.00397301,0.0191167,0.0089985,0.00818591,0.00792794,0.0383393,0.0107788,0.0265939,0.0148915,0.0119205,0.00801474,0.0111035,0.0188436,0.0177945,0.0203562,0,0,0.015161,0,0.0136068,0.00430627,0.0379663,0.0195016,0.0241778,0.0217358,0.0323019,0.0119581,0.00474781,0.00443718,0.00568728,0.00569956,0.0205398,0.0591562,0.0189977,0.0209306,0.00244922,0.00966762,0.011451,0.0104028,0.0232166,0.0140025,0,0,0,0.0305011
61,0,0,0,0,0.0217291,0.0232206,0,0,0,0.00585342,0.0134683,0.014299,0.0159389,0,0,0.044426,0,0.0230522,0.0282627,0.0206464,0.0149088,0.0189816,0.0374179,0.014784,0.00432678,0.00396488,0.00408844,0.0191834,0.00899548,0.00828903,0.00799689,0.0383678,0.0111892,0.0256902,0.0149945,0.0117887,0.00788052,0.010967,0.0185415,0.0178354,0.020284,0,0,0.0148406,0,0.0135075,0.00402845,0.0377791,0.0192243,0.0242985,0.0211095,0.0324724,0.0116824,0.0049604,0.00431664,0.00578203,0.00582958,0.0203364,0.0592522,0.018944,0.0206626,0.00210992,0.0095803,0.0111517,0.010188,0.0226897,0.0139174,0,0,0,0.0307111
62,0,0,0,0,0.0220132,0.0229176,0,0,0,0.00507684,0.0132103,0.013423,0.0151475,0,0,0.0436171,0,0.0221467,0.0281554,0.0198063,0.0145628,0.0176458,0.0369482,0.0137901,0.00423395,0.00505704,0.00440101,0.0190586,0.00861425,0.00855302,0.00802373,0.03827,0.0110289,0.024608,0.0151961,0.0114891,0.00696447,0.0105237,0.0181131,0.0172747,0.0212307,0,0,0.013913,0,0.0134381,0.00315785,0.0373857,0.0195764,0.0244019,0.0196891,0.0320826,0.0133212,0.00520107,0.00402984,0.0059495,0.00599787,0.0199603,0.0594677,0.0189207,0.020169,0.000652669,0.00932732,0.00956685,0.0095516,0.0227278,0.0145344,0,0,0,0.0310334
63,0,0,0,0,0.021434,0.0222004,0,0,0,0.00523512,0.0130524,0.0129051,0.0148215,0,0,0.0431055,0,0.0215197,0.028068,0.0190526,0.0143286,0.0171774,0.0368467,0.0126769,0.0043149,0.0057332,0.00484517,0.0189173,0.00861045,0.00872784,0.00809215,0.0382977,0.011371,0.0238099,0.0153448,0.0113241,0.00691495,0.0103805,0.017995,0.0170729,0.0208998,0,0,0.0136469,0,0.0133609,0.00297803,0.0371804,0.0196183,0.0244759,0.0191103,0.0319999,0.0134098,0.00533576,0.00389447,0.00605778,0.00614579,0.0198269,0.0595403,0.0189357,0.0199891,0.000855915,0.00921443,0.00910094,0.00939346,0.0222074,0.0142719,0,0,0,0.0313666
64,0,0,0,0,0.0202856,0.020893,0,0,0,0.00646914,0.0130318,0.012912,0.0152906,0,0,0.0431049,0,0.0214457,0.0280113,0.0185823,0.0141957,0.0178972,0.0376366,0.011347,0.00460708,0.00576024,0.00514074,0.0189572,0.009076,0.008803,0.00825452,0.0384529,0.0121184,0.0232688,0.0154433,0.0113406,0.00784413,0.0106283,0.0181148,0.017642,0.019765,0,0,0.0138851,0,0.0132418,0.00340092,0.0372119,0.0191126,0.024533,0.019582,0.0326594,0.0119323,0.00543153,0.00400369,0.00611126,0.00612184,0.0199014,0.0593883,0.0188663,0.0200773,0.00138691,0.00932845,0.0097933,0.00950463,0.020924,0.0135464,0,0,0,0.0317051
65,0,0,0,0,0.0198019,0.0201993,0,0,0,0.00640172,0.0128905,0.0122697,0.0147146,0,0,0.0424414,0,0.0209776,0.0279924,0.0176166,0.0138432,0.0170073,0.037402,0.0103873,0.00474425,0.00678528,0.00575195,0.0187774,0.00889438,0.00903401,0.00821031,0.0383621,0.0122075,0.0223917,0.015634,0.0112069,0.00772147,0.0105395,0.0178015,0.0173742,0.0196547,0,0,0.013541,0,0.0131367,0.00330045,0.0370006,0.0188356,0.0245954,0.0186094,0.0324398,0.0116762,0.00562109,0.00388619,0.00626822,0.00616653,0.0195919,0.0594211,0.0187387,0.0195939,0.00131047,0.0092024,0.00901911,0.00923773,0.0203864,0.0135585,0,0,0,0.032082
66,0,0,0,0,0.0193108,0.0195263,0,0,0,0.0068691,0.0128039,0.011773,0.0141581,0,0,0.0417784,0,0.0205896,0.0279362,0.0168526,0.0135213,0.0164877,0.0370416,0.00958661,0.00488491,0.0074295,0.00619591,0.0185335,0.00896784,0.00926823,0.00828822,0.0383796,0.0128042,0.0215725,0.0158015,0.011129,0.00766457,0.0104596,0.0176009,0.0171341,0.019524,0,0,0.0132012,0,0.0130205,0.00323873,0.0368356,0.0186825,0.0246829,0.0179908,0.0321655,0.0115496,0.00570893,0.00376298,0.00635163,0.00619948,0.0193174,0.0594242,0.0186103,0.0192297,0.00164681,0.00910574,0.00843269,0.00892273,0.0198226,0.0135741,0,0,0,0.0324468
67,0,0,0,0,0.0188493,0.0189648,0,0,0,0.00720797,0.0127915,0.0111743,0.0134567,0,0,0.0410368,0,0.0201714,0.0278581,0.0159785,0.0131629,0.0156812,0.0364915,0.00903369,0.00498315,0.00820001,0.00668702,0.0182666,0.00898755,0.00958467,0.00837954,0.0383363,0.0135124,0.02083,0.0159655,0.0111034,0.00747858,0.0103486,0.0172692,0.0167823,0.0193997,0,0,0.0128722,0,0.0129522,0.00315156,0.0366038,0.0183925,0.024749,0.0170793,0.0317557,0.0115972,0.0058183,0.00364148,0.00646988,0.00624243,0.0189207,0.0594068,0.0184,0.0187071,0.00225193,0.00901448,0.00776088,0.0086021,0.0194459,0.0135611,0,0,0,0.0327707
68,0,0,0,0,0.0184162,0.018445,0,0,0,0.00768417,0.0128601,0.0106555,0.0128003,0,0,0.0402251,0,0.0197237,0.0277079,0.0151013,0.0128202,0.0148893,0.0359545,0.00865006,0.00509567,0.00881029,0.00722474,0.0180354,0.0090585,0.0099406,0.0084917,0.0382894,0.0144855,0.0201691,0.0160829,0.0111783,0.00735264,0.0102704,0.0170389,0.0164729,0.019324,0,0,0.0125636,0,0.0129154,0.00305472,0.0363902,0.0182606,0.0247764,0.016381,0.0313682,0.0116974,0.00585358,0.00342966,0.00646785,0.00624541,0.0186401,0.0593632,0.0182457,0.0183166,0.00292647,0.00894091,0.00721388,0.00830062,0.0191722,0.013533,0,0,0,0.0330172
69,0,0,0,0,0.0179997,0.0179435,0,0,0,0.00823313,0.0130045,0.0101487,0.0121996,0,0,0.0393516,0,0.019264,0.0275879,0.0141205,0.0124783,0.0140855,0.0354537,0.00836498,0.00526637,0.00933555,0.00784688,0.0178078,0.00916327,0.0103582,0.00854624,0.0381813,0.0154982,0.0194816,0.0161633,0.0113178,0.00721579,0.0102042,0.0168042,0.0162266,0.01924,0,0,0.0122543,0,0.0128903,0.00297088,0.0361945,0.0181294,0.0248196,0.0156971,0.0310108,0.0120543,0.00586931,0.00327263,0.00664735,0.00623349,0.0183295,0.0593236,0.0180671,0.0179246,0.00387903,0.00881587,0.00680133,0.0080028,0.0189721,0.0134851,0,0,0,0.033212
70,0,0,0,0,0.0176688,0.0174684,0,0,0,0.0088541,0.0132326,0.00965927,0.0116173,0,0,0.038424,0,0.0187867,0.0276279,0.0130584,0.0121694,0.0133524,0.0350153,0.00817132,0.00552409,0.00994078,0.00858046,0.0175154,0.00928933,0.0108169,0.00852821,0.0380512,0.0165618,0.0187548,0.016244,0.0114883,0.00709106,0.0101416,0.0165925,0.0159996,0.0192056,0,0,0.0119568,0,0.0128421,0.00287512,0.0360407,0.01803,0.024907,0.0150118,0.0306285,0.0123348,0.00584903,0.00319977,0.00701071,0.00626038,0.0180142,0.0593365,0.0178662,0.017563,0.00495066,0.00867281,0.00650056,0.00773128,0.018837,0.0134578,0,0,0,0.0333657
71,0,0,0,0,0.0179422,0.0176302,0,0,0,0.00949985,0.013389,0.00911776,0.0101692,0,0,0.0369052,0,0.0178784,0.0277977,0.0121826,0.0118092,0.0122896,0.0337104,0.00836874,0.00570303,0.0105182,0.00937896,0.0168915,0.00937414,0.0112468,0.00853714,0.0380098,0.0181833,0.0177602,0.0163916,0.0114895,0.00599929,0.00975463,0.0162263,0.0150262,0.0200778,0,0,0.0114728,0,0.0127979,0.00263495,0.0356697,0.018208,0.0249889,0.0130894,0.0294751,0.0137599,0.00595423,0.00308214,0.00773809,0.00675466,0.0174919,0.0595095,0.0176385,0.0167696,0.00723715,0.00840705,0.00531791,0.00728873,0.0195332,0.0139765,0,0,0,0.0335472
72,0,0,0,0,0.0177563,0.0171359,0,0,0,0.0109763,0.0136406,0.00927334,0.0098005,0,0,0.0360568,0,0.0174242,0.0278721,0.0117179,0.0117186,0.0123886,0.0333131,0.00825003,0.00595215,0.0106225,0.00984218,0.0165195,0.00971118,0.0113924,0.00868761,0.0381613,0.020016,0.0170003,0.0163412,0.011738,0.00608227,0.00974331,0.0161837,0.0149006,0.0201046,0,0,0.0112812,0,0.0127356,0.00268194,0.0355391,0.0182508,0.0251418,0.0125797,0.0292337,0.0136384,0.0059274,0.00316827,0.00799554,0.00689799,0.0172961,0.0595099,0.0175233,0.0165221,0.00818471,0.00832919,0.00496513,0.00719013,0.0194613,0.0140301,0,0,0,0.0335786
