Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0538803,0.0546754,0,0,0,0.0321959,0,0.0317622,0.0536715,0,0,0.0160715,0,0,0.0535307,0.0304828,0.0429682,0.014757,0.0211106,0.0504128,0.0395118,0.0275491,0.0404953,0.0596643,0.0441631,0.05749,0.0536202,0.0563094,0.0563461,0.0465007,0.0374222,0.013055,0.0143029,0.0388498,0,0.0205856,0.0635582,0.0200082,0,0,0.0203124,0,0,0.0354362,0.0405735,0.0311246,0.0102283,0.0217791,0.0500567,0.0230582,0.0334998,0.0143505,0.0410087,0.0468691,0.0559508,0.0351231,0.0333333,0.0574946,0.0253712,0.0105523,0.00920184,0.00787147,0.0356632,0.0219837,0,0,0
0,0,0,0,0,0.0554533,0.0504786,0,0,0,0.0181876,0,0.0363196,0.0531002,0,0,0.0218774,0,0,0.057354,0.0279988,0.0460847,0.0144033,0.0185501,0.0571739,0.0480374,0.0245046,0.0324876,0.0544687,0.041495,0.046882,0.0431982,0.0478532,0.047826,0.0522357,0.0312737,0.0130509,0.0187236,0.020636,0,0.0263138,0.0609493,0.0120273,0,0,0.0185625,0,0,0.0352409,0.0381283,0.0358197,0.00396716,0.031238,0.0581713,0.0178512,0.0293821,0.0119508,0.0379222,0.0405539,0.0447375,0.0229254,0.0208568,0.0472242,0.0357052,0.00993424,0.0100911,0.00447201,0.0324838,0.0301132,0,0,0
1,0,0,0,0,0.0553706,0.0505696,0,0,0,0.0181481,0,0.0363962,0.0530695,0,0,0.022195,0,0,0.0573504,0.027971,0.0462684,0.0143766,0.0187206,0.0572461,0.0481308,0.0244195,0.0322413,0.0543822,0.0413376,0.0468662,0.0431719,0.0479652,0.0477993,0.0525261,0.0310679,0.0131756,0.0187491,0.0205107,0,0.0264731,0.0609264,0.0120934,0,0,0.0185713,0,0,0.0351693,0.0380087,0.0358752,0.00374543,0.0310909,0.0582456,0.0176334,0.0295016,0.0116597,0.0376289,0.040512,0.0446956,0.0229374,0.0208145,0.047197,0.0359838,0.0100037,0.0100359,0.00444345,0.0325873,0.030142,0,0,0
2,0,0,0,0,0.0553652,0.0506461,0,0,0,0.0180185,0,0.036444,0.0531302,0,0,0.0222655,0,0,0.0574185,0.0279089,0.0463891,0.0143526,0.0187945,0.0573098,0.0481535,0.0243192,0.0321521,0.0542984,0.0412157,0.0468733,0.0431608,0.0479705,0.0478495,0.0530009,0.0310435,0.0132147,0.0188,0.0204148,0,0.0265506,0.0608824,0.0119795,0,0,0.0185917,0,0,0.0350946,0.0380482,0.0359528,0.00373653,0.031088,0.0583348,0.0174152,0.0295154,0.0116207,0.037575,0.0404736,0.0446726,0.0229449,0.0207808,0.0471874,0.0361635,0.0100417,0.0100094,0.00438661,0.032704,0.0301578,0,0,0
3,0,0,0,0,0.0553803,0.0506879,0,0,0,0.0178702,0,0.0364942,0.0531965,0,0,0.0223471,0,0,0.0574558,0.0278313,0.0466137,0.0143339,0.0188903,0.057338,0.0481509,0.0242039,0.032151,0.0541988,0.0411206,0.0468663,0.043149,0.0478928,0.0478926,0.0534735,0.0310582,0.0131917,0.0188714,0.0203437,0,0.0266236,0.0608478,0.0118312,0,0,0.0185232,0,0,0.034953,0.038132,0.0360266,0.00373821,0.0310727,0.0584169,0.0172046,0.0295324,0.0115909,0.0375095,0.0404141,0.0446397,0.0229018,0.0207317,0.0471518,0.0362625,0.0100942,0.00996238,0.00436541,0.0328398,0.0301734,0,0,0
4,0,0,0,0,0.0554497,0.0506776,0,0,0,0.0177025,0,0.0365409,0.0532298,0,0,0.0224223,0,0,0.0574665,0.0277639,0.0468924,0.0143273,0.0189615,0.0573776,0.0481417,0.0241357,0.0321048,0.0541268,0.0410664,0.0468654,0.0431646,0.0478558,0.0479134,0.0539018,0.0311325,0.013162,0.0189133,0.0202493,0,0.0267133,0.0608005,0.0118369,0,0,0.0184657,0,0,0.0348102,0.0381374,0.0360923,0.00368336,0.0310663,0.0584628,0.0169273,0.0295324,0.0115716,0.0374386,0.0403525,0.0446039,0.0229137,0.0206942,0.0470979,0.0363443,0.0101448,0.00983225,0.00441873,0.0329983,0.030232,0,0,0
5,0,0,0,0,0.0555457,0.0506475,0,0,0,0.0175985,0,0.0365723,0.0532475,0,0,0.0223633,0,0,0.0574487,0.0277677,0.0469522,0.0143244,0.0190147,0.0574222,0.0481745,0.0240767,0.0320309,0.0540882,0.0410381,0.0468538,0.0431741,0.0478203,0.0478902,0.0542809,0.0312164,0.0131492,0.0189045,0.0201505,0,0.0267859,0.0607496,0.011819,0,0,0.0183531,0,0,0.0346732,0.0381269,0.0362162,0.00365207,0.0310555,0.0584827,0.0166859,0.0295062,0.0115543,0.0373658,0.0402857,0.0445809,0.022874,0.0206845,0.0470297,0.0363819,0.0102035,0.00969607,0.0045237,0.0331362,0.0302937,0,0,0
6,0,0,0,0,0.0555795,0.0506449,0,0,0,0.0174626,0,0.0366477,0.0532803,0,0,0.0222191,0,0,0.0574343,0.0278218,0.0470792,0.0142947,0.0190579,0.0574068,0.048143,0.0240254,0.0319303,0.0540335,0.0410043,0.0468542,0.0432111,0.0478711,0.0479175,0.0546528,0.0312426,0.0131721,0.0188836,0.0200664,0,0.0268546,0.0607029,0.0117137,0,0,0.0182456,0,0,0.0345863,0.0381101,0.0363493,0.00362085,0.0310653,0.0584424,0.0164541,0.0294615,0.0115536,0.0372764,0.0402053,0.0445526,0.0228471,0.0206666,0.0469961,0.0363236,0.0102864,0.00958903,0.00468119,0.0332709,0.0303679,0,0,0
7,0,0,0,0,0.0555908,0.0506507,0,0,0,0.0173102,0,0.036702,0.053324,0,0,0.0221402,0,0,0.0574003,0.0279096,0.0474357,0.0142256,0.0190798,0.0573604,0.0481058,0.0240032,0.0317607,0.0539845,0.0409794,0.0468576,0.0432519,0.0480055,0.0479739,0.0549623,0.0312617,0.0132014,0.0188443,0.0200008,0,0.0269442,0.0606298,0.01159,0,0,0.0180462,0,0,0.0345011,0.0381351,0.0364922,0.00356191,0.031066,0.058404,0.0162324,0.0294167,0.0115658,0.0371859,0.040103,0.0445169,0.0228489,0.0206426,0.0469804,0.0361874,0.010417,0.00947376,0.00491922,0.03341,0.0304698,0,0,0
8,0,0,0,0,0.0557949,0.0506298,0,0,0,0.0172121,0,0.0367298,0.0533384,0,0,0.0220758,0,0,0.0573787,0.027966,0.0477166,0.0141883,0.0191013,0.0573269,0.0481573,0.0239817,0.0317091,0.053944,0.0409541,0.0468278,0.0432322,0.0480343,0.0479841,0.0552052,0.0313148,0.0132444,0.01877,0.0199812,0,0.0270204,0.0605669,0.0115615,0,0,0.0181198,0,0,0.0344326,0.0381048,0.0366213,0.00353227,0.0310068,0.0583922,0.0160093,0.029372,0.0116012,0.0371388,0.0400103,0.0444707,0.0227808,0.0206211,0.0469466,0.0360768,0.0105048,0.00920835,0.00527638,0.0335459,0.0305893,0,0,0
