Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0541068,0.0539656,0,0,0,0.0351026,0,0.0303775,0.0558977,0,0,0.0153225,0,0,0.0530533,0.0300547,0.040664,0.0126048,0.0218683,0.047314,0.0403471,0.0264451,0.0400372,0.059085,0.0439514,0.0595445,0.0556363,0.0577699,0.0577318,0.0427071,0.0383502,0.0128639,0.0140299,0.0394598,0,0.01996,0.0631357,0.0188392,0,0,0.0186153,0,0,0.0343833,0.0409516,0.0310094,0.0116805,0.0219696,0.0489594,0.0190831,0.0319393,0.0161636,0.0412425,0.0458644,0.0562757,0.0362443,0.0375478,0.0584942,0.0236657,0.0120809,0.00962257,0.00702581,0.0344389,0.0215327,0,0,0
0,0,0,0,0,0.0497601,0.0558957,0,0,0,0.0512968,0,0.0223123,0.0602123,0,0,0.00953922,0,0,0.0506786,0.0302532,0.0281347,0.00695264,0.0198037,0.0341092,0.0349569,0.0275184,0.0457785,0.0621212,0.0475989,0.0699241,0.0663581,0.0661601,0.0660014,0.0148369,0.0421082,0.0115464,0.0102622,0.0436482,0,0.0139051,0.0660463,0.0203604,0,0,0.0147387,0,0,0.0341065,0.0435234,0.023598,0.0141181,0.0157829,0.0353761,0.0168208,0.028324,0.0227775,0.0447537,0.0485633,0.064526,0.0444773,0.0414626,0.0652954,0.0145261,0.0142098,0.0100254,0.00801252,0.0300282,0.0164337,0,0,0
1,0,0,0,0,0.0498339,0.0558966,0,0,0,0.0511565,0,0.0223175,0.0602312,0,0,0.00957475,0,0,0.0506268,0.0303086,0.0280873,0.00700464,0.0197134,0.0341262,0.0349827,0.0275362,0.0458168,0.0621396,0.0476028,0.0698989,0.0663407,0.0661312,0.0660065,0.014853,0.0420698,0.0118267,0.0101123,0.0437227,0,0.0138672,0.0660705,0.0204067,0,0,0.0147522,0,0,0.0340957,0.0435814,0.0236061,0.0141314,0.015785,0.0353969,0.0168636,0.0283024,0.0228004,0.0447602,0.048549,0.0645119,0.0444859,0.0414626,0.0652839,0.0144972,0.0142276,0.0100339,0.00799447,0.0300688,0.0164857,0,0,0
2,0,0,0,0,0.0498164,0.0559317,0,0,0,0.0511553,0,0.0222868,0.0602076,0,0,0.00961614,0,0,0.0506545,0.0303283,0.0282502,0.00682422,0.0197384,0.0341325,0.0349968,0.0275144,0.0458541,0.0621364,0.0476022,0.0699241,0.0663538,0.0661649,0.0660454,0.0148217,0.0420412,0.0118281,0.0102289,0.0437065,0,0.0139094,0.0660771,0.0203994,0,0,0.0147772,0,0,0.0340914,0.0436152,0.0236082,0.0141851,0.0157562,0.0354756,0.0168513,0.0284047,0.0227895,0.0447497,0.0485499,0.0645241,0.0444981,0.0414824,0.0652868,0.0144792,0.0142128,0.0100337,0.00798925,0.0301102,0.0164807,0,0,0
3,0,0,0,0,0.0498052,0.0559704,0,0,0,0.0512016,0,0.0222458,0.0601446,0,0,0.00965247,0,0,0.0507148,0.0303315,0.0285793,0.00636351,0.0197576,0.034124,0.0350022,0.0274971,0.0458995,0.0621204,0.0476036,0.0699529,0.0663826,0.066207,0.0660946,0.0147491,0.042025,0.0117161,0.0104509,0.0436922,0,0.0139396,0.0660732,0.0203679,0,0,0.0147655,0,0,0.0340936,0.0436914,0.0236134,0.0142515,0.0157373,0.035624,0.0168474,0.0285486,0.0227878,0.0447652,0.0485444,0.0645371,0.0445189,0.041502,0.0653007,0.0144611,0.0141904,0.0100199,0.00800842,0.0301254,0.0164989,0,0,0
4,0,0,0,0,0.0498292,0.0559838,0,0,0,0.0512241,0,0.0222265,0.060138,0,0,0.00970834,0,0,0.0507291,0.0303439,0.0285617,0.00618209,0.0197456,0.0341315,0.0350218,0.0274952,0.04594,0.0621261,0.0476088,0.0699472,0.0663945,0.0662162,0.0660926,0.0147443,0.0419926,0.0117771,0.0105298,0.043653,0,0.0138455,0.0660642,0.02036,0,0,0.0147515,0,0,0.0340796,0.0437724,0.0235597,0.0142916,0.0157571,0.0356891,0.0168404,0.0284513,0.0227955,0.0448475,0.0485303,0.064549,0.0445368,0.0415282,0.0653392,0.0144518,0.0141907,0.0100195,0.00801567,0.0301516,0.0165466,0,0,0
5,0,0,0,0,0.0498594,0.0560014,0,0,0,0.0512259,0,0.0222315,0.0601198,0,0,0.0097605,0,0,0.0507204,0.0303097,0.028204,0.00617716,0.0197144,0.0341592,0.0350493,0.0275075,0.0459506,0.0621367,0.0476144,0.0699298,0.0663937,0.0661964,0.0660619,0.014801,0.0419709,0.0119308,0.0105615,0.0436124,0,0.0136483,0.0660982,0.0203561,0,0,0.0147507,0,0,0.0340609,0.0438843,0.0234888,0.0143536,0.0157845,0.0357092,0.0168082,0.0284344,0.0228348,0.0448752,0.048509,0.0645544,0.0445298,0.0415306,0.0653804,0.0144331,0.014211,0.0100232,0.00800705,0.0301798,0.0166056,0,0,0
6,0,0,0,0,0.0498786,0.0560251,0,0,0,0.0512176,0,0.0222383,0.0600482,0,0,0.00981373,0,0,0.0507221,0.0302161,0.0280103,0.00617331,0.019659,0.0341652,0.0350725,0.0275222,0.0459675,0.0621292,0.0476196,0.0699414,0.0664175,0.0662023,0.0660583,0.0148408,0.0419599,0.0120599,0.0106164,0.0436752,0,0.0136227,0.0661597,0.0203625,0,0,0.0147687,0,0,0.0340465,0.0441121,0.0235064,0.0144338,0.0157955,0.0357408,0.0167632,0.0284477,0.0229047,0.0448224,0.0484815,0.0645493,0.0445116,0.041511,0.0653472,0.0143965,0.0142304,0.0100318,0.00799238,0.0301942,0.0166553,0,0,0
7,0,0,0,0,0.0499111,0.0560507,0,0,0,0.0512038,0,0.022249,0.0600215,0,0,0.00985606,0,0,0.0507715,0.0300818,0.0280072,0.00618283,0.0196164,0.034165,0.0351057,0.0275491,0.046018,0.0621227,0.0476382,0.0699575,0.066431,0.0662213,0.0660664,0.0148563,0.0419543,0.0119827,0.010803,0.0437681,0,0.013797,0.0661735,0.0203533,0,0,0.0147903,0,0,0.0340441,0.0442153,0.0235809,0.01447,0.0158193,0.0357903,0.01673,0.0282774,0.0229066,0.0448119,0.0484822,0.0645205,0.0444834,0.0414726,0.0653022,0.0143913,0.0142191,0.0100381,0.00797276,0.0302127,0.0167032,0,0,0
8,0,0,0,0,0.0499322,0.0560612,0,0,0,0.0511992,0,0.0222524,0.0600165,0,0,0.00991113,0,0,0.0508332,0.0299543,0.0282047,0.00618202,0.0195482,0.0341801,0.0351559,0.0275953,0.0460725,0.0621495,0.0476752,0.0699775,0.0664439,0.0662275,0.0660927,0.0148307,0.0419504,0.0118769,0.0109303,0.0438175,0,0.0138739,0.0661944,0.0203642,0,0,0.0148157,0,0,0.0340406,0.0442177,0.0236288,0.0144848,0.0158496,0.0358449,0.0167311,0.0283156,0.0228852,0.0448442,0.048503,0.0644852,0.0444647,0.0414358,0.0652671,0.0143957,0.0142009,0.0100476,0.00794636,0.0302353,0.0167511,0,0,0
