Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTIBA,RKNE,IMUL_M,RASI,IMUL_R,LTHII,L5FT,IMUR_M
38,0.0392784,0.0459184,0,0,0,0,0.0264947,0.0469572,0,0,0.0104783,0,0,0.0318854,0.0425054,0.044119,0.0229227,0.058914,0.0277029,0.0263699,0.0167136,0.0369826,0.0262842,0.0468403,0.0401311,0.0373632,0.0446769,0.0492455,0.00773436,0.0142101,0.0601422,0,0.01601,0.0217105,0,0,0.0133447,0,0,0.032012,0.0420213,0.043409,0.0360627,0.0299114,0.0202212,0.0348065,0.0173233,0.0550327,0.0621418,0.0595826,0.0621297,0.06256,0.0190486,0.0363378,0.0190284,0.0209249,0.0425233,0.0226957,0,0,0,0,0,0,0,0,0,0.0486231,0.0168801,0,0.069959,0,0,0.0227056,0
39,0.0393138,0.0459146,0,0,0,0,0.0259932,0.0475603,0,0,0.0105147,0,0,0.031926,0.0419656,0.043152,0.0226318,0.0582489,0.0274825,0.0263816,0.0169951,0.0370141,0.0269325,0.0464256,0.0392276,0.0367912,0.0416432,0.0491623,0.00775195,0.0142069,0.0604278,0,0.0162183,0.0218087,0,0,0.0134826,0,0,0.0320363,0.0422368,0.0432567,0.035733,0.0296483,0.0201831,0.035003,0.0172341,0.0551685,0.0620898,0.0594155,0.0618836,0.0624085,0.0193104,0.0363298,0.0190117,0.0208929,0.0425578,0.0226821,0,0,0,0,0,0,0,0,0,0.0485621,0.0162765,0,0.0701578,0,0,0.0234404,0
40,0.0393835,0.0459787,0,0,0,0,0.0254545,0.0485465,0,0,0.0102165,0,0,0.0318912,0.0418075,0.0424568,0.0227163,0.0572302,0.0272802,0.0259392,0.0176305,0.0365884,0.0280084,0.0457012,0.0386939,0.0359335,0.0376472,0.0494844,0.00774199,0.0140878,0.0592881,0,0.0171505,0.0219884,0,0,0.013279,0,0,0.0323654,0.0423183,0.0430085,0.0360226,0.0298473,0.0198967,0.035282,0.0179878,0.0559553,0.0617593,0.0583509,0.0607704,0.0616939,0.0185996,0.0362793,0.0190207,0.0208821,0.0426894,0.0225875,0,0,0,0,0,0,0,0,0,0.0484124,0,0,0.0702499,0,0,0.0248422,0
41,0.039437,0.0459537,0,0,0,0,0.0255223,0.0488605,0,0,0.0102371,0,0,0.0319064,0.040839,0.0415315,0.0225683,0.0556341,0.0271193,0.0259862,0.0183786,0.0357099,0.0284002,0.0452581,0.0388106,0.035617,0.0345813,0.0493747,0.00777601,0.0142613,0.0608698,0,0.016301,0.0220893,0,0,0.0132409,0,0,0.0324347,0.0427482,0.0432949,0.0353497,0.0298331,0.0198884,0.0348778,0.0170061,0.0549736,0.0621354,0.0594921,0.06205,0.0623486,0.0195612,0.0363701,0.0190137,0.0209007,0.042652,0.0226463,0,0,0,0,0,0,0,0,0,0.0484191,0.0165122,0,0.0691504,0,0,0.0258338,0
42,0.0392808,0.0461147,0,0,0,0,0.0251198,0.0501761,0,0,0.0105651,0,0,0.0316036,0.0403289,0.0411368,0.0225341,0.0544132,0.0267105,0.0263265,0.0186418,0.0352106,0.0295861,0.04444,0.0381372,0.0350551,0.0292212,0.0493868,0.00789553,0.0135988,0.0597793,0,0.0170107,0.0221372,0,0,0.0137423,0,0,0.0323234,0.0431071,0.0431939,0.0356123,0.0299542,0.0204684,0.0350574,0.0173485,0.055733,0.0619822,0.0586384,0.0612162,0.0614055,0.0193964,0.0362444,0.018835,0.020673,0.0427432,0.0224212,0,0,0,0,0,0,0,0,0,0.0481485,0,0,0.0690591,0,0,0.0294393,0
43,0.0390067,0.0461341,0,0,0,0,0.0249457,0.0497111,0,0,0.0105399,0,0,0.0320944,0.0386892,0.0406623,0.0227696,0.0524587,0.0273277,0.0272042,0.0191117,0.0342262,0.0290753,0.0446631,0.0383762,0.0353359,0.0275988,0.0488337,0.00773999,0.0142958,0.0589541,0,0.0131366,0.0217633,0,0,0.0137718,0,0,0.0323115,0.0461568,0.0405837,0.0324446,0.0294832,0.0199295,0.0328171,0.0148986,0.0518575,0.0655524,0,0.0647293,0.0646069,0.0178128,0.036154,0.0188771,0.020572,0.0425836,0.0228783,0,0,0,0,0,0,0,0,0,0.0483611,0,0,0.0660719,0,0,0.0315697,0
44,0.0392354,0.0462049,0,0,0,0,0.0250289,0.0511867,0,0,0.0103936,0,0,0.031621,0.037963,0.0411474,0.0224334,0.0513492,0.0268052,0.0265211,0.0194732,0.0328632,0.0304279,0.0444923,0.0378857,0.0358197,0.0233297,0.0493565,0.00790045,0.0138221,0.0619252,0,0.015416,0.0222288,0,0,0.0134771,0,0,0.0323352,0.0446213,0.0442316,0.0341696,0.0301939,0.0202716,0.0347449,0.0158018,0.0538561,0.0625299,0.0610814,0.063493,0.0631614,0.0208416,0.0362144,0.0189451,0.0206418,0.0427088,0.0225531,0,0,0,0,0,0,0,0,0,0.0481068,0.0221834,0,0.0661164,0,0,0.0349654,0
45,0.0392421,0.0462837,0,0,0,0,0.0245737,0.0522852,0,0,0.0103514,0,0,0.0315955,0.0367336,0.040014,0.0225743,0.0504592,0.0267593,0.0265124,0.0200776,0.0315407,0.0314226,0.0447507,0.0378863,0.036545,0.0198794,0.0494745,0.007825,0.0138219,0.0629396,0,0.0152456,0.0222446,0,0,0.0133524,0,0,0.0324834,0.0450666,0.0445504,0.0338485,0.0303093,0.0202615,0.0348872,0.0159666,0.0535,0.0626661,0.0613731,0.0635601,0.0635292,0.0216229,0.0361592,0.0189202,0.020664,0.0425548,0.0224839,0,0,0,0,0,0,0,0,0,0.0480803,0.0220412,0,0.065327,0,0,0.037855,0
46,0.0392208,0.0463545,0,0,0,0,0.0244272,0.0532595,0,0,0.0103136,0,0,0.0315663,0.0355764,0.0386268,0.0228333,0.0498208,0.0268154,0.0265581,0.0207824,0.0301847,0.0324469,0.0449124,0.0382848,0.0368199,0.017108,0.049518,0.00777716,0.0137769,0.0635773,0,0.0152712,0.0222268,0,0,0.0132762,0,0,0.0325056,0.0454789,0.044507,0.0335853,0.0305039,0.0201943,0.0350205,0.0161557,0.053257,0.0628254,0.0615618,0.0635634,0.0635379,0.0219214,0.0361722,0.0188128,0.0206538,0.0424817,0.0224605,0,0,0,0,0,0,0,0,0,0.0478135,0.0213954,0,0.064788,0,0,0.0403116,0
47,0.0392344,0.0463401,0,0,0,0,0.0245504,0.0541181,0,0,0.0101668,0,0,0.0315438,0.0344192,0.0384397,0.0231368,0.0496257,0.0269168,0.0265871,0.0216266,0.0288927,0.0333293,0.0448439,0.0390524,0.0369171,0.0157101,0.0495404,0.00776373,0.013809,0.0637921,0,0.0154134,0.0222672,0,0,0.0132333,0,0,0.0324436,0.0458047,0.0445842,0.0333324,0.0307185,0.0201153,0.0348964,0.0162558,0.0531318,0.0628893,0.0616967,0.0638333,0.0635726,0.02201,0.0362468,0.0187965,0.0205979,0.0425203,0.0224887,0,0,0,0,0,0,0,0,0,0.0477102,0.0209558,0,0.0641518,0,0,0.0416063,0
48,0.0393037,0.0463729,0,0,0,0,0.0246887,0.0548755,0,0,0.0102127,0,0,0.0315731,0.0334985,0.0388673,0.0234459,0.0495474,0.0269737,0.0266311,0.0221205,0.0282182,0.0336417,0.0450567,0.0395749,0.0371529,0.0144191,0.0496257,0.00776231,0.0138448,0.0635445,0,0.0156562,0.0222948,0,0,0.0132013,0,0,0.0324329,0.0460276,0.0447454,0.0330355,0.0308849,0.020021,0.0347206,0.0162846,0.0530891,0.0628907,0.0617513,0.0639122,0.0634789,0.0223287,0.0362437,0.0189159,0.0205186,0.0426174,0.022535,0,0,0,0,0,0,0,0,0,0.0478166,0.0208,0,0.0636522,0,0,0.0431095,0
49,0.0397406,0.0465534,0,0,0,0,0.0280678,0.0569248,0,0,0.0100607,0,0,0.0315074,0.0323251,0,0.0266938,0.0509972,0.0275106,0.0267438,0.0209673,0.0273761,0.0328898,0.0425141,0.0356275,0.0331887,0.0138253,0.0500722,0.00769521,0.013787,0.0626449,0,0.016206,0.022047,0,0,0.013392,0,0,0.0323764,0.0456202,0.0451826,0.0329768,0.0301999,0.0191609,0.0342523,0.0171873,0.0528671,0.0626578,0.0615608,0.0636024,0.0632309,0.0216781,0.0369175,0.0182877,0.0197833,0.0429757,0.0220647,0,0,0,0,0,0,0,0,0,0.045924,0.0209202,0,0.0636824,0,0,0.0454747,0
50,0.039558,0.0465213,0,0,0,0,0.0266743,0.0560359,0,0,0.011757,0,0,0.0301669,0.0318476,0.0402807,0.0229718,0.050339,0.0272403,0.0275293,0.0221123,0.0272611,0.0331998,0.0452963,0.0389974,0.0369267,0.0125956,0.04994,0.0082143,0.0130731,0.0744822,0,0.0207964,0.0230124,0,0,0.0137572,0,0,0.0320509,0.0449578,0.0426856,0.0327518,0.0318571,0.020611,0.0328483,0.0205587,0.0531302,0.0614964,0.0601831,0.0608068,0.061624,0.0358664,0.0366207,0.0183225,0.0201298,0.0427697,0.0229033,0,0,0,0,0,0,0,0,0,0.0477739,0.0228265,0,0.0628313,0,0,0.0474785,0
51,0.0390812,0.0467172,0,0,0,0,0.0252156,0.056542,0,0,0.0110465,0,0,0.0310924,0.0320841,0.0399992,0.0242269,0.0502146,0.027004,0.0276736,0.0229056,0.0264875,0.0335796,0.0458118,0.0396287,0.0378875,0.0133407,0.0495391,0.00766791,0.0131762,0.0630986,0,0.0162969,0.0224003,0,0,0.0137708,0,0,0.032165,0.0466001,0.0460045,0.0316455,0.0308853,0.0204729,0.034603,0.0169768,0.0533454,0.062659,0.0616653,0.0633624,0.0636721,0.0223242,0.0362793,0.0186831,0.0203039,0.0428031,0.022746,0,0,0,0,0,0,0,0,0,0.0481588,0.0206421,0,0.0623172,0,0,0.0452041,0
52,0.0390249,0.0467766,0,0,0,0,0.0254861,0.0566921,0,0,0.0109815,0,0,0.031133,0.0320196,0.0393094,0.0242104,0.0500826,0.0271194,0.0276991,0.022797,0.0263912,0.0338023,0.0458523,0.0396491,0.0379966,0.0131906,0.0494929,0.00773069,0.0132035,0.0628052,0,0.0165134,0.0224023,0,0,0.013616,0,0,0.0321472,0.0467551,0.0463837,0.0312237,0.0309509,0.0204453,0.0345911,0.0169451,0.0535535,0.0625111,0.0615614,0.0632988,0.0633268,0.0217686,0.0362215,0.0187716,0.0203882,0.0428813,0.0228965,0,0,0,0,0,0,0,0,0,0.0484416,0.0207681,0,0.0620696,0,0,0.0452329,0
53,0.0389022,0.0468489,0,0,0,0,0.0255162,0.0568879,0,0,0.0109644,0,0,0.0312992,0.031952,0.0395418,0.0242739,0.0498855,0.0272518,0.02775,0.0226239,0.0262623,0.0334761,0.0458839,0.0394709,0.037991,0.0135305,0.0494511,0.00777245,0.0132774,0.062308,0,0.0167745,0.0223743,0,0,0.0134917,0,0,0.0322533,0.0469013,0.0467998,0.0308038,0.0309689,0.0204326,0.0346304,0.0171788,0.0537427,0.0623167,0.0613671,0.0632425,0.0628748,0.0212743,0.0361176,0.0187134,0.0204777,0.0428815,0.0230261,0,0,0,0,0,0,0,0,0,0.048879,0.0208384,0,0.0618286,0,0,0.0445818,0
54,0.0392176,0.0467609,0,0,0,0,0.0273436,0.0567777,0,0,0.0115945,0,0,0.0305803,0.0315239,0.0396948,0.0233333,0.0499328,0.0278153,0.0276162,0.0217727,0.0268695,0.0325066,0.0453347,0.0388795,0.0370601,0.0124097,0.0496409,0.00846138,0.0133938,0.0718423,0,0.0207946,0.0229797,0,0,0.0131629,0,0,0.0322977,0.0455087,0.0445224,0.0310091,0.0319587,0.0204809,0.0331347,0.0210495,0.0538973,0.0609805,0.0597489,0.0608051,0.0608441,0.0326598,0.0364678,0.0186288,0.0204581,0.0429389,0.0234894,0,0,0,0,0,0,0,0,0,0.0493818,0.0234395,0,0.0617735,0,0,0.0466867,0
55,0.0390618,0.0468478,0,0,0,0,0.0273212,0.0568295,0,0,0.0115871,0,0,0.0307406,0.0313287,0.0397709,0.0234517,0.0498042,0.0280043,0.0277289,0.0214537,0.0272989,0.0321863,0.0451639,0.0387965,0.0369478,0.0126091,0.0494824,0.00846904,0.0135606,0.0704047,0,0.0207133,0.022907,0,0,0.0130707,0,0,0.0325232,0.0455854,0.045074,0.0305074,0.0319471,0.0204334,0.0334232,0.0212864,0.0541605,0.0607665,0.0595915,0.0606801,0.0605412,0.0323528,0.0364432,0.0188696,0.0205827,0.043,0.0236542,0,0,0,0,0,0,0,0,0,0.0499062,0.0235479,0,0.0615714,0,0,0.0462024,0
56,0.0388705,0.0469784,0,0,0,0,0.0269594,0.0568306,0,0,0.0114832,0,0,0.0308594,0.0311024,0.0378544,0.0235403,0.0497079,0.028174,0.0278612,0.0211835,0.0277123,0.0317081,0.045001,0.0386835,0.0366647,0.0129336,0.0493751,0.00840727,0.013739,0.0687848,0,0.0206412,0.0228062,0,0,0.0130223,0,0,0.0324324,0.045595,0.045689,0.0300727,0.0318751,0.0204384,0.0336509,0.021522,0.0543953,0.0605263,0.0593702,0.0603577,0.0602616,0.0317535,0.0364402,0.0190795,0.0205304,0.0430789,0.0237551,0,0,0,0,0,0,0,0,0,0.047892,0.023631,0,0.0615343,0,0,0.0445325,0
57,0.0387125,0.0470971,0,0,0,0,0.0266113,0.0567959,0,0,0.0114656,0,0,0.0310111,0.0308466,0.0368955,0.0235418,0.0494279,0.0283195,0.0280171,0.0212063,0.0283739,0.0307467,0.0448373,0.0387339,0.0364393,0.0136948,0.0492672,0.00835356,0.0139562,0.0684865,0,0.0204979,0.0226463,0,0,0.0129621,0,0,0.0324162,0.0456179,0.0464393,0.0296736,0.0317496,0.0205427,0.0338756,0.0217001,0.0546337,0.0603305,0.0591725,0.0599999,0.0600162,0.0310437,0.0363815,0.0191744,0.0204174,0.0431449,0.0238729,0,0,0,0,0,0,0,0,0,0.0468433,0.0236381,0,0.0616648,0,0,0.0432371,0
58,0.0385751,0.047251,0,0,0,0,0.0262527,0.0566543,0,0,0.0115134,0,0,0.0311871,0.0305544,0.0364725,0.023431,0.0490783,0.028443,0.0281965,0.0213445,0.0290558,0.0292679,0.0445998,0.0387233,0.0362619,0.0148155,0.0491104,0.00832153,0.014128,0.0677653,0,0.0203532,0.0225384,0,0,0.012827,0,0,0.0324031,0.0456155,0.0469895,0.0292172,0.0316517,0.0206112,0.0342418,0.0217948,0.054932,0.060062,0.0588316,0.0598577,0.0597406,0.0302406,0.036322,0.0192739,0.0202799,0.0432471,0.0239799,0,0,0,0,0,0,0,0,0,0.04672,0.0239814,0,0.0618629,0,0,0.042147,0
59,0.0384943,0.0473713,0,0,0,0,0.0258641,0.0565738,0,0,0.0113849,0,0,0.031507,0.0301935,0.0354197,0.0233416,0.0487232,0.0285638,0.0282568,0.0212789,0.0298215,0.028223,0.0442046,0.0383916,0.0359441,0.0155857,0.0489261,0.00826265,0.0146345,0.0666112,0,0.0202285,0.0224789,0,0,0.0126637,0,0,0.032394,0.0456856,0.0475788,0.0287337,0.0315158,0.0205243,0.0346403,0.0219009,0.0551573,0.0598265,0.0586082,0.0596271,0.0593681,0.0294764,0.0362862,0.0193805,0.020241,0.0433818,0.0241007,0,0,0,0,0,0,0,0,0,0.0467581,0.0244656,0,0.0620084,0,0,0.0410841,0
60,0.0383662,0.0475777,0,0,0,0,0.0251393,0.0565343,0,0,0.011547,0,0,0.0316841,0.0298473,0.0350804,0.0233116,0.0482346,0.0286166,0.0285063,0.0209651,0.030484,0.0270626,0.0438151,0.0382863,0.0356811,0.0162822,0.0488049,0.00835846,0.0147158,0.0649674,0,0.0201776,0.0223599,0,0,0.0126277,0,0,0.0324463,0.0458385,0.048378,0.0284521,0.0314478,0.0204122,0.0348895,0.0218726,0.0551646,0.0597084,0.0585727,0.0592543,0.0590661,0.0285461,0.0363036,0.0195752,0.0201293,0.0435754,0.024166,0,0,0,0,0,0,0,0,0,0.0465901,0.024959,0,0.0620765,0,0,0.0399408,0
61,0.0382849,0.0477967,0,0,0,0,0.0239218,0.0565777,0,0,0.0117555,0,0,0.0318413,0.0293999,0.0335685,0.0234016,0.0478065,0.0286577,0.028827,0.0205195,0.031278,0.025751,0.0433513,0.0381526,0.0356044,0.0167697,0.0486083,0.00838541,0.0148768,0.0637146,0,0.0201044,0.0221567,0,0,0.0126268,0,0,0.0324618,0.0458331,0.0491385,0.0282352,0.0313627,0.0201732,0.0349747,0.0216458,0.0551018,0.0596949,0.0584366,0.0587176,0.0588029,0.0276704,0.0362957,0.0194842,0.0200122,0.0437015,0.0242643,0,0,0,0,0,0,0,0,0,0.0461695,0.0253494,0,0.0622388,0,0,0.0395017,0
62,0.0382406,0.0479919,0,0,0,0,0.0223488,0.0567832,0,0,0.0118936,0,0,0.031988,0.0287843,0.0321851,0.023458,0.04755,0.028795,0.0292065,0.0209263,0.0322012,0.0247422,0.0430508,0.0383636,0.035852,0.0171039,0.0483774,0.00837653,0.0150967,0.0624866,0,0.0200058,0.0219232,0,0,0.0126363,0,0,0.0325306,0.0462746,0.0498315,0.0282152,0.0313789,0.0197878,0.0350187,0.0215177,0.0550118,0.0595335,0.058207,0.0583915,0.0586149,0.0266199,0.0363401,0.0193984,0.0197912,0.0437839,0.0244414,0,0,0,0,0,0,0,0,0,0.0458205,0.0257633,0,0.0622071,0,0,0.0390672,0
63,0.0382466,0.048098,0,0,0,0,0.0214377,0.0572495,0,0,0.0119555,0,0,0.0321759,0.0278149,0.0301507,0.0235757,0.0477153,0.0290817,0.0297123,0.0220681,0.0324461,0.0243842,0.0429324,0.0384706,0.0358199,0.0176635,0.0481943,0.00841742,0.015393,0.0608338,0,0.0198574,0.0216739,0,0,0.0126457,0,0,0.0325628,0.0466033,0.0504048,0.0283808,0.0314845,0.0194743,0.0352359,0.0215463,0.0550241,0.0593397,0.0579539,0.0582019,0.0584026,0.0252292,0.0365231,0.0193004,0.0194174,0.0440187,0.0246555,0,0,0,0,0,0,0,0,0,0.0457187,0.0262462,0,0.0617718,0,0,0.0387304,0
64,0.0382107,0.0480267,0,0,0,0,0.0213762,0.0576669,0,0,0.0119662,0,0,0.0323943,0.0266208,0.0300364,0.0235192,0.0479564,0.0294208,0.0302822,0.022155,0.0322054,0.0240181,0.043022,0.0379333,0.0352944,0.0186394,0.0481072,0.00842524,0.0156862,0.0586724,0,0.01972,0.0213751,0,0,0.0125932,0,0,0.0325145,0.0467008,0.0509776,0.0286259,0.0317087,0.019171,0.0355329,0.0215733,0.0551051,0.0592396,0.057697,0.0580973,0.0583494,0.0235545,0.0368808,0.0190583,0.019012,0.0440484,0.0247156,0,0,0,0,0,0,0,0,0,0.0460757,0.0268676,0,0.061182,0,0,0.0381159,0
65,0.0383816,0.0476603,0,0,0,0,0.0224016,0.0576404,0,0,0.0113409,0,0,0.0329253,0.0255436,0.0321795,0.0232196,0.0480742,0.0297666,0.0300194,0.0215274,0.0322231,0.0233304,0.0430848,0.0371894,0.0344875,0.0201957,0.0481757,0.00836684,0.016652,0.0562047,0,0.0197414,0.0211707,0,0,0.0113138,0,0,0.0328285,0.0469049,0.0516749,0.028722,0.0320872,0.0178973,0.0357011,0.0214888,0.0551372,0.059137,0.057545,0.0580134,0.0584689,0.022108,0.037407,0.0191047,0.0190353,0.0437992,0.0246924,0,0,0,0,0,0,0,0,0,0.0466626,0.0274053,0,0.0603058,0,0,0.0368012,0
66,0.038317,0.0474274,0,0,0,0,0.0240795,0.0574066,0,0,0.0113694,0,0,0.0328816,0.024943,0.033636,0.0228848,0.0478335,0.0295795,0.0303706,0.0207828,0.0323809,0.0230241,0.0429834,0.036171,0.0339457,0.0221837,0.048224,0.0083766,0.0166237,0.0531192,0,0.019902,0.0210308,0,0,0.0113038,0,0,0.0328144,0.0472624,0.0524775,0.0288559,0.0323726,0.0175173,0.0358167,0.0213901,0.055185,0.0588822,0.0573579,0.0579413,0.0585631,0.0212566,0.0377604,0.0186349,0.0185697,0.0436942,0.0244581,0,0,0,0,0,0,0,0,0,0.047154,0.0277345,0,0.0595307,0,0,0.0350354,0
67,0.0381946,0.0470392,0,0,0,0,0.0249106,0.0562253,0,0,0.0115042,0,0,0.0330977,0.0249967,0.033313,0.0201622,0.0454441,0.028782,0.0305965,0.0200945,0.0302918,0.0227359,0.0441484,0.0364095,0.03478,0.0242207,0.0479631,0.00840765,0.0167867,0.0499697,0,0.0197766,0.0213281,0,0,0.0114045,0,0,0.0326757,0.047963,0.0530843,0.0286221,0.033203,0.0181032,0.0364137,0.0212588,0.0555225,0.0587796,0.0572878,0.0580278,0.0589599,0.0212951,0.037484,0.0190954,0.0189263,0.0432362,0.0250004,0,0,0,0,0,0,0,0,0,0.0488384,0.0279604,0,0.0583519,0,0.0306165,0.0332687,0
68,0.0381305,0.0471053,0,0,0,0,0.0257581,0.0556958,0,0,0.0116888,0,0,0.0330466,0.0252802,0.0341987,0.0196365,0.0451404,0.0285952,0.0305087,0.0195229,0.0293253,0.0222117,0.0436745,0.0355737,0.0345437,0.0257696,0.0481351,0.00848184,0.0170071,0.0471021,0,0.0197738,0.0214218,0,0,0.0113549,0,0,0.0330295,0.0486512,0.0538774,0.0288521,0.0335984,0.0176544,0.0367426,0.0209554,0.0554656,0.058476,0.0570062,0.0582537,0.0595275,0.0221099,0.0376387,0.0185575,0.0184163,0.0432635,0.025138,0,0,0,0,0,0,0,0,0,0.0486217,0.028352,0,0.0574178,0,0.030306,0.0320265,0
69,0.038125,0.0471564,0,0,0,0,0.025653,0.05531,0,0,0.0117797,0,0,0.03302,0.0256872,0.0347487,0.0194759,0.0461774,0.0284712,0.0305674,0.0195565,0.0285558,0.0216922,0.0430868,0.0351165,0.0340342,0.0263542,0.0482282,0.0085112,0.0169452,0.0438529,0,0.0197173,0.0214944,0,0,0.0115017,0,0,0.0331334,0.0495674,0.0545258,0.0290886,0.0337119,0.0175371,0.0372029,0.0202749,0.0554734,0.0583435,0.0566895,0.0584937,0.0601875,0.0237976,0.0378459,0.0183898,0.0182781,0.0431431,0.0253172,0,0,0,0,0,0,0,0,0,0.0479502,0.0286841,0,0.0565434,0,0.0300433,0.03161,0
70,0.0380675,0.0472056,0,0,0,0,0.0250786,0.0547596,0,0,0.0117527,0,0,0.0330402,0.0262291,0.0348381,0.019324,0.0481291,0.0283918,0.0305988,0.0192088,0.0280685,0.0212725,0.0427867,0.0351724,0.0338745,0.0264433,0.0482655,0.00857959,0.016916,0.0404942,0,0.0196872,0.0216526,0,0,0.0115055,0,0,0.0332035,0.0514304,0.0548323,0.029406,0.0337135,0.0176022,0.0377235,0.0195454,0.0556706,0.0583432,0.0562881,0.0586589,0.0609903,0.0262163,0.0378897,0.018508,0.0183138,0.0430133,0.0254376,0,0,0,0,0,0,0,0,0,0.0471411,0.0293742,0,0.0559245,0,0.029885,0.0315863,0
71,0.0380992,0.0471956,0,0,0,0,0.024536,0.0541799,0,0,0.0114681,0,0,0.0334301,0.0266239,0.0346167,0.0192538,0.0499548,0.0283679,0.0300802,0.0188123,0.0277794,0.0203429,0.0427778,0.0355515,0.0340809,0.0265794,0.0481631,0.00875399,0.0175623,0.0372869,0,0.0192838,0.0217536,0,0,0.0113834,0,0,0.0332101,0.0532383,0.0548244,0.0297026,0.0336649,0.0177985,0.0385596,0.0192414,0.0563782,0.0583623,0.0558911,0.0584579,0.0617643,0.0294786,0.0377255,0.0187042,0.0185296,0.0429684,0.025599,0,0,0,0,0,0,0,0,0,0.046296,0.0304633,0,0.0554188,0,0.0299387,0.0316206,0
72,0.0381176,0.047323,0,0,0,0,0.0240097,0.053207,0,0,0.0114736,0,0,0.0337186,0.0268775,0.0344636,0.0192773,0.0507307,0.0288085,0.0300576,0.0191418,0.0276284,0.0190851,0.0429624,0.0359446,0.0343396,0.026678,0.0479172,0.00884313,0.0180018,0.0341359,0,0.0188391,0.0216629,0,0,0.0113571,0,0,0.0331287,0.0550413,0.0548865,0.0303646,0.0337699,0.0181548,0.0395042,0.0193518,0.0572737,0.0583461,0.0555318,0.0582227,0.0618666,0.0334286,0.0375678,0.0188948,0.0186749,0.0431826,0.0257529,0,0,0,0,0,0,0,0,0,0.0455877,0.0316562,0,0.0552276,0,0.03027,0.0318004,0
73,0.0381296,0.0474436,0,0,0,0,0.0236616,0.0522426,0,0,0.011596,0,0,0.034023,0.0268049,0.0344395,0.0195184,0.0502142,0.0296766,0.0302975,0.0197052,0.0281646,0.0184046,0.0431271,0.036115,0.0344565,0.026507,0.0475204,0.00893047,0.0185309,0.0312856,0,0.0187429,0.0215304,0,0,0.0113241,0,0,0.0330268,0.0566922,0.0548866,0.0310483,0.0339462,0.0183526,0.0406872,0.0199025,0.0580159,0.0583932,0.0552386,0.0580132,0.0616991,0.0376423,0.0373601,0.0189963,0.0188853,0.0434056,0.0259685,0,0,0,0,0,0,0,0,0,0.045631,0.0329724,0,0.0553235,0,0.0304549,0.0319322,0
74,0.0382789,0.0476094,0,0,0,0,0.0243547,0.0523182,0,0,0.0116916,0,0,0.0342131,0.0257398,0.03507,0.0223764,0.0507966,0.0312522,0.0308312,0.020678,0.0311875,0.0168244,0.0419437,0.0348958,0.0332743,0.0257482,0.0472194,0.00900279,0.0190228,0.0292789,0,0.0192013,0.0209932,0,0,0.0115575,0,0,0.0328519,0.0577398,0.0546921,0.0317133,0.0336225,0.0176618,0.0420103,0.0209494,0.0591008,0.0585572,0.0548896,0.0574995,0.061585,0.04195,0.0376202,0.018672,0.0185922,0.0438048,0.0257577,0,0,0,0,0,0,0,0,0,0.0450044,0.0343371,0,0.0556502,0,0,0.0317039,0
75,0.0382175,0.0475399,0,0,0,0,0.0246826,0.0518305,0,0,0.0120843,0,0,0.0344449,0.0247155,0.0353819,0.0229414,0.0492762,0.0322445,0.0312657,0.0214118,0.032081,0.0164227,0.0421365,0.0348832,0.0335568,0.0262694,0.0467769,0.00909291,0.0194927,0.0281342,0,0.0196806,0.0209992,0,0,0.0115669,0,0,0.0328837,0.0577466,0.0541474,0.0318888,0.0339329,0.0178341,0.0436432,0.0221377,0.0605556,0.0591823,0.0548237,0.0574983,0.0621389,0.0467665,0.0372222,0.0188902,0.0189673,0.0437749,0.0259536,0,0,0,0,0,0,0,0,0,0.0454256,0.0355807,0,0.055629,0,0,0.0312108,0
76,0.0379444,0.0475584,0,0,0,0,0.0252529,0.0509917,0,0,0.0136559,0,0,0.0335488,0.0235745,0.0358493,0.0233679,0.0481916,0.0333248,0.0338765,0.0222755,0.0328712,0.0160956,0.0421968,0.0348297,0.0338782,0.0273872,0.0461202,0.00883076,0.0177764,0.0278251,0,0.0202678,0.020987,0,0,0.0111936,0,0,0.033066,0.057279,0.0537357,0.0323111,0.0342279,0.0179347,0.0446848,0.0228796,0.0613401,0.0594508,0.0548577,0.0579436,0.0630836,0.0517648,0.0370507,0.0191185,0.0192879,0.0437465,0.0261138,0,0,0,0,0,0,0,0,0,0.0455053,0.0367544,0,0.0558779,0,0,0.0305913,0
