Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,IMUR_M
38,0.0317847,0.0510623,0,0,0,0,0,0.0386856,0,0.0232471,0.0510827,0,0,0.0180494,0,0,0.0346589,0.024058,0.0353782,0.0239096,0.048804,0.0285343,0.0400611,0.0218524,0.0334683,0.0149553,0.0429138,0.0459304,0.0378051,0.0352992,0.0162433,0.0420803,0.00845586,0.0200244,0.0262139,0,0.0170872,0.055723,0.0160163,0,0,0.0112375,0,0,0.0337306,0.0590379,0.0491809,0.0267402,0.0478478,0.0301872,0.0198218,0.0520622,0.033393,0.0704327,0.0656761,0.0591084,0.0619082,0.070782,0.0646069,0.0342685,0.0190689,0.0188476,0.0424289,0.0216526,0,0,0,0,0,0,0,0,0,0,0
39,0.0318127,0.0509985,0,0,0,0,0,0.0399168,0,0.0233403,0.051365,0,0,0.0179777,0,0,0.0345477,0.0235158,0.0354599,0.0238253,0.0480617,0.0286226,0.0399291,0.0208985,0.0338956,0.0152361,0.0428761,0.047079,0.037573,0.0352221,0.0159446,0.0421995,0.00842129,0.0199794,0.0266067,0,0.0173141,0.0555447,0.0161031,0,0,0.0112437,0,0,0.0337391,0.0591284,0.0496809,0.0265475,0.0474102,0.0303664,0.0197158,0.0514877,0.0330685,0.0696447,0.0656721,0.0591761,0.061835,0.0704489,0.0654112,0.0342219,0.0191099,0.0189101,0.0422658,0.0215367,0,0,0,0,0,0,0,0,0,0,0
40,0.0318056,0.0508607,0,0,0,0,0,0.0386409,0,0.0225331,0.0522261,0,0,0.0181922,0,0,0.034132,0.0231968,0.0354069,0.0231803,0.0468598,0.0282225,0.0393886,0.019888,0.0330617,0.0157478,0.0432575,0.0478726,0.0381522,0.0360849,0.016606,0.0421357,0.00854281,0.019853,0.0234072,0,0.0209854,0.0546893,0.0167592,0,0,0.0106668,0,0,0.0340875,0.0591653,0.0504576,0.0271713,0.0499079,0.031161,0.0201902,0.0518146,0.0341055,0.0701227,0.0659827,0.0587583,0.0627662,0.0717982,0.057216,0.034087,0.0194034,0.019064,0.0418943,0.0212385,0,0,0,0,0,0,0,0,0,0,0
41,0.0318259,0.0508207,0,0,0,0,0,0.039614,0,0.02261,0.0526083,0,0,0.0181405,0,0,0.0339206,0.0233431,0.0354591,0.0231228,0.0466189,0.0281299,0.0390965,0.0200644,0.0318413,0.0159667,0.0432279,0.0477258,0.0381759,0.0361493,0.016182,0.0422604,0.00847025,0.0197049,0.0238661,0,0.0209692,0.0545742,0.0168906,0,0,0.0106121,0,0,0.0342892,0.0595174,0.0509786,0.027098,0.050671,0.0314847,0.0201024,0.0507771,0.0336048,0.0687454,0.0660933,0.0590225,0.0629911,0.0718518,0.0576089,0.0340577,0.0193933,0.0191805,0.0417936,0.0210361,0,0,0,0,0,0,0,0,0,0,0
42,0.031913,0.0509455,0,0,0,0,0,0.0428215,0,0.0238407,0.0529929,0,0,0.0174674,0,0,0.033909,0.0237239,0.0350707,0.0237836,0.047389,0.0282354,0.0387617,0.0204857,0.0323057,0.015719,0.0425329,0.0469731,0.037312,0.0350622,0.0150016,0.0426832,0.00821435,0.019307,0.0288352,0,0.0203176,0.0549241,0.0163892,0,0,0.0111537,0,0,0.0341074,0.0584444,0.0570179,0.0264167,0,0.0313893,0.0196493,0.0496582,0.0365567,0.0681726,0.0639054,0.0565817,0.0598412,0.0685895,0.0654142,0.0341605,0.0191858,0.0191632,0.0420082,0.0207771,0,0,0,0,0,0,0,0,0,0,0
43,0.0319581,0.0509974,0,0,0,0,0,0.0431517,0,0.0241129,0.0533796,0,0,0.0172501,0,0,0.033748,0.0242854,0.035264,0.0237486,0.0473994,0.028129,0.0383498,0.0206448,0.032312,0.0156329,0.0425726,0.0468713,0.0373414,0.0350755,0.0151457,0.0428534,0.0081492,0.0191108,0.0290888,0,0.0203456,0.0548072,0.0164566,0,0,0.0110498,0,0,0.0342552,0.0587941,0.0573304,0.0265698,0,0.0317364,0.019586,0.0484424,0.0362649,0.0666056,0.0634739,0.0566902,0.0602451,0.0688121,0.0656283,0.0342073,0.0191949,0.0192241,0.0420997,0.0205332,0,0,0,0,0,0,0,0,0,0,0
44,0.0319703,0.0510318,0,0,0,0,0,0.0433907,0,0.0244165,0.0538172,0,0,0.0171844,0,0,0.0335745,0.0248526,0.0357918,0.0238346,0.0474401,0.0280358,0.0378971,0.0205625,0.0322908,0.0154319,0.0424585,0.0468387,0.0373608,0.0351466,0.0151267,0.0431045,0.00815604,0.0189409,0.0297506,0,0.0204047,0.0546851,0.0165591,0,0,0.0109484,0,0,0.0343458,0.0589623,0.0575272,0.0268932,0,0.0320809,0.0195788,0.0473163,0.0359421,0.0651218,0.0628864,0.0567981,0.0606596,0.0691543,0.0655618,0.0342467,0.0192169,0.0193247,0.0422336,0.0202918,0,0,0,0,0,0,0,0,0,0,0
45,0.0321446,0.0511153,0,0,0,0,0,0.0446552,0,0.025903,0.055547,0,0,0.0168297,0,0,0.0332746,0.0243235,0.037906,0.0259381,0.0495394,0.0282196,0.0373894,0.020769,0,0.0148631,0.0407854,0.0451375,0.0358171,0.033836,0.0151945,0.0436108,0.00815662,0.0186612,0.0302497,0,0.0203092,0.0549033,0.016281,0,0,0.0109473,0,0,0.0341099,0.0591915,0.0577063,0.0276308,0,0.0319223,0.0189678,0.046472,0.0357926,0.0643439,0.0623202,0.0568998,0.0612146,0.0694708,0.0650261,0.0346885,0.0188503,0.0188841,0.0426334,0.0196508,0,0,0,0,0,0,0,0,0,0,0
46,0.0320596,0.0509097,0,0,0,0,0,0.0405869,0,0.0239797,0.0549745,0,0,0.0173064,0,0,0.0328793,0.0250649,0.0374643,0.023299,0.0465797,0.0274469,0.0366962,0.0203411,0.0317511,0.0151382,0.043185,0.0472097,0.0383071,0.0362289,0.0154578,0.0435482,0.00819169,0.0185893,0.0279772,0,0.0224512,0.0543588,0.017365,0,0,0.0101693,0,0,0.0346055,0.0581566,0.0574617,0.0287258,0,0.0332627,0.0198922,0.0457817,0.0376325,0.0645384,0.062764,0.0574584,0.0632688,0.071673,0.0568389,0.0340025,0.0194071,0.0194681,0.0423673,0.0196267,0,0,0,0,0,0,0,0,0,0,0
47,0.0321421,0.0508876,0,0,0,0,0,0.0408976,0,0.0240875,0.0553795,0,0,0.0171663,0,0,0.0326598,0.025107,0.0374286,0.0234112,0.0464803,0.0273128,0.0362715,0.020088,0.0323501,0.0147541,0.0432584,0.0471871,0.0383335,0.0362587,0.0153015,0.0438351,0.00814908,0.0183119,0.0280764,0,0.0222617,0.0543809,0.0174058,0,0,0.0102346,0,0,0.0345643,0.0578435,0.0576077,0.0291038,0,0.0335627,0.0199574,0.0447733,0.037532,0.0638462,0.0623078,0.0578754,0.0636327,0.0717866,0.0566183,0.0339225,0.0193373,0.0195601,0.0424916,0.0193568,0,0,0,0,0,0,0,0,0,0,0
48,0.0323877,0.0510799,0,0,0,0,0,0.0453167,0,0.0265857,0.0567728,0,0,0.0162436,0,0,0.0328754,0.0243538,0.0382694,0.0262727,0.0493675,0.0277881,0.0359847,0.0202156,0,0.014498,0.0408944,0.0449334,0.0356733,0.0338217,0.0152035,0.0443701,0.00802494,0.0180461,0.0305729,0,0.0197404,0.0553658,0.0164307,0,0,0.011082,0,0,0.0339641,0.0583167,0.0581641,0.02855,0,0.0326552,0.0190027,0.0437582,0.0353333,0.0623918,0.0615644,0.0580695,0.062875,0.0698336,0.0641649,0.03454,0.0188105,0.0190094,0.042999,0.0188064,0,0,0,0,0,0,0,0,0,0,0
49,0.0323718,0.051096,0,0,0,0,0,0.0457932,0,0.0266261,0.0571507,0,0,0.0160522,0,0,0.0327306,0.0241874,0.0382353,0.0264826,0.0493348,0.0277689,0.0355868,0.0203222,0,0.0153022,0.0408001,0.045017,0.0355356,0.0337559,0.0150928,0.0446243,0.0079605,0.0178361,0.0308157,0,0.0193191,0.0554529,0.0164622,0,0,0.0110721,0,0,0.0339522,0.0579347,0.0579646,0.0289449,0,0.0329387,0.0191388,0.0431759,0.0353463,0.06193,0.0619656,0.0584587,0.0635723,0.0701512,0.0635425,0.0346184,0.0187735,0.0189897,0.0430659,0.0185267,0,0,0,0,0,0,0,0,0,0,0
50,0.0321983,0.0509135,0,0,0,0,0,0.0415073,0,0.0245809,0.0563865,0,0,0.0164635,0,0,0.0322315,0.0244032,0.0373714,0.023846,0.0462799,0.0270593,0.0349427,0.0198831,0.0328695,0.0164422,0.0430033,0.0471317,0.0380841,0.0362397,0.0148168,0.0446416,0.00809287,0.0177352,0.0290039,0,0.0205425,0.0549939,0.0175769,0,0,0.0102685,0,0,0.0345112,0.0568898,0.0567335,0.0304936,0,0.0344272,0.0202099,0.0428853,0.0378736,0.062408,0.0634048,0.0591659,0.0654657,0.0723727,0.0554701,0.0340514,0.0193053,0.0195366,0.0427344,0.01841,0,0,0,0,0,0,0,0,0,0,0
51,0.0322428,0.0509294,0,0,0,0,0,0.0415462,0,0.0248706,0.0565182,0,0,0.0161989,0,0,0.0319584,0.0243302,0.0377014,0.0239528,0.0461116,0.026934,0.034483,0.0199663,0.0322466,0.0165733,0.0429564,0.0468239,0.038125,0.036359,0.0147832,0.0449416,0.00802306,0.0173628,0.0290595,0,0.0196561,0.0553516,0.0177277,0,0,0.0101885,0,0,0.0345447,0.057022,0.0562899,0.0310525,0,0.0346288,0.0201673,0.042339,0.0381921,0.0620433,0.0638646,0.0599431,0.0659859,0.0726095,0.0544426,0.0341951,0.0192102,0.0195231,0.0428106,0.0180418,0,0,0,0,0,0,0,0,0,0,0
52,0.0323152,0.05106,0,0,0,0,0,0.0454705,0,0.0263608,0.0568717,0,0,0.0154591,0,0,0.0322178,0.0247764,0.037362,0.024943,0.046985,0.0269211,0.0342123,0.0207745,0.0324549,0.0157122,0.0423329,0.0460232,0.037204,0.035229,0.0145408,0.0453079,0.00783934,0.0170698,0.030386,0,0.017246,0.0558019,0.0171871,0,0,0.0107266,0,0,0.0341145,0.0575261,0.056986,0.0304179,0,0.0339456,0.0197932,0.0414058,0.0360547,0.0606821,0.0635907,0.0607658,0.0656053,0.0712812,0.059495,0.0345073,0.0190257,0.0194277,0.0429913,0.0178222,0,0,0,0,0,0,0,0,0,0,0
53,0.0326559,0.0511048,0,0,0,0,0,0.0467302,0,0.0277679,0.0586885,0,0,0.0148078,0,0,0.0320544,0.0235633,0.0383938,0.0268763,0.049128,0.0269311,0.0336526,0.0206948,0,0.0158628,0.0405342,0.0442322,0.0356642,0.0339058,0.0151533,0.0458821,0.00791069,0.0168812,0.0299347,0,0.0165069,0.0565992,0.0170504,0,0,0.0108465,0,0,0.0338992,0.0571274,0.0564533,0.0308808,0,0.0336065,0.0192407,0.0411891,0.0364466,0.0605849,0.0644179,0.0617631,0.0659649,0.0713536,0.0555792,0.0349921,0.0186332,0.0188636,0.04334,0.0171389,0,0,0,0,0,0,0,0,0,0,0
54,0.0325109,0.0510751,0,0,0,0,0,0.046185,0,0.0267114,0.0577775,0,0,0.0148004,0,0,0.0319825,0.0245428,0.0367075,0.0251865,0.0470811,0.0264726,0.0332369,0.0211231,0.0332132,0.015858,0.0420219,0.0459536,0.0370029,0.0350856,0.0142562,0.0459406,0.00786832,0.0167799,0.0300173,0,0.015671,0.0563518,0.0173598,0,0,0.0107781,0,0,0.0340454,0.0565093,0.0558617,0.0314014,0,0.0342777,0.0197617,0.0403154,0.0367513,0.0596728,0.0650751,0.0626682,0.0665213,0.0713974,0.0519793,0.0345918,0.018977,0.0192745,0.0432134,0.0171866,0,0,0,0,0,0,0,0,0,0,0
55,0.0325649,0.051132,0,0,0,0,0,0.0467905,0,0.0268875,0.0581392,0,0,0.0146273,0,0,0.0318094,0.0249994,0.0366943,0.0251909,0.0470523,0.0261637,0.0326657,0.0210133,0.0326934,0.0162018,0.0417638,0.0459535,0.0366959,0.0347817,0.0144771,0.0462337,0.00782431,0.0164986,0.0302304,0,0.0148024,0.0567695,0.0174647,0,0,0.0108423,0,0,0.0340372,0.0558469,0.0551929,0.0318913,0,0.0345245,0.0198726,0.0398286,0.0374301,0.0592832,0.0659119,0.0637105,0.0670549,0.071414,0.0467551,0.034561,0.0188675,0.0192963,0.0433969,0.0168398,0,0,0,0,0,0,0,0,0,0,0
56,0.0326317,0.0511493,0,0,0,0,0,0.0477465,0,0.0271111,0.0583688,0,0,0.0144809,0,0,0.0316887,0.0254386,0.0371228,0.0251969,0.0471039,0.0259841,0.0322268,0.0207956,0.032959,0.0164734,0.041831,0.0460572,0.0365905,0.0345624,0.014918,0.0464591,0.00783655,0.0162599,0.0315974,0,0.0139768,0.0571747,0.017523,0,0,0.0109867,0,0,0.0340342,0.0554177,0.05448,0.0323797,0,0.0346963,0.0198757,0.0391912,0.0380947,0.0587899,0.066606,0.0646782,0.0674645,0.0713104,0.0408636,0.0345939,0.0187797,0.0192658,0.0435589,0.0165666,0,0,0,0,0,0,0,0,0,0,0
57,0.0327178,0.0511493,0,0,0,0,0,0.0484607,0,0.0274655,0.0585453,0,0,0.0142938,0,0,0.0315797,0.0259287,0.0370634,0.0251276,0.0470437,0.0257409,0.031841,0.0207515,0.0328208,0.0171084,0.0420406,0.0460994,0.0366125,0.0348764,0.0151128,0.0466217,0.00789501,0.0160128,0.0341944,0,0.0130705,0.0578475,0.0175557,0,0,0.0110926,0,0,0.0340346,0.0548414,0.0539828,0.0327525,0,0.0347845,0.0198098,0.0386684,0.0388779,0.0584331,0.0674237,0.065649,0.0677957,0.071132,0.0340435,0.0346994,0.0186841,0.0192445,0.0437255,0.0163443,0,0,0,0,0,0,0,0,0,0,0
58,0.0327782,0.0511725,0,0,0,0,0,0.0488904,0,0.0275406,0.0584082,0,0,0.0141593,0,0,0.0315047,0.0265107,0.0365156,0.0249922,0.0468223,0.0256215,0.0316201,0.0208091,0.0327362,0.0179776,0.0421632,0.0460799,0.0367205,0.035288,0.0149626,0.0467489,0.00788769,0.0159037,0.0377738,0,0.0124048,0.0588001,0.0175407,0,0,0.0111406,0,0,0.033988,0.0542592,0.0532083,0.0331157,0,0.0347512,0.0197256,0.0384133,0.0393414,0.0581915,0.0679303,0.0663835,0.0678608,0.0706465,0.027223,0.0348754,0.0185174,0.0191487,0.0438805,0.0161813,0,0,0,0,0,0,0,0,0,0,0
59,0.0328256,0.051194,0,0,0,0,0,0.0497756,0,0.0277108,0.0583081,0,0,0.0140623,0,0,0.0314742,0.0271555,0.0362122,0.0248905,0.0465177,0.0254633,0.0314242,0.0212415,0.0323581,0.0186723,0.0422679,0.0461423,0.0367741,0.0354968,0.0153143,0.046875,0.00787386,0.0158476,0.0421124,0,0.0120215,0.0597912,0.0175398,0,0,0.0111186,0,0,0.0339333,0.0537174,0.052069,0.0334846,0,0.0346853,0.0197194,0.0383272,0.0395338,0.0580671,0.0680731,0.0669289,0.0677317,0.0700072,0.0208814,0.034965,0.0183792,0.0190716,0.0440062,0.0159983,0,0,0,0,0,0,0,0,0,0,0
60,0.0329261,0.0512008,0,0,0,0,0,0.0511577,0,0.0280257,0.0583575,0,0,0.0139706,0,0,0.0315312,0.0278249,0.0358437,0.0249685,0.0463159,0.0252353,0.0312527,0.0219445,0.0318027,0.0191614,0.0423592,0.0461776,0.036611,0.0355156,0.0162458,0.0469166,0.00787785,0.0158776,0.0467174,0,0.0118696,0.0607441,0.017541,0,0,0.0110553,0,0,0.0339228,0.0533994,0.0505896,0.0338742,0,0.0346272,0.0197342,0.0383808,0.0395252,0.0587048,0.0681575,0.0673074,0.0674894,0.0693897,0.016309,0.0349561,0.0183735,0.0190506,0.0441612,0.0158224,0,0,0,0,0,0,0,0,0,0,0
61,0.0331919,0.051264,0,0,0,0,0,0.0520384,0,0.0294212,0.0588895,0,0,0.0138091,0,0,0.0316362,0.0278667,0.0370762,0.0259517,0.0479353,0.0253434,0.0314065,0.021879,0,0.0201536,0.0408267,0.0445419,0.034981,0.0346224,0.0172077,0.0469184,0.00792366,0.0159988,0.0513697,0,0.0118688,0.0630603,0.0173351,0,0,0.0110762,0,0,0.0338106,0.0530018,0.049145,0.0340992,0,0.0340733,0.0193321,0.0389147,0.0394111,0.0602262,0.0680581,0.0673175,0.0670517,0.0687436,0.0145981,0.0352669,0.0181134,0.0187047,0.0444975,0.0155238,0,0,0,0,0,0,0,0,0,0,0
62,0.0329628,0.0512486,0,0,0,0,0,0.052792,0,0.0282266,0.0576556,0,0,0.0138696,0,0,0.0317581,0.0291122,0.035286,0.0247974,0.0457334,0.0251572,0.0313593,0.0229205,0.0313925,0.0207843,0.0425465,0.0465138,0.0363978,0.0358334,0.0169742,0.046661,0.0079011,0.0161419,0.0552783,0,0.0118813,0.0625672,0.017468,0,0,0.0110755,0,0,0.033952,0.0528367,0.0478814,0.0344705,0,0.0345872,0.019965,0.0387307,0.0393671,0.0603667,0.0681675,0.0674862,0.0669527,0.0685276,0.0155177,0.0348568,0.0183746,0.0190934,0.0444509,0.01558,0,0,0,0,0,0,0,0,0,0,0
63,0.0329205,0.0512701,0,0,0,0,0,0.0533608,0,0.0283774,0.0570939,0,0,0.0138886,0,0,0.0317829,0.0298235,0.0354683,0.0245211,0.0451805,0.0251139,0.0314596,0.0234801,0.0311109,0.0217234,0.0425767,0.046708,0.0366551,0.0360246,0.0172522,0.0465066,0.00787433,0.0162244,0.0587073,0,0.0122343,0.0634007,0.01744,0,0,0.0111488,0,0,0.0340014,0.0523887,0.0470939,0.0349338,0,0.0345806,0.0201781,0.0389225,0.0388805,0.0605317,0.0681174,0.0674999,0.0667865,0.0683939,0.0179159,0.0347777,0.0183386,0.0191298,0.0445364,0.0154446,0,0,0,0,0,0,0,0,0,0,0
64,0.0328472,0.0512859,0,0,0,0,0,0.0540876,0,0.0282786,0.0569117,0,0,0.013884,0,0,0.0318445,0.0303912,0.0355031,0.0243557,0.0447209,0.0250949,0.0316169,0.0239288,0.0309298,0.0223176,0.0424373,0.046668,0.0368744,0.0361426,0.0174616,0.0464326,0.00787226,0.0162932,0.0612104,0,0.0126942,0.0641565,0.0173646,0,0,0.0111478,0,0,0.0339874,0.0522384,0.0465105,0.035292,0,0.0345682,0.0204007,0.0389827,0.0382712,0.0607444,0.0680893,0.0675004,0.0667012,0.0683362,0.019959,0.0347334,0.0182383,0.0191697,0.0446053,0.0153273,0,0,0,0,0,0,0,0,0,0,0
65,0.0327159,0.0513081,0,0,0,0,0,0.0543777,0,0.0283091,0.0568322,0,0,0.013861,0,0,0.0319575,0.0308718,0.0352199,0.0242195,0.0442317,0.0250667,0.0318017,0.0242153,0.0308662,0.0226912,0.0421364,0.0464995,0.0370086,0.0362585,0.0173796,0.0464127,0.0079257,0.016313,0.0628061,0,0.0130813,0.0647146,0.017279,0,0,0.0112115,0,0,0.0340326,0.0521535,0.0460116,0.0356318,0,0.0345729,0.0205889,0.0388071,0.0376959,0.0606566,0.0680321,0.0673762,0.0665182,0.068195,0.0215497,0.0347314,0.0182172,0.0191762,0.0446624,0.0152391,0,0,0,0,0,0,0,0,0,0,0
66,0.0325555,0.0513507,0,0,0,0,0,0.053982,0,0.0283904,0.0566869,0,0,0.0137892,0,0,0.0320097,0.0314045,0.0351195,0.0240443,0.0435935,0.0250662,0.0319469,0.0245064,0.0310605,0.0229137,0.0417564,0.0464452,0.0371094,0.0362805,0.0170388,0.0464246,0.00800651,0.0162851,0.0637116,0,0.0133741,0.0650103,0.0171747,0,0,0.0111776,0,0,0.0340658,0.0518545,0.045336,0.0360184,0,0.0346311,0.0206831,0.0383828,0.0372008,0.0601816,0.0678423,0.0671415,0.0662416,0.0678903,0.0226393,0.0348227,0.0181673,0.0191038,0.044711,0.0151526,0,0,0,0,0,0,0,0,0,0,0
67,0.0324039,0.0514112,0,0,0,0,0,0.0537603,0,0.0283437,0.0567117,0,0,0.0137235,0,0,0.0320367,0.0318342,0.0353574,0.0238378,0.0433193,0.0249198,0.0320881,0.0248467,0.0313343,0.0228665,0.0419738,0.0462973,0.0370047,0.0360639,0.0170004,0.0464166,0.00808198,0.0162615,0.0637986,0,0.0133778,0.0652274,0.0170902,0,0,0.0111169,0,0,0.0341202,0.0513281,0.0438705,0.0362786,0,0.0346933,0.0208528,0.0378847,0.0368135,0.0596799,0.0674153,0.0667138,0.0658529,0.0674351,0.0229731,0.0349024,0.0181888,0.0190251,0.0447735,0.0149971,0,0,0,0,0,0,0,0,0,0,0
68,0.0322452,0.0514895,0,0,0,0,0,0.0530764,0,0.028374,0.0568274,0,0,0.0137456,0,0,0.0320914,0.0321409,0.0357117,0.0236727,0.0430939,0.0246153,0.032199,0.0248473,0.0314267,0.0225516,0.0419655,0.0460817,0.036797,0.035707,0.0172783,0.0463713,0.00814373,0.0162536,0.0631998,0,0.0131705,0.0654041,0.0169986,0,0,0.0109487,0,0,0.0341524,0.0510872,0.0421692,0.0363353,0,0.034747,0.0210488,0.0372838,0.03666,0.0591203,0.0668452,0.0661229,0.0653506,0.0669137,0.0226018,0.0349503,0.0181815,0.0190401,0.0448441,0.0148339,0,0,0,0,0,0,0,0,0,0,0
69,0.0320691,0.0515706,0,0,0,0,0,0.0525007,0,0.0281552,0.0570445,0,0,0.0138422,0,0,0.0321459,0.0322809,0.0359802,0.0235791,0.0428635,0.0243262,0.0323465,0.0243874,0.0314526,0.0220014,0.0415285,0.0457746,0.0365473,0.0352187,0.0176165,0.0462936,0.00810034,0.0163268,0.06226,0,0.0127496,0.0654541,0.0168683,0,0,0.0108483,0,0,0.0341854,0.0510452,0.0412428,0.0361129,0,0.0347575,0.0212243,0.0367543,0.0366122,0.0584645,0.0661975,0.065515,0.0648417,0.0664235,0.0219724,0.0349546,0.018151,0.0190954,0.0449264,0.0146778,0,0,0,0,0,0,0,0,0,0,0
70,0.0319237,0.0516464,0,0,0,0,0,0.0522403,0,0.0279607,0.0573212,0,0,0.0140013,0,0,0.0321894,0.0322985,0.0362443,0.0235086,0.0427308,0.0241203,0.0325351,0.0237155,0.0314848,0.0212007,0.0410789,0.0453108,0.0363101,0.0346309,0.0179278,0.0462102,0.00805637,0.0163815,0.0614306,0,0.0118277,0.0652764,0.0167233,0,0,0.0108941,0,0,0.0341875,0.0509623,0.0409662,0.0360915,0,0.0347027,0.0213533,0.0365257,0.03674,0.0579894,0.0656995,0.0649881,0.0646971,0.0662689,0.0211266,0.0349369,0.018101,0.0190679,0.0450279,0.0145776,0,0,0,0,0,0,0,0,0,0,0
71,0.0318302,0.0517246,0,0,0,0,0,0.051798,0,0.0275262,0.0574889,0,0,0.0141098,0,0,0.0322016,0.0322823,0.0367631,0.02346,0.0430675,0.0238833,0.0327349,0.0228248,0.0316164,0.0202165,0.0410358,0.0449108,0.0359418,0.033978,0.0182722,0.04611,0.00803668,0.016383,0.0602729,0,0.0104168,0.0650289,0.0166269,0,0,0.0109993,0,0,0.0342409,0.0505559,0.0406741,0.0361667,0,0.0347098,0.0214818,0.0367522,0.0370207,0.0580583,0.065472,0.0645946,0.0650547,0.0666782,0.0198936,0.0349272,0.0180452,0.0190219,0.0451174,0.0145636,0,0,0,0,0,0,0,0,0,0,0
72,0.0317309,0.0517664,0,0,0,0,0,0.0507208,0,0.0271188,0.057373,0,0,0.0141234,0,0,0.0321901,0.0321626,0.0374242,0.023488,0.0437168,0.0237071,0.032886,0.0221469,0.031849,0.0191053,0.0410609,0.044632,0.0355719,0.0332091,0.0187295,0.0460913,0.00803233,0.016311,0.058596,0,0.00921845,0.0648871,0.0166254,0,0,0.0110425,0,0,0.0342671,0.0499882,0.0405908,0.0362841,0,0.0348649,0.021609,0.037129,0.0372475,0.0583124,0.0654424,0.0645745,0.0654676,0.067175,0.0183484,0.0349753,0.0179511,0.0190212,0.0451669,0.0146795,0,0,0,0,0,0,0,0,0,0,0
73,0.0315384,0.0516817,0,0,0,0,0,0.0490799,0,0.0265198,0.057034,0,0,0.0141081,0,0,0.0321808,0.0319937,0.0379176,0.0235553,0.0441803,0.0237091,0.0329305,0.0214386,0.0321316,0.0179612,0.0409198,0.0442783,0.0350425,0.0323025,0.0192355,0.0460794,0.00804695,0.0162104,0.0566645,0,0.00894462,0.0648125,0.0166768,0,0,0.0111813,0,0,0.0343115,0.0496065,0.0411339,0.0361935,0,0.0350791,0.0216197,0.0371248,0.0370655,0.0581868,0.06557,0.0649138,0.065148,0.0668919,0.0167943,0.0350407,0.0178803,0.0190539,0.0450596,0.0149543,0,0,0,0,0,0,0,0,0,0,0
74,0.0312565,0.0514955,0,0,0,0,0,0.0469252,0,0.0259926,0.0565703,0,0,0.0141671,0,0,0.0322526,0.0315989,0.0385553,0.0235059,0.044535,0.0238965,0.0328648,0.0206387,0.0326041,0.0169226,0.0407277,0.0439135,0.0346705,0.0316338,0.0198529,0.0459979,0.0080217,0.0161755,0.0547155,0,0.00977697,0.0645303,0.0167504,0,0,0.0112673,0,0,0.0343027,0.0496773,0.0422166,0.0357901,0,0.0350437,0.0215645,0.0368176,0.0367271,0.0577398,0.0656105,0.0651794,0.0641522,0.0658538,0.0156212,0.0350633,0.0178392,0.0190843,0.044819,0.0153225,0,0,0,0,0,0,0,0,0,0,0
75,0.031003,0.0513222,0,0,0,0,0,0.0442707,0,0.0256017,0.0559526,0,0,0.0142342,0,0,0.0324052,0.0311418,0.0398303,0.0233435,0.0454189,0.0240708,0.0327666,0.0196769,0.0332121,0.0162499,0.0406293,0.0437763,0.0347058,0.0313753,0.0208986,0.0458224,0.00803988,0.0162468,0.053202,0,0.0111098,0.063874,0.0168483,0,0,0.0112653,0,0,0.0343151,0.0499424,0.04341,0.0352749,0,0.0345704,0.0215438,0.0365676,0.0365695,0.0573472,0.0653754,0.0650185,0.0631338,0.0647575,0.014868,0.0349755,0.0178431,0.0192108,0.0446665,0.0156419,0,0,0,0,0,0,0,0,0,0,0
76,0.030911,0.0512482,0,0,0,0,0,0.0415193,0,0.0250899,0.0552253,0,0,0.0143097,0,0,0.0325412,0.0307218,0.0414504,0.0232114,0.0469651,0.0240305,0.0327579,0.0186752,0.0336364,0.0158579,0.0406203,0.04392,0.0348599,0.031113,0.0226564,0.0456094,0.00801448,0.0164623,0.052326,0,0.0121274,0.0630997,0.0169345,0,0,0.0112315,0,0,0.0343175,0.050189,0.0443286,0.0348196,0,0.0338367,0.021599,0.0363967,0.0363281,0.0571861,0.0648143,0.0644251,0.062433,0.0640227,0.0146942,0.0348171,0.0179526,0.0193591,0.0446403,0.0158306,0,0,0,0,0,0,0,0,0,0,0
77,0.0309627,0.0512485,0,0,0,0,0,0.0385595,0,0.0248016,0.054455,0,0,0.0143895,0,0,0.0325935,0.0304771,0.042883,0.0231803,0.0482127,0.0239042,0.0328267,0.0177735,0.0341575,0.0156682,0.0407255,0.0442832,0.0349007,0.0305829,0.0248262,0.0453594,0.00802166,0.0167089,0.0524261,0,0.0126709,0.0622296,0.0169972,0,0,0.0112492,0,0,0.0342957,0.0503595,0.0451284,0.0344476,0,0.0331818,0.0217934,0.0361957,0.0358453,0.0572298,0.0640249,0.0635068,0.062056,0.063664,0.0149625,0.0345835,0.0180956,0.0195297,0.0446379,0.0159391,0,0,0,0,0,0,0,0,0,0,0
