Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75
37,0.0321872,0.0492058,0,0,0,0,0,0,0.0400728,0,0.0242766,0.0502799,0,0,0.0168202,0,0,0.0355716,0.0236543,0.0310617,0.0221778,0.0441997,0.0270358,0.0374932,0.0228287,0.0297023,0.0298664,0.0149156,0.0472187,0.050399,0.0408136,0.037839,0.0156624,0.042161,0.00848469,0.0224763,0.026624,0,0.0215907,0.0583825,0.0149552,0,0,0.0120594,0,0,0.034208,0.057357,0.0530624,0.0331584,0.0429178,0.0308062,0.0196891,0.0516263,0.0307655,0.0678385,0.0582838,0.0542829,0.0582331,0.0642487,0.0534351,0.0334249,0.0196116,0.0207412,0.0410818,0.0181934,0,0,0,0,0,0,0,0,0,0
38,0.032319,0.0492277,0,0,0,0,0,0,0.0411024,0,0.0252738,0.0515478,0,0,0.0165843,0,0,0.0353607,0.0222312,0.0319081,0.0239838,0.0457202,0.0272626,0.0375375,0.0223657,0.0309059,0,0.015399,0.0458172,0.0490297,0.0395357,0.0367697,0.0153072,0.0423955,0.00844051,0.0222868,0.0265775,0,0.0217915,0.058176,0.0146518,0,0,0.0119321,0,0,0.0339635,0.0575951,0.0536852,0.0330981,0.0430096,0.0306064,0.0189307,0.0513735,0.0306873,0.0671452,0.0583446,0.0540037,0.0580457,0.0641946,0.0535718,0.0339499,0.0192279,0.0202397,0.0413708,0.0177649,0,0,0,0,0,0,0,0,0,0
39,0.0322699,0.0489667,0,0,0,0,0,0,0.0410124,0,0.0245754,0.0509892,0,0,0.0166332,0,0,0.0355119,0.0232155,0.0309906,0.0222009,0.0441695,0.0268218,0.0375122,0.022726,0.029785,0.0298391,0.0164297,0.0471406,0.0507752,0.0408241,0.0378843,0.0153054,0.042225,0.00844278,0.0224176,0.0267409,0,0.0218766,0.0577463,0.0149595,0,0,0.0118026,0,0,0.0340763,0.0576921,0.0546174,0.0328529,0.042811,0.03125,0.0194839,0.0505276,0.0299332,0.0662977,0.058569,0.0539,0.058157,0.0644468,0.0541899,0.0335084,0.0195499,0.0207548,0.0409776,0.0179505,0,0,0,0,0,0,0,0,0,0
40,0.0323438,0.0488434,0,0,0,0,0,0,0.0411698,0,0.0246057,0.0513303,0,0,0.0165561,0,0,0.0354943,0.0232998,0.0310565,0.0219727,0.0439608,0.0266641,0.0375052,0.0227244,0.0296759,0.0309342,0.0166287,0.047324,0.0511033,0.0409823,0.0380368,0.0150155,0.0423003,0.00840845,0.0223685,0.0268645,0,0.0218742,0.0573428,0.0150116,0,0,0.0117906,0,0,0.0340796,0.057889,0.0552814,0.0325985,0.0427167,0.0315235,0.0194449,0.0497881,0.0295367,0.0658354,0.0584639,0.053806,0.0583531,0.0647544,0.0546571,0.0334836,0.0195809,0.0207554,0.0408285,0.0178992,0,0,0,0,0,0,0,0,0,0
41,0.0325618,0.0488574,0,0,0,0,0,0,0.0418684,0,0.0254717,0.0527531,0,0,0.016256,0,0,0.0352782,0.022282,0.0323266,0.0237031,0.0456164,0.0268413,0.0374837,0.021792,0.030752,0,0.0161934,0.0459566,0.0496328,0.0397086,0.0369442,0.0147068,0.042657,0.00838347,0.0220828,0.0270971,0,0.0217972,0.0571315,0.0147684,0,0,0.0117984,0,0,0.0338401,0.0580881,0.0558191,0.0326308,0.0430476,0.0314165,0.0186588,0.0490529,0.0296313,0.0653969,0.0584681,0.0539077,0.0586318,0.0654197,0.0545823,0.034034,0.0191734,0.0202255,0.0410144,0.0175176,0,0,0,0,0,0,0,0,0,0
42,0.0325941,0.0486167,0,0,0,0,0,0,0.0415724,0,0.0246481,0.0524222,0,0,0.0161345,0,0,0.0352502,0.0235424,0.0316021,0.0218534,0.044189,0.0263688,0.037232,0.0218039,0.029096,0.031184,0.0166222,0.0474711,0.051184,0.0411334,0.038153,0.0145347,0.0426848,0.0084102,0.0220678,0.0274654,0,0.02141,0.0565792,0.0151523,0,0,0.0116487,0,0,0.033955,0.0576043,0.0562122,0.0324071,0.0446258,0.0321533,0.0191951,0.0472944,0.0296907,0.064248,0.0590988,0.0546186,0.0594112,0.0667328,0.0541085,0.0336398,0.0195713,0.020667,0.0405462,0.017679,0,0,0,0,0,0,0,0,0,0
43,0.0327006,0.0485067,0,0,0,0,0,0,0.0416362,0,0.0249394,0.0535491,0,0,0.0158837,0,0,0.0350194,0.023245,0.0319305,0.0220356,0.0446274,0.0261054,0.0368802,0.0212702,0.028924,0.0298492,0.0161452,0.0473956,0.0509323,0.0410904,0.0380504,0.0144443,0.043028,0.00833004,0.021805,0.0294689,0,0.0250311,0.0557787,0.0153032,0,0,0.0117326,0,0,0.033863,0.0560244,0.0632626,0.0323944,0,0.0325688,0.0192224,0.0468787,0.0347099,0.0653411,0.0570102,0.0513857,0.0571488,0.065116,0.0511669,0.0337076,0.0195681,0.0205918,0.040421,0.0174543,0,0,0,0,0,0,0,0,0,0
44,0.0328859,0.0483646,0,0,0,0,0,0,0.0419797,0,0.0252903,0.0540036,0,0,0.0156596,0,0,0.0348655,0.0232903,0.0327439,0.0219899,0.0448654,0.0258495,0.0366638,0.0211963,0.0287658,0.0295383,0.0156701,0.0475141,0.050698,0.0412311,0.0381344,0.0145048,0.0432373,0.00830199,0.0216208,0.0299901,0,0.0249939,0.0554918,0.0154346,0,0,0.0117873,0,0,0.0337413,0.0561862,0.0636812,0.032356,0,0.0327601,0.0190895,0.0460228,0.0344891,0.0644157,0.0569424,0.0517746,0.0576919,0.0654754,0.0513011,0.0337935,0.0194859,0.0205157,0.0403644,0.0172802,0,0,0,0,0,0,0,0,0,0
45,0.0331427,0.0482181,0,0,0,0,0,0,0.0424578,0,0.0254236,0.0544442,0,0,0.0154687,0,0,0.03466,0.0230722,0.0330544,0.0219617,0.0450659,0.0255648,0.0364215,0.0211321,0.0285263,0.0304055,0.015506,0.0475677,0.0505342,0.0413173,0.0383271,0.0142974,0.0434454,0.00832843,0.0214121,0.0303891,0,0.0248717,0.0552024,0.015546,0,0,0.0118438,0,0,0.0336606,0.056287,0.0640691,0.0323471,0,0.0329132,0.0189119,0.045213,0.0343652,0.0636377,0.0570051,0.05215,0.0581568,0.0658454,0.0512414,0.0338784,0.0194001,0.0204284,0.0403511,0.01712,0,0,0,0,0,0,0,0,0,0
46,0.0333866,0.0480906,0,0,0,0,0,0,0.0427656,0,0.0254604,0.0548782,0,0,0.0152838,0,0,0.0344453,0.0226201,0.0330492,0.0219498,0.0451998,0.0252728,0.0361046,0.0209786,0.0284901,0.0306987,0.0156368,0.0476542,0.0504884,0.0413558,0.038497,0.0138091,0.0437246,0.00837433,0.0211756,0.0306412,0,0.024553,0.0549902,0.0156328,0,0,0.0118886,0,0,0.0335278,0.056129,0.0640456,0.0325762,0,0.0330626,0.0186824,0.0444238,0.0347008,0.0628114,0.0572548,0.0527136,0.0587487,0.0659649,0.0508315,0.034031,0.0193196,0.0202689,0.0403646,0.0169197,0,0,0,0,0,0,0,0,0,0
47,0.0337341,0.0480853,0,0,0,0,0,0,0.0435338,0,0.0265045,0.056366,0,0,0.0149005,0,0,0.0342164,0.0208899,0.0340693,0.0236648,0.0469278,0.0252505,0.0357704,0.0200969,0.0294988,0,0.0153682,0.0462567,0.0488771,0.0400022,0.0373636,0.0133242,0.0442793,0.00833302,0.0207256,0.0308111,0,0.0241317,0.0551142,0.01548,0,0,0.0119657,0,0,0.0332172,0.0558148,0.063796,0.0331355,0,0.0328712,0.017865,0.0439436,0.0355191,0.0619918,0.0577033,0.0533817,0.0593558,0.0659106,0.0496559,0.0347104,0.0188786,0.0195771,0.0406928,0.0164134,0,0,0,0,0,0,0,0,0,0
48,0.0338993,0.0480187,0,0,0,0,0,0,0.0443267,0,0.0266456,0.0568802,0,0,0.0146855,0,0,0.0340577,0.0203404,0.0337699,0.0237232,0.046885,0.0250181,0.0354898,0.0197871,0.0290396,0,0.0154324,0.0463525,0.0488237,0.040006,0.0373538,0.0130323,0.0445508,0.00830632,0.0204647,0.031254,0,0.0237454,0.0550125,0.0155678,0,0,0.0119585,0,0,0.0331434,0.0551163,0.0635761,0.0331236,0,0.0329548,0.0176868,0.0432645,0.0355722,0.0614018,0.058089,0.0540932,0.0598096,0.065756,0.0485353,0.0349262,0.0187734,0.0194679,0.0407334,0.0162426,0,0,0,0,0,0,0,0,0,0
49,0.0338797,0.0478918,0,0,0,0,0,0,0.0443986,0,0.0260494,0.0563037,0,0,0.01471,0,0,0.034005,0.0211404,0.0323898,0.0221271,0.0452062,0.0245424,0.0352377,0.0202763,0.0275634,0.0307277,0.0156469,0.047806,0.0503604,0.0413847,0.0385117,0.0125882,0.0445182,0.00826834,0.0204294,0.0317881,0,0.0231481,0.0547897,0.01587,0,0,0.0118651,0,0,0.0332233,0.0540576,0.0635822,0.0324796,0,0.0334037,0.0181251,0.0423901,0.0356131,0.0609022,0.0584173,0.0547667,0.0603893,0.0659733,0.0475849,0.0346392,0.019082,0.019868,0.0405002,0.0162831,0,0,0,0,0,0,0,0,0,0
50,0.0339231,0.0478593,0,0,0,0,0,0,0.0446976,0,0.0262475,0.0565891,0,0,0.0145706,0,0,0.0339047,0.0211223,0.0321765,0.0220707,0.0450117,0.0243183,0.0349375,0.020252,0.0276053,0.0303767,0.0154761,0.0476558,0.0503435,0.0413536,0.0385241,0.0120981,0.0447079,0.0082465,0.0202072,0.0322439,0,0.022133,0.0548727,0.015928,0,0,0.0119106,0,0,0.0331481,0.0535675,0.0637829,0.0323955,0,0.0335389,0.0180689,0.0418561,0.0362422,0.0607922,0.0588664,0.0555289,0.0609585,0.0662703,0.0456372,0.0347751,0.0189804,0.0197776,0.0405252,0.0160633,0,0,0,0,0,0,0,0,0,0
51,0.0339357,0.0478426,0,0,0,0,0,0,0.0449673,0,0.0262869,0.0567953,0,0,0.0144416,0,0,0.0337802,0.0212692,0.0326199,0.0220422,0.0448546,0.02417,0.0346226,0.0202802,0.0276725,0.0301431,0.0155094,0.0475931,0.0502241,0.0413294,0.038458,0.0118058,0.0449297,0.0082119,0.020005,0.0328741,0,0.0216552,0.0550213,0.016009,0,0,0.0120423,0,0,0.033149,0.0543872,0.0641676,0.0327285,0,0.0336138,0.0180395,0.0411786,0.0372062,0.0605839,0.05946,0.056483,0.0617146,0.0663627,0.0427086,0.0348611,0.0189399,0.0196938,0.0405422,0.0158309,0,0,0,0,0,0,0,0,0,0
52,0.0340089,0.0478343,0,0,0,0,0,0,0.0454763,0,0.0262707,0.0570404,0,0,0.0143707,0,0,0.0336495,0.0214671,0.0332265,0.0220307,0.0448603,0.0240982,0.0343532,0.0203085,0.0273127,0.0300573,0.0161375,0.0475094,0.0501379,0.0413252,0.0383739,0.0119519,0.0451257,0.00817467,0.0198295,0.0338926,0,0.0211875,0.0551544,0.0160848,0,0,0.0120884,0,0,0.0331497,0.0544766,0.0638534,0.0328154,0,0.0336931,0.0180259,0.0405923,0.0379973,0.0603193,0.0600418,0.0573173,0.0621736,0.0662214,0.0391266,0.0348941,0.0188919,0.0196301,0.0406084,0.0155967,0,0,0,0,0,0,0,0,0,0
53,0.0340836,0.0478013,0,0,0,0,0,0,0.0461093,0,0.0264704,0.0572685,0,0,0.0142981,0,0,0.0336161,0.021704,0.0333136,0.0219741,0.044797,0.0239973,0.0341068,0.0202902,0.0268839,0.0301272,0.0165573,0.0473172,0.0499843,0.0411776,0.0382577,0.0121188,0.045279,0.00814923,0.0196474,0.0354329,0,0.0206072,0.0553143,0.016152,0,0,0.0121429,0,0,0.0331356,0.0540761,0.0631933,0.0327445,0,0.0338122,0.0180424,0.0400639,0.0386978,0.0600745,0.060532,0.0581602,0.0624852,0.0659169,0.0349404,0.03491,0.0189082,0.0196173,0.0406723,0.0153783,0,0,0,0,0,0,0,0,0,0
54,0.0341341,0.0477777,0,0,0,0,0,0,0.0461934,0,0.0266036,0.0573734,0,0,0.01429,0,0,0.0336067,0.0220712,0.0334095,0.0218039,0.0447627,0.023865,0.0338742,0.0203039,0.0269355,0.0302185,0.0168449,0.0470894,0.0497903,0.0409599,0.038168,0.0121061,0.0453707,0.00809221,0.0195021,0.0374938,0,0.0199625,0.05552,0.0162507,0,0,0.0121054,0,0,0.033126,0.0536049,0.0626683,0.0327237,0,0.0339247,0.0181226,0.0395087,0.0394756,0.0598115,0.0609942,0.0590997,0.0627148,0.0658621,0.0304319,0.034886,0.0188971,0.0196776,0.0407493,0.0151307,0,0,0,0,0,0,0,0,0,0
55,0.0341639,0.047751,0,0,0,0,0,0,0.0463434,0,0.0268565,0.0574209,0,0,0.0143016,0,0,0.0335798,0.0225334,0.0336793,0.021539,0.0447332,0.0236942,0.0336497,0.020346,0.0269735,0.0302481,0.0170901,0.0469401,0.049717,0.0408466,0.038124,0.0120452,0.0454339,0.00803354,0.0193485,0.040321,0,0.0194502,0.055858,0.0163488,0,0,0.0121755,0,0,0.0331361,0.053172,0.0621843,0.0330214,0,0.0339772,0.0182,0.0388996,0.0401562,0.05945,0.06149,0.0601012,0.0630673,0.065927,0.0258454,0.0348519,0.0188158,0.0197215,0.0407994,0.0149161,0,0,0,0,0,0,0,0,0,0
56,0.0341972,0.0477361,0,0,0,0,0,0,0.0470374,0,0.0269736,0.0574355,0,0,0.0142662,0,0,0.0335056,0.023016,0.0339459,0.0212909,0.044726,0.0235048,0.0334161,0.020409,0.0268333,0.0302566,0.0174363,0.046937,0.0496208,0.0407837,0.0380675,0.0121241,0.0454327,0.00798068,0.0191974,0.044171,0,0.0189026,0.0562914,0.0164248,0,0,0.0123997,0,0,0.0331819,0.0527632,0.0617353,0.0336605,0,0.0339609,0.0182337,0.0382367,0.0407165,0.0590436,0.061944,0.0610663,0.0634687,0.0659717,0.0215236,0.0348519,0.0187092,0.0196306,0.0408709,0.0147481,0,0,0,0,0,0,0,0,0,0
57,0.034266,0.0477348,0,0,0,0,0,0,0.0480542,0,0.0272574,0.0573292,0,0,0.014219,0,0,0.0333975,0.0236027,0.0337776,0.0210175,0.0447393,0.0232586,0.033183,0.0205267,0.0266347,0.0302688,0.01781,0.0468954,0.0495505,0.0407383,0.0379409,0.012382,0.0454647,0.00795108,0.0190669,0.0490273,0,0.0182953,0.0569671,0.0165052,0,0,0.0124749,0,0,0.0332442,0.0523503,0.0611911,0.0339131,0,0.0339607,0.0182562,0.0375739,0.0411062,0.0586375,0.0622437,0.0618826,0.0638356,0.0659364,0.0182318,0.0348578,0.0186304,0.0195908,0.0409692,0.0145802,0,0,0,0,0,0,0,0,0,0
58,0.0343544,0.0477524,0,0,0,0,0,0,0.0492727,0,0.0274191,0.0571113,0,0,0.0141498,0,0,0.0333251,0.0243125,0.0336383,0.020712,0.044752,0.0229373,0.0329936,0.0206549,0.0264623,0.0301858,0.0182105,0.0468464,0.0495604,0.0407236,0.0377298,0.0126512,0.045529,0.00786458,0.0189405,0.0546348,0,0.0178934,0.0578975,0.0165635,0,0,0.0123449,0,0,0.0331882,0.0519917,0.0604421,0.0340643,0,0.0339118,0.0182842,0.0369266,0.0413125,0.0582906,0.0624657,0.0626287,0.0640981,0.065719,0.0171796,0.0348469,0.0186035,0.0195272,0.041056,0.0144083,0,0,0,0,0,0,0,0,0,0
59,0.034428,0.0477633,0,0,0,0,0,0,0.0508147,0,0.0274302,0.0567865,0,0,0.0141035,0,0,0.0332107,0.0251914,0.0335563,0.0203646,0.0447678,0.0225759,0.0328358,0.0207669,0.0262229,0.0300958,0.0186597,0.046947,0.0495032,0.0407105,0.037619,0.0128824,0.0456128,0.00783235,0.0188299,0.0604392,0,0.0178227,0.0589798,0.0165935,0,0,0.0121913,0,0,0.0331411,0.0517151,0.0595084,0.0343676,0,0.0338569,0.0183004,0.0364204,0.0411942,0.0584224,0.0627114,0.0633021,0.0643419,0.0656205,0.0190621,0.0348608,0.0185687,0.019467,0.0411423,0.0142396,0,0,0,0,0,0,0,0,0,0
60,0.03448,0.0477538,0,0,0,0,0,0,0.052403,0,0.0274325,0.0564748,0,0,0.0140731,0,0,0.0332054,0.0262758,0.0335991,0.0199873,0.0446464,0.0220912,0.0328653,0.021083,0.0257939,0.0300014,0.0194741,0.0470413,0.0495566,0.0404701,0.0378596,0.0136507,0.0455747,0.00787254,0.0189052,0.0605032,0,0.0151275,0.0599312,0.0165532,0,0,0.0120652,0,0,0.0331408,0.0518219,0.0538426,0.0348657,0.0306602,0.0335097,0.0182779,0.0364314,0.0360886,0.0592027,0.0648376,0.0654191,0.0665871,0.0675017,0.0178114,0.034866,0.0185267,0.0194269,0.0411772,0.0141776,0,0,0,0,0,0,0,0,0,0
61,0.0346208,0.0477776,0,0,0,0,0,0,0.0531103,0,0.027767,0.0556522,0,0,0.0139346,0,0,0.0332151,0.0275322,0.0336471,0.0197096,0.0444011,0.0219347,0.032704,0.0218451,0.0253898,0.0298095,0.0201252,0.0472295,0.0497675,0.0403544,0.0381374,0.014385,0.045732,0.00784595,0.0187664,0.0702287,0,0.0180343,0.0615709,0.0165767,0,0,0.0120323,0,0,0.0330846,0.0509049,0.0555232,0.0363971,0,0.0335403,0.0180755,0.0365755,0.0390584,0.060759,0.063216,0.0642811,0.065058,0.0656939,0.0273728,0.0351027,0.0183227,0.0192158,0.0413777,0.0140335,0,0,0,0,0,0,0,0,0,0
62,0.0347671,0.0477992,0,0,0,0,0,0,0.0548226,0,0.0279665,0.0550608,0,0,0.0137746,0,0,0.0333154,0.029001,0.0334364,0.0194142,0.0440185,0.0215378,0.0326029,0.0224869,0.0252931,0.029489,0.0210453,0.0470576,0.049972,0.0403208,0.0382089,0.015628,0.0458255,0.00783443,0.0188407,0.0744414,0,0.0183577,0.0630965,0.0166105,0,0,0.0121237,0,0,0.0329006,0.0502507,0.0529395,0.0375644,0,0.033525,0.0179173,0.0371598,0.0377411,0.0618963,0.0634807,0.0645397,0.0653248,0.0658313,0.0310137,0.0352028,0.0182174,0.0190545,0.0415517,0.0139245,0,0,0,0,0,0,0,0,0,0
63,0.03489,0.0478328,0,0,0,0,0,0,0.0563377,0,0.0281819,0.0542129,0,0,0.0136216,0,0,0.0333239,0.0304144,0.0332466,0.0191245,0.0436583,0.0214018,0.0325783,0.0231656,0.0251534,0.0292227,0.021843,0.0463453,0.0501644,0.0405739,0.0382509,0.0165396,0.0459082,0.00781941,0.0188687,0.0779727,0,0.018953,0.0647847,0.0166342,0,0,0.0121949,0,0,0.0328861,0.0496244,0.0504263,0.038775,0,0.0336472,0.0176781,0.0379365,0.0360391,0.0629697,0.0639191,0.0648307,0.0655307,0.066,0.0344469,0.0354173,0.0181306,0.0188275,0.0417279,0.0138836,0,0,0,0,0,0,0,0,0,0
64,0.0345009,0.0481374,0,0,0,0,0,0,0.0509693,0,0.025421,0.0540637,0,0,0.0135083,0,0,0.0341305,0.0328188,0.0337083,0.0203081,0.0420815,0.0201941,0.0329726,0.0251113,0.0229496,0.0280718,0.023999,0.0476882,0.0517357,0.0427759,0.0405226,0.0102437,0.0454675,0.00755604,0.0193187,0.0665428,0,0.0159601,0.0664258,0.016278,0,0,0.0120649,0,0,0.0333902,0.0486406,0.0511685,0.0401551,0,0.0328855,0.0176794,0.0408744,0.0304013,0.0646716,0.0656867,0.0667757,0.067944,0.0675856,0.0172515,0.0351532,0.018032,0.0185685,0.0420407,0.0134321,0,0,0,0,0,0,0,0,0,0
65,0.0346081,0.048199,0,0,0,0,0,0,0.0524082,0,0.0253249,0.0534373,0,0,0.0134759,0,0,0.0341408,0.034324,0.0339079,0.0201264,0.0415128,0.0199298,0.0329852,0.025864,0.0224475,0.0280153,0.0251457,0.0488925,0.0518878,0.0428014,0.040783,0.0108494,0.0454865,0.00755613,0.0193925,0.0659028,0,0.0162666,0.0679262,0.0162949,0,0,0.0119239,0,0,0.0333452,0.0476217,0.0482318,0.0419813,0,0.033074,0.0174015,0.0420848,0.0289839,0.0659335,0.0664915,0.0669949,0.0680553,0.0679579,0.0153037,0.0354045,0.0178751,0.0183424,0.0421997,0.0133558,0,0,0,0,0,0,0,0,0,0
66,0.0351812,0.0479615,0,0,0,0,0,0,0.0617641,0,0.0283593,0.0520301,0,0,0.0135084,0,0,0.0334978,0.0351504,0.0332796,0.0187213,0.0421829,0.0205908,0.0329326,0.0254222,0.0242364,0.0288233,0.0251016,0.0469063,0.0504264,0.0405088,0.0387859,0.0211036,0.0459891,0.00786875,0.0191276,0.0751818,0,0.0218301,0.0693943,0.0164433,0,0,0.0121317,0,0,0.0327447,0.0468099,0.0430875,0.0428007,0,0.0337654,0.0167344,0.04144,0.030569,0.0667484,0.0658947,0.0645708,0.0657524,0.0671838,0.0282094,0.0361395,0.0176929,0.0182147,0.0421754,0.0138647,0,0,0,0,0,0,0,0,0,0
67,0.035126,0.0479796,0,0,0,0,0,0,0.0630146,0,0.0286314,0.0515601,0,0,0.0136619,0,0,0.033588,0.0361783,0.0332042,0.0187404,0.0417789,0.0202589,0.0333184,0.0259292,0.023852,0.0287227,0.0260379,0.0464895,0.0504997,0.0404765,0.0389803,0.0222188,0.0458615,0.00786357,0.019239,0.0707151,0,0.0232997,0.0702657,0.0162686,0,0,0.0120573,0,0,0.032766,0.0465277,0.0428266,0.0428919,0,0.0337053,0.0164786,0.0423664,0.0300231,0.0673916,0.0660836,0.0635829,0.0652388,0.0673662,0.0234088,0.0363078,0.0175963,0.0181805,0.0422558,0.01392,0,0,0,0,0,0,0,0,0,0
68,0.0345013,0.0482787,0,0,0,0,0,0,0.055108,0,0.0255773,0.0521313,0,0,0.013793,0,0,0.0341793,0.0370086,0.0342722,0.0197477,0.0402038,0.019052,0.0336248,0.0272046,0.0210947,0.0276994,0.0277106,0.0484592,0.0519882,0.0428009,0.0414844,0.0123545,0.0453653,0.0074543,0.0195482,0.0588153,0,0.0203704,0.0707153,0.0161516,0,0,0.0114484,0,0,0.0335303,0.0466359,0.0452971,0.0436179,0,0.0334695,0.0167057,0.0443463,0.0287417,0.0677241,0.066716,0.0647726,0.0664257,0.0679695,0.00882404,0.0358569,0.0176309,0.0180517,0.042515,0.0132453,0,0,0,0,0,0,0,0,0,0
69,0.0343412,0.0483074,0,0,0,0,0,0,0.0562654,0,0.025134,0.0517472,0,0,0.0138553,0,0,0.0341166,0.0371501,0.0333749,0.0191869,0.0399648,0.0191109,0.0336996,0.0273076,0.0214256,0.0277796,0.0281962,0.0484815,0.0513618,0.0427429,0.0417213,0.0153148,0.0453465,0.00760622,0.0197604,0.0597888,0,0.0203377,0.0706817,0.0161367,0,0,0.0114135,0,0,0.033374,0.0471896,0.0439333,0.0430241,0,0.03333,0.0165895,0.044069,0.0287116,0.0675321,0.0672814,0.0651457,0.0667421,0.0683597,0.0106652,0.0360929,0.0175662,0.0178399,0.042547,0.0133795,0,0,0,0,0,0,0,0,0,0
70,0.0349321,0.0480227,0,0,0,0,0,0,0.0636164,0,0.0285672,0.0514179,0,0,0.0136092,0,0,0.0334239,0.0367057,0.0335945,0.0186831,0.040513,0.0197679,0.0335987,0.0263192,0.023551,0.0284324,0.0267583,0.0464417,0.0493404,0.0402162,0.0388915,0.0241281,0.0459907,0.00769294,0.0193598,0.0679038,0,0.0247355,0.0708964,0.016185,0,0,0.0118384,0,0,0.0327866,0.0469661,0.0433407,0.0430055,0,0.0336189,0.0162416,0.0423141,0.0301275,0.0668755,0.0661904,0.0636062,0.0654008,0.0676557,0.019568,0.0365092,0.0175827,0.0178235,0.0424794,0.0139159,0,0,0,0,0,0,0,0,0,0
71,0.0348768,0.0480557,0,0,0,0,0,0,0.0639854,0,0.0284151,0.0517694,0,0,0.0136191,0,0,0.0335169,0.0363778,0.0338364,0.0186161,0.0401972,0.019678,0.0335094,0.026098,0.0238028,0.0282958,0.0266657,0.0463213,0.0491026,0.0398113,0.0385627,0.0238494,0.0460472,0.00770875,0.0192551,0.0686813,0,0.0238247,0.0706581,0.016265,0,0,0.0118268,0,0,0.0327183,0.0472291,0.0436101,0.0431334,0,0.0336624,0.0164401,0.0410212,0.0302656,0.0656211,0.0659899,0.0640865,0.0656941,0.0675555,0.0209174,0.0363666,0.0176196,0.0178422,0.0425329,0.0138747,0,0,0,0,0,0,0,0,0,0
72,0.0341378,0.0484013,0,0,0,0,0,0,0.0561096,0,0.0249709,0.0529036,0,0,0.0138834,0,0,0.0342163,0.036165,0.0343694,0.0191132,0.0388308,0.018734,0.0334919,0.0267336,0.0220762,0.0273717,0.0278124,0.0483321,0.050675,0.0417761,0.0408992,0.0157916,0.0454264,0.00764667,0.0195146,0.0609899,0,0.0180226,0.0698544,0.0162962,0,0,0.0114878,0,0,0.0333354,0.0480179,0.0451452,0.0431814,0,0.0333463,0.0171704,0.0402775,0.0286364,0.0637472,0.0665913,0.06608,0.0672828,0.0678618,0.0127999,0.0357274,0.017853,0.0179659,0.0426388,0.0133107,0,0,0,0,0,0,0,0,0,0
73,0.0339847,0.0484206,0,0,0,0,0,0,0.0554335,0,0.0251743,0.0536839,0,0,0.0139571,0,0,0.0341803,0.0354911,0.0349928,0.0191796,0.0388487,0.0185976,0.0333304,0.0262274,0.0224879,0.0273921,0.0272431,0.0482331,0.0505935,0.0414776,0.040446,0.0158442,0.045376,0.00765873,0.0193956,0.0615904,0,0.0168778,0.0689513,0.0162839,0,0,0.0115926,0,0,0.0333464,0.0487586,0.0453862,0.0427904,0,0.0332416,0.0175923,0.0380783,0.0291987,0.0615775,0.065801,0.0659831,0.0672517,0.0672674,0.0140845,0.0355529,0.0180577,0.018111,0.0425985,0.0132852,0,0,0,0,0,0,0,0,0,0
74,0.0338131,0.0484982,0,0,0,0,0,0,0.0536536,0,0.0253966,0.0547995,0,0,0.0138213,0,0,0.0340732,0.0350147,0.0365185,0.0198903,0.0386416,0.0182766,0.0331682,0.0259069,0.0221056,0.0272581,0.0264693,0.0477824,0.0504272,0.0412862,0.0398254,0.0135108,0.0454969,0.0073924,0.0190978,0.0607619,0,0.0170609,0.0682526,0.0162677,0,0,0.0117863,0,0,0.0336067,0.0488381,0.0464108,0.0431624,0,0.0330456,0.0180105,0.0363928,0.0299011,0.0598473,0.0644236,0.0652434,0.0668285,0.0667288,0.0122713,0.0352248,0.0182207,0.0181847,0.0426867,0.0130188,0,0,0,0,0,0,0,0,0,0
75,0.0335641,0.0485555,0,0,0,0,0,0,0.0544848,0,0.0250885,0.0550985,0,0,0.0139488,0,0,0.0340953,0.0346223,0.0359573,0.0194325,0.0388092,0.0183381,0.0330816,0.0253798,0.0225676,0.0273489,0.0261362,0.0468353,0.0498377,0.041038,0.039488,0.0161687,0.0454925,0.00764045,0.0191765,0.0623516,0,0.0156479,0.067144,0.0163371,0,0,0.011891,0,0,0.0335314,0.0496221,0.0442788,0.0427091,0,0.0327357,0.018423,0.0346323,0.0310519,0.058382,0.0642737,0.065219,0.0669863,0.0668172,0.0151461,0.0353299,0.0183369,0.0183096,0.0426078,0.0131243,0,0,0,0,0,0,0,0,0,0
