Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,RTHIP,IMUL_R,RKNE,LTHII,IMUR_M
77,0.0318322,0.0509178,0,0,0,0,0.0522033,0,0.0205783,0.0531535,0,0,0.0155359,0,0,0.034669,0.0235689,0.0323287,0.0208143,0.0451787,0.0292067,0.036132,0.0213948,0,0.0180483,0.0465543,0.0492139,0.0406613,0.0394487,0.0125441,0.0433844,0.0087026,0.020799,0.0271434,0,0.0232023,0.0554814,0.018008,0,0,0.0104305,0,0,0.0343641,0.0543023,0.0541452,0.0286187,0.0352196,0.0217262,0.0519304,0.0330227,0.0606103,0.055009,0.0604034,0.0678318,0.0536012,0.0351352,0.0182802,0.0193618,0.0428406,0.015826,0,0,0,0,0,0,0,0,0,0,0.0689607,0,0.046355,0.0303927,0
78,0.0319579,0.0509102,0,0,0,0,0.0524799,0,0.0207059,0.0540562,0,0,0.0152519,0,0,0.0343321,0.0234051,0.0322284,0.0209407,0.0456029,0.0289394,0.0355124,0.021076,0,0.0188199,0.0463248,0.0490164,0.0405241,0.0392166,0.0125862,0.0437917,0.00854094,0.0203558,0.0292379,0,0.0261003,0.0551262,0.0182598,0,0,0.0103542,0,0,0.0343867,0.0520701,0.0603759,0.0291306,0.0357165,0.0217439,0.051517,0.0372516,0.0584447,0.0518051,0.0585002,0.0665257,0.0529279,0.0351549,0.0182988,0.0193294,0.0429786,0.0154416,0,0,0,0,0,0,0,0,0,0,0.0696044,0,0,0.0309032,0
79,0.0320987,0.0508446,0,0,0,0,0.0526697,0,0.0208614,0.0545809,0,0,0.0151107,0,0,0.0341268,0.0234746,0.0325856,0.0209429,0.0458613,0.0287706,0.0351319,0.0208515,0,0.019308,0.0463993,0.0491317,0.0406193,0.0392956,0.0127317,0.044015,0.00844137,0.0201125,0.0298261,0,0.0259838,0.0549716,0.0183227,0,0,0.0102848,0,0,0.0343504,0.0518889,0.0608824,0.0292793,0.0359952,0.0217201,0.0502154,0.0370572,0.0583775,0.0521304,0.0591426,0.0673276,0.0537104,0.0351587,0.0182917,0.019284,0.0429668,0.0152843,0,0,0,0,0,0,0,0,0,0,0.0681084,0,0,0.0315134,0
80,0.0321848,0.0507587,0,0,0,0,0.0526566,0,0.0212462,0.0551204,0,0,0.0149972,0,0,0.0339776,0.0234657,0.0338747,0.0208154,0.0460219,0.0285301,0.0347442,0.0206828,0,0.0196985,0.0466275,0.0495796,0.0408798,0.0395221,0.0132637,0.0442078,0.00840832,0.019862,0.0302424,0,0.0257891,0.0547602,0.0184343,0,0,0.0102771,0,0,0.0342803,0.0517984,0.0613142,0.0293767,0.0362122,0.0217126,0.0489531,0.0370712,0.0584395,0.0525819,0.0597969,0.0680693,0.0545312,0.0351423,0.0182083,0.0192833,0.0429411,0.0151554,0,0,0,0,0,0,0,0,0,0,0.0670915,0,0,0.0323264,0
81,0.0325545,0.0506784,0,0,0,0,0.0527456,0,0.0229966,0.0569451,0,0,0.014863,0,0,0.0337523,0.021778,0.035892,0.0226036,0.0479568,0.0284251,0.0342537,0.0194678,0,0.0194697,0.0451004,0.0480069,0.0396675,0.0386052,0.0144715,0.0445199,0.00855606,0.0196864,0.0306015,0,0.025331,0.0547747,0.0186317,0,0,0.0101598,0,0,0.0341093,0.0521056,0.0612183,0.0297405,0.0360883,0.0212006,0.0480781,0.037191,0.058615,0.0531085,0.0603724,0.0681749,0.0552252,0.0357452,0.0178929,0.0187775,0.0431991,0.0146722,0,0,0,0,0,0,0,0,0,0,0.0667895,0,0,0,0
82,0.0324663,0.0506737,0,0,0,0,0.0519524,0,0.0215292,0.0563065,0,0,0.0146584,0,0,0.0337023,0.0226223,0.0348407,0.0210555,0.046732,0.0279605,0.0339059,0.0202734,0,0.0192767,0.0465646,0.0495048,0.0410677,0.0397386,0.0141061,0.0447602,0.00842114,0.019345,0.030805,0,0.0251324,0.0545297,0.0185886,0,0,0.0103135,0,0,0.0342422,0.0516744,0.0610789,0.0297486,0.0364415,0.021499,0.0466612,0.0375046,0.0590753,0.0538599,0.0613415,0.0688148,0.0553075,0.0353159,0.0181445,0.0190481,0.0431294,0.0148356,0,0,0,0,0,0,0,0,0,0,0.0660759,0,0,0.0303864,0
83,0.0325989,0.0506579,0,0,0,0,0.0525111,0,0.0215235,0.0567296,0,0,0.0145668,0,0,0.0334878,0.0222398,0.0345587,0.0210793,0.0468044,0.0277039,0.0334622,0.0201886,0,0.0190859,0.0465545,0.0492745,0.0411508,0.0398362,0.0139697,0.0451005,0.00837681,0.0190156,0.0306877,0,0.0245991,0.0544862,0.0186666,0,0,0.0103809,0,0,0.0341242,0.0514952,0.0608025,0.0300069,0.0365984,0.0214783,0.0456391,0.0380578,0.0596081,0.0547612,0.0618497,0.0691338,0.0552933,0.0353716,0.0179808,0.0190028,0.0431941,0.0146898,0,0,0,0,0,0,0,0,0,0,0.0656101,0,0,0.0305074,0
84,0.0326864,0.0506663,0,0,0,0,0.0528613,0,0.0217196,0.0572508,0,0,0.0144285,0,0,0.0333294,0.0218855,0.034162,0.0211439,0.0468628,0.0274001,0.03301,0.0200764,0,0.01916,0.0466466,0.0490473,0.041229,0.0398367,0.0138079,0.045382,0.00831949,0.0187493,0.0306058,0,0.0237714,0.054483,0.0187245,0,0,0.010405,0,0,0.0340684,0.0512606,0.0604232,0.0302951,0.0366896,0.021443,0.0447166,0.038897,0.0602243,0.0558695,0.0622988,0.0694867,0.0546721,0.0354234,0.0179442,0.0189432,0.0432873,0.0144661,0,0,0,0,0,0,0,0,0,0,0.0651974,0,0,0.0313576,0
85,0.032837,0.050625,0,0,0,0,0.0530464,0,0.0220852,0.0577601,0,0,0.0142604,0,0,0.0332037,0.0216221,0.0337803,0.021159,0.0469156,0.0270714,0.0325836,0.0200893,0,0.019329,0.046739,0.0489485,0.0412245,0.0398101,0.0137262,0.0456445,0.00829641,0.0185474,0.0305627,0,0.0228028,0.0544719,0.0187997,0,0,0.0104135,0,0,0.0340099,0.0510014,0.0600676,0.0306096,0.0368328,0.0214249,0.0439176,0.0397176,0.0608478,0.056959,0.0628661,0.0698505,0.053097,0.0354799,0.0179149,0.0188949,0.043416,0.014331,0,0,0,0,0,0,0,0,0,0,0.0648288,0,0,0.0323481,0
86,0.0330326,0.05056,0,0,0,0,0.0531569,0,0.0223605,0.0583027,0,0,0.014046,0,0,0.0331558,0.0214727,0.0332799,0.0213074,0.0470757,0.0267563,0.0321491,0.0201346,0,0.01937,0.0466624,0.0487122,0.0410988,0.0397833,0.0136108,0.0459203,0.00827287,0.0183703,0.0307799,0,0.0217572,0.0545744,0.0188839,0,0,0.0104704,0,0,0.0339736,0.050714,0.059723,0.0308603,0.0369359,0.0213605,0.0432009,0.0406029,0.0615217,0.0579594,0.0634931,0.0698094,0.0506592,0.0355397,0.0178814,0.0188521,0.0435181,0.0141853,0,0,0,0,0,0,0,0,0,0,0.0645016,0,0,0.0319199,0
87,0.0332593,0.0504659,0,0,0,0,0.0529166,0,0.0226263,0.0589179,0,0,0.0136294,0,0,0.0332617,0.0215688,0.0331885,0.0214532,0.0473243,0.0263483,0.0315532,0.0202135,0,0.0193159,0.0465685,0.0485424,0.0410623,0.0397969,0.0136124,0.0461839,0.00827057,0.0184556,0.0309097,0,0.0205479,0.0548256,0.0190157,0,0,0.0106335,0,0,0.0338889,0.0503921,0.0593813,0.0310819,0.0369628,0.0213248,0.0426038,0.0415667,0.0622506,0.0590282,0.0640873,0.0695402,0.0473058,0.0354957,0.0178383,0.0188068,0.0435462,0.0140271,0,0,0,0,0,0,0,0,0,0,0.0642948,0,0,0.0312156,0
88,0.0337376,0.0504947,0,0,0,0,0.0603448,0,0.0267509,0.0606196,0,0,0.012549,0,0,0.0336152,0.0209842,0.0336173,0.0242096,0.0502623,0.026337,0.0311713,0.02025,0,0.0179586,0.0432889,0.0454218,0.0376254,0.036429,0.0222236,0.0466196,0.00813341,0.0182002,0.0308323,0,0.0190024,0.0557064,0.0182937,0,0,0.0115413,0,0,0.0331779,0.0507626,0.0594527,0.0300825,0.0356989,0.0204398,0.0423502,0.0404081,0.0621775,0.0598612,0.0641743,0.0683252,0.0472612,0.0363858,0.0172973,0.0182155,0.0438673,0.0138516,0,0,0,0,0,0,0,0,0,0,0.0639412,0,0,0,0
89,0.0336635,0.0503853,0,0,0,0,0.0600828,0,0.0259715,0.0598306,0,0,0.0124844,0,0,0.0335565,0.0221217,0.0323802,0.0226451,0.0487087,0.026034,0.0307986,0.0209049,0,0.0183612,0.0448781,0.0470822,0.0389318,0.0374428,0.0213842,0.0466785,0.00813279,0.0181354,0.032035,0,0.0179632,0.0553133,0.018519,0,0,0.0113859,0,0,0.0332954,0.0504572,0.0585542,0.0307065,0.036266,0.0209355,0.0414357,0.0412454,0.0628077,0.0608586,0.0645067,0.0681216,0.0414679,0.0360499,0.0175756,0.0185801,0.0435928,0.0139353,0,0,0,0,0,0,0,0,0,0,0.0634074,0,0,0.0320336,0
90,0.0338039,0.0503605,0,0,0,0,0.0602798,0,0.0261813,0.0599715,0,0,0.0123665,0,0,0.0334429,0.0227678,0.0324767,0.0224686,0.0486392,0.0257841,0.0304981,0.0211019,0,0.0189387,0.0449777,0.0472154,0.0389398,0.0375742,0.021583,0.0468799,0.00813521,0.0179291,0.0345892,0,0.0169603,0.05585,0.018647,0,0,0.0114507,0,0,0.0332973,0.0499018,0.057442,0.0312584,0.0363044,0.0209308,0.0410206,0.0421813,0.0632816,0.0617212,0.0645612,0.0677977,0.0343085,0.0361,0.0175294,0.0185298,0.0435551,0.0138045,0,0,0,0,0,0,0,0,0,0,0.0634174,0,0,0.0322775,0
91,0.0339191,0.0503308,0,0,0,0,0.0602549,0,0.0262184,0.0598936,0,0,0.0123056,0,0,0.0333375,0.0235666,0.0325705,0.0222147,0.0485486,0.0255105,0.0303009,0.0213553,0,0.0194908,0.0452988,0.0472127,0.0391314,0.0378194,0.021781,0.0470554,0.00811824,0.0177605,0.0386613,0,0.0160814,0.0566479,0.0187594,0,0,0.0114833,0,0,0.0333187,0.0493951,0.0565007,0.0318588,0.0362578,0.0208874,0.0406036,0.0426652,0.0636613,0.0625893,0.0644913,0.0671098,0.0267345,0.0361328,0.0175485,0.0184308,0.0435355,0.0136931,0,0,0,0,0,0,0,0,0,0,0.063477,0,0,0.0330485,0
92,0.0340568,0.0503173,0,0,0,0,0.0602999,0,0.026444,0.0596035,0,0,0.0122503,0,0,0.033224,0.0244386,0.0326082,0.0219173,0.0485319,0.0252155,0.0301245,0.0218147,0,0.020072,0.0453994,0.0472689,0.0393344,0.0380646,0.0220381,0.0472863,0.00808385,0.0176303,0.0440493,0,0.0154878,0.0576241,0.0188399,0,0,0.0115312,0,0,0.0333075,0.0489773,0.0553924,0.0325228,0.0361493,0.0208246,0.0403341,0.0426304,0.0638448,0.0632709,0.0642621,0.0662122,0.0198929,0.0361746,0.0174677,0.0183418,0.0435221,0.0135825,0,0,0,0,0,0,0,0,0,0,0.0636148,0,0,0.033341,0
93,0.0342093,0.0502981,0,0,0,0,0.0609159,0,0.0266906,0.0591395,0,0,0.0121297,0,0,0.0331125,0.0255392,0.0324666,0.021571,0.0484712,0.0247669,0.0298953,0.0224435,0,0.0207936,0.0452092,0.0473851,0.0394572,0.0381499,0.0222206,0.0474751,0.00805282,0.0175425,0.0502064,0,0.015044,0.0589865,0.0189424,0,0,0.0115451,0,0,0.0332632,0.0482289,0.0537513,0.0334139,0.0360083,0.0208157,0.0403809,0.0420147,0.0639345,0.0636968,0.0640414,0.0655125,0.0158126,0.0361872,0.0173344,0.0183044,0.0435846,0.0134099,0,0,0,0,0,0,0,0,0,0,0.0640926,0,0,0.0332496,0
94,0.0342026,0.0502857,0,0,0,0,0.0613797,0,0.0268593,0.0583665,0,0,0.0121493,0,0,0.0332713,0.026307,0.032326,0.0213334,0.0481868,0.0247485,0.0300676,0.022738,0,0.0212623,0.0454489,0.0474862,0.0396856,0.0381865,0.0224839,0.0472978,0.00806978,0.0177601,0.0521227,0,0.0132766,0.0597396,0.0187943,0,0,0.0115679,0,0,0.0332253,0.0486824,0.0494138,0.0334361,0.0357322,0.0206538,0.0405448,0.037235,0.0653205,0.0651882,0.0655983,0.0668505,0.0141887,0.0362112,0.017274,0.0182313,0.0435577,0.0133971,0,0,0,0,0,0,0,0,0,0,0.0641097,0,0.030628,0.032961,0
95,0.0342531,0.0502853,0,0,0,0,0.0614104,0,0.0270764,0.0574226,0,0,0.0121406,0,0,0.0333271,0.0274018,0.0323927,0.0209694,0.0477157,0.024718,0.0300565,0.0233158,0,0.0220436,0.0457774,0.0476354,0.039748,0.0381001,0.0229856,0.0473112,0.00808594,0.0177527,0.0587495,0,0.0137174,0.0610704,0.0187537,0,0,0.0114383,0,0,0.0332215,0.0481015,0.0482578,0.0341493,0.0354556,0.0206312,0.0410347,0.0365993,0.0653412,0.0652148,0.0653282,0.0665348,0.0171985,0.0362637,0.0172591,0.0181515,0.0436237,0.0132971,0,0,0,0,0,0,0,0,0,0,0.0651061,0,0.0285263,0.0327338,0
96,0.0342879,0.0502561,0,0,0,0,0.0609566,0,0.0272527,0.0564121,0,0,0.0120898,0,0,0.0333845,0.0286033,0.0327622,0.0206664,0.0471933,0.0246772,0.0299851,0.0238658,0,0.0227501,0.0460552,0.04778,0.0396433,0.0382236,0.0237473,0.0473751,0.00810931,0.0177577,0.0646184,0,0.0144671,0.0624462,0.0187799,0,0,0.0113804,0,0,0.0332258,0.047414,0.0467479,0.034953,0.0352911,0.0206214,0.0417372,0.035248,0.0655817,0.0652286,0.0650666,0.066312,0.0222356,0.0363278,0.0171876,0.0180804,0.0437238,0.0132498,0,0,0,0,0,0,0,0,0,0,0.0661199,0,0.0269629,0.0325517,0
97,0.0343303,0.0502562,0,0,0,0,0.0608655,0,0.02737,0.0552987,0,0,0.0120366,0,0,0.0333688,0.0298396,0.0330702,0.0203656,0.0465759,0.0246222,0.0298879,0.0243408,0,0.0234316,0.0460515,0.0478793,0.0393319,0.0383012,0.0240444,0.0474104,0.00808716,0.0177745,0.0693189,0,0.0152668,0.063745,0.01881,0,0,0.0113862,0,0,0.0332233,0.0468814,0.0451117,0.0357777,0.0352009,0.0206051,0.0425909,0.0337716,0.0659465,0.0653741,0.0649687,0.0662655,0.0265012,0.0363945,0.0171453,0.0180032,0.0438075,0.013227,0,0,0,0,0,0,0,0,0,0,0.0670345,0,0.0264116,0.0323793,0
98,0.0343659,0.0502836,0,0,0,0,0.0611364,0,0.0276634,0.054194,0,0,0.0119869,0,0,0.0333346,0.0310953,0.0331117,0.0200818,0.0460416,0.0245829,0.0297761,0.0248185,0,0.0241473,0.0453932,0.0479635,0.0389995,0.0382341,0.0236539,0.0474069,0.00805153,0.017811,0.0723452,0,0.0161118,0.0649642,0.0188409,0,0,0.0114048,0,0,0.0331786,0.0465159,0.0437098,0.0366835,0.035224,0.0205737,0.0434515,0.0322478,0.0665178,0.0655789,0.0650602,0.0664336,0.0291441,0.0364287,0.0170715,0.0179816,0.0438294,0.0131776,0,0,0,0,0,0,0,0,0,0,0.067801,0,0.027022,0.032284,0
99,0.0344119,0.0502892,0,0,0,0,0.0612184,0,0.0282155,0.0532531,0,0,0.0119615,0,0,0.0333205,0.0321609,0.0330626,0.0197504,0.0456615,0.0245081,0.029683,0.0252394,0,0.0247921,0.0446859,0.0479351,0.0388893,0.0380506,0.0230753,0.0475058,0.00804605,0.0177946,0.0735493,0,0.0168242,0.0659358,0.0189151,0,0,0.0114093,0,0,0.0331419,0.0462496,0.0425798,0.0374869,0.0352928,0.020659,0.044169,0.030788,0.0671036,0.0656508,0.0652417,0.0668172,0.0302118,0.0364028,0.0170376,0.0180435,0.0438422,0.0131323,0,0,0,0,0,0,0,0,0,0,0.0682708,0,0.0279691,0.0322323,0
100,0.0344262,0.05029,0,0,0,0,0.0610003,0,0.0284453,0.0526232,0,0,0.0119926,0,0,0.0332548,0.0329872,0.0333315,0.019511,0.0454557,0.0243793,0.0295704,0.0253538,0,0.0252553,0.0449655,0.0477403,0.0385666,0.0378142,0.0228771,0.0475929,0.00810187,0.017621,0.0735216,0,0.0174463,0.0667733,0.0190311,0,0,0.01139,0,0,0.0331804,0.0461951,0.0420948,0.038051,0.0354425,0.0208219,0.044657,0.0294615,0.0674412,0.0654838,0.0652493,0.0671249,0.0301974,0.0363332,0.0170925,0.0181378,0.0438309,0.0131264,0,0,0,0,0,0,0,0,0,0,0.0683367,0,0.0285683,0.0323113,0
101,0.0343769,0.050296,0,0,0,0,0.0602216,0,0.0284096,0.0522242,0,0,0.0120429,0,0,0.0331982,0.0335123,0.0336707,0.019348,0.0453302,0.024284,0.0293881,0.0253615,0,0.0255444,0.0442847,0.0475611,0.0383302,0.0377053,0.0224741,0.0476138,0.00807485,0.0175137,0.0732613,0,0.0177537,0.0672806,0.0191488,0,0,0.0113968,0,0,0.0332545,0.0464732,0.0419981,0.0383477,0.0355931,0.0210693,0.044695,0.0284172,0.0675011,0.0652487,0.0651679,0.0672267,0.0301734,0.036217,0.0171676,0.0182359,0.0437145,0.0131483,0,0,0,0,0,0,0,0,0,0,0.0679009,0,0.0293209,0.032508,0
102,0.0340341,0.0503519,0,0,0,0,0.0522931,0,0.0256032,0.0522338,0,0,0.0123261,0,0,0.0335485,0.0342895,0.0341717,0.0195463,0.0442606,0.0237015,0.029285,0.0258997,0,0.0271747,0.0453794,0.0486678,0.0405433,0.0404668,0.0153864,0.0470227,0.00797273,0.0179766,0.0621857,0,0.0121657,0.0673349,0.0192858,0,0,0.0111962,0,0,0.0333445,0.0478772,0.0440099,0.0382299,0.0352744,0.0217842,0.0455507,0.0258704,0.0686801,0.0666861,0.0670172,0.0683304,0.0172936,0.0360085,0.0174016,0.0184474,0.043621,0.013024,0,0,0,0,0,0,0,0,0,0,0.0671519,0,0.0259402,0.0319045,0
103,0.0342357,0.0503561,0,0,0,0,0.0583223,0,0.0285585,0.0520549,0,0,0.0120733,0,0,0.0330087,0.0339819,0.0345274,0.0191712,0.0454102,0.0241586,0.0287871,0.025171,0,0.0257911,0.0430208,0.0469795,0.0380665,0.0374395,0.020576,0.047777,0.00765726,0.0172267,0.0721003,0,0.0179852,0.067905,0.0194601,0,0,0.0113349,0,0,0.0332253,0.0469027,0.0420599,0.0388636,0.0358695,0.0217895,0.042958,0.0278044,0.0669663,0.0645914,0.0646244,0.0666655,0.0298061,0.0359851,0.0173202,0.0185068,0.0437954,0.0132393,0,0,0,0,0,0,0,0,0,0,0.0659379,0,0.0256441,0.032979,0
104,0.0341372,0.0503695,0,0,0,0,0.057898,0,0.0287039,0.0523256,0,0,0.0121186,0,0,0.0329721,0.0338493,0.0348636,0.0191181,0.0455437,0.0239863,0.0285197,0.0247324,0,0.0255346,0.0429047,0.0463902,0.0379334,0.0372506,0.0197038,0.0479245,0.0076472,0.0170768,0.0713361,0,0.0174859,0.0676974,0.0195768,0,0,0.0112896,0,0,0.0332781,0.0471347,0.0416558,0.0389782,0.0359397,0.0223434,0.0415703,0.0278933,0.0664922,0.0644276,0.0643043,0.0661575,0.0292976,0.0357913,0.0174204,0.0187267,0.0437956,0.0132552,0,0,0,0,0,0,0,0,0,0,0.064492,0,0.024967,0.0331578,0
105,0.0340121,0.0503694,0,0,0,0,0.0572377,0,0.0287868,0.0528389,0,0,0.0121573,0,0,0.0330274,0.033476,0.0350804,0.0191152,0.045758,0.0238692,0.0283001,0.0241944,0,0.0250757,0.0430169,0.0456287,0.0377581,0.0370246,0.0190793,0.0478974,0.00784582,0.0168738,0.0698917,0,0.0165847,0.0673231,0.0196415,0,0,0.0112814,0,0,0.0333401,0.047426,0.0409318,0.0389853,0.0360216,0.0229107,0.0401944,0.0281784,0.0658927,0.0642401,0.0639099,0.0655728,0.0282335,0.0356458,0.0174684,0.0189016,0.0438325,0.0132563,0,0,0,0,0,0,0,0,0,0,0.0627652,0,0.0256123,0.0332482,0
106,0.0341225,0.0503338,0,0,0,0,0.0569042,0,0.0290327,0.0536665,0,0,0.0119904,0,0,0.0328364,0.0341854,0.0353892,0.0192822,0.0462882,0.0232139,0.0275756,0.0241518,0,0.0252928,0.0426505,0.0448674,0.037281,0.0366553,0.0191195,0.0482489,0.00786408,0.0164366,0.0666045,0,0.0168081,0.0682738,0.0199857,0,0,0.0114378,0,0,0.0334766,0.0462477,0.0395008,0.0409214,0.0364406,0.0237348,0.0390811,0.0298585,0.0649038,0.0623668,0.061903,0.0640713,0.0260476,0.0354989,0.0173529,0.0191477,0.0439903,0.0130355,0,0,0,0,0,0,0,0,0,0,0.0625118,0,0,0.0335199,0
107,0.0336975,0.0503538,0,0,0,0,0.0561785,0,0.0289026,0.054117,0,0,0.0121467,0,0,0.0330404,0.0332118,0.0354211,0.019098,0.0463956,0.0233297,0.0279595,0.023255,0,0.0242101,0.0424932,0.0447945,0.0372115,0.0363546,0.0187419,0.0479078,0.00783529,0.0167505,0.0652675,0,0.0147565,0.0667555,0.019681,0,0,0.0113902,0,0,0.0335779,0.04748,0.0389445,0.0393511,0.036073,0.0240191,0.038359,0.0294892,0.0645061,0.0631818,0.0629989,0.0645885,0.0241474,0.0354282,0.0175577,0.0191879,0.0438693,0.0131099,0,0,0,0,0,0,0,0,0,0,0.0608584,0,0.0245296,0.0331372,0
108,0.033475,0.0504572,0,0,0,0,0.0558975,0,0.0287536,0.054732,0,0,0.0121008,0,0,0.0329483,0.0329232,0.035586,0.0191627,0.0464458,0.023218,0.0280676,0.0226886,0,0.0233107,0.0423136,0.0447816,0.0369237,0.0358594,0.0186673,0.0479352,0.00785114,0.0167056,0.064175,0,0.0135409,0.0662536,0.0195684,0,0,0.0113682,0,0,0.033631,0.0474428,0.038529,0.0391367,0.0361721,0.0243138,0.0380138,0.0307446,0.063986,0.0628871,0.0631557,0.0647029,0.0229256,0.0355464,0.0175376,0.0190955,0.0439473,0.0130886,0,0,0,0,0,0,0,0,0,0,0.0606904,0,0.0236645,0.0329316,0
109,0.0332808,0.0505719,0,0,0,0,0.0556436,0,0.0285414,0.0551554,0,0,0.0120698,0,0,0.0328815,0.0329402,0.0357902,0.0193239,0.0464315,0.0229599,0.0281942,0.0221891,0,0.0225376,0.0421438,0.0446298,0.0366152,0.03534,0.0187604,0.04797,0.00788372,0.0166882,0.0627807,0,0.01234,0.0662557,0.0194232,0,0,0.0114606,0,0,0.0336683,0.0470637,0.0377723,0.0391061,0.0363849,0.0246142,0.0383279,0.0318003,0.0639345,0.062865,0.063589,0.0652128,0.0212461,0.0356236,0.0174307,0.0190247,0.0440018,0.0131351,0,0,0,0,0,0,0,0,0,0,0.0605892,0,0.0239853,0.0328333,0
110,0.0330345,0.0506292,0,0,0,0,0.0551092,0,0.0281352,0.0553182,0,0,0.012027,0,0,0.0329288,0.033128,0.0361151,0.0195546,0.0463572,0.0228113,0.0283008,0.0217965,0,0.0218195,0.0419145,0.0442489,0.0363435,0.0347402,0.0187275,0.0480576,0.00791824,0.0166121,0.061786,0,0.0113747,0.0664694,0.0192757,0,0,0.0115572,0,0,0.0336631,0.0465514,0.0373592,0.0390813,0.0368017,0.024898,0.0387676,0.0321951,0.0642992,0.0634078,0.0638556,0.0655171,0.0200447,0.0357212,0.0173079,0.0189586,0.0439569,0.0132732,0,0,0,0,0,0,0,0,0,0,0.0604747,0,0.0245863,0.0329429,0
111,0.0326171,0.0505782,0,0,0,0,0.0541468,0,0.0278391,0.0553417,0,0,0.0120287,0,0,0.0329264,0.033292,0.0364511,0.0197797,0.0462143,0.0228704,0.0283424,0.0214063,0,0.0212483,0.0414519,0.043811,0.0360606,0.0340472,0.0184678,0.0481515,0.0079035,0.0165337,0.0611679,0,0.0110764,0.0665703,0.0191289,0,0,0.0117133,0,0,0.033652,0.0463917,0.0380725,0.0387487,0.037141,0.0250946,0.0388225,0.0319463,0.0646931,0.0641042,0.0635862,0.065113,0.0194555,0.035748,0.0172415,0.0189882,0.0437463,0.0134174,0,0,0,0,0,0,0,0,0,0,0.0603113,0,0.0248605,0.0331063,0
112,0.0321019,0.0504853,0,0,0,0,0.0525523,0,0.0275803,0.0554391,0,0,0.0120982,0,0,0.0329438,0.0332182,0.0367394,0.0198563,0.0458734,0.0229623,0.0283412,0.0207571,0,0.0206658,0.0408264,0.0433977,0.0355998,0.0333093,0.018311,0.0481439,0.0079201,0.0165001,0.0602323,0,0.0115025,0.0661635,0.018958,0,0,0.0118976,0,0,0.0336954,0.0467136,0.0396907,0.0381396,0.037059,0.0252284,0.0385322,0.0317058,0.06472,0.06441,0.0629351,0.0642041,0.0186012,0.0357835,0.0171754,0.0190475,0.0434745,0.0134832,0,0,0,0,0,0,0,0,0,0,0.0599578,0,0.02478,0.0334312,0
113,0.031762,0.0504119,0,0,0,0,0.0507932,0,0.0272052,0.0554164,0,0,0.012157,0,0,0.0330406,0.0328863,0.0373881,0.0197936,0.0455303,0.0229176,0.0283835,0.0199393,0,0.0200183,0.0406483,0.0430476,0.0351194,0.0325151,0.0186701,0.0479847,0.00793322,0.0166031,0.0588915,0,0.0122698,0.0654039,0.0187717,0,0,0.0121346,0,0,0.0337473,0.0471907,0.0413705,0.0374678,0.0365495,0.0253191,0.0382769,0.031646,0.0643025,0.0642702,0.0622764,0.0633615,0.0173462,0.035731,0.0171149,0.0190879,0.043313,0.0135071,0,0,0,0,0,0,0,0,0,0,0.0595505,0,0.0248561,0.033722,0
114,0.031745,0.0504068,0,0,0,0,0.0487695,0,0.0267226,0.0549881,0,0,0.0121069,0,0,0.0331443,0.0329135,0.0382515,0.0196472,0.0456852,0.0225569,0.0282566,0.0193289,0,0.0195887,0.0405603,0.0427171,0.0347624,0.0318831,0.0194656,0.0479319,0.00794182,0.0166496,0.0609771,0,0.0143243,0.0653718,0.0187123,0,0,0.012259,0,0,0.0337778,0.0463758,0.0443978,0.037839,0.0360633,0.0254368,0.0381302,0.0346282,0.0624991,0.0627136,0.0603248,0.0614882,0.0198441,0.0356482,0.0170956,0.0191395,0.0433451,0.0134535,0,0,0,0,0,0,0,0,0,0,0.0599555,0,0,0.0341848,0
115,0.0317466,0.050358,0,0,0,0,0.0465656,0,0.0263071,0.0545452,0,0,0.0120903,0,0,0.0333618,0.0325787,0.039071,0.0195547,0.0461093,0.0222269,0.0284645,0.0184955,0,0.0188299,0.0405856,0.0426593,0.0345201,0.0312243,0.0204623,0.0477235,0.00800131,0.0170124,0.060326,0,0.0146432,0.0647094,0.0185855,0,0,0.012306,0,0,0.0337126,0.0466632,0.0452615,0.0374454,0.0354801,0.0254331,0.0380113,0.0349462,0.0617886,0.0619474,0.0599309,0.0611737,0.0193947,0.035622,0.0171109,0.0192337,0.0432782,0.0136573,0,0,0,0,0,0,0,0,0,0,0.05985,0,0,0.0345179,0
