Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,RKNE
111,0.0353013,0.0509505,0,0,0,0,0,0,0.06427,0,0.0295116,0.0561905,0,0,0.0111343,0,0,0.0337779,0.0354257,0.038221,0.0197109,0.0446491,0.0241511,0.0316838,0.0236754,0.0206378,0.0308651,0.0260331,0.0424179,0.0439519,0.0359576,0.0346821,0.0290934,0.048345,0.0080555,0.018733,0.0664948,0,0.0193986,0.0687786,0.0175674,0,0,0.0123694,0,0,0.0327434,0.0471356,0.0401753,0.0408393,0.0359041,0.0168348,0.0352069,0.0294894,0.0580698,0.0632894,0.0620556,0.0628241,0.0644165,0.0226263,0.0379426,0.0164938,0.0163575,0.0451661,0.0147664,0,0,0,0,0,0,0,0,0,0,0
112,0.0349168,0.0509528,0,0,0,0,0,0,0.0641716,0,0.0292722,0.0565575,0,0,0.0112505,0,0,0.0340767,0.034321,0.0385044,0.0197549,0.0445933,0.0242087,0.0322869,0.022892,0.020677,0.0304292,0.0249977,0.042293,0.0435388,0.0358182,0.0343567,0.0296325,0.0479671,0.00817755,0.019152,0.0661816,0,0.0175654,0.0670268,0.0173227,0,0,0.0124049,0,0,0.0328535,0.0482113,0.0383141,0.0388226,0.0356107,0.0172454,0.0342996,0.0289691,0.05646,0.0633664,0.0630652,0.0641318,0.0652829,0.0223783,0.0378502,0.0166162,0.016488,0.0450589,0.014926,0,0,0,0,0,0,0,0,0,0,0.0260303
113,0.0349909,0.0510689,0,0,0,0,0,0,0.0648092,0,0.0292653,0.0568638,0,0,0.0109131,0,0,0.0335036,0.0349879,0.0389264,0.0200987,0.0449665,0.0236618,0.0316958,0.0230627,0.0208584,0.0308498,0.0247214,0.0418247,0.0433115,0.0353635,0.0339085,0.0311429,0.0485426,0.00809695,0.0183662,0.0647357,0,0.0175277,0.0684028,0.0177907,0,0,0.0120781,0,0,0.0329415,0.0460287,0.0362015,0.0409827,0.0364555,0.0177865,0.0346175,0.0311479,0.0570243,0.0623927,0.0614154,0.062666,0.0641669,0.0217331,0.0380464,0.0165355,0.0165954,0.0453794,0.0145974,0,0,0,0,0,0,0,0,0,0,0
114,0.034779,0.0511395,0,0,0,0,0,0,0.0645693,0,0.0289728,0.0569126,0,0,0.0107429,0,0,0.0335102,0.0350711,0.0390575,0.0202747,0.0453908,0.0237052,0.0316048,0.0227061,0.021185,0.0311044,0.0241996,0.0412464,0.0432149,0.0350466,0.0330966,0.0316488,0.0488344,0.00821545,0.0180245,0.0632671,0,0.0167578,0.0687861,0.0179552,0,0,0.0118862,0,0,0.0328602,0.0454726,0.0354615,0.041128,0.0369688,0.0181544,0.0347814,0.0310424,0.0567966,0.062796,0.0619575,0.0623626,0.0639283,0.0201856,0.0381548,0.0166052,0.0165922,0.0454516,0.0147545,0,0,0,0,0,0,0,0,0,0,0
115,0.0344293,0.0511497,0,0,0,0,0,0,0.0638606,0,0.0286325,0.0567753,0,0,0.0106332,0,0,0.0333516,0.0350136,0.0392413,0.0205869,0.0454987,0.0240168,0.0314017,0.0221588,0.0216988,0.0314284,0.0236846,0.0404418,0.0429474,0.034708,0.0323667,0.0314953,0.0491346,0.00817369,0.0176964,0.0623178,0,0.0164539,0.0689117,0.0180047,0,0,0.0117146,0,0,0.0328126,0.0456157,0.0365731,0.0406246,0.0374542,0.0185022,0.034732,0.0307732,0.0569006,0.0632359,0.0629904,0.0615654,0.0629983,0.0191801,0.0381908,0.0166707,0.0167212,0.045322,0.0149833,0,0,0,0,0,0,0,0,0,0,0
116,0.0339481,0.0510806,0,0,0,0,0,0,0.0624798,0,0.0282904,0.0564507,0,0,0.0106172,0,0,0.0331068,0.0346096,0.0397432,0.0209099,0.0454075,0.0244339,0.0310511,0.0212613,0.0223152,0.0318683,0.0229878,0.0400629,0.0426652,0.0342789,0.0315966,0.0310373,0.0493113,0.00811548,0.0173545,0.0614416,0,0.0165514,0.0683452,0.0180363,0,0,0.0115693,0,0,0.0328369,0.0464984,0.0385957,0.0394957,0.0375584,0.0188722,0.0342744,0.0312369,0.0566648,0.0630935,0.0635215,0.0606315,0.0618298,0.0184886,0.0381063,0.0167217,0.01689,0.0450218,0.0151445,0,0,0,0,0,0,0,0,0,0,0
117,0.0334674,0.0509956,0,0,0,0,0,0,0.0605122,0,0.0282797,0.0563724,0,0,0.0107045,0,0,0.0330848,0.0339873,0.0405381,0.0209158,0.045201,0.0247462,0.0306434,0.020004,0.0228287,0.0324311,0.0221173,0.0396739,0.0426196,0.0339116,0.0308223,0.0304804,0.0493404,0.00806162,0.0170955,0.060208,0,0.0169654,0.067162,0.0181057,0,0,0.0116766,0,0,0.0329747,0.0475297,0.0409033,0.0382374,0.0369905,0.0193909,0.0336017,0.0320644,0.0559247,0.0625381,0.0633633,0.0601361,0.0611876,0.0177023,0.0379086,0.0168095,0.0171015,0.0448133,0.0152747,0,0,0,0,0,0,0,0,0,0,0
118,0.0331396,0.0509501,0,0,0,0,0,0,0.0584377,0,0.0284348,0.0564005,0,0,0.0108312,0,0,0.0332922,0.0333527,0.0414603,0.0206947,0.0453235,0.0247925,0.0303315,0.0184388,0.0230681,0.0330312,0.0216273,0.0393706,0.0427354,0.0335858,0.0300529,0.0303032,0.0492819,0.00801225,0.016989,0.0588978,0,0.0174408,0.065831,0.0181537,0,0,0.0118735,0,0,0.0331505,0.0480705,0.0431635,0.0373401,0.0359558,0.0199024,0.0329374,0.0326203,0.054791,0.0619487,0.0628001,0.0602884,0.0613016,0.0171163,0.0377255,0.0169659,0.0172873,0.0447914,0.0155099,0,0,0,0,0,0,0,0,0,0,0
119,0.0330449,0.0509374,0,0,0,0,0,0,0.0566389,0,0.0283174,0.0559574,0,0,0.0108561,0,0,0.0334307,0.0329572,0.0422252,0.0204335,0.046175,0.0246847,0.0301519,0.0169335,0.0230384,0.0334761,0.0214872,0.039243,0.0428849,0.0332226,0.0293206,0.0298878,0.049179,0.00800169,0.0170689,0.0584132,0,0.0177099,0.0647055,0.0181251,0,0,0.011684,0,0,0.0332983,0.048054,0.0447425,0.0369823,0.0351758,0.0203212,0.0323708,0.0326667,0.0538653,0.0614262,0.062108,0.0606017,0.0615863,0.0171978,0.0376042,0.017076,0.0174976,0.0449619,0.0158562,0,0,0,0,0,0,0,0,0,0,0
120,0.0330961,0.0509112,0,0,0,0,0,0,0.0552026,0,0.02799,0.0551851,0,0,0.0109146,0,0,0.0335948,0.0328476,0.0423601,0.020174,0.0473558,0.0244843,0.0302785,0.0156778,0.0228649,0.0340538,0.0215271,0.0391717,0.0429736,0.0328311,0.0285305,0.0289419,0.0489574,0.00796372,0.0173901,0.0584396,0,0.0174545,0.0638242,0.0180227,0,0,0.0114722,0,0,0.0333765,0.0478352,0.0451624,0.037081,0.0348191,0.0206326,0.0321438,0.0320057,0.0536349,0.0609536,0.061486,0.0607193,0.0616377,0.0179093,0.0374866,0.0171842,0.0177174,0.0452731,0.0158739,0,0,0,0,0,0,0,0,0,0,0
121,0.0332219,0.050822,0,0,0,0,0,0,0.0537332,0,0.0275497,0.0543681,0,0,0.0109977,0,0,0.0336497,0.0329369,0.0421516,0.0199943,0.0484384,0.0243218,0.0307367,0.0146635,0.023101,0.0348687,0.0217339,0.0390662,0.0428494,0.0324133,0.0278262,0.0272695,0.0486566,0.00789433,0.0178474,0.0586871,0,0.0166398,0.0630498,0.0179939,0,0,0.0113862,0,0,0.0333749,0.0477155,0.0449757,0.03744,0.0351044,0.0208768,0.0323352,0.0312413,0.0536341,0.0606533,0.0610945,0.0605761,0.0614869,0.0188755,0.0372931,0.0172651,0.0179194,0.0456505,0.0156587,0,0,0,0,0,0,0,0,0,0,0
122,0.0333204,0.050735,0,0,0,0,0,0,0.0518932,0,0.0269903,0.0538703,0,0,0.0111987,0,0,0.03384,0.0330837,0.0419557,0.0198595,0.0494827,0.0242301,0.0314688,0.0138204,0.0233375,0.0359239,0.0221065,0.0389013,0.0426017,0.0320317,0.027229,0.0251901,0.0482881,0.00788808,0.0184165,0.0586275,0,0.0158462,0.0624173,0.0180519,0,0,0.011346,0,0,0.0334792,0.0478384,0.0445525,0.0378592,0.0359401,0.021121,0.0329216,0.0307431,0.0540614,0.0607171,0.06117,0.0604565,0.0614288,0.0197439,0.0371627,0.0173226,0.0181297,0.0459928,0.0155733,0,0,0,0,0,0,0,0,0,0,0
123,0.0333566,0.0506614,0,0,0,0,0,0,0.0497384,0,0.0264597,0.0534984,0,0,0.0116543,0,0,0.0340942,0.033241,0.0417204,0.0198601,0.0506679,0.0243213,0.0324633,0.0131718,0.0233552,0.037022,0.0228002,0.038917,0.0424466,0.0317718,0.026791,0.022916,0.0477543,0.00793774,0.018864,0.0582969,0,0.0153179,0.0619431,0.0181038,0,0,0.0113417,0,0,0.0336779,0.0480251,0.0442266,0.0382972,0.0369163,0.0214097,0.0336115,0.0305279,0.0546596,0.0610254,0.0615438,0.0603896,0.0614685,0.019998,0.0369558,0.017432,0.0183784,0.0462047,0.0158427,0,0,0,0,0,0,0,0,0,0,0
124,0.0333476,0.0506024,0,0,0,0,0,0,0.0474619,0,0.0260607,0.0532392,0,0,0.0122256,0,0,0.0341873,0.0333933,0.04093,0.0199956,0.0521765,0.0246427,0.0335102,0.0127459,0.0234401,0.0381513,0.023785,0.0391231,0.0423629,0.0315463,0.0265014,0.0204934,0.0471236,0.00799148,0.0191379,0.0580171,0,0.015061,0.0615937,0.0181019,0,0,0.0114168,0,0,0.0339212,0.0479556,0.0442117,0.0387454,0.0377264,0.0217399,0.0338997,0.029974,0.0549157,0.061314,0.0617756,0.0602453,0.0614328,0.0197918,0.0367035,0.0175585,0.018684,0.0462588,0.0161715,0,0,0,0,0,0,0,0,0,0,0
125,0.0332741,0.050563,0,0,0,0,0,0,0.0454469,0,0.0258013,0.0530972,0,0,0.0128613,0,0,0.0341759,0.0334782,0.0397908,0.0201397,0.0535595,0.0251531,0.034488,0.0123641,0.023802,0.039266,0.0247413,0.039378,0.0425723,0.0314245,0.0262648,0.0182727,0.0465183,0.00805876,0.0192767,0.05752,0,0.0151763,0.061384,0.0180019,0,0,0.0114552,0,0,0.0339911,0.0476766,0.0442595,0.0390546,0.0382479,0.0221145,0.0335858,0.0292661,0.0546303,0.0612283,0.0616599,0.0600855,0.0612946,0.0195079,0.0364293,0.0176531,0.0189802,0.0461826,0.0163431,0,0,0,0,0,0,0,0,0,0,0
126,0.0330989,0.0504974,0,0,0,0,0,0,0.0439588,0,0.0256454,0.0529621,0,0,0.0135545,0,0,0.0342951,0.0334478,0.0383455,0.0202216,0.0547281,0.0257691,0.0352439,0.0121732,0.0240043,0.0405123,0.0258463,0.0396451,0.0430673,0.031521,0.0262492,0.0161188,0.0459738,0.00807148,0.019418,0.0568237,0,0.0156256,0.061245,0.0178261,0,0,0.0115553,0,0,0.0340767,0.0474086,0.0442414,0.0391439,0.0385655,0.0224453,0.0329019,0.0293345,0.0541755,0.0608901,0.0613345,0.0599746,0.0610754,0.0191395,0.036186,0.0177444,0.0192206,0.0460586,0.016428,0,0,0,0,0,0,0,0,0,0,0
127,0.0329467,0.0504318,0,0,0,0,0,0,0.0432183,0,0.0255912,0.0526568,0,0,0.0142064,0,0,0.0343245,0.0333336,0.0367029,0.0201952,0.0558278,0.0262071,0.0357719,0.0123144,0.0239535,0.0419018,0.0269326,0.0400623,0.0435557,0.0320106,0.026569,0.0145867,0.0454772,0.00805149,0.0195185,0.0561956,0,0.0164118,0.0610861,0.0176845,0,0,0.0116645,0,0,0.0342586,0.047251,0.0443917,0.0391218,0.0385749,0.0226629,0.0323529,0.0301255,0.0540186,0.0606138,0.0610266,0.0599503,0.0609697,0.018721,0.0360111,0.0178323,0.0194036,0.0459283,0.0165717,0,0,0,0,0,0,0,0,0,0,0
128,0.0328728,0.0503782,0,0,0,0,0,0,0.0426012,0,0.0255269,0.0521972,0,0,0.0147048,0,0,0.0342902,0.0331954,0.0355875,0.0200894,0.0566365,0.0263201,0.0362092,0.0127397,0.0242039,0.0430891,0.0279918,0.0405247,0.0438137,0.0326451,0.0269812,0.0143992,0.0451391,0.00806507,0.0194112,0.0558722,0,0.0172096,0.0610371,0.0175946,0,0,0.0116824,0,0,0.0344024,0.0471853,0.0448086,0.0390884,0.0383865,0.022691,0.0320432,0.0310046,0.0542145,0.0604635,0.0608164,0.0599538,0.0609706,0.0184813,0.0359103,0.0177624,0.0194921,0.0457635,0.0167969,0,0,0,0,0,0,0,0,0,0,0
129,0.0329679,0.050445,0,0,0,0,0,0,0.0414356,0,0.0254925,0.0526252,0,0,0.0146943,0,0,0.0339819,0.0323589,0.0360395,0.0208296,0.0583621,0.0264573,0.0363187,0.0124009,0,0.0447864,0.0283847,0.0404568,0.0437883,0.0328058,0.0266175,0.0152828,0.0452587,0.00802827,0.0190091,0.0557926,0,0.0176171,0.0613845,0.0173401,0,0,0.0115485,0,0,0.0342573,0.0470252,0.0450597,0.0389342,0.037852,0.021845,0.031995,0.0318446,0.0545971,0.0601773,0.0604259,0.0597534,0.0607448,0.0183581,0.0364581,0.0174315,0.0190093,0.0459185,0.0166705,0,0,0,0,0,0,0,0,0,0,0
130,0.0328676,0.05027,0,0,0,0,0,0,0.0405306,0,0.0255251,0.0517744,0,0,0.0148527,0,0,0.0337498,0.0333341,0.0357962,0.0199409,0.0572183,0.0260714,0.036268,0.013546,0.0250088,0.0441817,0.0301803,0.0410043,0.0447053,0.0338425,0.0274492,0.0160058,0.0450851,0.00797408,0.0189585,0.0563914,0,0.017638,0.0613869,0.0174361,0,0,0.01153,0,0,0.0343665,0.047073,0.0447376,0.0391435,0.0376406,0.0221146,0.0318325,0.0320537,0.0546726,0.0603158,0.0603908,0.0597757,0.0607561,0.0186083,0.0361669,0.0176341,0.0192884,0.0454122,0.0171697,0,0,0,0,0,0,0,0,0,0,0
131,0.0328678,0.0502916,0,0,0,0,0,0,0.039548,0,0.0254438,0.0515536,0,0,0.0146947,0,0,0.0335308,0.0335721,0.0361387,0.0199469,0.0571411,0.0255662,0.0359254,0.0138973,0.0249203,0.044571,0.0306923,0.0419039,0.045308,0.0345401,0.0279065,0.0171884,0.0453304,0.00797574,0.0187326,0.0567607,0,0.0178917,0.0616994,0.0173496,0,0,0.0115138,0,0,0.0342766,0.0469242,0.0444469,0.0391958,0.0369293,0.0216188,0.0319546,0.0317028,0.0548219,0.0602944,0.0601407,0.05963,0.0606304,0.0189372,0.0363858,0.0176347,0.0191337,0.0452802,0.0172399,0,0,0,0,0,0,0,0,0,0,0
132,0.0329242,0.0503258,0,0,0,0,0,0,0.0382794,0,0.0251422,0.0513598,0,0,0.0144637,0,0,0.0334445,0.0339459,0.0362147,0.0200427,0.0568112,0.0251021,0.0354587,0.0141155,0.0251459,0.0452427,0.0313017,0.0428168,0.0458663,0.0353836,0.0286176,0.0187783,0.0456877,0.00802412,0.0185545,0.0570266,0,0.0181129,0.062011,0.0172827,0,0,0.011327,0,0,0.0341273,0.0466985,0.0440619,0.0392419,0.0362299,0.0212017,0.0322339,0.0310123,0.0549757,0.060261,0.0599564,0.0594439,0.0605125,0.0193945,0.0365119,0.0176445,0.0190197,0.0451727,0.0173403,0,0,0,0,0,0,0,0,0,0,0
133,0.0329964,0.0503151,0,0,0,0,0,0,0.0364642,0,0.0248193,0.0512804,0,0,0.0144193,0,0,0.0335201,0.033695,0.0361766,0.0199125,0.0562812,0.02503,0.0353268,0.0138633,0.0251552,0.0456508,0.0325852,0.0435713,0.0465167,0.0363143,0.0295055,0.020725,0.0457862,0.00804515,0.0186511,0.0552129,0,0.0172068,0.0614069,0.0171295,0,0,0.0111891,0,0,0.0339106,0.0476907,0.042989,0.0379829,0.0352959,0.0207193,0.0325861,0.0282099,0.0544928,0.0610833,0.0607448,0.0604635,0.0615154,0.0179473,0.0366192,0.0176346,0.0189294,0.0449228,0.0176481,0,0,0,0,0,0,0,0,0,0,0.0231671
134,0.0332542,0.0503313,0,0,0,0,0,0,0.0346496,0,0.0246468,0.0510951,0,0,0.0140203,0,0,0.033286,0.0349895,0.0362218,0.0200803,0.0561888,0.0246775,0.0344412,0.014653,0.0253647,0.0463201,0.0334845,0.0440245,0.0468659,0.036777,0.0300351,0.0224646,0.0462539,0.0080004,0.0183629,0.0579915,0,0.0182557,0.0626983,0.0172571,0,0,0.0111282,0,0,0.0337518,0.0461168,0.0432397,0.0393694,0.0353274,0.0202897,0.0327306,0.0294032,0.0554329,0.0604114,0.0596708,0.0590756,0.0603932,0.0207873,0.0367728,0.0176424,0.0188899,0.0449508,0.0174982,0,0,0,0,0,0,0,0,0,0,0
135,0.0334243,0.0502455,0,0,0,0,0,0,0.0324602,0,0.0246581,0.0509937,0,0,0.0140685,0,0,0.0333993,0.0350098,0.036548,0.0195235,0.0558286,0.0249292,0.0343549,0.0145774,0.0247988,0.0466811,0.0322177,0.0443558,0.0470892,0.0370985,0.0304197,0.0254481,0.0461414,0.007954,0.0185468,0.056965,0,0.0171202,0.0621203,0.017289,0,0,0.0111247,0,0,0.033752,0.0471801,0.0426305,0.0380164,0.0349906,0.0199216,0.0329079,0.0268086,0.0545787,0.0612568,0.0606193,0.0602782,0.0614204,0.0197797,0.0366247,0.017788,0.0190012,0.0447241,0.0178857,0,0,0,0,0,0,0,0,0,0,0.0231061
136,0.0336338,0.0501809,0,0,0,0,0,0,0.0304169,0,0.0245759,0.050793,0,0,0.0139837,0,0,0.0333328,0.0357605,0.0367271,0.0193003,0.0558228,0.0250139,0.033943,0.0150325,0.0249059,0.0474963,0.031867,0.04469,0.0473737,0.0374197,0.0306844,0.0281853,0.0462954,0.00790608,0.0185054,0.0581503,0,0.0169473,0.0625103,0.0174377,0,0,0.0110734,0,0,0.0336763,0.0470611,0.0425191,0.0381172,0.03494,0.0197222,0.0329968,0.0261001,0.0544749,0.0613896,0.0606288,0.06034,0.0614819,0.0209685,0.0364649,0.0178718,0.0191321,0.0445417,0.0179514,0,0,0,0,0,0,0,0,0,0,0.0229352
137,0.0337652,0.050145,0,0,0,0,0,0,0.0284868,0,0.0246826,0.0506563,0,0,0.0138927,0,0,0.0332375,0.0364051,0.03672,0.0191333,0.0559592,0.0251468,0.03351,0.0153234,0.0256996,0.0478494,0.032145,0.0450694,0.0477582,0.0377152,0.0308711,0.0308323,0.0464751,0.00785351,0.018388,0.0593193,0,0.0166035,0.0627162,0.0175754,0,0,0.0110941,0,0,0.0336925,0.0469192,0.0425175,0.0382919,0.0349126,0.0196779,0.0331225,0.0254861,0.0543617,0.0614438,0.0606288,0.0603361,0.0614964,0.0222089,0.0363316,0.0179287,0.0192577,0.0444043,0.0179189,0,0,0,0,0,0,0,0,0,0,0.0226009
138,0.0341913,0.0502234,0,0,0,0,0,0,0.0272101,0,0.026516,0.051093,0,0,0.013497,0,0,0.032964,0.0367229,0.0389038,0.0198427,0.0585409,0.0257224,0.0332761,0.0158577,0.0280408,0,0.0339454,0.0434915,0.0460329,0.0359757,0.0291502,0.0333299,0.0469435,0.00784112,0.0181145,0.0601635,0,0.0164436,0.064314,0.0174044,0,0,0.011395,0,0,0.033531,0.0463274,0.0428636,0.0380799,0.0339173,0.018554,0.0337182,0.0252729,0.0548048,0.0610403,0.0600603,0.0598197,0.0610313,0.0232868,0.0369327,0.0174065,0.0185432,0.0447915,0.0173787,0,0,0,0,0,0,0,0,0,0,0.022861
139,0.0340513,0.0499198,0,0,0,0,0,0,0.0252271,0,0.0252752,0.0504763,0,0,0.013659,0,0,0.0329185,0.0374796,0.037266,0.0189295,0.0564994,0.025637,0.0328016,0.0158196,0.0253061,0.0467454,0.0328315,0.0452084,0.048014,0.0377117,0.0305398,0.03583,0.0467392,0.00767138,0.0183303,0.0610001,0,0.015903,0.0630538,0.0180328,0,0,0.0112975,0,0,0.0337917,0.0464441,0.0422908,0.0383322,0.0347918,0.0197622,0.0334173,0.0246566,0.0541416,0.0615084,0.0605062,0.0601437,0.0613864,0.0241709,0.0358139,0.0180166,0.0195614,0.0441934,0.0178911,0,0,0,0,0,0,0,0,0,0,0.0224323
140,0.0344401,0.0499696,0,0,0,0,0,0,0.0241716,0,0.026771,0.0510824,0,0,0.0132856,0,0,0.0325582,0.0374034,0.0395013,0.0200682,0.0589103,0.0262368,0.0326011,0.0162218,0.0268895,0,0.0342122,0.0433858,0.0461798,0.0359719,0.0288357,0.0384305,0.0472016,0.00771515,0.0179672,0.0613758,0,0.0162939,0.0645908,0.0179287,0,0,0.0116629,0,0,0.0335431,0.0458206,0.0423138,0.0378796,0.0336279,0.0186294,0.0343033,0.0246693,0.0548176,0.0610726,0.0599402,0.0596944,0.0609587,0.0247414,0.0364675,0.0173208,0.0188286,0.044349,0.0174083,0,0,0,0,0,0,0,0,0,0,0.0229035
141,0.0342506,0.0497578,0,0,0,0,0,0,0.0227876,0,0.0252113,0.0503347,0,0,0.0133034,0,0,0.0323992,0.0385353,0.0376399,0.0194052,0.0566459,0.0258058,0.0318017,0.0161512,0.025102,0.0477654,0.0329723,0.0451505,0.0482119,0.0377581,0.0306101,0.0403624,0.0472146,0.00770628,0.0177248,0.0631569,0,0.0172027,0.064509,0.0186793,0,0,0.0115058,0,0,0.033849,0.0448414,0.0417475,0.0393105,0.0343126,0.0199614,0.0340501,0.0255323,0.0559819,0.0609858,0.0594422,0.0588832,0.0604178,0.0270873,0.0356384,0.0177893,0.0197028,0.0435579,0.0177434,0,0,0,0,0,0,0,0,0,0,0
142,0.0341999,0.0500859,0,0,0,0,0,0,0.0233888,0,0.0280673,0.0509012,0,0,0.0125946,0,0,0.0331421,0.038138,0.0402941,0.0220011,0.0595286,0.0267778,0.032435,0.0159894,0.0275685,0,0.0340556,0.043262,0.0458044,0.035648,0.0293232,0.0394931,0.0472821,0.00730564,0.0175965,0.0539127,0,0.0130761,0.065352,0.0173683,0,0,0.0126387,0,0,0.03351,0.0466302,0.0442738,0.0364655,0.0315789,0.0184529,0.0356594,0.0216331,0.0560105,0.0617128,0.0605202,0.0611901,0.061801,0.0170814,0.036161,0.0172506,0.0190529,0.0438754,0.0176075,0,0,0,0,0,0,0,0,0,0,0.0204704
143,0.0341425,0.0501003,0,0,0,0,0,0,0.0225318,0,0.0284836,0.0511493,0,0,0.0126434,0,0,0.0329193,0.0378391,0.040916,0.0220924,0.0595022,0.0271455,0.0320219,0.0154145,0.0277382,0,0.0343668,0.0434417,0.0458013,0.0359379,0.029833,0.0407437,0.0473185,0.00742086,0.0174884,0.0539525,0,0.0129117,0.0655351,0.0176416,0,0,0.0125558,0,0,0.0334271,0.0468413,0.0443623,0.0361762,0.0312439,0.0185729,0.0355822,0.0214174,0.0560563,0.0617241,0.0604755,0.061151,0.0614497,0.0172666,0.0361932,0.0172813,0.0190323,0.0439151,0.0174632,0,0,0,0,0,0,0,0,0,0,0.020605
144,0.0337346,0.0500227,0,0,0,0,0,0,0.0214815,0,0.0271674,0.0501388,0,0,0.0128234,0,0,0.0330894,0.0383618,0.0397248,0.0210404,0.0570199,0.0269408,0.0317174,0.0148719,0.0257531,0.0460522,0.0340298,0.0452855,0.0477897,0.038011,0.0316749,0.0424715,0.0470193,0.00724761,0.0175262,0.0544201,0,0.0127783,0.0650486,0.0179196,0,0,0.0124759,0,0,0.0336614,0.0471568,0.043919,0.0359619,0.0315394,0.0195898,0.0351901,0.0210768,0.0558175,0.0619453,0.0607273,0.0612531,0.061459,0.0174331,0.0352772,0.017833,0.0198189,0.043585,0.0178436,0,0,0,0,0,0,0,0,0,0,0.0203115
145,0.0336466,0.0500241,0,0,0,0,0,0,0.0210977,0,0.0271887,0.0499717,0,0,0.0128353,0,0,0.0331338,0.0385848,0.0408738,0.0210074,0.0570401,0.0270951,0.0314543,0.0145367,0.0254071,0.0457421,0.0322131,0.0453191,0.0478941,0.0382208,0.0320673,0.0434474,0.0469759,0.00703975,0.0173931,0.0544169,0,0.0129503,0.0653476,0.0179685,0,0,0.0126382,0,0,0.0338185,0.0471464,0.0437706,0.0356508,0.0313709,0.0197874,0.0352694,0.0212656,0.055936,0.0617803,0.060596,0.0610647,0.0613752,0.0173146,0.0351992,0.0177365,0.0199949,0.0435758,0.0178824,0,0,0,0,0,0,0,0,0,0,0.0204185
146,0.0335986,0.0500047,0,0,0,0,0,0,0.0207624,0,0.0274876,0.0498578,0,0,0.0129079,0,0,0.0331813,0.0389119,0.0420615,0.0210815,0.0575035,0.0273258,0.0312861,0.0143225,0.0251338,0.0453014,0.0305919,0.0452699,0.0478375,0.0383896,0.0326214,0.0443276,0.0469233,0.00695569,0.017363,0.0542358,0,0.0132058,0.0656073,0.0179411,0,0,0.0127743,0,0,0.0338121,0.0471514,0.0437597,0.035329,0.0312215,0.0198639,0.0355092,0.0216041,0.0560649,0.0614911,0.0604854,0.0610126,0.0613992,0.0172579,0.0351137,0.0176502,0.0201365,0.0435284,0.0179522,0,0,0,0,0,0,0,0,0,0,0.020624
147,0.0335848,0.0499795,0,0,0,0,0,0,0.0206068,0,0.0276953,0.0498494,0,0,0.0129188,0,0,0.033149,0.0391299,0.0428088,0.0213128,0.0571376,0.0275446,0.03112,0.0138108,0.0253998,0.0446495,0.0300628,0.0454193,0.0479367,0.0386701,0.0334316,0.0458436,0.0469575,0.00691078,0.0172701,0.0540288,0,0.0135409,0.066103,0.0178924,0,0,0.0128764,0,0,0.03377,0.0470842,0.0436354,0.035093,0.030933,0.0197875,0.0355564,0.0218951,0.0562454,0.0611279,0.0603251,0.0609273,0.0612595,0.0171617,0.0350921,0.0175449,0.0201413,0.0434711,0.0179662,0,0,0,0,0,0,0,0,0,0,0.0209352
148,0.0336446,0.0498944,0,0,0,0,0,0,0.0206546,0,0.0277804,0.0498606,0,0,0.0128701,0,0,0.0330625,0.0392946,0.0431191,0.0217211,0.0565203,0.027738,0.0309582,0.0130372,0.0261099,0.0446513,0.0296859,0.0459734,0.0482267,0.0392783,0.0344587,0.0480477,0.0470626,0.00691192,0.0171204,0.0538212,0,0.0141515,0.0665683,0.0178465,0,0,0.0129881,0,0,0.0336541,0.046964,0.0434634,0.0347932,0.030519,0.0196312,0.0354676,0.0220155,0.0564513,0.0611551,0.0601921,0.0607623,0.0610592,0.0171762,0.035113,0.0174838,0.0201225,0.043369,0.0179296,0,0,0,0,0,0,0,0,0,0,0.0212495
149,0.0342035,0.0497969,0,0,0,0,0,0,0.0210092,0,0.0294821,0.0509534,0,0,0.012644,0,0,0.0326816,0.0392489,0.0452097,0.0236908,0.0585973,0.0284936,0.0309535,0.0124526,0.0285874,0,0.0305419,0.0447804,0.0466004,0.0383434,0.0340731,0.0496801,0.047497,0.0072741,0.0168746,0.0533103,0,0.0151578,0.0677978,0.0174911,0,0,0.0133405,0,0,0.0333278,0.0465938,0.0438316,0.0341444,0.0293972,0.0185521,0.035979,0.0221014,0.0569979,0.0607719,0.0596631,0.0604646,0.0608813,0.0170023,0.0360523,0.0169507,0.0195553,0.0435325,0.0176294,0,0,0,0,0,0,0,0,0,0,0.0215041
